0.00020642+0.00070023i,-0.0014834-0.00079654i,-0.0017394-0.0015979i,-0.0001207-0.0014293i,-1.69e-05-0.00059317i,-0.0012986+0.0015398i,-0.00049815+0.002282i,0.0010358+0.0012459i,0.0012908+0.00055103i,0.0014815+4.9478e-05i,0.001416-6.154e-05i,4.2738e-05-0.00031191i,-0.0010498-0.00013774i,-0.00082151+4.4493e-05i,-0.00013644-0.00051922i,0.00057502-5.6939e-05i,-0.00017957+0.00058111i,-0.0010656+2.4853e-05i,-0.00087815-0.00050704i,-0.0002822-0.00041678i,-9.0429e-06-0.00062169i,0.00052033-0.00080459i,0.00074048-0.00027447i
-0.00012026-0.0015807i,-0.002689-0.001206i,-0.0039821-0.0010966i,-0.0040751-0.00064654i,-0.0029494+0.001487i,-0.001054+0.0026329i,0.00031055+0.0021515i,0.0012627+0.0012577i,0.0010956-4.0166e-05i,4.8634e-05-0.00037765i,-0.00068915+0.00037376i,-0.00091852+0.00053475i,-0.00089611+0.00063979i,-0.00030655+0.00038906i,7.9163e-05+7.063e-05i,0.00024487+0.00041907i,-0.00025858+0.00025131i,-0.00064827+0.00026479i,0.00033201+0.00072811i,0.00060505+4.7599e-05i,0.00070834-0.00053236i,0.0012145-0.00016538i,0.00071303-0.00012245i
0.0015593+0.00023815i,0.0010673-0.0011172i,0.00052951-0.0023852i,0.00028619-0.0026243i,0.00051771-0.0023887i,0.0013608-0.002081i,0.0017389-0.0016872i,0.0013255-0.0013707i,0.001106-0.0017847i,0.00096253-0.0015656i,0.0005006-0.00055675i,0.00059717-0.00012164i,0.00024584-2.6133e-05i,-1.4381e-05-0.00024913i,0.00034034-0.00020322i,0.00049479+0.00043976i,0.00093752+0.00082603i,0.00081229+0.00053144i,7.1139e-05-0.00023852i,8.4102e-05-1.884e-05i,0.00033325+0.00046265i,-1.4118e-06+8.7785e-05i,-0.00032049-0.00024876i
-0.00054829-0.00058286i,0.00025548-0.00078922i,-0.00046587+5.677e-05i,-0.0011256+0.00063446i,5.0604e-05+0.0012216i,0.0018762+0.0010438i,0.0026494+0.00066858i,0.0022675+0.00060879i,0.0014242+0.00036415i,-0.00020592+7.7052e-05i,-0.00088629-0.00034316i,0.00050397-0.0014536i,0.00084266-0.0012983i,-0.00023359+0.00021747i,-0.0005089+0.00022401i,-0.00046163-0.00054184i,-0.00087897+0.00027896i,-0.0010063+0.00073215i,-0.00055429+0.00010968i,-9.5151e-05-0.00020553i,-0.0001019+0.00055819i,-0.00066046+0.00061244i,-0.00062964-0.00063358i
0.0027375-0.00011521i,0.0025705-0.00058425i,0.0016276-0.0016603i,0.00027202-0.0021095i,-0.00040704-0.0011383i,-5.2616e-05+0.00010399i,0.0004677+0.00086322i,0.00048694+0.00055832i,0.00038281-0.00030997i,0.00045815-0.00091977i,-0.00012207-0.00062578i,-0.00073052-0.00024967i,-0.00094024-0.00063361i,-0.00018795+4.1267e-06i,0.00045773+0.0006698i,-2.9185e-05+0.00041571i,-0.00033901+0.00069829i,-0.00031621+0.00092684i,-0.00049456+0.0007707i,-0.00010665+0.00031991i,-0.00019406+0.00011743i,0.00023585+0.00032627i,0.00072216+0.00018782i
-0.0011319+0.000772i,-0.00173+0.001362i,-0.0010571+0.00076733i,-0.001047-3.3384e-05i,-0.0012028+6.1494e-05i,2.6376e-06+0.00032771i,0.0015297+0.00019805i,0.0015557+0.00012306i,0.00064309+0.00063384i,0.00063006+0.00074766i,0.00066213+0.00014269i,0.00018985-0.00066283i,-0.00024634-0.00069595i,-0.00053536-0.00012607i,-0.0010263-0.00032936i,-0.0010049-0.00016476i,6.5855e-05+0.00050421i,0.00052016+0.00032997i,0.00044071-0.00059209i,3.3573e-05-0.00038761i,0.00017371+0.00044893i,0.00065816+0.00017148i,0.00025073-0.00027145i
-0.0022918+0.00085937i,-0.0030634+0.0015103i,-0.0013693+0.0016025i,0.00046527+0.0010372i,0.0018351+0.00071357i,0.0028658+0.0011577i,0.002579+0.0015403i,0.0011032+0.00033617i,0.00033345-0.00053434i,0.00071741-0.00040399i,0.00050286-0.0002198i,-0.00049109-0.00076444i,-0.00059587-0.0012888i,3.3713e-05-0.00091928i,0.00050452-0.00052107i,-0.0002177-0.00013919i,-0.0013046+0.00014409i,-0.0015858+0.00017104i,-0.0010542+0.00058608i,-6.6601e-05+0.00095764i,0.00027916+9.0236e-05i,0.00044829-0.00051244i,0.0012393-0.00026245i
0.00030173+0.00049536i,-0.00082402-0.0001776i,-0.0006882-0.00075564i,0.00058295-0.00056246i,0.001113+0.0011562i,0.0013744+0.0024974i,0.0020552+0.0012182i,0.0025727-0.00061339i,0.0019774-0.00067369i,0.0012957-0.00082367i,0.00091425-0.0012449i,-0.00013962-0.0012599i,-0.00082857-0.0014325i,-0.00069723-0.0010016i,-0.00092466-0.00049203i,-0.00086357-0.00026836i,-0.00046025-0.00031682i,-0.00018798-0.00065159i,3.8483e-05-0.00058545i,-0.00047196-0.00043043i,-0.00084879-0.00015694i,-0.00040865+0.00034618i,0.00045636+0.00057763i
0.002195+6.5683e-05i,0.0015125-0.0011146i,0.00060328-0.0012951i,-0.00043917-0.0014772i,-0.00084772-0.0013982i,-0.00061212-0.00090605i,0.00031882-0.00043974i,0.00077314+0.00041045i,0.00080983+0.00031907i,0.0005213+7.3416e-05i,-0.00034799-0.00019246i,-0.00093584-0.00056648i,-0.00087393-0.00033181i,-0.00055613+0.00043701i,-0.00030152+0.00094509i,-0.00068038+0.0006568i,-0.0013331+8.6989e-05i,-0.001059-0.00047992i,-0.00022516-0.00027743i,-2.9228e-06+8.3314e-05i,0.0001833-0.0007966i,0.00070327-0.00069768i,0.00090001+0.00018012i
-0.00060814+0.0026732i,0.0012601+0.0023481i,0.0033562+0.0021311i,0.003491+0.00071341i,0.0025263-0.00086343i,0.0017205-0.00081584i,0.0017924-0.000487i,0.0012425+0.00013067i,0.00088222+0.00074103i,0.0012355+0.00027496i,0.00073056-0.00089155i,-0.00090378-0.0017369i,-0.0012963-0.0013788i,-0.00093221-4.628e-05i,-0.00020446+0.00050888i,0.00051726+0.00073561i,0.00015366+0.00075343i,9.1028e-05+4.4168e-05i,3.5414e-06-0.00056921i,-0.00024903+9.1293e-05i,0.00043478+0.00043708i,0.00074148-0.00026014i,4.5062e-06+6.0792e-05i
-0.0015545+0.0016516i,-0.00016945+0.0022346i,-9.7766e-05+0.0023148i,-0.00052678+0.0018999i,-0.00023446+0.0013712i,0.00030491+0.0017101i,0.001303+0.0013837i,0.0011754+0.00041739i,0.00074146+0.00019682i,0.00092533+0.00019701i,0.00046951+0.00039787i,0.00036024+7.0733e-05i,0.00025903-0.00032832i,-0.00024904-6.4175e-05i,-0.00059754-5.5764e-05i,-0.0007185-7.0205e-05i,-0.00055823+0.00059454i,-0.00025343+0.0012883i,3.0009e-05+0.00052001i,0.00056489+0.00046144i,0.00067632+0.00091054i,0.00060997+0.00050372i,0.0001199-0.00019343i
-0.00066868-0.00054432i,-0.0017308-0.00076351i,-0.0031274-0.00096206i,-0.0027884-0.00075894i,-0.001056+0.00025061i,-0.00031739+0.0015094i,0.0003603+0.0017286i,0.00097927+0.00074107i,0.00052809-0.00011557i,-0.00019279-0.00041805i,-7.4288e-05-0.00014001i,0.00040256-0.00028i,0.0006023-0.0004536i,0.00057416+3.8135e-05i,0.0011385+0.00022242i,0.00087439+0.00028096i,-0.00013821+0.00044572i,-0.00080736+0.00034141i,4.5827e-05+0.00051586i,0.00084019+0.00015369i,-7.5143e-05-0.00022714i,-0.00090711-0.00032666i,-0.00075329-0.00063511i
0.00057667-0.0041454i,-0.00060498-0.0043145i,-0.0022827-0.0045506i,-0.002926-0.0038662i,-0.0027423-0.0015926i,-0.0014231+0.00070912i,0.00018792+0.0011961i,0.0012424+0.00049147i,0.00064059-0.00047544i,-0.00079176-0.00025552i,-0.00095834+0.00014476i,-0.00069391-0.00017821i,-0.00020413-0.00051627i,0.00056429-0.001262i,0.00088929-0.00088041i,0.00031307+3.4012e-05i,-0.00018562-0.00050909i,0.0002193-0.00053255i,-0.00045676-0.00012212i,-0.0010454-0.00030212i,-0.00090343-0.00065057i,5.5765e-05-0.00082113i,0.0010073-0.00079063i
-2.7864e-05-0.0021665i,-0.00078278-0.0021878i,-0.0021194-0.0019719i,-0.0022508-0.0008041i,-0.00032758+0.0011004i,0.0019219+0.0021382i,0.0024281+0.0017992i,0.0019609+0.00093486i,0.0014449-0.00020914i,0.0010474-0.00039922i,0.00087016-0.00034993i,0.00072062-0.00080407i,0.0009003-0.00026814i,0.00070263+0.00077038i,0.00066379+0.00077246i,0.00068088+0.00046786i,-0.00033636-0.00054941i,-0.0013448-0.0011587i,-0.0015876-0.00010837i,-0.00076091+0.00016438i,0.00015334-0.00091694i,-0.00024212-0.0016513i,-0.00044993-0.0013725i
0.002409-0.00049566i,0.0029195-0.001046i,0.0016489-0.0020508i,-0.0017457-0.0021024i,-0.0027671-0.0011742i,-0.0013522+0.00039153i,0.00021061+0.0011044i,0.00079151+0.0005897i,0.00049568+0.00018238i,0.00021653+0.00028042i,0.00015679+0.00026466i,0.00010832-4.7591e-05i,-0.00061535-8.1039e-05i,-0.00077265-0.00027669i,0.00031138-0.00011538i,0.00053278-0.00014797i,-5.9709e-05-0.00034362i,-0.00051184-0.00068305i,-0.00020623-0.00080343i,0.00023371-0.00045361i,0.0004524-0.00024788i,3.7804e-05-0.00043372i,-0.00074041-0.00068369i
0.0012437+0.0011786i,0.00045229+0.0013198i,0.0010587+0.0014105i,0.00059063-0.00020342i,-0.00032339-0.0014049i,0.00064661-0.00022043i,0.0010919+0.00045556i,0.00089578+5.7598e-05i,0.00063966-0.00040746i,0.00095774-0.00074973i,0.0012181-0.0010738i,0.00072717-0.0012242i,0.00025698-2.7833e-05i,0.00048995+0.00088884i,7.875e-05+0.00064865i,-0.00047876+0.00045722i,-3.9116e-05+0.00032667i,0.00048672+0.00019459i,0.00020765-0.00011423i,-0.00022235-0.00026488i,0.00014669+6.2315e-05i,0.00060599+0.00010856i,2.4271e-05+3.9877e-05i
-1.7713e-05-0.00049203i,-0.00073208+0.0001865i,0.00033122+0.00085299i,0.00075558+0.00075366i,7.4575e-05+0.0006017i,0.00079358+0.0010438i,0.001909+0.00082648i,0.0016785-0.00021779i,0.0013331-5.2392e-05i,0.0010811+0.00071813i,4.2465e-05+0.00033276i,-0.00075909+0.00047706i,-0.001139+0.00096663i,-0.00072432+0.00068876i,0.0005152+0.00081972i,0.00044327+0.00096525i,-1.5468e-06+0.0010046i,0.00032277+0.00053479i,0.0004649+4.9344e-05i,0.00039653-0.00051981i,0.00028809-0.0010062i,0.00061708-0.0008487i,0.00060657-0.00036863i
0.001175-0.00076102i,0.0011712-0.0013613i,0.0004923-0.0024648i,-5.9132e-05-0.0029378i,-0.0010922-0.0014789i,-0.00040785+0.00013664i,0.001575+0.00054464i,0.0019823+0.00030548i,0.0009585-0.00037362i,0.00022107-0.00066895i,-0.00060134-0.0006802i,-0.0010806-0.00079221i,-0.00055984-0.00065056i,-0.00012831+0.00021945i,-0.00049301+0.00072748i,-0.00061024+0.00057056i,-0.00028411+0.00060083i,6.6812e-05+0.00074396i,0.00019614+0.00036975i,0.00070186-0.00022932i,0.00065682-0.00075329i,0.00030498-0.0006436i,0.00050686-0.00029317i
0.0034431+0.0001751i,0.0027023-0.0014729i,0.001638-0.0029695i,0.00028504-0.0035874i,-0.00046388-0.0032777i,-0.0010375-0.0015172i,-1.7638e-05-0.00050738i,0.0012449-0.00050424i,0.0012182-0.00038297i,0.00090982-0.00048301i,2.2234e-05-0.00075502i,-0.0011402-0.00018028i,-0.0014204+0.00021564i,-0.0011384-0.00014878i,-0.00046264+0.00031054i,0.0001889+0.00052255i,-9.2656e-05+8.3357e-05i,-0.00027827+8.3952e-05i,-0.0001375+0.00028372i,0.00076618+0.00018074i,0.0013072-5.0196e-05i,0.00089188-0.00085308i,0.00032334-0.0011223i
0.00037033+0.00086574i,0.0011392-0.0002651i,0.00058346+0.00018434i,0.00034216+0.00049752i,0.001332+0.00052011i,0.0017848+0.00069025i,0.00099831+0.0006835i,0.0009386+0.00048551i,0.00069935+0.00020802i,0.00087464-0.0006189i,0.00091666-0.0010544i,-0.00025635-0.000684i,-0.00048855-0.00076622i,-0.00087212-1.967e-05i,-0.0010438+0.00049094i,-0.00050483+0.00010257i,0.00013964+0.00019998i,0.00031693+0.00036895i,0.00036702+0.00022146i,-2.124e-06+0.00011333i,-0.00075487+0.000409i,-0.00078534+0.00033269i,-0.00028723+0.00010024i
-0.0024674-0.001945i,-0.0033921-0.0017359i,-0.0043305-0.0012324i,-0.0039796+0.00030828i,-0.0030915+0.0015894i,-0.00089607+0.0027497i,0.001218+0.0024564i,0.0012044+0.0007214i,-0.00037617+9.4483e-06i,-0.001062+0.00029772i,-0.00086117+0.00037248i,-0.00067691+0.00030529i,-9.8443e-05+1.5766e-05i,-0.00018837-0.00040792i,0.00014699-0.00050399i,0.00017243-0.00052749i,-0.00051442-9.3376e-05i,-0.00032041+0.00040503i,-0.00042379+1.7329e-05i,-0.00065551+0.00011692i,-0.0006151+0.00056351i,-0.0004572+0.00014663i,0.00020002-3.4611e-05i
0.0010119+0.0028419i,0.0010454+0.0015734i,0.0012254+5.9218e-05i,0.0022107-0.0011243i,0.0025377-0.0017316i,0.0027389-0.0010795i,0.0027756-0.00014311i,0.0019385-0.00040813i,0.0011299-0.0011239i,0.00083064-0.0015692i,0.00053565-0.0013763i,-0.00020035+2.3878e-05i,-0.0017248+0.00065617i,-0.0018298+0.00014747i,-0.00087333-0.00037335i,-0.00081039-6.9276e-05i,-0.0009432-0.00029117i,-0.00067079-0.00015503i,-0.00015015-0.00016682i,-0.00033688-0.000111i,-0.00030109+0.00035872i,8.0763e-06+0.00064953i,0.00016731+0.0010732i
0.0023519-0.0018855i,0.0019837-0.0020805i,0.0014155-0.0023214i,-0.00014977-0.0012256i,-0.00044998+0.00047552i,0.0006378+0.0013277i,0.0010976+0.00084343i,0.0010399-8.8864e-06i,0.0010253-0.00087056i,0.00073185-0.0011513i,0.00091295-0.00039831i,0.00089022+0.00028645i,0.00040587+0.00029318i,-0.00043147+0.00065977i,-0.0012744+0.00082376i,-0.00097085+8.3169e-05i,-0.00025182-0.0007701i,-0.0003561-0.00081613i,-0.00074562-0.00037362i,4.6047e-05-0.00052558i,0.00053144+0.00014767i,-0.00013452+0.00052854i,3.6881e-05+0.00056627i
0.0010687+0.00028911i,0.0014174-0.00036624i,0.00042158-0.00064302i,-0.00057127-9.3398e-05i,0.00041208+0.00042114i,0.0016638+0.00061838i,0.0018309+0.00031912i,0.0014518-0.0001245i,0.0010027-0.00068382i,0.00031802-0.0009439i,-0.00054427-0.0002117i,-0.00069921+8.3837e-05i,-8.2381e-05-7.3233e-05i,7.4456e-05+5.5071e-05i,-0.00039868+0.00043239i,-0.00032898+0.00039976i,0.00023657+0.00025387i,-0.00025798-0.00011389i,-0.00088896-0.0002587i,-0.00026968-0.00014598i,2.093e-05-0.0004023i,-6.6694e-06-0.00056685i,0.00067555+9.3243e-05i
0.0020328+0.0014122i,0.0024109+0.0012125i,0.0026742-0.00015058i,0.0012414-0.0022343i,0.00073169-0.0023571i,0.0015662-0.00051978i,0.0024594+0.00059594i,0.0020979+0.00017842i,0.0014936-0.00037673i,0.00112-0.00074794i,0.00041693-0.00061933i,-0.00043668-0.00013029i,-0.001427+0.00030452i,-0.0015939+0.0001562i,-0.0014509+0.00046727i,-0.0013238+0.00061613i,-0.00054574+0.00041023i,-0.00016369-2.7835e-05i,9.0563e-05+7.2289e-05i,0.00064032+0.00070682i,0.00045868+0.0004769i,0.00036702-0.0001277i,-4.2447e-05-0.00027559i
0.0011016-0.0009215i,0.00077495+0.00033899i,0.00025606+0.0019688i,3.717e-05+0.0021221i,0.00019782+0.0003034i,0.0012503-0.00022743i,0.0014832+0.00037813i,0.001267+0.00021888i,0.00096659+0.00014036i,0.00055868-0.00016664i,0.0003798+0.00013154i,-0.00032728+0.00073813i,-0.00053944+0.00020219i,-0.00013675+0.00013439i,-0.0002491+0.00031768i,5.3511e-05+0.00051845i,2.4896e-05+0.00095525i,-0.00013087+0.00041266i,-0.00030901+0.00092331i,-0.00042853+0.00128i,0.00075886+0.00030976i,0.0016102-0.00052474i,0.00054107-0.0010173i
-0.0029339-0.0035802i,-0.0036839-0.0028169i,-0.0052171-0.00061293i,-0.0058332+0.00088646i,-0.0029822+0.0018814i,0.00065905+0.0026338i,0.001869+0.0016349i,0.0010125-0.0001678i,0.00038961-0.0007141i,0.00039334-0.00024986i,-0.0001819-0.00056986i,-0.00063323-0.00073002i,-0.00062111-0.00072236i,-0.00037408-0.0006972i,-0.00013627-2.0181e-05i,8.4853e-05+0.00012441i,0.00015697-0.00029728i,0.00032469-0.00030021i,0.00037112+0.00033042i,6.2888e-05-0.00029986i,-0.0001686-0.00095926i,-0.0002061-0.00045766i,-0.00058099-0.0011831i
0.0005632+0.0010831i,0.00016522-5.7203e-05i,0.00019055-0.0015377i,0.00011906-0.0021649i,0.00041253-0.002019i,0.00062243-0.0011271i,0.0012725-0.00018385i,0.001105+0.00012804i,0.0003983+3.4065e-05i,0.00047876-0.00035124i,0.00090348-0.00053058i,0.00043995-0.00034799i,3.5988e-05-0.00046474i,0.00041087-0.00053106i,-3.7815e-05-8.8747e-05i,-0.00053184+0.00058296i,1.9493e-05+0.00055545i,0.00036051+8.4416e-05i,0.00040806+0.00017008i,0.00072268-5.0463e-05i,0.00043419-0.00034061i,-0.00022241-0.00027445i,-0.00079605-0.00027034i
0.0010429-0.00085467i,0.00058732-0.0015064i,0.00056078-0.0021833i,0.00077528-0.0019317i,0.0015489-0.00052166i,0.0023728+0.00012453i,0.0024415-0.00023425i,0.0019799-0.0010487i,0.0010643-0.001238i,0.00023398-0.00096629i,0.0002309-0.00039811i,1.6331e-05+0.00033531i,-0.00034669+0.00049494i,-0.00019636+0.00065943i,-0.00028851+0.00057199i,-0.00069831-0.00039703i,-0.0006426-0.00077941i,-3.6844e-05+0.00013905i,0.00046532+0.0006793i,0.00046815+0.00030498i,0.00067699+0.00026252i,0.0018404+9.9587e-05i,0.001581-0.00010274i
0.00096502+0.00026846i,0.0018365-0.00073443i,0.0017011-0.00042055i,0.00078636-0.00010373i,0.00064131-0.0002581i,0.0013345+0.0004973i,0.0020086+0.00027342i,0.0021797-0.00090875i,0.0018018-0.0010888i,0.0013391-0.00042271i,0.00055709-0.00044551i,0.00053144-0.00054055i,0.00020942-0.00035053i,-0.00079004+7.7843e-05i,-0.00047258+0.0011339i,-0.00012382+0.0011615i,-0.00041163-0.00020737i,-5.3179e-06-0.00030241i,0.00039846+0.00046583i,0.00033759+0.00030779i,0.00011044-0.00050047i,-0.00021693-0.00095292i,-0.00022528-0.00060932i
0.000223+0.0022219i,-8.6656e-05+0.0017907i,0.00026893+0.00099737i,0.00012433+0.00045306i,0.00010444+0.00083291i,0.0010207+0.001051i,0.0014706+0.00060449i,0.0016377+0.00082077i,0.0018378+0.0012932i,0.0011028+0.00068224i,0.00054275-0.00044239i,0.00017413-0.00082401i,-0.00058022-0.00056398i,-0.0012674-0.00047471i,-0.00044791-0.00046464i,0.00023794-7.2263e-05i,0.00033235+0.00082293i,-0.00017689+0.00050874i,-0.00015814-0.00055363i,0.00018253-0.0003426i,0.00028376+0.00020111i,0.00073946-5.1366e-05i,0.00035722-0.00049139i
-0.0010971+0.0023089i,-0.00079751+0.0014883i,0.0003264+0.00077051i,0.0017012+0.0011245i,0.0023238+0.00072847i,0.0021828+3.5309e-05i,0.0019648+0.00027399i,0.0024576+0.00042745i,0.0028549+0.00011005i,0.0020384-0.00049851i,0.00077693-0.0005551i,-0.00022767-0.00096003i,-0.00038281-0.0011564i,0.00014155+0.00046922i,0.00028061+0.0015508i,-2.1749e-05+0.001764i,-3.1232e-05+0.00085501i,3.6913e-05-0.00034222i,-0.00054588+0.00013083i,7.6219e-05+0.0014214i,0.00026905+0.0011106i,-0.00025158+0.00012941i,0.00033048+0.00012692i
-0.00047161+0.0015286i,-0.00014879+0.0016661i,-0.0002621+0.0027331i,-0.00028538+0.0027991i,0.00054674+0.0019187i,0.0011483+0.00064016i,0.0015386-0.00029429i,0.0019355-0.0012367i,0.0012528-0.0016444i,0.00028659-0.0013957i,3.1951e-05-0.0014543i,0.00025603-0.0017464i,-3.6175e-05-0.00089398i,-0.00013194+0.00033005i,-0.00015549+0.00028613i,-0.0011283-0.00029062i,-0.0014931-0.00032543i,-0.00020328-0.00015252i,0.00078186+0.00028177i,0.000182+0.00065315i,0.00021401+0.00030829i,0.00035213-0.00042894i,-1.4627e-05-0.00089398i
0.00048226+0.00060031i,0.00048931+0.00037587i,-0.00049893-0.00017963i,-0.0023536+6.5623e-05i,-0.001828+0.0012029i,0.00033932+0.0016978i,0.0020792+0.0012195i,0.0018142+0.00054637i,0.0010323+0.00018343i,0.00088126-0.00019349i,0.00020491-0.0010758i,-0.0002036-0.0014266i,-0.00037083-0.0007953i,-0.0010268+5.5549e-05i,-0.00099911+0.00064462i,-3.3925e-05+0.00065079i,-0.00042918+0.00060118i,-0.0010598+0.00053273i,-0.00093718+0.00026007i,-0.0008462-0.00019956i,-0.00054851-0.00030522i,-0.00019903+2.5234e-05i,6.5394e-05-5.1864e-05i
0.00070302+0.00096125i,0.00055801+0.0010851i,0.00086859+0.0010836i,0.0011472+0.00095086i,0.00082366-0.00011968i,0.0014907-1.0009e-05i,0.0022386+0.00084675i,0.0018139+0.0004046i,0.00099375-0.00056302i,0.00052044-0.0010354i,0.00029947-0.0010092i,0.00032384-0.00065325i,0.00014107-0.00041037i,-0.00049563+9.8691e-05i,-0.00080071+0.00045487i,-0.00077375+0.00025214i,-0.00049939+0.00031068i,0.00029726+0.00035161i,0.00074578+0.0003924i,0.00048065+7.503e-06i,0.00097076-0.00022584i,0.0010743+0.00044366i,-0.00013493+0.00072794i
-0.0011941+0.0025099i,-0.00051412+0.0026349i,0.00087905+0.0025582i,0.00097976+0.0019311i,0.0012681+0.0015814i,0.00098722+0.0015357i,0.00064297+0.0010134i,0.0018628-0.00024362i,0.0016826-0.00066325i,0.00079028-0.00065641i,0.00057329-0.0011702i,-0.00010787-0.00032503i,-0.00064968+0.00041913i,-0.0012065-9.3626e-05i,-0.00060633-2.0444e-05i,0.00017253+0.00047157i,9.9507e-05+8.4905e-05i,7.2125e-05-0.00054988i,4.2304e-05-0.00020758i,-0.00011801+0.00049316i,-0.00013861+0.00078131i,0.00011939-7.4443e-06i,-0.00013702-0.00070304i
-0.0011106+4.1536e-05i,-0.0016836-0.00023926i,-0.0019+1.5294e-05i,-0.0021939+0.00030562i,-0.0011939+0.0012491i,0.00031568+0.0018601i,0.0014328+0.0013007i,0.0016121+0.00030118i,0.0012234-3.9039e-05i,0.00056271-0.00035913i,-0.0002397-0.00065888i,-0.0006469-0.00031025i,-0.00053292+0.00064484i,-0.00044988+0.0011787i,-0.00077461+0.0010814i,-0.00082431+0.00025909i,-0.00016516-0.00017515i,0.0010135-0.00011229i,0.00068383-0.00032821i,-0.000239-0.0002339i,-0.00047371-0.00054358i,-0.00032349-0.00063209i,-0.00031189-2.0885e-06i
0.00070367-0.0029097i,0.00028234-0.0048461i,-0.0011805-0.0059589i,-0.002266-0.0038104i,-0.0025089-0.0013847i,-0.0010544-0.00015386i,0.00062963+0.00021549i,0.0010468-0.00014304i,0.00011686-0.00053104i,-0.00041595-0.00051782i,0.000399-0.00035122i,0.00070434+0.0001154i,0.00043927+0.00030608i,0.00058101-0.00030124i,0.00070595-0.00071339i,0.00033462-0.00059185i,-0.00013668-0.00066145i,-0.00062022-0.00091385i,-0.00088627-0.00075642i,-0.00056354-0.00091297i,0.00062905-0.00081144i,0.00061878-0.00053738i,-0.00023368-0.00034305i
-0.0016694-0.0016061i,-0.0010496-0.0014628i,-0.0024596-0.00033138i,-0.0026683+0.00097461i,-0.00088834+0.0017203i,0.0010639+0.0021265i,0.001946+0.0015049i,0.0012617+0.00054758i,0.00079973+0.00023968i,0.0011217+0.00027578i,0.0016273-7.1183e-06i,0.0012366-0.00019276i,0.00026625-2.4386e-05i,0.00018454-3.4032e-05i,0.00030022+0.00026414i,-6.4512e-05+0.00042843i,-0.00041186+0.00052865i,-0.00057298+0.00031343i,-0.00048051-0.00067108i,-0.00035549-0.0013449i,-0.00066264-0.00076987i,-0.00073529-0.00044722i,-0.00096322-0.00084514i
0.00026062+0.00095012i,0.00053499+0.001055i,0.0010948+0.0011102i,0.00034812+0.000775i,-0.00010456+0.00078581i,0.00062483+0.0014307i,0.0016215+0.0019275i,0.0018495+0.00070473i,0.0015899-0.00096531i,0.0011891-0.00064972i,0.0005287-0.00011118i,0.00019131+0.00027563i,0.00036043+0.0006675i,0.00029624+0.0010978i,9.6569e-05+0.00091301i,-0.00093508+0.00014423i,-0.001356-0.0010009i,-0.00028394-0.0014252i,0.00045983-0.00030388i,0.00035848+6.9377e-05i,0.00049809-0.00036209i,0.00018672-7.3011e-05i,-5.6126e-05+0.00033511i
-0.0013744+0.0008012i,-0.0022199+0.0013965i,-0.0020438+0.0011658i,-0.0010388+0.00052155i,0.0004359+0.00051594i,0.0013307+0.00070389i,0.0010104+0.00038834i,0.00099523+1.7645e-05i,0.00098612-0.00064341i,0.00073288-0.00093095i,0.001185-0.0007895i,0.0011953-0.00068649i,0.00081675-0.00024824i,0.00067134+0.00063127i,-1.5228e-05+0.00039726i,0.00011461-0.00044051i,0.00066158-0.00069232i,0.00022565-0.0002886i,1.6946e-05+0.00027728i,1.4998e-05+0.00060216i,0.00041129+0.0008537i,0.00071651-0.00020381i,0.00066331-0.0012609i
-0.0022909-0.0012178i,-0.0033931-0.00071635i,-0.0041956+0.0007748i,-0.0030743+0.0019559i,-0.00024382+0.0022051i,0.0023837+0.0014101i,0.0022752+0.00059428i,0.00072602-0.0001802i,0.00018798-0.00088868i,0.00078416-0.0011769i,0.00050149-0.00062998i,-0.0001863-0.00016608i,0.00010895+0.00073106i,-0.00010739+0.0014804i,-0.00041813+0.00070182i,0.00021102-0.00056465i,0.00021577-0.00073499i,-0.00032674-2.4778e-05i,-0.00039011+0.00043341i,-0.0005127-0.00037156i,0.00050059-0.0012045i,0.0016112-0.00024402i,0.0016691+4.3481e-05i
0.0023246+0.00016749i,0.0010883-0.0010525i,0.00040207-0.0011169i,0.00037747-0.0016094i,0.00080186-0.001016i,0.001416+0.0005907i,0.0018236+0.00094333i,0.0019688+0.001059i,0.0016069+0.00091094i,0.00086426+0.00079479i,0.00011916+0.0010141i,-0.00014464+0.00099861i,-5.2182e-05+0.00061996i,-0.00029998+7.8332e-05i,-1.2728e-05+0.00011849i,7.888e-05+0.00063638i,0.0001712+0.00061906i,0.00043557+0.00017758i,-4.8147e-05+0.00016977i,0.00029934-0.00012971i,0.00082552-0.00038175i,0.00076846-0.00017514i,0.0012659+0.00010258i
0.002414-0.0028529i,0.0028368-0.0035187i,0.0022931-0.0040812i,-0.00034506-0.0037537i,-0.0015416-0.0023446i,-0.00058443-0.00055354i,0.0002598+7.5179e-05i,0.00044531+2.3585e-05i,0.00024384-9.9474e-05i,-0.00025286-0.00080552i,-0.00041611-0.00080922i,-0.00038643-0.00036565i,-8.4742e-05-0.00023994i,-0.00013901+0.00015225i,-0.00033475+0.00054583i,-6.0618e-05+0.00055165i,-0.00022795+0.00010986i,-0.00022223+4.4226e-05i,0.000683-0.00013343i,0.00029539-0.00054421i,-0.00060389-0.00080534i,-0.0004247-0.0010126i,-0.00092053-0.00088428i
