-0.0064014+0.00050133i,-0.0081399+0.0015623i,-0.0072393+0.0059219i,-0.0020395+0.0074704i,0.0020751+0.0064802i,0.0023062+0.0029636i,0.0013866+0.00062397i,0.00090872+0.0010146i,0.0010719+0.0013266i,0.00191+0.0011601i,0.0024383-1.2685e-05i,0.0020554-0.001276i,0.0011822-0.0016056i,0.0007154-0.0014387i,0.0002649-0.00099657i,0.0002526+0.00021668i,0.00058773+0.00101i,-9.348e-06+0.00075694i,-0.0011065+0.00078995i,-0.0011545+0.00093349i,-0.00031104+0.00054332i,-0.00020612-0.00010005i,-0.00030095-0.00013402i
0.05052-0.0081323i,0.15549+0.008213i,0.31599+0.030775i,0.41747+0.0088044i,0.35275-0.046659i,0.19357-0.045153i,0.085131-0.00829i,0.028178-0.015379i,-0.019624-0.025617i,-0.032132-0.0063128i,-0.019847+0.0019783i,-0.012047-0.0031374i,-0.0074645-0.0083979i,-0.0072948-0.012796i,-0.0093926-0.0088015i,-0.0069564-0.0027649i,-0.0031697-0.0021285i,-0.00049771-0.0036493i,0.0021733-0.0044368i,0.0036244-0.0055428i,0.00374-0.0058917i,0.0023686-0.0025819i,0.0014243-0.00013025i
-0.023604+0.020943i,-0.095216+0.023756i,-0.23231+0.00070999i,-0.35445-0.0030426i,-0.34004+0.042083i,-0.21027+0.061753i,-0.10159+0.041423i,-0.045297+0.043824i,-0.00053082+0.04738i,0.015363+0.023119i,0.0049944+0.0083633i,-0.00020851+0.0071454i,-0.0010512+0.0055084i,-0.00056387+0.0051772i,0.0023787+0.0043343i,0.003466+0.0032712i,0.0025946+0.0038096i,0.00087674+0.0052739i,-0.0019342+0.0052949i,-0.0048661+0.0055054i,-0.0031769+0.0065147i,0.00047029+0.004933i,-0.00035841+0.0032213i
-0.014492-0.0030314i,0.028667+0.020193i,0.15893+0.066423i,0.3086+0.071755i,0.31861+0.0055395i,0.19443-0.046598i,0.086479-0.044861i,0.038428-0.0452i,0.0022378-0.049323i,-0.012576-0.030801i,-0.0020038-0.014716i,0.0039591-0.0099578i,0.0066276-0.0063568i,0.0079529-0.0079499i,0.0038282-0.0091584i,-9.4006e-05-0.0050201i,-0.00049495-0.0013196i,0.00054664+0.00034605i,0.0022896+0.00076167i,0.0033013-0.001493i,0.00076931-0.0041254i,-0.0018734-0.0033773i,-0.0019696-0.0023033i
-0.0012787-0.028881i,-0.038175-0.084038i,-0.15422-0.1582i,-0.29217-0.16926i,-0.30454-0.086309i,-0.18886+0.0018649i,-0.091942+0.033704i,-0.05536+0.047769i,-0.025768+0.055749i,-0.0047577+0.040303i,-0.0047999+0.025076i,-0.0096061+0.019268i,-0.01249+0.014533i,-0.010859+0.012985i,-0.0035818+0.0099552i,0.00044574+0.0045859i,0.00047725+0.0010161i,-0.00011498-0.00080881i,-0.0017821-0.00081022i,-0.003215+0.0015979i,-0.0026962+0.0048522i,-0.00074722+0.0059448i,2.9832e-05+0.0057464i
0.012307+0.040987i,0.073683+0.10816i,0.19386+0.20317i,0.31686+0.23584i,0.31385+0.15061i,0.18532+0.043964i,0.084607-0.0093497i,0.051881-0.045629i,0.024702-0.062976i,0.0013898-0.045318i,-0.0016317-0.026808i,0.0030986-0.020394i,0.006906-0.017423i,0.0064344-0.015472i,0.0019776-0.010226i,0.0010701-0.0049973i,0.0042658-0.0040177i,0.0052589-0.0028798i,0.0058113-0.00010126i,0.0070437+0.00055569i,0.0054288-0.0030359i,0.0009517-0.0053271i,-0.0011139-0.0050058i
-0.031594-0.018413i,-0.10307-0.082149i,-0.22541-0.1907i,-0.33565-0.25754i,-0.32044-0.2041i,-0.18859-0.098045i,-0.083535-0.030913i,-0.053732+0.014066i,-0.027506+0.043921i,0.0035338+0.035758i,0.0088741+0.017732i,0.0027454+0.011489i,-0.0014958+0.010159i,-0.0024039+0.010254i,0.00069288+0.0082086i,0.0014807+0.0036259i,-0.00033068+0.00069379i,-0.0010436-0.0010275i,-0.0014097-0.002754i,-0.0033448-0.0018342i,-0.0040983+0.001943i,-0.0012374+0.0034437i,0.00061582+0.0023404i
0.031+0.0079726i,0.095467+0.055237i,0.21372+0.15924i,0.31802+0.24556i,0.30963+0.22206i,0.20409+0.12228i,0.11583+0.043967i,0.083364-0.003338i,0.048807-0.030722i,0.010747-0.023001i,0.0014188-0.007483i,0.0049433-0.0044382i,0.006175-0.0043574i,0.0050006-0.0028217i,0.002151-0.00039051i,0.0017039+0.00087876i,0.0022679+0.0016205i,0.0023987+0.0030655i,0.0033775+0.0035126i,0.0054313+0.0019825i,0.0052652-0.00089797i,0.0025771-0.0017018i,0.0020018-0.00062563i
-0.014397-0.0042571i,-0.062438-0.042165i,-0.15262-0.14913i,-0.24598-0.25663i,-0.25416-0.23906i,-0.17451-0.1283i,-0.10443-0.045436i,-0.077308-0.0048764i,-0.053767+0.01794i,-0.025538+0.016618i,-0.011961+0.0063545i,-0.0090451+0.0025553i,-0.0092149+0.00052865i,-0.010722-0.00021436i,-0.0081899+0.00039034i,-0.0042024+0.0014639i,-0.0037029+0.0020692i,-0.0047153+0.0016822i,-0.0044496-0.00062727i,-0.0043112-0.0016187i,-0.0039966+0.00086379i,-0.0023313+0.0014095i,-0.002142+0.00075051i
0.0014556+0.010783i,0.026585+0.063753i,0.098163+0.18005i,0.18522+0.28785i,0.20134+0.26578i,0.14354+0.1471i,0.096874+0.059483i,0.084613+0.012507i,0.063435-0.017526i,0.030778-0.018218i,0.014668-0.0066513i,0.011307-0.0017481i,0.012118-0.00015637i,0.012155-0.0021686i,0.0074147-0.0056423i,0.004012-0.0043933i,0.003028-0.00066067i,0.0013655+0.0022252i,-0.00021599+0.0032298i,-1.5769e-05+0.0029061i,0.0010005+0.0013456i,0.00082576-0.00079777i,0.0014068-0.0025659i
-0.0081004-0.022121i,-0.02511-0.08841i,-0.072374-0.21748i,-0.13416-0.32938i,-0.14872-0.3016i,-0.10974-0.16507i,-0.080315-0.062753i,-0.080395-0.017312i,-0.065085+0.010073i,-0.032387+0.015136i,-0.015952+0.0065938i,-0.014017+0.0013978i,-0.01463+0.00028248i,-0.01233+0.0015579i,-0.0064426+0.0037441i,-0.0012468+0.0019803i,0.0011462-0.0011225i,0.0017417-0.0029986i,0.0015259-0.0038794i,0.00073091-0.0032061i,-0.00086803-0.00099387i,-0.0010603+0.0016101i,-0.00042331+0.0023116i
0.0082742+0.016108i,0.032419+0.088858i,0.066922+0.22511i,0.10062+0.34608i,0.10014+0.3229i,0.07022+0.18604i,0.056341+0.08064i,0.064822+0.035814i,0.057406+0.0064324i,0.029053-0.0074965i,0.012562-0.0061061i,0.010752-0.0024997i,0.01193-0.0015859i,0.01048-0.0048565i,0.0052466-0.0061722i,0.0015624-0.0036948i,0.0018727-0.00091472i,0.0021178+0.00046308i,0.0013444+0.0016799i,0.0022339+0.0028443i,0.0038745+0.00085686i,0.0032235-0.0015088i,0.0016854-0.0012075i
-0.021647-0.021724i,-0.044646-0.084172i,-0.07074-0.21673i,-0.079772-0.34058i,-0.062065-0.32457i,-0.043963-0.19518i,-0.04716-0.09228i,-0.060987-0.04652i,-0.055712-0.012217i,-0.026253+0.0067169i,-0.006709+0.0049369i,-0.0040414+0.0019783i,-0.0036567+0.0018263i,-0.00096818+0.0025272i,0.0024816+0.0027791i,0.0035534+0.00034503i,0.0029616-0.0018793i,0.0034589-0.0015183i,0.0036436-0.00012082i,0.0015588-0.00029238i,-0.0011664+0.00044492i,-0.0017595+0.0024097i,-0.0011301+0.0029851i
0.0088787+0.012748i,0.027326+0.070366i,0.045608+0.19571i,0.04653+0.31656i,0.029406+0.30573i,0.02395+0.18706i,0.037168+0.09327i,0.050648+0.049567i,0.042908+0.020434i,0.019017+0.0058221i,0.0063166+0.0051901i,0.0055194+0.0047735i,0.004603+0.0031425i,0.0031133+0.0040123i,0.0017187+0.0056026i,-9.5394e-05+0.0056596i,-0.0023682+0.0040515i,-0.0037946+0.0033814i,-0.002485+0.0025781i,0.00047297+0.0013303i,0.0018025+0.00032795i,0.0011896-0.0011482i,-9.0259e-07-0.0010558i
-0.0082854-0.0011273i,-0.010837-0.051681i,-0.0025152-0.16936i,0.015184-0.29261i,0.023528-0.28875i,0.0074544-0.17823i,-0.018758-0.097086i,-0.040468-0.066188i,-0.042286-0.03971i,-0.024739-0.017105i,-0.010111-0.0077999i,-0.0057613-0.0049461i,-0.0069624-0.0050089i,-0.0095423-0.0059201i,-0.0091471-0.0040327i,-0.0058384-0.00092209i,-0.0031704-0.00012116i,-0.00085706+0.00020258i,0.00085311+0.00033499i,0.00038426-0.00072331i,-0.000971-0.0015174i,-0.0011922-0.00090869i,-0.00057242-0.00029826i
-0.0018926+0.011399i,-0.0072127+0.057659i,-0.028824+0.1656i,-0.059807+0.27288i,-0.064376+0.26272i,-0.029607+0.15885i,0.012709+0.084679i,0.041149+0.057845i,0.04513+0.03211i,0.026093+0.0099958i,0.0088016+0.0044462i,0.0022448+0.0053389i,0.0024996+0.0047139i,0.0060426+0.0025074i,0.0070736-0.00074763i,0.0038974-0.0019847i,-0.00039433-6.5233e-05i,-0.0028156+0.0013165i,-0.0033601+0.0013759i,-0.0027272+0.0011806i,-0.00089578+0.0010546i,0.0011668+0.00038104i,0.0025926-0.00028247i
0.0037778-0.011859i,0.018832-0.064055i,0.054295-0.16425i,0.099337-0.25738i,0.11011-0.24235i,0.065135-0.14348i,0.013837-0.076427i,-0.014667-0.057306i,-0.02338-0.03683i,-0.014402-0.014451i,-0.0053365-0.0072034i,-0.0039578-0.0074854i,-0.0049156-0.0067808i,-0.006114-0.0036443i,-0.0048497-2.2083e-05i,-0.0016643+0.0017047i,0.00076453+0.0023841i,0.0016506+0.0025423i,0.0017979+0.0019688i,0.001372-0.00045033i,-0.00054329-0.0015177i,-0.0011155+5.5143e-06i,-0.0007046+0.00048876i
0.0040459+0.016166i,-0.011658+0.06608i,-0.052759+0.15873i,-0.10881+0.2358i,-0.12717+0.21419i,-0.079229+0.132i,-0.0183+0.081687i,0.013529+0.064264i,0.021319+0.042886i,0.014319+0.018277i,0.0068234+0.0058184i,0.0050402+0.0027386i,0.0057822+0.0011094i,0.0055987-0.00098482i,0.0037553-0.0034012i,0.0034461-0.0046619i,0.0037682-0.0050721i,0.0026467-0.0038358i,0.00049261-0.0013429i,-0.00021898+0.0012138i,0.0014349+0.0018037i,0.0028045+0.00092259i,0.00244+0.00039786i
-0.00671-0.01175i,0.0062893-0.051474i,0.058556-0.13593i,0.1274-0.20837i,0.14176-0.18358i,0.086271-0.10547i,0.026719-0.062773i,-0.0055519-0.050546i,-0.017214-0.032678i,-0.010507-0.010875i,-0.00037043-0.001202i,0.0015745-6.5234e-05i,-0.00032347-0.00022916i,0.00018808-0.0011235i,0.001758-0.00098625i,0.0029351+0.00047342i,0.0045314+0.00099093i,0.004185+0.00093878i,0.0021483+0.0010333i,0.00069613+0.0010764i,-0.00063651+0.0013601i,-0.001674+0.0018119i,-0.0010924+0.00075634i
-0.0046761+0.0031536i,-0.01909+0.040174i,-0.070315+0.11109i,-0.13983+0.1706i,-0.15266+0.15155i,-0.096113+0.090335i,-0.040858+0.060534i,-0.01263+0.054102i,-0.0010177+0.038659i,-0.0012775+0.019374i,-0.0021443+0.0099201i,0.00044878+0.0060989i,0.0023527+0.0049716i,0.0024572+0.0050837i,0.0021359+0.0046689i,0.00038268+0.0033632i,-0.0017715+0.0013723i,-0.0026095-0.00155i,-0.0010309-0.0024051i,0.0012626-0.00099096i,0.0023201-0.0012101i,0.002128-0.001459i,0.001422-1.7242e-05i
0.0044102-0.0065246i,0.027004-0.035706i,0.083045-0.090782i,0.15357-0.13296i,0.16432-0.11596i,0.097837-0.070307i,0.035668-0.052356i,0.0094151-0.055658i,-0.0028092-0.045289i,-0.0043979-0.022289i,-0.0020043-0.0062915i,-0.0014635+0.00090836i,-0.0021792+0.001517i,-0.0036127-0.00066835i,-0.0050678-0.00063817i,-0.0052307+0.0018387i,-0.004056+0.0033523i,-0.0019556+0.0031587i,4.4309e-05+0.002187i,0.00079878+0.00077613i,0.0005872-0.00047799i,-4.831e-06-0.00073411i,-0.00075769-0.0010044i
-0.0076794+0.0097566i,-0.030418+0.034875i,-0.08917+0.080112i,-0.15689+0.10619i,-0.16414+0.075516i,-0.098691+0.036978i,-0.037239+0.028914i,-0.012464+0.031955i,-0.0013498+0.025893i,0.0011411+0.010525i,-0.0034123+0.00072851i,-0.0064892-0.0018852i,-0.00542-0.0027341i,-0.0015453-0.0020076i,0.0020165-0.0018674i,0.0021694-0.0020376i,0.00048189-0.00098292i,-0.00055478+0.00058942i,-0.00065816+0.00075694i,-0.00029795+0.00055774i,0.00040803+0.0014622i,0.0010796+0.0019699i,0.0015545+0.0012633i
0.00076122-0.013887i,0.026154-0.036164i,0.090299-0.069348i,0.16298-0.083841i,0.16582-0.051764i,0.10331-0.022357i,0.051378-0.028913i,0.026141-0.038907i,0.010214-0.031122i,0.0039051-0.015221i,0.0047207-0.0062167i,0.004278-0.0045628i,0.0019488-0.0038562i,0.00059403-0.0014845i,0.00027207+0.00069725i,0.0007676+0.0008709i,0.00059439+0.0010716i,0.00027177+0.0018354i,-1.3779e-05+0.0013346i,-0.00060903-3.8488e-05i,-0.0006969-0.00047212i,-0.00034305+0.00032458i,-0.00037489+0.00094865i
0.0020073+0.012477i,-0.021575+0.033867i,-0.079117+0.054091i,-0.14723+0.050695i,-0.15052+0.02332i,-0.089297+0.0076288i,-0.039301+0.018814i,-0.018205+0.030923i,-0.0074408+0.026537i,-0.0025437+0.011782i,-0.0013897+0.0021134i,-0.00083853+0.0010033i,-3.7877e-05+0.0016694i,-0.00081094+0.001043i,-0.0012233+0.0012269i,0.0020362+0.0012566i,0.0048292-0.00060701i,0.0041678-0.0021632i,0.0029104-0.0007417i,0.0021519+0.0012683i,0.0019875+0.0015088i,0.0017251+0.0011798i,0.00077859+0.00094667i
-0.002568-0.0031756i,0.020992-0.017097i,0.080647-0.033909i,0.14651-0.031566i,0.14906-0.0048395i,0.088145+0.0072403i,0.041141-0.0033993i,0.025564-0.015606i,0.014016-0.01682i,0.0062852-0.0076172i,0.0055351-0.0010019i,0.004542-0.00060256i,0.0021328-0.0025895i,0.0019851-0.0051632i,0.00066871-0.0055745i,-0.001488-0.0027989i,-0.0010174-0.00013503i,0.00035467+0.00017886i,-0.0010181-0.00056177i,-0.0023728-0.00042607i,-0.0018248+0.00028237i,-0.0014233-0.00015493i,-0.0011253-0.00041676i
-0.0081888+0.00053101i,-0.028195+0.010592i,-0.078915+0.0222i,-0.13335+0.013681i,-0.12931-0.012232i,-0.075579-0.011447i,-0.038375+0.010987i,-0.026705+0.022163i,-0.017881+0.0198i,-0.0093921+0.012513i,-0.0028654+0.0067229i,0.0022863+0.0028099i,0.0056344+0.0020237i,0.0058336+0.0041189i,0.0053162+0.0048097i,0.0049216+0.0024713i,0.0034472+0.00026979i,0.0026491-0.0010022i,0.0032607-0.0016755i,0.00311-0.0012061i,0.001465-0.00088743i,0.00017451-0.00088524i,6.5933e-06-0.00036773i
0.0026731-0.0031033i,0.024669-0.0094046i,0.074096-0.010383i,0.12192+0.0071652i,0.10928+0.031136i,0.057674+0.026803i,0.028178+0.0021204i,0.01904-0.014131i,0.011505-0.015322i,0.0044692-0.0065721i,-0.00078173+0.0016567i,-0.0038953+0.0050132i,-0.0045905+0.0045813i,-0.004551+0.0022293i,-0.0051714+0.00021333i,-0.0045686-0.0003772i,-0.0032461-0.00024453i,-0.0023158-0.00075197i,-0.00084702-0.001313i,0.00077703-0.00065642i,0.0014498-4.3849e-05i,0.00066294+0.00072796i,-0.00010406+7.7822e-05i
-0.0042804+0.0064809i,-0.023737+0.010281i,-0.065964+0.0041213i,-0.10536-0.021982i,-0.093166-0.046052i,-0.04954-0.037182i,-0.02534-0.013135i,-0.019498+0.0025312i,-0.013368+0.0071911i,-0.0060728+0.0027061i,-0.0033715-0.0033263i,-0.0035309-0.0061428i,-0.0032639-0.00646i,-0.0026802-0.0054768i,-0.0012151-0.00422i,0.00038116-0.0028169i,0.0005523-0.001065i,-0.00051218+0.00082589i,-0.0005265+0.0016086i,0.00032086+0.0019116i,-0.00055785+0.0019713i,-0.00031085+0.0017441i,0.00097783+0.0014129i
-0.0019689-0.0087346i,0.016278-0.0084158i,0.054327+0.0039803i,0.09065+0.033734i,0.082731+0.053491i,0.045625+0.035572i,0.025788+0.0074613i,0.021789-0.0078312i,0.014826-0.01076i,0.0070358-0.0042233i,0.0044908+0.0015642i,0.0046826+0.0024625i,0.0047764+0.0014493i,0.0046662+0.00061556i,0.0045846+0.00084784i,0.0033153+0.0011064i,0.0011555+0.0010185i,-0.00042644+0.00064123i,-0.00089994-0.00050487i,-0.00062868-0.0012081i,-0.00087745-0.0017414i,-0.00047919-0.0016434i,0.00022925-0.00043635i
-0.0043904+0.00029554i,-0.018095+0.0046356i,-0.048045-0.006291i,-0.073599-0.038399i,-0.061409-0.059512i,-0.029424-0.039944i,-0.014474-0.011471i,-0.013618-7.8852e-05i,-0.012506+0.0029595i,-0.0077631+0.00062609i,-0.0034867-0.0023036i,-0.0020011-0.0015183i,-0.0027676+0.00023702i,-0.0042036+0.0018845i,-0.0046356+0.0044638i,-0.0026517+0.0060311i,-0.00032944+0.0055431i,0.00081344+0.0046798i,0.0011401+0.0043625i,0.0015504+0.0029736i,0.0020064+0.0012726i,0.0019336+0.0010675i,0.00079431+0.00056354i
-0.0027036-0.0031706i,0.013366-0.00038944i,0.045325+0.015269i,0.068153+0.042675i,0.050965+0.056266i,0.023232+0.037659i,0.016029+0.012383i,0.015829-0.00032402i,0.012024-0.0031397i,0.0062074-0.00066099i,0.00288+0.00045791i,0.0016941-0.0013211i,0.0020089-0.0035666i,0.0033342-0.0062616i,0.0027344-0.0084217i,0.00095331-0.0076287i,-0.0003519-0.0045874i,-3.9715e-05-0.002435i,0.00040642-0.0017757i,-0.00030059-0.00089847i,-0.0012416+0.00047449i,-0.00094518+0.0008055i,-0.00015187+0.00017441i
0.00026669+0.0040764i,-0.0094636-0.0019701i,-0.032319-0.021566i,-0.049944-0.051314i,-0.035825-0.059619i,-0.012896-0.035619i,-0.0079768-0.011928i,-0.011293-0.0014535i,-0.0099984+0.0022648i,-0.0041977+0.001751i,1.4791e-05+0.00057722i,0.0023463+0.0025319i,0.0039543+0.0049849i,0.0038233+0.0058554i,0.0035741+0.0055132i,0.0047216+0.0039789i,0.0045145+0.0014493i,0.0024944-0.00037608i,0.0011317+0.00019191i,0.00023137+0.0011912i,-0.00016303+0.00019856i,-0.00029012-0.00064406i,-0.00099066+0.00013462i
-0.0027901-0.00074476i,0.0062629+0.0040194i,0.025031+0.02425i,0.037715+0.053966i,0.025894+0.060216i,0.0079315+0.036857i,0.0060009+0.014661i,0.011529+0.0037588i,0.010114-0.00081437i,0.0036922-0.00014507i,-0.0023672+0.00084193i,-0.0058071+0.00048018i,-0.0063908-0.0001001i,-0.0055455-0.00075592i,-0.0041948-0.00094951i,-0.0034249-0.0005203i,-0.0022758-0.0011655i,-0.00071793-0.0021912i,0.00044193-0.0023103i,0.0010014-0.0017186i,0.00071294-1.7877e-05i,0.0011784+0.00046728i,0.00085718+0.00021533i
-0.004411-0.00057151i,-0.01435-0.0052372i,-0.026913-0.019824i,-0.027537-0.045102i,-0.0096979-0.055316i,0.0012492-0.034442i,-0.0024524-0.011348i,-0.0070887-0.003398i,-0.0075262-0.00098601i,-0.0039516-0.00044273i,0.00063939-0.0027425i,0.0028727-0.0062845i,0.0022101-0.007751i,-0.0002385-0.0070271i,-0.0010812-0.0059857i,-4.9386e-05-0.0046741i,0.00058651-0.0030667i,-7.6762e-06-0.00045707i,-0.00058205+0.0019019i,-0.00080401+0.0019346i,-0.0017127+0.0013839i,-0.0018257+0.0014778i,-0.00029923+0.0009052i
0.0059-0.0035398i,0.01584+0.0035431i,0.029302+0.019764i,0.028728+0.040211i,0.0084667+0.044508i,-0.0016428+0.027323i,0.0043694+0.012739i,0.0090071+0.0061653i,0.0073011+0.0024462i,0.0023671+0.0027477i,-0.0002983+0.0044595i,-9.7315e-05+0.0049145i,0.0017201+0.0041882i,0.0037219+0.0034175i,0.0058503+0.0043553i,0.0060266+0.0044499i,0.0040891+0.0034063i,0.0029786+0.0015312i,0.0032454-0.0014349i,0.0032076-0.0024085i,0.002856-0.0017708i,0.0019074-0.0014526i,0.0012441-0.00086204i
-0.0060494+0.0066705i,-0.0089531+0.0052494i,-0.012949-0.013189i,-0.010067-0.039605i,0.0023965-0.040345i,0.0061471-0.020605i,-0.0013614-0.0082768i,-0.0079643-0.0044479i,-0.0087103-0.0039291i,-0.0045949-0.0034849i,-0.0024389-0.0024741i,-0.0026207-0.0014732i,-0.0032257-0.0012994i,-0.005443-0.0012537i,-0.0069308+4.4431e-05i,-0.0069893+0.0015426i,-0.0052397+0.0032445i,-0.0026773+0.0038436i,-0.0014279+0.0035772i,-0.00080925+0.0029065i,0.00023013+0.0013543i,0.0004824+0.0012039i,0.00028601+0.0014266i
-0.002332+0.00066743i,0.0016095+0.0044774i,0.0065569+0.020196i,0.0032689+0.040247i,-0.0065922+0.037631i,-0.0091803+0.017012i,-0.0027279+0.0046698i,0.0037247+0.0013976i,0.0052006+0.00022029i,0.0038597+2.0062e-05i,0.0034397+0.00053693i,0.0039767+0.001077i,0.0041279-0.00013278i,0.0041092-0.0031508i,0.0038765-0.0045743i,0.0027144-0.0040604i,0.002047-0.0024778i,0.0015472-0.00049552i,0.0011667+0.00058152i,0.00097937+0.00032982i,0.00017961-0.00075787i,-0.0004067-0.00094961i,-0.00062156-0.00050671i
-0.0018073-7.3707e-06i,-0.003886-0.0093798i,-0.0048275-0.023076i,0.0029772-0.037022i,0.015706-0.037281i,0.014007-0.02121i,0.0037192-0.010389i,-0.002364-0.0087965i,-0.003571-0.0062157i,-0.0010134-0.0017581i,0.00046483+0.0013343i,-0.0003224+0.0033691i,-0.00077148+0.0049457i,-0.00018189+0.0051574i,0.00079196+0.004394i,0.0020116+0.0025209i,0.0017101+0.00040059i,-0.00069863+0.00010333i,-0.0024036+0.00026775i,-0.0025407+0.00032842i,-0.0012226+0.00058148i,-0.00030306+0.00087169i,-2.2314e-05+0.00065866i
-0.00012012-0.0020647i,0.0014175+0.0054768i,0.0045341+0.022574i,0.0022146+0.03595i,-0.010379+0.027726i,-0.0099597+0.012378i,0.0019275+0.0048359i,0.0072092+0.0016332i,0.0055067+0.0018808i,0.0016178+0.0010898i,-0.0025941-0.002466i,-0.0062634-0.0053286i,-0.005942-0.0049673i,-0.003886-0.0018292i,-0.0031981+0.00042926i,-0.0023337-0.00023736i,-0.0010773-0.0020864i,0.0012145-0.0022406i,0.0030513-0.0012073i,0.0022392-0.00038799i,0.00079229+0.00041713i,0.00017264+0.00058724i,0.00065159+0.00080394i
-0.0030325+0.00072165i,-0.0062412-0.0014055i,-0.0044871-0.014857i,0.0046518-0.029998i,0.013479-0.022251i,0.012319-0.0066406i,0.00562-0.0015226i,-0.00053623-0.0013027i,-0.0031225-0.0013711i,-0.00083475-0.0011989i,0.0047276-0.0015214i,0.007403-0.003119i,0.0051871-0.0043719i,0.0024182-0.0049529i,0.0015865-0.0052284i,0.0021046-0.0044482i,0.0021034-0.0035314i,0.00030354-0.0033028i,-0.002239-0.002198i,-0.0023603-0.00027657i,-0.0019085+0.00051602i,-0.0023626+2.347e-05i,-0.0022179+0.00036105i
-0.0010819+0.0016011i,0.0034746+0.0062768i,0.0040065+0.012909i,-0.0058367+0.019398i,-0.011856+0.017096i,-0.0077964+0.0081776i,-0.0019485+0.0054102i,0.0021355+0.0064074i,0.0013978+0.0051318i,-0.0020118+0.003569i,-0.0028755+0.0040842i,-0.0014966+0.0046095i,0.00032279+0.0035809i,0.0022674+0.0029958i,0.0030072+0.0046115i,0.0024907+0.0055786i,0.0021044+0.0039502i,0.0024689+0.0013393i,0.0036679-5.8695e-05i,0.0038993+4.6526e-05i,0.0028456+0.00023967i,0.002281+6.0204e-05i,0.0023311+0.00024533i
-0.0021325+0.00017617i,-0.0023706-0.0022277i,-0.00095483-0.0082522i,0.0084163-0.013213i,0.016677-0.010238i,0.0090013-0.0023204i,-0.00078749+0.0013642i,-0.0031782-0.00032834i,-0.0020291-0.0032452i,-0.00024065-0.003744i,0.00019546-0.0027541i,-0.00033022-0.0019428i,-0.0013033-0.002134i,-0.0026711-0.002771i,-0.0040518-0.0024223i,-0.0044319-0.0014721i,-0.0034646-0.00052707i,-0.0026698+0.00051119i,-0.0018655+0.00084319i,-0.00087099-4.8602e-05i,-0.00094563-9.7246e-05i,-0.00042841-3.7635e-05i,0.00011524-1.6625e-05i
-0.00071157+0.00098399i,-0.00036364+0.0033479i,-0.0007977+0.011043i,-0.0050095+0.015807i,-0.010742+0.0067187i,-0.0090215+0.00026875i,-0.0029286+0.0011255i,0.00076369+0.00052768i,0.0012721-9.9936e-05i,0.0010188+0.00010355i,0.0016565+0.00072563i,0.0024839+0.001766i,0.0039222+0.0014575i,0.0042272-0.0001962i,0.0030715-0.00077822i,0.0020194+0.00059018i,0.0010647+0.0013883i,0.00063198+0.0018731i,0.00062938+0.001767i,-3.4886e-05+0.00061668i,-0.00057375-0.00019015i,-0.00013269-5.6736e-05i,6.5381e-05-0.00020363i
-0.00050078-0.002631i,-0.00032668-0.0041252i,0.0055572-0.009547i,0.014597-0.015876i,0.015188-0.010374i,0.0094157-0.0023012i,0.0047496-0.002516i,-0.00021967-0.0059257i,-0.0026294-0.0051339i,-0.0024244-0.0003624i,-0.0033182+0.0030309i,-0.0054428+0.0039956i,-0.0055653+0.0041433i,-0.0031728+0.0030833i,-7.8033e-05+0.00088516i,0.0021356-0.00063427i,0.0013197+6.4439e-05i,-0.0004329+0.00084019i,-0.001399+1.8912e-05i,-0.0015577-0.0012504i,-0.00088166-0.0018329i,-6.9865e-05-0.0020449i,0.00026694-0.0015395i
-0.0013505+0.001295i,-0.00066656+0.0051526i,-0.0017843+0.0048385i,-0.008446+0.0027002i,-0.011148+0.00073589i,-0.0046778-0.0016262i,0.0013304-0.0020559i,0.0025257-0.00088542i,0.00051482+0.00065442i,-0.00094885-9.6531e-05i,-0.0011893-0.0036261i,-0.0014921-0.0053443i,-0.00064533-0.0038296i,-0.00095554-0.00089165i,-0.0018603+0.0012815i,-0.0012931+0.0014546i,0.00040166+0.00056275i,0.0014059+0.00066416i,0.0012528+0.0015152i,0.00083919+0.0022449i,0.00058746+0.0020721i,0.00056181+0.0015366i,-3.7083e-05+0.0013526i
-0.0054013-0.0027197i,-0.004337-0.0028407i,-0.0024214-0.0033219i,0.0039603-0.0021727i,0.010799+0.0013152i,0.0075+0.0025899i,0.0021295+0.001162i,0.00072405-0.001143i,-0.00019543-0.0018964i,-4.4342e-05-0.00086315i,0.0029284+0.00045032i,0.0052201+0.00062149i,0.0043106-0.00091149i,0.0018453-0.0023544i,0.0012037-0.0033833i,0.0022372-0.0030833i,0.0019234-0.002128i,0.00067484-0.001335i,-0.00021199-0.00067879i,-0.00067118-0.0011108i,-0.0012572-0.001443i,-0.0010894-0.00053308i,-0.00014846+0.00021598i
0.00044762+0.0039768i,0.0018205+0.00543i,0.0014271+0.007483i,-0.0018999+0.00609i,-0.0042304-0.0034925i,-0.0033509-0.00423i,-0.00039821+0.0019928i,0.001521+0.0033732i,-0.00030889+0.0022897i,-0.0029634+0.0012488i,-0.0035426+0.0015209i,-0.0032184+0.001692i,-0.0018682+0.00072368i,0.00041901+0.0012094i,0.00057277+0.0024287i,-0.00089025+0.002428i,-0.00025083+0.0014618i,0.0011918+0.00078096i,0.0012072+0.0010407i,0.0011579+0.0011962i,0.000712+0.00137i,0.00063954+0.0012341i,0.0014946+0.00083747i
