0.0010178-0.00089457i,0.0010548-0.0011857i,9.1367e-05-0.0024219i,-0.0008712-0.0022049i,-0.00048055-0.0011955i,-0.0001788+0.00077473i,8.7003e-05+0.0014019i,0.0016231+0.0011165i,0.0020667+0.00058398i,0.00094491-0.00025439i,0.0006995-0.0006088i,0.0011019-0.00038844i,0.0010243+0.00023039i,0.00029928+0.00049481i,-0.00031467+0.00055102i,-0.00019245+0.00039822i,-0.00058106+0.00041527i,-0.00097389+0.0010007i,-0.001005+0.00074632i,-0.00092501-0.00020029i,-0.00016394+0.00016497i,0.00066136+0.00071081i,0.00059397+0.0003039i
-0.10626+0.078969i,-0.10221+0.393i,-0.11889+0.71601i,-0.10775+0.69788i,-0.087877+0.38689i,-0.11736+0.12532i,-0.11189+0.016407i,-0.057614-0.050082i,-0.032323-0.11297i,-0.032639-0.12079i,-0.019187-0.078768i,0.01071-0.042289i,0.033476-0.030157i,0.032475-0.019378i,0.020054-0.0023384i,0.0078722+0.0090761i,-0.00021934+0.013327i,-0.0070825+0.015135i,-0.011859+0.015942i,-0.0092411+0.0096089i,-0.0081146-0.002767i,-0.012973-0.006883i,-0.010767-0.0031371i
0.19005-0.080402i,0.25792-0.15091i,0.31287-0.32101i,0.26646-0.40122i,0.12552-0.26644i,0.053047-0.082747i,0.042021-0.01497i,-0.0040214-0.021556i,-0.05827-0.018675i,-0.054669-0.0070164i,-0.0073379-0.018901i,0.01252-0.037812i,-0.0039118-0.031437i,-0.011856-0.014931i,-0.00029333-0.010827i,0.011581-0.018243i,0.011397-0.025014i,0.0023784-0.018905i,-0.0045063-0.0061826i,-0.005743+0.0018671i,-0.0010297+0.0053169i,0.0080456+0.0057645i,0.010742+0.0057533i
-0.1532+0.1649i,-0.26915+0.28047i,-0.21967+0.43175i,-0.087649+0.41301i,-0.071761+0.23654i,-0.13414+0.14877i,-0.13208+0.16194i,-0.079651+0.16429i,-0.032828+0.1662i,0.001913+0.14629i,-0.005176+0.085479i,-0.037032+0.039542i,-0.042446+0.029057i,-0.022265+0.027116i,-0.011764+0.023213i,-0.016529+0.029807i,-0.01823+0.04162i,-0.003757+0.04041i,0.017501+0.021118i,0.022022-0.0036349i,0.013345-0.014433i,0.0052102-0.013272i,-0.0017898-0.012768i
0.19221-0.20341i,0.38797-0.54773i,0.31391-0.82922i,0.061586-0.70626i,-0.0053631-0.32043i,0.12421-0.091492i,0.18947-0.058063i,0.15354-0.031679i,0.12074-0.0030833i,0.082785-0.0055588i,0.038613-0.0032264i,0.020763+0.0078815i,0.020806+0.016829i,0.02271+0.013633i,0.021348-0.010754i,0.011791-0.041047i,0.0037272-0.053999i,-0.0017035-0.051888i,-0.010702-0.036912i,-0.013311-0.01271i,-0.011392+0.0011217i,-0.012711+0.0070692i,-0.0086823+0.013306i
-0.26559+0.20178i,-0.40742+0.5967i,-0.4053+0.86269i,-0.24858+0.7537i,-0.10205+0.42035i,-0.076217+0.1524i,-0.069674+0.035395i,-0.013411-0.04292i,0.01664-0.13114i,-0.0079099-0.1356i,-0.011537-0.060452i,0.014453-0.0076851i,0.026953-0.006642i,0.018255-0.013692i,0.0080549+0.00016396i,0.012765+0.02105i,0.018832+0.02699i,0.01342+0.021902i,0.0052481+0.012116i,0.00024834-0.00060847i,-0.0015203-0.014001i,-0.0042169-0.024614i,-0.010272-0.023552i
0.1815-0.28948i,0.074125-0.58007i,-0.021439-0.68867i,0.010721-0.49477i,0.085982-0.23867i,0.092307-0.13989i,0.015082-0.12777i,-0.059681-0.097349i,-0.09222-0.049133i,-0.0852-0.008635i,-0.043172+0.0064798i,-0.0039188-0.0093386i,-2.9627e-05-0.028341i,-0.015404-0.024061i,-0.022822-0.0048666i,-0.019247+0.0061531i,-0.01715+0.0049866i,-0.017732+0.0038685i,-0.012966+0.0067146i,-0.0047909+0.012347i,0.0062762+0.02655i,0.022694+0.03768i,0.027759+0.031311i
-0.11541+0.26554i,-0.0073549+0.40521i,0.11689+0.52952i,0.14886+0.47342i,0.083243+0.26173i,-0.0088333+0.12882i,-0.054245+0.11328i,-0.078337+0.13953i,-0.072367+0.16771i,-0.03238+0.13128i,-0.031087+0.051775i,-0.05325+0.0136i,-0.039793+0.013009i,-0.0065241+0.010767i,0.0089462+0.0083225i,0.0027642+0.020458i,-0.0014529+0.040667i,0.008639+0.048688i,0.018847+0.035871i,0.01257+0.012935i,-0.0084667-0.0042751i,-0.025037-0.0062808i,-0.020664-0.003385i
0.16554-0.14705i,0.30634-0.26206i,0.28004-0.49666i,0.097462-0.5822i,-0.01199-0.37009i,0.037838-0.15286i,0.080568-0.072194i,0.07544-0.0011154i,0.097852+0.055837i,0.11384+0.035474i,0.093221-0.00165i,0.070087-0.0085066i,0.046181-0.0052066i,0.021798-0.0079044i,0.019868-0.030202i,0.020948-0.066767i,0.0091824-0.084584i,-0.0059579-0.077227i,-0.019275-0.052384i,-0.019801-0.02271i,-0.0098352-0.012623i,-0.0054923-0.018197i,-0.0079565-0.015216i
-0.32462+0.15599i,-0.51385+0.41913i,-0.40197+0.64028i,-0.13503+0.59305i,-0.011146+0.36616i,-0.016203+0.22468i,0.019802+0.14086i,0.07921+0.006054i,0.077317-0.10669i,0.028074-0.10483i,-0.0031646-0.028739i,-0.0020584+0.02005i,-0.00020212+0.012567i,-0.0067226-0.003425i,-0.017926+0.0057361i,-0.018442+0.033719i,-0.00055197+0.0516i,0.015577+0.041964i,0.01457+0.017387i,0.00425+0.0023602i,0.0039468+0.0014947i,0.012164-0.00038561i,0.012696-0.0071712i
0.39614-0.31596i,0.41848-0.65083i,0.16403-0.69096i,-0.07282-0.37495i,-0.092932-0.063738i,-0.049791+0.010404i,-0.0547-0.025348i,-0.059484-0.05759i,-0.070477-0.0632i,-0.079067-0.031623i,-0.051914-0.019524i,-0.031974-0.047047i,-0.033461-0.044833i,-0.019068-0.015164i,-0.0018562-0.01043i,-0.00049318-0.022625i,-0.0051506-0.027877i,-0.013113-0.018176i,-0.016845+0.0018768i,-0.010156+0.014867i,-0.0033615+0.02276i,0.0043437+0.031826i,0.011499+0.029689i
-0.25516+0.49317i,-0.099403+0.76575i,0.14342+0.72088i,0.21195+0.39335i,0.10048+0.076819i,0.0019653-0.032536i,-0.035329-0.015172i,-0.084915+0.027298i,-0.10624+0.070755i,-0.05956+0.075214i,-0.017359+0.041724i,-0.016312+0.028346i,-0.015076+0.03899i,0.0014253+0.036773i,0.014303+0.026927i,0.016344+0.02713i,0.01466+0.032345i,0.018968+0.026702i,0.022657+0.0070383i,0.014594-0.01943i,-0.0066564-0.042582i,-0.029281-0.045478i,-0.031183-0.026576i
0.11405-0.48481i,-0.010131-0.60308i,-0.11894-0.55227i,-0.11134-0.36726i,-0.041454-0.13476i,0.0072291+0.021824i,0.026303+0.10043i,0.067239+0.14833i,0.12629+0.15353i,0.14253+0.094252i,0.10492+0.032981i,0.073024+0.012844i,0.062303-0.0015433i,0.035509-0.016229i,0.0075195-0.017147i,-0.010204-0.024432i,-0.031704-0.036303i,-0.041245-0.033236i,-0.033023-0.021405i,-0.016787-0.004877i,0.008279+0.0093926i,0.026347+0.010323i,0.022217+0.0076161i
-0.06087+0.26311i,-0.11324+0.24605i,-0.097469+0.22055i,-0.031714+0.219i,0.0079155+0.15453i,-0.0089058+0.043013i,-0.065221-0.042274i,-0.091536-0.066843i,-0.054125-0.066874i,-0.034733-0.054545i,-0.045038-0.0087613i,-0.031848+0.026093i,-0.0074436+0.017517i,0.0056603+0.0051096i,0.0087157+0.017882i,0.024783+0.041294i,0.051526+0.049286i,0.058752+0.036406i,0.04254+0.014233i,0.01582-0.0015145i,-0.0067563+0.0012582i,-0.013922+0.010647i,-0.011005+0.0069582i
0.20968-0.16986i,0.25729-0.24966i,0.04792-0.20293i,-0.138-0.044011i,-0.088638+0.085901i,0.0030993+0.095412i,0.059274+0.06214i,0.11497+0.0051284i,0.084153-0.075632i,-0.0070091-0.08458i,-0.029999-0.046326i,-0.011058-0.045822i,-0.021685-0.038043i,-0.031176-0.012467i,-0.019285-0.021877i,-0.015053-0.046947i,-0.027746-0.046581i,-0.041325-0.019116i,-0.032305+0.012026i,-0.004359+0.01801i,0.011812+0.0022785i,0.0082174-0.011067i,-0.00076173-0.0071554i
-0.48248+0.43718i,-0.46738+0.7056i,-0.10841+0.59728i,0.22055+0.23759i,0.3172-0.04909i,0.31716-0.21155i,0.19891-0.27969i,-0.0033016-0.18041i,-0.088612-0.025504i,-0.052063+0.0083088i,-0.01752-0.02352i,-0.015002-0.035564i,-0.016197-0.026367i,0.003313-0.014564i,0.020939-0.0054319i,0.019091+0.011876i,0.019904+0.023609i,0.024959+0.008811i,0.016772-0.0091778i,0.0022342-0.008944i,-0.0010086-0.0055877i,0.00091543-0.0044622i,0.0032435-0.0016762i
0.34898-0.73433i,0.23303-0.94516i,0.038183-0.61819i,-0.019523-0.090328i,0.0037083+0.24127i,-0.00025986+0.39775i,0.048523+0.39076i,0.084893+0.23054i,0.049363+0.12363i,0.026662+0.096073i,0.0090537+0.052095i,-0.0043981+0.019038i,0.0061865-0.00059827i,-0.0037469-0.012518i,-0.033719-0.012432i,-0.063181-0.013157i,-0.076211+0.00087898i,-0.046778+0.023587i,-0.0076745+0.020662i,-6.0087e-05-0.00082051i,-0.0057888-0.0099471i,-0.0025116-0.0073524i,-2.3128e-05-0.012531i
0.0383+0.77213i,0.27595+0.78511i,0.33118+0.35849i,0.1298+0.02022i,0.03737-0.0047344i,0.17902-0.062366i,0.23762-0.21189i,0.14778-0.23297i,0.076813-0.17655i,0.040665-0.12829i,0.031398-0.07009i,0.030921-0.041189i,0.0055912-0.025171i,-0.00029866-0.0021534i,0.012736+0.00034336i,0.0097821-0.0046173i,0.0036864-0.010963i,-0.0013001-0.021553i,-0.0061376-0.018821i,-0.0084953-0.011073i,-0.021355-0.0096551i,-0.035718-0.0009125i,-0.027219+0.012682i
-0.084047-0.64301i,-0.27996-0.5314i,-0.34074-0.14624i,-0.29115+0.12556i,-0.36272+0.22658i,-0.5885+0.37765i,-0.66056+0.54656i,-0.4404+0.51127i,-0.18623+0.30498i,-0.072294+0.1482i,-0.011576+0.11609i,0.051831+0.091895i,0.056798+0.029403i,0.032496+0.0084734i,0.065324+0.021529i,0.12326+0.016543i,0.12076+0.005461i,0.065819-0.0031673i,0.014605-0.021829i,-0.01481-0.038857i,-0.015895-0.032418i,0.006086-0.018044i,0.012815-0.014677i
-0.97044+8.8338i,0.40104+9.0331i,4.3417+7.6419i,6.3599+3.2933i,5.3875-0.72353i,2.5095-2.3974i,0.3606-1.4685i,0.058111-0.11025i,0.7744+0.44181i,1.4538+0.056118i,1.1915-0.68885i,0.38498-0.97905i,-0.3008-0.9657i,-0.92254-0.96299i,-1.1144-0.72013i,-0.48436-0.11004i,0.28376+0.23776i,0.367+0.17343i,0.061396+0.17427i,-0.075631+0.17901i,-0.19108+0.068217i,-0.31864+0.09993i,-0.20059+0.18719i
0.27217-0.094655i,0.34296-0.048666i,0.27619+0.15439i,0.12984+0.20496i,-0.14051-0.0077856i,-0.56406-0.11362i,-0.77108+0.095938i,-0.47535+0.31393i,-0.05379+0.25195i,0.076332+0.090008i,0.035572+0.054474i,0.032371+0.067229i,0.042568+0.044265i,0.044607+0.0067078i,0.059219-0.051843i,0.067486-0.10286i,0.056836-0.099136i,0.037473-0.063391i,0.02196-0.044163i,0.0061408-0.051906i,-0.0091383-0.055227i,-0.012217-0.037895i,-0.0052125-0.013586i
-0.25767+0.048013i,-0.30659+0.036444i,-0.28071-0.2296i,-0.27092-0.42623i,-0.25381-0.31149i,-0.17808-0.10734i,-0.081461+4.7758e-05i,0.0074345-0.021064i,0.037217-0.093938i,0.013177-0.081024i,0.015696-0.0099417i,0.024873+0.013081i,0.014682-0.0051741i,0.019779-0.029857i,0.02945-0.055623i,0.01825-0.066464i,-0.0043164-0.049514i,-0.023942-0.027207i,-0.042138-0.017142i,-0.047511-0.0080081i,-0.031038-0.0071818i,-0.012597-0.011051i,0.0026365-8.5073e-07i
0.015135-0.27849i,-0.15718-0.11437i,-0.15754+0.34351i,0.056+0.54169i,0.13584+0.26778i,-0.05035+0.0057084i,-0.20285-0.019582i,-0.18714-0.0096893i,-0.15908-0.0033688i,-0.13179+0.066827i,-0.067239+0.098609i,-0.043395+0.067106i,-0.040038+0.039128i,-0.0082042+0.006238i,0.015733-0.028073i,0.02423-0.047985i,0.027629-0.050506i,0.027005-0.030904i,0.023234-0.019718i,0.007135-0.022728i,-0.0080024-0.012356i,-0.0086571+0.0027844i,-0.0054795+0.0068944i
0.20208+0.29557i,0.27582+0.14021i,0.12345-0.11806i,-0.080616-0.24533i,-0.18227-0.2407i,-0.26544-0.15234i,-0.29528+0.054238i,-0.19964+0.21822i,-0.064892+0.24666i,0.040629+0.21049i,0.08792+0.11649i,0.035947+0.031455i,-0.035985+0.029101i,-0.04531+0.047642i,-0.0052935+0.043766i,0.037649+0.025675i,0.043794+0.011256i,0.026529+0.0092115i,0.017303+0.0053014i,0.013984-0.005652i,0.0024743-0.0111i,-0.011551+0.004954i,-0.0097322+0.029806i
-0.21039+0.26365i,-0.10445+0.60931i,0.20783+0.75375i,0.42362+0.50966i,0.33143+0.18529i,0.19771+0.15126i,0.28037+0.23441i,0.38525+0.14169i,0.32075-0.025693i,0.19848-0.092216i,0.12394-0.085613i,0.087996-0.059723i,0.072639-0.038321i,0.060365-0.028558i,0.042908-0.016136i,0.034571-0.0025504i,0.035614+0.00096497i,0.030296-0.013946i,0.0078735-0.030607i,-0.01126-0.024089i,0.00017524-0.0090269i,0.022131-0.0070359i,0.021703-0.01384i
-0.034535-0.57036i,-0.21761-0.82112i,-0.29416-0.85303i,-0.18032-0.7001i,0.016187-0.5251i,0.11997-0.46235i,0.072764-0.46231i,-0.014865-0.39826i,-0.05159-0.27838i,-0.062415-0.17019i,-0.076212-0.089507i,-0.08013-0.042361i,-0.057725-0.021743i,-0.019657-0.013028i,-0.0074676-0.01515i,-0.030961-0.014323i,-0.053387-0.0042662i,-0.052926+0.0075348i,-0.032663+0.018697i,-0.0085292+0.020562i,-9.3551e-05+0.013591i,-0.0013448+0.009812i,0.002693+0.013277i
0.40877+0.50518i,0.57424+0.58138i,0.44209+0.49524i,0.1345+0.31078i,-0.15079+0.10669i,-0.35338+0.038444i,-0.40467+0.13337i,-0.31566+0.20307i,-0.22496+0.17303i,-0.15392+0.13675i,-0.069884+0.1069i,-0.018742+0.074248i,-0.0068476+0.053247i,-0.014352+0.027448i,-0.021334+0.018534i,-0.0016459+0.026044i,0.022623+0.01284i,0.028253-0.002083i,0.026911+0.000922i,0.022189+0.0080327i,0.0076888+0.0102i,-0.0086523+0.003728i,-0.016709-0.009551i
-0.61553-0.15286i,-0.72936-0.11272i,-0.55655-0.10114i,-0.27514-0.14921i,-0.059158-0.14615i,0.069724-0.05946i,0.14295+0.012647i,0.14758+0.019162i,0.11444+0.020456i,0.10186+0.014377i,0.081068-0.016317i,0.04394-0.015882i,0.028859+0.010846i,0.023996+0.024788i,0.016259+0.018781i,0.005135-0.0039862i,-0.014481-0.017085i,-0.022191-0.0081321i,-0.014681+0.00044141i,-0.0088445+0.00015821i,0.0010515-0.0012185i,0.010242-0.0046048i,0.0050908-0.008779i
0.49394-0.051988i,0.61339-0.060715i,0.58394-0.039308i,0.40691-0.048238i,0.15664-0.092123i,0.029516-0.10266i,0.052305-0.10532i,0.089578-0.10829i,0.092356-0.083781i,0.061056-0.055329i,0.0047089-0.019661i,-0.016862+0.020591i,-0.0071991+0.020289i,-0.010449+0.0059823i,-0.010189+0.016057i,0.00658+0.022048i,0.019092+0.0066629i,0.013229-0.01059i,0.0013639-0.012635i,-4.9519e-05+0.0024145i,0.0066486+0.020185i,0.015695+0.024513i,0.021567+0.015518i
-0.2248-0.00823i,-0.34016-0.10571i,-0.40976-0.17288i,-0.39957-0.14533i,-0.2944-0.049863i,-0.17071+0.012406i,-0.086903+0.0054385i,-0.048267-0.054432i,-0.059528-0.12364i,-0.081475-0.11972i,-0.054385-0.063184i,-0.016557-0.03883i,-0.014345-0.029925i,-0.016366-0.014488i,-0.017068-0.014188i,-0.02496-0.015061i,-0.02098-0.0046602i,-0.0044563+0.0084727i,0.014389+0.019985i,0.02671+0.019987i,0.02184+0.0049355i,0.0099123-0.011486i,0.0061453-0.01638i
0.10826+0.18791i,0.21609+0.21234i,0.18944+0.083962i,0.068883-0.065278i,-0.027142-0.10808i,-0.048936-0.044336i,-0.039476+0.053143i,-0.070009+0.12093i,-0.11262+0.16407i,-0.07667+0.15755i,-0.0078745+0.083807i,0.013502+0.026095i,0.0074759+0.016205i,-0.0023842+0.016974i,-0.0016969+0.021074i,0.013657+0.013687i,0.018944-0.0073504i,0.012486-0.023387i,0.0022386-0.032087i,-0.0059468-0.029759i,-0.0084583-0.020772i,-0.015642-0.012472i,-0.022696-0.0030224i
-0.24438-0.27989i,-0.38663-0.14755i,-0.30301+0.13405i,-0.10495+0.27978i,0.029616+0.20263i,0.082757+0.039879i,0.083621-0.077191i,0.09877-0.084298i,0.15565-0.043397i,0.15368-0.035712i,0.072013-0.027173i,0.0092221+0.0013676i,-0.0038738+0.012115i,-0.0080045-0.0011605i,-0.029366-0.019411i,-0.056907-0.018867i,-0.060961-0.0018425i,-0.043482+0.0083772i,-0.026943+0.013144i,-0.015538+0.017031i,-0.0013154+0.021137i,0.018535+0.023628i,0.032107+0.013886i
0.38414+0.13368i,0.47426-0.065916i,0.35194-0.24993i,0.16704-0.2568i,0.006638-0.17702i,-0.12267-0.11211i,-0.16639-0.06811i,-0.12265-0.07318i,-0.081877-0.12174i,-0.082111-0.12266i,-0.068196-0.066161i,-0.030293-0.032525i,-0.00090784-0.030269i,0.020075-0.02074i,0.033585+0.0025949i,0.039786+0.028992i,0.042795+0.042131i,0.03713+0.037309i,0.028688+0.021166i,0.016183+0.0036187i,-0.0053181-0.0037186i,-0.024612-0.00083748i,-0.033444+0.0026701i
-0.27355+0.1493i,-0.16426+0.31222i,0.031771+0.30218i,0.12702+0.16881i,0.15802+0.12808i,0.18079+0.16897i,0.14965+0.16336i,0.033956+0.11158i,-0.09122+0.09858i,-0.10038+0.11536i,-0.025933+0.084909i,0.014823+0.035033i,0.014911+0.010533i,0.0067291-0.0073533i,0.0013646-0.017047i,0.0081557-0.025109i,0.0070453-0.040339i,-0.0051634-0.042559i,-0.0091568-0.030138i,-0.00032167-0.019823i,0.017061-0.01996i,0.026927-0.0235i,0.019404-0.01009i
-0.10267-0.31945i,-0.35964-0.41978i,-0.48443-0.34682i,-0.29969-0.19582i,0.025124-0.16469i,0.19947-0.23949i,0.17615-0.21099i,0.16528-0.030629i,0.23218+0.096215i,0.22802+0.068971i,0.11135+0.0064908i,-0.012618+0.0017131i,-0.068478+0.035436i,-0.061746+0.057494i,-0.034295+0.04391i,-0.024126+0.01796i,-0.02425+0.012636i,-0.015649+0.022237i,-0.0058217+0.024763i,-0.0056189+0.020949i,-0.015668+0.023972i,-0.018082+0.032266i,0.0044472+0.024109i
0.48058+0.22261i,0.69242+0.28969i,0.67889+0.37319i,0.46812+0.28657i,0.11025+0.026456i,-0.21486-0.070314i,-0.22053-0.0064443i,-0.042417-0.08063i,0.015339-0.21351i,-0.018184-0.19996i,-0.013156-0.10079i,0.040302-0.038256i,0.083768-0.033893i,0.074002-0.037987i,0.037181-0.017674i,0.019266+0.0083077i,0.024271+0.013814i,0.025211+3.7634e-05i,0.011895-0.0070413i,-0.00082231-0.001929i,-0.0031563-0.001075i,-0.0033072-0.012206i,-0.014393-0.024134i
-0.61853+0.1822i,-0.60999+0.20053i,-0.35137-0.10009i,-0.19861-0.37238i,-0.18365-0.26224i,-0.11448-0.053063i,-0.11761-0.043248i,-0.25617-0.082855i,-0.34127-0.0492i,-0.27781+0.0025509i,-0.15467+0.029243i,-0.081385+0.032158i,-0.059571+0.023133i,-0.045205+0.0058397i,-0.035006-0.0033601i,-0.025213-0.0026413i,-0.016573-0.0083404i,-0.013782-0.011884i,-0.0077067-0.006917i,0.0025451-0.0028178i,0.012329-0.0028298i,0.01344-0.0012351i,0.0074475+0.0097297i
0.51403-0.5898i,0.44886-0.72768i,0.21369-0.46478i,0.10101-0.071499i,0.16488+0.12666i,0.23247+0.16049i,0.24228+0.1905i,0.22843+0.26349i,0.22672+0.32185i,0.21621+0.26059i,0.15168+0.11561i,0.074607+0.017401i,0.024368-0.0099535i,-0.0040561-0.0061529i,-0.0018915-0.0082798i,0.0055889-0.022147i,-5.2193e-05-0.017808i,-0.0016728-0.00474i,-0.0042873-0.0035092i,-0.011172+0.00074455i,-0.012372+0.013916i,-0.00067273+0.02336i,0.02013+0.014082i
-0.28202+0.68553i,-0.39644+0.77977i,-0.50528+0.56746i,-0.50068+0.22178i,-0.38423-0.11948i,-0.28354-0.3135i,-0.17163-0.30491i,-0.011908-0.27856i,0.064986-0.31219i,0.022552-0.26796i,-0.025035-0.14177i,-0.024241-0.036692i,0.0077528+0.013351i,0.031334+0.020843i,0.016446+0.018482i,-0.0052763+0.024739i,-0.005397+0.019464i,-0.00056148+0.0090594i,0.0054914+0.011187i,0.012763+0.0097985i,0.0088376-0.007376i,-0.0087571-0.02948i,-0.029738-0.034559i
0.015237-0.37707i,0.32368-0.27475i,0.70977-0.10594i,0.69458-0.042976i,0.29346+0.06913i,0.014023+0.23306i,-0.050774+0.21087i,-0.1329+0.088802i,-0.18972+0.050863i,-0.13724+0.052944i,-0.054781+0.042731i,-0.011955+0.014144i,-0.019846-0.016987i,-0.035395-0.02115i,-0.020099-0.0097924i,0.0039053-0.0088816i,0.0079074-0.013237i,0.0010682-0.014097i,0.0020598-0.012494i,0.011641-0.0074121i,0.021225+0.0022757i,0.023711+0.015502i,0.020424+0.021747i
0.16-0.10564i,-0.1547-0.3673i,-0.58328-0.47194i,-0.62194-0.22339i,-0.23578+0.05288i,0.093383+0.079252i,0.12803+0.066692i,0.08612+0.15612i,0.091637+0.20238i,0.087912+0.13558i,0.055158+0.042485i,0.014417+0.0047605i,0.00106+0.013808i,0.013981+0.017005i,0.020211+0.0030145i,0.0055105-0.0029091i,-0.011273+0.0080786i,-0.010133+0.020219i,-0.0015862+0.015984i,-0.0031806+0.0013475i,-0.015235-0.0057682i,-0.020159-0.0047363i,-0.0084973-0.0017456i
-0.17294+0.41002i,-0.054532+0.60559i,0.11368+0.58933i,0.17928+0.30037i,0.11144-0.055388i,0.0094794-0.23114i,0.018337-0.22211i,0.10623-0.19732i,0.12163-0.19434i,0.049805-0.13803i,-0.010948-0.051393i,-0.011227+0.0035365i,0.012599+0.011264i,0.0088757+0.00050966i,-0.011282+0.0029051i,-0.0061028+0.011925i,0.019277+0.005878i,0.02772-0.012288i,0.0095398-0.019707i,-0.0088026-0.011418i,-0.0075566-0.0010977i,-0.00055502+0.0030872i,-0.0036245+0.0023063i
-0.014143-0.41122i,0.042584-0.32045i,0.19176-0.047435i,0.26543+0.12722i,0.1649+0.1645i,0.035243+0.17736i,-0.035744+0.10959i,-0.11229-0.0043943i,-0.14852-0.039331i,-0.087064-0.013671i,-0.0090938-0.0035383i,0.012449-0.019233i,-0.0056522-0.027305i,-0.015252-0.016625i,-0.0096185-0.0076908i,-0.012597-0.011003i,-0.026016-0.015432i,-0.029375-0.011275i,-0.017427+0.00070768i,-0.0020481+0.011373i,0.0098095+0.014121i,0.017882+0.010315i,0.019984+0.0034787i
0.27572+0.22342i,0.23353-0.069346i,0.016393-0.48436i,-0.14113-0.5405i,-0.096232-0.29587i,-0.012173-0.11876i,-0.0069009+0.0013715i,0.0036972+0.10738i,0.014917+0.12399i,-0.0014728+0.078981i,-0.0076883+0.037981i,-0.0081461+0.023996i,-0.006757+0.030388i,0.004413+0.029576i,0.011622+0.020979i,0.011733+0.015608i,0.0047297+0.014553i,-0.0054866+0.02003i,-0.0042822+0.023997i,0.0011192+0.015969i,-0.005564+0.00093521i,-0.020046-0.0066508i,-0.028183-0.0022888i
-0.42061-0.068866i,-0.45463+0.18737i,-0.24812+0.49126i,-0.0014257+0.41323i,0.058572+0.082542i,0.024057-0.073542i,0.057744-0.085697i,0.10059-0.097322i,0.095913-0.082498i,0.064003-0.04004i,0.026113-0.012826i,0.0081993-0.011764i,0.0054458-0.025089i,-0.0053916-0.030901i,-0.015203-0.026672i,-0.014028-0.016197i,0.000811-0.0027657i,0.022145-0.0011729i,0.02748-0.014098i,0.017372-0.021081i,0.012143-0.013045i,0.017384-0.0022869i,0.026391+0.0031771i
0.3597+0.016196i,0.42192-0.076119i,0.24056-0.21651i,-0.015339-0.19349i,-0.11101-0.054997i,-0.12044-0.018977i,-0.17463-0.047759i,-0.2069-0.029355i,-0.16149-0.003327i,-0.086283-0.010132i,-0.044293-0.015262i,-0.036921+0.013695i,-0.017429+0.047007i,0.013593+0.045276i,0.024617+0.030818i,0.019119+0.022522i,0.010912+0.0099367i,-0.00049633-0.0020431i,-0.0098297-0.0025499i,-0.011604+0.0060213i,-0.008563+0.01137i,-0.0060621+0.0041052i,-0.010075-0.011547i
-0.14649-0.062604i,-0.14342-0.1361i,0.022992-0.14716i,0.17178-0.12257i,0.14896-0.082068i,0.10682+0.018718i,0.14038+0.10044i,0.14726+0.086782i,0.095409+0.046873i,0.047294+0.027492i,0.033485+0.015648i,0.042645-0.0085474i,0.034493-0.041526i,0.0057484-0.048478i,-0.0065283-0.0364i,-0.0016619-0.031444i,-0.00020447-0.029286i,-0.0046763-0.022476i,-0.010703-0.012601i,-0.0098331-0.003671i,-0.0031194-0.0020849i,-0.001482-0.0023277i,-0.004194+0.0055614i
-0.13123+0.10754i,-0.25565+0.25378i,-0.42832+0.27989i,-0.48179+0.15671i,-0.33285+0.029024i,-0.15714-0.069714i,-0.082419-0.11001i,-0.058356-0.078269i,-0.038159-0.036036i,-0.026594-0.010081i,-0.025897+0.00072931i,-0.034413+0.0059245i,-0.037313+0.015318i,-0.031971+0.018725i,-0.030001+0.020796i,-0.026365+0.025418i,-0.018185+0.025045i,-0.0081717+0.022997i,0.0070929+0.022413i,0.017681+0.017041i,0.012154+0.010182i,0.00077068+0.0072107i,0.00028076+0.0042202i
0.37243-0.15454i,0.56618-0.31224i,0.64302-0.32322i,0.51594-0.14585i,0.26438+0.032221i,0.092935+0.13405i,0.051456+0.14829i,0.057162+0.10017i,0.064354+0.041243i,0.059284-0.0017624i,0.04342-0.015251i,0.030922-0.0083056i,0.022577+0.0037345i,0.018211+0.015207i,0.020041+0.012363i,0.014732-0.0027377i,0.0040661-0.010435i,-0.0012061-0.011978i,-0.0054996-0.015052i,-0.0058856-0.012894i,0.0026129-0.0037145i,0.012746+0.0027803i,0.012446+0.0039372i
-0.48912+0.17688i,-0.73342+0.32871i,-0.75652+0.38609i,-0.5214+0.27261i,-0.2338+0.075752i,-0.097021-0.049665i,-0.044395-0.061297i,-0.00075205-0.05655i,-0.00016406-0.060515i,-0.022052-0.033893i,-0.0167+0.00095653i,-0.0009693+0.0092398i,0.00017994+0.0003337i,-0.0030032-0.003703i,-0.0019168+3.6912e-05i,0.0057011+0.0038362i,0.013399+0.0029325i,0.012536+0.0029195i,0.0070881+0.004295i,-7.2602e-05+0.00018967i,-0.0076365-0.0061484i,-0.011146-0.0082943i,-0.006126-0.008084i
