0.00086924+0.0016526i,0.0015605+0.00051439i,0.0022008+5.7634e-05i,0.00058144-0.00059781i,-0.0010492-0.00043386i,-0.0022775+0.00078269i,-0.0022487+0.0018585i,-0.00066253+0.0017535i,0.00065978+0.0012899i,0.00049586+0.00071394i,0.0001936-2.7805e-05i,0.00033785-2.0798e-05i,0.0002624+0.00019991i,-0.00021844+0.00012022i,-0.00095176-0.0001842i,-0.00043004-7.5782e-05i,-0.0007235-1.0266e-05i,-0.00074298-0.00042646i,1.1595e-05-0.00042572i,0.00054381-0.00070615i,0.00095215-0.00039754i,0.00019394+0.00014265i,-0.00090883-2.7499e-05i
-0.032216+0.023147i,0.03833+0.1223i,0.18561+0.24175i,0.20009+0.27757i,0.05518+0.26214i,0.03039+0.22113i,0.098558+0.065144i,0.031943-0.092676i,-0.056529-0.11276i,-0.053112-0.078354i,-0.045778-0.05398i,-0.062835-0.023546i,-0.067075+0.0091987i,-0.050388+0.022923i,-0.03913+0.0082177i,-0.051958+0.0016778i,-0.060297+0.029216i,-0.040702+0.051267i,-0.013534+0.042288i,0.0048231+0.020701i,0.014343+0.0012897i,0.011425-0.0077524i,-0.0022254-0.0030593i
-0.098186-0.13191i,-0.36627-0.24379i,-0.73969-0.26597i,-0.90113-0.18944i,-0.74504-0.13642i,-0.50114-0.073021i,-0.23814+0.081092i,0.0078385+0.19224i,0.086087+0.18227i,0.041253+0.13146i,0.012526+0.088325i,0.02087+0.045342i,0.029095+0.0033361i,0.031415-0.020165i,0.037476-0.025252i,0.043048-0.018518i,0.040421-0.011419i,0.022295-0.012413i,0.001594-0.0036956i,-0.0081527+0.017959i,-0.011155+0.038585i,-0.0019812+0.045863i,0.01756+0.034944i
0.23617-0.031789i,0.54538-0.15057i,0.79764-0.29193i,0.81888-0.30579i,0.68122-0.25939i,0.47347-0.30048i,0.17873-0.29531i,-0.0035247-0.15835i,-0.007628-0.068488i,-0.030172-0.063215i,-0.059527-0.025709i,-0.02264+0.021402i,0.018799+0.02938i,0.022861+0.03331i,0.0047336+0.053071i,-0.0014018+0.06654i,0.014021+0.039229i,0.017264-0.022009i,-0.0099084-0.06585i,-0.038313-0.066937i,-0.050818-0.048707i,-0.05517-0.028972i,-0.049734-0.011289i
-0.1005+0.22108i,-0.22938+0.47812i,-0.29126+0.65004i,-0.19028+0.56871i,-0.031513+0.39201i,0.017468+0.28689i,-0.021245+0.17835i,-0.077499+0.00074071i,-0.10415-0.13021i,-0.062572-0.1285i,-0.0058691-0.081537i,0.0048443-0.06994i,-0.0095904-0.079231i,-0.015114-0.094453i,-0.023706-0.11911i,-0.050041-0.14209i,-0.074348-0.13735i,-0.067134-0.10582i,-0.028357-0.076452i,0.0086785-0.064201i,0.026394-0.054021i,0.029999-0.038161i,0.023163-0.029258i
-0.047779-0.1362i,0.0088671-0.32811i,0.1448-0.52586i,0.21948-0.55106i,0.12947-0.41307i,-0.00037313-0.27212i,-0.044813-0.17126i,-0.01826-0.042637i,0.025834+0.041305i,0.02231+0.026758i,-0.0037847+0.022725i,0.021829+0.062172i,0.0636+0.078118i,0.074055+0.07528i,0.090742+0.076847i,0.11474+0.061427i,0.10903+0.035802i,0.082274+0.027342i,0.06037+0.02861i,0.051748+0.023748i,0.036455+0.017595i,0.0075114+0.023418i,-0.015833+0.035018i
-0.025669+0.034804i,-0.13431+0.19718i,-0.2581+0.43123i,-0.33316+0.45681i,-0.30257+0.27908i,-0.10679+0.16672i,0.12975+0.12256i,0.18013+0.023652i,0.075049-0.0383i,-0.0026651-0.031075i,-0.056233-0.019546i,-0.11753+0.0041159i,-0.1407+0.023488i,-0.1372+0.016366i,-0.13881+0.010633i,-0.13856+0.032469i,-0.11881+0.060092i,-0.081748+0.065784i,-0.043969+0.066535i,-0.018771+0.071162i,-0.0080028+0.060411i,-0.0022099+0.034061i,0.0050272+0.0062316i
0.13922-0.10561i,0.18952-0.31723i,0.11266-0.50935i,0.04545-0.39958i,0.13177-0.14606i,0.13481-0.038953i,0.0265+0.038656i,0.051981+0.13718i,0.14381+0.12152i,0.15702+0.024138i,0.11341-0.058381i,0.069951-0.076618i,0.071039-0.044761i,0.098228-0.024318i,0.10831-0.035773i,0.079903-0.059588i,0.038245-0.075717i,0.017558-0.08882i,0.00055856-0.095704i,-0.019007-0.069436i,-0.020047-0.021689i,-0.0042228+0.011699i,0.013249+0.019041i
-0.0086242+0.23504i,0.13551+0.4682i,0.3794+0.61854i,0.5053+0.51614i,0.41188+0.29504i,0.26504+0.061333i,0.089685-0.17396i,-0.087316-0.22935i,-0.10975-0.10506i,-0.019254-0.0064103i,0.034003+0.029598i,0.04029+0.041818i,0.04381+0.024627i,0.030936-0.0079743i,-0.0069113-0.029952i,-0.03599-0.04268i,-0.042654-0.050722i,-0.030886-0.043237i,-0.0074166-0.030151i,0.012155-0.018689i,0.022181-0.0097825i,0.016012-0.014784i,-0.010701-0.02102i
-0.2553-0.12927i,-0.50305-0.20841i,-0.70482-0.22865i,-0.66187-0.15849i,-0.46359-0.061281i,-0.31298+0.030173i,-0.20521+0.10157i,-0.1392+0.1162i,-0.10874+0.097388i,-0.063801+0.086571i,-0.038768+0.057075i,-0.062676+0.0298i,-0.076936+0.062411i,-0.022749+0.10178i,0.05464+0.086849i,0.10023+0.055616i,0.13378+0.044304i,0.14423+0.04166i,0.10284+0.038244i,0.047672+0.033884i,0.014929+0.031163i,0.0072636+0.023715i,0.0066333+0.0039298i
0.16082-0.13374i,0.30764-0.1685i,0.44016-0.17361i,0.41154-0.16477i,0.28081-0.18017i,0.1965-0.18441i,0.15988-0.12687i,0.093178-0.01247i,0.028828+0.069699i,0.0054089+0.029654i,-0.017859-0.037141i,-0.01602-0.048714i,-0.0083816-0.067616i,-0.056019-0.06463i,-0.099198+0.0047674i,-0.089579+0.084033i,-0.044993+0.12973i,0.02754+0.11974i,0.082455+0.065082i,0.070478+0.027544i,0.027314+0.026774i,0.0044134+0.032542i,0.010957+0.032055i
0.078573+0.084327i,0.015176-0.0041151i,-0.1772-0.10656i,-0.31721-0.14112i,-0.21766-0.091837i,-0.014396-0.085962i,0.028309-0.1241i,-0.017251-0.10525i,-0.023331-0.039794i,-0.0090624+0.02743i,0.0068032+0.058983i,-0.0010157+0.05785i,-0.0059378+0.06377i,0.016717+0.049607i,0.022514-0.0045216i,-0.0047978-0.069651i,-0.040099-0.11747i,-0.067636-0.11311i,-0.076675-0.060627i,-0.071114-0.014324i,-0.067706+0.0065441i,-0.057704+0.019563i,-0.020207+0.017415i
0.26244+0.18244i,0.31412+0.21124i,0.38474+0.39186i,0.47994+0.66061i,0.66489+0.80132i,0.72861+0.51229i,0.43254+0.035552i,0.050629-0.17284i,-0.090858-0.12998i,-0.017618-0.049106i,0.074957-0.048431i,0.073479-0.096711i,0.031897-0.10131i,0.014357-0.075707i,0.022089-0.066891i,0.035066-0.075763i,0.023811-0.065346i,0.0072914-0.022978i,0.0079954+0.00078449i,0.015123-0.0010127i,0.028959+0.0047425i,0.039474+0.012978i,0.03505+0.019103i
0.43678+9.3713i,1.0721+10.46i,3.4154+10.088i,4.1893+5.4601i,3.5167+1.035i,1.875-1.3573i,0.33154-1.1385i,0.21323+0.093221i,0.92007+0.66517i,1.5239+0.50076i,1.6451+0.13724i,1.6245-0.066539i,1.6888-0.20269i,1.5475-0.25077i,1.2639-0.35714i,0.81329-0.46931i,0.24901-0.31755i,-0.13479-0.049011i,-0.28628+0.11601i,-0.19324+0.2205i,0.077492+0.26292i,0.29416+0.19381i,0.30159+0.079784i
0.25066-0.17964i,0.11634-0.275i,-0.17004-0.23695i,-0.47289-0.047346i,-0.45859+0.17427i,-0.2091+0.24266i,-0.019807+0.19977i,0.057182+0.13532i,0.062907+0.111i,0.076172+0.15073i,0.11795+0.12544i,0.095214+0.034526i,0.02346-0.0017685i,-0.018458+0.0038701i,-0.020005-0.013834i,-0.0013776-0.046923i,0.013499-0.066167i,0.018312-0.061006i,0.023159-0.036933i,0.025367-0.0032719i,0.014573+0.024834i,-0.005199+0.021932i,-0.022024-0.00048774i
0.097282-0.051835i,0.16462-0.090689i,0.29612-0.083219i,0.41524-0.022471i,0.42885-0.01137i,0.30318-0.094747i,0.067727-0.12919i,-0.17502-0.064146i,-0.27853+0.014276i,-0.20829+0.053788i,-0.080027+0.039815i,0.0013527-0.0051832i,0.026063-0.029883i,0.027316-0.025355i,0.02529-0.0087458i,0.02149+0.0079549i,0.014105+0.0063694i,0.013365-0.028667i,0.010045-0.07213i,-0.017419-0.071302i,-0.049644-0.025752i,-0.057778+0.015396i,-0.041829+0.030213i
0.046855+0.17041i,0.067288+0.25225i,0.075978+0.24671i,-0.071514+0.17746i,-0.26539+0.27136i,-0.21849+0.43052i,-0.013331+0.36435i,0.057439+0.15466i,-0.0066525+0.054151i,-0.029867+0.10307i,0.022636+0.13387i,0.020145+0.072255i,-0.044408+0.037531i,-0.0569+0.044192i,-0.041304+0.036024i,-0.03703+0.035528i,-0.015019+0.038757i,-0.0022445+0.028057i,-0.015883+0.021512i,-0.024887+0.033482i,-0.015976+0.044271i,-0.00028895+0.028262i,0.0097348-0.0085568i
-0.14868-0.015494i,-0.34625-0.029258i,-0.55836+0.12743i,-0.51103+0.40827i,-0.24025+0.5072i,-0.0087604+0.41188i,0.17543+0.34796i,0.34382+0.24854i,0.38377+0.05489i,0.30794-0.087016i,0.20096-0.15112i,0.072487-0.14616i,0.0075327-0.085375i,0.040137-0.0682i,0.080644-0.093351i,0.089204-0.10223i,0.060115-0.090233i,0.0169-0.039752i,0.012013+0.033551i,0.041843+0.079639i,0.079408+0.088484i,0.089662+0.066106i,0.046533+0.043663i
0.14201-0.046064i,0.43844-0.10512i,0.68829-0.34434i,0.56872-0.61651i,0.20622-0.60397i,0.023859-0.31934i,0.0061001-0.10078i,-0.037527-0.021382i,-0.02387+0.022206i,0.064762-0.0047977i,0.094591-0.059203i,0.075107-0.050899i,0.056709-0.014604i,0.019539+0.012134i,-0.02684+0.03648i,-0.059381+0.045581i,-0.080517+0.046061i,-0.05586+0.048137i,0.013892+0.032676i,0.051529+0.016127i,0.040897+0.018223i,0.014494+0.023029i,-0.0027877+0.028989i
-0.086033+0.013221i,-0.42408+0.023308i,-0.91093+0.19062i,-1.052+0.52189i,-0.67658+0.67765i,-0.32488+0.44964i,-0.28185+0.16454i,-0.26288+0.064758i,-0.16212+0.04723i,-0.062653+0.044976i,0.0021945+0.0090657i,-0.0082923-0.045102i,-0.025986-0.020975i,0.0080481+0.010837i,0.021761-0.033207i,-0.0075502-0.075284i,-0.018455-0.065394i,-0.0086708-0.056865i,-0.013065-0.063766i,-0.0072802-0.045313i,0.026769-0.013485i,0.048562+0.0016724i,0.050571+0.013951i
0.0613+0.026206i,0.31342+0.17698i,0.71214+0.39778i,0.84616+0.59827i,0.54096+0.68584i,0.20943+0.60264i,0.12042+0.3764i,0.11165+0.17521i,0.11908+0.1078i,0.15776+0.091676i,0.16329+0.056579i,0.13218+0.031808i,0.11523+0.026912i,0.12409+0.023639i,0.12119+0.028876i,0.096376+0.047115i,0.059898+0.051702i,0.0033989+0.037436i,-0.03982+0.030618i,-0.025045+0.027003i,0.017646+0.011758i,0.050969-0.0087176i,0.059781-0.041068i
-0.092407-0.030385i,-0.26086-0.16044i,-0.41269-0.36962i,-0.38653-0.55515i,-0.22845-0.5028i,-0.10802-0.22751i,-0.050611+0.009812i,-0.0060807+0.099219i,0.027914+0.093284i,0.019942+0.04539i,-0.016553+0.0041755i,-0.028462-0.034619i,-0.033873-0.085301i,-0.061481-0.11388i,-0.092254-0.11318i,-0.10456-0.079767i,-0.083075-0.016057i,-0.045491+0.030534i,-0.017978+0.034527i,-0.0011635+0.013943i,0.011387-0.0067956i,0.017866-0.025565i,0.0044492-0.038654i
0.082853+0.018021i,0.11886+0.12158i,0.094355+0.3803i,0.15596+0.637i,0.40034+0.52957i,0.50541+0.13813i,0.27868-0.054414i,0.026212-0.0028633i,-0.069913+0.036335i,-0.082752+0.035584i,-0.052679+0.035538i,-0.030823+0.029907i,-0.036455+0.038484i,-0.044453+0.052219i,-0.047544+0.057778i,-0.035531+0.046633i,-0.015009+0.012834i,-0.0070956-0.0065849i,-0.0095351+0.0042346i,-0.013173+0.015537i,-0.013241+0.0064079i,-0.018128-0.014297i,-0.030793-0.02165i
0.0052044+0.041468i,0.17559+0.029074i,0.53524-0.14882i,0.71063-0.4716i,0.37835-0.60572i,-0.026716-0.45348i,-0.11252-0.30931i,-0.091652-0.25353i,-0.096155-0.16488i,-0.059842-0.076847i,-0.015722-0.036238i,0.010309-0.007186i,0.02499+0.013289i,0.023027+0.032168i,0.014049+0.05774i,0.0058486+0.069491i,-0.0061587+0.070331i,-0.0081268+0.062098i,0.0067236+0.029813i,0.010987-0.012073i,0.0024354-0.030862i,-0.0043884-0.01931i,-0.0079735+0.0026609i
-0.074772-0.032686i,-0.27023-0.040689i,-0.63018+0.051481i,-0.87767+0.29539i,-0.749+0.50323i,-0.46918+0.49887i,-0.26419+0.38001i,-0.082251+0.2651i,0.044279+0.13225i,0.029619+0.028541i,-0.042024+0.017008i,-0.083171+0.04241i,-0.085081+0.060008i,-0.061278+0.060989i,-0.045328+0.035511i,-0.043522+0.014427i,-0.03065+0.023604i,-0.013183+0.038893i,-0.012683+0.036646i,-0.0094216+0.027218i,0.0091234+0.024456i,0.022218+0.026235i,0.02328+0.029216i
0.035324-0.018916i,0.1106+0.012357i,0.30369+0.035587i,0.51117-0.094342i,0.48761-0.33133i,0.27903-0.33443i,0.16501-0.082456i,0.15645+0.082304i,0.11803+0.099175i,0.092766+0.078714i,0.10711+0.024673i,0.12514-0.025381i,0.14066-0.050228i,0.13616-0.060213i,0.11528-0.03488i,0.1021+0.0069497i,0.093613+0.026561i,0.078093+0.034168i,0.058523+0.049454i,0.036989+0.048681i,0.009938+0.019977i,-0.0048337-0.0034436i,0.0010723-0.0060607i
0.11361-0.00013022i,0.30882-0.12632i,0.46723-0.4181i,0.38562-0.6363i,0.17118-0.46897i,0.078138-0.12588i,0.085982-0.035083i,0.057977-0.13986i,0.013313-0.18175i,0.0018564-0.12623i,0.011629-0.068986i,0.01013-0.06674i,-0.021338-0.085786i,-0.05585-0.07537i,-0.069857-0.037706i,-0.051701-0.0049691i,-0.0099437+0.0033199i,0.020628-0.0081107i,0.024494-0.027169i,0.010489-0.039638i,-0.0080934-0.045235i,-0.026079-0.045104i,-0.035886-0.02593i
-0.19019+0.025847i,-0.53102+0.12254i,-0.9603+0.32276i,-1.1627+0.55782i,-0.94609+0.63454i,-0.50092+0.44397i,-0.17183+0.17381i,-0.054563+0.032993i,-0.033687+0.0044996i,-0.041273-0.0056854i,-0.070222-0.0081636i,-0.10339+0.0095635i,-0.11908+0.034038i,-0.10159+0.039424i,-0.058694+0.023857i,-0.017778+0.0029276i,0.0064437-0.019291i,0.009938-0.027156i,-0.0055805-0.018197i,-0.019046-0.010409i,-0.016219-0.0065922i,-0.0082924+0.002348i,0.0056675+0.019371i
0.1386-0.061526i,0.38773-0.12326i,0.70853-0.14563i,0.85568-0.14614i,0.6869-0.2135i,0.37604-0.26843i,0.13661-0.18864i,0.037529-0.02417i,0.026258+0.092484i,0.025514+0.11356i,0.036001+0.082623i,0.062031+0.045354i,0.072665+0.033004i,0.071916+0.052651i,0.08864+0.058707i,0.088499+0.027748i,0.041921+0.0017986i,-0.002959+0.0085543i,-0.010661+0.035132i,-0.0033996+0.055004i,-0.0069413+0.057211i,-0.0092164+0.046622i,-0.00049506+0.016348i
-0.074929+0.064373i,-0.19274+0.14736i,-0.26999+0.17505i,-0.17052+0.03648i,-0.05949-0.12512i,-0.14222-0.089002i,-0.18756+0.042153i,-0.072517+0.0058177i,0.0055967-0.11943i,0.0044892-0.1298i,-0.0084437-0.067865i,-0.015195-0.012231i,0.0029221+0.012279i,0.012564-0.014577i,-0.03118-0.050884i,-0.077609-0.044704i,-0.063219-0.015059i,-0.013822-0.0056575i,0.018661-0.017796i,0.031949-0.019893i,0.046802-0.0099274i,0.057014-0.0043862i,0.044821+0.0014004i
0.063978-0.056041i,0.14338-0.23171i,0.071449-0.48723i,-0.24918-0.50246i,-0.42221-0.16803i,-0.17787+0.078244i,0.04642-0.014405i,-0.02472-0.1123i,-0.11285-0.063225i,-0.073411-0.019302i,-0.0076651-0.014061i,0.030122-0.022824i,0.031769-0.040035i,0.024709-0.043823i,0.037584-0.024836i,0.060588-0.00778i,0.061526-0.018556i,0.027504-0.032113i,-0.0052536-0.025463i,-0.01399-0.023216i,-0.01726-0.030649i,-0.01654-0.031983i,-0.0053902-0.028501i
-0.10631+0.038259i,-0.27685+0.26396i,-0.39488+0.687i,-0.26936+0.99992i,-0.043826+0.84046i,0.014673+0.41163i,-0.0048081+0.1809i,0.049274+0.17074i,0.095445+0.17996i,0.067908+0.12797i,0.012123+0.041i,-0.035928-0.010689i,-0.058192-0.0086881i,-0.058588+0.0074677i,-0.040167+0.010208i,-0.016546+0.0084492i,-0.0059413+0.019676i,0.0053155+0.033484i,0.022869+0.029911i,0.02586+0.01355i,0.012622-0.001208i,-0.0045994-0.0093405i,-0.023141-0.0081189i
0.11865-0.038083i,0.33764-0.11964i,0.66118-0.29557i,0.83145-0.52929i,0.61725-0.62814i,0.22956-0.45846i,0.0020028-0.18068i,-0.019108-0.021121i,0.041273+0.010852i,0.077617+0.014044i,0.060871+0.020673i,0.016449+0.032566i,-0.010219+0.050131i,-0.0069885+0.064437i,0.0018064+0.065323i,0.0095214+0.043666i,0.026424+0.0058949i,0.040866-0.031601i,0.029986-0.052088i,0.0062187-0.035595i,-0.0023472-0.0047325i,-0.0029307+0.0056675i,-0.0040378+0.0076059i
-0.075112-0.01643i,-0.23411-0.14839i,-0.48888-0.35752i,-0.61836-0.43482i,-0.44663-0.25724i,-0.19764-0.023516i,-0.096229+0.067557i,-0.097362+0.033134i,-0.11852-0.04762i,-0.11212-0.092335i,-0.069939-0.085823i,-0.016524-0.071594i,0.030446-0.061911i,0.051026-0.066712i,0.025078-0.082979i,-0.033646-0.081725i,-0.092725-0.057216i,-0.12755-0.025791i,-0.11879-7.0857e-05i,-0.077536+0.0035672i,-0.04285-0.005377i,-0.025335+0.00017939i,-0.012317+0.011943i
0.048228+0.09772i,0.18748+0.35403i,0.35058+0.73091i,0.33332+0.97158i,0.17689+0.88601i,0.16811+0.56888i,0.25631+0.21717i,0.21922+0.022717i,0.11534+0.008122i,0.049593+0.020074i,0.016095+0.015542i,0.0082499+0.015965i,0.0030517+0.0026802i,-0.012273+0.010353i,-0.016147+0.059552i,-0.0011063+0.11219i,0.018607+0.14342i,0.026171+0.15293i,0.027862+0.13679i,0.035161+0.093561i,0.041104+0.040689i,0.038469+0.0019605i,0.030233-0.017368i
-0.077152-0.12941i,-0.23545-0.33759i,-0.33912-0.60658i,-0.22367-0.82079i,-0.11108-0.89262i,-0.23218-0.73717i,-0.31197-0.37153i,-0.15181-0.07108i,0.015143+0.027125i,0.046657+0.043983i,0.025403+0.037086i,-0.0065637+0.0083446i,-0.039659-0.016179i,-0.052686-0.037514i,-0.038755-0.05235i,0.0031552-0.053002i,0.065354-0.052606i,0.12101-0.0568i,0.12754-0.05897i,0.07713-0.044329i,0.02128-0.0083737i,-0.00075981+0.018795i,-0.00042316+0.017566i
0.14737+0.049938i,0.35898+0.090643i,0.53435+0.10192i,0.52329+0.12883i,0.45189+0.24213i,0.42572+0.34053i,0.31374+0.27404i,0.12863+0.10413i,0.019286-0.035412i,-0.0032305-0.074979i,0.013269-0.042431i,0.030494-0.012461i,0.019269+0.014305i,0.0073414+0.052073i,0.015556+0.067794i,0.016412+0.037385i,-0.017955-0.016361i,-0.064379-0.055668i,-0.082035-0.059369i,-0.066073-0.03469i,-0.034913-0.013076i,-0.012818-0.0065057i,-0.0094585-0.00011588i
-0.13403+0.029057i,-0.31618+0.069311i,-0.53903+0.075874i,-0.72249+0.04224i,-0.7562+0.029602i,-0.54881+0.032026i,-0.23902-0.030284i,-0.083153-0.07763i,-0.064159-0.030007i,-0.034958+0.0063056i,-0.0085981-0.0099516i,-0.0053733-0.010217i,0.016462+0.0080833i,0.05062-0.002021i,0.051592-0.043264i,0.021192-0.058447i,0.00091043-0.021614i,-0.011079+0.030774i,-0.016063+0.060162i,0.005705+0.047039i,0.027551+0.0045674i,0.022865-0.023642i,0.010693-0.018426i
0.019859-0.066903i,0.03387-0.073545i,0.091958+0.03871i,0.21568+0.16389i,0.27014+0.098697i,0.15181-0.040356i,0.036966-0.023498i,0.050805+0.073667i,0.073773+0.12187i,0.045635+0.1242i,0.020261+0.093209i,0.016429+0.041466i,0.01294-0.017131i,-0.022749-0.046169i,-0.070371-0.015816i,-0.08056+0.036481i,-0.047867+0.057752i,0.0030884+0.047353i,0.035453+0.0302i,0.026807+0.018466i,-0.0012572+0.018162i,-0.013855+0.023297i,-0.0081084+0.018675i
0.095168-0.01402i,0.18529-0.11435i,0.20462-0.2663i,0.15092-0.29474i,0.14652-0.16897i,0.14499-0.085226i,0.0067933-0.084825i,-0.12136-0.077343i,-0.095182-0.086681i,-0.033259-0.10776i,-0.010787-0.099487i,-0.01309-0.083477i,-0.03564-0.052005i,-0.02444-0.0023539i,0.037193+0.030296i,0.086463+0.027991i,0.08411+0.0064629i,0.057467-0.017469i,0.033312-0.040563i,0.0057457-0.04805i,-0.010494-0.034158i,-0.0052379-0.021907i,-0.0043628-0.022901i
-0.076443+0.14407i,-0.10105+0.34957i,-0.063685+0.50479i,-0.041102+0.46965i,-0.11247+0.39417i,-0.14158+0.39003i,-0.04292+0.29983i,0.0011738+0.11212i,-0.051236+0.011505i,-0.053378+0.020893i,-0.016095+0.047082i,-0.0061946+0.070263i,-0.0023979+0.088941i,0.0029476+0.076302i,-0.004069+0.024146i,-0.016937-0.038942i,-0.025638-0.078391i,-0.041233-0.084904i,-0.060565-0.055396i,-0.049836-0.0099498i,-0.016554+0.010865i,-0.0013217+0.0051652i,-0.0061225+0.0015848i
-0.068399-0.1594i,-0.17255-0.30437i,-0.23065-0.35543i,-0.16249-0.29058i,-0.057631-0.29895i,0.004289-0.37484i,0.064434-0.296i,0.14737-0.11079i,0.16914-0.0087203i,0.10151-0.0040843i,0.037993-0.023259i,0.030615-0.026808i,0.056662-0.030195i,0.064571-0.051816i,0.029107-0.063443i,-0.024278-0.032287i,-0.060301+0.023535i,-0.062238+0.063083i,-0.036308+0.06851i,-0.0099443+0.044588i,-0.0042657+0.016771i,-0.010267+0.0095996i,-0.0072275+0.021698i
0.15401+0.014909i,0.30577+0.0054431i,0.36694-0.027513i,0.30393-0.044781i,0.23212-0.00075304i,0.11863+0.075995i,-0.057494+0.111i,-0.13647+0.099109i,-0.073459+0.066808i,0.0017369+0.036432i,0.021332+0.017272i,0.013798-0.010031i,-0.011204-0.035573i,-0.044401-0.0155i,-0.046658+0.043773i,-0.0016928+0.08463i,0.060003+0.087466i,0.097841+0.070432i,0.095995+0.043176i,0.062583+0.02065i,0.026658+0.016147i,0.013282+0.017463i,0.016093+0.0055571i
-0.066488+0.098002i,-0.089465+0.1896i,-0.056912+0.19347i,-0.0044226+0.11053i,-0.0020429+0.078416i,0.0018504+0.098188i,0.048578+0.058149i,0.036085-0.008529i,-0.031082-0.026023i,-0.053887-0.013637i,-0.046542-0.0047354i,-0.055198+0.0028348i,-0.063037+0.014354i,-0.03874+0.019721i,0.0069255+0.0028675i,0.031156-0.039371i,0.026796-0.082572i,0.020322-0.099127i,0.017317-0.083515i,0.018408-0.053418i,0.023576-0.034803i,0.02418-0.02881i,0.018353-0.021911i
-0.091898-0.083061i,-0.21099-0.13012i,-0.31255-0.11409i,-0.36492-0.080695i,-0.38384-0.11031i,-0.32399-0.13034i,-0.17638-0.074025i,-0.035263-0.014985i,0.016156+0.004848i,-0.0025946+0.013094i,-0.009685+0.028442i,0.01856+0.042704i,0.049844+0.037827i,0.051275+0.0061975i,0.014823-0.026569i,-0.032371-0.021115i,-0.070924+0.0058024i,-0.098482+0.017904i,-0.097895+0.015101i,-0.069816+0.002807i,-0.042688-0.008169i,-0.02981-0.0094102i,-0.024592-0.0036448i
0.11702-0.06312i,0.20875-0.15927i,0.24104-0.23406i,0.24195-0.22141i,0.29544-0.14976i,0.31248-0.0819i,0.18944-0.031436i,0.058989+0.01243i,0.033433+0.038989i,0.061553+0.025843i,0.071126-0.015844i,0.052874-0.04641i,0.029321-0.047677i,0.0088761-0.023472i,0.00086335+0.012095i,0.013907+0.036619i,0.029863+0.059351i,0.037625+0.085369i,0.038139+0.082964i,0.024767+0.05083i,0.0095461+0.024482i,0.0043881+0.012226i,0.00039319+0.0044293i
0.0032512+0.15111i,0.040594+0.31454i,0.07098+0.44026i,0.03526+0.4928i,-0.055435+0.4974i,-0.093807+0.38318i,-0.052455+0.1473i,-0.031064-0.047544i,-0.05832-0.10661i,-0.082961-0.068504i,-0.086382-0.01818i,-0.087027-0.006022i,-0.088405-0.010787i,-0.073239-0.0046842i,-0.051568+0.0052748i,-0.032832+0.00075891i,0.001084-0.025234i,0.037012-0.049629i,0.040149-0.045331i,0.021278-0.017437i,0.0071843+0.001795i,-0.00010965+0.0042865i,0.0025315+0.0076126i
-0.12853-0.065774i,-0.25846-0.13128i,-0.32596-0.21855i,-0.2908-0.32958i,-0.21962-0.39882i,-0.14787-0.30786i,-0.037579-0.11304i,0.054995-0.0055313i,0.068558-0.0097842i,0.049686-0.031116i,0.041574-0.027257i,0.044715+0.0039037i,0.051446+0.033398i,0.061489+0.026377i,0.070708-0.0024786i,0.057029-0.021724i,0.012155-0.033872i,-0.033715-0.048225i,-0.045248-0.052422i,-0.02708-0.046533i,-0.010025-0.033963i,0.0011507-0.015854i,0.0041026-0.011315i
0.086694-0.090968i,0.16894-0.14288i,0.2266-0.074771i,0.28886+0.10708i,0.36237+0.19702i,0.33051+0.11124i,0.18508+0.027638i,0.094479+0.047237i,0.088289+0.080484i,0.076319+0.071329i,0.046655+0.043166i,0.023496+0.022043i,0.010183+0.016266i,-0.0075107+0.014897i,-0.026398+0.010795i,-0.023953+0.019965i,-0.005239+0.047711i,0.0068823+0.068606i,0.0072094+0.066597i,0.0046709+0.05542i,0.0036224+0.039258i,-0.0040864+0.011639i,-0.016404-0.0086592i
0.052784+0.10308i,0.10616+0.16251i,0.098589+0.11161i,-0.035952+0.0028911i,-0.201+0.016319i,-0.23279+0.1077i,-0.17961+0.095823i,-0.16023+0.025215i,-0.14431+0.00067688i,-0.090894+0.0012983i,-0.04124-0.014934i,-0.026682-0.043095i,-0.026935-0.049712i,-0.013052-0.025678i,0.0053026-0.0020723i,0.017509-0.0088667i,0.035697-0.030331i,0.055364-0.032328i,0.059224-0.019477i,0.049682-0.012195i,0.032894-0.011391i,0.012363-0.0018056i,0.0030902+0.019786i
-0.13439+0.016383i,-0.22959+0.064985i,-0.19342+0.10832i,-0.033325+0.0381i,0.026347-0.1275i,-0.036919-0.19016i,-0.046488-0.097746i,-0.0028079-0.015772i,0.0099994-0.014801i,-0.0056372-0.028164i,-0.014155-0.0097061i,-0.001208+0.021498i,0.014792+0.02269i,0.010024-0.00455i,-0.014561-0.02024i,-0.050499-0.01428i,-0.082881-0.012307i,-0.090813-0.024359i,-0.076164-0.036172i,-0.05362-0.036965i,-0.028075-0.022521i,0.001857-0.00092876i,0.027247+0.001363i
