-0.0026758+0.0015738i,-0.0011473+0.0014681i,-0.0014061+0.001053i,-0.0011948+0.0002827i,-0.00078639+0.00094738i,-0.0013552+0.0017045i,-0.00094172+0.0013628i,0.0001344+0.0013428i,0.00095944+0.0015067i,0.0018151+0.00037231i,0.0019211-0.00091553i,0.0010479-0.0010232i,0.00049792-0.00059606i,0.00028703-0.00052789i,4.0079e-05-0.00032361i,-5.0291e-05-0.00028879i,0.00013539+0.00030125i,0.00011283+5.2648e-06i,-6.5947e-06-0.0011085i,-0.00030091-0.00091429i,2.976e-05-0.00019543i,0.00014933+1.9042e-05i,-0.00028116+1.6555e-05i
0.0011138-0.00036991i,0.00050687+0.00073239i,-0.00048899-0.00015347i,-0.00053301-0.0011631i,-0.00025947-0.0010069i,-0.00045329-0.00077153i,-0.00035349-0.0010554i,-0.00032355-0.00073845i,-8.4425e-05+0.00030579i,0.00025888+0.0011208i,0.00047796+0.00076497i,-0.00014409+0.00063529i,-0.00039168+0.00078171i,0.00019717+0.00026641i,9.3342e-05-3.377e-05i,-2.0445e-06-0.0001063i,0.00011869-2.5945e-05i,-0.00053156-0.00022454i,-0.00061035-0.00089128i,-0.00059242-0.0010658i,-0.00085554-0.00043753i,-0.00035903-0.00058935i,-0.00033946+8.8185e-05i
0.00042132-0.00013343i,0.00015429-0.001255i,0.00029807-0.0017689i,0.00030555-0.0007658i,-0.00040419-6.2817e-05i,-0.0019106-6.7272e-05i,-0.0018807+0.00031264i,-0.00047767+0.00082788i,-7.9347e-05+0.0012437i,-4.8671e-05+0.0015312i,2.7936e-05+0.0008359i,0.00031973+0.00035626i,0.00049591+0.00095224i,0.00073846+0.00060669i,0.0013348-0.00021265i,0.0015679-9.1981e-05i,0.00095221-0.00015642i,-0.00016022-0.00067728i,-0.0010368-0.0009323i,-0.00086841-0.00086883i,0.0001783-0.0003741i,0.00080053-0.00045882i,0.0012345-0.00052715i
0.00018273+0.001409i,0.0010129+0.0017665i,0.0019151+0.0022065i,0.0017361+0.0017371i,0.00069564+0.00033559i,-0.00050756-0.00062018i,-0.00082323-0.00046004i,-0.00068455+0.00047798i,-0.00024524+0.0015745i,0.00023408+0.0021325i,0.00070152+0.0013902i,0.00074259+0.00030523i,0.001031-0.00047217i,0.00063897-3.427e-05i,-0.00013574+0.0003479i,2.3506e-06+0.00041385i,0.00012177+0.0010463i,8.2358e-05+0.0013196i,-3.1732e-05+0.00084719i,-0.00035756+0.00044963i,-0.0001331+0.00039947i,0.00071823+0.00030645i,0.0010254-0.00019118i
-0.0026317+0.0015758i,-0.0030283+0.0022353i,-0.0018736+0.0030039i,0.00056497+0.0020697i,0.00132+0.0012301i,-0.0011024+0.00077042i,-0.0036055+0.0013285i,-0.0037717+0.0036106i,-0.001858+0.0061126i,0.001347+0.0065534i,0.0038848+0.0054593i,0.0036547+0.0035689i,0.0033803+0.001115i,0.0027697-0.0008756i,0.00089786-0.0013734i,-0.00084425-0.00049216i,-0.001781-0.0003019i,-0.0014184-0.00053792i,-0.00035434+0.00022506i,-0.00029365+0.00091929i,5.6303e-05+0.00053002i,0.00037779+8.6531e-05i,-1.9594e-05-0.00047149i
0.0019514-0.0017847i,0.001212-0.0025507i,0.00066013-0.0037219i,-0.00018971-0.0030725i,-0.0020465-0.0013659i,-0.001807+0.00038078i,0.00067893+9.3208e-05i,0.0023395-0.0018844i,0.0017786-0.003104i,-0.00011728-0.0034738i,-0.00093623-0.0025292i,-0.00076278-0.00092386i,-0.00057523-0.000169i,-0.00087592+0.00074779i,-0.00082392+0.00095176i,-2.536e-05+0.00020547i,0.00046114-7.12e-05i,0.00017777+0.00021367i,6.6564e-06+0.00035444i,2.3581e-05+0.00032673i,-0.00039687-0.00045854i,-5.483e-05-0.001399i,1.0235e-05-0.0010985i
0.00042697+0.0010787i,0.0012379+0.00041342i,0.0010297-0.00048123i,-0.0001575-0.00020757i,0.00025606-0.00021645i,0.00048622-0.00030709i,0.00023681-0.00047218i,0.00061469-0.00038517i,0.0004504-0.00046914i,0.00036725-0.0013333i,0.00034598-0.001467i,-1.1893e-05-0.00098787i,7.0368e-05-0.000465i,-9.0357e-05-0.0002128i,-0.00039675+0.00021588i,-0.00072281+0.00096568i,-0.00073974+0.00081956i,-2.7868e-05-3.1616e-05i,-2.5052e-05-0.00073537i,-0.00017211-0.0011351i,0.00011797-0.00094625i,0.00055515-0.00015752i,0.00046354+0.0003767i
3.9555e-05-0.0012917i,7.8264e-05-0.00045863i,0.00029863-0.00019832i,0.00032246+0.00012648i,0.00014864+0.0008879i,0.00026976+0.0016339i,0.00039027+0.00063077i,0.00056983-0.00051443i,0.00025957-0.0012366i,-0.00089982-0.0008906i,-0.0012996+0.00061116i,-0.00057903+0.00080234i,-0.00020759+0.00050939i,-0.00074134+0.00065669i,-0.00090754+0.00043598i,-0.0002671+0.00049633i,-7.8417e-05+0.00079294i,-0.00020423+0.00050151i,-1.6909e-05+0.00021563i,9.412e-05-5.89e-05i,0.0003467+6.8449e-05i,0.00040474+0.00014603i,2.3297e-05-0.00034266i
-0.0011898+0.00045613i,-0.00074627+0.0008872i,-0.00033432+0.0019492i,-0.00020725+0.0016188i,0.00031769+0.00073253i,0.00056847+0.00034763i,0.00029163+0.00020741i,0.00015376-0.00034141i,0.00072954-0.00084187i,0.00081615-0.0013146i,0.0004382-0.00093703i,2.5644e-05-0.0002919i,-0.00055223-0.00056258i,-0.00076285-1.2615e-05i,-0.00045585+0.00055359i,-0.0002156+0.0002776i,-0.00014427-0.00021136i,-0.00025219+9.4649e-05i,-0.00021009+6.7377e-05i,7.1271e-05-0.00026304i,4.7704e-05+0.0005518i,0.0002839+0.0007778i,0.0013432+0.00034003i
0.00061976-0.00098513i,0.00092094-0.00064148i,0.00053352-0.00077775i,-6.9496e-05-0.001312i,-0.0006668+8.5233e-05i,0.00029034+0.00102i,0.0010649+0.0005788i,0.00086556+1.4873e-05i,0.00096916+0.00028452i,0.00027715+0.00037239i,0.00011105+0.00018165i,0.00055867-0.00012305i,0.00031792+0.00013672i,0.00036983+1.7711e-05i,0.00056192-7.1781e-05i,0.00028372+0.00068263i,-0.00050293+0.00056899i,-0.00087467+0.0001844i,-0.00056728-9.3563e-05i,0.00039951+0.00012612i,0.00087245+0.0004895i,0.0008803+0.00046482i,4.1332e-05+0.00040174i
0.00070054+0.0025352i,0.00063675+0.0031757i,0.00092773+0.0033623i,0.0011473+0.0012036i,0.00043019-0.00053207i,-0.00056858-0.0001588i,-0.00023943-0.00017077i,0.0005469-0.0012373i,0.00032155-0.0016291i,-5.7916e-05-0.0012325i,0.00015518-9.4409e-06i,0.00011868+0.00076653i,-0.00023256+0.00041308i,-0.0005981+0.00047395i,-0.00059974+0.00057876i,-0.00018605+0.00020672i,0.00056571+0.0004405i,0.00081543+0.00030397i,0.00079656-0.00022677i,0.00033255+0.00010261i,-0.00029755+0.00050853i,-0.00012283+0.00041641i,1.161e-05+0.00050373i
-0.0025313-0.0034835i,-0.0037592-0.0030061i,-0.0041276-0.0017069i,-0.0030018-0.0007644i,-0.0014519+0.00079612i,-0.00010653+0.0016352i,0.00087958+0.00070691i,0.00072949+9.2164e-05i,0.00041288-0.00010842i,0.00013251-6.5729e-06i,0.00013267+0.00022987i,0.00068336-0.00018549i,0.00055607-0.00023665i,-4.4403e-05+0.00035324i,-0.0001152+0.00013102i,0.00077066-0.00073613i,0.00095456-0.00035832i,0.00011419+0.00020376i,-0.00017732-2.9444e-05i,-0.00013247-0.00015632i,8.1506e-05-0.0005507i,1.5472e-05-0.0011203i,-0.0004885-0.00041361i
0.0016816+0.00026375i,0.0019375-0.00082168i,0.0021219-0.00067941i,0.00096071-0.00079052i,0.00052844-0.0013859i,0.00029481-0.00045521i,0.00012655-0.00062179i,0.00051773-0.0015588i,0.00099984-0.0011067i,0.0011607-0.00072721i,0.0005871-0.00053391i,-0.00016786-2.2279e-06i,-0.00010839+0.00056241i,0.00072106+0.00045008i,0.00062427-0.00047135i,2.0045e-05-0.00035142i,0.00020759+0.00067093i,4.8117e-05+0.0010621i,-0.00010748+0.00040318i,-2.7306e-05+0.00024771i,-0.00036402+0.00034756i,-0.0012671-0.00027672i,-0.0017401-2.1852e-05i
0.0001745+0.00019911i,-0.0005069+0.00035308i,-0.00095405-0.00045013i,-0.00037965-0.00082156i,0.00051769-0.00034116i,0.00076153-6.9439e-05i,0.0010098+5.4524e-06i,0.0015107-0.00019393i,0.0010011-0.00053519i,-2.7521e-05-0.00027511i,2.4488e-05+0.00041039i,-0.00018944+0.00080727i,-0.00020952+0.00040404i,0.000384+0.00030446i,0.00055286+1.437e-05i,-8.8991e-05-0.0001322i,-0.00013844+0.00045104i,0.00050003+0.00044035i,0.00054298+6.3911e-05i,0.00057098+0.00021734i,0.00041976+0.00055832i,8.073e-05+0.0003299i,9.3345e-05+0.00028527i
0.00027952+9.2109e-05i,0.0012767+0.00022398i,0.0015961+0.00025109i,0.0013207+0.00058278i,0.00050645+0.00036328i,-0.00013301-0.0005118i,-0.00037762-0.0001424i,-0.00050931+6.1905e-05i,0.00052003-0.00011344i,0.0010196+7.1561e-05i,0.00021553+0.00014245i,-0.0002619+0.00039037i,-0.00086021+0.00036739i,-0.00058245+0.00053293i,-8.8759e-05+0.00051973i,0.00028178-1.2377e-05i,0.0013478-0.00058803i,0.0018614-0.00047528i,0.00097355+0.00020201i,0.00037254+0.00021783i,5.8096e-05-0.00023564i,0.00021236-0.00047859i,0.00061201-0.00012396i
-0.0017577-0.00098751i,-0.0010672-0.0017659i,-0.00094384-0.0015416i,-0.00060488-0.00087873i,-2.6005e-06-0.00032846i,0.00054703+0.00097554i,0.00034719+0.00092651i,0.00065596+0.0001735i,0.00038585-0.00059599i,-0.00040015-0.00052032i,-0.0002471+8.4208e-05i,0.00016991+0.00041775i,0.00078884-0.00014308i,0.0011163-0.00060366i,0.00047347-0.00011657i,9.9535e-06+0.00028911i,-9.5766e-05+2.1978e-05i,0.00014657-0.00043812i,0.00078981-0.00022045i,0.00032207+6.7214e-05i,-3.7053e-05-0.00010378i,-0.000186-9.4012e-05i,0.0001587-0.00057646i
-0.00063958-0.00018364i,4.0211e-05-0.00097089i,-0.00059704-0.0012082i,-0.00095803-0.00030558i,-0.00034986+0.0002962i,0.00017153+0.00022223i,-0.00014425+0.0003239i,-0.00017315+0.00021425i,0.00039379+7.3734e-05i,0.00054977+0.0003746i,0.0003994+0.00023773i,0.00023245+0.00010641i,0.00020474+0.00042092i,-0.00046587+0.00051126i,-0.00072364+0.00089879i,-0.00035582+0.00073706i,0.00014673+0.00013151i,0.00060331+0.00012142i,0.00085056-0.00031312i,0.00065254-0.00042383i,-3.1052e-05-0.0010252i,-0.00055055-0.0011754i,-0.00025344-0.0006375i
0.0017392+0.0014921i,0.0019771+0.0010249i,0.0021708+0.00026064i,0.0017746-0.0001212i,0.0010902-0.00023789i,0.0012956+4.5246e-05i,0.0014094+0.00038258i,0.0013668+0.00041955i,0.0012881+0.00046295i,0.0010368+9.8581e-05i,0.0010879-9.9331e-05i,0.001047-2.5749e-05i,0.0004138-0.00014315i,-0.00053062-0.00097725i,-0.0011947-0.00058277i,-0.00069872+0.00058979i,0.00041058+0.00043022i,0.00062629+2.7167e-06i,0.00039049-2.8996e-05i,0.00030261-1.2316e-05i,8.0785e-05-0.00011365i,-0.00012655+5.667e-05i,-0.00010078+0.00036188i
-0.00066188+0.0019712i,0.00058709+0.0013569i,0.00044574+0.0014931i,-0.00020789+0.00081322i,0.00013755+0.0006293i,0.00054955+0.00094431i,0.00066927+0.00053719i,0.00077953+0.00035607i,0.0011235+0.00025909i,0.0013675-0.00067034i,0.00066201-0.00060468i,-8.1658e-05+0.00030834i,0.00033776-0.00029021i,0.00016822-0.00073914i,-0.00014367+0.00021811i,-0.00037021+0.00051903i,-0.00036285+0.0003338i,0.00010896+0.00021913i,-6.0178e-07+0.00025717i,-0.00025332+0.00037931i,-0.00011104+3.1942e-05i,3.5492e-05-0.00023293i,0.00039983+0.00012227i
0.0017254-0.0011361i,0.00094274-0.0011666i,0.00025891-0.00099887i,-0.00069768-8.0008e-05i,-0.0012414+0.00044592i,-0.00054249+0.00030539i,0.00070209+0.00047969i,0.0012774-8.1341e-05i,0.00081453-0.00055192i,7.8395e-05-0.0006114i,2.1249e-05-0.0003457i,0.0001818+0.00041362i,0.00071488+0.00060344i,0.00078965+0.00039823i,0.00030158+0.00028433i,0.0005033+0.00036604i,0.00029996+0.00025206i,-0.00011722+4.1013e-05i,-0.00042145+0.00021209i,-0.00018444-0.00015067i,0.00074062+5.268e-05i,0.00060354+0.00050122i,-1.5282e-05+0.00052589i
0.00046545+0.00071638i,0.00046063+0.00040971i,0.00021166-0.00042576i,-0.00055013-0.00089531i,-0.00091722-0.00077213i,-0.00047399-0.00098503i,-0.00019967-0.00066661i,-3.6795e-05-0.00060624i,9.8315e-05-0.00089186i,0.00012846-0.00091403i,-0.00023311-0.00049548i,-0.0010086+0.00025925i,-0.0007372+0.00096721i,8.7214e-05+0.00079954i,-1.3451e-05+3.4831e-05i,-1.0559e-05-0.00028107i,0.00027096-0.00012226i,-7.5926e-05-0.00049877i,-3.2472e-05-0.00040177i,-0.00013273+3.6729e-05i,-4.7982e-05-0.00080289i,0.00091032-0.00022487i,0.00052197+0.00072315i
-0.00031102-0.00079031i,0.00060051+0.00024469i,0.00064151+0.0013756i,0.00026299+0.0013274i,0.00039948+0.00075626i,9.6209e-05+0.0006195i,8.1111e-05+0.00088732i,0.00098954+0.00036018i,0.00066326-0.00051292i,-0.00043166-0.0011115i,2.1491e-05-0.00065359i,0.00076078-0.00030457i,0.00060361-0.00057539i,0.00012512-0.00066677i,-0.00016374-0.00044616i,-0.00041622-0.00031328i,-0.00016036-8.3171e-05i,-0.00018915+0.00049226i,-0.00061371+0.00058098i,0.00016918-0.00014843i,0.00051955-6.1197e-05i,6.1571e-05-0.00041835i,0.00010455-0.0013009i
-0.0010421+9.6975e-05i,-0.0013396+0.0010558i,-0.0022344+0.00085266i,-0.001597-6.7529e-05i,-7.4347e-05-2.8362e-05i,0.00046327+0.00021582i,0.00045771+0.00026441i,0.00031492+0.00013917i,1.2886e-06-0.00012856i,-8.7614e-05-0.00011292i,5.15e-05+0.00089376i,0.00021195+0.0012649i,0.00013655-0.00013002i,-0.00075927-0.00092653i,-0.00088668-0.00061797i,-0.0004916-0.00039487i,-0.0005106-9.0762e-05i,4.0041e-05+5.9415e-05i,0.00018512+0.00044056i,2.5306e-05+0.0002733i,0.00059978-0.00061804i,0.00040969-0.00055836i,-1.3132e-05+8.4338e-05i
0.00034892-0.00049731i,-0.00031719-0.00072382i,-0.00051198-0.00070951i,-0.00010313-0.00093716i,-4.7018e-05-0.0012857i,-0.0005506-0.00047113i,-0.00072067+1.1536e-06i,-0.00045303-0.00047261i,-2.976e-06-9.9528e-05i,0.00044876-6.9868e-05i,0.00018057-0.00020608i,-2.8049e-05+0.00047012i,0.00074448+0.00057852i,0.00091315+0.00019968i,0.00037104-0.00070668i,0.00052784-0.00052079i,0.00026998+0.00027615i,-0.00037831+4.7876e-05i,-0.0010161-0.00012872i,-0.0011664-0.00068981i,-0.00047543-0.00085848i,-0.00066412-0.0004893i,-0.00027373-0.00046319i
-0.001236-0.0011312i,-0.00094284-0.00027266i,-0.00059666+0.0001266i,-0.00029332-0.00045999i,0.00044372+1.258e-05i,0.0012902+0.0007833i,0.0017085+0.00050101i,0.00136-0.00039399i,0.00033671+7.6558e-05i,-0.00051237+0.00061664i,-0.00082409+0.00055931i,-0.00072687+0.00013681i,-0.00056986-0.00033251i,-0.0003674-0.00021152i,-0.00011036+0.00047121i,0.00020893+0.0011067i,5.793e-05+0.00083845i,-0.00063762+0.00039917i,-0.00040134+0.00026909i,0.00050071+0.00037675i,0.0010891+0.00026586i,0.0016456+0.00027066i,0.00085849-2.4613e-05i
-0.00034952-0.0015111i,-0.0011697-0.0028409i,-0.0024982-0.0019791i,-0.0021915+4.3047e-05i,-0.00078647+0.0014103i,0.00066576+0.002007i,0.0013972+0.001354i,0.00080922+0.00028751i,0.00047926+0.00036305i,0.0006081+0.0010047i,0.00028792+0.00013049i,-7.0544e-05-0.00050135i,0.00026815-0.0001017i,0.000618+0.00017331i,0.00060744-0.00022742i,0.00034953-0.00014371i,0.00010143+0.00030969i,-0.0002431+0.00026485i,-0.00052576-0.00016573i,-0.00077324-0.00082113i,-0.00059816-0.0004227i,-0.00025277-0.0003099i,-0.00036078-0.00054627i
0.00078798+0.00096468i,0.0014342+0.0017481i,0.0011518+0.0011618i,0.00089546+4.5818e-05i,0.00054107-0.00020813i,-7.1676e-05+5.4113e-05i,-0.00028338+0.00024066i,0.00019617+0.00034006i,0.0002867-9.4953e-05i,-0.00014653-0.00027189i,0.00025286-0.00042145i,0.00061168-0.00035951i,0.00014662+0.00029587i,-0.00011439+0.0006484i,0.00045933+6.4853e-05i,0.00065353-0.0004468i,0.0003595-0.00023202i,0.00013694-0.000216i,-0.00011969-0.00039181i,-4.5262e-05-0.00052723i,0.0001445-0.00044484i,0.00026294-0.00019233i,0.00042661+0.00023928i
8.0395e-05+0.00023238i,-0.00043057-0.0013639i,0.00091317-0.0017202i,0.0017599-0.00067706i,0.0010384-0.00010451i,0.00073031-0.0001262i,0.00032093+0.00010308i,9.9937e-05+0.00055261i,0.00016193+0.0011533i,0.00016608+0.00048282i,0.0002228-0.0001363i,-0.00012976-1.7542e-05i,-0.00044849-0.00019235i,-0.00022607-0.00015719i,-7.8155e-05+0.00019022i,1.4164e-06+0.00047811i,0.00023803+0.0004976i,0.00065722+0.00023424i,0.00069414+0.00042595i,0.00022656+0.00073491i,-0.00039895-0.00019938i,7.616e-05-0.00060364i,0.00092441+0.00041599i
0.0018937+0.00071124i,0.00081834+0.00094976i,0.0010388-0.00076473i,-0.00024151-0.0012987i,-0.0020551-0.00061419i,-0.0014026+0.00029025i,-0.0009331+0.00064954i,-0.00073355+0.00043252i,-0.00067413-8.5168e-06i,-0.00068962-0.00057558i,6.1307e-05-0.00065722i,0.0010029-0.00020029i,0.00066151+5.4892e-05i,-1.9379e-05-8.1926e-05i,7.3235e-05-0.00068198i,-0.00067543-0.0005833i,-0.00056762-0.00055252i,0.00039941-0.00033231i,0.00044767+0.00024884i,0.00030403+0.00030759i,0.00071252+0.00035064i,0.001042+0.0005466i,0.00035977-0.00020138i
5.1405e-05+0.00011945i,-0.00039912+6.2921e-05i,-0.0002596+0.00010935i,-0.00018645-0.0006962i,-0.00070148-0.0010613i,-0.00069859-0.00058625i,0.00014411-0.00012633i,0.00066163+0.00040401i,0.00088729+0.00077958i,0.00069047+0.00020119i,0.00027395-0.00064992i,0.00018583-0.00072799i,0.00023756+0.00031688i,0.00021424+0.00086265i,0.00027861+0.00069347i,0.00017904-1.2897e-05i,0.00026346-0.00089147i,0.00047877-0.00068503i,3.9297e-05+0.00038459i,-0.00059784+0.00028394i,-0.00054316+0.00025156i,-0.00032559+0.00095221i,-0.00055186+0.001367i
0.00032817-0.0017853i,0.00058316-0.00029415i,-0.00081652+0.00022054i,-0.0016505-0.0007526i,-0.0015732-0.00032329i,-0.0010551+0.00038865i,0.0001257+0.00057558i,0.0009979-3.8102e-05i,0.001292-0.00034952i,0.00039931+5.6795e-05i,0.00010812-5.8069e-05i,0.00074106+0.00026183i,0.00049213+0.00068706i,-9.6338e-06+0.00019762i,0.00029412-0.00044843i,0.00030457-0.00023901i,-5.6778e-05+0.0005834i,6.7813e-06+0.00042588i,-0.00024562-0.00029389i,-0.00038876-0.00059466i,-0.00028545-0.00025034i,0.00084498+0.00072737i,0.00089946+0.0011285i
0.0020303+0.0010966i,0.0025164-0.00074584i,0.0022368-0.0023039i,0.0017255-0.0021236i,0.0011555-0.0016061i,0.00015384-0.0008053i,0.00037288-0.00020977i,0.00077602-1.6618e-05i,0.00052999-9.5994e-05i,0.00048357-0.00082494i,-0.00040596-0.00049965i,-0.00048155+0.0002341i,0.00019514+0.00019416i,6.9062e-05+0.00016158i,4.9969e-05-0.00016358i,9.1227e-05-0.00052147i,0.00055972-0.00040767i,0.00056285+4.3612e-05i,0.00081272+0.00051769i,0.00071687+0.00045846i,-0.00029506+0.00058759i,-0.00049757+0.00097518i,0.00024964+0.00073658i
-0.00050032-0.00013698i,-0.00037916+0.0015451i,-0.00030929+0.0015869i,-0.00032947+0.0012835i,-0.00067952+0.00065717i,-0.0003256+0.00048602i,-0.00016954+0.00033457i,-0.00012253-0.00033657i,0.00035172-0.00034883i,0.00048594+7.3153e-06i,0.00073722+0.00030424i,0.00098627+0.00032154i,0.00032293-0.00030389i,-0.00053644-0.0003962i,-0.00050644+0.00014742i,0.00039454+0.00033234i,0.00022993+0.00029499i,-0.00049496-3.2718e-05i,-0.00061211-0.00010873i,-1.1381e-05+6.438e-05i,0.00016016-0.00017737i,-0.00021394-0.00084697i,-8.0272e-06-0.0009778i
-0.003033-0.00023956i,-0.0028345+0.00052582i,-0.002096+0.0012627i,-0.00040881+0.0014365i,0.00083197+0.0025195i,0.0008888+0.0024578i,0.00044486+0.0010654i,-0.00046679+0.00099274i,-0.0015357+0.0010265i,-0.0013748+0.00016814i,-0.00027631-1.4223e-05i,5.4789e-05+0.00023565i,-0.00028567-0.00014838i,-0.00059619-7.6833e-06i,-0.00042213+0.00041448i,-0.00051077+0.00042382i,-0.00016862-0.00015112i,0.00064232+0.00040188i,0.00059408+0.00092511i,-2.6892e-05+0.00039326i,-0.00030058-0.00020789i,-0.00011522-0.00055381i,-0.00010656-0.00088445i
-0.0010903-0.0018454i,-0.00014847-0.00026362i,-0.0003423+0.0011688i,-0.0011376+0.0013808i,-0.00018317+0.00094724i,0.0010196+0.00037458i,0.0010669+0.00015711i,0.00065205+0.00017959i,0.00083372+0.00016673i,0.0012947-7.819e-05i,0.0010855-0.00043603i,0.00083078-0.00010916i,0.00084387+0.00016531i,0.00017249-4.4622e-05i,-2.8522e-05-0.00012868i,0.00047892+0.0002087i,-9.5542e-05+0.0004634i,-0.00040869+0.00067548i,-9.5716e-05+0.00072917i,-0.00012154-0.00020339i,-3.4809e-05-0.0010474i,-0.00015159-0.00013226i,3.337e-05+0.00078347i
0.0028969+0.0016337i,0.0034669+0.00046351i,0.0040629-0.0014038i,0.0022373-0.0021357i,0.00028698-0.002497i,-0.00072584-0.0017166i,-0.00085672-0.00041373i,0.00077514+0.0003392i,0.0016457+0.00075686i,0.00084928+0.00035173i,0.0006642-0.0003602i,0.0005925+0.00030713i,-0.0001626+0.0010019i,-0.00048667+0.00068114i,0.00046162+0.00031896i,0.0013319+0.00052057i,0.00067718+0.00039282i,-0.00048495+0.00026206i,-0.0010489+0.00021959i,-0.00058904+0.00037145i,-0.00037222+0.00046675i,-0.00065644+0.00020037i,-0.001036+0.00019152i
-0.0010799-0.0019596i,-0.0013057-0.0015027i,-0.0013244-0.00086229i,-0.0014456-0.0006022i,-0.00065012+0.0001541i,-0.00027903+0.00063816i,0.00023971+0.00076049i,0.0013621+0.00029917i,0.0017614-0.00028931i,0.00098384-0.00065968i,0.00038321-0.00066068i,0.00084897+0.00077022i,0.00059554+0.0013345i,2.8945e-06+0.00048519i,-0.00015197-0.00012808i,1.537e-05-0.0003775i,0.00011451-0.00030662i,-0.00046669-0.00020051i,-0.00053592-0.00012705i,-0.00030956+0.000404i,-0.0003047-3.4209e-05i,-0.00037328-0.00082744i,-0.00070422-0.00073292i
-1.0554e-05-0.00090164i,-0.00035881-0.0011472i,-0.00011767-0.0011961i,0.00086989-0.00099673i,0.0009616-0.000314i,0.00039611-0.00012575i,0.00039957-0.00013941i,0.00054165+0.00030528i,3.7702e-05-0.00013198i,-0.00076144-0.00045258i,-0.0005277-0.00030729i,9.3558e-05-0.00016856i,-8.17e-05+0.00010094i,-0.00038268+0.00025524i,0.00031912+0.0009525i,0.00012106+0.0010434i,-0.00065566+0.00035194i,-0.00023265+0.00024525i,1.5534e-05+0.00041298i,-9.5369e-05+0.00039382i,0.00018563+0.00066633i,-2.3398e-05+0.0011822i,-0.00037177+0.00094143i
0.00049928+0.00058854i,0.0019116+0.00079491i,0.001862+0.00081067i,0.00083623+0.00035794i,-0.00011767+0.00029411i,-0.00028229+0.00036199i,0.00043505+0.00036682i,0.00098138-0.0002764i,0.00029284-0.0004695i,-0.00042228+0.00023714i,-0.00011849+6.8843e-05i,0.0013689-0.00021669i,0.0012822+0.00057032i,-0.00062861+0.0009262i,-0.0012456+0.00066485i,-0.00076707-0.00023181i,-0.00036963-0.00056978i,-0.00035694-3.363e-05i,7.5273e-05-0.00015185i,0.00066719-0.00011825i,0.00045676+0.00016328i,0.00025048+0.00057775i,-7.5272e-05+0.00091777i
0.00081171+0.00043562i,-0.00019639+0.0014738i,-0.0011375-6.1315e-05i,-0.0012388-0.00044775i,-0.00087822+0.0001841i,-0.00047555+0.00065459i,-0.00055829+0.00057138i,-0.00035677-5.573e-06i,-0.00025815-0.00029108i,-0.00032712-0.00034901i,4.7517e-05+1.9078e-06i,0.00039878+0.00050321i,0.00023919+0.00036878i,0.00033771+0.00035123i,0.0010426+0.00068913i,0.00056432+0.00085812i,-0.00028899+0.00040269i,0.00013109+8.7443e-05i,0.00095251+0.00039603i,0.00070529+0.00018538i,0.0001576-2.2734e-05i,0.00024564+0.00014189i,0.00049435-0.00028081i
-0.0010523-0.00061091i,-0.0012875-0.00068742i,-0.00071393-0.0013198i,-0.00069126-0.00083405i,-0.00074861+0.00074659i,0.00013794+0.00088237i,0.00083363-4.191e-05i,0.00062531-0.00048224i,0.00074953-0.00056472i,0.0010289+5.1527e-05i,0.0012176+0.00066658i,0.00085247+0.00064718i,-4.2053e-05+0.00089023i,-0.00042565+0.00043614i,-0.000186-0.00078916i,-2.5088e-05-0.00097193i,-0.00044838-0.00023804i,-0.00057785+2.8057e-05i,-8.7541e-05-0.00041082i,-0.00044601-0.00051429i,-0.00090953-0.00028284i,-0.00037638-2.3739e-05i,-0.00036079+0.00020319i
0.00015243-0.001509i,-0.0005662-0.0017278i,-0.00032363-0.00048425i,-0.00034495+0.00046798i,-0.00086759+0.0005343i,-0.00043042+0.00029983i,0.00016112+8.6965e-05i,0.00068749-0.00044397i,0.001039-4.9833e-05i,0.00068343+0.00041964i,0.00036009+4.579e-05i,0.00057183+0.00018154i,0.0011324+0.00054171i,0.00035651+0.00027111i,-0.00034806+0.00015906i,-0.00025069+0.00014339i,-0.00023817-0.00029479i,0.00013762-0.00023163i,0.00078676-0.00034379i,0.00046218-5.1564e-05i,-0.00053562+4.3003e-05i,-0.00040473-0.0004501i,-0.00024088-0.00026225i
0.00096173+0.0016324i,0.0016929+0.0012858i,0.0020367-0.00023777i,0.001831-0.0019637i,0.00094617-0.001798i,0.00073185-0.001246i,0.00030132-0.00068624i,-6.4347e-05-3.5505e-05i,0.00052192-8.3024e-05i,0.00096534-0.0003613i,0.00043691-0.00064537i,0.00023093-0.00072466i,0.00019327-0.00041441i,-0.00017377-1.5172e-05i,-0.00023041+0.00020824i,-0.00017172+0.00058031i,-0.00017923+7.6573e-05i,0.0001476-0.00032095i,-0.00017481-0.0001087i,5.4127e-05-3.7207e-05i,0.00021613-0.00036898i,-0.00025794-0.00059057i,-0.00011327-0.00049288i
