-0.000202-0.00059837i,-0.00092255+0.00042098i,-0.0016388-0.00012823i,-0.00063008-0.00094706i,0.00037023-0.0010846i,0.00055015-0.00045494i,0.00057994+0.00026212i,0.00087231-6.1913e-05i,0.0016921-0.00048469i,0.001672-0.00034194i,0.00063958-0.00037293i,0.00042726-0.0012672i,0.0008323-0.0016668i,0.0003869-0.0010092i,-0.00038338-1.0094e-06i,-0.00063907+0.0010412i,-6.5037e-05+0.00099574i,0.00029204+0.00065373i,-0.00029685+1.3683e-05i,-0.0003473-0.00080858i,0.00047401-0.00052103i,0.00059869-0.00072903i,-0.00036311-0.00060791i
0.00078368+9.481e-05i,0.0062277+0.0038119i,0.015817+0.012125i,0.019207+0.02345i,0.011322+0.022903i,0.0062409+0.0093179i,0.0087907+0.003494i,0.0053522+0.0036494i,-0.00038307+0.00088124i,-0.0021747-0.0017934i,-0.0012056-0.0033607i,0.00079203-0.0046255i,0.0023371-0.0039914i,0.0024944-0.0024295i,0.00087312-0.0011083i,-0.00074972+0.0014506i,-0.0014847+0.0014181i,-0.0016854-0.0012598i,0.00098716-0.0041125i,0.0057861-0.0082496i,0.0077725-0.010418i,0.0060533-0.0082507i,0.0039694-0.004726i
0.001805-0.00048355i,-0.0022868-0.00060733i,-0.0064513-0.0085454i,-0.0050255-0.021552i,0.0019427-0.022321i,-0.00095378-0.012714i,-0.010152-0.0097796i,-0.0090098-0.0089467i,-0.0033606-0.0043236i,0.00065801-0.0018379i,0.0042494-0.0016967i,0.0060571-0.0019611i,0.0049639-0.0017333i,0.0043744-0.0011573i,0.0038262-0.0016288i,0.0025745-0.0035159i,0.0029405-0.004823i,0.0030317-0.004893i,0.00044897-0.0020498i,-0.0039111+0.0030665i,-0.006384+0.0056397i,-0.0049533+0.004571i,-0.003835+0.0035363i
-0.00096416+0.001437i,0.0021199+0.0059659i,0.0073679+0.01452i,0.006412+0.021619i,-0.0014187+0.017261i,-0.0012899+0.0057721i,0.0026788+0.0031988i,0.0013592+0.0043465i,-0.0013644+0.0024689i,-0.0017237+0.0018525i,-0.00090961+0.003268i,0.0002033+0.0056671i,0.00012326+0.0073717i,-0.0011356+0.0071512i,-0.0018834+0.0056365i,-0.0013291+0.0042882i,-0.00043499+0.004577i,0.0021471+0.0051116i,0.0055136+0.0028494i,0.0079115-0.00027289i,0.0080592-0.001281i,0.0057796-0.0011465i,0.0033697-0.00073559i
-0.0020551-0.0011916i,-0.0031615-0.0029084i,-0.001313-0.0075748i,0.0055199-0.014313i,0.011199-0.013807i,0.0061678-0.0088908i,-0.001261-0.01038i,-0.0029446-0.008857i,-0.0036618-0.0037231i,-0.0037157-0.0010222i,-0.0034546-0.00046427i,-0.004072-0.0018458i,-0.005642-0.0036974i,-0.0050365-0.0034756i,-0.0030406-0.0018145i,-0.002203-0.00058046i,-0.002465-0.00064893i,-0.0041032-0.0013063i,-0.0078594-0.0012903i,-0.011939-0.0011574i,-0.01216-0.0010928i,-0.009605-0.0013578i,-0.0066032-0.001041i
0.0012635-0.00044424i,0.0021993+0.0039177i,0.0017883+0.013948i,-0.0031735+0.020921i,-0.007813+0.012814i,-0.0032148+0.0045038i,0.0013225+0.0052519i,-0.0016172+0.0044234i,-0.0039479+0.0004831i,-0.0031777-0.00098997i,-0.00080207-0.00097673i,0.00048441-0.0015228i,0.0013611-0.0015257i,0.001909-0.0010471i,0.00060294-0.00090049i,-0.00083392-0.0013771i,-0.0015033-0.0013913i,-0.00053717-0.0017366i,0.003427-0.0024537i,0.0091507-0.0016773i,0.011796-0.00012964i,0.0085544+0.00040983i,0.004298+0.00081109i
0.0011104+0.0014159i,0.0012712-0.00087178i,0.0021725-0.0050774i,0.006097-0.0077727i,0.008657-0.0065003i,0.0032713-0.0054722i,-0.00022622-0.0065178i,-0.0004192-0.0054994i,-0.00091426-0.0020634i,-0.00091423+0.00038426i,-5.4286e-05+0.0012868i,0.00054009+0.00068367i,-0.00042363-0.00060486i,-0.00068436-7.7813e-05i,0.0011178+0.0011003i,0.0033979+0.0013856i,0.0043394+0.0018024i,0.0025408+0.0016654i,-0.0015257+0.00043025i,-0.0062027-0.00092642i,-0.0080458-0.0021908i,-0.0063705-0.0028341i,-0.0044195-0.0029416i
-0.0003202+0.0011469i,0.0021731+0.0054935i,-1.5589e-05+0.0090949i,-0.0058165+0.0077482i,-0.0054306+0.0015738i,-0.0017927-0.0015929i,-0.0028994+0.0019277i,-0.005166+0.0022079i,-0.0047777-0.00012884i,-0.0038783-0.00094814i,-0.0038725-0.0012902i,-0.00495-0.0020511i,-0.0053776-0.0021087i,-0.0048981-0.0021039i,-0.0050302-0.0023753i,-0.0048913-0.00068985i,-0.0044967+0.0014869i,-0.0035212+0.003527i,0.00032663+0.0054245i,0.0052017+0.0059322i,0.006065+0.0054248i,0.002997+0.0047074i,0.0014268+0.0045493i
-0.0010982+0.0032464i,-0.0014791+0.0038561i,0.0036568+0.00084423i,0.010238-0.0015638i,0.010294+0.0012993i,0.0041266-0.00037448i,0.001162-0.0038639i,0.0009843-0.0029938i,-0.0019319-0.0016281i,-0.0027817-0.0016378i,0.00031928-0.0034347i,0.0032051-0.0058232i,0.0042057-0.0064456i,0.0046724-0.0055107i,0.0044023-0.0047209i,0.0033345-0.0033813i,0.0026082-0.0021699i,0.0013878-0.0023541i,-0.0023404-0.0048256i,-0.0056191-0.0085497i,-0.0055278-0.0095918i,-0.0034749-0.0080275i,-0.001785-0.0060887i
-0.0029573-0.00092933i,-0.0045632+0.0022335i,-0.0051733+0.0053975i,-0.0055247+0.00223i,-0.0047534-0.0032204i,-0.0020248-0.0041012i,-0.0035464-0.001627i,-0.0059498-0.000826i,-0.0048696-0.0018573i,-0.0016175-0.0022924i,0.0015039-0.0020029i,0.0025463-0.00054675i,0.0011742+0.0017129i,0.00067971+0.0031855i,0.0013376+0.0029395i,0.0014997+0.00080117i,0.00054944-0.0015409i,0.00077034-0.001595i,0.0037431+0.0020528i,0.0067936+0.0065614i,0.0064819+0.0079273i,0.0034888+0.0059824i,0.00067143+0.004302i
0.00028369-0.0014266i,0.0013926-0.0023211i,0.0057487-0.0016381i,0.01118+0.00077905i,0.0081944+0.00098619i,0.0040097-0.0031409i,0.0038501-0.0064206i,0.0019673-0.0043588i,-0.0013564-0.0010577i,-0.0025891+0.00054932i,-0.0010979+9.5303e-05i,0.00051439-0.001407i,2.8926e-05-0.0023466i,-0.00082987-0.0023203i,-0.000909+0.00011923i,-0.00086284+0.0034487i,1.262e-05+0.0046439i,0.0010134+0.0028836i,-0.0001611-0.0011806i,-0.0031256-0.0058094i,-0.0033039-0.0070592i,-0.00057997-0.0048552i,0.0013107-0.0035828i
-0.00034621+0.0037075i,0.002423+0.0049297i,0.00098103+0.0075627i,-0.0011677+0.0056926i,-0.00044202-0.0014032i,0.00081971-0.0031167i,-0.0012968-0.0023908i,-0.004742-0.0025952i,-0.0036631-0.0019905i,-0.001403-0.0017915i,0.00025416-0.0033271i,0.001189-0.0045818i,0.00092579-0.0027519i,0.00062798-0.0013958i,-0.00024192-0.0022569i,-0.0013354-0.0031403i,-0.0017925-0.0029732i,-0.0018391-0.0017423i,-0.001835+0.0015204i,-0.0010912+0.0050199i,-0.0013263+0.0061269i,-0.0029959+0.0040553i,-0.0042055+0.0026625i
-0.0021265+0.0018431i,0.00017291+0.0035699i,0.0028847+0.0061243i,0.0041927+0.0068128i,0.0027502+0.0027305i,0.0014919-0.0023091i,0.0027682-0.0020674i,0.00074051-0.00034929i,-0.0022641-0.00037909i,-0.0016888+5.1403e-05i,0.0011319+0.0005926i,0.0028544+0.00041238i,0.0032183+0.0002077i,0.0033786+0.00075384i,0.0028438+0.0019288i,0.0023182+0.0032185i,0.0017809+0.0030767i,0.0015403+0.00029585i,0.001937-0.0040557i,0.0022216-0.0078641i,0.0034062-0.0078459i,0.0038188-0.0050646i,0.0033358-0.0030609i
-0.00062714-0.0023003i,-0.0024772-0.0019253i,-0.0054402+0.00050066i,-0.004018+0.0011164i,0.002057-0.0013481i,0.0022824-0.0014854i,-0.0019882-0.0014331i,-0.0037569-0.0035871i,-0.0032469-0.0035144i,-0.0022053-0.0020307i,-0.0010209-0.0004543i,0.00022904+6.8413e-06i,-0.00094143-0.00025666i,-0.0036741-0.0003808i,-0.0033964-0.00084989i,-0.0013576-0.00097325i,0.00036294-0.00088708i,0.001213+0.00011864i,-0.00031685+0.0036215i,-0.00248+0.0068831i,-0.0041053+0.0067445i,-0.0046975+0.0046162i,-0.0043231+0.0034733i
0.0016123+0.0031667i,0.003626+0.0025804i,0.0059857+0.0018463i,0.0041223+0.0022781i,0.0020389+0.0004588i,-0.00010465-0.0040331i,-0.0015895-0.0031696i,-0.0018078-0.00055049i,-0.0020802-0.0009444i,-0.0017346-0.00081783i,-0.0012644+0.00016115i,-0.0014739-0.00023881i,-0.0016114-0.0015696i,-0.00081586-0.0015772i,-0.00034612-0.00053931i,-0.0014285+0.00040836i,-0.0029913+0.0019517i,-0.0026707+0.0014816i,-0.0002488-0.0024237i,0.0028321-0.0060511i,0.0046764-0.0066697i,0.004811-0.0042638i,0.0039195-0.0015322i
-0.001996+0.0022876i,-0.00060883+0.0050241i,0.0010949+0.004729i,0.0024191+0.0009133i,0.0051466-0.00041042i,0.0047917-0.0017612i,0.00019626-0.0034731i,-0.0016884-0.0036186i,-0.0018252-0.0023011i,-0.0011411-0.00099204i,0.00080691-0.00069638i,0.0013624-0.002058i,5.006e-05-0.0033737i,7.8186e-05-0.0023334i,0.0014551-0.0006797i,0.0022499-0.0011699i,0.0031272-0.0030943i,0.0021079-0.0026423i,-0.0010558+0.00086473i,-0.0033473+0.0031512i,-0.0043758+0.0018888i,-0.0045057-0.0011515i,-0.0042884-0.0025761i
-0.0016115+0.0019944i,-0.0017465+0.0034631i,0.00084672+0.0055639i,0.003721+0.003683i,0.0017139+0.0013309i,0.00032471-0.0014756i,-0.00055381-0.0028496i,-0.0022291-0.0014888i,-0.0030067-0.00022316i,-0.0026931+0.00093073i,-0.0018412+0.0014732i,-0.00051036+0.00076164i,0.0013499+0.00032145i,0.0022913+0.0017083i,0.00095309+0.0033372i,-0.0013232+0.0036252i,-0.0024194+0.0022701i,-0.0013685+0.00013362i,0.0013887-0.0015372i,0.0040827-0.0017341i,0.0045596-0.00046221i,0.0032589+0.0011133i,0.0023856+0.001594i
0.00016546+0.002018i,-0.0018713+0.0020042i,-0.00058104+0.0014363i,0.00265-0.00018487i,0.0017939-0.0020199i,-0.00090629-0.0037024i,-0.0015593-0.0047927i,-0.0026582-0.0030675i,-0.0028484-0.0016124i,-0.0015678-0.0018591i,-0.00052465-0.0013104i,-0.0015747-0.0011911i,-0.0029066-0.0018641i,-0.0021576-0.0022706i,-0.00057722-0.0026808i,0.00055671-0.0023783i,0.0012001-0.00040334i,9.3144e-05+0.0013247i,-0.0025709+0.0006155i,-0.00542-0.00032739i,-0.0068402-0.0011088i,-0.0062944-0.0022833i,-0.0047888-0.0022725i
0.0045045-0.0010291i,0.004569+0.00091804i,0.0044216+0.0029933i,0.0042169+0.0027318i,0.0021096-0.0033279i,-0.00039676-0.0056023i,-0.0014625-0.0024744i,-0.0033058-0.0011063i,-0.0037758-0.0022322i,-0.0029072-0.0033472i,-0.0020137-0.0043478i,-0.00035358-0.00499i,0.0014053-0.002747i,0.002749+0.00044952i,0.0028974+0.0016414i,0.00070299+0.00093772i,-0.00072804-0.00033788i,0.00016823-0.0012147i,0.002344-0.0010321i,0.0056387-0.00015131i,0.0064732+0.00081401i,0.0050946+0.0019304i,0.0037591+0.0026695i
0.0014373+0.0020964i,0.0020387+0.0031303i,0.00060686+0.0037478i,4.5354e-05+0.0024585i,0.0014309-0.0018068i,0.00076804-0.0037595i,0.00020612-0.0028901i,-0.00012448-0.0020046i,-0.0012591-0.0011081i,-0.00070448-0.00075003i,0.0014426-0.00055619i,0.0026818-0.0012502i,0.0017123-0.0013995i,0.00028392-0.00029901i,0.00056412-1.2066e-05i,0.0015683+0.00033974i,0.0023625+0.001095i,0.00079139+0.0011376i,-0.0024922+7.6778e-05i,-0.0051025-0.0012515i,-0.0042826-0.0024783i,-0.0013692-0.0029696i,-0.00091361-0.0025865i
-0.0016357+0.002403i,-0.00034489+0.0040874i,0.00068574+0.0049313i,0.0014115+0.0029879i,0.0029011-0.0017778i,0.0014427-0.0043079i,-0.0006658-0.0016268i,-0.0021576-0.00086745i,-0.0030695-0.0017854i,-0.0025679-0.0016457i,-0.0010623-0.0010048i,-0.00042396+4.144e-05i,-0.00076952+0.0021516i,-0.001243+0.0031305i,-0.0019448+0.0017013i,-0.0031203+0.00028628i,-0.0031614+7.9793e-06i,-0.00078023-5.5825e-05i,0.0019606+0.00018974i,0.0033421+0.00088859i,0.0029264+0.0020018i,0.0012031+0.002606i,-0.00022706+0.0022492i
0.0018542+0.00032971i,0.0010311+0.001327i,0.0008767+0.00087966i,0.00034655+0.00040028i,0.00019043-0.00038444i,-0.002176-0.0017691i,-0.0037257-0.001568i,-0.0023193-0.0012302i,-0.001443-0.0014768i,-0.0016223-0.0011714i,-0.00091433-0.0013107i,-0.001106-0.0028152i,-0.0017132-0.0049299i,-0.00011219-0.0050693i,0.0019321-0.0035079i,0.0023787-0.0024897i,0.0017389-0.0018465i,0.00088339-0.0014595i,-0.00030645-0.0016088i,-0.0011843-0.0019622i,-0.0014637-0.0028259i,-0.0011667-0.0035426i,-0.000635-0.004034i
0.0014967+0.0013325i,0.0019346+0.0016279i,0.0022342+0.0024746i,0.0016256+0.0014921i,0.0016622-0.00049662i,0.00082352-0.0017978i,-0.0018416-0.0022303i,-0.002824-0.002241i,-0.0024532-0.0016976i,-0.0019635-0.0012265i,0.00039524-0.00078587i,0.0028713-0.00018774i,0.0030399+0.00093086i,0.001663+0.0034292i,-0.00012294+0.0034319i,-0.001212+0.0010095i,-0.00091167-0.00047155i,-0.00019381-0.00056776i,0.00013207+0.00059831i,0.00030891+0.0030352i,-0.00022066+0.0047247i,-0.00061567+0.004211i,-0.0015816+0.0026356i
5.2321e-05+0.00055786i,-0.00099521+0.0014999i,0.00040425+0.0021386i,0.00219-0.00014714i,0.00056471-0.0014247i,-0.00080091-0.0020246i,-0.0016698-0.0028058i,-0.0028045-0.0020169i,-0.0030982-0.00046105i,-0.0026527+0.0006659i,-0.0010301+0.0014395i,-0.00041375+0.0014984i,-0.00092991-0.00077031i,-0.00085041-0.002161i,0.0002875-0.00086087i,0.00081156+0.0013792i,3.4824e-05+0.0025235i,-0.00055549+0.0009399i,-0.00079016-0.0011814i,-0.00051116-0.0026485i,0.00030966-0.002857i,0.00084463-0.0021166i,0.00045904-0.0021362i
0.0017452-0.00066737i,0.0010544+0.0012195i,0.0014786+0.0028388i,0.0026796+0.0030916i,0.0013692+0.00015252i,-0.00026652-0.0013499i,-0.00062187-0.00089144i,-0.0017163-0.00038753i,-0.0026636-0.0010716i,-0.002507-0.0017892i,-0.0016031-0.0023178i,-0.0010902-0.0026592i,-0.0018871-0.0023635i,-0.0016374-0.0025113i,-0.00012541-0.0026226i,0.00043255-0.0026351i,-5.8141e-08-0.0019686i,2.8762e-05-0.00065892i,0.00016352+0.00093331i,0.00018977+0.0025666i,-0.00045573+0.0022125i,-0.0016274+0.00083397i,-0.0027972+0.00013578i
0.0017358+0.0013779i,0.00094463+0.0027232i,0.0010287+0.0033825i,0.0016204+0.0026415i,0.00040249-0.00060152i,-0.0012856-0.002456i,-0.0017791-0.0029363i,-0.0025813-0.0024585i,-0.0030455-0.0015226i,-0.0017301-0.0015967i,0.00053197-0.0013216i,0.0023177-0.0015747i,0.0035893-0.0015581i,0.0036247-0.0012083i,0.0032443+6.033e-05i,0.0026337+0.0017794i,0.0019296+0.001475i,0.00080303+0.00034011i,-5.983e-05-0.0010539i,8.6664e-05-0.0017492i,0.00027972-0.0018225i,0.00037103-0.001971i,0.00050036-0.0014638i
-0.0012477+0.00012138i,-0.00059807+0.0019207i,-0.0011755+0.0029622i,-0.0010791+0.0026693i,0.0010358+0.00031946i,0.0010025-0.0015687i,-0.00029365-0.0027054i,-0.0013525-0.003177i,-0.002413-0.0018645i,-0.0025184-8.1508e-05i,-0.0014911+0.00066868i,-0.0007404+0.00088977i,-0.0018595+0.0018148i,-0.0029722+0.0021823i,-0.0029682+0.0012545i,-0.0021948+0.00090624i,-0.0012426+4.155e-05i,-0.0015653-0.00036723i,-0.0018632+0.00045843i,-0.0018079+0.00098547i,-0.0018545+0.0007754i,-0.001935+0.0008958i,-0.0019308+9.5474e-05i
0.0028137+0.0010609i,0.0028848+0.0024389i,0.0028112+0.0015715i,0.001958+0.00028973i,0.0012273-0.0011757i,-0.0010577-0.0019942i,-0.0016129-0.00081057i,-0.0021528-2.6995e-05i,-0.0033997+0.00045383i,-0.0030158+0.00025611i,-0.0024211-0.0010759i,-0.0013548-0.0031492i,0.00024628-0.0045937i,0.0011929-0.0036703i,0.001243-0.0018251i,0.00031863-0.00024796i,-0.00025887+0.00025358i,0.00070376-0.00014228i,0.0013504-0.00026224i,0.0017351-0.00085017i,0.0027953-0.0017092i,0.0024674-0.0013025i,0.00053311-0.00089764i
-0.001394+0.0010942i,-0.00092958+0.0037092i,-3.676e-05+0.0040811i,0.00081991+0.0023252i,0.0017606+0.0013375i,0.00048289-0.00047267i,-0.0016032-0.0016675i,-0.0022029-0.0021006i,-0.0023459-0.002294i,-0.0017315-0.0017641i,0.00012422-0.0015474i,0.0014708-0.0018323i,0.00087984-0.0012131i,0.0003931-0.00011679i,0.00031704+0.00012467i,-1.8626e-05-0.00048455i,0.00029697-0.0005993i,6.4517e-05-9.1923e-05i,-0.00099692-0.00016281i,-0.0014617+0.00017497i,-0.00137+0.00014554i,-0.0013259-0.00068938i,-0.0022257-0.00072526i
-0.0025017-0.0015857i,-0.003843-0.00014133i,-0.0021368+0.0015984i,0.00088261+0.0012994i,0.0021693-0.00037989i,0.0010124-0.0022318i,-0.0010984-0.0029151i,-0.0017363-0.0024316i,-0.0025323-0.0019005i,-0.0023932-0.0013594i,-0.00037475-0.00066141i,0.00038259-0.00015426i,-2.7593e-05+0.00057172i,-0.0006883+0.001596i,-0.00035913+0.0019701i,0.00031762+0.0020539i,-0.00038755+0.0022242i,-0.00034018+0.00084396i,0.00049921-0.0009473i,0.00076823-0.00098696i,0.00078495-0.001031i,0.0008391-0.00080536i,0.00028916+2.0173e-05i
0.0024076+0.00030413i,0.0023036+1.9246e-05i,0.0028588+0.00082278i,0.0025197+0.00070771i,0.0014492-0.0007966i,-0.00056394-0.0022912i,-0.0020077-0.0019623i,-0.0019223+0.00037677i,-0.0018272+0.0005861i,-0.0011372-0.00039077i,-0.00047886-0.0010624i,-0.001061-0.0025103i,-0.0016268-0.0035483i,-0.0014429-0.0032496i,-0.00039889-0.0022905i,0.00070451-0.0016827i,0.00066047-0.0014315i,0.00011231-0.0010522i,-0.00011226-0.0010613i,-0.0010621-0.0011584i,-0.0017246-0.00065818i,-0.0013879-0.00018884i,-0.00060494-0.00051357i
0.0020469+0.0017138i,0.0037089+0.0034976i,0.0042346+0.0054228i,0.0044344+0.003522i,0.0025664+0.00050332i,0.00076996-0.0012455i,-0.00080715-0.0019665i,-0.0027858-0.00081i,-0.0035104-0.00013503i,-0.0020058-0.00031379i,0.00069743-0.0011392i,0.002231-0.0024716i,0.0027018-0.0014868i,0.0026434+0.00086506i,0.0024841+0.0019904i,0.0017806+0.0020893i,0.0010187+0.0015514i,0.0010974+0.0013232i,0.0010844+0.00042353i,0.00041695-0.00064474i,1.4097e-05-0.00073152i,0.00048149+7.8396e-05i,0.0014681+0.00056701i
-0.002204+0.0016538i,-0.0024571+0.0033009i,-0.0024165+0.0046159i,-0.00022831+0.004045i,0.0011995+0.0006902i,0.0009109-0.0021149i,2.2773e-06-0.00355i,-0.0015742-0.0031632i,-0.0021794-0.0014702i,-0.0012476-0.00021031i,0.00060023+0.00041152i,0.00098335+0.00040473i,-0.00082921+0.00017142i,-0.0026741-0.00054507i,-0.0026258-0.00092776i,-0.00054793+1.9515e-05i,3.8223e-05+0.0003991i,-0.0011598-3.5046e-05i,-0.00097449-0.00048132i,-0.00075208-0.00086941i,-0.0012635-0.00060165i,-0.0017184-0.0005946i,-0.0014216-0.00047722i
-0.0018207+4.0998e-05i,-0.0017987+0.00012336i,-0.0014154+0.0013631i,0.00033954+0.0011046i,0.001562-0.0012207i,4.315e-05-0.0026259i,-0.001772-0.0016742i,-0.0027092-0.0010611i,-0.0023407-0.0010154i,-0.0012048+1.4968e-05i,-0.00031954+0.00066921i,-0.0001472+0.00010412i,-0.00036974-0.00078833i,-0.00030795-0.0013077i,-0.00012903-0.00093429i,-0.0001405-0.00055701i,-9.6811e-05+0.00031909i,-0.00041254+0.00039142i,-0.00068333-0.00077235i,-7.1319e-05-0.0012634i,0.00058384-0.000778i,0.00053974-0.0001644i,-0.00031422-6.1075e-05i
-0.00050659+0.0016493i,-8.271e-05+0.00084442i,0.00015837+0.00194i,0.0015199+0.0020227i,0.0031928-1.7027e-05i,0.0020774-0.0022652i,0.00016325-0.0034053i,-0.00169-0.0031303i,-0.0029858-0.0011262i,-0.0017687-0.00031532i,-0.00053101-0.0010487i,0.0003377-0.0022844i,0.00089458-0.0016726i,0.00028673-0.00053452i,-0.00042047+0.0001605i,-9.0144e-05+0.00026676i,0.00082878+0.00029899i,0.0013933-0.00070449i,0.001302-0.0018129i,0.0010412-0.0013479i,0.00043414-0.0016374i,-0.00027286-0.0014902i,-0.00047662-0.00085807i
0.00089057+0.00066353i,0.0016478+0.00041312i,0.0021943+0.00055817i,0.0019559-0.0001408i,0.0022299-0.0024499i,0.0013682-0.0032481i,-0.00027245-0.0022462i,-0.0010263-0.0021485i,-0.0014455-0.0021203i,-0.00064619-0.00080161i,7.5268e-05+0.00027794i,-0.00016887-2.0149e-05i,-0.00093969-1.6567e-05i,-0.0011378+0.00051789i,-0.0015687-3.7064e-05i,-0.0016938-0.00030095i,-0.0012605+0.00061692i,-0.00074684+0.0010163i,-0.00036197+0.00040748i,-0.00020738-0.00045262i,0.0005256-0.00074903i,0.00095061+5.3196e-05i,0.00083592+0.00023251i
-0.00058545+0.0025478i,-0.00032343+0.0050384i,0.0015854+0.0060795i,0.0032847+0.0043565i,0.0029601+0.0018317i,0.0021982-0.0014641i,0.0011591-0.0030763i,-0.00044963-0.0017317i,-0.0020207-0.00040932i,-0.0020194-0.00062637i,-0.00074852-0.0013543i,0.00028895-0.0022161i,0.00044706-0.0028028i,7.3363e-05-0.001937i,-0.00035943-0.0015108i,-3.9574e-05-0.0019078i,0.0005926-0.0014816i,0.00083579-0.001066i,0.0010265-0.00070499i,0.0012939-0.00022669i,0.00072243-0.00080781i,6.3622e-05-0.0011222i,-0.0010166-0.00010138i
-0.0012036+6.6258e-06i,-0.0024027+0.0012436i,-0.0022816+0.0027469i,0.00064718+0.0027123i,0.0018344+0.00028624i,0.00054375-0.0015659i,-0.00048571-0.0018158i,-0.00080129-0.0010576i,-0.0015293-5.1943e-05i,-0.0021372-0.00047484i,-0.0016827-0.0016399i,-0.00092353-0.0024375i,-0.00055944-0.0027488i,-0.00023123-0.0012328i,5.9247e-05-0.00034068i,0.00041764-0.00014778i,8.9625e-05-2.3393e-06i,-0.00074932-3.2883e-05i,-0.00065444-1.797e-05i,-0.00052888-8.0005e-06i,-0.0008762-0.00021132i,-0.00053663-0.00063793i,-0.00025143-0.00075308i
-3.2283e-05+0.0014734i,-0.00011938+0.001127i,0.00047396+0.0019481i,0.0020398+0.0027755i,0.0025745+0.00097577i,0.0010215-0.0021905i,-0.0012184-0.0029209i,-0.0026552-0.0019562i,-0.0017571-0.0016711i,-0.0002156-0.00073124i,0.00084322-0.00038094i,0.001103-0.00092619i,2.1955e-05-0.00093816i,-0.00086139-0.00050987i,-0.0016512-0.00084791i,-0.00064325-0.0012913i,0.00069323-0.00077383i,0.0018247-0.00022979i,0.0022712+0.00020163i,0.00064101-0.00070541i,-0.00062594-0.0013871i,-0.00014609-0.0011142i,0.00044467-0.00047699i
-0.00061511+0.0018116i,0.0021609+0.0013289i,0.0037381+0.0024861i,0.0038977+0.0015932i,0.0034426-0.0019503i,0.0013975-0.0050458i,-0.0011513-0.0048383i,-0.0025553-0.0027055i,-0.0023271-0.0013707i,-0.00096695-0.0011426i,-2.2096e-06-0.0010919i,0.00013203-0.0018173i,-0.00055952-0.0022652i,-0.00070955-0.001515i,0.00024231-0.00078691i,0.00018464-0.00093604i,-0.00065505-3.7985e-05i,-0.00074589+0.00054548i,-0.00090333-0.00044196i,-0.0010978-0.001216i,-0.001249-0.0016825i,-0.00092397-0.0011404i,-0.00033159+8.9053e-05i
0.0001242+0.0021893i,0.0004731+0.0032867i,0.0019245+0.0045279i,0.0039004+0.0031764i,0.00313+9.7698e-05i,0.001767-0.0023043i,0.00036055-0.0023352i,-0.0012061-0.0015533i,-0.0019114-0.0015551i,-0.0013509-0.0014347i,-0.00024033-0.0010981i,0.000214-0.0013868i,0.00044733-0.0016416i,0.00045846-9.0115e-05i,0.00023931+0.0010834i,0.00015103+0.00093049i,0.00028722+0.00056696i,0.0012951+0.00039274i,0.0017991+0.00026481i,0.0016728-0.000303i,0.0013329-0.00097863i,9.2885e-05-0.0015744i,-0.00066583-0.0014435i
6.8401e-05+0.0015645i,-0.00044854+0.0033256i,0.00014677+0.0047948i,0.0019646+0.0031621i,0.0026385-0.0002984i,0.00033014-0.002406i,-0.0018042-0.0021172i,-0.0022844-0.0015385i,-0.0022633-0.0014564i,-0.0014081-0.001295i,-0.00042344-0.0014207i,0.0002115-0.0013457i,8.7096e-06-0.00018215i,-0.00095837+0.00081307i,-0.0012306+0.00087913i,-0.00080269+0.00023699i,-0.0011282-0.00027062i,-0.0016807+0.00015067i,-0.0013027-0.0001175i,-0.0010755-0.00053782i,-0.00060135+0.00024111i,-4.0266e-05+0.00070984i,-0.00037592-0.00028277i
-0.00038108+0.001504i,-0.00099036+0.0014565i,-0.0004595+0.0025826i,-0.0001811+0.0016617i,-0.00012503-0.0017367i,-0.00093301-0.0031504i,-0.0018983-0.0023415i,-0.0019417-0.0019367i,-0.0021072-0.0016167i,-0.0018547-0.0011532i,-0.00063429-0.00087611i,0.00020709-0.0015124i,-0.00036717-0.0020327i,-0.0012123-0.0019932i,-0.00073635-0.0018376i,-0.00039329-0.00041239i,-0.00051245+0.00094407i,0.00040411+0.0014886i,0.00031309+0.0013043i,5.1707e-05+0.00062467i,0.00059425-0.00012726i,1.6116e-05-0.001172i,-0.0005199-0.0016121i
-0.00010901+0.00021369i,0.001559+0.0005997i,0.0033595+0.00096361i,0.0035042+0.00039078i,0.0032329-0.0010974i,0.0017013-0.0018651i,-0.00021617-0.0022812i,-0.0011435-0.0027092i,-0.0016938-0.0019249i,-0.001704-0.00064617i,-0.0014332+0.00014757i,-0.0014409-0.0012543i,-0.0011161-0.0028118i,0.00075029-0.0011724i,0.0013378+0.00064763i,0.00040296+7.5634e-06i,2.66e-05-0.0010416i,-0.00019716-0.0010922i,-0.00036009-0.00051466i,-0.00018874-0.00055727i,-0.00030128-0.00045484i,-0.0010027-0.00051591i,-0.00072141-0.00078915i
