-0.000202-0.00059837i,-0.00092255+0.00042098i,-0.0016388-0.00012823i,-0.00063008-0.00094706i,0.00037023-0.0010846i,0.00055015-0.00045494i,0.00057994+0.00026212i,0.00087231-6.1913e-05i,0.0016921-0.00048469i,0.001672-0.00034194i,0.00063958-0.00037293i,0.00042726-0.0012672i,0.0008323-0.0016668i,0.0003869-0.0010092i,-0.00038338-1.0094e-06i,-0.00063907+0.0010412i,-6.5037e-05+0.00099574i,0.00029204+0.00065373i,-0.00029685+1.3683e-05i,-0.0003473-0.00080858i,0.00047401-0.00052103i,0.00059869-0.00072903i,-0.00036311-0.00060791i
0.0012225+0.0040206i,0.00027171+0.0047568i,0.0015776+0.0049911i,0.0034348+0.0023847i,0.0030016-0.00077431i,0.00026239-0.0023673i,-0.0015289-0.0024536i,-0.0016218-0.0016298i,-0.0018304-0.0006396i,-0.0011278-0.00086902i,0.0001275-0.0021599i,0.00052614-0.0025992i,0.00028017-0.0017597i,5.4055e-05-0.00017935i,0.00051202+0.00027979i,0.00049255+0.00013822i,4.1472e-05+0.00051714i,0.00033796+0.0013083i,-4.2631e-05+0.0015258i,-0.00077659+0.00060803i,0.00010913+5.0698e-05i,0.00084188+0.00010837i,0.00015525+6.7237e-05i
-0.0032231+0.0017179i,-0.0018963+0.0022662i,-0.00034417+0.003736i,0.0010548+0.0036745i,0.0027241+0.0011635i,0.0030002-0.0020831i,0.0005119-0.0026536i,-0.0015021-0.0013115i,-0.0023399-0.00010165i,-0.0017383-9.3463e-06i,-0.00078266-0.00031979i,-0.00014616-0.00077638i,5.5065e-05-0.0012248i,0.00022994-0.0011222i,1.9603e-05-0.00032165i,7.8662e-05+0.00017702i,0.00029188-0.00043598i,0.0006438-0.001179i,0.00057022-0.001486i,5.4558e-05-0.0015731i,-0.00073452-0.0012208i,-0.00099887-0.00029195i,-0.00050478+0.00016558i
0.0008927-0.0016618i,0.0011867-0.0008777i,0.0014461+0.0012595i,0.0025356+0.0013704i,0.0026454-0.00011842i,0.001346-0.00081069i,0.00027067-0.0010111i,-0.00046761-0.00086148i,-0.001002-0.00063986i,-0.0014867-0.0005423i,-0.0014874-0.00051435i,-0.00064872-0.00078836i,0.00058576-0.00084034i,0.0014365-0.00010839i,0.001208+0.00076138i,0.00023269+0.00067529i,-6.5947e-05+0.0016767i,3.4658e-06+0.0019975i,-0.00026236+0.00044689i,0.00018197-0.00020918i,0.00078871+0.00021108i,0.00092521-0.00044703i,0.00055562-0.00075683i
0.00090731+0.0012949i,0.0010086+0.0030237i,0.0011277+0.0052578i,0.0021535+0.0040965i,0.0017758+0.0010993i,0.00097943-0.0015313i,-0.00038733-0.0019466i,-0.0021578-0.00096633i,-0.0024307-0.00075729i,-0.0013312-0.00043889i,0.00020376-0.00045337i,0.00095372-0.0011342i,0.00056501-0.00063613i,3.4849e-05+0.00049647i,0.00010929+0.00077856i,0.00069553+0.00028472i,0.0014271+0.00035272i,0.0017922+0.00033054i,0.0011478+0.00013358i,-9.7643e-05-0.00050961i,-0.00011665-0.0013268i,0.00016796-0.0013059i,-0.00021155-0.00081433i
-0.0018887-2.3096e-05i,-0.0022118+0.0010339i,-0.0013909+0.0017632i,0.00031893+0.001473i,0.00096374-0.00086572i,0.00082736-0.0028188i,-0.00045912-0.0030942i,-0.0024574-0.0023738i,-0.0031162-0.00092984i,-0.0022359+0.00055668i,-0.0013434+0.0005408i,-0.00055198-0.00058584i,-0.00013644-0.0011351i,0.00031048-0.0010613i,0.00087029-0.00091851i,0.00042073-0.00056687i,-0.00050072+9.7907e-05i,-0.00088338+0.00080702i,-4.6288e-05+0.00091225i,0.0002804+0.0010596i,-0.00017439+0.00056036i,0.00012689-0.00057049i,-1.3436e-05+1.7393e-07i
9.9991e-05-0.00077808i,0.00012517-0.00033233i,0.00042359-5.1591e-05i,0.00096304+0.00056436i,0.0019327+0.00050811i,0.00086591-7.2322e-05i,-0.00083873-0.00018605i,-0.0021187-0.0001891i,-0.0026672-0.00052728i,-0.0022395-0.00072279i,-0.0011469-0.00082398i,-0.00016044-0.00082994i,-0.00024332-0.00034394i,-0.00046184+0.00061887i,-0.00089381+0.0017514i,-0.0011067+0.0016522i,-5.5819e-05+0.00027744i,0.00087379-0.00099565i,0.00044777-0.0006909i,-0.0010105-0.00031681i,-0.0010129-0.00047723i,-0.0009458+0.00018026i,-0.001088+0.00027268i
0.0024053+0.0010717i,0.0031454+0.0021914i,0.0040839+0.0031894i,0.0036763+0.0017815i,0.0019387-0.0010254i,-6.2315e-06-0.0032369i,-0.0010602-0.0029102i,-0.0019874-0.0018595i,-0.0024889-0.0013482i,-0.0021852-0.00087216i,-0.00075234-0.00057431i,0.00066779-0.00097158i,0.00065786-0.0011103i,0.00012834-0.001026i,0.00012695-0.0016581i,-0.0001358-0.0016441i,-0.0010237-0.00084179i,-0.0010393-0.00026547i,-0.00052418+0.00069606i,5.9965e-05+0.00065801i,0.00064155-0.00022907i,0.00041156+0.00068156i,0.00057859+0.000903i
-0.00066431-0.00048533i,-0.001619+0.0010311i,-0.0019399+0.0037456i,-0.0001862+0.004411i,0.0014299+0.0022117i,0.0019711-0.00030403i,0.00068315-0.0016663i,-0.001489-0.001988i,-0.0023413-0.0020943i,-0.00079213-0.001767i,0.0011358-0.0011296i,0.0017513-0.00081679i,0.00092731-0.0015096i,-0.00014969-0.0015381i,-0.00029534-0.00091023i,-0.00023131-0.00013432i,2.1549e-05+0.0002426i,0.00048256-0.00014833i,-8.4493e-05-0.00045817i,-0.00061565-0.0007735i,-2.5995e-05-0.0002986i,-0.00017799+0.00024141i,-0.0016017-2.8407e-05i
-0.00095707-0.00050188i,0.00048434+0.00039074i,0.001003+0.0014572i,0.001456+0.0013611i,0.0016198+0.00043935i,0.0012899-0.0012365i,1.718e-05-0.0027513i,-0.0010546-0.0021909i,-0.0017863-0.00082707i,-0.0016874+0.00033892i,-5.6003e-05+0.00081799i,0.0010785-0.00081002i,0.0016334-0.0011642i,0.0017844-0.00027417i,0.0010374-0.00045765i,0.00025097-0.00070312i,-0.00016766-9.8469e-06i,-0.00067332-6.6066e-05i,-0.00033624-0.00080964i,-0.00038904-0.00038655i,-0.00077428+0.00029325i,-0.00099157+0.00016263i,-0.0008856-0.00024808i
-0.0012375-0.00027154i,-0.00047514+0.0019336i,-6.8398e-05+0.0030857i,0.00037735+0.0020666i,0.00049556+0.00047815i,-1.962e-05-0.00053811i,-0.00019472-0.0013009i,-0.00079256-0.0014166i,-0.0013519-0.0011767i,-0.0010875-0.00026997i,7.7906e-05-0.00024829i,0.00073215-0.0012832i,-2.664e-05-0.0015837i,-0.00049264-0.00089814i,-0.00022205-7.0386e-05i,-9.3437e-05+0.00028267i,-0.00013844+0.0011192i,-0.0001413+0.0015465i,0.00040268+0.00087144i,0.00097511-0.0001845i,0.00022467-0.0010911i,-0.0002855-0.00083103i,-0.00012787-0.00021681i
-0.0023641-0.0018949i,-0.0026997-0.00089242i,-0.0021154+0.0014342i,-0.00030993+0.0016837i,0.0020226-5.4411e-05i,0.0027695-0.0014489i,0.00082637-0.0011827i,-0.0013834-0.00062669i,-0.0022218-0.0010752i,-0.0018851-0.00062095i,-0.00060064+0.00019555i,0.00051869-0.00016592i,0.00045412-0.00041675i,0.00032701-0.00022764i,0.0013567-0.00032847i,0.0018141-0.0010769i,0.001397-0.0012336i,0.00063081-0.00086989i,-3.6631e-05-0.00047136i,-0.00032565-0.00046407i,-0.00013495-0.00028784i,-0.0007719+7.6467e-05i,-0.00064825-0.00011458i
0.00038093+0.002214i,0.0012888+0.0016748i,0.0021741+0.0017072i,0.0029627+0.0014238i,0.0024966-0.00011795i,0.00026996-0.0017686i,-0.0010421-0.0025614i,-0.0016287-0.0018692i,-0.0020381-0.0015865i,-0.0013451-0.0015914i,-0.00044144-0.0010157i,0.00020098-0.0010871i,0.0002765-0.00052136i,-0.00029738+0.0010181i,-0.0011695+0.0017529i,-0.0013753+0.00082048i,-0.0012585+0.00037106i,-0.00044229+0.00028305i,0.00082876-0.00052347i,0.00094409-0.0016925i,0.00028581-0.0018864i,-0.00015515-0.0015996i,-0.0005905-0.0012562i
-0.00022825+0.00057861i,0.0014795+0.0024148i,0.00091482+0.0035574i,0.00099418+0.0033071i,0.0014916+0.00088187i,0.0011986-0.00061693i,0.00016808-0.00046129i,-0.0017379-0.00060155i,-0.0023071-0.00084485i,-0.0013688-0.00079057i,-0.00076882-0.0012053i,-0.00066897-0.0017462i,-0.00066453-0.0014845i,-0.00016282-0.0008534i,-1.0912e-05-0.0006177i,0.00024092+0.00017177i,-0.00016579+0.0011173i,-0.00086794+0.00051685i,-0.00065564-0.00014799i,-0.00080682-0.00011845i,-0.00014123-1.603e-05i,0.00052657+0.00047857i,-0.0002014+0.00016151i
-0.0027643+0.00010506i,-0.0020679+0.0024759i,-0.00078199+0.0036325i,0.0013375+0.0029591i,0.001841+0.001099i,0.0017241-0.00086309i,0.00046484-0.0018571i,-0.001447-0.0018467i,-0.0023955-0.0014266i,-0.0014493-0.0009129i,0.00020682-0.00080612i,0.00059344-0.0012427i,-0.00045695-0.001856i,-0.00038237-0.0021785i,-0.0005611-0.0017256i,-0.0015077-0.00090643i,-0.0018462+4.3004e-05i,-0.00137+0.00057108i,-0.00020933+0.00041878i,0.00028359-0.00012917i,1.7855e-05-0.00065857i,-0.00087775-0.0008969i,-0.0010039-0.00063332i
-0.00083616+0.0018206i,-0.0018342+0.0018206i,-0.001666+0.0026135i,0.00054619+0.0023683i,0.0021882+0.00064502i,0.0014222-0.00085508i,-0.00067416-0.0014849i,-0.0027979-0.0014063i,-0.0040098-0.00082844i,-0.0032339-0.00034335i,-0.0015867-0.00049425i,0.00029354-0.0011149i,0.00069453-0.0010592i,1.1258e-05-0.00096021i,0.00030995-0.00062104i,0.00042744+0.00059144i,0.00033818+0.0011705i,3.4101e-05-1.0064e-05i,-0.00020876-0.00075864i,0.00035281-0.0012166i,3.8354e-05-0.0013573i,-0.00061714-0.00062817i,-0.00081323-2.8574e-05i
0.00023428-0.0014258i,-0.00066611-0.00083104i,-0.00055236-0.00034487i,0.00066765+0.00041437i,0.0015418-0.00047117i,0.00059835-0.0021269i,-0.00089669-0.0017378i,-0.0010233-0.001174i,-0.0010705-0.0016574i,-0.00085198-0.0022557i,-6.8501e-05-0.0018514i,0.00020727-0.0011857i,-0.00019674-0.00070891i,-0.00029143-0.00071442i,3.8125e-06-0.00090488i,2.9257e-05-0.00028447i,0.00064696+0.00021106i,0.00067952+0.00058373i,9.8694e-05+0.00041168i,0.00058361-0.00037146i,0.00091196-0.00042558i,4.0268e-05-0.00036432i,-0.00060943+0.00014284i
0.00017701+0.0019202i,0.0017666+0.0026098i,0.0021798+0.0036041i,0.0028952+0.0027604i,0.0031616+0.00071101i,0.001492-0.0011935i,-0.00029416-0.0022358i,-0.00081481-0.0015871i,-0.00075064-0.00080421i,-0.00020589-0.00072249i,0.00054228-0.00087206i,0.00037076-0.00093122i,0.00014405-0.0013951i,0.00021303-0.0004802i,0.00017417+0.0010148i,0.00022763+0.0014993i,0.00076526+0.00098478i,0.00072295+0.00077349i,-0.00018741+0.00096307i,-0.00098776+0.00069732i,-0.0006648-8.701e-06i,-2.3101e-05-0.00034896i,0.00021265-4.024e-05i
0.00048492+0.0025087i,0.00086339+0.0047578i,0.00069144+0.0050161i,0.00056849+0.0030233i,0.00093432-0.00025395i,0.0010868-0.0012548i,0.00015099-0.00097416i,-0.0012687-0.0008664i,-0.0017675+0.0001155i,-0.00067344-0.00021782i,0.00063213-0.00063365i,0.0014715+7.4544e-05i,0.001565+0.00019117i,0.00076752-6.6647e-06i,0.00022686-0.00045247i,0.00045986-0.00068681i,0.00090883+0.00026251i,0.00041599+0.001136i,-0.00021491+0.00049555i,-0.00058172+5.7667e-05i,-0.00087821+0.00013185i,-0.00064551+0.00030604i,-0.00065575-0.00019568i
-0.0016669+0.00058777i,-0.0018479+0.0013928i,-0.0012391+0.0024591i,0.00055623+0.0019414i,0.000868-0.00036941i,-0.0013006-0.0013366i,-0.0023028-0.0009614i,-0.0028138-0.0015594i,-0.0031804-0.0019207i,-0.0021746-0.0014475i,-0.00074079-0.00054863i,-0.00047217-0.00020679i,-0.00097913-0.00035409i,-0.00066201-0.00019307i,-2.812e-05-0.00016917i,-0.00027082-2.2669e-05i,-0.00017976+0.00038127i,0.00026382+0.00012496i,0.00066982-0.00057841i,0.00060514-0.0008368i,-5.9075e-05-0.00072i,0.00024013-0.00022808i,0.00020642+0.00029024i
2.4063e-05+8.1686e-05i,-0.00024651-0.00068713i,0.0010051-0.00039581i,0.001956-7.5281e-05i,0.0022635-0.00054442i,0.0016176-0.0017576i,-0.000333-0.0022767i,-0.0019656-0.0018542i,-0.0018462-0.0017861i,-0.0011397-0.0010432i,-0.00072102-0.00036063i,-2.632e-06-0.00077618i,7.8593e-05-0.0011072i,0.00046664-0.0010888i,0.00040034-0.00053338i,0.0001454-0.00052595i,0.00014392-0.00043726i,-0.00028169+0.00011785i,-0.00018203+0.00049515i,-0.00066595+0.00045382i,-0.00063166+0.00025178i,-0.00046532-5.8859e-06i,0.00030997-0.00026585i
-0.0013851+0.0038394i,-0.0016688+0.0040668i,0.00020623+0.0047683i,0.0024809+0.0032503i,0.0032496-0.00019091i,0.0022234-0.0030881i,-0.00013027-0.003252i,-0.0014748-0.0014663i,-0.0021829-0.0001511i,-0.0011617-8.2765e-05i,0.00054434-0.00038289i,0.0013151-0.0014047i,0.00067822-0.0016996i,-0.00059749-0.00085377i,-0.0012952-0.00026146i,-0.0010777+0.00014075i,-0.0002644+0.00015986i,0.00059672-1.801e-05i,0.0003091+6.0189e-06i,-0.00023399-0.0004382i,-0.00053894-0.00070861i,-0.00064343-0.0003002i,-0.0010847+0.00050648i
-0.0042738+2.9325e-05i,-0.0032809+0.00084599i,-0.0019891+0.0025271i,-5.7061e-05+0.002974i,0.0015081+0.0011402i,0.0013931-0.00085269i,0.0001686-0.0011996i,-0.0010013-0.0012781i,-0.0016447-0.00094824i,-0.0016974+0.00035097i,-0.00074841+0.00030707i,-0.00012651-0.00066864i,-0.00041604-0.0010179i,-0.00063586-0.001386i,-0.00040421-0.0012739i,0.00053827-0.0008879i,0.00063867-0.00075758i,0.00046176-0.00053414i,0.00026434-0.00067525i,-0.00047231-0.0006304i,-0.00073874-0.00049418i,-0.00053643-0.00010989i,0.00023298+0.00024587i
4.8651e-05-0.0011705i,-9.414e-05+0.00014719i,-8.5125e-05+0.0013902i,0.00044199+0.0011262i,0.00091651-0.00023871i,0.00018288-0.00070772i,-0.0013366-0.00045516i,-0.0021432-0.0012792i,-0.0020209-0.0015964i,-0.0012904-0.00084019i,-0.00015682-0.001031i,0.00058418-0.0017853i,0.00098061-0.0010554i,-1.9943e-05-0.00045211i,-0.00085682-0.0001971i,-0.00060012+5.9627e-05i,0.00011674-0.00012238i,0.00017029-0.00066508i,-0.0006242-0.0008617i,-0.00094668-0.00036362i,-0.00098502-0.00084152i,-0.0004169-0.001189i,0.0001208-0.00045149i
0.00042784-0.0014357i,0.002163+0.0002153i,0.0013766+0.00062532i,0.00057196+0.0002068i,0.0011213-0.00045671i,0.00068497-0.0018036i,-0.00070838-0.0024758i,-0.00213-0.0017367i,-0.0023805-0.001141i,-0.0015872-0.00042437i,-0.00063686+7.2876e-05i,0.00022726-0.00046924i,0.00045594-0.0011393i,0.00024692-0.0015893i,0.00016479-0.0017239i,0.00024532-0.00039727i,-0.00042937+0.00070066i,-0.0012674+0.00073381i,-0.00081559+0.00034274i,-0.00010292-0.00030442i,-7.7661e-05-0.00061174i,-0.00030846-0.00074414i,1.7295e-05-0.00016607i
0.00023836+0.0015149i,0.00028152+0.0027991i,0.00072944+0.0019048i,0.0021863+0.0010152i,0.0026249+0.00059655i,0.0017466-0.0011798i,0.00097603-0.0014083i,0.00032326-0.00034517i,-0.0003621-0.00067447i,2.1888e-05-0.0016798i,0.0010069-0.0017398i,0.0015248-0.0018277i,0.0017061-0.0023331i,0.0016523-0.00080404i,0.0005067+0.00031632i,-0.00020952-0.00025366i,-0.00012936-0.00048991i,-0.00031497+0.00058625i,-0.0004211+0.00090337i,-0.00012734+0.00024012i,0.00025807+0.00045152i,0.00032379-2.0432e-05i,6.8558e-05-0.00080593i
-0.00070154+0.000498i,-0.0011248+0.0020566i,-0.00038746+0.0034701i,0.0005876+0.0033189i,0.0010358+0.0025053i,0.00065075+0.00056762i,6.635e-05-0.00083312i,-0.0017819-0.0013514i,-0.0034334-0.0012424i,-0.0021188-0.00089629i,-1.5738e-05-8.2165e-05i,6.2664e-05+0.00044291i,-0.00065845+2.414e-05i,-0.00051458-0.00020293i,0.00052826-0.00037859i,0.00087267-0.00013428i,0.0001428+0.00055405i,-0.00011109+0.0003486i,-3.2057e-05-0.00011863i,0.00017067-0.00051858i,0.000206-0.00086849i,0.00013755-0.001264i,0.00066997-0.0013157i
-0.00054447-0.00086644i,-0.0010615+0.00081656i,-0.00056084+0.0016249i,-0.00061788+0.0001393i,-0.0004614-0.0021223i,-0.00081819-0.002711i,-0.0014862-0.0017842i,-0.0014731-0.0012361i,-0.00097862-0.0011638i,-0.00037829-0.0012883i,0.00012024-0.0012416i,0.0012612-0.00094051i,0.0014737-0.0010305i,0.00075842-0.00072359i,0.00013185-0.00029596i,-0.00027642-0.00057869i,-0.00029306-0.00039492i,-3.1265e-05-2.4049e-05i,7.3573e-05-0.00045638i,-0.00041729-0.0010825i,2.848e-05-0.00067665i,6.8333e-05-0.00012298i,-0.00034542-0.00032693i
0.0015053+0.00069036i,0.00065195+0.0014221i,0.000815+0.0022044i,0.0018998+0.0022219i,0.0023402+0.00028295i,0.0013994-0.0010861i,5.2737e-08-0.0013613i,-0.0008285-0.0012019i,-0.0011006-0.0011669i,-0.00086726-0.0008218i,-0.00037614-4.5205e-05i,0.00026583-0.0004262i,0.00036282-0.0010327i,0.00021282-0.00078751i,0.00023929-8.2017e-05i,5.7909e-05+0.00033868i,-0.00016489+0.00065093i,-0.00051149+0.00051189i,-0.00066718-8.8516e-05i,-0.00091007-0.00026726i,-0.00085897-0.00016661i,-0.00013669-0.00012276i,0.00045182-0.00058008i
-0.00097913+0.0012883i,0.0012348+0.0024592i,0.00074962+0.0031432i,0.00039269+0.0024501i,0.0022415+0.00037755i,0.0026388-0.0005798i,0.00095253-0.0014077i,-0.00087875-0.0016636i,-0.0019238-0.00086604i,-0.0014877-8.9672e-05i,-0.00048683-0.00037356i,0.00020154-0.00050044i,0.00028578+0.00025281i,5.4896e-05+3.6811e-05i,-0.00039486-0.00042125i,5.2642e-05-0.00016573i,0.00054521-0.00023507i,0.00054606-0.0006102i,-1.3356e-05-0.00017576i,-0.00024957-2.8615e-05i,-0.00011324-0.00058547i,-0.00053212-0.00067154i,-0.00056282-0.00016179i
-0.0022326+0.001478i,-0.0010826+0.0041275i,6.8076e-05+0.004871i,0.00047093+0.0029599i,0.00052907+0.00010747i,0.00063322-0.0018938i,-0.0001026-0.0019498i,-0.00082173-0.0023515i,-0.0012093-0.0018815i,-0.0018511-0.00044888i,-0.0017407-0.00029614i,-0.0006035-0.00031104i,-9.4161e-05-0.00028896i,-0.00016535-0.00031773i,0.00025309+4.9621e-05i,0.00025715+0.00055769i,-2.8909e-05+0.0008445i,0.0003253+0.00059301i,0.00015517+0.00051064i,-0.00023589-0.00021211i,-9.5369e-05-0.00068173i,-0.00034243-0.00018233i,-0.00072979+0.00073924i
-0.0013775-0.00021306i,-0.0020724+0.0004053i,-0.0019076+0.0029601i,4.2109e-05+0.0027789i,0.0024127+0.001527i,0.002223+0.00058946i,-4.4641e-05-0.00099688i,-0.0015938-0.0011661i,-0.0015584-0.00036098i,-0.00050011-0.00045447i,0.00028804-0.00093251i,0.00059465-0.0016126i,0.00067172-0.0012152i,0.00027741-0.00056895i,0.00047984-0.00041769i,0.0006216-0.00011997i,0.00044669+0.00072457i,-0.00019344+0.0012354i,-0.00038993+0.00098597i,0.00021997+0.0003714i,0.00043951-0.0005972i,0.00019224-0.00091651i,-0.00084001-0.00084497i
-0.0004393-3.7026e-05i,9.3614e-05+3.1404e-05i,0.00066492+0.0019818i,0.0010748+0.002338i,0.0013811+0.00028498i,0.00085293-0.0014479i,-0.00010687-0.0024919i,-0.00082737-0.0023879i,-0.0014762-0.0014138i,-0.0015893-0.00064195i,-0.00046491-0.00081557i,0.00025839-0.0010779i,6.9122e-05-0.00064994i,-0.00053085-1.2301e-05i,-0.00024882+0.00072238i,-0.00017054+0.00089564i,-0.00010973+0.00030753i,0.0001927-0.00035603i,0.00027513-0.0006133i,0.00095437-0.00066443i,0.0010612-0.00071112i,0.00024409-0.0006051i,0.00019759-0.00045614i
-0.0007446-0.00036669i,0.00067035+0.0016485i,0.00028582+0.0028403i,0.00041053+0.0026491i,0.0009151+0.0014418i,0.002041+2.4404e-05i,0.0015029-0.0014964i,-0.00076968-0.0020132i,-0.0022063-0.0012814i,-0.0016163-0.00064237i,-0.00045183-0.0004252i,0.00043634-0.00060772i,0.00067404-0.0011193i,0.0009727-0.000789i,3.9253e-05-0.00031533i,-0.00083654-0.00027291i,4.6645e-06+2.0032e-05i,0.0004316-9.5165e-06i,0.00049266-0.00059414i,0.00052342-0.0011566i,0.00034009-0.0011176i,0.00031783-0.00098432i,0.00032156-0.0013819i
-0.00020333+0.00032596i,0.0004498+0.0028923i,0.0011383+0.0030151i,0.0013741+0.0021124i,0.0011359+5.3696e-05i,0.00099392-0.00087846i,0.00041734-0.00071759i,-0.0005754-0.00097747i,-0.0016372-0.00060613i,-0.001094-0.00023064i,1.4603e-05-0.00025438i,0.00040722-0.000532i,0.00021431-0.0010917i,0.00032342-0.0006582i,0.00068378-0.00013566i,0.00036764-0.00069471i,-0.00031859-0.00083748i,-0.00059728-0.00024112i,-0.00040338+0.00020955i,-0.00028196+0.00043115i,-0.00016847+0.0004369i,0.00014618+0.00085088i,-0.00025222+0.00057014i
-0.0013232-0.0011082i,-0.0026002-0.00010268i,-0.002543+0.0016668i,-0.00090254+0.003287i,0.00095404+0.0032036i,0.0016491+0.0014628i,0.00046808-0.00059054i,-0.0015063-0.0013032i,-0.001956-0.0014584i,-0.0011327-0.001028i,0.00010811-0.00093302i,0.00049789-0.00090056i,0.00064909-0.00083263i,0.00085143-0.00084154i,0.00044859-0.00026854i,0.00014167-0.00065021i,0.00031631-0.0005369i,0.00041177-7.661e-05i,0.00019679-5.4762e-05i,-0.00026371-0.00048814i,0.00021025+0.00028371i,0.0010593+0.00065866i,0.0011446-0.00050174i
0.00055783+0.00028228i,0.0010732-0.00025145i,0.0015484+0.00085508i,0.0019169+0.001764i,0.0017776+0.0002551i,0.00085712-0.0019867i,-0.00081135-0.001899i,-0.0010036-0.0013493i,-0.0011046-0.0015793i,-0.0017489-0.0015159i,-0.00085485-0.0011983i,0.00043635-0.00080513i,0.00025448-0.00012521i,-0.00041105+0.00091134i,-0.00048675+0.00092126i,0.00010498+0.00062466i,0.00030153+0.00057018i,0.0003397-8.1629e-05i,0.00055286-0.00062546i,0.00061098-0.00032591i,0.00060246+0.00011068i,0.00039609+0.00029896i,0.0006786+4.1913e-05i
-0.00062651+0.0027609i,0.00061255+0.0036441i,0.0021934+0.0047452i,0.0022719+0.00319i,0.0020024+0.00034782i,0.0012634-0.0012006i,-8.1436e-05-0.0016191i,-0.0010757-0.0017168i,-0.0013547-0.001345i,-0.0010497-0.0010097i,-0.00037029-0.00096333i,-1.0886e-05-0.00039439i,-0.00023736+2.9548e-05i,-0.00078056-0.00010672i,8.2665e-05+7.6213e-05i,0.00087616+0.00066961i,0.00036321+0.0011001i,-5.6166e-05+0.00018354i,0.00044742-0.00082622i,0.00057018-0.00068248i,0.00032547+6.0851e-05i,0.00021818+0.00041649i,-0.00017649+2.0709e-05i
-0.001819+0.0022824i,-0.0020096+0.0032804i,0.00013496+0.003524i,0.0020364+0.0025082i,0.0025904+0.001786i,0.0016819+0.00044622i,0.00049646-0.00038625i,-0.00071534-0.00072327i,-0.0014851-0.0013541i,-0.0010778-0.0010893i,-0.00049242-0.00075945i,0.00016833-0.00019104i,0.00017727-1.3684e-05i,0.00030237-0.00031166i,0.00015281-0.00024599i,-0.00015285-0.00026295i,-0.00074085-0.00025865i,-0.00074911-0.00016925i,-0.00024314-0.00018704i,-0.00073994-0.00073575i,-0.00057471-0.0011665i,0.00034419-0.00093758i,0.00031101-0.00058037i
-0.0010683+0.00049536i,-0.0016453+0.0014349i,-0.0012668+0.0024254i,0.00073237+0.001637i,0.0018417+0.00057667i,0.0015029-0.00043538i,0.00024141-0.001302i,-0.0011531-0.0015587i,-0.0012772-0.0012954i,-0.00073648-0.00045326i,-0.00045976+0.00027386i,0.00028208-0.0003086i,0.00082558-0.00081364i,0.00086535-0.0010898i,6.6672e-06-0.0011697i,-0.00034946-3.04e-05i,-0.00042227+0.0008463i,-0.00047066+0.00040534i,-0.00013298+8.08e-05i,0.00067361+9.2891e-05i,0.00078815-0.00030665i,7.6009e-06-0.00082254i,-0.00018758-0.00098674i
0.001068+0.00045398i,9.9943e-05+0.00010468i,-0.00043995-0.00069025i,0.00068904+0.00015613i,0.001745-0.00050896i,0.00096534-0.0018531i,-0.000169-0.0017473i,-0.00036039-0.0016224i,-0.00031317-0.0014515i,-0.00054994-0.00073186i,0.0001596-0.00032646i,0.00099055-0.00092856i,0.00023953-0.0013293i,-0.00050104-0.00083903i,-0.00021828+0.00028899i,-0.00020705+0.00072707i,0.0005208+8.3948e-05i,0.0009434+0.00021473i,0.00039481+0.0010883i,2.0593e-05+0.00051263i,0.00090601-0.00015168i,0.0010617+0.00030899i,0.00034945+0.00018569i
-0.00020566+0.00081432i,0.00064009+0.0024605i,0.00095786+0.0034192i,0.0008272+0.0020814i,0.0011915-0.00021694i,0.00084515-0.0020853i,-0.00039717-0.0026191i,-0.0014011-0.0019043i,-0.0021517-0.00041492i,-0.0015052+0.00019838i,0.00017454-0.00031177i,0.00062849-0.00067714i,0.00012797-0.00088156i,8.5626e-05-0.00049084i,0.00024889-0.00034036i,0.00023381-0.00065127i,0.00011181-0.00080341i,-0.0001725-0.0010924i,-0.00024896-0.00057465i,-0.00022304-0.00015278i,6.282e-06-0.00048048i,2.5112e-05-0.00040222i,-2.4464e-05-0.00030748i
-0.0012422+0.00030233i,-0.0020467+0.0019417i,-0.0022687+0.0036019i,9.2291e-05+0.0040125i,0.0023912+0.0018542i,0.0031245-0.00048312i,0.0018027-0.0015014i,-0.00070426-0.0018649i,-0.0021279-0.0017163i,-0.0014483-0.00069657i,0.00011712+0.00055592i,0.00066358+0.00050235i,0.00011725-7.3432e-05i,-0.00028109-0.00063118i,-0.00019629-0.00078781i,-0.00087239-0.0010573i,-0.0012192-0.0011784i,-0.00057223-0.00084111i,6.8596e-05-0.0010102i,0.00093317-0.0013094i,0.0011878-0.00088032i,0.00028248-0.00058387i,-0.00056121-0.00010457i
-0.0019321+0.00095105i,-0.0012803+0.0007198i,-0.00024501+0.0011007i,0.00043398+0.0011767i,0.00033832+0.00029184i,-0.00011326-0.0012012i,-0.00078316-0.0020753i,-0.0015783-0.0013986i,-0.0016615-0.00017122i,-0.00034907+0.00050054i,0.00096365-0.00011611i,0.0012291-0.0012236i,0.00064645-0.001065i,-0.00031449+7.7908e-05i,-0.00065707+0.00039638i,-0.0010063-0.00015732i,-0.0010734+9.493e-05i,-0.00097711+0.00066692i,-0.00041015-6.1913e-05i,1.6263e-05-0.00097701i,-0.00032724-0.00129i,-0.00051097-0.00092276i,-0.0010331-9.772e-05i
