-0.00098925+0.00022607i,0.00073808-0.0012143i,0.00079952-0.00045741i,0.00037071+0.00049611i,0.00011739+0.00097719i,0.0011472+0.0012729i,0.0019722+0.0012317i,0.0017332+0.001047i,0.0015165+0.00112i,0.0012878+0.00057089i,0.00069112-0.00051337i,0.00047744-0.00096067i,-9.9719e-07-0.0013884i,-0.00058643-0.0012206i,-0.00024503-0.00086513i,-0.00037527-0.00046743i,-0.00084584-0.00017227i,-0.00069984-0.00039973i,-0.00042936-0.00059517i,-0.00017489-0.0004822i,4.686e-05-0.00023616i,0.00030612-0.00014247i,0.00029976+0.00034943i
0.01122+0.015863i,-0.0097729+0.020007i,-0.054352-0.0014979i,-0.097754-0.039314i,-0.10144-0.065209i,-0.070455-0.064745i,-0.043824-0.040133i,-0.028994-0.01138i,-0.016764+0.0028458i,-0.012046+0.0032705i,-0.012147+0.00087736i,-0.0078892-0.0015685i,-0.0041425-0.0057227i,-0.0059153-0.0073401i,-0.0060762-0.003569i,-0.00063002+0.0013401i,0.0040042+0.0030016i,0.0034837-0.00029592i,-0.001178-0.0058343i,-0.0043728-0.0080655i,-0.0020786-0.0072091i,0.0017528-0.0055837i,0.0026509-0.0026349i
0.019849-0.0074829i,0.028901+0.021633i,0.026274+0.082937i,0.012979+0.13181i,-0.011333+0.1327i,-0.028398+0.096579i,-0.020604+0.055468i,-0.0079488+0.025001i,-0.0031141+0.0078981i,-0.0047443+0.0016918i,-0.01028-0.0018858i,-0.012201-0.002923i,-0.0078652-0.0015018i,-0.0042236+0.0017044i,-0.0029389+0.0063241i,-0.00025507+0.0089793i,0.0016015+0.0079335i,-0.00085185+0.0033991i,-0.0053376-0.0021533i,-0.0063764-0.0034925i,-0.0018404-0.0018762i,0.0028782-0.00070307i,0.0041958+0.00029586i
-0.008901-0.0050225i,0.012278-0.010873i,0.071603-0.014575i,0.12705-0.023309i,0.14008-0.024302i,0.11011-0.0065321i,0.063859+0.0021031i,0.026824-0.0028911i,0.0059762-0.0047298i,-0.0022608-0.0063115i,-0.0072646-0.007275i,-0.0079758-0.004349i,-0.0017581-0.0031477i,0.003562-0.0040644i,0.0047831-0.0013781i,0.0044599+0.002407i,0.0040947+0.0045464i,0.0016528+0.0048121i,-0.00098762+0.0014581i,0.00037569-0.0025167i,0.0043389-0.0035128i,0.0060383-0.0024941i,0.0043317-0.00083028i
0.0082687+0.029145i,-0.0033291+0.027495i,-0.02361-0.0089609i,-0.047943-0.060514i,-0.059779-0.088842i,-0.037034-0.082916i,-0.014776-0.057379i,-0.012199-0.027629i,-0.0096248-0.0084091i,-0.0060013-0.0068659i,-0.0064202-0.011861i,-0.0042953-0.011139i,-0.00084491-0.0096546i,-0.0028182-0.01051i,-0.0058939-0.0070024i,-0.0048511+0.00028789i,-0.0014244+0.0044982i,0.00025701+0.0022704i,-0.0010578-0.0032223i,-0.0021012-0.0068637i,0.0005526-0.0063225i,0.003705-0.0040184i,0.003435-0.0008662i
0.04205-0.00037882i,0.049174+0.021719i,0.020509+0.067204i,-0.016677+0.10644i,-0.038836+0.10901i,-0.04863+0.078697i,-0.039239+0.045153i,-0.02052+0.020955i,-0.0089051+0.0052488i,-0.0051188-0.0046627i,-0.0039857-0.010969i,-0.0034995-0.011895i,-0.0025904-0.0071862i,-0.0039218-0.0016132i,-0.0056784+0.0041045i,-0.0043368+0.0090559i,-0.001172+0.01015i,-0.00085601+0.0057399i,-0.004111-0.0011838i,-0.00534-0.0035851i,-0.00089411-0.00059205i,0.0044921+0.0016478i,0.0044163+0.0019561i
-0.0059484-0.01781i,0.010965-0.012601i,0.056862+0.010478i,0.1002+0.021366i,0.1166+0.022721i,0.095672+0.030937i,0.056887+0.026113i,0.023192+0.01261i,0.0039312+0.00664i,0.0017801-0.00014127i,0.0026706-0.009461i,0.0031939-0.011018i,0.0054885-0.0076179i,0.0072794-0.0051784i,0.0070585-0.0011718i,0.0042446+0.0036972i,0.001598+0.0063708i,-0.00056209+0.0053227i,-0.002728+0.0009906i,-0.0013506-0.00099042i,0.0039805-1.046e-05i,0.0081016+0.00081614i,0.0071645+0.00058363i
-0.0066113+0.041793i,-0.0096626+0.054266i,-0.0020453+0.026113i,-0.0069119-0.029199i,-0.023521-0.065946i,-0.014397-0.061074i,0.0034958-0.038406i,0.0016163-0.020958i,0.0001501-0.0069073i,0.0069619-0.0030923i,0.010469-0.0091746i,0.0088259-0.011002i,0.0068828-0.0091832i,0.0040492-0.0098043i,-0.0017001-0.0076063i,-0.0064263-0.0011559i,-0.0068378+0.004305i,-0.0046372+0.0031356i,-0.0021328-0.0036904i,-0.0013146-0.0059476i,0.00055132-0.0023276i,0.0033094-0.00026051i,0.003284+0.00026841i
0.059251+0.021195i,0.068619+0.047755i,0.041774+0.06505i,0.0021037+0.072509i,-0.025892+0.077176i,-0.038828+0.060001i,-0.034148+0.032679i,-0.019553+0.014128i,-0.0077749+0.0038131i,0.0033631-0.0023703i,0.011628-0.0066237i,0.012655-0.0072155i,0.010271-0.0045526i,0.0043778-0.00041426i,-0.002964+0.0056705i,-0.006629+0.010341i,-0.0072045+0.0099959i,-0.006112+0.0051888i,-0.0039546-0.0017214i,-0.0024349-0.0048743i,-0.00062467-0.0012752i,0.0013318+0.0034884i,0.0012648+0.0046392i
0.0051103-0.040713i,0.0098466-0.036675i,0.025449-0.0025243i,0.050361+0.014644i,0.062655+0.016212i,0.056453+0.031354i,0.040729+0.032809i,0.01838+0.015208i,0.00029381+0.0067706i,0.0025267+0.006845i,0.013205+0.0024144i,0.016889+0.00037645i,0.016108+0.00091731i,0.013936+0.00032647i,0.0093011+0.0018842i,0.0023982+0.0037602i,-0.0031895+0.0039128i,-0.0039269+0.0021735i,-0.0024756-0.0030179i,-0.0015749-0.0041964i,0.0012635+0.0016491i,0.0051937+0.0068847i,0.0054787+0.0072786i
-0.047074+0.047427i,-0.061564+0.071982i,-0.048475+0.072683i,-0.035633+0.040019i,-0.035101-0.0077657i,-0.024175-0.022116i,-0.0058707-0.01185i,0.0010372-0.0058368i,0.00126+0.00058489i,0.0054545+0.0069367i,0.01333+0.0090482i,0.016322+0.0072267i,0.012043+0.0030455i,0.0054456-0.0015391i,-0.0029593-0.005343i,-0.010331-0.0046684i,-0.012039-0.0013028i,-0.0069531-0.0012705i,-0.00062178-0.0043176i,0.0013952-0.0048321i,0.001938-0.0013414i,0.003158+0.001166i,0.0034731+0.001244i
0.049604+0.068917i,0.07076+0.10934i,0.068784+0.10844i,0.048676+0.088191i,0.017135+0.085258i,-0.012954+0.071546i,-0.022008+0.040865i,-0.016751+0.017244i,-0.0095166+0.0069752i,0.0012726+0.011007i,0.012169+0.017323i,0.015842+0.016237i,0.012578+0.011169i,0.0045567+0.0061136i,-0.0053219+0.0045639i,-0.01064+0.0051125i,-0.01055+0.003619i,-0.0080502-0.00016908i,-0.004193-0.0037362i,-0.0022068-0.0043621i,-0.003403-0.00087995i,-0.0046484+0.0034425i,-0.0039643+0.0048064i
0.036059-0.053981i,0.043875-0.064141i,0.040811-0.055157i,0.041739-0.052616i,0.046999-0.044886i,0.036595-0.0070669i,0.022612+0.021966i,0.0083362+0.014936i,-0.0038468+0.0085383i,-0.00060559+0.014716i,0.0083542+0.016866i,0.0099841+0.014333i,0.0091851+0.010437i,0.0076338+0.0051874i,0.0042816+0.00037792i,0.00095335-0.0032254i,-0.003894-0.0029658i,-0.0052658-0.0020971i,-0.0020535-0.0043741i,-0.0018417-0.0042113i,-0.0040019+0.0025155i,-0.0021289+0.0092956i,0.0011407+0.010507i
-0.083334-0.0010875i,-0.13381+0.021218i,-0.13504+0.045477i,-0.11551+0.038i,-0.10527+0.0076678i,-0.079024-0.0092356i,-0.0396-0.0072694i,-0.016046-0.0020622i,-0.0082506+0.0040759i,-0.006157+0.010846i,-0.0088739+0.016875i,-0.0081503+0.017339i,-0.0039166+0.010711i,-0.0034723+0.00076844i,-0.0059514-0.0079411i,-0.0086127-0.010773i,-0.0094865-0.0082268i,-0.0058689-0.0051121i,-0.00041769-0.0049716i,0.0012791-0.0047757i,0.00042453-0.0011739i,0.001557+0.0019077i,0.0038427+0.0031252i
0.018374+0.10395i,0.027838+0.16254i,0.054448+0.17972i,0.072637+0.15707i,0.037105+0.12811i,-0.0129+0.098198i,-0.026488+0.06094i,-0.015173+0.024212i,-0.01199+0.0037051i,-0.017802+0.010752i,-0.015898+0.024492i,-0.0089801+0.025397i,-0.003661+0.01778i,-0.0021298+0.0079892i,-0.0054132+0.00069362i,-0.0072481-0.001489i,-0.006797-0.0032787i,-0.0042912-0.006234i,0.00018432-0.0069463i,0.00016513-0.0057266i,-0.0038198-0.0039573i,-0.0062454+0.00030812i,-0.0062528+0.0025649i
0.10205-0.033524i,0.13604-0.062801i,0.1247-0.080943i,0.10153-0.092808i,0.085016-0.089666i,0.049151-0.046856i,0.016418-0.0018844i,0.0033508+0.0047243i,-0.011603+5.584e-05i,-0.019771+0.0086405i,-0.013873+0.01546i,-0.0058152+0.012391i,0.00015209+0.0067227i,0.0034928+0.002056i,0.0050511-0.00062825i,0.0042879-0.0039278i,-0.0012872-0.00885i,-0.0055755-0.0092647i,-0.0024182-0.0071806i,-0.00056174-0.0066946i,-0.0039757-0.0030747i,-0.005278+0.002589i,-0.0035339+0.005953i
-0.072894-0.064777i,-0.13033-0.077874i,-0.16436-0.052732i,-0.17084-0.027576i,-0.15853-0.029956i,-0.11935-0.034202i,-0.064891-0.025075i,-0.032453-0.010119i,-0.018711-0.0013498i,-0.015422-0.0010379i,-0.020492-0.0015611i,-0.019621-0.00047855i,-0.011056-0.0016473i,-0.0031294-0.0061466i,0.0013382-0.010905i,-5.1599e-05-0.010827i,-0.004162-0.00864i,-0.0053187-0.0061614i,-0.0025322-0.0038762i,0.00052403-0.0042279i,-0.00065147-0.0034857i,-0.002332-0.00012722i,-0.00081026+0.0024488i
-0.046207+0.11851i,-0.058156+0.2082i,-0.027737+0.24191i,0.016495+0.21205i,0.018711+0.1583i,-0.018747+0.1036i,-0.036249+0.061416i,-0.016713+0.02995i,-0.0021327+0.0014095i,-0.014008-0.011833i,-0.026006-0.0043897i,-0.023179+0.0054296i,-0.013937+0.0087909i,-0.0057877+0.0060062i,-0.0022674+0.00092546i,0.00033038-0.0023902i,0.0028318-0.0056768i,0.0053759-0.0072676i,0.0079837-0.0054301i,0.0059115-0.0042044i,0.00033182-0.0035971i,-0.0047952-0.0020739i,-0.0049824-0.00028056i
0.1291+0.035663i,0.1905+0.044917i,0.20445+0.0075478i,0.17385-0.063735i,0.12351-0.096117i,0.067136-0.070733i,0.026054-0.026972i,0.0098898-0.012328i,-0.003038-0.018211i,-0.014499-0.01395i,-0.015217-0.0053214i,-0.0076348-2.98e-06i,0.0024779+0.0025015i,0.0079328+0.0014441i,0.0087669-3.1368e-05i,0.0076696-0.005485i,0.00465-0.013821i,0.0027148-0.016655i,0.0036007-0.012617i,0.0038859-0.007093i,0.00038352-0.0028629i,-0.0038147+0.0016452i,-0.0057322+0.0041618i
-0.017492-0.10477i,-0.071987-0.15237i,-0.11519-0.1372i,-0.1308-0.095189i,-0.1415-0.077194i,-0.12286-0.064073i,-0.074978-0.039352i,-0.039957-0.017856i,-0.02137-0.0047464i,-0.009273-0.0051918i,-0.0077283-0.013249i,-0.010117-0.015659i,-0.0073914-0.013276i,-0.0010453-0.010942i,0.001813-0.0097915i,0.00013921-0.008847i,-0.0012523-0.0073679i,-0.00080041-0.0047572i,0.00052059-0.0022965i,0.00093173-0.0020647i,-0.0010445-0.00235i,-0.0030419-0.0017779i,-0.0030814+0.00058299i
-0.1142+0.084183i,-0.17548+0.15791i,-0.15391+0.212i,-0.060991+0.20886i,0.0061721+0.15728i,-0.00059298+0.093956i,-0.026616+0.0476i,-0.015354+0.031274i,0.0083818+0.015146i,0.0071933-0.0068856i,-0.0061818-0.01159i,-0.012961-0.0045853i,-0.012444+0.0024518i,-0.0072391+0.0057653i,-0.0028063+0.0044526i,0.0026566+0.002733i,0.0097895-0.00072178i,0.012287-0.0016086i,0.010015+0.0022201i,0.0052667+0.0040465i,-0.0015799+0.0015967i,-0.0065514-0.0008702i,-0.0062616-0.00063586i
0.095083+0.11837i,0.16519+0.16344i,0.19535+0.12914i,0.17508+0.024983i,0.13253-0.066728i,0.0811-0.080981i,0.038001-0.044088i,0.01902-0.02041i,0.012503-0.018454i,0.0032672-0.014832i,-0.0014057-0.0089601i,0.0022219-0.0013476i,0.0092976+0.0053231i,0.012464+0.004327i,0.011395+0.00054029i,0.011979-0.0048019i,0.012977-0.010535i,0.010794-0.0113i,0.0077641-0.0065362i,0.0049743-0.0012211i,0.00071605+0.00052892i,-0.0039346+0.0014217i,-0.0053739+0.0019075i
0.065165-0.10426i,0.059154-0.16576i,0.0080287-0.16668i,-0.057567-0.11304i,-0.093867-0.069744i,-0.092484-0.058286i,-0.066351-0.046957i,-0.043514-0.023175i,-0.025771-0.0037703i,-0.0082972-0.0044325i,-0.0019336-0.013666i,0.00019884-0.01647i,0.003178-0.01501i,0.0026336-0.012556i,0.00037673-0.0098144i,-2.8482e-05-0.007668i,0.00159-0.0042297i,0.0016417+7.8369e-05i,0.00033718+0.0016673i,-0.001322-0.00018127i,-0.0033305-0.0029967i,-0.004028-0.0042993i,-0.0036078-0.0016215i
-0.13127-0.0094694i,-0.22354+0.047062i,-0.2152+0.10707i,-0.1024+0.12668i,-0.0037449+0.11721i,0.016576+0.083135i,-0.0033996+0.044086i,-0.012819+0.03284i,-0.001323+0.030002i,0.0042543+0.011556i,-0.0038673-0.0041564i,-0.012796-0.0050375i,-0.014881+0.0025354i,-0.0094912+0.0079607i,-0.0038232+0.0090416i,0.0032256+0.010071i,0.012371+0.0090348i,0.014542+0.0067736i,0.0090716+0.0056703i,0.0010003+0.0031773i,-0.0053947-0.00048145i,-0.0072757-0.0040385i,-0.0052952-0.0016477i
0.030747+0.15765i,0.054148+0.24281i,0.087684+0.2279i,0.10202+0.10121i,0.084264-0.024419i,0.05962-0.059288i,0.035209-0.033264i,0.021127-0.014016i,0.016709-0.008336i,0.01199-0.0049642i,0.0077-0.0037665i,0.0035181+0.0024278i,0.0057514+0.012041i,0.012615+0.012485i,0.013646+0.0073888i,0.013614+0.0026359i,0.01335-0.0022369i,0.0096454-0.004391i,0.0049359-0.0032715i,0.0012271-0.00080009i,-0.0019321-3.7565e-05i,-0.0052715-0.00093766i,-0.0059181-0.0014898i
0.12643-0.023778i,0.14505-0.072239i,0.095-0.078281i,0.01388-0.032095i,-0.04455+0.0022399i,-0.055364-0.0023105i,-0.040864-0.020977i,-0.037036-0.021224i,-0.029351-0.0086628i,-0.004707-0.0063707i,0.012004-0.012987i,0.014358-0.014488i,0.013206-0.012027i,0.010186-0.010384i,0.0052369-0.0083075i,0.00077214-0.0033097i,-0.00048746+0.0024001i,-0.00055836+0.005802i,-0.00053813+0.005878i,-0.00010554+0.0021477i,-0.00086615-0.0019529i,-0.001891-0.0033536i,-0.0049741-0.0021564i
-0.085388-0.054628i,-0.17624-0.05008i,-0.18979+0.0010428i,-0.085395+0.046967i,0.021478+0.050492i,0.038715+0.039144i,0.0092774+0.02823i,-0.0099119+0.022008i,-0.0086004+0.021328i,0.00065105+0.010306i,0.0049505-0.0041168i,-0.0021076-0.0098605i,-0.012483-0.0052069i,-0.011929+0.0034706i,-0.0058612+0.0077427i,-0.00057496+0.010226i,0.006331+0.011641i,0.0098509+0.0095859i,0.0069445+0.0061223i,0.00049974+0.0025252i,-0.0045313-0.0014452i,-0.0058344-0.0045728i,-0.005354-0.0030042i
-0.071809+0.13465i,-0.088407+0.22734i,-0.071485+0.21778i,-0.046041+0.094624i,-0.028937-0.01658i,-0.018021-0.042185i,-0.0056927-0.025099i,0.0028068-0.013843i,0.0063894-0.0066032i,0.011696+0.0045551i,0.014281+0.0099664i,0.0081214+0.011727i,0.0024219+0.01646i,0.0045943+0.016468i,0.007986+0.010624i,0.0079618+0.0051823i,0.006745+0.0011329i,0.0040662-0.00028309i,0.00079971+0.0018784i,-0.0024078+0.0036396i,-0.0047743+0.0024648i,-0.0055838+0.00019082i,-0.0050034-0.0015911i
0.083895+0.057494i,0.098751+0.060732i,0.060866+0.047645i,-0.0045574+0.061691i,-0.043742+0.091633i,-0.044795+0.076516i,-0.031551+0.031059i,-0.028533+0.002653i,-0.023933+0.0018421i,-0.0018146+0.010765i,0.01689+0.010744i,0.018235+0.0034691i,0.012868-0.0028544i,0.0068766-0.0063972i,0.00047698-0.0065031i,-0.0040609-0.0029639i,-0.005489+0.0033284i,-0.0045844+0.0068645i,-0.0042086+0.0072674i,-0.004265+0.0043193i,-0.004141-0.0016198i,-0.0034628-0.0050755i,-0.0048393-0.0069321i
-0.012722-0.068724i,-0.10771-0.088298i,-0.12985-0.053021i,-0.023374-0.011849i,0.071966-0.0099493i,0.068786-0.017712i,0.027207-0.0063385i,0.0092128+0.0087002i,0.004542+0.018016i,0.0013457+0.020525i,0.00061668+0.014649i,-0.0057556+0.0030747i,-0.014882-0.001746i,-0.014934+0.003775i,-0.0088612+0.0080054i,-0.0037+0.0091387i,0.00099961+0.0098274i,0.0031052+0.0089744i,-0.00018813+0.0069732i,-0.0056852+0.0030204i,-0.0086609-0.0022977i,-0.0089063-0.0063328i,-0.0081557-0.0052367i
-0.083438+0.031314i,-0.15376+0.075042i,-0.15809+0.074227i,-0.12429-0.0042621i,-0.12904-0.077561i,-0.1198-0.068188i,-0.061478-0.033571i,-0.018671-0.025353i,-0.0097684-0.012704i,-0.0092701+0.014369i,-0.0069341+0.026842i,-0.0050896+0.023084i,-0.0022532+0.018471i,0.0026484+0.0133i,0.0054646+0.0063187i,0.005176+0.0012445i,0.0022141-0.0009589i,-0.0020398-0.00023396i,-0.0063006+0.0005821i,-0.0082367-0.0015733i,-0.0087306-0.0052338i,-0.007712-0.0066466i,-0.0023816-0.0066915i
0.021315+0.070109i,0.0052823+0.049514i,-0.04164+0.02839i,-0.084005+0.067923i,-0.076101+0.11812i,-0.045381+0.11023i,-0.03241+0.064089i,-0.033323+0.029157i,-0.035377+0.016342i,-0.029297+0.017677i,-0.014203+0.019763i,0.0015676+0.0090775i,0.0058142-0.0061414i,-0.00062262-0.011822i,-0.0057681-0.010634i,-0.0070235-0.0063725i,-0.008307+0.00053641i,-0.0086959+0.006267i,-0.0082618+0.0041543i,-0.0073156-0.0046776i,-0.0063921-0.011647i,-0.004728-0.013515i,-0.0031737-0.013617i
0.030269-0.012639i,-0.036947-0.047754i,-0.080278-0.043148i,-0.008339-0.018708i,0.092822-0.056574i,0.090445-0.098097i,0.040778-0.058535i,0.024561-0.0033336i,0.009481+0.011623i,-0.017965+0.01079i,-0.026142+0.008367i,-0.019552+0.0010165i,-0.017995-0.0023395i,-0.016877+0.0031778i,-0.0092099+0.0086213i,-0.0028945+0.0091233i,-0.0004379+0.0072368i,-0.00089456+0.0029486i,-0.002317-0.0025775i,-0.0027134-0.0080713i,-0.0026211-0.011661i,-0.0025129-0.012421i,-0.0016626-0.010219i
-0.022534-0.013803i,-0.074335-0.003178i,-0.080725-0.017573i,-0.070147-0.088027i,-0.10667-0.14057i,-0.13813-0.11415i,-0.094312-0.056581i,-0.031844-0.03651i,-0.016362-0.031781i,-0.026894-0.013625i,-0.029437+0.0021591i,-0.020285+0.012628i,-0.0050843+0.016107i,0.0060175+0.00803i,0.0089346-0.0014824i,0.0067953-0.0052493i,0.0010543-0.0036107i,-0.0043976-0.0014035i,-0.0054581-0.0024208i,-0.0012256-0.0048894i,0.003855-0.0083035i,0.0051752-0.0093146i,0.0068912-0.0071505i
-0.028196+0.016796i,-0.059055-0.036415i,-0.080017-0.089872i,-0.083734-0.062191i,-0.045898+0.031687i,0.011075+0.074499i,0.011514+0.051025i,-0.021216+0.031796i,-0.029626+0.012437i,-0.02803-0.010943i,-0.025091-0.011187i,-0.0083617-0.0011177i,0.006705-0.0069982i,0.0052602-0.016576i,-0.0035977-0.014527i,-0.0080664-0.0091681i,-0.0069451-0.0058405i,-0.0034089-0.0018673i,0.00083936-0.00073926i,0.0053386-0.0050584i,0.0082671-0.0085661i,0.0096056-0.0090225i,0.0093414-0.010011i
-0.013489+0.032176i,-0.093436-0.019518i,-0.12916-0.042653i,-0.03477-0.031235i,0.095138-0.080939i,0.12286-0.14116i,0.068205-0.093845i,0.036266-0.012008i,0.024514+0.0012781i,-0.0034546-0.017552i,-0.020483-0.01859i,-0.020306-0.011341i,-0.016833-0.005248i,-0.009845+0.00023032i,-0.0034147+0.0039668i,-0.0017915+0.004227i,-0.0024556+0.0010672i,-0.0025943-0.0030585i,-0.0011173-0.0046964i,0.0021296-0.0034986i,0.0047948-0.0018142i,0.005906-0.0016663i,0.0055826-0.0021852i
0.039772-0.0015386i,0.020941-0.031729i,0.029925-0.029055i,0.063046-0.030455i,0.037813-0.060494i,-0.032062-0.057175i,-0.04925-0.023462i,-0.019607-0.012415i,0.00076794-0.020012i,0.0024024-0.022882i,-0.007878-0.018202i,-0.018186-0.0038293i,-0.01021+0.012617i,0.0063901+0.012088i,0.0094044+0.00095501i,0.0045978-0.0045881i,0.00073163-0.004006i,-0.0030362+0.00028806i,-0.003544+0.0042547i,0.00021026+0.0066148i,0.004755+0.0079202i,0.0079976+0.0084197i,0.012042+0.0071467i
0.013289-0.0806i,0.038853-0.17798i,0.072341-0.22546i,0.091902-0.15607i,0.13273-0.028515i,0.14971+0.049928i,0.080364+0.05621i,0.0012073+0.044947i,-0.0072173+0.030752i,0.010742-0.0033877i,0.0029024-0.023908i,-0.0074144-0.016112i,-0.003294-0.0066403i,-0.0011936-0.0059364i,-0.0059684-0.0071287i,-0.0068588-0.0069596i,-0.0035219-0.0044337i,-0.0018848-0.00028347i,-0.00095554+0.0043609i,0.00080441+0.0064734i,0.001513+0.0042486i,0.0021272+0.0015185i,0.0062639+0.00096852i
-0.011406-0.026025i,-0.052813-0.10501i,-0.080823-0.12361i,-0.044344-0.055757i,0.046025-0.017729i,0.083335-0.054733i,0.033333-0.053574i,0.0031818+0.0026838i,0.016646+0.018331i,0.014879-0.0083685i,-0.0020427-0.026879i,-0.012701-0.026873i,-0.016057-0.012651i,-0.0081572+0.0020048i,0.0017186+0.0032013i,0.0033659-0.0021872i,0.0018486-0.0067287i,-0.0010054-0.0088894i,-0.0043559-0.0054455i,-0.0059724-0.00015564i,-0.0066433+0.0023845i,-0.0081281+0.0034427i,-0.0060109+0.0058555i
0.13744+0.034325i,0.17174+0.03389i,0.15268+0.085552i,0.10648+0.17332i,0.058153+0.22503i,0.010019+0.19589i,-0.021914+0.11337i,-0.032097+0.048536i,-0.023049+0.024i,-0.0054606+0.01285i,-0.0001089-0.0068451i,-0.010911-0.017844i,-0.016209-0.0062375i,-0.0057517+0.0024066i,0.0038545-0.002703i,0.0039357-0.0054066i,-0.0010422-0.0041104i,-0.0083707-0.0024743i,-0.011415+0.00023113i,-0.008515+0.00063581i,-0.0053005-0.00096536i,-0.0051208-0.00093719i,-0.0059562+0.0044724i
0.19255-0.057908i,0.2705-0.11203i,0.27286-0.099729i,0.20887-0.0092233i,0.16748+0.094001i,0.15134+0.11749i,0.085526+0.067689i,0.0076152+0.037966i,-0.01106+0.040647i,0.010394+0.026014i,0.022983-0.00083711i,0.015184-0.014235i,4.9218e-05-0.011403i,-0.0086607-0.0025169i,-0.004936+0.0026542i,0.0028537+0.0024225i,0.0066446+0.001732i,0.006931-0.00013072i,0.0043055-0.0034034i,0.0007801-0.0039476i,-0.0011821-0.0052383i,-0.00025118-0.0066419i,0.0016071-0.0040788i
0.078188+0.040606i,0.078234+0.0019113i,0.0025041-0.017955i,-0.1076+0.012247i,-0.17068+0.042861i,-0.15461+0.026937i,-0.10564-0.013151i,-0.071477-0.025681i,-0.036265-0.013882i,-0.001672-0.011845i,0.019982-0.022667i,0.024837-0.031579i,0.011167-0.026295i,0.0039021-0.0097254i,0.0090305-0.00023902i,0.0089697-0.00182i,0.0038858-0.0065075i,0.0011372-0.012812i,-0.00033255-0.015239i,-0.0017499-0.012167i,-0.00076355-0.0099774i,0.00074802-0.012255i,-0.0018002-0.014276i
0.11037+0.23333i,0.13584+0.31119i,0.062006+0.31007i,-0.081031+0.27599i,-0.17024+0.27262i,-0.15888+0.24926i,-0.10813+0.15898i,-0.082806+0.063431i,-0.06786+0.019937i,-0.035927+0.0066926i,-0.0059144-0.0036649i,0.0064434-0.015072i,0.0037363-0.01963i,0.00014607-0.015825i,0.00044616-0.00877i,0.00056532-0.00099595i,0.00045584+0.0021265i,0.001533+0.0021006i,0.0027474+0.0027941i,0.0032557+0.003111i,0.0045893+0.0040227i,0.0051311+0.0046731i,0.0023309+0.0046998i
0.15346+0.186i,0.17859+0.19622i,0.11722+0.14577i,0.0060279+0.064748i,-0.065993+0.0036355i,-0.045771-0.016863i,0.0042418-0.01396i,0.020379-0.00052071i,0.015162+0.010657i,0.012794+0.017325i,0.017711+0.022961i,0.022311+0.016807i,0.014245-0.0013129i,-0.0015339-0.0076135i,-0.0070986+0.0015116i,-0.0033715+0.0069329i,0.0017836+0.0035445i,0.0078849+0.00084495i,0.011465+0.0024274i,0.010234+0.003502i,0.011332+0.0046796i,0.017455+0.0034666i,0.019302-0.0043484i
-0.048972+0.13761i,-0.12458+0.14261i,-0.18779+0.073064i,-0.23091-0.044896i,-0.27261-0.1311i,-0.27248-0.13712i,-0.18082-0.11358i,-0.077719-0.1089i,-0.026267-0.086619i,0.0016824-0.04162i,0.023881-0.0079485i,0.037413+0.0030059i,0.034084+0.00072189i,0.019105+0.0029129i,0.0078726+0.0046414i,0.0010605+0.00078054i,-2.3587e-06-0.0014684i,0.0021926-0.0020605i,0.00098873+0.0003399i,-0.0018541+0.0049366i,-0.0046008+0.010617i,-0.0038786+0.014032i,-0.00019001+0.0084179i
-0.14388+0.2115i,-0.21937+0.25252i,-0.21449+0.17837i,-0.16117+0.01323i,-0.12408-0.087216i,-0.10302-0.07013i,-0.089612-0.015386i,-0.078053+0.015161i,-0.051668+0.017584i,-0.021496+0.0076716i,-0.007985+0.0027198i,3.4247e-05+0.0052768i,0.011046+0.002144i,0.013511-0.0088573i,0.0037016-0.013181i,-0.0071453-0.0094881i,-0.0083954-0.0038422i,-0.0045708+0.0027071i,-0.0037116+0.0085694i,-0.0054764+0.012031i,-0.0080852+0.016738i,-0.0048888+0.024006i,0.0061697+0.023263i
-0.080904+0.11485i,-0.13575+0.026361i,-0.15448-0.087718i,-0.10461-0.18975i,-0.041111-0.27309i,-0.0065276-0.25334i,0.029243-0.11335i,0.073904+0.005551i,0.084304+0.03324i,0.05034+0.026898i,0.013952+0.029421i,0.0010363+0.036185i,0.0015932+0.030377i,-0.0017153+0.01801i,-0.0067097+0.012914i,-0.0046867+0.0093784i,-0.0006933+0.0078904i,0.0016499+0.0099827i,-0.00062477+0.0079694i,-0.0084362+0.0031785i,-0.018333+0.0034862i,-0.021259+0.010098i,-0.010468+0.011609i
-0.092321-0.061529i,-0.19567-0.17277i,-0.21207-0.20518i,-0.071674-0.17325i,0.063134-0.1634i,0.064963-0.16726i,0.018861-0.14503i,0.005469-0.11433i,0.0061227-0.078501i,0.0050838-0.035742i,0.0040408-0.0036856i,0.0070438+0.012212i,0.013742+0.01514i,0.019237+0.01037i,0.018857+0.0013117i,0.010421-0.0069272i,0.00059035-0.0096843i,-0.0064216-0.0070995i,-0.012481-0.0035224i,-0.017051-0.0042071i,-0.022507-0.0080299i,-0.02704-0.0060717i,-0.019874+0.0022219i
