-0.0019991-1.2307e-06i,-0.0022339-0.00068244i,-0.0020075-0.00053819i,-0.0018687-0.00056446i,-0.0022625+8.8745e-05i,-0.0023911+0.0013181i,-0.0019287+0.0015196i,-0.00060801+0.0017647i,0.0010803+0.0018426i,0.001106+0.0014841i,0.00061965+0.00073791i,0.00083242-3.5517e-05i,0.00040137+0.00012719i,-0.00019983+0.00055301i,-0.00065574+0.0010163i,-0.0008531+0.0009658i,-0.00092385+0.00029112i,-0.00032393-0.00036942i,0.0008162-0.00028507i,0.0016999-0.00021511i,0.0011476-0.00074821i,0.00047089-0.0010552i,-6.2458e-05-0.00044397i
-0.20429-0.33485i,-0.36904-0.56212i,-0.43748-0.59055i,-0.33054-0.37506i,-0.14826-0.12242i,-0.041307+0.00056016i,-0.021844+0.0096778i,-0.023018+0.0010573i,-0.0047837+0.010934i,0.023222+0.0029805i,0.03194-0.014654i,0.0288-0.017243i,0.021615-0.021076i,0.0045742-0.031261i,-0.0065079-0.036725i,-0.0031706-0.033844i,0.0018148-0.026033i,-0.0047108-0.023127i,-0.025324-0.026127i,-0.040851-0.022856i,-0.036846-0.014973i,-0.025806-0.010993i,-0.021755-0.0086621i
0.36586+0.058273i,0.6068+0.10109i,0.63707+0.097635i,0.44479+0.054639i,0.25458-0.001835i,0.1422-0.051788i,0.047156-0.028788i,-0.00039296+0.038892i,-0.003268+0.051552i,-0.011725+0.030705i,-0.015096+0.02666i,-0.0069633+0.029697i,0.0046002+0.031856i,0.01799+0.032522i,0.021907+0.033867i,0.016148+0.030118i,0.010159+0.017313i,0.0072571+0.010552i,0.0083956+0.01601i,0.011688+0.020508i,0.01015+0.016226i,0.0050161+0.01152i,0.0036667+0.010343i
-0.26328+0.23249i,-0.43447+0.38811i,-0.4348+0.39766i,-0.30566+0.24285i,-0.22826+0.10836i,-0.166+0.07735i,-0.0508+0.036285i,0.012217-0.025881i,0.0043195-0.031806i,-0.0034075-0.013611i,-0.010983-0.0079886i,-0.017296-0.0042287i,-0.01464-0.0072113i,-0.01285-0.016808i,-0.010058-0.027858i,-0.006704-0.029754i,-0.0016083-0.016873i,0.0097822-0.0065092i,0.021098-0.009637i,0.023538-0.015348i,0.017768-0.013638i,0.014901-0.0079088i,0.016835-0.0062157i
-0.013812-0.35894i,-0.034119-0.60648i,-0.062304-0.61706i,-0.014778-0.36251i,0.1071-0.14255i,0.12565-0.093488i,0.019781-0.06692i,-0.027717-0.020319i,-0.002545-0.022279i,0.0064863-0.034163i,0.010593-0.019669i,0.018145-0.0060939i,0.012029+0.0023607i,0.002098+0.012736i,-0.0023083+0.018357i,-0.0014285+0.012967i,-0.0031572-0.000691i,-0.017-0.0071852i,-0.035893+0.0035294i,-0.041504+0.01694i,-0.031933+0.016985i,-0.02354+0.010221i,-0.021619+0.0081271i
0.28089+0.22918i,0.49539+0.40866i,0.54843+0.41457i,0.33615+0.21565i,0.041837+0.04759i,-0.070438+0.024495i,-0.0091867+0.027666i,0.036767+0.0020395i,0.017355-0.0018236i,-0.0070803+0.024818i,-0.013472+0.03731i,-0.014432+0.024623i,-0.0099667+0.006933i,0.0022511-0.0062509i,0.012365-0.010879i,0.015473-0.0054341i,0.016465+0.001238i,0.024768-0.0012141i,0.040943-0.011795i,0.047251-0.017928i,0.035759-0.013658i,0.021706-0.0056101i,0.014699-0.001123i
-0.35826+0.041325i,-0.65732+0.040713i,-0.74708+0.03728i,-0.51556+0.060853i,-0.20958+0.087867i,-0.057157+0.079759i,-0.029958+0.036959i,-0.031088+0.00064632i,-0.016809-0.0097634i,0.0033844-0.02432i,0.0069566-0.035604i,0.0034838-0.028284i,-0.00078942-0.013874i,-0.010263+0.0008994i,-0.019754+0.0071895i,-0.022525+0.0032077i,-0.019762-0.00015189i,-0.022703+0.0036842i,-0.031607+0.010676i,-0.030454+0.012926i,-0.017247+0.0085985i,-0.0068406-0.0008402i,-0.0038307-0.0079193i
0.20958-0.27479i,0.43119-0.45368i,0.54112-0.46467i,0.43382-0.31116i,0.25585-0.17687i,0.12731-0.10278i,0.049122-0.012468i,0.022187+0.052976i,0.010493+0.051672i,0.00086323+0.037431i,0.0050935+0.026316i,0.0082852+0.010983i,0.013522+0.00077526i,0.023255-0.0055142i,0.026605-0.0048513i,0.021651-0.001053i,0.012499-0.0031793i,0.0064461-0.0064192i,0.006219-0.0062301i,0.0059226-0.0047948i,0.0030838-0.0035961i,-9.6068e-05+0.00026392i,-0.0019784+0.0048778i
0.05626+0.31362i,0.016551+0.55853i,-0.092425+0.59333i,-0.19387+0.39607i,-0.20618+0.23695i,-0.10921+0.16664i,-0.0037017+0.059371i,0.0079437-0.017788i,-0.0044111-0.0081536i,0.010984+0.0014566i,0.013912-0.0060784i,0.0053218-0.001296i,-0.00062181+0.0040721i,-0.0050405+0.0015362i,-0.0066557-0.0063808i,-0.0057478-0.011945i,-0.0019931-0.0085075i,0.0044587-0.0049785i,0.0085511-0.010141i,0.010019-0.015961i,0.0090509-0.015606i,0.0059451-0.013059i,0.0034968-0.0082739i
-0.25417-0.15484i,-0.39478-0.3181i,-0.31986-0.36324i,-0.049391-0.25139i,0.14821-0.17669i,0.12848-0.15511i,0.026695-0.079003i,-0.0030739-0.012869i,0.0068284-0.011831i,-0.0013137-0.021629i,-0.0070051-0.014321i,-0.00035492-0.0058372i,0.0047806-0.0032245i,0.0063759-0.00039634i,0.006721+0.0053177i,0.0043574+0.0080974i,-6.3068e-05+0.0070522i,-0.0048569+0.010796i,-0.00864+0.021633i,-0.0097168+0.025683i,-0.0091811+0.019763i,-0.007139+0.012442i,-0.002066+0.0080088i
0.26928-0.093984i,0.48104-0.11577i,0.46577-0.090358i,0.19197-0.048077i,-0.030053-0.0033611i,-0.048771+0.012764i,0.011848-0.010286i,0.035761-0.02226i,0.027112-0.0063876i,0.018895+0.014622i,0.014081+0.021484i,0.007199+0.016385i,-0.00091149+0.0077107i,-0.0059551-0.0032261i,-0.0062862-0.01103i,-0.0038632-0.012775i,-0.0024088-0.013784i,-0.0025388-0.01928i,-0.0018554-0.023932i,-0.0024939-0.020165i,-0.0055846-0.011165i,-0.0073319-0.0025402i,-0.0045953+0.0014669i
-0.11161+0.26847i,-0.24642+0.45892i,-0.2873+0.47705i,-0.1656+0.30557i,-0.045131+0.13367i,-0.029562+0.037392i,-0.054193-0.011748i,-0.056305-0.026205i,-0.037048-0.02551i,-0.028263-0.027812i,-0.027067-0.024279i,-0.016466-0.018337i,-0.0078859-0.013015i,-0.0061473-0.0021977i,-0.0065306+0.0074914i,-0.0044367+0.01057i,0.0036761+0.0097569i,0.010127+0.010089i,0.010084+0.010304i,0.0087398+0.0066052i,0.0071511+0.0015866i,0.0029777-0.0021286i,-0.0022102-0.0016859i
-0.11573-0.25055i,-0.14268-0.49074i,-0.081807-0.56747i,-0.0010236-0.41151i,0.017493-0.22817i,-0.0051839-0.1008i,-0.012144+0.0074967i,0.0043072+0.045703i,-0.00068463+0.022922i,-0.01114+0.013456i,-0.0030127+0.014989i,0.0022653+0.010105i,0.0044466+0.0033412i,0.0088569-0.0042796i,0.010069-0.0073073i,0.0086226-0.0047858i,0.0037278-0.0034956i,-0.0030155-0.0030363i,-0.0062337+0.0027978i,-0.0038219+0.010852i,0.0013774+0.013456i,0.005793+0.010133i,0.0093936+0.0051309i
0.24102+0.082639i,0.39879+0.2324i,0.35571+0.34629i,0.12609+0.32371i,-0.038458+0.24504i,-0.043422+0.15971i,-0.0096063+0.047147i,-0.015156-0.013343i,-0.014411-0.0073191i,0.0032372-0.0043483i,0.0060032-0.0091681i,-0.00087852-0.0048602i,-0.0023848+0.0059923i,0.0015398+0.014001i,0.0037963+0.011007i,0.00095368+0.001492i,-0.0017263-0.0029677i,-0.00024544-0.0035963i,0.0024617-0.0072046i,0.0010984-0.012369i,-0.0010025-0.012611i,-0.0023655-0.0088076i,-0.006367-0.0066082i
-0.19463+0.10473i,-0.37158+0.11158i,-0.37426+0.011086i,-0.15264-0.096774i,0.031614-0.11895i,0.046101-0.056281i,0.010208+0.027865i,0.0037202+0.048884i,0.0026922+0.026201i,-0.0056223+0.018203i,-0.0055048+0.021743i,0.00016922+0.015956i,0.002157+0.0052107i,0.0015275-0.0023616i,0.0044047-0.0053894i,0.0092006-0.0050431i,0.0094192-0.0049157i,0.0064713-0.0044987i,0.0036628-0.0016482i,0.0033092+0.0012504i,0.0039452+9.6146e-05i,0.0017475-0.0011669i,-2.1092e-05+0.0024011i
0.030653-0.19971i,0.10775-0.32186i,0.13602-0.27345i,0.051234-0.093559i,-0.0089231+0.015312i,0.026886+0.0097247i,0.06775-0.023503i,0.065573-0.027446i,0.046251-0.0089171i,0.034963-0.0016744i,0.02421-0.004549i,0.013512-0.0010524i,0.0091354+0.0015154i,0.005474-0.0016848i,0.0013787-0.0043328i,-0.0023166-0.0051421i,-0.0066287-0.0027217i,-0.0093053+0.0029234i,-0.004558+0.0075044i,0.00481+0.0082886i,0.00905+0.0067828i,0.0091869+0.0045293i,0.0099987-0.00074204i
0.13063+0.1401i,0.19151+0.27173i,0.17037+0.28418i,0.10934+0.15866i,0.062423+0.066529i,0.02284+0.025742i,-0.01623-0.011277i,-0.02681-0.014042i,-0.0044437-0.0032672i,0.0078765-0.0051396i,0.003626-0.0066783i,0.00098048-0.0084092i,-0.0010725-0.010458i,-0.0025887-0.0060488i,-0.0036511-0.00073269i,-0.0035795+0.00028026i,0.00059288-0.0023916i,0.0040422-0.009095i,-0.002265-0.017136i,-0.013151-0.020528i,-0.017448-0.017873i,-0.016395-0.01252i,-0.014659-0.0060337i
-0.18424+0.012712i,-0.3336-0.032206i,-0.34242-0.080088i,-0.18965-0.10106i,-0.050376-0.12411i,0.0063069-0.10269i,0.033011-0.028575i,0.03716+0.0049531i,0.013291+0.0045896i,0.0012031+0.010225i,0.0092483+0.0063973i,0.014873-0.0037492i,0.013666-0.0092412i,0.0062771-0.011406i,-0.0030427-0.0093484i,-0.0064544-0.0063754i,-0.0077761-0.0032489i,-0.010002+0.0034344i,-0.0060935+0.011532i,0.0025478+0.015717i,0.0071428+0.015009i,0.00528+0.011879i,0.0032643+0.0088176i
0.10934-0.13089i,0.24474-0.1997i,0.28061-0.16016i,0.14371-0.031894i,-0.0087043+0.061103i,-0.069464+0.038666i,-0.081643-0.03524i,-0.071354-0.052457i,-0.041408-0.033497i,-0.019805-0.026821i,-0.014288-0.02038i,-0.013429-0.0072929i,-0.0089626+0.0032114i,0.0011975+0.006674i,0.0086154+0.0037009i,0.0091255+0.0014361i,0.0090836+0.0019761i,0.010416+8.3586e-05i,0.0098026-0.0056713i,0.0063078-0.0094653i,0.0036788-0.0081414i,0.0039539-0.0062999i,0.0043551-0.007014i
0.022169+0.14654i,-0.022551+0.26953i,-0.068196+0.26175i,-0.033378+0.10809i,0.028141-0.0080057i,0.03194+0.0045196i,0.012739+0.057391i,0.003986+0.053508i,-0.0070408+0.018638i,-0.014558+0.010157i,-0.009854+0.015206i,-0.0065918+0.012512i,-0.0078674+0.0097608i,-0.0067243+0.0094124i,-0.0033726+0.0084455i,0.00092754+0.0064632i,0.0023359+0.0026018i,-0.0032968+0.0013108i,-0.012927+0.0075736i,-0.02046+0.013745i,-0.02116+0.012629i,-0.01758+0.0099925i,-0.013685+0.0085803i
-0.109-0.068223i,-0.16426-0.15409i,-0.14129-0.17707i,-0.10078-0.092874i,-0.09934-0.01461i,-0.073372-0.0027171i,-0.021652-0.019582i,0.0018208-0.023432i,-0.0020533-0.0091438i,-0.0092142-0.0011147i,-0.015539-0.00019918i,-0.014921+0.0036225i,-0.0081789+0.0037976i,-0.0034785-9.5228e-05i,2.5574e-05-0.0032371i,0.0010249-0.0042676i,0.00073494-0.001883i,0.0063734+0.00093913i,0.020101-0.00086771i,0.030821-0.0047421i,0.029181-0.0048974i,0.021462-0.0028995i,0.012402-0.0020721i
0.10251-0.046383i,0.18525-0.05238i,0.18609-0.021467i,0.12776+0.024358i,0.1015+0.071779i,0.069446+0.089907i,0.013785+0.069525i,-0.0042889+0.043356i,0.0069043+0.016184i,0.0070438-0.0024872i,0.0025743-0.0034759i,0.0022612+0.00027095i,0.0029585+0.0021279i,0.0039286+0.0015471i,0.0046853-0.0027718i,0.0069809-0.0078794i,0.0095566-0.012903i,0.0033529-0.016326i,-0.01012-0.013476i,-0.01775-0.0071755i,-0.01378-0.0052293i,-0.0062623-0.0061956i,-0.0015359-0.0044064i
-0.022277+0.1091i,-0.059843+0.1865i,-0.067963+0.17358i,-0.039114+0.054152i,-0.01427-0.067704i,0.027037-0.087499i,0.078415-0.038968i,0.077214-0.0074006i,0.04497+0.011187i,0.033157+0.02116i,0.0303+0.012443i,0.023142-0.00018475i,0.017228-0.0074926i,0.01069-0.0069262i,0.0041866-0.0003449i,-0.00061854+0.0040879i,-0.0049469+0.0076496i,-0.003044+0.012061i,0.0067436+0.013797i,0.014646+0.012163i,0.012807+0.0096443i,0.0068269+0.0073251i,0.003328+0.0035214i
-0.059211-0.08298i,-0.097486-0.17366i,-0.10542-0.19153i,-0.083041-0.073422i,-0.045766+0.059336i,-0.038635+0.063861i,-0.06011+0.0014632i,-0.050963-0.017214i,-0.017315-0.0066978i,-0.0018239-0.0025603i,-0.00096652+0.00063759i,0.0015621+0.0039858i,0.0032146+0.0032398i,0.0022244-0.0017442i,-0.00033789-0.00934i,-0.0028946-0.014344i,-0.0031698-0.016412i,-0.0043761-0.021203i,-0.0091864-0.027698i,-0.010854-0.029045i,-0.0077004-0.023787i,-0.0067208-0.017421i,-0.0082185-0.010881i
0.095534+0.0080115i,0.17801+0.052422i,0.21641+0.072089i,0.18377-0.00089277i,0.12591-0.094412i,0.088805-0.095022i,0.067169-0.036641i,0.039151-0.008878i,0.011169-0.0085941i,0.0030041-0.0052622i,0.0061866-0.005155i,0.0033882-0.008017i,0.00022313-0.006564i,0.00079788-0.0022462i,0.00064414+0.0022384i,0.00047878+0.0037037i,0.00051961+0.0031985i,-0.0016578+0.009259i,-0.0028818+0.022688i,-0.0014091+0.030568i,-0.0016296+0.027942i,-0.0012218+0.022369i,0.0041672+0.016335i
-0.05869+0.048967i,-0.13398+0.063825i,-0.19096+0.04913i,-0.19615+0.045391i,-0.1804+0.054122i,-0.14004+0.026941i,-0.084866-0.018566i,-0.04592-0.02788i,-0.018442-0.011569i,-0.0032624-0.0034691i,-0.0037186-0.0014578i,-0.0082628+0.0014435i,-0.0096735+0.0013612i,-0.0074226+0.00013097i,-0.0042553+0.00021664i,-0.001908+0.0035646i,0.0012294+0.0071885i,0.0056499+0.0037882i,0.0077219-0.0076258i,0.005851-0.017277i,0.0020457-0.017121i,-0.0015027-0.012373i,-0.0052344-0.0083315i
-0.0081538-0.054528i,0.011929-0.10064i,0.05621-0.092563i,0.10833-0.043779i,0.13449-0.0086776i,0.084248+0.020369i,0.010006+0.044895i,-0.013851+0.035661i,-0.015465+0.0060394i,-0.021585-0.0069311i,-0.019112-0.0052961i,-0.01069-0.0020619i,-0.0039258+0.0019781i,-0.00086089+0.0034235i,-0.0024356+0.00085954i,-0.0037069-0.0037447i,-0.0055518-0.00801i,-0.01133-0.0056005i,-0.01702+0.0042411i,-0.016295+0.012034i,-0.011516+0.012134i,-0.00725+0.0085025i,-0.0042325+0.0064608i
0.056677+0.020685i,0.096921+0.043485i,0.082909+0.032336i,-0.0060726-0.014229i,-0.087985-0.042404i,-0.070442-0.039213i,-0.0017174-0.02581i,0.022364-0.011527i,0.01327+0.00047112i,0.009368+6.132e-05i,0.0071946-0.0038027i,0.002952-0.0013336i,0.0018581+0.00016023i,0.0058598-0.00096742i,0.012743+0.00084898i,0.015315+0.0037835i,0.015376+0.0056621i,0.021208+0.0058907i,0.0294+0.00214i,0.030818-0.0017853i,0.025867-0.0015476i,0.021523-0.00057648i,0.016463-0.001895i
-0.051981+0.030205i,-0.1149+0.054485i,-0.13753+0.083157i,-0.067208+0.11786i,0.029194+0.13945i,0.039876+0.11929i,-0.0053525+0.073889i,-0.015561+0.03654i,-0.0032524+0.012758i,-0.0028175+0.0077517i,-0.0014631+0.013271i,0.0048362+0.012937i,0.0064399+0.0096458i,0.0029681+0.006747i,-0.00084363+0.00196i,-0.00069436-0.0040794i,-0.00047584-0.0083581i,-0.0082979-0.010263i,-0.020434-0.0093305i,-0.025166-0.0063642i,-0.02176-0.0062036i,-0.016617-0.0073605i,-0.013696-0.0050936i
0.01469-0.051849i,0.058245-0.11098i,0.10507-0.16255i,0.091494-0.18697i,0.03852-0.17429i,0.033066-0.11719i,0.056335-0.053468i,0.043887-0.0198i,0.013226-0.0027826i,-0.00099038+0.0058771i,-0.0035262+0.00455i,-0.0025676-0.00094513i,0.0010112-0.0063036i,0.0043937-0.0066272i,0.0060166-0.0034713i,0.0036744-0.0020971i,0.00026964-0.0017767i,0.0037132+0.00058566i,0.012437+0.0045323i,0.019109+0.0074512i,0.019602+0.0083308i,0.015767+0.0075799i,0.011237+0.0047476i
0.01875+0.03308i,0.0079144+0.088855i,-0.037625+0.14897i,-0.069553+0.18093i,-0.055806+0.16143i,-0.031699+0.089776i,-0.021032+0.014491i,-0.010226-0.012093i,0.0093479-0.0090097i,0.020146-0.009289i,0.017254-0.0096284i,0.01065-0.0052757i,0.0045457-0.0023774i,0.00020021-0.0043367i,-0.0028135-0.0079013i,-0.0027165-0.0092162i,-0.00045128-0.0097794i,-0.0018888-0.012619i,-0.0083766-0.015793i,-0.013332-0.016017i,-0.012687-0.012691i,-0.010092-0.0067912i,-0.0063928-0.00013925i
-0.026144-0.00090325i,-0.037901-0.025277i,-0.0066245-0.070444i,0.057106-0.11563i,0.087672-0.12883i,0.062852-0.085379i,0.024123-0.023656i,0.0022206+0.0013226i,-0.0042355+0.0068689i,0.0011388+0.013332i,0.0053045+0.010517i,0.00060805+0.0029691i,-0.0023718+2.2823e-05i,-0.0016053-0.00015639i,-0.0029828+0.0011175i,-0.0059475+0.0017695i,-0.0078748+0.0036419i,-0.0067498+0.010925i,-0.0029363+0.018842i,-0.0005495+0.020828i,-0.00079614+0.016352i,-0.00051855+0.010728i,0.00086754+0.0062276i
0.00826-0.024924i,0.01644-0.040286i,-0.009661-0.035781i,-0.075022+0.00020263i,-0.11498+0.029463i,-0.088361+0.0088566i,-0.038477-0.022632i,-0.010737-0.01728i,0.00058604-0.0012021i,0.00285-0.0026324i,-0.000412-0.0068532i,-0.002914-0.0035016i,-0.0031664-0.00080344i,-0.0012791-0.001096i,0.0023967-0.0012873i,0.0055162+0.00040819i,0.0058534+0.00092799i,0.0053478-0.0054846i,0.0051629-0.014612i,0.0040822-0.018425i,0.0026185-0.015289i,0.001782-0.01084i,-7.9232e-05-0.0079322i
0.012265+0.027085i,0.024646+0.069424i,0.050877+0.10258i,0.091616+0.085531i,0.10304+0.045264i,0.055033+0.033094i,-0.00020781+0.038116i,-0.013485+0.02452i,-0.0093557+0.00109i,-0.0070789-0.0063467i,-0.0025298-0.0029348i,0.0005443+0.00069988i,0.00089302+0.004776i,-0.00072861+0.0080898i,-0.0037026+0.0079611i,-0.0041778+0.0028148i,-0.0029632-0.0012569i,-0.0043366+0.0029396i,-0.0068994+0.012061i,-0.0078967+0.016444i,-0.0075242+0.013541i,-0.006465+0.0090549i,-0.0031102+0.0063691i
-0.022548-0.01176i,-0.0558-0.053882i,-0.087141-0.10918i,-0.10848-0.12627i,-0.10824-0.088176i,-0.065366-0.038623i,-0.010413-0.011161i,0.0090402+0.00074188i,0.0029205+0.0061285i,-0.0050238+0.0063193i,-0.0086667+0.0061863i,-0.0077504+0.005181i,-0.0044023+0.00063335i,0.0023791-0.0024409i,0.0096047-0.0028948i,0.012353-0.001118i,0.012537+0.0019126i,0.013247+0.00016351i,0.014919-0.0046445i,0.016216-0.0074495i,0.01626-0.0075451i,0.013908-0.0078349i,0.0076181-0.0088571i
0.021023-0.0024335i,0.054099+0.018816i,0.084864+0.077902i,0.094551+0.13339i,0.081884+0.12726i,0.046662+0.077366i,0.012353+0.030015i,0.0039127-3.9073e-05i,0.0022018-0.017353i,-0.0051718-0.020616i,-0.0064257-0.013834i,0.0015558-0.0076105i,0.0071122-0.0025114i,0.0042915+0.0015948i,0.00023455+0.0024211i,-0.00037912-0.0009727i,-0.0016203-0.0055134i,-0.0079153-0.00729i,-0.015816-0.004176i,-0.017783+0.00077427i,-0.014485+0.0033158i,-0.011756+0.0036361i,-0.0080367+0.0042101i
-0.00093171+0.0096897i,-0.014667+0.0013666i,-0.032389-0.044274i,-0.036742-0.10374i,-0.018391-0.10669i,0.0089076-0.053767i,0.02347-0.0092317i,0.013729+0.0029951i,0.002472+0.0062071i,0.0063928+0.0092155i,0.0093315+0.007486i,0.0046904+0.0051692i,0.0027762+0.001661i,0.0044131-0.0037032i,0.004495-0.0061813i,0.0018616-0.0053178i,0.001053-0.0024235i,0.0063689-0.00012475i,0.013319-0.00047492i,0.017174-0.0010836i,0.016955-0.00038941i,0.012953+0.00024329i,0.0082298+0.00081067i
-0.0065077-0.0031459i,-0.016037-0.0017667i,-0.022912+0.021815i,-0.023329+0.066014i,-0.016647+0.075845i,-0.0057762+0.027917i,-0.00010851-0.015721i,0.0021362-0.015714i,0.005487+0.0014008i,0.0050093+0.010502i,0.002521+0.0093246i,0.00095283+0.0035521i,-0.00037224-0.00073535i,-0.00015287-0.0037511i,0.0019013-0.0072139i,0.004006-0.0095788i,0.0024167-0.0095065i,-0.0027647-0.0076121i,-0.0092671-0.0058343i,-0.013693-0.0045593i,-0.013073-0.0041611i,-0.01053-0.0033297i,-0.007724-0.00048327i
0.0093442-0.003565i,0.035478-0.010095i,0.069175-0.025672i,0.084344-0.053026i,0.065249-0.06494i,0.030543-0.037587i,0.0015981-0.0033431i,-0.013933+0.0086983i,-0.014182+0.0094917i,-0.0060869+0.0067262i,-0.00065879+0.00061215i,-0.00084064-0.0022978i,-0.0017428-0.00055907i,-0.002375+0.002489i,-0.0036808+0.0062761i,-0.0038906+0.0078148i,-0.0031359+0.0056771i,-0.00027086+0.0053496i,0.0047725+0.007812i,0.0070823+0.0089865i,0.0047142+0.0081222i,0.0016033+0.0068388i,0.0011892+0.0045648i
-0.0074327+0.01157i,-0.036967+0.022582i,-0.085526+0.029905i,-0.11441+0.029699i,-0.093968+0.018653i,-0.049778-4.9165e-05i,-0.014723-0.0086225i,0.0058154+0.0010448i,0.017371+0.0098216i,0.019521+0.0060056i,0.013415+0.0003553i,0.0044482-0.0010745i,-0.002286-0.00162i,-0.004513-0.0052249i,-0.0037156-0.0083704i,-0.0025574-0.005611i,-0.0018314-0.0027572i,-0.0019565-0.0049483i,-0.0032902-0.010496i,-0.0031544-0.013479i,-0.0012301-0.012132i,0.00036036-0.0097479i,0.0011502-0.005663i
0.0053766-0.0090263i,0.027724-0.021205i,0.073046-0.024098i,0.10297-0.0099446i,0.076776+0.0040715i,0.018527+0.0087506i,-0.014415+0.008148i,-0.011573-0.00038067i,-0.0042321-0.0096994i,-0.0046424-0.0093181i,-0.0039551-0.0062808i,0.0004143-0.0054306i,0.0045906-0.0036709i,0.0053857+0.0013965i,0.0037008+0.0054524i,0.0018115+0.0030706i,-0.0011672-0.00041544i,-0.0035738+0.0028856i,-0.0021924+0.012239i,-0.00036778+0.017596i,2.6142e-05+0.01524i,0.0015562+0.01009i,0.0033118+0.0051109i
0.0013102+0.0037448i,-0.01165+0.0065385i,-0.047258-0.0021576i,-0.080246-0.017945i,-0.066863-0.01569i,-0.021677+0.0045967i,0.0086936+0.014275i,0.01168+0.0077758i,0.0035812-0.0041466i,-0.0028249-0.010931i,-0.0042168-0.0064863i,-0.0018242+0.0030835i,0.00066574+0.0068663i,0.0019607+0.0038767i,0.0030193+0.0015046i,0.0045751+0.0031886i,0.0066093+0.0030713i,0.006525-0.0033193i,0.0038313-0.011818i,0.0029633-0.015709i,0.0032093-0.014854i,0.0027756-0.01255i,9.1587e-05-0.0082216i
-0.0017071+0.0012746i,0.0018506+0.0092498i,0.017103+0.026512i,0.037404+0.048531i,0.032617+0.050338i,0.011089+0.023106i,0.0009133-0.0059744i,0.0011675-0.019681i,-0.0016901-0.020617i,-0.0058749-0.010672i,-0.0049983-0.0006793i,-0.002126+0.0014741i,-2.9383e-05+0.001361i,0.002265+0.0018399i,0.002755-0.00033422i,0.00056933-0.0040213i,-0.0022157-0.0043623i,-0.0045705+0.0004354i,-0.0054954+0.0071427i,-0.0041942+0.010375i,-0.0032715+0.0086967i,-0.0032122+0.0059738i,-0.002607+0.0051492i
-0.0085568-0.0085671i,-0.01041-0.024572i,-0.012637-0.0503i,-0.010878-0.063503i,0.00025115-0.043384i,0.015061-0.0049999i,0.013693+0.015364i,-0.0050662+0.014532i,-0.019208+0.012318i,-0.019362+0.011594i,-0.01357+0.0080828i,-0.0069184+0.0035783i,-0.00082226-0.00010201i,0.003525-0.0019545i,0.0058245-0.001786i,0.0064332-0.0028901i,0.0065132-0.003524i,0.007779-0.0032656i,0.01032-0.0043969i,0.01012-0.0046946i,0.0070916-0.0031842i,0.004135-0.0016541i,0.0013582-0.0010031i
0.0057708+0.005842i,0.0074106+0.026027i,0.00013909+0.055297i,-0.0098022+0.066495i,-0.0070895+0.03703i,0.005497-0.005501i,0.011746-0.021111i,0.011282-0.0095341i,0.01093+0.0034357i,0.0094489+0.0035957i,0.0065398+0.00014334i,0.0017104+0.00016183i,-0.0019117+0.00077587i,-0.0031436-0.0011276i,-0.0026873-0.0032944i,-0.0002229-0.003161i,0.00089012-0.0023401i,-0.0028619-0.0015624i,-0.0098851-0.00045066i,-0.013389-0.0010361i,-0.011824-0.0025753i,-0.0099515-0.0022813i,-0.0066054+0.00086345i
-0.0020533-0.0037127i,-0.004046-0.019743i,0.0057217-0.047407i,0.022796-0.061764i,0.019752-0.042922i,-0.003691-0.013163i,-0.017452+0.0042914i,-0.013362+0.011245i,-2.4396e-05+0.015735i,0.012149+0.0145i,0.012501+0.0050119i,0.0049631-0.0050107i,0.0012159-0.0081432i,0.0020025-0.0051818i,0.00076033-0.0011973i,-0.003141+0.0014245i,-0.0042806+0.0028303i,0.00053956+0.0026904i,0.0085756+0.0018393i,0.013619+0.0030311i,0.01323+0.005266i,0.0098192+0.0054338i,0.0058957+0.0047043i
0.0050096+0.00068585i,0.0021432+0.0084513i,-0.010533+0.022905i,-0.030745+0.027479i,-0.028842+0.0087869i,-0.0049321-0.0090452i,0.011894-0.0061902i,0.018406+0.0058546i,0.019077+0.0099486i,0.013717+0.0064041i,0.0079381+0.0042809i,0.0054734+0.0050844i,0.0033192+0.0048128i,-0.001096+0.00155i,-0.0037569-0.0017742i,-0.0028765-0.00343i,-0.0022815-0.0045098i,-0.005928-0.0060066i,-0.011196-0.0060063i,-0.013646-0.0041636i,-0.011901-0.0038157i,-0.0071447-0.0031225i,-0.0033555-0.00082471i
0.003852-0.0020749i,0.0091961-0.0043507i,0.022298-0.0096098i,0.03143-0.0086396i,0.011804+0.0030041i,-0.021366+0.0079371i,-0.028822-0.00011526i,-0.014168-0.012506i,-0.0021606-0.020295i,0.00089495-0.018567i,0.0007081-0.011681i,-0.00052821-0.0035504i,-0.00034402+0.0020603i,0.0012187+0.0044009i,0.0018834+0.0050261i,0.0018451+0.0031366i,0.0027224+0.0021121i,0.003853+0.003537i,0.0050757+0.0055005i,0.0065934+0.006557i,0.0064434+0.0053061i,0.0046296+0.0035279i,0.0033604+0.0012649i
