-0.0020766+0.0016275i,-0.0018097+0.0011855i,-0.0029784+0.00092465i,-0.0024553+0.00087737i,-0.0011759+0.0021996i,-6.6522e-05+0.0031643i,-0.0002641+0.0020719i,-0.00033987+0.0018929i,0.00085558+0.0019497i,0.0015992+0.001213i,0.0018899+0.00045876i,0.0014514-6.5836e-05i,0.00051857-0.000544i,0.00056211-0.00026784i,0.00088562-4.4613e-05i,0.00044927-0.0005399i,-0.00073443-0.00047653i,-0.00075305+0.00018011i,0.00045566-7.6287e-05i,0.0010487-0.0009345i,0.00071115-0.00097666i,0.00062119-2.2339e-05i,0.00039793-0.00012804i
0.17225+0.073395i,0.29486+0.21497i,0.33466+0.38829i,0.25156+0.4022i,0.047432+0.23718i,-0.1637+0.12498i,-0.23332+0.15122i,-0.17554+0.15701i,-0.11173+0.10461i,-0.069439+0.070461i,-0.042067+0.061731i,-0.033397+0.060724i,-0.016076+0.046615i,5.37e-05+0.013761i,-0.0085426-0.0097322i,-0.03514-0.013071i,-0.054902-0.0002018i,-0.054813+0.010054i,-0.053234+0.0094572i,-0.059274+0.0073648i,-0.062072-0.00071145i,-0.063788-0.0058858i,-0.055872+4.4337e-05i
0.13102+0.06565i,0.23821+0.01148i,0.27853-0.16723i,0.30113-0.36632i,0.3834-0.52637i,0.38013-0.64741i,0.23511-0.57214i,0.12353-0.33371i,0.086951-0.16874i,0.040183-0.11067i,0.0021106-0.083839i,-0.010654-0.068792i,-0.022198-0.061366i,-0.031564-0.054313i,-0.020629-0.034816i,0.014158-0.020561i,0.045462-0.029197i,0.044606-0.040364i,0.014881-0.040241i,-0.016587-0.031826i,-0.024192-0.020493i,-0.01379-0.020195i,-0.01421-0.026025i
-0.07896+0.38167i,0.045393+0.74199i,0.3777+0.81411i,0.61281+0.44458i,0.45745+0.095471i,0.17158+0.027173i,0.060134-0.04843i,0.038495-0.16106i,0.017003-0.14827i,0.011122-0.067679i,0.0038748-0.019699i,-0.010677-0.0074872i,-0.022732-0.0058923i,-0.023398+0.0018679i,-0.009071+0.0053353i,0.011588-0.012514i,0.022411-0.045275i,0.025111-0.060866i,0.025516-0.056742i,0.017123-0.053027i,-6.6032e-05-0.050138i,-0.010291-0.044684i,-0.0055774-0.036069i
-0.54518-0.26147i,-1.1337-0.36125i,-1.452-0.21945i,-1.2343+0.090861i,-0.76434+0.26274i,-0.34411+0.24382i,-0.086946+0.2048i,-0.0072188+0.16457i,-0.0098181+0.10399i,-0.010035+0.030476i,-0.015834-0.029403i,-0.023203-0.047983i,-0.015775-0.035325i,-0.0048986-0.020741i,0.0010039-0.025144i,0.0078892-0.031524i,0.020554-0.016861i,0.028742+0.0048096i,0.02477+0.015079i,0.016714+0.016703i,0.022019+0.016651i,0.04158+0.010939i,0.045646-0.0022378i
0.43121-0.41364i,0.73807-0.79681i,0.67366-0.85688i,0.2525-0.42252i,0.013233+0.10668i,0.09309+0.40128i,0.20211+0.40023i,0.18298+0.26336i,0.12169+0.16056i,0.12428+0.085481i,0.13592+0.0085697i,0.10521-0.029924i,0.073651-0.025801i,0.060246-0.0069325i,0.054586+0.027698i,0.045552+0.07474i,0.034355+0.10678i,0.018765+0.1073i,0.0056152+0.088615i,0.00233+0.064867i,-0.0063136+0.052084i,-0.011747+0.058398i,0.0032778+0.055701i
0.14928+0.36316i,0.22341+0.6757i,0.22034+0.73468i,0.17924+0.40067i,0.00055573-0.038632i,-0.33984-0.30372i,-0.45878-0.28787i,-0.25406-0.16178i,-0.090949-0.082293i,-0.09115+0.019873i,-0.075545+0.11195i,-0.013662+0.10726i,0.0018097+0.040413i,-0.043866-0.0050892i,-0.092677+0.00070267i,-0.098275+0.01288i,-0.068988-0.0022709i,-0.037507-0.032942i,-0.035976-0.051067i,-0.051561-0.046685i,-0.05167-0.046296i,-0.049902-0.047303i,-0.043753-0.022987i
-0.069367-0.024952i,-0.10717-0.21898i,-0.11713-0.50236i,-0.059737-0.61124i,0.088161-0.55689i,0.19319-0.55237i,0.055244-0.53969i,-0.16435-0.405i,-0.21683-0.23004i,-0.1362-0.14388i,-0.098087-0.14037i,-0.12988-0.10147i,-0.10444-0.030193i,-0.024848-0.042818i,0.019167-0.11249i,0.024803-0.15986i,0.014868-0.176i,0.012185-0.16848i,0.02318-0.15169i,0.02196-0.12435i,0.014704-0.081517i,0.012051-0.045659i,0.0044334-0.023057i
-0.10347+0.18996i,-0.0082594+0.41732i,0.2536+0.48617i,0.36808+0.3405i,0.32919+0.30319i,0.47397+0.41492i,0.65403+0.3198i,0.52169+0.11695i,0.25801+0.058403i,0.11718+0.058338i,0.083277+0.037532i,0.083458+0.015754i,0.081787+0.022931i,0.097639+0.061955i,0.11723+0.08601i,0.11675+0.090647i,0.112+0.081729i,0.097238+0.057295i,0.075647+0.040437i,0.062551+0.032447i,0.04352+0.030579i,0.030428+0.037218i,0.032464+0.030892i
-0.23083-0.31655i,-0.50572-0.44719i,-0.66128-0.25603i,-0.61234+0.063968i,-0.63143+0.18424i,-0.73497+0.18191i,-0.61025+0.26129i,-0.26087+0.30067i,-0.016829+0.19657i,0.00227+0.073226i,-0.060287+0.025325i,-0.089191+0.028004i,-0.094383+0.034527i,-0.10195+0.040315i,-0.10097+0.058638i,-0.069297+0.089174i,0.004632+0.097748i,0.065762+0.057293i,0.056714+0.0062694i,0.01338+0.0013559i,-0.012+0.027273i,-0.024245+0.040767i,-0.02895+0.033965i
0.34118-0.021136i,0.65618+0.00029901i,0.78588+0.018407i,0.72107-0.01311i,0.6389-0.16672i,0.46407-0.34804i,0.12887-0.41131i,-0.14284-0.28739i,-0.16721-0.10907i,-0.044136-0.028704i,0.046081-0.033751i,0.067492-0.052228i,0.072211-0.065934i,0.074327-0.085068i,0.072981-0.088806i,0.070555-0.071481i,0.070528-0.051766i,0.098869-0.054403i,0.13085-0.091604i,0.10873-0.12306i,0.059105-0.11482i,0.029342-0.088982i,0.011834-0.065209i
-0.20967+0.17005i,-0.45452+0.3869i,-0.59726+0.42313i,-0.55768+0.30266i,-0.46711+0.29381i,-0.35612+0.37695i,-0.16971+0.35687i,-0.076833+0.26343i,-0.098754+0.23265i,-0.064845+0.23032i,-0.015653+0.16592i,-0.041231+0.10222i,-0.081485+0.10407i,-0.089624+0.125i,-0.073358+0.14025i,-0.039765+0.13856i,-0.0052962+0.10227i,0.024373+0.070681i,0.061441+0.071339i,0.086441+0.076889i,0.079574+0.073151i,0.055168+0.06302i,0.023078+0.052524i
-0.1064-0.10922i,-0.21976-0.35202i,-0.44868-0.3907i,-0.58978-0.12912i,-0.52921+0.063146i,-0.41157-0.033434i,-0.34069-0.097515i,-0.20274+0.019363i,-0.081498+0.097447i,-0.08075+0.11637i,-0.054322+0.12627i,0.012293+0.076753i,0.038354+0.037773i,0.052712+0.039463i,0.047049+0.017195i,0.0067241-0.0013765i,-0.0061702+0.019019i,0.015275+0.030695i,0.02102+0.011617i,0.0010216-0.0032829i,-0.022449+0.008393i,-0.038436+0.034009i,-0.043523+0.053518i
0.4719-0.0095756i,0.68458-0.32435i,0.73154-0.57346i,0.51928-0.59426i,0.29976-0.35973i,0.19685-0.2003i,0.021681-0.18211i,-0.14474-0.10451i,-0.16497-0.0030578i,-0.10944+0.053541i,-0.031695+0.044654i,-0.0021974-0.027579i,-0.040648-0.051177i,-0.05924-0.0073076i,-0.029763+0.028048i,0.015031+0.037594i,0.038164+0.027543i,0.022782+0.01766i,0.0040643+0.018618i,0.0089388+0.023022i,0.019053+0.032666i,0.019229+0.031073i,0.0032133+0.010337i
0.62994+9.4942i,1.454+10.678i,3.9271+10.571i,4.982+6.1737i,4.6362+1.6119i,2.9007-1.2345i,0.8238-1.2466i,0.32848+0.075543i,0.98773+0.67302i,1.5794+0.41889i,1.6417+0.0087234i,1.5857-0.17299i,1.6735-0.29429i,1.559-0.36855i,1.2825-0.46282i,0.86127-0.54039i,0.33702-0.40545i,-0.023366-0.1903i,-0.19383-0.057025i,-0.15395+0.089316i,0.086304+0.20678i,0.28818+0.17892i,0.28252+0.090486i
0.16806-0.034752i,0.1263-0.013486i,0.17887-0.10409i,0.094118-0.26328i,0.0090698-0.2918i,0.063866-0.28946i,0.051393-0.33929i,-0.046914-0.21493i,-0.034348+0.025444i,0.061695+0.11132i,0.095491+0.058495i,0.053021+0.0023462i,-0.015976-0.0026775i,-0.055192+0.023401i,-0.050444+0.015791i,-0.037986-0.023182i,-0.037146-0.046527i,-0.039295-0.050552i,-0.026906-0.045145i,0.0069475-0.027332i,0.044467-0.00867i,0.058636-0.018783i,0.035278-0.037106i
-0.11548-0.25609i,-0.32565-0.26315i,-0.44782-0.0053468i,-0.36411+0.35904i,-0.16096+0.53051i,-0.098806+0.54965i,-0.11157+0.57723i,0.0022328+0.53414i,0.14532+0.37078i,0.18334+0.19088i,0.1457+0.059684i,0.084648-0.012807i,0.058459-0.015571i,0.07723+0.0045844i,0.085108+0.0089329i,0.072692+0.02i,0.05429+0.023911i,0.031285+0.007193i,0.028175-0.0099097i,0.047508-0.014835i,0.056434-0.0055418i,0.040091+0.0071351i,0.011545+0.013784i
0.11986+0.21397i,0.071969+0.47986i,0.0093849+0.70933i,0.090085+0.72657i,0.2824+0.54446i,0.29922+0.35186i,0.18274+0.35014i,0.16989+0.39625i,0.22131+0.29519i,0.22525+0.15582i,0.20247+0.06833i,0.14433+0.0082127i,0.077488-0.0036795i,0.053603+0.014618i,0.028651+0.028436i,-0.0023286+0.042119i,-0.010201+0.044389i,-0.026444+0.032966i,-0.050153+0.031507i,-0.039409+0.036501i,0.0041576+0.028344i,0.036887+0.016654i,0.04909+0.016559i
-0.065323-0.10735i,-0.19985-0.49584i,-0.25096-0.92849i,-0.10099-1.0142i,0.07031-0.70975i,0.087194-0.31131i,0.045816+0.027715i,0.11615+0.21946i,0.21927+0.21735i,0.24433+0.11392i,0.1952+0.0020298i,0.10338-0.074779i,0.026785-0.10719i,-0.017477-0.12445i,-0.038618-0.12833i,-0.031926-0.11321i,-0.016201-0.088247i,-0.0069894-0.049401i,-0.004912-0.014349i,-0.012693-0.0020786i,-0.0098472-0.00089348i,0.011974-0.010582i,0.024866-0.023919i
0.014931+0.10137i,0.1822+0.24817i,0.29247+0.48759i,0.26951+0.695i,0.22103+0.70301i,0.22963+0.59627i,0.29966+0.41064i,0.37452+0.095484i,0.33028-0.17201i,0.20876-0.23754i,0.11853-0.19138i,0.061217-0.11445i,0.044017-0.029131i,0.065922+0.02252i,0.084337+0.022538i,0.058305-0.01938i,-0.014005-0.05704i,-0.069969-0.049937i,-0.06171-0.018732i,-0.022093-0.01472i,-0.0026979-0.046684i,-0.013577-0.061935i,-0.022617-0.041142i
-0.011454-0.23586i,0.034299-0.44774i,0.13652-0.70744i,0.088927-0.91842i,-0.11217-0.89869i,-0.1807-0.66764i,-0.1407-0.4305i,-0.19669-0.25409i,-0.24279-0.13961i,-0.208-0.081722i,-0.15974-0.0036704i,-0.080863+0.064957i,-0.021533+0.051117i,-0.031332+0.024752i,-0.06341+0.036861i,-0.082875+0.070283i,-0.062041+0.10601i,-0.019298+0.088648i,-0.019042+0.036556i,-0.044611+0.025975i,-0.050624+0.044983i,-0.0374+0.052769i,-0.01499+0.044073i
0.32362+0.075666i,0.5113+0.15661i,0.42516+0.31282i,0.24107+0.4167i,0.1968+0.28974i,0.074002+0.076683i,-0.1275+0.065928i,-0.1156+0.16683i,-0.012795+0.15153i,-0.0079671+0.090791i,-0.003281+0.051097i,0.0015924-0.0042773i,-0.018133-0.026891i,0.0012678-0.019474i,0.043945-0.026556i,0.06935-0.039418i,0.081306-0.047787i,0.079656-0.037121i,0.064228-0.00098324i,0.040121+0.030612i,0.017711+0.039065i,0.008446+0.026377i,0.01087-0.002575i
-0.11654+0.45451i,-0.067056+0.93568i,0.22472+1.0617i,0.44639+0.65834i,0.30437+0.31455i,0.18859+0.31525i,0.33839+0.22545i,0.3613-0.070833i,0.18788-0.18284i,0.074831-0.085344i,0.061822-0.012451i,0.065463-0.0048064i,0.03498-0.020685i,-0.013463-0.023378i,-0.041699-0.0013577i,-0.045549+0.017079i,-0.04634+0.018512i,-0.023806+0.025121i,0.038231+0.029348i,0.081859+0.01223i,0.076731-0.0061126i,0.046485-0.014743i,0.0096176-0.019231i
-0.30306-0.31696i,-0.80302-0.76108i,-1.3362-1.0415i,-1.454-0.82491i,-1.0304-0.42036i,-0.50919-0.27592i,-0.31848-0.22384i,-0.3094-0.033172i,-0.24049+0.093566i,-0.13896+0.060132i,-0.083226+0.017635i,-0.05228+0.020559i,-0.018809+0.042057i,0.0092885+0.054957i,0.023166+0.044315i,0.019236+0.031744i,0.010687+0.024976i,-0.0089607-0.0087121i,-0.05043-0.055151i,-0.073076-0.05891i,-0.057543-0.029602i,-0.04426-0.0023373i,-0.040787+0.030517i
0.047565+0.032858i,0.19275+0.2472i,0.39194+0.62476i,0.50404+0.80432i,0.36428+0.54902i,0.04178+0.26861i,-0.10609+0.22703i,-0.025377+0.20154i,0.032188+0.10657i,0.0129+0.033772i,-0.012598-0.0064942i,-0.028217-0.015401i,-0.016268+0.001485i,0.0025374+0.011538i,0.010838+0.013948i,0.021436+0.026115i,0.03435+0.049124i,0.036352+0.066134i,0.031571+0.060871i,0.030589+0.03769i,0.024431+0.013612i,0.018979+0.0034605i,0.025085-0.0028558i
0.15885-0.20541i,0.30136-0.57895i,0.33972-1.0182i,0.18242-1.036i,0.044088-0.52629i,0.089826-0.09143i,0.11884-0.054191i,0.065622-0.12153i,0.071021-0.092444i,0.10537-0.038442i,0.10278-0.0077345i,0.097971+0.00075931i,0.086787-0.018655i,0.064874-0.039292i,0.059515-0.049173i,0.067937-0.071256i,0.059913-0.099047i,0.038045-0.096139i,0.024642-0.061579i,0.020598-0.031415i,0.020401-0.010492i,0.02679+0.0029433i,0.02557-0.0014095i
-0.026386+0.18055i,-0.12422+0.45369i,-0.24883+0.79272i,-0.14753+0.89002i,0.18541+0.57666i,0.3479+0.1513i,0.22541-0.035974i,0.088252-0.015156i,0.044192+0.0063074i,0.0029711-0.0080556i,-0.046636+0.0059135i,-0.066909+0.02658i,-0.061754+0.020813i,-0.06396+0.0011628i,-0.094741-0.014007i,-0.14156-0.017227i,-0.17189-0.0056802i,-0.16326+0.0069547i,-0.13371+0.0041221i,-0.10214-7.1206e-05i,-0.063049-0.00017444i,-0.030703-0.0064299i,-0.020382-0.010136i
0.12176-0.096281i,0.43459-0.16852i,0.83973-0.28636i,0.87988-0.45936i,0.41723-0.54796i,-0.042636-0.40145i,-0.15966-0.11466i,-0.090703+0.065959i,-0.045691+0.073253i,-0.047213+0.01881i,-0.033143-0.012076i,-0.0061464-0.017709i,0.0012474-0.013305i,0.0067191+0.0014965i,0.030901+0.030997i,0.066918+0.076281i,0.10482+0.10243i,0.12707+0.07182i,0.11265+0.0079247i,0.06489-0.031313i,0.013642-0.02747i,-0.014362-0.0059809i,-0.021508+0.011854i
-0.028984+0.20798i,-0.28348+0.35454i,-0.75677+0.34489i,-1.0638+0.23116i,-0.88492+0.28323i,-0.46262+0.43353i,-0.14421+0.41213i,0.0015149+0.25397i,0.030027+0.13686i,0.023421+0.10982i,0.02739+0.10637i,0.02422+0.087093i,0.012122+0.082372i,0.017925+0.096965i,0.035131+0.094715i,0.051208+0.050362i,0.047618-0.019585i,0.012074-0.054321i,-0.01987-0.0229i,-0.012182+0.026228i,0.020516+0.040565i,0.041184+0.025706i,0.046766+0.0097311i
-0.18368+0.0022921i,-0.25842+0.045736i,-0.023284+0.21986i,0.5142+0.37831i,0.8348+0.21815i,0.67122-0.092572i,0.37215-0.17752i,0.21347-0.091735i,0.16094-0.026587i,0.14131-0.020358i,0.10359-0.038097i,0.072375-0.031483i,0.078985-0.029748i,0.065757-0.066046i,0.017301-0.099248i,-0.036729-0.096925i,-0.081384-0.05318i,-0.094987+0.0077706i,-0.069137+0.04111i,-0.033139+0.032369i,-0.020551+0.0077332i,-0.023087-0.0060127i,-0.022058-0.01455i
0.048301-0.11524i,0.12738-0.33648i,0.10437-0.60785i,-0.16779-0.65434i,-0.46041-0.35604i,-0.46998-0.026535i,-0.29465+0.064035i,-0.10137+0.018027i,0.038392-0.05755i,0.055932-0.12903i,0.0099693-0.14324i,-0.021062-0.12421i,-0.046172-0.097182i,-0.05062-0.056255i,-0.033608-0.024956i,-0.024772-0.0013375i,-0.0097959+0.03143i,0.022828+0.05245i,0.04547+0.034542i,0.036666-0.0078012i,0.012254-0.033681i,-0.0043376-0.030738i,-0.013439-0.014197i
-0.096757-0.068052i,-0.19674-0.064466i,-0.28502-0.060297i,-0.33964-0.15678i,-0.31781-0.23979i,-0.16107-0.13972i,0.010281-0.032377i,1.7102e-05-0.063946i,-0.10589-0.062599i,-0.12+0.030717i,-0.059644+0.097137i,-0.016836+0.09851i,-0.017632+0.063815i,-0.031473+0.041922i,-0.01794+0.05911i,0.021726+0.076738i,0.051668+0.048335i,0.059479-0.002237i,0.055985-0.01978i,0.045723+0.00080595i,0.029175+0.031317i,0.014646+0.052315i,0.014895+0.05644i
0.26531-0.069508i,0.42178-0.090101i,0.41616+0.10228i,0.37367+0.45085i,0.43848+0.46377i,0.3504+0.057244i,0.054726-0.15573i,-0.09492-0.0081333i,-0.054917+0.11021i,-0.0061949+0.08934i,0.015163+0.038402i,0.020166+0.008978i,0.040242+0.018863i,0.071037+0.0085796i,0.063185-0.048016i,0.027791-0.096932i,0.0032654-0.11119i,-0.0091044-0.10978i,-0.022138-0.10483i,-0.028991-0.082704i,-0.023431-0.049656i,-0.012057-0.028556i,-0.0013192-0.02151i
-0.01987+0.276i,0.083599+0.49745i,0.31967+0.45077i,0.44924+0.073615i,0.25927-0.13693i,0.015835+0.014815i,0.010836+0.10544i,0.098101+0.024917i,0.12792-0.020329i,0.098097-0.030126i,0.039367-0.026142i,0.013753-0.0061903i,-0.0021408-0.012387i,-0.045376-0.012104i,-0.077446+0.020796i,-0.075927+0.058i,-0.068639+0.076516i,-0.076948+0.070829i,-0.081857+0.055911i,-0.05996+0.048154i,-0.021546+0.043313i,0.0045698+0.033945i,0.0087468+0.022084i
-0.12006-0.1311i,-0.33843-0.31467i,-0.64699-0.47445i,-0.81265-0.40346i,-0.61867-0.15314i,-0.25489+0.014179i,-0.075237+0.060145i,-0.085655+0.064231i,-0.10558+0.049959i,-0.06829+0.048021i,-0.012437+0.045472i,0.016983+0.030099i,0.028405+0.033587i,0.066282+0.055489i,0.12603+0.052249i,0.14771+0.0067592i,0.1128-0.022267i,0.072388+0.0089623i,0.061284+0.052499i,0.06189+0.044314i,0.044561-0.00036215i,0.011951-0.028629i,-0.011304-0.027607i
-0.050722+0.068444i,-0.11362+0.26734i,-0.084433+0.57602i,0.089716+0.69961i,0.2368+0.43124i,0.22966+0.076596i,0.14908-0.02803i,0.096758+0.010647i,0.05489+0.0015918i,-0.0028518-0.04128i,-0.051473-0.044561i,-0.068281-0.017379i,-0.044093-0.016183i,-0.038154-0.057807i,-0.10175-0.076992i,-0.15896-0.035314i,-0.13423+0.0016393i,-0.061236-0.015448i,-0.010351-0.052977i,-0.0070232-0.053579i,-0.01633-0.019296i,-0.013513+0.0038283i,-0.0093238+0.0043695i
0.15661-0.13004i,0.38771-0.4238i,0.60847-0.7886i,0.6302-0.88027i,0.43422-0.60541i,0.16937-0.29253i,-0.013656-0.15051i,-0.042088-0.086136i,0.02154-0.037908i,0.059007-0.021846i,0.059693-0.017979i,0.05762-0.0091008i,0.043136+0.0016678i,0.036868+0.023603i,0.076964+0.052165i,0.13338+0.069082i,0.14743+0.06836i,0.10187+0.05216i,0.034837+0.036244i,-0.0030463+0.024329i,-0.0080412+0.0084978i,0.00052812-0.0059202i,0.0051372-0.0070215i
-0.19158+0.17311i,-0.38861+0.42192i,-0.54705+0.60895i,-0.61485+0.54778i,-0.57305+0.42048i,-0.36683+0.41229i,-0.089209+0.35358i,0.024756+0.20312i,-0.0061988+0.12023i,-0.030436+0.10803i,-0.033034+0.084686i,-0.039963+0.036587i,-0.064817-0.0021026i,-0.094016-0.011282i,-0.095438-0.022495i,-0.078858-0.06316i,-0.069495-0.10078i,-0.053399-0.092525i,-0.020655-0.048429i,0.004126-0.0081019i,0.0079958+0.011685i,-0.0030813+0.019968i,-0.010779+0.025639i
0.11197-0.31887i,0.19504-0.6087i,0.17529-0.66496i,0.080987-0.41123i,0.079679-0.25208i,0.1202-0.29644i,0.067057-0.2383i,0.01015-0.076482i,-0.0031887+0.0023994i,0.0051957+0.0045907i,0.029495-0.0045367i,0.038705+0.0053838i,0.058045+0.036684i,0.093416+0.045234i,0.08108+0.029628i,0.018796+0.029417i,-0.035158+0.040078i,-0.058985+0.031278i,-0.057031+0.0048852i,-0.034548-0.020456i,-0.013166-0.034458i,-0.0042243-0.029078i,0.0072954-0.01387i
0.14554+0.30916i,0.29849+0.64101i,0.46759+0.77601i,0.58991+0.52276i,0.53069+0.2346i,0.30094+0.14758i,0.12799+0.084785i,0.085541-0.028556i,0.081341-0.094401i,0.057468-0.087149i,0.025816-0.055525i,0.01627-0.039082i,0.011402-0.044386i,-0.0064511-0.04928i,-0.018156-0.040148i,-0.011678-0.014069i,0.0059293+0.026356i,0.025208+0.058549i,0.032022+0.059258i,0.018195+0.044187i,0.0026476+0.039152i,0.010012+0.038198i,0.020399+0.018731i
-0.16627-0.042066i,-0.3453-0.18544i,-0.47859-0.34446i,-0.47533-0.30813i,-0.36179-0.12472i,-0.21314-0.02346i,-0.10946-0.03187i,-0.0722-0.062227i,-0.063181-0.071442i,-0.059467-0.049191i,-0.053008-0.018613i,-0.046413-0.003928i,-0.040114+0.0058173i,-0.014117+0.019463i,0.017738+0.024493i,0.035352+0.018555i,0.053348+0.0048169i,0.070219-0.0061274i,0.067141-0.0037206i,0.05144+0.0040521i,0.042459+0.00017463i,0.0263-0.021934i,-0.0099441-0.035206i
-0.089749-0.012369i,-0.21267+0.030386i,-0.37512+0.10299i,-0.52755+0.1178i,-0.53334+0.07549i,-0.3493+0.067002i,-0.13872+0.098768i,-0.040172+0.12946i,-0.01858+0.12825i,-0.0015687+0.082059i,0.0082737+0.038964i,0.0069844+0.028455i,-0.0076487+0.018919i,-0.047972+0.0032101i,-0.069286-0.0013772i,-0.044407-0.01667i,-0.028037-0.056193i,-0.043176-0.084616i,-0.04405-0.078425i,-0.01824-0.06277i,-0.0046434-0.050058i,-0.0088815-0.027742i,-0.0089028-0.0041094i
0.16557-0.16464i,0.38354-0.36253i,0.65032-0.475i,0.83674-0.40271i,0.79918-0.30875i,0.5263-0.28586i,0.19771-0.21619i,0.031164-0.091921i,0.020308-0.017378i,0.038106-0.0093534i,0.036123-0.034529i,0.014532-0.0507i,0.012015-0.032701i,0.046739-0.012223i,0.069902-0.012559i,0.039733-0.0077561i,-0.013502+0.02225i,-0.046123+0.047709i,-0.064254+0.044383i,-0.07299+0.044089i,-0.060166+0.053769i,-0.032582+0.050797i,-0.0048767+0.039056i
-0.014698+0.2491i,-0.058466+0.51268i,-0.17841+0.6712i,-0.32802+0.64159i,-0.37034+0.5881i,-0.26866+0.51383i,-0.1427+0.31898i,-0.085959+0.13755i,-0.05072+0.061576i,-0.025699+0.036144i,-0.01986+0.048998i,0.0038736+0.067757i,0.027552+0.050258i,0.023705+0.025596i,-0.00036774+0.015313i,-0.015882+0.018196i,0.0044971+0.025975i,0.039822+0.029848i,0.06018+0.036545i,0.066968+0.033079i,0.058484+0.01316i,0.036439+0.0030048i,0.021+0.0034375i
-0.1127-0.1895i,-0.18428-0.3997i,-0.1603-0.56243i,-0.078828-0.61108i,-0.047081-0.60316i,-0.026319-0.48524i,0.047536-0.26404i,0.1026-0.099975i,0.079987-0.029591i,0.045289-0.007338i,0.042413-0.024327i,0.04198-0.054036i,0.022179-0.072062i,-0.0090514-0.068593i,-0.020668-0.04034i,-0.0069223-0.016347i,-0.0019693-0.017283i,-0.0057278-0.02386i,-0.0033179-0.034315i,-0.011079-0.048916i,-0.023495-0.042534i,-0.017852-0.028864i,-0.0085749-0.026993i
0.15854+0.058076i,0.30198+0.22324i,0.38129+0.45683i,0.41306+0.56003i,0.41722+0.44318i,0.29686+0.2592i,0.12691+0.14619i,0.037704+0.06105i,-0.01431-0.007932i,-0.054096-0.0023562i,-0.060482+0.028374i,-0.067969+0.030529i,-0.08065+0.040337i,-0.062753+0.062831i,-0.011389+0.059986i,0.036465+0.029852i,0.049808+0.0018568i,0.027854-0.016729i,-0.0043233-0.021044i,-0.015927-0.002563i,-0.0033457+0.010557i,0.0032465+0.0072406i,-0.0034674+0.012452i
-0.040469+0.048872i,-0.13364-0.0060529i,-0.24135-0.19168i,-0.292-0.32819i,-0.24457-0.2485i,-0.11874-0.11613i,-0.024032-0.080734i,0.013506-0.072985i,0.039506-0.069528i,0.032348-0.074672i,0.014844-0.039695i,0.040191+0.015159i,0.086296+0.032623i,0.10595+0.0073274i,0.063965-0.031191i,-0.020771-0.04705i,-0.072395-0.039594i,-0.064517-0.025223i,-0.037131-0.0075475i,-0.020166+0.0045035i,-0.019374+0.008691i,-0.023258+0.011149i,-0.013234+0.011624i
-0.09767+0.03532i,-0.16525+0.069636i,-0.17398+0.094056i,-0.15403+0.074203i,-0.17593+0.053417i,-0.17382+0.095645i,-0.081288+0.12483i,-0.0014692+0.090091i,0.02002+0.065823i,0.042272+0.053391i,0.047711+0.017681i,0.02424-0.014566i,-0.0064807-0.033168i,-0.048822-0.024351i,-0.067131+0.025925i,-0.030042+0.083613i,0.013451+0.11311i,0.02524+0.11051i,0.028945+0.076917i,0.037544+0.029707i,0.039509+0.001514i,0.032922-0.010314i,0.014406-0.026564i
0.0058716-0.16963i,0.013172-0.32445i,0.004799-0.35106i,0.0091804-0.1991i,0.079041-0.099963i,0.13219-0.13871i,0.073343-0.11714i,0.0014696-0.0069556i,-0.010836+0.048394i,-0.0051703+0.025211i,-0.013045-0.016094i,-0.039326-0.037227i,-0.0526-0.028374i,-0.021764-0.02381i,0.034741-0.049905i,0.077506-0.092746i,0.094354-0.11916i,0.087009-0.11014i,0.054707-0.076427i,0.014892-0.042774i,-0.010336-0.027464i,-0.018424-0.021655i,-0.020385-0.0062238i
0.14451+0.095875i,0.2822+0.18336i,0.31372+0.21173i,0.17976+0.18347i,0.02533+0.2171i,-0.04388+0.25101i,-0.078398+0.14924i,-0.10304+0.017738i,-0.077759-0.030444i,-0.028595-0.024607i,0.0035643+0.0070244i,0.028654+0.043045i,0.047915+0.061775i,0.044936+0.05672i,0.001171+0.039345i,-0.074978+0.030994i,-0.13423+0.02348i,-0.13802-0.0001662i,-0.09766-0.014189i,-0.050969+0.0014822i,-0.021076+0.023806i,-0.0076128+0.033979i,0.0046841+0.031628i
-0.10152+0.057838i,-0.17162+0.1118i,-0.11962+0.11673i,0.033666+0.019818i,0.093325-0.11361i,0.057372-0.1566i,0.066845-0.1012i,0.093593-0.040638i,0.082649-0.010982i,0.052646-0.0024596i,0.024558-0.0080159i,0.019043-0.019542i,0.024463-0.035385i,0.011069-0.04025i,-0.0061175-0.019301i,0.0043444+0.022722i,0.030949+0.075923i,0.040516+0.11418i,0.03537+0.10293i,0.032369+0.053074i,0.033063+0.010063i,0.032845-0.0087818i,0.031221-0.017344i
0.00047129-0.055559i,-0.01072-0.064021i,-0.03729+0.033817i,-0.041473+0.17455i,-0.01081+0.19872i,-0.0068911+0.13411i,-0.020108+0.094979i,-0.012315+0.0506i,-0.034129+0.0043089i,-0.059964+0.010295i,-0.044327+0.014642i,-0.043943-0.00907i,-0.066139-0.011589i,-0.054565+0.016185i,-0.0016707+0.036338i,0.056393+0.0073662i,0.089789-0.058045i,0.09078-0.09381i,0.063588-0.07578i,0.030713-0.042772i,0.011338-0.028548i,0.0021922-0.029125i,-0.0045423-0.027755i
