-0.0020766+0.0016275i,-0.0018097+0.0011855i,-0.0029784+0.00092465i,-0.0024553+0.00087737i,-0.0011759+0.0021996i,-6.6522e-05+0.0031643i,-0.0002641+0.0020719i,-0.00033987+0.0018929i,0.00085558+0.0019497i,0.0015992+0.001213i,0.0018899+0.00045876i,0.0014514-6.5836e-05i,0.00051857-0.000544i,0.00056211-0.00026784i,0.00088562-4.4613e-05i,0.00044927-0.0005399i,-0.00073443-0.00047653i,-0.00075305+0.00018011i,0.00045566-7.6287e-05i,0.0010487-0.0009345i,0.00071115-0.00097666i,0.00062119-2.2339e-05i,0.00039793-0.00012804i
0.0011568-0.00165i,5.6813e-05-0.0026656i,-0.00013894-0.0040277i,0.00089571-0.0036058i,0.0011557-0.0018925i,-0.0001831-2.603e-05i,-0.001636+0.00041388i,-0.0010496+7.9509e-05i,2.5096e-05+0.0002399i,0.00044049+4.1959e-05i,0.00097696-3.1312e-05i,0.00098042+0.00018136i,0.00029946-0.00024692i,0.00020663-0.00054623i,0.00065752-0.00025726i,0.00024592+0.00033708i,-0.00039507+0.00071762i,-0.00056885+1.296e-05i,-0.0010545-0.00084827i,-0.00086439-0.0010115i,-0.00043541-0.00094746i,-0.00067732-0.00067671i,-1.4226e-05-6.644e-05i
0.0050487+5.3136e-05i,0.0052966+0.00087042i,0.0041989-0.00032096i,0.0015352-0.0010972i,-0.0008979-0.00030432i,-0.00075135+0.00061521i,-0.00018041+0.0014122i,-0.00013949+0.0017192i,-0.00013292+0.00034573i,-0.00025301-0.00051302i,-0.00026233-0.00027392i,-8.3844e-06-0.00064922i,7.0355e-05-0.001073i,-0.0001479-0.00049395i,-0.00098192-1.4956e-05i,-0.0011275-0.00070877i,-0.00041059-0.00084137i,8.9751e-05-0.00019191i,0.00016537+0.00038904i,-5.131e-05+0.00058814i,0.00025481+0.0008313i,0.00059539+0.00092123i,0.0010792+0.00036515i
-0.0010106+0.0015711i,-0.0015831+0.0019732i,-0.0012425+0.00238i,-0.00048891+0.0014572i,-0.00016529+0.0010396i,0.00061761+0.00077452i,0.00093688+0.00080358i,0.00071318+0.00079812i,0.00061465+0.00062576i,0.00065487+0.00021236i,0.00080441-0.00029201i,0.001124-2.9459e-05i,0.00052897+0.00055168i,0.00044159+0.00066599i,0.00084208+0.0002921i,0.00074501+0.0004364i,0.0008014+0.00073075i,0.00079023+0.00015241i,0.0012708-0.00066189i,0.0014565-0.00034256i,0.001113+0.00010034i,0.00051167+0.00023358i,-0.00032053+0.00058154i
-0.00049009-0.000579i,-0.00017984-0.00065654i,0.00050101-0.0010025i,0.001223-0.00021965i,0.0010836+0.0015211i,-0.00020265+0.0014122i,0.00010163+0.00071318i,-0.00024369+0.0010236i,-0.00052729+0.00089723i,-0.00015948+0.00093418i,0.00013722+0.00031032i,0.00086104-0.00072433i,0.00011561-0.00036683i,-0.000674+0.00077578i,-9.4439e-06+0.00072302i,-0.00043912+6.085e-05i,-0.00099514-0.00015586i,-0.00021419-0.00024379i,0.00018349-0.00039908i,0.00018215+0.00034801i,0.00014952+0.00079755i,-0.0007626+0.00087125i,-0.00058706+0.00075878i
0.0013179-0.0021591i,0.0013384-0.0024216i,0.0010173-0.0024322i,-0.00015889-0.0018309i,-0.00026436-0.00054044i,-0.00041177+0.00085255i,-0.00099151+0.00097546i,-0.0010175+0.00071966i,-0.0011672+0.00042232i,-0.00079119+0.00017145i,-0.00021818+0.00072368i,-0.00036736+0.00074064i,-0.0006102+0.00042429i,-0.00042873+0.00047026i,8.3249e-05+0.00084575i,0.00065974+0.00061776i,0.00099422-6.3607e-05i,0.00056629-0.00017185i,0.00035212-0.00039183i,-1.9241e-05-0.00022435i,-0.00072171+0.00043481i,-0.00083114+6.4745e-05i,-0.00025631-0.00029173i
-8.5886e-05-0.00094769i,-0.00018326-0.0020767i,-0.00025663-0.0014243i,0.00021989-0.00017759i,0.00020304+0.00029387i,8.9059e-05+0.00079758i,0.00034926+0.0007102i,0.00020833+0.0012999i,0.00049538+0.0017697i,0.00066143+0.00084501i,0.00073981+0.00040254i,0.00043754+0.00077628i,0.00010585+0.00010606i,0.00060783-0.00035547i,0.00037624+2.4553e-05i,9.8493e-05+0.0003339i,-0.00049802-2.277e-05i,-0.00067072-0.00056541i,-2.9601e-05-0.00043609i,0.00056009+0.0002274i,0.0005977+0.00073327i,0.00022651+0.00076603i,1.5293e-05-0.00016895i
0.00027375-0.0017112i,0.0010083-0.00098912i,-0.00010011-0.0013519i,-0.0014103-0.0016314i,-0.0020239-0.00046286i,-0.0014522+0.00010738i,-0.00083419-0.00010077i,-0.00045663+0.00029251i,0.000162+0.00058123i,0.00021004+0.00046308i,-0.00020295+0.00083301i,-1.8491e-05+0.0013128i,-0.000185+0.00068272i,-5.4464e-05-0.00037403i,0.00017662-0.00033121i,-0.00022227-0.00011944i,-0.00118-0.00072689i,-0.0013029-0.0010059i,-0.00014643-0.0010534i,0.00036362-0.00025511i,0.00054206+0.00066449i,0.00061208+0.00045973i,0.00044385+0.00050367i
5.2923e-05+0.0036656i,0.00090508+0.0041651i,0.0013705+0.0028721i,0.0012886+0.00096662i,0.0011064+0.00085736i,0.00060481+0.0009255i,0.00018821+0.00057881i,-0.00029095+0.00076368i,-0.00057467+0.00063372i,-0.00094313+0.001044i,-0.00065176+0.00072931i,0.0005088+0.00019799i,0.0006526+0.00028855i,0.00051896+0.00034383i,0.00062508+0.0005535i,0.00011219+0.00055644i,-0.00045838+2.4371e-05i,-0.0003427-0.00037673i,-0.00014982-0.00034394i,0.00012274-0.00041131i,-1.117e-05-0.00022861i,-0.00075043-0.00026225i,-0.00018163-0.000468i
-0.0013667+0.0025003i,-0.0013772+0.0027337i,-0.00047923+0.0025881i,2.3568e-05+0.0014088i,0.00023247+0.00116i,0.00025647+0.0011449i,0.00032424+0.0014029i,7.3043e-05+0.0024469i,0.00010798+0.0016932i,0.00084693+0.00050388i,0.00092057+0.00041915i,0.00063672+0.00063478i,0.00052101+0.0003475i,0.00020387-0.00016341i,-0.00043081-0.00048121i,-0.0010672-0.00053866i,-0.00017663-5.511e-06i,0.00058222+0.00074196i,0.00046423+0.00063209i,0.00026367-0.00020001i,0.00035175-0.00019706i,0.00042136-0.00012012i,0.00039361-0.00091704i
-5.2064e-05-0.0014386i,0.00011311-0.0018238i,-0.00090842-0.0030237i,-0.00093281-0.0016509i,-0.00068851+0.00056019i,-0.00072711+0.00141i,-0.00098033+0.0015351i,-0.0011918+0.0010075i,-0.00083024+0.00052031i,0.00019254+0.00073383i,2.2933e-05+0.00036334i,-8.2111e-05-0.0002377i,0.00012912-0.00045543i,-0.00050303-0.0010813i,-0.00040274-0.0011994i,0.00012923+3.1747e-05i,0.00028842+0.00042109i,0.00023439+0.00050036i,-0.00040902+0.00089213i,-0.00022742+0.00011127i,-9.9097e-05-0.0001393i,-0.00043899+0.00058436i,-0.00049463+0.00056807i
-0.0015507-0.00079163i,-0.0026058-0.00011318i,-0.0039218+0.00040204i,-0.002384+0.00093248i,-0.00095325+0.00252i,-0.0010472+0.0023738i,-0.00079389+0.00091796i,-0.00044042+0.00094287i,-0.00075576+0.0011439i,-0.00048925+0.0012026i,-0.00011988+0.0011227i,-0.00047691+0.0010578i,-0.00078809+0.00051162i,-0.00064945-0.00011736i,-0.00033408-0.000449i,-0.00038534-0.00058239i,-0.00047549-0.00030096i,-0.00021878+0.00061003i,5.9268e-05+0.00105i,8.2115e-05+0.0004346i,0.00021023+0.00022795i,-2.4948e-05-1.631e-07i,-0.00057988+0.00015393i
-0.00071391-0.00086156i,6.5654e-05-0.0017165i,0.00099657-0.0012247i,0.00065944-0.001576i,0.00038262-0.0011404i,0.00084438+0.0005696i,0.00069699+0.001426i,7.9655e-05+0.0013924i,0.00040661+0.00078516i,0.00017267-0.00016278i,-0.00023265-0.0006161i,0.00024905-0.0004494i,0.00038874-1.6181e-05i,-0.00036415+0.00063158i,-0.000485+0.00061521i,8.5108e-05-5.7325e-05i,0.00058163+0.00030212i,0.00089697+0.00040864i,0.00055279-0.00042713i,4.8154e-05-0.00080896i,0.00039857-0.00031467i,0.00089406-0.00015082i,0.00061058+1.4963e-05i
-0.002193-0.00099866i,-0.0025522-0.00030596i,-0.0021006-7.9349e-05i,-0.0011993+0.00051098i,-0.0013445+0.00086873i,-0.001526+0.00044715i,-0.00091643+0.00017371i,-0.0007187+0.0013571i,-0.00043494+0.0012517i,0.00014067+8.546e-05i,-6.1598e-05-0.00050688i,6.2457e-06-0.00021593i,-0.00021625+0.00069773i,-0.00023373+0.00037088i,2.307e-05-0.00029678i,0.00022581-0.00044364i,0.00040941-7.4595e-05i,2.7794e-05-0.00061102i,-0.00029649-0.00085206i,-0.00014718+6.9086e-05i,-0.00036371+0.00046084i,-0.00028466+0.00031068i,0.0002783+4.8803e-05i
-6.9678e-05-3.187e-05i,4.0662e-05+1.0265e-06i,0.00094593-0.0012512i,0.0013071-0.0020803i,0.0011677-0.001324i,0.00097028-0.00071625i,-0.00068439+0.00047752i,-0.0014101+0.00085798i,-0.00050697+0.00087388i,2.1313e-05+0.00043524i,7.8026e-05+5.059e-05i,7.7442e-05+0.0007218i,0.00028522+0.0012771i,9.9301e-05+0.0015638i,-0.00022908+0.0011006i,-0.00014615+4.8003e-05i,-6.7884e-05-0.0006606i,-0.00021778-0.00042904i,-0.00072192-0.00019019i,-0.00069958-0.00014444i,-0.00033958+0.00016591i,-1.4196e-06+0.00077059i,0.0008372+0.00036272i
-0.00068609+0.0014722i,-0.00095066+0.0017302i,-0.0013126+0.0022234i,-0.0012891+0.0019434i,9.9554e-05+0.0014721i,0.000512+0.001281i,-0.00030459+0.00077451i,-0.00062182+0.00048905i,-0.00021859+0.00096633i,-0.00012864+0.0010699i,4.8593e-06+0.0012873i,0.0001446+0.0011577i,8.2778e-05+0.00041075i,-0.00022597+0.00012186i,-0.0002342-0.00027894i,0.00016419-0.00093359i,0.00016033-0.00089813i,0.00032501-0.00069111i,0.00065899-0.00069222i,0.00078054-0.00017935i,-0.00027923+0.00061376i,-0.00067941+0.00063028i,-0.00023525-9.9974e-05i
4.3672e-05+0.0015812i,0.00026478+0.0019015i,2.363e-05+0.00091954i,-3.5911e-05+0.00078163i,8.7775e-05+0.0010012i,0.00012215+0.0010208i,0.00028801+0.0005647i,0.00020998+0.0011217i,0.0006829+0.0015713i,0.00065652+0.00067033i,-0.00023095+0.00065425i,-0.00016032+0.00092361i,0.00040055+0.00018795i,0.00089927+1.7968e-05i,0.00079393+0.00059648i,-2.5986e-05+0.0008153i,-0.0001901+4.9687e-05i,5.3046e-05+1.6807e-05i,-0.00018077+0.00031526i,-2.5627e-06+0.0004587i,0.00066513+0.00094125i,0.0010505+0.00075495i,0.0007864+1.3825e-05i
0.0024045-0.00095005i,0.0013644-0.0017849i,0.001452-0.0013824i,0.00071176-0.0015066i,-6.8163e-05-0.00064949i,-0.00079349+0.00054539i,-0.0012493+0.0005832i,-0.00048852+0.00033014i,-5.7389e-05+0.00039537i,-0.00018804-0.00012196i,-0.00060035-0.00073632i,-0.00061422-0.00046139i,-0.00017857-0.00062903i,0.00029374-0.00041938i,0.00012889+4.5225e-05i,-0.00019755-0.00073348i,-0.00010693-0.0011563i,0.0003293+0.00012395i,0.00047256+0.00093973i,-0.00035642+0.00014091i,-0.00030112-0.00044109i,0.00063032-0.00012487i,0.00044162+0.00016958i
-0.000296+0.0013606i,-0.00031519-0.00011805i,2.5089e-05-0.00058334i,0.00041702-0.00074084i,0.00037825-0.00017574i,-0.00076527+0.00011999i,-0.0019755+0.00021911i,-0.0020219+0.0011414i,-0.0013992+0.0011782i,-0.00041651+0.00013781i,0.00053261+0.00065773i,0.0002854+0.0015592i,-0.00035435+0.00095013i,-0.00023295+0.00034585i,9.3538e-05+0.00015769i,0.00014849+0.00017766i,0.00058976+0.00069104i,0.00078175+0.00042987i,0.00046354-0.0003029i,0.00044986+0.0001533i,0.00023168+0.0008367i,-0.00058721+0.00095155i,-0.000621+0.0014232i
0.0030442+0.00021881i,0.0028011+4.1612e-05i,0.0021164+0.0002372i,0.00077246+0.00031081i,-0.00022408-0.00034271i,-0.00048845-0.00045299i,-0.00089897+0.00061058i,-0.00080648+0.0013849i,0.00030762+0.0014248i,0.0010812+0.00094956i,0.0010164+0.00038316i,0.00082887+0.00023248i,0.00084611-0.0002075i,0.00053107-0.0005222i,-1.7811e-05-0.00071926i,-0.0007342-0.0010813i,-0.0013052-0.0015953i,-0.00076641-0.0016569i,0.00010407-0.00062981i,-0.0011659-0.0001969i,-0.0019-0.00049882i,-0.00039012-0.00043293i,5.7568e-06-0.00050811i
0.00056223-8.459e-05i,0.00027022+6.4799e-05i,0.0011407-0.0011581i,0.0013626-0.0010352i,0.0011164+0.00017041i,0.00087391+0.00080208i,-0.00087654+0.00074577i,-0.0011281+0.00093094i,8.9583e-05+0.00074171i,-0.00020105+1.4144e-05i,-1.8863e-05-0.00062448i,0.00066691-0.00028229i,0.00085396+7.867e-05i,0.00099766+0.00026101i,0.00076908+0.00072218i,0.00015288+0.00094837i,-3.1943e-05+0.00068069i,0.00038702+4.2347e-05i,0.00051871+0.00013012i,0.00018922+0.0007976i,0.0002914+0.00074636i,0.00043939+0.00032617i,-5.7249e-05-0.00015973i
-0.0025185+0.0019233i,-0.002856+0.0031227i,-0.0020834+0.0038086i,-0.0011971+0.0035052i,0.00055153+0.0027717i,0.00082289+0.0024664i,-0.00052886+0.0015066i,-0.00039036+0.00074418i,0.00026563+0.0014709i,0.00052936+0.0015751i,0.000551+0.00093557i,0.00059305+0.00102i,0.00044444+0.00089274i,-0.00015076+0.00057771i,-0.00021332+0.00098812i,-0.00021361+0.00066598i,-0.00055722+0.00036525i,-0.00069634+0.00035105i,-0.00055083-0.00083858i,-0.00051861-0.00049038i,-3.6885e-05+0.00093546i,0.00038491+0.00066555i,-0.00021177-0.00047731i
0.00053184+0.00044506i,0.00023004+0.00045418i,0.00073251+1.8684e-05i,0.00069959+0.0008183i,-0.0010828+0.0012819i,-0.0019252+0.00014455i,-0.0017735+0.00020209i,-0.0010293+0.00074624i,0.00054998+0.00040816i,0.00091057-0.00010302i,0.00025101-9.3708e-05i,0.00023478+0.00052264i,0.00091757+0.00078435i,0.00091817+0.00027264i,0.00059422+6.1907e-05i,0.00081079-3.0937e-05i,0.00044145-0.00034292i,3.5027e-05-0.00037592i,-0.00036902-6.411e-05i,-0.00070363+0.00048595i,-0.00069036+0.00090995i,-0.001034+0.00046652i,-0.0013031-4.423e-05i
-0.0012325-0.00091319i,-0.0018839-0.0014353i,-0.0020887-0.00078933i,-0.0017446-0.000259i,-0.00098445+0.00047823i,-0.00071282+0.0011082i,-0.00076174+0.001118i,-0.00045361+0.00063977i,-0.00034652+0.00064973i,-0.0006333+0.00076681i,-9.0484e-05+0.00013804i,8.5796e-05+5.8161e-06i,0.00012134+0.00015798i,0.00027538-0.00034885i,0.00031361+0.00020151i,0.00016229+0.0013459i,-0.00044318+0.0013025i,-0.00072527-7.4149e-05i,-0.00077075-0.00045529i,-0.00049114+4.7213e-05i,-0.00045275+0.00021302i,-0.00011993+0.00033562i,0.00029909+0.00068664i
-0.0011137+0.0014348i,-0.0010821+0.00070727i,0.00018165+0.00097149i,0.0013466+0.0015216i,0.0014424+0.0020705i,0.00032561+0.0011424i,-0.00045023-0.0001342i,-0.00045143+0.00025731i,-6.5726e-06+0.0011647i,0.00014122+0.0012572i,-3.5072e-05+0.00048538i,6.3108e-07-0.00039579i,0.00020799-0.00029581i,0.00063522+1.6692e-05i,0.00023861+0.00010847i,-0.00033061-0.00022229i,-0.00026387-4.1435e-05i,-0.00040473+0.00030159i,0.00011174-5.8913e-05i,0.0002641+0.00018048i,0.00011207+0.0004603i,-0.00032733-0.00023564i,-0.00043193-0.0010205i
0.0022646-0.0014867i,0.0022026-0.0021947i,0.0014286-0.0027312i,-0.00052054-0.0024269i,-0.0019704-0.0011737i,-0.0017487-0.00024268i,-0.00028445+0.00040916i,0.00027402+0.00088382i,1.1201e-05+0.00067965i,0.00022089+0.00018384i,-0.00058552+0.00080481i,-0.00089518+0.0011227i,-0.00015201+0.00056848i,0.00030737+0.00021184i,0.00042742+0.0004314i,-0.00032071+0.00021023i,-0.00068465-0.00011584i,0.00024721-0.00017091i,0.00037581-0.00028979i,-0.00025493-0.00019653i,-0.0010515+6.8817e-05i,-0.001553+0.00045131i,-0.001091+0.00043369i
0.0019991+0.00030204i,0.00090559+2.086e-05i,0.0011216-0.0012649i,0.00095255-0.001327i,0.0004144-0.0010706i,-0.00063201-0.00092201i,-0.001029+0.00062567i,-0.0002874+0.0016861i,0.00013535+0.00087863i,-0.0001057+0.00065789i,-0.00044509+0.0010898i,-0.00065958+0.0014816i,-0.00087237+0.0011893i,-0.00046591+0.00029648i,-0.00028763-0.00023791i,-0.0012019-0.00078827i,-0.00050247-0.00097055i,0.00098542-0.00050695i,0.00064358-0.0004376i,8.3091e-05-0.00018583i,0.00010468+0.00080821i,-0.00068365+0.0011706i,-0.0007775+6.6665e-05i
-0.00099769-0.00049609i,0.00017694-2.2482e-05i,0.0010981+0.0015006i,0.0001474+0.0025082i,0.00063329+0.0018815i,0.0015809+0.0013048i,0.00040297+0.0010158i,-0.00051169+0.0010335i,-0.00066503+0.0013252i,-0.00087761+0.0014378i,-1.3095e-06+0.0013391i,8.2645e-05+0.00094417i,-0.00064105-0.00019451i,-0.00015837-0.00043846i,0.00068551-0.00014948i,0.00050496-5.3889e-05i,-0.00020653-3.1586e-05i,-0.00054906+0.00035156i,-0.00010547+0.00023706i,0.00056422-0.00043668i,0.0011396-0.00084814i,0.00096558-0.00072606i,0.00028815-0.00014132i
-0.0018196+0.00040657i,-0.002839+0.0016643i,-0.0033607+0.0013736i,-0.0018334+0.00035488i,6.8787e-05+0.0007767i,0.0014567+0.0017654i,0.0014445+0.0020275i,9.7352e-05+0.0019785i,-0.00056371+0.0014479i,-0.0004433+0.00068591i,-0.00049756+0.00057066i,-0.00015267-0.00011148i,-0.00016029-0.00077102i,-0.00039881-0.00021845i,-0.00052372+0.0001103i,-0.00044514+5.3145e-05i,-1.1184e-05-0.00030893i,0.00013737-0.00034581i,0.00012417-5.7058e-05i,0.00059591-0.00038045i,0.00036239-0.00026496i,-0.00018153-7.7479e-05i,0.00031702-6.9418e-05i
-0.00018229+0.0005503i,-0.00030412-0.00016428i,-0.00052329-0.00014232i,0.00047839+0.00057108i,0.00080029+0.00072516i,-0.00010251+0.00016718i,-0.00021014+0.00043295i,0.00039175+0.00083094i,0.00076074+0.0005394i,0.0009486+0.0003288i,0.00072006+0.00025576i,-7.5796e-05+0.00019061i,-0.00045901+0.00011952i,0.0006232-0.00032354i,0.001276+0.00017111i,0.00047139+0.00028274i,0.00016602-0.00021955i,0.000542+0.00081063i,0.00074766+0.0016225i,0.00039698+0.001002i,-0.00046913+0.00059213i,-0.00034013+0.00056951i,0.00025823+0.00020073i
0.0017378-0.0011773i,0.0017296-0.0014044i,0.0007059-0.002279i,-0.00066563-0.0029604i,-0.0013115-0.0025222i,-0.0018467-0.0018122i,-0.0014188-0.0010059i,-0.00052128-0.0008848i,-0.00081142-0.0012145i,-0.00030847-0.0006058i,0.00040576-0.00035653i,0.00021211-0.00013975i,-0.00076294-5.2337e-05i,-0.0019485-0.00020001i,-0.0015431+5.3473e-06i,-0.00028952+0.00020168i,0.00010683+2.4211e-05i,5.828e-05-0.0001462i,-0.00020809-4.5672e-05i,-7.171e-05+0.00012288i,7.4946e-06+2.2723e-05i,-0.00023926-0.00027274i,-4.0205e-05-0.00032181i
-5.5643e-05+0.0011472i,0.00082744+0.0006825i,0.0010976+0.0003412i,0.0012696-0.00027179i,0.0013967-0.0003059i,0.00084659+0.00055519i,-0.00030696+0.0012893i,-0.0007875+0.0009292i,-0.00086873+0.00016i,-0.00086993+9.1124e-05i,-0.00087592-2.5303e-06i,-0.00027944+0.00019591i,0.00014517+0.00041071i,0.0003467+0.00036897i,0.00027318+0.00097503i,-0.00038351+0.00071458i,-0.00090104+0.00036596i,-0.0006812+0.00074451i,0.00031639+0.00021721i,0.0003608-0.00032159i,-0.00052402-7.0317e-05i,-0.00034166+6.5411e-05i,0.00077511-0.00025181i
-0.0020867+0.00059615i,-0.0027093+0.0011618i,-0.0025301+0.00077772i,-0.0010268+0.0011213i,-0.00033207+0.0019482i,-0.00031129+0.0020356i,0.00073296+0.0015689i,0.0010278+0.0009615i,0.00055558+0.00063565i,0.00025424+0.00032125i,-0.00069789+0.00015947i,-0.000585+0.00028456i,0.00047697+6.3024e-05i,0.00066645+0.00025814i,-0.00011332+0.000617i,-3.1769e-05+3.9026e-05i,0.00024362-0.00031064i,0.00060142+0.00014709i,0.0012227+0.0010022i,0.00051345+0.00088529i,8.8587e-05-6.2815e-05i,6.7815e-05-0.00013207i,-0.00025607-0.00020413i
-0.00038266+0.0021544i,0.00091613+0.0022451i,0.0013358+0.0024831i,0.0018735+0.0012301i,0.0027008+0.00019325i,0.0026565+0.0013353i,0.0010934+0.0015017i,4.6174e-05+0.001402i,7.5458e-07+0.001119i,0.00068131+0.00055823i,0.00089624+0.00051622i,0.0010534+0.00056838i,0.0015783+0.0011964i,0.0006209+0.00153i,-0.00036895+0.00096318i,0.00039974+0.0003655i,0.0006399-6.5632e-05i,0.00025151-0.00016435i,0.00036956+0.00054982i,0.00084814+0.0010994i,1.5364e-05+0.00090817i,-0.00049947-0.00017211i,4.3159e-06-0.00064552i
0.0014883+0.0014535i,0.00052558+0.0023557i,-5.883e-05+0.0027558i,0.00025092+0.0022307i,4.1317e-05+0.00086297i,-0.0011453+0.00038797i,-0.0013804+0.00098665i,-0.0011055+0.0010903i,-0.00020639+0.00098657i,0.00061768+0.00078569i,0.00013886-2.2519e-06i,0.00021167-0.00079483i,0.00035561-0.00078494i,-0.00044616+0.00047615i,-0.00034115+0.00099285i,0.00053366+0.00091943i,0.00051091+0.0011541i,0.00038694+0.00036538i,-0.00017879-2.3576e-05i,-0.00045116+0.00029154i,-0.00041848-0.00013603i,-0.00034493-0.00011352i,-9.3459e-05+0.00049076i
-0.00031576+0.0015162i,-2.5344e-05+0.0013414i,0.00035411-0.00016035i,0.00046779-0.001188i,0.00045456-0.00020191i,-0.00077276-0.00035888i,-0.0019717-0.00050139i,-0.0017561+0.00032623i,-0.00058158+0.0015547i,0.00056608+0.0016683i,0.0010472+0.0014891i,0.00074319+0.0013339i,0.00010763-4.2451e-05i,-0.00077268-0.00078666i,-0.0007822-0.00072668i,0.00012907+8.1789e-06i,0.00026381+0.00050798i,-9.45e-05-9.3057e-05i,0.00033544-0.00070672i,0.0001443-0.00060583i,-0.00022295-0.00061405i,9.1511e-05-0.00012822i,0.00065195+0.00021306i
-0.00023712+0.0010326i,-0.00075683+0.00098876i,-0.0013927+0.00088566i,-0.0010836+0.00078388i,9.772e-05+0.0018414i,-0.00027373+0.002858i,-0.0014896+0.0020271i,-0.0014214+0.00095248i,-0.00087578+0.00070429i,-0.00035738+0.0012182i,5.6481e-05+0.00051517i,4.709e-05+0.00024464i,-9.7868e-05+0.00068288i,0.00041142-0.00010903i,0.00063276-0.00026825i,-0.00038824-0.00040298i,-0.0008169-0.00023378i,-0.0010497+0.00034675i,-0.00042145+0.00079093i,0.00032788+0.00089732i,5.3765e-05+0.00011897i,-0.0001579-7.5683e-05i,-0.00048972+0.00021139i
-0.00028366-0.00029748i,-0.00098039-0.0011639i,-0.0002322-0.0015562i,0.0017664-0.00040288i,0.0019945+0.00018858i,0.00071771-0.00090872i,-3.3724e-06-0.0010283i,0.00068657+2.5408e-05i,0.0011722+0.00073895i,0.0010571+0.00067599i,0.00096912+0.00010938i,0.00043611+0.00010224i,-0.00020427+0.00058241i,0.00027333+0.00056381i,0.0010215+0.00038677i,0.00050927-0.00013678i,-0.00013394-0.00048854i,-0.00061405-0.00031373i,-0.00029808+0.000174i,0.00070025+0.00027319i,0.0013848-0.00020707i,0.00074143+0.00012253i,-8.4519e-05+0.00064253i
-0.00040022+0.001836i,-0.00029569+0.0028349i,0.00037172+0.0016769i,2.31e-05-0.00028598i,6.2511e-05-0.00072271i,0.00035328-0.00018088i,0.00044564-3.465e-05i,0.00024916+0.00082603i,2.5536e-05+0.001126i,9.4368e-05+0.00030108i,0.00011621+0.00031468i,0.00014662+0.00070599i,-0.00017141+0.0003183i,-0.00045712+0.00061911i,-0.00054178+0.0011095i,0.00030296+0.00062843i,0.00045535+0.0003243i,0.00067068+2.8878e-06i,0.0013899+2.2909e-06i,0.0010871-0.00029407i,0.00030527-7.946e-05i,0.00060595+0.00054037i,0.00075033+0.00053244i
-0.0020061+0.0020762i,-0.0022205+0.0014374i,-9.3537e-05+0.0020773i,0.0011126+0.002662i,0.00051704+0.0018866i,-0.00019845+0.0013353i,-0.00089755+0.0016774i,-0.00061713+0.0021684i,0.00024501+0.0020308i,0.00032199+0.0011706i,1.6096e-06+0.0006483i,-7.3172e-05+0.00062995i,7.0317e-05+0.00042011i,0.00014554-3.837e-05i,-0.00016449-1.9083e-05i,-0.00043248+0.00026542i,-0.00054646+0.00026413i,0.0002886+0.00012255i,0.00075304+5.7126e-05i,-0.00053282+0.00015055i,-0.00059859+0.0002522i,2.0945e-05+0.00049626i,0.00036084+6.3699e-05i
-0.002192-0.0013848i,-0.002577-0.0014431i,-0.0023541-0.00038801i,-0.001573+0.0010189i,-0.00077701+0.002539i,-0.00039616+0.0025694i,-0.001243+0.0017765i,-0.0022029+0.0011033i,-0.0016478+0.0010347i,-0.00098372+0.0012258i,-0.00046716+0.00098418i,0.00014565+0.0012133i,-0.00013692+0.0014158i,-0.00019091+0.0011379i,0.000337+0.00061931i,-1.6142e-05+0.0002444i,0.00021966+0.00058925i,0.00032134+0.0015775i,-0.00079774+0.0012324i,-0.0013837+1.14e-05i,-0.00088121-0.00011949i,-0.00025944+0.00058778i,-0.00027516+0.0011122i
0.0005678+0.00011316i,0.00063411+0.0015743i,0.00097643+0.0011151i,0.00098742-0.00031701i,0.00038592-0.00019614i,0.00015546+0.00040392i,9.2151e-05+0.00054702i,-8.0135e-07+0.00012815i,0.00021241-0.00040108i,-4.511e-05-4.0126e-05i,-0.00051143+6.9512e-05i,-0.00061416+0.00015395i,-0.00048809+0.00036036i,-0.00041201+0.0004561i,-0.00032534+0.00037316i,0.00012858+0.00016539i,9.6426e-05+0.00071027i,0.00025198+0.0010767i,0.00030285+0.00053969i,-0.00017865+0.0003279i,-2.1043e-06+0.0005003i,-3.179e-05+0.00032657i,-0.00093647+5.6882e-05i
0.0017124+0.0031218i,0.00066183+0.0029455i,0.00099962+0.0022166i,0.0014679+0.0013957i,0.00085009+0.0004204i,8.5655e-05-6.7297e-05i,-0.0013299+0.00023423i,-0.0013377+0.00062925i,-0.00067946+0.00078156i,-0.00051477+0.00027407i,-0.00035488+0.00038182i,-5.0544e-05+0.00038356i,0.00095834+0.00016515i,0.0012016+0.0005696i,0.00038326+0.00057004i,0.00021112-0.00026527i,0.00037743-0.0008026i,-0.00018686-0.0010084i,-0.00034003-0.0010541i,0.00063475-0.00033137i,0.0012464+0.00067755i,0.00095625+0.00042838i,0.00026984-0.00018976i
