-0.00052085-0.00015247i,-0.00016193-0.0011126i,-0.0016077-0.0029969i,-0.0026952-0.0030423i,-0.00272-0.0014077i,-0.0021465+0.00072666i,-0.00095628+0.0015333i,-8.3908e-05+0.00084588i,0.00092323+0.00083399i,0.0011894+0.0009246i,0.00014868+6.3436e-06i,0.00024993-0.00042669i,0.00072604-4.7139e-05i,2.6456e-06-0.00075613i,-0.00056054-0.00075829i,-0.00038173+0.00012043i,0.00018998+0.00058428i,0.00040057+0.0003677i,0.0005621-0.00062157i,-2.871e-05-0.00029458i,-0.00058179+0.00053466i,-0.00035137+0.00036866i,-0.00037713+0.00017389i
0.013536+0.0016966i,0.018006+0.019949i,-0.057047+0.079847i,-0.26018+0.16505i,-0.43865+0.24256i,-0.36829+0.27435i,-0.15611+0.21028i,-0.034483+0.10783i,-0.010415+0.046133i,0.00018415+0.019656i,0.010442-0.0033835i,0.0093742-0.024403i,-0.0022346-0.031014i,-0.010701-0.023503i,-0.0093878-0.012914i,-0.0027894-0.0043041i,0.003322+0.00037821i,0.0039758+0.00043347i,0.00090978-0.0022508i,-0.0010654-0.0051761i,-0.001025-0.004697i,0.0018818-0.0027493i,0.005886-0.002003i
-0.051868-0.049916i,-0.1055-0.09795i,-0.12445-0.049228i,-0.0073886+0.14808i,0.16925+0.3159i,0.19485+0.29771i,0.084759+0.18736i,0.012313+0.10963i,0.010044+0.049441i,0.012935+0.003015i,0.011275-0.01402i,0.0061462-0.015019i,0.00043681-0.0051606i,0.0017958+0.0040882i,0.0020726+0.0053922i,-0.00091964+0.005784i,-0.0035126+0.0072501i,-0.0036488+0.0088534i,0.00042347+0.0085533i,0.0040172+0.0060901i,0.0049062+0.0029815i,0.0036441+0.00046773i,-0.00019639+0.0015015i
-0.058917-0.020732i,-0.076479-0.078314i,-0.040658-0.20397i,0.051831-0.37955i,0.1021-0.48317i,0.052715-0.38242i,0.025206-0.17037i,0.044545-0.054904i,0.026647-0.024455i,0.0024262+0.0050009i,0.0068526+0.019406i,0.012498+0.019588i,0.012238+0.022979i,0.0094482+0.023974i,0.0054798+0.02309i,0.00098318+0.023861i,-0.0020647+0.025104i,0.0016926+0.020709i,0.0074708+0.010588i,0.010298+0.006398i,0.010554+0.0074398i,0.009414+0.0092587i,0.0072797+0.012043i
-0.00056178+0.032846i,0.01396+0.097162i,-0.054632+0.13836i,-0.2752+0.12966i,-0.46968+0.15403i,-0.41992+0.2201i,-0.19777+0.21762i,-0.041566+0.12661i,-0.0010096+0.053503i,0.01513+0.02944i,0.033597+0.015328i,0.039018-0.0010279i,0.025104-0.015167i,0.0039807-0.020583i,-0.0080725-0.015144i,-0.0094373-0.0055043i,-0.006826+0.00093683i,-0.0038801+0.0027205i,2.7068e-05+0.0028924i,0.0026414+0.0026869i,0.0026057+0.0025389i,0.0025328+0.0038281i,0.0040358+0.0037384i
-0.041225-0.072602i,-0.098143-0.13625i,-0.14539-0.11297i,-0.10671+0.074352i,0.010846+0.27094i,0.072887+0.24895i,0.0082257+0.12071i,-0.038705+0.064525i,-0.013673+0.031199i,0.0081191-0.0016279i,0.016895-0.0073195i,0.018019-0.0078862i,0.0095577-0.0062619i,0.0059212-0.0013154i,0.00090725-0.00081982i,-0.0096979+0.0008484i,-0.016334+0.0056848i,-0.014022+0.011299i,-0.0073695+0.015925i,-0.0034111+0.016475i,-0.0010264+0.014674i,-0.001456+0.012222i,-0.004523+0.009427i
-0.059356-0.075255i,-0.070816-0.17588i,0.0044757-0.27955i,0.14084-0.37709i,0.16038-0.45992i,0.044477-0.39806i,-0.019781-0.2042i,0.0090577-0.070552i,0.012077-0.026306i,-0.0081147+0.014835i,-0.0044505+0.036961i,-0.004504+0.035384i,-0.0078692+0.036581i,-0.0068803+0.033972i,-0.0076627+0.027051i,-0.0095453+0.022008i,-0.010071+0.01955i,-0.0058353+0.018731i,0.00082197+0.014802i,0.0033583+0.012659i,0.0025829+0.014768i,0.0010741+0.016105i,-0.0017201+0.015611i
-0.036148+0.041079i,-0.050732+0.13018i,-0.11295+0.20793i,-0.26833+0.17952i,-0.42639+0.12283i,-0.43007+0.17058i,-0.24625+0.21513i,-0.06792+0.14751i,-0.0033074+0.061186i,0.012315+0.02723i,0.017795+0.023959i,0.019334+0.02044i,0.016405+0.0025202i,0.0031804-0.015749i,-0.0094094-0.02132i,-0.011652-0.019182i,-0.0090793-0.013048i,-0.0061611-0.0046822i,-0.002991+0.0014517i,-0.0027142+0.0019408i,-0.0061759+3.7717e-05i,-0.0077798-0.0002314i,-0.0051446+0.00048983i
-0.032793-0.076303i,-0.069065-0.15855i,-0.15857-0.19996i,-0.21263-0.073141i,-0.11324+0.11747i,0.0055251+0.12886i,-0.009006+0.034071i,-0.045979+0.012167i,-0.022324+0.013347i,-0.0057693-0.0004849i,-0.0014398+0.0045724i,0.0074661+0.0091854i,0.0085549+0.0083537i,0.0082467+0.0072873i,0.0026996-0.002821i,-0.0094238-0.011853i,-0.016975-0.011713i,-0.016357-0.0059015i,-0.012901+0.00071088i,-0.0078401+0.0041495i,-0.0025136+0.0045281i,-0.0024364+0.0031147i,-0.004078+0.00069566i
-0.024907-0.12034i,0.0092213-0.2371i,0.12304-0.33448i,0.24024-0.37957i,0.229-0.41752i,0.10206-0.41144i,0.0099094-0.27091i,0.019558-0.11456i,0.023716-0.036615i,-0.0023479+0.017993i,-0.0081804+0.044465i,-0.013594+0.03628i,-0.017563+0.031483i,-0.01083+0.028815i,-0.0051936+0.023264i,-0.00092847+0.019831i,-0.00033306+0.012235i,-0.0036794+0.004536i,-0.0053618+0.0011944i,-0.0052611+0.0013052i,-0.0048832+0.0044577i,-0.0039684+0.007816i,-0.0047451+0.0075089i
-0.076337+0.018003i,-0.13359+0.12968i,-0.17293+0.28025i,-0.20332+0.28188i,-0.27505+0.14701i,-0.30746+0.10735i,-0.20069+0.14357i,-0.059311+0.10966i,0.0059441+0.039539i,0.01833+0.0053055i,0.012063+0.00056436i,0.0078034-0.00012463i,0.011439-0.015844i,0.0085059-0.035199i,0.0041442-0.037668i,0.0072333-0.029124i,0.0099136-0.02098i,0.0092121-0.01068i,0.0096557-0.0016689i,0.0091291-0.00047957i,0.0049919-0.0013621i,0.00043272-0.0012028i,0.00024215-0.0021207i
-0.044383-0.062731i,-0.073942-0.15268i,-0.15514-0.2586i,-0.21317-0.24693i,-0.12125-0.12699i,-0.0018426-0.080223i,-0.013763-0.10046i,-0.058119-0.060815i,-0.041694-0.018466i,-0.028007-0.020589i,-0.028757-0.012573i,-0.016814+0.0018013i,-0.0060741+0.011902i,0.0039462+0.015311i,0.0090923+0.0023886i,0.0016815-0.0090048i,-0.0042342-0.011386i,-0.0040183-0.011386i,-0.001301-0.008895i,0.0055351-0.0053057i,0.010627-0.0027428i,0.009402-0.0033237i,0.0065164-0.0040531i
0.022869-0.1127i,0.13409-0.22551i,0.26296-0.31223i,0.29676-0.31581i,0.2281-0.29784i,0.13946-0.29766i,0.075396-0.22903i,0.051127-0.11041i,0.032846-0.025926i,0.003294+0.027612i,-0.013072+0.045732i,-0.021227+0.036522i,-0.019026+0.034046i,-0.0047365+0.032279i,0.0049352+0.027094i,0.01113+0.027227i,0.017462+0.022357i,0.014817+0.0090915i,0.0048005-0.00063954i,-0.0044325+2.956e-05i,-0.0094845+0.0077055i,-0.0078145+0.014375i,-0.0054607+0.011869i
-0.08928+0.013077i,-0.17525+0.16437i,-0.23906+0.39413i,-0.20144+0.48771i,-0.11578+0.36681i,-0.082209+0.22666i,-0.051419+0.17637i,0.0092459+0.12411i,0.040905+0.044479i,0.030141-0.0052034i,0.011023-0.013821i,0.0084451-0.010499i,0.017188-0.019362i,0.017057-0.031014i,0.0088296-0.028316i,0.0068757-0.01686i,0.011213-0.0058473i,0.015341+0.0012335i,0.015882+0.0030771i,0.010321+0.0016476i,0.0035334-0.00081434i,3.5274e-05-0.0027181i,-0.00062683-0.0036691i
-0.078836-0.061153i,-0.12763-0.15137i,-0.14225-0.3024i,-0.088933-0.39001i,0.030512-0.33375i,0.12936-0.25804i,0.085606-0.2199i,-0.012102-0.1353i,-0.035524-0.055189i,-0.028976-0.035951i,-0.028618-0.028357i,-0.02378-0.016391i,-0.019906+0.0039722i,-0.0055981+0.024012i,0.0094995+0.01787i,0.0063701+0.0028901i,-0.00038317-0.00057258i,-0.0030782+0.0012479i,-0.003665+0.0041935i,0.001066+0.0067793i,0.0064659+0.0037243i,0.0054579-0.0019569i,0.0039914-0.0029112i
0.048976-0.059502i,0.22315-0.13091i,0.39931-0.22875i,0.3777-0.28001i,0.20705-0.26177i,0.095223-0.20508i,0.074871-0.14963i,0.054265-0.09281i,0.027233-0.023304i,0.013466+0.020322i,-8.5826e-05+0.018032i,-0.019472+0.0088481i,-0.027851+0.019872i,-0.020322+0.031268i,-0.010442+0.032448i,-0.001824+0.03304i,0.007511+0.028888i,0.011533+0.014014i,0.0069304-0.0025501i,-0.0040814-0.010289i,-0.01308-0.0077588i,-0.01215-0.0027289i,-0.0070567-0.0037469i
-0.11287+0.016679i,-0.25799+0.19847i,-0.40229+0.48361i,-0.38154+0.67056i,-0.18466+0.6316i,-0.033331+0.456i,-0.00070867+0.3046i,0.013932+0.19208i,0.031987+0.076901i,0.021748-0.0095129i,0.0014507-0.033753i,0.0048973-0.026583i,0.014551-0.030374i,0.01003-0.035232i,0.0026983-0.025467i,-0.0012322-0.0072383i,-0.0013281+0.011629i,0.004234+0.018575i,0.0075088+0.0099421i,0.0029566-0.0027776i,-0.0030154-0.011567i,-0.0038038-0.015616i,-0.002522-0.015171i
-0.10922-0.093721i,-0.17664-0.21142i,-0.16324-0.36611i,-0.053067-0.42719i,0.08599-0.33302i,0.16718-0.21069i,0.11903-0.14498i,0.01964-0.085998i,-0.024429-0.036416i,-0.027205-0.020911i,-0.015695-0.016729i,-0.0099645-0.01522i,-0.022038+0.0017222i,-0.020747+0.028276i,-0.0054499+0.027932i,-0.0042397+0.010118i,-0.010262+0.0012194i,-0.010729-0.0013662i,-0.0053318-0.0031827i,0.0053704-0.00429i,0.017088-0.0086739i,0.02204-0.013578i,0.019871-0.010284i
0.0030252-0.040397i,0.19587-0.038091i,0.48211-0.079941i,0.54076-0.15151i,0.30461-0.12822i,0.12938-0.02855i,0.12147-0.018591i,0.091355-0.06031i,0.037904-0.021231i,0.041357+0.033571i,0.04616+0.022874i,0.017194+0.0001329i,-0.0090188-0.0011222i,-0.017135+0.0074033i,-0.014705+0.02039i,-0.0099158+0.02748i,-0.0070003+0.023884i,-0.00075481+0.013137i,0.0052306-0.00048496i,-0.00048326-0.011108i,-0.0078406-0.010969i,-0.0027093-0.0062645i,0.0024962-0.0079773i
-0.13207+0.021545i,-0.31997+0.18376i,-0.53359+0.45536i,-0.53948+0.64956i,-0.30169+0.61765i,-0.10519+0.46208i,-0.059276+0.31369i,-0.041781+0.19058i,-0.010488+0.074685i,-0.0056061-0.010994i,-0.014121-0.032767i,-0.0016893-0.023474i,0.01412-0.031517i,0.008337-0.041859i,-0.0062717-0.033635i,-0.01782-0.019102i,-0.020487-0.0020583i,-0.0075895+0.015327i,0.010211+0.019861i,0.018571+0.010506i,0.018988+0.00092443i,0.019753-0.0023513i,0.018545-0.0024345i
-0.12472-0.13615i,-0.17402-0.2799i,-0.18432-0.46891i,-0.17491-0.52792i,-0.13599-0.38124i,-0.099312-0.20692i,-0.09421-0.10139i,-0.083522-0.040518i,-0.058349-0.019338i,-0.040543-0.0087191i,-0.019752+0.0063846i,-0.0054032+0.0087941i,-0.0096047+0.014091i,-0.010631+0.026966i,-0.0049898+0.020762i,-0.007493-0.00087754i,-0.018619-0.015484i,-0.027952-0.016307i,-0.025597-0.0053306i,-0.010353+0.0055591i,0.0066629+0.0065904i,0.015906+0.0044783i,0.017382+0.0053107i
-0.014538-0.097232i,0.15601-0.049192i,0.47819+0.012589i,0.56017+0.015674i,0.23989+0.061823i,-0.011097+0.17281i,0.026394+0.1467i,0.060466+0.010735i,0.021485-0.015795i,0.031673+0.026925i,0.046177+0.018223i,0.020958-0.010052i,-0.0036566-0.024224i,-0.019144-0.024786i,-0.022128-0.012846i,-0.0094628-0.0053531i,0.0009125-0.0061881i,0.0046974-0.0050754i,0.0026967-0.0027903i,-0.0052813-0.00012932i,-0.0093557+0.0070792i,-0.0025568+0.016291i,0.0028605+0.013709i
-0.16319-0.038292i,-0.39118+0.099301i,-0.59952+0.34444i,-0.56679+0.50798i,-0.30614+0.45654i,-0.1227+0.30239i,-0.098984+0.20073i,-0.074999+0.14706i,-0.035324+0.070042i,-0.037958-0.0058524i,-0.049608-0.025113i,-0.029099-0.017966i,0.0010369-0.023261i,0.0090711-0.030618i,0.0012461-0.029336i,-0.0099041-0.022529i,-0.017863-0.010319i,-0.017269+0.0038573i,-0.010407+0.0094814i,-0.0049256+0.0031251i,-0.0051806-0.0018466i,-0.0051021+0.0037271i,0.0013213+0.011959i
-0.083171-0.24263i,-0.11054-0.4421i,-0.098949-0.63797i,-0.13879-0.72493i,-0.23337-0.63539i,-0.28608-0.43256i,-0.24537-0.22213i,-0.13154-0.089911i,-0.034547-0.047739i,-0.0064596-0.025216i,-0.00081656+0.0033907i,0.0043133+0.016715i,0.0028542+0.02805i,0.0076044+0.035421i,0.019219+0.022849i,0.027215+0.00063308i,0.020381-0.018479i,-0.0045121-0.024744i,-0.024324-0.013557i,-0.021726+0.0032707i,-0.012078+0.011807i,-0.0086067+0.017555i,-0.003511+0.023418i
0.081954-0.26227i,0.28265-0.27884i,0.54084-0.143i,0.55645-0.051114i,0.24622-0.041358i,-0.01734+0.0063349i,-0.022597+0.0029779i,0.01505-0.069111i,0.0042031-0.058209i,0.039246+0.0016455i,0.070577+0.00070304i,0.053943-0.020144i,0.028705-0.025336i,0.0049055-0.024484i,-0.0062561-0.007889i,0.0033184+0.0084284i,0.01575+0.0028636i,0.020797-0.015554i,0.016706-0.026627i,0.0056634-0.024457i,-0.0047965-0.018147i,-0.011089-0.01073i,-0.017893-0.0047759i
0.0010834-0.17977i,-0.13232-0.11115i,-0.35639+0.12119i,-0.39466+0.28896i,-0.18301+0.19666i,-0.059958+0.014835i,-0.1037+0.0019941i,-0.10751+0.091497i,-0.063691+0.095435i,-0.061772+0.035083i,-0.062438-0.0012501i,-0.033778-0.011202i,5.6107e-05-0.013265i,0.019292-0.012278i,0.019784-0.0037945i,0.010357+0.010696i,0.0012113+0.022211i,-0.00013916+0.024545i,0.0057355+0.018808i,0.0080176+0.01138i,0.0016279+0.0088462i,-0.011874+0.014513i,-0.017814+0.023921i
0.16266-0.27983i,0.28106-0.40733i,0.30523-0.53737i,0.17632-0.63347i,0.016731-0.59135i,-0.085534-0.44962i,-0.11006-0.26615i,-0.035026-0.098138i,0.055396-0.032793i,0.059699-0.022697i,0.027986+0.0079128i,0.014559+0.032607i,0.0050565+0.038124i,0.0011604+0.033644i,0.00031967+0.018765i,-0.0015334+0.0067791i,-0.0011859-0.0047633i,-0.0080085-0.0151i,-0.015979-0.0087727i,-0.01119+0.0027985i,-0.0073253+0.0032003i,-0.013399+0.00028461i,-0.013783+0.00060098i
0.47001-0.16676i,0.76158-0.097965i,0.90406+0.032485i,0.81051+0.038485i,0.581-0.01566i,0.40587-0.048841i,0.29-0.11738i,0.1327-0.16034i,0.010792-0.094423i,0.012598-0.0042648i,0.055676+0.017131i,0.053119+0.00036692i,0.017397-0.0084804i,-0.015639-0.0023463i,-0.030173+0.017362i,-0.022754+0.035441i,-0.0011625+0.034155i,0.01902+0.014816i,0.021221-0.0004906i,0.0072089+0.0016126i,-0.0064225+0.0049555i,-0.017718-0.0021346i,-0.029024-0.0091192i
0.32341+0.16166i,0.29453+0.36679i,0.05727+0.51601i,-0.058672+0.47731i,0.085422+0.24987i,0.18065-0.011223i,0.068186-0.069895i,-0.048002+0.036572i,-0.076856+0.09637i,-0.08408+0.068933i,-0.073608+0.027659i,-0.04066+0.0087546i,-0.00084435+0.0075806i,0.023635+0.0022695i,0.016199-0.0060752i,-0.005728-0.0020257i,-0.015909+0.013493i,-0.011168+0.025816i,-0.0044048+0.025338i,-0.0017919+0.02074i,1.8797e-06+0.017645i,-0.0021002+0.012429i,-0.0043955+0.0094202i
0.1769+0.19739i,0.2188+0.3293i,0.23282+0.26985i,0.19151+0.061878i,0.089958-0.033249i,0.04404-0.00057155i,0.052629+0.00097321i,0.068421-0.012727i,0.11073-0.025435i,0.10893-0.053984i,0.048804-0.034201i,0.014415+0.017756i,0.0084114+0.033741i,-0.00082989+0.023599i,-0.0097751+0.0083635i,-0.013782-0.0032238i,-0.01791-0.0057852i,-0.025631-0.0042504i,-0.031632+0.003522i,-0.031089+0.0094445i,-0.028731+0.0012555i,-0.031295-0.013364i,-0.029266-0.016573i
0.23546+0.31137i,0.33069+0.52965i,0.38826+0.52753i,0.42338+0.32372i,0.43273+0.20758i,0.42948+0.18201i,0.36582+0.045956i,0.17164-0.1013i,-0.005482-0.1006i,-0.033197-0.034342i,0.0046611+0.0020817i,0.015495+0.0050661i,-0.0064265+0.002137i,-0.023667+0.0082885i,-0.02099+0.014651i,-0.010376+0.0162i,0.0065173+0.012118i,0.025653-0.00086362i,0.027462-0.015217i,0.014857-0.018332i,0.011779-0.015705i,0.015154-0.021605i,0.0067264-0.026691i
-0.17922+0.50462i,-0.44189+0.83359i,-0.56663+0.89442i,-0.43529+0.70795i,-0.23107+0.48993i,-0.066725+0.31537i,0.030242+0.19702i,0.029359+0.12727i,-0.0324+0.10086i,-0.067578+0.09416i,-0.057279+0.066714i,-0.045034+0.038409i,-0.027052+0.028598i,-0.003687+0.013494i,-0.003071-0.00083727i,-0.015954+0.0051525i,-0.023169+0.021196i,-0.022256+0.030833i,-0.017311+0.023459i,-0.011076+0.0075631i,-0.0028829+0.0037163i,0.0048892+0.0075369i,0.0048905+0.0070329i
-0.54872+0.061703i,-0.9405+0.17501i,-0.90638+0.32885i,-0.5344+0.39069i,-0.28805+0.34023i,-0.17034+0.29512i,-0.013015+0.19272i,0.11335+0.028275i,0.16096-0.077438i,0.138-0.11294i,0.050832-0.083259i,-0.015211-0.012615i,-0.026098+0.02774i,-0.021448+0.035341i,-0.013677+0.027944i,-0.013004+0.014003i,-0.021951+0.0059468i,-0.02729+0.0049162i,-0.020368+0.0085423i,-0.0075911+0.0080596i,0.0019552+0.0019595i,0.0092754-0.0065346i,0.011607-0.014004i
-0.22834-0.25607i,-0.4684-0.41284i,-0.4791-0.44272i,-0.23307-0.38193i,-0.048099-0.29146i,0.010895-0.14492i,0.077086-0.05661i,0.063006-0.089172i,-0.028225-0.079413i,-0.0492-0.012048i,-0.023611+0.0058212i,-0.02851-0.012131i,-0.042973-0.020025i,-0.041177-0.013103i,-0.030246+0.0044564i,-0.019924+0.020352i,-0.0074238+0.019768i,0.010533+0.0017354i,0.018842-0.017514i,0.017935-0.020425i,0.02181-0.013527i,0.027861-0.0091662i,0.024352-0.0080309i
-0.28964-0.10871i,-0.56814-0.16988i,-0.64739-0.1142i,-0.50411+0.0061188i,-0.40496+0.04162i,-0.38156+0.080019i,-0.23537+0.16638i,-0.043545+0.1475i,-0.0046805+0.074497i,-0.041984+0.056806i,-0.047737+0.035971i,-0.042838-0.0007253i,-0.036982-0.010354i,-0.031364-0.0084752i,-0.03663-0.010908i,-0.042078-0.0057173i,-0.037282+0.0080528i,-0.025152+0.022043i,-0.01162+0.02288i,-0.002587+0.012185i,-0.00035641+0.015016i,0.0054394+0.028982i,0.013024+0.023944i
-0.25056-0.65547i,-0.5951-0.90682i,-0.77305-0.59601i,-0.62968-0.067865i,-0.39076+0.09585i,-0.2413+0.044545i,-0.093816+0.036259i,0.077193-0.0088872i,0.14294-0.099268i,0.089831-0.13954i,0.014507-0.1194i,-0.026196-0.086037i,-0.025922-0.062531i,-0.0068411-0.046478i,-0.0075922-0.037727i,-0.033858-0.025776i,-0.04851-0.014172i,-0.042852-0.013352i,-0.03206-0.0095269i,-0.018791-0.0026615i,-0.010648-0.0040449i,-0.0078057-0.0066039i,0.002065-0.0078932i
0.62503-0.65514i,0.73627-1.2065i,0.44153-1.3711i,0.11649-1.048i,0.078165-0.65976i,0.11784-0.42111i,0.10592-0.22612i,0.084034-0.0825i,0.032045-0.0081436i,0.0108+0.026386i,0.031738-0.0042381i,0.026429-0.053969i,0.00056408-0.052461i,-0.018249-0.020596i,-0.018657+0.0028908i,-0.01017+0.0017645i,-0.0055097-0.013634i,0.00065199-0.02323i,0.0057557-0.023364i,0.0088004-0.016712i,0.012376-0.01278i,0.0097385-0.0055334i,0.006195+0.013669i
0.51001+0.21106i,0.7419+0.19837i,0.71097+0.094514i,0.47304+0.022073i,0.19427+0.0097838i,-0.03839+0.037675i,-0.13741+0.083621i,-0.09612+0.079058i,-0.034851+0.031277i,-0.0066653+0.017048i,0.030109+0.014736i,0.073451-0.0063131i,0.083077-0.021908i,0.059908-0.028488i,0.023777-0.03813i,-0.013801-0.042381i,-0.026742-0.02075i,-0.0077179+0.0055705i,0.0082213+0.0028678i,0.00079128-0.012877i,-0.013263-0.018464i,-0.023351-0.015356i,-0.028396-0.0091777i
0.24954-0.0073189i,0.19784-0.029641i,-0.031887+0.060274i,-0.18247+0.17616i,-0.081978+0.1389i,0.0049087+0.0041823i,-0.031613-0.001847i,-0.010128+0.065855i,0.040188+0.023662i,0.026099-0.05657i,0.0089717-0.071486i,0.0087151-0.064802i,-0.0083682-0.055339i,-0.020586-0.039287i,-0.026213-0.034448i,-0.040117-0.027889i,-0.039518-0.012898i,-0.026597-0.0057132i,-0.018005+7.55e-05i,-0.0069596+0.0051223i,0.0081816-0.0053159i,0.01753-0.023857i,0.016825-0.028648i
0.79899+0.2533i,1.0628-0.020752i,0.76218-0.48315i,0.19048-0.63085i,-0.077116-0.3678i,0.0045202-0.11974i,0.1032-0.057236i,0.096836-0.042788i,0.05349+0.0075888i,0.043707+0.067084i,0.073335+0.076111i,0.081942+0.051694i,0.058092+0.050158i,0.035913+0.070056i,0.035177+0.075897i,0.038549+0.04258i,0.019464+0.0061255i,0.0022672-0.00038i,0.000721-0.00050827i,0.00035486+2.5901e-05i,0.0027965+0.0025331i,-0.00098759-0.0017473i,-0.015704+0.0029061i
0.034528+1.0287i,0.25036+1.3531i,0.55554+1.1343i,0.6545+0.65152i,0.46945+0.36439i,0.29043+0.2508i,0.20853+0.1108i,0.12985-0.0074086i,0.081529-0.060668i,0.064053-0.066372i,0.054191-0.029076i,0.06585+0.0047751i,0.0572-0.0051777i,0.013959-0.022876i,-0.014066-0.017868i,-0.015209-0.0086151i,-0.0097004+0.0010435i,-0.0023621+0.010919i,-0.0050392+0.0093224i,-0.02404+0.0043013i,-0.035117+0.0042372i,-0.03166-0.0032744i,-0.033947-0.0084125i
-0.57624+0.28521i,-0.8235+0.32308i,-0.74814+0.35062i,-0.42842+0.31568i,-0.2259+0.13472i,-0.3053+0.029643i,-0.42115+0.13304i,-0.3594+0.22187i,-0.23936+0.18678i,-0.17198+0.13082i,-0.11597+0.12503i,-0.068641+0.12755i,-0.041281+0.096282i,-0.021347+0.03768i,-0.015453-0.025638i,-0.022191-0.057362i,-0.03182-0.048294i,-0.038806-0.022818i,-0.034011-0.0019764i,-0.019228+0.0087332i,-0.0045607+0.013473i,0.0093395+0.0084014i,0.019945-0.0098524i
-0.12124+0.15884i,-0.023367-0.15896i,-0.042763-0.55026i,-0.17186-0.60267i,-0.12984-0.38069i,0.059718-0.28913i,0.089527-0.32455i,0.010227-0.22797i,0.040064-0.074237i,0.10433-0.029142i,0.092148-0.039011i,0.055612-0.044093i,0.017642-0.051451i,-0.033762-0.034054i,-0.066166+0.0050912i,-0.06438+0.024763i,-0.04389+0.01924i,-0.021117+0.0033189i,-0.012303-0.016637i,-0.023043-0.021168i,-0.037505+0.0079295i,-0.030043+0.049197i,-0.0024874+0.06724i
-0.53178+0.32286i,-0.32749+0.47125i,0.12996+0.46475i,0.43037+0.36858i,0.48274+0.35719i,0.49274+0.47139i,0.52272+0.46146i,0.44073+0.22695i,0.22444+0.017272i,0.06609-0.027984i,0.014478-0.022526i,-0.033682-0.009629i,-0.064777+0.034441i,-0.044653+0.057296i,-0.013074+0.04051i,0.00081904+0.0094152i,-0.0020513-0.02548i,-0.0081059-0.042318i,-0.0013447-0.030346i,0.0076042-0.015635i,-0.0075837-0.013057i,-0.039401-0.0058474i,-0.052792+0.0055229i
-0.70286-0.34654i,-0.75221-0.31483i,-0.47996-0.061746i,-0.12166+0.077374i,-0.0022583-0.11998i,-0.1657-0.29978i,-0.2375-0.13948i,-0.077102+0.07836i,0.0087386+0.085237i,-0.068216+0.041123i,-0.11085+0.036447i,-0.10134+0.0064515i,-0.095844-0.022753i,-0.068135-0.029012i,-0.037058-0.031604i,-0.020711-0.013477i,0.0016225+0.0091076i,0.019021+0.0053006i,0.017817-0.018768i,0.0028322-0.044605i,-0.0091163-0.050727i,-0.0022651-0.036869i,0.021427-0.018655i
-0.09242-0.50938i,0.049442-0.65047i,0.032542-0.64464i,-0.14166-0.43823i,-0.070676-0.15558i,0.21051-0.13425i,0.22146-0.30698i,0.0011847-0.26165i,-0.015114-0.090637i,0.07936-0.13069i,0.011771-0.217i,-0.044847-0.17411i,0.0021916-0.14059i,0.027164-0.14573i,0.022861-0.15851i,0.00042387-0.16912i,-0.022627-0.13434i,-0.016536-0.074977i,0.003662-0.026007i,0.021633+0.0014109i,0.02045+0.019183i,0.014279+0.05259i,0.019847+0.081593i
-1.3858+6.4143i,1.1567+6.4368i,4.2376+5.4137i,4.9132+1.8684i,3.5044-1.4681i,1.049-2.9979i,-0.98411-2.3399i,-1.5711-0.79977i,-0.6896+0.22747i,0.48523-0.03562i,0.60973-0.8154i,0.047577-1.1961i,-0.62084-1.644i,-1.4204-2.3145i,-1.7067-2.3569i,-1.0892-1.4014i,-0.32501-0.39524i,-0.22026+0.04669i,-0.59404+0.30367i,-0.59915+0.61818i,-0.064635+0.72007i,0.44078+0.40216i,0.45761-0.087784i
0.17263-0.4593i,0.1278-0.22295i,0.095231+0.12344i,0.0086533+0.23704i,-0.22108+0.23547i,-0.28045+0.28561i,-0.053025+0.22078i,0.093962+0.060916i,0.0548+0.036966i,0.016979+0.10402i,0.010541+0.11438i,0.012738+0.089703i,0.040341+0.06477i,0.057317+0.044227i,0.054088+0.039917i,0.057255+0.036842i,0.052567+0.02686i,0.026669+0.034584i,0.0040246+0.063175i,0.008587+0.079638i,0.033442+0.057692i,0.042236+0.0095904i,0.016518-0.021519i
0.14906-0.28595i,-0.085638-0.1007i,-0.25391+0.19532i,-0.18436+0.30325i,-0.048573+0.16762i,-0.016354-0.03653i,-0.074556-0.17909i,-0.090422-0.23041i,-0.044718-0.25981i,-0.040399-0.2501i,-0.015292-0.14618i,0.061477-0.077747i,0.067406-0.091779i,0.0059098-0.078233i,-0.037546-0.022026i,-0.053278+0.012426i,-0.063543+0.018602i,-0.062923+0.020763i,-0.034259+0.0086661i,8.6615e-05-0.022085i,0.020361-0.041394i,0.035343-0.043664i,0.038956-0.030001i
0.3799-0.37204i,0.079428-0.5154i,-0.33223-0.48221i,-0.56494-0.4263i,-0.7116-0.32249i,-0.75262+0.022968i,-0.51871+0.41709i,-0.214+0.54335i,-0.034748+0.46723i,0.080391+0.32232i,0.11185+0.15675i,0.071968+0.081832i,0.070441+0.086782i,0.095633+0.081853i,0.097339+0.053976i,0.066867+0.0060578i,0.016922-0.031267i,-0.01746-0.029886i,-0.033391+0.0040252i,-0.029187+0.056545i,-0.00053394+0.083892i,0.014253+0.062173i,-0.00067293+0.0236i
