-0.0030314+0.0018319i,-0.0027027+0.0014259i,-0.0032131+0.0010109i,-0.0014851+0.0010058i,0.00064785+0.00092261i,0.0015083+0.00025657i,0.00027897+0.00084911i,-0.00021045+0.0014092i,0.00070121+0.0010351i,0.0011044+0.000682i,0.00097114+0.00028999i,0.00080243-0.00057598i,9.7803e-05-0.0012745i,3.8696e-05-0.0010535i,0.00014178-0.00025036i,3.1967e-05+0.0006379i,-9.8161e-05+0.00071377i,-0.00011058+0.00068043i,-0.00010063+0.00072859i,0.00034757+0.00076184i,0.00057134+0.00037666i,0.00012432+6.2977e-05i,7.0955e-05+3.9041e-05i
-0.02721-0.63064i,0.067716-0.48324i,0.17037-0.13163i,0.18307+0.18811i,0.15134+0.4144i,0.15277+0.40577i,0.11998+0.21103i,0.055429+0.085699i,0.030748+0.042922i,0.012724+0.015868i,-0.0083777+0.015938i,-0.017564+0.012993i,-0.028254-0.0027726i,-0.029906-0.0066268i,-0.014748+0.0033068i,0.0063008+0.017487i,0.020423+0.023818i,0.020161+0.017367i,0.011598+0.0081548i,0.0069144+0.0076113i,0.014363+0.014547i,0.026493+0.01272i,0.023467+0.0025815i
0.52892-0.16034i,0.2691-0.20297i,-0.0148-0.13057i,0.13776-0.040909i,0.42517-0.094462i,0.37333-0.17236i,0.14671-0.11043i,0.044901-0.025698i,0.015796-0.015704i,-0.012447-0.009229i,-0.011104+0.011465i,0.0028424+0.016573i,0.010054+0.017457i,0.010846+0.016121i,0.0042442+0.010995i,-0.00468+0.0043655i,-0.01437-0.00051125i,-0.02169+0.0037707i,-0.016899+0.014487i,-0.0043467+0.02268i,0.0036802+0.027263i,0.0066429+0.027666i,0.0090566+0.019207i
0.13147+0.67934i,0.17203+0.57309i,0.18252+0.21511i,0.16942-0.14382i,0.13296-0.38255i,0.03519-0.37885i,-0.041861-0.17561i,-0.039056-0.036507i,-0.034299-0.0013275i,-0.029371+0.0093055i,-0.014188-0.014448i,-0.018518-0.044117i,-0.019342-0.042469i,-0.0047733-0.027369i,0.0065596-0.016584i,0.010275-0.014234i,0.01128-0.015662i,0.013502-0.014916i,0.012239-0.01406i,0.0012478-0.017353i,-0.015102-0.018216i,-0.024058-0.0074005i,-0.016419+0.005866i
-0.7239+0.059463i,-0.74792+0.096212i,-0.6232+0.13258i,-0.58613+0.12676i,-0.59011+0.10745i,-0.44347+0.097324i,-0.20617+0.026261i,-0.079429-0.047447i,-0.036834-0.038155i,0.0088409-0.011742i,0.033339-0.0067671i,0.037331+0.0018366i,0.028331+0.00072531i,0.0073739-0.0060581i,0.0013593-0.0070488i,0.0067314-0.010711i,0.0032454-0.017522i,-0.0053559-0.020591i,-0.005807-0.023697i,8.7529e-05-0.034029i,-0.001059-0.043484i,-0.0091793-0.044464i,-0.017848-0.034422i
0.1388-0.58383i,0.36197-0.53832i,0.45989-0.34119i,0.29269-0.091634i,0.10298+0.18835i,0.11629+0.27091i,0.15438+0.11041i,0.099916-0.0031436i,0.057988-0.0061236i,0.030072-0.00061318i,-0.0094577+0.019403i,-0.029616+0.045446i,-0.029662+0.047934i,-0.024006+0.030545i,-0.020204+0.0098786i,-0.013301+0.0049706i,0.0015188+0.0081165i,0.0096296+0.0043173i,0.0058285+0.0042409i,0.0075523+0.016057i,0.020208+0.025185i,0.029734+0.021969i,0.028164+0.015149i
0.44278-0.022379i,0.28295+0.077659i,0.12334+0.16781i,0.22464+0.17174i,0.38978+0.11134i,0.35913+0.043799i,0.183+0.018466i,0.046966+0.013154i,-0.0056525-0.011296i,-0.032312-0.03294i,-0.036192-0.026227i,-0.0098337-0.024531i,0.015086-0.028933i,0.02437-0.017856i,0.017453-0.00065004i,-0.0025627+0.0172i,-0.018461+0.036898i,-0.015457+0.048179i,-0.0043846+0.044733i,-0.0058201+0.035174i,-0.014283+0.028911i,-0.020014+0.024488i,-0.01937+0.015843i
0.19436+0.42502i,0.22637+0.09329i,0.14284-0.3304i,0.038925-0.45042i,0.033022-0.41375i,0.02562-0.35122i,-0.029854-0.18826i,-0.055196-0.033244i,-0.066738+0.019737i,-0.067675+0.030435i,-0.042189+0.022619i,-0.024253+0.0067253i,-0.017819+0.0021179i,-0.01318-1.9518e-05i,-0.0067719-0.0018939i,0.0039015-0.0080541i,0.011408-0.022496i,0.0078952-0.033173i,0.0010394-0.03148i,-0.0012454-0.024157i,-0.0054141-0.021278i,-0.0076047-0.017127i,-0.0018782-0.0081336i
-0.74016+0.13193i,-0.74228+0.30244i,-0.54693+0.44636i,-0.44176+0.41792i,-0.45964+0.3371i,-0.3655+0.28919i,-0.16339+0.18406i,-0.05337+0.085376i,-0.021681+0.063836i,0.0173+0.04718i,0.037512+0.0080435i,0.033923-0.014224i,0.025425-0.021922i,0.0085107-0.017909i,-0.0022407-0.0061782i,-0.0062622-0.0032181i,-0.013461-0.0029352i,-0.013858+0.0044826i,-0.0071513+0.0093284i,0.0021314+0.0046668i,0.01094-0.005372i,0.0097283-0.014665i,-0.0014616-0.01666i
0.18698-0.69818i,0.21162-0.71934i,0.11663-0.50857i,0.0036561-0.21229i,-0.048278+0.042674i,-0.050892+0.13776i,-0.00061655+0.081272i,0.053282+0.00022246i,0.077677-0.0067264i,0.083801+0.013857i,0.06027+0.018838i,0.028983+0.029521i,0.015937+0.03668i,0.013681+0.028421i,0.015508+0.018543i,0.019553+0.010705i,0.020987+0.0014325i,0.01434-0.0073925i,0.00096687-0.0056733i,-0.005021+0.0066794i,0.0044055+0.014021i,0.019115+0.0064282i,0.02183-0.0085909i
0.39721+0.38408i,0.4298+0.63446i,0.48901+0.6267i,0.54966+0.29738i,0.47633-0.031642i,0.30647-0.081689i,0.16465-0.013071i,0.078593-0.039173i,0.010457-0.11598i,-0.04357-0.12475i,-0.051061-0.078518i,-0.033976-0.054486i,-0.03176-0.040449i,-0.025976-0.012811i,-0.011098+0.0070477i,-0.0051656+0.01834i,-0.0023763+0.031151i,0.0059835+0.030833i,0.010052+0.012755i,-0.0011224+0.00091839i,-0.015389+0.0071292i,-0.019394+0.020114i,-0.014743+0.028051i
-0.046012+0.10421i,-0.21561-0.22517i,-0.37494-0.48301i,-0.38538-0.46639i,-0.31492-0.37049i,-0.26428-0.27305i,-0.21206-0.10154i,-0.12027+0.0172i,-0.05104+0.014266i,-0.025794-0.0012655i,-0.010076+0.0065028i,-0.0014182+0.020112i,0.0092471+0.027019i,0.015978+0.013997i,0.0031683-0.0018869i,-0.014142-0.014185i,-0.029017-0.029402i,-0.038969-0.028362i,-0.029486-0.013082i,-0.0087545-0.010092i,-0.0017035-0.016685i,-0.0050941-0.016927i,0.00038673-0.013621i
-0.40605+0.25171i,-0.1514+0.37501i,0.09479+0.36857i,0.032569+0.32764i,-0.048957+0.34492i,0.026066+0.27289i,0.057005+0.098397i,-0.018878+0.03541i,-0.064324+0.079996i,-0.047678+0.081329i,-0.030246+0.042682i,-0.023854+0.013558i,-0.022372-0.0087876i,-0.025973-0.022813i,-0.021997-0.019634i,-0.0032692-0.0043775i,0.019634+0.0083345i,0.0334+0.011452i,0.030757+0.0048517i,0.017846-0.0050416i,0.0092882-0.0087979i,0.0063082-0.0053687i,0.0011117+0.0019228i
-0.0085686-0.85624i,-0.29921-0.8406i,-0.51547-0.43348i,-0.35182-0.014005i,-0.055629+0.15787i,0.084835+0.14137i,0.12296+0.071335i,0.1404+0.0339i,0.15696+0.051592i,0.15015+0.049019i,0.098795+0.023338i,0.053253+0.01951i,0.035817+0.017564i,0.019531+0.01326i,0.015154+0.013133i,0.017963+1.5693e-05i,0.0027792-0.017282i,-0.020258-0.020065i,-0.029555-0.011514i,-0.023513-0.0026444i,-0.012586+0.0014683i,-0.0030636-0.0048485i,0.0028173-0.014687i
0.70498+0.62712i,0.98286+0.60136i,1.0075+0.2519i,0.8065-0.096682i,0.59852-0.27858i,0.4474-0.32461i,0.26253-0.2618i,0.10045-0.1582i,0.0083417-0.1008i,-0.035124-0.059238i,-0.030416-0.024422i,-0.015804-0.02225i,-0.017858-0.019952i,-0.0099194+0.0028671i,0.005798+0.023961i,0.012264+0.034403i,0.016462+0.035698i,0.020239+0.020542i,0.014995+0.0024793i,0.0064398-7.0461e-05i,0.00056595+0.0028623i,-0.0027035+0.010895i,0.00039528+0.020713i
-0.70425-0.093389i,-0.97209-0.10507i,-0.87948-0.046526i,-0.58982-0.043067i,-0.40194-0.077679i,-0.3417-0.027335i,-0.24791+0.043801i,-0.13301-0.0015111i,-0.083211-0.090435i,-0.060117-0.09952i,-0.013404-0.052657i,0.035061-0.026877i,0.041736-0.039304i,0.010025-0.060448i,-0.024086-0.068276i,-0.042727-0.058589i,-0.047648-0.035402i,-0.037262-0.0076983i,-0.015614+0.010192i,-0.00026474+0.011586i,0.00037737+0.00434i,-0.010797-0.0048572i,-0.02219-0.012544i
0.37725-0.071579i,0.62969-0.32145i,0.50498-0.48459i,0.099656-0.25298i,-0.12825+0.14184i,-0.082065+0.27133i,-0.067296+0.17764i,-0.13858+0.16366i,-0.13909+0.23019i,-0.078678+0.21501i,-0.039799+0.13469i,-0.035991+0.069394i,-0.041469+0.047117i,-0.034374+0.049362i,-0.016337+0.051229i,0.0091888+0.045212i,0.032066+0.019297i,0.029325-0.0080704i,0.010028-0.0096246i,0.0018644+0.00054095i,0.0038878+0.0046344i,0.008409+0.0029815i,0.012776+0.0010788i
-0.44187-0.16302i,-0.65961+0.19931i,-0.55284+0.56514i,-0.19833+0.59532i,0.084191+0.47952i,0.18502+0.34529i,0.16831+0.13334i,0.079676-0.024698i,0.013944-0.052141i,-0.0096045-0.045125i,-0.041451-0.034623i,-0.048323-0.010946i,-0.015637-0.00032514i,0.011198+0.0013335i,0.0072533+0.0090314i,-0.021634+0.027605i,-0.039004+0.049267i,-0.025185+0.047973i,-0.0038833+0.026203i,0.0074642+0.010386i,0.013431+0.005534i,0.016607+0.0037656i,0.0091412-6.0407e-06i
0.84799+0.12925i,0.9651-0.18876i,0.70282-0.47805i,0.39907-0.52936i,0.22742-0.5262i,0.088485-0.42262i,0.043695-0.15336i,0.11715+0.00014779i,0.11197-0.005954i,0.047246-0.0022919i,0.021457+0.006444i,0.01381+0.0073715i,0.025024+0.018972i,0.046173+0.013158i,0.053441-0.011505i,0.043315-0.033639i,0.02202-0.03753i,0.0071987-0.028317i,3.6359e-05-0.021349i,-0.0087215-0.015189i,-0.013654-0.0081591i,-0.01099+0.0003496i,0.0019146+0.010989i
-0.92742+0.48963i,-0.79911+0.8416i,-0.28317+0.82721i,-0.083583+0.47543i,-0.22986+0.28924i,-0.1883+0.32964i,-0.0038746+0.2262i,-0.023173+0.034487i,-0.099727-0.024533i,-0.061014-0.019965i,0.0069562-0.017587i,0.04837-0.012466i,0.044235-0.025494i,0.011431-0.026049i,0.0028593-0.0070215i,0.020065-0.0052242i,0.026137-0.015817i,0.0105-0.018933i,-0.0075961-0.014591i,-0.014219-0.012924i,-0.011647-0.018668i,-0.011554-0.022116i,-0.016734-0.014978i
0.44076-0.91924i,0.2712-1.2342i,-0.12431-1.0135i,-0.3288-0.38351i,-0.31708+0.15364i,-0.303+0.2749i,-0.29291+0.14192i,-0.19376+0.028968i,-0.061238-0.0086094i,-0.0083239-0.0093723i,-0.023405+0.02177i,-0.031804+0.049548i,-0.027534+0.03849i,-0.027719+0.015753i,-0.022407+0.0037413i,-0.019349-0.0047141i,-0.025889-0.0066787i,-0.022076+0.0059035i,-0.0061954+0.022498i,0.0084239+0.028543i,0.013691+0.027913i,0.013173+0.023077i,0.012145+0.004175i
-0.010294+0.60653i,0.12135+0.73407i,0.2228+0.49572i,0.23297+0.18114i,0.38047+0.051565i,0.67738+0.001238i,0.76628-0.13695i,0.50265-0.25847i,0.13177-0.23909i,-0.060253-0.1526i,-0.077762-0.094373i,-0.053189-0.075108i,-0.04941-0.070969i,-0.072804-0.040262i,-0.083525+0.019188i,-0.075338+0.060855i,-0.061871+0.059864i,-0.041196+0.026919i,-0.031659+0.00013151i,-0.031915-0.0046877i,-0.030258-0.011108i,-0.031832-0.022904i,-0.027451-0.021079i
-0.098782-0.35576i,-0.32281-0.39995i,-0.48593-0.17822i,-0.46545+0.010775i,-0.53747-0.029413i,-0.79074+0.048807i,-0.78512+0.3439i,-0.47139+0.41255i,-0.21561+0.23872i,-0.085253+0.095439i,-0.023115+0.0034822i,-0.018219-0.019851i,0.0021147+0.011404i,0.028254+0.023226i,0.041839+0.020366i,0.052471-0.0053336i,0.02926-0.040659i,-0.007977-0.046159i,-0.021829-0.040508i,-0.02285-0.039139i,-0.017268-0.028319i,-0.0018679-0.0033891i,0.013301+0.019035i
0.17209+0.20088i,0.35654+0.2309i,0.50428+0.12128i,0.39268+0.0058289i,0.21449+0.00511i,0.2597-0.034181i,0.34216-0.21107i,0.22929-0.30885i,0.067409-0.23016i,0.0055517-0.11466i,0.018734-0.035058i,0.058335-0.004444i,0.059308-0.024771i,0.023031-0.019846i,0.014287+0.020073i,0.02586+0.025175i,0.017413+0.0053902i,0.0057116-0.0019504i,0.0055249-0.012538i,-0.0044061-0.026302i,-0.020863-0.017099i,-0.027618-0.005375i,-0.033221-0.0023057i
-1.1306+8.2942i,0.066332+8.6173i,3.9804+7.5975i,6.1697+3.3072i,5.1709-0.98009i,1.9375-2.7447i,-0.40983-1.6575i,-0.5406-0.18988i,0.4446+0.367i,1.2756-0.014387i,1.0684-0.68634i,0.32169-0.89359i,-0.31166-0.87767i,-0.91923-0.89349i,-1.0697-0.65147i,-0.36009-0.066182i,0.43683+0.23093i,0.47479+0.13032i,0.12496+0.13447i,-0.026793+0.16494i,-0.15129+0.0796i,-0.28382+0.12281i,-0.17489+0.18822i
0.27335+0.28456i,0.28565+0.070484i,0.10127-0.24072i,-0.06327-0.28879i,-0.012001-0.16737i,0.16287-0.091622i,0.29434-0.070115i,0.28708-0.084936i,0.16196-0.089444i,0.061494-0.060051i,0.037094-0.052276i,0.026917-0.063805i,-0.010643-0.034648i,-0.034116+0.027999i,-0.02237+0.057669i,-0.034877+0.056683i,-0.057558+0.074311i,-0.039968+0.082131i,-0.01603+0.051886i,-0.0095686+0.016918i,-0.0073506-0.0063635i,-0.0027369-0.016447i,0.015654-0.008941i
-0.40687-0.11575i,-0.43279+0.1892i,-0.22187+0.43011i,-0.019179+0.24759i,0.0021043-0.17762i,-0.066084-0.43138i,-0.089922-0.42826i,-0.075597-0.30815i,-0.079888-0.17915i,-0.075563-0.093742i,-0.046447-0.060901i,-0.038268-0.049959i,-0.040434-0.037887i,-0.025356-0.03076i,-0.024327-0.037266i,-0.047337-0.045046i,-0.053581-0.040742i,-0.02739-0.028394i,-0.00074145-0.025328i,-0.004345-0.031443i,-0.008321-0.026676i,0.0088451-0.023632i,0.015342-0.026797i
0.012307-0.25252i,-0.12175-0.25643i,-0.1975-0.13448i,-0.21464-0.032618i,-0.32823-0.018188i,-0.51802-0.034689i,-0.60485+0.045011i,-0.49196+0.21721i,-0.24306+0.28337i,-0.075143+0.1839i,-0.033221+0.076272i,-0.0035323+0.022403i,0.023717-0.0051649i,0.037548-0.0088532i,0.042685-0.0090695i,0.036017-0.018241i,0.031846-0.022672i,0.019326-0.014192i,-0.0037961+0.0049752i,-0.015387+0.029617i,-0.011372+0.05357i,-0.00066209+0.062874i,0.0092288+0.049065i
0.61271+0.19613i,0.78971+0.098976i,0.71028+0.077707i,0.51935+0.22856i,0.37253+0.41758i,0.30274+0.48067i,0.27871+0.39681i,0.28998+0.26119i,0.27875+0.1217i,0.18056+0.022218i,0.058518+0.0086528i,0.013879+0.039719i,0.030932+0.060425i,0.051017+0.055415i,0.052889+0.027332i,0.03791+0.00058245i,0.014009-0.0083333i,-0.0067072-0.0024929i,-0.010223+0.0013344i,-0.0045965-0.0042276i,-0.0067191-0.0097707i,-0.010106-0.0073064i,-0.0094815+0.0066566i
-0.67026+0.53141i,-0.69314+0.65157i,-0.4665+0.39016i,-0.17957-0.07887i,-0.0033479-0.431i,-0.021383-0.49164i,-0.070212-0.35436i,-0.060255-0.29925i,-0.1088-0.30025i,-0.14314-0.18588i,-0.082774-0.078126i,-0.044041-0.058737i,-0.048347-0.045986i,-0.044154-0.029785i,-0.043642-0.018316i,-0.044112-0.00045662i,-0.030876+0.0123i,-0.0077637+0.016183i,0.012563+0.0071253i,0.014217-0.011819i,0.010055-0.023142i,0.01721-0.023797i,0.02469-0.027156i
0.21482-0.87389i,0.15272-0.96551i,-0.0058237-0.68069i,-0.25567-0.32697i,-0.4755-0.10285i,-0.45551-2.5192e-05i,-0.29704+0.041927i,-0.18827+0.13437i,-0.072885+0.23778i,0.042793+0.21433i,0.073972+0.12682i,0.047188+0.071982i,0.011427+0.038486i,-0.0049497+0.014655i,0.011928-0.0022243i,0.042439-0.019249i,0.050781-0.029866i,0.02367-0.023612i,-0.0091694-0.0022561i,-0.016217+0.02173i,-0.0044952+0.037936i,0.0039745+0.037522i,0.00014076+0.029423i
0.19356+0.70856i,0.19615+0.98896i,0.20053+1.0795i,0.35254+1.0355i,0.54531+0.88682i,0.50735+0.56116i,0.27286+0.2239i,0.12693+0.077249i,0.11276+0.0056786i,0.067315-0.049467i,0.011865-0.03754i,0.0060825-0.0070039i,0.0043464+0.021265i,-0.0017234+0.037386i,-0.015631+0.020779i,-0.039102+0.015675i,-0.036862+0.036372i,-0.0064716+0.040434i,0.018236+0.020656i,0.019864+0.0016741i,-0.00035112-0.0063902i,-0.027456-0.0037424i,-0.038715+0.0017845i
-0.079954-0.32744i,-0.025393-0.69514i,0.065415-0.95661i,0.11709-1.0809i,0.029951-1.1126i,-0.15712-0.87077i,-0.22185-0.43459i,-0.11626-0.18731i,-0.050343-0.13682i,-0.041001-0.090027i,-0.022527-0.057865i,-0.015363-0.043189i,0.013337-0.019497i,0.052727-0.012818i,0.049574-0.016611i,0.020656-0.015003i,0.0049937-0.017539i,0.0021202-0.025086i,-0.0031247-0.021213i,-0.0064346-0.0070203i,0.00097602-0.00015739i,0.017395+0.00079779i,0.034436-0.00075944i
-0.1439+0.34282i,-0.043247+0.53922i,-0.10448+0.48375i,-0.45581+0.36781i,-0.71122+0.40544i,-0.55348+0.46732i,-0.22082+0.40376i,-0.055311+0.28631i,-0.023+0.20252i,-0.0042547+0.13892i,0.0024436+0.076229i,-0.0035291+0.016183i,-0.024262-0.033646i,-0.04805-0.045125i,-0.034796-0.019602i,0.0068568-0.0069381i,0.023835-0.021369i,0.0090491-0.021404i,0.0044471-0.0064378i,0.019264-0.002748i,0.029816-0.009017i,0.021657-0.014839i,0.0017127-0.0096262i
-0.048507-0.5444i,-0.32234-0.47473i,-0.28875-0.046202i,0.2017+0.40088i,0.6637+0.54098i,0.67019+0.319i,0.38982+0.053609i,0.21892-0.016209i,0.19648-0.029514i,0.1382-0.046558i,0.067256+0.0009693i,0.031378+0.058986i,0.0047532+0.08758i,0.0011306+0.081166i,0.0057175+0.034797i,-0.0063198-0.0055499i,-0.016411-0.0044881i,-0.0045872+0.014286i,0.010209+0.011637i,0.0021108-0.0042874i,-0.010403-0.0052693i,-0.0084425-0.0019964i,-0.0043328-0.0067124i
0.48066+0.43429i,0.70514+0.24524i,0.67494-0.1141i,0.48579-0.51422i,0.29165-0.82528i,0.11368-0.76784i,0.011274-0.45715i,-0.030975-0.25112i,-0.085492-0.14523i,-0.075017-0.06113i,-0.014768-0.056203i,0.016751-0.075351i,0.04339-0.058922i,0.061762-0.04103i,0.049345-0.031368i,0.026239-0.01765i,0.01371-0.0045571i,0.0022134-0.0054582i,-0.018798-0.0056707i,-0.031236+0.003484i,-0.036151+0.0059014i,-0.035949+0.010146i,-0.01861+0.015682i
-0.55623+0.084631i,-0.65147+0.24665i,-0.64054+0.26028i,-0.7313+0.14008i,-0.90613+0.10451i,-0.82697+0.17974i,-0.48611+0.18991i,-0.2409+0.091073i,-0.1558+0.020412i,-0.10848+0.0058617i,-0.075023+0.0021059i,-0.039293-0.0015612i,-0.0097178-0.02461i,-0.0067174-0.039872i,-0.0059518-0.027647i,0.0040923-0.023515i,0.0095142-0.030274i,0.012896-0.025017i,0.019654-0.014896i,0.0263-0.0094058i,0.036586-0.0085365i,0.040119-0.015741i,0.020278-0.018228i
0.064174-0.31914i,0.20397-0.35461i,0.38149-0.28355i,0.47605-0.020941i,0.55215+0.27532i,0.51392+0.27763i,0.25941+0.12675i,0.078358+0.12842i,0.089991+0.13981i,0.088673+0.085378i,0.04423+0.067593i,-0.0045876+0.054281i,-0.056402+0.045996i,-0.071152+0.05016i,-0.058691+0.042884i,-0.036068+0.044397i,-0.0072949+0.042361i,0.0046612+0.02541i,0.0013008+0.013499i,-0.0039961+0.011272i,-0.0095183+0.018101i,-0.010881+0.029516i,-0.0062891+0.030755i
0.47037-0.15762i,0.19983-0.24849i,-0.19439-0.13258i,-0.24641-0.074187i,-0.086182-0.19327i,0.011692-0.19638i,0.097302-0.063137i,0.14697-0.0097521i,0.11516+0.010162i,0.089777+0.020452i,0.076777-0.0089747i,0.059336-0.012589i,0.054841+0.010108i,0.048486+0.020581i,0.038929+0.018314i,0.022531+0.0088514i,-0.0041033+0.0082018i,-0.017602+0.015286i,-0.0093076+0.012299i,0.00082255+0.00046592i,-0.0037505-0.0084659i,-0.0065921-0.0089842i,0.0058581-0.00649i
-0.51961+0.84551i,-0.42288+0.9978i,-0.2386+0.7384i,-0.23688+0.36317i,-0.35906+0.098305i,-0.35742-0.076477i,-0.2416-0.17443i,-0.14704-0.20396i,-0.10122-0.20101i,-0.085664-0.15972i,-0.080299-0.094813i,-0.061687-0.047123i,-0.036878-0.022607i,-0.014968-0.005189i,-0.00072932+0.0003675i,0.0039185-0.0071506i,0.0080928-0.010782i,0.012375-0.0084475i,0.0059274-0.010873i,-0.0030281-0.014591i,0.0011985-0.01794i,0.0048653-0.024125i,-0.0040827-0.024324i
0.16823-0.85828i,0.47159-0.89284i,0.75588-0.63026i,0.75116-0.30218i,0.56439-0.016908i,0.33804+0.12516i,0.11592+0.14642i,0.0093766+0.17161i,0.01015+0.14681i,0.0046977+0.073657i,-0.008607+0.02979i,-0.014105+0.0075792i,-0.010977-0.0053757i,0.0044122-0.027454i,0.00046392-0.046637i,-0.010368-0.032514i,-0.00046748-0.014642i,0.0062991-0.012098i,0.00076729-0.0010112i,-0.0022312+0.02273i,0.0040066+0.03957i,0.012583+0.039047i,0.0081298+0.025672i
0.1471+0.25332i,-0.31227+0.16328i,-0.76529+0.067628i,-0.67981+0.086675i,-0.26615+0.090238i,0.017337+0.061912i,0.12048+0.062113i,0.12831+0.042053i,0.072879+0.039534i,0.029698+0.070751i,0.034119+0.073593i,0.045675+0.035253i,0.023888-0.0012196i,-0.016642-0.0039492i,-0.030227+0.0039083i,-0.025617-0.0041851i,-0.031289-0.0087653i,-0.034004+0.0065896i,-0.016431+0.020032i,0.0011153+0.010529i,-0.0065546-0.0030985i,-0.021216-0.00065885i,-0.015844+0.0067542i
-0.097116+0.27582i,0.1168+0.33852i,0.30524+0.275i,0.24732+0.070516i,0.013524-0.14263i,-0.17027-0.22219i,-0.19232-0.18444i,-0.11857-0.13933i,-0.046163-0.11263i,0.0040722-0.070712i,0.026446-0.033629i,0.018656+0.0012444i,0.022279+0.038514i,0.04353+0.05053i,0.051165+0.040729i,0.047221+0.023681i,0.047437+0.003226i,0.047583-0.019269i,0.035984-0.03481i,0.023489-0.033496i,0.024609-0.026655i,0.027352-0.024366i,0.022132-0.017916i
-0.17648-0.15061i,-0.02949-0.011894i,0.21676+0.10799i,0.2961+0.07614i,0.19587+0.02699i,0.08782+0.046607i,0.0069102+0.069632i,-0.038147+0.088662i,-0.030848+0.068015i,-0.022561+0.0023839i,-0.036458-0.041743i,-0.043327-0.050043i,-0.035197-0.050416i,-0.022291-0.049724i,-0.013524-0.035111i,-0.0078865-0.005364i,-0.0060842+0.019426i,-0.0083939+0.023715i,-0.011235+0.010737i,-0.015659-0.0019089i,-0.020496-0.0025742i,-0.021099+0.0037902i,-0.01766+0.0062342i
0.29911-0.35237i,0.0098824-0.63219i,-0.34866-0.66246i,-0.37878-0.35834i,-0.17026-0.056041i,-0.024474+0.034924i,0.032216+0.030592i,0.072039+0.023025i,0.0823+0.031909i,0.059568+0.045455i,0.038079+0.05992i,0.03513+0.061382i,0.021842+0.044207i,-0.0035349+0.033993i,-0.015314+0.017127i,-0.021077-0.0096159i,-0.023343-0.015742i,-0.019058-0.00021138i,-0.014911+0.020985i,-0.0071879+0.030606i,-0.00055014+0.02454i,0.0023653+0.013828i,0.0037738+0.0020155i
-0.13936+0.69204i,0.10851+0.9195i,0.33761+0.74142i,0.26946+0.27066i,0.068548-0.077315i,-0.024383-0.14618i,-0.026481-0.11816i,-0.047314-0.11837i,-0.085156-0.10616i,-0.081452-0.05692i,-0.048676-0.027912i,-0.029717-0.022268i,-0.0049509-0.009076i,0.026416-0.0065701i,0.032545-0.0080719i,0.027049-0.0041373i,0.023705-0.01006i,0.016862-0.021126i,0.010533-0.025165i,0.0048111-0.02106i,0.0007097-0.017349i,-0.0061003-0.014747i,-0.012272-0.0048007i
-0.09317-0.61062i,-0.29407-0.70816i,-0.43795-0.46772i,-0.37553-0.12849i,-0.2477+0.033496i,-0.15695+0.065784i,-0.063732+0.077849i,0.0049162+0.074464i,0.035404+0.056505i,0.03826+0.017645i,0.019877-0.021843i,0.0018126-0.042049i,-0.018901-0.052003i,-0.041601-0.043339i,-0.039579-0.023585i,-0.025671-0.011256i,-0.018071-0.00075988i,-0.0061397+0.010494i,0.0070881+0.012388i,0.0099043+0.0088109i,0.012189+0.014152i,0.026114+0.018606i,0.03588+0.0065814i
0.16066+0.30477i,0.32462+0.34142i,0.45019+0.187i,0.4059+0.078654i,0.32011+0.12945i,0.27805+0.11915i,0.1573+0.039194i,0.045928+0.051189i,0.03664+0.070765i,0.04434+0.047155i,0.036173+0.040893i,0.021872+0.050289i,0.0085678+0.061275i,0.012763+0.057078i,0.012815+0.035649i,0.0049253+0.019996i,0.0038862+0.010171i,0.0007403-0.00063799i,-0.0052797-0.0065552i,-0.0065953-0.0078776i,-0.0099176-0.011992i,-0.022666-0.010637i,-0.030902+0.0032841i
0.03657-0.041144i,-0.078848-0.081058i,-0.24545-0.029774i,-0.29131-0.031467i,-0.26368-0.12924i,-0.26513-0.12045i,-0.18915-0.01908i,-0.076581-0.0030926i,-0.045426-0.018198i,-0.042673+0.0022446i,-0.026821+0.011442i,-0.0042428+0.005362i,0.015394-0.00207i,0.018602-0.0072336i,0.016252-0.011263i,0.015233-0.012352i,0.011378-0.0068064i,0.0032484+0.0013656i,-0.0078086+0.0060409i,-0.01274+0.0072389i,-0.0047204+0.0065101i,0.009305-0.0013707i,0.011643-0.013398i
-0.34884-0.025265i,-0.37729+0.028037i,-0.26002+0.067461i,-0.11145+0.12902i,0.012104+0.15646i,0.090884+0.054898i,0.088982-0.06322i,0.068344-0.093655i,0.073094-0.10145i,0.050182-0.11058i,0.011241-0.083751i,-0.011244-0.048402i,-0.02533-0.023577i,-0.026362+0.0010856i,-0.017604+0.021313i,-0.005705+0.028535i,0.0069134+0.018279i,0.015881+0.0053922i,0.025084+0.0044617i,0.027405+0.0037523i,0.014596-0.0010348i,-0.0021453+0.0033812i,-0.0052874+0.015619i
0.55186+0.0038206i,0.76009+0.011392i,0.74993+0.014584i,0.58759-0.0026454i,0.38493-0.02607i,0.17595-0.016181i,0.019785+0.037027i,-0.041709+0.088256i,-0.058985+0.10661i,-0.057622+0.10351i,-0.034238+0.076522i,-0.011829+0.04187i,0.015762+0.016861i,0.038565-0.011315i,0.031455-0.035448i,0.0085977-0.04337i,-0.0099757-0.034233i,-0.015642-0.021221i,-0.013113-0.017432i,-0.010457-0.010034i,-0.0021942+0.0035716i,0.0086217+0.0080579i,0.012742+0.00097566i
