-0.00074699+0.00023502i,-0.00085014+0.00079529i,-0.0010104+0.00071246i,-0.00081511+0.00036332i,-0.001104+0.00089894i,-0.00041779+0.00069927i,-0.00010365+0.00087319i,0.00023942+0.0014917i,0.0011289+0.0019347i,0.00092621+0.0006927i,0.00024922-0.00077665i,-0.00027746-0.0011986i,-0.00038719-0.00090316i,4.5967e-05-0.00045053i,0.0010093+0.00012563i,0.00062983+0.00069046i,-0.00046005+4.3735e-05i,-0.00071995-0.0007663i,0.0001015-0.0010736i,0.00086928-0.0008859i,0.0006721+4.3563e-05i,0.00060219+0.00026671i,0.00099014-4.7207e-06i
-0.0022586+0.0020829i,-0.002309+0.0029122i,-0.0015004+0.0027009i,-0.00084098+0.0018761i,-0.00022307+0.00071223i,0.00034073+0.0001251i,-0.00024367+0.00026085i,-0.0009439-0.00025186i,-0.0007187+0.00034044i,-0.00032389+0.0012837i,-0.00062777+0.0012129i,-0.00051118+0.0010065i,-0.0005298+0.00037405i,-0.00078-0.00042974i,-0.00028974-0.00044513i,-0.00034573-0.00020563i,-4.4583e-05-0.00020828i,0.0007185+0.0004776i,0.00056677+0.00090802i,-0.0002715+0.0004596i,-0.00047247+0.00028374i,-5.5121e-05+8.0283e-05i,0.00021616-0.00012519i
0.0033887+0.00082112i,0.0027896-0.00034682i,0.0032265-0.00058733i,0.0017308+0.00068835i,-0.0001961+0.0017066i,-0.00062233+0.0014315i,-0.00094289-2.1966e-05i,-0.0015545-0.00027156i,-0.0019923+0.00039785i,-0.0019011+3.379e-05i,-0.0010598+7.6093e-05i,-9.7147e-05+0.0001397i,0.00051934-0.00072842i,-1.2689e-05-0.00098241i,-0.0011071-0.0011108i,-0.0012077-0.00057057i,-0.0006108+0.00041098i,-0.00011686+0.00043708i,-0.00036021+5.5242e-05i,-0.00028394+0.00053162i,0.00031205+0.00079052i,0.00025828+0.00041517i,-0.00045714-0.00014752i
-0.00018981+0.00095589i,-0.00065593+0.0017917i,-0.0012431+0.0015305i,0.00098528+0.0023166i,0.0023971+0.0030166i,0.0018931+0.0020294i,0.0013879+0.00030838i,0.00047265-0.00056847i,-0.00071377-0.00061879i,-0.0016592-0.00061614i,-0.0018324-4.082e-06i,-0.0012966+0.00021258i,3.6408e-05+0.000367i,0.0011334+0.0011397i,0.0016584+0.00057509i,0.0013258-1.0985e-05i,0.00027328+0.00023734i,0.00010979+9.9089e-05i,0.00044352-0.00046312i,0.00053738-0.00039341i,-0.0002149+0.00035079i,-0.00092419+0.00084098i,-0.00076812+0.00071722i
0.0012503+0.0012564i,4.6246e-05+0.00031511i,-7.7451e-05+0.00018214i,0.00010408-5.1125e-05i,-5.7759e-05-0.00034571i,-0.00054094-0.00035177i,-0.0006081-0.00085206i,0.00026497-0.0011983i,0.00053039-0.0009252i,-0.00061347-0.00091839i,-0.0010031-0.0011915i,-0.00022698-0.00035159i,0.00043458+0.00038739i,0.00062113+0.00012438i,0.00018359+0.00032528i,0.00050655+0.0011667i,0.00074318+0.0012422i,6.4091e-05+0.00070898i,-0.00024855+1.8743e-05i,0.00012448-0.00048986i,0.00041911-0.00031182i,4.38e-05+0.00016954i,-0.00016926-0.00015153i
-0.0005923-0.00071996i,5.2219e-05-0.00010615i,-9.6715e-05+0.00088656i,0.001164+0.0012514i,0.0018809+0.0016362i,0.0010773+0.0013751i,9.1678e-05+0.00091254i,-0.0003271+0.000613i,-0.00068699+0.00037137i,-0.0016929+3.0294e-05i,-0.0020713-0.00035947i,-0.0009892-0.00015573i,-0.00025601-0.00036833i,-0.00016361-0.00048332i,-0.00010897+0.00036074i,-0.000311+0.0010169i,-0.00017681+0.0002969i,-8.9454e-05-0.00063041i,-0.00018304-0.00017484i,-0.00026373+0.00068373i,-0.00010733+0.00066863i,4.7165e-05-0.00055165i,4.4296e-05-0.00048162i
0.00038814+0.001207i,-0.00022824+0.0021599i,0.00029911+0.0027648i,0.00032165+0.002798i,-3.4725e-05+0.0015493i,-0.00015723+0.00072053i,-0.00065629-0.00017969i,-0.0011007-8.281e-05i,-0.0010002+0.0011158i,2.0535e-05+0.0011278i,0.00038875+5.44e-05i,4.7577e-05-0.0011127i,-0.00027344-0.0012413i,-0.00014114-0.001396i,-0.00020229-0.001392i,-0.00096182-0.00079113i,-0.00095283+0.00027863i,-0.00041284+0.00098046i,-0.00061941+0.00085515i,-0.0010203+0.00068402i,-0.00093019+0.00060243i,-0.00045854+0.00018429i,9.2138e-05-8.1108e-05i
-0.0011131+0.0015466i,-0.0012854+0.0022278i,-0.00064466+0.0027389i,0.00015659+0.0027204i,0.00054378+0.0023024i,-8.2428e-05+0.0020145i,-0.0017293+0.0013972i,-0.0022314+0.0011651i,-0.00098607+0.0015637i,-0.00036583+0.0010131i,-0.00062984+0.00013895i,-0.00091033-0.00045733i,-0.00093986-0.0012188i,-0.00033116-0.0010146i,0.00030542-0.00061233i,-0.00015785-0.00086229i,-0.00012857-0.00075777i,0.0007645+4.3185e-05i,0.0010877+0.00020002i,0.0012616+0.00012255i,-4.2218e-05-0.00024097i,-0.0014801-0.00045378i,-0.001015-0.00056797i
0.00026599+0.0020213i,0.001833+0.0019874i,0.0037792+0.0010976i,0.003551-0.00012895i,0.0024941-0.0011468i,0.0011892-0.0002355i,5.1712e-05+0.00030054i,-0.00055388+7.3637e-05i,-0.0011442+0.00051728i,-0.0011773+0.00023614i,-0.0012843+0.00024896i,-0.00062387+0.00036577i,-0.00021185+0.00031286i,-0.00035979-1.3795e-07i,-0.00055706-0.00011449i,-0.00038832+0.00046034i,0.00018143+0.00064465i,0.00014086+0.00061395i,-0.00038+0.00068426i,-0.00019891+0.00020629i,0.00047949-6.1935e-05i,0.00033909+0.00010751i,-0.00072808-0.00029444i
-0.00011143+0.0010051i,-0.00015413+0.0014027i,-0.00040912+0.002797i,-0.00010359+0.0038262i,-0.0004816+0.0025419i,-0.00085384+0.00025337i,-0.001746-0.0004793i,-0.0027364-0.00013034i,-0.0026251+0.00029714i,-0.0025776+6.7039e-05i,-0.0021933-0.00028575i,-0.00057284+0.00019652i,0.00038582+0.00035568i,-0.00049922-6.3054e-05i,-0.0010171-0.00030656i,-0.00033245-0.0002175i,6.2215e-05+0.00017762i,-7.0513e-06+0.00059624i,0.00011236-0.00047174i,1.2519e-05-0.0011013i,-0.00021833-0.00024493i,-0.00015486+0.00080973i,0.000447+0.00044649i
-0.0005852-0.001255i,9.2649e-06-0.00018532i,2.6065e-05+0.00025236i,-0.00082602+0.000273i,-0.00068307+0.001101i,0.00073932+0.00089742i,0.0020622-0.00042683i,0.0013484-0.0015868i,-0.00053032-0.0014529i,-0.0013944-0.00045726i,-0.00047033+0.00034756i,0.00024083+0.00082354i,0.00052791+0.00039741i,0.00057615-9.7109e-05i,0.00050489+3.3079e-06i,0.00027978+0.00048614i,-0.00010872+0.00057514i,0.00022208+0.00012499i,0.00083453-0.00013634i,0.00081013-0.0010054i,0.00022889-0.00058509i,-0.00025949+0.00055109i,-0.00019047+0.00042287i
0.0021619+0.0012746i,0.0015267+0.00081808i,0.0012436+0.0014859i,0.0013498+0.0022141i,0.0014054+0.0016395i,0.0011199+0.0010453i,-0.00015744+0.0012861i,-0.0011831-0.00036563i,-0.00043746-0.00091975i,-9.3947e-05-0.00027916i,-0.00048622-8.1843e-05i,-0.00099429+0.00016691i,-0.0013405+0.00040109i,-0.0011217+0.00017812i,-0.00076513-0.00020412i,-0.00054096+8.9896e-05i,-5.082e-05-0.00018348i,0.00029887-0.00060793i,0.00043859-0.00042262i,0.00042583-0.00095721i,0.001004-0.0010942i,0.0014787-0.0013477i,0.0010648-0.001332i
-0.00017154+0.0030641i,2.925e-05+0.0044294i,0.00079196+0.0035467i,0.001473+0.0012707i,0.0017088+0.00027799i,0.0017864-0.00018558i,0.0020494-0.00025268i,0.0013222+0.00071474i,0.00039504+0.0011853i,0.0004489+0.00063628i,-0.00028233+0.0006761i,-0.00043407+0.00073173i,-0.00012759-0.00018856i,0.0003406-0.0010773i,0.00057447-0.0010911i,0.00041818-0.00039367i,0.00014207-0.0003159i,-0.00050621-0.0010347i,-0.00087576-0.00099633i,-0.00012664-0.00018835i,0.00041774+0.00021719i,0.00064652+3.6795e-05i,0.001295+0.00010532i
0.00021742-0.00034587i,-0.0001006+0.00040518i,-0.00072641+0.00036382i,-0.00083237+0.00094984i,-0.00097501+0.0025974i,0.00026638+0.002747i,0.00088638+0.0015511i,-0.00038743+0.00053339i,-0.00072458+0.00085198i,-0.00036501+0.0014552i,0.00026914+0.00043464i,0.00068818-0.00061595i,0.00036758-1.3946e-05i,0.00018519+0.00029628i,0.00067689+6.8945e-05i,0.00040146-0.00013681i,-0.00049776+0.00017717i,-0.00035454+0.00070748i,0.00036104+0.00068237i,2.8102e-06+0.00034861i,-0.00011183+0.00017428i,-0.00021417+0.00015212i,-0.0008059-0.00037473i
-0.0021291-0.00041052i,-0.0021876+0.00088875i,-0.0006576+0.0020748i,0.0012486+0.0024558i,0.0012394+0.0011161i,-1.8687e-05+0.00022312i,-0.00099948+0.00083824i,-0.0017501+0.001101i,-0.0015819+0.00085856i,-0.0013847+0.0009465i,-0.0010715+0.00058971i,-0.00038055+5.3362e-05i,-6.6449e-05+9.3162e-06i,0.00062294+0.00020388i,0.00092599+0.00014422i,0.00060305+0.00010941i,0.00035519-3.0733e-05i,0.00027174-0.00013988i,-8.513e-05-0.00066423i,-0.0004898-0.00043273i,-0.0004175-0.00028987i,0.00024834-0.00045057i,0.0004092-0.00033229i
0.0015985-0.00058559i,0.00084994-0.0011668i,0.00041934-0.0008023i,-0.00077485+0.00049013i,-0.001228+0.00040137i,-0.0012567-0.00062053i,-0.001494-0.0008789i,-0.0018614-0.0003627i,-0.00082756-6.6376e-06i,0.00017522-9.7693e-05i,-0.0001579+0.00018874i,-0.00018759+0.00031874i,-0.00050176-0.00016236i,-0.00060619-0.00039729i,-0.00070096-0.0001977i,-0.00016832-8.482e-05i,0.00072238+0.00037603i,0.0004386+0.00058373i,0.00030756+0.00039273i,0.00067077+0.00050173i,0.00039225+0.00043439i,-0.00038347-5.5674e-05i,-0.00050115-0.00049649i
0.0031697+0.0022734i,0.0036721+0.0013575i,0.0042492-0.00032063i,0.0043971-0.0012571i,0.002846-0.00086188i,0.00054242+0.00027655i,-0.00034737+0.00078753i,-4.087e-05+8.8798e-05i,-0.00023484-0.0006166i,-0.00043912-0.00028499i,-0.00085026+0.00052103i,-0.00054061+0.00037771i,3.0663e-05+6.1493e-05i,-0.00042395-0.00018337i,-0.00080902-0.00039808i,5.3472e-05+0.00013571i,0.00037243+2.5883e-05i,-9.9057e-05-2.7689e-05i,-0.00011925+0.00028516i,0.00042753+0.0007833i,0.0006233+0.00046714i,0.00027189-0.00066186i,-0.00029974-0.00079619i
-0.0030329+0.001168i,-0.0025342+0.0028964i,-0.0019143+0.0035253i,-0.0018207+0.0033212i,-0.0011439+0.0030014i,0.00052677+0.0023396i,0.00075544+0.00049018i,-0.00018328-0.0011592i,-0.00097793-0.001111i,-0.0015512-0.00070057i,-0.00087022-0.00069107i,0.00018595-4.9057e-05i,0.00077941+0.0005414i,0.00012433+0.00059945i,-0.0007596+0.00017926i,-0.00053848-0.0001509i,-0.00034449+0.00036406i,-0.0002081+0.00060578i,6.8924e-05-0.00071476i,-2.8789e-05-0.00085798i,-0.00067975-0.00047913i,-0.00072902-0.00040337i,0.00015331-2.2461e-06i
-0.0023041-0.0017889i,-0.0019806-0.0016501i,-0.0015012+8.6818e-05i,-0.0003697+0.0012102i,0.0013516+0.0013684i,0.0017843+0.0010553i,0.0012293+0.0011025i,0.00034493+0.0011622i,-5.3919e-05+0.00040571i,-0.00011464+5.8831e-05i,2.9555e-05+0.00029863i,0.00019998+0.00021696i,0.0003297-0.00036958i,0.00046755-0.00047638i,3.2547e-06-0.0003154i,0.00026909+0.00043363i,0.00025607+0.0010555i,-0.00025319+0.00082624i,-0.00037275+0.00032863i,0.00016128-0.00062252i,0.00033412-0.00046806i,-0.00058313+0.0003478i,-0.00082769+0.00019671i
0.0013247+0.0020786i,0.0030768+0.0027545i,0.0022803+0.0025618i,6.4434e-05+0.0021143i,-0.00052497+0.0011262i,-0.00018967+0.00021629i,-0.00096381-0.00044682i,-0.0011076-0.00024964i,-0.00099087+0.0010848i,-0.00081133+0.0010119i,0.00010929-0.00014341i,0.000574-0.00064875i,-0.00033159-0.00045848i,-0.0010166-0.00054345i,-0.0004849-0.0007444i,-5.3971e-06-4.6284e-05i,-0.00015837+0.00063625i,7.4019e-05+0.00027945i,9.4113e-05+0.00017938i,-5.7036e-05+0.00026706i,0.00017069+0.0001612i,0.00051065-0.00040619i,0.00065145-0.00024842i
-2.6122e-05+0.00288i,-0.00050945+0.0033684i,0.00079443+0.0034861i,0.002322+0.002382i,0.0020632+0.00091202i,0.0007086+0.00050481i,-6.6057e-05+0.00096033i,3.5296e-06+0.0011008i,0.00070021+0.00041382i,0.00097283-0.00024797i,0.00017182-0.00013646i,-0.0004585+0.00073117i,-0.00089978+0.00090485i,-0.001238+0.00098741i,-0.001315+0.00043193i,-0.00048111-0.00019822i,0.0002621-3.1497e-05i,0.00022494+0.00019027i,0.00072091+0.00035351i,0.00090108+1.445e-05i,0.00039085-0.00041074i,0.00043117-0.00042078i,0.0005778-0.00065851i
-0.0017729+0.0011245i,-0.0026635+0.0010649i,-0.0035704+0.00060229i,-0.0026078+0.00025351i,-0.0014786+0.00029824i,-0.00075525-0.00021i,-0.00047877-0.00058899i,-0.0004876-0.00024419i,-0.00043646+0.00035989i,4.0891e-05+0.00041758i,0.00048555+0.0008316i,0.000226+0.00063183i,0.00037912-0.00013495i,0.00072469+0.00046114i,0.00028373+0.0007264i,0.00043711+0.00029455i,0.00056057+1.2255e-05i,-0.00012857-0.00019908i,-0.00023449-5.9187e-05i,0.00027932+0.00056042i,0.0004489+0.00059278i,9.3249e-05+0.00063835i,-0.00011673+0.0010101i
0.0020651-0.0014536i,0.003195-0.0012766i,0.0034971+0.00084329i,0.0022225+0.0034543i,0.0013913+0.0041322i,0.00073169+0.0032663i,-3.8165e-05+0.0024741i,-0.00069041+0.0014925i,-0.0006101-5.87e-05i,-0.00092522-0.0005908i,-0.0010979-0.00053135i,-0.0002192-1.9053e-05i,-0.00010141+0.00063078i,-0.00031631+0.00074595i,-0.00053153+0.0010681i,-0.00087607+0.00061976i,-0.00046962-0.00016103i,0.00018471-0.00020658i,0.00057786-0.0002796i,0.00089443-0.00038311i,0.00085545-0.0006801i,0.00043653-0.00039179i,0.00050705-6.2686e-05i
0.0016451+0.00039967i,0.00023933+0.0012889i,-0.0012466+0.0015877i,-0.0019058+0.0016133i,-0.0016304+0.00089194i,-0.0013773+0.00028395i,-0.0018933-0.00038659i,-0.0023962-0.00083641i,-0.0022042-0.00023832i,-0.0016359-0.00020751i,-0.0012745-0.00087516i,-0.00039759-5.4826e-05i,4.7111e-06+0.00087939i,-0.00017321+0.00059465i,-0.00017894-0.0002683i,-0.00026421-0.00043597i,-0.00010398+0.00072958i,0.00045817+0.00075997i,0.00091939+0.00015302i,0.00049679+0.00037923i,0.00036395-0.00015527i,0.00050162-0.00022817i,-5.6061e-05+0.000382i
-0.0015938+0.0015132i,-0.0010547+0.0018824i,0.00013573+0.0024626i,0.0015115+0.0028621i,0.0026353+0.0023547i,0.0030491+0.0013971i,0.0016374+0.00051937i,0.00016155-0.00057205i,-0.00057185-0.0010336i,-0.00029566-0.0010126i,0.00048999-0.00098597i,0.00036522-0.00119i,-0.0003459-0.001126i,-0.00021872-0.00081772i,-7.2829e-05+0.00016584i,-0.00050036+0.00074296i,-1.229e-05-7.4293e-05i,0.00049721-6.2718e-05i,-4.8286e-05+0.00051231i,-4.5128e-05+0.00042159i,0.00013693-0.00013917i,0.0004753+6.427e-05i,0.00054492+0.0011622i
-0.00098136-9.3183e-05i,0.00092823-0.00044511i,0.0014961+0.00020187i,0.00076116-0.00065959i,0.00067259-0.00124i,0.00020256-0.00073149i,-0.00049788-0.00044347i,-0.00072922-0.00048239i,-0.00035035-5.5181e-05i,-0.00013063-0.0002428i,-0.0001028-0.00066468i,0.00039144-0.00076069i,0.0013527-0.00068942i,0.0015096+0.00024918i,0.00085819+0.00054173i,0.00034481-0.00039044i,-0.00022805-0.00051089i,-0.00015495+0.00028509i,0.00026112-0.0001254i,0.00031419-0.00070845i,0.00056777-0.00086134i,-2.0259e-05-0.00069025i,-0.00079264-0.00048148i
0.00015864+0.0037993i,0.00098895+0.0045728i,0.0012482+0.0043525i,0.00053048+0.0037344i,-8.9531e-05+0.0029023i,-0.00047429+0.0011547i,-0.0014366-0.00060658i,-0.001869-0.0007644i,-0.00088118-0.00026958i,-0.00056274-0.00040993i,-0.00038088-0.00081143i,2.2011e-05-0.0010668i,4.8741e-05-0.0012685i,-2.0714e-06-0.0009503i,-0.00049521-4.4537e-05i,-0.00057647-1.8898e-05i,0.00037334-0.00059303i,0.00057307-0.00043678i,0.00048485-0.00034292i,-0.00019446-0.00041247i,0.00014152-0.00075283i,0.0014709-0.00063591i,0.0015144-0.00018883i
-0.00062988+0.00027415i,-0.0013563-0.00055839i,-0.001483-0.0004442i,-0.00097825-0.0010814i,0.00073369-0.0013314i,0.0014986-0.00078792i,0.00080318-0.00058795i,0.00024504-0.00031128i,-0.00021634-1.0162e-05i,-0.00051397+0.00033192i,0.00022888+0.00031542i,0.0011284+0.00051922i,0.00015057+0.00097274i,-0.00063723+0.00071858i,-0.00011127+0.00055041i,-0.00013784+0.0007912i,7.3249e-05+0.00046104i,0.00037192-6.5733e-05i,0.00032732-0.00051258i,0.00020656-0.00070456i,1.8794e-05-0.00062805i,-0.00030638-0.00019563i,-0.0002954+0.00020294i
-0.00049402+0.00046538i,8.7189e-05+0.00085599i,9.7716e-05+0.0019006i,-1.9354e-06+0.0029557i,0.00063906+0.0030677i,0.0012283+0.0015643i,0.00026092+0.00024921i,-0.00038179+0.00040819i,-0.00030643+0.00071733i,4.4626e-05+0.00066841i,-8.3933e-05+0.0006679i,-0.00042816-0.00015662i,-0.00051407-0.00017096i,-5.0066e-05+0.00064214i,0.0010522+0.00067757i,0.0011482-6.0691e-05i,0.00019446+0.00018664i,-0.00049226+0.00077076i,-0.00017534+0.00042014i,0.00028845-6.0822e-05i,0.00023846+9.4239e-05i,-0.00047256+0.00037976i,-0.0005947-2.7964e-05i
-0.00036382-0.00078642i,-0.0009222-0.00029245i,-0.00096716-0.00029606i,-0.00090857-0.00010262i,-0.00084797+0.00019894i,-0.001366+0.00092556i,-0.0020652+0.00039362i,-0.0015717+2.7519e-05i,-0.0010558+0.00019475i,-0.00098545-7.8631e-05i,-0.00056702-0.00073065i,-0.0003024-0.00063043i,-0.00079228-0.00048011i,-3.8996e-05-0.00049509i,0.00060416+0.00035729i,-0.00034115+0.00063183i,-0.00036082-0.0001951i,-0.0001333+0.00022109i,0.00032205+0.00070773i,0.00076417+0.00010116i,0.00022242-0.00017933i,0.00026451-0.00045062i,0.00061764-0.00060473i
0.00033293+0.0021237i,0.0014325+0.0029566i,0.0012386+0.0028831i,0.00061385+0.0039165i,0.00013265+0.0032683i,-0.00068096+0.0014419i,-0.00069156+0.00055818i,-0.00054442+0.00055853i,-0.0010187+0.00042905i,-0.0011229+0.00021926i,-0.00043653-0.0005552i,-0.0002046-0.00089614i,-0.00050785-0.0012989i,-0.0006234-0.0015949i,-0.0011529-0.00038049i,-0.0010381+0.00070734i,-0.00068686+0.00088273i,-0.00022667+0.00020102i,0.00041287+4.2058e-05i,0.00055763+0.00011924i,2.3123e-05+0.00065123i,-0.0006455+0.00092214i,-0.00066621+0.00064873i
-0.0010119+0.00086526i,-0.0014921+0.00066265i,-0.00028425+0.0011165i,0.00067433+0.0012021i,0.0012178+0.0010481i,0.00021692+0.00094877i,-0.00030584+0.00086972i,-0.00034846+0.00050142i,-0.00026189-9.0996e-05i,-1.5715e-05-0.00053476i,-1.1126e-05-0.00048494i,0.00043462-0.0002322i,0.0012658+0.00039721i,0.000726+0.0009988i,0.000151+0.00075191i,-9.3829e-05+0.00040712i,-6.3727e-06+0.00078208i,0.00058868+0.0013562i,0.00041678+0.0013308i,-0.00022393+0.0005599i,-4.7491e-05-0.00019162i,0.00083417-0.00013733i,0.0011173-0.00067408i
0.00072375+0.00043818i,-0.00011606+0.0010643i,0.00039744+0.0010811i,0.00033367+0.00075925i,-0.00050922+0.00070772i,-0.00082131+0.00091257i,-0.0014564+0.000323i,-0.0021813+0.00050061i,-0.0011699+0.00080865i,-1.3248e-05+0.00030996i,0.00013479+2.0827e-05i,0.00010663+7.1087e-05i,-0.00037823-3.6741e-05i,-0.00066474+0.00035732i,-0.00041408+0.0010675i,0.0001669+0.00084593i,0.0004402+0.00040831i,-3.4561e-05-0.00043386i,5.668e-06-0.0011664i,0.0003456-0.00068292i,7.6805e-05-0.00063282i,-0.00050107-0.00037993i,-0.00051923+0.00034115i
-0.00030189-3.1769e-06i,0.00019833+0.0015725i,0.00033195+0.0029909i,0.00046949+0.0023688i,-0.00031522+0.0015264i,-0.00060789+0.00047633i,-0.00038188+0.00070251i,-0.0011398+0.00065865i,-0.0013031-4.0089e-05i,-0.00027794-0.00028524i,-0.00028225+0.00061637i,-0.00041105+0.00064199i,-0.00035786-0.00017917i,-0.00068435+0.00022759i,-0.00047559+0.00066315i,-0.00064066-8.9376e-05i,-0.0016082-0.0010625i,-0.00073853-0.0008125i,0.00030073+0.00014567i,0.00042385+0.00040671i,0.00051201+9.788e-05i,0.00048506-0.00011299i,-0.0001177+0.00021074i
0.00060231+0.00064358i,-4.7085e-05+0.00041453i,-0.0004192+0.001179i,-0.0016196+0.0025871i,-0.0010258+0.0027567i,4.8479e-05+0.0015345i,9.1272e-05-0.00022737i,-0.00014068-0.00065574i,-0.00045711-0.00055368i,-0.00083691-0.00024697i,-0.00014662-8.4306e-05i,0.00030392-0.00024116i,-0.00018042-8.028e-06i,-0.00013162+0.00072089i,7.0497e-05+0.0015667i,-3.0039e-05+0.00060569i,0.00031042-0.00043585i,0.00065807-0.00060631i,0.00056831+0.00027474i,0.00032452+0.00038594i,-0.00016531-7.6098e-05i,-0.00051884-0.00022146i,-0.0004575-0.00012655i
-0.0020909+0.00014148i,-0.0013964+0.0007809i,0.00052969+0.0012513i,0.0020028+0.00078645i,0.0028506+0.0012793i,0.0022981+0.00096907i,0.00082853-0.00050318i,-8.8621e-05-6.9681e-05i,-0.00068733+0.0011277i,-0.00090287+0.00033081i,-0.00055326+5.0433e-05i,3.0579e-05+0.00015139i,0.00018832-0.00037653i,0.00076652-0.0012965i,0.0014861-0.0018332i,0.0017823-0.00049085i,0.0013188+0.0007737i,0.0010626+0.00068629i,0.00091785+9.739e-05i,0.00029829-0.00030966i,-0.00019251-0.00064243i,-0.00034662-0.00076125i,-0.00014826-6.5516e-05i
-0.0010404+0.00079613i,-0.000802+0.0020145i,0.00089022+0.002401i,0.0016103+0.0021992i,0.00057853+0.001072i,-0.00067371-0.00064932i,-0.001231-0.0014234i,-0.0011743-0.0013044i,-0.0010756-0.00047969i,-0.00082506+0.00049082i,0.00034753+0.00052516i,0.00060728-0.00049408i,0.00037101-0.0012242i,0.00026742-0.00087505i,0.00047173-0.00034138i,0.00045121+0.00034136i,-0.00024548+0.00028801i,-0.00073772+0.00098169i,-0.00066491+0.0015518i,0.00072384+0.00083039i,0.0013402+0.00046711i,0.0003245+0.00014809i,-0.00029973+1.3748e-05i
-0.0001617-0.0024404i,-0.0010281-0.0012408i,-0.001007+0.00013979i,-0.00070811+0.00021344i,-0.00058482+0.0013313i,-0.00033098+0.0018073i,0.00014651+0.00065545i,0.00017948+6.2967e-05i,-0.00022576-0.00015909i,-0.00073852-0.00025464i,-0.00097224+6.5491e-05i,-0.00048217-0.00020836i,0.00014353+3.7783e-05i,0.00042995+0.00060007i,0.0010449+0.00069863i,0.0011599-2.9216e-05i,0.00030973-0.00033462i,-0.00048732+0.0002507i,-0.00053861-0.00027475i,-0.00041847+9.9077e-05i,-0.00084081+0.0010678i,-0.00093216+2.8746e-05i,0.00033996-0.00052506i
0.0013926-0.00034519i,0.00019944+0.00037358i,-0.0011214+0.00098254i,-0.00092248+0.0025555i,-0.00016024+0.0031761i,0.00038812+0.0018211i,-0.00017525+0.00022238i,-0.00084098-0.00032304i,-0.00014884-0.00044401i,-0.00043514+0.00010546i,-0.00081936+0.0014501i,0.00042257+0.001384i,0.001057+0.00055153i,0.00065203+0.00020475i,0.00065654+0.00069123i,0.001085+0.0011746i,0.0011899+0.00097962i,0.0008014+0.00064404i,0.0006699+5.1632e-05i,0.00025607-0.00078284i,-0.00062114-0.00050676i,-0.001006+0.00019734i,-0.00037384+0.00070088i
-0.0016752+0.0016121i,-0.00058651+0.0033528i,0.0011057+0.0042777i,0.0018424+0.0028591i,0.0019241+0.0012316i,0.0013951-0.00042203i,0.00078597-0.0012705i,0.00047715-0.00058395i,3.5979e-05+2.8287e-06i,0.00055395+1.2052e-05i,7.1008e-05+0.00021071i,-0.0013222+0.00026493i,-0.0010417-0.0010471i,-0.00064531-0.0017419i,-0.00083-0.0011917i,-0.0004959-0.0006488i,-0.00046283-0.00010931i,-0.00042649-0.0006298i,-0.00033405-0.000879i,-0.00043928+0.00049317i,-0.00019133+0.001019i,-2.5864e-05+0.00028646i,-0.00062806+0.00011339i
-0.00010789-0.00070754i,-0.00088239+0.0004484i,-0.0017063+0.0014663i,-0.0023183+0.0016363i,-0.0014151+0.00148i,-0.0007+0.0007525i,-0.00032588-0.00028893i,-0.00035913+0.00018577i,-0.00049399+0.0010202i,-0.00032061+0.0011891i,-0.00050352+0.00089561i,-0.00034238+0.00053148i,-4.1402e-05+0.00061804i,0.00024841+0.00035133i,-0.00015064+0.00037262i,-0.00046894+9.984e-05i,-0.00012463-0.00055107i,0.00014509-0.00090161i,0.00019249-0.0010664i,6.5096e-05-0.0009843i,0.00027758-0.00066166i,0.00017961-0.00041992i,-6.8252e-05+4.907e-05i
-9.6498e-05-0.0022193i,0.00016441-0.0016766i,0.0013263-0.00013706i,0.0012781+0.00070411i,0.00088986+0.0010015i,0.00034169+0.0010896i,-0.00031808+0.00080088i,-0.00031959+0.00085563i,-0.00055947+0.0010417i,-0.00090072+0.0005131i,-0.00097001-3.4294e-05i,7.2429e-06+7.4967e-05i,0.00063672-0.00043828i,0.0002969-0.00057781i,0.00014989+0.00015892i,0.00022185+0.00072251i,0.00038865+0.00070947i,0.00021776+0.00040564i,-0.00033601-0.00036649i,-0.00032547-0.00084491i,-0.00024389-0.0011945i,-0.00024852-0.0011917i,-0.00011346-0.00052105i
0.00044525+0.0014107i,4.2171e-05+0.0016442i,-0.00062936+0.0029436i,-0.00056483+0.0048457i,-0.00058678+0.0042808i,-0.00072212+0.0019521i,-0.00083398+0.00033166i,-0.001295+0.00012559i,-0.001394+1.6481e-06i,-0.00065852-0.00057986i,-0.00010951-0.00062168i,0.00028586-6.1187e-05i,-6.9986e-05-0.00014303i,-0.00081552+6.744e-05i,-0.00075436+0.00043549i,-6.3765e-05+0.00035008i,0.00031823+0.00030412i,0.00028664+0.0010839i,5.5165e-05+0.0013217i,-0.00011535+0.00045751i,-0.00052818+0.00014033i,-0.00055372+0.00019643i,-0.00013107+0.00041518i
