-0.0041682+0.0014103i,-0.0048331+0.0022814i,-0.00462+0.0046912i,-0.0026776+0.0051911i,-0.00083827+0.0035337i,-0.00077942+0.0012919i,-0.0016469+0.0005763i,-0.00080658+0.00071084i,0.00037596+0.00093058i,0.0011246+0.0008036i,0.0013262-1.5119e-05i,0.00095345-0.00079969i,0.0006778-0.0010314i,0.00021199-0.00090019i,-0.00055174-0.00033482i,-0.00064677+0.0004479i,-0.0002676+0.0012738i,0.00010913+0.0012711i,0.00044415+0.00039132i,0.000171+0.00022663i,-4.5597e-05+0.00052307i,-0.00056813-0.00041032i,-0.00048482-0.00049434i
-0.0015924+0.00084459i,-0.0015108+0.0013317i,-0.0012633+0.001243i,-0.00094462+0.0018602i,-0.00036588+0.0022714i,0.00016035+0.0016823i,0.00018866+0.0010663i,-0.00015495+0.00033533i,-1.9946e-05+0.00046286i,0.00019898+0.00098153i,6.825e-05+0.0010722i,0.00012164+0.00068453i,-0.00027877+0.00049946i,0.00011549+0.00019593i,0.00020509+0.00018763i,0.00017416-0.00011153i,0.00058-0.00024109i,-3.5134e-05-4.4191e-05i,-0.00019934-0.0001402i,0.00035197+9.36e-05i,-8.233e-05+0.00025741i,-0.00057294+0.00079386i,-0.00062697+0.00090347i
0.0017863-0.0018003i,0.0020256-0.0024082i,0.0017542-0.0027012i,-0.00047336-0.002112i,-0.001795-0.0011183i,-0.0018587-2.2368e-05i,-0.0012235+9.6845e-05i,0.00013794-0.00048695i,0.00033449-0.0013142i,0.00033757-0.00045966i,0.00051509+0.00046214i,0.00047375+0.00058306i,0.00090073+0.00045829i,0.00059474+0.00084161i,-0.00032285+0.00035162i,-0.00023629-9.5661e-05i,-0.00016557+0.0002493i,-0.00021055+0.00017081i,9.1532e-05+0.00098368i,-0.00012314+0.00075795i,-0.00071363-6.7851e-05i,-0.00039577-0.000145i,2.8202e-06+0.00018824i
0.00086914+0.00049496i,-7.6363e-05+0.0025418i,0.00043044+0.0035822i,0.0014007+0.0013174i,0.00018974-0.00064699i,-0.0012691+0.00015896i,-0.00052353+0.00086427i,0.00061668+0.00092997i,8.4331e-05+0.0011741i,-0.00069059+0.00080145i,-0.00025435-0.00025122i,-0.00068981-0.00014868i,-0.0014471+0.00024711i,-0.00079081-0.00063867i,-0.00040286-0.00088521i,-7.5408e-05-0.00047862i,3.8633e-05-0.00082935i,-0.00010186-0.00059062i,0.00023228+0.0003404i,0.00089859+0.00066474i,0.00065129-9.145e-05i,0.0009667-0.00058463i,0.0011708+0.00023435i
0.00022836-0.0026826i,0.00077276-0.0027183i,-0.00048498-0.0024789i,-0.0017832-0.00068689i,-0.0030201+0.00088558i,-0.0030622+0.0014721i,-0.0022345+0.001208i,-0.00087046+0.00082053i,1.5299e-05+0.00039564i,0.00013451-7.4662e-06i,-0.00010851-0.00027229i,0.00011093-0.00023179i,0.00037518+9.1741e-05i,-6.9708e-05+0.0001691i,-0.00019003+7.0827e-05i,0.00034097-0.00024365i,0.00067609-0.0007917i,0.0003457-0.00057333i,-0.0001048-0.00013952i,-0.00020992-0.00038073i,-0.00034478-0.00054994i,-0.00079646-0.0010394i,-0.00013867-0.00088483i
0.00064164+0.00096181i,0.00031771+0.0011135i,0.0011445+7.7816e-05i,0.00053876-0.00060151i,-0.0011043-0.00081416i,-0.0019872-0.00010698i,-0.00094146-9.9478e-06i,0.00058508+0.00020111i,0.00051313+0.00041314i,-0.00028412+0.00024439i,-0.00091956-9.5896e-05i,-0.00022294-2.1354e-05i,0.00019302+0.0001675i,-7.4752e-05-0.00037134i,7.6608e-06-0.00042482i,-0.00016894-0.00011508i,-0.00056971-0.00013299i,-0.00052749-0.00029858i,-0.00012204-0.00076004i,-0.0001655-0.00095204i,-0.00095218-0.00030829i,-0.0014606+0.0003628i,-9.4531e-05+0.00055882i
0.00033663-0.00071001i,-0.00054788-0.00077776i,-0.00079519-0.0012911i,-0.00047464-0.0017187i,-0.0011693-0.00076673i,-0.002461-0.00039122i,-0.0018951-0.0005511i,-0.00011446-4.9642e-05i,-2.8023e-05+0.00096909i,-0.00088787+0.0010409i,-0.00083133+0.00035006i,9.958e-05-0.00030399i,0.00047745-0.0004147i,0.00011077-0.00037997i,-9.5896e-06-0.00025745i,0.00032308-0.00024599i,0.00042152-0.00064467i,0.00038299-0.00050072i,-0.00012015-0.00042609i,-0.00042691-0.00025584i,0.00060842+0.00011309i,0.0010472-8.3793e-05i,0.00059177-0.00037594i
-0.0017304+7.7504e-05i,-0.0011594+0.00011087i,-0.0014639+0.001697i,-0.0013975+0.0023754i,-0.00096326+0.0023067i,-0.00034802+0.0014297i,-0.00060179+0.00073338i,-0.00096349+0.0006109i,-0.00023664+0.0006288i,0.00014156+0.00059892i,0.00019712-0.00018896i,0.00066071-0.00081756i,0.00037917-0.00043485i,6.4098e-05+0.00042905i,0.00011844+0.00027856i,-5.5905e-05+0.00012955i,-0.00040788+0.00032972i,-0.00027812+0.00020112i,-0.00010626-0.0001106i,-0.00016769-0.00039127i,-0.00069689-0.00083892i,-0.0012401-0.00084317i,-0.00045779-8.8879e-07i
-0.0010382+0.0024246i,-0.00054362+0.0025556i,0.00016715+0.0020244i,0.00068155+0.0010906i,-0.0010471+0.00048112i,-0.0024634+0.00021394i,-0.00094216+0.00085408i,0.00079447+0.001359i,0.0015016+0.00085963i,0.0010569+0.00039362i,-8.0474e-05-0.00015144i,-0.00059851-0.00016821i,0.00024923-8.7579e-05i,0.00057787-0.00077032i,-0.00013723-0.00091937i,-0.00065704+7.2035e-05i,-0.00074527+0.00058132i,-0.00042632+0.00073246i,-0.00041001+0.0005347i,4.3398e-05-0.0009208i,0.00051125-0.0011878i,0.00012961-9.1271e-05i,-0.00044341-0.00015838i
0.00062686+0.00041447i,0.0011602-0.00025512i,0.0018302-0.0013596i,0.0014827-0.0017909i,9.5224e-05-0.0012011i,-0.0013226-0.00019597i,-0.0014685+0.00049579i,-0.00087258+0.00016471i,-0.00067898-0.00064554i,-0.00054263-0.00014808i,7.9211e-05+0.00062812i,0.0005527+0.00013997i,0.00018275-0.00060673i,-0.00014497-0.00033567i,-0.00022092+0.00061829i,-7.4118e-05+0.000604i,0.00057212+0.00048457i,0.0010884+0.0004718i,0.00058023+0.00034282i,-0.00073502+0.00027685i,-0.0011786+0.00038765i,-0.0008255+0.00033479i,8.9201e-05+0.00056483i
-0.00086048-0.00065492i,-0.00060909+0.0012126i,-0.0020845+0.0013645i,-0.0029828+0.001084i,-0.0031634+0.0014342i,-0.0018113+0.0017152i,3.8655e-06+0.0019093i,0.00040222+0.00094513i,-2.3875e-05+0.00015279i,-0.00021588+5.6847e-05i,-0.00048618+0.00029797i,-0.00037618+0.00027517i,0.00030824-0.00016278i,0.0012041-0.00036656i,0.00061853+3.9255e-06i,-0.0004998+0.00021724i,-0.00039004+0.0005255i,-0.00018956+0.00095473i,0.00028733+0.00062684i,0.00058372+0.00017154i,0.00075392-0.00016963i,0.00045174-0.00051731i,-0.00026971-8.3591e-05i
0.0014787-0.00037859i,0.00079367+0.00017845i,-0.0003598-0.0010331i,-0.0008183-0.0013993i,-0.0015447-0.001136i,-0.0015472-0.00074451i,-0.0001308+0.00031214i,0.0012334+0.00074342i,0.0017916+0.00020747i,0.0014904-0.00051061i,0.00074855+5.7161e-05i,-8.4846e-05+0.0011638i,-0.00092003+0.00095247i,-0.00060002+0.00021704i,0.00024379-0.00049376i,-0.00010185-0.00057061i,-0.00044407+3.4683e-05i,-9.3022e-05+0.00075039i,0.00022309+0.00094557i,0.00037133+0.00041225i,0.00053694-0.00044577i,4.1814e-05-0.00051954i,-0.00038141+0.00025436i
-2.0508e-05+0.00040967i,0.00073847+0.0015314i,0.0020753+0.0030392i,0.00073848+0.0018599i,-0.0014061-0.00048466i,-0.0026401-0.0009773i,-0.0021459+0.00022777i,-0.00098348+0.00058145i,-0.00049368-0.00053203i,-0.00044867-0.00083697i,-0.00048865-0.00042197i,-0.00040702-0.0005953i,2.9345e-05-0.00044786i,0.00032327-0.00018441i,-6.9123e-05-0.00029829i,-0.00075105-0.00062631i,-0.00039796-0.00092166i,0.00052256-0.00074231i,3.2234e-05-0.00053452i,-0.0006651-3.2824e-06i,-0.00032199+0.00074051i,0.00022395+0.00076634i,3.6612e-05-8.0193e-05i
0.00061834+0.00037137i,0.00057383+0.00033189i,-0.00059492-0.0015191i,-0.001616-0.0012436i,-0.002265+0.0010874i,-0.0020902+0.0013406i,-0.00086395+0.001361i,8.7247e-05+0.0014858i,-0.00024345+0.00028654i,-0.00067287-0.00072325i,-0.00052347-0.00077533i,-0.00031584-7.6137e-05i,0.00039919+0.00016473i,0.0011471-8.2668e-05i,0.00074247-0.00049789i,0.00024116+9.3605e-05i,9.9588e-05-0.00030203i,0.00064047-0.001075i,0.00028285-0.00038462i,-1.0924e-05-0.00017794i,0.00013927+1.2234e-05i,2.4791e-05+0.00028357i,8.2176e-05+0.00011409i
-0.0014759+0.00015505i,-0.0023156+0.00029892i,-0.0027382+0.00054399i,-0.0017156+0.0010431i,-0.0011+0.0023148i,-0.00038761+0.0017749i,0.00034793+0.00071382i,0.00035039+0.00017468i,-0.00015552+0.00022942i,-0.00066379+0.00036671i,-0.00053665-2.73e-05i,0.0002073-8.2875e-06i,0.00017174+0.00028812i,0.00022276+0.00024892i,0.0007336-0.00058524i,0.00026747-0.0010734i,3.1636e-05-0.00056327i,-1.1748e-05+0.00015313i,0.00020558+0.00048197i,0.00032887-0.00011996i,-0.00051473+0.00014019i,-0.00085477+0.0010147i,-0.00031732+0.00048441i
-0.00019055+0.00010605i,-0.00027405+0.0003997i,-5.4804e-05+0.00034834i,-2.8038e-05-6.4806e-05i,-0.00054726-0.00056096i,-0.0013694-0.00029605i,-0.001467+0.0003105i,-0.00026183+0.0001254i,-0.00013743+3.5382e-05i,-0.0003747+0.00035071i,-0.00049244+0.00085774i,-0.00065826+0.000396i,-0.00012893+3.2292e-05i,0.00010372-6.9493e-05i,-3.0825e-06-0.00039532i,0.0001949-0.00039641i,0.00046421-0.00023586i,3.6096e-05+0.00019255i,-6.1509e-05+0.00054256i,0.00055264+0.00041724i,0.00070931+0.00033076i,0.00032811+0.00020137i,9.857e-05-0.00029503i
-0.00067162+0.00014355i,0.00065394+0.00068295i,0.00076807+0.00099688i,0.00049532+0.00078254i,-0.00013458+9.5231e-05i,-0.0013126+4.9473e-05i,-0.0017794+0.00043252i,-0.0013663+0.00061243i,-0.00075049+0.00078056i,-0.00030369-1.6959e-05i,7.4782e-05-0.00066167i,7.402e-05-0.00041514i,0.00017248-0.0005221i,-0.00014141-0.00011013i,-0.00059039-0.0001536i,0.00015077-0.00065141i,0.00014069-3.1152e-05i,0.00091078+0.00028838i,0.0016187+0.00011281i,0.00034344+7.0982e-05i,3.492e-05+0.0002469i,-4.8769e-05+0.0006098i,-0.00049394+0.00022026i
-0.0012274-0.00072644i,-0.0019483-0.00034084i,-0.0021653-0.00031142i,-0.0026851-0.00080163i,-0.0028924-0.00094255i,-0.0016596+0.0002909i,-0.00044121+0.0010012i,-0.00032508+0.00053909i,0.00024874+0.00010942i,0.0005223+0.00052221i,0.00033186+9.3509e-05i,0.00017982-0.00054919i,0.00018525-0.00026624i,0.00039879-0.00032745i,0.00024277-0.0007838i,-0.00032484-0.00036122i,-0.0010608+0.00020195i,-0.00072173+9.611e-05i,1.1717e-05-0.00010349i,0.00015543-0.00045336i,0.00037985-0.00033448i,-8.4857e-06-0.00046026i,-0.00055216-0.00046572i
0.00090108-0.00080225i,0.0017868-0.00017608i,0.0014498-0.0002349i,0.00084027-0.0010443i,7.3986e-05-0.0011493i,-0.0013627-0.00069246i,-0.001258-0.0013331i,-0.00047472-0.0011987i,-0.0010541-0.00035322i,-0.00052704+0.0001252i,0.00051316+0.00027418i,0.00028857-2.8684e-05i,0.00071291+4.3695e-06i,0.0011799-0.00014222i,0.00096215-1.9109e-05i,0.00049627+0.0003379i,6.5782e-05+0.00040299i,-0.00038613+0.00028029i,-0.00020181+0.00024717i,-0.00037589+9.6077e-05i,8.5079e-06-0.0002721i,0.00036735+0.00022564i,-0.00019765+0.00030937i
-0.00073233+1.5757e-06i,-0.00042584-3.3507e-05i,-0.00081179+0.00085739i,-0.0018015+0.0010847i,-0.0030054+0.0009711i,-0.0027856+0.0014787i,-0.0013174+0.0012897i,-0.00094157+0.00047681i,-0.00082217+9.5219e-05i,0.00015559+5.0476e-05i,0.00043301+0.00010456i,2.5976e-05+5.0596e-05i,0.00041388+0.00035246i,0.00055372-6.832e-05i,0.00031661-0.00029789i,0.00067121+4.0193e-06i,0.00077149+0.00038902i,-0.00062498+0.00032307i,-0.00080264-0.00040546i,-9.6405e-05-0.00028838i,0.0005397-0.00011277i,0.0010833-4.5856e-05i,0.00083029+0.00062676i
0.0006255+0.001096i,0.0014432+0.0010074i,0.0015052+0.00050681i,0.0015886-0.00037227i,0.00073291-0.00046155i,-0.0014571-5.3597e-05i,-0.0014918+0.00041314i,-0.00019982+0.00099937i,0.00038804+0.00073313i,0.00030869+0.00072028i,-0.00023542+0.00077352i,-0.00066292-0.00062318i,-0.00082553-0.0011748i,-0.00059622-0.0014469i,-0.000412-0.0020765i,-0.0002827-0.0012579i,0.00024187+0.00047765i,0.00060873+0.00064856i,0.00067512-0.00048417i,0.00051503-0.00041144i,4.1621e-05+0.00041479i,-0.00017348+0.00090111i,6.336e-06+0.00066415i
0.00043618+0.00017076i,-0.00075833+0.0005893i,-0.00048481+0.00094899i,-0.00030903+0.00073078i,-0.00094053-0.00051591i,-0.0014898-0.00066837i,-0.00032808-0.00012864i,0.0010222+0.00016983i,0.00093555+0.00038371i,0.0004485+0.00064661i,-3.7942e-05+0.00040951i,2.8561e-06+0.00024712i,0.00012562+0.00046067i,0.00028824+1.3381e-06i,0.00053987-0.00047439i,0.0004133-0.00049904i,3.9985e-05-8.4979e-05i,-0.00028954+0.00058428i,0.00026184+0.001018i,0.00024375+0.00061377i,-0.00048242+1.4887e-05i,-0.00094449-0.00034742i,-0.00014163-0.00029372i
0.00095631-0.00079498i,0.00021826-0.00072391i,-0.00057992-0.00082942i,-0.0010113-0.00070274i,-0.0013346-0.00013556i,-0.0017785+0.00070214i,-0.001547+0.00079696i,-0.00020743+0.00017043i,0.00047113+3.8279e-05i,0.00033507+6.6826e-05i,-0.00032257-0.00031306i,-0.00014346-0.00066104i,0.00034622-0.00041626i,0.00024844+0.00016294i,1.5728e-05+0.00037622i,-0.00045948-0.0001464i,-0.00022558-0.00018065i,0.00075762+0.00050048i,0.00031451+8.8894e-05i,-0.00026109-0.00044935i,0.00012354-0.00051875i,7.5082e-05+6.7555e-05i,6.9237e-05+0.00036191i
0.00037282+0.0020312i,0.00086706+0.0027143i,0.00098098+0.0020302i,0.0004205+0.00069043i,-0.00044362-0.00052991i,-0.0013859-0.00046328i,-0.0013739+0.00056581i,-0.00020072+0.00044308i,0.00075297+0.00047763i,0.0012309+6.1405e-05i,0.001293-0.00049071i,0.00084785-0.0002683i,-0.00039049-9.5836e-05i,-0.00058729+0.00030569i,0.00035223+0.00012217i,0.0012854+0.00015718i,0.0012325+0.00079349i,0.00055988+0.00010516i,0.00048799-0.00071325i,0.00068701-0.00059992i,0.00044287-0.00033987i,-0.00013337-0.00018958i,-8.9437e-05+9.1067e-06i
-0.00074413+0.00026023i,-0.00091512+0.00093285i,-0.00041483+0.00020869i,-0.0010799+0.00036185i,-0.00247+0.00038521i,-0.0025805+0.00037933i,-0.0016367+0.00097481i,-0.00054001+0.00094356i,-0.00021719+0.00032678i,-8.7361e-05+0.0003289i,0.00042791+0.00025659i,0.00030879-0.00048731i,4.2554e-05-0.00077763i,0.00061585-0.00046593i,0.0013151-0.00045607i,0.0010498-0.00041469i,0.00029881-0.00025445i,-0.00028757+0.00021257i,-0.00053039+0.00013845i,-0.00025212+0.00033173i,-0.00028282+0.00027658i,-0.00047206-0.00025472i,0.0001084-0.00037694i
0.00028187+0.00011488i,-0.00012867+0.00040584i,-0.00070824+0.00024806i,-0.00053947+0.00013644i,-0.00048242-1.022e-05i,-0.00093628-0.00034736i,-0.00077585-0.00077636i,-3.1359e-05-0.00071714i,0.00090514-6.3822e-06i,0.00059011+0.00026191i,-0.00079638+0.00054407i,-0.0013794+0.00073099i,-0.00051525+0.00065121i,0.00025705+0.00022054i,0.00014911+5.7748e-05i,0.00021554+0.00049109i,-0.00030432+0.00012523i,-0.00040899-0.00063214i,0.00039274-0.00045881i,-0.0003272-4.6384e-06i,-0.00056961+0.00037575i,-0.00067866+0.0009799i,-0.00079932+0.00077965i
-0.00058757-0.0014419i,-0.001006-0.0010866i,-0.0014427+7.0606e-05i,-0.0021443+0.00027412i,-0.0022058-0.00056358i,-0.0011747-4.6161e-05i,-0.00047849+0.00036011i,-0.00045027-0.00036091i,7.2288e-05-0.0002864i,5.0536e-05-8.2624e-05i,4.7186e-05-0.00020608i,0.00078533-0.00010795i,0.00061216+0.00051123i,-3.5915e-05+0.00077013i,0.00017826+0.00063682i,-2.747e-05-0.00010315i,-0.00078661-0.00020092i,-0.00057934+0.00027549i,-0.00061346+7.831e-05i,-0.00076567+0.00012025i,-0.00045611-9.3035e-05i,0.0001949-0.00041153i,0.00096634-0.00039762i
-5.4258e-05+0.00057332i,0.00056551+0.00014781i,0.00016723+0.00059609i,0.00090852-0.00014087i,-1.4585e-06-0.0010502i,-0.0013589-0.0010158i,-0.0016216-0.00036834i,-0.0010698+0.00028243i,-0.00062981+0.00044918i,-0.00013886+0.00016344i,0.00034084+7.4732e-05i,6.4022e-05-0.0001864i,8.7541e-06-0.00052476i,-0.00052583-0.0010396i,-0.00083268-0.0009356i,-0.00026979-0.00048353i,0.00075752+3.618e-05i,0.0010309+0.00014981i,0.00037168-0.00029698i,-0.00027123-0.00074501i,0.00022607-0.00037721i,6.0609e-05-0.00019147i,-0.00063705-0.00035514i
0.0014839+0.00076926i,0.0012167+0.00079607i,-0.0001705+0.00041739i,-0.0011959+0.00025329i,-0.0011541-0.00022437i,-0.00067448+0.00063798i,-0.00020392+0.0013397i,-0.00025446+0.00032153i,-0.00043173-0.00062286i,-0.00032548-0.00065483i,-8.0538e-05-0.00031209i,0.00092378+9.7897e-05i,0.0013051+4.8283e-05i,0.00021717-0.0003909i,-0.00022448-0.00084282i,0.00022086-0.00034779i,0.00033855-2.5887e-05i,-0.00014613+0.000102i,-0.00068923+0.00022001i,-0.0010561-0.00023236i,-0.00066946-0.00051786i,0.00022541-0.00049496i,0.00012286+0.00035233i
-0.00015489+0.0011768i,-0.00041448+0.00099375i,0.00045608+0.0010443i,0.00094097+0.00044949i,0.00027899-7.7398e-05i,4.8676e-05-8.1643e-05i,-9.4402e-05+0.00066505i,-0.00035021+0.00061929i,9.2379e-05-0.00034344i,0.00058586-0.00027221i,0.00045138-1.6277e-05i,0.00025403+3.6061e-05i,0.00011043-4.9022e-05i,-0.00041352-7.8505e-06i,0.00012322-0.00011813i,0.00063158-0.0003981i,0.00045816-0.00049281i,0.00057807-0.00063023i,0.00088893+1.1381e-05i,0.00075461+0.00040874i,0.00085027+0.00016679i,0.00091824-0.00024466i,0.00053068-0.00017264i
0.00016573+6.436e-06i,0.00049708-4.3831e-05i,0.00082789+0.00010884i,0.00059945+0.00073813i,-0.0011684+0.00096488i,-0.0019475+0.0007565i,-0.00094426+0.00075414i,-0.00044706+0.0001509i,-0.00027307-0.00024646i,-1.9492e-05-7.5462e-06i,-0.00053868-0.00033942i,-0.00068281-0.00061385i,-4.2284e-05-0.00026286i,0.00062426+0.00023683i,0.0010243+0.00043238i,0.00043832+2.4535e-05i,-0.00015133+9.2622e-05i,4.9595e-05-0.00071369i,-7.23e-05-0.0010548i,-0.00038808-0.00063353i,-8.455e-05-0.00018709i,0.00019761+5.6914e-05i,0.00042304-0.0001966i
-0.0016177+0.0025624i,-0.00022733+0.0022558i,0.0010186+0.0034923i,0.0014157+0.0030999i,0.0013412+0.00043916i,0.0013068-0.00059787i,0.00052802-2.1767e-05i,5.3113e-05-3.4054e-05i,0.00030479+0.00016151i,0.00016031+0.00039151i,0.0007802-0.00015658i,0.0008931-0.00020969i,0.00036098+8.4358e-05i,0.00022546+0.00014032i,0.00068059-0.00056684i,0.00095043-0.0010821i,0.000541-0.00067329i,3.3193e-05-0.00032109i,-0.00025737+0.00015639i,-0.00016277+0.0005675i,-0.00023943+0.00042102i,-0.00045447-5.2718e-05i,-3.2015e-06-6.6464e-05i
-0.0011446+0.00070081i,-0.00043538+0.0015194i,0.00094052+0.0015277i,0.001362+0.00028681i,5.4209e-05-0.00076413i,-0.0014863-0.00093214i,-0.00184+0.0002736i,-0.0012466+0.0004967i,-0.00040545-0.00017409i,0.00086275+1.1987e-05i,0.00065114+0.00015932i,-0.0004214+0.00035353i,-0.00018384-0.00017452i,0.00018606-8.1796e-05i,6.9976e-05+2.9485e-05i,-0.0004818-0.00018184i,-0.00060626+0.00042015i,0.00037322+0.00064882i,0.00066358-0.00025043i,0.00023982-0.00028818i,-4.435e-05-0.00013816i,4.769e-05-0.00063035i,0.00042773-0.00085775i
0.00090514+0.0018653i,0.0011567+0.0014817i,0.00063486+0.00053998i,-0.0011559-0.00047648i,-0.0025402-0.0014627i,-0.0021937+8.0338e-05i,-0.00044784+0.0015024i,-0.000493+0.00090221i,-0.0004127+0.0005317i,0.00064732+6.9254e-05i,0.00038682-0.00027831i,-0.0004498+0.00046282i,-0.00054122+0.0013226i,-0.00057977+0.00062274i,-0.000533+4.9795e-05i,-0.00024426+0.00031426i,-0.0003491+6.895e-05i,-0.00017303-0.0002494i,0.00024887-0.00027828i,0.0005588-0.00072636i,0.00067804-0.0011107i,5.9124e-05-0.00096348i,-0.00022788-0.00060556i
0.00059124-0.0019796i,0.00056455-0.0015941i,-0.00020604-0.0016094i,-0.0007564-0.0019458i,-0.0010565-0.0013987i,-0.00087404-2.421e-06i,-0.00073866+0.00039428i,-0.00037866+0.0004753i,0.00053316+0.00027902i,0.00040522-0.00013945i,-0.00052413-4.2181e-05i,-0.00061258-0.00012147i,-0.00017132-0.00014488i,0.00055999-0.00026531i,0.0017018-0.00028391i,0.001253+0.00036509i,-0.00026355+0.0011455i,-0.00068089+0.000552i,-0.0010251-0.00031366i,-0.00039842-0.00049539i,0.00035821-0.0005064i,-6.7057e-07-0.00052171i,-0.00046411-0.00066921i
-0.00080447-0.00047584i,-0.0015052+0.00095763i,-0.0013467+0.0017035i,-0.0020618+0.0016226i,-0.0025698+0.001316i,-0.0026272+0.0010785i,-0.0014514+0.00055456i,-0.00011405+0.00068605i,-0.00050428+0.00098827i,-0.00032575+0.00049777i,-0.00015588+0.00010504i,-0.00075339+0.00042926i,-3.4529e-05+0.00082954i,0.00073754+0.00042031i,0.00044735-0.00022787i,0.0004987+1.3455e-05i,0.00033252+0.0001619i,-0.00029712-0.00037231i,0.00010489-0.00048993i,0.0015342-0.00058783i,0.0023222-0.00023518i,0.0013229+0.00031374i,-0.00012413-7.0637e-05i
0.00039275-0.0001756i,0.0006908-0.0019932i,-0.00011422-0.0023285i,-0.00012872-0.00099244i,-0.00018785+0.00043688i,-0.00040825+0.0011134i,-0.0003167+0.0010753i,-0.00022284+0.00052334i,2.879e-05-0.00010745i,0.00019502+0.00011677i,-2.0903e-05+0.00060317i,-0.00024155+0.00027152i,-0.00030224+0.00035109i,-0.00011901+0.0003239i,0.00049961+0.00034789i,0.0013066+9.1151e-05i,0.0018394-0.00028499i,0.0008801-0.00040356i,-0.00047761-0.00062722i,-0.00078351-0.00048756i,8.7398e-06+0.00029978i,0.0012588+0.00049863i,0.0015978+0.00012682i
0.00032289+0.0022252i,0.00076228+0.0022767i,0.0011387+0.0023539i,0.0016348+0.0011694i,0.0016669+0.00022768i,0.00013171+0.00034273i,-0.00024154+0.00038622i,-6.7524e-05+0.00027365i,2.0477e-05+0.00029047i,0.00069807+4.037e-05i,0.0011157-0.00022429i,0.00039407-0.00023174i,-0.00058165+0.00016394i,-0.00065541+0.00054571i,-0.00049214+1.711e-05i,-0.00019161-0.00023599i,0.00033162+0.00018336i,0.00024561-0.00015021i,0.00037683-0.00011728i,0.00099767-0.00017344i,0.00048822-0.00026568i,-0.00026061-0.00064966i,-7.4504e-06-0.0010854i
-0.0016488+0.00062409i,-0.00070353+0.0014322i,-0.00055051+0.0022817i,-4.185e-05+0.0018699i,0.00038018+0.00083226i,9.51e-06-0.00037724i,-0.00051648-9.528e-05i,-0.00053506-0.00011946i,5.5831e-05+0.00019297i,0.00035205+0.0012168i,0.00040533+0.00095497i,-0.00048873-8.3664e-06i,-0.00078984-0.00073913i,-0.00019182-0.00098076i,6.2192e-05-0.00055695i,0.00012391+0.00027825i,5.2872e-05+0.00068772i,-5.5854e-05+0.00056471i,-0.0003121+0.00013715i,-0.00022313-3.8519e-05i,-0.00072057-0.0004578i,-0.00053881-0.00062397i,0.00039023-0.00050697i
-0.00056206-0.00037826i,-0.00027911-0.00018259i,0.00031494-0.00020728i,0.00038248+0.00034273i,-0.00070787+0.00080625i,-0.0012266+0.00095807i,-0.00048223+0.00059699i,0.00026219-0.00037359i,0.00052115-0.00060682i,-1.3365e-05+0.00038386i,0.00014797+0.0011394i,-0.00025932+0.00032883i,-0.00076177-0.00055594i,-0.00018081-0.00022316i,0.00059796+0.00041091i,0.00089778+0.00052342i,0.00015494-1.2468e-05i,-0.00034147+0.00040104i,0.00020411+0.00022852i,0.00072247-0.00081238i,0.00022421-0.00052678i,-0.0002215-0.00014188i,-0.00041917-0.00028196i
-9.609e-05+0.0011322i,-7.0926e-05+0.00144i,-0.0010765+0.0010965i,-0.0020218+0.00035277i,-0.0020205+0.00023137i,-0.0018139+0.00048345i,-0.0011884+0.00027704i,-0.00029142-0.00012407i,-0.00027071+0.0001676i,-0.0001047+0.00081396i,-6.2395e-05+0.00070515i,-0.00041032+0.0002761i,-0.0004971+5.8325e-05i,-0.00065667+0.0004676i,-0.00055256+0.00078633i,-0.00019084+0.00052126i,0.00032567-0.00011047i,0.0012724-0.00032566i,0.0012321+0.00011429i,0.00058935+0.00031636i,-0.0002532+0.00012343i,-0.0010993-2.8633e-05i,-0.00097442+0.00033201i
-0.0016818-0.00050511i,-0.0015281-0.0005171i,-0.00060675-5.6442e-06i,-0.0005588+0.00096117i,-0.0012201+0.0019815i,-0.0016104+0.0020267i,-0.00056064+0.0013962i,1.652e-05+0.00074441i,-0.00037013+0.00041927i,-0.00018489-0.00037098i,0.00058215-0.001208i,0.00058006-0.0013202i,-2.7765e-05-0.00073843i,-4.3792e-05-0.00030534i,-0.00021562-0.00016553i,-0.00063244+0.00010976i,-5.2163e-05+0.00017876i,0.00019097+0.00043757i,-3.1118e-05+0.00053413i,0.00021858-0.00036318i,-0.00019623-0.00093149i,-0.00080126-0.00037782i,-0.00060118-0.00044257i
0.00044778-0.00030828i,-0.00027854-0.00035747i,-0.0011554+0.00028882i,-0.0015345+0.00032474i,-0.0011844-0.00012059i,-0.00076229+0.00056217i,-0.00075206+0.00090582i,-0.0003451+0.00038561i,-0.00059607-0.00013066i,-0.0010425+0.00010497i,-0.00030584+0.00054739i,5.7794e-05+0.00033821i,-0.00026463-0.00013789i,-0.00039664-3.9643e-05i,-0.00048001-6.9367e-07i,-0.00036886+0.00017639i,0.00052883+0.0004156i,0.0002599+0.00049721i,-0.00046174+0.00075504i,-0.00036681+0.00010562i,-0.00041148-3.7337e-05i,5.75e-05+0.00021435i,0.00037273-0.00025546i
