-0.0041682+0.0014103i,-0.0048331+0.0022814i,-0.00462+0.0046912i,-0.0026776+0.0051911i,-0.00083827+0.0035337i,-0.00077942+0.0012919i,-0.0016469+0.0005763i,-0.00080658+0.00071084i,0.00037596+0.00093058i,0.0011246+0.0008036i,0.0013262-1.5119e-05i,0.00095345-0.00079969i,0.0006778-0.0010314i,0.00021199-0.00090019i,-0.00055174-0.00033482i,-0.00064677+0.0004479i,-0.0002676+0.0012738i,0.00010913+0.0012711i,0.00044415+0.00039132i,0.000171+0.00022663i,-4.5597e-05+0.00052307i,-0.00056813-0.00041032i,-0.00048482-0.00049434i
-0.00094718+0.0071389i,-0.0060075+0.029315i,-0.027561+0.063235i,-0.056883+0.079134i,-0.058636+0.056244i,-0.032781+0.021403i,-0.010758-0.0023743i,-0.0026184-0.011641i,-0.00071979-0.008588i,0.0010461-0.0029145i,0.00057018+0.00013913i,-0.00080198+0.0030402i,-0.00095892+0.0046628i,-0.00060171+0.0026859i,1.3916e-05-0.001388i,0.00068129-0.0039625i,0.00088335-0.0023548i,0.00010427+0.00049806i,2.6694e-06+0.00096101i,0.00067206-0.00083403i,0.00042831-0.0020188i,0.0011249-0.0016472i,0.0022175-0.00082794i
0.0053541-0.0069054i,0.018855-0.017825i,0.049072-0.029562i,0.074968-0.022631i,0.060231+0.0011128i,0.022971+0.017407i,-0.00066704+0.021429i,-0.01038+0.018385i,-0.010919+0.012717i,-0.0057785+0.0074786i,-0.001258+0.0032896i,0.001194-0.0016532i,0.0028747-0.0054534i,0.0051609-0.0056873i,0.0055123-0.0039645i,0.0025427-0.0020935i,-0.00040185-0.0001785i,-7.1517e-05+0.00068797i,0.0015571-0.00054599i,0.0012235-0.0012857i,0.00014347-0.00092633i,0.00016529-0.0011861i,0.00044696-0.00064291i
-0.0008893+0.0069933i,-0.016795+0.0094741i,-0.042781+0.003474i,-0.059155-0.014909i,-0.043196-0.025203i,-0.011259-0.018403i,0.0091244-0.013585i,0.014329-0.014029i,0.0095887-0.011587i,0.0018918-0.0063653i,-0.0019015-0.0017913i,-0.0030609+0.0013221i,-0.0056548+0.0037872i,-0.0078652+0.0035442i,-0.0070466+0.000412i,-0.0038076-0.00172i,-5.9389e-05-0.0015855i,0.00080159-0.0017875i,-0.0011954-0.0019798i,-0.0017563-0.00059089i,-0.0012514+0.00029541i,-0.0012419+0.00034804i,-0.00075009+0.00021423i
0.0037307-0.00091797i,0.017068+0.0050119i,0.036112+0.02431i,0.041621+0.04509i,0.023344+0.041519i,0.0022437+0.019065i,-0.0097052+0.002677i,-0.012923-0.0032379i,-0.0090517-0.0045316i,-0.00572-0.0035504i,-0.0057975-0.0027578i,-0.0053301-0.0019298i,-0.0013486-0.00036134i,0.0022013+0.0012153i,0.0019046+0.0032431i,0.00013704+0.0048631i,0.0002858+0.0050546i,0.00095896+0.0039024i,0.0006999+0.0016285i,3.3841e-05+0.00085164i,-0.00095693+0.00023549i,-0.0010519-0.00054726i,-0.00077028-0.0006146i
-0.0035289-0.0010214i,-0.0073897-0.011928i,-0.011847-0.034632i,-0.0061994-0.052824i,0.0063136-0.041366i,0.010622-0.013528i,0.010949+0.0063602i,0.011373+0.014241i,0.0095954+0.012143i,0.007964+0.0055699i,0.0072015+6.3798e-05i,0.0056104-0.0014612i,0.0031225-0.0013207i,0.0013047-0.0015142i,0.00065438-0.0017095i,0.00050684-0.0018096i,0.00054655-0.0021128i,0.00068575-0.0026235i,-0.00020815-0.0021941i,-0.0010281-0.00011703i,-0.0013978+0.0011079i,-0.001087+0.00090769i,-0.00037246+0.00075407i
0.0021418+0.0018835i,-0.00050224+0.013029i,-0.0093606+0.029494i,-0.024219+0.037207i,-0.02996+0.023868i,-0.021399+0.0056407i,-0.01285-0.0055071i,-0.0086321-0.010878i,-0.0060394-0.0077096i,-0.0029108-0.001166i,-0.00077281+0.0027382i,-0.0011266+0.0045789i,-0.00088289+0.0049269i,0.00035507+0.0033172i,0.00059208+0.0010713i,0.00076926-0.0015044i,-0.0010062-0.0033455i,-0.0033682-0.0025811i,-0.0028906-0.0012694i,-0.0012547-0.00074474i,-0.00023657+0.00015949i,-1.178e-05+0.00026489i,0.00013378-0.00086408i
0.00088964-0.001871i,0.0089976-0.0086001i,0.025486-0.017403i,0.035598-0.016581i,0.022928-0.0060434i,0.0030064+0.0054648i,-0.0050754+0.014084i,-0.0059609+0.015262i,-0.0038589+0.01001i,-0.00053445+0.004754i,0.0010593+0.0016575i,0.0025344-0.00064656i,0.0041748-0.0028524i,0.0051539-0.0030727i,0.0062041-0.0012055i,0.0052146+9.6613e-05i,0.0021843+0.00033356i,0.00087227+0.0012074i,0.0021448+0.0018087i,0.0039035+0.00096299i,0.0028694-0.00039881i,0.00080512-0.00075794i,-0.00032493-0.00021031i
-0.0019839+0.0012319i,-0.010772+0.0050546i,-0.028751+0.0066098i,-0.03971+0.0019991i,-0.030363-0.0025662i,-0.010206-0.0017899i,0.0078472-0.0034869i,0.014931-0.0059936i,0.011555-0.0053814i,0.0057358-0.0041862i,0.0012864-0.0025885i,-0.00097928-0.00091221i,-0.0024273-0.00010181i,-0.0042211-0.00085697i,-0.0044162-0.0019871i,-0.0030569-0.0024272i,-0.0020053-0.0021955i,-0.0010245-0.0010574i,5.1473e-05-0.00050539i,0.00042078-0.00099947i,0.00045923-0.00076411i,0.00051237-0.00020593i,0.00084332-0.00051012i
0.0053572-0.00068519i,0.013752+0.00073454i,0.0233+0.0065392i,0.023813+0.019285i,0.010598+0.025708i,-0.0014232+0.018083i,-0.0065293+0.0078069i,-0.0089256+0.0033035i,-0.0076369+0.00094426i,-0.0038161-0.0014492i,-0.0016744-0.0031398i,-0.00044149-0.0040282i,0.0010452-0.0036601i,0.0013936-0.0017956i,-0.00064028+0.00098247i,-0.0030801+0.0035682i,-0.003431+0.0053051i,-0.0015093+0.0049885i,0.00036892+0.0028119i,8.6424e-07+0.00079883i,-0.00039829-0.00064151i,0.00032964-0.0021077i,0.00076124-0.0019754i
-0.0020395+0.0011092i,-0.0053196-0.0024865i,-0.0076589-0.011625i,-0.0045494-0.019311i,0.0041886-0.013287i,0.010107-0.0012939i,0.011015+0.0055294i,0.0098518+0.0074786i,0.0066075+0.0049602i,0.0035487+0.0013561i,0.0027449-0.0012469i,0.0012097-0.0018092i,-0.0018796-0.00033574i,-0.0022399+2.4706e-05i,-0.00060609-0.0011772i,0.0010503-0.0018332i,0.0024591-0.0018957i,0.0025443-0.0015428i,0.00099883-0.00060623i,-0.00030109+0.00051808i,-0.0012334+0.0014622i,-0.0018523+0.0021973i,-0.0018367+0.0012745i
0.0045809+0.002893i,0.0062283+0.0074711i,0.0053976+0.014473i,0.0013102+0.018069i,-0.0025727+0.011773i,-0.0040647+0.0012244i,-0.0043916-0.0072949i,-0.0040108-0.012649i,-0.0038825-0.010137i,-0.0036118-0.0032101i,-0.0035607+0.00038446i,-0.0041941+0.00041509i,-0.0041254+0.00046542i,-0.0031807+0.0007136i,-0.0023085+0.00022881i,-0.0019686+0.00025991i,-0.0013748-0.00042854i,-0.00071451-0.00081876i,-0.0012746-0.00059803i,-0.00090147-0.0016889i,0.00043344-0.0017573i,0.001284-0.00091908i,0.002031-0.0007051i
-0.0010741+0.0033436i,0.0018772+0.00034432i,0.0097807-0.0060577i,0.015645-0.0088103i,0.012017-0.0073981i,0.0026973-0.0019347i,-0.0034111+0.0060394i,-0.0046149+0.0093241i,-0.0030259+0.0085586i,-0.0019237+0.0052234i,-0.0010434+0.0014679i,0.00055442+7.532e-05i,0.0023746+0.00010119i,0.0043264+0.00069865i,0.0054052+0.0018376i,0.0054353+0.002566i,0.0047635+0.0013952i,0.0034707-0.00015549i,0.0019568-0.00023956i,0.00089856+0.00023206i,0.00027567-0.00014915i,-0.00070758-0.00079863i,-0.0011851-0.00035199i
-0.0032168+8.5329e-05i,-0.0065298+0.0016805i,-0.014546+0.0029789i,-0.01957+0.00056808i,-0.016494-0.0031292i,-0.0082091-0.0037687i,0.0010113-0.0031752i,0.0053771-0.0028445i,0.0046048-0.0011895i,0.002739+0.00057481i,0.0017173+0.0007616i,0.00094229+0.0015677i,0.00028154+0.0020988i,0.00014862+5.1914e-05i,-0.00025529-0.0025226i,-0.00060591-0.0039749i,-0.00050247-0.0034228i,-0.00070307-0.0010646i,-0.00014383+0.00038984i,-0.0001567-0.00029504i,-8.3784e-05-0.00055688i,0.00036976+0.00090031i,0.00064754+0.0013048i
0.0021045-0.00036599i,0.006455+0.00095811i,0.010531+0.0036379i,0.008224+0.0076713i,-0.0012623+0.0095225i,-0.0087922+0.0079955i,-0.011245+0.0049412i,-0.012021+0.0020455i,-0.0085293+0.00021577i,-0.0025269+0.00047938i,0.00061727+0.00098306i,0.0013541+0.00090024i,0.0018344+0.0011334i,0.0014999+0.00075143i,-0.00063422-0.00044007i,-0.0033182-0.0010267i,-0.0039777-3.2808e-05i,-0.0026984+0.00081796i,-0.0015369+0.00098024i,-0.0001487+0.0011796i,0.0010185+4.5603e-05i,0.00087288-0.00089383i,0.00016365-0.0010276i
-0.0015016+0.00038416i,-0.0021018-0.00015891i,-0.0038089-0.0031995i,-0.0051179-0.0055608i,-0.0047743-0.00023471i,-0.0015921+0.0067463i,0.0038116+0.0079779i,0.0068058+0.0062573i,0.0066632+0.0031746i,0.0052006-0.00021157i,0.0035813-0.0013967i,0.0027246-0.0010321i,0.0012888-0.0014433i,0.0011153-0.0023434i,0.0018906-0.0032205i,0.001331-0.0034184i,0.0011227-0.0025285i,0.00044904-0.00073296i,-0.0011255+0.00095572i,-0.00096006+0.00050641i,-0.00066384-0.00017291i,-0.0010928+0.00077295i,-0.0014092+0.00097397i
-0.00036462+0.001699i,-5.8505e-05+0.0030655i,-0.0013566+0.007353i,-0.0032254+0.012078i,-0.0033903+0.011119i,-0.0024364+0.0061911i,-0.00095342+0.00046904i,0.0011383-0.0038476i,0.001452-0.0035507i,0.00025799-0.0023571i,-1.1903e-05-0.0027686i,0.00012117-0.0037519i,-0.00042624-0.0039979i,-0.0018582-0.0029203i,-0.0036163-0.001609i,-0.0040579-0.00051355i,-0.0029506+0.00063968i,-0.00075652+0.00078633i,1.9627e-05-0.00068548i,-0.00033573-0.0014326i,-9.2255e-05-0.00053561i,0.00090475-0.00024138i,0.0016163-0.00050041i
0.001157-0.00090188i,0.0042263-0.0028983i,0.0076351-0.0056979i,0.0082333-0.004765i,0.0060334-0.0014482i,0.0034072+0.0042508i,0.0014749+0.0091943i,-7.9319e-05+0.0090998i,-0.00095446+0.0059067i,-0.0010036+0.0016345i,-0.00064971-0.00088917i,0.00053212-0.0004502i,0.0016883+0.001708i,0.0022288+0.0031286i,0.0029659+0.0038123i,0.0031988+0.0040707i,0.0030018+0.0023751i,0.002758-0.00029902i,0.002189-0.00062605i,0.00097136+0.0010307i,-0.00063115+0.0011872i,-0.0010956+9.4877e-05i,-0.00021244-0.00011245i
0.00031299+0.0028739i,-0.00099326+0.0028506i,-0.0047111+0.0028699i,-0.0071221+0.0018819i,-0.0054495+0.00069931i,-0.0012339+0.00031321i,0.003664-0.0019254i,0.0047595-0.0041768i,0.0024433-0.0036755i,-0.00012163-0.0020511i,-0.001741-0.00087314i,-0.0035152-0.00067496i,-0.0042287+0.00042633i,-0.0029166+0.0011377i,-0.00068276-0.00014619i,0.0004406-0.00044331i,-0.00050027+0.00048919i,-0.00086388+0.00051358i,4.5129e-05+0.00014844i,-1.6455e-05+0.00013603i,-0.000596+0.00057501i,-0.0004683+0.0015138i,4.4466e-05+0.0015321i
0.0036035-3.0073e-05i,0.0055477+0.00072512i,0.0081658+0.00086989i,0.0074723+0.00107i,0.0017393+0.0014843i,-0.0018703+0.0017757i,-0.0037477+0.0012056i,-0.0058598-0.00085822i,-0.0054181-0.00066963i,-0.0032073+0.00094679i,-0.001912+0.00050788i,-0.0019579+0.0010927i,-0.001737+0.0025061i,-0.00034499+0.0020302i,-0.00012192+0.00091832i,-0.00050733-0.00034528i,0.0001031-0.0021054i,-0.00023573-0.0032815i,-0.0013006-0.002373i,-0.0011418-0.00052811i,-0.00049842-0.00089563i,-0.00013924-0.0023039i,-0.00011935-0.0020599i
-0.00022265-0.00068951i,-0.0010588-0.0031946i,-0.0037586-0.0060336i,-0.0071828-0.0068081i,-0.0076068-0.0030783i,-0.0044796+0.00065219i,0.0014224+0.0012833i,0.0050783+0.0023145i,0.0044174+0.0030787i,0.0028805+0.0025577i,0.0015624+0.001058i,0.0010834-4.5432e-05i,0.0022065-0.0013466i,0.0028025-0.0027507i,0.0030218-0.0032942i,0.003024-0.0030381i,0.0015068-0.0020579i,-2.022e-05-0.00015198i,-0.00014662+0.00096941i,-0.00031037+0.00030452i,-0.0011364-0.00079283i,-0.00087532-0.00033103i,-2.5698e-05+0.00065481i
-3.0072e-05+0.0020157i,0.0033513+0.0036281i,0.0061903+0.0072465i,0.0038001+0.008235i,-0.00019281+0.0059144i,-0.0027734+0.0024158i,-0.0037191-0.0014878i,-0.0028744-0.0032968i,-0.00091198-0.0014511i,0.0011984+0.00028698i,0.0023126-0.00071557i,0.0022839-0.0010505i,0.0010553-0.00058339i,0.0001655-0.0022774i,-0.00080192-0.0037513i,-0.001327-0.002965i,-0.00029534-0.00069906i,0.00068624+0.0005188i,0.00088013-0.00016946i,0.00076017-0.00091676i,0.00082971-0.00036228i,0.0015612-0.00047678i,0.0018833-0.00032613i
-0.0019798-0.0006272i,-0.0040981+0.00036316i,-0.0060319-3.579e-05i,-0.0058706+0.00017251i,-0.0045354+0.0014457i,-0.003905+0.0036472i,-0.0031762+0.0066482i,-0.0019899+0.0063854i,-0.0010057+0.0039441i,0.00011727+0.001953i,0.00050726+0.0012965i,0.001428+0.0014787i,0.002411+0.0021058i,0.0020406+0.0021354i,0.0012139+0.0015035i,-3.5125e-05+0.00072599i,-0.0013212-0.00050327i,-0.0013598-0.00055492i,-0.0011127+0.00039308i,-0.00045815+0.0006613i,-0.00019147-0.00080181i,-0.00047414-0.0020848i,-0.00086913-0.0012733i
0.0010692+8.2635e-05i,0.0024184-0.00027891i,0.0010755+0.00079127i,-0.00054785+0.0021116i,-0.0024685+0.0026573i,-0.00358+0.0030295i,-0.00076995+0.001676i,0.0019466-0.0013297i,0.0024141-0.0028235i,0.0021693-0.0027356i,0.00088016-0.002031i,-0.00054305-0.0020905i,-0.0019178-0.0022963i,-0.0026321-0.0020717i,-0.0021312-0.00066788i,-0.0019711+0.0015583i,-0.0012913+0.0037021i,0.0012382+0.0037178i,0.0022805+0.0019311i,0.0010919+0.00053799i,0.00019717+0.00053075i,0.00066171+0.00081907i,0.00085234+0.00023492i
0.0035572-0.0004938i,0.003682-0.0022475i,0.0030661-0.0035982i,0.00080597-0.0017998i,-0.0022305+0.001529i,-0.002751+0.0037929i,-0.0028563+0.0042828i,-0.0035814+0.0032272i,-0.0038401+0.0017911i,-0.0031797-1.1599e-05i,-0.0017294-0.0013363i,-0.0016154-0.0019043i,-0.00084937-0.0010754i,-0.00089508+0.0007184i,-0.0017931+0.00098312i,-0.001207-0.00028523i,-0.00075498-0.0018567i,-0.00083208-0.002329i,-0.0012593-0.002415i,-0.0018815-0.0018653i,-0.00068142-0.00095448i,0.0007024-0.00081028i,0.00047798-0.00049232i
0.0026114-0.00026288i,0.0043073+0.0011347i,0.0039605+0.001953i,0.0014829+0.0019471i,-0.0010726+0.0035668i,3.065e-05+0.0045449i,0.0036992+0.0033277i,0.0048627+0.0023982i,0.0020308+0.0015314i,7.3077e-05+0.0011052i,0.00048345+0.00070954i,0.00034105-9.0551e-05i,7.4859e-05-0.0010211i,0.0014406-0.0012279i,0.0028696-0.00054441i,0.0021297+0.00057653i,-0.0011972+0.0015292i,-0.0036504+0.002016i,-0.0023058+0.0020767i,-0.00069683+0.0012651i,-0.0014797+0.00069286i,-0.0014054+0.00088602i,-0.00052991+0.00069516i
-0.00083569+0.0037663i,-0.0016733+0.005325i,-0.0015319+0.0055827i,-0.00079118+0.0033836i,-0.0018511+0.0014504i,-0.0033747+0.0012832i,-0.0030021+0.00093578i,-0.0012606-0.00058036i,-0.00037573-0.0012279i,-0.00055626-0.00058335i,-0.00038169+0.00040681i,0.00031214+0.00060866i,0.00081618+0.00050243i,0.0006084-0.00031829i,0.00054099-0.0017111i,0.001509-0.002183i,0.0029422-0.0018171i,0.0034735-0.0020011i,0.0018759-0.0015048i,0.00070106-0.00062789i,0.0010628-0.00017495i,0.0011236-0.00011273i,0.0006497+0.0003921i
-0.0007595-0.00055478i,0.0010317-0.00094874i,0.0029889+0.00033139i,0.0031092+0.001181i,0.0018125+0.0014004i,1.3045e-05+0.0011404i,0.00035539+0.0029548i,0.0019582+0.0047581i,0.0028795+0.0048379i,0.003376+0.003651i,0.0021244+0.0023992i,0.00081745+0.0017154i,0.00088042+0.00077903i,0.0014634+0.00025842i,0.00086071-0.00030978i,-0.00013819-0.0016428i,-0.0008732-0.0018056i,-0.0015941-0.00089525i,-0.001037+0.00014538i,-0.00083275+0.00067375i,-0.00061808-3.8682e-05i,-8.9727e-05-0.00067163i,0.00010061-2.4943e-06i
0.0036097+0.0041569i,0.00593+0.002796i,0.0044966+0.0012734i,0.00037754-0.00016172i,-0.0018918-0.00096637i,-0.0026658-0.0014634i,-0.0010658-0.0019166i,0.0012758-0.0013316i,0.0026513+7.6441e-05i,0.0031449-0.00014754i,0.0015742-0.0012978i,-0.0002023-0.0019792i,-0.00072224-0.001807i,-0.0005994-0.0014883i,-0.00087704-0.00092451i,-0.00082607+0.00080072i,0.00050536+0.0024072i,0.002114+0.0028069i,0.0026289+0.0014229i,0.0017835-0.00038607i,0.00089377-6.4472e-05i,0.0010867+0.00087111i,0.0018522+0.00035449i
-0.0023775+0.0035523i,-0.0034872+0.0061602i,-0.0020653+0.0061668i,-0.00019359+0.0048943i,-0.0012222+0.0042632i,-0.0024099+0.0037396i,-0.0022067+0.0025607i,-0.0031822+0.00059035i,-0.0033613-0.00058084i,-0.001685-0.00020901i,-0.0006368+0.00067423i,0.00039459+0.0010367i,0.00085689+0.00079379i,-0.00020541-0.00023718i,-0.0015073-0.0012272i,-0.0021745-0.0019003i,-0.0015343-0.0031909i,-0.0012646-0.0033703i,-0.0017705-0.0017477i,-0.00087064-0.00079055i,-0.00019659-0.00043866i,-0.00075071-0.00025292i,-0.00066054-0.00037354i
-0.0013257-0.0025311i,-0.0024487-0.0043505i,-0.0034591-0.0046147i,-0.0028509-0.0016414i,-0.0032237+0.0017937i,-0.003288+0.0028483i,-0.0006843+0.0023576i,0.00031746+0.000665i,-0.00081979-0.0024285i,-0.0011452-0.0028052i,-0.00032077-0.00050779i,0.00026207-0.00013409i,-0.00026544-0.00093061i,-0.00072717-0.00047022i,-0.00047697+0.00053808i,-0.00098412+0.00098847i,-0.0021409+0.0018806i,-0.0017516+0.002148i,0.00012733+0.0016668i,0.00013104+0.0015097i,-0.0010091+0.00074022i,-0.00078504-0.00016179i,1.3214e-05-0.00023584i
0.003091+4.678e-05i,0.0045433+0.00091953i,0.0050763+0.0038414i,0.0025891+0.0052038i,-0.001115+0.0054244i,-0.00299+0.0057592i,-0.0021261+0.0033985i,-0.0005762-0.00040397i,0.00020282-0.0024781i,-0.00014737-0.002494i,-0.00082579-0.0024637i,-0.0010316-0.0014572i,-0.00018921-0.00056468i,0.0015501-0.00060773i,0.0023478+0.00027792i,0.0028113+0.00093797i,0.0030321-0.0001041i,0.0030602-0.0020719i,0.0019254-0.0025118i,0.00044311-0.0017852i,0.00057432-0.0011302i,0.0010588-0.00050317i,0.00093449+0.0001818i
0.00038133+0.0040295i,0.0019364+0.0038413i,0.0022401+0.0010045i,-0.00089752-0.0017199i,-0.0034186-0.00088609i,-0.0025846+0.0031324i,-0.00063469+0.0052626i,0.00018348+0.0051932i,0.00063116+0.0045159i,0.0010857+0.0021224i,0.00072552-0.00072906i,0.00075936-0.0014358i,0.001014-0.00062412i,0.0007336+0.00042124i,0.00059139+0.00077709i,-0.00044294+0.0004673i,-0.0023284+0.0012844i,-0.0031647+0.0019355i,-0.0015808+0.0015077i,-0.00035354+0.00087172i,-0.00089861-8.7211e-06i,-0.00035207-0.00031894i,0.00033895+0.00038546i
9.6963e-05-0.0017641i,0.00014406-0.0017544i,0.002161+7.1867e-05i,0.0032483+0.00091099i,0.0015684+0.00014814i,-0.00061077+0.0013839i,-0.00071827+0.0024683i,9.1106e-05+0.0013401i,0.00040386+0.0015534i,0.0011092+0.0019914i,0.00063057+0.001326i,-0.00057919+1.8652e-05i,-0.00037416-0.00042738i,0.0006463+0.00025297i,0.0014955+0.00029144i,0.0015517+0.00080166i,0.0020541+0.0019778i,0.0023345+0.0017969i,0.0022451+0.0005168i,0.0012075+0.00034074i,-0.00019736+0.00066671i,0.00037876+0.00063275i,0.00050222+0.00066431i
-0.00035682-0.0022717i,-0.00065977-0.0021974i,-0.0027429-0.0025837i,-0.0040717-0.0015463i,-0.0039583+0.00022432i,-0.002195+0.001403i,-0.0007154+0.00094629i,-0.00095043+0.00057396i,-0.0019805+0.00096725i,-0.0024575+0.0007317i,-0.0014224+0.0010367i,-0.00054273+0.001026i,-0.00055703+0.00064528i,-0.00084352-0.00041276i,-0.0011088-0.0023097i,-0.00045624-0.0037312i,-0.0003386-0.003856i,-0.0010963-0.0028061i,-0.0011834-0.001199i,-0.0016106-0.00020223i,-0.0012513+1.534e-05i,-0.0004859+9.87e-05i,-0.00013486+2.4256e-06i
0.0012113+0.0033136i,0.0020029+0.0044613i,0.0033789+0.0051861i,0.0029641+0.0054035i,2.3107e-05+0.0048693i,-0.0013376+0.003257i,0.0007295+0.0022106i,0.0023419+0.0010125i,0.002654-0.00035574i,0.0020961-0.0010687i,0.00077086-0.00099767i,-0.00071981-0.0007443i,-0.0014109-0.0010991i,-0.00020302-0.0013562i,0.00045043-0.00097029i,-0.00078493+0.00019403i,-0.00044732+0.0018229i,0.0012688+0.0015601i,0.0017828+0.00036831i,0.0010401-0.00023202i,-0.00080269+8.7882e-05i,-0.0015509+0.00027766i,-0.0004076-0.00080261i
-0.0016988+0.0023514i,-0.0026177+0.0037943i,-0.0031164+0.0029828i,-0.003408+0.0013181i,-0.004061+0.0007381i,-0.0039416+0.0013808i,-0.0020438+0.000721i,-0.00021266-0.0012448i,0.001336-0.0023329i,0.0024677-0.0023117i,0.002244-0.001692i,0.0012472-0.00083476i,0.0012683-9.7665e-05i,0.0011137+0.00016233i,0.00053448-0.00036995i,0.0012305-0.00091011i,0.0021601-0.002064i,0.0020369-0.0029555i,0.00080332-0.0020891i,0.00048902-0.0014137i,0.0012916-0.0017616i,0.0012044-0.0016787i,0.00048324-0.00063015i
0.0033851-0.0056516i,0.0043864-0.0064216i,0.0040724-0.0043084i,0.0016881+0.00012867i,-0.00096258+0.0032577i,-0.0018198+0.0037132i,-0.00017683+0.0025976i,0.00052691+0.002508i,-0.00027368+0.0025507i,0.00032978+0.0021077i,0.0011206+0.00090836i,0.001384+0.0003072i,0.0011085+0.00057433i,4.9379e-06+0.00059248i,-0.00067646+0.00048392i,-0.0012664-2.318e-05i,-0.0025004+0.00016835i,-0.0028314+0.0011993i,-0.0012205+0.0017636i,0.00035466+0.0013084i,0.00086602+0.00066984i,0.00072884+0.00048684i,0.00060701-0.00037265i
-5.6119e-05+0.00232i,0.00026488+0.0038418i,-0.00074941+0.003398i,-0.0016228+0.0028696i,-0.0020523+0.0035296i,-0.0018837+0.0035208i,-0.0018029+0.002264i,-0.0023413+0.00068314i,-0.0028579+0.00085297i,-0.0027876+0.00092932i,-0.001924-0.00040412i,-0.00086541-0.00087484i,-0.00033662-0.00021756i,-0.00055246+7.9813e-05i,-0.0010668-0.00010319i,-0.00070258-0.00043675i,8.5392e-05-0.00057906i,0.00028133-0.00097953i,-0.00014326-0.00093244i,-0.00060887-0.00099767i,-0.00034735-0.00071189i,-2.269e-05+0.00021262i,0.00016897+0.00020692i
0.0031083+0.0014257i,0.0036256-0.00047954i,0.0049383-0.0033116i,0.0027295-0.004873i,-0.0022796-0.0037219i,-0.00496+6.5711e-05i,-0.0038864+0.00316i,-0.0034576+0.0025226i,-0.0034088-7.327e-05i,-0.0024316-0.0018233i,-0.0014147-0.0026184i,-0.00038947-0.0025097i,-1.6655e-05-0.0017476i,-0.00058628-0.00029911i,-0.00092989+3.7059e-05i,-0.00051466-0.001301i,-0.0017694-0.0024373i,-0.0031378-0.001358i,-0.0023986-0.00022983i,-0.0016104-0.00027525i,-0.00063438-0.00039749i,0.00024494-1.6359e-05i,0.0007093+0.00080869i
0.000454+0.0049522i,-0.00054397+0.0053146i,0.00079568+0.0070738i,0.0014302+0.005445i,-0.00065568+0.0014574i,-0.0018694+0.00022468i,-0.00067446+0.0010188i,0.0014689+0.0005282i,0.0027159-9.3069e-05i,0.0024751-0.00098137i,0.0018117-0.0014074i,0.00040268-0.00051371i,-0.00075436+0.00046782i,-0.0005121-0.0002615i,4.7845e-06-0.0010365i,0.00068389-0.00032133i,0.0016855+0.0013057i,0.0023768+0.0020558i,0.0019324+0.0015079i,0.00030776+0.00042292i,-0.00061043-0.00017789i,-0.00031296-5.0327e-05i,8.0979e-05+0.00026154i
0.00039234-0.0025889i,0.00063301-0.0041944i,0.0010783-0.0038449i,0.0014163-0.0013225i,0.00039166+0.0010839i,-0.00065985+0.0024314i,-0.0004634+0.0014409i,0.00025895+0.00013407i,0.00047663+0.00034915i,0.00090681+0.00065097i,0.0014489-9.302e-05i,0.0012953-0.00096188i,0.0012971-0.0013787i,0.0012869-0.00099782i,0.00079509-0.00073346i,0.00030065-0.0007516i,0.0009357-0.00047216i,0.0005132-0.00085767i,-0.0010645-0.0011835i,-0.0013126-0.00062176i,-0.00082977+0.00015953i,-0.00021731+6.1719e-05i,-2.6856e-05+0.00010466i
0.00027224+0.0039997i,0.00060857+0.0058685i,0.00064003+0.0044133i,-0.0015808+0.0028537i,-0.0035991+0.0023669i,-0.0025352+0.0026997i,-0.00014616+0.0022521i,0.0011021+0.0015269i,0.0012471+0.0016334i,0.00057718+0.0015726i,-0.00044013+0.00067013i,-0.0015308-0.00015023i,-0.001687-4.6085e-05i,-0.0011296+0.0007413i,-0.00085528+0.0016608i,-0.00097404+0.0017141i,-0.0014572+0.0012428i,-0.00032355+0.001572i,0.0016791+0.0018201i,0.0016594+0.0015065i,0.00023194+0.00043939i,-0.00016606-0.00088355i,-1.8963e-05-0.0013991i
-0.0031672-0.0021455i,-0.0023423-0.003771i,9.3072e-05-0.0021738i,0.00072989+0.0003562i,-0.00049334+0.0020927i,-0.0015274+0.0022169i,-0.0012896+0.0015548i,-0.00058364+0.00055165i,-0.00037793+0.00071131i,0.00051594+0.0011255i,0.00099809+0.00030935i,0.00072741+0.00018255i,0.0011723-0.00022381i,0.0013705-0.00072459i,-0.00021698-0.001141i,-0.0015497-0.0019898i,-0.0010715-0.002332i,0.00010433-0.0026631i,0.00013149-0.0027592i,-0.00034664-0.0021441i,-0.00037414-0.00054417i,-0.00048992+0.00051934i,-0.00054387+0.00030533i
0.00053067+0.0037588i,0.00028471+0.0044101i,0.00065995+0.0045299i,0.00072741+0.0031666i,-0.0013649+0.0017592i,-0.0018427+0.0025612i,-0.00088187+0.0026464i,0.00030649+0.00031433i,0.001005-0.0007695i,0.0018162-0.00026493i,0.0022812-0.0002453i,0.0013004-0.00072773i,-0.0006943-0.00076182i,-0.0010236-0.00074315i,-0.00050513-0.0009403i,-0.00047746-0.0006679i,-0.0010025-0.0008351i,-0.0014924-0.001284i,-0.00097351-0.00066278i,-0.00037589+0.00026408i,1.2961e-05+0.0007167i,0.00046741+0.00045159i,0.00052037+0.00027764i
