-0.0054303+0.00030285i,-0.0043747+0.0016084i,-0.0040722+0.0030497i,-0.0016764+0.0026278i,0.00081498+0.0020866i,0.0013317+0.0013627i,0.00087133+0.001058i,0.00060364+0.0012146i,0.00094081+0.0007576i,0.0010345-0.00018098i,0.00097388-0.00056811i,0.00062026-0.00056178i,0.00025421-0.00094551i,0.00075673-0.0023232i,0.0016842-0.0030143i,0.001697-0.0018809i,0.0012576-0.00071081i,0.001172-0.00024503i,0.00046557-0.00031418i,-0.00012458-0.00034454i,-0.00011174-0.00018942i,0.00027589-0.00013457i,0.00059991+0.00023451i
-0.00075646-0.0020357i,-0.0022176-0.0010752i,-0.0024546-0.00037056i,-0.00059591-5.1412e-05i,0.00059531+0.00020173i,0.001063+0.00053041i,0.00063844+0.00016859i,2.6833e-05-0.00042668i,0.0001511-0.00090033i,-0.00012661-0.00086505i,-0.00034872-0.00019436i,-0.00023195+0.00088772i,0.00041742+0.00066049i,0.0011182+0.00029152i,0.0011536+0.00091551i,0.0013079+0.00075937i,0.00045601-0.0007137i,3.5234e-05-0.0013828i,0.00057979-0.0011865i,0.00082908-0.00083508i,0.00058624-0.00026752i,0.00040385-0.00015354i,0.00012333+0.00043403i
-0.0015323-0.0014972i,-0.00096943-0.0011077i,-0.00023802-0.0010407i,0.00051762-0.00062782i,0.00033992-0.0005963i,-0.00010658-0.0013372i,0.00039007-0.0015643i,0.00070625-0.0013906i,0.00063925-0.00077912i,1.1635e-05+0.00061664i,5.208e-05+0.0010319i,0.0011552+0.00082266i,0.0013789+0.00069664i,0.00097838+8.8373e-05i,0.000824-0.00031669i,0.00090013-0.00015904i,0.0002298+0.00029157i,0.00012142+0.00011897i,0.0005939-8.6915e-05i,0.00080513+0.00065153i,0.00021411+0.0011498i,-0.00055804+0.00028853i,-0.00081252-0.00010671i
0.0004911-0.00073217i,0.00043082-0.00055649i,0.0014282+0.00027994i,0.0020919+0.00065694i,0.001782+0.00049344i,0.0014011-0.00050766i,0.00099734-0.00094039i,0.00084522-0.00042496i,0.00013066+0.00015445i,-1.3717e-05+0.00021524i,-0.00013219+7.0324e-05i,-3.8766e-05+0.000252i,0.00029304+0.00018195i,0.00060941-0.00018521i,0.00061563-0.00015224i,-0.00021336+0.00051204i,-0.00054833+0.00061006i,-0.00037135-0.00030651i,-0.00037588-0.0009889i,0.00016791-0.0010515i,0.00094672-0.00043368i,0.000776-0.00013558i,0.0002906-0.00019314i
0.0014437-0.00099071i,0.00042301-0.0004489i,-0.00092664-0.00074815i,-0.0013976-0.0010981i,-0.00048585-0.0011467i,0.00082997-0.0011116i,0.0015672-0.0019351i,0.00067667-0.0017042i,-0.00091181-0.001077i,-0.00053183-9.3805e-05i,-0.00015507+0.00073724i,-0.00011576+0.00075075i,-0.0001083+0.0006222i,0.00013592+0.000266i,0.00041144+0.00047404i,0.00024421+0.00045247i,-0.00016303-7.1485e-05i,-0.00010083-0.00030508i,-1.5051e-05+0.0001748i,-0.00042065+0.0004365i,-0.0012842-0.00015777i,-0.0014547-0.00034326i,-0.0014618+0.00044075i
-0.00022118+0.00094348i,0.00024837+0.00069151i,0.00052866+0.00066934i,0.0011761+0.00074203i,0.0017454+0.00031843i,0.00084669-0.00016211i,-0.00041552-0.00041896i,-8.0153e-05-0.00023959i,0.0007204+4.6114e-05i,0.00065453+0.00023351i,0.00050534+0.00068134i,0.00048103+0.00069172i,0.0002046+0.00018205i,0.00016238-4.98e-05i,0.00019882-0.00048375i,0.00018254-5.8867e-05i,0.00014546+0.0010361i,-1.3217e-05+0.00089447i,-0.00067677+3.6176e-05i,-0.00075053+0.00066727i,-0.00013114+0.0014742i,0.00037+0.00074176i,0.00024574-0.0002807i
0.00048896+0.00082176i,0.00085532+0.0014269i,0.0011863+0.0019231i,0.0015157+0.00098004i,0.0016053-0.00057784i,0.0016513-0.001669i,0.0016696-0.0017533i,0.0010543-0.00059953i,3.1144e-05-3.6053e-05i,-0.00011806-0.00028145i,-0.00034695-0.00093727i,-0.00058108-0.000603i,-0.00082066+0.00040612i,-0.0015252+0.00057253i,-0.0019702+0.00033192i,-0.0011853+0.0002602i,-0.00072501+0.00015041i,-0.00050598-9.4384e-05i,0.00022574-0.00030186i,0.00065717-0.00073137i,0.00053746-0.00047184i,0.00072053+0.00028046i,0.00041536+0.00010589i
-0.00038561+0.0014249i,-0.00035622+0.0022382i,0.00020527+0.00099776i,-7.0796e-05-0.00091088i,-0.0011533-0.0010551i,-0.0012095-0.00055984i,-0.00020291-0.00027313i,0.00017887+9.363e-05i,0.00028722+0.00023792i,0.00032664+0.00088387i,-0.00050699+0.0013319i,-0.00071605+0.0014018i,-0.00016611+0.00097421i,7.6722e-05+0.00078008i,-0.00028558+0.00092417i,-0.00055204+0.00045453i,-0.00023113+0.00047922i,0.00037598+3.321e-05i,0.00074176-0.000524i,-0.000333+0.00016197i,-0.00095246+0.00013011i,-0.00033804-0.00026401i,-3.4014e-05-0.00031565i
0.00054767+0.00062741i,0.0011243-0.00013118i,0.0013354-0.00091458i,0.0020696-0.0006272i,0.0027629-0.00057792i,0.0022412-0.00064119i,0.0015664-0.00072136i,0.0007402-0.00034797i,6.3848e-05+0.00017644i,-0.00016099-0.00010686i,-0.00031939-5.543e-05i,0.00010616+0.00037965i,-0.00045394+0.00071457i,-0.00031126+0.00044984i,0.00022145-0.00033643i,-0.00042901-0.0005814i,-0.00095788-6.4065e-05i,-0.00061956+0.00092331i,-4.9385e-05+0.00072972i,-0.00029757+0.0001237i,-0.00045812+0.00032973i,-0.00057925+0.00030274i,-0.00029284+1.4488e-05i
0.0023538-0.00013138i,0.0027909-0.00071895i,0.0014367-0.00026774i,0.0005521-0.00064657i,0.00034164-0.0011541i,-0.00038883-0.00062838i,-0.00063556-0.0001112i,-0.00031616+0.00022211i,0.00019006-0.00029419i,0.00046879-0.00047684i,-5.5999e-05-0.00041891i,-0.00072642-0.00048476i,-0.0012872-0.00027155i,-0.00066738+0.00017489i,0.00056953-8.3178e-05i,0.00057923-0.00045301i,-0.00025836-0.00033983i,-0.0001875+9.2205e-05i,1.6258e-06+0.0007034i,-7.4484e-06+0.00066496i,-5.0742e-05-0.00029663i,-0.0002002-0.00059814i,-0.00050002-0.00053768i
0.00066021+0.00096438i,0.001112-0.00020032i,0.0019161-7.7675e-05i,0.0017096+0.00026818i,0.00077489+1.9201e-05i,0.00025597-0.00082405i,4.3536e-05-0.0015707i,0.00052309-0.0011969i,-0.00011186-0.00018798i,-0.0007889+0.00022373i,4.7557e-07+0.00029774i,1.3592e-05-5.9009e-05i,-0.00061127-0.00061082i,-0.00076049-0.0011033i,-0.00037015-0.0010512i,3.2338e-06-0.00061497i,0.00021302-0.0004616i,-1.1223e-05-0.00051138i,-0.00049102-0.00099129i,-0.00035782-0.0010994i,0.0001288-0.0011221i,-0.00016165-0.0013952i,-0.00049127-0.0006193i
-0.0006885-0.00044926i,1.1358e-05+0.00038851i,-0.00036903+0.00076003i,-0.00081126+9.7613e-05i,-3.2432e-05+0.0002551i,0.00085656+7.9606e-05i,0.00065154-0.0010668i,0.00031868-0.0012269i,0.00036249-7.9025e-05i,1.0884e-05+0.00068001i,-0.0001297+0.00083433i,8.3442e-05+0.00020459i,-0.00021804-0.00038085i,-0.00016668-0.00021097i,0.00075351-8.4576e-05i,0.00098686+3.6134e-05i,0.0004509-0.00017311i,-0.0001955-0.00012313i,-0.00068257+0.00014219i,-0.0001583-0.00026388i,0.0011606-0.00050855i,0.0020289+0.0002122i,0.0016696+0.00039582i
-0.00078625-0.00045159i,-0.0011479-0.00050337i,-3.2743e-05-3.2269e-05i,5.0417e-05+0.00069035i,-0.00069891+0.00025008i,-9.5248e-05-0.00021945i,0.00074387-0.00067293i,0.0011748-0.00050958i,0.00079352+0.0002031i,-2.0039e-05+0.00029578i,-0.00041893+0.00046988i,-0.00032492-3.0084e-05i,-0.0001571-0.00026295i,-0.00012495+0.00017358i,-3.8817e-05-0.00037437i,0.00018428-0.00049394i,0.00052565+0.0004921i,0.0003758+0.00072335i,0.00013004-0.0002387i,0.00045893-0.00055764i,1.9268e-05-0.00031382i,-0.00083568-3.7123e-05i,-0.00091127+9.7196e-05i
0.0013268-0.00065056i,0.002017-0.0010713i,0.0028695-0.0026362i,0.0021057-0.0023404i,0.00054897-0.0016479i,-0.00034673-0.0016858i,5.8255e-05-0.0013224i,-2.338e-05-0.00070551i,-0.00043298-2.7911e-05i,-0.0005822+0.00084389i,-0.0010055+0.0013737i,-0.0015096+0.0011059i,-0.001009+0.00028955i,-0.00031471+5.6753e-05i,-0.00014632+0.00052846i,-0.00011849+0.00090623i,-0.00051025+0.00083933i,-0.00088309+0.00052164i,-0.000768-0.00019226i,-0.00051458-0.00076197i,-0.00031355-0.00098508i,-0.00015024+1.8737e-05i,3.9681e-05+0.00075468i
0.00037902-0.0010554i,0.00087077-0.00080077i,0.00090508+0.00026062i,0.00027304+0.00028609i,-1.5816e-06-0.00095172i,0.00011996-0.0009921i,-3.2385e-05-0.00094581i,-0.00021494-0.00081528i,0.00031942+3.0659e-05i,0.00047824+0.00036197i,-0.00026992+0.00028078i,-0.00079723+0.00029677i,-0.00061006+0.00091443i,-0.00031516+0.00086273i,9.1721e-05+0.00077405i,0.0002883+0.0006267i,0.00069668+0.00028725i,0.0007289+0.00041842i,0.00037491-0.00012373i,0.00093939-0.00032574i,0.0013408+3.4373e-05i,0.0011184+0.00027647i,-9.1169e-05+0.000363i
0.0010375-0.00025284i,0.0012378-0.0012446i,0.0012738-0.0013293i,0.0010092-0.00071025i,8.5803e-05-0.00080888i,-0.00058088-0.0019086i,-0.00054779-0.0017669i,-0.00063164-0.00035534i,-0.00074803+0.00072391i,-0.00085138+8.7291e-05i,-0.00031011-0.00085122i,-3.2345e-05-0.00042133i,-0.00073066-2.6087e-05i,-0.0011743-0.00028598i,-0.00076783-0.00012033i,-0.00026227+7.5048e-05i,-0.00054291-0.00034747i,-0.00072461-0.00031581i,-0.00057634+0.00013605i,-0.00062113+0.00083283i,-0.00037226+0.00063744i,1.7259e-05+7.1432e-05i,8.1099e-05-1.0731e-06i
0.0010514-0.0001999i,0.00046382+0.00021476i,0.0015408+2.299e-05i,0.0016299-0.00016324i,6.538e-06-0.00091395i,-7.1069e-05-0.0016073i,0.00048208-0.0015376i,0.00043023-0.0007634i,0.00097806-0.00017019i,0.00083175-0.0003845i,-0.00042206-0.00040347i,-0.00068497+5.8252e-05i,-0.00035242+0.00047938i,4.1311e-05+0.0008884i,0.00041894+0.0014827i,0.00026653+0.0011844i,0.00011595+4.6328e-05i,-0.00013226-0.0010911i,0.00037701-0.0015532i,0.00054841-0.0010545i,-0.00015183-0.00070748i,-0.00043784+0.00028959i,-0.00066246-5.3088e-05i
-0.00034415+5.0934e-05i,0.00018602-7.0673e-05i,0.00088908+0.00010825i,0.00039534+0.00040194i,0.00030483-0.00048369i,0.00064721-0.0013163i,0.00062963-0.0018083i,0.00046561-0.0023497i,0.0005856-0.0014864i,0.00053146-7.3469e-05i,0.00045995+0.00050029i,0.00010525+0.00084636i,0.00013955+0.00074943i,0.00057359+4.8412e-05i,0.00059663-2.5127e-05i,0.00065271-0.00010875i,0.001225-0.00026729i,0.0014669-3.9661e-05i,0.00058078-0.00033676i,-0.00031164-0.00063662i,2.0438e-05+2.821e-06i,0.00035784+0.00055082i,-0.00044286+0.00040522i
-0.00063974-0.00042852i,-0.00027814-0.00032736i,-0.001751-0.00047745i,-0.0019698-0.0004904i,-0.00057551+0.00015479i,-0.00013007-0.00012908i,3.1091e-05-0.0011935i,3.371e-05-0.0014776i,-0.00039956-0.00079564i,5.1027e-05+8.5179e-05i,0.00050363+0.00045257i,0.00028897-0.00038579i,0.00033289-0.00065551i,0.00037881+0.00026149i,0.00088799+0.00077283i,0.00077975+0.00095064i,-0.00055137+0.00079753i,-0.00055753+0.00040689i,0.00019907-0.00081671i,0.0005698-0.00087582i,0.00075463+0.00013546i,-0.00025467+6.9747e-05i,-0.0012539-0.00017018i
-5.1371e-05+0.00021133i,-5.7831e-05-0.00054846i,0.00082189-0.00083018i,0.00062416-0.0003782i,0.00038938-0.0005642i,-2.9467e-05-0.00084611i,-2.7054e-05-0.0011699i,0.00055779+3.4414e-05i,0.00015751+0.0011213i,-0.00038726+0.00065726i,-0.0010327-2.3255e-05i,-0.000606-0.00021026i,0.00012653+5.2711e-05i,3.2584e-05-2.7114e-05i,0.00025004+0.00051966i,0.00064133+0.00020259i,-3.5462e-05-0.00055709i,-0.00027603-0.00031168i,0.00022217+2.3298e-05i,-0.00078534+6.0073e-05i,-0.00087342-0.00010179i,-5.5932e-05-0.00050503i,0.00051983-0.00063622i
0.00039548-8.9196e-05i,0.0004204+0.00077581i,0.00097838+0.00071023i,0.0011137+0.00015645i,0.0005415+0.00030238i,0.00062181-3.9614e-05i,0.0006484-0.0013168i,-0.00026273-0.0014593i,-0.0001468-0.00053351i,0.00088201+0.00016346i,0.00041177+0.0004071i,-0.00062418+0.00046344i,-0.00083791+0.00059304i,-0.00119+4.8086e-05i,-0.0010536-0.00013379i,0.00052166-5.1266e-05i,0.00099608-6.5859e-05i,-1.8155e-05+0.00026457i,-0.00078331+0.00055111i,-0.00034329-0.00017718i,0.0007409-0.00047642i,0.0010182+4.3715e-05i,0.0003267+0.00054187i
0.00027647-0.00079285i,0.00082142-0.00090643i,0.00030369-0.0011168i,3.6267e-05-0.0010688i,0.00040373-0.0010826i,0.00066972-0.00071351i,0.00038102-0.00084767i,0.00053885-0.0015944i,-0.00022924-0.00072669i,-0.00098403-7.089e-05i,-0.00022621+1.1207e-05i,0.00025493+0.0003251i,-5.6043e-05+0.00010749i,0.00023989+0.00062324i,0.00057151+0.0012729i,0.0002958+0.0010904i,-0.00020229+0.00052353i,-7.0241e-05-0.00023496i,0.00037017-0.00079076i,0.0007035-0.00049497i,0.00080112+4.262e-05i,-2.1644e-05+0.00035262i,-0.00093616+0.00052078i
2.1294e-05+0.00013917i,-9.781e-06-0.00019654i,0.00054975-0.00044887i,0.0011237-0.0010998i,0.0012422-0.001243i,0.00024045-0.00076395i,-0.0003533-0.00081456i,-0.00030562-0.00012446i,-0.00099802+0.00011447i,-0.00054292+0.00015164i,0.00025358+0.00052005i,0.00032426+0.00040767i,-0.00021838+0.0012043i,-0.00031572+0.001239i,-5.8929e-05+0.00023219i,-0.00018232+0.00039867i,7.2008e-05+0.00049575i,0.00031435+0.00050064i,-0.00042465+0.00013488i,-1.5379e-05-0.00051055i,0.00042752-0.00023966i,0.00014964-0.00040288i,0.00038815-1.8754e-05i
0.00070489-0.00094309i,-0.00018922-0.00040858i,-0.0011837-0.00032219i,-0.0010557-3.8608e-05i,-0.00010319+0.00038701i,0.00088179+0.00066169i,0.0015195+0.00024629i,0.0013704-0.00066156i,0.00036166-0.00083119i,-0.00056646-0.00033022i,7.3199e-05+0.00053797i,0.00038435+0.0010334i,0.00021761+0.00065725i,6.0664e-05+0.0010032i,0.00011988+0.0014325i,0.00026543+5.915e-06i,0.00014918-0.00044795i,0.00016983+5.8873e-05i,0.00011359+0.00040684i,-0.00011387+0.00030223i,0.00015464-0.00029327i,0.00022543-0.00069139i,-0.00015692-1.8049e-05i
-0.00077658+0.00050594i,-0.00025335+0.0010526i,-0.0001674+0.00072868i,-0.0010484+4.3867e-05i,-0.00034907-0.00033026i,0.00099995-0.00032877i,0.00090636-0.00052613i,0.00089738-0.0005923i,0.00058849-0.00044743i,8.719e-05-0.0009323i,-0.00027012-0.00087495i,-0.00037997+0.0001165i,0.00011115+0.00078099i,0.00045761+3.1248e-05i,0.00067562+8.8772e-05i,0.00095685+0.00038458i,0.00079709-0.0005047i,0.0011126-0.00092927i,0.0006007-0.0010559i,-0.0002036-0.00090194i,-0.00043646-0.00042042i,-0.0012587-0.00019102i,-0.0014355-0.00022893i
-0.00088774-0.0011127i,-0.0013791-0.002066i,-0.00046866-0.0013407i,0.00015338-0.0001713i,0.00042507-0.00040222i,0.00094292-0.00080541i,0.0018548-0.0011355i,0.0016903-0.00063042i,-4.6087e-05+8.3424e-05i,-0.00052801-0.00021172i,-0.00014359-0.00027305i,-0.00024828+4.48e-06i,0.0003835-0.00012386i,0.0012604-0.00014199i,0.00056562-0.00020874i,-0.00015155-0.00041511i,-4.2861e-05-0.00051795i,-0.00037388+6.2784e-05i,-0.00063445+0.00027095i,-0.00036108+0.00020315i,0.00056404-0.00023056i,0.00083944-3.431e-05i,0.0004439+0.0006952i
-0.00011549-0.00025833i,0.00034525-0.00035642i,-0.00035226+0.00068006i,-0.00056434+0.00036333i,0.0002398-0.00062586i,0.00022243-0.00080773i,-0.0006026-0.00082281i,-0.001444-0.00064846i,-0.0010296-0.00029547i,0.00031185+0.00043141i,0.00091506+0.00018887i,0.0013443-0.00060959i,0.0011693+2.9799e-05i,0.00027544+0.00018004i,0.00048076-0.00047756i,0.00019508-0.00054332i,-0.00010455-0.00039491i,0.00024783-0.00022105i,0.00043463-7.8841e-06i,0.00051233+0.00065555i,-0.00056863+0.0010213i,-0.0011092+0.00055609i,-0.0006818-0.00033512i
-5.4613e-05-0.0020716i,1.0503e-05-0.0010916i,-0.00050789-0.00075969i,-0.00055944-2.5651e-05i,7.319e-06+0.00036616i,0.0005624+0.00011583i,0.00028891-0.00050345i,-0.00018681-0.00073253i,0.00021333-0.00024395i,-0.00048552+1.3393e-05i,-0.00086153-0.00011629i,5.6652e-05+4.7674e-05i,-9.2137e-05+0.00027491i,-0.00017195+0.001029i,-0.00029738+0.0018134i,-0.00053285+0.0012217i,-0.00061745+0.00030644i,-0.00082883-0.00028776i,-0.00028887-0.00090415i,4.0787e-05-0.00094438i,0.00012286-0.00037394i,-0.00047159+0.00011493i,-0.0010964+0.00019403i
-0.00042797+0.0011534i,0.00041699+0.00075654i,0.00042335+0.00139i,0.0005666+0.0017623i,0.0014274+0.0010897i,0.0017652-0.00059267i,0.0014213-0.00064448i,0.00052658+7.9423e-05i,-0.00066156+4.041e-06i,-0.00082266-0.00028828i,-0.00053318-0.00014578i,-0.00057463+0.0004027i,1.3283e-07-0.00013904i,0.00064397-0.001385i,0.00089532-0.0011577i,0.0001766+0.00027849i,-0.00058898+0.00023368i,-7.6315e-07-0.0003062i,-0.00018675+6.2524e-05i,-0.00045154+0.0006377i,-0.00014568-0.00011353i,-4.9785e-05-0.00080734i,0.00046024-9.0702e-05i
0.00023401+0.001042i,-0.00015743+0.0010297i,-0.00097764+0.00035149i,-0.00038455+0.00060516i,0.00086944+0.0006932i,0.00089459-0.00065444i,0.00010351-0.0013409i,-0.00051681-0.00089374i,-9.3886e-05-0.00029516i,0.00078416-1.5422e-05i,0.00018387+0.00027271i,-0.00080166+0.00038537i,-0.0006258+0.00047546i,0.00028689-0.00013847i,0.0010826-0.00063853i,0.001163-0.0003472i,0.00051968-0.00046079i,0.00040231-0.0011862i,0.00038236-0.0012178i,-0.00010125-8.727e-05i,-0.00045614+0.00080157i,-0.00045372+0.00059739i,-0.00026308-0.00021996i
-7.0014e-05+0.0024518i,0.00064162+0.0016276i,0.0014237+0.00028269i,0.0013254-0.00036532i,0.0012728-0.00063805i,0.00069263-0.0015674i,-0.00011654-0.0019792i,-0.00037169-0.0011687i,-0.0002149-0.00013819i,-7.4644e-05-0.00021609i,-0.00072354-0.0010307i,-0.0015163-0.0011095i,-0.0010027-0.00056035i,-0.00019507-0.00063645i,0.00020259-0.00067595i,0.00035735-9.7519e-05i,7.5656e-05+0.00031702i,-4.6464e-05+0.00052465i,-0.00026415+0.00063488i,-0.00088714+0.00018384i,-0.00082524-5.9075e-05i,-0.00023916-1.7535e-05i,0.00023453-0.00022756i
3.4648e-05-0.00084769i,0.0016751-0.00063197i,0.0019271+0.00041603i,0.00090924-3.8434e-05i,4.4972e-05-0.00038174i,0.00052285-0.00016761i,0.00022262+0.00042481i,-0.00071835+0.00034948i,-6.3175e-05-0.00025367i,0.00039584-0.00071768i,-0.00018314-0.00062437i,-0.00040366-0.00021407i,-0.0012571-0.00056878i,-0.0012486-0.0016695i,-0.0005316-0.00090963i,-0.00018801-0.00032871i,0.00012583-0.00087851i,-0.00020138-0.00060079i,-0.00049138-0.00028374i,-0.00088628+0.00019948i,-0.0010798+0.00082873i,-0.000396+0.00099559i,0.00014344+0.00096882i
-0.00057199-0.0017754i,4.4417e-05-0.0014824i,5.757e-05+0.00045179i,0.00041504+0.0010411i,0.00097876-0.00024427i,0.0018394-0.0020864i,0.0019255-0.0024036i,0.0013701-0.0018727i,0.00088611-0.0015185i,0.00072875-0.00077438i,-0.00018031-0.00026756i,-0.001119-0.00026292i,-0.00062256-0.00089815i,-0.00053139-0.00083518i,-0.00083583-0.00035418i,5.0063e-05-0.00049351i,0.00030852-0.00047654i,0.00029411-0.00097112i,-9.6005e-05-0.00075138i,-0.00036975-0.00043646i,-0.00025532-0.00026399i,-0.00054089-8.2554e-05i,-0.00022003+0.00010623i
-0.00012216+0.00040084i,0.0002937+0.0010117i,1.4257e-05+0.00085661i,-7.3728e-05+0.00076533i,-0.00074007+5.3029e-05i,-8.2689e-05-4.3826e-06i,0.0012838+0.00036749i,0.00089406+0.0003144i,-7.427e-06+0.00092839i,-7.3977e-06+0.0012802i,-0.00031235+0.001071i,-0.0010736+0.0011332i,-0.00065272+0.00064884i,0.00022941+0.00063547i,0.00015313+0.001171i,0.00033693+0.0008122i,0.00029217+0.00062261i,-0.00015923+0.00027257i,2.7506e-05-0.00010784i,9.0374e-05-0.00042404i,-0.00023339-0.00099816i,-0.00025934-0.00016874i,-0.00081575+2.3938e-05i
0.00053371-0.00070961i,-0.00083156-0.0013803i,-0.00060345-0.0012804i,0.00035874-0.00035325i,0.00072923-9.8097e-05i,0.00045122-0.00098036i,0.00053474-0.0012551i,0.0003797-0.00090499i,0.00024576-0.0011127i,-2.4063e-05-0.00035648i,-0.00085825+0.00036697i,-0.00065841-0.00025956i,-0.00013291-1.3586e-05i,-8.9127e-05+0.0011925i,-5.7664e-05+0.0012768i,0.00016379+0.00061462i,0.00037864+0.00037235i,0.00023106+0.00044473i,-0.00012716+0.00041989i,0.00012992+0.00048015i,0.0005309+0.00048064i,3.8629e-05+0.00027096i,-0.00077601-0.00073786i
3.4868e-05-0.0003739i,0.00085465-0.00066922i,0.00044905-0.00074225i,-0.00016222-0.00024797i,0.00021686-0.00082359i,0.0010335-0.0018188i,0.0011859-0.0018136i,0.00064137-0.00078738i,-0.00028308-0.0003033i,-0.00070422-0.00052382i,-0.00040798-0.00068431i,0.00043908-0.00068288i,0.00076516-0.00072966i,0.00023732-3.7439e-05i,-0.00040692+0.00042646i,-0.00023753-0.00029007i,0.00092429-0.00076561i,0.001217-0.00025522i,0.00087119+0.00017438i,0.00094871+0.00011264i,0.00084588-0.0004658i,0.0013176-0.0008465i,0.0013622-0.00036237i
-0.0013696+0.00041643i,-0.00098241+0.0012815i,0.00041244+0.00225i,0.0016715+0.00083101i,0.0021465-0.0002967i,0.0022425-0.00092197i,0.0014188-0.0015943i,0.00073473-0.0010562i,-5.7226e-05-0.00015281i,-0.00055472+0.00084019i,-0.00077514+0.001489i,-0.00068703+0.00098062i,0.00011833+0.00044986i,0.00013774-6.3628e-05i,0.00012679-0.00081677i,0.00046557-0.0010355i,-0.00023671-0.00076662i,-0.00099381-0.0006055i,-0.00065296-0.00085592i,-0.00023916-0.0011354i,-0.00021261-0.0014033i,-0.00014486-0.0010902i,-0.00056777-0.00012685i
-0.00088199-0.00054562i,-0.00070928-0.0002957i,-0.00060406+0.00099837i,-0.00017691+0.0013736i,0.00063207+0.00080141i,0.00066586-0.00040723i,0.00052974-0.00088552i,0.00047879-0.00044706i,-0.00010861-8.9216e-05i,-0.00054564-8.385e-05i,-0.0002868+0.00037699i,0.00010816+0.00083028i,0.00037804+0.00033446i,0.00065735-0.00033601i,0.0011121-0.00025824i,0.0011262-0.00018996i,0.00027939-0.00054998i,-3.2358e-05-0.00044202i,2.5176e-05-9.9648e-05i,-0.00037287-0.00045459i,5.6906e-05-0.00095826i,0.00034452-0.00020609i,0.00013501+0.00065427i
-0.0008536-0.00058942i,-0.0010126-9.5269e-05i,-0.00015403+9.9263e-05i,0.0018763+0.00011157i,0.0022821-0.00044286i,0.0013285-0.0012529i,0.00085684-0.0018095i,0.00059132-0.0012483i,0.00033509-0.00031415i,0.00022667+4.9546e-06i,0.00023053+0.00010952i,0.00048926+0.00032405i,0.00064415-7.2255e-05i,0.00062293-0.00036106i,0.00068125-0.00049805i,0.00029-0.00054229i,-0.00022757-0.00032418i,-0.00016809-2.7137e-05i,0.00013795+0.00011497i,-4.0748e-05+0.00026969i,-0.00019776-0.00035855i,0.00010678-0.00098957i,6.3144e-05-0.00055387i
0.00053+0.00076745i,0.0012317+2.6665e-05i,0.0019307-0.0005058i,0.0019269-0.0008465i,0.0012257-0.00085361i,8.3331e-05-0.0012132i,-0.00047904-0.00077875i,-0.00083935+0.00011186i,-0.00048383+9.9998e-05i,0.00024258-0.0002993i,-6.9337e-05-0.00044111i,-0.0005025-2.7496e-05i,-0.00015925+6.0649e-05i,-0.00014134-0.00036128i,-0.00047627-0.0003225i,-0.00015327-0.00034985i,0.00030671+0.00019331i,-6.2806e-05+0.00064032i,-0.00054441+0.00071793i,-0.0010824+0.00056726i,-0.0005867+0.00035927i,-5.5835e-05+0.00084751i,-0.00040129+0.0010971i
0.00011787-0.000278i,0.00044335-0.00063736i,0.00096033-0.00031917i,0.0023982-3.0526e-05i,0.0024893+0.00035703i,0.0019016+0.00025838i,0.0015824-0.00038092i,0.00038021-0.00035286i,-0.00037122+3.9617e-05i,6.1564e-05+0.00032234i,0.00026968+0.00049374i,0.00017819-0.00027865i,0.00070907-0.0011053i,0.00074116-0.0006698i,-0.00032457+0.00022282i,-0.00039242+0.00041734i,-5.059e-05+0.00057308i,0.00010052+0.0008759i,-1.779e-05+0.00084407i,0.00022936+3.706e-05i,0.00084128-0.00096969i,0.00038704-0.00061356i,0.00011426+0.00061085i
0.0010203+0.0014676i,0.0013616+0.0012206i,0.00055579+0.00087173i,0.0002022+0.00075201i,0.00097441+0.00039063i,0.0021364+1.9881e-05i,0.0017363-0.0010008i,0.00083904-0.0017204i,0.00010015-0.00040278i,-0.00043944+0.0005458i,-0.00040901+0.00017828i,-0.00077044-0.00072708i,-0.0010633-0.0014901i,-0.00081338-0.0016346i,-6.3607e-05-0.0010549i,0.00042243-2.7267e-05i,0.0002156+0.00030802i,-5.2764e-05+0.00019556i,0.00019439+0.00029937i,4.8338e-05+0.00064816i,0.00054632+0.00089478i,0.00086642+0.00045026i,0.00069417-0.00022549i
0.00065255-0.00084255i,-7.4814e-05-0.0018476i,0.00020517-0.0023366i,0.00068158-0.0013702i,0.00051614-0.00047182i,0.00040408-0.00052801i,0.00052867-0.0010313i,0.00011342-0.00096457i,-0.00072733-0.00072672i,-0.00080586-0.00084144i,-0.0006119-0.00020436i,-0.00065525+0.00027362i,-0.0005153+0.00031512i,-0.00047716+0.00023256i,-0.00019551+0.00028833i,0.00017418+0.00065406i,0.00022932+0.00034502i,-3.25e-05+0.00016103i,-0.00048255+0.0002641i,-0.00098029+0.00019679i,-0.0015106+0.00020495i,-0.0010552+0.00030305i,-2.8348e-05+0.00060237i
