0.00050008+0.00094057i,0.00042658-0.0010545i,-3.8593e-05-0.0018037i,-0.00019138-0.0024451i,-0.00077208-0.0025046i,-0.0020565-0.0010805i,-0.0021215-0.00029491i,-0.00072919+0.00073797i,0.00059606+0.0010246i,0.00012267+0.00025477i,0.0002078+9.0834e-05i,0.00025842+0.00046768i,-0.00068898+0.00096804i,-0.00018002+0.0010266i,0.00062619+0.00056817i,0.00066068-0.00024047i,0.00046306-0.00039609i,0.00046699-0.00036723i,0.00027248-0.00046697i,-0.00035606-0.00060037i,-0.00083657-0.00091429i,-0.00046554-0.00060748i,2.5944e-05+0.00033919i
0.018609-0.055991i,0.060462-0.13837i,0.081137-0.21767i,0.019357-0.19576i,-0.061453-0.085047i,-0.046661-0.0021741i,0.0057694+0.029257i,0.0080483+0.053992i,-0.0045276+0.065312i,-0.0038028+0.050722i,-0.00018055+0.034999i,0.0060701+0.022141i,0.010778+0.0067225i,0.015884-0.00064582i,0.025188-0.0033406i,0.028774-0.0072898i,0.021316-0.0047072i,0.0089595+0.0047817i,0.0038136+0.011471i,0.010104+0.0073736i,0.018895-0.0021122i,0.020477-0.0031849i,0.014494+0.0029173i
0.048054+0.021304i,0.13686+0.067704i,0.24799+0.11497i,0.2947+0.088778i,0.2333-0.0007191i,0.11032-0.055196i,0.0094922-0.054256i,-0.02742-0.04641i,-0.031409-0.035714i,-0.028619-0.011746i,-0.024332+0.0028364i,-0.022847+0.005617i,-0.019965+0.011757i,-0.015092+0.016873i,-0.011157+0.018261i,-0.007509+0.016213i,-0.0033201+0.0049831i,-0.0043687-0.0086717i,-0.012054-0.0074468i,-0.016951+0.013017i,-0.013108+0.031359i,-0.0057336+0.025299i,-0.0011626+0.003478i
-0.015829+0.045739i,-0.069739+0.12532i,-0.15713+0.21718i,-0.21381+0.26335i,-0.18074+0.2567i,-0.090239+0.21227i,-0.013385+0.14553i,0.02136+0.089457i,0.033847+0.055042i,0.038021+0.02436i,0.030919-0.0010195i,0.020934-0.0079989i,0.017493-0.0049231i,0.016963-0.0047394i,0.014471-0.0073892i,0.012913-0.0080161i,0.014328-0.0034027i,0.0151+0.00018516i,0.011452-0.0081974i,-0.0012379-0.024374i,-0.016142-0.028948i,-0.016152-0.014707i,-0.0050704+0.00032955i
-0.042079-0.017539i,-0.10418-0.06636i,-0.14783-0.14978i,-0.11359-0.22075i,-0.056128-0.22718i,-0.052698-0.17421i,-0.058062-0.099203i,-0.029566-0.052364i,-0.0073058-0.036681i,0.0010923-0.019125i,0.011569-0.0042752i,0.015849+0.00070351i,0.012118+0.00028558i,0.0032469-0.0026087i,-0.0076185-0.00076946i,-0.014633+0.0029751i,-0.015794+0.00052668i,-0.012481-0.002241i,-0.0044152+0.0030701i,0.0070543+0.010807i,0.015334+0.0096931i,0.015385+0.0014473i,0.011859-0.0041085i
0.012455-0.036708i,0.047951-0.090706i,0.091149-0.12151i,0.099959-0.055779i,0.087823+0.052249i,0.10584+0.075788i,0.10034+0.033471i,0.048005+0.01936i,0.016656+0.022201i,0.0091139+0.010107i,0.0021703+0.0026012i,0.0018561+0.00013575i,0.0056041-0.006985i,0.0085985-0.012026i,0.0093791-0.013356i,0.0089625-0.012704i,0.0084068-0.0085336i,0.0044628-0.0019798i,0.0012413+0.0032117i,0.0041083+0.0028504i,0.0075343-0.0037351i,0.00051558-0.0075423i,-0.012363-0.0040769i
0.038424+0.0070886i,0.096735+0.035815i,0.15741+0.055978i,0.14681+0.0043572i,0.04984-0.086459i,-0.047898-0.09585i,-0.071282-0.046528i,-0.052994-0.030096i,-0.049392-0.024149i,-0.044433+0.00025814i,-0.028843+0.010448i,-0.022351+0.0059295i,-0.020695+0.0070279i,-0.016809+0.011713i,-0.010739+0.015717i,-0.004649+0.015286i,-0.00012395+0.0071301i,-0.00067807-0.0025542i,-0.0078418-0.0013721i,-0.012285+0.014505i,-0.0079501+0.028409i,0.0005281+0.025479i,0.0076772+0.014846i
-0.015078+0.03202i,-0.051882+0.092241i,-0.10642+0.17836i,-0.10237+0.24454i,-0.014401+0.24009i,0.058507+0.15725i,0.052557+0.071619i,0.029566+0.048757i,0.02996+0.043292i,0.02324+0.02049i,0.011468+0.0036761i,0.0065091-0.0035543i,0.0029985-0.0058098i,0.0026456-0.0072487i,0.00094221-0.010418i,-0.0021097-0.0081574i,-0.00050076-0.00012772i,0.0031527+0.004774i,0.0021027-0.00187i,-0.010575-0.015386i,-0.024804-0.020692i,-0.023045-0.015604i,-0.010859-0.012137i
-0.025509-0.013343i,-0.071968-0.057988i,-0.12578-0.14885i,-0.16931-0.2304i,-0.20216-0.21415i,-0.19538-0.10523i,-0.12928-0.013656i,-0.064438+0.0072591i,-0.030287+0.010854i,-0.0013578+0.021547i,0.017051+0.021009i,0.016782+0.015224i,0.011681+0.012603i,0.008988+0.01033i,0.0064736+0.0067948i,0.002446+0.0018448i,-0.0017951-0.0034557i,-0.0030354-0.0067525i,0.00085635-0.005953i,0.010002-0.0073716i,0.01533-0.011659i,0.010534-0.0076332i,0.0056533+0.0036805i
0.0089624-0.020307i,0.047873-0.046989i,0.12892-0.046064i,0.22161+0.0050335i,0.26461+0.042106i,0.23024+0.0077805i,0.14162-0.036787i,0.065754-0.034507i,0.033513-0.019193i,0.014314-0.01378i,0.0017415-0.0066022i,0.0017171-0.0053991i,0.0031865-0.012292i,0.0027875-0.015722i,0.0014861-0.01444i,0.00095781-0.0097415i,0.0040456-0.0023577i,0.0054992+0.0034028i,0.0030992+0.0071933i,0.0051261+0.01133i,0.012917+0.011689i,0.016327+0.0038748i,0.010101-0.0059016i
0.022369+0.0054776i,0.043488+0.030431i,0.03289+0.063882i,-0.047351+0.065616i,-0.14509+0.036937i,-0.15504+0.043476i,-0.079207+0.0587i,-0.02524+0.031285i,-0.023983+0.0072445i,-0.020701+0.0094205i,-0.0066616+0.0072128i,-0.0020235-0.0012765i,-0.0032563-0.003489i,-0.0031691-0.00094788i,-1.6794e-05+0.00048952i,0.0012438-0.0010151i,-0.0012663-0.0038095i,-0.0037794-0.0061234i,-0.0054789-0.0041782i,-0.0042312+0.0037763i,-0.002631+0.0098664i,-0.0058063+0.0077159i,-0.0093074+0.0034368i
-0.0072325+0.017378i,-0.030001+0.042225i,-0.050276+0.066352i,-0.0013785+0.063225i,0.10664+0.019749i,0.13175-0.041553i,0.049384-0.055748i,-0.0073037-0.015949i,-0.0070228+0.004269i,-0.010513-0.0022995i,-0.014246-0.001045i,-0.0069489-0.002587i,-0.0039088-0.0088525i,-0.003708-0.01084i,-0.0028272-0.011661i,-0.0017249-0.0099452i,-0.00069662-0.0047702i,-8.1621e-05-6.1498e-05i,-0.0040849-0.0003248i,-0.016196-0.0024162i,-0.023311-0.00018895i,-0.012639+0.0029593i,0.0026613+0.0029449i
-0.011607-0.011734i,-0.03577-0.042524i,-0.076927-0.099401i,-0.14597-0.1155i,-0.21474-0.033503i,-0.19811+0.06647i,-0.10217+0.075294i,-0.042157+0.033321i,-0.025594+0.024839i,-0.0034248+0.027764i,0.006389+0.016217i,0.0036328+0.01157i,0.0062625+0.014353i,0.0099414+0.01626i,0.012146+0.012807i,0.010538+0.0038724i,0.0052506-0.0049885i,0.0011625-0.0091295i,0.0016544-0.01067i,0.0053872-0.017668i,0.0043528-0.02675i,-0.0038647-0.023831i,-0.0089336-0.0134i
0.0081631-0.010744i,0.043994-0.019496i,0.12863-0.019096i,0.23069-0.031373i,0.2608-0.088178i,0.18624-0.13745i,0.084788-0.11005i,0.038539-0.056429i,0.02337-0.031081i,0.0031626-0.014526i,-0.0037153-0.00092873i,0.0017156-0.00091865i,0.0036058-0.0044398i,-0.00015616-0.0027676i,-0.0040333+0.0026098i,-0.0021796+0.0078044i,0.0032126+0.011126i,0.005467+0.011901i,0.0043447+0.011836i,0.0096811+0.015008i,0.020901+0.017837i,0.02417+0.014194i,0.017505+0.0088344i
0.011001+0.0097609i,0.0056922+0.038612i,-0.037983+0.095822i,-0.12019+0.16283i,-0.15958+0.20445i,-0.10252+0.20291i,-0.016443+0.15049i,0.014527+0.079629i,0.0065628+0.033944i,0.0058676+0.011906i,0.0089582+0.0011937i,0.0087331-0.00084428i,0.0082028-0.00071145i,0.0075343-0.0015942i,0.0071432-0.0029462i,0.0046498-0.0061788i,-0.00029237-0.010917i,-0.0031572-0.012439i,-0.002667-0.0077313i,-0.0015621+0.0017035i,-0.0019263+0.0094244i,-0.0029183+0.0067838i,-0.0028477-0.0019366i
-0.0079261+0.00082055i,-0.025892-0.0052437i,-0.039579-0.042768i,-0.0057995-0.1177i,0.056055-0.18712i,0.045231-0.19769i,-0.029251-0.13786i,-0.055033-0.062109i,-0.03245-0.025082i,-0.021367-0.010934i,-0.015694+0.0011361i,-0.0075655+0.0021154i,-0.0060663-0.0058717i,-0.006657-0.011462i,-0.0060523-0.0094725i,-0.0021822-0.0048472i,0.0039768-0.002937i,0.0067614-0.00069381i,0.0039894+0.0010593i,-0.0047023+0.002126i,-0.011617+0.0051642i,-0.0084369+0.007571i,-0.0023575+0.0078712i
-0.0036199-0.0069895i,-0.00068951-0.022933i,-0.0010327-0.033367i,-0.02739+0.016585i,-0.066031+0.12853i,-0.045704+0.17991i,0.01584+0.10933i,0.025745+0.031607i,0.0071987+0.018052i,0.0092503+0.012228i,0.006732-0.0044646i,-0.0024036-0.0060403i,-0.0012167+0.0016142i,0.0052043+0.0054386i,0.0079023+0.0032047i,0.0050787-0.0015528i,0.00076722-0.004531i,-0.0034055-0.0061683i,-0.0066906-0.0077719i,-0.010094-0.013667i,-0.014368-0.021837i,-0.016884-0.021243i,-0.014084-0.014367i
0.0090955+0.00050478i,0.031804+0.0037702i,0.081803-0.00099983i,0.12483-0.062348i,0.10126-0.17419i,0.021004-0.20561i,-0.027832-0.11614i,-0.0156-0.038051i,-0.0047275-0.01903i,-0.0082148-0.0049164i,-8.8212e-05+0.0039744i,0.0051056-0.00083986i,-0.00039728-0.0014683i,-0.0074802+0.0038562i,-0.011043+0.0098896i,-0.0077613+0.013637i,-0.0016066+0.013666i,0.00091222+0.01132i,0.0023013+0.0093996i,0.010994+0.008136i,0.02317+0.0053577i,0.024724+0.00046883i,0.017483-0.003607i
-0.0031981+0.0056774i,-0.01885+0.031724i,-0.057602+0.097606i,-0.079926+0.19731i,-0.031976+0.27147i,0.043129+0.25183i,0.064537+0.15795i,0.040426+0.076957i,0.021318+0.034877i,0.013865+0.011684i,0.0071781+0.0045618i,0.0059924+0.0061215i,0.0068684+0.0041468i,0.005776-0.00088472i,0.0037904-0.0060581i,4.2587e-05-0.0086135i,-0.0029914-0.0091542i,-0.0042477-0.0099662i,-0.0059664-0.0063881i,-0.0079541+0.0057087i,-0.0087463+0.01792i,-0.0071657+0.019422i,-0.0040058+0.013745i
-0.0060471+0.0012204i,-0.021313-0.022174i,-0.049438-0.08949i,-0.07701-0.1858i,-0.094944-0.24299i,-0.11391-0.2172i,-0.11618-0.13556i,-0.081666-0.063956i,-0.040872-0.02582i,-0.019058-0.0019175i,-0.0068796+0.0086697i,-0.0019216+0.0021572i,-0.0040563-0.0070749i,-0.0057908-0.0090106i,-0.0044133-0.0061859i,0.00010834-0.002051i,0.0072094+0.0011237i,0.012619+0.0031159i,0.012848+0.003297i,0.0075099+0.0023283i,0.0011869+0.0018553i,-0.00063069+0.0021425i,0.0012486+0.0016898i
0.0045297-0.0095147i,0.026412-0.016267i,0.067687-0.012247i,0.10738+0.041475i,0.12457+0.1296i,0.13636+0.1496i,0.13219+0.079285i,0.084692+0.020707i,0.033707+0.012306i,0.01399+0.0072026i,0.0054524-0.0034368i,-0.00063891-0.0059786i,0.0017732-0.005899i,0.0077231-0.0076545i,0.0090667-0.011176i,0.0041693-0.013039i,-0.0023176-0.010259i,-0.0067865-0.0067312i,-0.010269-0.0048357i,-0.015246-0.0065931i,-0.020063-0.011446i,-0.021205-0.012289i,-0.018224-0.0094042i
0.0047351+0.0019304i,0.014282+0.017482i,0.025306+0.027195i,0.0039734-0.019557i,-0.066733-0.11397i,-0.13214-0.13131i,-0.12582-0.049144i,-0.069449+0.0022639i,-0.032284+0.0005354i,-0.015831+0.0043854i,0.0012756+0.0051888i,0.006133-0.002605i,-0.00035423-0.0017454i,-0.0061804+0.0046084i,-0.0058842+0.0095023i,7.234e-05+0.0096215i,0.0044629+0.0066021i,0.0039447+0.0037015i,0.0020027+0.00066991i,0.0075483-0.00413i,0.019478-0.010277i,0.024092-0.013251i,0.020697-0.010894i
-0.0031923+0.0050883i,-0.022123+0.021815i,-0.0425+0.068674i,-0.0099158+0.14388i,0.089427+0.19517i,0.15011+0.16198i,0.11148+0.078035i,0.053849+0.029085i,0.028989+0.010677i,0.012141-0.004062i,-1.0757e-05-0.0014769i,0.00051421+0.0068101i,0.00257+0.0050567i,0.00094555-0.0017363i,-0.0023809-0.0064985i,-0.004857-0.0066036i,-0.0049688-0.0052724i,-0.005414-0.0057103i,-0.00796-0.003755i,-0.0077913+0.0070367i,-0.0046271+0.021669i,-0.003224+0.025953i,-0.0035535+0.019562i
-0.0065379-0.0070234i,-0.022781-0.033929i,-0.066158-0.09394i,-0.14151-0.1567i,-0.21377-0.16799i,-0.2188-0.12488i,-0.15432-0.068408i,-0.084606-0.030395i,-0.042779-0.0075537i,-0.019519+0.0068387i,-0.006487+0.0073507i,-0.0014898-0.00047278i,-0.00091378-0.0058987i,-0.00090531-0.0049931i,0.0007331-0.0015543i,0.0029521-0.00025755i,0.006275-0.00061168i,0.0096706-0.00011666i,0.010416-0.00022377i,0.004981-0.0023247i,-0.0044265-0.0039819i,-0.0086996-0.0031429i,-0.0068066-0.00079544i
0.0043933-0.0026497i,0.036039-0.0099933i,0.10675-0.013815i,0.19395-0.0029286i,0.24715+0.021851i,0.24171+0.030826i,0.18355+0.011587i,0.10256-0.00085634i,0.039818+0.0028698i,0.0098484+0.0030959i,0.00013743+0.0011823i,0.0014392-0.0017463i,0.0072131-0.0066597i,0.011415-0.010573i,0.0097568-0.013467i,0.0037184-0.013111i,-0.0018979-0.0093974i,-0.0048977-0.0039453i,-0.0047974+0.0012331i,-0.0043293+0.0033154i,-0.0055179+0.00018841i,-0.0063393-0.0056127i,-0.0066543-0.0090378i
0.0037178+0.0055024i,0.0076498+0.029291i,-0.001825+0.066615i,-0.051307+0.073825i,-0.13689+0.035186i,-0.18987+0.016991i,-0.15987+0.038587i,-0.09237+0.038683i,-0.043812+0.017829i,-0.014922+0.0093655i,0.0025767+0.0011473i,0.0051851-0.0068421i,0.0021506-0.0031782i,0.001865+0.0046249i,0.0039187+0.0092658i,0.0077378+0.0091197i,0.0094449+0.0052949i,0.0069641+0.0011777i,0.0028936-0.0029947i,0.0021821-0.0094142i,0.0071389-0.015763i,0.012309-0.015855i,0.014687-0.0111i
-0.0081482+0.0028056i,-0.029053+0.011256i,-0.047256+0.030612i,-0.0070375+0.052637i,0.096192+0.051084i,0.15004+0.010481i,0.10584-0.030888i,0.053258-0.029838i,0.034273-0.015892i,0.01895-0.013144i,0.0078362-0.0056701i,0.0062721+0.0023803i,0.0033092+0.0019005i,-0.0024676-0.0039274i,-0.0082454-0.0079804i,-0.010848-0.0046121i,-0.0084137+0.00027143i,-0.0063928+0.00078293i,-0.0059646+0.0014259i,-0.0021782+0.0093628i,0.0040668+0.019867i,0.0057251+0.021911i,0.002707+0.017561i
0.00089426-0.0096673i,-0.014791-0.033765i,-0.056129-0.076829i,-0.13337-0.094297i,-0.20721-0.053707i,-0.2016-0.0002287i,-0.12492+0.018762i,-0.06269+0.01419i,-0.031041+0.010893i,-0.0086409+0.0082564i,0.00056773+0.0029846i,0.00079973+0.00022184i,0.00096353-0.0013717i,0.0035942-0.0018326i,0.0075318-0.0018275i,0.0085736-0.0033629i,0.0082431-0.0049525i,0.0089917-0.0056414i,0.0072527-0.0063941i,-0.001134-0.006676i,-0.012827-0.0050562i,-0.017439-0.0029133i,-0.013822-0.0017788i
0.0065875-0.0044348i,0.036694-0.014205i,0.10366-0.036998i,0.18778-0.070084i,0.23877-0.090735i,0.22267-0.076195i,0.15564-0.044346i,0.082111-0.024087i,0.027712-0.012846i,0.00092304-0.0036035i,-0.0020714+0.0023825i,0.0044859+0.00081707i,0.010501-0.0033118i,0.011375-0.0042716i,0.008048-0.0051607i,0.0045615-0.0062701i,0.0013507-0.0054305i,-0.0010794-0.002617i,-0.00061504+0.0023079i,0.0028984+0.005109i,0.005685+0.0013326i,0.0048201-0.0048549i,0.0019218-0.0078334i
0.0040131+0.0080404i,0.0082343+0.036427i,0.00040435+0.09314i,-0.036999+0.14937i,-0.10184+0.16374i,-0.14731+0.13744i,-0.13211+0.10114i,-0.081852+0.062311i,-0.038723+0.030558i,-0.012709+0.016093i,-0.00041753+0.0065793i,0.002995-0.00026448i,0.0028094+0.0023412i,0.0029674+0.0080343i,0.0056352+0.0099877i,0.006856+0.0088951i,0.0051257+0.0053612i,0.0028293+0.0015246i,-0.00087945-0.001658i,-0.0042973-0.0053218i,-0.0030603-0.0083709i,0.0034093-0.0076236i,0.0089213-0.0047106i
-0.011291+0.0092549i,-0.031303+0.012701i,-0.059232+0.0078376i,-0.047679-0.018254i,0.022988-0.063435i,0.078411-0.10276i,0.067435-0.10356i,0.039967-0.067014i,0.026534-0.030036i,0.016054-0.010936i,0.011143-0.0016683i,0.0086143+0.00071016i,0.001471-0.0011697i,-0.0070016-0.0026975i,-0.012241-0.0035562i,-0.012385-0.001568i,-0.0090907+0.0010884i,-0.0057955+0.00033185i,-0.0034801+0.0013976i,0.0021643+0.0065078i,0.0093092+0.011968i,0.0094298+0.013907i,0.0042886+0.012619i
-0.0026065-0.0086657i,-0.010637-0.030232i,-0.031076-0.059154i,-0.070957-0.051889i,-0.11378+0.013553i,-0.11026+0.071866i,-0.063256+0.074219i,-0.029356+0.051789i,-0.013026+0.034697i,0.00086462+0.020953i,0.0041993+0.0099263i,0.00036919+0.005202i,6.7452e-05+0.0013359i,0.0036251-0.0024486i,0.0077402-0.0047624i,0.0084887-0.0068248i,0.0071201-0.0064615i,0.0059146-0.0051577i,0.002023-0.0045755i,-0.0078659-0.0020679i,-0.018709+0.0009117i,-0.02077+0.0015376i,-0.014484+0.00042199i
0.010884-0.0033692i,0.035143-0.014201i,0.089115-0.04027i,0.14507-0.086924i,0.15988-0.12798i,0.12993-0.11736i,0.082208-0.06973i,0.039379-0.04047i,0.0071795-0.02791i,-0.0086785-0.012731i,-0.0059228-0.0023266i,0.00070247-0.00017666i,0.003102-0.00081234i,0.0025068+0.00026534i,0.0013767+0.0018538i,0.0023918+0.00036935i,0.0036377-0.00069011i,0.0029589+0.00097489i,0.0026977+0.002477i,0.0060996+0.0015038i,0.0096997-0.0035211i,0.0087822-0.0095378i,0.0049766-0.011442i
0.0016096+0.0070156i,0.0074021+0.034512i,0.01103+0.098051i,0.0009658+0.17285i,-0.03137+0.20452i,-0.068233+0.17448i,-0.074356+0.11701i,-0.049023+0.067572i,-0.022219+0.033658i,-0.0089448+0.014581i,-0.0031194+0.005237i,-9.4279e-05+0.0017501i,0.00011986+0.003292i,-1.1916e-05+0.005689i,0.00099451+0.0052798i,0.001363+0.0031127i,0.0016048+0.0010066i,0.0009974-0.00043231i,-0.0021108-0.00094101i,-0.0048152+0.00030546i,-0.004173+0.0020054i,0.00038805+0.0034555i,0.0052632+0.0041473i
-0.0080521+0.00069475i,-0.031874+0.002578i,-0.074977-0.0090039i,-0.10036-0.047238i,-0.068016-0.1047i,-0.0097233-0.13953i,0.015227-0.1238i,0.011722-0.077419i,0.0059422-0.033292i,0.0017887-0.0076028i,0.0038865+0.001056i,0.0054245+0.00013508i,0.00017581-0.0020156i,-0.0060121-0.002601i,-0.0099704-0.0021987i,-0.010088-0.000618i,-0.0068536+0.0001637i,-0.00421+0.00012508i,-0.0020203+0.00079421i,0.0036026+0.00091134i,0.0092127+0.0015051i,0.0073635+0.0027629i,0.0011015+0.0051191i
-0.0078453-0.008753i,-0.0090661-0.027001i,-0.0090013-0.052036i,-0.0065873-0.043636i,-0.0067535+0.019198i,-0.0061582+0.079872i,0.0013785+0.086397i,0.0043232+0.06301i,0.0044563+0.040223i,0.0076948+0.022771i,0.005935+0.012889i,0.0026898+0.0067613i,0.0031768+0.00091994i,0.0057249-0.004837i,0.0081877-0.0081983i,0.0080683-0.0073824i,0.0067926-0.0047574i,0.0049753-0.0029894i,0.00029682-0.0013954i,-0.0071872+0.0028547i,-0.014381+0.0070284i,-0.015919+0.006276i,-0.011146+0.0028239i
0.0064882-0.0028437i,0.026955-0.0075699i,0.062047-0.020454i,0.08681-0.050966i,0.075376-0.088731i,0.041417-0.093924i,0.012847-0.064357i,-0.0028545-0.04196i,-0.010928-0.028925i,-0.01065-0.014727i,-0.0042241-0.0068074i,0.00063413-0.0044559i,0.0024334-0.0024627i,0.0017422+0.00022325i,0.0017393+0.0032612i,0.0035951+0.004279i,0.0037519+0.0030042i,0.00097637+0.0019673i,-0.00070479+0.00062717i,0.00060438-0.0038774i,0.0028614-0.010813i,0.0039049-0.014889i,0.0035393-0.013125i
0.003684+0.0038274i,0.0078165+0.025531i,0.012525+0.075739i,0.018219+0.13696i,0.015095+0.16683i,-0.0060699+0.14376i,-0.020403+0.095342i,-0.011001+0.054833i,0.00063325+0.025573i,0.0017675+0.008035i,0.00038602+0.0028553i,0.00059344+0.0018142i,0.00013675+0.0013713i,-0.00057336-0.00049088i,-0.00013545-0.0033363i,1.0145e-05-0.0038452i,0.00021956-0.0033745i,0.0004965-0.0031604i,-0.00023161-0.0018003i,-0.00045648+0.0020964i,0.0010263+0.0069223i,0.004621+0.0084756i,0.0075257+0.0061775i
-0.0059197+0.0071158i,-0.026216+0.0073197i,-0.070068-0.0047692i,-0.11411-0.038277i,-0.10855-0.084474i,-0.058596-0.11398i,-0.021482-0.10204i,-0.01447-0.063177i,-0.014201-0.025466i,-0.0091798-0.0040286i,-0.0027312+0.00065407i,-0.000652-0.0014439i,-0.0037679-0.0021929i,-0.0059006-0.00086429i,-0.0057718+0.00011067i,-0.0051736-0.00082703i,-0.004693-0.0014788i,-0.0036593-0.00095234i,-0.0007376-0.00039442i,0.0029207-0.00020529i,0.0048071-9.7736e-05i,0.0024907-6.9182e-05i,-0.0010263+0.00095429i
-0.00071718-0.0085011i,0.00093478-0.02707i,0.013157-0.058633i,0.035454-0.064963i,0.053622-0.013491i,0.052323+0.051243i,0.040883+0.068203i,0.029542+0.050985i,0.019499+0.033015i,0.012549+0.020711i,0.0070233+0.012626i,0.0041149+0.0064435i,0.0045111+0.00092353i,0.0061831-0.0030004i,0.006673-0.0053997i,0.0062981-0.005426i,0.0061931-0.0035496i,0.0044511-0.0024292i,-0.00084657-0.00039327i,-0.0055113+0.0040232i,-0.0075075+0.0081952i,-0.007931+0.0080469i,-0.0056141+0.0050378i
0.002312-0.0008271i,0.018773-0.00068867i,0.045875-0.0011126i,0.055225-0.0091652i,0.023402-0.030947i,-0.015009-0.048695i,-0.030036-0.042712i,-0.030054-0.028243i,-0.02326-0.01638i,-0.013014-0.005995i,-0.0043559-0.002338i,-0.0011921-0.0026225i,-0.00053614-0.0019283i,0.0013735+0.00035398i,0.0030957+0.0034607i,0.0034789+0.0049781i,0.0024171+0.003957i,-9.8641e-05+0.0020147i,-0.0029002-0.00070463i,-0.0049378-0.005507i,-0.0047495-0.010939i,-0.002381-0.012517i,-0.00036764-0.010532i
0.0010322+0.0031268i,0.0031323+0.019746i,0.0054378+0.055331i,0.01343+0.092837i,0.02356+0.10568i,0.021508+0.089462i,0.013575+0.059268i,0.016988+0.03152i,0.019061+0.010514i,0.01251+0.00045441i,0.0076788-0.00091297i,0.0047513-0.0024742i,0.0009375-0.0038126i,-0.0007026-0.0036116i,-0.0010273-0.0034659i,-0.001342-0.0040617i,-0.0003989-0.0049255i,0.0012212-0.0048288i,0.001521-0.0024756i,0.0030859+0.0012999i,0.0061161+0.0048297i,0.0086295+0.006499i,0.0097567+0.005706i
-0.0031507+0.0018309i,-0.020993-0.00018612i,-0.060038-0.0089717i,-0.10132-0.028472i,-0.11041-0.055501i,-0.076551-0.072144i,-0.040746-0.062391i,-0.030772-0.034934i,-0.026912-0.011268i,-0.017274+0.00024322i,-0.0086663+0.002306i,-0.0043336+0.00067884i,-0.0025216-0.0010643i,-0.0018578-0.0019775i,-0.00028822-0.0021255i,0.00074722-0.0024451i,0.00063711-0.0037087i,0.00083736-0.0036646i,0.00079723-0.0014283i,0.00065466+0.00076387i,-0.00055761+0.00098784i,-0.0020245+0.00057143i,-0.0024988+0.00043606i
-0.00054123-0.0022381i,0.0033872-0.019203i,0.020117-0.048835i,0.05023-0.06699i,0.074133-0.040163i,0.072705+0.013299i,0.055485+0.036717i,0.038782+0.026699i,0.023772+0.015316i,0.012198+0.011376i,0.0070591+0.0078165i,0.0051623+0.0031412i,0.0036204-0.00097803i,0.0024899-0.0032842i,0.0019808-0.002545i,0.0015997-0.0015162i,0.0012743-0.00069894i,0.0023092+0.00063498i,0.0021927+0.0022818i,-0.00049636+0.0046769i,-0.0017238+0.0053898i,-0.0015288+0.0038656i,-0.0016407+0.0021546i
0.0086538+1.7237e-05i,0.022702+0.0029141i,0.043728+0.012633i,0.047118+0.022944i,0.012085+0.014826i,-0.03178-0.0069986i,-0.045063-0.013457i,-0.038231-0.0057672i,-0.026963+0.00086246i,-0.01411+0.0032345i,-0.005724+0.0020976i,-0.0020763+0.00061107i,0.00038128+0.0012803i,0.0029196+0.0033841i,0.0046994+0.0054787i,0.0048532+0.0058445i,0.0032407+0.0046173i,0.001274+0.0020664i,-0.0022815-0.0012137i,-0.0061723-0.0040434i,-0.0069881-0.0063156i,-0.0051454-0.0077366i,-0.0029453-0.0066098i
-0.0011015+0.001559i,-0.0016566+0.014581i,-0.0070109+0.039335i,-0.0064307+0.059738i,0.010281+0.056i,0.02446+0.039248i,0.024186+0.022189i,0.023809+0.0060298i,0.022742-0.0038308i,0.016359-0.0049367i,0.010827-0.0028881i,0.0069417-0.0034211i,0.0031497-0.0039827i,0.0012612-0.0033049i,-0.00032423-0.0027018i,-0.0010772-0.0026233i,0.00012269-0.0030654i,0.00056858-0.0032049i,0.001007-0.0036673i,0.0028606-0.0031697i,0.0054743-0.00034357i,0.0071093+0.002675i,0.0069946+0.003855i
-0.00028365-0.0016654i,-0.014283-0.0036243i,-0.045444-0.012781i,-0.077839-0.023062i,-0.08496-0.029906i,-0.065101-0.03255i,-0.041469-0.02429i,-0.031037-0.0068001i,-0.023705+0.0043686i,-0.013641+0.0042935i,-0.006485+0.0023917i,-0.002473+0.0014774i,8.5077e-05-0.00077209i,0.0026114-0.0020737i,0.0043522-0.0022608i,0.005333-0.0018016i,0.0046982-0.0013478i,0.0029335-0.0016915i,0.0021346+0.00034083i,0.0022671+0.003904i,0.00088613+0.0044945i,-0.0013765+0.0031952i,-0.0022937+0.0021718i
-0.0016511-0.0045526i,0.00095473-0.016603i,0.015792-0.042124i,0.041819-0.061871i,0.063758-0.046721i,0.064763-0.0072514i,0.04882+0.012759i,0.031656+0.0043034i,0.016763-0.0037505i,0.0060243-0.0014581i,0.0024565+0.00072982i,0.0033222-0.00074963i,0.002516-0.0015452i,0.00039694-0.00126i,-0.00031539-0.00083053i,-0.0010293-0.0012494i,-0.0013865-0.0020943i,-0.0017073-0.0014316i,-0.0021696+0.00085621i,-0.0014151+0.003547i,2.9568e-06+0.003677i,0.00079744+0.0015679i,0.00019199+0.00063527i
