-0.0022027+0.00011286i,-0.0014401+0.00017063i,-0.00042872-8.9628e-05i,-8.689e-05+0.00010799i,-0.00096487+0.00073874i,-0.00097074+0.00096384i,-0.00048275+0.00048662i,-0.00018627-0.00030533i,-0.0006903+0.00025942i,-0.00029257+0.0011568i,0.00021312+0.00091291i,-0.00019619+0.00058237i,0.00017633+7.8867e-05i,0.0003277-1.0252e-05i,0.00029002+0.00029006i,0.00036703+0.0007242i,0.00023659+0.00073746i,-0.00013555+0.00043061i,-0.00096382+3.0783e-05i,-0.0010011+0.00031073i,-0.00037355+0.00025221i,-1.1582e-05-0.00024774i,-1.968e-05-0.00039109i
-0.45877-0.042191i,-0.42407-0.014666i,-0.22717+0.077037i,-0.093996+0.12502i,-0.068794+0.10765i,-0.037943+0.068327i,0.0045868+0.0012286i,0.0033568-0.05379i,-0.014114-0.060304i,-0.0084604-0.0548i,0.0079102-0.064272i,0.02466-0.087073i,0.042183-0.10826i,0.060454-0.10804i,0.077788-0.085856i,0.08413-0.055045i,0.073417-0.029562i,0.036775-0.020805i,-0.0090869-0.019631i,-0.024664-0.016208i,-0.01721-0.016998i,-0.0088394-0.022907i,-0.0013188-0.02835i
0.24126-0.36746i,0.22468-0.38086i,0.076135-0.30371i,-0.041651-0.24173i,-0.081629-0.20192i,-0.09664-0.13507i,-0.07474-0.042324i,-0.019373+0.016978i,0.01904+0.025438i,0.028693+0.023382i,0.039922+0.037998i,0.061172+0.057142i,0.072522+0.061349i,0.060908+0.050138i,0.034573+0.025962i,0.011188-0.0049936i,0.0013809-0.027552i,0.000349-0.035455i,-0.016312-0.026642i,-0.045942+0.00060943i,-0.052615+0.032373i,-0.038483+0.047134i,-0.026407+0.040417i
0.22871+0.39314i,0.23451+0.41823i,0.1974+0.30783i,0.18471+0.22835i,0.191+0.18978i,0.15706+0.13647i,0.086696+0.093442i,0.037919+0.060843i,0.014216+0.028809i,-0.011628+0.012181i,-0.04577+0.0094908i,-0.078095+0.021274i,-0.086958+0.043367i,-0.071673+0.056723i,-0.053056+0.061922i,-0.042427+0.067486i,-0.037748+0.068318i,-0.017683+0.064705i,0.034256+0.05126i,0.084863+0.021561i,0.095197-0.0042223i,0.072854-0.0089719i,0.046679+8.7094e-05i
-0.39312+0.031315i,-0.41209+0.0063387i,-0.31521-0.023967i,-0.28857-0.046289i,-0.30516-0.026248i,-0.24844-0.0034179i,-0.16527-0.022049i,-0.11316-0.019909i,-0.069836+0.0059754i,-0.032767+0.0076558i,-0.012107-0.0096502i,-0.0061831-0.038365i,-0.01624-0.066496i,-0.024526-0.076764i,-0.012689-0.074943i,0.013024-0.068387i,0.031287-0.058466i,0.014618-0.04346i,-0.031987-0.025019i,-0.064001-0.015204i,-0.062139-0.022214i,-0.044239-0.03445i,-0.026573-0.034215i
0.12742-0.37262i,0.14815-0.3692i,0.15927-0.21993i,0.23094-0.12822i,0.25769-0.14983i,0.17528-0.14165i,0.10292-0.065863i,0.078258-0.031125i,0.046243-0.042735i,0.022168-0.036152i,0.032324-0.020875i,0.062394-0.014749i,0.092367-0.014682i,0.099433-0.014393i,0.075152-0.0059144i,0.03503+0.0009218i,0.0048947-0.00063929i,-0.0017199-0.0091852i,6.5093e-05-0.011368i,-0.0083865+0.0089392i,-0.018074+0.039936i,-0.015148+0.050153i,-0.0085536+0.033006i
0.29106+0.23684i,0.29577+0.24871i,0.14791+0.1841i,-0.018559+0.18317i,-0.056804+0.21805i,-0.003496+0.17044i,0.01355+0.078324i,-0.0034307+0.039064i,0.0024622+0.047407i,0.015077+0.052865i,0.0062602+0.057547i,-0.015804+0.072732i,-0.033919+0.087763i,-0.041087+0.086076i,-0.038582+0.068166i,-0.029821+0.052929i,-0.019985+0.049723i,-0.0029216+0.048555i,0.028757+0.032408i,0.05926+0.0015492i,0.06321-0.021768i,0.038732-0.022484i,0.012439-0.0080049i
-0.33601+0.15921i,-0.35234+0.16035i,-0.22237+0.055162i,-0.10586-0.091198i,-0.078536-0.1658i,-0.080325-0.14423i,-0.067439-0.088694i,-0.050185-0.047252i,-0.041275-0.025316i,-0.035107-0.016997i,-0.027368-0.026697i,-0.030731-0.045758i,-0.043288-0.052737i,-0.045185-0.044008i,-0.035984-0.03384i,-0.024317-0.029306i,-0.01315-0.025706i,-0.015242-0.015274i,-0.034364+0.0016504i,-0.050486+0.0081497i,-0.042953-0.0015765i,-0.019835-0.010454i,-0.0019082-0.010105i
-0.02836-0.33995i,-0.01732-0.35752i,0.033174-0.21096i,0.10061-0.06295i,0.12832-0.0023366i,0.12437+0.016219i,0.12008+0.008381i,0.088272-0.01426i,0.039399-0.02202i,0.014529-0.018902i,0.014281-0.023062i,0.026262-0.036706i,0.037438-0.051099i,0.039978-0.054885i,0.042637-0.044755i,0.040674-0.028762i,0.028041-0.019905i,0.015396-0.02521i,0.0075206-0.032281i,-0.0015111-0.019611i,-0.011357+0.0028563i,-0.010041+0.007i,-0.0032632-0.006026i
0.30446+0.086926i,0.30276+0.094892i,0.13401+0.096271i,-0.016637+0.13351i,-0.034896+0.14328i,-0.025993+0.091623i,-0.051917+0.059942i,-0.038464+0.062513i,0.012946+0.04218i,0.035327+0.013734i,0.033831+0.018312i,0.038033+0.045234i,0.045068+0.065576i,0.039255+0.071647i,0.017272+0.066149i,-0.003233+0.055419i,-0.007644+0.044417i,0.0032246+0.035634i,0.023315+0.027157i,0.04377+0.012075i,0.050065+0.00045738i,0.033934+0.0041913i,0.012593+0.012963i
-0.17181+0.25739i,-0.16517+0.25926i,-0.084622+0.078501i,-0.064346-0.12492i,-0.11893-0.16373i,-0.13202-0.08324i,-0.085949-0.019439i,-0.056094+0.004535i,-0.056297+0.026275i,-0.055205+0.038007i,-0.061173+0.026783i,-0.079638+0.016003i,-0.088063+0.013421i,-0.077143+0.006666i,-0.053578-0.004548i,-0.025857-0.015265i,-0.0059505-0.023539i,-0.0084101-0.023557i,-0.028823-0.013557i,-0.045563-0.0062061i,-0.042805-0.0086478i,-0.022585-0.010697i,-0.0036861-0.006797i
-0.17741-0.23632i,-0.20585-0.21501i,-0.10116-0.033331i,0.07081+0.1301i,0.18242+0.1399i,0.18742+0.05529i,0.11807-0.01876i,0.048194-0.044633i,0.020241-0.043297i,0.017992-0.040587i,0.023847-0.04489i,0.027897-0.05936i,0.023204-0.071659i,0.017361-0.068991i,0.013823-0.054505i,0.0097054-0.034706i,0.0061931-0.016296i,0.0047737-0.0054238i,0.0034069-0.0026087i,-0.00019527+0.0077704i,-0.0047418+0.023493i,-0.0074519+0.019508i,-0.0082182+0.0019722i
0.28714-0.083318i,0.29611-0.13417i,0.11328-0.14502i,-0.099444-0.11898i,-0.20477-0.073861i,-0.20906-0.006099i,-0.13331+0.050934i,-0.049103+0.054842i,-0.016935+0.030271i,-0.0077603+0.018983i,0.011208+0.025176i,0.037451+0.033095i,0.055896+0.028579i,0.056228+0.020653i,0.040704+0.024234i,0.020376+0.030998i,0.0060472+0.027737i,0.006107+0.016207i,0.020722+0.0040873i,0.035189-0.010504i,0.037241-0.0212i,0.028499-0.014522i,0.017785-0.00096821i
-0.013067+0.28944i,0.036479+0.33188i,0.096944+0.21752i,0.13779+0.096035i,0.16828+0.044252i,0.17181-0.0081436i,0.11885-0.055307i,0.056164-0.050313i,0.026946-0.013255i,0.017331+0.015721i,-0.0013272+0.026812i,-0.029569+0.038609i,-0.042201+0.056892i,-0.03922+0.060507i,-0.032566+0.037957i,-0.024964+0.007577i,-0.017707-0.0017075i,-0.018137+0.008727i,-0.02913+0.019469i,-0.037452+0.022668i,-0.033204+0.016727i,-0.023052+0.0079352i,-0.013126+0.005012i
-0.27114-0.10834i,-0.33265-0.08289i,-0.23344-0.015987i,-0.11924-0.0051584i,-0.099939-0.02927i,-0.10028-0.01864i,-0.071414+0.006445i,-0.040685+0.013076i,-0.029928-0.0027699i,-0.032801-0.0211i,-0.026871-0.036523i,-0.020829-0.059585i,-0.029989-0.07535i,-0.033827-0.070514i,-0.019966-0.049374i,-0.0013385-0.023813i,0.0086306-0.0096264i,0.013433-0.0078975i,0.021953-0.0070854i,0.026752-0.0036461i,0.018288-0.0016498i,0.0034172-0.0040227i,-0.0076081-0.0077003i
0.19155-0.23037i,0.1859-0.30631i,0.083035-0.23237i,0.015014-0.088036i,0.014971+0.0079702i,0.026684+0.051339i,0.044433+0.058533i,0.048492+0.03432i,0.037599+0.019387i,0.035139+0.018126i,0.039087+0.015631i,0.053246+0.012775i,0.06823+0.0037992i,0.065889-0.0032954i,0.045407+0.00061744i,0.017387+0.0081515i,-0.0045836+0.010833i,-0.01445+0.0085656i,-0.01365+0.00064655i,-0.0080186-0.0068689i,0.0011878-0.0056959i,0.012691+0.0011003i,0.017357+0.0035571i
0.1479+0.26967i,0.23363+0.30161i,0.21849+0.17855i,0.13709+0.038698i,0.083146-0.052269i,0.03094-0.11915i,-0.049234-0.11019i,-0.07689-0.044577i,-0.043399-0.0096923i,-0.016577-0.0073312i,-0.01366+0.0015634i,-0.019012+0.024525i,-0.01627+0.048166i,-0.0098013+0.053213i,-0.010864+0.037139i,-0.009535+0.013278i,0.0020779-0.0035814i,0.010885-0.0065564i,0.0056722+0.0014428i,-0.0040555+0.0071865i,-0.0068821+0.0040394i,-0.0059065+0.00088389i,-0.0049753+0.0019568i
-0.31227+0.049671i,-0.39386+0.1194i,-0.30506+0.14842i,-0.1856+0.12542i,-0.12309+0.13439i,-0.050634+0.16144i,0.021205+0.11254i,0.031345+0.041543i,0.003156+0.01959i,-0.016958+0.019871i,-0.021555+0.0099234i,-0.027584-0.01288i,-0.044776-0.029312i,-0.05257-0.02956i,-0.036835-0.023966i,-0.014822-0.015886i,-0.0067303-0.0061594i,-0.0082162-0.0021243i,-0.003824-0.0052224i,0.0041439-0.0061215i,0.0022375-0.0047073i,-0.0058807-0.0066126i,-0.0089733-0.0082567i
0.067399-0.31052i,0.048917-0.41539i,0.026005-0.3359i,0.062907-0.21005i,0.089523-0.18565i,0.043369-0.18394i,0.0015562-0.13075i,-0.0013802-0.076011i,0.0075238-0.048449i,0.017928-0.043349i,0.021417-0.040309i,0.027468-0.03194i,0.040537-0.035747i,0.043363-0.039204i,0.03224-0.02452i,0.01622-0.0023705i,0.0092694+0.0074848i,0.0083843+0.0032752i,0.001097-0.00089526i,-0.0052399-0.00073382i,0.0013695+0.00033136i,0.013418-0.0011047i,0.015534-0.0055788i
0.26949+0.18299i,0.3699+0.21128i,0.26851+0.15935i,0.076036+0.14701i,-0.0033188+0.17512i,0.0042198+0.1503i,-0.0005303+0.11226i,0.00371+0.089024i,0.010899+0.059932i,0.0074407+0.043883i,0.012645+0.03798i,0.017162+0.03801i,0.018961+0.048111i,0.01827+0.049822i,0.010786+0.037692i,0.0046414+0.016448i,-7.3445e-06-0.0016334i,-0.0055536-0.0041572i,-0.0088711+0.00087389i,-0.011302+0.0053173i,-0.012581+0.0093641i,-0.0091689+0.013892i,-0.0033404+0.01598i
-0.27063+0.1908i,-0.32875+0.28339i,-0.2087+0.20792i,-0.077164+0.018844i,-0.042998-0.06493i,0.00067509-0.04198i,0.042151-0.053505i,0.013601-0.058952i,-0.012296-0.019956i,-0.0084796+0.0054902i,-0.014602+0.0081073i,-0.031588+0.0037723i,-0.047513-0.00024106i,-0.0487-0.00019503i,-0.032602-0.00089144i,-0.013388+0.0024095i,-0.00045041+0.012465i,0.0098481+0.018862i,0.018176+0.016191i,0.023894+0.0069113i,0.021755-0.0048159i,0.0094787-0.013746i,-4.8865e-05-0.01396i
-0.071997-0.3367i,-0.14542-0.44102i,-0.14969-0.29424i,-0.053024-0.07261i,-0.0024923-0.012106i,-0.061072-0.0070154i,-0.082906+0.046064i,-0.037879+0.054644i,-0.017271+0.010996i,-0.025772-0.017363i,-0.022072-0.023979i,-0.004966-0.028222i,0.0086807-0.036452i,0.014051-0.039409i,0.014123-0.02992i,0.0075515-0.016855i,-0.0047404-0.010696i,-0.016483-0.01056i,-0.022734-0.0077692i,-0.023628+0.00073023i,-0.018639+0.0070173i,-0.0084503+0.0076668i,-0.0027141+0.0050109i
0.34096+0.063252i,0.47992+0.036527i,0.3578-0.026845i,0.1183-0.023566i,0.044676+0.02712i,0.085392+0.015747i,0.075108-0.025332i,0.036864-0.025962i,0.023115-0.0030734i,0.03183+0.014768i,0.042055+0.015062i,0.040765+0.0088302i,0.038006+0.012878i,0.034705+0.018052i,0.022416+0.014874i,0.0059371+0.0079824i,0.00098819+0.0060875i,0.0051627+0.0078068i,0.0062781+0.0067509i,0.005466+0.0061011i,0.0050591+0.010158i,0.0043843+0.015244i,0.0050464+0.0136i
-0.19719+0.28971i,-0.23635+0.43552i,-0.13282+0.35683i,-0.039799+0.12867i,-0.063+0.0083278i,-0.091148+0.0087312i,-0.076682+0.0035924i,-0.054287-0.0067316i,-0.031844-0.0053739i,-0.028159-0.0029712i,-0.033398+0.01212i,-0.031185+0.029766i,-0.030636+0.034175i,-0.029414+0.027243i,-0.022468+0.01473i,-0.010518+0.0049994i,-0.00088542-0.0016194i,0.0019736-0.0053497i,0.007665-0.0080533i,0.013397-0.016333i,0.0083439-0.026449i,-0.0027273-0.026911i,-0.0087612-0.016179i
-0.19782-0.29744i,-0.32095-0.39051i,-0.28812-0.26533i,-0.10312-0.084472i,0.027473-0.045461i,0.039025-0.042845i,0.049179-0.001009i,0.05944+0.0038971i,0.031291-0.0063175i,0.010315-0.0043841i,0.0032751-0.018638i,-0.0067117-0.037595i,-0.012546-0.046004i,-0.012344-0.044448i,-0.007529-0.031614i,-0.0031948-0.014633i,-0.0035276-0.0014821i,-0.0047416+0.0065944i,-0.0084918+0.010436i,-0.011996+0.013786i,-0.0072006+0.016728i,0.00259+0.013068i,0.0068044+0.0052401i
0.35535-0.060081i,0.50132-0.13916i,0.36297-0.17934i,0.088684-0.096083i,-0.010591+0.015342i,0.0091152+0.0051707i,-0.024819-0.038326i,-0.046137-0.01069i,-0.0094373+0.010949i,0.020509-0.0025957i,0.03031-0.0069504i,0.036735-0.00052792i,0.040029+0.0049894i,0.036902+0.0073509i,0.02648+0.0094793i,0.016079+0.0086472i,0.011028-0.00088519i,0.0061957-0.013458i,-0.0021297-0.017508i,-0.0086521-0.012041i,-0.0093381-0.0027611i,-0.0067743+0.004025i,-0.0047023+0.0032638i
-0.087446+0.35373i,-0.077042+0.53385i,0.035775+0.45229i,0.11581+0.17228i,0.060533+0.0056002i,0.013462+0.029507i,0.035298+0.058219i,0.026417+0.030166i,-0.0094821+0.015089i,-0.024518+0.026891i,-0.020524+0.035024i,-0.011355+0.032047i,-0.0079166+0.027505i,-0.0094592+0.0254i,-0.010107+0.018235i,-0.0096986+0.0085358i,-0.007023+0.0098199i,-0.00082107+0.017944i,0.0069071+0.016685i,0.012145+0.0048299i,0.012174-0.008993i,0.0076419-0.015687i,0.0039522-0.01186i
-0.28223-0.23191i,-0.47037-0.31982i,-0.48624-0.19757i,-0.30293+0.007369i,-0.11704+0.053811i,-0.055395-0.0039727i,-0.0458-0.029393i,-0.025214-0.021042i,-0.0062405-0.011275i,-0.00032641-0.016662i,-0.0095654-0.026388i,-0.023741-0.025983i,-0.029244-0.021613i,-0.024577-0.017709i,-0.013178-0.013788i,-0.0028216-0.0082991i,0.0013777-0.0062163i,-0.0020265-0.0068324i,-0.0068875-0.0025294i,-0.0069393+0.004123i,-0.0033989+0.0054968i,0.00079898+0.0007796i,0.001155-0.0035535i
0.32832-0.15854i,0.50269-0.28133i,0.44317-0.33484i,0.22858-0.25399i,0.11046-0.11558i,0.074862-0.036819i,0.027486+0.00098394i,0.002494+0.020064i,-0.003142+0.0088565i,-0.0077022+0.0015037i,0.0058525+0.0021768i,0.024784-0.0056255i,0.031907-0.013853i,0.02974-0.014981i,0.022269-0.0092045i,0.012688-0.0027384i,0.0018677-0.00060035i,-0.007463+0.0011479i,-0.012714+0.0039715i,-0.013925+0.0098025i,-0.011113+0.01819i,-0.0060909+0.021981i,-0.0016911+0.016483i
0.0038261+0.35601i,0.031388+0.5776i,0.079268+0.54211i,0.056872+0.29569i,-0.035497+0.12706i,-0.048366+0.07543i,0.0040033+0.017167i,0.010683-0.018287i,0.0027745+0.00068274i,0.0099404+0.014232i,0.0043836+0.015635i,-0.0070553+0.024054i,-0.0096037+0.030037i,-0.0070781+0.027773i,-0.0054237+0.02058i,-0.0042946+0.013687i,0.0018074+0.010485i,0.014234+0.0069114i,0.0246+0.00069748i,0.026443-0.0099129i,0.020884-0.022377i,0.013418-0.026165i,0.0088157-0.017627i
-0.32606-0.14887i,-0.53586-0.2185i,-0.52441-0.15408i,-0.27095-0.035829i,-0.043958-0.025897i,-0.0086964-0.043226i,-0.035911-0.00068053i,-0.016639+0.016867i,-0.0014573-0.0046602i,-0.011189-0.013095i,-0.017422-0.011379i,-0.015618-0.010781i,-0.012527-0.0122i,-0.011146-0.016134i,-0.010598-0.017181i,-0.0094829-0.015772i,-0.011471-0.011637i,-0.01702-0.0027184i,-0.018932+0.0055642i,-0.017729+0.011107i,-0.015536+0.016072i,-0.010141+0.016401i,-0.0061396+0.012702i
0.27108-0.22511i,0.43722-0.39362i,0.38177-0.43942i,0.14135-0.30714i,-0.0073267-0.12499i,0.0025741-0.042634i,0.029069-0.040746i,0.014044-0.025412i,0.0020662+0.0014594i,0.01275+0.0093309i,0.022172+0.0010565i,0.019334-0.0087687i,0.014525-0.011988i,0.012528-0.0098147i,0.010593-0.0061126i,0.0081301-0.0017855i,0.0097493-0.0016794i,0.0091166-0.0075638i,0.0012214-0.010204i,-0.0017461-0.0050011i,0.0029713+0.0037354i,0.0055626+0.0091312i,0.0044367+0.0075556i
0.085029+0.33224i,0.14643+0.56504i,0.19977+0.58867i,0.20805+0.38294i,0.14136+0.18078i,0.060605+0.091761i,0.014633+0.046484i,0.00023221+0.011348i,0.0033587-0.0062535i,0.0021239-0.0083845i,0.00064011+0.0021594i,0.0066056+0.01316i,0.011645+0.017502i,0.011559+0.017262i,0.0064428+0.014781i,0.0013571+0.012349i,0.00049294+0.0092303i,0.0023186+0.0067059i,0.0059377+0.0019722i,0.005382-0.0079832i,-0.00040673-0.019175i,-0.0040925-0.023857i,-0.0017843-0.017201i
-0.32603-0.068824i,-0.56092-0.13394i,-0.60367-0.14548i,-0.42572-0.11263i,-0.22763-0.10155i,-0.1178-0.076824i,-0.048329-0.019423i,-0.009917+0.0098628i,-0.01175+0.014069i,-0.014442+0.019094i,-0.0095903+0.013279i,-0.011139+0.00028777i,-0.018463-0.0058086i,-0.02315-0.0056474i,-0.019318-0.0036262i,-0.013088-0.0034782i,-0.0097661-0.0033151i,-0.0061491+0.00077567i,-0.0047353+0.0067275i,-0.0046521+0.010897i,-0.00090301+0.013694i,0.0023747+0.013063i,0.00073244+0.0082808i
0.19681-0.25089i,0.36157-0.4082i,0.39493-0.40638i,0.27646-0.21417i,0.17175-0.016756i,0.10633+0.025361i,0.028766-0.0077469i,-0.009179-0.005674i,0.00068958+0.00030971i,0.0045936-0.012707i,0.00022553-0.017031i,0.0039288-0.010945i,0.010978-0.0064736i,0.015506-0.0062987i,0.016986-0.0065269i,0.017057-0.0058281i,0.011698-0.0073815i,-0.00060602-0.010997i,-0.0096662-0.010567i,-0.0091938-0.0065501i,-0.0062787-0.0029236i,-0.005133+0.00058575i,-0.0046181+0.00081308i
0.13347+0.27478i,0.20051+0.48744i,0.19071+0.49635i,0.098618+0.26007i,-0.0070925+0.044387i,-0.036403+0.0024683i,-0.0034381+0.021979i,0.0045429+0.014165i,-0.010355+0.0071606i,-0.010374+0.012431i,-0.0033083+0.011888i,-0.00065943+0.0059398i,-0.0012307+0.0032183i,-0.0021128+0.0059353i,-0.0022542+0.0092501i,-0.0032428+0.011418i,0.00028262+0.015419i,0.010533+0.016383i,0.018834+0.012628i,0.018453+0.0081353i,0.013203+0.0009415i,0.0085536-0.0071456i,0.0063954-0.0099715i
-0.28809-0.0051867i,-0.50861-0.045827i,-0.54704-0.046433i,-0.35256+0.025396i,-0.13718+0.066678i,-0.044381+0.037479i,-0.023111+0.0041549i,-0.0068395-0.00069763i,0.0078964+0.0018768i,0.010384-0.0023037i,0.003085-0.004777i,-0.0039492-0.0016405i,-0.0051475+0.0010135i,-0.0048922-4.7321e-05i,-0.0077472-0.0043233i,-0.01007-0.0071568i,-0.01022-0.0057608i,-0.011649-0.0013599i,-0.011862+0.0026645i,-0.0091896+0.0033174i,-0.0058855+0.0033616i,-0.0022299+0.004343i,-0.0007645+0.0050023i
0.1302-0.24421i,0.27394-0.41617i,0.33535-0.45127i,0.24903-0.3356i,0.13598-0.19342i,0.070647-0.093954i,0.025802-0.036744i,0.00026032-0.013491i,-0.0074604-0.0093744i,-0.0091297-0.0053386i,-0.0040454-0.0025231i,0.0021732-0.0046094i,0.0043309-0.0091222i,0.0050163-0.01302i,0.005895-0.011942i,0.0068575-0.0075408i,0.0053638-0.0052804i,0.00029714-0.0037247i,-0.0035894-0.0030038i,-0.005213-0.00091755i,-0.0041287+0.0046848i,-0.0016879+0.009606i,-0.00066702+0.0086496i
0.14862+0.20874i,0.21193+0.40901i,0.17267+0.48419i,0.054652+0.36961i,-0.040684+0.21957i,-0.048003+0.11442i,-0.0071467+0.037291i,0.0096828+0.0056017i,0.0089947+0.0093834i,0.013755+0.010741i,0.014592+0.0079029i,0.0097492+0.0097127i,0.005756+0.012995i,0.0054331+0.014212i,0.0034556+0.014667i,-9.0392e-05+0.014378i,0.00088083+0.010392i,0.0060924+0.0026174i,0.010467-0.0019603i,0.013082-0.003597i,0.012726-0.0090623i,0.009755-0.014126i,0.0083553-0.012514i
-0.23892+0.036191i,-0.42495+0.0033164i,-0.44107-0.066657i,-0.2409-0.11402i,-0.039602-0.11839i,0.011875-0.079264i,-0.011405-0.01821i,-0.015337+0.0046694i,-0.012269-0.0034859i,-0.017067-0.004094i,-0.015427+0.0016014i,-0.009036+0.0015231i,-0.0070022-0.0035538i,-0.0094437-0.0070716i,-0.010312-0.0069966i,-0.0083728-0.0075997i,-0.0077412-0.0047931i,-0.0076172+0.0018663i,-0.0099203+0.0056834i,-0.014194+0.0059837i,-0.013895+0.0069371i,-0.0087017+0.008044i,-0.0037429+0.0072722i
0.069812-0.2078i,0.17827-0.34853i,0.22198-0.34101i,0.12296-0.17701i,0.0064313-0.027101i,-0.019969+0.012385i,-0.0082923-0.0025586i,-0.0090232-0.0015886i,-0.0067709+0.0093125i,0.0019218+0.0075235i,0.0063887-0.0011928i,0.0074472-0.004421i,0.0075987-0.0032043i,0.0069244-0.0024379i,0.0082075-0.0019921i,0.010046-0.00053692i,0.0067807-0.0014865i,-0.0011736-0.0063427i,-0.0061134-0.0094931i,-0.0042298-0.0069763i,0.00039619-0.0013823i,0.0019113+0.0025447i,-0.00022389+0.0030758i
0.14606+0.14676i,0.22028+0.2975i,0.20983+0.3522i,0.15211+0.23761i,0.098998+0.092053i,0.050714+0.026172i,0.016967+0.0040238i,0.0050378-0.0088619i,0.0022513-0.012019i,-0.0010213-0.0093005i,-0.001967-0.0045672i,-0.00047095-0.0003862i,0.0024958+0.0027873i,0.0053579+0.0052322i,0.0035672+0.0054658i,-0.00024947+0.0054186i,0.0014807+0.0034346i,0.0067594+0.00062072i,0.009429-2.3284e-05i,0.0083117-0.0015884i,0.0049692-0.0061925i,0.001541-0.010556i,0.00097294-0.010293i
-0.17611+0.058238i,-0.33991+0.040816i,-0.39575-0.019478i,-0.2971-0.05906i,-0.1677-0.062661i,-0.0735-0.040572i,-0.013558-0.0035181i,0.0065427+0.012894i,0.005497+0.010107i,0.0044723+0.0071741i,0.0017183+0.0027311i,-0.0056174-0.003861i,-0.011842-0.0040017i,-0.011635+0.00024103i,-0.0070729-0.00085095i,-0.0035119-0.0034893i,-0.0015619-0.0012617i,0.000652+0.0026263i,0.00043652+0.0050853i,-0.0028203+0.0082097i,-0.0028482+0.010291i,6.55e-05+0.0090301i,0.0004154+0.0066161i
0.027182-0.16705i,0.11476-0.28422i,0.20541-0.2765i,0.2095-0.13626i,0.14884-0.0056287i,0.073477+0.026153i,0.01378+0.0065317i,-0.00080857+0.0022841i,0.0086456+0.0070901i,0.011337+0.0017039i,0.0086443-0.0062468i,0.0075544-0.01051i,0.0071215-0.012267i,0.0050611-0.012141i,0.0035663-0.0069228i,0.0040988-0.00040618i,0.00091114+0.0017549i,-0.0062192+0.0020699i,-0.0094909+0.0010146i,-0.0071781-0.0027074i,-0.004103-0.0040053i,-0.0031557-0.00065468i,-0.0038417+0.0012805i
0.12486+0.090751i,0.17863+0.20795i,0.12743+0.25116i,0.012069+0.14837i,-0.053326+0.024288i,-0.040946-0.01432i,-0.0088454-0.002357i,-0.0053906+0.0064418i,-0.014613+0.010766i,-0.012513+0.016507i,-0.003054+0.018731i,0.0029175+0.017877i,0.0042262+0.014456i,0.0039547+0.0096797i,0.00047472+0.0066243i,-0.0045914+0.0044826i,-0.0039585+0.00014856i,0.0026067-0.0049089i,0.0074617-0.0046614i,0.0090111-0.0013531i,0.0072761-0.0015706i,0.0044182-0.0047395i,0.0039501-0.0065185i
-0.12326+0.067051i,-0.23655+0.068139i,-0.25569+0.02878i,-0.14101+0.015039i,-0.026515+0.032154i,0.00278+0.027008i,-0.0061692+0.0068694i,-0.0075897-0.0026271i,-0.005367-0.0057008i,-0.0078522-0.0074851i,-0.013094-0.0045376i,-0.013985-5.4377e-05i,-0.010392+0.0011964i,-0.0067634+0.0016174i,-0.0030442+0.00028809i,0.0012165-0.00244i,0.0043361-4.3652e-05i,0.0041484+0.0060217i,0.0011852+0.0090021i,0.0001134+0.0082018i,0.0010172+0.0067744i,0.0023107+0.0056569i,0.00327+0.0047362i
-0.0019802-0.12276i,0.049668-0.22358i,0.10379-0.24157i,0.089877-0.1698i,0.042615-0.095886i,0.013543-0.044829i,-0.0058312-0.015767i,-0.015251-0.0082272i,-0.012771-0.0061317i,-0.007919-0.003624i,-0.0028415-0.0040538i,0.0023337-0.0066158i,0.0029593-0.0091461i,-0.00054997-0.0080871i,-0.0016991-0.0021018i,-0.00053577+0.0034082i,-0.0036503+0.0047993i,-0.0088096+0.0045931i,-0.011331+0.0027603i,-0.012795+0.00031858i,-0.011626+8.7128e-06i,-0.0072843+0.0011732i,-0.0042879+0.0020511i
0.10147+0.047071i,0.15255+0.13231i,0.12751+0.20009i,0.047065+0.17862i,-0.013999+0.10615i,-0.021115+0.037767i,0.0029809-0.0054747i,0.011639-0.014119i,0.0065016-0.0065919i,0.0065418-0.0020659i,0.0098733-0.00067433i,0.01099+0.0017362i,0.011272+0.003554i,0.011181+0.00056188i,0.0065316-0.0021098i,-7.1961e-07-0.0011241i,-0.0014061-0.0041825i,0.0012175-0.011082i,0.0040538-0.012821i,0.0065585-0.0096664i,0.0076489-0.0084933i,0.0053962-0.009236i,0.0029736-0.0078903i
-0.074231+0.059087i,-0.16228+0.061437i,-0.18836+0.0018923i,-0.10596-0.062374i,-0.0090909-0.068776i,0.025334-0.028114i,0.017502+0.010481i,0.011333+0.012799i,0.010433-0.00028485i,0.0057452-0.0041232i,1.2298e-05-0.0021653i,-0.0049834-0.00086751i,-0.0072719+0.0022796i,-0.0048716+0.005287i,-0.0013134+0.0029693i,0.0011364-0.0010093i,0.0049417-0.0013378i,0.0095774+0.0026326i,0.0093108+0.0053834i,0.0047791+0.0046222i,0.0019021+0.0047608i,0.0023494+0.0042107i,0.0025948+0.0024309i
