-0.0022027+0.00011286i,-0.0014401+0.00017063i,-0.00042872-8.9628e-05i,-8.689e-05+0.00010799i,-0.00096487+0.00073874i,-0.00097074+0.00096384i,-0.00048275+0.00048662i,-0.00018627-0.00030533i,-0.0006903+0.00025942i,-0.00029257+0.0011568i,0.00021312+0.00091291i,-0.00019619+0.00058237i,0.00017633+7.8867e-05i,0.0003277-1.0252e-05i,0.00029002+0.00029006i,0.00036703+0.0007242i,0.00023659+0.00073746i,-0.00013555+0.00043061i,-0.00096382+3.0783e-05i,-0.0010011+0.00031073i,-0.00037355+0.00025221i,-1.1582e-05-0.00024774i,-1.968e-05-0.00039109i
0.00064032-0.0013086i,0.0010589-0.0015535i,0.001624-0.0015899i,0.00062475-0.0017506i,-0.00051713-0.0016989i,-0.00082227-0.00071944i,-0.0010043-0.00075091i,-0.00094824-0.0014433i,1.5349e-05-0.0014795i,0.00029316-0.0010707i,-5.262e-05-0.000285i,0.0011301+0.00018728i,0.0016932-7.0154e-05i,0.0010849-0.00023392i,0.00039673+0.0001428i,0.00019739+0.00049299i,0.00030387+0.00046726i,0.00014908+0.00089664i,0.00026975+0.00062069i,0.00021875-0.00016016i,-4.7901e-05-0.00018443i,-0.00029733+7.2125e-05i,-0.00098887+0.00017974i
-0.00077396-0.00080838i,-0.00072938-0.0011279i,-0.0013485-0.00099564i,-0.0011619-0.00067819i,-0.00066741-0.00013953i,-0.00029475+0.00044018i,-0.00032508+0.00040909i,-0.00057256-0.00064372i,-0.00051296-0.00063037i,-8.5168e-05-0.00011715i,-0.0003967-0.00048899i,-0.00031117-0.00024089i,0.00086327+0.00034746i,0.000804+0.00029269i,0.0004012+0.0003195i,0.00050183+3.8191e-05i,0.0008614-0.00064656i,0.00066374-0.0012077i,-0.00028425-0.00062694i,-8.8367e-05-8.7774e-05i,-0.00026114-5.7115e-05i,-0.0011116+0.00038169i,-0.00087696+0.00076075i
-0.00015194+0.0015553i,5.0011e-05+0.0014488i,0.0006228+0.0012642i,0.0012209+0.0011635i,0.0016886+5.1217e-05i,0.0017022-0.00070411i,0.00077531-0.00074834i,-0.00059715-0.0012408i,-0.00093515-0.00095304i,-0.00026546+0.00016488i,0.00033465+0.00057929i,0.00017643+0.00020413i,-0.00061527-0.00059521i,-0.00071819-0.00041861i,-0.00072871+2.0454e-05i,-0.00070603-0.00019615i,0.00022869-0.00056833i,0.00085994-0.00086233i,0.000803-0.00031925i,0.00021224+0.00035965i,-0.00058107+0.00077684i,-0.00012047+0.00039125i,0.00086291-0.0001049i
-0.0012727+0.0010268i,-0.0013273+0.0013723i,-0.0013822+0.0015961i,-0.0012498+0.0015794i,-6.9918e-05+0.0015325i,0.0012876+0.001419i,0.00074105+0.0015431i,-0.00057667+0.0011043i,-0.00036838+0.0004029i,0.00053688-0.00019205i,0.00096131-0.00029463i,0.00024368+0.00034822i,-0.00029747+0.00053727i,-8.5766e-05+0.00063095i,-0.00026372+9.5655e-05i,-0.00082725-0.00054213i,-0.0006414-0.00093215i,0.00012216-0.00030376i,0.00029457-4.7845e-05i,4.4836e-05-0.00020836i,-0.00040737+6.9942e-06i,9.8158e-05-0.00055647i,0.0010719-0.00087788i
0.0010162+0.00090929i,0.0015761+0.00031907i,0.001654-0.00032048i,0.0013789-0.0021354i,0.0013233-0.0023489i,0.00010952-0.00097677i,-0.00083628-0.0001793i,-0.00021517+0.00011744i,0.00016885+0.00053343i,0.00064938+0.00076849i,0.00079704+0.00028822i,0.0005559+0.00071455i,2.1268e-06+0.0011564i,-0.00027734+0.0010748i,0.00010367+0.0008026i,4.9259e-05+0.00058699i,-0.00026517+0.00044723i,-0.00043821-0.00015458i,-0.00037722-0.00061941i,-0.00014368-0.00026364i,0.00038386-0.00014777i,0.0011023+0.00016986i,0.00031304-2.0331e-05i
-0.00025867-6.0944e-06i,-0.00045424+0.00038537i,-0.00042161+9.3549e-05i,-0.00041902-0.00034366i,0.00043896+9.6323e-05i,0.0011869+0.00047243i,0.00065347-0.00011875i,-0.0003705-0.00089161i,-0.00020926-0.0010724i,6.843e-05-0.0011081i,-0.00011227-0.00074662i,0.0004223+0.0003907i,0.00044652+0.0012199i,0.00080692+0.00093149i,0.00094505+5.6642e-05i,-9.1462e-05-0.00053034i,-0.00019726-0.00026029i,0.00028365-5.2587e-05i,0.0012556-0.0011752i,0.0012064-0.0011956i,0.00035275-0.00059558i,0.0010306-4.42e-05i,0.00090809+0.00039622i
-0.00013689+0.00050521i,-0.00030147+0.00030556i,-0.00047406+0.00010962i,-0.00089093-3.0771e-05i,-0.00067079-0.00016279i,0.00017568-0.00079018i,-0.00025506-0.0013182i,-0.00011689-0.00082943i,0.00068943-0.00022272i,0.00038086-0.00039789i,0.00026506-0.00065483i,0.00012732-1.0225e-05i,-7.8879e-05+0.00097511i,-8.4986e-06+0.0012431i,0.00019809+0.00086862i,0.00015018+0.00077685i,-0.00033327+0.00017436i,-0.00015449-0.00072361i,0.00067108-0.00034988i,1.4805e-05+0.00033702i,-0.0010578+0.00019599i,-0.00078074+0.00043418i,0.0003493+0.00071325i
-0.0010662-0.00015403i,-0.00039844-5.8321e-05i,-0.00012793+0.00048095i,0.00039796+0.00085735i,0.0010696+0.00095855i,0.0012597+0.0005218i,0.00063575-0.00049677i,-0.00010624-0.0013522i,-0.00095496-0.0010142i,-0.0011834-2.8702e-05i,-0.00063416+0.00038563i,-3.3278e-05-5.7525e-05i,0.00052558-0.00028459i,9.8552e-05-0.0006265i,9.3413e-05-0.0010745i,4.7984e-05-0.00042551i,-0.00095273+0.00076267i,-0.0009655+0.00078852i,-0.00062371+0.00018657i,-0.00073207+0.0003105i,-0.00057811+0.00074599i,-0.00016712+0.00064673i,7.0046e-05+0.00027523i
0.00040343-0.00040159i,0.00031811-0.00051787i,-0.00016639-0.0014963i,-3.5923e-05-0.0013643i,0.0002418-0.00052531i,0.00069952-0.00014493i,0.00010326+6.9403e-06i,-0.00066608-0.00020133i,-0.0012281-0.00023225i,-0.00129-0.00011963i,-2.5749e-05+0.00048623i,0.0006098+0.00085975i,0.00091758+0.00095413i,0.00046993+0.0017095i,-0.00071729+0.001434i,-0.00061354+0.00050207i,0.00026002+0.00019942i,0.00065404-6.881e-05i,5.8313e-06-0.00042797i,-0.00024168+0.00033645i,7.2142e-05+0.00085564i,0.00044449-0.0003081i,0.00099598-0.00085529i
-0.00015615+0.00078946i,-0.001202+0.00069668i,-0.0013167+0.0010668i,-0.0014064+0.0010739i,-0.0017727+0.0012486i,-0.0016022+0.0014114i,-0.00055645+0.00079995i,0.00020585+0.00050906i,-0.0001277+0.00017185i,-0.00011285-0.0002022i,0.0005229-3.0049e-05i,0.00086708+0.00030683i,0.00057872+0.00076861i,3.6603e-05+0.00055006i,-0.00015565+0.00087014i,-0.00049436+0.00079007i,-0.00025445-0.00013189i,0.00028762+1.7492e-05i,9.325e-05+0.00022787i,0.00038907+0.00016132i,0.00067762-4.6933e-05i,-6.6031e-06+5.2404e-05i,-0.00013485+0.00011559i
-0.00083268+0.0012178i,7.1981e-05+0.0016372i,0.00069554+0.0011497i,0.00072744+0.00059311i,0.001494+0.00020981i,0.0026783-0.00037072i,0.002114-8.6758e-06i,0.0011435-1.4087e-06i,0.00066972-0.00070003i,0.00019643-0.0011253i,-0.00032613-0.0012145i,-0.00067871-0.00048307i,-0.00039969+0.00028166i,-0.00044603+0.00038688i,-0.00070791-0.00032925i,-0.00028798-0.00038727i,-0.00015343+0.00020558i,0.00015332-0.00035859i,4.6526e-05-0.00092273i,-0.00026793-0.00097725i,-0.0001193-0.0003068i,-0.00019245+0.00037817i,-0.00034276+0.00035664i
0.0011115+0.0011337i,0.00095459-0.00029845i,0.0016185-0.0010853i,0.0017154-0.00074323i,0.00067789-0.00067324i,-0.00020177-0.00022953i,-0.00030866+0.00064845i,0.00024385+0.00026662i,0.0011425-0.0011571i,0.0010341-0.0016867i,0.00042578-0.0015091i,0.00052873-0.0012327i,0.00050222-0.00037357i,0.00036376+0.00068136i,0.00041034+0.00096471i,0.00048521+0.00058283i,0.00059273+0.00026044i,0.00070594+0.00012971i,0.00010635-0.0001249i,-0.00011762-3.8327e-05i,0.00042863-6.2428e-05i,0.00066646-0.00070972i,0.001007-0.00025764i
-0.00041273+0.0014896i,0.00045708+0.00055878i,-0.00047812-0.0011867i,-0.00049104-0.00082727i,-0.00070996-0.00084103i,-0.0011795-0.0017932i,-0.0022494-0.0029709i,-0.0043209-0.0034866i,-0.0050434-0.0022447i,-0.0042716+0.00011173i,-0.0032442+0.0017223i,-0.00095517+0.0015209i,0.0012738+0.00067455i,0.001248+3.261e-05i,0.0012249-0.00071863i,0.00080267-0.001001i,-0.00090328-0.00064369i,-0.0018267-0.00084868i,-0.0018246-0.00081074i,-0.001139-0.00033936i,-0.00067411-0.00019712i,-0.00052959+0.00041548i,0.00037872+0.00047955i
0.00017083+4.7885e-06i,-0.00038802-0.00081518i,0.00065087-0.0016072i,0.00074861-0.0009968i,-0.00039137-0.00032111i,-0.00097119+0.00028479i,-0.0012724+0.00033975i,-0.00049005-0.00050549i,0.00044711-0.0011197i,0.00050578-0.0013503i,0.00054622-0.0010164i,0.00035906-0.0001314i,5.6594e-05+0.0005203i,-7.0116e-05+0.0008857i,0.00024873+0.00080366i,9.9016e-05+9.5239e-05i,-0.00044996+0.00014635i,6.4239e-05+0.00021531i,0.00033573-0.00067598i,0.00030478-0.0010922i,0.00063085+9.0573e-05i,0.0003132+0.00082067i,-5.3601e-05+0.00036601i
0.0013244-2.4497e-05i,0.00088541-0.00057176i,0.0012921-0.0015324i,0.002381-0.0019864i,0.0017512-0.002023i,0.00029939-0.0012063i,-0.00060211-0.00027423i,-0.00076702-0.0008935i,-0.00089298-0.0015787i,-0.00083066-0.0012139i,-0.00069915-0.00046542i,-0.00054158+0.00017592i,-9.1556e-05+0.00038947i,-1.617e-05+0.00043282i,-0.00024296+3.092e-05i,-0.00028901-0.00028608i,-0.00043068-0.00018647i,-0.00012901+0.00031119i,0.00026622+0.00045381i,0.00016587+0.00019878i,-0.0001117-0.00020436i,9.8673e-05-0.00071039i,0.00020239+0.00014129i
-0.00023569-9.0168e-05i,-0.0012323+0.00081776i,-0.0016713+0.00010309i,-0.0010861-0.001154i,-0.00045164-0.00083764i,0.00035529-0.00014684i,0.001235+0.00017538i,0.00070377+9.4424e-05i,-0.00074213+8.2436e-05i,-0.0017715+0.00023981i,-0.0011198-0.0004467i,6.3416e-05-0.00043295i,-2.5272e-05+0.0001106i,-0.0014103+0.00015719i,-0.0015993-0.00037934i,-0.000616+3.9203e-05i,0.00038392+0.00071436i,0.00097018+0.00080631i,0.00024266-5.2378e-05i,-0.00012232-0.00047121i,-0.00051763-0.00042777i,-0.00079555-0.00011305i,-0.0007826+0.00028482i
-2.9074e-05+0.00042436i,0.00021557-0.00017576i,0.00051739-0.00078346i,0.00064481-0.00014537i,0.00044092+0.00097122i,0.00074747+0.00014087i,0.00067927-0.0013617i,6.3421e-05-0.0015827i,-0.00022488-0.0018663i,-0.00022371-0.0011895i,-0.00029658-0.00021018i,-0.00061279+7.3277e-05i,0.00027557+0.00044416i,0.0010698+0.00058793i,0.0009032+0.00058444i,0.00082628-0.00054103i,0.00032664-0.00094271i,6.7156e-05-7.3582e-06i,5.0541e-05+0.00032271i,-9.2023e-05+0.00020942i,0.00010578+0.00034725i,0.00033627+0.00046088i,-5.2012e-05+0.00010034i
0.00045496+0.0015987i,0.0015234+0.0012714i,0.0017118+0.0017341i,0.0010847+0.0015241i,0.0007193-6.0948e-05i,0.00043915-0.0010171i,4.577e-05-0.0011199i,-0.00045223-0.0010793i,7.4954e-05-0.00034414i,-0.0001708-0.00012541i,-0.00097475-3.0421e-06i,-0.00045163+0.00096435i,-0.00033342+0.0010363i,-0.00040732+0.0007414i,-0.00028061+0.0007088i,-0.00027301+0.00023682i,-4.5591e-05-0.00011075i,-0.00058063+0.0004392i,-0.00062129+0.00054505i,0.00041653-0.00013591i,0.00089084-0.00033128i,0.00023372-0.00018615i,-0.00012052+0.00033227i
0.0010884+0.0019327i,0.0025494+0.0020774i,0.0032097+0.0008181i,0.0015882-0.00023275i,0.0001275-0.0010856i,-8.3783e-05-0.0011234i,-0.00032178-0.00022084i,-0.00038012-0.00050888i,-0.0005249-0.00092619i,1.7486e-05-0.00066695i,6.5873e-05-0.00095903i,-1.4866e-05-0.0014062i,2.5575e-05-0.0012353i,-0.0010402-0.00051307i,-0.0013543-4.7349e-05i,-0.00024195+0.00026977i,0.00051176+0.00012521i,0.00035792-0.00056913i,-0.00026934-0.0011253i,-0.00018891-0.0009266i,0.0003067-0.00039565i,0.00076528-0.0004162i,0.00054733-0.00087028i
-0.0012003-0.0016806i,-0.001998-0.0012647i,-0.0024533-0.00054026i,-0.0023686-0.00016337i,-0.0022192-0.00031565i,-0.00097044+6.1575e-05i,0.00038233+0.00040145i,-1.0651e-05-0.00082573i,-0.000692-0.0016268i,-0.00015757-0.00078643i,0.00015271+0.00040717i,0.00030612+0.00051008i,0.00093456+0.00036807i,0.0006045+0.00023126i,-0.00015341+0.00046151i,-0.00084735+0.00079954i,-0.0011563+0.00044196i,-0.00067533-0.0001154i,-0.00011771-0.00019036i,-0.00035611-0.00046927i,-0.00050148-0.00065388i,-0.00021401-0.00015911i,-0.00052524+0.00069497i
-0.00064422-0.0014465i,-0.0012164-0.0015575i,-0.0026132-0.00029843i,-0.0022993-0.00027081i,-0.001017-0.001131i,0.00020149-0.00099502i,0.00021645-0.00032442i,-1.2967e-05+0.00016907i,7.1333e-05-0.00012293i,-0.00034332-0.00036381i,-0.00070345+0.0001309i,-0.00055386-0.00015761i,-0.00071054-0.00064752i,-0.0004418-0.00051976i,0.00041014-0.00086151i,0.00081763-0.00080389i,2.7689e-05-0.00026307i,-0.0008516-0.00038186i,-0.00090968-0.0010488i,-0.00026028-0.00094276i,-0.00024124-0.00046336i,-0.00052494-0.0004886i,0.00022587+0.0001691i
0.00018572-0.00082379i,0.0004903-0.00088116i,-0.000963-0.00077163i,-0.002296-0.00084993i,-0.0016522+0.00037386i,-0.0001435+0.0019024i,0.00029276+0.00099865i,0.00079166-0.00039267i,0.0011186-0.00044775i,0.0004561+0.00029696i,-0.00014871+0.00039533i,0.00014876+0.00014118i,0.00014164-4.9728e-06i,-6.4076e-05-0.00035671i,-0.00030157+0.00026433i,-0.00057268+0.00085885i,-2.3987e-05+0.00037011i,-0.00010803-0.00026715i,-0.00026633-0.00071207i,0.00048904-0.00080143i,0.00052288-0.00017135i,-7.8021e-06+9.6504e-05i,-0.00019282+3.3836e-05i
-0.0027571+0.0016665i,-0.0028975+0.0023013i,-0.0020923+0.0024664i,-0.0010541+0.0021859i,-0.00011677+0.0011731i,0.0012605+0.00047105i,0.0012958-0.00091655i,0.00074338-0.0014534i,0.00065674-0.00077061i,6.3167e-05-0.00052406i,-0.00025959-0.00047349i,8.4249e-05-0.00030795i,0.00026428+0.00036438i,3.231e-05+0.00055536i,-0.00027959+0.00025245i,0.00017527+0.00058471i,0.0010039+0.00086251i,0.0013519+0.00070876i,0.0011134+6.8277e-05i,0.00045802-0.0003666i,0.00031992-0.00038497i,0.00052245+0.0001548i,0.00038381+0.0011159i
0.0003744-0.0013727i,0.00020256-0.0014338i,0.00016639-0.0013587i,-0.0002174-0.00098927i,-0.00038663-0.00054932i,-0.00019799-0.00054149i,-0.00014663-0.0013365i,-0.00053263-0.0018789i,-0.0013298-0.0020391i,-0.00079342-0.001542i,0.00029336-0.0008346i,0.00064164-0.00031252i,0.0011295+0.00077239i,0.0013128+0.0013395i,0.00097295+0.00083148i,0.00066632+0.0005394i,0.00035089+3.6328e-05i,0.00026203-0.00055589i,0.0003745-0.00081887i,0.00045348-0.00087596i,0.00026134-0.0010622i,0.00011403-0.00029707i,0.00024065+0.00043451i
-0.00047015-5.627e-05i,-0.0006575+0.00068075i,-0.00050959+0.00046924i,0.0007678+0.00052572i,0.0012232-0.00035087i,0.00034373-0.0012046i,-0.0002235-0.00055501i,-0.00090607-0.00013202i,-0.0014901-0.00053283i,-0.0013933-0.00033113i,-0.00098584+0.00094347i,-0.00053135+0.001325i,0.00020533+0.00027427i,0.00062071-6.445e-05i,0.00049493+0.00026376i,-0.00014484+0.00035889i,-0.00057754+3.376e-05i,-0.00054991+4.3399e-05i,-0.00052076+0.00025387i,-0.00084339+0.00012729i,-0.00087513+0.00014494i,-2.9727e-05-0.00018134i,0.00047077-0.00010458i
-0.00053637+7.8552e-05i,-0.00046852+0.00041515i,-0.00026612+0.00030256i,-0.00081271-0.00017085i,-0.00082726-0.00043982i,0.00018275+0.00072518i,0.00023743+0.00015756i,-6.9124e-05-0.0010744i,-0.0010055-9.8577e-05i,-0.0017868+0.00046229i,-0.0013989+0.000213i,-0.00060434-0.00015142i,-0.00066683-0.00081348i,-0.00056862-0.0010421i,0.0005686-0.0010715i,0.00073263-0.00097421i,-0.00014897+5.1792e-05i,0.0001962+0.000543i,0.00029457+0.0003936i,-0.00060757+0.00044537i,-0.00035455+0.00031139i,0.00047521+0.00026636i,0.00016828+0.000692i
-0.00032844-0.0012442i,-0.00061454-0.0021953i,-0.00035181-0.0024887i,-7.7722e-05-0.001797i,0.00025179-0.00098355i,-0.00020839-0.00078422i,-0.00062081-0.00079901i,-0.00079534-0.00018946i,-0.00079125+0.00050323i,-0.00092175+0.00015457i,-0.00060773-0.00079363i,3.553e-06-0.00064015i,-0.00047678+0.000601i,-0.00080625+0.0011282i,-0.00034304+0.0012552i,-0.00045502+0.0001572i,-8.1589e-05-0.00073994i,0.00031096-0.0011729i,0.00013879-0.0011622i,-2.3036e-05-3.8119e-05i,-0.000561+0.00072i,-0.0011327+0.00084937i,-0.00032116+0.00028823i
0.00065875+0.00038606i,0.00084045+0.00091155i,-0.00080529+0.00022026i,-0.0020435+0.00020695i,-0.0014579+0.0010261i,9.5272e-06+0.0015411i,0.00080225+0.0009035i,0.0012959+7.4464e-05i,0.00080521-0.00045341i,-0.00010813-0.0009506i,-0.00056562-0.00017784i,-0.00075467+0.00048697i,-0.00040885+0.00044519i,0.00071165+0.00058727i,0.00075961+0.0005597i,-0.00011254+0.00014437i,1.2357e-05+0.0001998i,0.00077431+1.9647e-05i,0.00086135+3.7878e-05i,0.00043651+0.00042126i,0.00010108-0.0003855i,-0.00012434-0.00094833i,-0.00015406-0.00028649i
-0.0014682+0.0013078i,-0.001631+0.00069441i,-0.00077943+0.00032532i,-9.0914e-05+0.00046786i,0.00033043+0.00046159i,0.0010882+6.0377e-05i,0.0012485-0.0013663i,0.0010865-0.0020122i,0.00083568-0.0017109i,0.00074304-0.00096635i,-0.00015928-0.00037035i,-0.00030924-0.00023322i,4.861e-05+0.00028623i,0.00014145+0.00097988i,0.00012364+0.00098623i,1.4063e-05+0.0012153i,-0.0001699+0.00087342i,-0.00035486+0.00032044i,-6.4412e-05+0.00024098i,0.00020209-0.00023706i,-0.00033346-0.00066647i,-0.00047739+0.0001412i,-9.172e-05+0.00029996i
-0.00045747-0.00061074i,-0.0001346-0.0015851i,-0.00041236-0.00096347i,-0.00045538-0.0010297i,0.00011421-0.00092905i,0.00040287-0.00028422i,-0.00033708-0.00021291i,-0.0013402-0.00029457i,-0.0012891-0.0017739i,-0.00069292-0.0023282i,8.8608e-05-0.00073733i,0.00039119+0.00076114i,0.00063919+0.0017108i,0.001386+0.0016475i,0.00097296+0.00097965i,-0.00054223+5.9589e-05i,-0.0010202-0.0002027i,-0.00078594+4.9317e-05i,-0.0015263-0.00027829i,-0.00095611-0.00072779i,0.00019656-0.00055421i,-8.9103e-05+0.00029716i,0.00048034+0.00024283i
-0.0017939-0.0011769i,-0.0023135-0.00065307i,-0.0030039+0.00037485i,-0.0025472+0.0018625i,-0.0012911+0.00263i,0.00045431+0.0017581i,0.0011718-0.00012299i,0.00044223-0.00158i,-0.0010783-0.0012038i,-0.0019448-3.9445e-05i,-0.00060863+0.00082802i,0.0007633+0.0011401i,0.0012202+0.00084669i,0.00063891-0.00022026i,0.00015712-0.0011052i,-0.00037414-0.00095798i,-0.00077383-0.00041842i,-0.00046434+0.00051925i,-0.00022213+0.0003423i,-0.00050437+0.00014122i,-0.00076214-0.00034425i,-0.00016251-0.0013357i,0.0002345-0.0013005i
5.5701e-05+0.00060182i,0.00012221+0.0011043i,-0.00045602+0.00092843i,2.3325e-06+0.00046306i,0.00065579+0.00026856i,0.001301+3.0902e-05i,0.0014717+0.00012729i,-4.098e-05-0.000697i,-0.0010868-0.0010152i,-0.00080878+4.9806e-05i,-0.00091061+0.00091709i,-0.00089925-8.1448e-05i,-5.5475e-05-0.0011085i,0.00010035-0.00053555i,-0.00056023+4.9876e-05i,-0.00078163+0.00042263i,-0.00060981+0.00056736i,-0.00023887+0.00019908i,-0.00047674+7.3284e-05i,-0.0018695-0.00044631i,-0.002019-0.00039622i,-0.00052001+0.00039171i,0.00013359+0.00042513i
-0.00083829-0.00010383i,-0.00058304+0.0005609i,0.00013209+0.00070664i,0.00064729-0.00046063i,-0.00020872-0.00081384i,-0.00078815-0.00013389i,-0.00044654-5.8611e-05i,2.2157e-05-0.00016417i,-0.00013925-9.1708e-06i,-0.00023247-0.00015565i,-0.00043029-0.00056322i,-0.00052571-7.2969e-05i,-0.00077708+0.00015294i,-0.001023-0.00057035i,-0.00061177-0.00040764i,-0.00024952-3.1204e-06i,0.00045482+6.6576e-05i,0.00043413-0.00026055i,-8.8879e-05-0.00040422i,-0.00019186+6.0733e-05i,0.00025584+0.00060922i,0.00062035+0.00087627i,-0.00028386+0.00069197i
-0.00069971-0.0022079i,-0.00032902-0.002087i,-0.00089449-0.0013667i,-0.0020223-0.00056632i,-0.0013993-0.0009083i,0.00067788-0.00086311i,0.0012441-0.00036102i,0.00041876-0.00010709i,0.00031951-0.00020984i,0.00085166-0.00021305i,0.00017436-0.0004269i,-4.0192e-05-0.00041522i,0.00072308-0.0001668i,0.00011616+4.8416e-05i,-0.00079098-0.00017691i,-0.00086173-0.00069263i,-0.0010603-0.0006864i,-0.00091379-0.00072121i,-0.00063834-0.00078435i,-6.0212e-05-0.00088161i,-3.635e-05-0.00055712i,-0.00054121+0.00028547i,-0.00028247+0.00068224i
-0.0017594-2.5147e-05i,-0.0017586+0.00027908i,-0.0010417-0.00031942i,-0.0004366+5.7321e-05i,3.5004e-05+0.0010034i,0.00023936+0.00077779i,0.00027174+0.00057197i,0.00034461+0.00019125i,0.00054419-0.00058519i,0.00058838-0.00093219i,0.00093446-0.0010153i,0.00088247-0.0011317i,0.00063158-0.00047148i,8.65e-05+0.00093072i,-0.00069639+0.0015369i,-0.00018202+0.0011037i,0.00068694+0.00053348i,0.00077977-0.00017022i,0.0004763-0.0007516i,0.00057432-0.0013924i,0.00064489-0.0010911i,0.00048619-0.00020919i,-0.00011401+5.5239e-05i
0.00014391-0.00067265i,0.00065215+0.0010035i,0.00035655+0.0010502i,5.5553e-05-0.0001278i,-4.1696e-05-0.00038351i,0.00010792-0.00026312i,0.00063475-0.00051035i,0.00057629-0.00087332i,-0.00036938-0.00073177i,-0.00092678-0.00026258i,-0.0004662+0.00034649i,0.00097746+0.001404i,0.0015341+0.0011845i,0.0018028+0.00014948i,0.0017201-0.00025814i,0.00082653+9.2516e-05i,0.00024578+0.0010082i,-0.00046716+0.00075294i,-0.00015659-0.00051487i,0.00038266-3.3045e-06i,-0.00021767+0.00061179i,-0.00066428-0.00025757i,-0.00056197-0.00079529i
-0.00019156+0.0010107i,-0.00022619+0.0008888i,0.00090236+0.00058041i,0.0016621-0.00031111i,0.0013606-0.0010832i,0.00036449-0.0010097i,-0.00021774-0.00017796i,-0.00018574-0.00033968i,-0.00026746-0.00084998i,-0.00095514-0.00013523i,-0.0011255+0.00043927i,-0.00096528-0.00020186i,-0.00074245-0.00063088i,-0.00029978-0.0011555i,-0.00053911-0.0015049i,-0.00064108-0.00047467i,-0.00088523+0.0006345i,-0.00056443+0.00052814i,-5.0793e-05+0.00030608i,-0.00032158+0.00060286i,-0.00053174+0.00073644i,-0.00040086+0.00021889i,-0.00059016-0.00085216i
0.00090627+0.001586i,0.000755+0.00076063i,0.00021061+0.00087227i,-3.6642e-05+0.00079297i,-0.00035327+0.00026969i,-0.00099038+0.00014425i,-0.00063165+6.8011e-05i,0.00027585-0.00049983i,-0.00080241-0.00079376i,-0.0016255-0.0010789i,-0.0002546-0.0012934i,0.00019311-0.0012974i,-0.00027965-0.0014015i,-0.00045417-0.00082118i,-0.00036473+4.0877e-06i,0.00022788+0.00039242i,0.00025137-0.00036864i,0.00019217-0.0010798i,-0.00038107-0.00024402i,-0.0011314-3.3024e-05i,-0.00084617-0.00012861i,-0.0004808+0.00077612i,-0.00071136+0.00052724i
0.00071364-0.00087486i,0.0011065-0.00087163i,0.00073581-0.0014949i,0.00018683-0.0016057i,-2.6497e-05-0.0004289i,-0.00049552-0.0010525i,-0.0003571-0.0019863i,-0.0001809-0.0011986i,-0.00079943-0.00045791i,-0.0012274-0.00054904i,-0.00049948-0.00087508i,0.00043027-0.00061313i,0.00043255-0.00046568i,8.4548e-05-0.00020594i,0.00025116+0.00039038i,0.0002262+0.00034269i,0.00018392+0.00027748i,-2.2025e-05+0.00032663i,-0.00032949-0.00036712i,-0.00034599-0.001102i,-0.00037604-0.0012915i,-0.00014952-0.00084535i,7.2413e-06-0.00082894i
-0.00069471+0.00058143i,-1.5394e-05+0.00029637i,-7.4493e-05-0.00023593i,-0.00048872+0.00017321i,-0.00023262+0.00063354i,-6.5137e-05+0.00052215i,0.00010313+0.000142i,-0.00019151-0.0012979i,-0.000748-0.0016913i,-0.00063134-0.00053801i,1.6662e-05-0.00032866i,0.00054412-0.00038048i,0.00074994+0.00049502i,0.00084875+0.00097626i,0.00065895+0.00062269i,0.00021096-0.00022066i,-0.00049722-0.00064376i,-0.0007437-0.00064006i,-0.00077029-0.00055626i,-0.00054122-0.00045965i,-8.6302e-05+0.00017617i,7.2693e-06+0.00049689i,0.00047998-0.00030662i
-0.00083039-0.00056145i,-0.00071779-0.00025738i,-0.00084222+0.00075062i,-5.5037e-05+0.0014097i,0.00034521+0.0013625i,0.00024188+0.00040255i,-0.00040284-0.00056855i,-0.00071707-0.00087946i,-0.00036988-0.00097242i,-0.00037268+5.0324e-07i,4.8993e-05+0.00038318i,0.00022085+0.00040926i,-7.7211e-05+0.00045341i,0.00059564+0.00028587i,-5.3503e-05-0.00020867i,-0.00034906-0.00085199i,0.00047288-0.00046666i,0.00036199+0.00051215i,0.00038729-0.00024743i,0.0008752-0.0011789i,0.00060394-0.00075413i,0.00047044-0.00012882i,0.00050411-2.759e-05i
-0.00021642-0.00067787i,-0.0013964-0.00011905i,-0.0015187-0.0010739i,-0.0015976-0.0018958i,-0.0019525-0.00061373i,-0.00068838+0.0012411i,-0.00022882+0.0015987i,-0.0013905+0.00077632i,-0.0018052-0.00049902i,-0.0013733-0.0011366i,-0.00053655-0.00020325i,-0.00024212+0.00093218i,0.00020016+0.0015383i,0.0015129+0.0011365i,0.0017756-0.00060073i,0.00025238-0.0014694i,-0.00092181-0.0014536i,-0.00079049-0.0011119i,-0.00025142-0.00049924i,-0.00016328-0.00096817i,-0.00079202-0.00094704i,-0.0012967-0.00066813i,-0.00058517-0.00073804i
