-5.3467e-05-4.9488e-05i,0.00039503+0.00042186i,-0.00069746-0.00063251i,-0.0013949-0.0013275i,-0.0010431-0.0014876i,-0.00063693-0.00065017i,-0.00060354+0.0005454i,8.2989e-06+0.0015838i,0.00036237+0.0016026i,0.00042651+0.0011971i,-0.00033878+0.00096287i,-0.00098203+8.2405e-05i,-0.00096757-0.00049472i,-0.000638-0.00064883i,-7.658e-05-0.00059699i,9.8467e-05+0.00027133i,0.00036519+0.0013854i,4.0426e-06+0.00036251i,-0.00023395-0.00017078i,0.00035597+8.8095e-05i,0.0011162-2.5411e-05i,0.00068913+0.00040257i,-0.00053247+0.00076682i
-0.00093221-0.00046672i,0.0034074-0.0025869i,0.0085649-0.014755i,0.0056827-0.033619i,-0.0066604-0.043965i,-0.020272-0.039779i,-0.024954-0.026729i,-0.019299-0.014137i,-0.010426-0.0078539i,-0.003829-0.0063738i,0.00055735-0.0048738i,0.0052562-0.0036292i,0.008076-0.0050855i,0.0072725-0.0068131i,0.0060073-0.0050609i,0.0054586-0.0013862i,0.0041333+0.0012907i,0.0017638+0.0016836i,-0.001384+0.00038043i,-0.0035314-0.0013816i,-0.0027493-0.0011101i,0.00013221-0.0004897i,0.00052918-0.0010769i
0.00093136-0.0029639i,0.0039657-0.0021333i,0.010992-0.0071196i,0.019819-0.02219i,0.017421-0.037804i,0.0071593-0.03881i,0.0011787-0.026948i,-0.00084489-0.013782i,-0.00042079-0.00696i,0.0017542-0.0053193i,0.005337-0.0034263i,0.0099491-0.0033606i,0.010342-0.0075283i,0.0077652-0.0088289i,0.0077154-0.0040837i,0.0084139-0.00061595i,0.0067227+0.00016856i,0.0043282-0.00031869i,0.0031028-0.0027985i,0.0015259-0.0052886i,0.0010664-0.0048793i,0.0018571-0.0029465i,0.0016153-0.0019499i
0.0066151-0.0012682i,0.0069289+0.0037083i,0.013885+0.0028245i,0.027375-0.0051939i,0.034468-0.016899i,0.029327-0.023587i,0.022576-0.01849i,0.01815-0.010942i,0.012083-0.0090974i,0.0073894-0.0070177i,0.0068373-0.0027779i,0.008662-0.0022688i,0.0075984-0.0036089i,0.0047982-0.0022905i,0.0044817+0.00057772i,0.003865+0.0023849i,0.0020942+0.0018514i,0.0021643-8.6406e-05i,0.0037737-0.001989i,0.0041895-0.001709i,0.0027841+0.0012813i,0.0018461+0.0021332i,0.0016066-0.00029209i
-0.0013125+0.0030881i,-0.0024715+0.0040183i,0.0064795+0.010246i,0.023736+0.013638i,0.035184+0.0084331i,0.035319+0.00050647i,0.027696-0.0041638i,0.01683-0.0075229i,0.0076799-0.007205i,0.0031136-0.0023347i,0.0016739+0.0023852i,0.0011939+0.005064i,0.00082865+0.0066233i,0.00011537+0.0074136i,-0.00098367+0.0073335i,-0.002118+0.0061115i,-0.0025192+0.0042917i,-0.00084317+0.0022673i,0.0017697-0.00015941i,0.0025636-0.0032692i,0.001455-0.0048237i,0.0016273-0.0030656i,0.0022191-0.0016899i
-0.0037692-0.00033473i,-0.0056108+0.0004303i,-0.0014503+0.0094389i,0.0088113+0.023825i,0.019478+0.030972i,0.021116+0.022664i,0.013847+0.010568i,0.0061091+0.0035963i,-0.00048029+0.0028856i,-0.0035368+0.0060994i,-0.0045452+0.0094797i,-0.0041268+0.013105i,-0.000907+0.014857i,0.00010859+0.012419i,-0.0030142+0.010078i,-0.0038996+0.0090404i,-0.00028887+0.0058888i,0.0028889+0.0024751i,0.0053381+0.0023181i,0.0071858+0.0026968i,0.0061235+0.00033556i,0.0028118-0.0013818i,0.00014057-0.00038851i
-0.0019574-0.0043545i,-0.0023355-0.0039137i,-0.0072546+0.007617i,-0.011312+0.024685i,-0.011018+0.02983i,-0.0081911+0.022969i,-0.0044324+0.015554i,-0.0033538+0.011335i,-0.0049174+0.010871i,-0.0056285+0.012001i,-0.0050951+0.012341i,-0.0038693+0.012657i,-0.00081578+0.010545i,0.00043511+0.0050028i,-0.0018664+0.0021959i,-0.0020606+0.0023964i,0.0011449+0.0020527i,0.0026741+0.0035463i,0.0012901+0.0060642i,-0.0022534+0.0061504i,-0.0048624+0.0048553i,-0.0034732+0.0028213i,-0.00079107+0.00063432i
0.00062625-0.00017838i,-0.00026104+0.00046648i,-0.0095706+0.0061012i,-0.023905+0.013748i,-0.029543+0.014604i,-0.024343+0.0080475i,-0.015466+0.0073651i,-0.0064706+0.011828i,-0.0019361+0.011385i,-0.0015794+0.0079787i,-0.0037075+0.0046645i,-0.0062787+0.001577i,-0.0060928+0.00043942i,-0.0050185-0.0017845i,-0.0052135-0.0046766i,-0.0044321-0.0040926i,-0.0026292-0.0016431i,-0.0021338+0.0015451i,-0.0021103+0.0038311i,-0.00028058+0.0039936i,0.0012231+0.0037077i,0.0012296+0.0033549i,0.0021848+0.0027608i
0.0030469+0.00088924i,-5.6212e-05+0.0013016i,-0.010686+0.0015876i,-0.026697-0.0033687i,-0.033838-0.015309i,-0.028543-0.017767i,-0.017609-0.0078776i,-0.0075884+0.0011865i,-0.0028176+0.00092199i,-0.0039366-0.0050106i,-0.0073274-0.0087531i,-0.010898-0.010467i,-0.010916-0.008715i,-0.006969-0.0053807i,-0.0047637-0.0053166i,-0.0052958-0.0046212i,-0.0046476+0.0010762i,-0.0030026+0.0061664i,-0.0017325+0.0075632i,-0.0015374+0.0091371i,-0.00012138+0.010847i,0.0023439+0.0092274i,0.0023118+0.0044079i
-0.00031489+0.0030221i,-0.0053551+0.0038211i,-0.012434-0.0030132i,-0.017663-0.017508i,-0.01225-0.027522i,-0.0030034-0.028385i,-0.0015787-0.017703i,-0.0020039-0.0034223i,-0.0043826-0.0023134i,-0.0096536-0.010228i,-0.012185-0.014564i,-0.012465-0.013478i,-0.010688-0.008232i,-0.0046543-0.0041236i,-0.0001059-0.0040871i,-6.7716e-06-0.0014803i,-0.00092921+0.0046185i,-0.0027917+0.0058769i,-0.0060202+0.0010278i,-0.0076681-0.0038402i,-0.0061654-0.0052163i,-0.0023761-0.003769i,0.00037916-0.0013211i
-0.0028679+0.00071761i,-0.0099049-0.0029589i,-0.014952-0.010279i,-0.0060401-0.021574i,0.016932-0.029227i,0.030067-0.023445i,0.02077-0.010054i,0.0041057+0.00078964i,-0.0055018+0.0033877i,-0.0082437-0.00045114i,-0.0056427-0.0052042i,-0.0026573-0.008754i,-0.0017678-0.0069938i,0.0015255-0.0023345i,0.0052246-0.00040243i,0.0053463+0.00016252i,0.0024644+0.0002313i,9.5494e-05-0.00055178i,0.00028028-0.0030824i,0.00049799-0.0055542i,-0.00099878-0.0052609i,-0.0028916-0.0028843i,-0.002438+0.00025381i
0.0016465-0.0034342i,-0.0023578-0.0087641i,-0.0036302-0.0207i,0.0079107-0.027562i,0.030726-0.01605i,0.043654-0.0026334i,0.030213+0.00055517i,0.006215+0.0047818i,-0.0025638+0.0096035i,0.0013061+0.0083605i,0.0059913+0.0035905i,0.0080903-0.0023985i,0.0059038-0.0056475i,0.0047313-0.0027961i,0.0056994-0.00063308i,0.0038602-0.0013017i,-0.0015861-0.0022059i,-0.0068446-0.0022267i,-0.0082638-0.00085706i,-0.009844+0.00019783i,-0.013475-4.2272e-05i,-0.01348+0.00058415i,-0.0085205+0.0011579i
0.0029039+0.0020448i,0.0038923-0.0021024i,0.008958-0.011069i,0.022884-0.010507i,0.036103+0.0036368i,0.033363+0.015492i,0.0168+0.012663i,-0.0019639+0.0043929i,-0.0049023+0.0024836i,0.0059692+0.0016399i,0.013671-0.00078206i,0.014442-0.0030177i,0.010477-0.003157i,0.0058293-0.0001792i,0.0042767+0.003344i,0.0016103+0.0036748i,-0.0039567+0.0010505i,-0.0060131-0.00094053i,-0.0014482-0.0022899i,0.0038581-0.0053095i,0.0034671-0.0068747i,0.00085818-0.004005i,0.000546-0.0016133i
-0.0033515+0.0020491i,-0.0040786-0.0027065i,0.0075966-0.0070805i,0.019293+0.0035793i,0.010212+0.030545i,-0.0063845+0.038461i,-0.017948+0.021241i,-0.024393+0.004362i,-0.019562-0.0013496i,-0.0054856-0.0028116i,0.0040661-0.0031856i,0.0066065-0.00032395i,0.0056604+0.0018182i,0.0013076+0.0038216i,-0.0031793+0.0069389i,-0.0040717+0.0069373i,-0.0029391+0.0035681i,-0.0012441+0.001133i,0.0015109+0.004527i,0.0054214+0.010306i,0.0075261+0.0083701i,0.0053939+0.0026692i,0.0010429+0.0010696i
-0.0014122-0.0063009i,0.0046943-0.013769i,0.012832-0.0083981i,0.0094113+0.016231i,-0.014275+0.038011i,-0.037898+0.042371i,-0.040208+0.028263i,-0.032077+0.0061632i,-0.025917-0.0013119i,-0.019675+0.0023744i,-0.013262+0.0041448i,-0.0059166+0.0057615i,0.0005825+0.0058876i,5.8488e-05+0.0041126i,-0.0038553+0.0028198i,-0.0040693+0.0015187i,-0.00224-0.0012731i,-0.0020829-0.0040066i,-0.0038994-0.0044502i,-0.0044385-0.0072567i,-0.0025119-0.011066i,-0.00067325-0.010093i,0.0010278-0.0062841i
0.0035979-0.0056017i,0.012291-0.0057964i,0.021319+0.0034915i,0.0086898+0.017961i,-0.026227+0.024064i,-0.040622+0.015773i,-0.02708+0.0013377i,-0.01371-0.0093184i,-0.012204-0.0083497i,-0.014644+0.0027779i,-0.013126+0.0089409i,-0.0087161+0.0073159i,-0.0035477+0.0045338i,-0.0018779+0.0013331i,-0.0039476-0.0020263i,-0.0055175-0.0035783i,-0.0049142-0.006125i,-0.0031612-0.0076607i,0.0001114-0.0050066i,0.0053952-0.00028247i,0.0084123+0.0010005i,0.0064012+5.8572e-05i,0.0043792+0.00099312i
0.0080361+0.0044802i,0.015926+0.012755i,0.015037+0.027992i,-0.0029828+0.029403i,-0.017073-0.0027776i,-0.017462-0.032553i,-0.0043346-0.035571i,0.010439-0.031449i,0.010098-0.022543i,0.0022758-0.0090548i,-0.0021747-0.00174i,-0.0059425+0.0012349i,-0.0062995+0.0037195i,-0.0023122+0.00092135i,-0.00065525-0.0049254i,-0.0016417-0.0075239i,-0.0006435-0.0063037i,-0.00053142-0.004461i,-0.0067916-0.0019085i,-0.014994+0.0024921i,-0.01459+0.0068067i,-0.0087646+0.0058427i,-0.0056353+0.0019033i
0.00087902+0.0084152i,4.968e-05+0.024078i,-0.0052899+0.039242i,-0.013932+0.023073i,-0.013422-0.020706i,0.0041983-0.052917i,0.019498-0.054938i,0.02192-0.041078i,0.01475-0.030173i,0.0057496-0.024052i,0.0023628-0.020149i,-0.00097003-0.014295i,-0.0035179-0.0041363i,0.00070515-0.00032937i,0.0061929-0.003869i,0.0072445-0.0061826i,0.0066888-0.0056468i,0.0075899-0.0061694i,0.0067482-0.010885i,0.0046454-0.01306i,0.00432-0.008903i,0.0036014-0.0050942i,0.00060132-0.0024534i
-0.004179+0.007613i,-0.012559+0.019196i,-0.031627+0.031359i,-0.037947+0.021213i,-0.0067801-0.012761i,0.020662-0.03497i,0.023684-0.028492i,0.01962-0.013501i,0.010422-0.009219i,0.0019053-0.012691i,0.0015806-0.014653i,0.0014617-0.012404i,-0.0025359-0.0042505i,-0.0017847+0.0032652i,0.0039357+0.0033999i,0.0072972-0.0016339i,0.0090269-0.0053793i,0.010188-0.0045988i,0.010445+0.00068588i,0.0083536+0.0079816i,0.0052855+0.012313i,0.0037981+0.0098105i,0.00053334+0.0051013i
-0.0072762+0.0013096i,-0.027246+0.0064664i,-0.053253+0.0043923i,-0.05285-0.0056359i,-0.01726-0.0026283i,0.022469+0.011956i,0.034193+0.01994i,0.023915+0.023976i,0.012947+0.023101i,0.0070714+0.015411i,0.0069839+0.0077696i,0.0060055+0.002004i,0.00026882-0.000138i,-0.00017161+0.0034684i,0.0059446+0.0052803i,0.009177+0.0015345i,0.0085094-0.00064145i,0.0074084-0.000749i,0.0038176-0.004021i,-0.0022419-0.0091551i,-0.0065726-0.011732i,-0.0049143-0.010707i,-0.0022521-0.0081394i
-0.0097486+0.0029188i,-0.03317-0.0062822i,-0.062857-0.029623i,-0.062596-0.037541i,-0.020423-0.0055468i,0.010851+0.032008i,0.015541+0.044892i,0.01585+0.042264i,0.01584+0.034247i,0.016755+0.025716i,0.016856+0.02216i,0.012435+0.015446i,0.0043428+0.0064637i,7.8075e-05+0.0068517i,0.0022851+0.012104i,0.0053008+0.013485i,0.0069194+0.012098i,0.0085141+0.010184i,0.014067+0.0070403i,0.020272+0.0010939i,0.018051-0.0023381i,0.012556-0.0022911i,0.010587-0.0039218i
-0.01778-0.0076028i,-0.032185-0.031355i,-0.036346-0.065661i,-0.022168-0.075425i,-0.018458-0.035048i,-0.015397+0.015328i,-0.0058498+0.033988i,-0.0046182+0.029004i,-0.0043938+0.018717i,-0.00034092+0.013602i,0.0027352+0.01475i,0.0018911+0.012267i,-0.0029663+0.0029489i,-0.0080058-0.0026166i,-0.0075129+0.0002736i,-0.00042569+0.0054349i,0.0060786+0.0090752i,0.0052098+0.012725i,-0.0017662+0.016212i,-0.0092959+0.017132i,-0.011996+0.013247i,-0.0083502+0.0085203i,-0.0046151+0.0043835i
-0.0030306-0.015144i,0.0055067-0.049685i,0.021529-0.089412i,0.028445-0.092525i,0.010599-0.053955i,-0.0202-0.013721i,-0.031938+0.009162i,-0.026295+0.012842i,-0.024948+0.0042946i,-0.025551-0.00071637i,-0.021688-0.00044601i,-0.016074-0.0015153i,-0.011599-0.005868i,-0.01017-0.0078795i,-0.0084772-0.002604i,-0.0032712+0.0059249i,0.00034166+0.010799i,0.0005001+0.010362i,0.00058088+0.0034612i,0.0029329-0.0070154i,0.003801-0.01161i,0.004002-0.0077776i,0.0056595-0.0031628i
0.010552-0.017598i,0.043106-0.042045i,0.095065-0.062345i,0.11367-0.063822i,0.061746-0.055839i,0.004622-0.039049i,-0.016491-0.01658i,-0.025093-0.0045925i,-0.030296-0.0018949i,-0.032447-0.00017143i,-0.031072-0.00014821i,-0.023896-0.0016632i,-0.013835-0.0017245i,-0.0087699-0.0011085i,-0.011148+0.00072666i,-0.013006+0.0041608i,-0.010693+0.0088776i,-0.0063224+0.01223i,-0.0011767+0.016889i,0.0035387+0.024162i,0.0061741+0.02458i,0.0061532+0.018866i,0.0075847+0.014209i
0.018153-0.0021569i,0.056724+0.00078321i,0.10674+0.011629i,0.12415+0.01688i,0.099217-0.003975i,0.050413-0.036562i,0.0049658-0.038705i,-0.012822-0.017218i,-0.012497-0.0044477i,-0.013039-0.0045289i,-0.015449-0.0065102i,-0.012965-0.0054004i,-0.0058867-0.0037643i,0.00074473-0.0037525i,0.0003007-0.0037999i,-0.005584+0.00078797i,-0.010611+0.0074329i,-0.013653+0.0076015i,-0.018149+0.0024748i,-0.022431-0.0029871i,-0.02141-0.0062153i,-0.017623-0.0059034i,-0.013496-0.0042579i
0.023213+0.0091028i,0.048889+0.045803i,0.082885+0.10034i,0.099769+0.11685i,0.082408+0.062251i,0.050336+0.0039916i,0.018764-0.016436i,0.0005804-0.016039i,0.0028613-0.013285i,0.0063984-0.015369i,0.0046849-0.015577i,0.0050142-0.014037i,0.008438-0.012163i,0.010287-0.0071411i,0.0066971-0.0024489i,-0.0017193+0.0010742i,-0.01038+0.0022194i,-0.011467+0.00096694i,-0.0019354-0.00054264i,0.011151-0.00088217i,0.016642-0.00047698i,0.011125-0.0013953i,0.0027337-0.0015438i
0.01379+0.027105i,0.015158+0.084918i,-0.00046923+0.15943i,-0.013313+0.18644i,0.011324+0.14115i,0.02855+0.066554i,0.01309+0.015573i,0.0040438+0.0010238i,0.010721-0.0062229i,0.012503-0.015644i,0.0070551-0.018875i,0.004001-0.01833i,0.0035427-0.016619i,0.00054131-0.012449i,-0.003517-0.010546i,-0.0078202-0.01268i,-0.012061-0.012598i,-0.015934-0.006389i,-0.020365+0.0055448i,-0.024537+0.016129i,-0.025025+0.018532i,-0.019933+0.016264i,-0.012706+0.013465i
-0.011988+0.030474i,-0.051917+0.074908i,-0.10543+0.12525i,-0.12002+0.14443i,-0.074807+0.12535i,-0.021272+0.090223i,0.0010804+0.048993i,0.00046643+0.013624i,0.0025824+0.00067042i,0.010649-0.0056806i,0.012155-0.013985i,0.0075364-0.016759i,0.0022771-0.012835i,-0.00019676-0.0072006i,-0.00049413-0.0057479i,-0.0029682-0.0072749i,-0.0075626-0.0085473i,-0.010225-0.012216i,-0.011579-0.021103i,-0.013357-0.03056i,-0.0094624-0.031432i,-0.0022192-0.024274i,0.0017781-0.016226i
-0.039583+0.0059484i,-0.11427+0.005266i,-0.20394-0.0054611i,-0.22797+0.0023902i,-0.16205+0.042291i,-0.069878+0.052562i,-0.01754+0.024096i,-0.0072717+0.0080507i,-0.0059953+0.010261i,0.0051442+0.0097603i,0.014457+0.0029816i,0.014895+0.0035219i,0.013151+0.0079234i,0.008575+0.004909i,8.5849e-05-0.00096133i,-0.0063436-0.0059524i,-0.0060744-0.011343i,-0.0017154-0.013569i,0.0030179-0.0073965i,0.007432+0.0040814i,0.0099002+0.01113i,0.011879+0.0097304i,0.01269+0.0052115i
-0.042669-0.021179i,-0.10788-0.079733i,-0.17816-0.14713i,-0.19473-0.15832i,-0.15173-0.10647i,-0.085727-0.043036i,-0.032794-0.012584i,-0.015677-0.0055832i,-0.01538+0.0090284i,-0.006144+0.017959i,0.0054573+0.012308i,0.010577+0.0084132i,0.015546+0.0063857i,0.01707-0.0014577i,0.014414-0.010628i,0.01441-0.015685i,0.013776-0.017022i,0.0074903-0.017655i,-0.007018-0.018398i,-0.024958-0.01688i,-0.03145-0.012978i,-0.026514-0.0088364i,-0.0207-0.0047428i
-0.0065446-0.0397i,-0.0020636-0.1155i,-0.00052117-0.20509i,-0.016337-0.22813i,-0.034841-0.16208i,-0.032312-0.090011i,-0.014405-0.051182i,-0.0042409-0.019503i,-0.0067334+0.0090023i,-0.0073142+0.02639i,-0.0020228+0.027784i,0.0035452+0.017912i,0.0099376+0.0089667i,0.015749+0.0042833i,0.018455+0.0025396i,0.01782-0.00096655i,0.01546-0.0087174i,0.015492-0.014475i,0.023696-0.018961i,0.035348-0.02359i,0.036045-0.020452i,0.025658-0.010819i,0.015578-0.0035806i
0.031953-0.038947i,0.10444-0.093062i,0.18731-0.14744i,0.19783-0.16544i,0.13216-0.13729i,0.06604-0.085282i,0.035192-0.042598i,0.023699-0.022453i,0.0072098-0.0050869i,-0.0069069+0.015321i,-0.0091101+0.023169i,-0.010044+0.017139i,-0.010035+0.013373i,-0.003444+0.010993i,0.002685+0.0028021i,0.0062291-0.0058391i,0.010763-0.0075717i,0.015778-0.0015671i,0.017545+0.0099268i,0.012209+0.021811i,0.0032901+0.027609i,-0.0017129+0.026599i,-0.0022145+0.022759i
0.052719-0.0037904i,0.14347-0.007954i,0.2477-0.014092i,0.27139-0.028167i,0.19136-0.02865i,0.10392-0.016681i,0.055585-0.013756i,0.024448-0.014387i,0.0018989-0.016204i,-0.0081658-0.013786i,-0.0070696-0.0094542i,-0.007328-0.0070497i,-0.0091253+0.0016019i,-0.00098592+0.011072i,0.0093909+0.012781i,0.014796+0.013156i,0.018538+0.014943i,0.017951+0.012134i,0.010997-0.00097415i,0.0028476-0.022625i,-0.0039462-0.035821i,-0.0080992-0.033476i,-0.010236-0.026154i
0.021213+0.037445i,0.05773+0.10603i,0.099024+0.17774i,0.11975+0.1894i,0.095207+0.13097i,0.043871+0.078543i,0.014603+0.055569i,0.0022215+0.027796i,-0.013386-0.0021122i,-0.021716-0.018131i,-0.016213-0.021264i,-0.0081802-0.015759i,-0.006835-0.0015226i,-0.0082592+0.01313i,-0.0069043+0.0193i,-0.003047+0.020515i,0.0033356+0.01957i,0.01026+0.017257i,0.019285+0.018304i,0.029286+0.023113i,0.02929+0.022411i,0.020433+0.014707i,0.013088+0.0074184i
-0.012719+0.056588i,-0.040867+0.15404i,-0.0708+0.25184i,-0.079825+0.27077i,-0.065234+0.21535i,-0.042866+0.14823i,-0.018634+0.10054i,-0.0093928+0.066139i,-0.012852+0.032708i,-0.01558+0.0051163i,-0.011932-0.0066402i,-0.0065318-0.0062838i,-0.0061369-0.001959i,-0.0065322+0.00086572i,2.3263e-05+0.00043525i,0.0074707+0.0014305i,0.0088826+0.0056287i,0.0019765+0.010442i,-0.014537+0.017067i,-0.033652+0.022416i,-0.042419+0.019661i,-0.037103+0.012033i,-0.024963+0.007347i
-0.037133+0.026376i,-0.099122+0.084966i,-0.15576+0.16033i,-0.1611+0.1828i,-0.12556+0.1371i,-0.08499+0.085236i,-0.042+0.066879i,-0.0048224+0.054498i,0.0082754+0.037105i,0.010269+0.025442i,0.011766+0.018706i,0.011019+0.013595i,0.0070432+0.0084308i,0.0031763+0.0058515i,0.0038128+0.0088927i,0.0033032+0.01221i,-0.0039785+0.011829i,-0.0088928+0.0064606i,-0.0028243-0.0046955i,0.011548-0.01768i,0.025195-0.025356i,0.030367-0.025803i,0.02678-0.023482i
-0.040353-0.035049i,-0.10871-0.083391i,-0.18889-0.11384i,-0.20383-0.10119i,-0.15233-0.07668i,-0.084873-0.056353i,-0.040311-0.030742i,-0.020022-0.0047017i,-0.0040349+0.0067535i,0.0083715+0.0091788i,0.010913+0.011685i,0.0059029+0.01204i,0.00055575+0.0066432i,-0.0051495-0.00034002i,-0.012001-0.0035799i,-0.015666-0.0036116i,-0.015138-0.0016104i,-0.0097812+0.0045555i,-0.0024701+0.017834i,0.003462+0.034168i,0.0068472+0.039486i,0.0083373+0.030974i,0.0091803+0.021093i
-0.018474-0.050838i,-0.062788-0.1428i,-0.12715-0.25593i,-0.1472-0.27948i,-0.10466-0.21188i,-0.07229-0.14075i,-0.068523-0.083388i,-0.057427-0.039387i,-0.037805-0.017581i,-0.019976-0.010033i,-0.011135-0.0093352i,-0.010958-0.012168i,-0.010466-0.013048i,-0.0071629-0.0077572i,-0.0018442+0.0010866i,0.0032694+0.0067946i,0.0037665+0.0083849i,0.00012167+0.005625i,-0.0091303-0.0075145i,-0.024525-0.024732i,-0.032703-0.032282i,-0.027511-0.027635i,-0.019949-0.017066i
-0.00044138-0.025074i,-0.0028905-0.079723i,0.0016619-0.15094i,0.0042688-0.16666i,-5.7091e-05-0.12577i,-0.01422-0.090361i,-0.042051-0.05598i,-0.058963-0.019897i,-0.051881-0.0013897i,-0.036394+0.0038397i,-0.025017+0.0007832i,-0.022438-0.0052468i,-0.020341-0.0018302i,-0.015312+0.0072439i,-0.014268+0.014084i,-0.014465+0.016368i,-0.010626+0.011638i,-0.0036162+0.0025069i,0.010243-0.0031695i,0.028433-0.0029033i,0.03763+0.0042133i,0.033282+0.013683i,0.024433+0.015451i
0.045181-0.0092663i,0.1352-0.021795i,0.23639-0.015373i,0.23469+0.00070443i,0.13994+0.0071692i,0.061699+0.0088023i,0.01136+0.0050288i,-0.022127+0.0033399i,-0.02982+0.008107i,-0.017706+0.0121i,-0.0045283+0.0069223i,-0.0049145-0.00082142i,-0.0092201+0.00089951i,-0.0061294+0.0015106i,-0.0022364-0.0061411i,-4.4214e-05-0.0099943i,0.0011977-0.008539i,-0.003615-0.0043151i,-0.018109+0.0090254i,-0.035189+0.0267i,-0.042141+0.033675i,-0.037129+0.02874i,-0.027627+0.022012i
0.071432-0.0035153i,0.1947+0.026016i,0.30009+0.082979i,0.26717+0.10384i,0.13636+0.061977i,0.046963+0.03092i,0.025191+0.013275i,0.011135-0.0062786i,-0.0044201-0.0098485i,-0.0035193-0.0010105i,0.010153+0.0022711i,0.017672-0.0025534i,0.015069-0.0048311i,0.011203-0.0034366i,0.0066062-0.0015725i,0.0019578+0.003178i,-0.0014957+0.0071767i,-0.0052424+0.0048097i,-0.0067076-0.010205i,-0.0027099-0.035608i,0.0013291-0.049919i,0.0024986-0.044165i,0.00097369-0.033575i
0.023673+0.027574i,0.033993+0.09048i,-0.006123+0.12863i,-0.070509+0.094071i,-0.074848+0.040627i,-0.032536+0.0091585i,-0.0016052-0.01215i,-0.00085082-0.024214i,-0.013508-0.020526i,-0.018385-0.0088855i,-0.0097723-0.0030623i,-0.00020767-0.0062412i,-0.0025992-0.010268i,-0.011214-0.011263i,-0.016191-0.011023i,-0.018713-0.010688i,-0.016096-0.0097018i,-0.0059391-0.0056735i,0.0086747+0.0054432i,0.022823+0.021405i,0.02582+0.02874i,0.018023+0.022746i,0.011322+0.013861i
-0.042009+0.084791i,-0.17545+0.18498i,-0.31681+0.22295i,-0.32138+0.13198i,-0.20254+0.021094i,-0.099368-0.026376i,-0.0478-0.029978i,-0.02318-0.028208i,-0.021653-0.02165i,-0.025817-0.0065404i,-0.021119+0.001752i,-0.013916-0.0022781i,-0.013428-0.0066592i,-0.011484-0.0043225i,-0.0025269-0.0015981i,0.0043509-0.0010797i,0.0087533+0.00042812i,0.0092076-0.0020349i,-0.0062004-0.0096777i,-0.031643-0.014637i,-0.041968-0.016722i,-0.032983-0.019605i,-0.022463-0.018473i
-0.096471+0.058847i,-0.24628+0.082246i,-0.34598+0.070309i,-0.25933+0.0092384i,-0.10154-0.074056i,-0.03243-0.10564i,-0.028012-0.07048i,-0.022318-0.033425i,-0.017387-0.018531i,-0.019234-0.0057009i,-0.014581+0.0053752i,-0.0067743+0.0070154i,-0.0031712+0.0044613i,-0.0016773+0.0039301i,-0.0011926+0.0059768i,-0.0018647+0.0090878i,-0.002082+0.011522i,0.0039192+0.00695i,0.018766-0.0066245i,0.040205-0.018936i,0.054401-0.021303i,0.048948-0.014802i,0.034018-0.0096373i
-0.058036-0.079615i,-0.052211-0.24364i,0.035251-0.40192i,0.1341-0.40395i,0.14387-0.28948i,0.074197-0.17568i,0.00629-0.095004i,-0.018416-0.050679i,-0.019595-0.034513i,-0.014225-0.023955i,-0.0027967-0.011954i,0.0066059-0.0072161i,0.0082186-0.0096437i,0.0093077-0.013246i,0.012546-0.016478i,0.014964-0.019175i,0.014285-0.017205i,0.010344-0.0064599i,0.0046713+0.014105i,-0.00058504+0.039108i,-0.0044419+0.052111i,-0.006901+0.043872i,-0.0059643+0.031082i
0.028455-0.17447i,0.15367-0.38061i,0.31205-0.52711i,0.3392-0.45987i,0.22734-0.27188i,0.11156-0.14812i,0.042974-0.091918i,0.0091069-0.050719i,-0.005389-0.029671i,-0.013578-0.017795i,-0.0079161-0.0054017i,0.0027337-0.0063692i,0.004111-0.014449i,0.0032415-0.014539i,0.0055163-0.0066897i,0.0088431+0.0019162i,0.0076085+0.0060871i,0.0020652+0.0068831i,-0.0060528-0.0046003i,-0.021122-0.027689i,-0.029863-0.036753i,-0.019495-0.027206i,-0.0080347-0.016398i
0.13391-0.068826i,0.28127-0.08715i,0.36081-0.021378i,0.29094+0.063529i,0.18902+0.086377i,0.13819+0.037609i,0.083384-0.017804i,0.036192-0.02443i,0.010838-0.017457i,-0.011557-0.012413i,-0.02166-0.0010566i,-0.017676+0.0046611i,-0.011078+0.006504i,-0.0057628+0.0063912i,-0.0088976+0.0040803i,-0.017654+0.0080891i,-0.021746+0.013558i,-0.016717+0.015638i,0.00074947+0.019134i,0.022878+0.021306i,0.029924+0.022667i,0.021417+0.021369i,0.01327+0.012733i
0.14229+0.18532i,0.2541+0.48933i,0.27771+0.78184i,0.24059+0.75838i,0.20122+0.45548i,0.1496+0.18606i,0.11138+0.051281i,0.078763-0.0097644i,0.037216-0.027956i,0.0022921-0.018342i,-0.012986-0.0022419i,-0.01153+0.010322i,-0.00074262+0.017774i,0.007202+0.01912i,0.0042427+0.020015i,0.00091672+0.024174i,0.0071449+0.024442i,0.011041+0.017951i,-0.0045927+0.014291i,-0.031644+0.020701i,-0.045216+0.023319i,-0.039907+0.012275i,-0.028958+0.0029671i
