-0.0038337+0.0015635i,-0.0028167+0.00074061i,-0.0026691+0.00081283i,-0.0013279+0.00081101i,5.5973e-05+0.0011723i,-0.00057822+0.0019906i,-0.0010953+0.0027339i,-0.000339+0.0021736i,0.00023652+0.0010611i,0.00068266+2.1089e-05i,0.0011456+0.00014121i,0.00080517+0.00074349i,-0.00020615+9.1779e-05i,-0.00056067-0.0002545i,-0.00013553-0.00030302i,0.000805+6.9958e-05i,0.00070181+0.00059534i,0.00024193+0.00030635i,0.00043209-2.6715e-05i,0.00063946-0.00027982i,0.00011899-0.00071285i,0.00011276+4.6183e-05i,0.00037755+0.00079286i
0.13912-0.31715i,0.23426-0.65605i,0.22392-0.78874i,0.15935-0.52571i,0.17936-0.21852i,0.1422-0.16075i,0.00086951-0.15837i,-0.042246-0.098641i,0.012268-0.093239i,0.026581-0.1065i,0.0081436-0.076462i,-0.00053518-0.042717i,0.001608-0.027896i,0.0068814-0.033575i,0.0023801-0.041364i,-0.0049786-0.032778i,-0.0040805-0.015054i,0.00012884+0.00016711i,0.008786+0.0053652i,0.020423-0.0047069i,0.025706-0.018075i,0.022378-0.024001i,0.0052669-0.018904i
0.2559+0.083886i,0.46068+0.094854i,0.35102+0.0052017i,-0.10174-0.04094i,-0.36142+0.095287i,-0.20546+0.21836i,0.0028627+0.14342i,0.031788+0.019175i,-0.012227-0.025667i,-0.023899-0.029577i,-0.0080579-0.02885i,0.010725-0.025385i,0.011635-0.017248i,-0.0023277+0.0049277i,-0.0036256+0.03645i,0.012331+0.053793i,0.026715+0.050149i,0.029179+0.040117i,0.022299+0.034976i,0.0069678+0.029774i,-0.011874+0.023096i,-0.017648+0.022572i,-0.0074721+0.021746i
-0.0064712+0.28102i,0.085329+0.53689i,0.35219+0.58075i,0.61453+0.24972i,0.60995-0.15444i,0.4443-0.30144i,0.30427-0.2359i,0.19354-0.12305i,0.11019-0.038706i,0.060218-0.0034613i,0.035084+0.0017677i,0.022302+0.0049863i,0.018424+0.0075845i,0.019404-0.0019583i,0.0069535-0.011229i,-0.011655-0.0022576i,-0.014421+0.0086043i,0.00053792+0.0060364i,0.0092287-0.0050937i,0.0014612-0.0095951i,-0.0078912-0.0018072i,-0.0069508+0.012215i,0.0082104+0.024126i
-0.39006+0.034781i,-0.77311+0.19659i,-0.88454+0.47938i,-0.52686+0.67282i,-0.12736+0.60866i,-0.032003+0.39791i,-0.08298+0.2515i,-0.097506+0.18851i,-0.065472+0.13963i,-0.02499+0.075546i,-0.014891+0.02438i,-0.025158+0.010757i,-0.020311+0.013101i,-0.0012629+0.0028555i,0.014272-0.026751i,0.007586-0.064897i,-0.015022-0.08564i,-0.034893-0.084871i,-0.045491-0.06444i,-0.047101-0.027741i,-0.041272+0.0057089i,-0.0291+0.023391i,-0.017243+0.020598i
0.052641-0.41325i,0.048218-0.88346i,-0.027083-1.1231i,-0.086569-0.89478i,-0.057836-0.53494i,-0.099193-0.30188i,-0.16902-0.12241i,-0.095154-0.024776i,0.015362-0.030149i,0.069445-0.034995i,0.088124-0.027463i,0.078417-0.032138i,0.055657-0.035174i,0.038499-0.02477i,0.036251-0.0087575i,0.038879-0.0049126i,0.026787-0.015342i,0.006344-0.028667i,-0.0023686-0.043522i,0.0035399-0.059697i,0.0086284-0.065808i,0.0054246-0.054164i,0.0029863-0.032082i
0.3095+0.12307i,0.575+0.23793i,0.55959+0.2687i,0.18636+0.25675i,-0.08301+0.3246i,0.019264+0.30758i,0.13694+0.097945i,0.069277-0.038515i,0.0087379-0.018356i,-0.016497+0.011811i,-0.051079+0.032138i,-0.049613+0.040109i,-0.032797+0.01746i,-0.028609+0.0060932i,-0.024419+0.015461i,-0.0092451+0.013914i,0.019436-0.00060427i,0.055097-0.0036294i,0.078953+0.01019i,0.077175+0.027931i,0.05809+0.035561i,0.036606+0.030535i,0.015836+0.029784i
-0.030463+0.18216i,-0.046584+0.24714i,-0.059447+0.068445i,-0.15319-0.25235i,-0.27246-0.37632i,-0.23222-0.27228i,-0.063259-0.14668i,0.043183-0.076556i,0.070611-0.038263i,0.089646-0.047047i,0.081414-0.076291i,0.037901-0.055407i,0.01194-0.0069916i,0.012637+0.011246i,0.025983+0.017352i,0.046028+0.025051i,0.059695+0.026544i,0.065048+0.021752i,0.055978+0.0052449i,0.022736-0.014097i,-0.021424-0.015495i,-0.050175+0.0044846i,-0.050915+0.020663i
-0.20214+0.11994i,-0.2852+0.39054i,-0.090842+0.74194i,0.3408+0.86351i,0.58357+0.6393i,0.48311+0.32439i,0.256+0.10794i,0.079993+0.014392i,-0.010595+0.010125i,-0.052362+0.032818i,-0.074654+0.053282i,-0.074518+0.060828i,-0.054129+0.056146i,-0.033732+0.047991i,-0.030639+0.036238i,-0.036324+0.018465i,-0.043189-0.01173i,-0.04921-0.031649i,-0.03865-0.018492i,-0.012211+0.003116i,0.0026583+0.0056067i,-0.0033565-0.0022528i,-0.0056128-0.0055446i
-0.10577-0.36432i,-0.33758-0.75168i,-0.63592-0.90703i,-0.78434-0.62334i,-0.70309-0.2035i,-0.54358+0.042812i,-0.35424+0.13771i,-0.14927+0.11939i,-0.0019991+0.037085i,0.085502-0.036414i,0.09888-0.089785i,0.052519-0.097529i,0.017414-0.06849i,0.012779-0.051238i,0.016002-0.049468i,0.019128-0.037243i,0.026644-0.010979i,0.025836+0.000426i,-0.002769-0.009589i,-0.035815-0.013839i,-0.036341-0.0027954i,-0.02019+0.00097936i,-0.019466-0.0041924i
0.41718+0.085885i,0.86173+0.14208i,1.1078+0.090513i,0.94754-0.026611i,0.70271-0.037003i,0.61106+0.01574i,0.48446-0.020307i,0.27745-0.064797i,0.11927-0.056507i,0.017241-0.010035i,-0.007905+0.044156i,0.039704+0.025161i,0.064298-0.031329i,0.043537-0.022504i,0.016417+0.029884i,0.0072359+0.060999i,0.031149+0.066136i,0.073079+0.062757i,0.096017+0.049103i,0.083032+0.021591i,0.05506-0.0037521i,0.042799-0.021324i,0.041043-0.039221i
-0.24321+0.18585i,-0.52571+0.30618i,-0.78947+0.32702i,-0.92239+0.2171i,-1.011+0.12195i,-1.0021+0.17878i,-0.77475+0.30307i,-0.4458+0.34805i,-0.16157+0.30966i,0.010283+0.19632i,0.047075+0.085354i,0.013562+0.047808i,-0.023189+0.038012i,-0.051011+0.016403i,-0.066937-0.0035123i,-0.059824-0.003205i,-0.027051+0.021211i,0.014912+0.058258i,0.042995+0.069084i,0.043267+0.045441i,0.022938+0.025979i,0.0031997+0.020708i,-0.010807+0.02509i
-0.10755-0.021699i,-0.01333+0.038762i,0.24776+0.11194i,0.58811+0.12822i,0.85914-0.021038i,0.89787-0.29195i,0.63348-0.44567i,0.26939-0.3467i,0.040997-0.15231i,-0.042991-0.021802i,-0.049296+0.041478i,-0.032141+0.05596i,-0.016379+0.055384i,0.010007+0.06232i,0.043593+0.066163i,0.068705+0.0432i,0.045914-0.015025i,-0.032654-0.055232i,-0.092504-0.038803i,-0.097816-0.013172i,-0.10102-0.010857i,-0.10934-0.0015526i,-0.087914+0.0028808i
-0.11709-0.22644i,-0.37065-0.23957i,-0.55065-0.026103i,-0.43201+0.32272i,-0.22032+0.53467i,-0.19072+0.61184i,-0.15344+0.60756i,-0.024821+0.41489i,0.047385+0.16805i,0.07834+0.027892i,0.07494-0.060851i,0.0057036-0.10864i,-0.06662-0.095479i,-0.10883-0.073867i,-0.1535-0.065762i,-0.19737-0.024264i,-0.1873+0.0505i,-0.11194+0.08903i,-0.030587+0.05681i,0.0085116-0.0039263i,0.018449-0.041102i,0.022676-0.049531i,0.03094-0.034865i
0.33829-0.0019071i,0.66043-0.29768i,0.70928-0.76128i,0.31958-1.04i,-0.090932-0.89573i,-0.19377-0.61645i,-0.22174-0.41931i,-0.25096-0.16113i,-0.16959+0.084022i,-0.067889+0.16454i,-0.0024236+0.15577i,0.061775+0.11941i,0.10474+0.062351i,0.11826+0.015807i,0.1338-0.021398i,0.15118-0.078549i,0.13205-0.12637i,0.06195-0.09561i,0.00015028-0.0064856i,-0.01754+0.043876i,-0.03712+0.049838i,-0.04843+0.069156i,-0.028416+0.077207i
0.16531+0.33085i,0.1111+0.51616i,0.094297+0.70776i,0.16249+0.64108i,0.28727+0.33893i,0.31907-0.018797i,0.14769-0.21819i,-0.085025-0.17336i,-0.21007-0.037949i,-0.21928+0.035256i,-0.15343+0.040881i,-0.06841+0.015999i,-0.034541-0.02919i,-0.072339-0.053313i,-0.098042-0.030644i,-0.061809-0.00091728i,-0.014406+0.01161i,0.0097624+0.0063639i,0.012177-0.011618i,0.010554-0.035567i,0.015379-0.067197i,0.0083484-0.095698i,-0.0093518-0.088757i
0.46391+9.3654i,1.0747+10.403i,3.3944+10.112i,4.2833+5.7016i,3.9092+1.3982i,2.4406-1.1311i,0.69585-1.0859i,0.31671+0.067178i,0.92061+0.56672i,1.4637+0.39267i,1.5403+0.10087i,1.5176-0.047429i,1.618-0.18011i,1.524-0.26001i,1.2685-0.39034i,0.82986-0.5264i,0.27009-0.44634i,-0.10442-0.28524i,-0.25837-0.18499i,-0.18768-0.036145i,0.088011+0.10625i,0.32939+0.096023i,0.34241+0.010363i
0.19398-0.22843i,0.087047-0.34802i,0.04061-0.33324i,0.12127-0.21459i,0.37101-0.11342i,0.51287-0.18158i,0.32983-0.27514i,0.057689-0.21505i,-0.046762-0.10711i,-0.053097-0.092847i,-0.062497-0.12129i,-0.05124-0.12818i,-0.026138-0.13474i,-0.0098647-0.12314i,0.022443-0.094156i,0.053331-0.087277i,0.044762-0.087824i,0.004265-0.068427i,-0.041835-0.032922i,-0.061799-0.0029153i,-0.042138-1.0428e-05i,-0.0029625-0.029461i,0.020667-0.065183i
0.15267-0.061988i,0.18573-0.13923i,0.131-0.17166i,-0.0057036-0.19169i,-0.14147-0.20729i,-0.24922-0.084483i,-0.3212+0.13531i,-0.30052+0.24323i,-0.23095+0.22949i,-0.16102+0.18383i,-0.065486+0.11958i,0.010077+0.012677i,-0.0057102-0.079429i,-0.075643-0.070855i,-0.12682-0.011417i,-0.15108+0.03289i,-0.14828+0.082346i,-0.10155+0.14143i,-0.02734+0.16014i,0.033304+0.11116i,0.060732+0.044369i,0.068592+0.0057157i,0.068717-0.010515i
-0.040827+0.11789i,-0.058141+0.063652i,-0.075652-0.14939i,-0.21476-0.39034i,-0.44621-0.33691i,-0.53427-0.016091i,-0.41617+0.236i,-0.25867+0.27475i,-0.17249+0.21612i,-0.10945+0.1823i,-0.036804+0.14171i,-0.003055+0.065443i,-0.02247+0.022785i,-0.023806+0.021515i,0.0092137-0.0065876i,0.019734-0.063082i,0.0068523-0.086755i,-0.019814-0.05894i,-0.053438-0.019684i,-0.069974+0.002095i,-0.065931+0.017494i,-0.043434+0.029633i,-0.023725+0.022232i
-0.052278+0.090556i,-0.057407+0.21213i,-0.11931+0.40556i,-0.21945+0.57225i,-0.20743+0.54566i,0.0033338+0.27244i,0.15071-0.035849i,0.085496-0.11422i,0.001991-0.028686i,-0.023304+0.034925i,-0.009193+0.055799i,0.030901+0.036454i,0.042045-0.001752i,0.025085+0.0037292i,0.006144+0.036644i,-0.030705+0.0573i,-0.071947+0.079727i,-0.07527+0.10307i,-0.035502+0.096038i,-0.0024587+0.044352i,-0.015919-0.0073037i,-0.033353-0.014064i,-0.031862-0.01093i
-0.035801-0.10394i,-0.036858-0.14782i,0.03076-0.29008i,0.11134-0.56604i,-0.016263-0.89229i,-0.34735-0.95735i,-0.45833-0.7076i,-0.28075-0.45925i,-0.1434-0.28161i,-0.1063-0.1004i,-0.076155+0.016456i,-0.056793+0.049693i,-0.052097+0.047083i,-0.052855+0.023107i,-0.073605+0.001618i,-0.105+0.02579i,-0.10599+0.092478i,-0.070976+0.14191i,-0.03258+0.12545i,-0.012679+0.069442i,-0.0063609+0.023777i,-0.0050054+0.0012282i,-0.0063201-0.00019126i
0.20862+0.00073237i,0.38862-0.11562i,0.44904-0.34996i,0.26755-0.52098i,0.025362-0.42834i,-0.085076-0.15685i,-0.11033+0.13282i,-0.060308+0.30145i,0.020712+0.25229i,0.046516+0.11762i,0.052259+0.031502i,0.05226-0.020395i,0.0279-0.03936i,0.002825-0.0095377i,0.0046175+0.044323i,0.046007+0.083455i,0.10929+0.085787i,0.15087+0.044742i,0.13083-0.0078697i,0.069141-0.018313i,0.02967+0.001763i,0.022003+0.0072844i,0.011043+0.0020378i
-0.18824+0.078872i,-0.40306+0.27415i,-0.52939+0.4864i,-0.47852+0.52419i,-0.34615+0.44222i,-0.13625+0.48219i,0.20466+0.4652i,0.41853+0.21526i,0.34953-0.025943i,0.19924-0.11412i,0.087573-0.11593i,0.020353-0.069299i,0.0048594-0.015922i,0.014965+0.0097915i,0.023451+0.014957i,0.025787+0.013739i,0.032777-0.007165i,0.035944-0.048244i,0.022812-0.063317i,0.015691-0.043018i,0.025171-0.02694i,0.028652-0.018214i,0.024814+0.00013957i
0.13624-0.13228i,0.36303-0.38796i,0.54595-0.67713i,0.49643-0.71153i,0.35531-0.45751i,0.30847-0.29582i,0.2251-0.33249i,0.084731-0.31892i,0.016391-0.20263i,0.0075591-0.067832i,0.026087+0.025628i,0.043201+0.048523i,0.035992+0.040395i,0.038588+0.016254i,0.039004-0.037943i,-0.0027234-0.083555i,-0.067921-0.075611i,-0.10779-0.029356i,-0.085491+0.0070782i,-0.026679+0.0067379i,0.006286-0.016789i,0.0029172-0.029378i,-0.0089354-0.023038i
-0.050577+0.1052i,-0.17833+0.32494i,-0.29385+0.59634i,-0.17759+0.63514i,0.053454+0.33284i,0.081324+0.070901i,-0.0081681+0.12897i,-0.037009+0.24957i,-0.029979+0.21029i,0.0049338+0.079074i,0.040507-0.037975i,0.034191-0.078518i,0.02563-0.054469i,0.022876-0.033048i,0.006593-0.022073i,-0.010265+0.0085983i,-0.011887+0.061027i,-0.00048524+0.093625i,4.3766e-06+0.078948i,-0.025476+0.043557i,-0.049836+0.017159i,-0.04996+0.0015095i,-0.043544-0.0061314i
0.056675-0.033831i,0.24151-0.124i,0.55429-0.29765i,0.72275-0.52285i,0.5004-0.60923i,0.12383-0.46095i,-0.0076997-0.25505i,0.074953-0.15634i,0.10105-0.10097i,0.028592-0.016789i,-0.041791+0.055941i,-0.06227+0.084856i,-0.054675+0.074964i,-0.060237+0.058096i,-0.093782+0.060931i,-0.11397+0.084152i,-0.085183+0.095113i,-0.038698+0.075729i,-0.0064269+0.060481i,0.02948+0.067666i,0.065688+0.0695i,0.068511+0.053163i,0.049613+0.035944i
-0.086258-0.059622i,-0.24813-0.17492i,-0.54913-0.30838i,-0.86739-0.23661i,-0.89875+0.08992i,-0.57464+0.33786i,-0.28893+0.25394i,-0.2244+0.059067i,-0.17528-0.028657i,-0.084455-0.041531i,-0.028308-0.044958i,-0.010394-0.059727i,-0.017827-0.057213i,-0.010414-0.034223i,0.031551-0.033867i,0.065816-0.053524i,0.059157-0.062532i,0.026029-0.052356i,-0.0029952-0.033981i,-0.015113-0.015429i,-0.0091225+0.0023823i,0.0045413+0.0055522i,0.0060286-0.0049966i
0.039603+0.030083i,0.060654+0.23135i,0.080314+0.65372i,0.25608+0.97696i,0.51256+0.77287i,0.51732+0.32578i,0.32433+0.19964i,0.20516+0.30832i,0.15612+0.31381i,0.12164+0.20875i,0.10058+0.11545i,0.066802+0.078574i,0.044244+0.068824i,0.030095+0.058538i,0.012128+0.057324i,-0.0048833+0.054108i,-0.027419+0.047373i,-0.03785+0.048918i,-0.022647+0.047305i,0.0011717+0.024745i,0.012726-0.0095369i,0.014048-0.023991i,0.018259-0.022498i
0.052916-0.026489i,0.26505-0.13609i,0.68613-0.41248i,0.99387-0.71564i,0.76733-0.79545i,0.23179-0.66877i,-0.062885-0.51462i,-0.045516-0.39641i,0.01889-0.27767i,-0.0044248-0.1589i,-0.046951-0.062468i,-0.037924-0.0026766i,-0.011083+0.00057983i,-0.01557-0.039529i,-0.048372-0.076743i,-0.082692-0.07385i,-0.097352-0.035687i,-0.088898+0.0038866i,-0.061918+0.026055i,-0.018944+0.035047i,0.024467+0.035249i,0.04452+0.029404i,0.041774+0.023755i
-0.049208-0.0060248i,-0.19415-0.06893i,-0.5609-0.2338i,-1.043-0.31028i,-1.1329-0.046495i,-0.71823+0.31562i,-0.34968+0.36222i,-0.29033+0.17814i,-0.28571+0.042971i,-0.18591+0.0095392i,-0.071473+0.0025726i,-0.0075591-0.017742i,0.00547-0.010113i,0.014219+0.030165i,0.031991+0.048728i,0.042123+0.043602i,0.055911+0.038378i,0.069898+0.023689i,0.059161-0.0029342i,0.01705-0.018513i,-0.028384-0.011887i,-0.040904-0.0037967i,-0.031273-0.010629i
-0.10862-0.0081985i,-0.32628+0.13948i,-0.44477+0.5632i,-0.21333+0.91456i,0.14664+0.70343i,0.31548+0.21483i,0.35821+0.013044i,0.35215+0.052692i,0.24759+0.093457i,0.12664+0.098314i,0.052329+0.071611i,-0.00060163+0.0419i,-0.014289+0.015119i,-0.0082177-0.014773i,-0.018538-0.01207i,-0.029505+0.015397i,-0.035142+0.026402i,-0.040891+0.03151i,-0.036663+0.037659i,-0.014439+0.018928i,0.011784-0.013107i,0.027378-0.026711i,0.034504-0.024161i
0.23263-0.033066i,0.58168-0.20472i,0.88844-0.48704i,0.8711-0.61698i,0.5586-0.5009i,0.16382-0.36571i,-0.11925-0.27731i,-0.14446-0.13879i,-0.0076557-0.028703i,0.062412-0.017941i,0.052523-0.040236i,0.037084-0.060487i,0.013898-0.077333i,-0.012099-0.077845i,-0.010418-0.067731i,0.013012-0.069247i,0.02047-0.073237i,0.011646-0.054415i,0.01466-0.017188i,0.022065+0.018211i,0.014984+0.031609i,-0.0039509+0.023554i,-0.025251+0.0096281i
-0.20213+0.11986i,-0.47643+0.27677i,-0.73469+0.28101i,-0.80111+0.046068i,-0.66956-0.062225i,-0.45431+0.14356i,-0.24661+0.30826i,-0.15677+0.20621i,-0.15568+0.037355i,-0.12757-0.03156i,-0.072753-0.024498i,-0.034382+0.0080851i,-0.018148+0.037186i,-0.0038786+0.046144i,0.022804+0.031225i,0.043365+0.0036575i,0.046034-0.022719i,0.044137-0.051229i,0.020597-0.07176i,-0.02866-0.059123i,-0.064321-0.02588i,-0.06764-0.00067228i,-0.05358+0.014728i
0.045219-0.13888i,0.076128-0.2334i,0.05465-0.15189i,-0.023618+0.12791i,-0.022115+0.26538i,0.094961+0.10846i,0.15076-0.053531i,0.11848-0.045615i,0.055152+0.017991i,-0.022578+0.075142i,-0.050711+0.12399i,-0.025447+0.12655i,-0.0061391+0.10373i,-0.0058283+0.08487i,-0.032882+0.06048i,-0.080824+0.046402i,-0.11736+0.05486i,-0.12841+0.075625i,-0.096098+0.095883i,-0.019423+0.09273i,0.049846+0.061067i,0.067574+0.030124i,0.062359+0.016011i
0.083264+0.05678i,0.16406+0.11224i,0.2633+0.15839i,0.33659+0.093564i,0.2679-0.069799i,0.059084-0.1504i,-0.085154-0.095587i,-0.063564-0.021421i,0.023378+0.0085038i,0.097641-0.014097i,0.11938-0.086086i,0.092665-0.14683i,0.079394-0.15954i,0.091182-0.15318i,0.096861-0.14411i,0.086611-0.11588i,0.06886-0.06225i,0.04663-0.0052441i,0.03013+0.023394i,0.016906+0.018365i,-0.0045406+0.0098303i,-0.019798+0.0052722i,-0.030652-0.0040858i
-0.0098834+0.10997i,0.050214+0.20886i,0.18766+0.20387i,0.31976+0.04827i,0.34598-0.071586i,0.28246-0.069595i,0.20106-0.079655i,0.098108-0.093507i,0.020927-0.057469i,-0.0079443-0.016725i,-0.029865+0.027612i,-0.041915+0.070552i,-0.056413+0.075232i,-0.085271+0.077136i,-0.087925+0.10756i,-0.050372+0.11501i,-0.0052137+0.067462i,0.023973+0.0043363i,0.021615-0.040088i,-0.0045871-0.057135i,-0.015625-0.054344i,-0.0072624-0.043847i,-0.0013632-0.023271i
-0.090612-0.17266i,-0.28403-0.39505i,-0.57467-0.52774i,-0.78831-0.3949i,-0.75557-0.15871i,-0.54462-0.03702i,-0.30791+0.019006i,-0.12406+0.016081i,-0.050754-0.042824i,-0.055376-0.06575i,-0.059206-0.05706i,-0.056132-0.040187i,-0.04274-0.0010818i,0.0024295+0.017458i,0.051691-0.013654i,0.054084-0.055672i,0.018295-0.070114i,-0.015952-0.064689i,-0.035722-0.043628i,-0.032827-0.0073563i,-0.011965+0.016376i,0.0015012+0.017081i,0.0077899+0.0097998i
0.20398+0.11764i,0.5311+0.28182i,0.89664+0.35468i,0.99965+0.18349i,0.78906-0.058825i,0.51677-0.15287i,0.29819-0.12253i,0.11577-0.029831i,0.016472+0.064791i,0.0077526+0.090704i,0.034031+0.066041i,0.061038+0.026093i,0.072839-0.013316i,0.058602-0.04328i,0.01957-0.07039i,-0.027103-0.078971i,-0.06382-0.055628i,-0.078863-0.02408i,-0.060394-0.0064334i,-0.035127-0.0049102i,-0.03542-0.0026179i,-0.03579+0.0093621i,-0.021023+0.0079932i
-0.19823-0.047877i,-0.45961-0.15276i,-0.66163-0.24444i,-0.58499-0.18179i,-0.35403-0.023125i,-0.21815+0.027674i,-0.17067-0.0093057i,-0.090452-0.038058i,-0.017136-0.047675i,0.0042094-0.020573i,0.024151+0.023846i,0.046249+0.033225i,0.039785+0.019132i,0.01048+0.033855i,-0.026536+0.089184i,-0.03524+0.15202i,-0.0025056+0.1778i,0.026713+0.15399i,0.026478+0.09928i,0.022117+0.036402i,0.035659-0.0079898i,0.05212-0.02721i,0.050062-0.025097i
0.065921-0.039868i,0.14719-0.056162i,0.1685-0.044613i,0.041061-0.04297i,-0.1168-0.024553i,-0.12714+0.10358i,-0.034031+0.18932i,0.0019735+0.10948i,-0.029318-0.00021269i,-0.056199-0.048604i,-0.085103-0.060063i,-0.11454-0.044591i,-0.12025-0.018343i,-0.10608-0.0039191i,-0.062088+0.00084907i,0.0088918-0.01166i,0.071735-0.038444i,0.10257-0.046202i,0.089735-0.025048i,0.04951+0.014994i,0.017917+0.048851i,0.0030242+0.051258i,-0.0019361+0.035168i
0.028317+0.021507i,0.078475+0.023209i,0.13651-0.012731i,0.21763-0.084912i,0.28976-0.19243i,0.26898-0.30446i,0.18124-0.28671i,0.13263-0.12586i,0.1336+0.0041769i,0.11999+0.032343i,0.093457+0.019829i,0.067929+0.011839i,0.052303+0.023786i,0.072595+0.030122i,0.099168-0.0049426i,0.068865-0.053654i,-0.0017908-0.074722i,-0.04277-0.073752i,-0.035942-0.064195i,-0.021566-0.056238i,-0.027187-0.052659i,-0.03489-0.04037i,-0.026584-0.024448i
-0.11848+0.073765i,-0.30081+0.20144i,-0.48209+0.37226i,-0.50747+0.52126i,-0.36478+0.60431i,-0.18886+0.56861i,-0.091477+0.4031i,-0.083468+0.21319i,-0.089248+0.11474i,-0.065108+0.090202i,-0.036177+0.083638i,-0.0017663+0.081805i,0.035282+0.055111i,0.019933+0.0070714i,-0.04356-0.0069251i,-0.082184+0.023987i,-0.085058+0.058455i,-0.086339+0.063659i,-0.077146+0.047076i,-0.037723+0.025514i,0.005585+0.00075431i,0.015783-0.011676i,0.003367-0.0070113i
0.087253-0.13169i,0.23249-0.30832i,0.38405-0.47546i,0.39712-0.52739i,0.26382-0.50319i,0.11685-0.43637i,0.038067-0.28825i,0.01554-0.13129i,-0.0016608-0.062997i,-0.012052-0.046972i,-0.0029139-0.040977i,-0.0010502-0.04632i,-0.014304-0.046447i,-0.025697-0.028493i,-0.016167-0.0030602i,0.015245+0.011669i,0.04653+0.022846i,0.053104+0.046702i,0.032988+0.064246i,0.0017109+0.067908i,-0.020423+0.07115i,-0.022056+0.06405i,-0.019707+0.046575i
0.010499+0.13066i,0.0037871+0.33007i,-0.0066516+0.49706i,0.010086+0.47554i,0.043929+0.33338i,0.056059+0.20552i,0.042909+0.095714i,0.020467+0.012083i,0.0053821-0.017933i,-0.013078-0.018742i,-0.038397-0.019469i,-0.061133-0.025103i,-0.070484-0.022064i,-0.040179-0.0091356i,0.0059254-0.010442i,0.015672-0.025038i,0.0091346-0.037132i,0.02977-0.039247i,0.057839-0.028245i,0.06386-0.025317i,0.05103-0.040715i,0.031024-0.051206i,0.020414-0.03738i
-0.057607-0.069496i,-0.10131-0.176i,-0.10223-0.27115i,-0.060874-0.28i,-0.044102-0.22062i,-0.057303-0.11525i,-0.062934-0.012328i,-0.043305+0.031985i,-0.017434+0.033537i,-0.0038928+0.03065i,0.0091551+0.051013i,0.038406+0.085808i,0.061664+0.097519i,0.049198+0.079719i,0.016331+0.054518i,-0.011852+0.027498i,-0.043103-0.010057i,-0.073835-0.046842i,-0.072321-0.060256i,-0.034699-0.050803i,0.00081892-0.032008i,0.011932-0.011328i,0.01612-0.0067057i
0.044301-0.025309i,0.094447-0.033462i,0.11449+0.0069547i,0.083806+0.084011i,0.02863+0.10817i,-0.019836+0.044583i,-0.020421-0.011568i,0.021866-0.017242i,0.046706-0.031854i,0.03349-0.058275i,0.011594-0.076508i,0.0035056-0.091732i,0.0031558-0.099474i,-0.010997-0.097297i,-0.032034-0.083808i,-0.035378-0.046283i,-0.029627+0.012418i,-0.036369+0.055902i,-0.046533+0.058238i,-0.051351+0.045623i,-0.044826+0.048067i,-0.021425+0.042812i,-0.0086445+0.013817i
0.034863+0.054114i,0.085091+0.086811i,0.11509+0.028081i,0.08127-0.1141i,0.037134-0.16894i,0.041316-0.080702i,0.04415+0.0069384i,0.011631+0.024939i,-0.0071472+0.031944i,0.0055538+0.041811i,0.015735+0.028636i,-0.0072775-0.0010224i,-0.040785-0.0080841i,-0.034147+0.023484i,0.0018053+0.056527i,0.027771+0.060038i,0.050792+0.050575i,0.077311+0.046602i,0.07546+0.035239i,0.04754+0.0039673i,0.027609-0.035629i,0.015585-0.057234i,-0.0024387-0.042083i
-0.090529-0.030971i,-0.22029-0.062356i,-0.30449-0.074319i,-0.25564-0.035158i,-0.16649+0.023022i,-0.14432+0.047028i,-0.1214+0.043327i,-0.067437+0.026109i,-0.04167+0.012595i,-0.028922+0.01884i,-0.0052167+0.034474i,0.015901+0.052532i,0.029264+0.058945i,0.030564+0.036652i,0.01732-0.00018698i,-0.0034846-0.030145i,-0.018124-0.060384i,-0.021274-0.085284i,-0.017888-0.070696i,-0.0092106-0.025086i,-0.0067866+0.010831i,-0.01626+0.030624i,-0.011886+0.042499i
0.077923-0.05875i,0.15786-0.099239i,0.17995-0.079001i,0.10907+0.020047i,0.070189+0.080303i,0.11979+0.036246i,0.12978-0.038687i,0.060207-0.066485i,-0.0035472-0.047796i,-0.024233-0.021898i,-0.021493-0.021775i,-0.017146-0.037904i,-0.01593-0.039863i,-0.016842-0.031882i,-0.014217-0.022636i,-0.0086135-0.0041327i,-0.020777+0.022244i,-0.046113+0.03718i,-0.050258+0.030961i,-0.037998+0.018226i,-0.026503+0.011901i,-0.0080291+0.0077285i,0.011474-0.0050433i
-0.0042714+0.071012i,-0.012143+0.11966i,-0.022483+0.082594i,-0.051263-0.061102i,-0.11521-0.15361i,-0.17189-0.10111i,-0.15702-0.016387i,-0.099542+0.007289i,-0.057361-0.0051564i,-0.036145-0.016967i,-0.029864-0.015845i,-0.029494-0.007211i,-0.022584-0.001832i,-0.0063261+0.0043954i,0.0082221+0.0069036i,0.015353+0.0019048i,0.031559+0.0098624i,0.054427+0.032336i,0.059109+0.037657i,0.043005+0.021861i,0.026715+0.0077793i,0.018124-0.0034844i,0.0029101-0.01366i
