-0.0038337+0.0015635i,-0.0028167+0.00074061i,-0.0026691+0.00081283i,-0.0013279+0.00081101i,5.5973e-05+0.0011723i,-0.00057822+0.0019906i,-0.0010953+0.0027339i,-0.000339+0.0021736i,0.00023652+0.0010611i,0.00068266+2.1089e-05i,0.0011456+0.00014121i,0.00080517+0.00074349i,-0.00020615+9.1779e-05i,-0.00056067-0.0002545i,-0.00013553-0.00030302i,0.000805+6.9958e-05i,0.00070181+0.00059534i,0.00024193+0.00030635i,0.00043209-2.6715e-05i,0.00063946-0.00027982i,0.00011899-0.00071285i,0.00011276+4.6183e-05i,0.00037755+0.00079286i
0.0025227-0.0009975i,0.0031759-0.0012642i,0.003207-0.00061882i,0.0011999-0.00071651i,0.00046905-0.0013296i,0.00070021-0.00071995i,0.00025489-0.00087737i,-3.2889e-05-0.0013488i,0.00029906-0.00096893i,0.00090492-0.00041463i,0.00069766-0.00060231i,-0.00022055-0.00059446i,-0.00042815-0.0003492i,0.00061549-0.00068481i,0.00095378-0.0010203i,0.00012292-0.0004168i,-0.00055941-0.00042215i,-0.00058036-0.00086915i,-4.8547e-05-0.00038582i,0.0002622+0.00039472i,7.2601e-05+7.369e-05i,-0.00040627-0.00045526i,-0.00044675-0.00020932i
0.0016792-3.8048e-05i,0.0021129-0.00084005i,0.0019528-0.0012715i,0.0019757-0.0018329i,0.002258-0.00292i,0.0011549-0.0030947i,-0.00014781-0.0018452i,-0.00080188-0.00097723i,-0.0011456-0.0011339i,-0.00094501-0.0011927i,-0.00074126-0.00097438i,-0.00070388-0.00057998i,-0.00073011-0.000248i,-0.000759-0.00024769i,-0.00091663-0.0005994i,-0.00087191-0.00023778i,-4.8617e-05+0.00028388i,0.00016961-0.00038853i,-0.00030487-0.0011621i,-0.0003626-0.00062525i,-5.836e-05+0.0003391i,0.00046126+0.00026795i,0.00084594-0.00060926i
0.000366-0.0020305i,0.00050229-0.0023927i,-8.0484e-05-0.001259i,-0.00043997+0.00040116i,-0.00026084+0.00030424i,-0.00062878+0.00036259i,-0.00067269+0.00090596i,-0.0004898+0.0012098i,-0.00031103+0.00032012i,-0.000875-0.00029091i,-0.00046391-0.00082774i,0.00042697-0.00068129i,-4.6858e-05+0.00045019i,-0.00039965+0.00069716i,0.00026538+0.0002808i,0.00013255-6.023e-05i,-0.00045047-0.00050474i,-0.00042961-0.00098314i,-0.00069851-0.00037985i,-0.0004427+0.00093486i,-0.00021389+0.0010392i,2.0326e-05-0.00013969i,0.00025076-0.00059659i
-0.0028564+0.00031398i,-0.0020161+0.00016843i,-0.0022096+7.266e-05i,-0.0022316+0.00032202i,-0.00032338-0.00019131i,0.0011491-0.001003i,0.00062128-0.00078546i,0.00012642+0.00011173i,0.00015296+0.00040117i,-6.6712e-05+0.00089587i,-4.8984e-05+0.0011137i,-0.00020957+0.0012028i,-6.765e-05+0.00072377i,0.00039779+0.00012257i,0.00016111-0.00015698i,-0.00015105-0.00015397i,-0.00018243+0.0005008i,-0.00057885+0.00021319i,-0.001288-0.00021985i,-0.0014284-1.3002e-05i,-8.314e-05-2.9697e-05i,0.00075705+1.4487e-05i,0.00057391+0.00018342i
0.0011789+0.00062619i,0.0014058+0.00058173i,0.0015958+0.00018367i,0.0014553-0.00019995i,0.0011162-0.0006567i,0.00055579-0.0011522i,-0.00025404-5.9669e-05i,0.00024495+0.00083208i,0.00060727+0.00037695i,0.0002295+5.8873e-05i,-0.00047115+0.00019872i,-0.00094401-8.1791e-05i,-0.00074188-0.00049052i,-0.0006231-0.00043609i,-0.00039565-0.00035871i,-0.00038861-0.00085729i,-0.00022614-0.00078481i,-0.00054745-0.00081346i,-0.00032224-0.00020056i,-0.00029689+0.00038862i,-0.00038888+0.0006926i,-0.00019284+0.00091511i,-0.00031423+0.00094791i
-0.00021047-7.1152e-05i,-0.00055955-0.00011619i,0.00045794-0.00082231i,0.00078397-0.0013986i,0.00050381-0.0010869i,0.00049492-0.00027448i,0.00020242-0.0001455i,-0.00032784+0.00016365i,-0.00038844+0.00054331i,-0.00030166+0.0003605i,-0.00028798+0.00044526i,0.00032513+0.00094788i,0.00082319+0.00049116i,0.0010931-0.00034383i,0.00032032-0.00018161i,-0.00014996-0.00012835i,-0.00030477-0.00013186i,-0.00057426+7.6795e-05i,-0.00021995+0.0005032i,-0.0005724+0.0005038i,-0.00062127+0.00024773i,-2.916e-05+2.9498e-05i,0.00050299-6.1545e-05i
0.00018426-0.00026011i,-0.00066252+0.00063388i,0.00062808+0.0019064i,0.0021041+0.0011848i,0.0015801-0.00010654i,0.00088861-0.00027137i,0.00093298+0.000204i,0.00085626-0.00011295i,-7.3515e-05-0.00085134i,-0.0013848-0.00056346i,-0.0017704+0.00027363i,-0.0012943+0.00035194i,-0.0013657-0.00095556i,-0.0008278-0.001401i,0.00036275-0.00017683i,0.00014655+0.00050383i,2.8248e-06+0.00026167i,2.8582e-05-7.7748e-05i,-0.0011714-0.00067741i,-0.0011706-0.00043681i,-0.00012113-0.0002065i,-0.00019016+0.0004216i,-1.2558e-06+0.00093371i
0.00063433+0.00051168i,0.00051873-0.00025515i,0.0007647-0.00064732i,0.00052246-0.00028294i,0.00061029-0.00056466i,0.00082602-0.0007859i,-0.00048633-9.1242e-06i,-0.00074495+0.00062592i,-0.00010743+7.612e-05i,0.0003479-0.00053047i,0.00037803-0.0002584i,0.00023044+0.00034956i,2.4954e-05+0.00057535i,-0.00056994+0.00020427i,-0.00081598-0.00054484i,-0.00048509-0.00094806i,-0.00054376-0.00090573i,-0.00056154-0.0008293i,-0.00020833-0.00043087i,6.2783e-05+5.2132e-05i,-4.3104e-05+0.00042437i,-0.00018987+9.7497e-05i,-0.00064835-0.00039065i
0.00047315-0.0011536i,0.0012782-0.0010101i,0.0018699-0.00015425i,0.0021484-0.00043765i,0.002085-0.00065276i,0.0017066+8.9396e-05i,0.0011881+0.00017904i,0.00078744-0.00039691i,0.00029889-0.00021803i,-0.00045082+0.00020583i,-0.00054908+4.4145e-05i,-0.0007464+0.00030071i,-0.00048616+0.00066926i,0.00019292+0.00051213i,0.00044474-0.00025156i,0.00065099-0.00037905i,-0.00036292-0.00043539i,-0.00053366-0.00045408i,4.6919e-05+0.00049317i,-0.00030439-2.6205e-05i,-0.00021986-0.00071884i,0.00026306+3.6433e-06i,0.00047381-2.0039e-05i
0.00078764+0.00053482i,0.00111+0.00077835i,0.0011626+0.00042454i,0.0013949+0.00035393i,0.0010802-0.00019291i,0.00055547-0.0010629i,-0.000766-0.0010855i,-0.0014917+0.00023515i,-0.00070907+0.0010772i,-0.00098404+0.00024784i,-0.0011948-0.0003051i,4.1651e-05-0.00021773i,0.0010171+5.0198e-05i,0.00089921-0.0001422i,0.00025586+0.000138i,-9.246e-05+0.00046683i,-0.00014833+0.00039266i,-0.00045098+0.0002786i,-0.00043896+2.8798e-05i,-0.00011323+1.6473e-05i,0.00030042+0.00014172i,0.00044875+0.00024467i,-2.6144e-05-6.8782e-05i
-0.0015184-0.00078454i,-0.0017972-0.00057409i,-0.0015085-0.00086334i,0.00019126-0.0010131i,0.0013775-0.00081249i,0.0009657-0.00077669i,0.00098377-0.00025694i,0.00069904+0.00069822i,2.3141e-05+0.00086441i,-0.00026756+0.00034927i,-0.00086439+0.000163i,-0.00090832+0.00035662i,-0.00070576+0.00040534i,-0.0010042-0.00028457i,-0.00047055-0.0011429i,-5.6017e-05-0.0013598i,-0.00012766-0.0011192i,-0.00055865-0.00057873i,-0.0011507-0.00018584i,-0.0012053-8.9787e-05i,-0.001432-0.00012958i,-0.00053317+0.00043352i,-0.00025337+0.00023866i
0.0003109-0.0010549i,-0.00013717-0.0015841i,0.00056268-0.00087379i,0.0014461+5.6202e-06i,0.0015254+2.5738e-05i,0.00030547-3.7482e-05i,-0.00054794-0.00017415i,-7.3666e-05-4.5202e-05i,-0.00047399+0.00041408i,-0.00094537+6.2378e-05i,-0.00012908-2.4258e-06i,0.0003199+0.00042259i,0.00057273+0.00017035i,0.00074715-1.7229e-05i,9.0464e-05-0.00011838i,-0.0002276-0.00073213i,0.00012009-0.0007918i,-0.00016852-0.0001938i,-0.00056456-0.0002745i,1.692e-05-1.0824e-05i,0.00069767+0.0010476i,-0.00020416+0.0010909i,-0.00053513+0.00043611i
0.0011096+0.0015919i,0.00086976+0.0016388i,0.0027868+0.0018832i,0.0033483+0.00098625i,0.0014+0.00020359i,-0.00031083-0.00083319i,-0.001519-0.00056256i,-0.0019486+0.00064323i,-0.0014329+0.00033311i,-0.00088371+0.00012446i,-0.00022328-0.00015621i,0.00055701-0.00027507i,0.00056279-0.00040023i,0.00063992-0.00072216i,0.000785-0.0006368i,0.00020278-0.0010679i,-0.00061361-0.0013236i,-0.00073269-0.00076076i,-0.0004202-0.00016964i,-7.3541e-05+0.00011014i,0.00036138+0.00030399i,0.00093604+0.00016944i,0.00054992-0.00049876i
0.00078151+0.0023798i,0.0012363+0.002956i,0.0015067+0.0021669i,0.0014304+0.00027229i,0.0021478-0.00088805i,0.0020325-0.00036939i,0.00054892-7.2494e-05i,5.66e-05-0.00047445i,-0.00015958-0.0006301i,-0.00029002-0.00035003i,0.00025272-0.00034643i,0.00083252-0.00060511i,0.00037204-0.00095964i,-0.00019434-0.00048836i,-6.7052e-05-0.0010169i,0.00046072-0.0016044i,0.00017073-0.00034369i,0.00031905+0.00037491i,0.0004512-4.5031e-05i,-0.00017968-0.00033842i,0.00010716-0.00043014i,0.0003651-0.00040128i,-0.00016602+2.1386e-05i
-0.0022067+0.002141i,-0.0020282+0.0017262i,-0.00088917+0.0017556i,0.00028785+0.0012641i,0.00067479+0.00011719i,0.0004466-0.0011064i,0.0001125-0.0013186i,6.1306e-05-0.00042373i,-0.00016982+0.00039498i,-0.00054561-0.00015963i,-0.00045059+0.00015337i,-3.9472e-05+0.00071635i,0.00058315+0.00016585i,0.0011491-0.00043043i,0.000798-0.00015476i,0.00034206-0.00015788i,0.0002697-0.00016093i,-0.00026286-1.3907e-05i,-0.00085714-0.00042656i,-0.0010731-0.0010271i,-0.000553-0.0014207i,-0.0001897-0.00073778i,-0.00035373+9.4314e-05i
-0.00208-0.00021783i,-0.001751-0.00021292i,-0.0018672+0.0010435i,-0.00045629+0.0010891i,0.0017872+0.00055842i,0.0023619+0.00025178i,0.0013955+0.00014966i,0.00035821+0.00044437i,0.00042895+0.00066002i,0.00038466+0.0011877i,9.4708e-05+0.0010375i,0.00062735+7.8803e-05i,0.00075134-0.00028149i,0.00033446+0.00016293i,-8.0125e-05+0.00076001i,0.00014347+0.00079294i,0.00040115+0.00046497i,0.00014697-0.00038999i,0.00052632-0.00047318i,0.00050705+2.4816e-05i,8.5922e-05-0.00054173i,0.00019569-0.00039338i,0.00030452+0.00063158i
0.00041488+0.0010444i,0.0013026+0.0016623i,0.0012153+0.00074866i,0.0012655+0.00050519i,0.0022729-0.00073016i,0.0024137-0.0012305i,0.00044145-0.00061706i,-0.00042304-0.00030888i,-0.00020393-7.0238e-05i,-0.00027448+0.00031642i,4.1595e-05+0.00066708i,-0.00038298+0.00086362i,-0.00096387+8.8974e-05i,-0.00048595-0.00058804i,-4.6837e-05-0.00067197i,0.00068174-0.00053489i,0.00034059+0.0003076i,-0.00029271+0.00019803i,-0.00012114-0.00029727i,6.7395e-05-0.00053681i,0.0006033-0.00047258i,0.00060538-7.4113e-06i,6.8235e-05+0.00038856i
-0.00077378-0.00029805i,-0.0015612+0.00032875i,-0.0015872+0.0004566i,-4.7165e-05-3.7092e-05i,0.00030048+9.796e-05i,-0.00041216+5.9903e-05i,-0.00069551-0.00042751i,-0.00044324-0.00050827i,9.1577e-05+0.0001233i,-3.5989e-05+0.0004987i,0.00036708+0.00041127i,0.00016802+0.00076904i,-0.00015129+0.0012523i,0.0001631+0.0014492i,0.00020195+0.0010548i,0.00043195+0.00013618i,0.0002317-0.00037553i,-0.00050811-0.00033268i,-0.00081889+8.6792e-05i,-0.0007533+2.3598e-05i,-0.00027872-5.8862e-05i,0.00029217-1.3249e-05i,0.00054077+0.00034522i
-0.00070501+0.00013325i,-6.1326e-05+3.7897e-05i,-0.00031832-0.00067615i,-6.0359e-05-0.00088216i,0.00086243-0.0006522i,0.00065496-0.0008514i,-3.8895e-05-0.00020469i,-0.00071971+0.00074548i,-0.0018151+0.00021132i,-0.0016235-0.00011689i,-2.1696e-05+0.00054552i,7.9666e-05+0.00055062i,-0.00037402+0.00033984i,-0.00076864+0.00027318i,-0.00038728-0.00046582i,0.00027068-0.0010346i,-0.00050104-0.0012813i,-0.00066251-0.0011779i,-0.00020076-0.00072507i,-0.0004445-0.00027369i,-0.0012561+0.00018367i,-0.00085155+0.00098251i,0.00060048+0.0012368i
0.0010058-0.002075i,0.0012405-0.0016201i,0.00077094-0.0014677i,0.0018319-0.00027659i,0.0024645+0.00071959i,0.0016697+9.2374e-05i,0.00079826-0.00029354i,0.00020971+3.2586e-05i,0.00021105+0.00030309i,-0.00022919-0.00023859i,-0.00098982-0.00037299i,-0.0010448-0.00018508i,-0.00085495-0.0009594i,-0.00063516-0.00080741i,-0.00036115-0.00047533i,-8.3655e-05-0.00087809i,-0.00035255-0.0010437i,-0.00071309-0.0014572i,-0.00044427-0.00097413i,-0.00062208-0.00040389i,-1.635e-05+0.00018474i,0.00053158+0.00040345i,-6.591e-05-0.00023425i
0.001179+8.9673e-05i,0.0011752-0.00055558i,0.0018201-0.0010046i,0.0023157-0.00045386i,0.0020589-1.8442e-05i,0.0011108+0.00021975i,-0.00026478+0.00035247i,-0.00081796-7.8998e-05i,0.00031953-0.00051137i,0.00077786-0.00085662i,4.6238e-05-0.0012612i,-0.00066149-0.00085859i,-0.0012666-0.00068273i,-0.00074887-0.00091242i,-0.00024125-0.0001947i,0.00024339+0.00030696i,0.00087919-0.00038884i,0.00061083-0.00074104i,5.7866e-05-0.00084064i,0.00012711-0.00032377i,0.00026379+0.00071997i,-2.2922e-05+0.00084667i,-3.1455e-05+8.8324e-05i
0.00015072-4.6026e-05i,0.00040708+0.000926i,0.00053496+0.0012035i,0.0012655+0.00077628i,0.0016691-0.00035735i,0.0019831-0.00051924i,0.0012834-0.00011677i,-0.00035965+7.821e-05i,-0.00089531-0.00056648i,-0.00054251-0.00093993i,-0.0001347-0.0011458i,0.00029379-0.00095988i,0.00013781-0.00055893i,-0.00016531-0.00038493i,1.571e-05-6.3526e-06i,-3.2683e-05+9.3914e-05i,-0.00034748-0.00022277i,-0.00070545+0.00023226i,-0.00063774+0.00024579i,-0.00018655-0.0003235i,0.00038983-0.00043609i,0.00082518-6.1035e-05i,0.00047541+0.00099497i
0.0016696+0.00088694i,0.0022969+0.00051305i,0.0033498+0.001192i,0.0027607+0.00043104i,0.0016138-0.00058074i,0.00064811-0.00093863i,-0.0002273-0.00078971i,-0.00036794-0.00015461i,0.00020351+7.8391e-05i,0.00045318-0.00015273i,0.00037411-0.0007854i,0.00055135-0.0012696i,0.00021954-0.0009549i,-0.0005487-0.00070397i,-0.00021375-0.00034716i,5.8554e-05-0.00020313i,-0.00026171-0.00054062i,-0.00053334-0.00064196i,-0.00036253-5.633e-05i,-0.00044265+0.00065273i,-0.0011377+0.00010527i,-0.00091624-0.00099474i,-0.00085636-0.0009976i
6.8578e-05+0.0015628i,-0.00037773+0.00060021i,-0.00027141+0.00085119i,0.0015215+0.0013649i,0.002158+0.0013677i,0.0012024-1.3945e-05i,0.00027225-0.00059961i,0.00022521-0.00017687i,0.00021394+0.00042202i,-0.00042372+0.00076757i,-0.00058262+0.0008237i,-4.4043e-05-9.2053e-05i,-0.00019665-0.0001301i,-0.00093936+7.532e-05i,-0.00067203-0.00054954i,0.00026178-0.00072988i,0.0005766-0.00095616i,0.00038027-0.0016444i,-0.00013476-0.00099477i,-0.00061487-1.5766e-05i,-6.8232e-05-0.0001892i,0.00046872-1.2336e-05i,0.00093255-0.00010626i
-0.0015197-0.00045545i,-0.00050124-0.0010283i,0.00021508-0.0011331i,0.0019135-0.00045087i,0.0025873+0.00042325i,0.0017548+0.00014048i,0.0009985+0.00013982i,0.00036787+0.00061217i,0.0001227-1.1922e-05i,-0.00017577-0.00045357i,-0.00030313+4.6581e-05i,5.3716e-05+0.00013732i,0.00025737+0.00021665i,-0.00038099+0.00062256i,-0.00088314+9.2674e-05i,-6.4708e-05-0.00058826i,0.00022415-0.00081772i,-0.00019727-0.00012269i,-0.00063052+0.00026318i,-0.00031649+5.4822e-06i,6.8648e-06+9.3507e-05i,-8.1804e-05+0.0005693i,0.00012704+0.0004694i
0.00052477-0.00072558i,0.00057428+0.00067186i,0.00088208+0.0012891i,0.0011995+0.00091037i,0.001534+0.0005017i,0.0016135+0.00022082i,0.0010769+0.00026579i,0.00096964+0.00032074i,0.00080553+7.0987e-05i,0.00034155-0.00090515i,2.8821e-06-0.0014594i,-0.0004295-0.0011838i,-0.00031075-0.00060375i,-0.00042566+0.00046677i,-0.00061005+0.0009136i,-0.0002666+0.00070271i,-0.00083507+0.00034936i,-0.00097368-0.00012588i,-1.9637e-05-0.00022148i,0.00031079-8.9043e-05i,-0.00060335-0.00040929i,-0.0008584-0.00059868i,-9.0577e-05-0.00032527i
-0.00026034+0.00060981i,-0.00021756-0.0010241i,0.0001333-0.0015744i,0.00045069-0.0014445i,0.0013431-0.0013346i,0.0014248-0.00094287i,0.00095409-0.00069771i,-8.5565e-05-4.5046e-05i,-0.0011685+0.00036073i,-0.0012701+0.00043659i,-0.00046071+0.00060478i,6.5057e-05+0.00023035i,0.00034142-0.00025373i,-0.00018576-0.00030477i,-0.00079399-0.00041226i,-0.00054593-0.00023534i,-0.00063314+0.00041394i,-0.0011364+0.00036395i,-0.00089318+3.3496e-05i,-0.00015065-0.00033592i,0.0003902-0.00041936i,0.00043294-0.00019461i,7.3386e-05-0.00022805i
0.001139+0.0003997i,-0.00047402+0.0017987i,-0.00093487-0.00013112i,2.4466e-05-0.001229i,0.00013103-0.00095439i,-0.00036123-0.00022596i,-0.00030193+0.00033869i,0.00041777+0.00066337i,0.00086903+0.0005522i,0.00069515+6.9606e-05i,0.0004995-0.0007024i,0.00090799-0.00084236i,0.00057523+9.2306e-05i,0.00054019+0.00059162i,0.00064301-2.2188e-05i,0.00023327-0.00042558i,-5.016e-05-0.00035588i,-0.00064221-0.00046518i,-0.00033178-0.00058381i,0.00023346-0.00060641i,0.00069311-0.00055628i,0.0012054+0.00011954i,0.0014476+0.00065794i
-0.00014835+0.0015792i,0.0014754+0.0026276i,0.0016722+0.0020897i,0.0014626+0.0010064i,0.00155-0.0003931i,0.00056844-0.0019475i,-3.5117e-05-0.00097396i,9.4724e-05+0.00028226i,0.00037755+0.00029285i,0.0010606-0.00048386i,0.00081962-5.3132e-05i,0.00023031+0.00042029i,0.00035749-0.0001877i,0.00047341-2.906e-05i,0.0011228+0.00042552i,0.00096374+0.00028302i,-0.00053049+0.0001749i,-0.00097215-0.00093005i,-0.00073732-0.0016071i,-0.00014996-0.00060118i,0.00043325+7.189e-05i,0.00075181+0.00012449i,0.0011751+0.00034422i
-0.0011542+0.00046929i,-0.0016916+0.00083111i,-0.0015623+0.00051682i,-0.0011348-0.00026632i,-0.00044212-0.00037457i,-1.4582e-07-0.0008448i,-0.00010251-0.0013045i,-0.00082025-0.0004356i,-0.0011639+0.00033236i,-0.0012336+0.00072345i,-0.0012551+0.00076489i,-0.00091839+5.0608e-05i,-0.00093759-0.00079808i,-0.0006551-0.00099711i,0.0002838-0.00033064i,0.00089273-0.00012291i,0.00057618-0.00026411i,0.00019265-8.8429e-05i,0.00032918+6.0793e-05i,0.0001676-0.00067582i,-0.00024198-0.00091939i,2.2189e-05-0.00074227i,0.00083419+8.1428e-06i
-0.00032986+0.0017412i,0.00020098+0.0018023i,0.00083972+0.0012517i,0.0019987+0.00078506i,0.0029743+0.00046386i,0.0018915-0.00054906i,0.00063882-0.0010589i,0.00029612-0.00073535i,-0.0008305-0.000664i,-0.0014781-0.00048527i,-0.00080529-0.0002634i,3.5138e-05-0.00051398i,0.00014549-0.00030573i,1.8947e-05+0.00015082i,0.00012127-0.00026714i,0.00032536-0.00019468i,-0.00019195+0.00030861i,-0.00076172-0.00029045i,-0.00072621-0.00057785i,-0.00075089-0.00032208i,-0.00026811-0.00011763i,0.00047032+7.3348e-05i,0.00044778+0.00023894i
0.00038812+0.00020876i,-0.00088753+0.00017348i,-0.00037965+0.00074658i,0.00046935+0.0014097i,0.00027969+0.00077405i,-0.00022253-2.9693e-05i,-0.00034012-0.00016049i,0.00035885+0.00025006i,0.00035612+7.9949e-05i,-0.00030619-2.914e-05i,-0.00065709-1.2121e-06i,-0.00054906+0.00025641i,-0.0001147+0.000854i,0.00011928+0.001226i,0.00038987+0.0012026i,0.00050327+0.00082362i,-2.8224e-06+0.00062116i,-0.00087447+0.00041544i,-0.0010174+0.00046868i,-0.00058037+0.00054081i,-0.0005016+0.00047602i,-0.00019523+0.00043763i,0.00011388+0.00038317i
0.00051417+2.5688e-05i,0.001406+0.00031646i,0.0015821-0.00018168i,0.0014515-0.00065696i,0.0016127-0.0012398i,0.00096302-0.0019469i,0.00032405-0.001732i,0.00071721-0.0014187i,0.00096726-0.0016521i,0.00062549-0.0013775i,0.0003393-0.00035538i,0.00028251+2.755e-05i,0.00011153-0.00048649i,0.00016965-0.00074852i,0.00052235-2.5329e-05i,0.00053373-0.00050425i,0.00026281-0.001172i,-0.00022981-0.00078403i,-0.00073026-0.00052132i,-0.0010549-0.00099202i,-0.00065638-0.00057853i,0.00055688-0.00015953i,0.00070396-0.00070092i
0.0034766+0.00040121i,0.002465-0.00018046i,0.0023256-0.0011407i,0.0018005-0.0018041i,0.00037475-0.0026478i,-0.00077026-0.0021604i,-0.0011419-0.00081364i,-0.00056118+0.00019119i,0.00013283+0.00055977i,0.00013517+0.0003111i,-5.0451e-05+0.00026873i,-5.7525e-06+0.00019996i,-0.00064773+0.00022537i,-0.00031693-0.00029253i,0.00063227-0.0010187i,0.0003489-0.0012723i,-0.00016011-0.0011899i,-0.00058372-0.0012419i,-0.00056945-0.00098667i,-0.00021131-3.9989e-05i,-0.00023277+0.00072523i,-0.00077643+0.00079745i,-0.0007134+0.00030519i
0.0006874+0.00040064i,-0.00010976+0.00023577i,0.0020307+0.00080489i,0.0030509+0.00036947i,0.0029203-1.2896e-05i,0.0017885+0.00049321i,0.00041655+0.00042925i,7.5923e-05+0.00078829i,-7.2906e-05+0.00096701i,0.00021954+1.538e-05i,0.00052985-0.00078873i,3.3295e-05-0.00087722i,5.9138e-05-0.0010244i,0.00071578-0.00068207i,0.00025655+0.00013452i,-0.000736+0.00017549i,-0.00086363-0.00065461i,-0.00057225-0.00070796i,-0.0005691+0.00010442i,8.1256e-05+0.00032681i,0.00065413+0.00070639i,-9.2563e-05+0.0005008i,-0.00010381+0.0002763i
-0.00052052-0.00066687i,-0.00073239-0.000623i,-0.00055726+6.8824e-05i,0.00033842+0.00065991i,0.0011104+0.00054155i,0.0011611+0.00069682i,0.00063025+0.00016346i,0.00022641-0.00024143i,-1.3238e-05-0.00043304i,-0.00056856-0.00096018i,-0.00076667-0.00034103i,-0.00035475+0.00027734i,5.8232e-05-0.00024573i,-0.00019123-0.00080943i,-0.00077632-0.00046251i,-0.000607-0.00028741i,-6.4088e-05-0.0004238i,2.7361e-05-0.00035722i,-0.00028331+2.8357e-06i,-0.00015249-9.6885e-05i,0.0002922-0.00045455i,0.00034222-0.00023225i,-0.00047059-0.00014306i
0.0011983+0.00028542i,0.0017597+0.00024716i,0.0012024+0.00056906i,0.00037204+0.00059205i,0.0001246+0.00017494i,-9.5507e-05-7.2182e-05i,-0.00052872-2.7517e-05i,-0.00056081-0.00024306i,0.0001628+0.00019933i,1.7431e-05+0.00014014i,-0.00060358-0.00015853i,-4.4443e-05-0.00016207i,0.00065685-0.00026701i,0.00078613-0.00053322i,0.00037456-0.00059793i,-3.6832e-05+0.00017598i,-0.00019205+0.0003123i,-0.00045032-0.00032461i,-0.00077049-0.00033894i,0.00017132-0.00013349i,-5.8884e-05-0.00019467i,-0.00074444+4.116e-05i,-0.00016886+0.00046579i
0.0012068-0.00022801i,0.0016942-0.00024804i,0.0016595+0.00010065i,0.0012108+0.00048164i,0.0014458-0.00041486i,0.0016958-0.00091086i,0.00098342-0.00065609i,0.00029071-0.00014158i,0.00014431-0.00013063i,-0.00056537+0.00019222i,-0.00073236+0.00054267i,-0.00015947+0.0006666i,-7.8932e-05+0.00074968i,-0.00038124+0.0002596i,-0.00057651-0.00011747i,-0.00020916-4.9934e-05i,0.00052997+0.0001106i,-0.0001398+0.00015096i,-0.0010166-0.00016166i,-0.00041012-0.00090885i,-0.00011978-0.00079012i,0.00021287-0.00029834i,0.00082279-0.00044674i
-0.0019079+0.0017137i,-0.0020883+0.002027i,-0.0016035+0.001815i,-0.00030116+0.00066064i,0.00072865+0.00044652i,0.00069955+0.00016432i,-0.00018081-8.0388e-05i,-0.00097055+0.00039513i,-0.00091697+0.00035494i,8.3606e-05-0.00020761i,0.00043195+0.00018397i,0.00017373+0.00086075i,0.00054111+0.00062161i,0.00044827+0.00022554i,0.0002164+9.7131e-05i,0.00014897-0.00018779i,0.00035556-0.00031057i,-0.00017583-0.00036083i,-0.0008453-0.0002091i,0.00021248+6.245e-05i,0.0012273+0.00055773i,0.0013327+0.00075106i,0.00087672+0.00022693i
-0.00099177+0.00049857i,4.5744e-05+0.00097392i,0.00068491+0.00091i,0.00042927+0.00040434i,0.00075948+0.00019049i,0.0014971-0.00051269i,0.00081604-0.00075541i,7.9345e-05+0.00047881i,-0.00048702+0.0011414i,-0.00069412+0.00060298i,-0.00041426+0.00086069i,3.4932e-05+0.00082295i,0.00041721+0.00043995i,0.00066585+0.00033537i,0.00075633-2.045e-05i,0.00025188-0.00031006i,0.00021162-0.00074223i,0.00024312-0.00035499i,9.2363e-05+0.00062455i,-0.0002482+0.00035962i,-0.00028003+0.0001456i,0.00035461+0.00091655i,-3.771e-05+0.00039837i
0.0011395-0.0020173i,0.0016495-0.00065633i,-7.7046e-05+0.00057153i,-0.00017403+0.00088308i,0.00049636+0.00071538i,-1.4649e-05+9.4751e-05i,-0.00069896-0.00010888i,-0.00038083-0.00029387i,-0.00041881-0.00078269i,-0.00066255-0.000637i,-0.00085251-0.00038816i,-0.001046-0.00040551i,-0.001514-0.00018259i,-0.0014412-0.00022647i,-0.00058244-0.00010206i,-0.00032266+0.00028949i,-0.00063817+7.6036e-05i,-0.00094656-0.00031545i,-0.00071383-6.5894e-05i,-0.00041181+0.00041515i,-0.0003792+9.6559e-05i,0.00048546-0.00032927i,0.00072849-0.00023191i
-0.00037591+0.0012678i,-0.00025969+0.00039337i,0.00041278-0.00051085i,0.00065327-0.00071104i,0.0010732-0.00064494i,0.00018187-0.0011209i,-0.00056161-0.0016746i,-0.00021897-0.0010883i,-0.00068343-0.00033173i,-0.0010226-0.00017783i,-0.00053726+0.00016687i,0.00012888+0.00052612i,0.00028923+0.00014055i,3.2683e-05-1.4424e-05i,0.00050489-0.00049736i,0.0010714-0.001064i,-0.00021399-0.00030674i,-0.0013123+0.0004816i,-0.0012176-0.0005132i,-0.0010911-0.00104i,-0.00045979-0.00060455i,0.00013202-0.00037376i,0.00065016-0.00051932i
