-0.00099216+0.0034221i,-0.00085846+0.001256i,-0.0018183-0.00042881i,-0.0012142-0.0017124i,-0.0012489-0.0016686i,-0.0010726-0.001062i,-0.00074145+4.428e-05i,-0.00069043+0.0011475i,-3.069e-05+0.00080505i,0.0005908-0.00039141i,0.0010682-0.00043287i,0.00063677+0.00039585i,-0.00010215-3.1368e-05i,4.2953e-06-0.00027056i,0.00012832+0.00010149i,0.00023777+0.00030847i,-0.00013183+0.00027027i,-0.00025919+6.835e-06i,0.00012522-0.00063336i,0.00057928-0.00092547i,0.00013299-0.0004727i,-0.00065163-0.0007789i,-0.00041831-0.0009841i
-0.00019757+0.00051454i,0.00033511+0.00085425i,0.0005558+0.00040738i,-6.6932e-05-0.00084124i,0.00010684-0.00096415i,0.00016713+0.00037141i,5.4507e-05+0.00086714i,-0.00016943+0.00064614i,-0.00068286+0.00061824i,-0.00040069+0.00044439i,-0.00015123+0.00025575i,-0.00021748-0.00022853i,-0.00062098-0.00034772i,-0.00028824+0.00044563i,1.0155e-05+0.00076753i,-0.00017658+0.00016174i,-5.0896e-05-0.00026134i,-0.00032621+3.9369e-05i,-0.00087123+0.00064273i,-0.0008106+0.00066216i,-0.00034972+0.00023268i,0.00023141-0.00029635i,-7.227e-05-0.0001078i
0.00060841+0.0015691i,-0.00022276+0.0010668i,7.5962e-05+0.00064465i,0.00019982-0.00048358i,-0.00036814-0.0022968i,-0.001625-0.0021502i,-0.0011679-0.00080506i,0.00020979-0.00060803i,0.00057069-0.00085125i,0.00040799-0.00035547i,0.00015565+0.00043511i,-2.5386e-05+0.00017662i,-0.00088813-8.0753e-05i,-0.00060474+1.3908e-05i,1.0678e-05-0.00040748i,-1.4165e-05-0.00025128i,-0.00020049+0.00032218i,-5.2085e-06+0.00050066i,0.00034042+0.00038892i,8.418e-05+6.9318e-05i,-0.00028994+0.00027619i,-0.00042093+0.00091039i,-0.00040174+0.00076035i
0.00068865-0.00070031i,0.0015556-0.001884i,0.0011532-0.0024025i,-0.00036308-0.0023926i,-0.00086646-0.0026111i,-0.00030551-0.0022219i,-0.00035051-0.0014657i,-0.00071437-0.0010306i,-0.00035475-0.00025186i,-0.00011233+0.00015726i,-3.8328e-05+6.958e-06i,0.00011415-7.3876e-05i,-0.00010158+0.00015376i,-0.00028413+0.00082151i,0.00024002+0.00089658i,0.00049394-0.00023071i,0.00025329-0.00033822i,0.00022531-0.00037022i,-8.6808e-05-0.00059756i,-0.00038233-0.00098511i,-0.00051108-0.001146i,-0.00064047-0.00038472i,0.00020848+0.00047359i
-8.1342e-05-0.0019779i,0.00079484-0.00063788i,0.00021918+0.00014316i,-0.001573+0.00070486i,-0.002378+0.0014266i,-0.0013992+0.0015855i,-0.000226+0.00049883i,0.00049277-0.00079324i,0.00068063-0.0010752i,6.7128e-05-0.00029617i,-0.00056377+0.00031032i,-0.00026568+0.0005351i,0.0005267+0.00073866i,0.00075772+0.0011217i,-9.5929e-05+0.0010076i,-0.00082483+0.00061427i,-0.00089113+0.00012325i,-0.00051474-0.0003231i,0.00033134+0.00012717i,0.0006746+0.00067062i,0.00034185+0.00059721i,-9.5439e-05+0.00032261i,-0.0001615-9.7265e-05i
0.0011644-0.0010237i,0.001816-0.00068044i,0.00078005-0.0011065i,-0.00028031-0.00084773i,-0.00022278-0.00079401i,-0.00066998-0.0014968i,-0.00046761-0.0013145i,0.00047084-0.00077253i,0.00024504-0.00061272i,-0.00019123-0.00071824i,-0.00041584-0.00063597i,-0.00073785-9.1629e-05i,-0.00036968-0.00036449i,-1.8615e-05-0.00042792i,-0.00077784-0.00043736i,-0.0012621-0.00044702i,-0.00041726-3.3566e-05i,0.00039559+7.5016e-05i,0.00076604-0.00057268i,0.00060671-0.00083648i,0.00021736-0.00049546i,-0.00088706+0.00015633i,-0.0011962-0.00012875i
-0.0016424+0.0013078i,-0.0014165+0.0007325i,-0.0011374+1.1806e-05i,-0.0015792-0.00092436i,-0.0016219-0.0014191i,-0.000617-0.0010162i,0.00019401-0.00057124i,0.00011303-0.00051894i,-0.00014356-0.00052474i,0.00016423-0.00053284i,-2.3067e-05-0.00078572i,4.1243e-05-0.00057588i,0.00053981-0.00012624i,0.00077093-0.00059321i,0.0012007-0.00054431i,0.0013041-0.00026376i,6.7298e-05-0.00015564i,-0.00081167-0.00012371i,-0.00030297-0.00043863i,-6.4596e-05-0.00015614i,0.00048649+6.2572e-05i,0.00055646-0.00013098i,0.0001159+0.00017379i
0.00065839-0.0019221i,0.00099319-0.0020325i,0.0010227-0.0019606i,0.00093133-0.0017848i,0.00028194-0.00093365i,-0.0013487-5.9625e-05i,-0.0013519+0.00031345i,-0.00038928-8.3262e-07i,1.5827e-05-0.0006884i,-0.00027729-0.00031528i,-0.0012603+0.00031934i,-0.0014341+0.00046885i,-0.00092457+0.0005679i,-0.00056331+0.00041633i,-0.00039973+0.00032189i,-0.00045824-8.901e-05i,-6.5369e-07-3.8393e-05i,0.00060172+0.00019068i,0.00045077+1.0143e-05i,0.000418-8.0079e-05i,0.00015928-0.00030662i,0.00016542-0.00023654i,-0.00028531+0.00041628i
-0.0018185-0.00018876i,-0.0026097+4.1949e-05i,-0.003361+0.0014703i,-0.0031864+0.00096847i,-0.0012285-0.00013081i,0.0002845-0.0010371i,-1.6642e-05-0.00101i,-2.2517e-06-0.00018916i,0.00058567+0.00056848i,0.001372+0.0016401i,0.00088844+0.0012992i,-0.00011446+9.3187e-05i,-0.00043705+7.0538e-05i,-0.00011624-8.87e-05i,-3.7007e-05+0.00048854i,-0.00017014+0.00069082i,-0.0001517-4.9504e-07i,-6.9638e-05-0.00011818i,0.0001498+0.00068916i,0.00032764+0.00070355i,-0.00024622-0.00052618i,0.00042926-0.0013722i,0.0010392-0.0005221i
0.00022582-0.0023412i,0.00043989-0.0022669i,0.0011595-0.0027426i,0.00081035-0.0035673i,-0.0010123-0.0032781i,-0.0026943-0.0016319i,-0.0021155-0.00037583i,-0.00044281-0.00030695i,0.00026867-0.00066047i,-0.00017638-0.00095531i,-0.0001737-0.00063673i,0.0004478-0.00035833i,0.00068429-0.00035657i,0.00036609-0.00019177i,-0.00018127+0.000253i,-0.00079326+0.00026927i,-0.00095629-0.00010684i,-0.00060894-0.00041447i,-0.00044629-0.00084151i,-0.00028715-0.00061572i,-8.6258e-05-0.00018804i,0.00034546+9.7044e-05i,0.00051719-0.0001109i
-0.0010669-0.00047221i,-0.00020188+0.00067995i,-0.00053691+0.00052695i,-0.0020088+0.00063351i,-0.0027961+0.0010811i,-0.0013209+0.00050326i,-0.00013822-0.00030486i,-0.00038264-0.00058072i,-0.00012312-0.00032729i,0.00018288-0.00013473i,0.00092004+0.00032574i,0.0012106+0.00046099i,0.00036606+0.00043984i,0.00029403+0.00036946i,0.00020771+0.00053087i,-0.00012688+0.0010441i,0.00011393+0.00070074i,0.00029966-0.00025899i,-0.00040305-0.0010276i,-0.00096972-0.00093739i,-0.00089574+8.9222e-05i,-0.0005124+0.00024514i,-0.00018968+5.9533e-05i
0.0024936-0.0024692i,0.0025648-0.0021109i,0.0017643-0.00231i,0.00026854-0.0019424i,-0.00069635-0.0010763i,-0.00025333-0.0006615i,0.00059152-0.00095194i,0.00064396-0.00054925i,0.00034974-0.00011721i,0.0012508-0.00019664i,0.0017223+0.00028864i,0.00047544+0.0013752i,-0.00032133+0.00124i,-0.00063501-0.0001732i,-0.00095837-0.0001914i,-0.00078494+0.0004724i,2.5263e-05+0.00066467i,0.00070746+0.00042865i,0.00024002-7.7174e-05i,-0.000354+0.0003995i,-8.2591e-05+0.00051586i,4.5597e-05-0.00033874i,-0.00025228-0.00049328i
0.00012754-0.00047075i,0.00060484-0.0014036i,0.00066826-0.0016761i,-0.00097306-0.0017124i,-0.0024421-0.0014125i,-0.0016707-0.00033094i,0.00049513-0.00055253i,0.0009253-0.00083286i,-0.00012596-0.00041305i,-0.00011366-0.0002001i,0.00038378-0.00021306i,0.00050154-0.00044076i,2.8366e-05+1.9075e-05i,8.7244e-05+0.00035488i,9.1124e-05+0.00059158i,-9.9292e-05+0.0012482i,-9.1533e-05+0.0011446i,0.00017038+0.00024697i,0.00058333-0.0004626i,0.00087558-0.00035501i,0.0010036-7.1977e-05i,0.00062259+0.00017517i,0.00021416+0.00064847i
-0.0028277+0.00090577i,-0.0016096+0.0012875i,1.7706e-07+0.0012371i,0.0010205+0.00080766i,0.0014532+5.2579e-05i,0.00050901-0.0010569i,-0.00044194-0.00094573i,-0.00060531-5.8173e-06i,-0.00064858+0.00038964i,-0.00058096+0.00020712i,0.0002343+0.00051904i,0.00070284+0.00058717i,0.00050086+0.00025304i,0.00030254+0.00040862i,-0.00019289+0.00036825i,-0.00045687-0.0002712i,-0.00029544-0.00010691i,-0.00071727+0.00016882i,-0.00045373+0.00026233i,-0.00018097-0.00025976i,8.4615e-05-0.00098918i,-0.00042917-0.00076999i,-0.00065205-1.5734e-05i
0.0014825-4.3149e-05i,0.0019446-0.0010578i,0.0020983-0.0032929i,0.00070607-0.0043888i,-0.0014854-0.0030856i,-0.0015027-0.0017781i,0.00021477-0.0010191i,0.00087964-0.00031356i,0.0011257+0.00017989i,0.00052001+0.00029405i,-0.00062665-0.00011554i,-0.000669+0.00013432i,-0.00044748-0.00021932i,4.4838e-05-0.0012355i,0.00013761-0.00052144i,0.00039216+0.00064605i,0.00065657+0.00033923i,0.00018569-3.3612e-06i,8.9176e-05+8.7374e-05i,0.00015504+3.8715e-05i,-0.0004513+0.00052693i,-0.00046471+0.0008781i,-0.00030714+7.4787e-05i
0.0011941-0.00023511i,0.0011796-0.00011811i,0.0011325-2.4975e-06i,0.00070285+0.00041486i,0.00021982+0.00040458i,8.8901e-06+0.00049561i,-0.00044036+0.00034409i,-0.00036883-0.00058605i,-6.3927e-05-0.00073702i,0.00049309+0.00012869i,0.0011823+0.00064952i,0.0010781+0.0011706i,0.00039528+0.0014944i,-0.0006201+0.00090456i,-0.00082108+0.00070427i,0.00014239+0.00095121i,0.0008194+0.0010786i,0.001106+0.00058118i,0.00036647-0.00018535i,-0.0008295+0.000121i,-0.0011232+0.00016275i,-0.00063585+0.00018246i,-0.00026898+0.00024206i
-0.001286-0.00027214i,8.7e-05+0.00019894i,-0.00025799-0.00068786i,-0.0016396-0.0025695i,-0.001879-0.0027014i,-0.00097914-0.0021192i,-0.00035221-0.001494i,-0.00013145-0.00036559i,7.3136e-05+0.00032095i,0.00024113+0.00066222i,0.0001448+0.00087003i,0.00011135-4.1738e-05i,0.00015138-0.0010759i,-0.00026801-0.0012186i,-0.00027072-0.001047i,-0.0001693-0.00090651i,4.1562e-05-0.0012703i,0.00047059-0.0014194i,0.00051153-0.00033561i,0.00011693+5.5716e-05i,1.9979e-05-0.00021677i,0.00011656-0.00016776i,0.00037066+9.552e-05i
0.001246+0.0020332i,0.001608+0.0022251i,0.0030227+0.0017403i,0.0023441+0.00077402i,0.00024869-0.00095601i,-0.00013917-0.002279i,0.00037718-0.0013821i,2.6736e-05-0.00064378i,-0.00056755-0.00059442i,0.00040751-0.000404i,0.0014356-0.0011655i,0.00059401-0.0013448i,-0.00055122-0.00026676i,-0.00050032+0.00029138i,-0.000281+0.00028478i,-5.6077e-05+5.7756e-05i,2.821e-05-2.6583e-05i,-0.0010239-0.00017356i,-0.0013215-0.00039456i,-0.00099651-0.00082444i,-0.00045522-0.00072315i,-0.0001416-0.0011436i,0.00013863-0.0013153i
-0.0011319-0.0014164i,-0.0006249-0.0029522i,-0.0011754-0.0028102i,-0.0014644-0.00186i,-0.0020851-0.0015194i,-0.0018367-0.00085515i,-0.00043963+7.5273e-05i,0.00040739+0.00013965i,0.00024278-0.0001526i,-0.00048932+0.00024687i,-0.00042589+0.0002088i,-0.00031538+4.1406e-05i,-0.00042344-7.0551e-05i,-0.00024977-0.00065052i,0.00030257-0.00105i,-0.00045656-0.00051975i,-0.00079433-7.4549e-05i,-0.00080419-0.00037342i,-0.0012111-0.00093842i,-0.00063654-0.00017273i,-0.00031566+0.00026767i,-0.00015529+0.00014568i,0.00032865-6.5308e-05i
3.077e-05-0.00033908i,-0.00050513-0.00078368i,-0.00069685-0.00055846i,-0.00049768-0.00036768i,0.00012924-0.00013998i,6.4568e-05-0.00075994i,0.00019543-0.0011931i,0.00076078-0.00010603i,0.00076226+0.00045587i,0.00015883+0.00021254i,0.00053778+2.6792e-05i,0.00090016-4.6119e-05i,0.00034459+0.00024563i,0.0001238+0.00025096i,-6.5611e-05+0.00020651i,0.00011631+0.00071839i,0.00049528+0.0009975i,5.0498e-05+0.0010507i,-0.0004563+0.00017726i,-0.0003357-0.00094284i,0.00014879-0.00054031i,0.00025292+0.00070987i,0.0001108+0.00033758i
0.0011813-0.00015094i,0.00029607-0.0012268i,-0.00054968-0.0026472i,-0.00083749-0.0029818i,-0.00022986-0.0030762i,0.00027643-0.0023976i,-0.00010509-0.0020653i,-0.000171-0.0017388i,-0.00023572-0.00046455i,-8.9154e-05+0.0003293i,0.0003907+0.00046049i,0.00046417+0.00041718i,0.00064878+4.4109e-05i,0.00080733-0.00020397i,0.00039363-6.1439e-05i,3.7002e-05+0.0003705i,0.00020405+0.0012909i,-2.2564e-05+0.0014307i,-0.00058398+0.00071446i,-0.00077696+0.00022339i,-0.00026934+4.0012e-05i,-0.00022358-0.00011256i,-0.00052507+0.00019032i
-0.00087758+0.001103i,2.0604e-05+0.0012998i,-0.00051486+0.00044107i,-0.00089088+0.00022697i,-0.00062449+0.00018994i,-0.00011796-0.0003746i,6.5994e-05-0.00016184i,0.00038107-0.00037859i,0.00023215-0.00055282i,-0.00023645-0.00013012i,-0.00016856+6.4698e-05i,-0.00078465+0.00020804i,-0.00031443+0.00041464i,0.00066994+0.00039628i,0.00093864-0.00028954i,0.00072348-0.0002699i,-0.00023831+0.00028695i,-0.00034044+0.00045595i,5.9213e-05+0.00052842i,0.00045823+0.00026952i,0.0003702-0.00024302i,-0.00021585-0.00091581i,-0.00026904-0.0013896i
0.0014309+0.00010184i,0.0022699+0.00048491i,0.0012306-0.00052912i,-5.1011e-05-0.0015983i,-0.00035108-0.0020799i,0.00022653-0.0015963i,0.00012066-0.00059883i,-0.00054816-0.00052522i,-0.00046759-0.00053676i,-9.463e-05-4.7569e-05i,-3.7832e-05+0.00024334i,-0.00011841+0.00024139i,0.00029048-0.00048445i,0.00038781-0.00080375i,-0.00010825-0.00010806i,-4.6713e-05-5.3426e-05i,0.00021949-2.1763e-05i,-5.6804e-05+0.00016038i,-0.00020825+0.00027721i,-5.1168e-05-4.1054e-05i,-0.00069099-0.00090613i,-0.00054075-0.00069933i,-0.00027241+8.2338e-05i
-0.00057535-0.0002677i,-0.00032183-0.0007736i,9.0486e-05-0.0013326i,-0.00041166-0.0012969i,-0.001935-0.001085i,-0.0014296-0.0005634i,-0.00019557-0.00068235i,3.8619e-07-0.00096452i,0.00023648-0.0010198i,0.0002051-0.00052896i,-0.00068375-8.7646e-05i,-0.00084345+0.00031558i,-0.0007509+0.00067063i,9.1034e-05+0.0010571i,1.4892e-05+0.00040972i,-0.0006101-0.00030595i,-0.00078361-0.00020438i,-0.00087706-0.00014559i,-0.00091092+0.00022085i,-0.00089336+0.00058471i,-0.00054576+0.00031595i,0.0001901+0.00012248i,0.0008031+0.00088156i
-0.0010502+0.0011843i,0.00088828+6.3057e-05i,0.0027239-0.0013223i,0.0031305-0.0023241i,0.0024882-0.002474i,0.0010031-0.0017156i,5.833e-05-0.00048843i,-0.00016463-0.00015883i,-0.00077573-0.0010334i,-0.00067876-0.00084471i,0.00051159-0.00024385i,0.0006288+0.00043788i,-0.00015853+0.00039409i,-0.00019278-0.00046142i,-0.00018535-0.00030045i,-0.00057731+0.00018466i,-0.00010603+1.8084e-05i,4.6471e-05-0.0010813i,-0.00028174-0.0014954i,-0.0010326-0.00060218i,-0.00085038-9.6925e-05i,0.00018308-0.00071599i,0.00020101-0.00012879i
0.0022603+0.00052058i,0.0011374-3.8493e-05i,0.00092769-0.0014472i,-0.00057352-0.0024855i,-0.0024047-0.002547i,-0.002587-0.0014207i,-0.0011021-0.00031017i,-4.8875e-05-0.00033506i,-0.0005852-0.00069285i,-0.00081332-0.0008704i,-0.00043362-0.00037133i,-0.00021152+0.00048249i,-0.00016495+0.0010555i,8.7702e-05+0.00089981i,5.4171e-05-0.00045442i,0.00020922-0.001037i,0.0004997-0.00085942i,0.00043821-0.00053641i,0.00025623+0.00022072i,0.00016198+0.00012446i,0.0001533-0.00038076i,-0.00014671-0.00011314i,-0.00023802+0.00031869i
0.0011177-0.00050486i,0.0015503-0.00085315i,0.0012169-0.0012289i,0.0010074-0.0016695i,8.8063e-05-0.00083503i,-0.00033028-2.9403e-05i,-0.00015659-0.00034695i,-6.578e-05-0.00082047i,-7.6984e-05-0.00077445i,-8.7501e-05-0.00013521i,-0.00010377-0.00022898i,-0.00020932-0.00064652i,0.00028816-0.00088766i,0.00065609-0.00050307i,0.00031717+0.00086838i,-0.00031238+0.0013954i,-0.00048707+0.00088825i,-0.00035623-0.00011066i,-0.00040896-0.00062178i,0.00033595-0.00021665i,0.0004156+0.00053264i,-8.8233e-06+0.00094441i,-0.00044897+0.0004083i
-0.00019538+0.0010465i,-7.0028e-05+0.0010897i,-1.0103e-05+0.00028189i,-0.00093218-0.00054022i,-0.0014802-0.00096801i,-0.0015796-0.00092509i,-0.0011046+5.3231e-05i,-0.00011816+0.00055483i,2.5498e-05+0.00085944i,0.00033193+0.0004674i,0.00066125-0.00013111i,0.00048976-9.6845e-06i,0.00072389+0.00040411i,0.001027+0.00035326i,0.00070224+0.00026968i,0.00038329+0.00052439i,-0.00056815+2.3575e-05i,-0.00070648-0.0006221i,-8.5414e-05-7.3211e-05i,0.00023795+5.5481e-05i,0.00077774-5.1479e-05i,0.00039703-0.00019963i,5.8085e-07-0.00070447i
-0.00087275+0.00065956i,0.0004599+0.00042144i,0.00098288-4.0158e-05i,0.0012108-0.0013533i,0.00062729-0.00096456i,-7.04e-05+0.0002572i,0.00044463+0.0003481i,0.00038418+0.00056852i,-0.000158+0.00047354i,-0.00012673+0.00050222i,-0.00018921+0.00041755i,-8.5605e-05+8.1351e-05i,5.5755e-05-0.00026356i,9.3478e-05-0.00045997i,0.00041711-0.00042991i,0.00035223+2.2137e-05i,5.0483e-05+0.00023413i,0.00016085-0.00012351i,-0.00054711-0.00044278i,-0.00069246-0.0004119i,-4.7119e-05-0.00052138i,-7.3661e-05+0.00024208i,-0.00064386+0.00089155i
0.00049439-0.00025767i,-0.00022788-0.00029783i,-0.00032517-0.00027297i,6.0267e-05-0.0013593i,0.00035662-0.0017038i,0.00045662-0.00052454i,0.00037184-0.00020466i,0.00036644-6.7098e-05i,-0.0003025+0.00095987i,-0.0010113+0.0012036i,-0.0011002+0.00047383i,-0.0006244-0.00038727i,0.00026645-0.00023522i,0.00020651+0.00032655i,0.00023569+0.0002314i,0.00057175+0.00023086i,0.0011206+0.00031094i,0.0015137+0.00035583i,0.00049269+0.0002459i,-0.0005402-0.0004104i,-0.00031776-0.00066213i,0.00015972-0.00056441i,0.00030415-0.00062027i
-0.0006341-4.8087e-05i,0.00015909+1.7572e-05i,-0.00077762-0.00065069i,-0.0013811-0.0017725i,-0.00097394-0.0020745i,-0.00058148-0.001688i,-0.00064494-0.00075788i,-0.0003966+0.00032842i,-9.1764e-05+0.00037004i,-0.00011723+9.4772e-06i,0.0001978-3.4571e-05i,0.00090604+4.2851e-05i,0.00049111+0.00020014i,-8.4121e-05-1.1096e-06i,-3.5687e-05-0.00074043i,0.00029581-0.00077989i,0.00022264-0.00067814i,0.00020215-0.00039537i,0.00028616+0.0001417i,-0.00024122+0.0001009i,-0.00089234+0.00030757i,-0.00078717+0.00032206i,0.00014395-0.00054992i
0.0010838-0.00049877i,0.0015355-0.0018779i,0.001776-0.0015558i,0.000644-0.00095711i,3.3603e-05-0.00055419i,-0.00011873-0.00024942i,-0.00041824-0.00010972i,-0.00038266+0.00011254i,-0.00059651-6.8215e-05i,-0.00011499-0.0002292i,0.00037598+0.00039027i,0.00015503+0.00075153i,-4.2915e-05-0.00042102i,-0.00010559-0.001705i,-3.7705e-06-0.0019944i,0.00013024-0.0011902i,-0.00031617+0.00041438i,-0.00086999+0.00076206i,-0.00035492-0.00022838i,0.0001071-0.00019229i,-0.00030779-0.00073769i,4.6377e-05-0.00080276i,0.00065638+0.00028206i
0.0017339-0.00024311i,0.001564-0.00065432i,0.00030829-0.00071115i,-0.00072852-0.0007347i,-0.0012545-0.00080867i,-0.0012668-0.00043574i,-0.0010901+0.00046622i,-0.00084173+0.00021528i,-0.0010926-0.00044938i,-0.0011787+0.0001956i,-0.00064954+0.00048542i,-0.00014157+0.00043105i,1.8197e-05+0.00059619i,-4.2624e-05-0.00025005i,5.5226e-05-0.00010669i,-0.00022653+0.00076476i,-0.00024365+0.00032099i,-0.0003661-0.00052257i,-0.000798-0.00069858i,-0.00067181-0.0003598i,-6.4927e-05-0.00039606i,0.00055472-0.00031103i,0.00021051-0.00020393i
0.00070886-0.0010842i,0.00050642-0.0016067i,0.00020436-0.0023986i,-0.00011808-0.0024704i,-0.00059415-0.0020975i,-0.0008045-0.0015821i,0.00028875-0.00078058i,0.00077077-0.00037187i,0.00015215-0.00065229i,-0.00077527-0.00036052i,-0.00068285+0.00078461i,-0.00029119+0.00086558i,-0.00027197+0.00016439i,0.00010348-0.00054334i,-0.0001859-0.00091035i,-6.7678e-06-0.00035508i,0.00015403+0.00062221i,-6.4566e-05+0.0010083i,0.00013406+0.00068828i,2.2381e-05-0.00045052i,2.2552e-05-0.0011619i,0.00013193+4.5625e-05i,-1.4991e-05+0.00049288i
0.00057399+0.00012787i,-0.00010765+0.00050541i,-0.00059722+0.00011233i,-0.00070002-0.00072073i,-0.00085145-0.0012612i,-0.001077-0.00146i,-0.0003058-0.00086409i,0.00070688+0.00027293i,0.00061477+0.00011651i,0.000349-0.0004574i,0.00037668-4.0109e-05i,0.00072309+0.00051526i,0.00095178+0.00080158i,0.00096242+0.00037194i,0.000417-0.0002557i,0.000355+8.7436e-05i,0.00078444+0.00065949i,0.00028451+0.0006408i,-0.000573+0.00064905i,-0.00083596-4.248e-06i,-0.00054894-0.00065264i,0.00010146-0.00026868i,0.00031053-0.00016329i
0.00084945-0.00086608i,0.00024017-0.0012483i,-0.00036048-0.0015975i,-0.00071911-0.0016318i,-0.0012428-0.0013891i,-0.0010535-0.0011394i,-0.0006718-0.0011872i,-0.00058146-0.0015193i,-0.0007317-0.00083461i,-0.00049262-0.00049725i,0.00034796-0.0005939i,0.00032932-0.00018142i,-0.00010664-0.00015356i,-1.6494e-05-0.00012506i,0.0010085+9.6111e-05i,0.00139+2.3427e-05i,0.00028727+0.00031083i,6.7635e-05+0.00011801i,0.00065181+8.2288e-05i,0.00024752-0.00010707i,0.00029837-0.000512i,-0.00027437+6.7525e-05i,-0.0009072-0.00018115i
0.0018104+0.00029635i,0.0007331-0.0005334i,0.00045591-0.0010606i,0.00012137-0.0021503i,-0.00016292-0.0025879i,-1.9321e-05-0.0012082i,-0.00036135+2.2239e-05i,-0.00069628-0.00014525i,-0.00018446+0.00033459i,-0.00043464+0.00061016i,-0.00087983+6.4763e-05i,-0.0004266-0.00041846i,0.00018647-0.00018967i,0.00035323+0.0004617i,-0.00077644+0.00035736i,-0.0011157+0.00036944i,-0.00046356+0.00082325i,-0.00071514+7.3959e-05i,-0.0002547-0.00075331i,0.00019993-0.00054286i,-7.4533e-05-7.9418e-05i,0.00027535-0.00021299i,0.00069682-0.00026074i
0.00081814-0.0017761i,0.00023149-0.0020016i,5.2526e-05-0.0023122i,-0.00070231-0.001608i,-0.0015292-0.00025681i,-0.0012566+0.00014375i,8.0233e-05-0.00081808i,0.00069071-0.0016381i,0.0004412-0.0012505i,0.00024911-0.00027442i,0.00021972+5.5709e-05i,-0.00025586-0.0001053i,5.1685e-06+0.00019839i,0.00064148+0.00010752i,7.4439e-06-0.00029168i,-0.00062417+3.8078e-05i,-0.00019967+0.00026892i,0.0005031-0.00030735i,0.00035131-0.00038467i,0.00038056+0.00039118i,0.00068936+0.00058819i,0.00058987+0.00087594i,-0.00039209+0.0009118i
-0.00032796+0.0021312i,8.6147e-05+0.0015642i,-0.00012838+0.00076029i,-3.5429e-05-0.0013277i,9.8484e-05-0.0025309i,-0.00013664-0.0022296i,-0.00039337-0.0014887i,-0.00092294-0.0012438i,-0.00093411-0.00071419i,-0.0005261-0.00025789i,-0.00025506+8.4638e-05i,0.00022698+0.00041455i,0.00028497+0.00054881i,0.0001945+0.00048863i,0.00036496+0.0003645i,0.00032914+0.00066028i,0.00023128+0.00075504i,0.00041026+0.00024325i,0.00011244-0.00021263i,-0.00060419-0.0001757i,-0.00094866-8.3095e-05i,-0.001066+0.00034569i,-0.00049775+0.00060663i
-5.5893e-05+0.0022464i,0.0011063+0.00078856i,0.00096706-0.0012575i,0.00029158-0.002426i,0.00057408-0.0027286i,0.00054559-0.0021131i,0.00024222-0.0014076i,0.00095172-0.0006079i,0.00051441-1.5552e-05i,-0.00026775-0.0005809i,0.00018803-0.00030002i,7.3282e-05+0.00016808i,-0.00029494+0.00042989i,-0.00022692+0.00052698i,-0.00013325-9.3785e-05i,0.00039039+2.1803e-05i,0.00063901+0.0001256i,0.0001236+0.00041906i,-0.0010226+0.00037251i,-0.0009372+5.9034e-05i,-0.00048055+0.00016204i,1.7098e-05-0.0006084i,0.00016201-0.00098282i
0.00054248+0.0017667i,0.00057309+0.0017447i,0.00079448+0.00078921i,0.00017335-0.00015269i,-0.00036905-0.00056122i,-0.00053788-0.00068579i,0.00014565-0.0007695i,0.00071685-0.00080603i,0.00010382-0.00054292i,-0.00048235-0.00056245i,-0.0003738-0.00085808i,1.8164e-05-0.00023665i,-6.8521e-05+0.00046661i,-0.00035895+0.00026968i,0.00030925+0.00012568i,9.3438e-05-1.8864e-05i,-0.00046154+7.3707e-05i,-0.00067095+0.00016783i,-0.00057454-0.00028917i,3.298e-05+7.7376e-06i,-0.00026888-0.00021496i,-0.00026192-0.00012994i,-0.00011188+0.00033731i
-0.0017206+0.0022043i,-0.0019114+0.0013324i,-0.00030968+0.00073125i,0.0019363+0.00015992i,0.0021783-0.00083799i,0.0017189-0.0016327i,0.0018159-0.00053955i,0.00078576+0.00040502i,0.0001439-2.2138e-05i,0.00090445-0.00035044i,0.00098116-0.00026407i,0.00091589-0.00086351i,0.0012274-0.0011508i,0.0010445-0.0004705i,7.0963e-05+0.00045011i,-0.00056218+4.6043e-05i,-0.00059041-0.00072255i,-0.00052326-0.00045843i,9.2393e-05-0.00044327i,0.00063051-0.0003288i,0.00058093+0.00018488i,7.906e-05+0.00034762i,-0.00027215+2.8625e-05i
0.00051299+0.0014937i,0.0012842+0.00096592i,0.0013699+0.00057007i,0.00035587-0.00057447i,-0.00045227-0.0015883i,-0.0004954-0.0011494i,-2.2196e-05-0.00076181i,-8.08e-05-0.00017826i,0.00015336+0.00066298i,-0.00010954+0.00057711i,5.1088e-05-0.00013819i,0.00073542-0.0008016i,0.0005191+0.00013874i,0.00067444+0.0007408i,0.0012885+0.0006203i,0.0012659+0.00062897i,0.00031378+0.00066237i,-0.00048775+0.00033651i,8.4047e-05+0.00016306i,0.00014545+0.00036039i,-9.5972e-06+6.3926e-05i,-0.00062236-0.00022857i,-0.0007322-8.2734e-05i
