0.0002055+0.001719i,-0.0002358+0.00091742i,-0.00056255-0.00046831i,-0.00080669-0.0015534i,-0.0020972-0.00098123i,-0.0031101+0.00053289i,-0.0028707+0.00081681i,-0.00083698+0.00087149i,0.00086503+0.0011648i,0.0012165+0.00051351i,0.00049835-0.00015458i,-0.00052932-0.0004996i,-0.00042907-0.00061352i,-4.0504e-05-0.0010863i,3.4054e-05-0.0014193i,-0.00017576-0.00077351i,-0.00038011+0.00012089i,-0.00026364-0.00016837i,0.00031609-0.00054312i,0.00019078-4.9466e-05i,5.7059e-05+0.00035653i,-2.0837e-05-0.00013746i,-0.0005715-0.0002351i
0.0025653-0.0010138i,0.0031797-0.0019601i,0.0033274-0.0026884i,0.0022769-0.0020321i,0.00050576-0.0010245i,-0.00054784-0.00031421i,-0.00048177-0.00016108i,-0.0010138-7.4682e-05i,-0.0014121+0.00061616i,-0.0011308+0.0012895i,-0.0011314+0.0012783i,-0.001359+0.00028641i,-0.00088124-0.00063797i,-0.00068607+8.2554e-05i,-0.0006157+0.0013646i,-0.00039908+0.0016255i,-0.00026916+0.0019315i,0.00052618+0.0024105i,8.2943e-05+0.0019381i,-0.00094332+0.0012035i,-0.001218+0.00051266i,-0.0010788+0.00027349i,-0.00028738+0.00053555i
-0.00097137+3.5738e-05i,-0.0004086+0.00049161i,0.0012648+0.0013929i,0.0023725+0.00066667i,0.0019809-0.00056427i,0.00032335-0.00056823i,-0.00091556-0.00056598i,-0.00020586-0.00014848i,0.00039529-0.00029006i,-0.00014857-0.0007424i,-0.00061222-0.00074194i,-0.00053924-0.00034036i,8.6004e-05+0.00024265i,0.00019309+0.0010625i,0.0004459+0.0007962i,7.1252e-05+0.00036468i,-0.00057692+0.0002692i,-0.00025525+0.00027854i,-0.00027333+0.00046836i,-0.00016794+2.6794e-05i,-0.00021559-0.00048199i,2.4217e-05-5.2453e-05i,-5.837e-05+0.00067087i
0.00080999-0.00068442i,0.0013447+0.00082116i,0.0013617+4.2682e-05i,0.00035417-0.0010785i,-0.00090118-0.0016893i,-0.0017244-0.0014945i,-0.001434-0.0010651i,-0.00033542-0.00096799i,0.00035798+0.00016139i,0.00048733+0.00042003i,0.00022817-0.00065787i,2.689e-05-0.00066216i,-0.00016899+0.00045915i,-4.5934e-05+0.00097255i,-0.00037993+0.00032359i,-0.0014655-0.00030651i,-0.00071322+0.00031353i,0.00060905+0.0011784i,0.00075963+0.0010721i,0.00064961+0.00046058i,0.00076637+0.00040646i,0.00056811+0.00061739i,0.00035836+0.00055275i
-0.00084486+0.0015673i,-0.00033568+0.00072819i,0.00031466+0.00016789i,0.00072606-0.00011547i,0.00046388-0.00048029i,9.6234e-06-0.00057459i,-0.00070957-0.0002064i,-0.001274-0.00043573i,-0.001272-2.1376e-05i,-0.00036596+0.00046273i,0.00061704+0.00036085i,0.00052736+0.00059178i,-6.1828e-05+0.00081343i,-0.00021902+0.00088144i,-0.00025108+0.00094333i,5.4656e-06+0.00013233i,0.00017178-0.00073255i,9.1214e-05-0.00070588i,-9.3081e-05-0.00056098i,-2.4489e-05+0.00026195i,0.00023226+0.00022281i,0.0001768-0.00051578i,-0.00033046-6.1106e-05i
0.003052-3.9999e-05i,0.003598+0.00046713i,0.003612-9.3436e-05i,0.0028566-0.0012767i,0.0010951-0.0019741i,-0.00085461-0.0022349i,-0.00073809-0.0018684i,-0.00026441-0.0011779i,-0.00092203-0.00075588i,-0.0008204-0.0012811i,-0.0008951-0.00091049i,-0.00099182-0.00021795i,-5.5814e-05-0.00056691i,0.00018735-0.0011128i,-6.12e-05-0.00088899i,-0.00028973+8.0789e-05i,-0.00085425+0.00035497i,-0.0011483+0.00071385i,-0.0010221+0.0013021i,-0.00094777+0.0013685i,-0.0012533+0.0011941i,-0.0013256-0.00022097i,-0.00096001-0.00096019i
0.0010153+0.00011759i,0.0015549-0.00032934i,0.0020989-0.0014172i,0.0017659-0.0014819i,-0.00071401-0.0013731i,-0.0018185-0.0014184i,-0.0012738-0.0005098i,-0.00078693+1.5515e-05i,-0.0010535-0.0005429i,-0.0014231-0.00032316i,-0.00066382-0.00027963i,-0.00025219-0.00039517i,-0.00028827-0.00049564i,-0.00028437-0.00095022i,-0.00010466-0.0010996i,0.00029887-0.00017168i,0.00020759+0.00051406i,-0.00042761+0.0013916i,-0.00045029+0.0015092i,0.00038496+0.00051127i,0.00054619-0.00011191i,0.00032018+5.2999e-05i,-0.00030939-0.00015936i
-0.0029404-0.00082445i,-0.0030126+0.00053681i,-0.0028898+0.0018071i,-0.0026751+0.0013878i,-0.0016569+0.00033791i,-0.00054201-0.00040377i,-0.00044872-0.0007172i,-0.00085705-0.0002339i,-0.00071011+0.00059776i,-0.00033007+0.0018044i,-0.00023394+0.0021094i,-0.00048125+0.0017152i,-0.00059911+0.0014614i,-0.00042168+0.00060647i,-0.0010647+8.044e-05i,-0.0012078+0.00018902i,-0.00037402+0.00027594i,0.00078049+0.00024291i,0.00093012+0.00065444i,0.00024537+0.00039121i,0.00047442+0.00012069i,0.00039362-0.00012836i,-0.00041001-0.00024804i
-0.00050443+7.9549e-05i,-3.3323e-05-0.0001452i,0.001377-0.0011065i,0.002015-0.00197i,0.0014608-0.0018296i,-0.00018926-0.0012973i,-0.001442-0.00090728i,-0.00058954+6.4936e-06i,0.00041831+0.00010028i,0.00056479+0.00040847i,0.00024098+0.00040726i,8.3932e-05+0.00019973i,-0.0004307+0.0006171i,-0.00041019+0.00086968i,-7.0615e-05+0.00024455i,0.00018908+0.00061476i,-0.00029901+0.0013028i,-0.00017917+0.00085351i,0.00057461+0.00017723i,0.00044795-0.00084297i,0.00082678-0.0008086i,0.00073167-0.00016377i,0.00030623-0.00036828i
0.00010908-4.5974e-05i,0.00027545+0.00082173i,0.00042386+0.00047806i,-0.00026644-0.0007604i,-0.0012063-0.0012456i,-0.0014311-0.00094671i,-0.001257-0.00057037i,-0.00075029-0.00068642i,-0.00014699-0.00025549i,0.00062336+0.00053237i,0.00098334-0.00010167i,0.00079883-0.00061748i,0.0010617-4.9933e-05i,0.00034234-0.00058653i,-0.00025602-0.0015385i,0.00018782-0.00072143i,6.3248e-05+4.9196e-06i,-0.0006033-7.1467e-05i,-0.00056191-0.00024696i,1.6803e-06-0.00071707i,-0.00051547-0.00043781i,-0.0010218-0.00011301i,-0.0015087+0.00084976i
0.00012664+6.1318e-06i,-0.00070062+0.00096932i,-0.00041164+0.0015628i,9.2693e-05+0.00058189i,-0.00013216-0.00097559i,-1.9829e-05-0.0010519i,-0.00028508-0.0013543i,-0.00036528-0.0019029i,-5.2416e-06-0.0011756i,0.00016437-0.00074809i,0.00058566-0.0012334i,0.0010608-0.001306i,0.00077499-0.00071522i,-0.00018379+3.4692e-05i,-0.00080561+0.0011018i,-0.00053216+0.0015253i,-0.0010447+0.00060346i,-0.00098205+0.00017239i,8.2241e-06-8.75e-05i,3.8874e-05-0.00086577i,-2.8543e-05-0.00051648i,-0.0001172+0.00025568i,-0.00061967+0.00034051i
-0.00012564-0.00085556i,0.00072376-0.0018663i,0.00036822-0.0024496i,0.00094321-0.0027327i,0.0010321-0.0027199i,-0.00022316-0.0017591i,-0.0004732-0.0009635i,-0.00064167-0.00061256i,-0.0016038-0.00050592i,-0.0018623-0.00043426i,-0.001195-0.00026556i,-0.00076659-0.00034822i,-3.7066e-05-0.00085885i,0.00081054-0.00030689i,0.0005118+0.00062423i,0.00058786+0.0010904i,0.00089075+0.0015232i,0.00050115+0.0014827i,0.00040065+0.0012089i,0.0004314+0.00059811i,-0.00065818+0.00043854i,-0.0010834+0.0001123i,-0.0010648+0.00015994i
0.00025461-0.00063716i,0.0010247-0.00010901i,0.0019468-0.0013183i,0.0012077-0.00087905i,-0.00022985-0.00085171i,-0.00094675-0.0010605i,-0.0008301-0.00052299i,-0.0003914-0.00066591i,-0.00034667-0.00038292i,-0.00059561+0.00073649i,-0.00047711+0.0011084i,-0.00022661+0.00061535i,-6.6179e-05-3.2609e-07i,-8.3858e-05+0.00010676i,0.00028333+0.00015786i,0.00024334-0.00029081i,0.0006175-0.00048341i,0.0010569+1.3628e-05i,0.00016891+0.00072134i,-0.00019585+0.00093123i,-0.0001021+0.00050996i,-0.00033006+0.00043481i,-0.00034955+0.00022018i
0.00029102-0.0014525i,0.0006041-0.0016783i,0.00028951-0.0020713i,0.0002185-0.0025092i,-0.00047375-0.0010091i,-0.0014112+0.001063i,-0.00033576+0.00090662i,0.00070194+0.00079186i,-0.00046607+0.001093i,-0.00089405+0.00124i,-0.00018822+0.00058785i,0.00034073+0.00066687i,0.00069677+0.0014663i,0.00053268+0.0010354i,-0.00010271+0.0001457i,-0.00037423-0.001084i,-0.00021014-0.00094512i,0.00023155+0.00034302i,0.00078812+0.00061058i,0.00065089+0.00027064i,-0.00011272-0.00038759i,-0.00031014-0.00088199i,9.8156e-06-0.00010473i
0.00094816+0.00034439i,0.0016677-0.00069546i,0.0017855-0.00081403i,0.0015149-0.0007552i,0.00073837-0.00078753i,8.7309e-05-0.00012431i,0.00026409+7.4259e-05i,9.436e-05-0.001036i,-0.0006752-0.0007136i,-0.0002745+0.00035215i,0.00059071+2.1691e-05i,0.0012543-0.00074192i,0.0013012-0.00066299i,0.0014027-0.00078425i,0.0012924-0.00081226i,0.00015932-0.00086127i,-0.00038492-0.0010058i,0.00021645-0.0009075i,0.00024407-0.0010783i,0.00051396-0.0009003i,0.0010256-0.00061341i,-3.6256e-05-3.9968e-05i,-0.0012271-0.00033659i
0.0021643+0.002775i,0.0022407+0.0038912i,0.0026287+0.0042026i,0.0026461+0.0015682i,0.0018657-0.0012423i,8.5071e-05-0.0022744i,-0.00088029-0.001706i,0.00013631-0.0011037i,0.00069662-0.00066188i,0.0014876-0.00033211i,0.0021856-0.0010131i,0.0014203-0.0014965i,0.00063699-0.0019805i,2.6055e-05-0.0013319i,-0.00058895+0.00012393i,-0.0011775+0.00011805i,-0.00064084-0.00020893i,-3.4859e-05+0.00042726i,-0.00030803+0.0011065i,-0.00015105+0.00034465i,0.00034814-0.00035488i,0.00079113-0.00038827i,0.00064273-0.00056294i
-8.5827e-08+0.002363i,0.00075236+0.0016611i,0.0022141+0.00081388i,0.0021311+0.00036466i,0.0014647-0.0009391i,8.0872e-05-0.0018087i,-0.00097998-0.0016877i,-0.00064161-0.0008766i,-0.00028515-0.00071793i,0.00021687-0.00073753i,0.00039123-0.00047407i,-0.00034893-0.00075525i,-0.0011191-0.00060153i,-0.0014389-0.00020197i,-0.0010044+0.00033084i,-0.00031769+0.00085664i,-0.00011872+0.00083965i,-0.00027976+0.00088393i,-7.6079e-05+0.0018345i,0.00028288+0.0018533i,-4.886e-05+0.00089869i,-0.00027585+0.00049675i,0.00017971+0.00045263i
0.0004147-0.0016066i,0.00020559-0.00021849i,-9.8839e-05+0.00083156i,-0.00051213+0.00043863i,-0.00034446-0.00081055i,-0.00059896-0.0017223i,-0.0002404-0.0012305i,-0.00024141-0.00051037i,-0.00066819-0.0006303i,-0.0010697-0.00065658i,-0.0010319-0.00064498i,-0.0010831+0.00026541i,-0.0011245+0.00091469i,0.00014292+0.0012258i,0.0015457+0.00080576i,0.0022609+0.00049394i,0.0021436+0.0009335i,0.0014331+0.00076004i,0.00090174+0.00070477i,0.00082262+0.00044901i,0.0010673-0.00059053i,0.00091808-0.00052321i,0.00029813+0.00055532i
-0.00018912+0.0022724i,-0.0003703+0.0018633i,0.00075634+0.00053655i,0.001629-0.0012708i,0.0011875-0.0015947i,0.00031469-0.001943i,-0.00038694-0.0015798i,-0.0015535-0.00080852i,-0.0015743-4.9277e-05i,-0.0011157+0.0014768i,-0.0013297+0.0020704i,-0.0010681+0.0019845i,-0.00075068+0.0013625i,0.00050469+0.00061509i,0.0010848+0.00066275i,0.00038912+0.00023724i,-0.0001693-7.123e-05i,-0.00017499-0.00056701i,0.00022268-0.00099862i,0.00042345-0.00051551i,0.00049059-6.0396e-05i,9.7092e-05+0.00081548i,-0.00094092+0.0012931i
7.6656e-05+0.00065497i,-0.00086499+0.0010244i,6.19e-05-0.00042961i,0.00075693-0.0005407i,0.00015218-0.0004276i,0.00014378-0.0012043i,-5.1673e-05-0.00059349i,-0.00058892+4.9775e-05i,-0.00055214+0.00045623i,-5.2655e-05+0.0011729i,0.00051518+0.001224i,0.0011064+0.00083605i,0.0013448+0.0003396i,0.0017294-0.00064981i,0.0014482-0.0013759i,0.00043808-0.0014883i,-0.00030946-0.0010179i,-0.00058097-0.0003599i,-0.0004505+0.00054553i,-0.00015111+0.0011446i,-0.000355+0.00068097i,-0.0002743+0.00034766i,-5.8314e-05+0.00082225i
0.0011806+0.0003026i,0.0014923+0.00087938i,0.0014446+7.3925e-06i,0.0012708-0.0012166i,0.0004096-0.0021628i,-0.00040886-0.0020488i,-0.00014415-0.0016141i,0.00016697-0.0013492i,0.0011226-0.0011931i,0.0023865-0.00038606i,0.0024097-6.5402e-05i,0.0012174-0.0010803i,0.00023741-0.0014356i,-0.00084287-0.00083852i,-0.0011836-6.6924e-05i,-0.0009197+4.5989e-05i,-0.00081685+0.00040555i,-0.0010452+0.00093172i,-0.00076392+0.0006515i,-0.00043593+0.00010482i,-0.00087376-5.2926e-05i,-0.0010227+0.00020873i,-0.00019403+0.00023207i
0.0012594+0.0010249i,0.0024162+0.0020767i,0.0033462+0.0012649i,0.0028012-0.00084046i,0.00072509-0.0018276i,-0.0010492-0.0016139i,-0.0012677+0.00019439i,-0.00068706+0.0014335i,1.877e-05+0.00040255i,0.001367-0.00059947i,0.0012917-0.0010905i,-0.00054803-0.00094844i,-0.0013874-0.0005049i,-0.00076779-9.2397e-05i,-6.8382e-05+0.00025292i,0.0002646+0.00018746i,0.00030631+0.00063669i,-0.00035362+0.0002453i,-0.00052768+8.1302e-05i,-0.00038004+0.00069203i,-0.00055585+6.9372e-06i,9.1663e-05-0.00084315i,0.00084586-0.00050769i
0.0017317+0.0019787i,0.0020469+0.0030252i,0.0025441+0.0019884i,0.0014971-0.00038806i,0.00045411-0.0014783i,-0.0005847-0.0015774i,-0.001022-0.0011928i,5.94e-05-0.00065786i,0.00079611-0.0007673i,0.00014312-0.00087014i,-0.00042291-0.0011269i,-0.00090021-0.00064352i,-0.00081204+2.222e-05i,6.5746e-05+0.00049799i,0.0010815+0.0002923i,0.0012365-0.00036064i,0.0010607-0.0002145i,0.00091977+0.00055634i,0.00086417+0.00081987i,0.00055229+0.0011232i,0.00046991+0.0012283i,9.7491e-05+0.00052063i,-0.0002663-0.00017276i
0.00075885-0.0015437i,0.0012251-0.0018766i,0.0024583-0.002385i,0.0023356-0.0020639i,0.00029033-0.0017201i,-0.0014617-0.00091716i,-0.0014896-0.00041573i,-0.0012373-0.00089348i,-0.001286-0.0008113i,-0.0011432-0.00013493i,-0.0015147+2.791e-05i,-0.0012698+0.00064594i,-4.0623e-05+0.0014728i,0.00092734+0.0011177i,0.0013748+0.00059428i,0.000979+0.00062282i,0.00060963+0.00051062i,0.001008+0.0003357i,0.00059356+2.3141e-05i,0.00033076-8.6314e-05i,0.00017652-0.00029026i,-0.00042397+7.3698e-05i,-0.00033753-2.4112e-05i
0.002389-0.0010615i,0.0022048-0.00046924i,0.0022874-0.00086778i,0.0021201-0.0012944i,0.0012225-0.001716i,0.00047304-0.001226i,0.00029557-0.00051776i,-6.5955e-05-0.00083711i,-0.00080492+0.00017518i,-0.001224+0.00098557i,0.00039011+0.00088316i,0.0013869+0.0015537i,0.00081888+0.0016325i,0.00052434+0.00025183i,-4.4347e-05-0.00055857i,-3.8868e-05-0.00044024i,-6.4085e-05-0.00071469i,7.6753e-05-0.0010579i,0.00036928-0.00073379i,5.4415e-05-0.00010973i,0.000194+0.00046023i,0.00057971+0.00047071i,0.00026099+0.00032169i
0.00019493+0.0050916i,0.00097421+0.0045512i,0.0021375+0.0037153i,0.0025478+0.0016282i,0.0024936-0.00077812i,0.00039203-0.0013286i,-0.0016457-0.00048572i,-0.001134+0.00046284i,1.1503e-06+0.0011689i,0.0014981+0.0014087i,0.0019341+0.00019033i,0.0016291-0.0015007i,0.0016449-0.0016693i,0.00024807-0.0011599i,-0.0011511-0.0010138i,-0.0016772-0.00080378i,-0.0010857-0.0006693i,-0.00061043-0.00011246i,-0.00087953+0.00068182i,-0.00041639+0.00034189i,0.00031814+0.00031987i,0.00037201+0.0010898i,0.00062139+0.00092095i
-0.0019707+8.2401e-05i,-0.00050259+0.00011942i,-0.0010979+0.001052i,-0.0012104+0.0010006i,-0.00082365-0.00036082i,-0.00056492-0.0011928i,-0.00041812-0.0014615i,-5.7662e-05-0.00065773i,0.0005868+0.00022993i,0.0011683+0.00078871i,0.0016722+0.00064168i,0.001496+3.1149e-05i,1.2648e-05+0.00019864i,-0.0012376+0.00025857i,-0.0018089+0.00036722i,-0.0014523+0.00091528i,-0.00090317+0.00099907i,-0.001185+0.0012546i,-0.00095577+0.0015804i,-0.00050899+0.0012883i,-0.00097162+0.0010719i,-0.0010483+0.00074037i,-0.00079019+0.00014174i
-0.0011815+0.0029137i,-0.00063733+0.0038313i,0.0014757+0.003614i,0.0025567+0.0018452i,0.0023184-0.00070718i,0.00076455-0.0023795i,-0.00020265-0.0014949i,0.00023699-0.00075988i,0.00087947-0.00059406i,0.00043458-0.0011706i,0.00020141-0.0013118i,-1.8923e-06+4.9518e-05i,-7.8676e-05+0.00056459i,-0.00025851+0.00057819i,-0.00040277+0.0010381i,0.00011595+0.0013373i,0.0009323+0.0012391i,0.0013312+0.0015075i,0.00075716+0.0013067i,0.00066021+0.00065215i,0.00026819+4.5052e-05i,-0.00071134-0.00033435i,-0.00079676-0.00047351i
0.0014463-0.00036663i,0.0020554-0.00016631i,0.0031865-0.0011962i,0.0020871-0.0023447i,0.00023599-0.0024321i,-0.00091622-0.0014603i,-0.00055129-0.00050493i,-0.00010813+2.097e-06i,-0.00027999-0.00029272i,-0.00044491-0.00049448i,-0.0013676+0.00030088i,-0.0020611+0.00051485i,-0.00084304-3.951e-05i,-1.4333e-05-0.0003645i,0.00013597-0.00078592i,0.0010199+8.2961e-05i,0.0014615+0.0008764i,0.00060949+0.00075303i,0.00030235+0.00049178i,0.00021448-0.00024925i,-0.00035305-0.0011489i,-0.00025372-0.00094341i,3.8612e-05+7.67e-05i
-0.0010895-0.0017575i,-0.0012197-0.0018789i,-0.0025877-0.0020287i,-0.0021568-0.0018123i,-0.00079339-0.0010503i,-0.00013243-0.00084972i,-0.00011232-0.00078189i,-0.0015469-0.00021291i,-0.0029974+0.00015984i,-0.0021436+0.0012322i,-0.0014302+0.0021561i,-0.00053474+0.0016418i,0.00015315+0.001186i,0.0002725-0.00027593i,5.4748e-05-0.0017399i,1.701e-05-0.0010676i,0.00016352-0.00057006i,-0.00010836-0.00074415i,-6.1999e-05-0.00031817i,-3.5963e-05+0.0002637i,9.8856e-05+0.00023364i,-1.9502e-05-0.00034236i,-0.00018889+1.4623e-05i
0.0011303-0.00081231i,0.0017067-0.00034619i,0.0025934+1.3977e-05i,0.0021541+0.00050887i,0.00032007-0.00038664i,-0.00078089-0.00096147i,-0.00037915-5.0639e-05i,-0.00043718+0.00085197i,-0.00080344+0.00081883i,-0.00020466+0.0014637i,0.00060984+0.0016885i,0.0012521+0.00013523i,0.0010503-0.00019222i,0.00032706-3.3926e-05i,-0.00014804-0.00072055i,-0.00074356-0.00067602i,-0.00090478-7.1848e-06i,-0.001102-0.00027437i,-0.00079618-0.00036252i,-4.9541e-05+0.00016976i,2.7209e-05-0.00027914i,0.00078281+0.0001466i,0.00061592+0.0011915i
0.0017692-0.0011331i,0.0024065-0.0020086i,0.0016497-0.0032699i,0.00068463-0.0028933i,-0.00017768-0.0018715i,-0.00054267-0.0011043i,0.00029826+6.0128e-05i,0.00016306+0.0010343i,0.00023293+0.00082738i,0.0015975+0.00036721i,0.0020412+0.00027411i,0.00097207-0.00029177i,-0.00045652-0.00057279i,-0.0010851+5.2634e-05i,-0.0011707+0.00069735i,-0.001595+0.0013405i,-0.0012036+0.0014087i,4.7262e-05+0.00093444i,0.00064533+0.00014807i,0.0006423-0.00012694i,0.00027927+0.00062426i,0.00037914+0.00080298i,0.00051687+0.00030777i
0.0013447+0.0038075i,0.0023947+0.0030286i,0.0038591+0.0019109i,0.002189+0.00090301i,0.00054692-0.0013641i,-0.00059464-0.0015287i,-0.00070125-0.00049857i,-0.00019696-0.00020059i,0.00028679+7.6409e-05i,0.00091825-0.00042397i,0.00059093-0.00094946i,0.00034593-0.00088795i,0.00026531-0.0010544i,0.00023374-0.0010149i,-0.0003811-0.00046891i,-0.00049419-0.00018002i,-0.00037639+0.00070282i,-0.00016285+0.001911i,-4.6487e-05+0.0019008i,2.3943e-05+0.0013125i,0.00073891+0.0013932i,0.0011378+0.00031023i,0.0010921-0.00097832i
-0.0011387-0.00070829i,-0.00184+0.00039684i,-0.001874+5.9189e-05i,-0.00043523-0.00022402i,-9.5527e-05-0.00045016i,-2.2268e-05-0.0014436i,-0.00018526-0.0017796i,-0.00036285-0.0017503i,5.9397e-05-0.0018894i,6.736e-05-0.0014538i,1.2256e-05-0.0012193i,-4.2253e-06-0.00083722i,0.00024949+0.00039381i,0.00065654+0.0011514i,4.5689e-05+0.0011656i,0.00050567+0.0010126i,0.0015212+0.00098859i,0.0010368+0.00063199i,0.00020665-6.399e-05i,-0.00035481-0.0005626i,-0.00056049-0.00066419i,0.00026353+0.00012368i,0.00034154+0.00065857i
-0.0013968+0.0011256i,0.00010841+0.0015534i,0.001235+0.0020812i,0.0016847+0.0013819i,0.00087467-0.00060123i,-0.00040616-0.001433i,-0.00069689-0.00088663i,-0.00062889-0.00085773i,-0.0012359-0.0012231i,-0.0010536-0.00072843i,-0.00088265+8.7151e-05i,-0.00069825+0.0011256i,-0.00041977+0.0011083i,0.00016348-0.00021708i,0.00025026-0.00036165i,-0.00033347-0.0002306i,-0.00077035-0.0011016i,-0.0007565-0.0015365i,-0.00042031-0.00073935i,0.00047277+0.00029472i,0.00068636+0.00052409i,0.00041942+4.4754e-05i,-0.00028547-4.2924e-05i
-0.00059224+0.0011111i,0.00022752+0.0010443i,0.00024719+0.00059162i,0.00037722-0.00049214i,0.00015446-0.0012324i,-0.00097394-0.0012418i,-0.0013129-0.00033799i,-0.0016044-0.00023354i,-0.0023703+0.00031499i,-0.0020314+0.00085552i,-0.00080408+0.00051885i,-0.00014308+0.0004357i,0.00072746+0.00037199i,0.00056263+0.0001113i,-0.00055118-0.00041456i,-0.00089755-0.00013007i,-0.00081013+0.00050771i,-0.00027612+0.00028354i,5.6851e-05+0.00059706i,-0.00051757+0.00093748i,-0.0006593+0.00077499i,-0.00046768+2.899e-06i,0.00015274-0.00054866i
-0.0011651-0.0031314i,-0.0018906-0.0027326i,-0.0027691-0.0024734i,-0.0028355-0.0011894i,-0.0020442-0.00025987i,-0.001005+9.8382e-06i,-0.00074733-7.2792e-06i,-0.00047921+0.00033474i,-0.00078714+0.00070816i,-0.00029666+0.0010083i,0.00029776-4.2496e-06i,1.5124e-05-0.0014453i,0.00052826-0.00093635i,0.00041722-0.00017877i,-0.00030448-0.0003963i,-0.0003204-0.00030778i,-0.00012462+0.00051212i,0.0003169+0.0010818i,0.00053721+0.0015123i,0.00052753+0.0014452i,-0.00027265-0.0001772i,-0.00069891-0.00061161i,-0.00083092-0.00033584i
-0.0010408-0.0017152i,-0.001429-0.0012619i,-0.0005899-0.00081295i,0.00022097-0.0010054i,-8.9963e-05-0.0016322i,-0.00026854-0.0011161i,-0.0008115-0.00051927i,-0.00043679-0.000704i,0.0002859-1.6332e-05i,2.4435e-05+0.00093289i,0.00017747+0.00075562i,0.00065049-0.00011399i,0.00024577-0.00019945i,0.0001454+0.00077138i,0.00015869+0.001319i,0.0006383+0.0012187i,0.0014161+0.001129i,0.00095439+0.0012088i,8.948e-05+9.5597e-05i,-0.00022593-0.00091968i,-0.00025612-0.00086246i,-0.00014332-0.00044933i,-0.00035551-0.00027912i
0.0012101-0.00045183i,0.0018683-0.0014008i,0.0019302-0.002194i,0.00072393-0.0030988i,-0.0014422-0.002943i,-0.0025549-0.0012122i,-0.002164-0.00036592i,-0.0007982-0.00022593i,0.00073466-0.00041227i,0.0011508-0.00058975i,0.00034265-0.00083918i,-5.2701e-05-0.0012217i,0.00031483-0.0011026i,0.00029108-0.00030981i,-0.00052089-4.6247e-05i,-0.00088811-0.00021044i,-0.00035055-0.00025937i,-0.00023449-9.9883e-05i,-0.00034838-0.00022255i,-0.00048871-0.00082338i,-6.7728e-05-0.00086922i,0.00037191-8.5407e-05i,0.00037844+0.00016753i
-0.0031019+0.00014627i,-0.0023211+0.00053673i,-0.002173+0.0015958i,-0.0020992+0.0023981i,-0.00064599+0.0020228i,0.00042426+0.00055694i,0.00036833-0.00085029i,0.00054119-0.0012605i,0.00081758-0.00088951i,0.00067983-0.0008472i,-0.00020885-0.00064002i,-0.00084244+0.00043831i,-0.00018582+0.00071664i,0.00042631-2.462e-05i,-0.00022407+0.00025116i,-0.00032142+0.00084872i,1.9059e-05+0.00049452i,0.0002541+0.00023169i,-2.6543e-05+0.00058916i,-0.00047174+0.00088634i,-0.0001812+0.00054648i,0.00017918+0.00040177i,0.00015859+1.2926e-05i
0.0008596+0.00020719i,0.0018257-0.00011217i,0.0033254-0.0006727i,0.0037795-0.00087971i,0.0024229-0.0021198i,0.00079894-0.0024836i,-0.00048879-0.0011826i,-0.0012224-0.0013747i,-0.0017802-0.0018981i,-0.0014984-0.0011863i,-0.00032539-0.00022258i,-0.00049127-0.00038947i,-0.0002923-0.00026406i,-3.6033e-05+0.00032571i,-0.00068856+0.00028734i,-0.00028555+0.00046835i,3.0447e-05+0.00076354i,1.2877e-05+0.00033777i,-0.00024908-0.00059879i,-0.00051321-0.00024219i,-0.00070662+0.00016983i,-0.00079014-0.00050023i,-0.00069668-0.00089985i
0.00037813-0.0013679i,0.0005794-0.0013543i,0.00083077-0.0019479i,0.00044606-0.0022922i,-0.0010315-0.0023311i,-0.001941-0.001824i,-0.0015222-0.0010421i,-0.0011056-0.00037005i,-0.0014069-0.00021951i,-0.0011972-0.00051059i,-0.00045437-0.00092057i,1.9663e-06-0.00033697i,0.00047842+0.00035154i,0.00083054+0.00021631i,0.0010908+0.00031213i,0.00024118+0.00030761i,-0.00073479+0.0010073i,-0.0014345+0.0017229i,-0.001143+0.0019024i,-0.00036471+0.0012651i,0.00019379-0.0001264i,-1.4602e-05-0.00089107i,-0.00077788-0.00055929i
0.00080683-0.0002464i,0.0023461-0.00022003i,0.0028943-0.00062039i,0.001597-0.0011351i,0.00045389-0.0021618i,-0.00016505-0.0015939i,-0.00095542-0.00085935i,-0.0011565-0.00029044i,-0.00061948+0.00080609i,0.00010008+0.00080539i,0.00052406+0.00023227i,0.00080858-0.00026599i,0.00070933-0.00048606i,0.00049312-0.00037177i,0.00018522-0.0008994i,-9.7991e-05-0.0017244i,-0.00040955-0.00070512i,-9.0008e-05+0.0006061i,0.00055597+0.0012392i,-0.00015772+0.0012491i,-0.00045166+0.00025284i,-0.00023619-0.00014468i,-0.0005695+0.00023121i
-0.0018586-0.0023057i,-0.0020111-0.0025423i,-0.0024304-0.0019562i,-0.0023161-0.001415i,-0.0022162-0.00084151i,-0.0019496-0.00015218i,-0.00074517+6.2171e-05i,7.6995e-05+0.00042739i,0.00071711+0.0013331i,0.0016025+0.0016471i,0.0016805+0.00060469i,0.00082549-0.00060364i,0.00014355-0.0013782i,-0.00024989-0.0017234i,-2.6334e-05-0.000806i,0.00078904+0.00059146i,0.00081079+0.001119i,-8.6665e-05+0.0014327i,-0.00085864+0.0012837i,-0.0012445+0.00027045i,-0.0011272-0.00079945i,-0.00049941-0.00042319i,-9.6778e-05+0.00051242i
