-0.0029923+0.00069891i,-0.0036397+0.00059708i,-0.0033936+0.0024311i,-0.00082384+0.0029646i,0.0010123+0.001569i,0.0010203+0.0013602i,-8.1233e-05+0.0029586i,-2.2577e-05+0.0035816i,0.0007406+0.0023995i,0.0009828+0.0012434i,0.00056117+0.00026152i,0.00054011-0.00091957i,0.00052373-0.0015057i,6.2299e-05-0.0013204i,-5.3802e-05-0.00019755i,9.021e-05+0.00069393i,0.00033939+0.00102i,-0.00022514+2.9134e-05i,-0.00036097-0.00052551i,0.00015527+0.00031698i,0.00012054-0.00056232i,0.00028708-0.00073206i,0.00026058+1.117e-06i
-0.29746+0.20528i,-0.46061+0.46987i,-0.39815+0.64471i,-0.17716+0.52532i,-0.034684+0.25423i,0.029757+0.099677i,0.086583+0.040363i,0.080547-0.0053418i,0.049563-0.0029235i,0.049474+0.0032677i,0.032626-0.016756i,0.0067493-0.030256i,-0.00083541-0.047619i,-0.012835-0.056243i,-0.022354-0.041354i,-0.016927-0.027188i,-0.010564-0.019028i,-0.0070842-0.010401i,-0.0039675-0.0013587i,0.0030826+0.0079913i,0.015591+0.0070392i,0.021001-0.0084049i,0.014492-0.022299i
0.13953-0.073965i,0.21673-0.21621i,0.17188-0.36964i,0.015075-0.3568i,-0.1081-0.16968i,-0.14043-0.013049i,-0.11054+0.030042i,-0.035338+0.0054587i,0.016705-0.051712i,0.0088825-0.060264i,0.011029-0.010946i,0.032732+0.020449i,0.031158+0.031004i,0.022107+0.040509i,0.024536+0.040269i,0.028951+0.033752i,0.028379+0.026111i,0.022438+0.021945i,0.017075+0.020559i,0.013325+0.010891i,0.0046138-0.00010229i,-0.0057433+0.00083991i,-0.0069578+0.011141i
-0.033945-0.15292i,-0.077449-0.22084i,-0.064428-0.1643i,0.012699-0.05916i,0.078627-0.058234i,0.084994-0.10406i,0.057202-0.087226i,0.018975-0.040619i,-0.017422+0.0059605i,-0.0181+0.026695i,-0.0073859+0.0015717i,-0.025914-0.026126i,-0.046811-0.023929i,-0.04213-0.012243i,-0.028286-0.009754i,-0.02189-0.014755i,-0.016827-0.017125i,-0.0034421-0.01529i,0.011696-0.01601i,0.012331-0.013014i,0.0019296-0.0020558i,-0.003349+0.0027593i,-0.0048103-0.0033963i
0.036551+0.3094i,0.064005+0.50548i,0.025081+0.49371i,-0.071607+0.30271i,-0.10677+0.19145i,-0.021794+0.17347i,0.045831+0.10014i,5.9071e-06+0.03873i,-0.040574+0.045297i,-0.019724+0.037359i,-0.010832+0.010365i,-0.017788+0.0057239i,-0.0077382+0.013001i,0.004801+0.017724i,0.0047909+0.018691i,-0.00021316+0.01708i,-0.0066811+0.014983i,-0.015761+0.0089853i,-0.023265+0.0010721i,-0.017946-0.0017752i,-0.0013692-0.0032458i,0.0088997-0.0040027i,0.0088437+0.00016005i
-0.041246-0.32192i,-0.068819-0.53268i,-0.025136-0.51777i,0.0695-0.29038i,0.096192-0.13159i,0.021583-0.10243i,-0.021077-0.070733i,0.04611-0.061735i,0.099264-0.10509i,0.065969-0.10244i,0.040212-0.041635i,0.055286-0.0004026i,0.05968+0.0045429i,0.040851-0.0045223i,0.019689-0.0085739i,0.012367-0.0029326i,0.016034-0.0027219i,0.014077-0.0058277i,0.0064641-0.0024468i,0.00078519-0.0017576i,-0.004517-0.0053661i,-0.0021286-0.0042451i,0.0095564-0.0032169i
0.027768+0.21657i,0.029428+0.3564i,-0.017655+0.33862i,-0.067079+0.15976i,-0.054106-0.013152i,0.0025744-0.081917i,0.01586-0.081494i,-0.050545-0.03322i,-0.10298+0.041096i,-0.078603+0.062864i,-0.051793+0.021568i,-0.062555-0.007255i,-0.067301-0.0067638i,-0.050316-0.0053035i,-0.031555-0.010409i,-0.027125-0.017958i,-0.0316-0.015669i,-0.02678-0.0055742i,-0.015077+0.00026813i,-0.010198+0.0031151i,-0.010964+0.0048538i,-0.017181+0.0026933i,-0.030421-0.0013174i
0.058417-0.10933i,0.12284-0.18479i,0.14547-0.20619i,0.0749-0.10645i,-0.0057285+0.085956i,-0.029271+0.19703i,-0.016087+0.17883i,0.01578+0.12285i,0.042417+0.067037i,0.035503+0.022612i,0.021119+0.0061714i,0.028909-0.0028383i,0.035983-0.015623i,0.023049-0.016671i,0.0077745-0.0017667i,0.0078615+0.019231i,0.015858+0.030979i,0.016846+0.026537i,0.008895+0.015315i,0.0016201+0.0080911i,0.0038894+0.0055526i,0.015567+0.0048925i,0.028359+0.0045516i
-0.15478+0.036112i,-0.29681+0.093442i,-0.29047+0.17042i,-0.091204+0.14382i,0.064047-0.039863i,0.064847-0.17507i,0.036477-0.16739i,0.048887-0.13178i,0.055664-0.10484i,0.041679-0.05847i,0.02677-0.0083011i,0.011382+0.024509i,-0.0022647+0.042505i,-0.0038242+0.044085i,0.00052892+0.025585i,0.001786-0.0017096i,0.0020581-0.021313i,0.0045577-0.020628i,0.012654-0.0060943i,0.019553+0.0010036i,0.015084-0.0028639i,0.0033904-0.0056177i,-0.0048052-0.0044005i
0.22934-0.020483i,0.40906-0.10561i,0.38096-0.23907i,0.1171-0.28273i,-0.08445-0.15392i,-0.086217-0.015724i,-0.047192+0.021461i,-0.076886+0.031547i,-0.10734+0.046344i,-0.082611+0.036061i,-0.040947-0.002614i,-0.023813-0.040514i,-0.022465-0.050237i,-0.011743-0.035904i,0.0069862-0.01758i,0.0099067-0.0059525i,-0.002872+0.0018892i,-0.0094442-4.343e-05i,-0.0085873-0.012501i,-0.007593-0.016635i,-0.004517-0.012482i,-0.0026961-0.011486i,-0.0055253-0.012704i
-0.21966+0.031909i,-0.36697+0.12017i,-0.32877+0.24317i,-0.10761+0.30171i,0.049316+0.25589i,0.062731+0.18637i,0.051299+0.12591i,0.062652+0.056348i,0.057902-0.0031872i,0.026119-0.020752i,0.0040274-0.0027324i,0.012283+0.012285i,0.026873+0.003844i,0.01905-0.014892i,-0.0026252-0.024915i,-0.0089769-0.016436i,0.0019012-0.0030573i,0.0054721+0.0018498i,-0.0031237+0.0022613i,-0.0093146+0.0019642i,-0.010237+0.0037132i,-0.0066732+0.0079148i,0.0015466+0.01271i
0.14207-0.034254i,0.19969-0.10377i,0.12267-0.20297i,-0.031194-0.26912i,-0.084872-0.2781i,-0.047325-0.26692i,-0.020741-0.21121i,-0.0048365-0.1172i,0.01495-0.031502i,0.031818+0.014798i,0.0294+0.018366i,0.0021105+0.021275i,-0.017794+0.039591i,-0.0169+0.047123i,-0.0096582+0.042625i,-0.0062174+0.029804i,-0.0047768+0.013549i,-0.00034079+0.0097111i,0.0053431+0.015636i,0.0094779+0.017384i,0.0094521+0.013239i,0.0044986+0.0099169i,-0.00080408+0.0089463i
-0.039241+0.0048369i,-0.019815+0.019476i,0.058144+0.077004i,0.095484+0.15171i,0.03349+0.20897i,-0.0086639+0.24392i,0.0028669+0.21333i,-0.0074074+0.13429i,-0.032123+0.064254i,-0.037531+0.01345i,-0.034019-0.016136i,-0.028344-0.032032i,-0.022111-0.046184i,-0.016123-0.045923i,-0.0083513-0.0312i,-3.1888e-05-0.015408i,0.0027546-0.0068568i,0.0018987-0.010414i,0.00030362-0.017847i,-0.0036853-0.018025i,-0.004714-0.014753i,0.00026758-0.01918i,0.004664-0.029576i
-0.031167+0.066907i,-0.10008+0.12197i,-0.15912+0.1401i,-0.10225+0.095303i,0.027908+0.0066132i,0.081644-0.078499i,0.06864-0.10965i,0.065094-0.091243i,0.068793-0.057398i,0.058121-0.023638i,0.048216+0.0030557i,0.046073+0.018277i,0.038459+0.027801i,0.02166+0.030595i,0.0048793+0.022219i,-0.0047338+0.0092805i,-0.0095809+0.0033512i,-0.013013+0.0063631i,-0.011419+0.0087188i,-0.0070764+0.0051702i,-0.0073067+0.0038544i,-0.010168+0.013381i,-0.010184+0.027494i
0.074727-0.13249i,0.16279-0.26921i,0.19531-0.35435i,0.098089-0.31161i,-0.028655-0.18698i,-0.067914-0.067308i,-0.049933-0.00086876i,-0.04226+0.019565i,-0.043227+0.024821i,-0.025781+0.022389i,-0.012725+0.0072076i,-0.021431-0.0002565i,-0.027039+0.0051122i,-0.015383+0.0078718i,0.00080474+0.0054678i,0.0061796+0.0022336i,0.0067013+0.0024183i,0.0093535+0.0019177i,0.0077085+0.0022552i,0.0062297+0.0071627i,0.010286+0.0064969i,0.012023-0.0027207i,0.0073188-0.011792i
-0.055884+0.17244i,-0.10936+0.35901i,-0.098165+0.4597i,-0.0054415+0.38896i,0.086082+0.25211i,0.10836+0.12244i,0.077435+0.027696i,0.04312-0.011051i,0.023009-0.027174i,0.00082454-0.03891i,-0.0088672-0.029197i,0.0076858-0.020058i,0.016882-0.028755i,0.0065995-0.030597i,-0.0047894-0.018157i,-0.0058847-0.0067336i,-0.0039866-0.0025647i,-0.0056333+0.00089397i,-0.0038422+0.003327i,-0.0030798-0.0024667i,-0.0077654-0.0077562i,-0.0067985-0.005906i,0.0048391-0.0033501i
0.026927-0.17367i,0.012054-0.3659i,-0.029548-0.48163i,-0.068583-0.44142i,-0.086195-0.33426i,-0.080134-0.21999i,-0.063755-0.124i,-0.046192-0.0775i,-0.040228-0.045358i,-0.0194-0.0056626i,0.0076239+0.0051364i,0.0062383+0.0022269i,0.0023543+0.015977i,0.013946+0.023305i,0.022878+0.0094973i,0.019553-0.0056148i,0.011208-0.0074591i,0.0087327-0.0024538i,0.0097961+0.00049788i,0.0089335+0.0031216i,0.0073902+0.0049671i,0.0023913+0.0034332i,-0.0070995+0.0039222i
0.025968+0.12002i,0.095209+0.23904i,0.14597+0.30435i,0.0988+0.26118i,-0.0004817+0.17942i,-0.033396+0.13886i,-0.0046948+0.11434i,0.0015353+0.096451i,-0.0052884+0.078615i,-0.016568+0.036708i,-0.034944+0.0085857i,-0.035344+0.0053674i,-0.0272-0.005269i,-0.02877-0.018682i,-0.033563-0.017602i,-0.031257-0.008197i,-0.019886-0.0051058i,-0.011441-0.011631i,-0.010371-0.015861i,-0.0097079-0.010916i,-0.0059585-0.0045267i,-0.0025806-0.0019315i,-0.0022856-0.0021694i
-0.049484-0.043917i,-0.15463-0.073127i,-0.25991-0.071227i,-0.22583-0.021122i,-0.075793+0.00819i,0.010331-0.032504i,0.012317-0.069158i,0.023797-0.071559i,0.03865-0.064357i,0.032144-0.038703i,0.028436-0.018196i,0.022246-0.020539i,0.0064261-0.016061i,-0.0011684+0.0045496i,0.0019596+0.021696i,0.0062893+0.022593i,0.0030802+0.016588i,-0.00033271+0.01459i,0.0030828+0.010817i,0.0034454+0.00017593i,-0.0016806-0.0068925i,-0.0011472-0.0037291i,0.0067702+0.00049997i
0.052216-0.047891i,0.14974-0.10658i,0.24364-0.17306i,0.1901-0.1881i,0.029724-0.10676i,-0.045992+0.013005i,-0.023014+0.075952i,-0.013581+0.07667i,-0.024233+0.06612i,-0.012403+0.048314i,-0.00064218+0.028802i,0.0041784+0.030779i,0.018087+0.033226i,0.023811+0.015668i,0.014668-0.00082807i,0.0064732-0.0038399i,0.0040459-0.0035956i,0.0022828-0.007333i,-0.0018874-0.007977i,-0.0012304+0.00035227i,0.0030876+0.0051861i,0.0013048+0.0019498i,-0.0081281-0.00076324i
-0.0023847+0.10366i,-0.051703+0.23765i,-0.104+0.37098i,-0.067513+0.3912i,0.027988+0.28597i,0.065136+0.12912i,0.035792+0.020072i,0.030385-0.0066661i,0.044961-0.014172i,0.026945-0.022018i,0.002104-0.016196i,-0.011886-0.018652i,-0.029569-0.022173i,-0.033023-0.0098413i,-0.018347+0.0017297i,-0.0067415+0.0036819i,-0.004049+0.0046749i,-0.0054598+0.010198i,-0.0072062+0.01381i,-0.0085223+0.0097443i,-0.0066214+0.0047015i,0.00078783+0.0015902i,0.008529-0.0019659i
-0.060765-0.11532i,-0.092002-0.27533i,-0.072315-0.40933i,-0.00089617-0.41286i,0.059501-0.31701i,0.07554-0.17775i,0.068053-0.076582i,0.028107-0.054771i,-0.016717-0.035434i,-0.0057013+0.00035832i,0.022147+0.0071903i,0.026367+0.0049588i,0.032184+0.0096248i,0.034467+0.002742i,0.021645-0.010216i,0.0084827-0.014485i,0.0037522-0.0097317i,0.0062351-0.0034049i,0.012032+0.0014861i,0.014184+0.0029989i,0.010187-0.0012338i,0.00408-0.002828i,-0.00036418+0.002988i
0.11187+0.072954i,0.23127+0.16928i,0.26921+0.23434i,0.14681+0.20779i,-0.013903+0.1407i,-0.072327+0.088575i,-0.053546+0.050823i,-0.031048+0.029935i,-0.018392+0.0082603i,-0.026334-0.016892i,-0.035795-0.017783i,-0.024601-0.0082013i,-0.015608-0.0096038i,-0.01814-0.011977i,-0.016474-0.0064715i,-0.0077637+0.0004229i,0.0015505-0.00015765i,0.0054886-0.0078674i,0.0034372-0.011973i,-0.00086122-0.0056666i,-0.0050506+0.0025861i,-0.0067869+0.0033654i,-0.0070233-0.0024672i
-0.11782-0.00088927i,-0.26776-0.0042091i,-0.35268-0.016125i,-0.24459-0.031994i,-0.040793-0.052198i,0.066441-0.085163i,0.065465-0.094548i,0.040574-0.074358i,0.02104-0.040386i,0.017449-0.0071513i,0.018035+0.0012556i,0.00045162-0.0024845i,-0.016645+0.0066783i,-0.014848+0.019367i,-0.0058728+0.018593i,-0.0018809+0.0070892i,-0.003702-0.0010752i,-0.005458-0.0020987i,-0.0032949-0.0023113i,-0.00056566-0.0046685i,0.00027729-0.0062693i,0.0011758-0.0043833i,0.0037582-0.0013112i
0.079025-0.064194i,0.1857-0.15419i,0.25623-0.24172i,0.15138-0.24997i,-0.04481-0.1613i,-0.11049-0.044753i,-0.06736+0.019187i,-0.032959+0.036135i,-0.016921+0.033696i,-0.0038825+0.016711i,0.0047215+0.0058576i,0.022747+0.0030703i,0.03874-0.011654i,0.029367-0.023163i,0.0089191-0.013442i,-0.0022867+0.0020557i,-0.0067062+0.0061523i,-0.011311+0.0018423i,-0.012186-0.00096958i,-0.006578-0.0022138i,-0.0016902-0.0019536i,-0.0011252+0.0023252i,-0.002496+0.0077636i
-0.0092607+0.0899i,-0.05169+0.2272i,-0.11197+0.3904i,-0.098801+0.4476i,-0.020063+0.34596i,0.0028569+0.17819i,-0.019012+0.06387i,-0.015747+0.02567i,-0.00084733+0.012245i,-0.0048218+0.0031957i,-0.017806+0.0016153i,-0.034684+0.0030865i,-0.048737+0.015105i,-0.038659+0.025947i,-0.011853+0.015903i,0.0048102+0.0017558i,0.007102+0.0011771i,0.0057635+0.0083954i,0.0019253+0.0099666i,-0.0040606+0.0069712i,-0.0044874+0.0055314i,0.0007353+0.00077739i,0.0040354-0.0082472i
-0.046217-0.053747i,-0.075022-0.17509i,-0.056852-0.32139i,-0.0012021-0.36946i,0.040819-0.29216i,0.057168-0.1757i,0.055063-0.09021i,0.035905-0.045846i,0.022436-0.015173i,0.030239+0.0027671i,0.039702+0.0012128i,0.043275-0.0055912i,0.04804-0.014344i,0.040373-0.021388i,0.016542-0.016507i,-0.0029359-0.0072993i,-0.0055266-0.0021492i,0.001332+0.00058974i,0.0070627+0.00096231i,0.0085662-0.0024615i,0.0065993-0.0071195i,0.0043848-0.0065369i,0.0056056-0.00013106i
0.078047+0.001372i,0.16221+0.058443i,0.19766+0.15487i,0.12292+0.21888i,0.0057816+0.21914i,-0.056364+0.18741i,-0.053821+0.1376i,-0.035658+0.071i,-0.034773+0.010029i,-0.048688-0.017292i,-0.052221-0.014821i,-0.042924-0.0079362i,-0.036084-0.0022536i,-0.029114-0.001028i,-0.016802-0.0049991i,-0.0054987-0.0053639i,0.00030021-0.0051797i,0.0017138-0.0079903i,-0.00096301-0.0069523i,-0.0035958+0.0002267i,-0.0041777+0.0044619i,-0.0058329+0.002428i,-0.009547-0.00069195i
-0.05151+0.047745i,-0.13351+0.071512i,-0.1665+0.047096i,-0.068363-0.028108i,0.076599-0.096031i,0.12989-0.13024i,0.10001-0.12342i,0.073152-0.078259i,0.065682-0.028724i,0.059264-0.002347i,0.045197+0.0034681i,0.025634+0.0085659i,0.014974+0.017613i,0.013409+0.019363i,0.006889+0.014396i,-0.0016143+0.0097287i,-0.0026218+0.009811i,0.00047149+0.011344i,0.004278+0.010119i,0.0081248+0.0061882i,0.0077277+0.0017739i,0.0060457-0.0011771i,0.0089897-0.0020427i
0.022239-0.077474i,0.063414-0.17858i,0.084132-0.26179i,0.017655-0.2561i,-0.084077-0.16866i,-0.10299-0.04167i,-0.053239+0.03833i,-0.028798+0.031002i,-0.040661+0.0012948i,-0.040036-0.0069036i,-0.022607-0.0087375i,-0.0078987-0.017596i,-0.005869-0.03005i,-0.012548-0.029113i,-0.010868-0.011786i,1.2801e-05+0.0013062i,0.0065157-8.802e-05i,0.0041594-0.007045i,-0.0016481-0.011253i,-0.0036172-0.011265i,-0.0039001-0.0062853i,-0.0051227+0.0015337i,-0.0069076+0.0057151i
0.025942+0.070441i,0.036739+0.18233i,0.023731+0.2946i,0.0076688+0.31459i,0.019989+0.23404i,0.034245+0.10896i,0.021816+0.01587i,0.002969+0.0051752i,0.0017227+0.031008i,0.0040156+0.035938i,-0.0025142+0.028227i,-0.012049+0.02966i,-0.013976+0.040359i,-0.0054867+0.040785i,0.0029142+0.021557i,0.002997-0.00083564i,-0.0018814-0.0087132i,-0.0067285-0.0041103i,-0.0088056+0.0036499i,-0.0089844+0.0070897i,-0.0062232+0.0057234i,-0.001799+0.003539i,0.00027693+0.0010202i
-0.043128-0.039978i,-0.10237-0.12957i,-0.14005-0.2416i,-0.11668-0.28716i,-0.069289-0.24326i,-0.033816-0.15627i,-0.0071441-0.080496i,0.0088426-0.056119i,0.011301-0.054103i,0.015963-0.038658i,0.025788-0.02504i,0.030031-0.028924i,0.025671-0.04046i,0.017819-0.03905i,0.010579-0.019862i,0.0050027-0.00088801i,0.0015733+0.0072481i,0.0015376+0.010336i,0.005008+0.0087586i,0.0078683+0.0028768i,0.0066854-0.0024762i,0.0053224-0.0039306i,0.0072294-0.002508i
0.042554+0.0014911i,0.10827+0.044227i,0.14675+0.12606i,0.0848+0.20236i,-0.013317+0.23036i,-0.033227+0.19454i,-0.012521+0.11738i,-0.021226+0.066782i,-0.036607+0.051316i,-0.041465+0.034995i,-0.041893+0.021235i,-0.036061+0.021705i,-0.029713+0.028723i,-0.023327+0.026748i,-0.015326+0.0095783i,-0.0090222-0.0070558i,-0.0049405-0.011889i,-0.0030896-0.011317i,-0.0038162-0.0078155i,-0.0045322-0.001462i,-0.0023852+0.0019251i,-0.0020029+0.0017447i,-0.0065266+0.0024536i
-0.02048+0.014984i,-0.064849+0.024118i,-0.093746+0.020978i,-0.020765+0.0019228i,0.093819-0.041205i,0.099919-0.093073i,0.043881-0.094503i,0.048335-0.056163i,0.082665-0.039043i,0.081529-0.037078i,0.059238-0.029276i,0.040519-0.020521i,0.031131-0.017965i,0.025551-0.018669i,0.012948-0.013221i,0.00030386-0.0020727i,-0.0020869+0.006185i,0.0046898+0.0068276i,0.011055+0.0036626i,0.011201+0.00060612i,0.0071523-0.0025895i,0.0037629-0.0064717i,0.0047211-0.0091777i
-0.0062892-0.025899i,0.0063005-0.062614i,0.029442-0.11386i,0.003363-0.14436i,-0.059341-0.10504i,-0.055756-0.01099i,-0.0078786+0.040674i,-0.019032+0.025929i,-0.062083+0.014348i,-0.063481+0.016079i,-0.04178+0.0081132i,-0.030841-0.00013475i,-0.030173+0.00016245i,-0.029415+0.0048135i,-0.020618+0.0080489i,-0.0091597+0.0071581i,-0.0040343+0.0027558i,-0.0048135-0.0034179i,-0.0070245-0.0089831i,-0.0077528-0.0083252i,-0.006128-0.00047309i,-0.002715+0.0070344i,-0.0012802+0.0093817i
0.028446+0.0091896i,0.053538+0.043494i,0.058181+0.10874i,0.062646+0.16329i,0.078831+0.1422i,0.053692+0.05417i,-0.0019051-0.0026643i,-0.0028584+0.0058291i,0.032195+0.015037i,0.035847+0.0089338i,0.022195+0.0095177i,0.017914+0.012082i,0.020853+0.013313i,0.022629+0.012092i,0.015092+0.0075685i,0.0033977+0.0044838i,-0.0022348+0.0048578i,-0.0023523+0.0073138i,-0.0011198+0.0087701i,-0.00032776+0.0049168i,0.00048532-0.0010087i,0.0011603-0.0043597i,0.0015181-0.0053581i
-0.039623+0.0052401i,-0.086659-0.017312i,-0.10535-0.088302i,-0.078324-0.19385i,-0.056143-0.23558i,-0.036688-0.15294i,0.0040756-0.059091i,0.010543-0.055085i,-0.027884-0.066791i,-0.037729-0.043882i,-0.017836-0.025403i,-0.010304-0.023318i,-0.013983-0.025589i,-0.014293-0.021674i,-0.0059657-0.0096428i,0.0057173-0.00027418i,0.0098954+0.0014356i,0.0069679-0.00039564i,0.0035607-0.0023351i,0.00015066-0.0016914i,-0.002466+0.00023551i,-0.0028483+0.00059456i,-0.0022052+0.00094355i
0.036142-0.022067i,0.082633-0.033057i,0.079557-0.0082352i,-0.01274+0.082833i,-0.088737+0.16634i,-0.07006+0.14664i,-0.038717+0.076606i,-0.031113+0.063879i,-0.0093164+0.0781i,0.0011526+0.06045i,-0.0072861+0.037051i,-0.006754+0.029291i,0.0012238+0.02822i,0.0067128+0.025152i,0.0068286+0.012783i,0.001579-0.0010039i,-0.004838-0.006148i,-0.0098255-0.0046167i,-0.011394+0.0017749i,-0.0070023+0.0075701i,-0.0003276+0.0064458i,0.003263+0.0033118i,0.0027405+0.0042967i
-0.022671+0.022722i,-0.062897+0.056483i,-0.06875+0.082112i,0.01492+0.047829i,0.097661-0.02091i,0.081681-0.04805i,0.049483-0.027703i,0.055151-0.031067i,0.048824-0.055247i,0.031929-0.051853i,0.024459-0.037548i,0.014321-0.029781i,0.0038282-0.027749i,-0.0018204-0.029982i,-0.005343-0.023679i,-0.0041525-0.010045i,0.0016358-0.00041563i,0.0087774+0.0024531i,0.013572+0.00016072i,0.011867-0.0036308i,0.0044199-0.0061377i,-0.002285-0.0080242i,-0.0029746-0.0096314i
0.013862-0.015848i,0.037127-0.054166i,0.030354-0.10913i,-0.055931-0.11479i,-0.13152-0.043955i,-0.081925+0.015807i,-0.016297+0.010498i,-0.034096+0.015788i,-0.051813+0.051194i,-0.032092+0.056208i,-0.017182+0.036809i,-0.011505+0.025136i,-0.0082016+0.023127i,-0.007165+0.023164i,-0.0044496+0.016936i,-0.0012766+0.0071903i,5.8888e-05+0.00082235i,-0.0016636-0.0023409i,-0.0058748-0.0039372i,-0.007082-0.002489i,-0.0036356+0.0023043i,0.0017243+0.0060764i,0.0047357+0.0074581i
-8.8579e-05-0.0015559i,-0.012743+0.029493i,-2.1283e-05+0.11447i,0.083809+0.19636i,0.16344+0.17771i,0.12293+0.090177i,0.047923+0.043181i,0.053284+0.021182i,0.072548-0.021916i,0.050255-0.039156i,0.027953-0.02338i,0.019774-0.013537i,0.013562-0.012247i,0.008339-0.011404i,0.0024319-0.0087212i,-0.0024065-0.0043817i,-0.0040787-0.0021985i,-0.0024785+0.0007457i,0.0033881+0.0036259i,0.0067789+0.0015186i,0.0045899-0.0020047i,0.0018605-0.0032854i,0.00082461-0.0039648i
0.01194+0.013578i,0.028819-0.0032639i,0.041963-0.090019i,0.01157-0.2212i,-0.037279-0.26777i,-0.030324-0.18844i,0.0088023-0.11237i,-0.0074942-0.083297i,-0.044266-0.044352i,-0.037843-0.010585i,-0.018129-0.0020969i,-0.011627+0.00063103i,-0.013509+0.0036119i,-0.015883+0.0067327i,-0.012168+0.0089938i,-0.0052947+0.0066926i,-0.001788+0.0030337i,-0.001354-0.0010316i,-0.0023691-0.0054388i,-0.003597-0.0061568i,-0.0027372-0.0031991i,-0.00063436-0.00024655i,-0.00040247+0.00045386i
-0.0066305-0.023518i,-0.026819-0.039089i,-0.067294+0.0024422i,-0.089983+0.11939i,-0.06342+0.19221i,-0.037725+0.14406i,-0.042559+0.087187i,-0.020167+0.077709i,0.02182+0.056183i,0.027008+0.023878i,0.012868+0.0089803i,0.008617+0.0018043i,0.01147-0.00070746i,0.015302-0.0019854i,0.013655-0.0054637i,0.006173-0.0062127i,0.00092001-0.0035236i,-0.0015471+0.0020043i,-0.0028842+0.0060618i,-0.0039681+0.0062635i,-0.0031124+0.004192i,-0.00061405+0.0023369i,0.0010506+0.0031059i
0.012645+0.021959i,0.040285+0.055839i,0.10187+0.043701i,0.15454-0.068769i,0.13063-0.17174i,0.066546-0.14974i,0.042495-0.092602i,0.020154-0.084317i,-0.024195-0.070535i,-0.03326-0.037622i,-0.016836-0.022305i,-0.012576-0.015626i,-0.013569-0.00859i,-0.012384-0.0059835i,-0.0105-0.0036811i,-0.0076455-0.00056922i,-0.0028001+0.00094965i,0.0032363-0.0013677i,0.0055153-0.0040747i,0.0030053-0.0022294i,-0.00046639+0.00108i,-0.0025841+0.00083646i,-0.0024037-0.001732i
-0.0095339-0.026017i,-0.045587-0.079065i,-0.13911-0.11915i,-0.25368-0.061831i,-0.27091+0.04766i,-0.17292+0.077682i,-0.095163+0.049447i,-0.066212+0.055287i,-0.028778+0.068318i,-0.0020829+0.049182i,0.0010955+0.026898i,0.0016971+0.014952i,0.0035253+0.0097466i,0.005658+0.0092487i,0.0073859+0.0064339i,0.0058489+0.0029029i,0.0030167+0.00093983i,-0.0019851+0.000425i,-0.006188+0.0018873i,-0.0050097+0.0028471i,-0.00057221+0.0016638i,0.0029841+0.00087275i,0.0040015+0.0013477i
0.0071188+0.018576i,0.031701+0.080538i,0.11086+0.1667i,0.22594+0.18892i,0.25771+0.1212i,0.17551+0.058547i,0.10778+0.035992i,0.089876-0.00055327i,0.057977-0.039706i,0.019015-0.038807i,0.0020056-0.021781i,-0.0031375-0.011483i,-0.0052613-0.0078011i,-0.0062042-0.0076886i,-0.0073738-0.0049301i,-0.0070142-0.0002011i,-0.0044622+0.0022588i,0.00066953+0.0027836i,0.0052628+0.0021466i,0.0065391+0.00027655i,0.0033736-0.0010697i,0.00020997-0.00051575i,-0.00060103-0.00066994i
0.0077829-0.019297i,0.0012294-0.082463i,-0.053601-0.18968i,-0.15804-0.2528i,-0.20374-0.19839i,-0.13842-0.10182i,-0.070374-0.05136i,-0.053984-0.01364i,-0.033212+0.025297i,-0.0035591+0.029269i,0.0048936+0.018281i,0.0043861+0.014917i,0.0031546+0.012321i,3.7827e-05+0.010408i,-3.2327e-05+0.0097076i,0.0031718+0.0070682i,0.0064562+0.0012629i,0.004316-0.0041178i,-0.0015025-0.0053578i,-0.0034704-0.0041854i,-0.001633-0.0032987i,0.00032991-0.0025113i,-3.7966e-05-0.0013102i
-0.010747+0.018117i,-0.026892+0.074079i,-0.01794+0.19102i,0.056375+0.30052i,0.13045+0.28485i,0.11658+0.17496i,0.073279+0.1023i,0.067711+0.062917i,0.05988+0.015572i,0.030599-0.005891i,0.011139-0.002944i,0.0048796-0.0023153i,0.0035598-0.0046057i,0.0045159-0.0080643i,0.0040706-0.011014i,0.00066786-0.010999i,-0.0033742-0.0068948i,-0.0020009+0.00062022i,0.0028193+0.0040404i,0.0038942+0.00077043i,0.0019116-0.0035672i,0.00098654-0.0052489i,0.0014308-0.0037712i
0.015239-0.014688i,0.064792-0.058415i,0.11984-0.17023i,0.11248-0.30348i,0.045401-0.32242i,0.0032108-0.22515i,-0.0063899-0.14724i,-0.032875-0.10855i,-0.054167-0.058296i,-0.03848-0.017217i,-0.014045-0.0045181i,-0.0017592-0.0014881i,0.00072673+0.0018422i,-0.0010476+0.0035536i,-0.0015015+0.0035528i,-0.00084698+0.0039276i,0.00056243+0.0038536i,0.0016087+0.00036014i,-0.00084672-0.0032568i,-0.0039239-0.0020177i,-0.0050903+0.00079692i,-0.0053249+0.00077709i,-0.0049547-0.00050956i
