-0.0029923+0.00069891i,-0.0036397+0.00059708i,-0.0033936+0.0024311i,-0.00082384+0.0029646i,0.0010123+0.001569i,0.0010203+0.0013602i,-8.1233e-05+0.0029586i,-2.2577e-05+0.0035816i,0.0007406+0.0023995i,0.0009828+0.0012434i,0.00056117+0.00026152i,0.00054011-0.00091957i,0.00052373-0.0015057i,6.2299e-05-0.0013204i,-5.3802e-05-0.00019755i,9.021e-05+0.00069393i,0.00033939+0.00102i,-0.00022514+2.9134e-05i,-0.00036097-0.00052551i,0.00015527+0.00031698i,0.00012054-0.00056232i,0.00028708-0.00073206i,0.00026058+1.117e-06i
-0.064878-0.17375i,-0.20032-0.29877i,-0.34535-0.29533i,-0.31706-0.15579i,-0.13059-0.055007i,-0.029775-0.056433i,-0.056916-0.034102i,-0.038405+0.0040932i,0.0039923-0.016465i,-0.0055081-0.021358i,-0.0060649+0.0076298i,0.013448+0.0088306i,0.021532-0.0037482i,0.018683-0.0082521i,0.0069447-0.010175i,-0.0022217-0.0084207i,-0.0066552-0.005442i,-0.012377+0.0024321i,-0.010831+0.012339i,0.00016596+0.012086i,0.0074995+0.002788i,0.0046349-0.0060969i,-0.0026622-0.0088499i
0.080766+0.10104i,0.24152+0.21029i,0.42135+0.22312i,0.45277+0.093692i,0.31654-0.044491i,0.17531-0.091595i,0.11498-0.092303i,0.081063-0.07097i,0.05899-0.037681i,0.040206-0.021964i,0.014668-0.0060058i,0.0025345+0.01593i,-0.00022389+0.019379i,-0.00076907+0.0093283i,0.0029859-0.0017101i,0.0025013-0.0045572i,0.0042411-0.00029516i,0.011148-0.0053366i,0.0080808-0.01217i,-0.0034267-0.0061949i,-0.0062645+0.0035264i,-0.0013712+0.005569i,0.00048702+0.0061435i
-0.029523-0.12705i,-0.2136-0.22316i,-0.45862-0.2096i,-0.51933-0.069126i,-0.36429+0.066128i,-0.19635+0.11919i,-0.10313+0.11169i,-0.065257+0.046971i,-0.074625-0.011498i,-0.068231-0.013893i,-0.029839-0.011326i,-0.0064738-0.024476i,-0.0012798-0.029092i,-0.0018695-0.020781i,-0.0031464-0.011075i,-0.003654-0.0081934i,-0.0063104-0.0089796i,-0.0092074-0.0069542i,-0.011025-0.0074922i,-0.012128-0.0081544i,-0.010241-0.0018725i,-0.0034882+0.0050414i,0.002076+0.0039707i
0.053704+0.20323i,0.21339+0.24364i,0.3708+0.09255i,0.31161-0.098362i,0.10881-0.11933i,0.016214-0.055465i,0.0024905-0.036943i,-0.024824+0.0023573i,-0.01602+0.055672i,0.0099957+0.044385i,0.0068393+0.014095i,-0.0042607+0.01085i,-0.010073+0.016271i,-0.0089495+0.021188i,-0.0011058+0.026301i,0.005689+0.025022i,0.0089215+0.017562i,0.0085099+0.0087204i,0.007039+0.005397i,0.0059628+0.0052548i,0.0030282+0.0024092i,-0.0011573+0.0015149i,-0.0028461+0.0023756i
-0.17772-0.17964i,-0.31966-0.20224i,-0.42991-0.038179i,-0.38586+0.15352i,-0.2159+0.14617i,-0.11872+0.040008i,-0.11091+0.0046408i,-0.090247+0.011406i,-0.050188+0.017278i,-0.015571+0.024074i,-0.0002655+0.012373i,0.0032265-0.008248i,0.012762-0.018933i,0.018935-0.024886i,0.015237-0.024136i,0.0067667-0.01843i,-0.0064511-0.012262i,-0.019275+0.00025371i,-0.019028+0.011844i,-0.010482+0.0082464i,-0.0058796-0.0038119i,-0.0085028-0.010079i,-0.012113-0.010634i
0.1645+0.092134i,0.31983+0.13176i,0.45941+0.033964i,0.43961-0.13007i,0.25603-0.15636i,0.11961-0.092327i,0.083054-0.071968i,0.072111-0.063754i,0.079956-0.045932i,0.071367-0.046562i,0.034723-0.028518i,0.013814+0.010702i,0.014401+0.029907i,0.021535+0.024476i,0.024792+0.0066028i,0.023291-0.0067588i,0.025465-0.012474i,0.030112-0.017034i,0.025785-0.020945i,0.014951-0.01879i,0.0097031-0.010532i,0.0084911-0.0053803i,0.007068-0.0040287i
-0.070593-0.10772i,-0.19756-0.13375i,-0.26817+0.013365i,-0.14749+0.20572i,0.013163+0.23643i,0.020555+0.19577i,-0.0048461+0.18229i,0.011418+0.10297i,-0.018686+0.0018124i,-0.04684-0.014221i,-0.026614-0.0019737i,-0.011367-0.01144i,-0.012946-0.015409i,-0.017575-0.0054939i,-0.023073+0.0074438i,-0.022896+0.011726i,-0.015694+0.013863i,-0.005761+0.018729i,0.0036258+0.016339i,0.0079831+0.0060429i,0.0083496-0.004025i,0.0054323-0.0086492i,-0.00033743-0.0072271i
0.11861+0.25161i,0.32536+0.24608i,0.42683-0.014004i,0.31748-0.28476i,0.16719-0.31084i,0.089622-0.18874i,0.039175-0.076378i,0.02395+0.0070367i,0.023568+0.030955i,-0.01013+0.019345i,-0.024536+0.025589i,-0.0028607+0.026486i,0.0057535+0.0087435i,-0.0029623-0.0049218i,-0.010301-0.0084082i,-0.012126-0.0058338i,-0.011158-0.007774i,-0.01304-0.015642i,-0.01203-0.01315i,-0.0053206+4.8923e-05i,-0.00065253+0.012371i,0.00064025+0.021472i,0.0040334+0.026305i
-0.34329-0.18269i,-0.54333-0.071972i,-0.48219+0.22253i,-0.20962+0.34917i,-0.033131+0.16644i,-0.032814-0.0039732i,-0.056717+0.0046452i,-0.047105+0.053729i,-0.01473+0.076499i,0.024904+0.071698i,0.030208+0.038547i,0.0080101+0.0059773i,-0.01087-0.012837i,-0.018507-0.019885i,-0.0087016-0.016002i,0.0062217-0.0082635i,0.0098582-0.00028204i,0.0072486+0.008265i,0.0018039+0.010216i,-0.0053562+0.0090701i,-0.0064885+0.013025i,0.00042787+0.015043i,0.0060391+0.0085293i
0.32922+0.010426i,0.38995-0.079637i,0.18358-0.20806i,-0.10622-0.21261i,-0.20547-0.081919i,-0.13961-0.036913i,-0.080874-0.072126i,-0.032797-0.056741i,0.024533-0.031515i,0.038335-0.022525i,0.030237+0.0062173i,0.035395+0.037086i,0.042091+0.045103i,0.042685+0.030711i,0.028547+0.010089i,0.011456-0.00011818i,0.0080549-0.0072986i,0.0084205-0.019037i,0.0062961-0.021914i,0.0066002-0.015872i,0.0079018-0.011411i,0.0042796-0.01044i,-0.0011072-0.009618i
-0.18539+0.041286i,-0.23021+0.072654i,-0.13125+0.19528i,0.037193+0.34867i,0.10139+0.34299i,0.037158+0.23474i,-0.029328+0.12844i,-0.067762+0.037891i,-0.084922-0.0024406i,-0.068889-0.012529i,-0.054814-0.027227i,-0.048491-0.038966i,-0.031422-0.038236i,-0.0094337-0.021732i,0.0074127-0.0044691i,0.0088682+0.00281i,0.0028755+0.012293i,-0.00079347+0.026444i,-0.00047748+0.033842i,0.00086435+0.026654i,-0.0033455+0.0090279i,-0.011095-0.0053815i,-0.014749-0.0077608i
0.18452+0.092587i,0.31873+0.063514i,0.26792-0.1104i,0.07282-0.21665i,0.025496-0.10239i,0.11387-0.017414i,0.09555-0.04836i,0.012204-0.057025i,-0.025057-0.047313i,-0.044554-0.044211i,-0.037772-0.03216i,-0.0031608-0.026985i,0.016379-0.032676i,0.013512-0.034406i,0.010162-0.02534i,0.015009-0.016918i,0.010163-0.017179i,-0.0041169-0.014619i,-0.01305-0.0051985i,-0.014636+0.0024319i,-0.010203+0.0069847i,-0.0016589+0.0093547i,0.0043511+0.0094982i
-0.39303-0.087533i,-0.55293+0.032024i,-0.33687+0.22496i,0.085742+0.2104i,0.24855+0.010024i,0.17139-0.064557i,0.10787-0.026132i,0.077335+0.0012354i,0.066624+0.016756i,0.074766+0.011742i,0.054024-0.0018153i,0.011204+0.0012686i,-0.019102+0.015001i,-0.02659+0.028538i,-0.011053+0.032362i,0.0089612+0.025312i,0.024353+0.020657i,0.038204+0.016405i,0.037621+0.0020411i,0.021175-0.010196i,0.0075087-0.010468i,0.0026298-0.0062557i,8.2705e-05-0.00086818i
0.42324-0.13604i,0.46594-0.33604i,0.10741-0.43205i,-0.29528-0.29308i,-0.36184-0.089298i,-0.27261+0.026937i,-0.16998+0.10065i,-0.045948+0.098075i,0.00086507+0.061424i,0.00045825+0.078921i,0.023595+0.095179i,0.040064+0.087894i,0.050214+0.07437i,0.05043+0.041943i,0.018914+0.014275i,-0.020321+0.0099653i,-0.039615+0.0081255i,-0.042479-0.0047975i,-0.033372-0.015294i,-0.015632-0.015596i,-0.0017121-0.013526i,0.0001353-0.010737i,-0.0033509-0.010279i
-0.2272+0.31423i,-0.11253+0.44824i,0.22045+0.32223i,0.35666+0.03981i,0.12911-0.090307i,-0.068947-0.026117i,-0.082655+0.021234i,-0.070335+0.0094255i,-0.066274-0.006351i,-0.062122-0.026464i,-0.063264-0.029643i,-0.053235-0.024483i,-0.042928-0.017201i,-0.026995+0.0015684i,-0.0040632+0.0013695i,0.0052472-0.021294i,0.00044918-0.037235i,-0.0063489-0.028951i,-0.010161-0.0055071i,-0.011607+0.011604i,-0.0087052+0.01555i,0.0015715+0.010186i,0.013154+0.0034239i
0.010949-0.17001i,-0.0082173-0.1703i,-0.11137-0.04123i,-0.19609+0.088552i,-0.15857+0.095137i,-0.10522+0.028644i,-0.11706+0.0024716i,-0.12275+0.026678i,-0.087022+0.033075i,-0.053901+0.012242i,-0.028664-0.0036667i,0.0061712-0.019437i,0.01812-0.045433i,-0.0045815-0.050151i,-0.014177-0.019717i,0.0037744+0.010717i,0.017004+0.020483i,0.012364+0.019522i,0.0066195+0.015032i,0.0098207+0.0097136i,0.013736+0.0085698i,0.010853+0.014171i,-0.00020992+0.018838i
-0.14763-0.035394i,-0.24082-0.03625i,-0.14978-0.084778i,0.057911-0.15599i,0.14669-0.15062i,0.13126-0.084929i,0.13187-0.045039i,0.1482-0.031551i,0.14602-0.019952i,0.097435-0.015449i,0.025788-0.0005548i,-0.014161+0.018505i,-0.017616+0.020007i,-0.0066967+0.010769i,-0.0041738+0.00077469i,-0.01161-0.00083243i,-0.0042665+0.0080984i,0.020709+0.0077159i,0.033027-0.0097869i,0.021882-0.021345i,0.0085839-0.016347i,0.00091472-0.0074923i,-0.0024919-0.0027958i
0.31001-0.096041i,0.32968-0.19333i,0.10665-0.075717i,-0.025628+0.19106i,0.083571+0.22051i,0.076404+0.034878i,-0.05242-0.0048538i,-0.029026+0.057793i,0.050957+0.026311i,0.045466-0.026643i,0.0163-0.027304i,0.013473-0.014383i,0.027513-0.01896i,0.031115-0.036552i,0.015087-0.041104i,-0.001838-0.022676i,-0.01022-0.0061921i,-0.014427-0.0017701i,-0.012312+0.0021254i,-0.0045349+0.0036501i,-0.003048-0.00051917i,-0.0089831-0.005281i,-0.0087749-0.0079132i
-0.17775+0.37748i,-0.035882+0.57256i,0.2655+0.43958i,0.40162+0.077655i,0.29744-0.10098i,0.17451-0.035741i,0.094312+0.017929i,0.021795-0.023846i,-0.041331-0.077897i,-0.063765-0.069i,-0.020848-0.02739i,0.020456-0.015141i,0.011071-0.0059618i,-0.0048796+0.019254i,0.0026807+0.021985i,0.017966-0.013452i,0.015398-0.048371i,-0.0015588-0.045267i,-0.011671-0.018808i,-0.012415+0.0017056i,-0.0054845+0.0084903i,0.0018754+0.0069431i,0.0052157+0.0090587i
-0.11581-0.15489i,-0.20063-0.054515i,-0.098855+0.27017i,0.17368+0.4063i,0.2572+0.17822i,0.092381-0.0079199i,-0.056761-0.01483i,-0.13926+0.019928i,-0.13765+0.083066i,-0.045442+0.090465i,0.0037679+0.025295i,0.0014236-0.00076841i,0.015956-0.0010104i,0.030753-0.017304i,0.038067-0.028202i,0.048471-0.025981i,0.051499-0.014282i,0.039496+0.0022817i,0.022537+0.0067897i,0.0091901+0.00021721i,0.0021749+0.0018654i,0.0025725+0.011095i,0.00032636+0.017888i
0.092354-0.028102i,0.17622-0.23642i,0.082437-0.52852i,-0.17502-0.56579i,-0.35584-0.26512i,-0.33973+0.042437i,-0.2311+0.18102i,-0.13269+0.19482i,-0.053783+0.16147i,0.0026329+0.13355i,0.023635+0.10597i,0.016511+0.083488i,0.017852+0.070226i,0.031587+0.043907i,0.019764+0.01667i,-0.016204+0.016334i,-0.036961+0.028081i,-0.03326+0.020238i,-0.02467+0.0038011i,-0.016611-0.00040206i,-0.0072682-0.00063042i,-0.003317-0.0017671i,-0.0051025-0.0037711i
-0.044575+0.17093i,0.020913+0.26951i,0.086545+0.3028i,0.098364+0.34154i,0.13005+0.39238i,0.21561+0.28045i,0.23355+0.029136i,0.17793-0.10588i,0.11957-0.10254i,0.048352-0.079592i,-0.0056478-0.048067i,0.0003053-0.044352i,0.0090838-0.074448i,-0.010678-0.06341i,-0.02598-0.021532i,-0.032108+0.00094273i,-0.03151+0.0021547i,-0.018365-0.00049609i,-0.0031511+0.0065675i,0.0055084+0.02096i,0.0040757+0.029009i,-0.0027009+0.020399i,-0.0040582+0.0026355i
-0.33244-0.027412i,-0.52835+0.030743i,-0.63085+0.1485i,-0.54831+0.25978i,-0.37881+0.2988i,-0.38949+0.34191i,-0.45475+0.45557i,-0.29385+0.44792i,-0.079338+0.23574i,-0.035631+0.093654i,-0.031114+0.12054i,0.023726+0.14288i,0.052487+0.11287i,0.057177+0.093816i,0.081491+0.086705i,0.11061+0.063956i,0.10106+0.02975i,0.056859+0.010837i,0.028867+0.0010005i,0.029674-0.017578i,0.037777-0.031059i,0.03884-0.024271i,0.026163-0.00046995i
0.32646-0.29035i,0.29809-0.26011i,0.33208+0.018663i,0.50128+0.20376i,0.54193+0.061803i,0.35388-0.19585i,0.14478-0.34164i,0.063069-0.35695i,0.032602-0.29386i,-0.032705-0.18512i,-0.071415-0.061245i,-0.049195+0.0051416i,-0.019935+0.0075798i,0.0068367-0.0047741i,0.027877-0.039769i,0.02863-0.086873i,0.019513-0.096534i,0.009479-0.064624i,0.0011664-0.037813i,-0.015597-0.031824i,-0.031268-0.016901i,-0.023083-0.0037959i,-0.011062-0.013193i
-1.1339+8.5717i,0.33776+8.77i,4.3661+7.4105i,6.3219+2.9388i,5.0684-1.2906i,1.8069-2.8617i,-0.40015-1.5547i,-0.40351-0.049977i,0.51888+0.40234i,1.242-0.014089i,1.0244-0.69968i,0.28057-0.93852i,-0.34946-0.91932i,-0.94301-0.9311i,-1.1101-0.68279i,-0.43889-0.05883i,0.35238+0.29208i,0.43216+0.22184i,0.12694+0.21599i,0.0031517+0.21559i,-0.11506+0.091752i,-0.27318+0.10942i,-0.18582+0.18784i
0.1973+0.024336i,0.37076+0.072501i,0.54922-0.12276i,0.43061-0.40543i,0.067747-0.31368i,-0.054459+0.0082037i,0.080602+0.096305i,0.1369+0.023076i,0.10753+0.0024389i,0.061066+0.010071i,-0.0059056+0.044665i,-0.025364+0.090823i,-0.010861+0.081878i,-0.01962+0.038832i,-0.042558+0.0022483i,-0.060562-0.02117i,-0.057429-0.032214i,-0.02804-0.041746i,-0.0035386-0.049349i,0.0010519-0.046749i,0.00043252-0.042436i,0.0032824-0.045765i,0.0041222-0.048668i
-0.4056-0.48843i,-0.81811-0.54934i,-0.99845-0.34636i,-0.8042-0.08222i,-0.43994+0.024434i,-0.11709+0.01565i,0.085073-0.088497i,0.098972-0.25283i,-0.027437-0.29622i,-0.092981-0.18669i,-0.056781-0.077219i,-0.030856-0.026122i,-0.038783+0.0078362i,-0.038348+0.030249i,-0.027147+0.025289i,-0.020117+0.010628i,-0.017908+0.010293i,-0.015877+0.020236i,-0.0059882+0.017765i,0.0041749-0.0049737i,0.0090213-0.024233i,0.020003-0.022934i,0.029313-0.014895i
0.62902-0.11977i,0.87202-0.3676i,0.6272-0.55164i,0.09204-0.39592i,-0.20609-0.043784i,-0.20692+0.16047i,-0.13032+0.23828i,-0.06256+0.27799i,-0.035245+0.23803i,-0.022553+0.1742i,0.011043+0.1002i,0.011792+0.022619i,-0.011208+0.0014255i,-0.008114+0.011707i,0.0040314+0.02173i,0.0066566+0.035382i,-0.001969+0.039463i,-0.01653+0.027541i,-0.020186+0.011072i,-0.013217+0.00069918i,-0.010054+0.0024282i,-0.0062518+0.01365i,0.00021032+0.02093i
-0.26909+0.4843i,-0.2725+0.84545i,0.0026212+0.98949i,0.33468+0.77012i,0.47772+0.43152i,0.55274+0.22311i,0.60684+0.033346i,0.47021-0.15124i,0.22058-0.16941i,0.088877-0.092772i,0.044259-0.069667i,-0.0075424-0.06318i,-0.028465-0.022281i,-0.00091807+0.012333i,0.031971+0.0033955i,0.032422-0.024029i,0.017297-0.02683i,0.022535-0.011388i,0.028893-0.011278i,0.013765-0.022729i,-0.0027261-0.023184i,-0.0050434-0.015027i,-0.005479-0.0057678i
-0.021754-0.32322i,-0.12301-0.58193i,-0.23283-0.70646i,-0.24223-0.60292i,-0.12565-0.40111i,0.018976-0.31211i,0.047679-0.34686i,-0.029842-0.34585i,-0.062079-0.23377i,-0.011595-0.10547i,0.03113-0.038793i,0.02168-0.0053536i,-0.0038634+0.018641i,-0.018956+0.018561i,-0.032549+0.013158i,-0.0346+0.024561i,-0.025521+0.02265i,-0.031012+0.00058848i,-0.037746-0.0034296i,-0.021167+0.0063732i,0.0039931+0.0037762i,0.018654-0.0084116i,0.016049-0.01925i
0.1895-0.095139i,0.27031-0.15569i,0.25855-0.18481i,0.14817-0.17303i,0.024723-0.14691i,-0.06013-0.1014i,-0.1186+0.021258i,-0.13102+0.16259i,-0.091174+0.18567i,-0.052749+0.10956i,-0.033573+0.041022i,-0.030069+0.0095285i,-0.040295+0.0087479i,-0.040196+0.021217i,-0.021286+0.029904i,-0.0030887+0.038246i,0.0065866+0.042668i,0.017338+0.035292i,0.025236+0.018854i,0.021508+0.0014083i,0.0072076-0.0095088i,-0.005507-0.010202i,-0.0041225-0.0031811i
0.028886+0.24828i,-0.017563+0.32373i,-0.19927+0.25933i,-0.33032+0.16084i,-0.22773+0.12193i,-0.034218+0.096314i,0.082999+0.084552i,0.12273+0.086366i,0.10977+0.072755i,0.091036+0.05618i,0.085605+0.03973i,0.071354+0.030706i,0.051068+0.028734i,0.027359+0.020138i,0.0062985+0.0098364i,-0.0072387-0.0037068i,-0.020416-0.013784i,-0.025856-0.006853i,-0.023205+0.0072221i,-0.022573+0.013273i,-0.029459+0.0085001i,-0.044119+0.00041613i,-0.052013-0.0041067i
-0.24824-0.061415i,-0.25344-0.0020842i,-0.036395+0.073589i,0.10335+0.040622i,-0.027924-0.027063i,-0.12806-0.025624i,-0.051125-0.071081i,-0.0031147-0.14886i,-0.017403-0.13001i,-0.016147-0.075245i,-0.020418-0.065571i,-0.034502-0.064605i,-0.031411-0.043898i,-0.014264-0.021093i,-0.0028168-0.010907i,-0.00049513-0.01327i,0.0035989-0.018684i,0.0081729-0.019126i,0.0054731-0.017905i,-0.0038592-0.013518i,-0.0022315-0.0020684i,0.020257+0.0011678i,0.035826-0.012624i
0.17521-0.20296i,0.091524-0.34141i,-0.14129-0.28538i,-0.23956-0.016236i,-0.094593+0.17933i,0.037103+0.15649i,0.020325+0.10023i,-0.0090172+0.11616i,0.026169+0.11545i,0.046462+0.058445i,0.011815+0.027246i,-0.0044246+0.040135i,0.019315+0.03028i,0.02648-0.0036397i,0.011248-0.019172i,0.00071449-0.013089i,0.0052383-0.0022295i,0.013671+0.0019587i,0.012259+0.0031661i,0.0090963+0.0089969i,0.0055754+0.011504i,-0.0022358+0.014394i,-0.0023768+0.025251i
0.12+0.14368i,0.28669+0.14854i,0.3928+0.0015428i,0.34863-0.1614i,0.28381-0.19429i,0.25656-0.19724i,0.19869-0.21631i,0.13705-0.20693i,0.074354-0.18676i,0.0046821-0.12355i,-0.00046955-0.045596i,0.012131-0.037417i,-0.031043-0.051985i,-0.069318-0.034249i,-0.061646-0.011799i,-0.039356-0.0024211i,-0.030222-0.0037736i,-0.034067-0.0075315i,-0.031237-0.0050331i,-0.018541-0.0043585i,-0.011856-0.0080695i,-0.013719-0.011447i,-0.014091-0.014607i
-0.20543+0.23119i,-0.32675+0.47088i,-0.31139+0.59416i,-0.21704+0.4325i,-0.22531+0.12477i,-0.2903-0.029093i,-0.2614-0.02951i,-0.22198-0.050465i,-0.24071-0.045322i,-0.1792+0.0074587i,-0.067641-0.0048077i,-0.039627-0.025444i,-0.040239+0.021246i,-0.016+0.0559i,-0.0034749+0.050772i,0.0010173+0.0433i,0.01134+0.036901i,0.024408+0.029596i,0.03568+0.015138i,0.030174-0.0043231i,0.018045-0.011307i,0.01717-0.0092657i,0.017113-0.011339i
-0.038946-0.56265i,-0.16025-0.89107i,-0.24053-0.8469i,-0.18578-0.46092i,-0.070225-0.071284i,0.026254+0.15541i,0.10598+0.23776i,0.16176+0.2752i,0.22066+0.27249i,0.22125+0.15588i,0.10896+0.047939i,0.032421+0.036094i,0.039562+0.021004i,0.029992-0.0020986i,0.0090691+0.0056602i,0.0060962+0.012859i,0.00082356+0.0080952i,-0.013157-0.00024284i,-0.024156-0.0036801i,-0.01835+0.002184i,-0.0032503+0.0066683i,0.0044756+0.011381i,0.0062224+0.023583i
0.47812+0.51509i,0.89276+0.72441i,1.0333+0.57296i,0.78298+0.21976i,0.48848+0.0076825i,0.35384-0.081395i,0.24284-0.14345i,0.13016-0.1671i,0.037727-0.1851i,-0.056945-0.1406i,-0.064369-0.036813i,-0.0080882-0.0094119i,0.0057285-0.039037i,0.015473-0.046066i,0.034653-0.050872i,0.019628-0.0602i,-0.004149-0.057031i,-0.008952-0.046043i,-0.0085281-0.029029i,-0.0096464-0.013281i,-0.010585-0.012421i,-0.015828-0.022087i,-0.02124-0.02781i
-0.587-0.17473i,-1.0081-0.2632i,-1.1494-0.31829i,-0.95948-0.31713i,-0.68863-0.26193i,-0.46767-0.18196i,-0.28988-0.13021i,-0.20824-0.13444i,-0.20176-0.10803i,-0.12673-0.047568i,-0.014199-0.063548i,0.0051683-0.096875i,-0.018336-0.058057i,-0.019029-0.013093i,-0.016713+0.0012238i,-0.010471+0.016582i,0.0051874+0.038045i,0.019425+0.044333i,0.02412+0.027017i,0.018396+0.0080432i,0.011388+0.0034132i,0.014263+0.0040006i,0.023313-0.00024366i
0.24954-0.20399i,0.30479-0.23125i,0.25716+0.012158i,0.20367+0.3306i,0.16629+0.41856i,0.12355+0.31991i,0.11291+0.20455i,0.11126+0.17809i,0.12273+0.22481i,0.11978+0.19194i,0.021321+0.12302i,-0.056329+0.13183i,-0.031878+0.12035i,-0.012689+0.054477i,-0.023003+0.0176i,-0.017752+0.011801i,-0.0088026-0.0015719i,-0.012542-0.012834i,-0.015795-0.0069706i,-0.011552-0.0012373i,-0.010952+0.0024827i,-0.013119+0.010198i,-0.013716+0.010669i
0.27903+0.28844i,0.57323+0.38818i,0.6882+0.24353i,0.52626-0.00037272i,0.36249-0.094726i,0.2927-0.099781i,0.19323-0.1123i,0.12746-0.14278i,0.097044-0.21563i,0.01761-0.20027i,0.0063271-0.082099i,0.054426-0.043461i,0.029107-0.054952i,-0.0082529-0.016574i,-0.0023708+0.016924i,0.0033786+0.012742i,0.00039883+0.0072891i,0.00037808+0.0073156i,0.001997+0.0028521i,0.0015837-0.0037206i,7.0679e-05-0.01228i,-0.0021232-0.016754i,-0.0078578-0.011619i
-0.4647-0.081034i,-0.74589-0.19733i,-0.73444-0.35485i,-0.49943-0.41183i,-0.35953-0.31448i,-0.30256-0.13813i,-0.22458-0.0046972i,-0.20365+0.019687i,-0.21678+0.022508i,-0.13112+0.037154i,-0.013657-0.0013848i,0.0065069-0.040744i,-0.01126-0.023061i,-0.010298-0.012293i,-0.01667-0.022378i,-0.02279-0.017896i,-0.014527-0.0070944i,0.00026667-0.0028302i,0.0052494-0.00386i,-0.0014178+0.00096061i,-0.0035921+0.0094749i,0.0037906+0.0086159i,0.013033+0.0072819i
0.21354-0.26762i,0.15761-0.24049i,-0.067407+0.12273i,-0.15388+0.45961i,-0.011506+0.41858i,0.09258+0.19781i,0.11+0.093302i,0.12223+0.14289i,0.13779+0.21817i,0.1238+0.17271i,0.036241+0.070097i,-0.033664+0.048051i,-0.013478+0.051057i,0.017827+0.027734i,0.024533+0.012287i,0.021107+0.0040241i,0.010086-0.0066522i,-0.0055242-0.01103i,-0.016932-0.0016984i,-0.010861+0.011027i,0.0018128+0.012676i,0.0040146+0.0081033i,0.0035462+0.0029014i
0.19867+0.42198i,0.54939+0.48355i,0.82829+0.12062i,0.69257-0.32091i,0.33887-0.40586i,0.14905-0.29385i,0.066609-0.24139i,0.031943-0.23086i,0.045958-0.23623i,0.023624-0.1905i,0.0132-0.078577i,0.038237-0.018274i,0.029091-0.010359i,0.011538+0.0062055i,0.0081339+0.011812i,-0.00050288+0.0040709i,-0.0082508+0.010124i,0.0008412+0.019669i,0.016647+0.013545i,0.01652-0.002203i,0.0037591-0.013182i,-0.0095438-0.013148i,-0.016986-0.0084035i
-0.36045-0.30656i,-0.7003-0.38975i,-0.83957-0.22382i,-0.65179+0.016117i,-0.43031+0.10349i,-0.29548+0.13044i,-0.12306+0.13822i,-0.041527+0.054133i,-0.089839-0.0024295i,-0.077464+0.0017175i,-0.012331-0.024587i,0.017269-0.054603i,0.021075-0.066107i,-0.0013827-0.070795i,-0.025802-0.048564i,-0.021695-0.018589i,-0.0082715-0.012632i,-0.0038229-0.018089i,0.00044172-0.01823i,0.0052409-0.014635i,0.0076568-0.0060203i,0.01777+0.001377i,0.024514-0.0012568i
0.17204+0.05145i,0.22491+0.062884i,0.103+0.052415i,-0.067277+0.085976i,-0.047132+0.16199i,0.063985+0.14028i,0.077994+0.058159i,0.062841+0.057924i,0.062326+0.084185i,0.013857+0.073955i,-0.051699+0.055741i,-0.093511+0.042234i,-0.10495+0.054047i,-0.065449+0.07748i,-0.0097508+0.0705i,0.014937+0.044363i,0.01568+0.024721i,0.0042991+0.014384i,-0.014496+0.010366i,-0.020789+0.0081587i,-0.013744+0.0018248i,-0.014101-0.0049848i,-0.017661-0.00238i
0.1876+0.085718i,0.42252+0.10034i,0.62079+0.065336i,0.61426-0.012842i,0.44075-0.10137i,0.24508-0.12772i,0.09547-0.091723i,0.024828-0.04584i,0.032254-0.020635i,0.066524-0.012285i,0.084763+0.0019011i,0.091263+0.013555i,0.084456-0.0029062i,0.049947-0.029348i,0.0092398-0.034266i,-0.013368-0.01972i,-0.018303-0.004707i,-0.0091485+0.00045414i,0.0068651+3.0184e-05i,0.010881-0.00014473i,0.0025715+0.0010628i,-0.0021732+0.0015544i,-0.0010545-0.00021102i
-0.42499-0.004078i,-0.76433+0.075329i,-0.85961+0.15742i,-0.65064+0.15249i,-0.41575+0.10208i,-0.26126+0.071313i,-0.14029+0.032004i,-0.1002-0.038017i,-0.11182-0.076858i,-0.091764-0.077378i,-0.057957-0.075574i,-0.043408-0.063548i,-0.032289-0.034319i,-0.012368-0.0085889i,0.0036916-0.00038436i,0.010448-0.0020535i,0.010307-0.0022197i,0.0039147+0.00092141i,-0.0040537+0.0028475i,-0.004799-0.00054095i,0.00030475-0.0048619i,0.0059822-0.0062013i,0.011764-0.0071361i
0.45348-0.15629i,0.73481-0.3903i,0.71079-0.54984i,0.43195-0.46006i,0.23219-0.25408i,0.14216-0.13731i,0.060452-0.063429i,0.03119+0.033445i,0.027899+0.081753i,0.0015656+0.083006i,-0.010758+0.074113i,-0.0064068+0.059885i,-0.001973+0.049061i,0.002098+0.03001i,-0.0015864+0.0080576i,-0.010687+0.0018503i,-0.010476+0.00045579i,-0.0041916-0.0062379i,-0.0044298-0.011237i,-0.010301-0.010015i,-0.01616-0.0023551i,-0.01716+0.0091689i,-0.013695+0.01573i
