-0.0012308+0.00073371i,-0.00015385+0.00095056i,-0.0011117+0.00063303i,-0.00044008-0.00032621i,-0.00073209-0.00072994i,-0.00047776+0.00034998i,0.00074623+0.00158i,0.00040706+0.0013549i,0.0012534+0.00080138i,0.0020409+0.00083261i,0.00069705+0.0001743i,0.00012437-0.00083953i,0.00055209-0.00055644i,-5.0876e-05+0.00023447i,-0.00057359+0.00042427i,-0.00027406+0.00057784i,7.3747e-05+0.0007268i,0.00028708+0.000394i,0.00015249+0.00022447i,0.00020304+0.00019131i,0.00077701-0.00060893i,0.00095507-0.00068592i,0.0005042+0.00026487i
-0.0022599+0.0035324i,-8.8052e-05+0.0057067i,0.0050892+0.0065273i,0.0086273+0.0051427i,0.007573+0.0062228i,0.0053461+0.0055467i,0.0045694+0.0021677i,0.006163+0.0012059i,0.0094441+0.00065706i,0.009995-0.0011203i,0.0059651-0.0023026i,0.0029208-0.0019159i,0.0027913-0.00098376i,0.0010254+0.00038625i,-0.00067508+0.0025946i,0.00065213+0.0029732i,0.0019082+0.001631i,0.0014333+0.00077568i,0.00049965-0.00019542i,-0.00027692-0.00034254i,-0.00030165+0.00042353i,0.00039591+0.00042495i,-0.00037062+0.00065575i
-0.0032742-0.0010984i,-0.0039613-0.0029352i,-0.001942-0.0053063i,0.001931-0.0069316i,0.0037983-0.0060849i,0.002555-0.0016483i,0.0015999+0.0035919i,0.0039994+0.006234i,0.0066987+0.0063429i,0.0059164+0.0044378i,0.0035452+0.0019728i,0.0014246+0.00046918i,0.00011347-0.0010052i,-0.00039133-0.0018551i,0.00024036-0.0023168i,0.0020732-0.0023058i,0.002412-0.0014226i,0.002369-0.00069017i,0.0029449-0.0002747i,0.0029163+0.00031052i,0.0023889+0.00072838i,0.00084702+0.0004015i,0.00020362-9.9706e-05i
0.0013931-0.0049859i,0.0020084-0.0089808i,0.002146-0.015068i,0.00076305-0.017568i,0.00044475-0.014489i,0.0010715-0.0078374i,0.0020728-0.0029885i,0.0018813-0.00046794i,-0.00035446+0.0015059i,-0.0009851+0.0028034i,-9.7332e-06+0.002882i,0.0010812+0.0019547i,0.0025566+0.0016698i,0.0036529+0.0028567i,0.0037766+0.0025577i,0.0025999+0.00041648i,0.0014727-0.00023844i,0.00082581+0.00012265i,4.0936e-05+0.00023173i,-0.00055059-0.00099019i,-0.00093515-0.0023172i,-0.0017666-0.001928i,-0.0020711-0.0016942i
0.0041862+0.0029946i,0.0019058+0.0040134i,-0.0017666+0.002103i,-0.0075043-0.0025214i,-0.010331-0.0056262i,-0.0078746-0.0034867i,-0.0047487-0.0026814i,-0.0053283-0.0053669i,-0.0073518-0.0053076i,-0.0076303-0.0024331i,-0.0052462-8.0343e-05i,-0.0024722+0.0019393i,-0.0019466+0.0032808i,-0.0024834+0.0030937i,-0.002979+0.0016568i,-0.0028242+0.00042867i,-0.0021825-0.00032646i,-0.0013364-0.0011927i,0.0002712-0.0011557i,0.0018002-0.0003399i,0.001955-0.0004922i,0.0012893-0.00073732i,0.0010512-0.00046642i
-0.0012052-0.00057512i,-0.0027497-3.5247e-05i,-0.0059572+0.0021189i,-0.0080387+0.0045231i,-0.0068565+0.0055621i,-0.0026898+0.0029394i,-0.00083355-0.0035762i,-0.0024425-0.0067976i,-0.0036119-0.0065618i,-0.0037489-0.0062612i,-0.0032589-0.0046851i,-0.0019067-0.0026107i,-0.0015945-0.0023464i,-0.002201-0.002815i,-0.0016895-0.0023411i,-0.0011852-0.001786i,-0.0010884-0.00079072i,-0.00082191+0.00086712i,-0.0011676+0.00099119i,-0.0020355-0.00026661i,-0.0026299-0.0017186i,-0.0018333-0.0021766i,-0.00066145-0.0018508i
0.0021288-0.001096i,0.0035706-0.00037581i,0.0052651+0.00034835i,0.004176+0.0023543i,0.0015672+0.0043766i,-0.0011735+0.003731i,-0.0021933+0.002597i,-0.00067512+0.0011278i,0.0025065-0.0015394i,0.0029977-0.003829i,0.0011401-0.0042619i,0.0010341-0.003218i,0.00127-0.00249i,0.00032793-0.0010835i,0.00047949+0.00068398i,0.00066613+0.0011696i,0.00025291+9.3225e-05i,-0.00051421-0.00082829i,-0.0013252-0.00092506i,-0.00071035-2.4157e-05i,-0.00052794+0.00031226i,-0.00062439-0.00027344i,-0.00015098+0.00019309i
-0.00024241-1.2864e-05i,0.003284+0.00070002i,0.0070871+0.0017702i,0.0088795+0.0022039i,0.0092729+0.0016184i,0.0061235+0.0016626i,0.0030906+0.0032549i,0.0051043+0.0044968i,0.0078207+0.0031238i,0.0075936-3.2704e-05i,0.0045966-0.0023999i,0.0013922-0.0028667i,-0.00022868-0.0030353i,-0.0011875-0.0029927i,-0.0017116-0.0019025i,-0.00074673-0.00062263i,0.00051376+0.00044518i,0.00028141+0.0014305i,-0.00029722+0.0014149i,-2.1483e-05-0.00024362i,0.0013144-3.3351e-05i,0.001919+0.0013194i,0.001346+0.00078067i
0.0024606-0.0006003i,0.0014922-0.002047i,0.0023261-0.0048562i,0.0032061-0.008716i,0.00081227-0.0097937i,0.00029802-0.0046219i,0.0027057+0.00065467i,0.004358+0.0013116i,0.0054534+0.0012896i,0.0056001+0.0014332i,0.0046444+0.00024931i,0.0033402-0.0011664i,0.0023018-0.0023163i,0.0020437-0.0029029i,0.0018511-0.0024573i,0.0016288-0.0019831i,0.0018296-0.0012722i,0.0015902-0.00048609i,0.00066301-0.00019922i,0.00063466+0.001028i,0.00061139+0.0020147i,-0.00070326+0.0013988i,-0.00095314-0.00018916i
0.0040789-0.0027569i,0.0021505-0.0069622i,0.0011078-0.013156i,-0.0016082-0.015213i,-0.0042801-0.011175i,-0.0020143-0.0060862i,0.0013204-0.0041386i,0.00084009-0.0023621i,-0.000823-0.00091053i,-0.00097791-0.00033042i,0.0002834+0.0012482i,0.0008653+0.0025802i,0.0015747+0.0022707i,0.0023503+0.0024111i,0.0013677+0.0027304i,0.00052925+0.0014785i,0.00053935+0.00072364i,-0.00033578+0.0003958i,-0.00049217-0.00071966i,-1.2851e-05-0.0014939i,3.7029e-05-0.001747i,-0.00029262-0.0022854i,-0.00044483-0.001898i
-0.0014921+0.0016694i,-0.0022217+0.0035667i,-0.0036461+0.0042683i,-0.0059329+0.002509i,-0.0066199+0.0011765i,-0.0042576-0.00084675i,-0.0027018-0.0045747i,-0.0032797-0.0070572i,-0.0041443-0.005716i,-0.0045799-0.0026313i,-0.0036979-0.00050571i,-0.0023044+0.0015104i,-0.00131+0.0027522i,-0.0012167+0.0022465i,-0.0017602+0.0011856i,-0.0018598+1.3823e-05i,-0.0013123-0.0013666i,-0.00013272-0.0021084i,0.00065236-0.002246i,0.00010219-0.0017156i,-0.00058421-0.0014087i,-0.00056474-0.0015788i,-0.00081593-0.00086373i
-0.0014292+0.0015142i,-0.002186+0.0025948i,-0.0039878+0.0049214i,-0.0049618+0.0061471i,-0.0045987+0.0044321i,-0.004042+0.0014744i,-0.0031259+4.6906e-05i,-0.0013235-0.0012731i,0.00033274-0.002458i,0.00023607-0.00242i,-0.00051622-0.0014994i,-0.00033189-0.00062202i,0.00093029-0.00088924i,0.0014085-0.001677i,0.00076144-0.0017646i,0.00047196-0.00093399i,-0.00054149-0.00039799i,-0.0025264-0.00073229i,-0.0024634-0.0012688i,-0.0020983-0.0014268i,-0.0019455-0.0013932i,-0.0010074-0.0016239i,-0.00011712-0.00097869i
0.0013267+0.00011813i,0.0030996-0.00032358i,0.0055553-0.0012706i,0.006665-0.0009867i,0.0042679+0.00036307i,0.00075983+0.0020767i,-0.0018086+0.003602i,-0.00084331+0.0031219i,0.0025919+0.00079675i,0.0027693-0.0018913i,0.00029498-0.0028222i,-0.0010649-0.001977i,-0.00062041-0.0010863i,-0.00040676-0.00027001i,-0.00068978+0.00025407i,-7.5774e-05+0.00013435i,0.00066658+0.00020263i,0.00084442+0.00073763i,0.00073423+0.0011386i,0.00019103+0.0010115i,-0.0003572+0.0008391i,0.00034856+0.00046162i,0.0017041-0.00023873i
7.3799e-05-0.0011433i,0.0011485-0.0013248i,0.0021698-0.0027541i,0.003129-0.0024028i,0.0023739+0.00020528i,0.002245+0.0028546i,0.0030568+0.0041976i,0.0034789+0.0046777i,0.0045248+0.0036836i,0.0047577+0.0011985i,0.0030609-0.001101i,0.00047875-0.002199i,-0.001481-0.0020356i,-0.0025005-0.0017175i,-0.0012285-0.0013815i,-1.1484e-05-0.0006965i,-0.00071977+0.00010677i,-0.00049707+0.00037064i,0.00053125+0.00067366i,0.0011012+0.0012188i,0.0017549+0.00093185i,0.0028945-4.8455e-05i,0.0024378-0.00039056i
0.0025091-0.0023363i,0.0017967-0.0038651i,0.0020531-0.0093732i,0.002173-0.01329i,0.0014015-0.011392i,0.00089994-0.0066323i,0.0015208-0.0031544i,0.0018203-0.0022128i,0.00099044-0.0021724i,0.00055782-0.0015539i,0.0016505-0.0018823i,0.0019238-0.0029476i,0.0013301-0.0030061i,0.0013507-0.0023503i,0.0015511-0.0011143i,0.00042896-0.0006295i,0.00023556-0.0007081i,0.0011844-0.00054912i,0.0012668-0.00062733i,0.00051165-7.5624e-06i,-0.00039169+0.00033122i,-0.00043481-0.00056371i,-8.6768e-05-0.0011754i
0.0026032-0.0013581i,0.0011797-0.0023699i,-0.0018016-0.0049855i,-0.0062944-0.0063141i,-0.0065898-0.0061135i,-0.0035159-0.00491i,-0.002324-0.003567i,-0.0030878-0.0045157i,-0.0030936-0.0054597i,-0.0021213-0.0042591i,-3.6546e-05-0.0015472i,0.002065+0.00053107i,0.0017578+0.0020173i,0.00087881+0.0026491i,0.00096491+0.0023836i,0.00054829+0.00086199i,-0.0002073+5.9982e-05i,-0.0010486-0.00022858i,-0.00085958-0.00088571i,-0.00020069-0.00048532i,0.00013545+0.00025052i,-0.00034437+0.00022741i,-0.00051202-0.00025983i
0.018122-0.0011092i,0.0223+0.00069705i,0.024936-0.0059895i,0.011723-0.0077042i,-0.0016423-0.0087003i,-0.0068484-0.0086504i,-0.0054479-0.0065016i,-0.002706-0.0076616i,-0.00013758-0.0093402i,0.00042092-0.0083484i,-0.0009085-0.0047597i,-0.00086173-0.0017804i,-0.00089368-0.0021883i,-0.0018905-0.0044105i,-0.0030197-0.0053431i,-0.003943-0.0040122i,-0.0028811-0.0020535i,-0.0014965-0.00059353i,-0.0017559-0.0003012i,-0.0019112-0.00073613i,-0.0015667-0.0012208i,-0.0015432-0.0019204i,-0.0015847-0.0020684i
-0.0039242-6.3847e-06i,-0.0045876-0.00025673i,-0.0048617+0.00096326i,-0.004256+0.0031204i,-0.0045046+0.0050145i,-0.0030091+0.0042961i,-0.0014267+0.001848i,-0.0010564+0.0014883i,-0.00021605+0.0016694i,0.00063048+0.00048684i,-0.00055378+0.00037231i,-0.00071643+0.00089228i,0.0011187+0.00035087i,0.00157-0.00054249i,0.0010683-0.00017761i,0.00090293+3.0845e-05i,0.00033933+0.00019223i,-0.00014191-0.0003726i,-0.00044004-0.00099426i,2.5847e-05-0.00085427i,0.0001667-0.00082032i,-0.00015324-0.00038999i,-0.00029728+0.00021192i
0.0012548-0.0013888i,0.0016635-0.0033699i,0.0044078-0.0040268i,0.0047425-0.0037887i,0.0036328-0.0018715i,0.0027112+0.00074937i,0.0018205+0.003531i,0.0027318+0.0058127i,0.0036854+0.0049283i,0.0023524+0.0027662i,0.00032857+0.00045828i,-0.00089411-0.0011331i,-0.00080267-0.001449i,0.00020551-0.001075i,0.00040759-0.00053054i,0.00010441-0.00052121i,-0.00019704-0.00020302i,-0.00016607+7.4028e-05i,0.0002544+0.0003374i,4.5881e-05+0.0011206i,-0.00016221+0.00055203i,4.2147e-05-0.0010206i,-6.8736e-05-0.00082929i
0.0013425+0.0011818i,0.003034+0.0012733i,0.0045224+2.1606e-05i,0.0047303-0.0023533i,0.0038952-0.0023347i,0.0020221+0.00011144i,0.0016917+0.0018663i,0.0023633+0.0030989i,0.0027618+0.0031234i,0.0029315+0.0021505i,0.0020116+0.00032499i,0.0010289-0.0011791i,0.00044973-0.0010549i,0.00031939-0.00047733i,0.00044642-0.00025613i,0.0010462+0.00030742i,0.0011291+0.0011296i,0.00057886+0.00061573i,0.00054728-3.9642e-05i,0.00086384+0.00019821i,0.00081633-0.00049955i,0.00087948-0.0016645i,0.00074613-0.001837i
-0.0018135-0.0022832i,-0.0034593-0.0038504i,-0.0048546-0.0061431i,-0.0040504-0.0079209i,-0.0014707-0.0065486i,0.001873-0.003179i,0.0031819-0.0024884i,0.0017851-0.0033966i,-0.001073-0.0030189i,-0.0025124-0.0023367i,-0.0014576-0.0016063i,-0.00011946-0.0010129i,0.001325+0.00011282i,0.0021098+0.001595i,0.0016371+0.001351i,0.0014492+0.0002591i,0.0014014-0.00050412i,0.0016788-0.00062167i,0.0018123-0.00061321i,0.00060648-0.0011986i,-0.0001788-0.0011082i,0.00018449-0.00092644i,0.00034347-0.0011601i
-0.00035959+0.00016271i,-0.0011636+4.9604e-05i,-0.0031115-0.0011091i,-0.0046059-0.0040361i,-0.0055839-0.0041344i,-0.004183-0.001863i,-0.0024031-0.0027082i,-0.0024746-0.0054449i,-0.0031674-0.0060164i,-0.0027561-0.0042591i,-0.00070467-0.0019938i,0.0011923-0.00018137i,0.0016424+0.0021211i,0.00033924+0.0038284i,-0.00093277+0.0033787i,-0.00084517+0.0011043i,-0.00064596-0.0005735i,-0.0004035-0.001229i,-0.00070922-0.0013246i,-0.0012403-0.0010224i,-0.00063926-0.00057582i,-0.00014399-0.00033883i,-0.00017783-6.9083e-05i
-0.0012132-0.0011012i,-0.0015724-0.0023254i,-0.002866-0.0025593i,-0.0045503-0.0018037i,-0.0043159-0.00016477i,-0.0026427+0.0003144i,-0.0025349-0.0010824i,-0.0016917-0.0023009i,-0.00031474-0.0032537i,0.00080627-0.0024092i,0.00067932-3.0706e-05i,-0.00010248+0.00068364i,-0.00090536-0.00079325i,-0.001791-0.0019071i,-0.0027406-0.0028616i,-0.0025197-0.0023913i,-0.0014243-0.00092155i,-0.0018048-0.00021011i,-0.0024275+0.00025923i,-0.0018694-0.00019046i,-0.0014-0.00097959i,-0.00057831-0.00045269i,7.8677e-05+0.00019375i
-0.0022855+0.0031684i,-0.0027107+0.0052772i,-0.001789+0.0071839i,-0.00024948+0.0067708i,-0.00067602+0.005098i,-0.0011744+0.0038844i,-0.00061185+0.0036433i,0.00078052+0.003864i,0.0029508+0.003135i,0.0031997+0.0012784i,0.00074746+0.00051169i,-0.00014161+9.2121e-05i,0.00061867-0.00053176i,0.00074156-0.00069411i,-0.0001516+0.00026941i,-0.0006898+0.0021966i,-8.8124e-05+0.0020601i,5.5494e-05+0.00080594i,9.4599e-05-0.00012683i,0.00044102+1.7279e-05i,0.00014357+0.00050288i,-0.00027403+0.00050808i,-0.00052787+0.0002639i
-0.0016144-0.0021529i,-0.0019117-0.0048858i,-0.00075895-0.0063032i,0.0013075-0.0058487i,0.0024677-0.0037733i,0.0032614-0.00074625i,0.003687+0.0015448i,0.00385+0.0035428i,0.0039384+0.0035671i,0.0030593+0.0015435i,0.0015691-8.0923e-05i,0.00049941-0.00037678i,-0.00010905-0.00045433i,-0.00040029-0.00032168i,0.00019415-0.00024387i,0.0013621+0.00021972i,0.0019688+4.7337e-05i,0.0019028-1.9035e-05i,0.0012011+0.000708i,0.00050415+0.00012351i,8.987e-05-0.0011974i,8.2785e-05-0.0014392i,0.00045909-0.0010911i
-0.0019247-0.00097124i,-0.0019579-0.0010201i,-0.0020784-0.0021039i,-0.0018812-0.003832i,-0.0020184-0.0030016i,-0.00081196+0.00038972i,0.00066864+0.0017639i,0.0015457+0.0012196i,0.0019365+0.00060868i,0.0012389+0.00028266i,0.00034117-0.00038809i,0.00081595-0.00084049i,0.0010364-0.00091664i,-1.3233e-05-0.00056256i,0.0003121+0.00018512i,0.00046201+0.00093103i,8.6086e-05+0.0010616i,0.00021455+0.00050027i,0.00033255-0.00049717i,0.0012417-0.0014959i,0.0012178-0.001641i,-0.00017156-0.0011892i,-0.00099125-0.00056403i
-0.00025844-0.00060204i,-0.00064391-0.0019577i,-0.0019881-0.0045165i,-0.0023623-0.0059621i,-0.0016068-0.0035406i,0.00037171-0.0020337i,0.00093364-0.0028528i,-0.00086902-0.004339i,-0.0012733-0.0043707i,-8.2055e-05-0.0032319i,-0.00011023-0.002517i,-0.00038529-0.00088783i,0.0010393+0.00057823i,0.0020393+0.00092286i,0.0016252+0.00020226i,0.0011446-0.00062718i,0.00087175-0.00096942i,0.00024473-0.0011585i,-0.00050663-0.0015613i,-0.0012122-0.00096602i,-0.00099503-0.00038964i,-0.00023856-9.131e-05i,0.00058263+0.00054912i
0.00081217+0.0027325i,1.9886e-05+0.0022159i,-0.00063693-0.00029658i,-0.0025984-0.00272i,-0.0048226-0.0034568i,-0.0051857-0.0039019i,-0.0046057-0.0053124i,-0.003802-0.0047048i,-0.0019427-0.002698i,4.2946e-06-0.0016647i,-0.00013203-0.00036489i,-0.00045264+0.0013547i,0.00026262+0.0024312i,-0.00068072+0.0019272i,-0.0023748+0.0013932i,-0.0021528+0.0008653i,-0.0021116-0.00019037i,-0.0024666-0.00091528i,-0.001665-0.0010398i,-0.00068233-0.00088395i,-0.00037054-0.00042833i,-0.00026504-0.00016125i,-0.0002636-0.0006136i
-0.00011392-0.0011904i,3.2073e-05-0.00047084i,0.00093497+0.00036966i,0.00045309+0.00071157i,-0.0011396+0.0014975i,-0.0013888+0.0022101i,0.00031705+0.001994i,0.0016371+0.00084309i,0.0019973+0.00013441i,0.0013388+0.00015835i,-0.00022604-0.00017718i,-0.00044808-0.00054245i,0.0002015-0.00031452i,0.00023947-0.0010686i,5.4114e-05-0.0023332i,0.00038309-0.0016631i,0.00016007-0.00043129i,-0.00057729-0.0005578i,-0.0010735+0.0002691i,-0.00035765+0.00078092i,0.00024031-0.0003565i,0.00088538-0.00069223i,0.0015052+0.00021893i
-0.0013389-0.001037i,-0.0013145-0.00094422i,-0.0014798-0.0010961i,-0.0017906-0.00054407i,-0.0016771+0.00067998i,-9.4689e-05+0.002449i,0.0017117+0.0027684i,0.0021315+0.0018613i,0.0013386+0.0013371i,-0.00011087+0.00081487i,-0.00067-8.3829e-05i,0.00023205-0.00058164i,0.00072918-0.00081354i,0.00079398-0.00057513i,0.00018007+0.0001917i,-0.00042225+0.0010339i,0.00058243+0.00086074i,0.0012482+0.00054195i,0.0011626+0.00055781i,0.00082128-0.00032226i,7.5979e-05-0.0009571i,-0.00093347-0.0004823i,-0.001048+1.3207e-05i
-0.0013333+0.00023886i,-0.0029503-0.001054i,-0.0026784-0.00038862i,0.00071875-7.9613e-05i,0.0035182-1.1153e-05i,0.0036561+0.00077915i,0.0030028+0.001978i,0.0029181+0.002686i,0.0015736+0.0017608i,0.00031007+0.00081972i,6.5179e-05+0.00036789i,0.00010702-0.0019784i,0.00077801-0.0029154i,0.0011903-0.0013954i,0.00074718-0.00014323i,0.00053682+0.00016503i,0.0010397-0.00041963i,0.001668-0.00084241i,0.00094973-0.0010824i,-0.00028432-0.00099571i,-0.00094459-0.0010645i,-0.0010683-0.0011745i,-0.00078129-0.00045763i
0.00045979-0.0011625i,0.00038396-0.0034206i,0.00021045-0.0054503i,-0.0010718-0.0074144i,-0.0019652-0.0057363i,-0.00097564-0.0023124i,0.0017673-0.00095366i,0.0023375-0.002009i,0.00098529-0.0031071i,0.00041551-0.003257i,-7.0134e-05-0.002133i,0.00052292-0.00052277i,0.00074813-0.00010653i,-0.0003136+4.0825e-05i,-0.0013517+0.00027921i,-0.0015241-0.00023911i,-0.00087487-0.0001483i,-0.00050198+6.3784e-05i,-0.00068737-0.00029865i,-0.00030886-0.0011369i,0.00045177-0.0012437i,7.3149e-05-0.00096729i,5.3858e-05-0.00086193i
0.0015605+0.0005796i,0.0011992-0.00042318i,-0.0014493-0.002301i,-0.0038846-0.0040353i,-0.0038595-0.0026891i,-0.0022751-0.0013443i,-0.00069585-0.0024371i,-0.00052266-0.0028148i,-4.5499e-05-0.0030064i,0.00072922-0.0029187i,0.0010174-0.0015937i,0.001615-0.00060176i,0.0020536-0.00012122i,0.0016711+0.0008588i,0.0011685+0.00075499i,0.0011277+6.7425e-05i,0.00056111+0.0002752i,-8.3468e-05+0.00033618i,-0.00093457+9.5838e-05i,-0.0016439-3.5755e-05i,-0.0010135-0.00091426i,-1.5681e-05-0.001084i,7.9189e-05-0.00044699i
0.0014827-0.0027583i,0.00085131-0.0014101i,0.00052098-0.00087396i,0.00018565-0.00063089i,-0.0013307-0.00061329i,-0.0019978-0.0012428i,-0.0014602-0.0016275i,-0.00047008-0.0012245i,0.00079981-0.00088467i,0.00097589-0.0013217i,0.00054985-0.00029321i,0.00050793+0.0011174i,-2.0878e-05+0.001062i,-0.0017535+0.00061626i,-0.0028956-0.00023607i,-0.0021247-0.00060403i,-0.0012715-0.00069358i,-0.0014119-0.00067829i,-0.0017956-2.2055e-05i,-0.0011412+9.3468e-05i,-0.00026238-0.00041391i,0.00082183-0.0010456i,0.0011074-0.0010917i
0.00023263+0.00070361i,0.00070869-0.00029796i,0.0002767-0.0022035i,-0.0011245-0.0035703i,-0.0016191-0.0022854i,-0.001261+3.6321e-05i,-0.0014453+0.0013244i,-0.00026027+0.0019964i,0.0015989+0.0022968i,0.0026325+0.0011917i,0.0021877-0.00065879i,0.00085897-0.00096103i,0.00045583-0.0013887i,0.00078492-0.001775i,0.0018197-0.0017972i,0.0028852-0.0015261i,0.002763-0.0009138i,0.0007857-0.00099846i,-0.00036884-0.00091727i,-0.00030221-0.00099856i,-0.00029646-0.0011635i,-3.9935e-05-0.0011015i,0.00013358-0.0011807i
-0.0029461+0.0016735i,-0.0030796+0.0035618i,-0.0018752+0.0048213i,0.00035269+0.0051909i,0.0020268+0.0047488i,0.0027673+0.0030275i,0.0021625+0.0022231i,0.0012855+0.0023333i,0.0019523+0.0021952i,0.0026213+0.001608i,0.0013811+0.0009701i,-9.0966e-05-7.875e-05i,0.00047195-0.00078287i,0.0012581-0.00016043i,6.3512e-05+0.00044104i,-0.00034424+0.00019049i,-8.5599e-05-0.00031003i,-0.00035893-0.0001612i,-0.00022259-4.684e-05i,0.00042077-0.00035752i,0.00036103-0.00048334i,0.00030727-0.00062771i,0.00044248-0.00049544i
-0.001703-0.00048172i,-0.0019748-0.0015014i,-0.00070052-0.002948i,0.0012566-0.0038625i,0.0016103-0.0035755i,0.00096782-0.0017773i,0.00087219-7.8142e-05i,0.0007662-0.00049664i,0.00044459-0.00048631i,0.00083482+0.00025016i,0.0015358-0.00022029i,0.0015493-0.00090722i,0.00049621-6.8396e-05i,0.00041861+0.00097229i,0.0011668+0.0011073i,0.001428+0.0013218i,0.0010718+0.001541i,0.0012045+0.00093281i,0.0014504-9.8186e-05i,0.0010741-0.00093793i,0.00034942-0.0014025i,7.9678e-05-0.00094571i,0.00058811-0.00050384i
-0.0013024-0.00060286i,0.00044547-0.0014026i,0.00030726-0.0022492i,-0.00068244-0.0051685i,-0.00034252-0.0056382i,0.0012344-0.0035535i,0.0020148-0.0016819i,0.0007837-0.0018107i,-0.0011369-0.0026219i,-0.0015215-0.002143i,-0.00047347-0.0010109i,0.00014849+0.00016671i,-0.00026397+0.00026828i,-0.00033637+0.00012326i,4.5977e-05+0.00023102i,-0.00034332+0.00043447i,-0.00051419-5.6944e-05i,-0.00077285-0.00010439i,-0.0008563+0.00010027i,-0.0002239+0.00012975i,0.00023419+0.00075068i,-0.00048799+0.0012093i,-0.0010205+0.0007618i
-0.0011136+0.0011828i,-0.00030695+0.0020128i,-0.00048693+0.0027729i,-0.00076097+0.0021115i,-0.00031401+0.0010042i,8.6961e-06+0.00076977i,-0.0001186-0.0014106i,-0.00033623-0.0039261i,-0.00017797-0.004123i,-1.0473e-05-0.0025952i,0.00049949-0.00054994i,0.0011301+0.00032596i,0.00018586+0.00018386i,-0.00087844+0.00077139i,-0.00067929+0.00067345i,-0.00010146+8.0006e-05i,0.00018802+0.001114i,-0.00018125+0.0012622i,-0.00057904+0.00035464i,-0.00087563-0.00039125i,-0.00072949-0.00079071i,-0.00039563-0.00033362i,-8.1771e-05+0.00020612i
-0.0014419+0.00048332i,-0.0034272+0.00035423i,-0.0035827+0.00094782i,-0.0027399+0.00063881i,-0.0018079+0.00075785i,-0.0014201+0.0012386i,-0.00084623+0.0007336i,0.00030175+9.7568e-05i,0.0010554-0.00084677i,0.0011582-0.0017864i,0.00040253-0.0012883i,0.00029384-0.00014233i,0.00050601-2.023e-05i,-0.00039639-0.00083212i,-0.0017188-0.0015272i,-0.0017562-0.0011629i,-0.0012081-0.00042103i,-0.001254-0.00037699i,-0.000692-0.00064025i,-0.00016857-0.00037053i,-0.00018545-0.00070447i,0.00017946-0.0011206i,0.00026333-0.00079309i
0.0022145-9.7268e-05i,0.0025073-0.002492i,0.0034976-0.0039947i,0.0028274-0.0037403i,0.00098409-0.0028952i,-0.00013113-0.0010623i,-0.00038118+0.0011212i,0.0012357+0.0019939i,0.0028392+0.001846i,0.0025333+0.00097913i,0.00087008-0.00014561i,-0.0001162+0.00030107i,0.00011166-0.00018601i,0.00049987-0.0018972i,0.00072468-0.0018152i,0.001105-0.0006349i,0.0011324+0.0001733i,0.00028085+0.00015869i,0.00022195+1.5874e-05i,0.00054365+7.3565e-05i,0.0011138-0.00021787i,0.0011734-0.00041715i,0.00057541-0.00082295i
0.0013476-4.4785e-05i,0.0022552-0.0002805i,0.0022085-0.0011668i,0.0021609-0.0006402i,0.0018648+0.00098776i,0.0011711+0.0018168i,0.00076414+0.0015912i,0.00087651+0.0014837i,0.0014172+0.0011465i,0.0015508-0.00036293i,6.9606e-05-0.0012021i,-0.00080589-0.00089794i,-0.00029186-0.0011115i,-6.3195e-05-0.0016128i,-0.00014042-0.0015715i,-0.00017833-0.0018402i,-0.00033667-0.0024661i,-0.00020927-0.0022405i,0.0010677-0.0015588i,0.001465-0.00059496i,0.00022501-0.0003909i,-0.00096184-0.00098796i,-0.0014033-0.00060958i
-0.0049986+0.00033022i,-0.0050841-0.00052204i,-0.0058636-0.0019583i,-0.0037072-0.0034708i,-0.00073706-0.0027231i,0.00086937-0.0018164i,0.0009973-0.0016209i,0.00080452-0.00096472i,0.0024435-0.00043856i,0.0031857-0.00047429i,0.0020756-0.00079476i,0.0013051-0.0010406i,0.00050308-0.0012929i,-0.00013496-0.00028087i,-2.5251e-06+0.00069109i,0.00097454+0.00094082i,0.0011738+0.00080037i,0.00071685+0.00075988i,-0.00023411+0.000633i,-0.00028068+0.00043275i,0.00076508+0.00026276i,0.0003941+0.00015228i,0.00029971+0.0001771i
0.00022482+0.0014039i,-0.00030382+0.00057031i,-0.00055327-0.001466i,-0.0010074-0.0031364i,-0.0021423-0.0015064i,-0.0012551-0.00018604i,-0.00018237-0.0010063i,-0.00088155-0.0019919i,-0.00067212-0.0018601i,0.00014851-0.001084i,0.00050848-0.0010788i,0.0010257-0.0016463i,0.0013251-0.0013344i,0.0013137-0.00017239i,0.00032394+0.00059739i,-0.00042915-8.0527e-05i,-3.7001e-05-0.00098332i,6.6883e-06-0.00090845i,-0.00040731+3.201e-05i,4.9359e-05-4.8057e-05i,0.00059374-0.00082572i,-0.00015401-0.00032176i,-0.00069392+9.3519e-05i
