-0.0012308+0.00073371i,-0.00015385+0.00095056i,-0.0011117+0.00063303i,-0.00044008-0.00032621i,-0.00073209-0.00072994i,-0.00047776+0.00034998i,0.00074623+0.00158i,0.00040706+0.0013549i,0.0012534+0.00080138i,0.0020409+0.00083261i,0.00069705+0.0001743i,0.00012437-0.00083953i,0.00055209-0.00055644i,-5.0876e-05+0.00023447i,-0.00057359+0.00042427i,-0.00027406+0.00057784i,7.3747e-05+0.0007268i,0.00028708+0.000394i,0.00015249+0.00022447i,0.00020304+0.00019131i,0.00077701-0.00060893i,0.00095507-0.00068592i,0.0005042+0.00026487i
0.0057175+0.008066i,0.010325+0.021859i,0.0095567+0.058034i,-0.00061863+0.12336i,-0.010193+0.18111i,-0.010716+0.15946i,-0.0034815+0.077982i,0.0029505+0.027996i,0.0096372+0.019404i,0.014507+0.012222i,0.0096926+0.0033658i,0.0034601+0.0031261i,0.00024351+0.0060927i,-0.0011042+0.0064944i,-0.0011099+0.003139i,-0.0033072-0.0015147i,-0.0055302-0.0026276i,-0.0048043+0.0006954i,-0.0015137+0.0040137i,8.1494e-05+0.0058008i,-0.001293+0.0081035i,0.001603+0.013477i,0.0069501+0.018021i
0.0019064-0.0069067i,-0.003619-0.024622i,-0.01247-0.070181i,-0.01707-0.14274i,-0.0040487-0.20006i,0.006538-0.17275i,0.00099653-0.089153i,-0.0080763-0.035303i,-0.01479-0.015735i,-0.015687-0.0025256i,-0.0087502+0.0058676i,-0.0015991+0.0048414i,0.001601-0.0014466i,0.0031737-0.0065591i,0.0049879-0.0072073i,0.0060192-0.0055659i,0.0056045-0.0054585i,0.0037968-0.0067881i,-0.001807-0.0075776i,-0.0065132-0.0088183i,-0.0055348-0.010372i,-0.0018702-0.014848i,0.0040783-0.018705i
-0.0023437-0.0052288i,0.0014319+0.0010395i,0.0064515+0.032406i,0.010625+0.09911i,0.0022205+0.15972i,-0.0026967+0.14813i,0.0052818+0.073415i,0.0045914+0.016262i,-0.00076272+0.0016407i,-0.0036724-0.0012809i,-0.008973-0.0022283i,-0.011682+0.0015204i,-0.0072994+0.0048755i,-0.0034009+0.0059868i,-0.0031997+0.0052164i,-0.001481+0.0046982i,0.0027354+0.005933i,0.0077399+0.0065253i,0.012888+0.0051024i,0.016169+0.0020584i,0.013759-0.00050378i,0.0046109+0.001629i,-0.0080733+0.0020924i
-0.0071245+0.0015637i,-0.019645+0.0039589i,-0.032515-0.010381i,-0.028087-0.054543i,-0.0048176-0.10236i,0.011906-0.1038i,0.0049483-0.0597i,-0.0014703-0.023519i,-0.0012609-0.017628i,-0.0041527-0.018609i,-0.0046161-0.015105i,-0.0031744-0.012408i,-0.0032891-0.0086659i,-0.0035893-0.0034684i,-0.003691+0.0016217i,-0.0034936+0.0062185i,-0.0027071+0.0069534i,-0.0027765+0.0037647i,-0.006819+0.0010058i,-0.01162+0.0024785i,-0.0097093+0.0068019i,-0.001287+0.0090993i,0.0039904+0.010545i
-0.0046086-0.00057596i,-0.0042545-0.0019997i,-0.0080627+0.0057077i,-0.022226+0.038646i,-0.039301+0.081832i,-0.039421+0.081298i,-0.01693+0.046065i,0.0040468+0.021553i,0.013595+0.012582i,0.018061+0.0050736i,0.015284-0.0031324i,0.0086077-0.0046353i,0.0022638-0.0022442i,-0.0026948-0.0019186i,-0.0046104-0.0040095i,-0.0046542-0.0063098i,-0.0044093-0.006221i,-0.0041637-0.002958i,-0.0025498+0.0026019i,0.0012214+0.0050768i,0.0019309+1.3992e-05i,-0.0013987-0.0077207i,0.00087836-0.010753i
0.0062676-0.0020171i,0.019781-0.0044044i,0.044052-0.017356i,0.073678-0.048381i,0.091249-0.082955i,0.068828-0.073468i,0.024284-0.030455i,0.0028893-0.0050067i,0.0014896-0.00095653i,0.0015146+0.00065983i,0.002786+0.0052564i,0.0054339+0.0066659i,0.0071833+0.0047006i,0.0085018+0.0041762i,0.0092932+0.0044708i,0.0075266+0.0042689i,0.0043909+0.0019499i,0.0024653-0.0023648i,0.00028061-0.0080799i,-0.0029505-0.011682i,-0.005613-0.0082139i,-0.0065581-0.00157i,-0.0098807+0.00049362i
0.003923-2.6683e-05i,0.00079102+0.0061288i,-0.016381+0.020631i,-0.055086+0.044545i,-0.098345+0.064225i,-0.092403+0.059152i,-0.04239+0.030413i,-0.014495+0.0092974i,-0.0092112+0.0092724i,-0.0029284+0.011474i,0.00028182+0.0080642i,-0.0022877+0.0048794i,-0.0058328+0.0020296i,-0.0072855+0.0012924i,-0.0048908+0.00039237i,-0.00059779-0.0022714i,0.00021585-0.0023926i,-5.8732e-05+0.001602i,0.0010209+0.0080453i,0.0047532+0.012853i,0.010351+0.011612i,0.012359+0.0075114i,0.011686+0.006984i
-0.0083786-0.00065913i,-0.011267-0.011123i,-0.00034056-0.03395i,0.033307-0.065478i,0.073198-0.076393i,0.081343-0.06068i,0.046603-0.039197i,0.012742-0.023733i,-0.0010558-0.016229i,-0.0081956-0.0089175i,-0.0088304-9.1368e-07i,-0.0022301+0.0023702i,0.0049018-0.0015283i,0.006799-0.0041321i,0.0042674-0.0011725i,0.00167+0.0036798i,0.0017329+0.0044269i,0.0027936+0.0012332i,0.00062251-0.004936i,-0.005082-0.011117i,-0.010229-0.011927i,-0.0109-0.0095779i,-0.0058336-0.0086799i
-0.001533+0.001893i,-0.0047673+0.0052094i,-0.019175+0.017048i,-0.05077+0.043527i,-0.07771+0.063744i,-0.069513+0.049331i,-0.032472+0.02155i,-0.00583+0.0051564i,-0.0021031-0.001552i,-0.0037883-0.0045745i,-0.0059378-0.0053957i,-0.0080159-0.0030504i,-0.0066374-0.0019315i,-0.0052616-0.004414i,-0.0049636-0.0060241i,-0.0031863-0.0058315i,-0.00098545-0.0043538i,-0.00073056-0.0014986i,-0.00054157+0.0020064i,0.0022912+0.0045745i,0.0053625+0.0033686i,0.0054424+0.0029285i,0.00070824+0.0037992i
-0.00013796-0.0019524i,-0.00184-0.0024512i,0.0033523-0.0061081i,0.029487-0.016706i,0.068618-0.029838i,0.069436-0.026759i,0.034885-0.012682i,0.015557-0.0047712i,0.014377-0.0076436i,0.010632-0.01414i,0.0039445-0.013884i,0.0011167-0.00895i,0.0019344-0.0041457i,0.0018673+0.00035399i,-0.00068839+0.0030532i,-0.0018786+0.0049791i,-0.0010038+0.0056094i,0.00044544+0.001886i,0.0014186-0.0033977i,0.0010778-0.0069874i,0.00046889-0.0075205i,0.0017972-0.0062194i,0.003211-0.004535i
0.0054012-0.0047133i,0.00647-0.005148i,0.0022417-0.0014009i,-0.023175+0.0047249i,-0.06239+0.0062232i,-0.067555+0.010651i,-0.035449+0.018137i,-0.01119+0.017975i,-0.00048664+0.013326i,0.0066421+0.0071411i,0.0087735+0.00035157i,0.0059856-0.0030657i,0.0016581-0.0027878i,-0.00065895-0.0023923i,-0.001186-0.0039824i,-0.0015879-0.0054427i,-0.0026624-0.0038534i,-0.0037946-3.7616e-05i,-0.0051166+0.0049337i,-0.0063762+0.010173i,-0.0068411+0.011379i,-0.0071692+0.0082822i,-0.0056844+0.0053254i
0.0035375-0.0019659i,0.011815-0.0022729i,0.030844-0.0047127i,0.057456-0.0086817i,0.072981-0.0034717i,0.059691+0.0021796i,0.025792-0.0017369i,0.0034501-0.0016853i,0.00043077+0.00047381i,0.0020035-2.3311e-05i,0.0028406+0.0023906i,0.0036268+0.0061607i,0.0037688+0.0073138i,0.0046411+0.0078755i,0.0056396+0.0075145i,0.0047723+0.0043214i,0.0032362+0.0011893i,0.0028987-0.0018756i,0.0026641-0.006609i,0.0014687-0.012097i,0.0016202-0.014503i,0.0027715-0.012075i,0.0019984-0.0073277i
-0.0030139+0.0041738i,-0.0068565+0.0047209i,-0.021837+0.00064233i,-0.051985-0.0078609i,-0.07396-0.013982i,-0.063513-0.016429i,-0.033876-0.012771i,-0.014919-0.0092276i,-0.01166-0.0037932i,-0.0084723+0.0038606i,-0.003672+0.0056624i,-0.0025657+0.002443i,-0.0035061-0.0019391i,-0.0034701-0.0037366i,0.00061259-0.0019846i,0.0052414+1.0929e-05i,0.0059187+0.00033418i,0.0050946+0.0014454i,0.0043513+0.0058068i,0.005264+0.010147i,0.0071754+0.0099056i,0.0055881+0.0055123i,0.0019537+0.0023212i
0.00054741-0.0030428i,-0.0012089-0.0092963i,0.0033025-0.01642i,0.02465-0.012511i,0.053266+0.0017508i,0.052825+0.0086444i,0.029927-0.0008247i,0.012686-0.010975i,0.0055019-0.010895i,0.001862-0.0079446i,-0.0019164-0.0046303i,-0.0016338-0.0019914i,0.00078702-0.0011036i,-0.0011648-0.00093444i,-0.006075-0.00066739i,-0.0075316-0.00056314i,-0.0061639-0.00050574i,-0.003799+1.595e-05i,-0.00085015-0.0015501i,-0.00027294-0.0051827i,-0.0020544-0.0055103i,-0.0016417-0.0018983i,0.00065566+0.00069689i
0.0037437+0.0012486i,0.00137+0.0014305i,-0.0096993+0.0022204i,-0.033455-0.0014641i,-0.054101-0.014589i,-0.045638-0.018066i,-0.019018-0.0069562i,-0.0028702-0.001463i,0.00079551-0.0028217i,-0.00036497-0.0037239i,-0.0017439-0.0042453i,-0.0024617-0.0048045i,-0.0031527-0.0066748i,-0.0021888-0.0093225i,2.063e-06-0.010173i,0.0019576-0.0081118i,0.002357-0.005097i,-0.000371-0.0029114i,-0.00503-0.00068988i,-0.0084029+0.0015239i,-0.0076561+0.0013549i,-0.0045322-0.0015649i,-0.0029099-0.0025591i
0.0015149+1.9488e-06i,0.0038059+0.0016944i,0.011409+0.0049373i,0.026232+0.01266i,0.039325+0.027072i,0.037695+0.030478i,0.024078+0.019475i,0.015142+0.012797i,0.01361+0.0063815i,0.0098952-0.0015173i,0.0036721-0.0036564i,0.00097018-0.0027724i,0.00088262-0.00045082i,0.00062934+0.0028908i,-0.0014821+0.0038887i,-0.0048665+0.0039944i,-0.00438+0.0038893i,-0.00086777+0.00094049i,0.0029976-0.003954i,0.0060238-0.0061798i,0.0051779-0.0047446i,0.0024653-0.0023837i,0.00012119-0.0014189i
-0.0010322-0.00019194i,0.0014129+0.00058547i,-0.0013788-0.0032374i,-0.012428-0.014017i,-0.024435-0.024164i,-0.027107-0.021439i,-0.021318-0.0054547i,-0.011292+0.0052471i,-0.0050429+0.0045456i,-0.0021056+0.0019795i,0.0019179+0.00048096i,0.0043761-0.0011369i,0.0046911-0.0020414i,0.0042484-0.0020586i,0.0041637-0.0023115i,0.003287-0.002331i,0.0012589-0.001836i,-0.00093074-0.00021067i,-0.0049243+0.002989i,-0.0094492+0.0075772i,-0.0094694+0.01034i,-0.0044463+0.0092949i,-0.00029987+0.0074526i
0.0015142+0.0014104i,0.0048444+0.00044739i,0.012122+0.0020532i,0.021351+0.012263i,0.026619+0.024462i,0.019183+0.022551i,0.0074047+0.0089275i,-0.00025763-9.2191e-05i,-0.0020246-0.00082051i,-0.00023009-0.00023258i,0.0018721+0.00062817i,0.0032216+0.0038911i,0.0031218+0.0054285i,0.0033336+0.0053448i,0.0041443+0.0048124i,0.0058178+0.0027015i,0.0070713+0.00055619i,0.0063996-0.0011831i,0.0061548-0.0040204i,0.0073002-0.0084923i,0.0050333-0.012566i,0.00011073-0.012555i,-0.0015235-0.0089113i
-0.0002777+0.0022415i,-0.0012955-0.0027876i,-0.0068068-0.013171i,-0.015377-0.031657i,-0.021344-0.047153i,-0.017597-0.041968i,-0.010453-0.028068i,-0.007977-0.020282i,-0.0073867-0.012591i,-0.0060006-0.0054885i,-0.005903-0.0018298i,-0.0055361-0.0014244i,-0.0022429-0.0027452i,7.7411e-05-0.0019129i,0.00086346+0.0017314i,0.0018442+0.0042035i,0.0014183+0.0029579i,-0.00012065+0.0005475i,-0.0014315+0.00057608i,-0.0013592+0.0027023i,0.00023063+0.0051876i,0.00075831+0.0055319i,-0.001532+0.0040763i
0.001299-0.0024508i,-0.00038757-0.0030721i,-0.00027256-0.0030277i,0.00237+0.0056701i,0.0033445+0.022902i,0.0059402+0.023845i,0.009967+0.0061582i,0.0086625-0.003305i,0.0062208-0.0029724i,0.0046665-0.0034264i,0.00099824-0.0038695i,-0.0022628-0.0020474i,-0.0034029-0.00043013i,-0.0047277-0.0014674i,-0.0068438-0.003356i,-0.0072106-0.004879i,-0.0054621-0.0052655i,-0.0019818-0.0036158i,0.002757-0.0019226i,0.0053473-0.0022042i,0.0042919-0.0029405i,0.0035861-0.0026492i,0.0045984-0.00079659i
-0.00084284+0.0023733i,-0.0034696+0.0014947i,-0.0084431-0.0028212i,-0.01506-0.013035i,-0.013103-0.021995i,-0.0051673-0.019691i,-0.00099611-0.0080699i,0.0026883-0.00054244i,0.0034895-0.0005613i,0.00056226-0.0020524i,-0.001058-0.002189i,-0.0018332-0.0022239i,-0.00099043-0.0029771i,0.0017852-0.0038863i,0.0033132-0.0033841i,0.0036804-0.0019222i,0.0028134-5.5525e-05i,-0.00018153+0.0015205i,-0.0047309+0.0020776i,-0.0099929+0.0017615i,-0.012252+0.0014264i,-0.011959+0.00073086i,-0.0097128-0.001015i
-0.0005766-2.8833e-05i,0.0011966+0.0014959i,0.002439+0.0074292i,0.0035674+0.019381i,0.0046249+0.031544i,0.0043616+0.03327i,0.0055261+0.027207i,0.0056052+0.019255i,0.0043442+0.010679i,0.0035125+0.0031745i,0.0034467-0.00097174i,0.0027219-0.001188i,0.0004814-7.5195e-06i,-0.0022727+0.0007786i,-0.0038118+0.0002665i,-0.0042896+0.00073183i,-0.0047676+0.0025777i,-0.0027405+0.0022133i,0.0027566-0.00010515i,0.0079405-0.0019126i,0.01007-0.001687i,0.0096565-0.00071521i,0.0073466-0.00096808i
0.0058681-0.0021561i,0.0075653-0.0016499i,0.0088833-0.0039247i,0.010302-0.011567i,0.010211-0.021294i,0.0054578-0.017591i,-0.00033417-0.0055992i,-0.0012285-0.0017577i,-0.00081786-0.0041368i,-0.00051126-0.0037743i,0.002105-0.0019007i,0.0043087-0.0026699i,0.0038946-0.004502i,0.0032764-0.0026914i,0.0033358-1.1342e-05i,0.002772+1.4089e-05i,0.0020403-0.0014237i,0.0013395-0.0021895i,-0.0020023-0.001316i,-0.0070663+0.00082856i,-0.0086044+0.0020113i,-0.0057131+1.6094e-05i,-0.0020496-0.0023085i
0.00067094+0.0053778i,0.00064314+0.0032931i,0.0048128+0.0035993i,0.0061314+0.0061824i,-0.0015882+0.0098012i,-0.0060042+0.0085804i,-0.00477+0.0011518i,-0.0038567-0.0030213i,-0.00054306-0.002793i,0.0030989-0.0017949i,0.0042206+9.5164e-05i,0.0031946+0.0013775i,0.0010309+0.0014062i,-0.00051654+0.00079025i,0.00011864+0.00026354i,0.0027333+0.00016702i,0.0048567+0.00068899i,0.0042563+0.0010628i,0.003499+0.0013399i,0.0058397+0.00097388i,0.00648-0.00067091i,0.0021712-0.00058744i,-0.0024545+0.00068266i
-0.004799-0.00063959i,-0.00513-0.0063206i,-0.0051654-0.016469i,-0.0038954-0.027677i,0.00016381-0.030742i,0.0011145-0.026202i,-0.0025766-0.021815i,-0.0020928-0.016027i,0.00071986-0.0085463i,0.0011879-0.0044741i,-0.0010516-0.0020745i,-0.001167-6.8214e-05i,0.0013843-0.00077203i,0.0021178-0.00088239i,0.0011243+0.0014399i,0.00083118+0.0026452i,0.00043472+0.001125i,-0.001117-0.0013204i,-0.0040603-0.0023485i,-0.0051691-0.0029474i,-0.0030457-0.0038321i,0.00036349-0.0036193i,0.0022253-0.0018613i
0.0028547-0.0028511i,0.0032043-0.0043353i,-0.0017035-0.0063605i,-0.011043-0.00099951i,-0.017009+0.0080163i,-0.013255+0.0092544i,-0.0040306+0.0043858i,0.00095877+0.0014984i,0.0016501+0.0027172i,6.6281e-05+0.0031546i,-0.0020934+0.0017943i,-0.0035102+0.00097207i,-0.0030789+0.0002275i,-0.00241-0.0017423i,-0.0017635-0.0044599i,-0.0013917-0.0052647i,-0.0023392-0.0044117i,-0.0017202-0.0027678i,0.0019411-6.7788e-05i,0.0047342+0.0021379i,0.0032324+0.0034061i,0.00066585+0.0027139i,0.0012788+0.00050411i
-0.00351+0.0036234i,-0.005287+0.0038582i,-0.0072533+0.0037479i,-0.0050891-0.00054007i,0.0023218-0.0055077i,0.0079576-0.0042432i,0.0081081-0.0010537i,0.0062248+0.0016253i,0.0032594+0.0034135i,-3.8253e-06+0.0011998i,-0.00087673-0.0022351i,8.9824e-05-0.0021473i,0.00061805-0.00038425i,0.00084888+0.00068809i,3.1085e-05+0.00028153i,-0.0012939-0.00045308i,-0.00055642+0.00010953i,-0.00047731+0.00072516i,-0.0027795-2.0952e-05i,-0.0056979-0.0020865i,-0.0063871-0.0014713i,-0.0055327+0.001344i,-0.0057828+0.0018386i
0.0010072-0.0016176i,-0.00045593-0.00013816i,-0.0016608+0.0048604i,-0.0047288+0.012314i,-0.0085591+0.015241i,-0.0062292+0.015364i,-0.0013331+0.015721i,-0.0010454+0.011501i,-0.0020406+0.004507i,-0.0017489+0.0010016i,-0.0010112-0.00025678i,-0.00049429-0.0015145i,-0.0019938-0.0023784i,-0.0031562-0.0033064i,-0.0023386-0.0030077i,-0.00094715-0.00088233i,-0.0010448+0.0017544i,-0.0018025+0.0027834i,-0.00074119+0.0019491i,0.0020072+0.0011712i,0.0047287+0.00017898i,0.0059298-0.0020854i,0.0058182-0.0025428i
0.0028112-0.0030387i,0.0049372-0.0037668i,0.0098917-0.0042582i,0.016023-0.005567i,0.018223-0.0046118i,0.01316-0.0034254i,0.0055927-0.0035512i,0.0021188-0.0039478i,0.0016698-0.006073i,0.0012023-0.0074937i,0.0010871-0.005309i,0.0013433-0.0041042i,0.0013687-0.0030067i,0.00089635+0.00064055i,6.8113e-05+0.0044154i,-0.00033721+0.0052423i,0.00086036+0.0031306i,0.0021176+0.00071011i,0.00083236-0.0016263i,-0.0027616-0.0033506i,-0.004386-0.002984i,-0.0031085-0.0017048i,-0.0033808-0.0011726i
0.0034627+0.00019456i,0.0048945-0.0022101i,0.0071255-0.0056141i,0.0035317-0.0092373i,-0.0039366-0.0098063i,-0.0082007-0.0071056i,-0.0083196-0.0041212i,-0.0055178-0.005724i,-0.00084757-0.0078623i,0.00214-0.0062046i,0.0023655-0.0033606i,0.0017067-0.0018313i,0.00019222-0.0019496i,-0.0010542-0.0020759i,-0.00020667-0.0012886i,0.0019622-0.0016341i,0.0031937-0.0024883i,0.0021668-0.0014673i,0.0017925+0.0015691i,0.0036777+0.0036474i,0.0046467+0.0026696i,0.0028842+0.002331i,0.00022978+0.003111i
-0.0063765-0.00033921i,-0.0060813-0.0041501i,-0.0058454-0.010691i,-0.0036743-0.015246i,0.00055311-0.013448i,0.0015811-0.010037i,0.00042658-0.009721i,0.0019701-0.007873i,0.0038382-0.0032602i,0.0034799-0.00031851i,0.001085+0.00045442i,-0.00015929+0.0018357i,0.00082416+0.0022402i,0.0016265+0.0015771i,0.0021352+0.00078815i,0.0022749-6.6082e-06i,0.0023929+7.413e-05i,0.00095078-0.00071346i,-0.0006497-0.003669i,-0.00083588-0.0064408i,-0.0019663-0.0073236i,-0.0016161-0.0069054i,0.00097089-0.0059255i
-0.0067728-6.0945e-05i,-0.0083725+0.0012787i,-0.01288+0.0014834i,-0.01668-0.00039757i,-0.016695-0.0011472i,-0.010715+0.0014391i,-0.0041964+0.0030049i,-0.002084+0.0020009i,-0.0018762+0.0033097i,-0.00072086+0.0043452i,-0.0010414+0.0028141i,-0.0023428+0.0012654i,-0.0015083+0.00059602i,0.00017338-6.1393e-06i,1.9471e-06-0.0010105i,-0.0022004-0.0013685i,-0.0037575-0.0016654i,-0.0030482-0.001691i,-0.00099161+0.00020492i,0.000333+0.0042686i,-0.00045201+0.0069453i,-0.0010633+0.0072038i,-0.00018601+0.0055096i
0.0029541-0.00056172i,0.00030255-0.0001537i,-0.0021674+0.0019076i,-0.0036958+0.0059901i,-0.0026669+0.0098088i,0.0016602+0.0090107i,0.0068066+0.0052691i,0.0070868+0.0042006i,0.003636+0.0035898i,0.001101+0.00019265i,0.00078659-0.001679i,0.0016593-0.0014611i,0.0014927-0.0015111i,-0.0011163-0.0023678i,-0.0033996-0.0030827i,-0.0035499-0.0029017i,-0.0029409-0.0010362i,-0.0018167+0.00041594i,-0.0013076-0.00041866i,-0.0024162-0.0028776i,-0.0026062-0.0046553i,-0.00089782-0.0033649i,0.00027852-0.001464i
0.0038863-0.0014901i,0.0034133-0.0017126i,0.0022678-0.00076683i,0.00045556+0.0014622i,-0.00037762+0.0031396i,0.00022792+0.0037101i,-0.00097056+0.0049384i,-0.0018894+0.0039729i,-0.00082137+0.00059408i,-0.00085923-0.0015003i,-0.0013007-0.0007077i,-0.00091305-8.2732e-05i,-0.00052841-0.00076615i,-0.00068804-0.00049989i,-0.00030264+0.0012468i,0.0009724+0.0031696i,0.0015655+0.0035238i,0.00059979+0.0022958i,-0.00055524+0.001005i,-0.0011965+0.0019306i,-0.0020753+0.0023388i,-0.0026281+0.00011632i,-0.0015723-0.0011389i
-0.00026287+0.00034551i,0.0041946+0.00095175i,0.010522+0.00022654i,0.014916-7.4121e-05i,0.015382+0.0010828i,0.010036-0.00014113i,0.0050837-0.00088472i,0.0038407+0.0002413i,0.0045125-0.00071121i,0.0036248-0.0027999i,0.0013744-0.0027729i,0.00078128-0.00099471i,0.0003926-0.00042343i,-0.0019378+0.00095448i,-0.0031657+0.0037224i,-0.0015953+0.0044559i,0.0002921+0.0035834i,0.00089339+0.0020766i,0.0010617+0.00030589i,0.0016677-0.0012893i,0.001925-0.00093725i,0.0015538+0.00065478i,0.00042852+0.0016267i
-0.0004811-0.00069388i,-0.00071278-0.0025699i,0.00087952-0.0077083i,0.0021888-0.012842i,-0.0003381-0.014097i,-0.0043847-0.0091895i,-0.0066341-0.0046181i,-0.0044854-0.0040727i,-0.00058088-0.0026869i,0.0016064-0.00071771i,0.0016657-0.00026919i,0.00059268-0.0011601i,0.00036334-0.0025841i,0.0015652-0.0033556i,0.0026908-0.0030534i,0.0029918-0.0035555i,0.0029305-0.0047426i,0.0021786-0.0034189i,0.00078839-0.00019341i,-9.8607e-05+0.00077i,-0.00052584+0.00011401i,-0.00024229-0.00015873i,-0.00041689-0.0010324i
0.00042278-0.003306i,-0.0011819-0.0054423i,-0.0035177-0.0096028i,-0.0063936-0.012256i,-0.0090558-0.0088981i,-0.0057707-0.0035933i,0.00021141-0.0026286i,-0.00087609-0.0023661i,-0.0032646-0.00035837i,-0.0026373-6.1414e-05i,-0.0017536-0.00034263i,-0.0014331+0.0013879i,-0.00081405+0.002724i,0.00085315+0.0021986i,0.0016149+0.00046528i,0.00075519-0.0014342i,6.1564e-05-0.0011668i,5.9088e-06-0.0012173i,0.00077745-0.0022291i,0.0017141-0.0034907i,0.0013089-0.0045008i,-0.00025349-0.0040331i,-0.00053493-0.0036428i
0.00036829+0.0016337i,-0.0018269+0.0015019i,-0.0060164-0.0026464i,-0.010965-0.0065899i,-0.011747-0.0055807i,-0.0067229-0.0030176i,-0.0022971-0.0035294i,-0.0019751-0.0056697i,-0.0035098-0.0050737i,-0.0037168-0.0027969i,-0.0029856-0.0014515i,-0.0018325-0.0011841i,-0.0012115-0.00097727i,-0.0016026-0.0011575i,-0.0013112-0.00092884i,-0.0020123-0.00086672i,-0.0023328-0.0008931i,-0.0017476-6.4924e-05i,-0.0022514+0.0012397i,-0.0033074+0.0031746i,-0.002652+0.004325i,-0.0011972+0.0040794i,0.00026309+0.0038982i
-0.00030205+0.0017657i,-0.0017599+0.0031632i,-0.0053165+0.0074392i,-0.0072586+0.014096i,-0.0042692+0.016885i,0.0013077+0.010585i,0.0043934+0.0048188i,0.0045119+0.0034739i,0.0035236+0.0002042i,0.0024969-0.003042i,0.0021934-0.0029504i,0.0026902-0.0010747i,0.0027891-0.0010472i,0.0013043-0.0023109i,0.00016769-0.0021493i,-0.00023383-0.00092356i,-0.00092748+0.00051913i,-0.0023055+0.00094234i,-0.0016958+0.00010976i,-0.00024918-0.0026401i,-0.00049584-0.0044065i,-0.00059232-0.0035586i,0.00014193-0.0025121i
-0.0018878+0.00099946i,-0.00072303+0.0014688i,0.0033472+0.0027278i,0.007756+0.0026684i,0.0093506+0.00039581i,0.0061082+0.00012674i,0.0026658+0.001353i,0.0039745-0.00036027i,0.0059209-0.0021144i,0.0048434-0.0018971i,0.001985-0.0018939i,0.0011429-0.0016428i,0.0013337-1.178e-06i,0.00039235+0.0025604i,0.00071195+0.0042573i,0.0018554+0.004224i,0.0032889+0.0025232i,0.0031248+0.00083515i,0.0012117+0.0002309i,-0.0001483+0.00077996i,-0.0011621+0.001605i,-0.0016894+0.0016657i,-0.0014103+0.0015746i
0.0012692-0.00043066i,0.0035367-0.0019913i,0.0084061-0.0038751i,0.010181-0.0045597i,0.0067881-0.003449i,0.0038752-0.00056709i,0.0035961+0.0029851i,0.0032446+0.004235i,0.004855+0.0032722i,0.0058419+0.0013567i,0.002895-0.00017172i,0.00018933-0.00062148i,-0.0010628-0.00091464i,-0.0025342-0.0009784i,-0.0022757+9.8669e-05i,3.0539e-05+0.00079703i,0.0015546+0.0014867i,0.0013212+0.0017864i,0.00099978+0.0011137i,0.001935+0.00015522i,0.0027259+3.5538e-05i,0.0026831+0.00020795i,0.0017064+0.000289i
0.0037629-5.5268e-05i,0.006855-0.0019324i,0.0087701-0.0099302i,0.0059494-0.019627i,0.00080073-0.018623i,-0.0031658-0.010327i,-0.003481-0.0048863i,-0.0014426-0.000782i,0.00014979+0.0022661i,-0.00014468+0.0025365i,-0.00071273+0.00063385i,-0.00013717-0.00054436i,0.0010259-0.001191i,0.0024796-0.001616i,0.0032045-0.0010941i,0.0029067-0.00077196i,0.0032302-0.0010312i,0.0024311-0.0010134i,5.3293e-05-0.00058842i,-0.0013084-0.00067461i,-0.0023375-0.0015088i,-0.0031876-0.0017648i,-0.0026479-0.0011468i
-0.0019514+0.001128i,-0.004154+0.00092531i,-0.0076347-0.001312i,-0.0099075-0.0040529i,-0.0082287-0.0027146i,-0.0040305-0.00048225i,-0.0015957-0.00057488i,-0.0032663-0.0020412i,-0.0060195-0.0013629i,-0.0063145+0.00043556i,-0.004448+0.00082628i,-0.0023181+0.0022635i,-0.0015289+0.0041148i,-0.001478+0.0041648i,-0.00071308+0.0025303i,-0.00078215+0.00072987i,-0.0012586-0.00027051i,-0.0012545-0.0012313i,-0.00060006-0.0021821i,0.0019385-0.0014312i,0.0029048-0.00063906i,0.0011319+4.4834e-06i,0.00039922+0.0003459i
-0.0030074-0.0012197i,-0.0068866-0.0026416i,-0.012231-0.00065798i,-0.014151+0.0012154i,-0.010122-7.4215e-06i,-0.0050673-0.0011036i,-0.0029335-0.0029897i,-0.002849-0.0056918i,-0.0037244-0.0063672i,-0.0035166-0.0053797i,-0.002386-0.0036323i,-0.0014876-0.0018843i,-0.00089551-0.0016335i,-0.001235-0.0018831i,-0.0022515-0.0018112i,-0.0027706-0.0015169i,-0.0018552-0.00021173i,-0.0011918+0.0011004i,-0.0022998+0.0005529i,-0.004205-0.00045294i,-0.0043882-0.00082653i,-0.0020155-0.0012978i,0.00017249-0.0006146i
0.0032369-0.00048044i,0.0047583-0.00029418i,0.0052277+0.0015104i,0.0027678+0.0035668i,0.00054476+0.0036472i,0.00076287+0.0020753i,0.0009663+0.00047358i,-7.4052e-05-0.0013666i,0.0013762-0.0042017i,0.0029486-0.0058326i,0.0016184-0.0049321i,0.00046885-0.0032201i,0.00094184-0.0027987i,0.0014742-0.0030183i,0.0011792-0.0017147i,0.00023392-8.1724e-06i,-0.0017962+1.0841e-05i,-0.0033637-0.00096469i,-0.0026701-0.0017944i,-0.00060047-0.0021493i,0.00060724-0.0020164i,0.00019057-0.0015478i,-0.00047704-0.00087657i
