-0.0029725+0.00049693i,-0.0019559+0.0010825i,-0.0018738+0.00020403i,-0.0016992-1.3868e-05i,-0.0010424+0.00054929i,-0.00049601+0.0010849i,0.00014901+0.0010396i,0.00018654+0.0006351i,0.00018883+0.00026157i,0.0004519+9.0302e-05i,0.00030171+0.00034229i,3.9254e-05+0.00032163i,-0.00020058+2.7872e-05i,-0.00045244+0.00036185i,-0.00021259+0.00049861i,0.00010192+0.00011555i,-0.00040491-0.00025975i,-0.00050373-0.0001307i,-0.0001668+0.00097549i,6.1541e-05+0.00058353i,0.00058573-0.00053292i,0.00034218-0.00040924i,0.00052512+0.00021143i
0.040816+0.24695i,0.11021+0.34156i,0.10994+0.28461i,0.019625+0.1308i,-0.069586+0.037592i,-0.086243+0.023758i,-0.065663+0.033514i,-0.056673+0.042093i,-0.044588+0.03506i,-0.027431+0.020202i,-0.020186+0.015246i,-0.019271+0.023462i,-0.01146+0.034758i,0.0096124+0.040914i,0.032037+0.039512i,0.037372+0.030957i,0.027545+0.015211i,0.019238-0.012726i,0.015762-0.043301i,0.017848-0.048401i,0.022817-0.029368i,0.018541-0.014414i,0.0037332-0.0099245i
-0.18609+0.071413i,-0.20431+0.1482i,-0.093956+0.16341i,0.04183+0.10997i,0.10026+0.058004i,0.098682+0.033686i,0.089458+0.014612i,0.08746-0.0039636i,0.07109-0.014586i,0.037694-0.013744i,0.0048615-0.011335i,-0.021378-0.014396i,-0.041924-0.010577i,-0.056433+0.004359i,-0.06144+0.02245i,-0.050927+0.030812i,-0.033128+0.023701i,-0.013235+0.018913i,0.0090994+0.022205i,0.017284+0.020611i,0.010075+0.011382i,0.0053832+0.0034695i,0.006829+0.001911i
-0.14174-0.16262i,-0.25159-0.17101i,-0.26433-0.081397i,-0.18221+0.003681i,-0.12906+0.02093i,-0.11076+0.029034i,-0.066791+0.04112i,-0.032772+0.036202i,-0.022869+0.030643i,-0.016248+0.021138i,-0.0098975+0.0076605i,0.0020584-0.0036866i,0.014011-0.016688i,0.015999-0.031342i,0.0080693-0.041946i,-0.0011673-0.038945i,2.902e-05-0.027021i,3.2509e-05-0.01735i,-0.0090576-0.0088953i,-0.015838-0.00068378i,-0.013458+0.0057492i,-0.0070994+0.010074i,-0.0031348+0.0091874i
0.1694-0.19957i,0.19914-0.33705i,0.13756-0.34208i,0.08185-0.22111i,0.10208-0.13588i,0.10995-0.12133i,0.059041-0.099117i,0.011536-0.0649i,-0.010162-0.041616i,-0.0088638-0.019592i,0.0089538-0.0046716i,0.021478+1.4217e-05i,0.021103+0.0011499i,0.013123+0.0012169i,0.0076251+0.0014145i,0.0049671-0.00046152i,0.0040804+0.0027065i,0.0087228+0.01423i,0.013847+0.020804i,0.011332+0.013532i,0.001518+0.0030321i,-0.0055514-0.0013691i,-0.0063153-0.0038164i
0.19132+0.18706i,0.28072+0.24315i,0.19678+0.1889i,0.0025845+0.10972i,-0.10386+0.11211i,-0.094742+0.12185i,-0.060033+0.090795i,-0.035753+0.062386i,-0.020988+0.043429i,-0.014935+0.029622i,-0.0072301+0.025373i,0.0047083+0.020142i,0.0091261+0.0083457i,0.010149-0.0053132i,0.01392-0.015824i,0.013812-0.01897i,0.0031963-0.01748i,-0.016752-0.018486i,-0.032481-0.019563i,-0.028137-0.016119i,-0.016395-0.015362i,-0.013411-0.011219i,-0.0091816-0.00042502i
-0.14256+0.1898i,-0.14885+0.24346i,-0.032668+0.14472i,0.092409-0.021953i,0.1086-0.11545i,0.071587-0.10931i,0.045667-0.064479i,0.025562-0.036837i,0.0073709-0.030322i,-0.0047703-0.030764i,-0.017377-0.02239i,-0.02831-0.0021047i,-0.026413+0.021415i,-0.01309+0.040059i,0.0027501+0.048997i,0.012543+0.044468i,0.017198+0.028725i,0.02851+0.0047112i,0.040325-0.022114i,0.036104-0.030713i,0.028813-0.019532i,0.024575-0.014309i,0.013148-0.01628i
-0.19094-0.08135i,-0.24394-0.029187i,-0.16332+0.10769i,-0.046217+0.20837i,-0.0058285+0.21183i,-0.010935+0.16747i,-0.0060994+0.10776i,0.0074862+0.06075i,0.022148+0.032423i,0.021952+0.013887i,0.0066649+0.006231i,-0.0046894+0.00088992i,-0.010405-0.0091753i,-0.018212-0.015676i,-0.02526-0.013274i,-0.027198-0.0080273i,-0.02601-0.0021502i,-0.024542+0.019582i,-0.015366+0.051068i,-0.002372+0.056801i,-0.0025781+0.039068i,-0.0077725+0.027791i,-0.0050864+0.023666i
0.013012-0.23243i,-0.06213-0.33839i,-0.1588-0.31721i,-0.17082-0.22893i,-0.10436-0.18411i,-0.053053-0.16383i,-0.030174-0.11098i,-0.018666-0.055433i,-0.020031-0.022214i,-0.017598-0.0077413i,-0.0080179-0.007617i,0.0037722-0.0086879i,0.012507-0.010427i,0.010641-0.01027i,0.008289-0.0040648i,0.01172-0.0017711i,0.015498-0.0099045i,0.0096282-0.028037i,-0.0098666-0.044064i,-0.023256-0.039924i,-0.018507-0.025493i,-0.0086208-0.019111i,-0.0050401-0.018723i
0.26228-0.012312i,0.38151-0.054803i,0.32952-0.078012i,0.16421-0.031224i,0.061206+0.048015i,0.039009+0.083097i,0.022549+0.071671i,0.0068778+0.045281i,0.0058407+0.021885i,0.013021+0.011832i,0.019766+0.0079667i,0.016355+0.0013758i,0.0026765-0.0034251i,-0.012032-0.0075037i,-0.022309-0.0092335i,-0.025559-0.0042366i,-0.020416+0.0061668i,-0.0048403+0.018938i,0.017025+0.025793i,0.027609+0.018763i,0.017608+0.0072538i,0.00081507+0.0057368i,-0.006862+0.010538i
0.023009+0.25279i,0.026039+0.34924i,0.014728+0.25754i,-0.0048415+0.061077i,-0.026011-0.052113i,-0.029239-0.066916i,-0.02285-0.050044i,-0.022568-0.022523i,-0.021301-0.0025181i,-0.020831-0.0013814i,-0.022302-0.0047578i,-0.016923-0.0016504i,-0.0021894+0.0016575i,0.013703-0.00084818i,0.021319-0.0051007i,0.021266-0.0092593i,0.014493-0.015206i,-0.0044077-0.0274i,-0.028533-0.035782i,-0.033248-0.027697i,-0.014767-0.016627i,0.0026307-0.016034i,0.0071665-0.017295i
-0.20444+0.035557i,-0.23877+0.048551i,-0.098641+0.059991i,0.070635+0.08386i,0.1067+0.10685i,0.065184+0.11315i,0.030886+0.089856i,0.014005+0.050067i,0.010063+0.01533i,0.012196-0.006074i,0.010275-0.0077454i,0.0062503+0.0023025i,0.0048945+0.0088195i,0.0048373+0.010024i,0.0011325+0.01105i,-0.003825+0.014527i,0.00076815+0.019444i,0.025617+0.023706i,0.05738+0.020154i,0.062026+0.010554i,0.039554+0.0063042i,0.016623+0.0071057i,0.0034191+0.006157i
-0.086282-0.15406i,-0.14767-0.15967i,-0.18773-0.045096i,-0.17672+0.034656i,-0.13015-0.018398i,-0.096399-0.082181i,-0.066914-0.0767i,-0.03339-0.045335i,-0.013597-0.015927i,-0.0081749+0.0058072i,-0.0090701+0.014335i,-0.007384+0.0095841i,-0.0052033-0.0019358i,-0.0060719-0.0067435i,-0.0040515-0.008815i,-0.00019736-0.016104i,-0.0069764-0.018529i,-0.030531-0.0031518i,-0.052098+0.023223i,-0.05295+0.035983i,-0.036807+0.027747i,-0.017254+0.014963i,-0.0035228+0.0091638i
0.12368-0.13625i,0.13809-0.2471i,0.051518-0.29049i,-0.025765-0.20759i,-0.0088882-0.062649i,0.037548+0.026144i,0.045758+0.043596i,0.02567+0.033248i,0.0091579+0.018249i,0.0080675+0.0056493i,0.011607-0.0061909i,0.0095621-0.010093i,0.0036495-0.0019441i,-0.0040888+0.0075199i,-0.0084683+0.015034i,-0.0023521+0.020652i,0.011568+0.013057i,0.022385-0.015151i,0.02369-0.046938i,0.016965-0.055774i,0.0067717-0.040369i,-0.0034927-0.022177i,-0.010285-0.011736i
0.17853+0.12462i,0.29274+0.17092i,0.30716+0.12826i,0.19699+0.027818i,0.057334-0.051803i,-0.028533-0.076271i,-0.056986-0.05936i,-0.050991-0.030386i,-0.032972-0.0083484i,-0.017165+0.0045021i,-0.0090832+0.0081467i,-0.0081146+0.0053612i,-0.0085635-0.00017824i,-0.0068879-0.0084837i,-0.0071548-0.015918i,-0.012338-0.016066i,-0.017138-0.0037853i,-0.015989+0.018539i,-0.0077174+0.039692i,0.0045801+0.042846i,0.011857+0.028637i,0.011147+0.014674i,0.0084362+0.0066945i
-0.11542+0.1736i,-0.16851+0.25555i,-0.14146+0.23393i,-0.038214+0.16411i,0.061403+0.13354i,0.10246+0.11332i,0.082349+0.071333i,0.039539+0.03579i,0.010622+0.011335i,-0.0042199-0.0087309i,-0.0082508-0.015053i,-0.001692-0.011788i,0.0081835-0.0093253i,0.01484-0.0085606i,0.015212-0.0043958i,0.013985+0.0016044i,0.01386-0.0042567i,0.0118-0.025984i,0.0029251-0.048976i,-0.0069986-0.050676i,-0.0075213-0.033735i,-0.0043063-0.022179i,-0.0040053-0.020053i
-0.15433-0.07281i,-0.19224-0.10567i,-0.13107-0.083755i,-0.071434-0.051409i,-0.10315-0.063251i,-0.1481-0.065375i,-0.12365-0.039274i,-0.071063-0.023543i,-0.035387-0.013523i,-0.014152+0.0010876i,-0.0025645+0.013168i,0.0018988+0.017498i,0.00010875+0.014982i,-0.0043408+0.012003i,-0.0084997+0.0054876i,-0.013577-0.0019785i,-0.01135+0.0059378i,0.008895+0.031862i,0.035032+0.055944i,0.039362+0.056792i,0.023403+0.041318i,0.010562+0.028762i,0.0067078+0.021505i
0.021075-0.13923i,0.0041094-0.17494i,-0.056811-0.11094i,-0.067674-0.010853i,0.031216+0.028629i,0.11532+0.0047149i,0.1077-0.016777i,0.066626-0.015797i,0.03538-0.013876i,0.013506-0.013069i,-0.00029215-0.012198i,-0.0050075-0.010185i,-0.002593-0.005734i,0.0013838-0.001432i,0.0085083+0.0014412i,0.01642-0.0030858i,0.0077756-0.014598i,-0.025293-0.024547i,-0.061026-0.025183i,-0.066267-0.020566i,-0.046646-0.017533i,-0.02794-0.015818i,-0.014086-0.012026i
0.142-0.026475i,0.20931-0.074651i,0.17809-0.15456i,0.050959-0.18519i,-0.082231-0.1147i,-0.13617-0.02438i,-0.11579+0.01322i,-0.076387+0.014957i,-0.039247+0.013635i,-0.0081766+0.0088461i,0.0062024+0.0011359i,0.0054712+0.0010407i,0.0011865+0.0059223i,-0.0022413+0.0063409i,-0.0065257+0.0053277i,-0.0091435+0.0087096i,0.0012252+0.012475i,0.024633+0.0062905i,0.046518-0.0076314i,0.051485-0.013662i,0.038751-0.010887i,0.020753-0.0056379i,0.004332-0.0012012i
0.05243+0.14727i,0.096045+0.24781i,0.14669+0.26899i,0.19574+0.1932i,0.22258+0.076149i,0.19592-0.018588i,0.12674-0.050681i,0.063111-0.039785i,0.02209-0.026882i,-0.0037711-0.017368i,-0.013854-0.0086235i,-0.014488-0.004503i,-0.013968-0.0077035i,-0.011416-0.01324i,-0.0040535-0.013433i,0.001637-0.012449i,-0.006073-0.010471i,-0.022794-0.0012275i,-0.033971+0.0097752i,-0.031241+0.01218i,-0.018014+0.0059263i,-0.0051661-0.0026177i,0.0034344-0.0097347i
-0.14173+0.059357i,-0.23648+0.078141i,-0.26173+0.051055i,-0.24147+0.028316i,-0.22316+0.066717i,-0.17555+0.11297i,-0.1028+0.10301i,-0.050023+0.062179i,-0.019445+0.032516i,-0.0035843+0.015157i,0.0015212+0.0065881i,0.0042264+0.003261i,0.0052725+0.00065776i,0.0053315+0.0031386i,0.0033463+0.0096611i,0.0021568+0.013916i,0.010789+0.0083388i,0.028336-0.010088i,0.040425-0.025913i,0.036365-0.022231i,0.021572-0.0062176i,0.0081346+0.0041308i,0.0011632+0.0057951i
-0.063777-0.11766i,-0.068964-0.17029i,-0.0021328-0.14384i,0.091423-0.10197i,0.12912-0.12969i,0.097852-0.16476i,0.054766-0.13747i,0.030252-0.089252i,0.010868-0.053215i,-0.0019221-0.025868i,-0.0054097-0.01078i,-0.0053471-0.004814i,-0.0029369-0.0033771i,-0.0013864-0.0055145i,-0.00033458-0.0095632i,-0.0039595-0.012984i,-0.012562-0.0030952i,-0.01776+0.022918i,-0.018759+0.045912i,-0.017376+0.045358i,-0.013818+0.026203i,-0.0082138+0.011044i,0.00030226+0.0065325i
0.081905-0.076587i,0.096083-0.099185i,0.016723-0.069863i,-0.098901+0.011918i,-0.12493+0.11245i,-0.068011+0.15491i,-0.023402+0.12499i,-0.0072192+0.078492i,0.0075101+0.040142i,0.016464+0.0076765i,0.014025-0.010237i,0.0088786-0.010906i,0.0074545-0.0051583i,0.0078694-0.002287i,0.0067982+0.0014251i,0.0072322+0.0034193i,0.0077713-0.0064737i,-0.0012306-0.025826i,-0.015201-0.040838i,-0.018137-0.039564i,-0.010961-0.027578i,-0.0066154-0.018137i,-0.0074212-0.010785i
0.090558+0.047141i,0.14254+0.062652i,0.18393+0.0066015i,0.19076-0.10784i,0.12853-0.18821i,0.039665-0.18607i,-0.0082441-0.13241i,-0.018323-0.075102i,-0.018794-0.031334i,-0.01369-0.0065367i,-0.0084614+0.0015162i,-0.0078803+0.0046319i,-0.0093466+0.0070759i,-0.011438+0.0060875i,-0.011693+0.0012979i,-0.0098849-0.0025088i,-0.0047145+0.0031257i,0.0086203+0.014425i,0.022466+0.017081i,0.024341+0.0098465i,0.018017+0.0030997i,0.013634+0.00011701i,0.0092933-0.0014153i
-0.033141+0.10448i,-0.067619+0.17217i,-0.083175+0.22273i,-0.062926+0.25712i,-0.012705+0.25796i,0.043344+0.20446i,0.062832+0.13095i,0.04976+0.074162i,0.033192+0.033988i,0.016748+0.010797i,0.0047668+0.0024132i,-0.0026197-0.001494i,-0.0069165-0.0050411i,-0.0025412-0.0065006i,0.0061089-0.0049954i,0.012227-0.0049214i,0.0077953-0.011022i,-0.0058763-0.018374i,-0.015381-0.019801i,-0.01193-0.012867i,-0.0032876-0.0027148i,0.0014653+0.0011086i,0.0029513-0.0022694i
-0.097622-0.024268i,-0.15272-0.069893i,-0.1389-0.13375i,-0.09655-0.1989i,-0.1011-0.22147i,-0.11789-0.17037i,-0.099669-0.099236i,-0.066471-0.052657i,-0.040389-0.019242i,-0.021054-0.00091619i,-0.0091718+3.2881e-05i,-0.0027924-0.0057668i,0.00022021-0.010039i,0.00098412-0.0081294i,-0.00097481-0.004044i,-0.0030286+0.0016195i,0.0022127+0.0082456i,0.016737+0.01047i,0.028941+0.0099196i,0.025231+0.010191i,0.011809+0.011017i,0.0027867+0.012625i,0.0001376+0.013785i
0.0093339-0.093683i,0.032669-0.12623i,0.058784-0.052296i,0.090239+0.082812i,0.12693+0.13957i,0.13601+0.10164i,0.10494+0.052857i,0.06612+0.023748i,0.034928-0.0002967i,0.014989-0.015663i,0.010088-0.019626i,0.011272-0.016883i,0.01115-0.01225i,0.0085333-0.0096468i,0.0063046-0.0056629i,0.0045024-0.0021623i,-0.0031783-0.0019718i,-0.0157+0.0034129i,-0.024333+0.011168i,-0.022797+0.0093545i,-0.015158+0.0020608i,-0.0088854-0.0046685i,-0.0028443-0.0077553i
0.080243-0.00098687i,0.10651-0.0063514i,0.052015-0.043404i,-0.059756-0.1073i,-0.13998-0.12321i,-0.14932-0.072465i,-0.11697-0.023195i,-0.075328+0.0015635i,-0.035131+0.013869i,-0.0069212+0.011592i,0.0035919+0.0065078i,0.0044745+0.0066518i,0.0031413+0.0082568i,0.0017618+0.010243i,-0.00051575+0.011316i,-0.0013142+0.0094811i,0.0035678+0.0026221i,0.011029-0.0087278i,0.013045-0.018098i,0.0070175-0.018222i,-0.00056989-0.011883i,-0.0034872-0.0043574i,-0.0039961+0.0009049i
0.017994+0.067985i,0.032102+0.10615i,0.073947+0.12018i,0.15552+0.11102i,0.20374+0.075033i,0.17796+0.021216i,0.12241-0.013167i,0.071896-0.020101i,0.029275-0.017032i,0.0049584-0.0075124i,-0.0014964+0.0010914i,-0.0031307+0.0032303i,-0.0047875+0.0026442i,-0.0043082+2.9743e-05i,-0.0010814-0.0064344i,0.00048842-0.012396i,-0.0029872-0.009142i,-0.0050707+0.0016664i,-0.0016297+0.0080481i,0.0044853+0.0043796i,0.0095662-0.0029798i,0.01021-0.0081014i,0.007716-0.009771i
-0.057825+0.03451i,-0.10164+0.03864i,-0.1453+0.025435i,-0.193+0.016767i,-0.21072+0.023847i,-0.16652+0.040998i,-0.10587+0.045579i,-0.061111+0.035981i,-0.027558+0.024715i,-0.0078307+0.015248i,-0.0016373+0.0075707i,-0.0018139-0.00060313i,-0.0035233-0.0059529i,-0.0028137-0.0059982i,0.00085885-0.0035866i,0.0048568-0.00061554i,0.0064122-9.9139e-05i,0.004583-0.0031768i,0.0028833-0.0053626i,0.0026998-0.00090204i,0.0020127+0.0074634i,0.0017474+0.012419i,0.0022227+0.011447i
-0.04253-0.052324i,-0.044066-0.086362i,0.011236-0.093123i,0.10441-0.084387i,0.15614-0.088491i,0.12629-0.090452i,0.070142-0.076223i,0.028659-0.054116i,0.00089665-0.033654i,-0.0093513-0.021713i,-0.0071854-0.018608i,-4.3338e-05-0.01676i,0.0064473-0.013707i,0.0059727-0.0083346i,0.0048718-0.001872i,0.0056547+0.0022026i,0.0043787+0.005342i,0.0043321+0.009505i,0.0057699+0.010923i,0.004318+0.0064417i,0.00047733-0.0005136i,-0.0028301-0.0035484i,-0.0027487-0.0029223i
0.036253-0.048123i,0.058513-0.055695i,0.019263-0.015115i,-0.068463+0.055802i,-0.11091+0.10343i,-0.085199+0.10512i,-0.046128+0.08358i,-0.018124+0.05716i,0.0028262+0.026417i,0.011327+0.0035652i,0.011528-0.0021147i,0.011027+0.0011441i,0.0093504+0.0038439i,0.0057236+0.00473i,0.0035102+0.0073319i,0.0048774+0.0094342i,0.006114+0.0047661i,0.0024505-0.0016285i,-0.0030022-0.0032592i,-0.0049303+0.00012068i,-0.0052412+0.0046879i,-0.0042561+0.0054441i,-0.0013075+0.0023698i
0.046739+0.033483i,0.068525+0.05247i,0.077843+0.019652i,0.088616-0.067348i,0.089556-0.12727i,0.059879-0.12477i,0.024193-0.095367i,0.002705-0.059354i,-0.0046564-0.025248i,-0.0027858-0.0042567i,-0.0019214+0.0045791i,-0.0023233+0.0069103i,-0.0022763+0.0046084i,-0.0024635+0.00039592i,-0.0032544-0.0030357i,-0.0056106-0.0036634i,-0.0058781-0.0016341i,-0.0021316-0.00051455i,0.0012141-0.002179i,0.00085367-0.0058185i,-0.0018659-0.0097106i,-0.0039831-0.0095799i,-0.003786-0.004253i
-0.016462+0.036123i,-0.038736+0.053945i,-0.053535+0.072327i,-0.050047+0.11689i,-0.034591+0.15066i,-0.0095456+0.1292i,0.01097+0.083889i,0.014954+0.045438i,0.010407+0.01618i,0.0059054+0.002493i,0.0045118-0.0014267i,0.0026713-0.0037152i,0.0001935-0.0020594i,-0.001141+0.0012842i,-0.0014471+0.0027238i,-0.00093033+0.0018703i,-0.00046982+0.0011147i,0.00048823+0.0028636i,0.002912+0.0043488i,0.0058365+0.0035261i,0.0092249+0.0018931i,0.011018-0.00082683i,0.0087287-0.004103i
-0.031854-0.0034804i,-0.037966-0.021606i,-0.024001-0.057899i,-0.016875-0.10696i,-0.024025-0.13419i,-0.033187-0.11413i,-0.037562-0.074227i,-0.033979-0.038515i,-0.022679-0.012859i,-0.011435-0.0027785i,-0.006484-0.0031167i,-0.0028829-0.0058557i,0.00038411-0.0083706i,-0.00078623-0.0073631i,-0.0028054-0.0030607i,-0.0032988+0.00049311i,-0.003186+0.0030754i,-0.0024805+0.0061987i,-0.0015039+0.0075034i,-0.0018687+0.005542i,-0.0038916+0.0039826i,-0.0053941+0.0053624i,-0.0044208+0.0068791i
-0.0048949-0.035892i,-0.0036401-0.042247i,0.0060345-0.0066707i,0.026003+0.057504i,0.049288+0.099367i,0.059788+0.090669i,0.055327+0.057783i,0.040972+0.027454i,0.02369+0.0039693i,0.010964-0.009014i,0.0052361-0.011214i,0.0055638-0.0056304i,0.0076978+3.7506e-05i,0.0080252+0.0018391i,0.0079893+0.002459i,0.0098488+0.00067171i,0.0097422-0.0033545i,0.0047362-0.0076584i,-0.00060674-0.009811i,-0.0012606-0.0069699i,0.0016174-0.0041176i,0.0037073-0.0051261i,0.00226-0.0065137i
0.029664-0.0094987i,0.048427-0.012061i,0.032942-0.02885i,-0.020285-0.064145i,-0.066407-0.081292i,-0.074668-0.064732i,-0.059731-0.03785i,-0.037302-0.015043i,-0.013095-0.00032006i,0.0018606+0.0048301i,0.0058227+0.0056408i,0.0041378+0.0052032i,-0.00076013+0.0027499i,-0.0060055-0.00077569i,-0.0080606-0.0022552i,-0.0063694-0.00048038i,-0.0038732+0.0016548i,-0.00043802+0.003677i,0.0020558+0.0056641i,0.00044523+0.0060323i,-0.0035565+0.0062127i,-0.0054012+0.0078458i,-0.0034499+0.0074895i
0.010663+0.033298i,0.0086364+0.05893i,0.019527+0.073i,0.057514+0.070554i,0.08873+0.057324i,0.089157+0.03408i,0.069225+0.011543i,0.037548-0.00080222i,0.012019-0.0020682i,0.0024844-0.0013483i,0.00066002-0.0035848i,-8.1904e-05-0.0036903i,0.00074798-0.0016067i,0.0026065-0.00027707i,0.004317+0.00082429i,0.0037028+0.00066295i,-2.5829e-05-0.0017025i,-0.0039257-0.0042705i,-0.0054245-0.0059524i,-0.0035369-0.0067347i,-0.0012012-0.0093747i,-0.00104-0.011863i,-0.00083739-0.0096889i
-0.022435+0.001377i,-0.04498-0.010579i,-0.061382-0.031081i,-0.079474-0.034519i,-0.097795-0.020231i,-0.090393-0.00050121i,-0.065038+0.012181i,-0.038757+0.0133i,-0.016953+0.0089654i,-0.0057651+0.0044899i,0.00024766+0.0022119i,0.0046143-0.00064979i,0.0037106-0.0023622i,-0.00072362-0.00056092i,-0.0063865+0.0045249i,-0.0074052+0.0086846i,-0.0015468+0.0099898i,0.0070639+0.010059i,0.012447+0.0083101i,0.011113+0.0062962i,0.0074254+0.0058115i,0.0054791+0.0056416i,0.0034491+0.0041907i
-0.0096069-0.0081453i,-0.00040487-0.0094337i,0.030776+0.0017299i,0.067387+0.0046602i,0.084322-0.011419i,0.075933-0.024151i,0.055784-0.025074i,0.031243-0.019186i,0.011713-0.010838i,0.002355-0.006012i,-0.0017672-0.0023067i,-0.001164+0.0017556i,0.002607+0.00028721i,0.0045592-0.0050466i,0.0042361-0.0086538i,0.0027501-0.0089618i,-0.0024587-0.0076705i,-0.010534-0.0044286i,-0.015983+0.00031176i,-0.014957+0.0014911i,-0.010042-0.0010392i,-0.0064251-0.0031382i,-0.0047441-0.002987i
0.0027358-0.018136i,-0.0049662-0.025344i,-0.028419-0.019817i,-0.058394-0.00095876i,-0.071084+0.021972i,-0.059674+0.038744i,-0.037552+0.03937i,-0.015772+0.024547i,-0.00027186+0.0091106i,0.0058249+0.0012575i,0.0054894-0.00098768i,0.0026974-0.00024425i,0.00016005+0.0021677i,-0.0011466+0.0039511i,-0.00099809+0.0043946i,0.0020332+0.0032707i,0.0066814-0.0012718i,0.0097822-0.0078933i,0.010686-0.012559i,0.0089262-0.010162i,0.0065091-0.0028123i,0.0058311+0.0013771i,0.0041829+0.0011554i
0.019465+0.002502i,0.036952+0.008979i,0.054612+0.0084694i,0.067667-0.010406i,0.060675-0.038104i,0.039397-0.05259i,0.0198-0.046482i,0.0048513-0.02681i,-0.0019342-0.0070374i,-0.00083593+0.0021738i,0.0010966+0.0022845i,0.00090246+9.2728e-05i,7.4361e-06-0.0024072i,-0.00088451-0.0059816i,-0.0015765-0.0086947i,-0.0040445-0.0082338i,-0.0078664-0.0034561i,-0.0092092+0.0047423i,-0.007265+0.010666i,-0.0050719+0.0099978i,-0.0054826+0.0062368i,-0.0059621+0.0034661i,-0.0041412+0.0024853i
-0.0061942+0.018476i,-0.026511+0.027494i,-0.050462+0.036807i,-0.055353+0.048783i,-0.037992+0.056205i,-0.015864+0.058449i,-0.0044807+0.051785i,-0.0033638+0.032337i,-0.0037288+0.014868i,-0.001289+0.0066157i,0.002166+0.0018638i,0.0037658-0.0014338i,0.0039718-0.0017035i,0.0050882+0.0012297i,0.0060747+0.0056048i,0.0068464+0.0069189i,0.0073441+0.0016828i,0.0070694-0.0074387i,0.0056131-0.013964i,0.0031001-0.012782i,0.0017022-0.0094864i,0.0016363-0.0078046i,0.0013306-0.0054387i
-0.0053991-0.0034048i,0.00068919-0.024028i,0.018552-0.045891i,0.029724-0.058353i,0.018937-0.063968i,-0.0023902-0.060192i,-0.012333-0.045615i,-0.0092271-0.025745i,-0.0047363-0.010868i,-0.0028195-0.0036406i,0.00022431+0.0016429i,0.0039679+0.0043591i,0.0033204+0.002224i,-0.002237-0.0013424i,-0.0073274-0.001692i,-0.0067172+0.0023709i,-0.0017985+0.0085129i,0.002522+0.01461i,0.0050001+0.01823i,0.0046553+0.015084i,0.0022103+0.0080691i,5.5561e-05+0.0034885i,-0.001705+0.0019508i
-0.0041746-0.00034661i,-0.0036948+0.0096628i,-0.0094704+0.034844i,-0.013224+0.057642i,0.0001566+0.058659i,0.019759+0.047735i,0.02511+0.034406i,0.01653+0.016811i,0.0072058+0.0021812i,0.0026957-0.0040184i,-0.0009795-0.0044614i,-0.0027989-0.0016197i,0.00062297+0.0010225i,0.0052382+0.00055317i,0.0066399-0.00098589i,0.0057667-0.0016821i,0.0021533-0.0047732i,-0.0059333-0.011319i,-0.01381-0.014252i,-0.013066-0.011197i,-0.0058278-0.0084291i,-0.00043359-0.0066294i,0.0015192-0.0043811i
0.0060196-0.010008i,0.0076143-0.023863i,0.0035813-0.046582i,-0.0045473-0.060889i,-0.015879-0.053357i,-0.03166-0.035542i,-0.035454-0.022467i,-0.022298-0.011798i,-0.0062665-0.0025943i,0.0026737+0.00094933i,0.0047298+0.00030488i,0.00395-0.00043097i,0.0015969-1.2245e-05i,-0.002009+0.001037i,-0.0067971+0.0012908i,-0.0094222+0.00048822i,-0.005254+0.0010869i,0.0047945+0.0029346i,0.014217+0.0028244i,0.016007+0.0018269i,0.012249+0.0030001i,0.0076323+0.0042726i,0.0039203+0.0034961i
0.0083174+0.0067783i,0.01512+0.022283i,0.018712+0.043556i,0.022856+0.055785i,0.03034+0.04377i,0.037168+0.021634i,0.032871+0.011078i,0.016791+0.009501i,0.0031849+0.0083744i,-0.00038322+0.005442i,0.00025066+0.00211i,0.00041923-0.00027935i,0.0010203-0.0018621i,0.0031162-0.0045747i,0.0046679-0.0085798i,0.0022091-0.010903i,-0.0047184-0.0091581i,-0.012497-0.0045339i,-0.015651-0.00072331i,-0.01316+0.0020849i,-0.0095303+0.0032724i,-0.0064282+0.0017179i,-0.0021744+0.00023615i
-0.0057053+0.0063154i,-0.017357-0.0030878i,-0.033431-0.024707i,-0.042216-0.039572i,-0.039001-0.029971i,-0.037038-0.0078209i,-0.033685+0.0041561i,-0.021764+0.0040204i,-0.01096+0.0010476i,-0.0056816+0.0005335i,-0.0014415+0.001347i,0.0028005+0.0014558i,0.0031075+0.0024963i,0.00063942+0.0052745i,0.00093435+0.0078816i,0.0054216+0.0069608i,0.010719+0.0026362i,0.015564-0.0039843i,0.0174-0.0099264i,0.012969-0.0099976i,0.0066192-0.0072931i,0.0021782-0.0052185i,-0.0017233-0.002157i
0.00064108-0.0055209i,0.013816-0.0050735i,0.034673+0.0030239i,0.045527+0.015023i,0.040771+0.011916i,0.034015-0.0066361i,0.027802-0.01639i,0.016189-0.012415i,0.0044822-0.0091289i,-0.0018962-0.0083135i,-0.0037746-0.0035218i,-0.0028668+0.0024103i,-0.0006711+0.0019711i,-0.00012111-0.0024205i,-0.00054111-0.0041381i,0.00085091-0.0011817i,0.0011983+0.0031145i,-0.0024941+0.0087972i,-0.0073274+0.014564i,-0.0072559+0.014043i,-0.0036476+0.0080903i,-0.0018488+0.0033951i,-0.0016228+0.00031847i
