-0.0029725+0.00049693i,-0.0019559+0.0010825i,-0.0018738+0.00020403i,-0.0016992-1.3868e-05i,-0.0010424+0.00054929i,-0.00049601+0.0010849i,0.00014901+0.0010396i,0.00018654+0.0006351i,0.00018883+0.00026157i,0.0004519+9.0302e-05i,0.00030171+0.00034229i,3.9254e-05+0.00032163i,-0.00020058+2.7872e-05i,-0.00045244+0.00036185i,-0.00021259+0.00049861i,0.00010192+0.00011555i,-0.00040491-0.00025975i,-0.00050373-0.0001307i,-0.0001668+0.00097549i,6.1541e-05+0.00058353i,0.00058573-0.00053292i,0.00034218-0.00040924i,0.00052512+0.00021143i
0.23848-0.89244i,0.26522-0.89047i,0.39437-0.42773i,0.46259+0.070973i,0.35163+0.29215i,0.1981+0.23075i,0.1467+0.0032203i,0.20165-0.15037i,0.23482-0.12125i,0.10448-0.0037909i,-0.12414+0.098233i,-0.28247+0.18401i,-0.26465+0.2513i,-0.11531+0.22702i,-0.0082102+0.12502i,0.010716+0.064984i,0.041169+0.05625i,0.085981+0.046109i,0.091514+0.051936i,0.067292+0.078657i,0.042932+0.085891i,0.029509+0.063842i,0.025906+0.051567i
0.59519-0.027793i,0.49555+0.052722i,0.14958+0.07315i,-0.24864-0.098529i,-0.49572-0.1764i,-0.36338+0.016164i,0.041424+0.19661i,0.17214+0.18441i,-0.10757+0.11951i,-0.38129+0.10966i,-0.39821+0.11074i,-0.29929+0.073479i,-0.22811+0.073434i,-0.131+0.12637i,-0.0035638+0.10368i,0.055525+0.0094136i,0.056145-0.053821i,0.033562-0.06989i,-0.036934-0.038015i,-0.099734+0.029043i,-0.083202+0.068803i,-0.029809+0.064996i,-0.0054287+0.063171i
0.031585+0.12748i,-0.27126-0.016712i,-0.4259-0.082338i,-0.13092-0.10453i,0.2329-0.24222i,0.20884-0.34724i,-0.042251-0.24071i,-0.071607-0.17882i,0.095986-0.32625i,0.085949-0.39435i,-0.073004-0.17923i,-0.13858+0.09354i,-0.11057+0.18031i,-0.079437+0.13516i,-0.05052+0.11009i,0.030885+0.1143i,0.11159+0.070226i,0.092688-0.0039571i,0.0045787-0.061786i,-0.055758-0.084743i,-0.040712-0.057179i,0.011443-0.027904i,0.030454-0.025008i
1.0307+7.0595i,3.8497+6.0011i,6.7952+4.9009i,7.0761+2.0519i,5.4101-0.93276i,2.5487-2.5512i,-0.021065-1.65i,-0.71905+0.32847i,0.22124+1.4658i,1.2156+1.0243i,0.94701-0.059098i,-0.087231-0.56187i,-0.97891-0.35432i,-1.3945+0.25933i,-1.1859+0.78686i,-0.5928+0.917i,-0.012358+0.65027i,0.20409+0.15147i,0.017362-0.18822i,-0.26955-0.19088i,-0.41335-0.067568i,-0.35377+0.027316i,-0.15326+0.026652i
0.083519+0.56263i,0.33117+0.71644i,0.30846+0.50826i,0.094171+0.17717i,0.044986-0.085002i,0.13505-0.28035i,0.15985-0.32311i,0.11351-0.25049i,0.039929-0.18487i,-0.01135-0.076684i,0.027571+0.079103i,0.11691+0.16283i,0.14828+0.12725i,0.09401+0.048111i,0.032465-0.0060651i,0.012455-0.048687i,-0.015773-0.07812i,-0.055734-0.067611i,-0.066367-0.030824i,-0.049299+0.014074i,-0.007902+0.053744i,0.03002+0.06339i,0.03148+0.051373i
-0.56976+0.070795i,-0.67841+0.16255i,-0.43226+0.0076368i,-0.13508-0.29471i,-0.10741-0.46834i,-0.24769-0.3525i,-0.27953-0.074153i,-0.17907+0.092463i,-0.11433+0.14969i,-0.015192+0.19876i,0.17193+0.14666i,0.24542+0.031851i,0.19489-0.0036622i,0.17193-0.0087387i,0.18391-0.04875i,0.16474-0.10553i,0.092098-0.11331i,0.026019-0.046992i,0.026411+0.010634i,0.049217+0.0062189i,0.037157-0.0055472i,0.0078453+0.0076638i,-0.0069127+0.011072i
-0.071843-0.39426i,-0.10622-0.44007i,-0.010013-0.25347i,0.075363+0.046654i,0.10261+0.29795i,0.14244+0.33122i,0.11067+0.15088i,-0.010406+0.058246i,-0.060675+0.090357i,-0.048929+0.054143i,-0.058545-0.0030359i,-0.0040873-0.031571i,0.0719-0.078548i,0.058737-0.084615i,0.018359-0.044969i,0.014796-0.028535i,0.023732-0.025407i,0.032117-0.03609i,0.022124-0.067337i,-0.015426-0.080831i,-0.056065-0.060415i,-0.073795-0.020579i,-0.07432+0.011914i
0.17037+0.00034537i,0.16271+0.092592i,0.069297+0.23757i,-0.085771+0.24919i,-0.22053+0.12913i,-0.24755+0.10878i,-0.15647+0.28011i,-0.045405+0.44866i,0.031245+0.38517i,0.051811+0.10658i,-0.0020473-0.18897i,-0.12367-0.33618i,-0.21551-0.28789i,-0.1931-0.14877i,-0.13068-0.05267i,-0.10079-0.0014285i,-0.064489+0.036298i,-0.026334+0.04047i,-0.026465+0.01774i,-0.041363+0.0054851i,-0.027957+0.01182i,0.013873+0.014063i,0.044539+0.012482i
0.014491-0.020662i,-0.017501-0.0597i,0.013919-0.0052588i,0.14807+0.067367i,0.23202+0.10154i,0.20067+0.11232i,0.20671+0.066187i,0.29822-0.036606i,0.33261-0.12885i,0.17211-0.16826i,-0.078449-0.099494i,-0.18896+0.036854i,-0.14097+0.10865i,-0.065055+0.10843i,-0.02422+0.096756i,-0.014271+0.08948i,-0.01564+0.078693i,-0.0031237+0.067979i,0.030951+0.066666i,0.068811+0.056247i,0.068017+0.020923i,0.031011-0.0072906i,0.014745-0.019199i
0.089063-0.0066626i,0.12035-0.12237i,0.033408-0.2093i,0.021496-0.19772i,0.13712-0.19912i,0.14537-0.26694i,-0.0196-0.26777i,-0.1539-0.19261i,-0.14469-0.10855i,-0.020079+0.016438i,0.15356+0.12681i,0.24018+0.099863i,0.16997-0.0072471i,0.063468-0.073024i,0.027485-0.084627i,0.04776-0.069917i,0.072795-0.059265i,0.066566-0.070763i,0.020921-0.083414i,-0.041241-0.07155i,-0.079738-0.034021i,-0.07698+0.0093576i,-0.056584+0.025712i
-0.04739+0.096624i,0.015722+0.15615i,0.039051+0.15006i,0.00082817+0.17548i,-0.057382+0.22653i,-0.082664+0.21382i,-0.031779+0.13269i,0.037587+0.052013i,0.066929+0.0090704i,0.072827-0.051462i,0.034367-0.12118i,-0.024954-0.097427i,-0.032287-0.0099137i,-0.010722+0.044846i,-0.002966+0.060453i,-0.021226+0.052417i,-0.061159+0.037753i,-0.090155+0.03791i,-0.072269+0.048651i,-0.0085147+0.052664i,0.053736+0.032672i,0.064206+0.0019139i,0.033661-0.00402i
0.01533-0.027724i,0.094008+0.020765i,0.18246-0.067216i,0.18055-0.21274i,0.20771-0.2437i,0.29322-0.19317i,0.28469-0.14308i,0.17225-0.10787i,0.036919-0.056664i,-0.043102+0.045167i,-0.029178+0.12234i,0.021115+0.082528i,0.027266-0.015207i,-0.015291-0.066393i,-0.054657-0.049782i,-0.055459-0.012299i,-0.010991+0.0081343i,0.065577+0.0025218i,0.12012-0.028614i,0.10119-0.059897i,0.039201-0.060851i,-0.0027294-0.039418i,-0.008973-0.022916i
-0.081476+0.07175i,-0.1937+0.20509i,-0.16736+0.22843i,-0.14367+0.057347i,-0.27843-0.11313i,-0.38809-0.13635i,-0.34947-0.076822i,-0.2394-0.026663i,-0.10397-0.030054i,0.013912-0.091468i,0.04178-0.15467i,0.0078858-0.15073i,-0.018474-0.099532i,-0.037584-0.046746i,-0.04371-0.0040284i,-0.030085+0.010033i,-0.028623+0.0059705i,-0.037255+0.010642i,-0.036896+0.029062i,-0.028453+0.048471i,-0.010865+0.052303i,0.0067407+0.041387i,0.0099948+0.025082i
-0.087937-0.2516i,-0.23418-0.41713i,-0.15052-0.31892i,0.14521-0.083401i,0.33899+0.094937i,0.33446+0.24951i,0.25397+0.35592i,0.20576+0.36997i,0.18626+0.27879i,0.12227+0.1446i,0.050073+0.087058i,0.049419+0.095684i,0.10292+0.095716i,0.15882+0.059096i,0.17411+0.0051463i,0.14707-0.029795i,0.10676-0.039728i,0.052185-0.020851i,-0.0011038+0.016846i,-0.016872+0.032309i,-0.01456+0.017523i,-0.021407-0.0022776i,-0.022201-0.013994i
0.37578-0.046988i,0.46974-0.13962i,0.19852-0.0097667i,-0.15165+0.20491i,-0.26326+0.16971i,-0.23024-0.079687i,-0.15664-0.26144i,-0.080704-0.25604i,-0.01751-0.13136i,0.05215-0.025842i,0.088143-0.0061877i,0.0727-0.021807i,0.028358-0.028706i,-0.029844-0.010664i,-0.064906+0.019572i,-0.060251+0.032403i,-0.038673+0.024164i,-0.01779-0.0078615i,-0.0062284-0.049249i,-0.01111-0.070785i,-0.026112-0.069961i,-0.039943-0.05568i,-0.044608-0.030664i
0.026026+0.4483i,0.15521+0.51804i,0.17622+0.24361i,0.12541-0.092591i,0.095595-0.14979i,0.07667+0.019641i,0.038866+0.17025i,-0.013381+0.1613i,-0.073863+0.053544i,-0.12342+0.0063929i,-0.12152+0.033561i,-0.094672+0.036451i,-0.094684+0.014687i,-0.092432+0.0098312i,-0.064877+0.0087146i,-0.039147+0.001039i,-0.02431-0.0024357i,-0.011302-0.00078846i,-0.0012791-0.001479i,0.0090442-0.0003243i,0.030994+0.0041561i,0.055845+0.00049091i,0.056275-0.008003i
-0.37602-0.060685i,-0.42553-0.11863i,-0.31026-0.22341i,-0.13263-0.24217i,0.03472-0.22081i,0.13079-0.25759i,0.1004-0.29017i,0.0073197-0.21087i,-0.034869-0.064783i,-0.0037208+0.017977i,0.020343+0.012191i,0.012255-0.0026733i,0.021676+0.0022931i,0.033679-0.0039221i,0.025343-0.010426i,0.017899-0.0055343i,0.017987+0.0014748i,0.031725+0.013499i,0.051409+0.02207i,0.052932+0.023613i,0.036187+0.026716i,0.017799+0.02528i,0.0067342+0.013257i
0.029283-0.13896i,0.14777-0.019126i,0.24244+0.15357i,0.15627+0.30948i,-0.015952+0.45135i,-0.14603+0.48734i,-0.2065+0.37808i,-0.19333+0.21351i,-0.12298+0.061535i,-0.063683-0.048579i,-0.035748-0.094832i,-0.013939-0.1039i,-0.012504-0.098365i,-0.020932-0.06529i,-0.0093525-0.024792i,0.0094458-0.0038172i,0.011418+0.0057238i,-0.015348+0.012944i,-0.04278+0.021669i,-0.040806+0.024112i,-0.030561+0.014645i,-0.027962+0.010907i,-0.019568+0.013961i
-0.09276-0.023314i,-0.2823+0.10403i,-0.3636+0.16102i,-0.29073+0.021847i,-0.15496-0.1657i,0.0056044-0.2411i,0.13134-0.18937i,0.1426-0.10199i,0.075614-0.038119i,0.022783+0.0061261i,0.012439+0.03874i,0.023304+0.059083i,0.047185+0.056825i,0.063665+0.031427i,0.053553+0.013599i,0.034771+0.012305i,0.022181+0.0067487i,0.01453-0.0023744i,0.012173-0.011161i,0.011574-0.022772i,0.009084-0.02921i,0.0050889-0.031643i,-0.0010853-0.026463i
0.13471-0.21552i,0.14052-0.34239i,0.22519-0.28944i,0.32936-0.15005i,0.25819-0.060175i,0.059288+0.0018065i,-0.076358+0.045461i,-0.072701+0.053786i,-0.00051697+0.044656i,0.046119+0.029446i,0.056769+0.0039424i,0.05074-0.037358i,0.012012-0.060075i,-0.045358-0.037038i,-0.07921-0.0062471i,-0.087845+0.0026215i,-0.09018-0.00071159i,-0.076598-0.0047952i,-0.042779+0.0030848i,-0.0073628+0.02048i,0.012451+0.026066i,0.015054+0.015487i,0.0079692-0.00095677i
0.19315+0.11241i,0.19174+0.079942i,0.049205+0.041396i,-0.063498-0.0024776i,-0.052901-0.050168i,0.017554-0.064838i,0.064317-0.05666i,0.051343-0.061603i,0.0094615-0.067226i,-0.021121-0.06068i,-0.049207-0.029854i,-0.053233+0.021474i,-0.0096321+0.034919i,0.030661-0.0075054i,0.040171-0.040971i,0.048984-0.037874i,0.065817-0.025484i,0.064194-0.015237i,0.03152-0.0066806i,-0.0042719+0.0054684i,-0.013648+0.016855i,-0.0037302+0.018718i,0.0038806+0.0151i
-0.052647+0.10044i,-0.093488+0.021657i,-0.18127-0.035456i,-0.20736+0.047847i,-0.15021+0.12901i,-0.12408+0.099617i,-0.15919+0.034365i,-0.17057-0.0031625i,-0.13078-0.013736i,-0.062124-0.019929i,0.00049666-0.035148i,0.026871-0.03786i,0.026853-0.010221i,0.034751+0.025714i,0.044645+0.035726i,0.027473+0.017853i,-0.0076583-0.0077327i,-0.039125-0.027194i,-0.061604-0.032559i,-0.072192-0.024302i,-0.068512-0.010082i,-0.050346+0.0024341i,-0.020753+0.0024096i
0.02703+0.14496i,0.20135+0.16195i,0.23959+0.029003i,0.044835-0.073196i,-0.093047-0.041693i,-0.036356-0.012571i,0.04112-0.043992i,0.046944-0.043204i,0.031993+0.0019179i,0.026881+0.03924i,0.0068186+0.034728i,-0.036635+0.016569i,-0.062389+0.018065i,-0.063363+0.026041i,-0.053567+0.035161i,-0.01993+0.051364i,0.02424+0.060693i,0.053665+0.041927i,0.0652-0.0045116i,0.058996-0.04948i,0.038075-0.070481i,0.014162-0.063772i,-0.0015638-0.033474i
-0.35093+0.08838i,-0.39635+0.3218i,-0.10971+0.40731i,0.20343+0.19837i,0.21536-0.028419i,0.081606-0.049401i,0.028177+0.012904i,0.055215+0.031196i,0.089587-0.0093053i,0.086111-0.056265i,0.081708-0.066366i,0.088967-0.078443i,0.065186-0.10592i,0.021796-0.11415i,-0.015366-0.10207i,-0.058389-0.089402i,-0.091756-0.073771i,-0.075708-0.037374i,-0.01754+0.0054492i,0.035871+0.02473i,0.058835+0.023455i,0.055557+0.012472i,0.036902-0.0073179i
-0.056181-0.5456i,-0.25427-0.73483i,-0.34094-0.50996i,-0.17974-0.13873i,0.016512+0.0030914i,0.05426-0.0058984i,0.024681-0.011122i,-0.0027737-0.0022313i,-0.028002+0.02931i,-0.038934+0.044785i,-0.050444+0.022231i,-0.047903+0.0033325i,-0.01565+0.0017001i,0.013701+0.006219i,0.030399+0.0090855i,0.048414+0.0091347i,0.051679+0.0089026i,0.024968+0.010735i,-0.011203+0.019475i,-0.033698+0.032926i,-0.035546+0.042127i,-0.025175+0.039402i,-0.015812+0.030965i
0.55725+0.027037i,0.71571-0.051587i,0.44861-0.081598i,0.058158-0.014322i,-0.095562+0.054466i,-0.10087+0.042169i,-0.092235+0.014796i,-0.085638+0.01227i,-0.066976+0.02258i,-0.010392+0.03713i,0.061117+0.043766i,0.098144+0.050003i,0.099898+0.048704i,0.089512+0.024801i,0.075017-0.0048558i,0.059713-0.032672i,0.050735-0.060229i,0.028495-0.068875i,-0.014-0.043979i,-0.034903-0.0095192i,-0.028063+0.00066747i,-0.01828-0.0070466i,-0.0047548-0.0095838i
-0.011288+0.44763i,0.013758+0.48614i,-0.03442+0.1984i,-0.10049-0.088122i,-0.070145-0.17418i,0.021065-0.18919i,0.056187-0.17663i,0.052451-0.12824i,0.055831-0.077897i,0.055794-0.044837i,0.033516-0.029385i,-0.0042311-0.013023i,-0.013622+0.018632i,0.0029096+0.042715i,0.0063329+0.052102i,0.0014769+0.063478i,0.0062683+0.061735i,0.018271+0.020349i,0.022682-0.045847i,0.0049796-0.087834i,-0.020331-0.078098i,-0.024549-0.040839i,-0.013736-0.012098i
-0.27056+0.13063i,-0.12819+0.22538i,0.19676+0.17978i,0.31191+0.10289i,0.18487+0.15345i,0.10027+0.2346i,0.077484+0.19724i,0.030352+0.1023i,-0.0341+0.052154i,-0.072874+0.062694i,-0.052168+0.07821i,-0.024553+0.047314i,-0.055294+0.010098i,-0.093696+0.011667i,-0.088007+0.027455i,-0.05869+0.034277i,-0.02245+0.044442i,0.022668+0.052809i,0.060709+0.045587i,0.077104+0.030829i,0.077868+0.0055217i,0.061632-0.02039i,0.030727-0.027983i
-0.38868-0.17881i,-0.6243+0.011093i,-0.56743+0.25483i,-0.30759+0.22805i,-0.13615+0.021991i,-0.080386-0.095444i,-0.026161-0.089376i,0.013949-0.047807i,0.01243-0.021292i,-0.01301-0.012807i,-0.037269-0.012238i,-0.027692-0.012194i,0.017577-0.026615i,0.048993-0.062919i,0.044216-0.091812i,0.013371-0.098424i,-0.027794-0.082593i,-0.044095-0.037323i,-0.028655+0.0083241i,-0.012843+0.028196i,-0.0062332+0.036433i,-0.00042778+0.036958i,0.0044936+0.026012i
0.19143-0.58443i,0.052682-0.88808i,-0.10396-0.76121i,-0.05638-0.34608i,0.065423-0.055727i,0.048931+0.057242i,-0.028028+0.11188i,-0.047359+0.11275i,-0.026784+0.070554i,0.0035642+0.021499i,0.023872-0.0099605i,0.02188-0.012685i,0.014841+0.0099536i,0.024051+0.04531i,0.039167+0.066537i,0.05275+0.059473i,0.054122+0.037253i,0.018329+0.019661i,-0.028684+0.018897i,-0.042905+0.024581i,-0.030355+0.025494i,-0.014706+0.022656i,-0.0021897+0.014497i
0.66559+0.25744i,0.9592+0.22885i,0.79405+0.10098i,0.32897-0.011024i,0.010957-0.083393i,-0.043381-0.14916i,-0.0043319-0.17276i,0.015602-0.14587i,0.0051174-0.11333i,-0.016686-0.076475i,-0.020155-0.027616i,-0.00041497+0.012379i,0.013238+0.01979i,0.00069961+1.6221e-05i,-0.017659-0.018739i,-0.014728-0.025854i,0.006754-0.036645i,0.029669-0.055535i,0.038556-0.066716i,0.029884-0.065582i,0.010025-0.057625i,-0.0088792-0.041861i,-0.012729-0.013771i
-0.27309+0.57435i,-0.31698+0.7701i,-0.22335+0.59126i,-0.088062+0.25557i,-0.01456+0.12889i,0.037292+0.17911i,0.072453+0.18518i,0.064626+0.10951i,0.03933+0.038677i,0.019951+0.019921i,0.014756+0.01835i,0.00065011-0.0026736i,-0.029915-0.010551i,-0.032717+0.01649i,-0.010658+0.047626i,-0.0012244+0.071441i,-0.0022237+0.087526i,0.0043425+0.075663i,0.010738+0.041057i,0.0048619+0.017749i,0.0020842+0.016416i,0.0090699+0.019284i,0.0092538+0.0059991i
-0.43089-0.20444i,-0.54479-0.29698i,-0.45887-0.26964i,-0.28-0.12393i,-0.12455-0.040661i,-0.060658-0.063944i,-0.053274-0.079544i,-0.038397-0.040581i,-0.033166+0.0068912i,-0.047816+0.031134i,-0.054517+0.042157i,-0.030793+0.043322i,-0.002116+0.017845i,-0.0070357-0.017896i,-0.025677-0.038071i,-0.030809-0.048455i,-0.023301-0.046973i,-0.01157-0.01847i,0.0004528+0.016464i,0.012703+0.023968i,0.014136+0.0049198i,2.774e-05-0.014052i,-0.012262-0.010451i
0.0047715-0.29049i,0.044204-0.25999i,0.14604-0.11913i,0.20248-0.046706i,0.13649-0.017192i,0.034068+0.054492i,-0.019984+0.11116i,-0.03089+0.10427i,-0.010561+0.041534i,0.0044724-0.041195i,-0.0093854-0.084704i,-0.020182-0.067414i,0.0061241-0.034838i,0.045255-0.025485i,0.055116-0.024971i,0.032702-0.014357i,-0.0023026+0.00091367i,-0.030338+0.010711i,-0.041079+0.011337i,-0.036086+0.01476i,-0.019298+0.027617i,0.00081996+0.030559i,0.011393+0.014256i
0.28424-0.20376i,0.24191-0.27403i,0.083857-0.15189i,0.0060673+0.016256i,0.0098846+0.0016775i,-0.021287-0.11514i,-0.05387-0.13204i,-0.030334-0.070172i,0.012211-0.028368i,0.031062-0.01219i,0.025557+0.010775i,0.019403+0.037788i,0.012234+0.05479i,-0.0040846+0.068778i,-0.010489+0.069421i,0.0058191+0.041804i,0.028376+0.0015046i,0.031813-0.030855i,0.022776-0.0478i,0.015653-0.053537i,0.0028727-0.052089i,-0.011276-0.035479i,-0.015218-0.010504i
0.33328+0.36418i,0.5291+0.3966i,0.44879+0.20276i,0.13336+0.016695i,-0.069405+0.055334i,-0.031102+0.17036i,0.052229+0.16461i,0.047798+0.08079i,0.0070535+0.0204i,-0.011176-0.0047703i,-0.014861-0.023832i,-0.0293-0.036788i,-0.047866-0.029315i,-0.04917-0.022975i,-0.037063-0.02614i,-0.030457-0.014986i,-0.024756+0.0034791i,-0.0047297+0.0074981i,0.016231+0.0059452i,0.020574+0.010115i,0.017646+0.011821i,0.016624+0.0071332i,0.014791+0.0026987i
-0.46838+0.26718i,-0.70663+0.37343i,-0.66927+0.32035i,-0.3561+0.12428i,-0.092616-0.097905i,-0.041914-0.20676i,-0.061945-0.17309i,-0.036506-0.094219i,0.0078695-0.032658i,0.031404+0.0013105i,0.029905+0.0073783i,0.013923-0.0082495i,-0.0043608-0.03059i,-0.014816-0.030955i,-0.0099598-0.0091639i,0.0043796+0.0047657i,0.010392+0.012951i,0.0052487+0.032811i,-0.0010236+0.048107i,-0.0083753+0.039961i,-0.017671+0.0232i,-0.024292+0.010722i,-0.026807-0.0036605i
-0.097981-0.40968i,0.00057358-0.67501i,0.12839-0.72297i,0.14891-0.41966i,0.14615-0.02377i,0.14787+0.14074i,0.062411+0.11348i,-0.039895+0.085385i,-0.067784+0.077383i,-0.050463+0.042073i,-0.034286-0.0022732i,-0.013431-0.014177i,0.016261-0.0058023i,0.02538-0.01197i,0.012277-0.022655i,-0.0025371-0.022983i,-0.013449-0.024185i,-0.025181-0.030397i,-0.034327-0.028021i,-0.021411-0.015466i,0.0043741-0.010152i,0.016594-0.010906i,0.015979-0.0030465i
0.1949+0.038514i,0.33693+0.35177i,0.42408+0.61329i,0.3222+0.46218i,0.045241+0.097231i,-0.1707-0.090935i,-0.1719-0.090971i,-0.085545-0.060415i,-0.027574-0.051632i,0.004977-0.045326i,0.027286-0.025651i,0.035889-0.0068982i,0.032803-0.0028445i,0.03191-0.0051348i,0.028597-0.0023723i,0.017583+0.0069543i,0.010436+0.015343i,0.010207+0.0091397i,0.012771-0.012048i,0.0088968-0.02567i,-0.0013558-0.021026i,-0.0071681-0.012189i,-0.0091765-0.0093193i
0.033422-0.053414i,-0.21587-0.15694i,-0.48443-0.19626i,-0.45187-0.081124i,-0.1613+0.074376i,0.091842+0.13122i,0.15995+0.11138i,0.11558+0.078313i,0.066586+0.056976i,0.036923+0.044387i,0.0081702+0.035623i,-0.010798+0.034349i,-0.010718+0.045428i,-0.0019038+0.055539i,0.0029229+0.043151i,0.0031101+0.015514i,0.0047545-0.010504i,0.007212-0.02312i,0.0090316-0.01422i,0.0076043-0.0018305i,0.0058386+0.0025213i,0.0092837+0.0057135i,0.013134+0.0085771i
0.11501+0.17693i,0.24739+0.11682i,0.31834-0.0618i,0.20088-0.22048i,-0.028135-0.24869i,-0.16583-0.18109i,-0.15371-0.12908i,-0.090364-0.11715i,-0.060225-0.09295i,-0.04471-0.052303i,-0.026374-0.032088i,-0.027481-0.032482i,-0.047556-0.03535i,-0.058394-0.033507i,-0.046093-0.024338i,-0.027169-0.011086i,-0.014667+0.0090657i,0.0018713+0.028665i,0.018208+0.032253i,0.017429+0.023309i,0.0063982+0.012577i,-0.0042304+0.0026118i,-0.010981-0.0059503i
-0.25349+0.012143i,-0.36305-0.014043i,-0.34031+0.0022381i,-0.11152+0.073429i,0.18668+0.083513i,0.29022+0.0054131i,0.1685-0.037239i,0.028244-0.0059882i,-0.013773+0.022205i,-0.0059299+0.01542i,-0.0029402-0.0023619i,2.377e-05-0.013068i,0.012391-0.013735i,0.021731-0.004113i,0.025515+0.0068055i,0.025565+0.0022945i,0.012225-0.011737i,-0.015693-0.012407i,-0.041216-0.0031356i,-0.043577-0.0013698i,-0.030266-0.0034855i,-0.0172-0.0014274i,-0.0067833-0.0014574i
0.10991-0.12654i,0.34462-0.13138i,0.47592-0.097583i,0.27099-0.040463i,-0.077667+0.049748i,-0.23986+0.11071i,-0.19855+0.079328i,-0.11797+0.025099i,-0.072676+0.0055848i,-0.041443-0.0014034i,-0.0071386-0.016922i,0.015893-0.030675i,0.012062-0.035985i,-0.011839-0.034056i,-0.031341-0.020088i,-0.030076+0.0012158i,-0.015081+0.0070687i,0.0022756-0.0093292i,0.019096-0.028961i,0.032118-0.033421i,0.036234-0.028579i,0.026171-0.023704i,0.011811-0.012354i
-0.059766+0.096014i,-0.22393+0.34749i,-0.31253+0.5284i,-0.18783+0.39647i,-0.0013542+0.1009i,0.10092-0.051695i,0.15069-0.030022i,0.15731+0.0008026i,0.12445-0.017594i,0.0802-0.033942i,0.047773-0.017311i,0.036934+0.0041398i,0.043091+0.0047155i,0.053816-0.0094861i,0.04992-0.023324i,0.032049-0.024274i,0.021031-0.014449i,0.017685-0.001867i,0.013333+0.0083226i,0.0021131+0.010825i,-0.0099242+0.012682i,-0.0063886+0.01361i,0.0034992+0.0048323i
0.034483-0.17674i,-0.072838-0.45984i,-0.19149-0.63639i,-0.21305-0.48218i,-0.15236-0.17182i,-0.091757+0.0037068i,-0.066994+0.0063378i,-0.049884-0.039025i,-0.030673-0.03994i,-0.012198-0.010407i,-0.0020459+0.0080674i,-0.00075441+0.017408i,-0.0017482+0.027137i,-0.0075065+0.034588i,-0.0072948+0.032659i,-0.0031481+0.018898i,-0.0048885+0.006061i,-0.0049008+0.003557i,-0.0011086+0.0092233i,0.0066321+0.015337i,0.014684+0.013622i,0.013361+0.01013i,0.0053916+0.0088241i
0.13986+0.13188i,0.31004+0.15282i,0.39766+0.12905i,0.33562+0.05407i,0.23626-0.055701i,0.14501-0.13433i,0.05409-0.12643i,-0.00488-0.062461i,-0.025972-0.02099i,-0.02278-0.009969i,-0.01252-0.0016175i,-0.0079991+0.0068091i,-0.0051084+0.0056278i,0.0019341-0.0039156i,0.011029-0.0099845i,0.014994-0.009604i,0.0087165-0.0021678i,-0.0037267+0.0066173i,-0.017352+0.0044481i,-0.031224-0.0038991i,-0.039667-0.010389i,-0.036484-0.011769i,-0.022961-0.0091178i
-0.11264+0.08083i,-0.114+0.13367i,-0.10272+0.13421i,-0.10146+0.12114i,-0.086921+0.14037i,-0.06027+0.1443i,-0.050992+0.10452i,-0.04858+0.059346i,-0.022698+0.038291i,0.0076939+0.022325i,0.010779-0.00049867i,-0.0048542-0.013691i,-0.017668-0.0025036i,-0.022949+0.026204i,-0.01922+0.050884i,-0.0093711+0.05033i,-0.0034029+0.024552i,0.00078282-0.0044499i,0.013599-0.020158i,0.031317-0.020708i,0.042626-0.010424i,0.036397-0.0032377i,0.016083-0.0041706i
-0.08036-0.0082211i,-0.07016+0.10967i,0.010413+0.1868i,0.048548+0.11882i,-0.009241+0.020353i,-0.026221-0.0056774i,0.048922+0.0023741i,0.10336+0.0078184i,0.089833+0.00075559i,0.049568-0.0098853i,0.025252-0.014508i,0.019327-0.02072i,0.01071-0.036524i,-0.011034-0.058122i,-0.036498-0.061648i,-0.040047-0.038735i,-0.019347-0.017883i,-0.0005198-0.010068i,0.0043072-0.0019264i,-0.0018598+0.0024147i,-0.012279-0.002955i,-0.012104-0.0067102i,0.0027638-0.0034611i
-0.059161-0.17106i,-0.23099-0.24405i,-0.32617-0.20791i,-0.21984-0.10984i,-0.055408-0.060123i,0.0061615-0.043324i,-0.0053973-0.018414i,-0.017024-0.015174i,-0.013044-0.018443i,0.0047082-0.0084575i,0.018984+0.0031089i,0.025767+0.012852i,0.034389+0.017598i,0.044914+0.013709i,0.047029+0.0020055i,0.03377-0.0084933i,0.018647-0.0069042i,0.013558+0.0031328i,0.012745+0.0099371i,0.012093+0.015288i,0.015604+0.02348i,0.017358+0.024659i,0.0079326+0.014252i
0.23809-0.06755i,0.34534-0.20618i,0.30456-0.27096i,0.16909-0.18329i,0.093042-0.068291i,0.067717-0.033814i,0.029217-0.043073i,-0.0026247-0.033007i,-0.015716-0.004555i,-0.011362+0.021524i,0.0061008+0.032084i,0.018296+0.02675i,0.018022+0.016126i,0.010307+0.0028959i,0.0023779-0.0079086i,-0.00018202-0.01107i,-0.0036438-0.005109i,-0.015567+0.0077039i,-0.027789+0.019407i,-0.033867+0.015545i,-0.03809-0.00018533i,-0.035509-0.0063541i,-0.018989+0.0015151i
