-0.00040902-0.00080017i,-9.4945e-07-0.0017982i,0.00014147-0.001807i,-3.7672e-05-0.00084078i,-0.00091783+0.00066546i,-0.0009591+0.001626i,-0.00064151+0.0014829i,-0.0010771+0.0014411i,-0.0004376+0.0013629i,0.00094931+0.00080776i,0.0010167-0.0001676i,0.00049099-0.00073914i,0.00030682-0.0010042i,0.00030651-0.0010029i,-0.00055946-0.00025991i,-0.0012547+0.00014511i,-0.0009939+9.0675e-05i,-0.00066264-0.000445i,-0.00055317-0.00037872i,-0.00049176+0.00013266i,-6.9865e-05+0.00042174i,9.4851e-05+0.00073705i,4.6953e-05+0.00032984i
0.0024709+0.001081i,0.0063599+0.0065851i,0.0096789+0.013465i,0.0030258+0.018037i,-0.0049929+0.014818i,-0.00081512+0.0051185i,0.0040298+0.0020163i,0.002735+0.006299i,-0.00065609+0.0070286i,-0.0030598+0.0051101i,-0.0037271+0.0052163i,-0.0031379+0.0061771i,-0.001369+0.0048035i,0.00042657+0.0025095i,0.0015505+0.0028533i,0.0016532+0.003549i,0.002296+0.0014918i,0.0032285-0.0028659i,0.0024727-0.0072153i,0.0018918-0.0086055i,0.0015047-0.0059523i,0.0013648-0.0033176i,0.0023645-0.0024867i
-0.0028005-0.0030963i,-0.0091475-0.0071797i,-0.013158-0.018162i,-0.0088849-0.025941i,-0.0034308-0.01511i,-0.0024695+0.00092473i,-0.002569+0.0025802i,-0.00054271+0.0019319i,0.0014608+0.0036934i,0.00068829+0.0037222i,-0.00063505+0.0019852i,-0.00059919-0.0018655i,-0.00041646-0.0053395i,-0.0016856-0.0053231i,-0.0029217-0.0031175i,-0.0021334-0.00049097i,-0.0003952+0.0030692i,0.0015987+0.0065875i,0.0042083+0.0090974i,0.0041024+0.0085302i,0.0020802+0.0054452i,0.0016318+0.0025322i,0.0014381-0.00026181i
0.00068377-0.0029888i,0.0067596-0.0048806i,0.01318+0.0010626i,0.0098188+0.010486i,-0.0008576+0.0099973i,-0.00094945+0.0030373i,0.0047464+0.0017233i,0.004612+0.0041516i,0.0047387+0.0030838i,0.0049818-0.00029767i,0.0033844-0.0020707i,0.002724-0.0011435i,0.002482+0.001428i,0.0014776+0.0025583i,0.0010552+0.00084492i,0.00011508-0.00071173i,-0.0019903-3.576e-05i,-0.0039735+0.0012537i,-0.0048404+0.00079213i,-0.003146-0.0018088i,-0.00080821-0.0036629i,-0.00031159-0.0034281i,0.00013893-0.0017599i
0.0039542-0.0019229i,0.0043919-0.0029587i,-0.00043409-0.0099442i,-0.003211-0.016447i,-0.0020034-0.012243i,-0.002076-0.00044209i,-0.0015476+0.0031066i,-0.0013742-0.00087254i,-0.0012746-0.0030853i,-0.00010227-0.0035018i,0.00063151-0.0037651i,0.0010445-0.0044667i,0.00090594-0.0054158i,0.0005658-0.004941i,0.00044526-0.0034241i,0.00096806-0.0030523i,0.0016647-0.0040438i,0.00104-0.0047128i,-0.0011227-0.003818i,-0.0032306-0.0015388i,-0.0034733+0.00091505i,-0.0032239+0.0020017i,-0.0040108+0.0017343i
0.0011362+0.0016359i,0.0022373+0.0035058i,0.0033861+0.006246i,0.0028853+0.0093903i,0.00029875+0.0066592i,0.00015568+0.0034286i,0.0027372+0.0043315i,0.0022946+0.0024477i,-0.0006592+0.000915i,-0.0020355+0.00015672i,-0.0024835+0.0013172i,-0.0027577+0.0046505i,-0.0020059+0.0059161i,-0.0004979+0.005096i,-7.7426e-05+0.0034974i,1.6896e-05+0.0029666i,0.00076496+0.0025617i,0.0018286-0.00097323i,0.002721-0.0050276i,0.0024436-0.0056375i,0.0024226-0.0042783i,0.0024075-0.0032512i,0.0015006-0.0021244i
-0.0035969-0.00023412i,-0.0054863-0.0045453i,-0.0054599-0.011225i,-0.0032454-0.014873i,0.0012087-0.0089988i,-0.0010703-0.00046779i,-0.0046098+0.0037644i,-0.0021274+0.0039704i,-0.00053925+0.0039257i,-0.00066401+0.0033304i,-0.0013434+0.00042573i,-0.0016074-0.0023401i,-0.0020797-0.004423i,-0.0033611-0.0049005i,-0.0040909-0.0037093i,-0.0045027-0.0010105i,-0.0037317+0.0017658i,-0.0012726+0.0043897i,0.00070562+0.0078804i,0.00087952+0.0089905i,-9.9423e-05+0.0066705i,-0.0001132+0.0039949i,0.0012441+0.0022071i
0.0015175-0.0045478i,0.0040035-0.0033366i,0.0057421-0.00045002i,0.0015072+0.0049139i,-0.0030976+0.007303i,-0.0011835+0.0041044i,0.0019425+0.0036889i,0.0030713+0.0060045i,0.0030744+0.0048879i,0.0021083+0.0027226i,0.002279+0.0013066i,0.0030287+0.00092127i,0.0031493+0.00093689i,0.002652+0.00037448i,0.0019943-0.0011393i,0.0012056-0.0022066i,-0.00052963-0.0012944i,-0.003592+0.00054561i,-0.0060624+0.00064968i,-0.0052593-0.0015396i,-0.0030739-0.0026392i,-0.0017319-0.0018188i,-0.00086067-0.00040247i
0.0026937-0.00027131i,0.0034853-0.0028445i,0.0032649-0.0086111i,0.001435-0.013914i,-0.00065777-0.0085209i,-0.0019495+0.00019506i,-0.0022005+0.001975i,0.0010205+0.0022302i,0.0038071+0.0010501i,0.0036392-0.0005201i,0.0031864-0.00093894i,0.0032881-0.001828i,0.0029357-0.0024214i,0.0012774-0.0015671i,0.0012651+0.0003473i,0.0027583+0.00099243i,0.0035893-0.00048029i,0.0032234-0.0023732i,0.0032269-0.0033387i,0.0026683-0.0032026i,0.0011401-0.0023191i,-4.3864e-05-0.001405i,-0.0007374-0.0018355i
0.00025065+2.4419e-05i,0.00019665+0.0021108i,5.0454e-05+0.0055025i,-0.00015139+0.0077763i,-0.0030989+0.0083788i,-0.00085087+0.0062875i,0.0031268+0.0040045i,0.0022652+0.0027659i,0.0015335+0.00073908i,0.00051776-8.4661e-05i,-0.0016861+0.00092102i,-0.0030933+0.0018721i,-0.0025834+0.0026472i,-0.0011055+0.0024429i,-0.0011383+0.0023396i,-0.0019275+0.0021433i,-0.00077334+0.0016343i,0.0019128+0.0009435i,0.0044897-0.00037649i,0.0047706-0.00077979i,0.0030644-0.00089189i,0.0019921-0.00090233i,0.0015375-0.0012295i
-0.0028098-0.0044497i,-0.0038599-0.010126i,-0.0035808-0.014634i,-0.0012946-0.015044i,-0.0003734-0.0096612i,-0.00062712-0.0020918i,-0.00098332+0.00033381i,-0.0017844+0.00024826i,-0.0026545+0.0010334i,-0.0031697+0.0011895i,-0.0030163-0.0009698i,-0.0020505-0.0039818i,-0.00040534-0.0058028i,-0.00036408-0.0063254i,-0.0022563-0.0052057i,-0.0032891-0.0032083i,-0.0027902-0.0013318i,-0.0012579+0.00067936i,-0.00052303+0.0032196i,-0.0014952+0.0041092i,-0.0022492+0.0032519i,-0.0018823+0.0031899i,-0.0017629+0.0021494i
0.0040916+0.0010243i,0.0077256+0.00018558i,0.010046+0.0015632i,0.0060572+0.0036149i,0.00050769+0.0024944i,-0.00085286+0.0021652i,0.00097416+0.004001i,-6.7247e-05+0.0039213i,-0.0012217+0.0026986i,-0.00036152+0.00146i,-0.00015327+0.00091596i,0.0013947+0.0010981i,0.0028802+0.0018868i,0.0030104+0.0017314i,0.0033036+0.00066363i,0.0026719-0.00025914i,-0.00023369-0.00023944i,-0.0046754-0.00013102i,-0.0065762-0.0018105i,-0.0047397-0.0036863i,-0.0026318-0.003294i,-0.0022803-0.0025154i,-0.0023213-0.001366i
-0.00047075+0.0017684i,-0.0010302+0.0016502i,-0.0018776-0.00048178i,-0.00034753-0.0049702i,0.0024281-0.0033183i,0.0018121+0.0017613i,-0.00013073+0.003004i,0.00064771+0.0023797i,0.001144+0.0032908i,0.00074448+0.0027925i,0.0010109+0.0011318i,0.00026049+0.00049874i,-0.0012515+0.00030277i,-0.0022504+0.00095097i,-0.0020289+0.0023765i,0.00032142+0.0037425i,0.002258+0.0025517i,0.0018287-4.3329e-05i,0.0024569-0.0013494i,0.0041582-0.0011357i,0.0036502+3.0107e-05i,0.0027182-0.00029238i,0.0027652-0.00058171i
0.00031034-0.0034453i,-0.0011711-0.0044821i,-0.0023916-0.0036437i,-0.0045892+0.00021175i,-0.0056602+0.0033002i,-0.0036433+0.0037886i,-0.00046143+0.0043074i,0.0025307+0.0037786i,0.002971+0.0020103i,0.0013176+0.00078889i,-0.0003305-6.682e-05i,-0.0013676-0.00076101i,-0.001839-0.00077488i,-0.0022918-0.0013759i,-0.0035732-0.001869i,-0.0038513-0.001111i,-0.0016682-0.00024023i,0.00032133+0.0011306i,0.0014029+0.0022606i,0.0015654+0.0018111i,0.00096445+0.00076132i,0.0010325+0.00070791i,0.0014946+0.0017431i
-0.000794-0.0031851i,0.0017349-0.006925i,0.0034683-0.010087i,0.0029525-0.011476i,0.0021062-0.0068362i,0.0015845-0.0017409i,-0.00018681-0.000275i,0.00033383+0.00087903i,0.0010791+0.001239i,0.00084437-0.00022837i,0.0013043-0.002362i,0.0012337-0.0034123i,0.0013094-0.0035345i,0.0016254-0.0032722i,0.00099185-0.0025762i,-0.000336-0.0022771i,-0.0010035-0.0016846i,-0.0012019+0.0002189i,-0.0014694+0.0014025i,-0.0025399+0.0010958i,-0.0028956+0.00011241i,-0.0028666-5.6176e-05i,-0.0021659-0.00016063i
0.00053264+0.00063954i,0.003553+0.0016993i,0.0046294+0.0035985i,0.0018522+0.0037425i,-0.002087+0.0035057i,-0.0008272+0.0036126i,0.0011075+0.0032864i,0.00036181+0.0024197i,0.00054024+0.00082465i,0.00074103-0.00048554i,0.0007658-0.00024966i,0.00074512+0.0010823i,0.00014229+0.0017616i,0.00028006+0.0018733i,0.00084476+0.0015876i,0.0016204-6.0074e-05i,0.00046396-0.001447i,-0.0022267-0.0019699i,-0.0035116-0.0025561i,-0.0024118-0.0032667i,-0.00081504-0.0035499i,-0.00072302-0.0039077i,-0.00033236-0.0030969i
0.00081019+0.0019247i,-0.0018314+8.1002e-05i,-0.001377-0.0031785i,0.00023327-0.0063011i,-0.00091678-0.004651i,-0.0019641-0.00062853i,-0.00057822+0.00062449i,0.00045674+0.0011085i,0.00079832+0.0018825i,0.00057398+0.0016075i,-0.00023808+0.0013681i,-0.00095732+0.00081937i,-0.00061711-0.00048134i,-0.0002857-0.00013308i,-0.0010273+0.0019945i,-0.00089187+0.003496i,-0.0001029+0.0026704i,0.0010884-0.00036832i,0.0017663-0.0011452i,0.001851+0.00038241i,0.0018788+0.0018021i,0.00086762+0.0027271i,0.00079376+0.0021105i
-0.0022667-0.00084648i,0.00034955-0.0034565i,0.0023948-0.0034424i,0.00132-0.0018996i,-0.00039239-0.00021316i,-0.00045555+0.0011885i,0.00062172+0.0021205i,0.0012102+0.0028663i,0.00080998+0.0044267i,-8.7637e-05+0.0041809i,-0.00082642+0.0018428i,-0.00088247-0.00027524i,-0.00060045-0.0018338i,-0.00048397-0.0031118i,-0.0012959-0.0041403i,-0.0022975-0.0028025i,-0.0025522-0.0003211i,-0.0017714+0.001562i,-0.0015817+0.0012712i,-0.0018372-0.00010566i,-0.00073724-0.00018973i,-0.00051392+0.00017442i,-0.0013154+0.0010334i
0.00012613-0.00056402i,0.0012196-0.0025395i,0.0026362-0.0054205i,0.0026221-0.0067952i,0.0028808-0.0034382i,0.0018741+0.00078935i,0.00093258+0.0021694i,0.0012856+0.0017179i,0.0019436+0.0023133i,0.0019698+0.0014908i,0.00072975-0.00084717i,0.00032074-0.0013974i,0.0012333-0.00080684i,0.0023586-0.00035807i,0.0022015+0.00024946i,0.001394+0.00027892i,0.00095192-0.00014812i,0.00021218+0.00023766i,-0.00053124+1.4952e-05i,-0.0007303-0.00092496i,-0.00097033-0.00087221i,-0.00085638-0.00076476i,-0.00026631-0.00083925i
7.6314e-05-0.00013584i,0.0010375-0.00058616i,0.0025708-0.0018284i,0.0018489-0.0014095i,0.00066454+0.00052236i,0.00063118+0.0013231i,-0.00016734+0.002402i,-0.00073637+0.0031822i,0.00056353+0.0023239i,0.0020248+0.00097689i,0.0019287+0.00047468i,0.00073885+0.00040696i,-0.00051946+0.00049769i,-0.0015108+0.00041558i,-0.0013928+0.0006883i,-0.00020718+0.00049042i,0.00088204-0.0010259i,0.00082155-0.0015361i,-0.00017812-0.00037159i,-0.00060347-0.00042804i,0.00090336-0.0011048i,0.0018759-0.0015551i,0.0018084-0.0015789i
0.00089594-0.0010637i,0.0014418-0.0017213i,0.00034485-0.004056i,-0.00093595-0.0052192i,-0.0018325-0.0025285i,-0.0015857+0.0014235i,-0.00085302+0.0018848i,-0.00068148+0.0014128i,-0.00081672+0.00051052i,-0.0011357-0.0008244i,-0.00053313-0.00059056i,0.00027561+0.00041675i,0.00025503-0.00014972i,-0.00010741-0.00056114i,-0.0011618-0.00066197i,-0.0025928-9.2658e-05i,-0.0016335+0.00023381i,0.00027819-0.0010795i,0.0011822-0.0015033i,0.00064588+0.00033117i,-0.00042002+0.0015085i,0.00018575+0.0013524i,0.00053073+0.0010957i
-0.0018368-0.0015327i,-5.4333e-05-0.0017637i,0.00079861-0.0016746i,-0.00018133-0.0010059i,-0.00031299+0.0010987i,0.0013959+0.0020124i,0.0009367+0.0016474i,-0.00086713+0.0023652i,-0.0015998+0.0022974i,-0.0012284+0.0010472i,-0.00090866+0.0002379i,-0.00076976+0.0001402i,-0.0012428-1.5831e-05i,-0.0016477-0.0012268i,-0.001103-0.0028836i,-0.0015391-0.0030781i,-0.0018855-0.0021416i,-0.0011387-0.00042929i,-0.00033169+0.00073922i,0.00033597-0.00047276i,0.0010943-0.0015125i,0.00026549-0.00075616i,-0.0013674+0.00018254i
0.00066729+0.00042834i,0.0015002-0.0013804i,0.0025405-0.0027978i,0.0026237-0.0039018i,0.00067797-0.0027421i,-0.0016307-0.00051497i,-0.0016589+0.0009255i,-0.00086136+0.0016827i,-0.00078454+0.0014162i,-0.00039963+0.00029533i,0.00045797-0.00073045i,0.00083174-0.00056093i,0.0011426-0.00078554i,0.0017645-0.0010585i,0.0025004-0.00014797i,0.0018365+0.00036255i,0.0003719+0.00026067i,-0.00031445-0.00012093i,-0.0012506-0.0001884i,-0.0012064+0.00085273i,-9.6964e-06+0.0013879i,0.00070857+0.0008952i,0.00090691-0.00014816i
-0.00014582-0.001233i,-0.0012866-0.00063068i,-0.0013238-0.00056947i,-0.0017668+0.00052529i,-0.0026444+0.001567i,-0.0010739+0.0027654i,0.00077952+0.0036688i,0.00072974+0.0024368i,0.0012747+0.0013981i,0.002175+0.00070734i,0.0024483+0.00071694i,0.0016582+0.0011206i,0.0012586+0.00054953i,1.3906e-05-0.00022797i,-0.00096321-0.00076623i,-0.00010395-0.00054463i,5.2705e-05+9.438e-05i,-0.000828+0.0011379i,-0.0014475+0.00098188i,-0.0020911-0.00062387i,-0.0017148-0.0014211i,-0.00050424-0.00094677i,0.00036917+0.0008428i
0.0014328+0.00027011i,0.0028771-0.0025635i,0.0032003-0.0063605i,0.0012387-0.0071423i,-0.0015688-0.0042579i,-0.0033252-0.00071647i,-0.0020739+0.0015529i,0.00073521+0.0018067i,0.0014432+0.00089761i,-9.3062e-05+0.00060466i,-0.0013292-0.00024804i,-0.0008786-0.0008332i,-6.1609e-05-0.0013041i,0.00045448-0.0019079i,-0.00040398-0.0020639i,-0.0012003-0.00055959i,-0.0010495+0.00093717i,-0.00014029+0.00097068i,0.001388+0.00023586i,0.0011127-0.00065973i,1.4431e-06+7.3714e-05i,0.00014541+0.0011345i,4.6098e-05+0.0013496i
0.0018075-0.00036926i,0.0025018-1.2944e-05i,0.0026543-0.00032689i,0.0021677-0.0012259i,0.0011326+5.1962e-05i,0.0012299+0.0022902i,0.001505+0.0026542i,0.001718+0.0019453i,0.0019941+0.00087917i,0.0017168-0.0006742i,0.00087993-0.002254i,-0.00011104-0.0028529i,-0.00051991-0.0019743i,-0.0012892-0.0011411i,-0.0011947-0.0013606i,0.00045578-0.0021311i,0.0015843-0.0018273i,0.00097086-0.00057851i,0.00069635+0.00059411i,0.00088395+0.00024365i,0.00043314-0.00088815i,-0.00042671-0.0010102i,-0.0013961-0.00042767i
-4.6655e-05-0.0030035i,0.0012192-0.002877i,0.0012943-0.0037687i,7.8106e-05-0.0033494i,-0.00046376-7.0412e-05i,0.0003563+0.0023691i,0.0011207+0.0017005i,0.00084932+0.0015054i,0.00019684+0.0022221i,-0.00030925+0.001827i,-0.00015112+0.00013814i,0.0014039-0.0011071i,0.0026074-0.00044151i,0.0030286+0.0007189i,0.002361+0.0010294i,0.0010231+0.0014311i,4.3854e-05+0.0013872i,0.00013968+0.00096638i,-0.00028235+0.00091173i,-0.00047357+0.00077877i,-0.00074301+0.00069032i,-0.0010561+0.00031935i,-0.00021841+0.00037722i
0.0016596+0.00048952i,0.0010169-0.0012561i,0.0010957-0.0035173i,0.0002213-0.0037239i,-0.0016249-0.001168i,-0.0022666+0.0015784i,-0.001158+0.0026965i,-0.00035341+0.0022822i,0.00051472+0.0019577i,0.0014012+0.001549i,0.00040715+0.0014328i,-0.00034074+0.0021201i,-0.00055368+0.0023415i,-0.0019638+0.0019481i,-0.0026319+0.00020713i,-0.002147-0.00010446i,-0.0017553+0.0001394i,-0.001463-0.00032709i,-0.0020808-0.00045095i,-0.0018801-0.00090479i,-0.00058799-0.0014056i,4.0014e-05-0.00095107i,0.00061601+0.00059063i
0.0025409-0.00024529i,0.0040754-0.00025911i,0.003935-0.0024434i,0.0028196-0.0046786i,0.0013759-0.0044047i,9.4872e-05-0.0020098i,-0.00015315+0.00010902i,0.00035742+0.0014628i,0.00050144+0.0024689i,-0.00015295+0.001257i,-0.0015007-0.00027707i,-0.0023-0.00060301i,-0.001274-0.00094875i,0.00017825-0.0010446i,0.00056137-0.00050158i,-0.00011915-0.00018466i,-0.00043098-1.6695e-05i,0.00011517+0.00029266i,0.00081647+5.2534e-05i,0.0010023+0.00041891i,0.00075897+0.0011528i,0.00061159+0.0013382i,9.0895e-05+0.00069216i
0.0024162+0.0016706i,0.0016511+0.00045242i,0.0022868-0.0019452i,0.00095299-0.0032587i,-0.0019425-0.0017634i,-0.0026386+0.0019802i,-0.0016064+0.0040596i,-0.0005469+0.0030511i,0.00076999+0.0012066i,0.0014263-0.00049784i,0.0014376-0.0021137i,0.0016595-0.0028662i,0.0016044-0.0023651i,0.00020508-0.0007693i,-0.00027611+0.00073925i,0.00042222+0.00042383i,8.6703e-05+0.0003475i,0.00010482+0.0017244i,-2.5049e-05+0.0032826i,-0.00075975+0.0028997i,-0.0011046+0.00092945i,-0.0014131+7.6916e-05i,-0.00066885-0.00077833i
-0.00050452+0.00091164i,-0.00041882-0.0018893i,0.0004446-0.0037754i,0.00054427-0.0046231i,-0.00026751-0.0034205i,-0.00051499-0.0011474i,-0.00031008+0.00057888i,-0.00029227+0.0017935i,-0.00059278+0.0020811i,-0.00017427+0.00071468i,0.0013734-0.00072895i,0.0022494-0.00052004i,0.0015718+0.00039933i,0.0004948+0.0012391i,-4.546e-05+0.0018505i,-0.0001463+0.0010355i,-0.00010454+0.00036483i,-0.00026462-0.00015272i,-0.0005537-0.0012348i,-0.00077234-0.0012573i,-0.00077257-0.00036667i,-0.00013036+2.3482e-05i,0.00035313+0.00013606i
0.00063928+0.00020883i,0.0012217+0.00052422i,0.0016816-0.00117i,0.00022918-0.0040829i,-0.00092826-0.0033976i,-0.0010133+0.00069296i,-7.4392e-05+0.0030321i,0.00068761+0.0023104i,0.0013908+0.00078664i,0.0011161-0.00028944i,0.00020687+2.0314e-06i,-0.0013323+0.00091784i,-0.0028418+0.00086509i,-0.0035184-0.00020713i,-0.003064-0.0015539i,-0.0014783-0.0015144i,-5.5679e-05-0.0010951i,0.00073519-0.0013163i,0.0011067-0.0015053i,0.00053489-0.0016879i,0.00019422-0.0013845i,0.00021106+0.00034215i,-0.00042112+0.0012752i
0.0004419-0.001481i,0.00028957-0.0029612i,0.0013067-0.0042376i,0.0017032-0.004621i,0.0016439-0.002203i,0.0019132+0.00047312i,0.0025008+0.0013842i,0.0029219+0.0019739i,0.0018334+0.0022366i,0.00068332+0.0016993i,-0.00010662+0.0006801i,-0.00047484-0.0009963i,0.00020569-0.0029602i,0.0018398-0.0035974i,0.0026413-0.0024458i,0.00088648-0.00097422i,-0.00032907-0.00080129i,0.00048849-8.1233e-05i,0.00081442+0.00094239i,0.00073336+0.00095725i,0.0013513+0.00061525i,0.00037861+0.00031813i,-0.0010046-0.00037097i
0.0018793+0.00076084i,0.0027657-0.00031181i,0.0038846-0.0032645i,0.0020758-0.0040032i,-0.00162-0.001757i,-0.002775+0.0010956i,-0.001606+0.0021134i,-0.0001853+0.0023971i,0.0012927+0.002461i,0.0020916+0.001688i,0.0027003+0.0014009i,0.0031923+0.0010865i,0.001703+0.0010357i,-0.00022545+0.0011276i,-0.0012645+0.0013982i,-0.0014999+0.0022455i,-0.00063436+0.0025986i,0.00026948+0.0023598i,-0.00011105+0.0015853i,-0.00061632+0.00024585i,-0.00013058-0.0010362i,-0.00029323-0.00069811i,-0.00062209-0.00032143i
0.0024028-0.00054463i,0.0023548-0.0001976i,0.0010873-0.0020939i,0.00022242-0.0035588i,-0.00089472-0.0027073i,-0.00069088-0.0002694i,0.00051754+0.0012592i,0.00086434+0.0013596i,0.00036512+0.0011438i,0.00014792+0.00088453i,-0.00023658+0.0007933i,-0.00073422+0.0011977i,-0.0010133+0.0015331i,-0.001087+0.00098132i,-0.0018575-0.00040527i,-0.0019393-0.00044289i,-0.0015522+0.0007317i,-0.0013264+0.00094197i,-0.00048831-0.00060029i,0.00020788-0.00073063i,0.00035566+0.00050068i,0.0011123+0.00058086i,0.0013093+0.0001859i
0.0015089-0.00032094i,0.0030598-0.0016706i,0.0031977-0.0037545i,0.0012563-0.003973i,-0.00038843-0.0015659i,-0.0011052+0.0017805i,-0.0010039+0.0034429i,-0.00048996+0.0022909i,0.00073453+0.00046883i,0.00049572-0.00021489i,-0.0011752-0.00030211i,-0.0023107-0.00062911i,-0.0031464-0.0015535i,-0.0031892-0.0017768i,-0.0015997-0.0011679i,0.00037952-0.00077332i,0.0014126-0.00058088i,0.0012675-0.0010627i,0.00068373-0.00052892i,0.00059274+0.0002364i,0.00038312+0.00063715i,-0.00031706+0.0008727i,-0.0006137+0.00022562i
-0.0018894+0.00070104i,-0.00091156-0.00066198i,-0.00061728-0.0005054i,-0.00024789-0.00061177i,-0.00025323-0.00075822i,-0.00024695+0.00014701i,0.00022873+0.0023129i,0.00035637+0.0036233i,0.00042382+0.0032783i,0.00078087+0.0013147i,-2.0296e-05-0.0012452i,-0.00044409-0.0030406i,0.001147-0.0033777i,0.002738-0.0021614i,0.0031846-0.00014599i,0.0015118+0.00082867i,-1.3922e-05+0.00064251i,6.2904e-06+0.0003556i,-0.0003079+6.9562e-05i,-0.0014237+8.7192e-05i,-0.0013227+0.0005495i,-0.00011098+0.00027111i,0.00054166-0.00033731i
-0.001367-0.0031711i,-0.0008232-0.0044531i,-0.0010379-0.0054994i,-0.0017842-0.0042952i,-0.0013582-0.0014788i,0.00036034+0.0017739i,0.00044491+0.0021106i,6.5234e-05+0.00068194i,-6.5288e-05+0.00066476i,3.6969e-06+0.0010927i,0.00077311+0.0011114i,0.0013539+0.0016244i,0.00089196+0.0020153i,-0.0018023+0.0013455i,-0.0039665+0.00049088i,-0.0033307-0.0006191i,-0.0023326-0.0010782i,-0.0011012-0.00086845i,-0.00022921-0.00015469i,-0.00087405-0.00015067i,-0.00090832-0.0015529i,-2.9849e-05-0.0018347i,0.00033765-0.00096878i
0.0031202+0.00010802i,0.0023434-0.0010773i,0.0033269-0.0036737i,0.0039684-0.0056361i,0.001316-0.0042766i,-0.0012136-0.0014937i,-0.0010476+0.0008549i,0.00021734+0.0019686i,0.0013141+0.0016377i,0.00080522+0.00084559i,0.00018639+0.00062233i,-0.00019427+0.00022413i,-0.00094832-0.00054214i,-0.0006498-0.0012775i,0.00018876-0.0016388i,0.00033214-0.0011952i,0.00035808+0.00019018i,-0.0004087+0.0018067i,-0.00061965+0.0012756i,-7.0372e-05+0.00018414i,3.0998e-05+0.00076895i,-7.7523e-05+0.00088169i,-0.00068805+0.00032528i
-0.001399-0.0010945i,-0.00015696-0.0013074i,0.00057362-0.0011653i,0.00058455-0.00025561i,-0.00052097+0.0023206i,-0.0006643+0.0031967i,0.00044693+0.0026811i,0.00070289+0.0032734i,-0.00019538+0.003031i,-0.00055497+0.0013085i,-0.00027238-0.00060516i,0.00039008-0.0012864i,0.00057566-0.0015044i,0.00026747-0.0010444i,3.6642e-05+0.00075272i,-7.6816e-05+0.0021792i,0.00012389+0.0015142i,0.00069458-0.00025138i,0.00057437-5.2999e-05i,-0.00037681+0.00074409i,-0.00049299+0.00059339i,1.3092e-05+0.0006412i,0.00028821+0.00063243i
0.00083101-0.004239i,0.0019-0.00331i,0.0011822-0.0036645i,0.0006217-0.0030658i,-0.00050808-0.00062523i,-0.00054217+0.0013355i,0.00047632+0.0019994i,0.00026832+0.0019518i,0.00028961+0.0013495i,8.5854e-05+0.00042298i,8.262e-05-0.000641i,0.0016353-0.0014675i,0.0027828-0.0011901i,0.0016608-0.00028127i,0.00057048-7.4127e-05i,0.00052359+6.1397e-05i,8.7346e-05+0.00020396i,-0.00045315+0.00041367i,-0.001369+0.00024349i,-0.001592-0.00024402i,-0.0004589-0.00055394i,0.00032852-0.00083175i,0.00038281-0.001436i
0.0021028-9.0462e-05i,0.002081-0.00034676i,0.0022166-0.0023136i,0.00014046-0.0037013i,-0.0014726-0.0023368i,-0.0012232+0.00096934i,-0.00014039+0.0023382i,0.0007918+0.002952i,0.0010042+0.0025149i,0.00091309+0.001117i,0.0004363+0.0012495i,-0.00061727+0.0019594i,-0.0018377+0.0021018i,-0.0034296+0.0011616i,-0.0032667-5.0896e-05i,-0.0019533-0.0006313i,-0.00011152-0.00056372i,0.0008767-0.001052i,7.6729e-05-0.0012023i,-0.00013334-0.0010475i,0.00057735-0.00053389i,0.0010884-4.2891e-05i,0.00095462+0.00017738i
-0.0016401-0.0033317i,0.00051126-0.0022082i,0.00098105-0.0024757i,-0.00051337-0.0019478i,-0.00073883-1.7974e-05i,0.00028564+0.0022566i,0.00097676+0.0028766i,0.00092832+0.0019106i,-0.00034573+0.0017701i,-0.0013613+0.001928i,-0.0020022+0.0005933i,-0.0021436-0.00071113i,-0.00031448-0.0017797i,0.0016699-0.0031197i,0.0017792-0.0037797i,0.001324-0.0027178i,0.00071729-0.0010362i,-0.0003855+0.0003241i,-0.00081372+0.00041808i,-2.7203e-05+0.00059754i,0.00028315+0.00099543i,0.00076079+0.00039563i,0.00027528-2.5506e-05i
0.0007955-0.0021068i,0.00119-0.0031877i,0.0016194-0.0052806i,0.00028338-0.0047348i,-0.0020611-0.0011754i,-0.0024649+0.0024205i,-0.0012019+0.003474i,0.00067117+0.0019197i,0.0012252+0.001094i,0.00063721+0.00095371i,0.00068078-0.00018417i,0.00052579-0.00070387i,0.00039164+9.1194e-05i,0.00025347+0.00067522i,-0.00098698+0.00097541i,-0.001704+0.0013516i,-0.0010297+0.00094704i,-0.000414+0.00042327i,-0.00023793-0.0001535i,-0.00048956-0.00021091i,-0.0014267-0.00014229i,-0.0017083+0.00033759i,-0.00067178+0.00079929i
0.001218-0.0015788i,0.0026502-0.0027903i,0.0035766-0.0040408i,0.0029464-0.0039162i,0.00040063-0.0012073i,-0.00089189+0.0014158i,-0.0011789+0.0019706i,-0.00085572+0.0017542i,-0.00022166+0.001155i,0.00075022+0.00011535i,0.0017453-0.00090353i,0.0015307-0.00095992i,0.00052986-0.00047749i,-5.8829e-06-0.00088569i,4.0728e-05-0.0012496i,-0.00012608-0.00070524i,-0.00039804+0.00024951i,-0.0013095+0.00018335i,-0.0020621-0.00094622i,-0.0018203-0.0016779i,-0.0009506-0.00090482i,-0.00015335+2.7566e-05i,0.00017321+0.00071356i
