0.00014398+4.5522e-05i,-5.5141e-05-0.0010065i,-0.00086934-0.0034234i,-0.0013838-0.0051848i,-0.0020751-0.0042057i,-0.0019948-0.0017907i,-0.00070033-5.0279e-05i,0.00092437+0.0010507i,0.0013057+0.0014157i,0.00074628+0.00051513i,0.00060088+0.00026911i,0.00081057+5.3775e-05i,0.0003243+0.0005893i,-0.00026526+0.00078775i,-0.00086614-7.3907e-05i,-0.0013159-0.001054i,-0.00031103-0.0012226i,0.00030415-0.0010283i,-0.00035967-0.0006028i,-0.00044835+0.00038061i,-0.00057139+0.0014145i,-0.00084613+0.0013006i,-0.00050107+0.00036775i
-0.30371-0.09099i,-0.22398-0.22183i,-0.14534-0.50784i,-0.17123-0.67351i,-0.18959-0.56783i,-0.14044-0.35691i,-0.087304-0.17402i,-0.036473-0.063086i,0.0042231-0.043129i,0.016022-0.052902i,0.0050022-0.047089i,-0.024181-0.021638i,-0.038996+0.01702i,-0.014342+0.039441i,0.020741+0.036676i,0.036478+0.016465i,0.030046-0.0072692i,0.015903-0.0093322i,0.0088179+0.0087627i,0.0039106+0.028133i,-0.0046151+0.041889i,-0.010037+0.044729i,-0.01174+0.033606i
-0.08944-0.20394i,-0.339+0.08251i,-0.46069+0.45739i,-0.40194+0.57035i,-0.27535+0.44424i,-0.149+0.30256i,-0.053083+0.1974i,-0.0092221+0.12327i,0.015055+0.081319i,0.017266+0.040085i,-0.0011076+0.011876i,0.0031341-0.0047817i,0.018859-0.023813i,0.013048-0.028735i,-0.004448-0.016638i,-0.0099091-0.0005417i,0.0010459+0.0055864i,0.0051126-0.00095751i,-0.0065303-0.0090169i,-0.010109-0.011356i,0.0048228-0.011802i,0.019343-0.012114i,0.020105-0.010081i
0.3587+0.027547i,0.37352-0.12914i,0.27541-0.096634i,0.20357+0.086721i,0.16224+0.15693i,0.10125+0.08958i,0.054732+0.029705i,0.043984+0.0085472i,0.037151-0.01745i,0.021452-0.035382i,0.0067664-0.022027i,0.00077686+0.0088696i,0.0079175+0.032066i,0.025699+0.036124i,0.039553+0.026358i,0.031255+0.018518i,0.014463+0.016062i,0.011564+0.0095949i,0.017478-0.00057372i,0.021623-0.0090205i,0.01316-0.014867i,-0.004388-0.016264i,-0.011753-0.011004i
-0.099476+0.324i,0.14867+0.36518i,0.4132+0.23185i,0.5339+0.046134i,0.48926-0.043189i,0.34271-0.057287i,0.16411-0.067807i,0.021259-0.063916i,-0.048562-0.017773i,-0.053264+0.031454i,-0.040683+0.03638i,-0.045609+0.0082645i,-0.058605-0.017254i,-0.058963-0.02394i,-0.044478-0.012802i,-0.019856-0.002253i,0.0014369-0.0012979i,0.01166-0.0027699i,0.011305-0.0021289i,-0.0010036+0.0014977i,-0.0093298+0.0029293i,-0.0026164+0.00026813i,0.0065432-0.0058333i
-0.19144-0.25306i,-0.25458-0.33416i,-0.36226-0.49777i,-0.51937-0.52581i,-0.52567-0.33645i,-0.35844-0.16436i,-0.20715-0.10826i,-0.15085-0.077326i,-0.12486-0.038167i,-0.074394-0.016262i,-0.029255-0.021424i,-0.025239-0.018404i,-0.032267+0.0087326i,-0.024137+0.019693i,-0.015264+0.0061708i,-0.015876-0.00098419i,-0.014551-0.0019152i,-0.012385-0.010425i,-0.014433-0.015487i,-0.011343-0.0048609i,-0.001856+0.0094391i,0.0055491+0.015887i,0.0068744+0.016391i
0.047838-0.053115i,-0.14612+0.098344i,-0.15751+0.35544i,0.013928+0.39259i,0.092893+0.21919i,0.050606+0.11095i,0.0064677+0.095556i,-0.0088089+0.089908i,0.0071317+0.094763i,0.035166+0.089041i,0.042003+0.060039i,0.032961+0.031533i,0.027118+0.014722i,0.015582+0.0088269i,-0.013751+0.0094442i,-0.035703+0.014915i,-0.031631+0.017741i,-0.016689+0.01487i,-0.0055136+0.011451i,0.0043777+0.0052481i,0.017936-0.0070788i,0.021916-0.021523i,0.0099504-0.020794i
0.19438+0.078748i,0.28831-0.11904i,0.19855-0.20049i,0.071754-0.10192i,-0.00746-0.009054i,-0.080367+0.025961i,-0.063775+0.038258i,-0.0085022-0.013201i,-0.017744-0.066961i,-0.034305-0.057367i,-0.023448-0.024589i,-0.0029441+0.0080103i,0.020377+0.023927i,0.028757+0.01309i,0.025326-0.0011885i,0.016359-0.0098712i,-0.0020371-0.0067238i,-0.016718+0.0077447i,-0.022967+0.0166i,-0.027161+0.016608i,-0.031712+0.013792i,-0.033536+0.012891i,-0.027644+0.0088914i
-0.17277+0.19703i,0.028045+0.33997i,0.2875+0.19147i,0.35911-0.1236i,0.26442-0.26499i,0.18801-0.20151i,0.1484-0.11973i,0.10289-0.083064i,0.049214-0.064875i,0.0021346-0.032268i,-0.020797+0.0026494i,-0.029846+0.0020193i,-0.043711-0.025854i,-0.048493-0.045903i,-0.033671-0.04672i,-0.015051-0.039752i,-0.0037384-0.032068i,0.0037414-0.01992i,0.01305-0.008128i,0.016046-0.0048898i,0.012084-0.0030219i,0.016204+0.00043291i,0.022448-0.0033104i
0.018426-0.27598i,-0.13377-0.31766i,-0.28052-0.21688i,-0.36847+0.0051188i,-0.33854+0.17843i,-0.22098+0.16958i,-0.11556+0.056789i,-0.056792-0.030705i,-0.040677-0.068718i,-0.051884-0.068798i,-0.047683-0.046588i,-0.027907-0.032119i,-0.017206-0.01536i,-0.006345+0.0083477i,0.0050605+0.015093i,0.011133+0.01265i,0.01728+0.01394i,0.01372+0.011633i,-0.0041413+0.014546i,-0.01787+0.030964i,-0.013211+0.049298i,0.0030094+0.051313i,0.011712+0.031321i
0.058589+0.17361i,0.043066+0.23554i,0.17954+0.3012i,0.42713+0.19522i,0.49153-0.022755i,0.31745-0.11244i,0.13902-0.042417i,0.072321+0.028802i,0.062309+0.049073i,0.053515+0.060403i,0.03541+0.054804i,0.0046159+0.030941i,-0.017137+0.025347i,-0.008187+0.032179i,0.0059781+0.026396i,0.013377+0.012371i,0.027963-0.0014339i,0.037694-0.016631i,0.034779-0.032255i,0.029955-0.045945i,0.02408-0.057596i,0.010653-0.059146i,-0.0033843-0.041359i
0.010793-0.13119i,0.11533-0.34538i,0.081478-0.43756i,0.033272-0.31527i,0.049674-0.17722i,0.01266-0.089443i,-0.053286-0.018829i,-0.076981+0.014264i,-0.065848+0.026721i,-0.022549+0.020147i,-0.0081972-0.011561i,-0.020611-0.018158i,0.0023681-0.0051111i,0.035287-0.0087857i,0.041764-0.019507i,0.025391-0.028452i,0.0025076-0.033975i,-0.010073-0.021108i,-0.010611+0.005026i,-0.0073934+0.026506i,-0.0082038+0.033681i,-0.01075+0.028076i,-0.009645+0.016541i
-0.056226+0.19691i,-0.043929+0.44892i,-0.036484+0.3305i,-0.19272-0.05397i,-0.36128-0.23887i,-0.28898-0.1818i,-0.1195-0.087351i,-0.042088-0.017541i,-0.0097326+0.013765i,0.00077587-0.0037189i,-0.014268-0.012168i,-0.030853-0.00037369i,-0.045629-0.00022907i,-0.051881-0.01402i,-0.049545-0.020895i,-0.045555-0.011535i,-0.044166-0.0061537i,-0.044353-0.016336i,-0.044874-0.021852i,-0.037247-0.012766i,-0.017493-0.0020572i,0.0030408+0.0032273i,0.017964+0.0027363i
0.0088492-0.215i,-0.16672-0.32939i,-0.24438-0.094814i,-0.11701+0.33023i,0.071181+0.51226i,0.10717+0.36572i,0.028741+0.15139i,0.0074376+0.050031i,0.029022-0.0032461i,-0.011464-0.03185i,-0.063148+0.0078626i,-0.051054+0.057487i,-0.012346+0.064206i,0.0044987+0.053984i,0.0038758+0.052641i,0.00054215+0.070677i,0.0092865+0.091386i,0.024068+0.08248i,0.033242+0.058336i,0.042159+0.040607i,0.04531+0.023149i,0.036518+0.0026686i,0.024063-0.0093822i
0.064226+0.25838i,0.29674+0.32064i,0.50405+0.21372i,0.55962-0.084984i,0.40453-0.31693i,0.17577-0.24524i,0.080149-0.044311i,0.065772+0.0094568i,-0.0088526-0.010264i,-0.074393+0.017571i,-0.083253+0.025572i,-0.094785-0.00021924i,-0.10097+0.00022565i,-0.07142+0.026242i,-0.023241+0.036413i,0.02498+0.019826i,0.060892-0.0018104i,0.066868-0.010942i,0.046403-0.011421i,0.019051-0.017346i,-0.001149-0.031037i,-0.014979-0.032683i,-0.01477-0.011737i
-0.078825-0.34853i,-0.12372-0.56126i,-0.15203-0.70005i,-0.12546-0.58774i,-0.050013-0.31597i,0.018386-0.10697i,-0.0085276-0.030965i,-0.11101+0.029849i,-0.10761+0.14959i,0.017718+0.19201i,0.086455+0.12676i,0.083567+0.076264i,0.08611+0.03774i,0.07971-0.024995i,0.046531-0.070258i,0.011991-0.080913i,-0.0014191-0.076012i,-0.00263-0.071204i,-0.0083667-0.059901i,-0.014058-0.025918i,-0.011714+0.012857i,-0.0017811+0.026935i,-0.0049942+0.014652i
0.18099+0.32584i,0.19128+0.54029i,0.09905+0.50251i,-0.12938+0.24526i,-0.26566+0.083974i,-0.15214+0.0081097i,0.014941-0.092221i,0.044065-0.14369i,-0.010206-0.15294i,-0.054827-0.12491i,-0.037792-0.054226i,0.0025479-0.0049859i,-0.0018126+0.012879i,-0.019551+0.015665i,-0.024343+0.0095858i,-0.036379+0.01084i,-0.048181+0.019303i,-0.043795+0.030721i,-0.02626+0.043627i,-0.0085172+0.044697i,-0.0028345+0.035752i,-0.0035571+0.025554i,-0.0024209+0.0079654i
-0.2885-0.15039i,-0.42509-0.28339i,-0.27531-0.14685i,0.14679+0.044793i,0.38108+0.00082132i,0.22851-0.050467i,0.086843+0.045011i,0.16871+0.072966i,0.2152-0.011188i,0.083776-0.066566i,-0.11394-0.025345i,-0.23143+0.068359i,-0.20468+0.11586i,-0.12111+0.085284i,-0.085765+0.052265i,-0.06848+0.06885i,-0.021341+0.072709i,0.019515+0.037189i,0.021584+0.0090324i,0.010505+0.007101i,0.025186+0.0064684i,0.050022-0.01814i,0.056085-0.040344i
0.29186+0.067081i,0.67652+0.1548i,0.81123+0.072832i,0.51076-0.079939i,0.076237-0.021086i,-0.096159+0.19027i,-0.024658+0.26244i,0.048186+0.15766i,0.072906+0.016962i,0.067209-0.094896i,0.0059324-0.17448i,-0.073184-0.23982i,-0.13301-0.23298i,-0.12836-0.10077i,-0.041259+0.0072683i,0.025222-0.0081935i,0.02848-0.041565i,0.022619-0.038578i,0.017365-0.027276i,0.0078237-0.011088i,0.007719+0.0022739i,0.019675+0.0088509i,0.02946+0.0093314i
-0.15276-0.13487i,-0.43696-0.2153i,-0.54273-0.29473i,-0.37071-0.26706i,-0.074692-0.1751i,0.14878-0.14706i,0.16191-0.15101i,-0.0058531-0.053934i,-0.10474+0.13011i,-0.067637+0.24396i,-0.072455+0.27055i,-0.083289+0.30308i,0.011541+0.25968i,0.078799+0.092075i,0.034446-0.019968i,0.00065303-0.017547i,0.022661-0.038499i,0.021076-0.082663i,-0.0039175-0.06868i,-0.0069891-0.03975i,-0.0067315-0.033723i,-0.0098921-0.028761i,-0.0069765-0.027621i
0.21575+0.28845i,0.43324+0.34444i,0.54662+0.4403i,0.44853+0.47322i,0.24026+0.37186i,0.0084931+0.21775i,-0.10136+0.14836i,0.068804+0.076318i,0.26709-0.14498i,0.19856-0.28524i,0.061739-0.17323i,0.027922-0.066475i,-0.043062-0.052651i,-0.10034+0.0052423i,-0.056813+0.044598i,-0.013757+0.0098114i,-0.012299-0.040585i,-0.048538-0.061895i,-0.085922-0.024299i,-0.055458+0.028818i,0.029399+0.034293i,0.09034-0.010363i,0.096772-0.040197i
0.28536+6.9254i,2.8197+6.1439i,5.9854+5.0921i,6.8368+1.8987i,5.5558-1.393i,2.8455-2.9793i,0.37779-1.8547i,-0.2749+0.30022i,0.6527+1.4061i,1.4422+0.81724i,0.83278-0.2155i,-0.26887-0.54392i,-0.98621-0.38728i,-1.3763+0.077461i,-1.2266+0.63728i,-0.57306+0.84014i,0.081206+0.55282i,0.29907+0.035276i,0.064555-0.28609i,-0.27904-0.26257i,-0.43633-0.10782i,-0.35772+0.030048i,-0.16056+0.072158i
0.40704-0.13194i,0.5313-0.13315i,0.37283-0.17143i,-0.013129-0.099051i,-0.22966+0.12385i,-0.19936+0.25999i,-0.19164+0.24735i,-0.12062+0.22853i,0.16078+0.13122i,0.38647-0.069411i,0.37065-0.18857i,0.25289-0.21843i,0.10338-0.21811i,-0.030921-0.12592i,-0.060755-0.0017733i,-0.04157+0.026226i,-0.073105-0.012414i,-0.12019-0.027882i,-0.10825-0.029666i,-0.072256-0.057435i,-0.054473-0.072032i,-0.016705-0.06484i,0.035375-0.063339i
-0.17027+0.22981i,-0.41359+0.30109i,-0.56144+0.40333i,-0.48791+0.5159i,-0.23027+0.51095i,0.052778+0.33654i,0.17117+0.1173i,0.1174+0.0075751i,0.073623-0.036459i,0.10401-0.088431i,0.16072-0.10363i,0.202-0.083436i,0.19455-0.064478i,0.13965-0.042564i,0.095681-0.01692i,0.077937-0.0072157i,0.028704-0.0039626i,-0.014588+0.01145i,0.006968+0.016088i,0.040388+0.0092922i,0.034248+0.017937i,-0.011651+0.02962i,-0.074431+0.017572i
-0.012157-0.11423i,0.1926-0.19868i,0.42565-0.19696i,0.58514-0.19402i,0.60233-0.31497i,0.44299-0.4592i,0.2035-0.4513i,0.050843-0.31193i,0.0067742-0.1614i,0.02233-0.06516i,0.066213-0.013722i,0.14233+0.021624i,0.209+0.0033561i,0.1811-0.042541i,0.1107-0.031535i,0.085956+0.012359i,0.082702+0.05079i,0.077172+0.071438i,0.074683+0.047621i,0.063536-0.014884i,0.029339-0.062692i,-0.012315-0.047139i,-0.026623+0.00085723i
-0.0091981-0.13484i,-0.13885-0.11228i,-0.37696-0.15037i,-0.65102-0.17158i,-0.82873-0.052366i,-0.79062+0.12436i,-0.60492+0.19024i,-0.43185+0.15156i,-0.28898+0.11068i,-0.12498+0.078609i,0.03728-0.0054274i,0.095894-0.11549i,0.043399-0.14469i,0.01461-0.11542i,0.032516-0.12958i,0.024217-0.17769i,-0.0031654-0.18386i,-0.021323-0.13776i,-0.034858-0.075322i,-0.049121-0.017809i,-0.0507+0.021384i,-0.024655+0.031255i,0.01571+0.028281i
0.12874+0.129i,0.053385+0.14355i,-0.058307+0.19175i,-0.084838+0.3433i,0.073404+0.45822i,0.28003+0.38013i,0.35484+0.2552i,0.29297+0.1955i,0.10932+0.14886i,-0.10328+0.1268i,-0.20508+0.11857i,-0.23617+0.10045i,-0.21722+0.11097i,-0.13094+0.099852i,-0.085988+0.037303i,-0.10906-0.0037243i,-0.12189-0.021398i,-0.11808-0.042129i,-0.10347-0.04012i,-0.067661-0.0084689i,-0.031427+0.019387i,-0.014073+0.026022i,-0.0020952+0.021174i
-0.19205+0.045637i,-0.16918+0.060476i,0.030862+0.17501i,0.37755+0.1548i,0.54574-0.13096i,0.38082-0.37903i,0.20137-0.43814i,0.1869-0.42229i,0.17077-0.36536i,0.063273-0.23891i,-0.036029-0.065368i,-0.022527+0.061134i,0.045482+0.05262i,0.047007+0.0079774i,0.016684+0.042487i,0.018035+0.11085i,0.032731+0.1591i,0.066445+0.17566i,0.10999+0.13536i,0.12328+0.052522i,0.097792-0.016252i,0.050334-0.03864i,0.0056903-0.031817i
0.095207-0.097769i,0.24199-0.097806i,0.23256-0.31345i,-0.12575-0.58539i,-0.58557-0.51983i,-0.71219-0.17062i,-0.569+0.060803i,-0.43879+0.047708i,-0.30589-0.019556i,-0.092061-0.041183i,0.10135-0.10336i,0.13043-0.20384i,0.017917-0.19531i,-0.060093-0.077912i,-0.027038+0.001408i,0.037479+0.0020767i,0.073964-0.01452i,0.078333-0.033915i,0.039172-0.057936i,-0.028483-0.057494i,-0.0682-0.027092i,-0.0563+0.0036687i,-0.027367+0.015523i
0.030491-0.091633i,-0.21961-0.15494i,-0.43693+0.0085168i,-0.29799+0.41594i,0.17878+0.64976i,0.5163+0.47001i,0.43129+0.23904i,0.19426+0.24415i,0.083989+0.27306i,0.06868+0.15139i,0.031947+0.013359i,-0.010343+0.0041315i,0.023099+0.0722i,0.082993+0.089924i,0.07829+0.047186i,0.028414+0.0066269i,-0.021939-0.010718i,-0.067315-0.0087782i,-0.086947+0.018655i,-0.060877+0.052951i,-0.026629+0.058576i,-0.020604+0.043707i,-0.023461+0.03574i
0.03909+0.30244i,0.26081+0.4182i,0.50038+0.34352i,0.52173-0.056945i,0.22689-0.51577i,-0.14786-0.6306i,-0.24794-0.4496i,-0.10766-0.25986i,-0.0054794-0.14069i,-0.027508-0.056347i,-0.059012+0.021319i,0.001795+0.069015i,0.093794+0.029818i,0.11408-0.030302i,0.089254-0.023872i,0.080232+0.0073147i,0.077829+0.011326i,0.065743+0.0064713i,0.058601+0.0042215i,0.060312-0.009562i,0.05166-0.027048i,0.033557-0.025512i,0.025572-0.010892i
-0.23759-0.34835i,-0.35492-0.54541i,-0.41274-0.64336i,-0.41455-0.49248i,-0.40034-0.12528i,-0.31452+0.24547i,-0.19785+0.37119i,-0.14649+0.24471i,-0.1243+0.11709i,-0.061173+0.094269i,0.02148+0.074625i,0.047975+0.018002i,0.0074087-0.025031i,-0.032825-0.045051i,-0.031571-0.065403i,-0.010995-0.084927i,-0.0065758-0.091432i,-0.018771-0.075439i,-0.024218-0.041059i,-0.01999-0.010212i,-0.0128+0.006605i,-0.0037462+0.009087i,-0.0027281+0.00013485i
0.3184+0.15211i,0.3291+0.34052i,0.13019+0.49655i,-0.042127+0.5728i,0.094432+0.5002i,0.3358+0.22671i,0.36011+0.015838i,0.23584+0.043652i,0.15888+0.097246i,0.13125+0.051953i,0.09184-0.00065029i,0.034651-0.0085447i,-0.011412+0.0081665i,-0.031156+0.016515i,-0.042028+0.0045162i,-0.064379-0.0080894i,-0.076845+0.0087668i,-0.045963+0.03059i,0.0014434+0.0096979i,0.013489-0.032155i,-0.0022483-0.05125i,-0.012082-0.046378i,-0.0090414-0.02952i
-0.23679+0.079764i,-0.28197+0.049204i,-0.013056-0.014119i,0.30617-0.24303i,0.23024-0.51299i,-0.074195-0.47727i,-0.14943-0.2295i,0.0072356-0.082147i,0.10979-0.081412i,0.066773-0.11309i,-0.00071078-0.088793i,0.0087509-0.03919i,0.045294-0.021344i,0.041464-0.0038934i,0.021146+0.032874i,0.022155+0.059211i,0.039047+0.051998i,0.044217+0.027782i,0.033039+0.02069i,0.020465+0.035018i,0.0087394+0.049414i,-0.0044215+0.049523i,-0.010489+0.03538i
0.1584-0.14593i,0.33786-0.28857i,0.20587-0.39023i,-0.14833-0.19778i,-0.238+0.21085i,-0.022829+0.3937i,0.090882+0.26069i,0.019003+0.11139i,-0.02692+0.077201i,-0.0015729+0.070551i,0.02572+0.030738i,0.019764-0.017773i,-0.0029755-0.026878i,-0.0094178-0.0051619i,-5.3481e-05+0.011387i,0.0071894+0.018005i,0.0037011+0.02115i,-0.0054312+0.020374i,-0.010309+0.011541i,-0.00031692-0.0080029i,0.014396-0.025413i,0.017599-0.020025i,0.014025+0.0017574i
-0.15878+0.020339i,-0.4351+0.1978i,-0.53558+0.37198i,-0.30105+0.36002i,-0.016509+0.096587i,0.029229-0.1932i,-0.052543-0.24272i,-0.060487-0.12836i,-0.020954-0.053046i,-0.010062-0.04419i,-0.027102-0.048524i,-0.050584-0.035106i,-0.055301-0.015382i,-0.035924-0.011543i,-0.012076-0.015055i,-0.0005525-0.0075753i,0.0013719+0.011223i,0.012152+0.018787i,0.022271+0.0056331i,0.011823-0.0052482i,-0.0061585-0.0086916i,-0.016993-0.019279i,-0.020068-0.029749i
0.20962+0.031873i,0.44322-0.079777i,0.62732-0.219i,0.51225-0.30557i,0.18158-0.22563i,-0.039433-0.014727i,-0.060446+0.094913i,-0.02146+0.042686i,-0.016351-0.013672i,-0.028917+0.0044485i,-0.025346+0.041421i,-0.003307+0.054591i,0.021145+0.047105i,0.024007+0.030359i,0.011232+0.016218i,0.015337-0.0075427i,0.017493-0.050374i,-0.015364-0.074666i,-0.052227-0.053155i,-0.056237-0.014806i,-0.038776+0.0086571i,-0.023837+0.020151i,-0.015724+0.025138i
-0.26469-0.039969i,-0.50425-0.078135i,-0.76583-0.05004i,-0.73903+0.075204i,-0.40053+0.1604i,-0.074472+0.11951i,0.057863+0.038436i,0.0322-0.001493i,-0.016327+0.0065946i,0.011416+0.02211i,0.071403+0.021726i,0.10155+0.019763i,0.10015+0.021388i,0.088371+0.01717i,0.072023+0.009081i,0.04552+0.013567i,0.027174+0.033872i,0.030174+0.054221i,0.041081+0.053972i,0.050294+0.031684i,0.049607+0.0088015i,0.035722-0.002897i,0.019674-0.0024633i
0.1658+0.032926i,0.35296+0.21196i,0.51658+0.31946i,0.47615+0.2197i,0.25308+0.0086743i,0.046377-0.12532i,-0.051302-0.12343i,-0.063109-0.042465i,-0.044245+0.023667i,-0.037231+0.031i,-0.039141+0.0051234i,-0.047149-0.023067i,-0.06377-0.03823i,-0.080047-0.037091i,-0.079295-0.029066i,-0.062445-0.025193i,-0.037942-0.020754i,-0.001718-0.018284i,0.028184-0.02759i,0.020985-0.040315i,-0.0090154-0.040325i,-0.02352-0.024471i,-0.014864-0.0084936i
-0.047417-0.048981i,-0.17171-0.18165i,-0.22435-0.25448i,-0.16459-0.14813i,-0.061295+0.075117i,0.0039115+0.20046i,-0.027182+0.17392i,-0.061326+0.11755i,-0.01368+0.063799i,0.027578-0.0031568i,0.01156-0.026045i,0.005893-0.0019012i,0.027815+0.010617i,0.039711+0.0091619i,0.02927+0.0099351i,0.0019988+0.0053051i,-0.039587-0.0075135i,-0.083363-0.017601i,-0.10338-0.010571i,-0.091095+0.012331i,-0.059902+0.036126i,-0.027679+0.044784i,-0.0060134+0.031521i
-0.004305+0.093843i,0.084247+0.15426i,0.1135+0.14564i,0.065437-0.00058105i,-0.0048378-0.18125i,-0.05356-0.2258i,-0.028917-0.11914i,0.021033-0.017335i,0.0235+0.0035671i,0.015945-0.0040533i,0.041163-0.026166i,0.056079-0.060673i,0.022205-0.06956i,-0.016293-0.038725i,-0.014237+0.0092398i,0.013626+0.051547i,0.045578+0.081362i,0.070599+0.092259i,0.085685+0.082566i,0.095955+0.056614i,0.093792+0.016545i,0.071904-0.0197i,0.03905-0.030419i
-0.015658-0.168i,-0.053577-0.23849i,-0.079295-0.1779i,-0.013368+0.04676i,0.10959+0.21682i,0.15898+0.22726i,0.12424+0.15762i,0.080949+0.082247i,0.03598+0.043386i,-0.0072774+0.044256i,-0.036257+0.053093i,-0.052301+0.053982i,-0.033828+0.054751i,0.0036545+0.034012i,0.017976-0.01889i,0.012363-0.069843i,0.0064943-0.091829i,0.003556-0.08993i,-0.0046067-0.078557i,-0.023854-0.061349i,-0.042513-0.038489i,-0.049289-0.018103i,-0.043489-0.0049765i
0.050588+0.19327i,0.082372+0.27935i,0.09504+0.1534i,0.010459-0.10606i,-0.08384-0.21256i,-0.037859-0.18254i,0.057186-0.15874i,0.068741-0.11735i,0.043594-0.048591i,0.035676+0.0058329i,0.043673+0.035166i,0.052822+0.042962i,0.048167+0.021808i,0.025879-0.0069243i,-0.0046297-0.001609i,-0.024398+0.022967i,-0.031984+0.030354i,-0.032831+0.020423i,-0.026425+0.0047538i,-0.011714-0.0057542i,0.006891-0.0053208i,0.018181+0.0027629i,0.022187+0.012767i
-0.16012-0.19618i,-0.30084-0.27849i,-0.29767-0.1529i,-0.13693-0.010632i,-0.070415-0.014797i,-0.1313-0.014023i,-0.14728+0.024551i,-0.10344+0.019086i,-0.056855+0.0058469i,-0.014595-0.018318i,-0.0019778-0.063445i,-0.012634-0.077581i,-0.022482-0.045787i,-0.020433-0.00071701i,-3.7674e-05+0.023023i,0.023344+0.024176i,0.038662+0.019787i,0.042984+0.017588i,0.033005+0.022466i,0.015925+0.024748i,-0.0034247+0.012088i,-0.018697-0.0011986i,-0.02058-0.0055463i
0.26676+0.15883i,0.46587+0.19438i,0.35845+0.11239i,0.058794+0.12747i,-0.0065908+0.23076i,0.084426+0.16318i,0.049617+0.020011i,-0.026527-0.0066086i,-0.029554+0.0091906i,-0.022165+0.0091176i,-0.029251+0.023482i,-0.018717+0.03653i,0.0070831+0.02014i,0.015066-0.011131i,0.0035756-0.033252i,-0.0091965-0.042303i,-0.022025-0.036595i,-0.032232-0.020616i,-0.032632-0.012331i,-0.025816-0.01508i,-0.016914-0.010456i,-0.0058989+0.0055769i,0.0021723+0.017839i
-0.32039-0.034889i,-0.49561+0.013759i,-0.36751+0.027387i,-0.11256-0.096952i,-0.067845-0.23315i,-0.13924-0.18685i,-0.12849-0.06333i,-0.072024-0.0068437i,-0.020516-0.0061i,0.018934-0.023361i,0.04245-0.022553i,0.050137-0.0064074i,0.030761+0.0086334i,0.0096304+0.027668i,0.0056068+0.046149i,0.0020924+0.051914i,-0.0038729+0.042985i,0.00015607+0.031295i,0.019249+0.026119i,0.034354+0.027146i,0.032056+0.024535i,0.020695+0.0065184i,0.009779-0.015116i
0.24497-0.13726i,0.34204-0.23567i,0.25177-0.17423i,0.09284+0.0064044i,0.037907+0.14804i,0.060258+0.19975i,0.073905+0.19207i,0.056271+0.14195i,0.013248+0.086977i,-0.01518+0.060105i,-0.010943+0.029199i,-0.0031827-0.020014i,-0.0020147-0.049049i,-0.0057402-0.047072i,-0.0079255-0.034432i,-0.00050215-0.022251i,0.0054794-0.011762i,-0.0013101-0.0058647i,-0.014805-0.0040659i,-0.021155-0.0061498i,-0.019378-0.0080425i,-0.016124+0.0011417i,-0.0099772+0.014606i
-0.060149+0.16863i,-0.12439+0.19484i,-0.20151+0.12898i,-0.15468+0.10598i,0.010169+0.081042i,0.10812-0.046187i,0.093785-0.12444i,0.071519-0.091935i,0.050088-0.050717i,0.025499-0.022986i,0.020174+0.0050026i,0.02038+0.030217i,0.02675+0.040229i,0.043237+0.023466i,0.047708-0.0032796i,0.037825-0.017554i,0.034074-0.022107i,0.03471-0.031203i,0.023703-0.044945i,0.0055078-0.048335i,-0.0021766-0.037394i,0.0031323-0.029913i,0.0061065-0.029091i
-0.15965+0.010175i,-0.092522+0.14935i,0.1433+0.16952i,0.19092-0.044407i,-0.015199-0.17479i,-0.1294-0.052995i,-0.070918+0.038423i,-0.030837+0.013054i,-0.035226+0.0085976i,-0.033784+0.020829i,-0.03253+0.012102i,-0.032259+0.0025255i,-0.040603+0.0013004i,-0.062594+0.0079176i,-0.074432+0.021306i,-0.070859+0.029408i,-0.067802+0.032698i,-0.054613+0.042344i,-0.022028+0.056126i,0.0092991+0.063197i,0.017954+0.055165i,0.0057769+0.040508i,-0.0075412+0.034852i
0.17996-0.30885i,0.020913-0.55979i,-0.27621-0.46342i,-0.27553-0.067757i,-0.0032488+0.13795i,0.11036+0.046191i,0.026144-0.032965i,-0.037247-0.0077173i,-0.017362+0.023949i,0.027099+0.010083i,0.036464-0.024312i,0.024212-0.036319i,0.029894-0.027538i,0.046511-0.01579i,0.060026-0.011159i,0.067524-0.013851i,0.066522-0.01448i,0.047365-0.016872i,0.012386-0.029565i,-0.014118-0.04596i,-0.019557-0.048943i,-0.0097177-0.036414i,0.006508-0.023285i
0.049105+0.5531i,0.36435+0.83746i,0.63355+0.66618i,0.4982+0.18775i,0.12484-0.095952i,-0.067201-0.11081i,-0.068248-0.072892i,-0.038363-0.035281i,-0.012787-0.013617i,-0.010105-0.011108i,-0.01295+0.0028175i,0.00015571+0.015288i,0.0061319+0.0098029i,-0.00249-0.0042902i,-0.017285-0.014908i,-0.028379-0.020051i,-0.027426-0.026017i,-0.01398-0.029571i,0.0050386-0.016872i,0.01952+0.0055261i,0.020368+0.015172i,0.0074714+0.0097789i,-0.0075141+0.0013735i
