0.00014398+4.5522e-05i,-5.5141e-05-0.0010065i,-0.00086934-0.0034234i,-0.0013838-0.0051848i,-0.0020751-0.0042057i,-0.0019948-0.0017907i,-0.00070033-5.0279e-05i,0.00092437+0.0010507i,0.0013057+0.0014157i,0.00074628+0.00051513i,0.00060088+0.00026911i,0.00081057+5.3775e-05i,0.0003243+0.0005893i,-0.00026526+0.00078775i,-0.00086614-7.3907e-05i,-0.0013159-0.001054i,-0.00031103-0.0012226i,0.00030415-0.0010283i,-0.00035967-0.0006028i,-0.00044835+0.00038061i,-0.00057139+0.0014145i,-0.00084613+0.0013006i,-0.00050107+0.00036775i
0.0013383+0.00027058i,0.001094-0.00022896i,0.0013542-0.0020759i,0.00061659-0.0029855i,-0.00028975-0.0027533i,-0.00069516-0.0012762i,-0.0009667+0.0004887i,-0.00090127+0.0012594i,5.3019e-05+0.001069i,0.0011408+0.0012567i,0.00118+0.00093135i,0.00078439+0.00083205i,-0.00032113+0.00088092i,-0.00082648+0.00029501i,-0.00038866-0.00068636i,0.00037637-0.0010146i,0.0007073-1.639e-05i,0.00066871+0.00075561i,0.00018641+0.00086228i,-0.00030444+0.00048998i,0.00027782+3.0035e-05i,0.00090495+0.00013784i,0.00019252+0.00023625i
-0.00099143-0.0019925i,-0.0012868-0.0023804i,-0.0018812-0.0026315i,-0.0027357-0.0023015i,-0.0028667-0.0011634i,-0.0018523-0.00015653i,-0.001091+2.7014e-06i,-0.00051619+6.834e-05i,2.9062e-06+0.00048022i,0.00064595+0.00082655i,0.00059092+0.001089i,0.0002226+0.0010207i,0.0010971+0.00074225i,0.0013347+0.00048998i,0.00073377+0.00049379i,0.00045668+0.00041613i,-0.00040721-0.0003832i,-0.0012691-0.0005652i,-0.00089846-0.00025322i,-0.00041831-0.00014377i,-0.00029616+0.00021334i,6.1376e-05+8.0941e-05i,0.00026115-0.00014921i
-0.00029442+0.00037459i,-0.00020228+0.00048997i,-0.00023203-0.0003985i,-0.00081561-0.00084419i,-0.0014695-0.0005548i,-0.0017628-0.0006576i,-0.0011394-0.00064896i,-0.0013026+0.0002533i,-0.00065755+0.00059621i,-2.0784e-05+0.0003408i,0.00016161+0.00046266i,0.00083175+0.00010848i,0.00060002-9.3069e-06i,-0.00045723+0.00010138i,-0.0010469-1.5311e-06i,-0.00065855+4.9865e-05i,3.3225e-05+0.00023387i,-0.00073693-0.00010419i,-0.0014943+4.1748e-05i,-0.0001943+1.538e-05i,0.0010189+0.00016294i,-0.00015851+0.00031098i,-0.00089409-0.00030844i
0.0020128-0.0007178i,0.0013658-0.0020665i,0.0011122-0.0020397i,0.00085828-0.002369i,-0.00038922-0.0022934i,-0.0011088-0.0011288i,-0.00039446+0.0001551i,0.00038546+0.0015847i,0.00035284+0.0016948i,-4.0677e-05+0.0014441i,-8.2171e-06+0.0013799i,4.6098e-05+0.00071757i,0.0001075+0.00086162i,7.0944e-05+0.0012065i,0.0002757+0.00028215i,0.00075177-0.00027407i,0.00017163-0.00047732i,-0.00027897-0.00035128i,-0.0002749+0.00020685i,-0.00078013-9.2222e-05i,-0.00060066-0.00031003i,0.00047508-7.6441e-05i,0.00057936-0.00023667i
-0.00029722-0.00016716i,-0.0003897-0.0013177i,-0.00047366-0.002039i,-0.00079068-0.0013807i,-0.00087893-0.0012591i,-0.0011323-0.0010943i,-0.0014682-0.0003521i,-0.0016618+0.00023277i,-0.0012478+0.0009842i,-0.00072136+0.0014228i,0.00038922+0.00092035i,0.0014091+0.00026938i,0.0010056+0.00042384i,-0.00013994+0.00038221i,8.4562e-05+9.954e-05i,0.00037988-0.00021762i,-0.00033381-0.0002997i,-0.00024361+0.00050441i,0.00022633+0.0016036i,-0.00043852+0.0016934i,-0.00096158+0.00040738i,-0.00057712-2.7804e-05i,-0.00075984+0.00054842i
-0.001723+0.00089197i,-0.00016409+0.00065092i,7.2521e-05+0.00047598i,0.00028456-0.00028471i,0.00037628-7.9286e-05i,-0.00099966+0.00042311i,-0.002476+0.0035463i,-0.0014375+0.0082869i,0.0019489+0.0097228i,0.0049995+0.0072769i,0.0061255+0.0036618i,0.0056718+0.0010446i,0.0038932-0.00092107i,0.0019752-0.002258i,0.00078324-0.0020848i,0.00048398-0.0011395i,0.00041143+1.6283e-05i,-0.00041143+0.00043763i,-0.00059826+0.00068998i,-0.00011633+0.00064297i,0.00019001-0.00013838i,0.00030482-0.00072554i,0.00011309-0.00092129i
0.0012319+0.00084958i,0.0012546+0.0013383i,0.0010547+0.00089745i,0.0001264+0.00015629i,-0.0007887-0.0005188i,-0.00088892-0.00075303i,0.00022715-0.00096488i,7.6263e-05-0.0013346i,-0.00088721-0.00055063i,-0.00092014-0.00010536i,-0.0002496+0.00044818i,-2.1284e-05+0.0010945i,-0.00057058+0.00055105i,-0.00070819+0.00043178i,0.00012466+0.0010446i,0.00042087+0.00051549i,0.00031558-0.00042473i,0.0003722-0.00025562i,-7.6812e-06-0.00031145i,-0.00055793-0.00035103i,-0.00076621-0.00025955i,-0.00036016-2.2178e-05i,0.00010916-0.00025403i
0.0025182+0.0006824i,0.0019641-0.000438i,0.0025711-0.0021428i,0.0023849-0.0032012i,0.00022862-0.002772i,-0.0015803-0.0013264i,-0.0018257-0.00057309i,-0.0011985-0.00057274i,-0.0006748-0.0003211i,-0.000799+0.00041033i,-0.00022924+0.0010488i,0.000122+0.0009512i,-0.00030242+0.0015579i,-0.00025695+0.0019278i,0.00080675+0.0013281i,0.001106+0.0003883i,0.00059526-0.00019381i,0.00023215-0.0001015i,0.00015169-0.00052026i,-0.00020037-0.00053141i,-7.0605e-05-6.5486e-05i,0.00010846+0.0004674i,-0.00023847+0.00059578i
0.0024164-0.0013091i,0.0013778-0.0020502i,-0.00086093-0.0034453i,-0.0021622-0.0033185i,-0.002361-0.0021821i,-0.0010216-0.0010746i,0.00028418-0.00056235i,-0.00044499-0.00025053i,-0.00027341-0.00041806i,0.00040571-0.00062769i,0.00052484-0.00012231i,0.0014448+0.00032245i,0.0013602+0.00061634i,1.668e-05+0.00094869i,-0.00051859+0.00040339i,-6.262e-05+7.4079e-05i,0.0002845+0.00035314i,0.00011603+0.00051495i,9.3516e-05+0.00069964i,0.00054835+0.00043605i,0.00022655+9.7787e-05i,-0.00075417-0.00040662i,-0.00059344-0.00069061i
-0.0013394-0.0015903i,-0.0015821-0.0018763i,-0.0019998-0.0013124i,-0.0017202-0.0010976i,-0.002095-0.00030595i,-0.0016337+0.00029214i,-0.00052114-0.00046154i,-0.000584-0.0008659i,-0.0011302+0.00031394i,-0.00052242+0.00080856i,0.00080583+0.00047509i,0.00088134+0.00026926i,0.0001443+0.00033291i,0.00024502+0.00051206i,5.9431e-05+0.00030761i,-0.00016013+0.00031219i,0.00017239+0.00055865i,0.00028775+0.00080476i,0.00013126+0.00066578i,0.00027411+0.00017422i,0.00021627-0.00050773i,-5.225e-05-0.0006109i,-0.00031624+0.00011781i
0.00023589+0.00074094i,0.00018958+0.0013592i,-0.00075543+0.00012406i,-0.0010432-0.00090016i,-0.00066575-0.00042265i,-6.0412e-05+6.9428e-05i,-0.0005623-0.00014638i,-0.0013923-0.00020042i,-0.00050886+0.00054468i,0.00055935+0.00068833i,0.00071784+0.00017412i,0.00025069+0.00017718i,-4.8704e-05+4.8368e-05i,8.1712e-05-0.00077619i,0.00053582-0.00080419i,0.00080721-0.00052357i,0.00062072-8.3096e-05i,-0.00014185+0.00060071i,-0.00087332+0.0002621i,-0.00069799+0.00011652i,0.00019868-0.00016757i,0.00070558-0.00059863i,-8.0855e-05+2.556e-05i
-0.00015788+0.00018777i,-0.00052557-0.00072715i,-0.00028345-0.0013461i,-0.00018754-0.0021706i,-0.00022764-0.0022923i,0.00043644-0.0014875i,0.00028816-0.00090873i,-0.00031151-0.0006057i,-0.00078041-0.00013228i,-0.00054958+0.00010738i,0.00044279+0.00021709i,0.00080669+0.0004869i,0.00038736+0.00129i,-8.0274e-05+0.001228i,7.0692e-05+0.00047494i,0.00027857+0.00038201i,0.0011477+0.00101i,0.0011955+0.00061322i,0.0011946+0.00016098i,0.0013358+0.00047242i,0.00059311-3.1338e-05i,0.00034786-0.00058131i,-6.7031e-05-0.00072051i
-0.00081222-0.0012659i,-0.0014951-0.00050021i,-0.0036697-0.00050189i,-0.0045769-0.0011241i,-0.0036673-0.00086518i,-0.001828+0.0011305i,-0.00041389+0.0013221i,-0.00066985-0.00023874i,-0.0010227-0.00096471i,-0.0011279-0.00061112i,-0.00047937-0.0004548i,0.00032676+4.9408e-05i,0.0005762+0.0010113i,0.00026882+0.0010329i,3.2419e-06+0.0010849i,0.0001772+0.0013726i,0.00015771+0.00096834i,-7.9688e-05+0.00078834i,0.00015623+0.00081544i,0.0010544+0.00020651i,0.0012513-0.00029548i,0.00019197+5.3584e-05i,-0.00037067-7.4959e-05i
0.0011615-0.00086702i,0.0015288-0.00043501i,0.0008562-0.0010218i,-0.00059975-4.6363e-05i,-0.0009431+0.00024485i,1.755e-05-0.00030065i,0.00046748-0.00029341i,-0.00074176+9.3727e-05i,-0.0013487+0.00020981i,-0.00055091+0.00025131i,-5.6922e-05+0.00034348i,0.00026152+0.00083759i,0.00048092+0.0011343i,0.0007834+0.00096112i,0.00061179+0.00088521i,0.00051173+0.00053823i,0.0010373+0.0010678i,0.00043132+0.00095105i,-0.00039988-8.1509e-05i,-0.00060586-4.684e-05i,-0.00028577+0.00050325i,-0.00023906+0.00028581i,-0.00071726-0.00059091i
-0.00050405+0.0019824i,0.00022891+0.0013612i,0.0011403+0.00028701i,0.00045269-0.001157i,-0.00019664-0.0019578i,-0.00040731-0.0020497i,-0.00058084-0.001971i,-0.00020755-0.00097507i,0.00091956+0.00052714i,0.00067648+0.00083912i,-0.0006045+0.00025903i,-6.6039e-05+0.00042135i,0.00021044+0.00080705i,8.6906e-05+0.0010123i,0.0002251+0.00090171i,-0.00023902-0.00016529i,4.6871e-05-0.0005187i,0.0002735+0.00014758i,-0.00036985+0.00113i,-0.00060239+0.0012763i,-0.00021012+0.00026108i,-0.00012743-0.00037619i,-9.0804e-05-0.00074729i
-0.00029807-3.5882e-05i,0.00055506-0.00053029i,0.00066903-0.00057832i,-0.00018415-0.0012027i,-0.00045885-0.0015767i,0.00037933-0.00090504i,0.00037787-0.00051571i,-0.0010201-0.00033049i,-0.0010762-0.00034985i,-0.00070506+0.00021606i,-0.00069494+0.0002736i,-0.00063089-0.00018991i,-0.0003496-0.00020078i,-0.00014824-2.0533e-06i,-0.00037387-0.0001551i,-0.00053249+6.2978e-05i,-4.0859e-05+0.00010217i,-0.00037874-0.00058539i,-0.0011858-0.00045072i,-0.001242+0.00067557i,-0.0012669+0.00097468i,-0.00037003-0.0001031i,0.00053421-0.001119i
0.00054193-0.00074357i,4.8128e-05-0.00097026i,-0.0016131-0.0012598i,-0.0022023-0.00089719i,-0.0023845-4.6034e-05i,-0.0016111-0.00024096i,0.00019454-0.00016135i,0.00015088+0.00029795i,-0.00043048-0.00013902i,-0.00019182-0.00076993i,0.00023953-0.00085737i,0.00084595+2.7491e-05i,0.00082039+0.00050403i,4.5175e-05+0.0001734i,3.905e-05+0.00013474i,0.00059612+9.8498e-05i,0.00029034-2.5999e-06i,-4.589e-05-1.8514e-05i,0.00017264+0.0001182i,3.3334e-05+0.00052199i,0.00035501+0.00055175i,0.00050572+0.00039466i,0.00076018+0.00049581i
-0.00096651-0.0017458i,-0.0010856-0.001829i,-0.0014139-0.0011251i,-0.0014146-0.00045126i,-0.0010577+2.844e-05i,-0.00016149+0.00049735i,0.00039034+0.00044618i,0.00030563+2.7166e-05i,-0.00015208-0.00031316i,-0.00046829-0.00019986i,-0.00048869+0.00033449i,-0.00041225+0.00023344i,-0.0004285+0.00027133i,-0.00026161+0.00014225i,0.00040352-0.00015161i,0.00038272-0.00037084i,5.8384e-05-0.00029005i,-0.00025629+2.1376e-05i,-0.00044198-0.00050385i,-0.00025659-0.00075152i,0.00013552+4.3945e-05i,0.00026878+0.0004498i,-0.00036495+8.348e-05i
0.0002078+0.00078476i,0.00091411+0.00019925i,-0.00011989-0.00071096i,-0.00086713-0.0020783i,0.00018097-0.0021243i,0.00072456-0.0015651i,0.00023499-0.00091037i,-0.00048946-1.0989e-05i,-0.00099976+0.00063946i,-0.00053773+0.00095175i,0.00030738+0.00077319i,0.0011038+0.00068589i,0.0011956+0.0008382i,0.00087389+0.00044604i,0.0010051+0.00046202i,0.00088351+0.00038186i,-0.00016507+3e-05i,-0.00046046+0.00041994i,0.00032929+0.00056693i,0.00018274+0.00018717i,0.00045935+0.00033854i,0.00032289+0.00057572i,-0.00064803+0.00045213i
0.00084985-0.00063045i,0.00021229-0.00068426i,-0.0013885-0.0017687i,-0.0019685-0.0020971i,-0.0025439-0.00089982i,-0.002533-0.00050289i,-0.0016866-0.00068608i,-0.0013029-0.00056381i,-0.0014008-0.00055237i,-0.0014984-3.4455e-05i,-0.00066973+0.00075799i,-0.00022375+0.00045135i,-0.00014777+0.00010546i,-0.00076465-5.3308e-05i,-0.0009701+0.00042112i,-0.00010551+0.00072834i,-1.7043e-05+8.1144e-05i,9.6344e-05-4.0577e-05i,0.00085506+0.00072569i,0.00092367+0.00068737i,0.00055443+1.5433e-05i,0.00061274-0.00016176i,0.00029635+3.173e-05i
-0.0017804+0.0011476i,-0.0019409+0.0027895i,-0.00055486+0.0034775i,0.00065551+0.0018265i,0.001002+0.00055279i,0.0010286-0.00041916i,0.00017518-0.00050619i,-0.0011849+0.00053269i,-0.0019482+0.0016678i,-0.00051028+0.0018727i,0.00038822+0.00096398i,-0.00012781+0.00053087i,0.00022468+0.00055733i,0.00029824+0.00023409i,-0.00038756+0.00090651i,-0.00084237+0.000948i,-0.00057149+0.00024984i,-0.00043969+0.00034745i,-0.00069354-9.1362e-05i,-0.00027284-0.000842i,0.00038663-0.00069566i,0.00090857+8.2794e-05i,0.00063589+0.00044503i
-0.0020362+0.00043373i,-0.0011001+0.0010415i,-0.00017851+0.00067274i,0.0010452-0.00020217i,0.0016533-0.00053826i,0.0015653-0.00024671i,0.00095016-0.00037138i,8.2439e-05-9.1168e-05i,-0.0003647+0.0017955i,3.1342e-05+0.0025651i,0.0001364+0.0014646i,0.00021563+0.00079574i,0.00018753+0.00049321i,0.00023142-0.00024093i,9.9939e-05-0.00051116i,-0.00053212-0.00081129i,-0.00034773-0.0011192i,-0.00015255-0.00016232i,-0.00070292+0.0006989i,-3.6918e-05+9.3426e-05i,0.00044364-0.00071626i,3.0085e-05-0.00024373i,-0.00010814+0.0002446i
-0.00022631+0.0010838i,0.00061016+0.00098634i,0.00087731+0.00066382i,0.00037318+0.00013611i,-0.00099883-0.00063913i,-0.0012193-0.0011431i,-0.00088672-0.00059931i,-0.00089007+0.00073683i,-0.00061621+0.0013071i,-0.00024051+0.00043092i,0.00041981-0.00036227i,0.0015416+0.00034039i,0.0015208+0.00043326i,0.00069771+0.00034446i,0.00089875+0.00090244i,0.00091661+0.00079784i,0.00030134+0.00056099i,-5.2002e-05+0.00028602i,0.00014834-0.00016433i,0.0005583+0.00019245i,0.00015634-4.6667e-05i,-0.00046198-0.00031456i,-0.00055173-0.00029126i
-0.00011095-0.00045945i,-0.00080801-0.0001345i,-0.0014645-0.0009383i,-0.0018678-0.0014727i,-0.0016156-0.00020489i,-0.00093401+0.0011833i,-0.00075609+0.0015747i,-0.00080697+0.00066715i,-0.00093836+8.3404e-05i,-0.00030317-5.2581e-05i,4.6369e-05-0.00026946i,0.0003732+0.00037502i,0.00073493+0.001189i,0.00067767+0.00069963i,-9.9883e-05+9.0073e-05i,-0.00054087+0.00015222i,-0.00014118-0.00013976i,-0.00045282-0.00027515i,-0.00098805+8.143e-05i,-0.0011822+0.00038561i,-0.00036109+0.00010545i,-0.00014987-0.00028208i,-0.00033093-0.00029944i
0.00091915-0.00041907i,0.0012477-0.0004023i,0.0011306-0.00093884i,-0.00014503-0.0016428i,-0.00078257-0.0019148i,-0.00090154-0.00091895i,-0.00081552+0.00013703i,-0.00071296+0.00014038i,6.7429e-05-7.7426e-05i,0.00079456-3.8014e-05i,0.00084587+0.0004045i,0.0012415+0.0012469i,0.0018771+0.0020459i,0.001407+0.0012188i,0.00053025-0.00021817i,0.00024605-0.00065446i,7.9598e-05-0.00030503i,0.00014112+0.00023435i,0.00019886+0.00098812i,-0.00023977+0.0011779i,-0.00072951+0.00014021i,-0.0009778-0.00070083i,-0.00030638-0.0010198i
0.00069626+0.0013644i,0.0012323-0.00063335i,0.0015422-0.0019419i,0.0007996-0.0027632i,8.2103e-05-0.0027144i,-0.00091318-0.0020379i,-0.0017466-0.00063546i,-0.0018179+0.00067814i,-0.00097622+0.00076791i,-0.00065316+0.00080015i,-0.00098837+0.0013337i,-0.00081755+0.0014765i,-0.00025341+0.0011934i,4.1088e-05+0.0012038i,0.00037009+0.0012179i,0.00050905-3.0996e-05i,0.00046432-0.0009658i,0.00075779-0.00034115i,0.0010428+2.0189e-05i,0.0011707-3.94e-05i,0.00066-9.4663e-05i,-0.00074651+0.00037339i,-0.00091791-5.1826e-05i
0.00071591+0.00038814i,-1.5422e-06-0.0010069i,-0.00053703-0.0020272i,-0.0013155-0.0019592i,-0.0016279-0.0016843i,-0.0012087-0.0019169i,-0.00054667-0.0013225i,0.00036146+0.00013636i,-7.1538e-05+0.00049437i,-0.00080786+0.0004527i,-0.00065744+0.0014721i,0.00037247+0.0022555i,0.0012638+0.001517i,0.00095258+0.00086073i,0.00090675+0.00061919i,0.001056+0.00054309i,0.00046778+0.00043419i,-0.0002268+0.00045122i,-0.00023911+0.00038575i,-7.1531e-05-3.6912e-05i,3.9145e-05-0.00067553i,0.000144-0.00026292i,-0.00016359+0.00068075i
0.00030575+0.0011623i,-8.8479e-05+0.0016238i,0.00056113+0.0008034i,0.00057125-0.00065876i,8.2559e-05-0.0013148i,-0.00026142-0.0012391i,-0.0005304-0.00090348i,-0.0014634-0.00070309i,-0.0014088-0.00035963i,-0.00051197-0.00029494i,-0.00066034-0.00018215i,-0.00043227+0.00077145i,0.00014573+0.0010076i,0.00034003+0.00070679i,5.2379e-05+0.00023982i,-0.00015249-0.00021544i,5.3978e-05-6.816e-05i,0.00020577-6.9748e-05i,0.00056317-0.00024604i,0.00061323-0.00050328i,0.00034243-0.00034738i,-0.00026526-0.00057284i,-0.00050938-0.00022161i
0.0012432-0.0010589i,0.0010717-0.0019266i,0.0012464-0.0027259i,0.0006728-0.0027249i,1.1383e-05-0.0011687i,0.00028265+0.00024055i,0.00020901+0.00017176i,-0.0011286-0.00023809i,-0.0014871-1.3549e-05i,-0.00085445+0.00014405i,-0.00016677+0.00031981i,0.00024315+0.0013109i,-5.543e-05+0.0017339i,-0.00031867+0.00087464i,-0.00053121+0.00013129i,-4.2807e-06-0.00064522i,0.00044549-0.0009055i,0.00060128-0.00037186i,0.00060075+0.00047553i,0.00015828+0.00054513i,0.0001646-0.00014054i,-0.00019403-9.8936e-06i,-0.00056309+0.00041113i
-0.00026471-0.0020831i,-0.0011781-0.001183i,-0.0017967-0.00060925i,-0.0021942-0.00068005i,-0.0018173-0.00048524i,-0.00048584+0.00020099i,0.00047501+0.00065849i,0.0004503+8.5437e-05i,-6.7826e-05-7.5451e-05i,-0.00059185+0.00090938i,-0.0010878+0.0016437i,-0.00034653+0.0013267i,0.0009077+0.00056456i,0.00081659-0.00026971i,0.00029642-0.00060672i,-0.00015916-0.00046799i,-0.00029186-0.00055145i,-0.00035769-0.0010205i,-0.00011864-0.00077816i,9.9942e-05-4.6193e-05i,-0.00019525-8.2961e-05i,7.376e-05-0.00018365i,0.00025037-9.3457e-05i
0.00028401-0.00049885i,-0.00027663-0.00020978i,-0.0017129-0.0011464i,-0.0029819-0.0011032i,-0.0023496+5.7871e-06i,-0.00048325+0.00049149i,-1.973e-05-0.00031945i,-0.0006347-0.00053148i,-0.0013061+0.00038471i,-0.0018464+0.00091976i,-0.00094141+0.00070342i,0.00040805+0.00054718i,0.00086709+0.00047581i,0.00065324-0.00035206i,0.0004699-0.0010231i,0.00044032-0.00094016i,0.00055099-0.00033076i,0.00027769+0.00042086i,-3.0007e-05+0.00052665i,0.00053329-1.7341e-05i,0.00047428-0.00028279i,0.00016171-0.00029839i,0.00035699-0.0001339i
0.00021086+0.0021199i,0.0011819+0.0023602i,0.0015853+0.00040135i,0.0010291-0.0015283i,0.0003884-0.001637i,0.00037879-0.0011693i,0.00027008-0.00050579i,-0.00039777+0.00043749i,-0.00071032+0.00065598i,-0.00047875+0.00051884i,0.00026863+0.0010936i,0.0004511+0.0011194i,7.5181e-05+0.00056663i,-0.00021268+0.00024982i,-0.00017487+4.2469e-05i,0.00017311-0.00023101i,0.00019334+4.0949e-06i,-0.00034444-0.00010741i,-0.0010061-0.00050816i,-0.00093416-0.00085863i,-0.00012852-0.00079568i,-9.7408e-05-0.00020595i,-0.00090869-6.0894e-05i
0.0014729+3.313e-05i,0.00041889-0.00089081i,0.00010974-0.0012909i,0.00046388-0.0019724i,0.00027675-0.0022811i,-0.00029982-0.0013065i,-0.00037369-0.00022761i,-0.00095274+0.00075219i,-0.0014506+7.386e-06i,-0.00094415-0.00070146i,-0.00015552+0.00050209i,0.00033504+0.0016402i,0.00029019+0.0018447i,5.3462e-05+0.0013328i,1.6073e-05+0.0005963i,-0.00061328+0.00054531i,-0.00090832+0.00064994i,-0.0010229+0.00049249i,-0.0008791+0.00065005i,-1.3838e-05+0.00039404i,0.00031295+0.00038209i,0.00014549+0.00010218i,0.00011685+0.0002338i
4.3774e-05-0.0019978i,-0.00017502-0.0009117i,-0.00033328-0.00080236i,-0.0016636-0.0007694i,-0.0020266-0.00070505i,-0.00040582-0.00046328i,-0.0003563+0.00034166i,-0.001425+0.00086224i,-0.0012497+0.0010488i,-0.00031496+0.00042749i,-0.00026415+8.1466e-05i,-0.00035203+0.00067268i,0.00023287+0.0008903i,0.00045653+0.0002651i,-0.00023979-0.00064203i,-0.00064311-0.00097038i,-0.00021632-0.00061555i,-0.00026092+0.000299i,-0.00012799+0.00084603i,0.00010944+0.00084383i,-0.00030334+0.00036146i,-6.9857e-05-0.00014032i,0.00059886-0.00014693i
-0.00087542+0.00040247i,-0.0013657+0.0011805i,-0.0023211+0.00015885i,-0.0016002-0.00094939i,-0.00022824-0.00018329i,-0.00032878-0.00021784i,-0.00079304-0.00064857i,-0.0019181-0.00026011i,-0.0021465+0.00048329i,-0.00074354+0.0013754i,0.00036767+0.0012008i,0.0012688+0.00045966i,0.0012835+0.00046661i,0.00020912-2.1925e-05i,9.6239e-05-0.00049227i,0.00096272-0.00030046i,0.0015703+0.00017553i,0.00086395+0.00072404i,0.00045286+0.00088678i,0.00089353-0.00014046i,0.0005591-0.00085704i,-0.00023017-0.00035592i,0.00014015+0.00011491i
-0.00023705+0.00199i,-3.9897e-05+0.00076846i,0.00062931-0.00036108i,0.00095165-0.0019775i,0.00066045-0.0020733i,-0.00026281-0.0011885i,-0.00039738-0.00084686i,-0.00073241-0.00016307i,-0.0006582+0.0005187i,5.6521e-05+0.00076513i,0.00029505+0.00069606i,9.2438e-06+3.5055e-05i,-0.00015584-0.00059578i,-0.00035466-0.0003998i,-4.4288e-05+0.00016834i,0.00011183+0.0008854i,0.0003526+0.00065393i,0.00094345+0.00022594i,0.00078616+0.00058662i,0.00035398-0.0004927i,1.1624e-05-0.0013777i,0.00048631-0.0010573i,0.00068355-0.0007473i
0.00018535+0.0023927i,0.0011451+0.0016878i,0.00082273+0.0001742i,0.00010883-0.00081965i,-0.0002039-0.00021693i,0.00020683-0.00010805i,0.00031245-0.00052458i,-0.0001987-1.0882e-05i,0.00056876+0.00057117i,0.0011022+0.00090726i,0.00029722+0.00066457i,-0.00026124-6.1305e-05i,-0.00039484+7.4486e-07i,-0.00031974+0.0001974i,-0.00069183+0.00026706i,-0.00059528+0.00039568i,-0.00014075+3.7983e-05i,-0.00042068+6.4728e-05i,-0.00065214+0.00054056i,-0.00060894+0.00073099i,-0.00095563+0.00055186i,-0.00081246+0.00021247i,-9.2296e-05-0.00021194i
-3.0357e-05-0.00010153i,-0.00054248-0.00074615i,-6.8253e-06-0.00092902i,-0.00037931-0.0015605i,-0.00081061-0.0022279i,-0.0011618-0.00177i,-0.0011948-0.0011716i,-0.00091641-0.0002298i,-0.0010369+2.9575e-05i,-0.00023946+0.00025246i,0.00034936+0.0015089i,8.7494e-05+0.0014697i,0.00081341+0.00070178i,0.00038538+0.00084513i,-0.00039975+0.00065711i,-0.00036999+0.0008438i,-0.00045749+0.0013682i,-9.4585e-05+0.0012275i,-4.9144e-05-5.0736e-05i,0.00039105-0.00034518i,0.00046797-0.00037342i,-0.00010919-0.00063796i,-0.00018877-0.00043537i
0.0019759+6.7778e-06i,0.00070171+1.2027e-05i,0.00052894-0.00012418i,6.6682e-07-0.0015409i,-0.00060437-0.0027489i,-0.0010042-0.001649i,-0.0018581+2.9846e-05i,-0.0021962+0.00066483i,-0.00095639+0.00092594i,0.00012008+0.0002686i,0.00022197-0.00070762i,-0.00010455-0.0001832i,8.0444e-05+0.00022487i,0.00029705-0.00021183i,0.00058087-0.0005888i,0.00049692-0.00034445i,0.00020923+0.00023207i,0.00044747+0.00035886i,0.00014161+0.00053677i,-0.00022745+0.00069815i,0.00053631+0.00035215i,0.00069938-0.00022616i,-0.00012995-0.00056338i
0.0023035+0.0011124i,0.0030063+0.00011618i,0.0022189-0.00079042i,0.00028848-0.0014937i,-0.00062106-0.002061i,-0.0007914-0.0011136i,-0.001448-5.0189e-05i,-0.0017691+0.00020175i,-0.00086585+0.00040327i,0.00015197+0.0005659i,8.8282e-05+0.00022479i,-0.0001937+0.00014701i,-0.00031125+0.00058117i,0.00036764+0.00038809i,0.00063425-9.9194e-05i,0.00091492-0.00022442i,0.0013363+0.00029777i,0.00077427+0.00077765i,0.00096316+0.00026124i,0.00093281-0.00094871i,0.0003315-0.0012946i,0.0004381-0.00070774i,0.00085042-3.0243e-05i
-0.0012122+0.0013985i,-0.00055115+0.0010862i,-0.0007599+0.00050544i,-0.0011653-7.4796e-05i,2.6156e-05-0.00050813i,0.00085782-0.00054808i,-5.7733e-05-0.00023332i,-0.00075808+0.00033668i,-0.00077002+0.0013916i,-3.6394e-06+0.0014628i,0.00035935+0.0009217i,-2.0221e-05+0.00063753i,-0.00031445+9.1965e-05i,0.00017461-0.00033782i,6.3921e-05-0.00011983i,9.8004e-05+0.0003963i,0.00041216+0.00016736i,-0.00035176-0.00039019i,0.00038273+8.4534e-05i,0.00060888+0.0009861i,0.00027856+0.00049927i,0.00048141-1.4015e-05i,0.00010357+0.00035257i
-0.00087059+0.00056631i,-0.000838+0.00061237i,-0.00051192+0.00044786i,-8.7814e-05-0.00073603i,0.00060911-0.0012385i,0.00073671-0.00080648i,-7.5365e-05-0.00039691i,-0.00087956-0.0003513i,-0.00084064+0.00015436i,-1.8351e-05+0.0012197i,0.00080372+0.00043035i,0.0008215-0.00015395i,0.00049591-0.00019313i,0.00040825+1.0104e-05i,-0.00027818+0.00019518i,-0.00072576+0.00051164i,-0.00097162+0.0012181i,-0.00099784+0.0014872i,-0.00041684+0.0011236i,-0.00014575+0.00069369i,-0.00083758+0.00089368i,-0.0011888+0.00026529i,-0.0011977-0.0001474i
