-0.0015854-0.0007223i,-0.00054296-0.0016227i,-0.00092438-0.0019964i,-0.0018537-0.0003546i,-0.002791+0.0021608i,-0.0023636+0.0024695i,-0.00066184+0.0018215i,1.9808e-06+0.0014847i,-9.9411e-05+0.0013694i,-0.00041052+0.00030153i,-0.00063458-0.0015951i,-0.00089423-0.0020152i,-0.00078745-0.0011692i,-0.00052196-0.00036509i,-6.9413e-05-5.6089e-05i,9.4877e-05+0.00023834i,0.00015864+0.00088631i,-0.00010497+0.00094288i,-0.00036997+9.505e-05i,-7.2658e-05-8.116e-07i,0.00027032+0.00075701i,0.00031955+0.00067212i,-0.00035005-0.00014389i
0.00086269+0.0012096i,0.0010536+0.00080987i,0.0013686+0.0012749i,0.0011112+0.00085132i,0.00064286+0.0010549i,0.00043116+0.00097917i,4.6676e-05+0.00045808i,-3.6576e-05+0.00085823i,0.0002744+0.00025741i,-0.00010125-0.00093875i,-0.00034232-0.00082015i,-0.0004868-0.00027608i,-0.001097+0.00021667i,-0.0007608+0.00047287i,-0.00019764+0.0004177i,0.00025142+0.00015106i,0.00084904+0.00027955i,0.00066687+0.00023854i,-0.00035044-0.00046326i,-0.0005656-0.0010508i,-0.00014051-0.00033406i,-1.1118e-05-9.4461e-05i,-2.5194e-05-0.0011211i
0.0020172+0.0005572i,0.0009805+0.00025086i,0.00046691-0.00083325i,-0.00036999-0.00026332i,-0.00024356+0.00057347i,0.00097749-2.4223e-05i,0.0010198+0.00012053i,0.00016253+0.00055935i,1.1046e-05-0.00035919i,0.00061281-0.0012633i,0.00018722-0.00085483i,-0.00070035+0.00027297i,-0.00010295+0.0013312i,0.0010525+0.00082936i,0.00090213+0.00019301i,0.0004508+0.00051875i,0.00015353+0.00063159i,0.00031886+0.00066895i,0.00068286+0.00057849i,0.00061588+0.00028863i,5.9224e-05+1.83e-05i,-0.00030476-0.00036215i,-0.0009408-0.0013114i
-0.00080092+0.00061713i,-0.00038779+0.0014838i,7.2062e-05+0.0020265i,0.0014143+0.0020248i,0.0017359+0.0026285i,0.00080484+0.0023115i,0.00055687+0.00020872i,0.00037372-0.0009603i,0.00033604-0.0013478i,0.00081134-0.001531i,0.00064598-0.00077304i,0.00023407-0.00019806i,7.8548e-05+0.00058427i,0.00011556+0.0013092i,0.00012983+0.00092182i,4.8189e-06+9.8197e-05i,-0.000123-0.00079345i,-0.00023597-0.00074586i,-0.00052066+9.3936e-05i,-0.0007327+0.00027808i,-0.0007233+0.00043487i,-0.00059582-0.00014144i,-4.5073e-05-0.00025604i
0.00026356-0.0007705i,0.00025468-0.0018135i,-0.00038505-0.0016685i,-0.00099177+0.00024415i,-0.0011831+0.001763i,-0.00056134+0.0012248i,-0.00011697+0.00036171i,0.00033992+0.00050259i,0.00065923+0.0006156i,0.00039405-0.00012184i,0.00048621-0.00053392i,0.00028351-0.00039726i,0.00018509-0.0003937i,0.00047273+0.00039115i,0.00020109+0.0016485i,-0.0007186+0.0013402i,-0.0005952+5.5261e-05i,-8.4336e-05-0.0001624i,-0.00059609-0.00094552i,-0.00037877-0.0015164i,3.9844e-06-6.2071e-05i,-0.00030723+0.0008775i,-0.00048927-0.0007886i
-0.00010641+0.00082492i,-0.00043904+0.0013051i,-0.00061446+0.00065572i,0.00031788+0.0004926i,0.00049739+0.00094885i,0.0004004+0.00018013i,0.00078914-0.00065707i,-1.9698e-06-0.00087448i,-0.00059024-0.00062414i,-0.00044792-0.00020356i,-0.00028096-0.00035685i,-0.00013282-0.00059154i,-0.00051083-9.9595e-05i,-0.00051361+0.00053508i,-0.00055019+0.00073468i,-0.00042153+0.00038828i,9.0843e-05+0.00030311i,0.00049121+8.6922e-05i,0.0007138-0.00025899i,0.00074804-0.00046385i,0.00013043-0.0002139i,-0.00045385-0.00020995i,0.00042248+7.9504e-05i
-0.0012098-0.0011128i,-0.00027446+0.00025518i,-0.00017476+0.0011255i,-0.00020574+0.0018469i,0.00062691+0.0024663i,0.0016232+0.0017867i,0.0018294+0.00025543i,0.0012956-0.00021109i,0.00014848-0.00010584i,-0.00095048-0.00023639i,-0.0011131-0.00064481i,-0.00097161-0.00059458i,-0.0010109-2.0847e-05i,-0.00056142+0.0008469i,-0.00019419+0.0010854i,-6.6736e-05+0.00068407i,-4.8194e-05+0.00036811i,-0.00019481-0.00025931i,0.0001021+9.0397e-05i,0.0005586+0.00027471i,0.00022981+0.00026365i,-0.00015219+0.00047081i,-0.00040575+0.00062034i
0.00018052-0.0026923i,0.00091733-0.0016545i,-0.00088891-0.0006206i,-0.0025917+0.0011034i,-0.0024603+0.0028942i,-0.00076134+0.0027552i,3.5097e-05+0.0016051i,0.00015935+0.00074416i,0.00033495-0.00013593i,3.6027e-05+7.771e-05i,-0.00039352+0.00052572i,-0.00022725+0.00053269i,6.2211e-05+0.00067057i,0.00040536+0.00026723i,0.00026984-0.00081924i,0.00027798-0.00090604i,5.4717e-06+1.8521e-06i,-0.00065682+0.00026715i,7.7392e-06-0.00041715i,0.00070073-0.00043947i,0.0004474-0.000149i,0.00017859-0.00094834i,0.00077638-0.0011839i
-0.0013693+0.00012331i,-0.0011778+0.00017858i,-0.0012444+0.00017955i,-0.00012109+0.00069474i,0.00077869+0.001776i,0.0010244+0.0020777i,0.0013685+0.00099848i,0.0011324-0.00016745i,0.0003525-0.00020584i,0.00038741-0.00017739i,0.0010252+9.9469e-05i,0.0010206-0.00049122i,0.00021557-0.0010356i,0.00018739-0.00074078i,0.00054593-0.00058677i,0.00042619-0.00045379i,1.3046e-06+0.00053695i,-0.00019558+0.0010147i,-0.00050742+0.00090767i,-0.00048881-0.00033099i,2.7237e-05-0.0010745i,0.0001695-0.00023785i,0.00067799+0.00028805i
-0.0014845+0.00013549i,-0.00017664+0.00040457i,-0.00020784+5.6856e-05i,-0.00028716+0.00062454i,6.8299e-05+0.0013278i,0.0014326+0.0012174i,0.0026525-2.2651e-05i,0.002096-0.00081515i,0.00061581-0.00058947i,-8.3536e-05-0.00031801i,0.00038669+0.00016141i,0.00047185+0.00082397i,5.0475e-05+0.00040501i,2.1527e-05+6.74e-05i,0.00033895+0.00052556i,-0.00029768+1.8324e-05i,-0.0008962-0.00029406i,-0.00058514-9.0542e-05i,-0.00047844-0.00015954i,-0.00021586+0.00031944i,-0.00010892+0.00067687i,3.9688e-05+0.00039179i,0.0005258+6.1236e-06i
-0.00036623+0.002132i,0.00047758+0.0031587i,0.0015645+0.0028258i,0.0018102+0.0019171i,0.0018658+0.0024601i,0.0019799+0.0022268i,0.0016232+0.0011972i,0.0013107+0.00064741i,0.0013639+0.00041336i,0.0010034+0.00035239i,-0.00044881-0.00028676i,-0.0013128-0.00085223i,-0.001244-0.00040373i,-0.00073442+0.00074514i,-0.00040211+0.0012899i,-0.00046201+0.00085428i,2.9053e-05+0.00045899i,-0.00012041+0.00037763i,-0.00033565+0.00027518i,0.00045111-7.0751e-05i,0.00085791-0.00048815i,0.00045517-0.00024517i,0.00037044-0.00027417i
-0.0031076-0.001356i,-0.0020817-0.00098396i,-0.0019855-2.1358e-05i,-0.0022428+0.0015235i,-0.0022011+0.0026937i,-0.0010672+0.0026673i,-0.00020587+0.0013398i,-8.7744e-06+0.00067452i,-0.00026196+0.00078241i,-0.00058584+0.00050586i,-0.00010146+0.00025684i,0.00034229-8.5514e-05i,-0.00024075-9.5441e-05i,-0.00036599+0.00018592i,6.7259e-05-2.7156e-05i,6.0675e-05-0.00072167i,0.00028639-0.0010575i,0.00057639+0.00011603i,8.7137e-05+0.00079029i,-0.00046599+0.00035405i,-0.0002991+5.6094e-05i,-6.8859e-05+4.6119e-05i,0.00011217+0.00023621i
0.00026781-0.00059494i,-0.00039588-0.00084947i,-0.00026054-0.0011455i,0.00034862-0.00036367i,0.00024523+0.00064228i,0.00061141+0.00063199i,0.0012937-0.00066298i,0.0012389-0.001469i,0.00047275-0.0012297i,0.00025429-0.00047672i,0.00053151+0.00040371i,0.00027016+0.0012348i,-0.00020553+0.0012155i,0.00022192+0.00023264i,0.0011579+0.00011834i,0.00069197+0.00097848i,-1.9114e-05+0.0010397i,-0.00010635+0.00040153i,-0.0012469+0.00010891i,-0.0011258-0.00010487i,-0.00033683+6.2244e-06i,-7.281e-05-0.00031958i,0.00041521-0.0005858i
-0.0012561-0.00068429i,-0.0011275-0.0012136i,-0.0021156-0.0013728i,-0.0024472-0.00017986i,-0.0013229+0.0017781i,0.00071674+0.0026099i,0.0020567+0.0015333i,0.0007957+0.00049192i,-0.00041795+0.00015329i,-7.4382e-05+0.00016372i,0.00034112+7.0754e-05i,0.00028739+1.8999e-05i,0.00025444-2.4909e-06i,0.00052026-0.00036398i,0.00080318-0.00028142i,0.00092585-0.00031123i,0.00039771-0.00052021i,-0.00038729+0.00030732i,-0.00016364+0.00050767i,-3.8398e-05+0.00039622i,-0.00062167+0.00050115i,-0.00060937-8.9663e-05i,0.00029431+0.00015918i
0.0017064-0.00050897i,0.00077687-0.00020321i,0.00039031-0.00043575i,0.00032687-0.00034567i,-0.00066844+0.00040908i,-0.00070125+0.0014224i,0.00035319+0.0016766i,0.00059685+0.0016173i,-0.00027613+0.0013644i,-0.00078672+0.0011051i,-0.00051148+0.00052859i,-0.00040886-7.5514e-05i,-0.00019797+8.3401e-05i,0.00078658+0.00024215i,0.001224-0.00038352i,0.00081197-0.00075172i,0.00021727-0.00038773i,-0.00055981-0.00017116i,-0.00060708+0.00030904i,-6.9758e-05+0.00025861i,-4.3603e-05-6.5498e-06i,-3.2181e-05-0.00043412i,0.00027563+0.00016075i
-0.0014469-0.0013872i,-0.00017346-0.001527i,-0.00046632-0.00068129i,-0.0016163+0.00084338i,-0.0016759+0.0015479i,-0.0006575+0.00080544i,0.00021491-0.00038793i,0.00052791-0.00055849i,0.00028382+0.0001249i,-0.00012175+0.00035631i,-0.00050602+5.8654e-06i,-0.00026118+0.00021224i,-9.4938e-05+0.00080336i,-1.7019e-06+0.00066608i,0.00012221+0.0005071i,0.00011945+0.0007882i,-0.00049257+0.00072112i,-0.0013391-6.1314e-05i,-0.0011451-0.0005321i,-0.00055504-0.00056567i,-0.00017402-0.00074622i,-0.00027183-0.00065401i,2.1972e-06-0.00061604i
0.0027339+0.00028444i,0.0024521-0.00011273i,0.0027632-0.0012452i,0.0019648-0.0015438i,9.6175e-05-0.00081174i,-0.0005295+8.6189e-05i,0.00085506+0.00055955i,0.0017209+0.00039141i,0.0012778-0.00068348i,0.00057061-0.0015605i,-0.0001309-0.0011418i,-0.00092835-0.00030519i,-0.0016056-5.3459e-05i,-0.0010994+0.00022138i,-0.00018333+0.00068817i,-0.00032613+0.00079698i,-0.00025898+0.00079613i,-9.7496e-05+0.00022389i,-1.0085e-05+0.0002469i,0.00024177+0.00061826i,-0.0001188+5.314e-05i,-0.00061387+0.0005062i,-0.00080215+0.00061988i
-0.0012658-0.00023728i,-0.00056781-0.0012447i,5.0781e-05-9.1331e-05i,0.00013026+0.0018359i,-7.1538e-05+0.002431i,0.00030512+0.0021833i,0.0012173+0.0015982i,0.00084238+0.0014191i,-3.6276e-05+0.00081092i,-0.00013447-0.00021712i,0.00049166-0.0009879i,0.0010743-0.0007763i,-7.099e-05+1.1481e-05i,-0.00048327+0.00089629i,0.00023186+0.00070747i,0.00036866-0.00052202i,0.00084731-0.00094545i,0.00083629-0.00040935i,0.00034956-2.8623e-05i,0.00012134-0.00037018i,-0.00030843-6.2528e-05i,-0.00091513+0.00026394i,-0.00082406-3.4197e-05i
-0.0013747+0.0015268i,-0.00071303+0.0011587i,-0.00041028+0.0022005i,-0.00030301+0.0025583i,0.00061365+0.001905i,0.00067629+0.0014819i,0.00017696+0.00096426i,-2.5369e-05+0.00075323i,-0.00056452+0.00073149i,-0.00084518+0.00049642i,-8.1186e-05+0.00010013i,0.00025322-0.00027926i,0.00021774+0.00014255i,0.00052808+0.00050832i,0.00010097+0.00026138i,-0.00026544+0.00014216i,0.00015435-9.3237e-05i,0.00040927-0.00049881i,0.0002717-0.00041257i,0.00045809-0.00027743i,0.00018908-0.00037056i,-0.00052282-0.00048958i,-0.00032423-0.00055216i
0.0018346-0.0018141i,0.00047251-0.0011802i,-0.00049616-0.0013552i,-0.0010501-9.0194e-05i,-0.001156+0.0011662i,-0.00025122+0.00058787i,0.00064582-0.0014024i,0.00091391-0.002101i,0.00057311-0.0015488i,0.00019243-0.0012265i,-0.00021534-0.00092294i,-0.00067722-0.00064807i,0.00010983-0.00015434i,0.0003544+0.00047285i,-0.00040647+5.5765e-05i,-0.00094371-0.00070426i,-0.00088624-0.00072615i,-0.00054039-0.00023157i,-0.00014055-3.5423e-05i,-0.00032928+0.00026187i,-0.00044565+0.00055281i,-0.00018571+0.00050249i,-0.00010323-0.00021273i
-0.0013295+0.0008112i,-0.00016197+0.0015086i,0.00088408+0.0015894i,0.00061227+0.0014985i,0.00095877+0.0023634i,0.0019457+0.0029631i,0.0018961+0.0023567i,0.0016804+0.0013612i,0.0015254+0.00047303i,0.0017573-0.00038489i,0.0013734-0.00043521i,0.00046226-0.00055449i,0.00020015-0.00051793i,0.00012364+0.00049054i,4.5997e-05+0.00080727i,9.0098e-05+0.00036258i,0.00024094+0.00044892i,0.00027416+0.00060218i,-6.3003e-06-0.00035658i,-0.00085719-0.00069488i,-0.0020379-0.00036054i,-0.0020493+0.00062783i,-0.00099343+0.0016044i
-0.00086635-0.00075659i,-0.00086617+0.00014908i,-0.00079346+0.00036735i,-0.00030932+0.0002528i,0.00017111+0.0014163i,0.00026199+0.0023453i,0.00040026+0.0024677i,-0.00033658+0.0016395i,-0.00012703+0.00051525i,0.00018583+0.00059138i,0.00010105-8.1641e-05i,3.4202e-05-0.00067287i,7.9585e-05-0.00033926i,0.00036513+0.0004212i,0.0001019+0.00038293i,0.00016149+0.00049102i,-0.00018408+0.00094262i,-0.00087919+0.00059549i,-0.00078264-4.6965e-05i,-0.0009244-0.00078424i,-0.00065863-0.00066615i,-0.00060172-0.00020961i,-0.00038778-0.0005361i
0.00089027+4.1529e-05i,0.00098768+0.00021476i,-5.3893e-05+0.00048977i,-0.00038821+0.00070493i,0.00023299+0.0011686i,0.0010432+0.00089871i,0.0011988-0.00038659i,-0.00052461-0.00084674i,-0.0013684-0.0012428i,-0.00087551-0.0014167i,-5.5768e-05-0.000336i,0.00092701+0.00034495i,0.00082908-0.00032608i,0.00033264-0.00032992i,0.00017488+0.00023989i,-0.00063775-0.00017223i,-0.00095466-0.0010236i,-0.00038588-0.0009879i,-0.00027811-0.00054664i,-2.7725e-05-2.6249e-05i,0.00016404-0.00023275i,-0.00019928+9.3132e-05i,-0.0011115+0.00041992i
-0.00057095+0.00056458i,-0.00094088+0.00077153i,-0.00081943+0.00077255i,-0.0010801+0.0014593i,-0.001049+0.0026111i,0.00062447+0.0020762i,0.0028045+1.3038e-05i,0.0022756-0.0011577i,0.0013763-0.00082392i,0.00076005-0.00091202i,5.4494e-05-0.001134i,-0.00032005-0.00075288i,-0.00048823-0.00023438i,0.00015286-0.00032071i,0.0005075+0.00011808i,0.0002478+0.00071858i,3.8726e-05+0.00020289i,-0.00015578+0.00019291i,-0.00038824+0.00041397i,-3.5248e-05-0.00032536i,-0.00034125-0.00030351i,-0.00048429+0.00020526i,-0.0002358+0.00030776i
0.00090367-0.0013339i,0.001-0.0014168i,0.0001019-0.00041621i,-0.00066897+0.0013445i,-0.0006006+0.0027412i,0.00022699+0.0029489i,0.00042358+0.0022686i,0.00025804+0.00075363i,0.00026463+0.0001508i,0.00015133-0.00022076i,0.00034756-0.00053954i,0.00047639-0.00042212i,0.00027595-0.00040345i,0.00027538+0.00019727i,0.00035159+2.0933e-06i,0.00067605-0.00014924i,0.00063735+0.0003212i,0.00012779+0.00032891i,0.00023473-1.4069e-05i,0.00026082+7.3185e-05i,4.7195e-05+0.00041338i,-2.8286e-05+0.00017897i,-0.00038386+0.00014575i
0.00078255-0.00060124i,-0.00012138-0.00066909i,-0.00012841-0.0011075i,-0.0012213-0.00087805i,-0.0020325+9.3998e-05i,-0.0011139+0.0016552i,-0.0005846+0.0015597i,-0.00090028-8.097e-05i,-0.00072992-0.001132i,-0.0007281-0.0012005i,-0.001295-0.00066307i,-0.0005327-8.2221e-05i,0.00071525+0.00026417i,0.00026925+0.00039813i,-0.000373+0.00086722i,-6.5867e-05+0.00086802i,0.00034182+0.00066333i,0.00054527+0.00024662i,0.0004148-4.2756e-05i,7.6883e-05+0.00070102i,-0.00045749+0.00083365i,-0.00064088+6.8001e-05i,7.3305e-05+0.00039916i
-0.0001243-0.0003828i,0.00019806+0.00073906i,0.00034781+0.0011139i,0.00039006+0.00095709i,8.2646e-05+0.0019669i,-2.1833e-05+0.0022202i,0.00059285+0.00033986i,0.0012512-0.0013036i,0.0010618-0.0015053i,0.00076193-0.0017171i,0.00074969-0.0012304i,0.0005014-0.00034925i,-0.00032606-4.0893e-05i,-0.00022365-1.102e-05i,0.00024223-0.00071811i,0.00025619-0.00037442i,4.7719e-05+0.00034234i,-0.00068796+4.8243e-05i,-0.00073978-6.7252e-05i,-0.00029107+0.00047637i,-0.00074652+0.00080639i,-0.00063949+0.00094122i,-0.00052031+0.00058425i
-0.00017263-0.0006333i,0.00041282-0.00021652i,0.00072349-0.00034448i,-0.00018424-0.00047965i,-0.00029205+0.00075954i,0.0012978+0.0017521i,0.0023392+0.0014975i,0.0014602+0.00048156i,0.00075659-0.00079275i,0.00093438-0.00078334i,0.00094378-0.00075832i,0.00053784-0.00084509i,0.00040242-0.0003757i,0.00041315-0.0001513i,0.00010068-0.00023948i,0.00015576-0.00037744i,0.00049714-0.000401i,0.00049045-0.00051079i,-0.00031787-0.00015058i,-0.0010132-0.0002315i,-0.00070173-0.00027322i,-0.00020667+0.00040071i,-0.0002864+0.0001318i
-0.0013441-0.0006904i,3.4477e-05+0.00016723i,0.00012283+0.00085995i,-0.00044634+0.0017028i,-0.00032132+0.002767i,-0.00021803+0.0022692i,-0.00034934+0.00095124i,-0.00052319+0.0006801i,-0.00040223+0.00073903i,-0.00034034+0.00034384i,0.00013066-0.00065438i,0.00043077-0.00067357i,0.00013784+0.00030152i,-0.00027338+0.0010717i,-0.00055335+0.00067461i,2.6025e-05+0.00040114i,0.00059372+0.0010819i,-1.5492e-05+0.00038855i,-5.662e-05-0.00047027i,0.00021793+7.8632e-05i,0.00022906+0.00052634i,2.5757e-05+0.00071189i,-0.00035505+0.00023449i
1.1951e-05+0.0014501i,5.2375e-05+0.00040596i,0.0015491+0.00020883i,0.0017046+2.9077e-06i,0.0013165-3.9111e-05i,0.001646-0.00064139i,0.00076927-0.0014985i,-0.00023812-0.0015913i,-0.00020849-0.0010367i,-6.8219e-05-0.0013991i,-0.00014422-0.0011258i,-0.00059196-3.8239e-05i,-0.0008144+0.00099373i,-0.0001815+0.001561i,0.00080752+0.0011793i,0.00095666+0.00065952i,0.00050136+0.00094582i,-0.00014286+0.00078102i,-0.00051183-0.00024078i,0.0002817-0.00064439i,0.00043381-0.00043139i,0.00054725-0.00054742i,0.00099052-0.0009552i
0.0023563+0.00053644i,0.0025098+0.00031765i,0.0017763-0.00015522i,0.0002044-7.6866e-05i,-0.00080359-5.8043e-05i,-0.00024776+0.00032903i,0.0012039+0.00056541i,0.0014663-0.00051211i,0.0013817-0.0006507i,0.0013017-0.00058442i,0.00080548-0.001665i,0.00053361-0.0018088i,0.00011351-0.00047062i,-1.5849e-05+0.00075005i,0.00071502+0.00083569i,0.00098954+0.00049473i,-0.0001053-4.8524e-05i,-0.00044849-0.00057578i,0.00033856-0.00010329i,0.00058461+0.0005193i,0.00078293+0.00035302i,8.4838e-05+0.00023005i,-0.0004109+8.818e-05i
0.00061368-0.0028943i,-0.0012393-0.0024224i,-0.0020017-0.0028265i,-0.0020189-0.0017684i,-0.0018151+0.00019154i,-0.00067262+0.0021018i,0.00054969+0.001727i,0.00044869+0.00057397i,-1.2292e-05-5.2195e-05i,-0.00051936+0.00029842i,-0.00025682+0.00048312i,0.00027641+0.00024625i,0.00039641+0.00073245i,0.00055109+0.0010281i,0.0001273+0.0010747i,0.00012102+0.00062482i,-2.8021e-05+0.00019339i,-0.00051058+7.3661e-05i,-0.0001699+0.00021099i,0.00043157-0.00039889i,0.00031163-0.00062319i,-4.5022e-05-0.00010965i,-0.00035778+0.00046217i
0.00117-0.00082233i,0.00083222-0.0015759i,0.00085415-0.00069554i,-0.00047637+0.0014496i,-0.0012749+0.0022773i,-0.0012305+0.001385i,-0.0019127-0.00012307i,-0.0021083-0.00062481i,-0.0014515+0.00057045i,-0.00083163+0.00073794i,-0.0011343+0.0002295i,-0.0013009+0.00063293i,-0.00071551+0.00096092i,-0.00012386+0.00084986i,2.0542e-05+0.00065134i,-0.0001491+0.00108i,-0.00027207+0.0010971i,-0.00057972+0.0001094i,-0.00049127-0.00015856i,0.00027763-0.00041663i,0.00042894-0.00038137i,-0.00040473+0.00030648i,-0.00053969+0.00067474i
-0.001677-0.0012686i,-0.0015219-0.00015877i,-0.0022972+0.0010194i,-0.0019394+0.0024888i,-0.0010462+0.0029996i,0.00028358+0.0026604i,0.0011531+0.00083864i,0.0010217-0.0011196i,0.00074291-0.001272i,0.00026223-0.00041651i,-0.00025509-0.00018366i,-0.0001312-0.00017883i,0.00069917+0.00022873i,0.00071941+0.00038621i,2.6507e-05+0.00047354i,-4.4886e-05+0.00017291i,0.0002418-0.00068399i,0.00042077-0.0011115i,0.0010015-0.00023779i,0.0013041+0.00021698i,0.00029859-0.00035829i,-0.0010853-0.0003424i,-0.00087976+0.0004002i
2.7557e-05+2.8511e-05i,9.7177e-05-0.00033913i,-0.00021537-0.00068857i,-0.0011878+0.00021189i,-0.0010567+0.00070192i,-0.00050997+0.0012551i,0.00039054+0.00097631i,0.0012448+8.3751e-05i,0.0017056-0.00014145i,0.0015397-0.00013183i,0.0010807-0.00032979i,0.0014255-0.00014439i,0.0013061-3.4713e-05i,0.00086326+0.00041513i,0.00055385+0.00084451i,0.00010537+0.00067264i,0.00020721+0.00055853i,0.00057468+0.00022708i,0.00041263-2.266e-05i,-0.00056798-5.012e-05i,-0.00049845-0.00012332i,0.00053001-0.00043714i,0.00033472-0.00066387i
8.3952e-05-5.5339e-05i,0.00060249-0.00028962i,0.00072698+0.00043118i,0.00072713+0.00095832i,1.283e-05+0.0017422i,0.00039282+0.0019347i,0.00076686+0.0014149i,0.00016728+0.00021831i,-0.00032611-0.00031106i,-0.00024659+0.00038589i,-0.00020398+0.00097473i,-0.00037611+0.0010819i,-0.00014228+0.00053592i,3.2251e-06+0.00037468i,-0.00034772+0.00080162i,-0.00019916+0.00015843i,0.00031547-0.00048561i,0.00041545-0.00095562i,0.00053986-0.00093519i,0.00024944-0.0005706i,-0.00053054-0.0010442i,-0.00022296-0.00082755i,8.0474e-05-0.00065412i
-0.0032678-0.0014408i,-0.0031892-0.00094054i,-0.0021611-0.0011689i,-0.0022182+0.00071973i,-0.0020454+0.0033294i,-0.00033839+0.0034263i,0.00062726+0.00071051i,0.00058056-0.00083667i,0.00029686-0.00044563i,-0.00016072-0.00078391i,-0.0002428-0.0011668i,-0.0005109-0.00026072i,0.00012089-8.0045e-05i,0.00057641+0.00039518i,-0.000107+0.00052261i,-0.00035335-0.00035724i,1.5755e-06-0.00053772i,-6.1771e-05+9.6246e-05i,-0.00041446+0.00052324i,0.00014637+0.00021786i,0.00010926-0.00028254i,-0.00014977-0.00037352i,0.00019675-0.00016325i
0.0025253-9.8394e-05i,0.0012456+0.0001681i,0.0012964-0.00086869i,-0.00039261-0.0015877i,-0.001837-0.00019205i,-0.0010166+0.0015217i,0.00085846+0.0015224i,0.0012121+0.00034772i,0.0013466-0.00061407i,0.0012822-0.00107i,0.0011218-0.00062762i,0.00081849-2.2718e-05i,0.00013959+3.8608e-05i,-0.00029757+0.00055771i,-0.00029243+0.00096615i,9.0919e-05+0.00070317i,0.00093807+0.00020458i,0.00090302+8.0878e-06i,3.599e-05+0.00026535i,-0.00064838+0.00051296i,-0.00027545-0.00035667i,-0.00025788-0.00077938i,-0.00041696-0.00048673i
0.00065296+0.00048888i,0.00039245-0.00019518i,-0.00045387-0.00099652i,-0.0013131-0.0009979i,-0.0014804+0.00014129i,-0.00085302+0.00077388i,-0.0006629+0.0005772i,-0.00072359-0.00028294i,-0.00032352-0.00043633i,-0.00029827+0.00060264i,0.00010422+0.0012657i,-0.00017826+0.0011433i,-0.00038979+0.0001322i,-9.9007e-05+0.00013584i,-2.7686e-05+0.00074214i,0.00067947+0.00084551i,0.00069274+0.00017205i,0.00011631-0.00035731i,-0.0005597-0.00022244i,-0.00051355+0.00021027i,-0.00018833+0.00045722i,-0.00045149-0.00031112i,-0.00023483-0.00085728i
0.002248+2.4536e-05i,0.0020202-8.5939e-05i,0.0017246-0.0010144i,0.00021626-0.00053165i,-0.0011769-0.00044052i,-0.00096338-4.0884e-05i,-0.00040705+0.00021928i,-0.000297-0.0001334i,-0.00039627-0.0005237i,-0.00089762-0.00098264i,-0.0017407-0.00087199i,-0.0013215-0.00042663i,-0.00025171-8.0964e-05i,-2.7816e-05+0.00058882i,-4.1826e-05+0.00017032i,0.00026556-0.00058743i,-8.8949e-05-0.00074844i,-0.0008543-0.00073611i,-0.00056947-0.0004951i,9.7076e-05-0.00016282i,8.9716e-05-2.2116e-05i,-9.238e-05+0.00038019i,-0.00023401+0.00078413i
0.0016018-0.00048571i,0.0013802-0.0002806i,0.00082778+0.00025761i,-0.00067605+0.00056515i,-0.0010338+0.0012579i,4.0335e-05+0.0016742i,0.0010539+0.00085992i,0.0013639-0.00045094i,0.0011649-0.00075322i,0.0015288-0.0011332i,0.001408-0.0013396i,0.00049948-0.0006032i,-0.00013198+0.00018981i,0.00023306+0.00079194i,0.0002294+0.00098276i,-0.00049718+0.00046175i,-0.00034357+1.3584e-05i,0.0001997+0.00069951i,-0.00016097+0.00062614i,-0.00037242-7.6688e-05i,-0.0004152+2.8436e-05i,-0.00036521-0.00014717i,0.00028122-7.6874e-05i
0.00010031-0.0012918i,0.00010325-0.0018771i,-0.00056076-0.0028696i,-0.0002506-0.0017505i,-0.00047105+0.00054029i,-0.00032929+0.0013366i,0.0006917+0.00090358i,0.00075529+0.00040314i,0.00070551+0.0001675i,0.00075056+0.00062327i,0.00067017+0.00067608i,0.00045126+0.00010898i,-1.8837e-05-0.00045923i,8.0161e-07-0.00053309i,-0.00022715+0.00060512i,-0.00053311+0.0015048i,0.00015692+0.0014899i,-0.00033055+0.0010431i,-0.0013082+0.00016946i,-0.00084114-0.00039291i,-0.00021263-0.00034056i,8.0852e-05+4.2992e-05i,0.00017642+0.00011117i
-0.0027774+0.00056209i,-0.0017682+0.0015596i,-0.0014362+0.0016806i,-0.00079256+0.0018349i,0.00039208+0.0025281i,0.0011721+0.0015195i,0.00091727+0.00037129i,0.00093625-0.00031033i,0.00044467-0.00025239i,-0.00039075+9.3138e-05i,-0.00028776+0.00042641i,-0.00053273+0.0005336i,-0.00035762-0.0001412i,-7.5797e-05-0.00041546i,-0.00016427-7.1325e-06i,1.6972e-05-0.00012739i,5.7851e-05-0.00041412i,-0.00045672-1.7724e-06i,-0.0004852+0.00016956i,9.0892e-05-0.00050409i,0.0002277-0.00060552i,-7.9819e-05+4.0378e-05i,-0.00013127+0.00036724i
