-0.0015854-0.0007223i,-0.00054296-0.0016227i,-0.00092438-0.0019964i,-0.0018537-0.0003546i,-0.002791+0.0021608i,-0.0023636+0.0024695i,-0.00066184+0.0018215i,1.9808e-06+0.0014847i,-9.9411e-05+0.0013694i,-0.00041052+0.00030153i,-0.00063458-0.0015951i,-0.00089423-0.0020152i,-0.00078745-0.0011692i,-0.00052196-0.00036509i,-6.9413e-05-5.6089e-05i,9.4877e-05+0.00023834i,0.00015864+0.00088631i,-0.00010497+0.00094288i,-0.00036997+9.505e-05i,-7.2658e-05-8.116e-07i,0.00027032+0.00075701i,0.00031955+0.00067212i,-0.00035005-0.00014389i
-0.014344-0.045654i,-0.047964-0.046553i,-0.075739-0.039588i,-0.062065-0.042147i,-0.053501-0.072397i,-0.05897-0.083467i,-0.039425-0.047425i,-0.011802-0.019536i,-0.0065621-0.013403i,-0.010023-0.0064616i,-0.0062924+0.00086726i,-0.0012259+0.0073408i,0.0028548+0.011291i,0.0083016+0.01015i,0.01278+0.0058991i,0.011074+0.003413i,0.0025301+0.0052145i,-0.0024817+0.0073305i,0.00019498+0.0061392i,0.0044036+0.0021229i,0.0073201+0.00025913i,0.010405+0.0032972i,0.015343+0.0054151i
0.087889+0.019786i,0.11533-0.015208i,0.12052-0.052739i,0.089779-0.033751i,0.071422+0.031792i,0.071722+0.058529i,0.042001+0.02948i,0.0079732+0.007924i,0.0042466+0.0016519i,0.0060353-0.0077073i,-0.00075042-0.0094699i,-0.0078224-0.0076031i,-0.01295-0.0098424i,-0.016645-0.011173i,-0.017125-0.0078833i,-0.011952-0.007328i,-0.0053459-0.012958i,-0.0041187-0.014617i,-0.0043243-0.011248i,-0.0016149-0.0080822i,0.00094881-0.0084419i,-0.00011077-0.010208i,-0.0045042-0.010816i
-0.053015+0.061898i,-0.075263+0.11663i,-0.060095+0.15133i,-0.032009+0.096239i,-0.030748+0.0011284i,-0.032893-0.0411i,-0.0063742-0.032262i,0.011908-0.017679i,0.0081552-0.0046237i,0.0052818+0.0049451i,0.0046932+0.0033389i,0.0060935+0.00093017i,0.012503+0.0043239i,0.016883+0.0063434i,0.013476+0.0056932i,0.00752+0.0085244i,0.0062286+0.013082i,0.0079358+0.014208i,0.0044166+0.01249i,-0.0037168+0.010189i,-0.011253+0.010421i,-0.014682+0.0099651i,-0.013632+0.0065549i
0.00090848-0.1027i,-0.012955-0.16774i,-0.042328-0.18162i,-0.039571-0.099563i,-0.00010232+0.0085499i,0.017241+0.052471i,0.00012974+0.045896i,-0.0092197+0.030837i,-0.0068199+0.014961i,-0.0065208+0.0024996i,-0.0048156-0.001604i,-0.0038344-0.0019954i,-0.0074372-0.0016108i,-0.0094085-0.00096396i,-0.0057716-0.002647i,-0.0012184-0.0091076i,-0.002838-0.013426i,-0.0062577-0.011667i,-0.003388-0.0081975i,0.0034182-0.0082224i,0.010483-0.0089933i,0.016143-0.0052992i,0.018604+0.0016511i
0.082309+0.059321i,0.13381+0.098336i,0.14008+0.099997i,0.088104+0.048802i,0.026713-0.02568i,0.0024767-0.063737i,0.00064213-0.057593i,-0.0026907-0.037473i,-0.0029408-0.020169i,-0.0007136-0.0078959i,-0.0022388-0.00010717i,-0.0018431+0.002778i,0.0037527+0.0012524i,0.0067549+0.0010803i,0.0014738+0.0071899i,-0.004032+0.014655i,-0.0033797+0.016098i,-0.0022888+0.010702i,-0.0047666+0.004766i,-0.0096635+0.0044239i,-0.014527+0.0065101i,-0.016804+0.0060748i,-0.014014+0.0014383i
-0.097068+0.037569i,-0.13911+0.028426i,-0.1349+0.00098287i,-0.079736+0.0033999i,-0.017453+0.042053i,0.014361+0.058663i,0.018362+0.04065i,0.013782+0.022466i,0.0094242+0.014023i,0.0057229+0.0050343i,0.0018119-0.0033402i,2.3999e-05-0.0036682i,0.00085124+0.00039743i,0.00049009-0.0028227i,0.00059947-0.011802i,0.0026782-0.016806i,0.004596-0.016579i,0.0052126-0.012838i,0.0056935-0.0090465i,0.0063252-0.0066464i,0.0049781-0.0043585i,0.0024875-0.0027291i,-0.00069104-0.00077899i
0.011801-0.078925i,0.03834-0.081233i,0.066804-0.038212i,0.060852-0.010391i,0.027259-0.018558i,0.0019028-0.024163i,-0.0076776-0.012275i,-0.011236+0.00014823i,-0.011136+0.003445i,-0.0077495+0.0050724i,-0.0030193+0.010076i,-0.00070968+0.011784i,-0.0027874+0.0075465i,-0.0037985+0.0067607i,-0.00087733+0.012885i,0.0020145+0.017324i,0.0031448+0.014556i,0.0010614+0.010329i,-0.0026666+0.0089376i,-0.0025769+0.0050626i,0.0014194-0.00090891i,0.0059945-0.0043279i,0.009145-0.0051898i
0.08273+0.046209i,0.058462+0.029124i,-0.02372+0.010616i,-0.065198+0.012564i,-0.04624+0.01614i,-0.025524+0.008925i,-0.012734-0.0011639i,-0.00026911-0.0078984i,0.0050112-0.0080551i,0.0030768-0.0077387i,-0.0031172-0.010903i,-0.0036366-0.013265i,0.0039494-0.013991i,0.0066499-0.015592i,0.0017709-0.017808i,-0.0037104-0.016683i,-0.0047574-0.010252i,-0.0034644-0.0036572i,-0.002485-0.0012195i,-0.003683+0.0013361i,-0.0081068+0.0075337i,-0.010376+0.013029i,-0.0086216+0.01337i
-0.051926+0.073522i,0.0021676+0.066006i,0.077239+0.0041573i,0.099737-0.036564i,0.089278-0.029098i,0.077628-0.014168i,0.048597-0.0047714i,0.020235+0.0046331i,0.0078604+0.0068885i,0.0037265+0.0067107i,0.0070821+0.0080583i,0.008241+0.011358i,0.0044489+0.017611i,0.0048115+0.020963i,0.0071623+0.01767i,0.0061959+0.010818i,0.0013301+0.0031285i,-0.0018322-0.0030585i,0.00043662-0.0061375i,0.0037771-0.0084578i,0.0045556-0.010076i,0.0023891-0.0089377i,-7.2437e-05-0.0054929i
-0.066891-0.09132i,-0.11706-0.036628i,-0.11794+0.065858i,-0.091441+0.10357i,-0.084787+0.07903i,-0.071494+0.048621i,-0.036432+0.016361i,-0.016524-0.0048693i,-0.0099063-0.0055638i,-0.005035-0.0030128i,-0.0088713-0.0029119i,-0.013561-0.0053283i,-0.012999-0.012084i,-0.013086-0.014992i,-0.012791-0.0081146i,-0.0065414+0.0011852i,0.0037131+0.0049374i,0.008731+0.0042154i,0.0056616+0.0029401i,0.00058183+0.0025994i,-0.0005071+0.00095336i,0.0014614-0.0018707i,0.0025757-0.0058112i
0.13751-0.030529i,0.13225-0.11434i,0.059334-0.1699i,0.023623-0.14236i,0.051329-0.093788i,0.055861-0.063886i,0.024786-0.025912i,0.0091502+0.0010152i,0.0051816+0.0021807i,0.0003976-0.0019904i,-0.00028536-0.0036594i,0.0046782-0.0019901i,0.013624+0.00051415i,0.015763-0.0031704i,0.0076241-0.010239i,-0.0026714-0.012178i,-0.0092099-0.0056398i,-0.011125+0.0015503i,-0.009945+0.0037387i,-0.0077077+0.0042365i,-0.0062572+0.0057915i,-0.0050659+0.0079084i,-0.0035698+0.0091608i
-0.045514+0.1748i,0.032855+0.22499i,0.10262+0.1841i,0.072415+0.10866i,0.0013502+0.068074i,-0.020785+0.040123i,-0.017123+0.004891i,-0.020206-0.0078373i,-0.015583-0.0016334i,-0.0042427+0.0013014i,-0.000261+0.001663i,-0.0038301+0.0073174i,-0.006602+0.015034i,-0.00057272+0.01781i,0.010305+0.015959i,0.017805+0.0095244i,0.017645-0.00055482i,0.011138-0.0084063i,0.0060899-0.0098039i,0.0042733-0.0075875i,0.0032171-0.0060126i,0.0015493-0.0029368i,-0.00064996+0.0018509i
-0.12996-0.104i,-0.19164-0.094834i,-0.17576-0.04348i,-0.081056-0.011977i,0.0052499-0.013462i,0.029349-0.0084216i,0.025929+0.0050529i,0.022191+0.0049214i,0.01344-0.00059889i,0.0020249-0.00019489i,-0.0041525-0.0014185i,-0.0063861-0.0081957i,-0.008611-0.013756i,-0.014783-0.013551i,-0.022748-0.0074553i,-0.024596-0.00039079i,-0.01754+0.0023998i,-0.008847+0.0030228i,-0.0031169+0.0032874i,-0.00057165+0.003433i,-0.0018091+0.0017561i,-0.0018366-0.0027754i,0.0024835-0.0077812i
0.15797-0.059318i,0.17861-0.10409i,0.12534-0.10462i,0.03479-0.052516i,-0.028657-0.0029546i,-0.038831+0.0094168i,-0.02748+0.0070454i,-0.018553+0.011323i,-0.00839+0.011388i,-0.0013027+0.0048274i,0.0033563+0.0036937i,0.012671+0.0073906i,0.021124+0.0063295i,0.024048-0.0010781i,0.023211-0.0091441i,0.017986-0.011069i,0.0097586-0.0055456i,0.0032527+0.00012347i,-0.00031355+0.0012301i,-0.00251+0.00063614i,-0.0032127+0.00078087i,-0.003627+0.0026792i,-0.0042544+0.0037912i
-0.0015209+0.13982i,-0.00035789+0.15387i,0.0010988+0.11122i,0.022809+0.047505i,0.050336-0.00067742i,0.048465-0.023916i,0.025298-0.026974i,0.0078333-0.02237i,-0.0001039-0.014145i,-0.0029945-0.008009i,-0.0094087-0.0062031i,-0.019075-0.0014521i,-0.020427+0.006408i,-0.012945+0.011609i,-0.0059731+0.013425i,-0.0022484+0.010297i,-0.00027616+0.0043634i,0.00011362+0.00028731i,0.00018635-0.0027429i,0.0018777-0.0044492i,0.0048144-0.0028388i,0.0052775+0.0012618i,0.0027761+0.0048285i
-0.11517-0.01705i,-0.089308-0.010132i,-0.034681-0.016362i,-0.017146-0.010716i,-0.017007+0.016695i,0.00039607+0.026971i,0.013143+0.013855i,0.011524+0.0040199i,0.0043753+0.0017173i,0.0025892+0.0015813i,0.011195-0.0020932i,0.015933-0.010922i,0.010373-0.014052i,0.0038369-0.011064i,-0.0011081-0.0089203i,-0.0028942-0.0045599i,-0.00067118+0.00097033i,0.0010263+0.0026068i,0.00043756+0.0024333i,-0.0029142+0.002942i,-0.0082308+0.0027893i,-0.010641-0.00026319i,-0.0072425-0.0049596i
0.006734-0.10559i,-0.027031-0.067575i,-0.03408+0.012368i,-0.0095174+0.042429i,-0.0043504+0.023837i,-0.018367+0.011188i,-0.022397+0.0069395i,-0.017727+0.0027013i,-0.010219+9.911e-05i,-0.0096296-0.00078959i,-0.01435+0.0076387i,-0.011097+0.018i,-0.002744+0.01559i,0.0021467+0.0054359i,0.0035684-0.0016597i,0.0028477-0.0057926i,0.00054277-0.010116i,-0.00022188-0.010656i,0.0011919-0.0068932i,0.0039397-0.0036854i,0.0073337-0.0028552i,0.0092682-0.002319i,0.0087848-0.00030569i
0.13847+0.030386i,0.14086-0.049653i,0.063282-0.11794i,-0.0032264-0.10349i,-0.0038453-0.06743i,0.010012-0.0503i,0.0070227-0.03061i,0.0019458-0.013071i,-0.001118-0.002476i,-0.00014658-0.0012386i,-0.001856-0.010587i,-0.0074044-0.012984i,-0.0052597-0.0066974i,-0.0011388-0.0018021i,-0.002455+0.0027971i,-0.0022485+0.006646i,0.0023314+0.0074914i,0.0044802+0.0056668i,0.0021373+0.0024114i,-0.001289-0.00073589i,-0.0028961-0.00013294i,-0.0039476+0.0032905i,-0.0045844+0.0047868i
-0.10644+0.15409i,-0.039339+0.22349i,0.061919+0.1947i,0.084531+0.12267i,0.053356+0.093181i,0.037247+0.07064i,0.024563+0.030879i,0.0080086+0.0096228i,0.0015048+0.002509i,0.00095941-0.00023717i,0.0055015+0.0033853i,0.012152+0.004128i,0.011896+0.0031471i,0.0099478+0.0023887i,0.0088202-0.0018113i,0.0049162-0.0047761i,-0.0009294-0.0021119i,-0.0047304+0.0020498i,-0.0033253+0.0035563i,-0.0013152+0.0039788i,-0.0030172+0.0034412i,-0.0052571-1.8273e-05i,-0.0046896-0.0036053i
-0.1092-0.20043i,-0.21344-0.20578i,-0.2366-0.11967i,-0.16194-0.056982i,-0.087978-0.05331i,-0.055953-0.037329i,-0.029751-0.0075561i,-0.0075672-0.0010954i,-0.00081823-0.0031706i,-0.0022636-0.00090472i,-0.0069586+0.0041525i,-0.01057+0.0077273i,-0.011467+0.0059512i,-0.010942+0.0051926i,-0.008189+0.0075346i,-0.0048269+0.0069612i,-0.0023634+0.0017613i,-0.0008947-0.0034208i,2.2959e-05-0.0039506i,0.001928-0.0033047i,0.0056256-0.0035386i,0.0076636-0.0022166i,0.0064177+0.00061074i
0.25453+0.022891i,0.33776-0.040891i,0.27955-0.085154i,0.16079-0.048001i,0.090499+0.0038401i,0.055589-0.00063714i,0.021398-0.017974i,0.0025922-0.0089157i,0.00083996+0.00077199i,0.00050377-0.0015682i,-0.0002289-0.0084264i,0.00049752-0.01233i,0.0044375-0.012871i,0.0083131-0.015104i,0.0063546-0.017457i,0.0053982-0.015951i,0.0089134-0.00971i,0.0096011-0.003802i,0.0052007-0.0016791i,-0.00064882+0.0017324i,-0.0048131+0.0059009i,-0.0059328+0.0068753i,-0.0043578+0.0060914i
-0.16411+0.21009i,-0.18049+0.29741i,-0.11889+0.25751i,-0.057241+0.12276i,-0.034512+0.026676i,-0.014658+0.0091062i,0.0029877+0.0067859i,-0.00028613-0.0044815i,-0.0081087-0.0082376i,-0.0067385-0.0028778i,-0.0028346+0.0046407i,-0.0011235+0.010271i,2.3834e-05+0.015067i,0.0026559+0.017594i,0.0048364+0.016664i,0.0032265+0.014959i,-0.0022198+0.01327i,-0.0050733+0.0099933i,-0.002651+0.0038977i,0.00025122-0.0041209i,0.0013966-0.010223i,0.0010132-0.011207i,-0.00027659-0.0098435i
-0.063661-0.23948i,-0.095095-0.30813i,-0.078349-0.24256i,-0.033615-0.10352i,0.0016877-0.011007i,0.0067233+0.0073994i,-0.0014918+0.0023819i,0.00080831+0.00038058i,0.0057838-0.0016543i,0.0052438-0.0051861i,0.0012234-0.009378i,-0.0044728-0.012535i,-0.0084363-0.01227i,-0.010608-0.009479i,-0.011622-0.0063082i,-0.0094811-0.0046157i,-0.0050908-0.0055562i,-0.0023755-0.0056643i,-0.00069857-0.0005644i,0.0017592+0.0059264i,0.0028976+0.0086175i,0.0020399+0.0091475i,0.0011906+0.0088215i
0.18457+0.075533i,0.23778+0.12008i,0.18762+0.10873i,0.084618+0.043069i,0.016164-0.0061301i,-0.0025221-0.016763i,-0.0053843-0.012621i,-0.0077965-0.0036803i,-0.00673+0.004028i,-0.0037793+0.0072026i,0.00098252+0.0099081i,0.0069072+0.010233i,0.010796+0.0070925i,0.01246+0.0019152i,0.010922-0.0034531i,0.005291-0.00496i,0.00037986-0.0033702i,-0.00063527-0.0010304i,-0.0028754+1.6456e-05i,-0.0071255-0.00086449i,-0.0090079-0.0019602i,-0.0083357-0.0022807i,-0.0052665-0.0010757i
-0.14723+0.071869i,-0.20022+0.056825i,-0.17682+0.016416i,-0.087686+0.0084166i,-0.013239+0.016547i,0.016297+0.011819i,0.0182+0.00067747i,0.0069355-0.0045312i,-0.0023594-0.0026645i,-0.0045898-0.0030678i,-0.0081699-0.004839i,-0.012407-0.0024248i,-0.011398+0.0024661i,-0.0067259+0.0069027i,2.8664e-05+0.010349i,0.0070915+0.009322i,0.0099254+0.0057416i,0.0092781+0.0014819i,0.0088004-0.0019892i,0.0083675-0.0030228i,0.0073184-0.0029722i,0.0064749-0.0021343i,0.0047289-0.0010602i
0.029022-0.095795i,0.10143-0.10455i,0.13765-0.071311i,0.091539-0.028773i,0.035292-0.0016023i,0.0099595+0.0070924i,0.00078748+0.0028513i,0.0017616-0.0017321i,0.0034226-0.006501i,0.00045151-0.0068913i,0.0013086-0.0041656i,0.0055455-0.00598i,0.0070297-0.0090634i,0.0032892-0.011862i,-0.0048932-0.011642i,-0.011142-0.0050099i,-0.010376+0.00042416i,-0.0059187+0.0019046i,-0.0020346+0.0026158i,0.00036765+0.0025137i,0.00035782+0.0019379i,-0.00080983+0.00181i,-0.00083215+0.00077275i
0.0052106+0.042776i,-0.06623+0.093745i,-0.11613+0.11569i,-0.093777+0.075217i,-0.052685+0.026531i,-0.024198+0.0078466i,-0.005366+0.0047313i,0.0010619+0.0038685i,0.0047584+0.0054825i,0.006848+0.0044613i,0.0033555+0.0033444i,0.00089519+0.0068042i,0.002084+0.012242i,0.0070513+0.013136i,0.012611+0.0064417i,0.011944-0.0011262i,0.006072-0.004552i,-0.00027476-0.0040646i,-0.0049571-0.00034539i,-0.0075969+0.0020871i,-0.0078802+0.0010677i,-0.0068895-0.00040904i,-0.0049482-0.0007344i
0.016875-0.035439i,0.04697-0.12271i,0.067432-0.16894i,0.069841-0.12065i,0.06031-0.053984i,0.038558-0.029633i,0.010431-0.023641i,-0.0039198-0.015068i,-0.0080121-0.0066614i,-0.0086884-0.0012159i,-0.007116-0.0017683i,-0.0099118-0.0058038i,-0.015181-0.0080634i,-0.016968-0.0056874i,-0.013956+0.0015144i,-0.0069867+0.0052397i,-0.00020582+0.0029149i,0.0032545-0.00025247i,0.0043426-0.0026915i,0.0055868-0.0030213i,0.0064584-0.00043536i,0.0061911+0.0009178i,0.0046736+0.0010934i
-0.016788+0.068899i,0.016787+0.1732i,0.039018+0.209i,0.0059521+0.14802i,-0.03002+0.082917i,-0.015158+0.051246i,0.01342+0.025307i,0.013929+0.0048053i,0.0052756-0.0034275i,0.0019992-0.0039219i,0.0034513-0.0020156i,0.0093993-0.0013465i,0.016868-0.0037538i,0.018368-0.0072367i,0.011091-0.0081118i,0.0034196-0.0039664i,0.00069736+0.0022043i,0.0017475+0.0064551i,0.0020633+0.0067353i,-0.00094721+0.0038569i,-0.0051374+0.00082032i,-0.006829+0.0002466i,-0.005152+0.00079174i
-0.04312-0.10872i,-0.12999-0.16767i,-0.15714-0.16722i,-0.086262-0.1155i,-0.0099044-0.07002i,-0.0018438-0.043266i,-0.016472-0.017757i,-0.0096808-0.0019965i,0.00047966-0.0002252i,0.000488-0.0023312i,-0.005723-0.00024477i,-0.0097373+0.0070813i,-0.0089705+0.015228i,-0.004287+0.017656i,0.0012872+0.011644i,0.0020016+0.0021127i,-0.00080405-0.0037272i,-0.0028768-0.0047116i,-0.0017738-0.0041121i,0.0026951-0.0044936i,0.0055647-0.0037151i,0.0055046-0.0016178i,0.0038581-0.00046686i
0.13875+0.065755i,0.24257+0.052991i,0.24879+0.0313i,0.1436+0.028064i,0.048967+0.032306i,0.022903+0.017846i,0.014598-0.0034227i,0.0026732-0.0070989i,-0.00096289-0.0012916i,0.0012239-8.4142e-05i,0.0022172-0.0046556i,-0.00068017-0.010646i,-0.0055735-0.013089i,-0.0076881-0.010569i,-0.006241-0.0037966i,-0.0015463+0.0022294i,0.0038245+0.0041117i,0.0058532+0.002323i,0.0034163+0.00086169i,-0.0012379+0.0025616i,-0.0042109+0.0037858i,-0.0049041+0.002787i,-0.0038888+0.0018121i
-0.17163+0.052752i,-0.24764+0.11965i,-0.22654+0.13305i,-0.12021+0.075138i,-0.038851+0.020051i,-0.0081395+0.0069466i,0.0053899+0.0068834i,0.0056705+0.0016903i,0.00023034-0.00086442i,-0.0016638+0.00048021i,-6.2698e-05+0.0021674i,0.0045596+0.0023669i,0.0097327+0.0013551i,0.011322-0.00028551i,0.007607-0.003002i,0.0023778-0.0050914i,-0.00085106-0.004766i,-0.0019896-0.0022566i,-0.0026839-0.0016528i,-0.0040845-0.002498i,-0.0039627-0.0021381i,-0.0014556-0.0022719i,0.00065209-0.0017729i
0.094033-0.17495i,0.11474-0.26779i,0.09629-0.25323i,0.046787-0.14429i,0.0082179-0.053277i,-0.0093077-0.017931i,-0.01584-0.0042659i,-0.01054-0.00062469i,-0.0050921-0.0038933i,-0.0042839-0.0038478i,-0.0040272-0.00037698i,-0.0048437+0.0034348i,-0.0044733+0.0069306i,-0.0031076+0.0075271i,-0.0016015+0.0060327i,-0.00011317+0.00538i,4.1662e-05+0.004591i,-0.00106+0.0027637i,-0.0011753+0.0018858i,0.0010173+0.0014975i,0.0022289+0.00069744i,0.00071434+0.0010897i,-0.00017796+0.0012279i
0.06328+0.20437i,0.097592+0.29406i,0.089533+0.27379i,0.056399+0.1608i,0.041146+0.067959i,0.039212+0.020405i,0.029705-0.0061412i,0.018319-0.0075333i,0.013978-0.00096254i,0.010386-0.0029704i,0.0044951-0.0061334i,0.00033849-0.0074344i,-0.00093697-0.0068546i,0.00015051-0.0050763i,0.00075776-0.0054681i,7.7061e-05-0.0059745i,0.00043319-0.0038833i,0.0018049-0.001583i,0.0015478-0.0004126i,0.00095849+0.00074868i,0.00078473+0.0010862i,-0.0010011-0.00014564i,-0.0029861-0.0014265i
-0.18837-0.10463i,-0.26711-0.15436i,-0.22966-0.15582i,-0.125-0.10065i,-0.057148-0.041601i,-0.032556-0.0038228i,-0.018835+0.012402i,-0.011012+0.0092942i,-0.0096922+0.0071367i,-0.0064719+0.0096832i,-0.0019874+0.0079937i,0.00043344+0.0043512i,0.0018905+0.0014869i,0.0017368+0.0016593i,0.0016105+0.0038908i,0.002823+0.0043489i,0.0033702+0.0033887i,0.0020554+0.0025809i,0.00032839+0.0014069i,-0.0017161-0.00062077i,-0.0016622-0.0021457i,0.0011894-0.0021097i,0.0030593-0.00094509i
0.19841-0.08734i,0.28298-0.081367i,0.25732-0.029093i,0.14664+0.01324i,0.06045+0.017345i,0.030156-0.0011848i,0.018144-0.016969i,0.0085802-0.018137i,0.0029822-0.015466i,-0.0020759-0.013026i,-0.003949-0.0084204i,-0.0021148-0.0043165i,0.00091723-0.0035518i,0.0021989-0.0040503i,-0.00074593-0.0029759i,-0.002494-0.00097876i,4.604e-06-0.00084125i,0.0017387-0.0028483i,0.0013767-0.0028838i,0.0013626-0.00027257i,0.00065589+0.0013964i,-0.0012689+0.0031211i,-0.0021929+0.0038299i
-0.061708+0.18758i,-0.13111+0.22667i,-0.1617+0.15786i,-0.11128+0.051851i,-0.046185-0.0030944i,-0.020078-0.0073458i,-0.011467+0.0034464i,-0.0025114+0.0080152i,0.0042484+0.0054892i,0.0064323+0.0023238i,0.0040326+0.0022085i,0.0014451+0.0039694i,0.0012057+0.0055454i,0.0024885+0.0055245i,0.00336+0.0015597i,0.0016094-0.0013961i,-0.00063608+0.00068751i,-0.0010754+0.003267i,-0.0012199+0.0027007i,-0.0020567-9.0339e-05i,-0.0026346-0.0027427i,-0.0027484-0.0046278i,-0.0024619-0.0056658i
-0.086944-0.12732i,-0.046159-0.19797i,0.033202-0.17764i,0.062456-0.078707i,0.04763+7.2994e-05i,0.032013+0.013754i,0.01496+0.00070976i,0.00060464-0.00054176i,-0.0036082+0.0039897i,-0.002402+0.0041858i,-0.0015159+0.00023269i,-0.003075-0.003209i,-0.0059379-0.0035679i,-0.0062774-0.001007i,-0.0027489+0.0039775i,0.0013824+0.005562i,0.0012936+0.0018319i,-0.00045848-0.0012079i,-0.00026471-0.0010026i,0.0020324+0.001436i,0.0043275+0.0041373i,0.0054589+0.0036242i,0.0049+0.0019546i
0.11941+0.0076592i,0.11735+0.087786i,0.058916+0.14453i,0.0030324+0.096326i,-0.023428+0.024068i,-0.024714+0.0046242i,-0.0096679+0.0056355i,0.00054265-0.00010653i,0.00010975-0.0043041i,-0.0018476-0.0033587i,0.00065946-0.0013403i,0.0046679-0.0018914i,0.0063649-0.0025873i,0.0054234-0.0030424i,0.00083247-0.0034378i,-0.003889-0.0016397i,-0.0033211+0.00055039i,-0.00017582+0.0010755i,-0.00023528+0.00035714i,-0.0029272-0.00019027i,-0.0053195+0.00023399i,-0.0056736+0.00085572i,-0.0049511+0.0021196i
-0.022716+0.051136i,-0.074066-0.021584i,-0.09026-0.093056i,-0.045609-0.078671i,-0.00050182-0.03244i,0.011934-0.014312i,0.007482-0.0051025i,0.0047063+0.0031805i,0.0049263+0.00394i,0.0038912+0.00089983i,0.0009002-0.00073588i,-0.0016138+0.00043272i,-0.0026212+0.0023886i,-0.0013714+0.0030821i,0.0031129+0.0019612i,0.0054627+0.00020024i,0.0042159+0.00061168i,0.0019817+0.0019447i,0.00049508+0.0014548i,0.0016204-0.00037353i,0.0021077-0.0012875i,0.00088092-0.0019537i,0.00072833-0.0037682i
-0.023062+0.008098i,0.071728+0.039406i,0.14228+0.055799i,0.10997+0.040053i,0.055124+0.017766i,0.031621+0.001094i,0.015718-0.013115i,0.0037229-0.013465i,0.00019042-0.0070207i,-0.00065707-0.0038098i,-0.00062345-0.0028242i,-0.00028298-0.0027982i,0.00072255-0.0035014i,0.00071341-0.0036402i,-0.0020637-0.00038422i,-0.0049338+0.0035587i,-0.004332+0.0029382i,-0.0023887+0.00059005i,-0.001264+3.1574e-05i,4.0039e-05+0.00038631i,0.0010324+0.00061682i,0.001763+0.00090459i,0.0018081+0.001825i
-0.048616-0.060642i,-0.13873-0.021627i,-0.1788+0.023935i,-0.12989+0.031855i,-0.06762+0.030498i,-0.032758+0.033059i,-0.0098115+0.026232i,-0.0011987+0.012275i,-0.0011668+0.0052219i,0.0011635+0.0041063i,0.0023945+0.0029957i,0.00088433+0.0030649i,0.00060771+0.0047183i,0.0011118+0.0048367i,0.0012046+0.0010002i,0.00020636-0.0029122i,0.00029484-0.0037136i,0.0014997-0.0026531i,0.0013427-6.8504e-05i,-0.00036956+0.0017089i,-0.0027963+0.0016474i,-0.0037503+0.0013572i,-0.0026927+0.0011996i
0.13471-0.017471i,0.17213-0.10893i,0.15028-0.14464i,0.095794-0.10173i,0.047849-0.062443i,0.014701-0.047384i,-0.0060851-0.030013i,-0.0080813-0.013005i,-0.0038426-0.005922i,-0.0056142-0.0040346i,-0.007782-0.0027758i,-0.007189-0.0023622i,-0.0066281-0.0029444i,-0.0052628-0.0020478i,-0.0010259+0.00086622i,0.0027265+0.0021149i,0.0026859+0.0016635i,-0.00021632-2.8771e-05i,-0.0023367-0.0022716i,-0.0011816-0.0029795i,0.00021213-0.0031711i,-0.00073584-0.0028595i,-0.0020029-0.0024092i
-0.074194+0.16986i,-0.049149+0.24713i,-0.023332+0.23316i,-0.014245+0.1474i,-0.0033588+0.077442i,0.010846+0.04469i,0.015252+0.022787i,0.0083326+0.010028i,0.004337+0.0054586i,0.0063694+0.0010092i,0.0076112-0.0024592i,0.0086618-0.0038742i,0.010956-0.0044742i,0.0088205-0.0037726i,0.0017534-0.0020156i,-0.003389+0.00091954i,-0.0032113+0.0037556i,-0.00032043+0.0049001i,0.0019314+0.0041157i,0.0017637+0.0031308i,0.0010695+0.0027146i,0.001594+0.0022881i,0.001828+0.00069865i
-0.10439-0.18168i,-0.15702-0.21464i,-0.12623-0.18501i,-0.055931-0.11444i,-0.014007-0.050197i,-0.0022269-0.021452i,-0.0013822-0.011768i,-0.0019175-0.0059709i,-0.0021933-0.0022108i,-0.0034721+0.0013589i,-0.0050322+0.0050041i,-0.0063053+0.0078816i,-0.0056962+0.0098396i,-0.0014924+0.0083503i,0.0026718+0.0027683i,0.0036037-0.0024229i,0.00026166-0.0043825i,-0.0043866-0.0029071i,-0.0048044-0.00072797i,-0.0030734-0.00054755i,-0.0015519-0.0016655i,-0.00060138-0.0019608i,-0.00077146-5.5249e-05i
0.22373+0.0086991i,0.26736+0.013192i,0.21014+0.038419i,0.10357+0.040942i,0.028114+0.024937i,0.0028132+0.01787i,0.0012206+0.011706i,0.0026537+0.0038252i,0.0026572-0.00011039i,-0.00011872-0.0034725i,-0.0026718-0.0065335i,-0.0045774-0.0088044i,-0.005907-0.0099001i,-0.0058776-0.0066391i,-0.0052591-0.00063055i,-0.0023204+0.0030893i,0.0030044+0.0020168i,0.0068633-0.0017346i,0.0057565-0.0033832i,0.0023845-0.001255i,0.0007532+0.0012373i,-0.00027151+0.001523i,-0.00177+9.553e-05i
