-0.0033771+0.00084674i,-0.0033165+0.0014875i,-0.0045501+0.0012405i,-0.0046457+0.0020103i,-0.003662+0.0028469i,-0.0025513+0.0021772i,-0.0019013+0.0015733i,-0.00061706+0.0016597i,0.00085787+0.0016332i,0.0010815+0.00057737i,0.0015287-0.00052191i,0.001991+5.6434e-05i,0.0012489+0.00026534i,0.00042181-0.00025189i,9.6234e-05-4.5584e-05i,-0.00047005+0.00031986i,-0.00053374+0.00037347i,-0.00022502-0.00012304i,-0.000227-0.00073232i,-0.0004713-0.00064992i,-0.0006009+0.00018437i,-0.00031294+0.00076508i,-0.00011125+0.00037479i
-0.044732-0.019289i,-0.10567-0.059282i,-0.16589-0.098312i,-0.18948-0.064306i,-0.15832+0.036372i,-0.063385+0.11464i,0.032821+0.11324i,0.049414+0.061694i,0.015203+0.024157i,0.00027503+0.011371i,0.0021069+0.0039371i,-6.3139e-05-0.00031943i,-0.0024068-0.0024723i,-0.0013235-0.0046272i,1.143e-05-0.0071465i,-0.0041871-0.010717i,-0.011335-0.010371i,-0.013573-0.0054854i,-0.011263+0.0011573i,-0.010082+0.006989i,-0.0085589+0.010773i,-0.0050377+0.012342i,-0.0018524+0.0087469i
0.041213-0.013684i,0.10401-0.015867i,0.15896+0.0061744i,0.16432+0.036608i,0.14799+0.026723i,0.11171-0.044907i,0.038362-0.11024i,-0.013188-0.098671i,-0.013952-0.05816i,-0.013074-0.038879i,-0.025018-0.025331i,-0.029578-0.0098445i,-0.026862+0.004636i,-0.019141+0.01446i,-0.010965+0.015657i,-0.007476+0.012838i,-0.0029085+0.010388i,0.0028781+0.0054296i,0.008635-0.0044399i,0.014041-0.012387i,0.013822-0.013458i,0.010355-0.010793i,0.00781-0.0063907i
-0.013564+0.03594i,-0.045323+0.076065i,-0.065166+0.077857i,-0.047909-0.0030286i,-0.043494-0.088562i,-0.074554-0.060424i,-0.075047+0.038531i,-0.040925+0.068863i,-0.023422+0.04243i,-0.010749+0.030481i,0.011208+0.021669i,0.021549+0.0066563i,0.019364-0.0042535i,0.01598-0.0089971i,0.015693-0.007624i,0.015496-0.0042482i,0.010578-0.00060505i,0.003114+0.0055354i,-0.0052067+0.013699i,-0.011955+0.017607i,-0.013155+0.014057i,-0.011737+0.009738i,-0.0081129+0.0077669i
-0.012822-0.032426i,-0.023156-0.08594i,-0.046102-0.10418i,-0.077729-0.017474i,-0.065822+0.099395i,0.0094658+0.10185i,0.061562+0.017567i,0.049173-0.014491i,0.028484+0.0070002i,0.022345+0.010622i,0.012306+0.0015662i,0.00046884-4.218e-05i,-0.004734+0.0012561i,-0.0055546+0.00058148i,-0.0077024-0.0039593i,-0.012721-0.0058828i,-0.013802-0.0042953i,-0.0065386-0.004298i,0.0045467-0.0092775i,0.010065-0.012318i,0.0081472-0.007893i,0.0065094-0.0030342i,0.0061879-0.0033758i
0.035459+0.017234i,0.083131+0.056308i,0.14241+0.07731i,0.17912+0.012945i,0.14513-0.097918i,0.037729-0.13035i,-0.050394-0.071438i,-0.055706-0.020457i,-0.027207-0.012339i,-0.015289-0.009941i,-0.0082562-0.0047567i,0.0013702-0.0037385i,0.0064365-0.001398i,0.005895+0.0039198i,0.0047961+0.0088613i,0.0071108+0.0094853i,0.0088166+0.0064063i,0.006552+0.0044026i,0.00094696+0.0041803i,-0.0034967+0.0028709i,-0.0041989+0.0012579i,-0.0039371-0.00018985i,-0.0047531-0.00048491i
-0.035121+0.0066898i,-0.092517+0.00092892i,-0.16392-0.011541i,-0.20604+0.004438i,-0.19014+0.063452i,-0.10897+0.11503i,-0.013082+0.11081i,0.023462+0.063515i,0.015905+0.023274i,0.014641+0.004307i,0.016981-0.0057567i,0.010838-0.0082391i,0.001888-0.0087796i,-0.0046099-0.01081i,-0.0067389-0.012476i,-0.0058367-0.011203i,-0.0054978-0.0061744i,-0.0030178-0.00045004i,0.0016646+0.0048359i,0.0033731+0.0072765i,0.0033825+0.0050097i,0.0045348+0.0021272i,0.0052632+0.00073339i
0.0168-0.017518i,0.058143-0.039515i,0.11275-0.035677i,0.14793+0.0011969i,0.15316+0.019548i,0.12027-0.02535i,0.058552-0.081674i,0.021852-0.079291i,0.018766-0.050286i,0.0099446-0.03377i,-0.0085193-0.021002i,-0.019295-0.010179i,-0.019706-0.0015086i,-0.012865+0.0070582i,-0.0071204+0.011447i,-0.0060999+0.011412i,-0.0055775+0.0078294i,-0.0049405-9.5543e-05i,-0.0036436-0.0096956i,-0.0018518-0.014898i,-0.0026052-0.012894i,-0.0022783-0.0085327i,0.0017805-0.0062734i
0.0028234+0.026097i,-0.0020849+0.062131i,-0.012727+0.070809i,-0.022624+0.010779i,-0.041382-0.057371i,-0.063734-0.034484i,-0.06038+0.037743i,-0.040665+0.049546i,-0.030106+0.018736i,-0.019829+0.0066726i,-0.0042192+0.0040946i,0.0057963-0.0039355i,0.0077603-0.0086992i,0.0070442-0.0072518i,0.0084056-0.0035007i,0.010067-0.002268i,0.0083335-0.0013197i,0.0045688+0.0041976i,0.0020933+0.012356i,8.1484e-05+0.017262i,-0.0019011+0.016029i,-0.004982+0.011694i,-0.0075717+0.0054065i
-0.023394-0.014543i,-0.051791-0.040104i,-0.084241-0.047124i,-0.091886+0.014311i,-0.052563+0.095702i,0.014826+0.087766i,0.050772+0.018144i,0.03591-0.0072138i,0.011322+0.0058832i,0.0033814+0.0076664i,-0.0007802+0.0038662i,-0.0076286+0.0051863i,-0.010728+0.0070919i,-0.0096881+0.0061004i,-0.0097327+0.0021843i,-0.011388+0.00044241i,-0.010624+0.0019155i,-0.0071207+0.00054852i,-0.0020026-0.0050146i,0.0020986-0.0087653i,0.005532-0.0076148i,0.0085309-0.0038789i,0.0076887-0.00032396i
0.024875-0.0019043i,0.070596+0.0059006i,0.13281+0.0093854i,0.16714-0.030215i,0.13629-0.094732i,0.050189-0.10705i,-0.026874-0.061942i,-0.04431-0.02401i,-0.029227-0.011938i,-0.019187-0.0071613i,-0.010907-0.0049732i,-0.001542-0.0047153i,0.0048793-0.0017938i,0.0078114+0.0011627i,0.0074103+0.0020343i,0.004987+0.0024698i,0.0013551+0.0024617i,-0.0026742+0.0029755i,-0.006368+0.0032996i,-0.009286+0.0022737i,-0.0099658+0.0012577i,-0.0078454+0.00079658i,-0.0032543+6.9044e-05i
-0.015241+0.013606i,-0.056969+0.027983i,-0.12098+0.033855i,-0.16586+0.035863i,-0.15791+0.050685i,-0.096023+0.072603i,-0.02386+0.075775i,0.0044021+0.054867i,0.0023141+0.031919i,0.0071728+0.016487i,0.015476+0.0051268i,0.01371-0.00029085i,0.0044013-0.0013336i,-0.004037-0.0032116i,-0.0060816-0.0066605i,-0.0033177-0.0081787i,-0.00068773-0.005653i,0.0032583-0.00085286i,0.0089387+0.0031078i,0.011196+0.004466i,0.0084749+0.0041515i,0.0035387+0.00183i,-0.0014827-0.0020854i
-0.00092318-0.022398i,0.016559-0.046279i,0.052336-0.053492i,0.091027-0.019473i,0.10256+0.011314i,0.075548-0.013029i,0.037323-0.053863i,0.024056-0.051174i,0.025576-0.025924i,0.015131-0.011382i,0.00022264-0.0038544i,-0.0061373+0.00074821i,-0.0061341+0.003409i,-0.0039958+0.0056942i,-0.0032146+0.0070996i,-0.0035334+0.008904i,-0.0033242+0.0091145i,-0.0035777+0.0050681i,-0.0051174-0.002019i,-0.0049364-0.0069945i,-0.0010193-0.0055452i,0.0035592+0.00066097i,0.0050436+0.005664i
0.011204+0.013398i,0.021885+0.036147i,0.023712+0.04321i,0.0041329+0.001551i,-0.025306-0.04505i,-0.043072-0.023813i,-0.039476+0.028503i,-0.02466+0.032805i,-0.013388+0.0079896i,-0.0084147-0.0030451i,-0.004905-0.0066218i,-0.0010601-0.011096i,0.0025637-0.011397i,0.0047107-0.0079487i,0.0063338-0.0044671i,0.0066768-0.0025931i,0.0040398-0.0010248i,0.0031851+0.0020076i,0.004111+0.0056746i,0.0024916+0.0069467i,-0.0022021+0.0043607i,-0.0054395-0.0005181i,-0.0033181-0.0043712i
-0.016443-0.0020516i,-0.047481-0.0083604i,-0.082869-0.0050406i,-0.088753+0.03268i,-0.056781+0.076554i,-0.0083448+0.062563i,0.025157+0.012572i,0.026154-0.0081402i,0.015265-0.0041934i,0.01192-0.0041549i,0.0081635-0.0060738i,-0.00040214-0.0028532i,-0.0073439+0.0016495i,-0.0090216+0.0036111i,-0.0080677+0.0024514i,-0.0067198-0.0004791i,-0.0044967-0.0023275i,-0.0011489-0.0030417i,0.001698-0.0040867i,0.0031189-0.0043971i,0.0032075-0.0017209i,0.001184+0.0010795i,-0.00096262-0.00035518i
0.01332-0.0096966i,0.047742-0.019812i,0.10094-0.028202i,0.13424-0.042993i,0.11509-0.061591i,0.052959-0.055639i,-0.0081728-0.030718i,-0.026757-0.018778i,-0.017257-0.018941i,-0.0094871-0.016145i,-0.0058961-0.010661i,-0.0035694-0.0071426i,-4.2491e-05-0.006564i,0.0050973-0.0054683i,0.0069052-0.0028907i,0.0044347+0.00022505i,0.00040886+0.0034811i,-0.0035795+0.0044481i,-0.0072543+0.0026818i,-0.0083391+0.001134i,-0.0049365+0.0023536i,0.00047096+0.0051413i,0.0022572+0.0060502i
-0.0037546+0.0091103i,-0.027356+0.029562i,-0.075469+0.041221i,-0.11875+0.033933i,-0.11445+0.021962i,-0.065361+0.026283i,-0.01648+0.035989i,-0.0033233+0.031014i,-0.0089052+0.017921i,-0.0060238+0.0088918i,0.0014389+0.0042868i,0.0017643+0.0021299i,-0.0043221+0.0015345i,-0.0080827+0.0017532i,-0.0068155-0.00026638i,-0.0053118-0.0033038i,-0.0051724-0.0039189i,-0.0020316-0.0022967i,0.0041584-0.00043386i,0.0072195-0.00072396i,0.0034877-0.0039652i,-0.001522-0.0076498i,-0.0029423-0.007779i
-0.0036558-0.011958i,-0.0012618-0.030112i,0.019389-0.040862i,0.052069-0.015776i,0.06314+0.017391i,0.039498+0.0053431i,0.01169-0.026355i,0.0043896-0.027177i,0.0042385-0.012124i,-0.0010025-0.0048543i,-0.004356-0.0012706i,-0.0034814+0.0014158i,-0.00096737+0.0020478i,0.00023184+0.0010761i,-0.0010508+0.0003124i,-0.0025447+0.0025459i,-0.0024476+0.0042343i,-0.0017918+0.0036993i,-0.0016883+0.0034471i,-0.0024188+0.0028889i,-0.0025446+0.0033922i,-0.00053792+0.0057561i,0.0017633+0.0058044i
0.010944+0.0022978i,0.025087+0.0095409i,0.032352+0.0075154i,0.019522-0.020876i,0.00051704-0.047992i,-0.0077261-0.02697i,-0.0099304+0.014467i,-0.010877+0.023627i,-0.009803+0.011083i,-0.0095635+0.0037392i,-0.0098316-5.8842e-05i,-0.0066073-0.0042943i,-0.0016907-0.0050941i,0.0011329-0.0026157i,0.0032699-9.1404e-05i,0.0040105+0.0013146i,0.0034613+0.002065i,0.002736+0.0027068i,0.0016889+0.002323i,-0.0006305+0.0015706i,-0.0025882+0.00051035i,-0.0021609-0.00014697i,-0.0011254-0.00046573i
-0.0081664+0.0065847i,-0.029149+0.013118i,-0.058203+0.025271i,-0.071589+0.046443i,-0.061459+0.058874i,-0.033613+0.037347i,-0.0011558+0.0034095i,0.01315-0.0071323i,0.012093-0.0016745i,0.011009+0.00091141i,0.0096047-0.0015471i,0.0052104-0.0015656i,-3.4175e-06+0.0023712i,-0.0036394+0.0055691i,-0.0049633+0.0048532i,-0.0053184+0.0015775i,-0.0055376+3.115e-06i,-0.0037088-0.00020643i,0.00090062-0.0017613i,0.0040717-0.0035792i,0.0039058-0.0041659i,0.0026151-0.0029947i,0.0017222-0.0015823i
0.0064786-0.0087823i,0.02592-0.025495i,0.063379-0.042704i,0.09617-0.046749i,0.094043-0.036246i,0.052117-0.0168i,0.0057493-0.0041091i,-0.0080313-0.0059962i,-0.0016344-0.008777i,0.0025658-0.0071004i,0.001662-0.0050692i,-0.0012707-0.0054139i,-2.4672e-05-0.0060441i,0.0036112-0.0045448i,0.0051611-0.0020131i,0.0053911-0.0004893i,0.0041263-0.0004074i,0.0020406-0.00025396i,8.0961e-05+0.00089635i,-0.0017037+0.0027759i,-0.0022662+0.0046632i,-0.00022642+0.0058083i,0.0021465+0.0036946i
0.0027029+0.0065481i,-0.0062906+0.024014i,-0.03775+0.0374i,-0.075669+0.026358i,-0.078932+9.07e-05i,-0.044059-0.0082066i,-0.0085926+0.0047341i,0.0011938+0.011139i,-0.00010272+0.007118i,0.0025108+0.0035029i,0.0029591-7.87e-05i,-0.0016086-0.0034117i,-0.0065079-0.0023358i,-0.0067653+0.00050648i,-0.0032218-0.00077393i,-0.0015594-0.0031715i,-0.0032481-0.0024801i,-0.0033888-2.5964e-05i,-0.00018817+0.00012306i,0.0023045-0.0023663i,0.0017783-0.004564i,-0.0013878-0.0050449i,-0.0050201-0.0034816i
-0.0021915-0.0049673i,-0.004953-0.014133i,0.0089509-0.017622i,0.034331+0.0039279i,0.038829+0.034874i,0.014302+0.029865i,-0.0066324+0.0012928i,-0.0090461-0.0090946i,-0.0038317-0.0079423i,0.00089952-0.0098938i,0.0037959-0.010505i,0.0044602-0.008283i,0.0040233-0.0068371i,0.0026987-0.0069158i,-2.7388e-05-0.0056104i,-0.0026973-0.0014544i,-0.0039801+0.0024101i,-0.0020064+0.0034487i,0.0010426+0.0024767i,0.0020274+0.0011949i,0.001913+0.0012521i,0.0025959+0.0030002i,0.0028114+0.003669i
0.0032269+0.0034877i,0.013146+0.00082151i,0.021199-0.0077645i,0.018752-0.031887i,0.017339-0.053971i,0.020545-0.038253i,0.013119-0.0035044i,0.001012+0.0085318i,-0.0050573+0.0013943i,-0.0073162-0.003321i,-0.007282-0.0012881i,-0.0049786+7.5881e-05i,-0.0023464-0.0010282i,-0.00065363-0.00060149i,0.00095223+0.00021506i,0.0023501-0.0014052i,0.003425-0.0026264i,0.0024702-0.0019268i,-0.00095339+0.00020162i,-0.0039478+0.0013868i,-0.0040493+0.00018692i,-0.0017808-0.0011874i,0.00039945-0.0015789i
-0.003363+0.0096188i,-0.012835+0.021588i,-0.031455+0.039726i,-0.050208+0.054796i,-0.05962+0.053873i,-0.049311+0.026545i,-0.022764-0.001128i,-0.0043662-0.0084927i,-0.00052119-0.0062368i,-0.0010424-0.002905i,0.00035136-0.0022451i,0.0010274-0.0012414i,-0.0010735+0.0022245i,-0.0040416+0.0038822i,-0.0067731+0.0028364i,-0.0080745+0.0030928i,-0.0069716+0.0042401i,-0.0045988+0.0032147i,-0.0010557+0.00040036i,0.0015919-0.0022669i,0.0010987-0.0024149i,-0.00061015-0.00022759i,-0.00060978+0.0011192i
-0.00044055-0.0078697i,0.006958-0.020987i,0.030866-0.036893i,0.064081-0.038225i,0.078983-0.020149i,0.055751+0.003188i,0.018451+0.011609i,0.0027841+0.0056642i,0.0008436+0.00010882i,-0.0019178-0.0013027i,-0.0033819-0.0010311i,-0.0045234-0.00085283i,-0.0042136-0.0010077i,-0.00030871+0.00049399i,0.0024906+0.002269i,0.0035976+0.0018684i,0.0040062-0.00030398i,0.0031626-0.0013724i,0.0012573-2.0111e-05i,-0.0009219+0.0021049i,-0.0011491+0.0036006i,0.0010294+0.0034482i,0.0031911+0.001197i
0.0040999+0.0046022i,0.0014964+0.015237i,-0.016814+0.025726i,-0.04935+0.015416i,-0.063174-0.01302i,-0.039402-0.026672i,-0.0086189-0.014628i,0.001222-0.0012541i,0.00028461+0.0047116i,0.00071482+0.0082241i,0.00059775+0.0058138i,-0.002471+0.00094037i,-0.0068668+0.00059882i,-0.0066794+0.0032365i,-0.0021914+0.002544i,-0.00030417-0.0011665i,-0.0022387-0.0019364i,-0.0037904+0.00056825i,-0.0041141+0.0020375i,-0.0038201+0.0011509i,-0.0034335-0.00077391i,-0.0033006-0.0020069i,-0.00304-0.0017738i
-0.0028912-0.0010062i,-0.0038411-0.0026369i,0.0060201-0.00016239i,0.027373+0.019028i,0.032121+0.046532i,0.0085437+0.046659i,-0.011541+0.021663i,-0.013902+0.006269i,-0.0081444+0.0016504i,0.00081466-0.0036465i,0.0075124-0.0080814i,0.0097467-0.010068i,0.0089789-0.0090661i,0.0069776-0.0052218i,0.004414-0.00075119i,0.0013583+0.00342i,-0.00032872+0.0061203i,0.0010758+0.0060887i,0.0052366+0.0040324i,0.0071016+0.0022089i,0.0049641+0.00090039i,0.0027486+0.0003511i,0.0016266+6.568e-06i
6.681e-05-0.002837i,0.0045983-0.0077168i,0.0069425-0.018789i,0.0063589-0.039836i,0.014513-0.057905i,0.026205-0.045225i,0.021795-0.014499i,0.0096053+0.00081402i,0.0038918+0.00064704i,0.0018354+0.00030656i,0.00055727+0.0022111i,0.0001249+0.0029964i,-9.724e-05+0.0019031i,0.0002571-0.00015371i,0.0014053-0.0030553i,0.0023157-0.005825i,0.0015733-0.0058299i,0.00025353-0.0030384i,-0.00058209-0.00076567i,-0.0018861-0.00027928i,-0.0017204+0.00033287i,-0.00050146+0.001125i,-0.0003707+0.00082646i
-0.001808+0.005815i,-0.0036912+0.017206i,-0.013896+0.035231i,-0.031183+0.051046i,-0.048899+0.051587i,-0.049843+0.026703i,-0.030149-0.00028746i,-0.01069-0.0098954i,-0.00094356-0.010607i,0.0025851-0.0097801i,0.002756-0.0078199i,0.0022486-0.0046703i,0.00092116-0.0013279i,-0.0016924-0.0010105i,-0.0038886-0.0020612i,-0.0051476-0.00054445i,-0.004715+0.0024851i,-0.0029852+0.0042601i,-8.944e-05+0.002853i,0.0012583-9.1567e-05i,-0.00047026-0.0014911i,-0.0018217-0.0006488i,-0.00078611+0.00052313i
0.0012654-0.0027938i,0.0010143-0.012981i,0.015124-0.027893i,0.042552-0.034915i,0.062503-0.022339i,0.051144+0.0012885i,0.022241+0.01297i,0.0072661+0.0090243i,0.0039357+0.00073596i,0.00058871-0.0047461i,-0.0022688-0.005514i,-0.0042189-0.0045926i,-0.0048798-0.0034116i,-0.0025901-0.0017985i,0.00019635-0.0012066i,0.0016459-0.0011815i,0.0035845-0.0012364i,0.0051585-0.0025148i,0.0048241-0.0026733i,0.002927-0.0019828i,0.0017661-0.0011821i,0.0025299-0.00080108i,0.0025471-0.0015788i
0.0048458+0.0042559i,0.0052124+0.0094018i,-0.0050331+0.016614i,-0.031325+0.012129i,-0.050826-0.0109i,-0.039902-0.026969i,-0.014835-0.020977i,-0.0023329-0.011024i,-0.0027971-0.0053074i,-0.0045181-0.00034814i,-0.0046382+0.00093222i,-0.0067022-0.00078886i,-0.0088248-0.00050726i,-0.0078635+0.0014036i,-0.0060707+0.0013373i,-0.0059505-0.00022241i,-0.0070488-0.00054765i,-0.0072529+0.00033164i,-0.0069067+0.0011965i,-0.0058509+0.0011723i,-0.0045657+0.00093379i,-0.0038224+0.001105i,-0.002127+0.0013269i
-0.0017936+0.00247i,-0.0015994+0.0022551i,0.0054161+0.0046861i,0.024007+0.019939i,0.031582+0.044247i,0.013055+0.048642i,-0.0078727+0.029494i,-0.015261+0.011465i,-0.014123+0.0025744i,-0.0087573-0.0022083i,-0.0017024-0.0059573i,0.0033453-0.0077714i,0.0043186-0.0056933i,0.0024729-0.00060315i,0.0012482+0.0051047i,0.002152+0.008623i,0.002551+0.0079931i,0.0028647+0.0042406i,0.0038386-0.00012827i,0.003354-0.0018104i,0.0023033-0.0014338i,0.0019051-0.0010995i,0.0011183-0.0023237i
-0.0016953-0.0032336i,-0.0011154-0.0064155i,-0.0020665-0.016249i,-0.0049134-0.034115i,0.0025977-0.05014i,0.017565-0.04325i,0.019458-0.019688i,0.010248-0.00284i,0.0036194+0.0027793i,0.0014942+0.0044324i,0.0014638+0.0058608i,0.0011338+0.0065841i,-0.00062444+0.005299i,-0.0010099+0.0021954i,0.0011412-0.00078245i,0.0021761-0.0025582i,0.00055201-0.0021499i,-0.0010888-7.6468e-05i,-0.00097803+0.0013333i,-0.00032359+0.001493i,0.00030652+0.0014763i,-0.00024469+0.0012834i,-0.0020168+1.4803e-05i
0.0020854+0.0008183i,0.0031356+0.0079406i,-0.00030065+0.020908i,-0.011965+0.037524i,-0.030843+0.044849i,-0.039174+0.029094i,-0.027943+0.0075776i,-0.013627-0.00020587i,-0.0032573+0.00013421i,0.0029251+2.8965e-05i,0.0040949-0.0013855i,0.0024927-0.0018754i,0.0012731-0.00089219i,0.0012115-0.00030925i,0.00050353-0.00077228i,-0.0014101+0.00030272i,-0.0032492+0.0028332i,-0.003074+0.0044517i,-0.0014917+0.0045361i,-0.00066212+0.003178i,-0.00059788+0.0014554i,-0.00021455+0.0013795i,0.0008717+0.0019988i
-0.00062633-0.00070311i,-0.0018758-0.0057712i,0.0063847-0.014514i,0.027148-0.02343i,0.047291-0.021558i,0.044852-0.00466i,0.024199+0.0098004i,0.010699+0.011518i,0.0078113+0.0061037i,0.0058629-0.00031211i,0.003425-0.0043724i,0.0010468-0.0064555i,-5.4821e-05-0.0054733i,0.0021543-0.0040216i,0.0052998-0.0037601i,0.0068591-0.0042357i,0.0070865-0.0045258i,0.0063824-0.0038975i,0.0051023-0.0039493i,0.0035535-0.0043214i,0.0018093-0.0043044i,0.00080237-0.0031727i,0.00091388-0.0015685i
0.00067515+0.00046535i,0.002192+0.002929i,-0.0057358+0.0086664i,-0.026568+0.0097715i,-0.043969-0.0037024i,-0.037855-0.01921i,-0.017239-0.01993i,-0.0021335-0.014282i,0.0037006-0.0096081i,0.0039886-0.0059922i,0.0017176-0.0041619i,-0.0015927-0.0031239i,-0.0039234-0.0016924i,-0.0043948-0.0004453i,-0.0050037-0.0019559i,-0.006743-0.0027476i,-0.0075638-0.0004097i,-0.006134+0.0018258i,-0.003686+0.0028595i,-0.0022281+0.0027768i,-0.0015069+0.0027034i,-0.0011968+0.0033585i,-0.0010874+0.0034016i
-0.00057786+0.0033722i,0.0012269+0.0040812i,0.0093966+0.0069661i,0.024574+0.015548i,0.03219+0.031517i,0.017959+0.03799i,-0.00083963+0.025812i,-0.008328+0.0089137i,-0.0074322-0.0027924i,-0.0040313-0.0074488i,-0.0016-0.0086153i,-0.00091188-0.0097904i,-0.00060283-0.0077454i,8.1658e-05-0.00099534i,-0.00016982+0.0044696i,-0.00070851+0.0046632i,-0.001414+0.0027245i,-0.00040626+0.00082175i,0.0022973-0.0005309i,0.0028747-0.0013827i,0.0016175-0.0020469i,0.0023199-0.0020432i,0.0034466-0.0022362i
0.0032443-0.0017932i,0.00037665-0.0052013i,-0.0032356-0.013332i,-0.009294-0.027176i,-0.0089283-0.04033i,0.0023937-0.036464i,0.0086762-0.019098i,0.0048707-0.006894i,-0.0014046-0.0035898i,-0.0048626-0.003386i,-0.0033546-0.0012327i,-0.0019008+0.0010015i,-0.0040106+0.0018483i,-0.0055461+0.00088796i,-0.0044823-0.00017948i,-0.0032619-0.00080468i,-0.0031932-0.0016584i,-0.0028557-0.0014136i,-0.0015184-0.00096934i,-0.00071955-0.0015173i,-0.00067281-0.0013416i,-0.00040508-0.00091627i,-0.00055608-0.0013291i
0.0012165+0.00052787i,0.0037641+0.003067i,0.00463+0.012617i,0.00063718+0.027316i,-0.011795+0.036829i,-0.0235+0.029168i,-0.022697+0.012535i,-0.016499+0.0023116i,-0.011016-0.00089591i,-0.0063974-0.0010266i,-0.0039147-0.00048627i,-0.0030479+0.0001834i,-0.0025547+0.00046096i,-0.0016424+0.0012605i,-0.0020419+0.0032498i,-0.0033863+0.0058982i,-0.0041518+0.0077734i,-0.0035945+0.0074137i,-0.00252+0.0060062i,-0.0016145+0.004914i,-0.00060978+0.0045834i,0.00060705+0.0039462i,0.0017921+0.0020195i
-0.0011086+0.0013974i,-0.002967-0.0011457i,-0.00079276-0.0068296i,0.010377-0.015573i,0.027566-0.019603i,0.032027-0.009591i,0.019201+0.0047701i,0.006831+0.010275i,0.0011614+0.0083606i,-0.00061027+0.0039855i,-8.7769e-05-0.00041752i,0.00039661-0.0030803i,0.0011634-0.0035268i,0.0038951-0.002541i,0.0071754-0.0020295i,0.0089456-0.0028194i,0.0071193-0.0031513i,0.0038626-0.0030897i,0.0025371-0.0030041i,0.00030466-0.0027943i,-0.0014155-0.0031914i,-0.0007643-0.0032849i,9.0315e-05-0.002647i
-0.00056188+0.00097734i,0.001473+0.0024954i,-0.0015929+0.0069345i,-0.014902+0.010618i,-0.028984+0.0048996i,-0.029034-0.0071343i,-0.015832-0.011165i,-0.0017386-0.006975i,0.0051831-0.0019574i,0.0062126+0.00068636i,0.0055824+0.00048144i,0.0033353+0.0003737i,0.00053446+0.0020168i,-0.0003789+0.0021472i,-0.0010384-0.0004944i,-0.0024667-0.00096018i,-0.0024663+0.00086954i,-0.00086112+0.0028647i,0.00023075+0.0038526i,0.00068972+0.002526i,0.00027191+0.0011335i,-0.00076739+0.0010173i,-0.0011408+0.00074962i
0.00098079-0.0013763i,0.0013094-0.00098988i,0.006089+0.00027064i,0.017089+0.0044352i,0.025498+0.014996i,0.018571+0.022469i,0.0053164+0.017882i,0.00051396+0.0088522i,0.0023482+0.0026981i,0.0044298-0.00035052i,0.004166-0.0028257i,0.0025184-0.0046974i,0.00077463-0.0038384i,0.00087371-0.00081742i,0.0025633+0.0011362i,0.0028292+0.00042592i,0.0019234-0.00030273i,0.0014713-0.00036755i,0.0014676-0.00071574i,0.00083227-0.00068623i,0.00011102+0.0002543i,0.00063058+0.0010696i,0.0018455+0.00012279i
0.00034072+0.0033853i,-0.0010908+0.0024992i,-0.004419-0.00048789i,-0.0092133-0.010806i,-0.010992-0.023614i,-0.0037908-0.026303i,0.0033786-0.018328i,0.0041127-0.010123i,0.0027296-0.0066606i,0.0015345-0.0048775i,0.0014447-0.0034776i,0.0015166-0.0032577i,-0.0012843-0.0031519i,-0.0039844-0.0028122i,-0.00451-0.0030714i,-0.0046846-0.0044643i,-0.004114-0.0051842i,-0.0025696-0.0041666i,-0.0010254-0.0031714i,-0.00087595-0.002656i,-0.0012548-0.0025396i,-0.0010955-0.0019499i,-0.00076741-0.00092493i
0.0038329-0.0033143i,0.0057584-0.0031041i,0.007529+0.00078411i,0.0063241+0.012963i,-0.001901+0.024374i,-0.01289+0.022588i,-0.016296+0.011288i,-0.01349+0.00039933i,-0.0095416-0.0059637i,-0.0064352-0.0069176i,-0.0053159-0.0046114i,-0.0046792-0.0018916i,-0.0035541+0.00018383i,-0.0030399+0.0011989i,-0.0042389+0.0017519i,-0.0062561+0.0030592i,-0.0058587+0.0048209i,-0.0030333+0.0048105i,-0.0009295+0.0030327i,-0.000263+0.0017308i,0.00019201+0.0025097i,-8.8337e-06+0.0034174i,0.00013028+0.0028992i
-0.0029824-0.0038618i,-0.0040663-0.0024185i,-0.005495-0.0041986i,-0.0013322-0.010574i,0.010683-0.014429i,0.017964-0.0085122i,0.013054-0.00022037i,0.0037348+0.0026337i,-0.0026787+0.00027956i,-0.0045682-0.003241i,-0.0047104-0.0039529i,-0.0041674-0.0040095i,-0.0028326-0.0039877i,-0.00079269-0.0028309i,0.0018814-0.0013061i,0.0026465-0.0010654i,0.00081954-0.00065232i,-0.0012712+0.00054498i,-0.0016251+0.00075718i,-0.0014636-0.00077843i,-0.001139-0.0018284i,0.00048628-0.0024896i,0.0013799-0.0034859i
-9.7672e-06-0.0010758i,0.00032644+0.00063412i,-0.0013422+0.0039049i,-0.0074564+0.0076569i,-0.01771+0.0067377i,-0.021431+6.5444e-05i,-0.015733-0.0040237i,-0.007794-0.0031386i,-0.0014125-0.00069102i,0.0018605-0.00011535i,0.0028361-0.00018709i,0.0016545+0.0010067i,-1.634e-05+0.0025773i,-0.00060631+0.0030228i,-0.00092948+0.0032578i,-0.0017235+0.0041727i,-0.0022631+0.0046361i,-0.0014296+0.0039189i,0.00011957+0.0028596i,0.00012112+0.0016772i,-0.0018704+0.0010524i,-0.0023631+0.0016195i,-0.001716+0.0010214i
