-0.0033771+0.00084674i,-0.0033165+0.0014875i,-0.0045501+0.0012405i,-0.0046457+0.0020103i,-0.003662+0.0028469i,-0.0025513+0.0021772i,-0.0019013+0.0015733i,-0.00061706+0.0016597i,0.00085787+0.0016332i,0.0010815+0.00057737i,0.0015287-0.00052191i,0.001991+5.6434e-05i,0.0012489+0.00026534i,0.00042181-0.00025189i,9.6234e-05-4.5584e-05i,-0.00047005+0.00031986i,-0.00053374+0.00037347i,-0.00022502-0.00012304i,-0.000227-0.00073232i,-0.0004713-0.00064992i,-0.0006009+0.00018437i,-0.00031294+0.00076508i,-0.00011125+0.00037479i
0.0022723+0.0017197i,0.0039113+0.001149i,0.008433+0.00077478i,0.014514+0.00067242i,0.018759+0.0042504i,0.015218+0.0097315i,0.0062028+0.0124i,0.00056091+0.0107i,0.00052106+0.0075514i,0.003095+0.0054527i,0.0044994+0.0025545i,0.0026633-0.00085423i,0.00059899-0.0017471i,0.00081681+0.0012685i,0.0020404+0.00315i,0.0026373+0.0019878i,0.0016489+0.0015105i,0.0017445+0.0018943i,0.0019681+0.0014169i,0.0013272-0.00033099i,0.0018713-0.00084067i,0.0021027-0.00032361i,0.0019664-0.00043317i
0.0011131-0.0014999i,-2.584e-05-0.00072309i,-0.0044121-0.0016948i,-0.010293-0.0056655i,-0.012346-0.011923i,-0.0077698-0.014779i,-0.00027544-0.01133i,0.0041773-0.0059227i,0.0035495-0.001869i,0.001606+0.00042829i,0.0021994+0.00032106i,0.0027022-0.0011486i,0.00030969-0.0016164i,-0.0024302-0.00070294i,-0.0021045-0.00122i,-0.0010666-0.0029359i,-0.00059683-0.0030352i,-0.00010525-0.0025966i,-6.3244e-05-0.0027255i,-0.0011348-0.0020544i,-0.0029415-0.00090312i,-0.0036583-0.00076262i,-0.0026568-0.00091998i
0.0024711+0.0015685i,0.0038189+0.0023271i,0.007217+0.0044757i,0.0092473+0.0097752i,0.005718+0.015602i,-0.002353+0.014858i,-0.0070157+0.0076946i,-0.0058412-0.00061407i,-0.0028708-0.0043224i,-0.00084838-0.0045376i,-2.7795e-05-0.003529i,0.00028682-0.0010387i,0.0010991+1.5253e-05i,0.0011358-0.00073497i,0.00031071-0.0011356i,-0.0007056-0.00028928i,-0.0010731+0.00048675i,-0.00048214+0.00055249i,7.1338e-05+0.00016283i,0.0011767+0.00049666i,0.0018421+0.0015399i,0.0016723+0.002288i,0.00080952+0.0024166i
0.001937-0.00078051i,0.00054035-0.001664i,-0.00082414-0.0043177i,-0.00089891-0.008616i,0.0040035-0.012143i,0.0087906-0.010385i,0.0067572-0.0042445i,0.0017751-0.0013505i,-0.00070911-0.0045729i,-0.00193-0.0073023i,-0.0033277-0.0066753i,-0.0040667-0.0058968i,-0.0033092-0.0053377i,-0.0015236-0.0036702i,0.00021185-0.0031332i,0.00064036-0.0040906i,-0.00089937-0.0033891i,-0.0022153-0.0010775i,-0.0012148+0.00016218i,-9.7958e-06-0.00035806i,0.000184-0.001353i,-0.00010186-0.002911i,0.00052585-0.0043153i
-0.00026537+0.0016473i,0.00047316+0.0016555i,0.0013866+0.0039265i,-0.00059665+0.0082337i,-0.0069298+0.0089544i,-0.012232+0.003444i,-0.011565-0.0018633i,-0.0067276-0.0030066i,-0.0018878-0.0026923i,0.000999-0.0029063i,0.0013381-0.0037423i,0.00022739-0.0035394i,-0.00076378-0.00096642i,3.7804e-05+0.0011553i,0.00061857+0.0021897i,-0.0010419+0.00191i,-0.0030075+0.0012941i,-0.0039499+0.0011743i,-0.0026716+0.00079743i,-0.001704+8.0433e-05i,-0.0021639+0.00050173i,-0.0021278+0.0015394i,-0.00091607+0.0016574i
0.0015673+0.0024909i,0.0023268+0.0031522i,0.0046558+0.0037735i,0.0087459+0.0027133i,0.012866+0.0016419i,0.011559+0.0045742i,0.0051353+0.0078329i,-0.00024431+0.0081596i,-0.0017168+0.0061399i,0.00017738+0.0028681i,0.0021142+0.00031289i,0.00013033-0.0010584i,-0.0030601-0.00067769i,-0.0030123+0.0013234i,-0.0018971+0.0030819i,-0.0018763+0.0035712i,-0.0013487+0.0030058i,0.0006124+0.0020018i,0.0018646+0.0010747i,0.0022304+0.00074228i,0.0022328+0.00045346i,0.0022941-8.7201e-05i,0.0023987-0.00043091i
-0.0044452-0.0032781i,-0.0047699-0.0016529i,-0.0075558-3.1398e-05i,-0.011292+4.382e-05i,-0.012152-0.0021363i,-0.0071333-0.0053585i,-0.0010454-0.005378i,0.00085899-0.0014946i,0.00077075+0.0018541i,0.0010675+0.0023536i,0.0011779+0.0022677i,0.00049866+0.00093794i,-0.00066271-0.00089019i,-0.0016368-0.0009436i,-0.0015889-0.00041618i,-0.00071089-0.00097854i,-0.0002618-0.0011144i,-0.00051414+0.00026123i,-0.0010987+0.0012373i,-0.00065145+0.0001566i,-0.001-0.00030672i,-0.0021928-8.2738e-05i,-0.0024489-0.00036702i
0.0013576+9.5495e-05i,0.0012828+0.00089985i,0.0033718+0.0024378i,0.0062368+0.0050955i,0.006084+0.0082265i,0.0012387+0.0089531i,-0.0025007+0.0061835i,-0.0022128+0.0014028i,-0.00052037-0.001708i,-0.00013672-0.0016174i,0.0002014-0.00037232i,0.0011981+0.0011513i,0.0018236+0.0011084i,0.0019892+0.0002347i,0.001277-0.00011456i,-0.00020894+0.00051067i,-0.00083072+0.002158i,0.00048288+0.0018234i,0.0014093-2.8535e-05i,0.0017672-5.9385e-05i,0.0012839+0.00035842i,5.8469e-05+0.0010735i,-0.00024511+0.0021458i
0.00026672+0.00034626i,0.00079172+9.4984e-06i,-0.00080972-0.00030906i,-0.00171-0.0011345i,0.0011638-0.0039116i,0.004434-0.005342i,0.0047785-0.0037308i,0.0035295-0.0029217i,0.0023737-0.0045164i,0.00073062-0.0064856i,-0.0014097-0.0058239i,-0.0022619-0.0038324i,-0.001842-0.0021525i,-0.00090276-0.00055636i,0.00066139+0.00060195i,0.001378+0.00025835i,0.00041325-0.00060109i,0.0002337-0.00014033i,0.0005534+0.00047023i,0.00074616-0.00047913i,0.00078565-0.001514i,0.00086392-0.0024406i,0.0011794-0.0033643i
-0.0030312+0.0012835i,-0.0017826+0.002643i,-0.0023419+0.0045235i,-0.0022418+0.0059212i,-0.0042009+0.0069727i,-0.0076274+0.0042009i,-0.0076869-0.00071734i,-0.0043912-0.0036691i,-0.00091151-0.0050332i,0.0002926-0.0048951i,-0.00031616-0.0041934i,-0.00072286-0.0041977i,-0.00045051-0.0032226i,0.0010026-0.0011774i,0.001693-0.00030411i,0.00056388+3.168e-05i,-0.0019437+0.00050267i,-0.0036512+0.00043359i,-0.0029509-5.1603e-05i,-0.0018678-0.00059205i,-0.00080477-2.4587e-05i,1.0024e-05+0.0017131i,0.00063431+0.0024427i
-0.00045881+0.00057083i,-0.00075546+0.00058608i,-0.00093836+0.00051366i,0.0011704+0.00058666i,0.0039612+0.00029882i,0.004124+0.0016915i,0.00092499+0.0039819i,-0.0026723+0.0043042i,-0.0035025+0.0019864i,-0.0011438-0.0012043i,0.0011892-0.0035311i,0.00089838-0.0034669i,-0.0013227-0.001309i,-0.0025605+0.0011429i,-0.0019188+0.0019171i,-0.0010168+0.0012668i,-7.3765e-05+0.00062697i,0.00080528+0.00035824i,0.001328+0.00087131i,0.0015333+0.00087593i,0.0016107+3.6639e-05i,0.0022899-0.00055284i,0.0026478-0.00037897i
0.001563-0.00099677i,0.00072987-9.9725e-05i,0.00011751+0.00022437i,-0.0020486+0.0010579i,-0.0045665+0.00062376i,-0.0046945-0.00074575i,-0.0031718-0.0016327i,-0.0020523-0.00031428i,-0.0023262+0.0025256i,-0.0010673+0.003065i,0.00087282+0.0025763i,-0.00012546+0.00025653i,-0.00087177-0.0019465i,-0.0013754-0.0017853i,-0.0022374-0.0025246i,-0.0023355-0.0030928i,-0.002711-0.0021939i,-0.0021114-0.0010274i,-0.00077544+1.8399e-05i,-0.00065788+0.00069269i,-0.0021127+0.00068442i,-0.0028531+0.0004464i,-0.0024219+0.00030286i
-0.0022474-0.001182i,-0.0022044-0.00024698i,-0.0010935+0.001437i,0.0013862+0.0025394i,0.0027149+0.0037184i,0.0010979+0.004904i,-0.0020441+0.0043731i,-0.0040328+0.0031423i,-0.0034882+0.0021977i,-0.0020473+0.0019414i,-0.00075901+0.0015443i,0.00038364+0.00071137i,0.0010446+0.00082068i,0.00071336+0.0011715i,0.0001359+0.001654i,-0.00079135+0.0019633i,-0.0016688+0.0019492i,-0.0013384+0.0024874i,-0.00092233+0.0023822i,-0.00087985+0.0015209i,-0.00032902+0.0018978i,0.00015367+0.0023148i,0.00028136+0.0019098i
-0.0025907+0.0019127i,-0.0014648+0.0021118i,-0.0013322+0.0025225i,-0.0021681+0.0028351i,-0.0019851+0.0017863i,5.9112e-05-0.00011894i,0.0019571-0.0005305i,0.0016192-0.00011132i,0.0005521-0.00057185i,-0.00087901-0.0021931i,-0.0017906-0.0026754i,-0.0022842-0.00098826i,-0.0031448+0.0010579i,-0.0033105+0.0019962i,-0.0021597+0.0017872i,-0.00037424+0.0009441i,-0.00011609+0.00041827i,0.00029828+0.00015291i,0.001759+0.00012741i,0.0020652-0.00053902i,0.0014643-0.0010413i,0.0011694-0.0012212i,0.00041273-0.0017524i
0.001221-0.00023354i,0.0015517-0.00023271i,0.0022785-0.00029524i,0.0018421+0.0006835i,-0.00032773+0.0016638i,-0.0036687+0.0023073i,-0.0044785+0.0011939i,-0.0014088-0.001744i,0.0019305-0.0039697i,0.0027927-0.005602i,0.0016966-0.0065245i,0.00033186-0.0055133i,-0.00024431-0.0037725i,0.00014833-0.0017633i,0.00056124+2.956e-05i,3.3172e-05+0.00023792i,-0.0012313+0.00051307i,-0.0018177+0.0012915i,-0.0016744+0.00053664i,-0.0019023+3.2862e-05i,-0.0018601+0.0012321i,-0.00081758+0.0024789i,4.3198e-06+0.0020183i
-0.00028982+0.0004285i,-0.00065852+0.00059566i,-0.0016912-3.5743e-05i,1.5709e-05+0.0001286i,0.0023914+1.2698e-07i,0.0022762+0.00083484i,0.0010169+0.0019148i,-0.00016603-0.00015875i,0.00018941-0.0033153i,0.0014387-0.0046786i,0.0019794-0.0049189i,0.0021318-0.004125i,0.0002995-0.0023651i,-0.0011287-0.00096747i,-0.00050008+0.0009731i,0.00025107+0.0028738i,0.00063988+0.0029961i,0.00068118+0.0020096i,0.0011317+0.0011175i,0.0015883-0.00019455i,0.0015949-0.0013579i,0.0012638-0.00151i,0.0012122-0.0012104i
0.0026183-0.0010659i,0.00261-0.00071911i,0.00066673+5.964e-05i,-0.0012737+0.0010954i,-0.0028364+0.00084731i,-0.0043725-0.00089035i,-0.0045732-0.0013995i,-0.0037776-0.0011191i,-0.0027786-0.00068934i,-0.00075004+0.00053716i,0.00070801+0.00060173i,0.00082793-0.0014194i,0.00038061-0.0027076i,7.9661e-05-0.0025557i,5.8813e-05-0.0025325i,-0.00019062-0.002553i,-0.001012-0.0019323i,-0.0014117-0.0007743i,-0.00067057-0.00054852i,-0.00053966-0.00071389i,-0.0017053-0.0003012i,-0.0023032-0.00011477i,-0.0012666-0.00035056i
0.0013815-0.00047965i,0.0010968-0.0005906i,0.0014691-0.0016459i,0.0022827-0.0023037i,0.0020318-0.00073076i,0.00058383+0.0018007i,-0.0021455+0.0030418i,-0.0048835+0.0026062i,-0.0058918+0.0018691i,-0.005158+0.00080215i,-0.0025678-0.00068357i,-0.00077982-0.001612i,-0.00014355-0.0016529i,0.00027621-0.00063394i,0.00032576+0.00044127i,-0.00023654+0.00037441i,-0.00088748+0.00019554i,-0.00094292+0.0008949i,-0.0012387+0.00067743i,-0.0010358+1.8854e-05i,-0.0010648+0.00048151i,-0.0013243+0.00094813i,-0.00075422+0.00091434i
-0.00010009-0.00022301i,-0.00035015+0.00010213i,-0.0014752+0.0016171i,-0.0025684+0.0022858i,-0.0024862+0.0010777i,-0.0015749+0.00041215i,-0.00058617+0.00077949i,-0.00063019+0.001697i,-0.0021422+0.0010354i,-0.0024267-0.00026939i,-0.0017879-0.00051646i,-0.0018718+0.001111i,-0.0024256+0.0020403i,-0.00197+0.0014665i,-0.00065818+0.0007589i,0.0010611-5.9327e-05i,0.0010138-0.0011571i,3.6985e-05-0.0015857i,0.00015572-0.00072833i,0.00055093+0.00020938i,0.00058142+0.00057263i,0.0001194+9.1733e-05i,-0.00060377-0.00099206i
0.0028038+0.001544i,0.0029666+0.002259i,0.0041405+0.0022271i,0.0050147+0.0023162i,0.0028993+0.0017935i,-0.0008595+0.0012931i,-0.0021024+0.0016624i,-0.00067385+0.00071547i,0.0012157-0.00074793i,0.0019674-0.002742i,0.0014973-0.0048116i,2.2095e-05-0.0049611i,-0.0012744-0.0043926i,-0.00081241-0.0037741i,-0.0007658-0.0027117i,-0.0017279-0.0014795i,-0.0022754-2.8345e-05i,-0.0019832+0.0009066i,-0.00080411+0.0014261i,-0.00015903+0.002684i,-0.00054921+0.0028576i,-0.00066031+0.0016283i,-0.00026118+0.00065874i
0.00065476+0.0010481i,0.00046946+0.00020093i,-0.00036824-0.00074042i,-0.00019189-0.0012921i,0.0010335-0.001523i,0.0011662-0.0014279i,0.00028474-0.00092385i,0.00066327-0.00065739i,0.0022781-0.0012766i,0.0033953-0.0027714i,0.0027358-0.0041848i,0.0014279-0.0039796i,-0.00048974-0.0017416i,-0.002051+0.00014803i,-0.0021781+0.0013431i,-0.001707+0.0028023i,-0.00095482+0.0029315i,-0.00046938+0.0022324i,0.00026861+0.0011139i,0.0013404-0.00048i,0.00088225-0.0011198i,-0.00016185-0.00062523i,-9.3383e-05-0.00065997i
-0.0043959+0.00068318i,-0.0031747+0.0031222i,-0.0014486+0.0059524i,-7.1876e-05+0.0065752i,-0.00040361+0.0039925i,-0.001164+0.0012332i,-0.0016669-0.00030062i,-0.001436-0.00082978i,7.4564e-05-0.00095049i,0.002367-0.00054371i,0.0039778+0.0002554i,0.0033273-0.00016547i,0.001189-0.0011143i,0.00056653-0.0014221i,0.0010142-0.00063131i,6.4418e-05-0.0004107i,-0.0010328-0.00066659i,-0.001151-0.00056075i,-0.00043193-0.0011734i,0.00012602-0.0013308i,-0.00019156-0.00094038i,-0.00016112-0.00028722i,-1.8189e-05+0.00032487i
-0.00033868+0.00048609i,0.00030945+0.00066106i,-0.0003653+0.00012487i,6.8631e-05+0.00042966i,0.0013659+0.0011377i,0.0013168+0.0014018i,-0.00059663+0.0014755i,-0.0024251+0.00090946i,-0.0031799+0.00038122i,-0.0032211+0.00017858i,-0.0023255+0.00010618i,-0.00076842-0.001849i,-0.00072724-0.0026935i,-0.0011921-0.0013957i,-0.00058784-8.4642e-05i,-0.00013805-5.9249e-06i,-0.00068246-0.0001091i,-0.00074581+0.0007576i,-0.0003044+0.00072546i,0.00025817-0.00014841i,0.0002407-0.00058566i,-0.0005612-0.0010549i,-0.00082835-0.001091i
-0.000925+0.0022112i,0.00023086+0.0019586i,0.00028135+0.0016582i,-0.00066049+0.0016773i,-0.00084762+0.0014818i,-0.0014587+0.0011697i,-0.002353+0.0011557i,-0.0028411+0.00061613i,-0.0042421-0.00097356i,-0.0045378-0.0019072i,-0.0023977-0.00039939i,-0.0010921+0.0009154i,-0.00032132+0.0014375i,0.00049969+0.0010643i,0.0016375+5.2328e-05i,0.0017127-0.00026969i,0.0003002-7.5267e-05i,-0.00017261-0.00031718i,0.00032107-0.0010723i,-5.2277e-05-0.0015664i,-0.00052511-0.00096954i,3.8087e-05-0.00056235i,0.0013554-0.00057566i
0.001257+0.0017643i,0.00019936+0.0014537i,0.0017234+0.0032601i,0.0030527+0.0030184i,0.0024893+0.0013674i,0.00029219+0.000787i,-0.0023481+0.0016794i,-0.0022796+0.0011583i,-0.0012773-0.00060024i,-0.00064225-0.0022323i,-0.00013786-0.0038137i,-0.00029505-0.0038932i,-0.00061898-0.0025344i,-0.00065148-0.0019675i,-0.00074771-0.0012924i,-0.0010592-0.00074367i,-0.00063388-0.00040111i,-0.0007194+0.0011304i,-0.00064482+0.0022122i,-0.00060796+0.0023265i,-0.00022983+0.0019649i,0.00059601+0.0010422i,0.00042649+0.00038629i
-0.0012626-0.00087192i,-0.0016053-0.00027854i,-0.0023506+0.00013407i,-0.0013847+0.0015304i,0.00015962+0.0016743i,0.0017637+0.00079063i,0.0015673+0.00095435i,0.00072831+0.0012322i,0.0016383+0.00055001i,0.0025154-0.0008694i,0.001539-0.0027438i,-0.0005924-0.0027851i,-0.0016815-0.00085621i,-0.001161+0.0012885i,-0.00055213+0.0020493i,-0.00044426+0.0012033i,-0.0010252+0.0011747i,-0.0012919+0.0013959i,-0.00070686+0.0012724i,-0.00025487+0.001038i,0.00028608+0.0003304i,0.00093839+0.00063431i,0.0009467+0.0011001i
-0.00042302-0.0011589i,-0.0010463-0.00048117i,-0.0026391+0.00058241i,-0.0031015+0.001814i,-0.0029082+0.0018462i,-0.0027662+0.0010784i,-0.002236-0.00027441i,-0.00042076-0.00086188i,0.0013383-0.00042106i,0.0022395+0.00026477i,0.0022099+0.00029478i,0.0015429-0.00023066i,0.00019921+7.7611e-05i,-0.00085859-0.00010566i,-0.0013266-0.00062433i,-0.002225-0.00055063i,-0.0026618-9.7248e-05i,-0.0025285-0.00022407i,-0.0015073-0.00073568i,-0.00011512-0.00071869i,-1.4605e-05-0.0004633i,-0.0006088+0.00018395i,-0.00035561+2.5836e-05i
-0.0018244+0.0010189i,-0.0015138+0.00095043i,-0.00085771+0.00090846i,-0.00026266+0.0015975i,0.00010719+0.001521i,0.0001756+0.0015541i,-0.00065791+0.002163i,-0.0011602+0.0010428i,-0.00058147-0.0001704i,-0.0006228-0.00022222i,-0.00051912-0.00013921i,0.00050995-0.0016849i,0.0011029-0.0030302i,0.0010241-0.0013447i,0.00083716+0.00052298i,0.0004262+0.00043967i,-0.00036603+0.00048092i,-0.00033982+0.00058162i,0.00070256-0.00014086i,0.0012928-0.00051953i,0.001336-0.00026856i,0.00079262+0.00016712i,-0.00017802-0.00010842i
-0.0029159+4.2202e-05i,-0.0026138+0.00064811i,-0.0027814+0.0021764i,-0.0014783+0.0030716i,-7.8596e-05+0.0019202i,-0.0007088+0.00013565i,-0.00095364-0.00030345i,-0.00054714-0.0010121i,-0.0011416-0.0023654i,-0.0019448-0.0032693i,-0.0020833-0.0019488i,-0.00098454+0.00012084i,0.00013994+0.00072469i,0.0003224+0.00043065i,0.000538+5.0115e-05i,0.00031263-0.00016525i,-0.00091134-5.1635e-05i,-0.0009719+0.00059859i,-0.00052089+0.00018027i,-0.00063421-0.00093403i,-0.00052914-0.0011472i,0.00071558-0.00084485i,0.001002-0.00047519i
-0.0027645+0.00053512i,-0.0021322+0.0003794i,-0.0020052+0.0018831i,-0.0011867+0.0040718i,-0.00034485+0.0039392i,-0.00054875+0.0014838i,-0.0022319+0.00012178i,-0.0037442-0.00035057i,-0.0037244-0.00098522i,-0.0019649-0.0015537i,-0.00044596-0.0023592i,-0.0005869-0.0021992i,-0.0013069-0.00052564i,-0.00098218+0.0015178i,0.00022014+0.0020657i,0.00011527+0.0020617i,0.00039313+0.0021348i,0.00048604+0.0019372i,0.00046431+0.00091154i,0.0003938+0.00012947i,-0.00053031-0.00024539i,-0.00043641-9.7642e-05i,0.00062121+0.00093363i
-0.00045087-0.0016308i,-0.00083449-0.00016109i,-0.0021963+0.00066839i,-0.0030557+0.0024531i,-0.002068+0.0025822i,-0.00039486+0.0016896i,-0.00022719+0.0017686i,-0.00048094+0.0015162i,-0.00015591+4.226e-05i,0.0011609-0.0014662i,0.0013905-0.0028944i,-0.00089911-0.0035033i,-0.0033194-0.0017657i,-0.0035782+0.00035317i,-0.0031941+0.001301i,-0.0027595-5.4837e-05i,-0.0014679-0.00086963i,-0.00042149-0.00015421i,2.5846e-05+0.00027588i,-2.6048e-05+8.3177e-05i,-7.0315e-05+0.00047237i,0.00021881+0.0011045i,-0.00016485+0.00089899i
-0.0017385-0.0040665i,-0.0030835-0.0024049i,-0.004386-0.0022689i,-0.0034056-0.001462i,-0.0023045+0.00023951i,-0.0012462+0.001062i,0.00051113+0.00047646i,0.0009086-0.00037259i,0.0010267-0.0010398i,0.0022617-0.0010418i,0.0023316-0.00068262i,0.0013461-0.00095918i,-0.00010035-0.0010412i,-0.00071167-0.00071331i,-0.00050192-0.00056254i,-0.0010877-0.0007527i,-0.0013742-7.9289e-05i,-0.0010445+0.00085599i,-0.0012277+0.00049389i,-0.0016153-0.00030041i,-0.001474+3.1886e-05i,-0.0004751+0.00039159i,0.00046222-0.00080551i
-0.0095377-0.0027985i,-0.010714-0.0033773i,-0.015171+0.000769i,-0.011687+0.0056777i,-0.0054607+0.0066905i,-0.00032305+0.0046607i,0.0014122+0.0017663i,0.00085166+0.00041183i,0.00041472-0.00034806i,-0.0011812+0.00032915i,-0.0014604+0.0018791i,0.00061161+0.0011717i,0.00082519-0.00069076i,-4.315e-05-0.0011219i,9.2358e-05-0.00079647i,1.8203e-05-0.00085043i,-0.00059887-0.00070887i,-0.00061292+8.2446e-05i,0.00043024+0.0009334i,0.00082024+0.0015163i,0.00063433+0.0014921i,0.0002818+0.0016171i,0.00043427+0.0015788i
0.005169+0.0046499i,0.0068701+0.0044861i,0.0088759+0.0029343i,0.0065992+0.0011984i,0.0029515-0.00039705i,-0.00013904-0.0012161i,-0.0021903-0.00024976i,-0.0022557-0.00020857i,-0.0010887-0.00080839i,0.00029483-0.0013525i,0.00048081-0.0015268i,9.6439e-05-0.00072995i,0.00064289-0.0002119i,0.00094114-0.00084125i,0.00048809-0.00091391i,6.0633e-05-0.00088116i,-0.00044142-0.00083659i,-0.00079738+0.0002794i,-0.00013847+0.00069974i,0.00025824+0.00026205i,-0.00015578+0.00020088i,-0.00027978+0.00014314i,-5.8624e-05-0.0008461i
0.0015214+0.00018824i,0.00028068+0.0004918i,0.00033183-0.00011567i,0.00062987-0.0002107i,5.0201e-05+0.00070838i,-0.0014887+0.00067508i,-0.0027598+0.00057913i,-0.0031124+0.00083701i,-0.0024984+2.0385e-05i,-0.0011238-0.001255i,-0.00039206-0.0019489i,-0.0011064-0.00098707i,-0.0022637+0.0007642i,-0.001973+0.0021042i,-0.00081505+0.0026845i,-0.00025033+0.0025514i,-0.00054282+0.0021187i,-0.00010971+0.0018614i,0.0013157+0.00097162i,0.0015312-0.00069309i,0.0006895-0.0013515i,0.00051991-0.00061046i,0.00047887-0.00031947i
0.0014332+0.00025776i,0.0028929-0.0010718i,0.0029454-0.00012113i,0.0013806+0.0012762i,0.00029342+0.0009248i,-0.00053571-0.00010214i,-0.0017993-0.00044803i,-0.002406-0.00066688i,-0.00050427-0.0015082i,0.0014575-0.0019511i,0.0015933-0.0022634i,-0.00010784-0.0030885i,-0.0024939-0.0025022i,-0.0029603-0.00080537i,-0.0018264+5.4398e-05i,-0.0014929-0.00034673i,-0.0013809-5.4006e-05i,-0.00088849+0.001184i,-0.00026577+0.00084464i,0.00020928+0.00040224i,8.5101e-05+0.00032102i,0.00032565-0.00010611i,0.0008471+0.0001749i
0.0030277+0.0052025i,0.0042165+0.0042347i,0.0051548+0.0032523i,0.0051316+0.0015658i,0.0040324+0.00016689i,0.0010112-0.00030321i,-0.0019772+0.00047778i,-0.0019624+0.00034858i,-2.4696e-06-0.00080909i,0.0020821-0.0015434i,0.004289-0.0019263i,0.0045772-0.0031716i,0.0022938-0.0034085i,0.00025022-0.0019177i,-5.22e-05-0.00086253i,7.0442e-05-0.00072975i,-0.0010853+0.00023918i,-0.0015148+0.00072707i,-0.00079479+0.00072503i,-0.00074022+1.9659e-05i,-0.00038185-0.00078024i,4.6043e-05-0.00051251i,-0.00011489-0.0003813i
-0.00019121+0.003099i,-0.00053321+0.003561i,-0.00012147+0.0036039i,0.0010502+0.0037255i,0.0016587+0.0022822i,0.00051501-0.00032864i,2.8833e-05-0.00035841i,-0.00013075+0.0010658i,-0.00015618+0.0011213i,0.00057032+0.00027769i,0.0010832-0.00058569i,0.0013904-0.0016736i,0.0011532-0.0020801i,0.0005156-0.001303i,0.00069094-0.00020712i,-4.4862e-06+4.3807e-05i,-0.00011649-0.00065163i,0.00081358-0.00022809i,0.0013821+0.00049957i,0.0013137+0.00037801i,0.00028619-0.00022737i,6.6324e-05-0.00080886i,0.00065207-0.00087623i
0.00013811-0.00045215i,-0.00032873-0.00021543i,-0.00072482+0.00046931i,-0.0010535+0.0016193i,-0.0017314+0.0028785i,-0.002615+0.0022289i,-0.0014479+0.0012712i,0.0003734+0.0013681i,0.00040959+0.0001632i,-0.00062408-0.0012143i,-0.0016954-0.001436i,-0.0010795-0.00036078i,0.00032291+0.00063377i,0.0009125+0.00053979i,0.00079408+0.00015213i,0.00016556-2.7261e-05i,6.3401e-05+0.00031139i,-4.9762e-05+0.0013467i,-0.00049795+0.0017248i,-0.00025323+7.3742e-05i,2.2446e-05-0.0010961i,0.00024359-0.0014624i,0.00049931-0.0012918i
-0.00054296+0.0015556i,-5.6043e-05+0.0025579i,-3.1936e-05+0.0023079i,0.0012609+0.0015203i,0.0018632+0.00024952i,0.00017909-0.00073882i,-0.0013382-0.0016024i,-0.0017995-0.0013616i,-0.0019163-0.0003308i,-0.001481-0.0014799i,-0.0012249-0.0031391i,-0.0016923-0.002738i,-0.0022584-0.0015243i,-0.0020755-0.00012092i,-0.0014288+0.00095422i,-0.0010621+0.0011006i,-0.00045577+0.0014724i,4.1209e-05+0.0015943i,0.00086185+0.0010485i,0.00097155+0.00046037i,5.5129e-05-0.00014542i,-0.00068152-0.00076518i,-0.00024801-0.00099105i
-0.0022697+0.00033381i,-0.0020951-0.0001808i,-0.0016895-0.0005083i,-0.0011984+0.00074518i,-0.00059301+0.0017686i,-0.00066697+0.0013587i,-0.0012538+0.00028113i,-0.0020154-0.00056711i,-0.0013425-0.0014833i,-3.731e-05-0.0022832i,0.00013144-0.0023965i,-0.00079632-0.0027962i,-0.0019086-0.0021579i,-0.0021416-0.00017882i,-0.0021409+0.00036744i,-0.0023606-0.00028767i,-0.0027336+0.00012033i,-0.0022415+0.00011413i,-0.000966-0.00063744i,-0.00010376+0.00015472i,3.6173e-05+0.00083571i,6.8361e-05+0.00083846i,0.00052776+0.00041897i
-0.0022986+0.00072719i,-0.0013777+0.001229i,-0.0014139+0.0038923i,-0.00015845+0.0055237i,0.0013398+0.0042624i,0.0011218+0.0024542i,0.00019704+0.0013382i,-0.0004224+0.00034218i,0.00019491-0.00065885i,0.0012681-0.00047103i,0.0026332+0.00043653i,0.0036288-0.00068099i,0.003453-0.0014019i,0.0020904-0.0010129i,0.00086302-0.00046332i,-0.00041214+0.00041627i,-0.0010187+0.0011742i,-0.00074391+0.00099966i,-0.00044629+0.00060146i,-0.00039411+0.00027918i,-0.00062196+0.00059629i,-0.00065981+0.00074206i,8.1438e-05+3.0504e-05i
0.00010089+0.00011798i,0.00067284+0.00065954i,0.00033291+0.0018407i,-0.00019347+0.0016271i,-5.5764e-05-0.00030409i,-0.00026441-0.0012411i,-0.0010307-0.001619i,-0.00031425-0.0016059i,0.00017105-0.00082134i,0.00023576-0.00016349i,0.0012132-0.0003482i,0.00079322-0.00089531i,-0.00035261-0.0004827i,-0.00036692+0.00035275i,-0.00032696+0.00021506i,-0.00040536-0.00016975i,-0.0002695+0.00027421i,0.00041813+0.00086786i,0.00074025+0.00051019i,0.0002947+0.00020862i,-9.3161e-05+0.00012321i,-0.00035124+0.00064224i,-0.00032326+0.0011255i
