0.00026019+0.00026246i,0.00035825-0.0018429i,0.00051676-0.002881i,-0.00036579-0.0020189i,-0.0014968-5.8389e-05i,-0.0024075+0.001069i,-0.0020934+0.00094856i,-0.0011995+0.001082i,9.1619e-05+0.0011647i,0.0011948-0.00032862i,0.00136-0.0012105i,0.00026999-0.0010302i,-0.00028221-0.00025612i,-0.00043751-0.00030175i,-0.00036329-0.0010497i,-0.00017642-0.00056986i,-1.4108e-05+1.4002e-05i,8.3574e-05+0.00051165i,0.00035162+0.00094575i,0.00052909+0.0002445i,0.00056652-0.00079162i,0.00061128-0.00027733i,0.000238+0.00019381i
-0.0021394-0.0023001i,-0.0028877-0.0014142i,-0.0029919-0.00039726i,-0.0015649+8.7278e-05i,-0.00021119+0.00089548i,0.00091292+0.0012969i,0.00075805+0.00056795i,0.00026358-0.00036357i,0.0003946-0.00051411i,0.00064338+0.00027072i,0.00029512+0.00038173i,4.8937e-05-0.00014439i,0.00040715-0.00022121i,0.0005738-0.00070248i,0.00048317-0.00094963i,-0.00055539-0.00069676i,-0.00086468-0.00061663i,-0.00058955-0.00035246i,-0.00033277-0.00035628i,0.00019688-0.00019797i,0.00011771-0.00014418i,8.7681e-06-0.00050169i,-0.00015315-0.00028418i
0.0017936-0.0018529i,0.0011495-0.0018606i,0.0010735-0.0021481i,0.000523-0.0012973i,-0.00028022-0.00078361i,-0.00089485-0.0008495i,-0.0012434-0.0004887i,-0.00082083-0.00039281i,-6.6718e-05-0.0005286i,-5.4928e-05-0.00057104i,0.00022752-0.0010074i,0.0009107-0.00065102i,0.00081034-0.00032236i,0.00042062-0.00065274i,0.00042983-0.00040484i,0.00060629-0.00010522i,-2.4633e-05+0.0002824i,-0.0013506+0.00063237i,-0.00138+0.00049285i,-0.00076369+0.00085245i,-0.00011368+0.0011784i,-3.5113e-05+0.00096635i,0.00011484+0.00081695i
0.0015615-0.00075718i,0.00041458-0.0012942i,-3.1868e-05-0.0014913i,-0.00039586-0.0013893i,-0.00021803-0.0017343i,-0.00016645-0.0018168i,-0.00059568-0.0011293i,-5.4825e-05-0.0012967i,0.0001849-0.0012481i,-0.00034598-0.00061556i,-6.7428e-05-0.00030779i,0.00039196-0.00075784i,0.00033998-0.0011019i,-0.00013641-0.00055242i,-0.0003245-0.00043871i,0.00032836-0.00054478i,0.00066686-0.00052273i,0.0001679-0.00076322i,-0.00043487-0.0012076i,3.7187e-05-0.0012532i,0.00028515-0.0013821i,0.0005264-0.0012802i,0.0009416-0.00053523i
9.0428e-05-0.00026548i,0.00033352-0.0016916i,0.0011154-0.0021931i,0.00062948-0.0024018i,0.0004078-0.0023808i,0.00063395-0.0013671i,0.00036823-0.00067726i,-0.00020518-0.00066892i,-6.6049e-05-0.00063763i,0.00023246-0.0010727i,-1.6282e-05-0.00077349i,-0.00036658-0.00076094i,-0.00025038-0.0010599i,0.00028152-0.0010598i,0.00016773-0.0011489i,-0.00044231-0.0009383i,-0.00077033-0.00066128i,-0.00036249-0.00017036i,0.00020951+0.00058859i,0.00010096+0.00029532i,0.00061445-0.00054234i,0.0012643-0.00054307i,0.0011084-1.3112e-06i
-0.00063102+0.00091001i,-0.00019535+0.00044049i,-0.00041064+0.00012021i,-0.00041584+0.00059021i,0.00049841+0.00068589i,0.00071518-7.0948e-05i,0.00063225-0.00087338i,0.00056142-0.00051973i,0.00030129-4.7143e-05i,0.00011752-0.00043207i,7.7185e-05-0.00017316i,0.0002446+3.1155e-05i,0.000342-0.00050993i,-9.7077e-05+3.6172e-05i,-0.0009156+0.00036093i,-0.00099624+0.00011075i,-0.00070447-0.00018947i,-0.00094137-0.00049161i,-0.0002661-8.4086e-05i,9.4008e-05+0.00036522i,-4.597e-05+0.00030357i,0.00018479-0.00024995i,0.00090155-0.00049552i
-0.0012238+0.00078369i,-0.0015782+0.0003039i,-0.0015249+0.00059489i,-0.001235+0.00045859i,6.6848e-05-0.00013973i,0.00043185+0.00029004i,-8.4585e-05+0.00036578i,-0.00042765-0.00027618i,-0.000296-0.00050348i,-0.00011734-0.001063i,0.00022293-0.0017296i,0.00047151-0.00148i,0.00028615-0.0010532i,0.00019748-0.00083738i,0.00016842-0.00024319i,0.00046454-0.00018715i,0.00069768-0.00022103i,-0.00034486-0.00049959i,-0.0012-0.00063802i,-0.00041046-5.7854e-05i,-0.0006991+0.00059367i,-0.00095543+0.00017205i,-6.2646e-05-2.0575e-06i
-0.00046863-0.0013388i,-0.0014717-0.0013728i,-0.0012764-0.0014804i,-0.0013285-0.00090633i,-0.0013169+0.00021044i,-0.0013998+0.00097771i,-0.0019275+0.00097918i,-0.00094137+0.00063828i,0.00054441+0.00071694i,0.00048666+0.00062905i,0.00031692+8.0083e-05i,0.00072759-5.6324e-05i,0.00035501-0.00013216i,-8.3773e-05-5.67e-06i,0.00037561+0.00012612i,-0.00026361+0.00018031i,-0.00089745+0.00072839i,-0.00015607+0.00061954i,0.00033686+0.00016387i,-0.00025703+0.00019471i,-0.00054451+0.00032867i,-0.00044568+0.00074348i,-0.00050457+0.00070791i
0.0025233-0.0011851i,0.001766-0.00071183i,0.0009346-0.0017614i,-0.00055011-0.001667i,-0.00061146-0.0013731i,-0.00087664-0.001368i,-0.0013066-0.00082454i,-7.5157e-05-0.0008861i,0.0010306-0.0010183i,0.0015795-0.00060627i,0.001467-0.00064808i,0.00067647-0.00086624i,1.5568e-05-0.0013471i,0.0001317-0.00054785i,0.00055126+4.3323e-07i,0.00047954-0.00073504i,-4.0375e-05-0.00091794i,-0.00055924-0.00074274i,0.0002103-0.00022967i,0.0012169+0.00045444i,0.00093071-0.00031464i,0.00030517-0.00068983i,-0.00048563-0.00029698i
-0.001665+0.0011849i,-0.0015558+0.0015458i,-0.0009022+0.0018195i,-0.0002658+0.0016418i,0.00015452+0.00095264i,0.00044858+4.9286e-05i,0.00017161-0.00059042i,-1.7201e-05-0.00055969i,-1.0479e-05-0.0010685i,0.0003551-0.0019121i,0.00065704-0.0016628i,0.00041118-0.00073763i,0.00029061-0.00042931i,-0.00074377-0.00063826i,-0.001168-0.00074136i,-0.00064955-0.00045962i,-0.00015091-0.00017912i,-2.0413e-05-0.00052484i,-0.00063071-0.00022065i,-0.00094818+0.00035144i,-0.00047284+0.00042197i,-0.00044202+0.00054476i,0.00010139+0.00085414i
0.0016209+0.001161i,0.00062028+0.00070614i,0.00068398+0.00074101i,0.0010143-0.00021847i,0.0010918-0.00158i,0.00087757-0.0018204i,8.9015e-05-0.0011747i,-0.00068044-0.00093081i,-0.00031376-0.0016105i,0.00079283-0.0018508i,0.0011927-0.0014828i,0.00084942-0.0012799i,0.00055478-0.00098291i,7.5908e-05-0.0018336i,-0.00061406-0.0021771i,-0.0006455-0.0015676i,-0.00014786-0.0013263i,-0.00034819-0.00063527i,-0.00024907-0.00027767i,0.00040918-0.00023709i,0.00045923-0.00013207i,0.00096726-0.00090779i,0.00089498-0.00069455i
-0.0019981+0.00097897i,-0.0018331+0.00057552i,-0.0018131+0.00068111i,-0.0010083+8.2982e-05i,0.0008953-0.0004735i,0.00088469-0.00095222i,-3.1177e-05-0.0017293i,-0.00027601-0.001665i,-9.9842e-05-0.000644i,0.00018831-0.00025688i,0.00070384+0.00012797i,0.0005152+0.00010316i,0.00022895-0.00055394i,-1.9991e-05-0.00060045i,-0.00083942+0.00012822i,-0.00043857+0.00066333i,-0.00016303+0.00030448i,-0.00056839+0.00015382i,-0.00041454+0.00044107i,-0.0002051+0.00069216i,-0.00037309+0.00052534i,-0.00033968+0.00068871i,-0.00031498+0.00060698i
-0.001899+0.0006135i,-0.0018868+0.00091344i,-0.0013569+0.0014775i,-0.00045408+0.0022444i,-0.00019015+0.0018348i,8.1682e-05+0.00047461i,-1.1795e-05-4.8061e-05i,-0.00022274-0.00061946i,-2.1661e-05-0.00090616i,0.00015869-0.0011671i,0.00053997-0.0016293i,9.2209e-05-0.00079512i,-0.00053018-0.00022279i,-0.00080236-0.00061659i,-0.0009407+0.00034477i,-0.00079976+0.0011938i,-0.00098311-2.7188e-05i,-0.00094068-0.0012607i,-0.0010249-0.00043698i,-0.00099032+0.00027236i,-0.000385+4.2242e-05i,-0.00014483+0.00047215i,0.00016693+0.00066985i
0.00092742-0.0001281i,-0.0006274+0.00064147i,-0.00022068-0.00037371i,0.00041472-0.0019917i,0.00066499-0.0017744i,0.00024002-0.00067239i,-2.9051e-05-0.00056369i,0.0004996-0.0011373i,0.0007918-0.00092386i,0.00016481-0.00052042i,-0.0003075-0.0005217i,-0.00021357-0.00059423i,0.00049867+0.00015893i,0.0012557+0.00018839i,0.00072013-0.00057541i,-5.0357e-05-0.00019519i,0.00020951-0.00064557i,-0.00061082-0.0012278i,-0.0012628-0.00031602i,-8.2034e-05-0.00012988i,0.00032287-0.00030484i,-0.00048118-0.0003019i,-0.00036276-0.00028604i
-0.001415-0.00085936i,-0.0021355-9.186e-05i,-0.0021807+0.00070461i,-0.00099703+0.0014349i,0.00041397+0.0013387i,0.0012496+0.0015434i,0.00016409+0.00146i,-0.00044055+0.00058451i,0.0002305+4.8343e-05i,-8.4289e-05-0.00015556i,-0.0010228-0.00048757i,-0.00067877-0.00092772i,-0.00041327-0.00099375i,-0.0004455-0.0011078i,-0.00032878-0.0011723i,-0.00067195-0.00093978i,-0.0013183-0.00047793i,-0.00069367-0.00043794i,0.0004654-0.00011415i,-0.00022497+0.00031393i,-0.0011735+0.00023216i,-0.00047698-0.00017303i,1.1258e-05-0.00019836i
0.0016202-6.9213e-05i,0.0001715-0.00048919i,-0.0013031-0.0016323i,-0.0013289-0.0027579i,-0.00020561-0.0028084i,0.00065057-0.0020982i,-0.00027686-0.0013665i,-0.00098373-0.0009578i,-0.00047647-0.0010759i,-5.7132e-05-0.0018031i,0.0004872-0.0014256i,0.00033624-0.00023192i,-8.4961e-05-0.00085505i,-9.5632e-06-0.0009045i,-0.00028537+0.00034809i,-0.00057606+0.0006526i,-0.0004076-0.00038192i,-0.00059728-0.00081165i,-0.00061529-0.00053287i,-0.00028476-1.1827e-05i,0.00024144+6.0278e-05i,0.0004777-0.0006143i,0.00050164-0.00092114i
-0.0011534+0.00079092i,-0.00057356+0.0006384i,-2.5446e-05+0.0010099i,0.00046196+0.0012192i,0.00049782+0.00050321i,-0.00010146-0.00016663i,-0.00056938-0.00064871i,-0.00071794-0.001088i,-0.00064293-0.0015975i,-0.00021315-0.0011766i,0.00041826-0.00040348i,0.0008474-0.00048228i,0.0012756-0.00057019i,0.00047119-0.00057244i,-0.00042019-0.00061588i,-0.00051787-0.00041421i,-0.00045122-0.00054611i,-0.00015566-0.00016262i,-0.00015435+0.0013028i,-0.00018857+0.00090565i,-0.00018224-0.00078584i,-0.0002359-0.00027789i,-0.0006232+0.00057044i
-0.00040126+0.00043765i,-0.00035233+0.00049074i,-0.00010994+0.00027609i,0.00050687+0.0003809i,0.00045482+0.00065026i,0.00020416+0.00044859i,-0.00055462-8.2311e-05i,-0.00070099-0.00034227i,0.00015775+1.6538e-05i,0.00076562-6.4646e-05i,0.00076582+0.00016772i,0.00013574+0.00083654i,0.00030695+0.00094834i,0.00027417-0.00011805i,-0.00091691-0.00090572i,-0.0011264-0.00066331i,-0.0001032-0.00081665i,0.00049111-0.0012467i,-0.00026615-0.00078492i,-0.0010847-0.00053534i,-0.0010767-0.00048697i,-6.6414e-05-0.0004767i,-0.00014495-0.00054292i
-0.0011617-0.00080896i,-0.00096009-2.7268e-05i,-0.001354+0.0011226i,-0.00088118+0.0013589i,0.00064282+0.00083445i,0.0011672+0.00047877i,0.00041082-6.2719e-05i,0.00028646-0.00097914i,-0.00018259-0.00060294i,-0.00039087+0.00087818i,6.8352e-05+0.00048899i,0.00041897-0.0011937i,0.0005575-0.0013411i,9.8042e-05-0.00098841i,-0.00029241-0.0012916i,-0.00011611-0.00079358i,-0.00012923-0.0007043i,-0.00056146-0.0010651i,-0.00094164-0.0008248i,-0.0010938-0.00019602i,-0.00055133+0.0005508i,1.5476e-05+0.0010408i,-6.9026e-05+0.00072483i
0.00048252-0.0009351i,-0.00047061-0.0015492i,-0.0014889-0.0015567i,-0.0017291-0.00096708i,-0.002006-0.00070571i,-0.0022944-0.00096059i,-0.0013936-0.0015882i,-0.00045146-0.0012487i,9.1653e-05-0.0011162i,-0.0001969-0.0013691i,0.00017379-0.0010038i,0.00066177-0.0007063i,0.00040575-0.00088084i,0.0003976-0.00087977i,0.00019892-0.00096651i,0.00029821-0.00054123i,1.7276e-05+2.8208e-05i,-0.0011049-0.00012356i,-0.0018575-0.00021028i,-0.0016407-0.00042326i,-0.00039336-0.00064346i,0.00058669-0.00064725i,2.8392e-05-0.00050986i
3.9529e-05-0.0018061i,-4.3716e-05-0.0019784i,0.00023044-0.0011475i,-0.00011765-0.00059338i,-0.00067999-0.00037637i,0.00034307-0.00015767i,0.00058256-0.0004029i,-3.649e-05-0.0013043i,0.00044651-0.0015879i,0.00081833-0.00068253i,0.00028382-0.00062127i,3.823e-05-0.00077312i,0.00043946-0.00035341i,-0.00012735-0.00023886i,4.2953e-05-0.00052594i,0.00057768-0.00055373i,-0.00037831-0.00068801i,-0.00061848-0.00092228i,-0.00024036-0.001331i,0.00024657-0.0015594i,0.00053741-0.00056448i,-0.00043146+0.0002097i,-0.0011255-0.00044083i
-0.0016714-0.00068358i,-0.0016217-0.00032457i,-0.0010899+0.00020754i,-0.00057913+0.0010529i,-5.8245e-05+0.0014151i,-0.00059468+0.00079424i,-0.00082189-4.1773e-05i,0.00037388-0.00041522i,0.00036429-0.00040288i,0.0006394-0.00043333i,0.0013992-0.00065942i,0.0016986-0.0013247i,0.0015274-0.0011809i,0.00030611-0.00050006i,0.00017271-0.0006849i,0.000815-0.00037017i,0.00072715-0.00018229i,0.00055216-6.0061e-05i,-0.00017153+0.00067373i,-0.00043949+0.0014711i,-0.00051949+0.0011144i,-0.0003387+0.00022629i,0.00032339+0.00025113i
-0.0015354-0.001235i,-0.00088913-0.001107i,-0.00024308-0.00013295i,-0.00070168+0.00071354i,-0.00067115+0.00044952i,-0.00035382-0.00021653i,-0.00030141-0.00090466i,-0.00011461-0.0010227i,-0.00016807-0.00054823i,-5.2463e-05+2.0871e-05i,0.00012175+0.00049303i,0.00050075+0.0001249i,0.00041228-0.00036394i,-0.00027392-0.00049132i,-0.00077325-0.00036076i,-0.00069535+1.7461e-05i,-1.7744e-05+0.0001921i,0.00018669-7.5373e-05i,-0.00049168+0.00033689i,-0.00089061+0.00063304i,-0.00061394-5.366e-05i,-9.2529e-05-0.0010346i,0.00029111-0.00099172i
-0.00087552+0.00068143i,-0.00080739+7.9736e-05i,0.00051226+0.00030235i,0.00104-0.00050564i,0.0011087-0.00053187i,0.00066761-0.00056448i,0.00020362-0.00085961i,-0.00061445-0.00077391i,-0.00048932-0.00081811i,0.00093414-0.0011005i,0.0012715-0.0011152i,0.00071313-0.0012188i,-0.00032398-0.00033666i,-0.00061719-0.00031325i,0.00075713-0.001212i,0.00097063-0.00057376i,-4.3604e-06-0.00020217i,-0.00036746-8.6839e-05i,-0.00036632+0.0009414i,-0.00011187+0.0013728i,0.00016568+0.0006677i,0.00033117-0.00043325i,0.0002913-0.00029511i
-0.0041-0.0013018i,-0.0052804-0.0013436i,-0.0050264+7.3173e-05i,-0.0026364+0.00163i,0.00016883+0.0028333i,0.0013706+0.0015974i,0.0009502-0.00029146i,-0.00023208-0.00061868i,-0.00076229-7.1858e-05i,-0.00059623+0.00061439i,0.00012927+0.00064116i,0.00045477-0.00040804i,0.00072802-0.00097365i,0.0003626-0.0010121i,-0.00080664-0.0010897i,-0.00065301-0.00061592i,-0.00038254-0.00058429i,-0.00058432-0.00032124i,-0.00071739+3.172e-05i,-0.0006191+0.0004725i,-0.00061892+0.00070589i,-0.00032221-8.2997e-06i,-0.00024621-0.00059118i
0.0014384+0.0011811i,0.0019096+0.0010614i,0.0025614-6.5013e-05i,0.0024338-0.0011493i,0.00033853-0.0020108i,-0.0012557-0.0019112i,-0.001195-0.0012543i,-0.00052485-0.00067685i,0.00047954-0.00032539i,0.00080387-8.7012e-05i,0.00063454-0.0003981i,0.00017367-0.00010702i,-0.00086562-0.0002129i,-0.0013764-0.00065087i,-0.00080412+0.0004631i,-0.00047445+0.0009686i,-0.00066722+0.00069064i,-0.0010494+0.00041144i,-0.00061222+9.2639e-05i,-0.00027462+9.4691e-05i,-0.00018602+0.00024793i,0.00024094+0.00016939i,4.8948e-05+0.00021858i
0.00093194-0.0036676i,-0.00034739-0.0022491i,-0.0021332-0.0024986i,-0.0028794-0.0020856i,-0.002192-0.00013263i,-0.00034906+0.00038601i,0.00081624+3.1319e-06i,6.9577e-05+0.0001101i,-0.00088465+5.2878e-05i,-0.00055667+0.00025357i,-0.00023919+0.00025913i,-0.00032718+0.00023117i,-0.00032948-9.6134e-06i,0.00018915-0.00092296i,0.00038526-0.0013644i,0.00033103-0.0017283i,2.4245e-05-0.0014893i,-0.00080624-0.0011181i,-0.001027-0.00045776i,-0.00070989-0.00035805i,-0.00058728+6.4698e-05i,-0.00012424+0.00016329i,0.00013697-0.00043125i
-0.0004551+0.00070494i,1.1523e-05+0.0017031i,0.0010227+0.0017698i,0.0018402+0.00099247i,0.0014481+0.00012252i,-8.1384e-05-0.00041996i,-0.00072191-0.00048229i,0.00020538-0.0013516i,0.0009504-0.001371i,0.0012481-0.00050798i,0.0014168-0.00037912i,0.0007307-0.00087692i,-0.00047814-0.0013929i,-0.0005353-0.00079417i,-0.00022697-0.00039551i,-0.00012145-0.00048069i,-0.00066625-0.0010255i,-0.00056149-0.0012183i,0.00024665-0.00037254i,0.00041825+0.00024364i,0.00029233-3.2013e-05i,-6.8165e-05-4.8423e-05i,8.746e-05-0.00060882i
-0.0010495+1.0798e-05i,-0.00023709+0.00055442i,-0.00060487-1.9999e-05i,-0.00023038-0.00013425i,-0.00016207-0.00042145i,-0.00054195-0.00082011i,-9.2059e-05-0.00065677i,-0.00030434-0.0010415i,-0.00071889-0.0015063i,-0.00056824-0.00093706i,-0.00018754-0.00090814i,0.00064021-0.00080135i,0.00090332-0.00022893i,0.0008351-0.000478i,-0.00023508-0.00051574i,-0.0010191-0.00070894i,-0.00094676-0.00037721i,-0.00097578+0.0008752i,-0.00055942+0.00088154i,-0.00021453+0.00013001i,-0.00021244+5.4647e-06i,0.00049878+0.00013572i,0.00093468+0.00038199i
-0.0021542-0.0010785i,-0.0022548-0.00066973i,-0.0027161+0.00050359i,-0.0025016+0.0021317i,-0.0018381+0.0027261i,-0.00072167+0.001036i,-5.1168e-05-0.00062128i,0.00044232-0.00069807i,0.0015222-0.00036583i,0.0015723-0.00010283i,0.0010644-4.4802e-05i,0.00067659-1.7829e-05i,-0.00032722-0.00055871i,0.00020771-0.0010778i,0.0011554-0.00029337i,0.0003656+0.00058717i,-0.00028886+0.00019368i,-0.00057117-0.00064601i,-0.001001-0.00023293i,-0.0010458+0.00017049i,-0.0010227-0.00032302i,-0.00013108-0.00084249i,0.00072327+1.3238e-05i
0.00044835-0.00099378i,0.00032796-0.00075605i,-0.0016006-0.00034904i,-0.0023406+0.00014961i,-0.0021002+0.00065008i,-0.0019581+0.00031384i,-0.0019754-0.00035422i,-0.0009871-0.00035193i,-0.00020111-0.00018319i,-1.9535e-05-0.00015766i,0.00016683-0.00049586i,-0.00041374-0.0002809i,0.00047807+0.00014416i,0.00061836+0.00023032i,0.00031512-0.00011142i,0.00019563+0.00033704i,0.00012031+0.00080876i,0.00039384-0.00012835i,0.00024887-0.00054427i,-0.00011637+0.00031708i,-0.00068745+0.00042374i,-0.00092484+0.00049393i,-0.00084807+5.1999e-05i
0.00058395+0.0015788i,0.00092551+0.0016692i,0.0020909+0.0022902i,0.0024188+0.0010928i,0.0016761-0.0011898i,0.00068564-0.0015861i,0.00063225-0.0013924i,0.00062487-0.0017422i,0.00065468-0.0016172i,0.00088428-0.0017279i,0.00025679-0.0013654i,-0.00075622-0.00085602i,-0.000852-0.0016389i,-0.00091851-0.0020908i,-0.00094202-0.0018727i,-0.0010801-0.0011526i,-0.0012442-0.00042742i,-0.00049634-0.0011122i,-0.00032244-0.0016937i,0.00024712-0.00089284i,0.00067407+0.00044422i,-6.1764e-05+0.00032377i,-0.00039031-0.00023131i
-0.0010402+0.0019101i,-0.00040184+0.0020009i,-0.00097727+0.0025862i,-0.00017839+0.0012561i,0.0018262-0.00079758i,0.0013154-0.0022568i,0.00024114-0.0021216i,-0.00011303-0.0015127i,-0.00036992-0.0012497i,-8.7385e-05-0.00035113i,0.0005894-0.00014505i,0.00057022-0.00099154i,0.00010975-0.0014908i,-0.00031306-0.0016123i,0.00016821-0.0014536i,0.00031356-0.0010795i,-0.0008451-0.00030236i,-0.0010781+3.5241e-05i,-2.79e-05+0.00017529i,-0.00016112+0.00029843i,-0.00040625-4.8388e-05i,-0.00020323-0.00020522i,-0.00019147-0.00038215i
0.00095713-0.0017793i,0.00092852-0.0023918i,0.00046905-0.001845i,-0.00083118-0.00079078i,-0.00198-0.00031104i,-0.0018403-0.00099562i,-0.0007325-0.001432i,-0.00042078-0.0012409i,-0.0014071-0.0011403i,-0.00075679-0.00015424i,0.00047833+0.00055962i,0.00081519-0.00027476i,0.00061486-0.00071251i,-6.0326e-05-0.00062902i,-0.00016689-0.00041076i,0.00052384-0.00019361i,0.00064402+0.00045267i,0.00058611+0.000339i,0.00031008-0.00022658i,-8.278e-05+1.859e-05i,-5.1938e-05-0.00060935i,0.00055962-0.00079768i,0.00032275-0.00089056i
-0.00096528-0.002657i,-0.00094681-0.0025782i,-0.0015009-0.002009i,-0.0028178-0.0005691i,-0.0028804+0.00057229i,-0.0018102+0.00080827i,-0.0014887+0.00083541i,-0.0013081+0.00099134i,-0.0012181+0.00060909i,-0.00096585+0.00040347i,-0.00021626+0.00049916i,0.00050381+6.9279e-05i,0.0013856-0.00039497i,0.0014879-0.00058565i,0.0003182-0.0011658i,-0.00025717-0.0010442i,-0.00080225-0.0006044i,-0.00073076-0.00039332i,0.00021319-0.00027792i,2.8854e-05-0.00070863i,-1.6498e-05-0.00090239i,0.00014625-0.0007374i,0.00045895-0.00033658i
-0.0020037-6.3669e-05i,-0.0018043+0.0013247i,-0.00082339+0.0021606i,0.00082699+0.0013302i,0.0022492+0.00018871i,0.0023614-0.00050896i,0.0011716-0.0010344i,8.5471e-05-0.00062893i,-0.00068689+3.6749e-05i,-0.0005185+0.0002879i,-0.00060018+0.00044424i,-0.00014886-0.00024367i,0.00072943-0.0010872i,0.00039981-0.0011112i,-1.614e-05-0.0013621i,0.00016238-0.0016917i,0.00037112-0.0010326i,-2.7588e-05-0.00069063i,-0.00048532-0.0010828i,-0.00023122-0.00073096i,-0.00039022-0.0004145i,-0.00087469-0.00017286i,-0.0004912+0.00015811i
0.00050871+0.002865i,0.0003127+0.0010991i,3.2941e-05+0.00060507i,0.0014517+0.00012334i,0.0022746-0.00026238i,0.00044497-0.0005923i,-0.00073672-0.00024876i,-0.0001496-0.00013579i,0.00058691-0.0014188i,0.00069745-0.0015504i,0.00071438-0.0010627i,0.0017808-0.0011413i,0.001783-0.0017808i,0.0012465-0.0021737i,0.0010741-0.00079804i,-0.00012538-0.00013725i,-0.00070642-0.00037454i,-0.00034773+0.00014477i,-0.00019816+0.00049522i,-5.878e-05-0.00031419i,-0.00013746-0.00086022i,-0.00037728-0.00039218i,0.00016145+0.00035838i
0.0013092+0.00046023i,0.0009559-0.00038322i,0.00052863-0.00047142i,-7.0639e-05-0.00017381i,-0.0006353-0.00047353i,-0.00059464-0.00109i,0.0002756-0.00095562i,0.00051813-0.00037368i,-9.764e-06+1.9762e-05i,8.9732e-05-0.00041618i,0.00016152-0.0010618i,0.00019376-0.0011566i,-0.00023866-0.00079445i,-0.0006621-0.00099098i,-0.00010195-0.0012179i,0.00027565-0.00086118i,0.00032219-0.00045205i,5.3638e-05+0.0001498i,0.00035394+0.00035627i,0.00056743-0.00026334i,0.000548-0.00029999i,0.00087233-0.00026961i,0.00089953-0.0012511i
-0.0001292-0.0015472i,-0.00055665-0.0029382i,-0.0016509-0.0029238i,-0.0014761-0.0023171i,-0.00037769-0.0016129i,0.00026394-0.00054623i,-0.00031815-0.00032602i,-0.00033628-0.00062767i,-0.00028354-0.00055459i,-0.0003073-0.0002841i,0.00048955-0.00034859i,0.0014565-0.00076341i,0.0015808-0.001387i,0.00080166-0.0016364i,0.0008125-0.0010272i,0.0005913-0.00030711i,-0.00026662-0.00011713i,-0.00051955-0.00032353i,-0.00030921-0.00074173i,-0.00050567-0.00050962i,-0.00068972+3.5158e-05i,-0.00034366+0.00013622i,-3.1809e-05-0.00038215i
0.0001539-0.00020985i,0.00040323+0.00035209i,0.001239+0.0018232i,0.0014879+0.0010525i,0.0019063-0.00039414i,0.0014746-0.0011706i,0.00049065-0.00080933i,0.00030232+7.0709e-05i,0.000776+9.7781e-05i,0.00062179-0.00012128i,0.00013267-0.00026608i,-0.00032074-0.00032704i,0.00010796-0.00045958i,0.00053627-0.00031801i,-1.8572e-05-0.00025189i,-0.00096597-0.00063769i,-0.0014881-0.00078548i,-0.00065983-0.00020505i,-5.0198e-05+0.00055794i,1.5047e-05+0.00076831i,-8.4398e-05+0.00025902i,-0.00028835-0.00024259i,-0.000484+0.00010174i
-0.0018526+0.00064805i,-0.0020443+0.0013494i,-0.00062749+0.0020002i,0.00027073+0.00086551i,0.00012503+0.00013864i,-0.00010441+0.00033334i,-0.00046078+5.6014e-05i,-0.00069523-0.00070084i,-0.0001428-0.00098631i,0.00055445-0.00096242i,0.00075691-0.0011135i,0.0010085-0.00086622i,0.00063417-0.00011459i,0.00020035-0.00021094i,-0.0001641-0.00013774i,-0.001206-0.00076284i,-0.00069403-0.0014276i,-8.1585e-05-0.00078939i,-0.00067424-0.00051279i,-0.0013654-0.00094306i,-0.0012569-0.00083984i,-0.00036329-0.00019699i,-0.00013027-0.00021279i
-0.0002304-0.00052837i,-0.00050694+0.00042385i,-0.00013326+0.00041592i,0.0005408-0.00036555i,0.00054381-0.00092394i,0.00020415-0.0011796i,-0.00024125-0.0015091i,0.00025764-0.0017224i,0.00072431-0.0013059i,0.00059442-0.0012848i,0.00053508-0.0014807i,0.00038246-0.0011946i,0.0004352-0.0007655i,0.00046822-0.00050262i,0.00040518-0.00051115i,0.00053561-0.00042876i,0.00050223-0.00051214i,0.00022561-0.00034061i,-0.00046984+0.00055159i,-0.0015954+0.00055721i,-0.0012806+0.00050779i,-0.00047443+0.00023472i,-0.00014137-0.00052197i
0.0019244+0.00015367i,0.0016799-0.0011803i,0.0020026-0.0026032i,0.002436-0.0028359i,0.0022602-0.0025621i,0.00065462-0.0021164i,-0.00034186-0.0016803i,-0.00017004-0.0015671i,-0.00020822-0.0012274i,0.00017141-0.00050828i,0.00062638+7.0141e-05i,0.00084535+0.00010848i,0.0006063-0.00033766i,-8.7672e-05-0.00030164i,-0.00038516-0.00040151i,-0.00071554-0.00067258i,-0.00071957-0.00064078i,-8.2236e-05-0.0011078i,-0.00024119-0.00075714i,2.9813e-05-1.7199e-05i,0.00066235+0.00027084i,0.00054722+0.00039738i,0.00093036+0.00055954i
0.00034181+0.00028579i,-0.00025082-0.00066909i,-0.00048394-0.00056443i,-0.0005295+0.00042985i,-0.00090075+0.0004848i,-0.00094496-0.00076622i,-0.00084881-0.0010067i,-0.00031002-0.0012237i,-0.00029548-0.0013798i,-0.00017376-0.00093826i,0.00065769-0.00068936i,-0.00011441-0.00089454i,-0.0014519-0.00095151i,-0.0014175-1.7998e-06i,-0.00060347+4.1428e-05i,-0.00047447-0.00054887i,-0.00046284-0.00085137i,-5.7301e-05-0.00085904i,-0.00055857-0.00097328i,-0.00041799-0.00071537i,0.0001367+8.3615e-05i,0.00015002-0.00015404i,0.00026141-0.0011386i
