-0.00070439+3.1036e-05i,-0.0011376+8.9591e-05i,-0.0022699-0.00032612i,-0.0023706-7.6895e-05i,-0.0018183+0.00083681i,-0.0011053+0.0017631i,-0.00042291+0.0019983i,0.00073225+0.0026857i,0.0016182+0.0026082i,0.0018438+0.0012324i,0.0013708-0.00015386i,0.00083328-0.0004407i,0.00082912+0.00044706i,-6.4e-05+0.00018594i,-0.00071482-2.4174e-05i,-0.00039116+0.00062652i,-0.00038533+0.00030437i,-0.00029193-0.00039109i,-0.00049474-0.0002626i,-0.00099845+9.3122e-05i,-0.00031861-0.00046236i,-5.5743e-05-0.00087376i,-0.00071556+0.0001094i
0.038519-0.019209i,0.086459-0.034328i,0.10838-0.053668i,0.073553-0.059954i,0.015568-0.026748i,-0.029921+0.0066136i,-0.057659+0.015144i,-0.045231+0.023341i,-0.013166+0.017558i,-0.0046868-0.0037281i,-0.0088099-0.016212i,-0.0096509-0.018128i,-0.0094108-0.011183i,0.001768-0.0014251i,0.018113+2.2882e-05i,0.023952-0.0010039i,0.025074+0.0037223i,0.037636+0.0063878i,0.060951-0.00801i,0.069928-0.030374i,0.057112-0.038i,0.040376-0.033662i,0.024411-0.028234i
-0.0015019+0.060804i,-0.0077739+0.12156i,-0.0055505+0.16264i,0.047977+0.15253i,0.11307+0.12786i,0.10923+0.1144i,0.069905+0.087988i,0.046352+0.036859i,0.027333-0.008768i,0.010103-0.023194i,0.002079-0.018554i,-0.0033243-0.013582i,-0.0090347-0.01147i,-0.0099634-0.011157i,-0.0072637-0.014494i,-0.0083288-0.025356i,-0.014909-0.041108i,-0.027616-0.043724i,-0.044147-0.019503i,-0.047442+0.012069i,-0.034357+0.021894i,-0.023025+0.01613i,-0.016606+0.011751i
-0.046903+0.0069073i,-0.09247+0.0053424i,-0.11037-0.015885i,-0.086196-0.049113i,-0.051907-0.071886i,-0.014042-0.049494i,0.028166-0.011869i,0.035354-0.010928i,0.013152-0.019373i,0.005156-0.011819i,0.01134-0.0055194i,0.015624-0.0051996i,0.020469-0.0060837i,0.021992-0.0052768i,0.012515-0.0053035i,-0.0049275-0.0068071i,-0.012943-0.0032545i,0.0013054-0.0012125i,0.024788-0.011781i,0.03305-0.024777i,0.020193-0.022592i,0.0066801-0.0097231i,0.0042175-0.0034411i
-8.2056e-05-0.031098i,0.0060905-0.045075i,0.033542-0.036454i,0.051624-0.039983i,0.047218-0.086139i,0.040585-0.11947i,0.030419-0.091555i,0.016591-0.045296i,-0.00023197-0.01496i,-0.013914+0.0080241i,-0.016442+0.02302i,-0.011532+0.024448i,-0.0082903+0.015356i,-0.014224-0.00036395i,-0.02364-0.0079169i,-0.022045-0.00080563i,-0.016673+0.0096528i,-0.025011+0.018048i,-0.041736+0.029591i,-0.047194+0.038976i,-0.03782+0.035758i,-0.026985+0.024704i,-0.017141+0.016167i
0.048669+0.0032721i,0.10657-0.0058392i,0.12555-0.01688i,0.072921-0.0405i,0.0038843-0.071586i,-0.033481-0.080192i,-0.034847-0.063223i,-0.027212-0.032646i,-0.01939-0.0078723i,-0.009571-0.0033431i,-0.0018277-0.0065527i,0.0042109-0.0026231i,0.010188+0.0075418i,0.016705+0.015629i,0.02621+0.020446i,0.03473+0.030529i,0.038234+0.044493i,0.041769+0.043975i,0.0463+0.015266i,0.042282-0.019178i,0.032066-0.02852i,0.026236-0.022871i,0.018528-0.019185i
-0.024718+0.01614i,-0.077252+0.035458i,-0.13092+0.054801i,-0.13867+0.11459i,-0.09556+0.20595i,-0.029941+0.20721i,0.0057701+0.12143i,0.012971+0.051448i,0.023338+0.017746i,0.029554-0.00064502i,0.020828-0.006847i,-3.1901e-05-0.0043891i,-0.020556+0.0022995i,-0.025024+0.0076608i,-0.017272+0.0089862i,-0.0064059+0.0030936i,0.0029664-0.010243i,0.00044682-0.016908i,-0.012356-0.0026522i,-0.019052+0.020942i,-0.014147+0.029104i,-0.0088467+0.021488i,-0.007034+0.012616i
-0.005257-0.029761i,-0.014014-0.096895i,-0.039953-0.15672i,-0.078978-0.1325i,-0.08727-0.032712i,-0.049593+0.051203i,-0.0048781+0.053587i,0.0090553+0.018633i,0.011875+0.0069184i,0.029673+0.0066998i,0.042133-0.0072864i,0.035972-0.022422i,0.025119-0.021053i,0.017538-0.0058989i,0.013347+0.0024591i,0.0072233-0.008076i,0.00032253-0.022208i,0.0043281-0.025635i,0.014838-0.029804i,0.013766-0.039013i,0.0024487-0.03719i,-0.0027236-0.025259i,-0.001324-0.016565i
0.020215+0.021827i,0.058499+0.063942i,0.10935+0.11307i,0.15672+0.1129i,0.17468+0.053536i,0.13761-0.0069326i,0.06773-0.03286i,0.010002-0.030742i,-0.016693-0.0099762i,-0.020412+0.011892i,-0.016188+0.015332i,-0.0097461+0.0023658i,-0.0090081-0.015139i,-0.019378-0.027567i,-0.032082-0.030791i,-0.039228-0.02798i,-0.043615-0.021336i,-0.043498-0.0099947i,-0.033905+0.0089022i,-0.018294+0.024813i,-0.0062008+0.024637i,-0.0033221+0.016595i,-0.0030173+0.012088i
0.00022827+0.052143i,0.015342+0.1472i,0.086368+0.22339i,0.16875+0.14957i,0.15749-0.037002i,0.05057-0.15007i,-0.038302-0.1253i,-0.059913-0.060401i,-0.054343-0.02785i,-0.043532-0.01835i,-0.023612-0.012965i,-0.0030823-0.0034821i,0.014238+0.0036197i,0.027591+0.0027286i,0.030006+0.0058507i,0.022274+0.018079i,0.012543+0.032042i,0.0097225+0.034258i,0.011506+0.01746i,0.010631-0.0047673i,0.0089264-0.014652i,0.0096956-0.011672i,0.0078479-0.007272i
-0.046269-0.025423i,-0.13659-0.063714i,-0.23109-0.061632i,-0.23338-0.0044646i,-0.15789+0.022873i,-0.11788+0.013008i,-0.10837+0.030717i,-0.060458+0.054402i,-0.006253+0.038264i,0.004638+0.0086168i,-0.0096504+0.0021674i,-0.023031+0.0073484i,-0.030569+0.008276i,-0.032717+0.0057826i,-0.024919+0.0029632i,-0.0097562+0.0040699i,0.0062356+0.0085622i,0.015075+0.013982i,0.017526+0.021662i,0.01982+0.02962i,0.018777+0.029991i,0.010524+0.022705i,0.0039286+0.017159i
0.051411-0.082652i,0.10825-0.22377i,0.11277-0.39639i,-0.010567-0.43744i,-0.14811-0.27591i,-0.13604-0.06891i,-0.048951+0.038816i,0.0003819+0.056769i,0.020785+0.041824i,0.032484+0.021254i,0.036191+0.0040321i,0.03228-0.0038624i,0.02781+0.0044944i,0.032984+0.018444i,0.040461+0.016094i,0.041581-0.0018793i,0.03579-0.015808i,0.023118-0.021685i,0.0020656-0.028255i,-0.021738-0.032154i,-0.032716-0.02665i,-0.026163-0.01862i,-0.013274-0.015297i
0.047054+0.041894i,0.10394+0.067638i,0.11571+0.071994i,0.061792+0.088211i,0.034684+0.14961i,0.078009+0.18149i,0.11451+0.12164i,0.093341+0.049666i,0.055173+0.019472i,0.025684+0.011357i,0.0032924+0.007969i,-0.0060055+0.0024584i,-0.014003-0.0054203i,-0.027772-0.012794i,-0.035778-0.017747i,-0.03402-0.019703i,-0.02912-0.021386i,-0.02172-0.02232i,-0.0061009-0.01675i,0.011851-0.0099535i,0.017182-0.0080276i,0.012027-0.0065716i,0.0092631-0.0062782i
-0.047028+0.089346i,-0.089364+0.24439i,-0.068798+0.39726i,0.026073+0.3894i,0.093615+0.22711i,0.094545+0.072559i,0.086671-0.0086056i,0.0637-0.054316i,0.024993-0.061419i,0.011629-0.042773i,0.018222-0.029989i,0.018756-0.020899i,0.019259-0.0087621i,0.027712+0.0034585i,0.027057+0.011546i,0.0095172+0.01696i,-0.010378+0.019892i,-0.019059+0.017067i,-0.02416+0.0090736i,-0.033202+0.0003402i,-0.030502-0.00094973i,-0.013796-0.00052869i,-0.00457-0.0056421i
-0.09994-0.058591i,-0.24564-0.082862i,-0.33585-0.029021i,-0.23519+0.090328i,-0.049044+0.12715i,0.021071+0.040918i,-0.012562-0.024356i,-0.028919-0.022113i,-0.014717-0.0079099i,-0.0043288+0.0039727i,-0.0061626+0.0057164i,-0.021366-0.0060116i,-0.039242-0.019973i,-0.052336-0.025784i,-0.058892-0.013246i,-0.051478+0.011714i,-0.029965+0.034717i,-0.0024864+0.046692i,0.024993+0.045294i,0.045156+0.034089i,0.043745+0.018713i,0.025994+0.0095242i,0.011728+0.0086181i
0.11265-0.080093i,0.26846-0.19657i,0.38877-0.29575i,0.35726-0.33123i,0.21543-0.30492i,0.063985-0.20557i,-0.031315-0.08653i,-0.054992-0.018777i,-0.046792+0.0037743i,-0.018939+0.014517i,0.015348+0.014587i,0.034448+0.0045425i,0.041823+0.0037518i,0.045416+0.013205i,0.049287+0.013308i,0.048897+0.001446i,0.037544-0.0082378i,0.015272-0.0071487i,-0.011555-5.3733e-05i,-0.033439+0.0071135i,-0.038383+0.0087598i,-0.028467+0.0039768i,-0.018656+0.0011579i
0.087793+0.075966i,0.18158+0.12702i,0.21837+0.073305i,0.12306-0.031708i,-0.0060225-0.024743i,-0.033811+0.049417i,-0.0047234+0.064142i,-0.0049391+0.043525i,-0.014076+0.035203i,-0.017593+0.025307i,-0.02191+0.013587i,-0.024553+0.011677i,-0.030433+0.006402i,-0.037718-0.011789i,-0.036181-0.027035i,-0.020126-0.031874i,-0.00083485-0.030939i,0.015367-0.030596i,0.032782-0.033461i,0.04788-0.034266i,0.04492-0.030047i,0.026673-0.018667i,0.014941-0.0069167i
-0.11668+0.084529i,-0.25003+0.17732i,-0.34108+0.21896i,-0.32553+0.13649i,-0.2472-0.00056816i,-0.14001-0.065765i,-0.029199-0.057843i,0.028097-0.036245i,0.037864-0.026293i,0.035545-0.029926i,0.028562-0.028552i,0.023704-0.013851i,0.029234+0.006451i,0.04587+0.023001i,0.056705+0.022362i,0.043934+0.0053455i,0.018162-0.015543i,-0.010055-0.024046i,-0.03461-0.010504i,-0.045772+0.010575i,-0.040626+0.024686i,-0.024815+0.024871i,-0.013165+0.013837i
-0.10278-0.15845i,-0.24503-0.32945i,-0.37827-0.36932i,-0.36946-0.17774i,-0.22073+0.013908i,-0.088425+0.023188i,-0.050403-0.027045i,-0.029585-0.020582i,0.0040041+0.0017759i,0.0080806+0.00047115i,-0.012914-0.005333i,-0.025597-0.014447i,-0.036642-0.02547i,-0.055985-0.020744i,-0.067714-0.0035417i,-0.060027+0.016852i,-0.035871+0.035117i,-0.0044274+0.040329i,0.020972+0.021653i,0.028431-0.0072819i,0.020723-0.019877i,0.0087708-0.01637i,0.002514-0.011092i
0.18621-0.012498i,0.3922+0.024183i,0.53872+0.09075i,0.50554+0.12111i,0.34683+0.09161i,0.1683+0.038809i,0.034782-0.0010727i,-0.021831-0.021746i,-0.023532-0.028299i,-0.0047142-0.017116i,0.018559-0.0083031i,0.030102-0.0039478i,0.036294+0.010506i,0.047624+0.024861i,0.055454+0.029979i,0.049151+0.02395i,0.027925+0.016252i,0.0066435+0.013123i,-0.012391+0.016067i,-0.027278+0.024739i,-0.025499+0.023457i,-0.012093+0.0089147i,-0.0040099-0.0014754i
-0.00089794+0.17318i,0.019952+0.33088i,0.081658+0.41228i,0.14659+0.35574i,0.12657+0.27416i,0.052418+0.24526i,0.012827+0.19198i,-0.0043358+0.096612i,-0.022043+0.032646i,-0.026146+0.0145i,-0.02393+0.0084261i,-0.026827+0.003667i,-0.035909-0.0064862i,-0.04661-0.025867i,-0.049608-0.036356i,-0.039015-0.026683i,-0.015598-0.011214i,0.012017-0.0064416i,0.035349-0.018739i,0.045844-0.037732i,0.039702-0.042509i,0.025226-0.028944i,0.015276-0.012956i
-0.14967-0.034587i,-0.29218-0.050509i,-0.35004-0.078989i,-0.25216-0.14403i,-0.10199-0.2042i,-0.011319-0.15995i,0.035079-0.036735i,0.052786+0.029767i,0.043337+0.027984i,0.042208+0.01637i,0.050684+0.0055692i,0.041899+0.0015709i,0.037939+0.0077344i,0.058216+0.011646i,0.072052+0.0027235i,0.054054-0.020214i,0.013553-0.040014i,-0.022944-0.035262i,-0.035877-0.0053921i,-0.028875+0.026388i,-0.017401+0.041166i,-0.0072224+0.038861i,0.00026072+0.02671i
0.098708-0.17802i,0.15946-0.41378i,0.13286-0.5919i,0.0035089-0.51086i,-0.071032-0.26481i,-0.024347-0.11086i,0.0054848-0.064697i,-0.0091148-0.0097896i,-0.0078071+0.037651i,-0.005177+0.038861i,-0.013536+0.024378i,-0.012261+0.0056643i,-0.01972-0.020729i,-0.05286-0.038337i,-0.081894-0.03456i,-0.079934-0.013254i,-0.05371+0.011922i,-0.027803+0.021888i,-0.017108+0.0086803i,-0.015778-0.012992i,-0.015614-0.023246i,-0.01568-0.018791i,-0.012821-0.0093405i
0.066866+0.18625i,0.16148+0.36835i,0.20419+0.47567i,0.14282+0.37443i,0.046507+0.16649i,-0.017343+0.027917i,-0.029524-0.032319i,-0.0097448-0.048649i,0.0070011-0.036306i,0.015171-0.011306i,0.029417+0.0071023i,0.042539+0.0078407i,0.046072+0.012018i,0.052509+0.028833i,0.056842+0.036741i,0.043763+0.033505i,0.022955+0.030826i,0.0085588+0.030394i,0.0038822+0.030833i,0.0048037+0.030425i,0.0063599+0.023839i,0.0098199+0.0099997i,0.010839-0.0023677i
-0.18497-0.043526i,-0.36471-0.016833i,-0.44001+0.065125i,-0.35272+0.17395i,-0.25556+0.23873i,-0.20369+0.21442i,-0.12343+0.13842i,-0.047932+0.046031i,-0.022975-0.0086541i,-0.023037-0.015776i,-0.026576-0.018103i,-0.034293-0.02135i,-0.046701-0.022475i,-0.063783-0.023696i,-0.068139-0.012285i,-0.043049+0.0061936i,-0.0037457+0.012328i,0.026488+0.0057957i,0.032864-0.0052448i,0.019294-0.017562i,0.0058757-0.024277i,-0.00189-0.022535i,-0.0065118-0.017542i
0.11852-0.11607i,0.14039-0.24933i,0.073891-0.31671i,0.030585-0.27233i,0.092648-0.21212i,0.13859-0.15324i,0.09607-0.074127i,0.047567-0.022011i,0.030388-0.013403i,0.038668-0.013972i,0.048185-0.020522i,0.029812-0.029165i,0.018887-0.010801i,0.049425+0.023792i,0.087581+0.0326i,0.09048+0.010137i,0.062106-0.018359i,0.02991-0.028988i,0.015446-0.018313i,0.013773+0.00076979i,0.011328+0.017173i,0.010395+0.021007i,0.008483+0.011505i
0.092498+0.17794i,0.30629+0.2518i,0.51394+0.17469i,0.50209+0.053613i,0.35152+0.053765i,0.26025+0.065371i,0.1794+0.00067265i,0.050326-0.01629i,-0.017455+0.014554i,-0.020983+0.0044302i,-0.030132-0.01537i,-0.033835-0.0072805i,-0.036715-0.0043328i,-0.060484-0.019993i,-0.079662-0.028723i,-0.071138-0.021269i,-0.04968-0.0083189i,-0.031181-0.0047187i,-0.026838-0.012283i,-0.032072-0.015862i,-0.033576-0.013074i,-0.032256-0.0083145i,-0.02692-0.00040258i
-0.23912+0.019681i,-0.44712+0.18808i,-0.46264+0.40366i,-0.23664+0.39673i,-0.029017+0.15951i,0.017997-0.017593i,0.019817-0.047361i,0.038165-0.03203i,0.044802-0.016056i,0.037104-0.0084895i,0.022855+0.0048203i,0.013535+0.023417i,0.019347+0.030761i,0.041533+0.028237i,0.055557+0.015957i,0.037214+0.0022771i,0.0071938+0.010101i,-0.003731+0.031187i,0.0093662+0.031996i,0.025305+0.012575i,0.029555-0.0025523i,0.028392-0.0069518i,0.024326-0.0064139i
0.14759-0.29191i,0.1508-0.56796i,-0.0016007-0.62365i,-0.1733-0.36339i,-0.24731-0.11669i,-0.27406-0.054731i,-0.2392-0.023316i,-0.11948+0.007461i,-0.025481-0.00223i,-0.0050191-0.0055036i,-0.0049396+0.0020155i,0.0032871+0.0044107i,0.0079027-0.0053217i,-0.019442-0.02184i,-0.053151-0.021333i,-0.055609-0.0032589i,-0.034084+0.012429i,-0.015074+0.024954i,-0.010536+0.036751i,-0.007394+0.035468i,-0.004188+0.019994i,-0.0054395+0.0067047i,-0.0025614+0.0031402i
0.16471+0.2825i,0.34223+0.36286i,0.38957+0.14515i,0.24127-0.18546i,0.094924-0.27137i,0.049124-0.15299i,0.0090574-0.043311i,-0.020424+0.0042655i,-0.0075849+0.023165i,0.021716+0.048026i,0.060848+0.052344i,0.068553+0.011182i,0.049796-0.0067725i,0.062196+0.015657i,0.083311+0.027445i,0.079204+0.015882i,0.059241-0.0055176i,0.04116-0.020382i,0.032894-0.026052i,0.022761-0.028648i,0.0070665-0.019328i,-0.00080646-0.0021614i,0.0035587+0.0035403i
-0.31442+0.022025i,-0.44598+0.15345i,-0.30016+0.30912i,-0.065525+0.35608i,-0.030414+0.33623i,-0.054328+0.33701i,-0.0088891+0.25933i,-0.013746+0.11963i,-0.056066+0.042439i,-0.053703+0.0097336i,-0.03758-0.02i,-0.03506-0.029737i,-0.044502-0.030261i,-0.066289-0.033629i,-0.082043-0.029094i,-0.072625-0.019106i,-0.049809-0.021997i,-0.032964-0.035907i,-0.028182-0.035311i,-0.0275-0.013689i,-0.021245+0.0043776i,-0.015111+0.0056008i,-0.018604+0.0043907i
0.032867-0.28529i,-0.12978-0.4231i,-0.40015-0.33077i,-0.47834-0.089165i,-0.28006+0.03646i,-0.075009+0.016445i,0.017155+0.0029448i,0.041287+0.020912i,0.042493+0.024127i,0.041726+0.0011385i,0.021981-0.026328i,-0.0072565-0.031692i,-0.013279-0.02177i,0.0092326-0.012004i,0.041244-0.010426i,0.048476-0.015832i,0.029398-0.0094059i,0.012875+0.0031305i,0.0068542+0.0019042i,0.0030524-0.0070438i,0.0032884-0.0084896i,0.013379-0.0069668i,0.017133-0.010098i
0.31948+0.15357i,0.58585+0.13416i,0.6469+0.01729i,0.41744-0.039599i,0.14821-0.033275i,0.025326-0.060611i,-0.0086259-0.065318i,0.0027703-0.028096i,0.019442-0.020341i,0.00617-0.030871i,-0.0078532-0.022885i,-0.0085011+0.0016268i,-0.0051403+0.018825i,-0.01464+0.012637i,-0.035558+0.003402i,-0.048921+0.007972i,-0.051335+0.02147i,-0.044677+0.038696i,-0.029356+0.047296i,-0.0091513+0.041117i,0.0071379+0.024575i,0.011551+0.0065542i,0.011497-0.00014549i
-0.30646+0.23441i,-0.3748+0.45516i,-0.14077+0.46835i,0.22869+0.20193i,0.40476-0.024126i,0.34987-0.062088i,0.2172-0.056808i,0.11834-0.05894i,0.063723-0.043751i,0.018064+3.677e-05i,0.0035968+0.050396i,0.01946+0.055149i,0.024356+0.035949i,0.034751+0.035815i,0.052896+0.033853i,0.050838+0.021018i,0.041445+0.019899i,0.04172+0.023998i,0.039334+0.011476i,0.018634-0.01473i,-0.013216-0.026957i,-0.031845-0.015233i,-0.023977-0.0054602i
0.024823-0.39219i,-0.031455-0.57991i,-0.11929-0.40384i,-0.14635-0.0023138i,-0.14137+0.20046i,-0.15663+0.17951i,-0.12966+0.096764i,-0.085969-0.0043276i,-0.068894-0.050377i,-0.034452-0.033511i,0.0020929-0.018513i,0.016958-0.0073872i,0.012173-0.0017699i,-0.020371-0.0051159i,-0.051868+0.0054688i,-0.04722+0.023673i,-0.022392+0.023947i,-0.0022427+0.01101i,0.011543+0.003083i,0.021822+0.0030896i,0.023764+0.00047716i,0.014688-0.0079881i,0.0016941-0.013298i
0.21685+0.20628i,0.28687+0.20992i,0.13113-0.036415i,-0.12764-0.30281i,-0.1941-0.31702i,-0.067912-0.20756i,-0.0010687-0.12293i,-0.045303-0.035334i,-0.057238+0.045296i,-0.0034714+0.067048i,0.039105+0.03143i,0.031839-0.020237i,0.0035446-0.050115i,-0.0050059-0.053611i,0.008371-0.043818i,0.024059-0.032602i,0.033495-0.024046i,0.028493-0.021276i,0.001816-0.017329i,-0.031411-0.00090352i,-0.040999+0.026074i,-0.01991+0.042449i,-0.00014938+0.034796i
-0.24629+0.063908i,-0.30796+0.14016i,-0.18185+0.21951i,-0.020976+0.21599i,0.012369+0.10377i,-0.030583+0.016398i,-0.057365+0.026873i,-0.044457+0.072489i,-0.010559+0.082749i,0.029649+0.047599i,0.048271-0.0022954i,0.033691-0.026972i,0.022738-0.017008i,0.022494-0.0025725i,0.014453+0.0012473i,-0.00018058-0.0077013i,-0.018479-0.025442i,-0.033212-0.031126i,-0.028238-0.02209i,-0.0046834-0.013848i,0.019513-0.012019i,0.03126-0.012953i,0.029113-0.0067269i
-0.0045208-0.23566i,-0.088871-0.29774i,-0.13853-0.1794i,-0.020417+0.0054296i,0.15553+0.095827i,0.1928+0.07078i,0.12925+0.017484i,0.091853+0.013415i,0.087441+0.030378i,0.052188+0.019885i,-0.0061405+0.0045833i,-0.040516-0.00045571i,-0.047622+0.008355i,-0.027264+0.025761i,0.0047083+0.013477i,0.012172-0.01917i,-0.0015901-0.030713i,-0.013118-0.016551i,-0.018201+0.0071851i,-0.019504+0.021949i,-0.020777+0.017826i,-0.026077+0.0041467i,-0.024244-0.0049237i
0.34408+0.16029i,0.56096+0.15136i,0.47555+0.049793i,0.074067+0.0089598i,-0.27583+0.041397i,-0.34782+0.043964i,-0.23915+0.020883i,-0.10262-0.024448i,-0.015114-0.0798i,0.020751-0.094582i,0.033721-0.067893i,0.031339-0.026362i,0.014676+0.0082487i,-0.0044138+0.021729i,-0.018011+0.028173i,-0.026515+0.043264i,-0.035354+0.06129i,-0.03024+0.066577i,0.0017818+0.047385i,0.038701+0.013442i,0.05248-0.017028i,0.04248-0.034925i,0.022073-0.039075i
-0.46264+0.25253i,-0.63747+0.46781i,-0.4303+0.44937i,-0.021639+0.12927i,0.17139-0.1076i,0.18178-0.051693i,0.1634+0.038938i,0.092951+0.019152i,0.0057212-0.016605i,-0.04981-0.017625i,-0.067435+0.0047217i,-0.053039+0.0090525i,-0.03279-0.02075i,-0.018278-0.046586i,-0.012931-0.046501i,-0.013224-0.020685i,0.00095874+0.018561i,0.028395+0.04854i,0.042709+0.054488i,0.025768+0.041113i,-0.0059419+0.030522i,-0.022231+0.030414i,-0.020211+0.026061i
0.13641-0.57305i,0.14183-0.87451i,0.027276-0.68909i,-0.035798-0.12927i,0.036473+0.17211i,0.010103+0.098489i,-0.09724+0.030636i,-0.090899+0.04272i,-0.020645+0.015951i,0.031406-0.02389i,0.062415-0.044103i,0.076067-0.03342i,0.083745+0.0012653i,0.070058+0.028114i,0.051238+0.044945i,0.05491+0.042078i,0.061956+0.020191i,0.061399+0.0010531i,0.050387-0.024199i,0.023207-0.049812i,0.0016302-0.049596i,0.0024801-0.031599i,0.0037141-0.015534i
0.34855+0.36916i,0.53373+0.53542i,0.52151+0.44305i,0.35085+0.22817i,0.21253+0.15367i,0.19151+0.14996i,0.17529+0.093439i,0.10509+0.059521i,0.037965+0.083316i,0.0031085+0.10726i,0.0023694+0.10532i,0.012131+0.072135i,-0.0066432+0.026499i,-0.036647+0.00054011i,-0.043269-0.010242i,-0.025383-0.021988i,-0.0011656-0.037812i,0.015939-0.050259i,0.023023-0.047847i,0.021386-0.029411i,0.011124-0.01198i,-0.00064897-0.0052779i,-0.00013842-0.0021132i
-0.3466+0.18331i,-0.44104+0.25449i,-0.33678+0.15441i,-0.2243-0.060621i,-0.22404-0.18186i,-0.19859-0.13167i,-0.0757-0.047534i,0.019603-0.037214i,0.036028-0.033804i,0.054376+0.00069254i,0.077803-0.012004i,0.05389-0.054683i,0.02055-0.064549i,0.024736-0.053866i,0.033914-0.043481i,0.012038-0.042364i,-0.030832-0.04653i,-0.067468-0.0471i,-0.084884-0.035224i,-0.087417-0.011616i,-0.071662+0.0059691i,-0.039936+0.0057447i,-0.015129-0.0073208i
-0.23209-0.389i,-0.49545-0.46889i,-0.5547-0.24842i,-0.26954-0.0019953i,0.046447+0.040236i,0.15116+0.022791i,0.14241+0.0031253i,0.10792-0.038067i,0.070466-0.016365i,0.034175+0.030146i,-0.014785+0.047033i,-0.048007+0.043431i,-0.047856+0.019143i,-0.032992-0.012242i,-0.030984-0.038028i,-0.052372-0.036658i,-0.075398+0.000899i,-0.075706+0.045638i,-0.055413+0.059895i,-0.024573+0.044376i,0.001233+0.03262i,0.012925+0.032009i,0.020195+0.029931i
0.61984-0.019415i,0.96151-0.21828i,0.74571-0.39672i,0.11808-0.27587i,-0.24929-0.040536i,-0.27855-0.038215i,-0.31251-0.11254i,-0.33923-0.080956i,-0.27067-0.06224i,-0.14054-0.05882i,-0.0019477-0.05839i,0.041423-0.083233i,-0.0051725-0.046208i,-0.020371+0.04163i,0.023309+0.088789i,0.068309+0.077906i,0.071742+0.045838i,0.035985+0.020692i,-0.008173+0.010765i,-0.035853+0.013081i,-0.037435+0.017016i,-0.021921+0.01194i,-0.011335+0.0030472i
-0.41213+0.5432i,-0.54622+1.0048i,-0.33211+1.0882i,0.0023311+0.6717i,0.085418+0.25383i,0.072522+0.1457i,0.1161+0.10884i,0.095449+0.026798i,0.056283-0.0052915i,0.040887-0.0024508i,0.015901+0.044157i,0.021156+0.10654i,0.029116+0.079961i,-0.015489+0.0032038i,-0.074836-0.023075i,-0.092299+0.0044665i,-0.059205+0.044814i,0.011268+0.070191i,0.081535+0.06227i,0.10723+0.028356i,0.088992+0.00018416i,0.056344-0.0076036i,0.032563-0.0052343i
-0.074755-0.51768i,-0.13204-0.83121i,-0.11708-0.79438i,-0.022805-0.42307i,0.065628-0.12341i,0.036514-0.022497i,-0.021475+0.076974i,0.017036+0.20217i,0.078007+0.23539i,0.068562+0.14387i,2.6991e-07+0.013356i,-0.056498-0.040328i,-0.031767-0.014838i,0.028698+0.0056168i,0.047403-0.0070103i,0.036931-0.030281i,0.033301-0.051231i,0.028956-0.0649i,0.0015671-0.043465i,-0.028055+0.010037i,-0.024783+0.044259i,0.0027468+0.039378i,0.023573+0.015981i
0.23508+0.08536i,0.29369+0.15309i,0.20476+0.21114i,0.11171+0.18694i,0.10261+0.086039i,0.10103-0.028251i,0.027591-0.10747i,-0.11747-0.1166i,-0.20487-0.063019i,-0.12431-0.022184i,0.0025522-0.077021i,-0.0040121-0.14312i,-0.076328-0.0852i,-0.066102+0.0090568i,-0.013783+0.028401i,-0.0012613+0.012075i,-0.0080708+0.018292i,0.0099218+0.030496i,0.047298-0.009454i,0.045793-0.083104i,-0.0055279-0.10759i,-0.045072-0.075825i,-0.048726-0.042343i
0.010021+0.15826i,0.12398+0.17195i,0.1911+0.079709i,0.14578+0.055695i,0.11855+0.12682i,0.15398+0.11436i,0.16073+0.02623i,0.21883-0.04122i,0.31903-0.10901i,0.30302-0.12279i,0.22412-0.041544i,0.20197+0.0094004i,0.15216-0.065528i,0.018373-0.12804i,-0.068138-0.075852i,-0.057456-0.022463i,-0.044954-0.020364i,-0.062081-0.0034397i,-0.057348+0.047128i,-0.012867+0.082224i,0.022954+0.06505i,0.011419+0.027106i,-0.016221+0.017474i
-0.30567-0.064629i,-0.57426+0.088314i,-0.63315+0.34297i,-0.37947+0.46035i,-0.079935+0.37737i,0.090928+0.28107i,0.16744+0.23326i,0.13511+0.22917i,0.082684+0.2663i,0.09054+0.22615i,0.061562+0.11292i,-0.021799+0.084184i,-0.016065+0.15081i,0.097735+0.16731i,0.18391+0.10497i,0.19533+0.037139i,0.16199+0.0049177i,0.10515-0.00032413i,0.040795-0.0090125i,-0.014693-0.036302i,-0.038728-0.061621i,-0.026643-0.066496i,-0.0096623-0.066373i
0.29238-0.067912i,0.44787-0.31477i,0.39986-0.5847i,0.13854-0.65458i,-0.1326-0.51272i,-0.28178-0.32612i,-0.26203-0.20894i,-0.076412-0.19162i,0.099178-0.19555i,0.17035-0.102i,0.22428-0.0079612i,0.22718-0.051181i,0.10725-0.14783i,-0.018469-0.15189i,-0.041265-0.093734i,-0.014374-0.055442i,0.0039329-0.021756i,0.027612+0.026102i,0.037354+0.060368i,0.016951+0.068491i,0.0073671+0.066117i,0.018239+0.053919i,0.018167+0.033244i
