-0.00070439+3.1036e-05i,-0.0011376+8.9591e-05i,-0.0022699-0.00032612i,-0.0023706-7.6895e-05i,-0.0018183+0.00083681i,-0.0011053+0.0017631i,-0.00042291+0.0019983i,0.00073225+0.0026857i,0.0016182+0.0026082i,0.0018438+0.0012324i,0.0013708-0.00015386i,0.00083328-0.0004407i,0.00082912+0.00044706i,-6.4e-05+0.00018594i,-0.00071482-2.4174e-05i,-0.00039116+0.00062652i,-0.00038533+0.00030437i,-0.00029193-0.00039109i,-0.00049474-0.0002626i,-0.00099845+9.3122e-05i,-0.00031861-0.00046236i,-5.5743e-05-0.00087376i,-0.00071556+0.0001094i
-0.00010592-0.00049873i,0.00055767-0.0014147i,0.00065644-0.0018853i,0.0017536-0.0011841i,0.0018251+0.00019481i,0.00080276+8.1891e-05i,0.00031417-0.00063194i,0.00024707-0.00037308i,0.00043057-0.00098985i,-0.00010517-0.0017231i,-0.00016938-0.00083654i,0.00019396+0.00034752i,-0.00021472+0.0014737i,-0.00012253+0.001635i,0.00076922+0.00065852i,0.00080198+0.00048229i,0.00025992+0.00055203i,0.00042209+0.00051097i,0.00045874+0.00093212i,0.00011561+0.00078911i,0.00035437+0.00021296i,-9.3436e-05+8.8048e-05i,-0.00038379+0.00052542i
0.0021734+0.0024549i,0.0027121+0.0024342i,0.0026075+0.0018125i,0.0023415-0.00058928i,0.0014067-0.0026082i,1.2163e-05-0.002808i,-0.00049179-0.001657i,-0.00070232-0.0012788i,-0.00018715-0.00066209i,0.00067328+8.4862e-05i,0.00029236+0.00047804i,-7.0799e-05+0.0012845i,0.00020631+0.0011744i,-0.00043402+0.00045749i,-0.00036594+0.00020263i,0.00040147-2.998e-06i,0.0004951-0.00012555i,0.00057904-9.014e-05i,0.00059561-0.00024521i,1.8556e-05+9.6963e-05i,4.2534e-05+0.00018791i,-1.4207e-05+5.3346e-05i,-5.2382e-05-0.00010062i
0.00098823-0.00031727i,-0.00082509-0.0014638i,-0.00072947-0.0015989i,-0.00034051-0.00054682i,-4.4236e-05+0.00021616i,-0.00042176-0.00015663i,-0.00067937-0.00026853i,-0.00048894-0.0004753i,-0.00075054-0.0010015i,-0.0007351-0.00057494i,-0.0012932+0.00017352i,-0.0019578+0.00038555i,-0.0017078+8.1207e-05i,-0.00071718+0.00025922i,0.00027276+9.9752e-05i,0.00055523+0.00037132i,0.00028007+0.00077497i,0.00036325+8.4419e-05i,0.00081379-0.00057912i,0.00028163+0.0001141i,-0.00025147+0.00048192i,0.00030827-0.00021783i,5.7813e-05-0.00031916i
0.0010034+0.00093661i,0.0017849+0.00014335i,0.0020997-0.00016201i,0.0021598+0.00033405i,0.0023044-0.00033345i,0.0018374-0.0011699i,0.00071191-0.0012572i,0.0002483-0.00064259i,-0.00015917+0.00016086i,-0.001596+0.00054212i,-0.0023021+5.9796e-05i,-0.0015318+1.3283e-05i,-0.00014222+0.00065206i,0.00036112+0.00066318i,0.00065278-0.00015099i,0.0009033-0.0011961i,0.00057059-0.0013294i,0.00026787-0.00030256i,0.00055847+0.00043487i,0.0007862+2.8251e-05i,-2.1317e-05+0.0001324i,0.0001661+0.00018443i,0.00075932+0.00020461i
0.0030443+0.00018902i,0.0030127-0.00042662i,0.0028644-0.0024221i,0.0019393-0.0036263i,0.00099167-0.0028203i,-0.0002268-0.001931i,-0.0007303-0.0010205i,-0.00079062-0.00017781i,-0.00087838-5.3198e-05i,-0.00071713-0.00040177i,-0.0005809-0.00076465i,-0.00060069-0.001186i,-0.0007212-0.00082927i,0.00017556+0.00014717i,0.00076047+0.00015402i,-5.1351e-05-0.00067329i,0.00013115-0.00043776i,0.00053175+0.00026364i,0.00031539+0.00017692i,0.00072683-8.405e-05i,0.00075018-0.00034347i,-0.00017294-2.1242e-05i,-0.00049237+0.00057106i
0.0022531-0.0010686i,0.0011895-0.00020536i,0.00066457-0.00077984i,0.00047988-0.0020387i,0.00071011-0.0021618i,0.00064949-0.0014481i,0.00051534-0.00088772i,0.00073307-0.0010464i,0.00096043-0.0016252i,0.00018694-0.0015204i,-0.0010127-0.0014841i,-0.0011698-0.0012878i,-0.00097418-0.00056722i,-0.00031384-0.00013703i,-0.00030494+0.00032222i,-0.00015617-0.00065131i,0.00053954-0.00090211i,0.00084666+0.0005217i,0.001292+0.00025049i,0.001101-7.0745e-05i,0.00039614+0.00056351i,0.00045705+0.0013149i,0.00044618+0.00086722i
0.00023758-0.0012175i,0.00066228-0.0014103i,0.0011211-0.0012905i,0.00052448-0.0019118i,0.00017143-0.002234i,0.00060235-0.0017809i,0.0014733-0.001761i,0.0008716-0.0013106i,-0.00010137-0.00046313i,-0.0001943-0.00061109i,-0.0010644-0.0011515i,-0.0020463-0.00073793i,-0.0014573+0.00033365i,0.00024681+0.00085213i,0.0001608+0.00085026i,-0.00072316+0.00013386i,-0.00016685-0.00044672i,0.00018528-0.00041083i,-4.3477e-05-0.00012251i,6.8984e-05-0.00012207i,-0.00029567+3.5426e-05i,-0.00097056+0.00032977i,-0.001104+0.0010325i
-0.00030151+0.0016832i,-0.00057494+0.0015015i,-0.00010058+0.00066008i,0.00068493-0.00053098i,0.00080554-0.0014759i,0.00025481-0.001715i,0.00066507-0.0018741i,0.00062145-0.0011617i,-4.6478e-05-0.00036418i,-0.0003958-6.8248e-05i,-0.00096161-0.00025588i,-0.0010164-0.00065453i,-0.00081957-0.00070636i,-0.00022643-0.00065308i,0.00067201-0.0005249i,0.00082267-7.2786e-06i,0.00055174+0.00031751i,0.00019995-0.00074203i,0.00022231-0.0016321i,-0.00018239-0.00065755i,-0.0004508-3.4167e-06i,4.1653e-05+0.00067755i,-0.00053284+0.001291i
-0.00071731+0.00081427i,0.00035969+0.00040519i,0.0018175+0.00093195i,0.00181+0.00082641i,0.00073026+0.00053724i,0.00018753-0.0005515i,0.00036098-0.00099222i,0.00034148-0.00025015i,-0.00035295-0.00017549i,-0.00060893-0.0007812i,3.0604e-05-0.000824i,-0.00019236+0.00016323i,-2.9437e-05+0.00076954i,-3.3729e-05+0.00015917i,-0.0003159+0.0004089i,-0.00093682+0.0012712i,-0.0010465+0.00058821i,-0.00065387-2.7024e-05i,-0.00061923+0.00049378i,0.00015714+0.00042626i,0.00036955-0.00029922i,-0.00024333-0.00076804i,-0.00011698-0.00026848i
0.0011336+0.0013324i,0.0017516+0.0011998i,0.00074745+0.00098953i,0.0013396-0.00051739i,0.0024242-0.001674i,0.00099946-0.0016068i,0.00018083-0.00081007i,0.00054267-0.00056617i,0.0003737-0.00087424i,-3.0167e-05-0.00095403i,-0.00076291-0.0012647i,-0.0012524-0.0012247i,-0.00042055-0.00025892i,0.00059728-8.004e-06i,0.00088273-0.00043029i,0.00050587+4.3096e-05i,1.2465e-05-0.00014314i,6.2115e-05-0.00082538i,0.0009232-0.0010965i,0.0010757-0.0005168i,0.00098534+0.00045797i,0.00057388+0.00074074i,-1.0513e-05+0.00027087i
-9.8134e-05-0.0016538i,0.00020666-0.00012702i,0.00015534-4.9184e-05i,0.00059079-0.00062423i,0.00084949-0.00071778i,-0.00014742-0.00012447i,-0.00048589+5.9638e-05i,0.00018762+0.00015618i,-2.8525e-05-0.00023033i,-0.00079445-0.0013996i,-0.00084122-0.0013008i,-0.00092406+0.000418i,-0.00052031+0.0018746i,-1.7935e-06+0.0017786i,-0.00031583+0.00088087i,-0.00073744+0.00010314i,-0.00023153-0.00057252i,0.00023023-0.00018803i,0.00012155+0.00015313i,-0.00022398-0.00025201i,-0.00010672-0.00042767i,0.00032481-0.00011057i,-0.0001311+0.00042354i
-0.0029515-0.0016214i,-0.0020553-0.00068933i,-0.0012486+0.0005761i,-0.0013981+0.00067675i,-0.00078672-0.00055723i,0.00037909-0.0011509i,0.0013455-0.00090384i,0.001266-0.00060249i,0.00044334-0.0013077i,-0.00038529-0.0012984i,-0.00060546+3.1128e-05i,-0.00090431+0.00051429i,-0.00036106+0.00036295i,0.00071027+0.00069646i,0.00099751+0.00037631i,0.0012648-0.00012656i,0.00059817-0.00023731i,-3.6814e-05-0.00027011i,0.00027235-6.9865e-06i,0.00046349+1.6568e-05i,0.00066917+1.6394e-05i,0.0010182+0.00019187i,0.0013068+0.00060221i
0.00017544-0.00073179i,0.00019338-0.0010675i,9.538e-05-0.0024602i,0.00060832-0.0021065i,0.00020898-0.0011691i,0.00027856-0.0010179i,0.00060435-0.00031949i,0.00030859+0.00039279i,0.00036135+0.00049067i,1.2748e-05-0.0003234i,-0.00094172-0.0012118i,-0.0012207-0.0010977i,-0.00082156-0.00057102i,-0.00088279+0.00017558i,-0.00081055+3.6571e-05i,-0.00048332-0.00021066i,-0.000485+0.00012706i,-0.0003118-0.00044683i,-0.00054388-0.00062178i,-0.0006005+9.2157e-06i,2.9936e-05+0.00015505i,0.0006671-0.00039832i,0.00050289-0.00024868i
0.0011867-0.0029038i,0.0017876-0.0032155i,0.0019992-0.003496i,0.00073824-0.0033781i,-0.00016678-0.0031365i,-0.00051445-0.0027525i,-0.00070563-0.0016381i,-0.0010007-0.00036828i,-0.001074+9.4891e-05i,-0.0015091-3.2803e-05i,-0.0015514-0.00047004i,-0.001329-0.0010576i,-0.00017911-0.00069942i,-0.00019369+0.00036267i,-0.00091166+0.00031964i,-0.00053181+0.00042973i,0.00018169+0.00078589i,0.0005992+0.00057632i,0.0002167+0.00024824i,0.00022828+0.00053585i,0.00042996+8.7162e-05i,8.8085e-05-0.00024969i,0.00040233-0.00069943i
-0.003042-0.00010564i,-0.0029603+0.00053691i,-0.0023008+0.00070817i,-0.00096467+0.00033755i,2.6598e-05-0.00010502i,0.00040316-0.00062904i,-0.00020922-0.00063244i,-0.00051415+0.00012061i,-0.00012875+0.0002108i,-0.00058495-0.00020782i,-0.00072685-3.6432e-05i,-0.00011564+0.00065592i,0.00031965+0.0010757i,0.00045329+0.00097759i,0.00056767+0.00023016i,6.2029e-05-0.00036548i,-8.5919e-05-0.00061141i,0.00031867-0.0017287i,-0.00049727-0.0018148i,-0.00058754-0.00017718i,0.00089144+0.00024462i,0.0011691+0.00044586i,-0.00021609+0.00097668i
-0.0037203-0.001465i,-0.0022883-8.1253e-05i,-0.0024819+0.0012088i,-0.0017207+0.00067504i,0.00056261+0.00043063i,0.0013089+0.00010067i,0.0011682-0.00057551i,0.0015161-0.00074164i,0.00057307-0.00086476i,-0.00076262-0.0015457i,-0.0011924-0.00097227i,-0.0011625+0.00051541i,-0.00057701+0.0017327i,-3.7344e-05+0.001613i,0.00032802+0.0012075i,0.00064442+0.00036774i,0.00061541-0.00089401i,0.00079974-0.00087229i,0.0004386-0.00046433i,9.2656e-05-0.00017819i,0.00047232+0.00036692i,0.00091409+0.00027564i,0.00092791-0.00029946i
0.0016576-0.0035578i,0.0014619-0.0035671i,0.0020593-0.0036293i,0.00084573-0.003842i,-0.00075451-0.003428i,-0.00052796-0.0015917i,0.0010845-9.2335e-05i,0.0013834-0.00030221i,0.00036319-0.0011867i,-0.000189-0.0016489i,-0.00036259-0.0015999i,-0.00080524-0.001499i,-0.00084657-0.0011748i,-0.00098389-0.00019647i,-0.0009342+9.2898e-05i,0.00016874-0.00057624i,0.0010232-0.00015093i,0.00070362+0.00060676i,0.00098509+0.00017764i,0.00042764+0.0001221i,-0.00058535+0.00019763i,-0.00018189+0.00021892i,-0.0010304+2.2738e-06i
-0.00037165-0.0006461i,-0.00067302-0.0011098i,-0.00084633-0.0013225i,0.00033264-0.0017491i,0.0012648-0.0011694i,0.0013495-0.00058925i,0.00092706+0.00042937i,0.00064188+0.00092299i,0.00051245-0.00025349i,0.00011387-0.0012139i,8.5589e-05-0.00091058i,-0.0004179-0.00071266i,-0.001029-0.00085165i,-0.00025229-0.0006398i,-0.00014046-0.00034403i,-0.00060928+0.00024592i,-0.00050024+0.0009694i,-0.00059518+0.00098947i,-0.00032182-1.7501e-05i,0.00034954-0.00046733i,0.00053113-0.00031496i,0.00010053+0.00039774i,0.00032035+0.00061013i
0.0021338-0.0039959i,0.0024663-0.0023758i,0.0016173-0.0027657i,0.00039376-0.0036857i,-0.00058652-0.0021751i,-0.00041144-0.00052688i,0.00020869-0.00020903i,0.00026085-0.00017397i,-0.00016695+0.0003657i,-0.001095+0.00044318i,-0.00060265-0.00022821i,8.0249e-05+8.1995e-05i,0.00033172+0.0010056i,0.00015084+0.0011894i,-0.00082431+0.00086325i,-0.001309+0.0001532i,-0.00024954-0.00091478i,0.00077232-0.00071771i,0.00040626+0.00045341i,-0.00016223+0.00095984i,-0.0002731+0.0010338i,0.00024468+0.00043724i,0.00011459-0.00015486i
-0.0004771-0.00017299i,-0.00055191+0.00050702i,-0.0002873+0.00075844i,0.0011384-0.0001371i,0.0011066-0.00037598i,0.00044374-0.0010469i,-0.00011824-0.0010909i,0.00051679-0.00053276i,0.0013282-0.000567i,0.00061276-0.00085411i,-0.0011434-0.00061156i,-0.00144+0.00047069i,-0.001014+0.0016414i,6.4401e-05+0.0011091i,0.0016401-0.00039422i,0.0020186-0.00030727i,0.0013622+0.00046071i,0.00014599+0.00022759i,-0.00046106-0.00034658i,-0.00032294-0.00063714i,7.0246e-05-0.00010337i,-1.9697e-05+0.00039615i,-0.00033549+0.00041205i
-0.0013258-0.0010624i,5.9833e-05-0.00099924i,-0.00032518+9.5425e-06i,-0.00016657+0.0010874i,0.00053249+0.0003651i,0.0010438-0.00059866i,0.00087097-0.00048787i,0.0007267-0.00027295i,0.00063465+0.00022763i,0.00044798-0.00020234i,8.5106e-05-5.5437e-05i,-0.00061391+0.00045983i,-0.00025541+0.00045667i,0.00037486+0.00023357i,0.00040815+0.00011919i,-0.00022308+0.00030407i,6.1766e-05-0.00015978i,0.00070687-0.00036569i,0.00015341+6.0498e-06i,6.5443e-05-0.00040105i,-2.3818e-05-0.00062228i,-0.00054962-0.0001581i,-0.0010278-0.00024668i
0.0025235+0.00048805i,0.0019749+0.0011245i,0.0014518+0.0003255i,0.0013965-0.00052456i,0.0012365-0.00054947i,0.00069085-0.00093i,0.00039015-0.00028017i,0.0007452+0.00062297i,0.00098868+0.00069628i,0.0002589-0.00073992i,-0.00083696-0.001823i,-0.0020129-0.00075707i,-0.0019201+0.00057303i,-0.00057676+0.0018125i,7.7045e-05+0.0015482i,1.5317e-05+4.705e-05i,0.00066768-0.00038182i,0.00047266-0.00017914i,-0.00052119+0.00031117i,-0.00036216+0.00029559i,0.00037969+0.00042748i,0.00031888+0.00084717i,7.7101e-06+0.00069572i
-0.0010419-0.00037081i,-0.00089835-0.00088106i,-0.001122-0.0010418i,-0.00039099-0.0013623i,0.00055246-0.0010001i,0.00040996+0.00015686i,-0.00019762+0.00015473i,0.00063919-0.0002593i,0.00088012+4.1996e-05i,-1.2097e-05-0.00058685i,-0.00029643-0.00076592i,-0.00032559+0.00013464i,-0.00033865+0.00034143i,-0.00067017+0.00046664i,-0.0012075+0.00051842i,-0.00081276+0.00050911i,0.00025046+0.00060964i,0.00083658+0.00022165i,0.00052228+0.00052218i,0.0010297+0.00070819i,0.0011057-0.00019539i,0.00047709-0.00056874i,0.00023285-0.00026072i
0.0009233+0.0012873i,0.00080853+0.00026651i,0.001132+2.1877e-05i,0.0021507-0.0018725i,0.0023558-0.002856i,0.0012478-0.0024472i,0.0008334-0.0011708i,0.0010329+0.00029106i,0.0012313+0.00081058i,0.00085202+0.00036772i,-0.0004413-0.00086638i,-0.00078501-0.00091378i,4.6279e-05-0.00024992i,1.5533e-05-0.00054206i,-0.00016806-0.00096332i,-0.00027359-0.0009493i,0.00063942-0.00078145i,0.00051513-0.00078346i,-0.00066272-0.00023623i,-0.00066064+0.00064635i,-0.00052029+0.00041724i,-0.00033453+0.00022457i,-0.00050373+0.00021799i
0.0017925+8.2949e-05i,0.0021083-0.00085837i,0.0013387-0.0017932i,0.00076457-0.0012374i,0.00049374-0.00020163i,0.0003093-0.00019694i,2.3642e-05-0.00054973i,-0.00067324-6.056e-05i,-0.00081146+0.00017876i,-0.00065018-0.00031364i,-0.00051782-0.00061682i,-0.00014477-0.0002218i,-0.00038775+1.1356e-06i,-0.0008267-4.9907e-05i,-0.00089798-0.00017477i,-0.00081057-0.00033778i,-0.00014397-0.0005497i,0.00032892-0.00072168i,0.00039711-0.00062826i,0.00057134-0.0005007i,0.00075194+0.00010745i,-0.0001396+0.00035065i,-0.00074766-0.0001952i
0.00042156+0.0013365i,-0.00047273+0.0015704i,0.00077947+0.00053148i,0.0022293-0.00052319i,0.002388-0.00070974i,0.001831-0.0014352i,0.0011768-0.0013037i,0.00060359-0.00055701i,0.00017398-0.00066926i,-0.00089505-0.00065679i,-0.0020492-0.00092368i,-0.0016199-0.00061578i,-0.0004099+0.00025614i,0.00072065+0.00039362i,0.00083244+0.00060979i,0.00036173-0.00021521i,0.0011185-0.00067606i,0.0017892-0.00026375i,0.00063708-0.00031359i,-0.00016538-0.00067595i,-9.0959e-05-0.00069003i,-0.00055868-0.00016758i,-0.0012858+0.00010896i
-3.0374e-05-0.0034342i,-0.00015606-0.0035903i,-0.0017083-0.0047876i,-0.0025347-0.0040709i,-0.0019696-0.0014389i,-0.00088056+0.00043863i,0.00068411+0.00070157i,0.0004042+0.000701i,-9.0276e-05-0.00034963i,1.8794e-06-0.0012362i,-0.00098215-0.0011286i,-0.0026079-0.00057537i,-0.0027437+0.00043282i,-0.0020731+0.0011089i,-0.00097889+0.00082527i,-5.6259e-05+0.00031533i,0.00066207-1.5199e-05i,0.00093674-0.00034191i,0.00038691-0.00024508i,0.00029999+0.00017358i,7.7966e-05+0.00082509i,-1.2553e-05+0.00044967i,0.00030454-0.00012822i
-0.00010056-0.00061974i,0.0012903+0.00012667i,0.0012528-0.00021799i,0.0013079-0.0010812i,0.0016692-0.00091735i,0.0010738-0.00074511i,0.00040971-0.00054609i,0.00079155-0.00042334i,0.00081902-0.00018404i,0.00037526-0.00022112i,0.00016445-0.00068399i,-0.00065335-0.0011924i,-0.00078334-0.00089168i,-0.00025068-0.00048422i,0.00013336-0.00044578i,0.00066711-0.00026703i,0.00026519+0.00067199i,-0.00027331+0.00020685i,5.1223e-06-0.00096073i,0.00064896-0.00048513i,0.00044927-0.00042668i,5.7856e-05-0.00046174i,7.8898e-05-6.2588e-05i
-0.00016324-0.0016404i,0.00019946-0.0013049i,0.00039548-0.0012157i,0.00032231-0.0013935i,0.0011594-0.0012363i,0.0015796-0.00082159i,0.00075696-0.00085244i,0.00063071-0.00050145i,0.0002624+0.0006249i,-0.00057985+0.0010876i,-0.00092593+0.00049299i,-0.00073097-0.00039454i,0.00017282-0.00030076i,0.00056879+0.00035833i,-0.00014638+1.5283e-05i,-0.00078809-0.00034689i,-0.00033685-0.00061313i,-0.00017366-0.0012118i,-0.00082822-0.00078382i,-0.00064023+0.00052382i,1.6011e-05+0.00084733i,-0.00020054+2.8941e-05i,-0.00083693-0.00041511i
7.1442e-05+0.00074481i,2.7534e-05+0.00049975i,0.00057168-0.00044443i,0.0012334-0.00074937i,0.00092295-0.0007681i,0.00020581-0.00067481i,-0.00046914-0.00078218i,-0.0010179-0.00037883i,-0.0014917+0.00017523i,-0.0018255-0.00011886i,-0.0014024-0.00030524i,-0.00062683+0.00031244i,-0.00084176+0.001204i,-0.00066703+0.0014519i,6.2053e-05+0.00071761i,0.00028147-9.2113e-05i,0.00016742+0.00021649i,-0.0003421+0.00034212i,-0.00030239-0.00063753i,-2.0275e-05-0.00071312i,-0.00011161+0.00034625i,-0.00041638+0.00049499i,-0.00033144-0.00012566i
-0.00017185-9.572e-05i,0.0012403+0.0015272i,0.00083476+0.001548i,0.00085886+0.00066034i,0.001009+0.00037992i,0.001337+0.00038893i,0.0021391-0.00020487i,0.0016675-0.00024205i,0.00020451+0.00021205i,-0.00069176-0.00037093i,-0.0018671-0.00033734i,-0.0020698+0.00051068i,-0.00072199+0.0012052i,0.00092731+0.001257i,0.0016844+0.00040429i,0.0017613-0.00041619i,0.0012324-0.00078116i,0.0004545-0.0009848i,7.6647e-05-0.0008283i,-0.00021801+0.00010287i,-0.00024602+3.8727e-05i,-0.0001546-5.1278e-05i,1.9966e-05-6.883e-05i
-0.00083453-0.00059733i,-0.00053823-0.0010513i,-0.00063249+9.274e-05i,-7.4282e-05+0.00025661i,0.0010565-0.0014524i,0.0012556-0.0023137i,0.00078379-0.0011453i,0.00074264-0.00071914i,0.00065564-0.001221i,-4.2554e-05-0.0012143i,-0.00033629-0.0013081i,-0.00045178-0.00065041i,-0.0012213+5.5147e-05i,-0.0013525+0.00069457i,-0.00029954+0.00096367i,0.00018799+0.0013143i,0.00026732+0.00092077i,0.00041799-0.00041893i,0.00012114-0.00067825i,0.00023857-0.00044186i,0.0011656+0.00039271i,0.0014363+0.0010281i,0.00044573+0.00051347i
0.0018019-4.0287e-05i,0.0013951-0.00037161i,0.0021449+0.00023643i,0.0024449+0.00037299i,0.0017677+0.0002269i,0.00078118-0.00020694i,0.00022597-0.00017663i,0.00053977+3.0254e-05i,0.00088413-7.5099e-05i,0.00037849-0.0011074i,-0.00015434-0.0017253i,0.00059708-0.00071816i,0.0012669+0.00016754i,0.00037887+0.00042204i,-0.00079177-0.00013401i,-0.00022974-0.000119i,0.00076479+0.00029205i,0.0014462-0.00046867i,0.00089134-0.0010678i,-0.00011253-0.0012609i,-6.2065e-06-0.00074657i,0.00043089+0.00033477i,0.0003446+0.0010914i
-0.0022149+0.00094896i,-0.00075225+0.0018082i,-6.7773e-05+0.0027083i,-9.713e-05+0.0023011i,0.00086557+0.0013685i,0.0016209+0.00064577i,0.0016809-0.00023717i,0.001767-0.00040392i,0.00096128-0.00050483i,4.1267e-06-0.00029095i,0.00067844+0.00016964i,0.00071438+0.00082556i,0.00043656+0.00072007i,0.0013544-0.00010438i,0.0014182-0.00044439i,0.00068066-0.0001284i,0.00067871+0.00038425i,0.00034798+0.00039352i,-7.0221e-05-0.00023238i,0.00014989-0.00054689i,-0.00026232-0.00050195i,-0.00085697-0.00049339i,-0.0005134-0.00018985i
0.00069441-0.0013383i,0.00030669-0.0017759i,0.00069359-0.0025517i,0.0010763-0.002492i,0.00095829-0.0023914i,0.00039507-0.0018068i,0.00030435-0.00074708i,0.00043365+0.00014014i,0.00021726+0.00077042i,-0.00021187+0.0011042i,-0.0010088+0.0011997i,-0.0012343+0.0018315i,-0.0010796+0.0016052i,-0.00077772+0.00045157i,0.00036597+5.0008e-05i,0.00049962+6.9629e-05i,0.00023864+8.3175e-05i,-3.063e-06-5.5084e-05i,0.00028463-0.00046687i,-5.6412e-05-0.00019155i,-0.00071728+0.00019174i,-0.00098065+0.00016673i,-0.00087614-0.00018794i
0.00076907+0.0013167i,0.0010737+0.0015887i,0.0004215+0.0011881i,0.00045675-8.6392e-05i,0.0010689+5.0566e-05i,0.00094439+8.7615e-05i,0.00045462-0.00074269i,-0.00010834-0.00046157i,-0.00054294-0.00051544i,-0.001095-0.0005199i,-0.0021738-0.00050433i,-0.0015897-0.00018093i,-0.00022094+0.00011215i,-9.8318e-05-3.5911e-05i,-0.00053631+8.6431e-07i,0.0001053+0.00016102i,0.00062669+0.0003746i,9.3495e-05+0.00024726i,-0.000506-0.00012501i,-8.3487e-05+4.4524e-06i,0.00061304+0.00036747i,0.00048769+7.7408e-05i,5.2377e-05-0.00013936i
0.0010589+0.00028857i,0.0012788-0.00021886i,0.0022272-0.0014704i,0.0020414-0.0023531i,0.0011136-0.0025235i,0.00014031-0.001641i,-6.9973e-05-0.00066425i,-0.00020237-0.0008486i,-0.00053099-0.00076241i,-0.00012774-0.0013125i,0.00019201-0.0021736i,-0.00030791-0.0017877i,-0.00067983-0.00082443i,5.3834e-05-0.00047747i,-0.00034342+0.00015394i,-0.0012892+0.001052i,-0.0013041+0.00082826i,-0.0007172-0.00013974i,0.00022997-0.00042258i,0.00025959+0.00026827i,-0.00014969+0.00060992i,-0.00068149+0.00032566i,-0.00082516+0.00035148i
0.0012038-0.0011841i,0.0010058-0.0018311i,0.00085182-0.0037184i,0.00072188-0.0041936i,0.00057286-0.0026981i,5.4566e-05-0.0015581i,0.00037693-0.0002664i,2.6485e-05+0.00042249i,-8.0763e-05+0.00020878i,0.0010221-7.7288e-05i,0.0007327-0.00076969i,-0.00060341-0.0012844i,-0.00096547-0.0009387i,-7.8586e-05-0.00091705i,0.00082047-0.001686i,0.00070869-0.00089178i,0.00038888+0.00024001i,0.00012627+0.00024647i,-0.00015637+0.0002708i,-5.8373e-05+0.00056626i,0.00055161+0.00042271i,0.00078179-5.7492e-05i,0.00059327+7.4893e-05i
0.00082183-0.00060217i,0.0011546-0.00027163i,0.00034353-0.00068683i,-6.4059e-05-0.00060177i,-0.00030504-0.00044969i,-0.00057337-0.00013979i,0.00036942+0.00014137i,0.0012405+0.00035576i,0.00069694+0.00066554i,-0.00020595+0.00040368i,-0.0005552-0.00026855i,0.00041994-0.00037676i,0.00037265-0.00023068i,0.00028138+0.00020522i,0.00044166-5.8433e-05i,-0.00047086-0.00054665i,-0.001056-6.8923e-05i,-0.00070964-0.000371i,-0.00049968-0.0011583i,-0.00031919-0.0007718i,-0.00014613+0.0001681i,0.0001911+0.00041563i,0.00021896-0.0001829i
0.002494+0.0005687i,0.0021864+0.00059806i,0.003101-0.00026379i,0.0031929-0.0020573i,0.0014527-0.0034707i,0.0007943-0.0026174i,0.00059443-0.00071727i,-6.8763e-05+3.0175e-05i,-0.00017406+0.000245i,-0.00071173+3.4057e-05i,-0.0010356-0.00029073i,-0.00046509-0.00032395i,4.7332e-05-0.00038032i,0.00043555-0.00057815i,0.00099281-0.00025616i,0.0005183+0.0001083i,3.9968e-05-4.166e-05i,-9.0999e-06-0.00061608i,-7.9925e-05-0.00028107i,-7.9697e-05+0.00014897i,-0.00030512+0.00020316i,-0.00043369+0.0006535i,-0.00027367+0.00082198i
-0.0019539-0.00043448i,-0.0023758-0.00024677i,-0.0028199-0.00038775i,-0.0021074+4.4637e-06i,-0.001326+0.00092905i,-7.6773e-06+0.0011949i,0.0011346+0.0011554i,0.001074+0.00072251i,0.00035237+0.00030971i,-0.00089316+0.00076689i,-0.0022249+0.00081029i,-0.0022288+0.00010297i,-0.0013168+0.00049352i,-0.00069576+0.00073123i,-0.00038233+0.00047651i,-0.00025665+0.00064462i,0.00024464+0.00084913i,0.00042884-7.5639e-05i,6.8736e-05-0.00073981i,-0.00059511+9.0696e-05i,-0.00055455+0.00012638i,-0.00012078+0.00016055i,5.3038e-05+0.00068444i
-0.0014637-0.0015197i,-0.00063368-0.0011319i,-0.00078791-0.0017989i,0.00029437-0.0015685i,0.0013109-0.00022299i,0.0015444-0.00050756i,0.0015038-0.0016128i,0.00089779-0.0016596i,-0.00014941-0.0014738i,-0.00078591-0.00084528i,-0.0011427-0.00082207i,-0.0013568-0.00096066i,-0.0018494-0.00014233i,-0.001677-4.4947e-05i,-0.0010485-0.00063046i,-0.00075-0.00066827i,2.1212e-05-0.00029766i,-5.7123e-05-0.00045431i,0.00013882-0.00036849i,-8.0099e-05-0.00016542i,-0.00078914-0.00023691i,-0.00022468+0.00039643i,0.00019607+0.00051831i
-0.00061103+0.00088835i,-0.00010473+0.0011872i,-0.00036916+0.00012327i,0.0001708-6.4077e-05i,0.00035577+0.00045961i,0.00011017+8.5858e-05i,7.7732e-05-0.00029046i,0.00020452-0.00016352i,0.00017343-0.00011782i,-0.00016348-0.00034392i,-0.00045873-0.00061654i,-0.00022233-0.00082252i,0.00050772-5.4959e-05i,0.00069187+0.0010299i,0.0011275+0.00067478i,0.00090583-0.0005568i,0.00016357-0.00054573i,0.0001351+0.00017612i,0.0004671-0.00013856i,0.00029517-0.00042024i,0.00026371+0.00034628i,-8.5251e-05+0.00026342i,-0.00059682+0.00010828i
