-0.00079674-0.00031342i,-0.00080398-0.00014274i,-0.00096929-0.00031761i,-0.00070215-0.00088895i,-0.00051847-0.00059159i,-0.0012839+0.0011893i,-0.0020286+0.0025503i,-0.0015344+0.0027594i,-0.00035883+0.003286i,0.00034158+0.0024654i,0.0002657+0.00013207i,-0.00026526-0.001088i,-0.00018682-0.0013006i,-9.8774e-05-0.00096196i,-0.00075134-0.00017178i,-0.00073162+3.9413e-05i,-0.00013223-0.00079842i,0.00075212-0.00078068i,0.0011109-0.00035209i,0.00084681-6.9306e-05i,0.0001038+0.0005155i,-0.00072978+0.0003885i,-0.00089657+0.00033374i
-0.0021646-0.0017277i,-0.0032281-0.00053607i,-0.0075393-0.0012996i,-0.0066142-0.0032347i,-0.00013108-0.0045228i,0.0023437-0.0031381i,5.3365e-05-0.00038214i,-0.0034167+0.0023345i,-0.0056692+0.0033265i,-0.0056761+0.0021123i,-0.0059784+0.0020572i,-0.0068801+0.0035561i,-0.0060347+0.0043773i,-0.0039109+0.0034297i,-0.0018891+0.0015267i,0.00048174+0.0010476i,0.0023705+0.0012932i,0.0026618+0.00015304i,0.0018784-0.0013692i,0.0018324-0.0012292i,0.003245-0.00046211i,0.0036151+0.00037057i,0.0029384+0.001039i
0.0023184+0.00045157i,0.0044056-0.0021322i,0.0043695-0.0057562i,0.00023306-0.0056754i,-0.0046442-0.0017138i,-0.007098+0.0020672i,-0.0052986+0.0067549i,-0.0019484+0.010827i,4.9057e-06+0.010625i,-0.0011224+0.006178i,-0.0035303+0.00088245i,-0.003005-0.0023125i,-0.00097944-0.0042496i,-0.001194-0.0047692i,-0.0031149-0.0031642i,-0.0040197-0.0023908i,-0.0042072-0.0030085i,-0.0046006-0.0016365i,-0.0032768+0.0021071i,-0.0019498+0.0045282i,-0.00084678+0.0032481i,-2.8911e-05+0.0015082i,-0.00096415+0.00094248i
0.001959+0.0031191i,0.0029369+0.0050287i,0.0027371+0.0035075i,0.0011013-0.0003283i,0.0019197-0.00218i,0.0039857-0.00042881i,0.0065544+0.0025984i,0.0096101+0.0057361i,0.0088715+0.0061185i,0.0042165+0.0022961i,-0.00024421-9.6479e-05i,-0.0017758+0.0014994i,-3.902e-05+0.0030442i,0.0017396+0.0020137i,0.0023271+0.00186i,0.0032361+0.0028202i,0.0048413+0.0033432i,0.0058223+0.0021494i,0.0051853-0.0011627i,0.0046589-0.0039624i,0.0025992-0.0034799i,0.0011376-0.0020944i,0.0012362-0.00092109i
0.0019615-0.00061755i,0.0011056-8.7715e-05i,0.00092576-0.001442i,-0.0011616-0.00088619i,-0.0046517+0.0029983i,-0.0046967+0.0034844i,-7.7808e-05+0.0013353i,0.0050514-0.00032061i,0.0073154-0.00076926i,0.004873-0.00059053i,0.00058936+0.0004519i,-0.0020529+0.001393i,-0.0017791+0.0013589i,-0.00071504+0.0013569i,0.00018493+0.0013639i,-4.0889e-05+0.00029971i,-0.00076624-0.0013553i,-0.00033748-0.00066089i,0.00064359+0.0015829i,0.00030383+0.0021433i,-0.0011549+0.00097652i,-0.0015862-0.00034951i,-0.0013049-0.00050071i
-0.0013975+0.00077043i,-0.00077072+0.00049014i,0.00012758-0.00045131i,0.00072321-0.00467i,0.0010947-0.0070312i,0.0013472-0.0057989i,0.00091484-0.0040069i,-0.00054109-0.0024774i,-0.0014366-0.001058i,-0.0022723-0.00014904i,-0.0040659-0.00026138i,-0.0058502+3.5934e-05i,-0.0053553+0.001032i,-0.0024984+0.00022614i,0.00030541-0.0012134i,0.0027458-0.0013291i,0.0046411-0.00076468i,0.0040963-0.0019847i,0.0014405-0.0046373i,-0.0013577-0.0050796i,-0.0013546-0.003104i,2.3029e-05-0.00085704i,0.00097341+0.00030206i
9.1203e-05-0.0013433i,-0.00027572-0.002465i,0.00062561-0.0047393i,0.00081714-0.0048958i,-0.0027086-0.00043851i,-0.005287+0.0032419i,-0.0057966+0.0048213i,-0.0051428+0.0058667i,-0.0025756+0.0045671i,-0.0010141+9.0218e-05i,-0.0018145-0.0041328i,-0.0021808-0.0057836i,-0.0010178-0.0060013i,0.0010502-0.0049995i,0.0010227-0.0033437i,-0.00065114-0.0025871i,-0.0016243-0.0022328i,-0.0023054-0.00097885i,-0.0023563+0.0012584i,-0.0017897+0.0031674i,-0.0013205+0.00331i,-0.00067197+0.0021781i,-0.00075471+0.0018678i
0.00043274-1.9268e-05i,0.0016767-0.00011543i,0.0020603+0.00077152i,0.0009369+1.9361e-05i,-0.0019011-0.00088928i,-0.0017219+0.00066265i,0.00063025+0.0041532i,0.0027705+0.0075016i,0.0038358+0.0078223i,0.0024456+0.003849i,0.00064415+0.00048365i,0.00034613+0.0016633i,0.00086484+0.0033311i,0.0007485+0.0019956i,0.00012986-0.00071386i,0.00015835-0.0015924i,0.0017295-0.0011777i,0.0023141-0.0011393i,0.001026-0.00047631i,0.00048837-7.3082e-05i,0.00055543-0.00020494i,0.00047-0.00038843i,0.00024516-0.0010224i
3.0427e-05-0.002115i,-0.00028795-0.0018275i,-0.00084481-0.0016882i,-0.0011781+0.00016004i,-0.0028861+0.002473i,-0.0014967+0.003i,0.0028119+0.0013693i,0.0064672+0.00069694i,0.0079515+0.001533i,0.0052611+0.0016238i,0.00036053+0.0010893i,-0.0032963-0.00063942i,-0.0045157-0.0023697i,-0.0035346-0.0011478i,-0.0015628+0.0011956i,-0.001587+0.0019732i,-0.0025075+0.0020155i,-0.0010923+0.0025757i,0.0021004+0.0026557i,0.0036011+0.0013724i,0.002496+0.00017778i,-4.1989e-05-5.39e-05i,-0.0017611+9.1239e-05i
-0.00021275-0.0003585i,0.00022191-0.00099974i,0.00071474-0.0022883i,0.0015384-0.0024962i,0.00096202-0.0038513i,-0.0001032-0.0035769i,0.00043482-0.0032123i,0.0020958-0.0028811i,0.0026272-0.00096009i,0.0010199-0.00037081i,-0.0013848-0.0014255i,-0.0010812-0.0025192i,0.0015658-0.0030086i,0.0023269-0.002244i,0.0018364-0.00075996i,0.0032638+0.00094307i,0.0052747+0.0010021i,0.0050546-5.8817e-05i,0.0031239-0.0014255i,0.0012899-0.0017512i,0.00043839-0.00056634i,0.00041918-1.0503e-05i,0.00086655-3.3496e-05i
-0.0012375-0.00069588i,-0.0010069-0.0023655i,-0.0017527-0.0018959i,-0.0020206+0.00081763i,-0.0011902+0.0017278i,-0.0011545+0.0018554i,-0.0024642+0.0021564i,-0.0029475+0.0017495i,-0.0010516+0.0012513i,0.00030634-0.0007951i,8.5372e-05-0.0034043i,0.00027114-0.0038635i,0.0015695-0.0026222i,0.0034155-0.00057256i,0.0045116+0.00044056i,0.0040473+0.00017801i,0.0021795+6.294e-05i,0.00058089-0.00039067i,-0.00076437-0.00073449i,-0.0017394-0.0004958i,-0.0013266-0.00064852i,-0.00051261-0.00057703i,6.4349e-05+0.00021633i
0.0022101-0.00019977i,0.0041186-0.00075621i,0.002471-0.0023229i,-0.0017435-0.0037675i,-0.0036597-0.0037988i,-0.0031791-0.001969i,-0.0014801+0.0011298i,-4.413e-05+0.0048273i,0.00090205+0.0063723i,0.0017412+0.0037683i,0.0023887+0.0013625i,0.00349+0.0016131i,0.002892+0.0015226i,0.00098641+0.00058807i,0.00043365-0.0010121i,0.0012115-0.0022523i,0.0015854-0.0024266i,0.00047844-0.0020824i,-0.0013277-0.0010956i,-0.0020944+0.00084922i,-0.00099925+0.0011601i,8.9653e-05-0.00062735i,0.0002113-0.0019896i
0.00047049+0.00080274i,-0.00083022+0.0022201i,-0.001131+0.00051756i,-0.0012045-0.0011289i,8.4996e-05-0.00067374i,0.0011756+0.0011765i,0.0034438+0.0042722i,0.006162+0.0066046i,0.0063732+0.0064611i,0.0037072+0.0040932i,-0.00040646+0.002082i,-0.0025828+0.00089929i,-0.0019979-0.00077146i,-0.00080017-0.0011358i,-0.00063722-0.00086907i,-0.0020255-0.00062673i,-0.0028672+0.00037663i,-0.0023062+0.0013483i,-0.00038732+0.0021042i,0.0016401+0.0012218i,0.0013793-0.00012707i,0.00023936-0.00038534i,-0.00032372-0.00046068i
-0.00033483-0.0017782i,-0.00072352-0.0037331i,-0.0019823-0.0070527i,-0.0029932-0.0070284i,-0.0026187-0.0030544i,-0.0010433-0.00090263i,0.0018402-0.0010169i,0.004396-0.0002374i,0.0034585+0.00093895i,0.0013277+0.00055321i,0.00061602-0.0011004i,0.0027712-0.0014816i,0.0058705-0.00017441i,0.004772+0.001507i,0.0011327+0.0025705i,0.00037498+0.0018344i,0.0020345+0.00020391i,0.002279+0.00021435i,0.0014315+0.0010385i,0.001755+0.0012938i,0.0021981+0.0013303i,0.0018059+0.00063395i,0.00058538-0.00028266i
0.001554+0.00021998i,0.0022364+0.00081141i,0.0034928+0.00040851i,0.0038172-0.00074159i,0.0022854-0.00045288i,0.0011505-0.00027478i,0.0013202+0.000336i,0.00087601+0.00037343i,0.00036573-0.00060056i,0.0007331-0.0013605i,0.00083777-0.0005069i,0.0010562+0.002377i,0.002396+0.0049527i,0.0030652+0.0040287i,0.002367+0.0011895i,0.002138+0.00074134i,0.0021525+0.0016636i,0.0026271+0.00072779i,0.002945-0.001274i,0.0013239-0.0029782i,-0.0010703-0.0025126i,-0.0011471-0.0006202i,-0.0001078+0.00043682i
-0.0018353-0.00045546i,-0.0021665-0.0012646i,-0.00067048-0.001664i,-0.00072055-0.0023775i,-0.0028195-0.0013559i,-0.0040218+0.00068881i,-0.0036442+0.0017925i,-0.0025643+0.0028522i,3.8867e-05+0.003608i,0.0020653+0.0022745i,0.0009965+0.0013639i,0.00044519+0.0026755i,0.0010306+0.0032883i,0.0010875+0.0015658i,0.0012076+0.00057213i,0.002103-0.00015254i,0.0031391-0.0019744i,0.0022843-0.0032445i,0.00012836-0.0030337i,-0.00070068-0.0018981i,0.00049375-0.00092203i,0.0016324-0.0010728i,0.0011894-0.0009245i
-4.2304e-05-0.00065495i,0.0019555-0.00063159i,0.0028152+2.4505e-05i,0.0035597-0.00012809i,0.0021366+0.00022595i,0.0012113+0.0021633i,0.0024315+0.0044016i,0.00329+0.0064337i,0.003052+0.0052829i,0.0021767+0.0029333i,0.0010917+0.0022892i,0.00024981+0.0026511i,-3.791e-05+0.0018942i,0.00036633-0.00061205i,-0.00021967-0.0032066i,-0.0009203-0.003044i,-7.2322e-05-0.00052919i,1.6382e-05-0.00012133i,-0.001021-0.00036986i,-0.00185-0.00042028i,-0.0021435-0.00047315i,-0.0014255-0.00038829i,-0.00026916-0.0006163i
-0.0017719+0.0017157i,-0.0020224-5.9382e-05i,-0.0026698-0.00038269i,-0.0017232-0.00013544i,-0.0015859+0.00041601i,-0.0011807+0.00069087i,0.0010089+0.0011131i,0.0035966+0.0029076i,0.0054524+0.0037434i,0.0043669+0.0026536i,0.0016942+0.0010776i,-0.00013515+0.0010262i,-7.7319e-05+0.0028231i,-9.9779e-05+0.0037493i,-0.00095983+0.0026341i,-0.0015863+0.00079349i,-0.0013919-0.00054431i,-4.574e-05-0.00027696i,0.0012812+0.0013474i,0.0026631+0.002541i,0.002452+0.0017735i,0.00067505+0.00072275i,0.00038098+0.0003068i
0.00017923-0.00019414i,0.0029861+0.0001701i,0.003813-0.00086949i,0.003205-0.0015966i,0.0016372-0.0016284i,0.00039497-0.0010064i,0.0012599-0.00067277i,0.0026656+0.00015109i,0.0028368+0.00094246i,0.0017541+0.00079797i,-0.00036021+0.00080543i,-0.002514+0.0023511i,-0.0036826+0.0042975i,-0.002655+0.0029762i,-0.0016779+0.0010938i,-0.0013563+0.0021098i,-0.00080943+0.0040256i,0.000155+0.0042326i,0.0011227+0.0021928i,0.00065233+0.00034552i,-0.0006858+9.8472e-05i,-0.001343+0.0005286i,-0.00084659+0.00077745i
-0.0027661-0.00060073i,-0.0030689+9.0447e-05i,-0.0035852+0.0006762i,-0.0032278+0.00027706i,-0.0016235-0.00040577i,-0.0016815-0.00010875i,-0.0021826+0.00047314i,-0.0016428+0.0018283i,-0.00059273+0.003153i,-0.00013428+0.0026323i,-0.0010856+0.0013307i,-0.0019748+0.00072871i,-0.0017251-0.00059692i,5.2222e-05-0.00051599i,0.0017721+0.0013979i,0.0014942+0.0019143i,0.001092+0.0005243i,0.0013962-0.001424i,0.0013896-0.0027149i,0.0018081-0.0028339i,0.0021574-0.0020842i,0.0018802-0.0014156i,0.0013471-0.001337i
0.0012395-0.00091044i,0.001953-0.0031486i,0.0021654-0.0040801i,0.00091312-0.0035686i,-0.00010403-0.0024835i,-0.00057984-0.00063936i,-0.0001343+0.0024383i,0.00016588+0.0050381i,0.00097098+0.0057488i,0.0011424+0.0036114i,-0.0011745+0.0012546i,-0.0029951+0.00078547i,-0.0027079+0.00087624i,-0.001753-0.00031165i,-0.00013736-0.0020646i,0.00076771-0.0018769i,0.0014466-0.00066862i,0.002354-0.00048271i,0.0014887-0.0010397i,-0.00084321-0.0010592i,-0.0017654-0.00054981i,-0.00097433+0.00021203i,-0.00010888+0.00062305i
0.0038153+0.0018409i,0.0032193+0.0017374i,0.0024582-0.001196i,0.00048923-0.0033957i,-0.0014716-0.0029338i,-0.002074-0.0013085i,5.7664e-05+0.0014491i,0.0028476+0.0047432i,0.0045675+0.0041398i,0.0034296+0.00088704i,0.00012728-0.00085522i,-0.0021317-0.0011377i,-0.0027154-0.00069519i,-0.0023859-0.00033692i,-0.00035053-0.00077436i,0.0015234-0.0023738i,0.00071981-0.0033101i,-8.6636e-05-0.0017237i,0.00048686+0.00059803i,0.00087213+0.00046903i,0.00089611-0.00034509i,0.00063042-0.00031533i,0.00032069-0.0003907i
-0.001637-0.00021912i,-0.00099978-0.0005974i,-0.00099064-0.00023073i,-0.00012977-0.00059432i,0.001826+0.0001371i,0.0019716+0.00046932i,0.0019613+0.00027677i,0.0032926+0.0012695i,0.0035441+0.0021146i,0.0012175+0.0010193i,-0.0016935-0.00065944i,-0.0030764-0.0013644i,-0.0038623-0.0017865i,-0.0050247-0.0025529i,-0.0048507-0.0021654i,-0.0034574-0.00089958i,-0.0020065+0.00075273i,-0.0017332+0.001963i,-0.0014714+0.0021031i,-0.0012745+0.0027385i,-0.0014252+0.0028442i,-0.00050863+0.0024851i,-0.00032369+0.0023815i
0.00029303+0.00099354i,-0.0001723+0.0012347i,-0.00028029-0.00074502i,-0.00054642-0.0035644i,-0.0016594-0.0034353i,-0.0019202-0.0023421i,-0.0017142-0.0014629i,-0.00051623-0.00044129i,0.0010676+0.0011067i,0.00064218+0.0013488i,-0.0014245-0.00049197i,-0.0028977-0.0014268i,-0.0012901-0.0027243i,0.00094137-0.002934i,0.00097243-0.0012697i,0.00012017-0.00058594i,-0.00017865-0.00060715i,0.00023387-0.00060526i,0.00092676-0.0014237i,0.0015916-0.0021045i,0.0011789-0.0023627i,0.00037956-0.0019447i,0.00017528-0.00082526i
0.00019135+0.0025089i,7.8791e-05+0.0011035i,0.0030644-0.00048025i,0.0047719-0.0031966i,0.0024642-0.005148i,0.0010246-0.0040377i,0.0012708-0.00081557i,0.0020847+0.0021663i,0.0028853+0.0033129i,0.0021019+0.002431i,-0.00011824+0.0011473i,-0.00069016-0.00044284i,0.00028539-0.00078783i,-0.00015596-0.00021554i,0.00011781+4.5088e-05i,0.0016368+0.00038936i,0.0022747+0.00044735i,0.0021796+0.0001084i,0.0017521-0.00014581i,0.00056231+0.00052747i,-4.3313e-05+0.00097477i,0.00028736+0.0013405i,0.00034976+0.0015017i
-0.00032853-0.0021279i,0.00037958-0.0032827i,-0.0018363-0.0022108i,-0.0030462-0.0005368i,-0.0033917+0.0012906i,-0.0025521+0.0034516i,-0.00028596+0.0035579i,0.0014622+0.0039876i,0.0024075+0.0033259i,0.0019209+0.0013296i,1.8781e-05+0.00028705i,-0.00094182-0.00033147i,-0.00043747-0.0013188i,0.00078263-0.0029263i,0.0021891-0.0034667i,0.0023826-0.0031651i,0.0014429-0.0027313i,0.00078983-0.0018014i,3.4405e-05-0.0013867i,-0.00059447-0.0016839i,-0.00019182-0.0015686i,-0.00030765-0.0010928i,-0.00051714-0.00097177i
0.0032957+0.00017643i,0.0042052-0.00022715i,0.0039469-0.0020851i,0.0029906-0.0028129i,0.0017267-0.0025422i,0.00083666-0.0010236i,0.001408+0.0011934i,0.003104+0.0030919i,0.0039896+0.0026588i,0.0029438+0.00032979i,0.0012572-0.001396i,0.00070911-0.0018926i,0.0011211-0.0014598i,0.00086068-0.0014335i,-0.00030455-0.0013713i,0.00046388-0.0010369i,0.0017936-0.00023041i,0.0011191+0.00053474i,0.00033083+0.0013052i,-6.0947e-05+0.0022659i,0.00029285+0.0025605i,0.00058457+0.0018978i,9.3135e-05+0.00068386i
-0.00098756+0.00072336i,-0.00043643+0.0011125i,-0.00049792+0.00047049i,-0.0010463-0.00046202i,-0.001959-0.00090792i,-0.0018485-0.00033018i,-0.00017063+0.0004261i,0.0010029+0.0014423i,0.0020533+0.0018575i,0.002427+0.00073024i,0.00018757-0.00058956i,-0.00021429-0.00019631i,0.0019305-0.00012091i,0.0023334-0.0011414i,0.001597-0.0016527i,0.00083147-0.0010338i,0.00015591+6.6451e-06i,-0.00020848-0.00053589i,-0.0003468-0.00077126i,0.00011124-0.0008778i,0.00053351-0.001869i,0.00029791-0.0014445i,-0.0001148-0.00037408i
-0.00066508-0.0012728i,0.0010245-0.0015579i,0.0011274-0.0021825i,0.00050129-0.0015647i,0.00038982-0.00079289i,0.00088433-0.00047178i,0.0010991+0.00073327i,0.001341+0.0015872i,0.0021289+0.0022084i,0.0017619+0.0023653i,0.00045003+0.0014346i,0.00079812+0.001183i,0.0013993+0.0017354i,0.0011531+0.0021053i,0.0019372+0.0024061i,0.0020452+0.0019956i,0.0015435+0.00096281i,0.0021556+0.00070286i,0.0026731+0.00074288i,0.0023106+0.00083867i,0.0011625+0.00070158i,0.00041809+0.00023527i,0.00031762+0.00010303i
-0.0014883+0.00083364i,-0.0012873+0.0017258i,-0.00072513+0.0024158i,-0.00099574+0.0018866i,-0.00098903+0.0024345i,-0.0011094+0.0026599i,-0.0016196+0.0027958i,-0.0011261+0.0036878i,0.00083552+0.0036143i,0.0017619+0.0024615i,0.00089356+0.0010808i,8.3341e-05+0.00040624i,0.00045917-0.0001388i,0.0014929-0.0014196i,0.0018154-0.0015004i,0.00085529-0.00061582i,0.00042578+0.00016507i,0.00061636+0.00041767i,0.0003686-0.00050855i,-0.00037763-0.0016i,-0.00073085-0.001493i,-0.00064863-0.00076836i,0.00021738+9.7439e-05i
-0.00052906-0.00029704i,-0.00049405-0.0010967i,0.00046103-0.0022285i,0.0010737-0.0038824i,-0.00025721-0.0033753i,-0.00075799-0.0013509i,0.00094188+0.00026665i,0.0027157+0.0020885i,0.0029466+0.0031365i,0.0015169+0.001941i,0.00043438+0.00075681i,0.00092092+0.00072193i,0.0024795+0.00080208i,0.0023773+0.00051691i,0.0016813+0.00063605i,0.0014517+0.00088346i,0.0012943+0.00062521i,0.0012145+3.9885e-05i,0.00049466-0.00028273i,-0.00014727+0.00038721i,-9.5893e-05+0.0012721i,0.00011508+0.00091319i,0.00051136+0.00018427i
0.0011758-0.00044905i,-0.00027572-0.0003821i,-0.0011024-0.00018203i,-0.0019566-0.00062184i,-0.0024611-0.00036368i,-0.001649+0.0012048i,-0.00030237+0.0018272i,0.0018836+0.0019731i,0.0026148+0.0015818i,0.001005+0.00016366i,-0.00081484-0.00092389i,-0.00043602+0.00084259i,0.00091838+0.0024504i,0.00032668+0.001268i,-3.4391e-05-9.5601e-05i,2.2457e-05+6.225e-05i,-0.00027002+0.00021726i,-0.00024897+0.00013724i,0.00034503-0.00020939i,0.0010763-0.00049547i,0.00066619-0.00071596i,0.00030178-0.00094374i,0.00048087+3.503e-05i
-7.2368e-05-0.00081337i,-0.00041844-0.0012962i,7.8725e-05-0.0035808i,0.0015661-0.0041211i,0.00096991-0.0027898i,0.00047063-0.0018011i,0.00096106-0.001001i,0.0011212+0.00021025i,0.00087573+0.0010565i,-8.8381e-05+0.00084676i,-0.0017147+0.00095887i,-0.0021458+0.0019728i,-0.0007516+0.0027574i,-6.4893e-05+0.0027132i,-0.00024088+0.0017654i,-0.00067511+0.001049i,-0.00039326+0.00044891i,0.00075711+3.6252e-06i,0.0013215-0.00026168i,0.001431+8.4027e-05i,0.00097993+0.00090421i,0.0011411+0.0011538i,0.0016281+0.00088951i
-0.0010476-0.0002897i,-0.00011404-0.00055035i,0.0004-0.00084969i,-0.00019471-0.0018456i,-0.0012364-0.0019876i,-0.0021601+0.00012056i,-0.0018899+0.0017187i,0.00026826+0.0026285i,0.0020272+0.0028248i,0.0016822+0.0021093i,-0.00055214+0.00086082i,-0.001786+0.00082679i,-0.00055458+0.00064852i,0.00068444+5.832e-05i,-0.00049943-0.00035482i,-0.00057834-0.00070034i,0.00023885-3.0023e-05i,0.00022363+0.00072577i,0.00021593+0.00043569i,-0.00028699+6.1617e-05i,-0.00053399-0.001095i,-0.00034713-0.0017927i,-0.00052033-0.00086706i
0.0021664-0.00068935i,0.0017042-0.00096789i,0.00079444-0.0028596i,-0.0003072-0.0038647i,-0.0017787-0.0022402i,-0.0021665-0.00018769i,-5.5813e-05+0.0013517i,0.0021122+0.0028692i,0.0033296+0.0036541i,0.002733+0.0022531i,0.00056682+0.00088178i,-0.0013976+0.00088206i,-0.00085376+0.00033224i,0.00027417+3.999e-06i,0.00032014+0.00087661i,0.0009617+0.00080658i,0.000822-0.00040152i,0.00092665-0.00032509i,0.0013912+0.00041224i,0.00099647+0.0012328i,0.00087295+0.0015861i,0.00066441+0.00046803i,0.00074143-0.00055632i
0.00095959-0.00011714i,0.0022149-0.00076623i,0.0021064-0.00071089i,0.0012226+6.4695e-06i,0.00027245-0.00039122i,-0.00016662+5.2849e-05i,0.0007293+0.0018757i,0.0023763+0.0024192i,0.0024566+0.0022872i,0.0011146+0.0008593i,-0.0006911-8.2064e-05i,-0.0017592+0.00054695i,-0.0020532+0.0012331i,-0.0020884+0.00021137i,-0.0018606-0.0012578i,-0.00071739-0.0013487i,0.00038744-0.00074108i,9.2327e-05-0.00072842i,-0.00036839-0.0005065i,-0.00055279+0.00022582i,-0.00054328+0.00026013i,-0.00038643+9.0021e-05i,-0.00029955-0.00049145i
9.4363e-05+0.00055041i,0.0007077+0.00035561i,0.0015357-0.00066512i,0.001517-0.001794i,-2.6787e-05-0.0019871i,-0.001158-0.0010541i,-0.00010976+0.00036059i,0.0019987+0.0018816i,0.0031129+0.0022211i,0.0020368+0.0010099i,-0.00061203-0.00063227i,-0.0027475-0.0014093i,-0.0031645-0.0014293i,-0.0019104-0.0013373i,-0.00038343-0.00046271i,0.00022246+0.0010547i,-5.348e-05+0.00085423i,0.00020825-0.00024429i,0.00073134-0.00015877i,0.0014299-0.00059346i,0.001977-0.00037892i,0.0014777+0.00080559i,0.00081728+0.00065123i
0.0002279-0.0018189i,-0.0002912-0.00043377i,-0.00098073-0.00035751i,-0.0015508-0.00048535i,-0.0015521-0.00048664i,-0.00080151-0.00036161i,0.0001097+0.00045049i,0.0011287+0.0014901i,0.0011788+0.0021407i,0.00061426+0.0018994i,-0.00052525+0.0013699i,-0.0014794+0.00068141i,-0.0016606-0.00059674i,-0.00082824-0.0018112i,-0.00010048-0.0023301i,0.00068098-0.0016765i,0.0010435-0.0010384i,0.00078794-0.0013661i,0.00044059-0.0012356i,-4.0064e-05-0.00048356i,-0.00050923-0.00042592i,-0.00052682-0.00053152i,-6.578e-05-0.0001318i
-0.0015068-0.0009892i,-0.0010973-0.0019955i,-0.0003539-0.002607i,5.2736e-05-0.0013369i,0.00013071+0.00025315i,6.5779e-05+0.00047547i,-0.00042859+0.0012653i,-0.0003314+0.002335i,0.0013297+0.0017942i,0.0019133+0.00032606i,0.0015039+3.5199e-06i,0.0005966+0.00028702i,1.8673e-05-0.00015983i,6.2335e-05-8.2343e-05i,-3.7604e-05-0.0001892i,0.00021842-0.00043435i,0.0002071+0.00017246i,0.00069906+0.00082153i,0.0011912+0.00063903i,0.0018406+4.1263e-05i,0.0015147+0.00034962i,1.1971e-05+0.00012589i,0.00069054-0.00061711i
0.00076762+0.00051106i,0.00064644-0.0006794i,0.00080302-0.0020075i,0.00061317-0.00206i,-0.00098462-0.00084499i,-0.0015289-0.00031674i,-0.00064038+0.00067136i,0.00067871+0.0021921i,0.0013295+0.0028797i,0.00081482+0.0012652i,-3.1388e-05-0.00061063i,-0.00050018-0.000416i,-0.00048302-0.00048141i,-9.7261e-05-0.0010719i,-1.7132e-05-0.00085515i,0.00033935-0.0004048i,0.0015997-0.00023522i,0.00158-0.00067644i,0.00094535-0.0010255i,0.00078897-0.00089962i,-0.00018319+0.00018248i,-0.0010478+0.00061503i,-0.00092495+0.00016674i
-0.00055241+0.0030495i,-0.00048669+0.0020179i,0.0020836+0.0013683i,0.0033346-0.00037803i,0.0025799-0.00096782i,0.0016965-0.00095034i,0.00072713-8.3429e-05i,0.00078927+0.002085i,0.0020283+0.0031534i,0.0019668+0.0017987i,0.00012595-0.00065539i,-0.00044009-0.0017852i,0.001256-0.0016826i,0.0022261-0.0011889i,0.0019149-0.00014679i,0.00080492+0.00057974i,0.00023841+0.00074452i,0.00052198+0.00049818i,0.00065747-0.00042391i,0.00048207-0.00043501i,0.00048701+0.00022784i,0.00080002-0.00018118i,0.00088834-0.00043414i
-0.0020761-0.0016176i,-0.0013116-0.00084847i,-0.0018049-0.00091664i,-0.0028309-0.00082562i,-0.0027044+0.00034179i,-0.00061765+0.0014704i,0.00043578+0.0015315i,0.00032541+0.0015513i,0.00094424+0.0018971i,9.8681e-05+0.0019528i,-0.0015085+0.0012266i,-0.0011708+0.00071126i,0.00048578+9.8169e-05i,0.0013763-0.00025117i,0.00050548-0.00065362i,0.00041853-0.00065941i,0.00092624-0.00069299i,0.00057307-0.00092412i,0.00038167-0.001303i,4.4639e-06-0.0016653i,0.00025746-0.0011952i,0.0004238+1.9106e-05i,-0.00017191+0.00083921i
-0.0014342-0.00028124i,0.00049948-0.00023629i,0.0016291-0.00052248i,0.0020319-0.001501i,0.0014487-0.0010825i,0.0011686-0.0003838i,0.0011695+0.00025304i,0.00090373+0.0019584i,0.0011+0.0029948i,0.0010752+0.002141i,-0.00011207+0.00091705i,-0.00083087+0.00015983i,-0.00010104-0.00048982i,0.00054633-0.00072024i,1.9489e-05-0.00029097i,0.00042541+0.0006398i,0.0012562+0.000991i,0.00085718+0.00046315i,0.0011262+0.00054804i,0.0015073+0.00052571i,0.0012365-0.00017073i,0.00078869-0.00072375i,0.00012246-0.00014622i
0.000688+2.0545e-05i,-0.00012227-0.00018479i,-1.706e-05-0.00093686i,0.000101-0.0017364i,-0.00059014-0.0023938i,-0.00081967-0.0022696i,0.00061478-0.00047868i,0.0017597+0.0024529i,0.0019327+0.0033768i,0.00192+0.0021173i,0.00062872+0.00037325i,0.00036233-0.00023251i,0.00095143+0.0003058i,0.00048944+0.00048126i,-3.9644e-05+0.0004208i,-0.00041025+0.00040868i,-0.0006744+0.00014283i,-0.00016277-0.00043189i,-0.00051765-0.0010993i,-0.0010145-0.0013382i,-0.00064837-0.0001833i,-0.00037681+0.00094702i,-0.00036+0.0010913i
0.00389+0.00030365i,0.0036807-0.00042142i,0.0031318-0.0019451i,0.00086953-0.002675i,-0.0011578-0.0032135i,-0.00098395-0.0020513i,-0.00032933+0.00090905i,0.00034854+0.0029855i,0.0012753+0.0034923i,0.0010894+0.0017561i,-0.00048933-4.5531e-05i,-0.0013707-0.00087787i,-0.00038822-0.00056446i,0.0011399-0.00013124i,0.00096211+0.00042706i,9.7602e-05+0.0008198i,0.00072157+0.00096614i,0.0013607+0.00074672i,0.00080885+0.00013431i,0.00042133-6.8525e-06i,0.00039783+0.00082738i,0.00052743+0.00068992i,0.00098761-6.2347e-05i
