-0.001969+0.00076107i,-0.001214+0.0015246i,-0.0021083+0.002861i,-0.0019136+0.003121i,-0.00081694+0.0039569i,-0.00036519+0.0029973i,-0.00015828+0.00083893i,0.00034327+0.00058656i,0.00060388+0.00080552i,0.00092498+0.00098451i,0.0012194-0.00022773i,0.001203-0.0012942i,-7.3404e-06-0.0012551i,-0.0010086-0.0010623i,-0.0010742-0.000658i,-0.00058648-0.00035297i,0.00020872+6.2339e-05i,0.00070522-5.0171e-05i,0.00052807+3.1423e-05i,-0.00036476+0.00021962i,-0.00061508-0.00024003i,-0.0003042+0.00023091i,-6.9946e-06+0.00028289i
-0.015855-0.13655i,-0.029803-0.15123i,-0.01254-0.18224i,-0.021891-0.22932i,-0.070124-0.20984i,-0.069846-0.16036i,-0.051837-0.14113i,-0.066913-0.10378i,-0.057249-0.033642i,-0.016294+0.0038611i,0.00049175+0.0064999i,-0.0089689+0.018022i,-0.012341+0.045104i,-0.0046881+0.063228i,-0.008836+0.067314i,-0.025309+0.061101i,-0.034993+0.04375i,-0.023325+0.029766i,0.0073581+0.018309i,0.022651-0.0001767i,0.0065701-0.016813i,-0.012985-0.020586i,-0.018375-0.014801i
0.12513-0.14466i,0.095702-0.13102i,0.073203+0.0075834i,0.12295+0.10117i,0.13512+0.028684i,0.03161-0.037122i,-0.053604-0.013123i,-0.048774+0.0055623i,-0.03113-0.015998i,-0.032942-0.034872i,-0.028656-0.034398i,-0.0094312-0.031565i,0.0060939-0.044045i,0.00067162-0.060783i,-0.013709-0.05277i,-0.016658-0.015155i,-0.011007+0.02275i,-0.012701+0.031986i,-0.024808+0.018722i,-0.033124+0.006217i,-0.029897+0.0025116i,-0.023436+0.0040384i,-0.016295+0.0075924i
0.15007-0.062438i,0.1804-0.14532i,0.1432-0.2223i,0.018104-0.19006i,-0.10132-0.033804i,-0.11035+0.095646i,-0.044745+0.12575i,0.013322+0.10652i,0.052315+0.075602i,0.066297+0.032493i,0.04947+0.0022063i,0.029932+0.0039274i,0.026339+0.018914i,0.036778+0.029952i,0.051863+0.030487i,0.054358+0.019458i,0.044584+0.0055131i,0.035952-0.0076025i,0.03098-0.014117i,0.02672-0.0056853i,0.023796+0.006821i,0.021009+0.010131i,0.015731+0.00697i
0.0043412+0.16491i,-0.043962+0.24507i,-0.090771+0.33208i,-0.037107+0.32784i,0.071187+0.18542i,0.12682+0.041788i,0.1227-0.0072401i,0.079801-0.020111i,0.016532-0.019179i,-0.021039+0.010648i,-0.021163+0.024389i,-0.012452+0.0015341i,-0.017602-0.033141i,-0.038698-0.053864i,-0.048838-0.057824i,-0.039309-0.065232i,-0.033431-0.070891i,-0.040683-0.047016i,-0.049941+0.00086382i,-0.040126+0.034172i,-0.01503+0.031914i,0.0031598+0.014557i,0.011781+0.00046556i
-0.17786+0.13947i,-0.18817+0.065585i,-0.21312-0.1022i,-0.24573-0.16874i,-0.19889-0.089137i,-0.099328-0.02948i,-0.048636-0.037014i,-0.022254-0.017058i,0.018677+0.018123i,0.04131+0.026287i,0.036298+0.024467i,0.019458+0.024944i,0.013563+0.039377i,0.032021+0.056134i,0.041065+0.048926i,0.024449+0.031695i,0.0067759+0.021268i,0.0023692+0.0067348i,0.0058078-0.020521i,-0.00061173-0.044008i,-0.016086-0.043563i,-0.021307-0.026222i,-0.01301-0.0096237i
-0.093424-0.031208i,0.023733+0.013852i,0.2121+0.013367i,0.28999-0.067414i,0.17893-0.14306i,0.0090066-0.12188i,-0.055408-0.056986i,-0.042609-0.036282i,-0.043901-0.033535i,-0.048284-0.011958i,-0.03266+0.0059116i,-0.025953+0.0044423i,-0.048305+0.0030535i,-0.07783+0.01764i,-0.086948+0.039722i,-0.065356+0.054278i,-0.027933+0.052477i,0.0025512+0.044939i,0.026054+0.035416i,0.031889+0.016024i,0.012588+0.0026542i,-0.0060333+0.0042691i,-0.012311+0.0075532i
0.084942-0.11923i,0.09343-0.13585i,0.059442-0.13138i,-0.031783-0.037185i,-0.084426+0.13264i,-0.03284+0.19867i,0.015882+0.13007i,0.022387+0.051619i,0.028037-0.0076569i,0.019041-0.05387i,-0.0052432-0.05903i,-0.0089449-0.026187i,0.016008-0.0030212i,0.040189-0.017733i,0.04938-0.036014i,0.048427-0.027388i,0.044892-0.0074803i,0.04166-0.0089475i,0.028107-0.02702i,0.014156-0.027043i,0.014158-0.015586i,0.016157-0.013391i,0.0080106-0.011984i
0.073324-0.024895i,-0.011934+0.065826i,-0.083881+0.21421i,-0.061776+0.20346i,-0.018699+0.017052i,0.001335-0.091313i,0.011894-0.082687i,-0.021551-0.061467i,-0.062282-0.027914i,-0.056949-0.0013088i,-0.034286-0.0055832i,-0.019734-0.017821i,-0.010411-0.027916i,-0.0058761-0.028827i,-0.0046442-0.01967i,-0.010191-0.01596i,-0.023001-0.017041i,-0.027118-0.0066543i,-0.0094428+0.016064i,0.019135+0.03222i,0.038322+0.028465i,0.036147+0.010065i,0.019772-0.0024624i
-0.015458-0.034628i,-0.1306-0.11532i,-0.22655-0.16493i,-0.14434-0.12644i,0.054396-0.07175i,0.12078-0.075748i,0.04653-0.052682i,0.013547+0.010675i,0.036522+0.031239i,0.040059+0.020565i,0.031895+0.022923i,0.041942+0.025909i,0.065103+0.012162i,0.083276-0.014641i,0.082121-0.043197i,0.060186-0.05777i,0.030823-0.050145i,-0.0039707-0.031083i,-0.044797-0.0082194i,-0.067367+0.013225i,-0.061305+0.017868i,-0.044078+0.012252i,-0.022462+0.0076089i
-0.0022467-0.0082779i,0.13661-0.041731i,0.31355-0.034986i,0.34182-0.037683i,0.15025-0.05796i,-0.044241-0.018547i,-0.066082+0.038083i,-0.0082972+0.046416i,0.0095004+0.042072i,0.0069192+0.051179i,0.01431+0.044015i,0.010035+0.023694i,-0.01197+0.020812i,-0.026355+0.039789i,-0.019964+0.054525i,-0.0026498+0.044915i,0.0046813+0.024933i,0.0011924+0.012029i,0.0010958-0.0044566i,-0.0040592-0.027195i,-0.015214-0.025202i,-0.012634-0.00066922i,0.00080294+0.011494i
-0.028489+0.099086i,0.014004+0.13382i,-0.033789+0.093912i,-0.13017+0.092785i,-0.11638+0.15029i,-0.00017909+0.13647i,0.080598+0.053155i,0.089494-0.01293i,0.076378-0.051273i,0.052548-0.065926i,0.023601-0.052851i,0.0028296-0.032592i,-0.014485-0.022549i,-0.036419-0.028594i,-0.058605-0.034068i,-0.062523-0.027314i,-0.038284-0.020896i,-0.0062058-0.013935i,0.017822-0.001228i,0.028452+0.0086852i,0.024615+0.012633i,0.023038+0.011835i,0.023154+0.0040544i
-0.17557-0.0032602i,-0.26312+0.070162i,-0.28905+0.091812i,-0.29558+0.027413i,-0.28637-0.032634i,-0.2085-0.033821i,-0.10899-0.035463i,-0.074184-0.024638i,-0.061193+0.014011i,-0.024848+0.020399i,-0.0093464-0.014106i,-0.024972-0.045161i,-0.042182-0.048336i,-0.042219-0.022281i,-0.028504+0.0088046i,-0.023997+0.029046i,-0.032775+0.043265i,-0.02595+0.045032i,-0.0048251+0.029059i,0.010376+0.0075775i,0.020808-0.0077898i,0.020258-0.018005i,0.0062965-0.018281i
0.14343-0.19121i,0.072289-0.31778i,-0.011616-0.36699i,0.042345-0.31929i,0.15835-0.26484i,0.13493-0.2288i,0.01111-0.13646i,-0.04011-0.051264i,-0.024033-0.025164i,-0.011495-0.011227i,-0.0015955+0.0087118i,0.016729+0.023548i,0.0393+0.02489i,0.046258+0.016667i,0.027934+0.014522i,0.0067263+0.02142i,0.007748+0.021216i,0.016046+0.00046962i,0.010415-0.01491i,0.0036972-0.00631i,-0.00070922-0.0032487i,-0.014525-0.011216i,-0.02572-0.0084442i
0.26534+0.081065i,0.47467+0.098396i,0.63589+0.16744i,0.59245+0.24675i,0.36885+0.28309i,0.1655+0.28136i,0.086797+0.21186i,0.073474+0.11444i,0.0463+0.055312i,0.00544+0.04729i,-0.017764+0.056337i,-0.026028+0.059697i,-0.023175+0.064497i,-0.0037969+0.059403i,0.029458+0.038776i,0.059343+0.012572i,0.060771-0.0024066i,0.033889+0.0098176i,0.0012862+0.022993i,-0.026441+0.015458i,-0.04302+0.0050863i,-0.04405+0.0055044i,-0.031687+0.0084495i
-0.002372+0.24499i,-0.063039+0.34616i,-0.22118+0.32166i,-0.34713+0.20254i,-0.31693+0.11614i,-0.16073+0.066942i,-0.01516+0.026488i,0.037992-0.0085711i,0.024339-0.036873i,-0.0067521-0.048866i,-0.017742-0.036086i,-0.0010444-0.013939i,0.016189-0.0088013i,0.016452-0.021411i,0.0066554-0.030441i,0.002868-0.030055i,0.0052437-0.037656i,0.0073282-0.053178i,0.014034-0.061316i,0.028051-0.056349i,0.036422-0.039125i,0.036236-0.022915i,0.030437-0.016723i
-0.56364+0.033575i,-0.73205+0.062796i,-0.62728+0.016222i,-0.37759-0.07236i,-0.19179-0.11295i,-0.090317-0.085141i,-0.04114-0.052952i,-0.053037-0.020374i,-0.050801+0.028792i,-0.010061+0.036522i,0.0068625+0.0070102i,-0.002259-0.019498i,-0.015377-0.039914i,-0.018452-0.051013i,-0.015328-0.056876i,-0.024606-0.048966i,-0.030485-0.0096613i,-0.017436+0.037308i,0.0042582+0.062222i,0.015122+0.064266i,0.016263+0.05566i,0.021623+0.043649i,0.026155+0.024555i
0.0021573-0.55335i,0.0041178-0.75769i,-0.027536-0.68987i,-0.015962-0.47505i,0.020244-0.38615i,-0.05089-0.37078i,-0.15057-0.2561i,-0.13527-0.11905i,-0.084367-0.072547i,-0.058519-0.057128i,-0.025083-0.038849i,0.021052-0.035462i,0.059578-0.045417i,0.064624-0.054197i,0.043911-0.044611i,0.021714-0.028035i,0.0022752-0.030478i,-0.02291-0.041284i,-0.044524-0.038139i,-0.044363-0.028741i,-0.034391-0.026221i,-0.027708-0.024372i,-0.016668-0.016749i
0.40482+0.13593i,0.72586+0.25754i,0.95891+0.26167i,0.88865+0.20052i,0.61491+0.20478i,0.3929+0.20298i,0.25022+0.11194i,0.15767+0.025808i,0.12001+0.0098272i,0.1041+0.026548i,0.075886+0.031218i,0.018816+0.032571i,-0.034445+0.059545i,-0.047285+0.084971i,-0.040635+0.077701i,-0.036409+0.048336i,-0.03241+0.027456i,-0.012636+0.026211i,0.017107+0.026725i,0.02569+0.023469i,0.016338+0.019764i,0.0059617+0.017451i,0.00081442+0.015514i
0.09283+0.21485i,-0.11678+0.37119i,-0.39803+0.45054i,-0.56017+0.40188i,-0.51369+0.33622i,-0.3243+0.27275i,-0.11395+0.19162i,-0.0087288+0.11725i,0.0048396+0.056427i,-0.015168+0.0057851i,-0.033802-0.015358i,-0.02889-0.016395i,-0.019312-0.021087i,-0.017277-0.019949i,-0.0071835-0.0058508i,0.018211+0.0016517i,0.032778-0.0084021i,0.018909-0.017749i,-7.7761e-05-0.019066i,-0.0079159-0.021073i,-0.009878-0.021396i,-0.0092087-0.017917i,-0.0097955-0.0093403i
-0.29163+0.18307i,-0.47884+0.053081i,-0.47425-0.085994i,-0.23009-0.18086i,-0.043965-0.27789i,-0.030417-0.24514i,-0.042208-0.10564i,-0.020546-0.0070795i,0.0009862+0.036781i,0.026734+0.041665i,0.029349+0.014529i,0.00097515+1.6707e-05i,-0.01757+0.016442i,-0.01252+0.039742i,0.0029724+0.048931i,0.0092198+0.059189i,0.016228+0.077334i,0.036266+0.067102i,0.043901+0.025049i,0.035307-0.0042673i,0.032269-0.0017976i,0.036831+0.007375i,0.033296+0.0068177i
-0.049374-0.55373i,-0.0092774-0.75328i,-0.063235-0.58652i,-0.088275-0.19056i,0.022312+0.012335i,0.089046-0.040718i,0.061357-0.083594i,0.046596-0.098478i,0.019691-0.14019i,-0.036473-0.13987i,-0.048684-0.087239i,-0.0061912-0.051642i,0.03297-0.068765i,0.03408-0.097178i,0.015285-0.093027i,0.0014369-0.071646i,-0.01012-0.053684i,-0.033506-0.030638i,-0.060795+0.0096477i,-0.06591+0.044051i,-0.055522+0.033795i,-0.050548+0.010143i,-0.036926+0.0084687i
0.39591+0.2611i,0.76797+0.40608i,0.92588+0.15859i,0.65355-0.189i,0.27899-0.18102i,0.13814-0.017883i,0.1231+0.0095691i,0.092847+0.00044624i,0.086648+0.038707i,0.1075+0.073289i,0.10523+0.065813i,0.068998+0.04952i,0.038272+0.053344i,0.025775+0.045917i,-0.0022039+0.020181i,-0.044824+0.0023776i,-0.067864-0.0044891i,-0.061558-0.0069479i,-0.047785-0.0094112i,-0.033568-0.014488i,-0.0094796-0.020245i,0.0074115-0.026955i,0.0036217-0.029099i
-0.37486-0.004892i,-0.65971+0.18379i,-0.59175+0.41504i,-0.3126+0.4475i,-0.19717+0.33678i,-0.19816+0.24836i,-0.17989+0.1452i,-0.17462+0.054363i,-0.17893+0.01901i,-0.17118+0.016509i,-0.13444+0.034614i,-0.077593+0.024616i,-0.048966-0.013842i,-0.049464-0.03037i,-0.042803-0.023507i,-0.016258-0.012345i,0.014962-0.0061485i,0.036923-0.0016814i,0.057234-0.0079884i,0.06554-0.020545i,0.040587-0.0078796i,0.0028917+0.016782i,-0.021746+0.018232i
0.10068+0.07037i,0.030699-0.089799i,-0.13442-0.20334i,-0.22366-0.24623i,-0.23623-0.32548i,-0.25943-0.32656i,-0.22904-0.16241i,-0.1278+0.0010595i,-0.037672+0.071578i,0.01619+0.063794i,0.016463+0.0090668i,-0.010763-0.010988i,-0.0073692+0.0098557i,0.014559+0.016788i,0.028849+0.017421i,0.043991+0.042246i,0.06207+0.073665i,0.081844+0.066819i,0.088296+0.019682i,0.063233-0.017704i,0.036043-0.023494i,0.032418-0.027822i,0.032669-0.040393i
-0.18717-0.15553i,-0.18354-0.16212i,-0.10744+0.013116i,0.082933+0.24754i,0.34204+0.29543i,0.40269+0.16866i,0.26394+0.072095i,0.13182+0.025387i,0.048342-0.013194i,0.0065955-0.020984i,0.0087771-0.024344i,0.0022457-0.034986i,-0.016106-0.027392i,-0.011398-0.025412i,0.0052823-0.046814i,-0.0046178-0.07134i,-0.05019-0.070988i,-0.087383-0.024883i,-0.066315+0.03412i,-0.015631+0.045568i,0.0010972+0.020613i,-0.0044024+0.012709i,0.0068061+0.01947i
0.51583+0.2196i,0.78054+0.13621i,0.68409-0.21299i,0.23735-0.43177i,-0.14255-0.2202i,-0.15403+0.097871i,0.010823+0.16032i,0.10835+0.055224i,0.12871-0.02958i,0.10602-0.062701i,0.06437-0.045158i,0.038027-0.0026305i,0.034803+0.019293i,0.045093+0.018848i,0.043883-0.0058118i,0.026861-0.062573i,0.010604-0.11455i,-0.0053295-0.1224i,-0.027406-0.078767i,-0.042074-0.011749i,-0.037754+0.019665i,-0.037797+0.0037455i,-0.035476-0.012031i
-0.75763+0.014328i,-1.0055+0.18228i,-0.66647+0.3561i,-0.095131+0.25726i,0.08508-0.011445i,-0.023383-0.14066i,-0.044366-0.11991i,0.027506-0.08026i,0.084474-0.064904i,0.087755-0.063578i,0.04502-0.054074i,0.015294-0.034137i,0.0060315-0.027231i,-0.012272-0.015162i,-0.013202+0.019468i,0.0085077+0.064137i,0.014792+0.10151i,0.0088202+0.10729i,0.013551+0.069299i,0.016322+0.022518i,0.011321+0.0054696i,0.017551+0.0018456i,0.028888-0.0075001i
0.39571-0.57423i,0.4914-0.72222i,0.24125-0.51164i,-0.0031965-0.14653i,0.080838-0.084599i,0.19616-0.29959i,0.084584-0.37126i,-0.08122-0.22896i,-0.15965-0.10787i,-0.18361-0.065022i,-0.16757-0.026891i,-0.10976+0.011248i,-0.055061+0.02072i,-0.025038+0.0089016i,0.0054413+0.00048794i,0.028817-0.0025517i,0.030419-0.013223i,0.024977-0.022578i,0.022142-0.0078174i,0.012167+0.014855i,-0.0081384+0.027565i,-0.0043383+0.041232i,0.031076+0.04694i
-0.15626+0.14996i,-0.32128+0.48275i,-0.26+0.65823i,-0.097512+0.54919i,-0.093076+0.40244i,-0.14995+0.34424i,-0.031774+0.23157i,0.1418+0.016076i,0.16255-0.14111i,0.1099-0.14711i,0.095418-0.12452i,0.068231-0.14797i,0.014501-0.15985i,-0.0080724-0.14228i,-0.01508-0.11187i,-0.026983-0.071057i,-0.032096-0.038996i,-0.04029-0.011961i,-0.046019+0.026716i,-0.030619+0.034828i,-0.017827-0.0095004i,-0.034708-0.040044i,-0.051893-0.018699i
0.45991-0.17874i,0.46513-0.58772i,0.22152-0.87294i,-0.08445-0.82397i,-0.25399-0.59375i,-0.28251-0.3739i,-0.28906-0.14266i,-0.20615+0.12623i,0.0064137+0.23767i,0.11112+0.15788i,0.065406+0.11965i,0.049261+0.14535i,0.077554+0.11849i,0.083491+0.066073i,0.07691+0.031463i,0.074902-0.0016011i,0.07608-0.051635i,0.054222-0.10103i,-0.01429-0.10157i,-0.070823-0.051902i,-0.061162-0.017088i,-0.022804-0.026469i,0.0018092-0.04372i
-0.63866+0.65063i,-0.48114+0.77109i,-0.1797+0.57693i,-0.040222+0.33548i,-0.14253+0.30291i,-0.23402+0.47862i,-0.07317+0.53211i,0.073459+0.3634i,0.039883+0.28443i,0.050664+0.28876i,0.057451+0.13758i,-0.048149-0.041043i,-0.11394-0.10559i,-0.12013-0.1167i,-0.13867-0.049864i,-0.1149+0.089722i,-0.029636+0.19923i,0.067406+0.22182i,0.11956+0.14943i,0.098388+0.040437i,0.049819-0.029057i,0.021318-0.05051i,0.011971-0.03521i
0.19997+4.6029i,2.0429+4.1039i,5.5332+4.6534i,7.043+2.594i,6.3661-0.62616i,3.6443-3.1762i,0.43161-2.6922i,-0.6723-0.60363i,0.21668+0.4141i,1.1848-0.050259i,0.92832-0.86621i,-0.15989-1.0231i,-1.1412-0.57243i,-1.6104+0.15833i,-1.3022+0.76195i,-0.45248+0.88236i,0.24314+0.58403i,0.41723+0.16379i,0.24031-0.04651i,0.070124+0.056104i,0.069046+0.22767i,0.094549+0.29361i,0.063656+0.27205i
0.37659-0.05367i,0.30904+0.20005i,0.2742+0.20591i,0.1721-0.035792i,-0.011721-0.12223i,-0.018476+0.10287i,0.1655+0.27704i,0.23565+0.2528i,0.16306+0.21822i,0.10989+0.16766i,0.046062+0.054428i,-0.041838-0.015027i,-0.081993-0.012606i,-0.097191+0.016951i,-0.1057+0.078622i,-0.073421+0.13834i,-0.0051347+0.14162i,0.064375+0.10262i,0.08797+0.069464i,0.057951+0.055565i,0.013085+0.034156i,-0.02072+0.0088092i,-0.031566+0.011565i
0.36798-0.13317i,0.17053-0.62641i,0.014851-0.7608i,0.16247-0.5752i,0.37952-0.39926i,0.40927-0.26706i,0.2832-0.16283i,0.19314-0.089397i,0.25391-0.074395i,0.29096-0.15831i,0.17597-0.18082i,0.072287-0.089175i,0.058961-0.040898i,0.045774-0.055602i,0.023724-0.051798i,0.028218-0.035301i,0.027664-0.026877i,0.0053243-0.0037i,-0.015633+0.020986i,-0.037983+0.007867i,-0.062028-0.027181i,-0.072657-0.043781i,-0.068479-0.03092i
-0.26568+1.0018i,0.09661+1.1693i,0.21236+0.96779i,0.068737+0.70928i,0.030137+0.53129i,0.032957+0.33055i,-0.023733+0.1949i,-0.045551+0.12267i,-0.077953+0.065084i,-0.10467+0.091373i,-0.068978+0.11839i,-0.060291+0.086245i,-0.10098+0.069531i,-0.11074+0.076281i,-0.060954+0.093766i,0.022117+0.10559i,0.076308+0.069866i,0.076795+0.0039479i,0.048107-0.023629i,0.023778+0.0002606i,0.017945+0.023023i,0.012712+0.010281i,-0.0059978-0.011474i
-0.85144-0.57836i,-0.90909-0.33424i,-0.63682-0.043162i,-0.39238+0.17439i,-0.31906+0.37146i,-0.21892+0.47948i,-0.036889+0.41254i,0.12398+0.23415i,0.19614+0.077569i,0.18607+0.0012751i,0.13784-0.041684i,0.075019-0.073888i,0.032481-0.078133i,0.030787-0.066682i,0.030203-0.061822i,0.01584-0.063225i,0.011207-0.068251i,0.012526-0.065116i,0.017015-0.030235i,0.036641+0.011078i,0.041786+0.02226i,0.0082969+0.02212i,-0.015927+0.027895i
0.54974-0.55019i,0.40065-0.50217i,0.33647-0.26846i,0.40517-0.091951i,0.39611+0.019982i,0.29838+0.12449i,0.18175+0.086922i,0.069176-0.010669i,0.062414-0.032385i,0.1164-0.045202i,0.11254-0.053976i,0.076185-0.051141i,0.026832-0.048211i,-0.017072-0.016077i,-0.019662+0.012133i,-0.011964+0.0094503i,-0.018968+0.010845i,-0.024058+0.018699i,-0.018052+0.017067i,-0.016688+0.012087i,-0.027+0.015881i,-0.020958+0.023694i,0.0052901+0.013846i
0.61139+0.50828i,0.69896+0.14576i,0.4568-0.3175i,0.094691-0.5802i,-0.14774-0.59197i,-0.25009-0.44004i,-0.2842-0.22929i,-0.28603-0.071732i,-0.28106-0.0063098i,-0.26799+0.021974i,-0.22954+0.069062i,-0.1493+0.1299i,-0.059234+0.15352i,-0.025904+0.12385i,-0.041496+0.090922i,-0.036964+0.084479i,0.0027097+0.0811i,0.05063+0.048392i,0.074225-0.014841i,0.062421-0.056539i,0.046268-0.052742i,0.033105-0.040961i,0.0094901-0.036216i
-0.53111+0.65722i,-0.49522+0.82671i,-0.48042+0.83294i,-0.42547+0.78901i,-0.22484+0.60288i,-0.017998+0.26562i,0.085417+0.018782i,0.080431-0.049242i,0.0030642-0.0020043i,-0.026686+0.076681i,0.0080091+0.067838i,0.0046202-0.0069466i,-0.04816-0.044061i,-0.090658-0.015517i,-0.097279+0.030813i,-0.08454+0.052619i,-0.061844+0.060915i,-0.036372+0.067397i,-0.023544+0.068627i,-0.011406+0.065357i,0.0074189+0.059144i,0.017962+0.044184i,0.0089824+0.024068i
-0.30481-0.59521i,-0.30941-0.43292i,-0.12048-0.17068i,0.0047692-0.021583i,-0.041839+0.057931i,-0.075708+0.083184i,-0.055604+0.016482i,-0.014866-0.022417i,0.094608-0.031535i,0.15668-0.090553i,0.11228-0.087184i,0.096594-0.021462i,0.12174-0.0010484i,0.12773-0.01024i,0.11699-0.030116i,0.084845-0.070894i,0.037515-0.11097i,-0.0062277-0.12485i,-0.029844-0.1009i,-0.021133-0.064517i,-4.6381e-05-0.044831i,0.0072024-0.029525i,0.0014521-0.0089133i
0.44902-0.22695i,0.4731-0.40913i,0.47748-0.6558i,0.40819-0.82993i,0.20986-0.71619i,-0.029957-0.34312i,-0.13954-0.0010662i,-0.10574+0.089184i,-0.077904+0.024113i,-0.064651+0.0034088i,-0.014503+8.8224e-05i,0.0057387-0.028773i,-0.0093851-0.031785i,-0.011887-0.01793i,-0.010215-0.0015144i,-0.0090088+0.013967i,-0.0049524+0.014007i,-0.00030535-0.0027332i,-0.011235-0.032154i,-0.038147-0.041639i,-0.049397-0.022357i,-0.039699+0.00018291i,-0.022535+0.013868i
0.14611+0.1615i,-0.091383+0.046422i,-0.58589+0.15037i,-0.76407+0.50655i,-0.34137+0.67297i,0.19536+0.42522i,0.38286+0.099184i,0.27716-0.037024i,0.11278-0.027321i,0.026718-9.3605e-05i,0.00071027+0.0017186i,-0.011576+0.01546i,0.0037857+0.029867i,0.030559+1.1598e-05i,0.038535-0.057771i,0.030923-0.10609i,0.0052711-0.12612i,-0.029124-0.094776i,-0.037774-0.028468i,-0.019442+0.014986i,0.00266+0.022259i,0.020221+0.010182i,0.026007-0.0061995i
-0.3494+0.52845i,-0.053452+0.96004i,0.53187+1.0313i,0.81813+0.53167i,0.51819-0.1041i,0.085406-0.36829i,-0.12063-0.31708i,-0.15432-0.15747i,-0.11135-0.01468i,-0.077677+0.048598i,-0.061903+0.071955i,-0.025165+0.046524i,-0.031826-0.021564i,-0.089229-0.049985i,-0.12815-0.029371i,-0.13119+0.019036i,-0.092354+0.076303i,-0.024478+0.10023i,0.028598+0.081133i,0.048257+0.046783i,0.037544+0.026984i,0.020489+0.021818i,0.010941+0.011229i
0.11743-0.77097i,0.070843-1.3224i,-0.052575-1.5658i,-0.15212-1.2579i,-0.17597-0.65598i,-0.19425-0.17109i,-0.21335+0.078302i,-0.1505+0.12267i,-0.049435+0.030799i,-0.0008898-0.062225i,0.018066-0.094085i,0.037755-0.077537i,0.072144-0.033764i,0.1156-0.0016163i,0.13342+0.013878i,0.12059+0.019346i,0.09117+0.0061334i,0.046463-0.019936i,-0.0038644-0.029176i,-0.034739-0.011095i,-0.041129-0.00056206i,-0.043029+0.0022694i,-0.037372+0.020936i
0.098125+0.68752i,-0.04589+1.0181i,-0.40109+1.1351i,-0.52439+1.0467i,-0.18597+0.78181i,0.20743+0.41576i,0.35922+0.12203i,0.29056-0.034586i,0.12165-0.049678i,0.0065659+0.026835i,-0.033902+0.085695i,-0.050466+0.10052i,-0.053925+0.098911i,-0.052922+0.088197i,-0.043488+0.06323i,-0.02203+0.030045i,-0.0088182+0.0182i,-0.0031303+0.034525i,0.0090712+0.043395i,0.015872+0.020034i,0.012241-0.0079827i,0.0085406-0.018817i,0.0060221-0.026595i
-0.29844-0.33446i,-0.16291-0.23888i,0.324-0.073808i,0.60673-0.11106i,0.36043-0.25597i,-0.0088899-0.28925i,-0.18603-0.22584i,-0.191-0.11515i,-0.097903-0.037238i,-0.013143-0.03696i,0.0086508-0.032438i,-0.0058203+0.00011722i,-0.021804+0.021815i,-0.0099089+0.021263i,0.011742+0.011658i,0.025887+0.014311i,0.044261+0.017419i,0.052914+0.0057777i,0.051433-0.0069952i,0.051404-0.010401i,0.044783-0.0055634i,0.034732+0.004668i,0.026076+0.01036i
0.44988-0.25331i,0.39964-0.54981i,0.15104-0.72i,-0.06957-0.5298i,-0.13692-0.078482i,-0.091375+0.30541i,-0.026145+0.40721i,0.0058578+0.28633i,0.011961+0.1382i,0.018544+0.031348i,0.023188-0.058492i,0.018674-0.11739i,0.0068702-0.13629i,-0.011569-0.12289i,-0.018294-0.097511i,-0.021878-0.087584i,-0.040338-0.078132i,-0.049131-0.050858i,-0.041503-0.020786i,-0.031973+0.0023766i,-0.017766+0.014118i,-0.0023556+0.007873i,0.0073295-0.0015172i
-0.093795+0.42644i,-0.1875+0.53702i,-0.35422+0.57083i,-0.37677+0.46178i,-0.16325+0.19757i,0.069468-0.069i,0.17031-0.1858i,0.14353-0.16203i,0.082903-0.088142i,0.045165-0.018224i,0.022182+0.043272i,0.016047+0.084058i,0.011844+0.1048i,-0.016213+0.1374i,-0.046126+0.18145i,-0.04026+0.19766i,-0.0027329+0.15157i,0.025986+0.057344i,0.023087-0.016967i,0.013352-0.038531i,0.0071508-0.042092i,-0.015543-0.042218i,-0.04165-0.025948i
-0.36768+0.12216i,-0.12687+0.28102i,0.25414+0.3097i,0.37312+0.22589i,0.17622+0.12907i,-0.070574+0.061099i,-0.16272+0.015864i,-0.11513-0.019638i,-0.072561-0.027706i,-0.058746+0.00064224i,-0.037563+0.0073689i,-0.041366-0.0043223i,-0.043174+0.0099206i,0.0069753+0.014247i,0.071194-0.011211i,0.096388-0.034089i,0.070116-0.022105i,0.027906+0.027078i,0.014587+0.056483i,0.014107+0.044472i,0.010484+0.037714i,0.024409+0.041689i,0.040637+0.030767i
0.037146-0.58505i,-0.19397-0.7702i,-0.42007-0.80793i,-0.49021-0.64393i,-0.39192-0.29811i,-0.20631+0.0075524i,-0.081948+0.13242i,-0.044473+0.14985i,-0.015849+0.12286i,4.9828e-05+0.060616i,-0.0062094+0.022262i,0.021687+0.0093555i,0.062239-0.044205i,0.041971-0.12222i,-0.03008-0.17031i,-0.10347-0.17448i,-0.13387-0.14527i,-0.11744-0.10313i,-0.09894-0.060421i,-0.087038-0.022822i,-0.061214-0.0033692i,-0.034595-0.010785i,-0.025922-0.025349i
