-0.0018581+0.0012234i,-0.0038601-0.00044845i,-0.0044183-0.00015218i,-0.0037583+0.00075176i,-0.003364+0.0017291i,-0.0020799+0.0028987i,-0.00059577+0.0025781i,0.00069998+0.0017147i,0.0015887+0.0013284i,0.0015464+0.00071075i,0.0013586+1.6423e-05i,0.00098304-0.00042819i,3.3579e-05-0.00080355i,-0.00033103-0.00080467i,-0.00032359-0.00019079i,0.00047993+0.00081336i,0.00091033+0.0009718i,0.00048562+0.00021426i,-8.7843e-05+0.00012884i,-0.00020138-3.9219e-06i,-8.3667e-05+0.00017124i,-0.00075258+0.00043872i,-0.00059639-8.1378e-06i
0.00080617-0.0030688i,-0.00050693-0.0031649i,-0.0018201-0.0031766i,-0.002999-0.00095489i,-0.0022883+0.00077836i,-0.001979+0.00097659i,-0.0014932+0.00054787i,-0.00031288-0.00021949i,6.5074e-05-0.00070734i,0.00046205-0.00086988i,0.00087119-0.00020494i,0.00084241+0.00020215i,0.00057944-0.00025316i,5.9745e-05-0.00091322i,-0.00039102-0.0014251i,0.00093326-0.00084356i,0.0013833+0.00032162i,0.00022233+0.00074886i,-0.00024028+0.00080864i,-0.00057556+0.00051017i,-0.00097692+0.00033131i,-0.00078457+0.00045229i,-0.00021209-1.8941e-05i
0.002306-0.0003513i,0.0024128-0.00049833i,0.0030992-0.00054559i,0.0014158+0.0010937i,-0.00032775+0.001926i,-0.00050538+0.0016636i,-0.00027643+0.00059922i,0.00021193-0.0012348i,0.00075684-0.0017603i,0.00056535-0.0006138i,0.00051201+0.00037438i,0.00037028+0.00038001i,2.0857e-05+0.0010814i,5.1705e-05+0.0016622i,-0.00021952+0.00083344i,2.494e-05+0.00026977i,-0.00019908+0.00025769i,-0.00030702+0.00054448i,0.00036666+0.00040158i,0.00090426-0.00025364i,0.00060321-7.1362e-05i,0.00012229+2.4848e-05i,-0.00013455-0.00017952i
-0.00063757-0.0014257i,-0.00037126-0.0001981i,-0.0021931+0.0013648i,-0.0035898+0.0022862i,-0.0026684+0.0018483i,-0.0013216+0.0014057i,-0.00043243+0.0011979i,-0.00014375+0.0011035i,-0.0004546+0.00013429i,-0.0002595-0.00077577i,8.2992e-05-0.00045038i,0.00016004-3.9306e-05i,-0.0003878+0.00064421i,-0.00033453+0.00055954i,0.00022135+0.00022903i,0.00046485+0.00035853i,0.00074873+0.00010955i,0.0011651-7.4297e-05i,0.00093209+0.00034487i,1.7482e-05+0.00056211i,-0.00027616+0.00018853i,8.4719e-05-0.00026133i,0.00041023-0.0005725i
-0.0011711-0.00016894i,-0.0020376-0.00015362i,-0.0030614+0.00064947i,-0.0025684+0.0018335i,-0.0019839+0.0017493i,-0.0021859+0.0011965i,-0.0014494+0.00066523i,0.00070255+7.6221e-05i,0.0017618-0.00037217i,0.00078421-0.0014784i,-9.5318e-05-0.0015984i,-0.0012471-0.00061168i,-0.0017951+0.00017757i,-0.00087648+0.00057667i,0.00032087+0.00060959i,0.0010238+0.00091151i,0.0016191+0.0014421i,0.001154+0.0010333i,0.00042897+0.00014572i,0.00066207-0.00016642i,0.0009178-0.00022979i,0.00077068-0.00060798i,0.00033162-7.811e-05i
-7.9693e-05-0.0013022i,-0.00042945-0.0015977i,-0.00080496-0.0018797i,-0.0020043-0.0007778i,-0.001336+0.0010165i,5.7806e-05+0.001274i,-6.7455e-05+0.0003383i,-0.00032023-0.00055776i,0.00015285-0.00061224i,0.00044789-0.0004793i,0.00031469-4.7053e-05i,-0.00063216-0.00016646i,-0.0010377-0.00054559i,-0.0003531-0.00020348i,-0.0002378+0.00015754i,-0.00043388+9.9989e-05i,-0.0002208+0.00057756i,-0.00064628+0.0011107i,-0.00029204-1.5098e-05i,0.00059962-0.00028178i,-0.00014149+0.00046507i,-0.00034008+0.0002977i,-6.003e-05-0.00041302i
0.00013692+0.00069686i,-4.456e-05-0.00020971i,-0.0010913-0.00040396i,-0.0021276+0.0007711i,-0.0021876+0.0018045i,-0.0010081+0.0017066i,0.0003943+0.0013194i,0.001073+0.00098615i,0.0008629+0.00010689i,0.00032447-0.0002586i,-0.0002158-3.1903e-05i,-0.00071078-0.00019793i,-0.00067539-0.00031324i,-0.00038535-3.1823e-05i,-0.00062278+4.6431e-05i,-0.00055916+0.00030467i,-8.0726e-05+0.0009059i,-6.1541e-07+0.0014178i,-0.0001677+0.0011164i,0.00044214+0.00050834i,3.2562e-05+4.8687e-05i,-0.00071117-0.00046623i,-0.00080165-0.0007321i
0.00093186+0.00089117i,0.0012252+0.0010559i,0.0007225+0.0011066i,-0.0013256+0.0013091i,-0.0017035+0.0011919i,-0.00050249+0.00060956i,0.00067652+6.787e-05i,0.00065697+0.0001129i,0.00043145-0.0001548i,0.00043727-0.00058292i,-0.0001073-0.00012233i,-0.00047941+0.00018144i,-0.00080651-0.00068842i,-0.00060973-0.00047855i,4.4332e-05+0.00063675i,0.00046115+0.00023516i,-0.00033133+0.00047577i,-0.00067057+0.0012154i,-0.00016865+0.0010173i,-7.2115e-05+5.9247e-05i,0.00011218-0.00050422i,0.00024147+2.8743e-05i,4.7255e-05+0.0001568i
0.00048878+0.0015961i,0.00091192+0.0013388i,0.00034342+0.0010515i,-0.0012589+0.00038461i,-0.0022097+0.00029297i,-0.0015322+0.00090487i,-0.00036014+0.00078074i,0.0001594+0.00043249i,8.1545e-05+0.00026969i,0.00027566-0.000345i,0.00038753-0.0002244i,0.00048922-0.00017619i,0.00044467-8.5716e-05i,-0.00034007+0.00049399i,-0.00074909+0.00036837i,0.00019919+0.00032557i,0.00063058+0.00086156i,-8.8694e-05+0.0015131i,-0.0003199+0.0012758i,0.00018204+0.00060309i,0.00091112+0.00025559i,0.0014693-0.0004663i,0.00042865-5.2276e-05i
6.802e-05+0.0018377i,-0.00056266+0.0017787i,-0.00060961+0.00095747i,-0.00062946+0.00086822i,-0.0013326+0.0010733i,-0.00097731+0.0010572i,0.00047859+0.0015564i,0.0013871+0.0015112i,0.0015336+0.00063789i,0.00099233-0.00026799i,0.00065511-0.00087622i,0.0001565-0.00028253i,-0.00074554+0.00078842i,-0.0011011+0.0013828i,-0.0010361+0.00096491i,-0.00018499+0.00078389i,0.0001808+0.00057144i,0.0002268+0.00022863i,0.00022666-0.00039965i,0.00020041-0.00078253i,0.00045348+0.00017096i,-0.00030802+0.00056751i,-0.00029665+0.00057764i
0.0001459-0.00090093i,0.00065614-0.00080398i,-0.00053927-0.0011466i,-0.0020459-0.00034913i,-0.0015455+0.0010934i,-0.0011961+0.0018617i,-0.00094397+0.001735i,-6.8127e-05+0.00061397i,0.00046257-0.0004519i,0.00078918-0.0006939i,9.9839e-05-0.00050461i,-0.0005884-0.00023231i,-0.0012216+0.00061171i,-0.0012436+0.00066948i,1.173e-05+0.00033246i,0.00070307+8.3456e-05i,0.00031279+0.00038329i,2.1877e-05+0.00079503i,0.00021672+0.00027774i,0.00055742+9.1204e-05i,0.00047128-7.0418e-05i,0.0003092-0.00077392i,-0.00024308-0.00039758i
-0.00080626+0.001364i,-0.00030181+0.0015732i,-0.0007965+0.0018374i,-0.0010494+0.0013339i,-0.00074396+0.00075848i,-0.00074533+0.00032266i,-0.00040757+0.00020419i,0.00029898+0.00055038i,0.00040024+0.00034657i,0.00052059-0.00012539i,0.00049556-0.00029004i,-0.00040653-0.00067079i,-0.0016644-0.00075486i,-0.00131-0.00049725i,-0.00045491-0.00021285i,-0.00013774-0.00030046i,0.00023388-0.00061493i,0.0010747-0.00043086i,0.00095067-0.00013479i,0.0004361+4.6146e-05i,0.00059301+0.00059529i,0.00043478+0.001133i,-9.7168e-05+0.00038178i
-0.0022583-0.00055553i,-0.0032928+0.001076i,-0.0037531+0.0017338i,-0.0029147+0.0030029i,-0.0020318+0.0033452i,-0.0016733+0.0019975i,-0.00099079+0.00099491i,4.6006e-05+0.00051483i,0.00060654-8.1253e-05i,0.00043509-0.00050649i,0.00017989-0.00068254i,0.00018547-0.00055307i,-7.4442e-05-0.00062781i,5.2012e-05-0.00084805i,6.6958e-05-0.00030617i,-0.0002801-3.4838e-05i,0.00021191+0.00026409i,0.00093045+0.0013717i,0.0011425+0.0015475i,0.0012769+0.00081523i,0.00083965-2.9593e-05i,0.00051498-0.00034982i,6.5189e-05-0.00039336i
-0.0016209-0.0013647i,-0.002006-0.0007275i,-0.0027724-0.00018254i,-0.003558+0.00085938i,-0.0025933+0.0013221i,-0.00099313+0.0015689i,-0.00016996+0.00087211i,0.00022917-0.00023647i,0.00041909-0.00062513i,0.00026028-0.00041358i,0.00028075-0.000504i,-0.00058466-0.00025795i,-0.0021017+0.00016814i,-0.0021155+0.00028475i,-0.00099693+0.0007387i,0.00046897+0.001294i,0.00095973+0.0011593i,4.0388e-05+0.00054637i,1.883e-05+0.00019188i,0.00014755+0.00021697i,0.00015874+0.00019479i,4.2219e-05-8.4744e-05i,-0.00021674-0.00084721i
0.0005979+0.0002266i,0.00070553+0.0017236i,-0.00024199+0.0028554i,-0.0010142+0.0022338i,-0.0016907+0.0018698i,-0.0012758+0.0012197i,0.00044456+0.00063844i,0.001187+0.00046295i,0.0010499-0.00081817i,0.0010938-0.0014063i,0.00032377-0.00074627i,-0.00050122-0.00022695i,-0.0010713+1.9767e-05i,-0.0012553+0.00032604i,-0.00049544+0.00047701i,0.00032866+0.00095729i,0.00057933+0.00095139i,0.00082138+0.000888i,0.00081964+0.0015573i,-2.0961e-06+0.0017276i,-0.00033337+0.00061539i,-0.0010807-0.00022137i,-0.0010955+0.00027004i
0.002136+0.0010963i,0.0019206+0.0011165i,0.001045+0.001255i,-0.00013721+0.0012815i,-0.00095081+0.00042762i,-0.0011092-0.00061489i,-0.00049626+0.00014139i,-0.00051498+0.00093754i,-0.00082667-0.00028026i,-4.6292e-05-0.0013357i,0.00090433-0.0013122i,0.00082699-0.00077708i,7.8702e-05+0.00028384i,-0.00052741+0.00048113i,-0.0010915+0.00071189i,-0.0011034+0.00096102i,-0.0001505+0.00073488i,0.00066942+0.001028i,0.00047253+0.0013872i,0.00046731+0.00054579i,0.00071405-0.00077876i,0.0006172-0.0011529i,-6.3835e-05-0.00063662i
-0.00015502+4.5522e-05i,0.00014312+0.0007494i,-0.00090831+0.0014338i,-0.0017233+0.0024108i,-0.0012456+0.0025574i,-0.0010394+0.0012464i,0.0001974+9.875e-05i,0.0011773-0.00011143i,0.0010497-0.00045956i,0.00095265-0.0015497i,0.0010537-0.0014704i,0.00046395-0.00073982i,-0.00039643-0.00023301i,-0.00081828-2.0375e-05i,-0.00061041+0.00013558i,-0.00017472+0.0001449i,0.0006314+0.00013147i,0.0013034+0.00052913i,0.00065652+0.00090327i,-9.8089e-05+0.00012685i,-0.00052303-0.0007955i,-0.00018356-0.0007809i,8.6366e-05-0.00019992i
0.0002507-0.00077938i,-2.0044e-05-0.00050112i,-0.0017841-6.7293e-05i,-0.0030922+0.0015125i,-0.0027787+0.0025662i,-0.0020379+0.0019581i,-0.00097178+0.0014267i,0.00050589+0.00058452i,0.00080151-0.00057855i,-0.00024215-0.00091787i,-0.00029898-0.00062865i,1.4021e-05-0.00021376i,-0.00068275-8.1859e-05i,-0.00074806+0.00050056i,0.00029482+0.00066441i,0.00092604+0.00089i,0.00078986+0.00041206i,0.00050782+0.00042142i,0.00045836+0.00095321i,-0.00012178+6.8703e-06i,-0.0001242-9.3694e-05i,0.00038366+9.4578e-05i,0.00011127-5.775e-05i
0.00075781+0.00014708i,8.9748e-06+0.00017277i,-0.00030014+9.2323e-05i,-0.00012782+0.00086586i,0.00011816+0.00080439i,-0.00095347+0.00074349i,-0.00011724+0.0004032i,0.00096758-0.0003492i,0.00050699-0.00089971i,0.00040526-0.0007024i,0.0012248+0.0002968i,0.0012238+0.00023961i,-0.00043754+7.434e-05i,-0.0011486+0.00091611i,0.00040244+0.00067619i,0.00081847+0.00053807i,0.00055399+0.00035841i,0.00072149+0.00047257i,0.00049629+0.0014043i,0.00040317+0.0014489i,0.00028429+0.00073374i,0.00031249+1.4458e-05i,9.3025e-05-0.00023213i
-0.0030228-0.0012936i,-0.003317-0.0013154i,-0.0044076-0.00016087i,-0.0046926+0.0014262i,-0.002959+0.0017995i,-0.00079818+0.00272i,0.00052188+0.0017674i,0.00071023+0.00033995i,4.5551e-05+0.00083191i,-0.00073695+0.00064472i,-0.00011368+9.3447e-05i,0.00059827+5.266e-05i,-0.00054738-6.0155e-05i,-0.0010059+3.1419e-05i,-0.00095608+0.00010123i,-0.00055059-0.00037871i,-0.00054087-0.00037277i,-0.00087118-0.00018414i,-0.0006609-0.00013844i,-0.00043055+8.4828e-05i,7.3902e-05-0.00044701i,0.00023301-0.0010471i,-0.00011985-0.00030913i
-0.0010303+0.00081616i,-0.00089394+0.0017233i,-0.0013924+0.0022001i,-0.0015721+0.0016194i,-0.00046339+0.0013431i,-0.0007434+0.0003544i,-0.00093693+0.00023008i,-0.00048248+0.00075422i,0.00037389+0.00042451i,0.0010316-3.0202e-06i,0.00081523-0.00053816i,0.00043113-0.0012758i,0.00052723-0.00057611i,0.00081756+0.00057189i,0.00014339+0.0013082i,-0.00032901+0.0017712i,0.00019597+0.0016517i,0.00041881+0.0010737i,0.00082095-0.00024192i,0.00010576-0.00050391i,-0.00054659-0.00040422i,-6.0277e-06-8.8101e-05i,-6.5765e-05+0.00028835i
-0.00062755-0.0006168i,-0.00090794-3.1973e-05i,-0.0010114+0.0015678i,-0.0023227+0.0025451i,-0.001956+0.0027003i,-0.00065994+0.0020574i,4.9169e-05+0.0010583i,0.00073478-0.00019305i,0.0006064-0.0013146i,0.00011153-0.00069188i,0.00043087-0.00039727i,0.00038959-0.00052914i,-0.00025197-0.00031325i,-0.00012702-0.00019411i,4.0901e-05-0.00032126i,-0.00011047+0.00015685i,-0.00014387+0.0010848i,-9.2784e-05+0.00091606i,-0.00015858+0.00019374i,-0.00015205+0.00039131i,9.9993e-05+0.00044677i,-0.00050976-1.0266e-05i,-0.00085745-0.00040979i
0.00069708+0.00082705i,2.1839e-05-0.00054597i,-0.00069882-0.00011063i,-0.0016838+0.00016098i,-0.0018654-0.00022494i,-0.0012885+0.00035393i,-0.00059423+0.0010251i,-9.9488e-05+0.00056376i,0.000292-0.00014222i,0.00049525-1.7214e-05i,0.00057117+4.0026e-05i,0.0005208-0.00072462i,0.00018776-0.00049316i,0.00047324+0.0002636i,0.00045853+0.00047833i,0.00022911+0.00031763i,0.00040809+0.00060253i,0.00023521+0.001313i,0.00078807+0.0013393i,0.00095214+0.001039i,0.00043709+0.00033962i,0.00087556-0.00040704i,0.0013545-0.000282i
-0.0011823+0.0016473i,-0.001356+0.0021736i,-0.0017586+0.0036957i,-0.0016467+0.0039348i,-0.0011485+0.0038119i,-0.00050238+0.0033821i,-0.00016229+0.0020997i,0.00047623+0.00026067i,0.0011334-0.00057517i,0.0014537-0.00087719i,0.0010678-0.00038625i,0.00059241-0.00035774i,7.6805e-05+0.00027033i,-0.00073025+0.0010558i,-0.00094332+0.00040305i,-0.00010457+4.8722e-05i,0.00033492+0.00033423i,0.00035523+0.0011598i,-0.00027861+0.0016189i,-0.00062969+0.0015513i,-0.0009662+0.0012765i,-0.0013898+0.00082632i,-0.001085+0.00038194i
-0.0038716+0.0014649i,-0.0050055+0.0019345i,-0.0042043+0.0035592i,-0.0029524+0.0043056i,-0.0015088+0.00372i,-0.00050313+0.0025861i,-1.6975e-05+0.0024606i,0.00011112+0.0020958i,0.00070406+0.0011197i,0.0014471+0.00074046i,0.0013032+0.001092i,0.00057316+0.00010734i,-0.00043478-0.00073975i,-0.0013615-0.00055739i,-0.0012183-2.5448e-05i,6.0787e-05+0.00079061i,0.00097763+0.0012542i,0.00052318+0.0012239i,0.00018176+0.00065868i,0.00052772-0.00037215i,0.0005555-0.0003698i,-0.00032681+0.00047155i,-0.00080783+0.00084651i
5.7518e-05+0.00062682i,-0.000734+0.00046683i,-0.0019583+0.00052583i,-0.002362+0.0010945i,-0.0023972+0.0011804i,-0.0015754+0.0012564i,0.00017588+0.00062044i,0.0012628-0.0005713i,0.0012477-0.00063615i,0.00088017-0.00015886i,0.00063764+1.5632e-05i,-0.00053377-0.0003987i,-0.0016744-0.00076639i,-0.0010775+6.1392e-05i,-0.00018482+0.0006955i,-0.00025541-0.00017001i,-0.00026824-7.5368e-06i,-0.0004622+0.00092544i,-0.00019818+0.0005119i,3.2422e-05+9.9831e-05i,9.502e-06+0.00018336i,-0.00043659+0.00036922i,-4.7662e-05+0.000143i
-0.002451-0.0005593i,-0.0021233-0.00058971i,-0.0025715-0.00034298i,-0.0036333+0.0010471i,-0.0028436+0.0027227i,-0.001064+0.0028237i,-3.1176e-05+0.0022102i,0.00020972+0.0012699i,0.00018438+0.00055803i,0.00060123+5.9059e-05i,0.0013247-0.00056081i,0.0013077-0.00075379i,0.00031504-0.00065093i,-0.00089545-0.00019728i,-0.00053485+0.00042379i,-0.00016795+0.00011856i,-0.00013453+0.0002832i,0.000202+0.0011235i,0.00013763+0.001495i,-0.00019715+0.00093941i,-0.00042734+0.00023504i,-0.00039874+8.4951e-05i,-0.00028617+0.00031301i
0.0014355-0.00011278i,0.0014363-0.00024462i,0.0014439+0.00022562i,2.512e-05+0.0008434i,-0.0013617+0.00065722i,-0.00097285+0.00089876i,0.0006063+0.0017173i,0.0011291+0.0014178i,0.0003484+0.00024688i,1.457e-06+3.4946e-05i,-2.8138e-05-0.00029468i,0.00021551-0.00045809i,-0.00017256-0.00010146i,-0.00096083+0.00056309i,-0.0014213+0.00084005i,-0.0014078+9.5766e-07i,-0.001011+0.00021936i,-0.00056283+0.00077246i,-0.00034958+0.00041238i,-0.00027027+0.00041278i,-0.00016459+0.00038457i,-0.00041395+0.00025153i,-0.00043685-0.00010563i
0.00027524+0.0020788i,0.00031109+0.0027426i,0.00053368+0.0029776i,-0.00027809+0.0021501i,-0.0011398+0.001356i,-0.0015048+0.00067262i,-0.0007554+0.001041i,9.0427e-05+0.00063036i,0.00044345-0.00017482i,0.00023294-0.00025965i,-0.00071159-0.00066221i,-0.0017185-0.0011159i,-0.0014318-0.0008913i,-0.00098636+8.4132e-05i,-0.00088585+0.00097228i,-0.00018297+0.0012637i,0.00068143+0.00086596i,0.00082815+0.00048814i,0.00067725-6.9464e-05i,0.00039505+0.00040029i,0.00012992+0.00096991i,-2.1775e-05+0.00046981i,0.00050685-4.9034e-05i
-0.0006007+6.1459e-05i,-0.00092524-0.00014008i,-0.0016076+0.0011624i,-0.0025025+0.001508i,-0.0014092+0.001142i,-0.00013056+0.0010441i,5.8046e-05+0.0010126i,1.6226e-05-9.5814e-05i,0.0005032-0.00027742i,0.00083455+0.00013635i,0.00045631-0.0005892i,0.00023319-0.0014764i,-0.00051526-0.0012018i,-0.0010173-2.9552e-05i,-0.00027768+0.001252i,0.00010034+0.0013898i,0.00053975+0.0011861i,0.00048413+0.00072724i,0.00016052+0.00026394i,0.00058824+0.00029856i,0.00078282+0.00057288i,-0.00026987+0.00079867i,-0.0013701+0.00013299i
-0.00044146-6.8947e-05i,-0.00077272-0.00060449i,-0.0013458-0.00092282i,-0.0022221+0.00038734i,-0.0031833+0.001609i,-0.0023148+0.001638i,-0.00067381+0.00077574i,-0.00014147+3.002e-05i,-0.00030943-0.00012413i,3.1372e-05-0.00040366i,0.00053383-0.00012849i,0.00010279+0.00036793i,-0.0010639+0.00098843i,-0.0010328+0.00075611i,0.00025839+0.00051786i,0.000248+0.00056102i,-0.00048176+0.00088611i,-0.00088676+0.0008804i,-0.00047498-1.5401e-05i,0.0002012-0.00046062i,0.00078289-0.00034148i,0.00068149-0.00010881i,-0.00017839+8.7211e-05i
0.00021708+0.00062521i,0.00057028+0.00069248i,0.00037196+0.0015704i,0.00012547+0.0017848i,0.00019743+0.00087925i,0.00015105+0.00032437i,0.00030556-5.7012e-05i,0.00085877-0.00054003i,0.00080243-0.00051611i,0.00058154-0.00069465i,0.00073288-0.0010016i,0.00051793-0.00096683i,-5.6705e-05-0.00063639i,-0.00070761+0.00038151i,-0.00016188+0.00060586i,0.001128+0.00032461i,0.0010438+0.0012627i,6.8097e-06+0.0020142i,-0.00020256+0.0019511i,-0.00036638+0.0017198i,-0.00066125+0.0010002i,-0.00079672+0.00093233i,-0.00044385+0.00041544i
-0.00034802+0.0024381i,-0.00054395+0.0032188i,-0.0016265+0.0039377i,-0.0031871+0.0032435i,-0.0027245+0.0024187i,-0.0012368+0.0022649i,-0.00035569+0.0017972i,-0.00062835+0.00071546i,0.0002115-0.00022364i,0.00070339-0.00043696i,2.629e-05-0.0002994i,-0.00047407-0.0007385i,-0.00093666-0.00061473i,-0.0010084+1.5368e-05i,-0.00045942+0.00042319i,-0.00033237+0.00067567i,-0.00043582+0.00067515i,0.00026672+0.00052665i,0.00058427+0.00041053i,0.00037812-0.00044009i,-0.00055623-0.00097975i,-0.001255-1.0542e-05i,-0.00065633+0.00038503i
-0.00091405-0.00070065i,-0.00092431-0.00070533i,-0.0013644-0.00025567i,-0.0012423+8.7136e-05i,-0.0015794-4.2952e-06i,-0.0013249+0.00035791i,0.00019413+0.00017598i,0.00047987-0.00024992i,0.00078166+3.2226e-05i,0.0012508+0.00022963i,0.0010601+0.0003941i,0.00034878-2.6717e-05i,-0.0010568-8.7835e-05i,-0.0016863+0.00043812i,-0.00092246+0.00047745i,0.00033273+0.00054775i,0.0011452+0.00092124i,0.00028956+0.0011345i,-0.00036069+0.00041642i,0.0002733-0.00030637i,0.00029462-0.00072023i,0.00070182-0.00026643i,0.00067165+0.00011676i
0.0015447+0.00026077i,-4.4529e-05+0.00032563i,-0.0019216+0.00068705i,-0.0034254+0.0012457i,-0.0022467+0.00080217i,-0.00021067+0.00027801i,0.00096872-6.7337e-05i,0.0012404-6.0141e-05i,0.00067281+0.0005017i,0.00048891+0.00019844i,0.00038857-0.00095769i,-0.00052166-0.00063453i,-0.0013516+0.00061088i,-0.0015225+0.0005019i,-0.00082458-0.00081474i,-0.00043552-0.00071553i,-0.00025174+0.0004771i,0.00022194+0.0010326i,0.00018347+0.0011425i,2.1933e-05+0.0010911i,-1.6411e-05+0.00087958i,-0.00036792+0.00078966i,-0.00089476+0.00080278i
-2.602e-06+0.0014612i,-5.6054e-06+0.00041653i,0.00020771-0.00041816i,-0.00069692+0.00036882i,-0.0016428+0.00023633i,-0.0017342+7.019e-05i,-0.0013194+0.00088489i,-0.0005603+0.0012703i,0.00031644+0.00070929i,0.00053428+1.7692e-05i,-0.00014507-0.0003803i,-0.00052227-0.0003226i,-0.00096651+0.00034936i,-0.00079517+0.00090838i,-0.00032273+0.00094016i,1.8838e-06+0.00069311i,-0.0003299+0.00036845i,-0.00094816+0.001061i,-0.0004517+0.0011579i,0.00011012+0.0006779i,-0.0003234+0.00095525i,-0.00050343+0.00077749i,-0.00039627+0.00041101i
-0.0011082-0.00063108i,-0.0020789-0.00027023i,-0.0034644+0.00081742i,-0.0032391+0.0014723i,-0.0022971+0.0025567i,-0.0013273+0.0021693i,-0.00050303+0.0005883i,-1.1548e-05-0.00053932i,2.2861e-05-0.00040934i,0.00042644+0.00062421i,0.0010742+0.00067928i,0.00060501+0.0004113i,-0.00011247-0.0005712i,0.00017973-0.0010431i,0.00042548-0.00047927i,0.00037677+0.00017212i,4.7358e-05+0.0003586i,0.00027465+0.00070946i,0.00052823+0.00075647i,0.00069593+0.00022448i,0.00051111+0.00057471i,0.00025616+0.0010395i,-6.9283e-06+0.00053138i
4.6539e-05+0.00054099i,-0.00026538+2.1555e-05i,-0.0019342-0.0010389i,-0.0031985-0.0002831i,-0.0030197+0.0010867i,-0.0014194+0.0011282i,-0.00019362+0.0011702i,-0.00027534+0.00072432i,-0.00011834-0.00023511i,0.0002069-0.00011037i,-0.00022648+0.00010797i,0.000265+0.00060411i,0.00057246+0.00047938i,0.00058627-0.00022487i,0.0010307+0.00031427i,0.00097589+0.00079898i,4.747e-05+0.00097075i,-0.00052829+0.0005154i,-0.0007343+0.00062986i,-0.00076188+0.001005i,-0.00010143+0.0013946i,0.00035034+0.0012114i,-0.00022048+0.00023427i
-8.5483e-05-0.0014476i,0.0006163-0.0013049i,-0.00045168-0.001593i,-0.0015379-0.00065821i,-0.0016069+0.00067703i,-0.00099513+0.0013289i,-0.00030005+0.0012245i,6.6984e-05+0.00055977i,0.0009046+0.00024718i,0.0011678-5.3369e-05i,0.00012062-0.00026693i,-0.00055941+0.00058387i,-0.00083234+0.00032457i,-0.00098508-0.00097197i,-0.0011947-0.00106i,-0.0011278-0.00020699i,-0.00047768+0.00024475i,-0.00037167+2.2768e-05i,-0.00096053-0.0004883i,-0.0010015-0.00094328i,-0.001027-0.00076372i,-0.0010458-0.00023934i,-0.00077004+0.00048817i
-0.00062576-9.5445e-05i,-0.00051594+0.00073249i,-0.00032142+0.00070554i,-0.0015642+0.00096189i,-0.0015327+0.0021956i,-0.00043159+0.0028719i,0.00046053+0.0022701i,0.0011485+0.00087249i,0.001454+0.0002051i,0.00042039+0.00013521i,-6.9276e-05-0.00028085i,-4.9698e-06-0.00032486i,-0.00080986-1.3186e-05i,-0.0012711-0.00037143i,-0.00029832-0.00049774i,0.00064479+0.0005663i,0.00082644+0.0012679i,0.00015252+0.00034433i,-0.0008135-0.00035304i,-0.00037379-0.00054077i,0.00026769-0.00039656i,-0.00046417+0.00024588i,-0.001624+0.0001886i
0.001099-0.00064791i,7.7262e-05-0.00025652i,-0.00057827+0.00034016i,-0.001196+0.00045585i,-0.0018642+0.00025224i,-0.0017004-0.00012859i,-0.00096747+0.00030605i,-0.00014986+4.1566e-05i,0.00034519-0.00072316i,0.00074022-0.00068586i,0.00082419+0.00030653i,-0.00014095+0.00087481i,-0.00086352+0.0015955i,-0.0010737+0.0019388i,-0.0012142+0.001191i,-0.00037992+0.00065935i,0.0005205+0.00053149i,0.00040912+0.00040974i,-0.00029164+0.00046628i,-0.00051599+0.00037811i,-0.00043587-0.00018025i,-0.00025459-0.00023293i,-0.00014427+0.00021582i
-0.00011125+0.00036068i,-0.001256+8.7624e-05i,-0.0022019+0.00095441i,-0.0021923+0.0015811i,-0.0017732+0.0010771i,-0.0010832+0.00069094i,-0.00026081+0.0010454i,0.00051987+0.00060423i,0.0012979+4.8823e-06i,0.00098631-1.6209e-05i,0.00028534-0.00038865i,-0.00067626-0.00025447i,-0.0011042-0.00036529i,-0.00091135-0.00054929i,-0.00069058+2.0348e-05i,-0.00014273-2.1464e-05i,7.2969e-05-2.3647e-05i,0.00018434+0.00062726i,0.00043139+0.00038247i,0.00056064+0.00023593i,-5.6418e-06+0.00065025i,-0.00035318+0.00071176i,-0.00046762+0.00051439i
-0.0014139+0.00039631i,-0.000538+3.0505e-06i,-0.0013789+0.0012895i,-0.0013238+0.0023791i,-0.0010249+0.0023025i,-0.0011945+0.0013196i,-0.0003818+0.00046643i,0.00043478+0.00022621i,0.00087709-0.00066461i,0.00066623-0.00083675i,0.00065003-0.00092098i,0.0005269-0.0013316i,-4.0552e-05-0.0010009i,-0.00026266-0.00058475i,-0.00030035+0.00036593i,-0.00023463+0.0010389i,0.00028601+0.0014779i,0.00066342+0.0014665i,0.00042287+0.00049547i,-0.0004819+0.00032869i,-0.00094954+0.00039776i,-0.00050631+0.00023063i,0.00019403+0.00084778i
