-0.00012243-0.00021911i,0.00069737-0.0013846i,0.0015597-0.0014499i,1.4733e-05-0.00049063i,-0.0028986+0.00056203i,-0.0034407+0.0014927i,-0.0024666+0.0014687i,-0.0018905+0.0012466i,-0.0015593+0.0016884i,-0.00061265+0.0016646i,-0.00019467+0.00034322i,-0.00048036-0.0010152i,-0.00043299-0.0014067i,-0.00037152-0.00056122i,-0.0007169-0.00046022i,-0.00062074-0.00049923i,6.9067e-05+0.00034077i,0.00057055+0.00037773i,0.00041573+0.00044028i,-0.00054127+0.00045552i,-0.00092496-0.00012595i,-0.00022212-0.00038398i,0.00053849-0.00082029i
-0.097233+0.13485i,-0.22657+0.34156i,-0.28702+0.51555i,-0.1595+0.45434i,0.017276+0.20716i,0.05474+0.014683i,0.012919-0.030499i,-0.0037301-0.021349i,-0.0061144-0.012488i,-0.013323+0.0054335i,-0.020148+0.024832i,-0.018814+0.030122i,-0.0091896+0.014689i,-0.0085651-0.011959i,-0.019277-0.033845i,-0.025783-0.042826i,-0.024903-0.037133i,-0.027504-0.01218i,-0.026122+0.031545i,-0.0075621+0.066792i,0.0081179+0.066507i,0.0018038+0.048047i,-0.0081191+0.038752i
-0.098069+0.0014504i,-0.21313-0.024174i,-0.26196-0.058879i,-0.17467-0.05904i,-0.055384-0.024238i,-0.0032481+0.0018476i,-0.013334+0.0145i,-0.028664+0.017661i,-0.024058+0.010381i,-0.014721-0.0068601i,-0.0097632-0.022319i,-0.003348-0.023507i,0.0085181-0.014677i,0.023865-0.0081696i,0.037271-0.0083458i,0.041961-0.0071711i,0.031859-0.0039588i,0.01406-0.00937i,-0.0040481-0.028255i,-0.02244-0.050317i,-0.029373-0.055951i,-0.020219-0.047804i,-0.013003-0.039382i
0.033645-0.13604i,0.1056-0.34385i,0.15917-0.49768i,0.124-0.41701i,0.063156-0.18905i,0.047368-0.032696i,0.029447-0.0064145i,-0.0019717-0.0043599i,-0.0089138+0.0010279i,-0.0022809-0.01111i,-0.0016623-0.025485i,-0.0053596-0.026516i,-0.0081422-0.017599i,-0.0085495-0.01182i,-0.012099-0.0074796i,-0.01774+0.00061226i,-0.020491+0.0073795i,-0.018657+0.014542i,-0.0027643+0.025776i,0.022666+0.029073i,0.025778+0.016162i,0.0065694+0.0031298i,-0.0027504-0.0028594i
0.087762-0.12183i,0.17712-0.2586i,0.16742-0.35398i,0.028328-0.26565i,-0.05448-0.058819i,-0.027146+0.034725i,-0.0089363+0.0089821i,-0.015187-0.0040047i,-0.008627+0.0001661i,0.00091379-0.0063268i,0.0078935-0.011449i,0.011195-0.010387i,0.010887+0.0023661i,0.021453+0.016516i,0.034074+0.019099i,0.036654+0.015145i,0.032359+0.0053658i,0.021236-0.015234i,-0.0051743-0.033778i,-0.037624-0.026946i,-0.044769-0.0072443i,-0.025665-0.0064934i,-0.013226-0.015066i
0.11103+0.1001i,0.24508+0.26502i,0.37121+0.4015i,0.35856+0.31608i,0.19039+0.096049i,0.038987-0.01285i,0.0019842-0.029717i,-0.00592-0.049564i,-0.023326-0.040745i,-0.014279-0.0020605i,0.010148+0.029466i,0.021192+0.040147i,0.010702+0.033544i,-0.015356+0.030774i,-0.039831+0.035304i,-0.04823+0.03387i,-0.033712+0.02456i,-0.0043644+0.013462i,0.023568+0.0026315i,0.0367-0.011164i,0.035272-0.015374i,0.036152-0.0010655i,0.040354+0.010685i
-0.063051+0.21952i,-0.15161+0.48672i,-0.17979+0.66717i,-0.070892+0.54604i,0.034998+0.2584i,0.040338+0.081142i,0.034188+0.033064i,0.024926+0.0065045i,-0.0065254-0.0018898i,-0.017987+0.013325i,-0.012095+0.017687i,-0.0056803+0.011462i,0.0025106+0.0015698i,0.0076396-0.013034i,0.011066-0.027389i,0.0097274-0.034727i,0.0018443-0.027202i,-0.0040517-0.012789i,-0.0056715+0.00026238i,0.0021223+0.012488i,0.015963+0.016376i,0.020116+0.01272i,0.015801+0.014289i
-0.14953+0.023437i,-0.28604-0.00021682i,-0.33617-0.078163i,-0.23886-0.11869i,-0.10697-0.081629i,-0.028029-0.032439i,0.0086594-0.011833i,0.0041427-0.0058672i,-0.0057929+0.0061247i,-0.0010078+0.0076806i,-0.0012028-0.0022425i,-0.0093318-0.0055611i,-0.016369-0.00022896i,-0.018894+0.0074405i,-0.015588+0.013598i,-0.0083951+0.016315i,-0.0050707+0.019153i,-0.0040185+0.027277i,0.0015525+0.029953i,0.00070063+0.015663i,-0.011945-0.00078239i,-0.020431-0.0044052i,-0.018314-0.0060978i
-0.097932-0.19756i,-0.24605-0.41747i,-0.3794-0.4815i,-0.36359-0.24506i,-0.17527+0.02818i,-0.0082239+0.084851i,0.01198+0.051327i,0.014641+0.043474i,0.034257+0.019807i,0.020558-0.010889i,-0.0073754-0.025078i,-0.026707-0.024829i,-0.020884-0.013638i,0.0071902-0.017683i,0.025874-0.0403i,0.025456-0.05115i,0.01584-0.042553i,0.0014726-0.02492i,-0.0075269-0.0067905i,-0.00025231+0.001733i,0.0084665+0.00092773i,-0.0035843-0.00086525i,-0.022907+0.0017973i
0.17064-0.21678i,0.36822-0.45373i,0.43441-0.57701i,0.22839-0.43282i,-0.034164-0.15155i,-0.13665+0.038279i,-0.12188+0.069263i,-0.077057+0.034286i,-0.040241-0.0025633i,-0.01477-0.013744i,0.010579-0.0096077i,0.019616-0.0059181i,0.0089452+0.012325i,0.0046065+0.040051i,0.010906+0.056112i,0.011704+0.050781i,0.0072602+0.023537i,0.0012946-0.0076648i,-0.0053527-0.013555i,-0.011491+0.0064761i,-0.016486+0.022738i,-0.013316+0.018248i,-0.0084571+0.0060558i
0.21987+0.15426i,0.46761+0.37292i,0.62057+0.51055i,0.5045+0.36026i,0.20628+0.11505i,-0.0022764+0.055852i,-0.014218+0.069035i,0.0060552+0.0075804i,-0.025023-0.02959i,-0.03131+0.004319i,-0.00072938+0.031102i,0.010546+0.020728i,-0.010313+0.0007278i,-0.035129-0.0079009i,-0.044044-0.004005i,-0.039701-0.00034507i,-0.030937-0.0027848i,-0.024128-0.014489i,-0.026209-0.030556i,-0.02306-0.040302i,-0.0040549-0.043912i,0.01703-0.037695i,0.033833-0.022772i
-0.066329+0.27377i,-0.14257+0.5132i,-0.19541+0.50538i,-0.20501+0.20606i,-0.23089-0.01928i,-0.22881-0.038016i,-0.14591-0.015681i,-0.08272-0.018275i,-0.06352-0.0058824i,-0.036264+0.015431i,-0.0034867+0.01785i,0.012918+0.0014227i,-0.0013139-0.0099593i,-0.018463+0.0068995i,-0.0093256+0.033663i,0.0091035+0.042814i,0.017928+0.039332i,0.017791+0.037334i,0.021085+0.035165i,0.02628+0.033352i,0.024317+0.035555i,0.018468+0.030856i,0.012931+0.016354i
-0.2621+0.078857i,-0.53715+0.16695i,-0.61068+0.25161i,-0.35554+0.19513i,-0.11753-0.0638i,-0.10662-0.26421i,-0.13097-0.20734i,-0.060401-0.083747i,0.0019049-0.046124i,-0.001619-0.031759i,-0.011631-0.0082383i,-0.0073197-0.0037041i,-0.0062993-0.022889i,-0.019361-0.045132i,-0.034278-0.050375i,-0.031262-0.03976i,-0.012711-0.020063i,0.0063765+0.0013239i,0.0059157+0.011976i,-0.01627+0.0086379i,-0.035443-0.0024072i,-0.037076-0.0087565i,-0.029-0.0088955i
-0.12939-0.30596i,-0.24824-0.64217i,-0.33587-0.77255i,-0.29484-0.51107i,-0.1444-0.20848i,-0.082012-0.11525i,-0.12694-0.048938i,-0.083637+0.036368i,0.0080403+0.025613i,0.018031-0.016407i,0.0041378-0.02099i,0.013034-0.019432i,0.032343-0.019061i,0.05467-0.022713i,0.055102-0.027668i,0.032016-0.02122i,0.013421-0.012552i,0.011693-0.013166i,0.025242-0.019378i,0.040614-0.017252i,0.040456-0.0045818i,0.021421+0.0081696i,-0.0034894+0.019433i
0.30563-0.20305i,0.67134-0.36829i,0.90353-0.4198i,0.77814-0.3419i,0.49797-0.25104i,0.28352-0.19869i,0.13391-0.15817i,0.045646-0.10665i,0.0094557-0.060438i,0.0015537-0.024403i,0.0078528+0.0045041i,0.019028+0.017211i,0.020073+0.014359i,0.0038368+0.005958i,-0.021448+0.0027001i,-0.038216+0.010797i,-0.042064+0.010397i,-0.045252-0.0049216i,-0.052011-0.0093105i,-0.055442+0.0027838i,-0.047136+0.0085852i,-0.031889-0.0027176i,-0.019011-0.013491i
0.17127+0.22684i,0.26878+0.45836i,0.22464+0.52571i,0.094781+0.3761i,0.10911+0.24246i,0.25281+0.13824i,0.24759-0.013145i,0.080896-0.064936i,-0.0053536-0.0088222i,0.0046146+0.014154i,0.0092973+0.0093096i,0.0059998+0.015137i,0.0061514+0.0198i,0.01576+0.020768i,0.035133+0.012714i,0.040534+0.00066354i,0.027805+0.0041725i,0.012473+0.010165i,-0.00070133+0.00089087i,-0.0056009-0.016426i,0.0052044-0.025016i,0.02132-0.019588i,0.030363-0.013621i
-0.1705+0.29033i,-0.31249+0.55933i,-0.31146+0.6497i,-0.17335+0.39479i,-0.13682+0.031982i,-0.17931-0.15043i,-0.145-0.17377i,-0.10259-0.12875i,-0.081844-0.050059i,-0.042993+0.00041552i,-0.015307+0.014132i,-0.0064262+0.01314i,-0.012078+0.0055272i,-0.026347+0.012582i,-0.026309+0.019477i,-0.014206+0.0017049i,-0.0046097-0.01534i,0.0033787-0.00065248i,0.01534+0.030175i,0.023233+0.04619i,0.015622+0.042864i,0.0016542+0.029048i,-0.0092339+0.01301i
-0.31849-0.081647i,-0.63067-0.13822i,-0.75119-0.077033i,-0.52153+0.072921i,-0.21704+0.11448i,-0.099044+0.085759i,-0.056112+0.11956i,0.021876+0.10838i,0.04799+0.033077i,0.017825-0.0027768i,0.0017076-0.0031754i,0.00070322-0.0049986i,0.0082336-0.010891i,0.022877-0.024504i,0.027318-0.038791i,0.014597-0.042243i,-0.00053742-0.036521i,-0.00051023-0.030291i,0.0063068-0.031671i,-0.0013139-0.0329i,-0.014806-0.021534i,-0.0091385-0.0060901i,0.0040145-0.0048172i
0.18831-0.40003i,0.4053-0.81956i,0.4957-1.0559i,0.32675-0.85864i,0.10121-0.40527i,0.017655-0.053295i,0.032155+0.051431i,0.044934+0.014369i,0.01842-0.025829i,-0.0062426-0.011656i,-0.00068468+0.01234i,0.0096429+0.018423i,0.01194+0.019726i,0.0025315+0.0251i,-0.016537+0.042456i,-0.025645+0.05879i,-0.028106+0.052664i,-0.035488+0.027069i,-0.030551+0.0025642i,-0.010667-0.011982i,0.0015897-0.017587i,-0.0029556-0.011545i,-0.0062016+0.0012207i
0.36703+0.15584i,0.66457+0.34181i,0.74911+0.44366i,0.62841+0.36397i,0.59568+0.18752i,0.61275+0.0070604i,0.46069-0.10115i,0.23306-0.1029i,0.098482-0.070319i,0.038482-0.050547i,0.0085784-0.024795i,0.0043422+0.0073658i,0.0087217+0.027359i,0.0062254+0.026668i,0.0094243+0.020424i,0.025412+0.021523i,0.031429+0.024198i,0.018859+0.020995i,-0.0066635+0.020592i,-0.022267+0.027105i,-0.011519+0.025076i,0.0063707+0.0058572i,0.011788-0.013523i
-0.12287+0.3903i,-0.25185+0.71168i,-0.28849+0.79367i,-0.21391+0.56432i,-0.17444+0.31863i,-0.17366+0.18668i,-0.15853+0.083171i,-0.13957+0.034643i,-0.083154+0.048727i,-0.014154+0.047723i,0.0095912+0.033993i,0.0028852+0.026398i,-0.012051+0.022761i,-0.015218+0.031319i,-0.0056823+0.032087i,-0.00019367+0.01191i,0.0062038-0.0081068i,0.014844-0.0057348i,0.016899+0.0036456i,0.0088017-0.0062687i,-0.0059128-0.017715i,-0.0081536-0.0063797i,0.0062388+0.010342i
-0.49433+0.11686i,-0.87142+0.27541i,-0.89485+0.42627i,-0.52718+0.40016i,-0.28693+0.19292i,-0.2978+0.073906i,-0.22202+0.10673i,-0.06364+0.096701i,-0.00016267+0.035704i,-0.0020284+0.0095376i,-0.0076347-0.0048201i,-0.014855-0.021568i,-0.013786-0.031432i,-0.0032651-0.044254i,-0.0033204-0.069057i,-0.021746-0.084973i,-0.033311-0.075973i,-0.022741-0.057768i,-0.0019434-0.039482i,0.01538-0.016775i,0.017554+0.005074i,0.005819+0.014556i,-0.0073056+0.0161i
-0.23338-0.60078i,-0.48749-1.1339i,-0.69356-1.2976i,-0.71561-0.82448i,-0.52907-0.15412i,-0.27695+0.23514i,-0.097098+0.29334i,-0.0097186+0.18565i,0.0066709+0.093063i,0.013735+0.058639i,0.024123+0.030062i,0.0091902+0.0053613i,-0.008173-0.00013548i,-0.010478-0.0010007i,-0.011162+0.0084247i,-0.01267+0.022008i,-0.021204+0.019951i,-0.040902+0.0085767i,-0.059563+0.0012067i,-0.070411+0.0053574i,-0.067781+0.016535i,-0.046171+0.022193i,-0.019859+0.019848i
0.60912-0.29959i,1.1098-0.57024i,1.2264-0.69509i,0.8366-0.62955i,0.42897-0.54102i,0.23345-0.51301i,0.09319-0.42752i,0.0027488-0.25837i,-0.034698-0.13302i,-0.065229-0.059554i,-0.065808-0.0090772i,-0.035618+0.0096418i,-0.0081674+0.0086807i,-0.0034754+0.0016283i,-0.0036966-0.00097773i,0.01468+0.00047238i,0.027254-0.0018084i,0.013544-0.0050912i,0.0031835-0.0068806i,0.014504-0.018961i,0.024452-0.037764i,0.011943-0.038575i,-0.004668-0.016585i
0.32367+0.32266i,0.55701+0.54722i,0.57347+0.5874i,0.40673+0.42486i,0.26998+0.24154i,0.15255+0.10682i,-0.0034798+0.038295i,-0.072982+0.055073i,-0.020708+0.058552i,0.029989+0.020618i,0.045635+0.00063862i,0.043884+0.0069357i,0.024089+0.0276i,0.012421+0.052913i,0.025255+0.062787i,0.04065+0.047255i,0.044884+0.017828i,0.044467-0.0014587i,0.04226+0.0025729i,0.039444+0.014968i,0.030735+0.011094i,0.017233-0.0059074i,0.0052022-0.019252i
-0.047519+0.38072i,0.012177+0.63165i,0.14401+0.54223i,0.108+0.19003i,-0.18584+0.041353i,-0.38673+0.13134i,-0.29724+0.16731i,-0.16014+0.10454i,-0.085815+0.057448i,-0.030609+0.043705i,-0.00077626+0.03146i,0.00049425+0.0067856i,-0.011413-0.013803i,-0.019803-0.01893i,-0.031865-0.020573i,-0.045076-0.0191i,-0.03785-0.017351i,-0.019055-0.030674i,-0.011713-0.051488i,-0.015905-0.059119i,-0.016045-0.044296i,-0.0035093-0.013985i,0.0047981+0.0074889i
-0.47892+0.062011i,-0.84658+0.17361i,-0.88052+0.3154i,-0.52507+0.36452i,-0.15024+0.28238i,0.078174+0.19668i,0.18089+0.12486i,0.14947+0.03517i,0.063217-0.01104i,0.032078-0.023365i,0.032108-0.040784i,0.018181-0.047748i,0.0002484-0.029011i,0.00018376+0.0044359i,0.017962+0.032582i,0.031995+0.044598i,0.02881+0.039673i,0.015049+0.026624i,0.0048463+0.019364i,0.0049532+0.023182i,0.0098726+0.032802i,0.0058261+0.031232i,-0.0068827+0.019197i
0.094553-0.30518i,0.22808-0.53906i,0.256-0.59768i,0.072527-0.48327i,-0.15049-0.38688i,-0.23875-0.3436i,-0.20655-0.29415i,-0.15792-0.21812i,-0.14463-0.10338i,-0.1233+0.018622i,-0.066631+0.072872i,-0.025508+0.053997i,-0.025841+0.017137i,-0.044257-0.005665i,-0.054809-0.0065643i,-0.037764+0.0066854i,-0.0064271+0.016678i,0.0016282+0.01573i,-0.018289+0.018393i,-0.040337+0.031356i,-0.04353+0.027338i,-0.032052+0.0050779i,-0.015566-0.0089231i
0.10407+0.20119i,0.22322+0.49461i,0.38032+0.6533i,0.51399+0.37683i,0.44176-0.10107i,0.16091-0.32754i,-0.052483-0.23824i,-0.075782-0.095814i,-0.033158-0.056114i,-0.035224-0.043107i,-0.040847-0.010725i,-0.010877+0.013021i,0.021697+0.017807i,0.03919+0.0057048i,0.040121-0.014583i,0.024404-0.020227i,0.014332-0.012707i,0.02443-0.0082579i,0.038832-0.015716i,0.034149-0.041825i,0.0024292-0.065689i,-0.035411-0.060201i,-0.046058-0.03719i
-0.017558-0.14769i,-0.16862-0.29124i,-0.3459-0.31871i,-0.36621-0.10552i,-0.24007+0.18705i,-0.15413+0.35736i,-0.12249+0.36839i,-0.06641+0.26013i,-0.016129+0.14291i,0.035594+0.084151i,0.080062+0.049033i,0.070632+0.011364i,0.02089-0.011617i,-0.029643-0.013157i,-0.068265-0.00067848i,-0.087028+0.016083i,-0.072898+0.021743i,-0.03822+0.0080905i,-0.012022-0.0086027i,0.0042976-0.0041245i,0.024387+0.014777i,0.040538+0.016233i,0.033483+0.0013387i
0.034556+0.13105i,0.047086+0.20132i,0.069328+0.19105i,0.077507+0.054778i,0.052275-0.1437i,0.056978-0.28133i,0.0747-0.28681i,0.037297-0.21464i,-0.011205-0.15303i,-0.029917-0.10951i,-0.017225-0.063172i,-0.00043004-0.039236i,0.0022818-0.034565i,0.008656-0.02789i,0.021415-0.021146i,0.024848-0.017277i,0.011967-0.015826i,-0.011178-0.019157i,-0.033329-0.021264i,-0.044421-0.0069877i,-0.034515+0.018594i,-0.0085878+0.035556i,0.0072051+0.034919i
-0.058481-0.10611i,-0.11763-0.24653i,-0.19227-0.25302i,-0.21106-0.10094i,-0.15375-0.061853i,-0.1231-0.18692i,-0.15047-0.23947i,-0.13907-0.16635i,-0.090584-0.082455i,-0.03924-0.017827i,0.010348+0.0045068i,0.02776-0.003824i,0.0094292+0.0027254i,-0.015855+0.027249i,-0.021623+0.042823i,-0.0080566+0.031238i,-0.001673+0.0099007i,-0.0046821+3.2343e-05i,0.0051715-0.0016527i,0.030173-0.013593i,0.042396-0.043089i,0.024276-0.064214i,0.0025469-0.057893i
0.09555+0.29327i,0.3615+0.5399i,0.58881+0.46799i,0.4569+0.045506i,0.024441-0.22708i,-0.32639-0.15171i,-0.37828-0.030025i,-0.26545-0.023836i,-0.17759-0.054346i,-0.14286-0.017123i,-0.085148+0.05543i,-0.0098775+0.065171i,0.026329+0.02478i,0.034834-0.024377i,0.025593-0.066114i,0.0048928-0.07091i,0.00023055-0.042607i,0.015983-0.0078838i,0.03359+0.014843i,0.026582+0.018049i,-0.0032765+0.013305i,-0.02735+0.005383i,-0.033348-0.0033711i
-0.39344-0.12639i,-0.8041-0.049356i,-0.87311+0.20853i,-0.36884+0.43325i,0.25105+0.41187i,0.52+0.26946i,0.47527+0.18197i,0.33289+0.10521i,0.21653+0.025428i,0.11393-0.029257i,0.018513-0.025794i,-0.020237+0.011938i,-0.0089253+0.025106i,-0.00057088+0.025751i,-0.010361+0.039293i,-0.024764+0.055645i,-0.02543+0.060902i,-0.010609+0.042376i,-0.011661+0.0058587i,-0.032192-0.022357i,-0.038986-0.031297i,-0.028184-0.027349i,-0.015319-0.014419i
0.32049-0.21898i,0.47806-0.4665i,0.37122-0.51493i,0.10612-0.30127i,0.0029786-0.13646i,0.028797-0.17591i,-0.002047-0.2022i,-0.036784-0.085556i,-0.040143+0.030304i,-0.010482+0.071142i,0.036013+0.057342i,0.03839+0.028028i,0.0099524+0.018818i,-0.0086052+0.016946i,-0.016458+0.0089967i,-0.021574+0.0095356i,-0.022036+0.014003i,-0.021356+0.0047217i,-0.018594-0.0051204i,0.0019214+0.002693i,0.036737+0.020524i,0.068538+0.02056i,0.072015+0.0020677i
0.075237+0.19968i,0.14652+0.34655i,0.20036+0.37193i,0.23278+0.15724i,0.16637-0.20947i,0.011997-0.46571i,-0.084096-0.50345i,-0.12892-0.42972i,-0.16502-0.28301i,-0.14565-0.081084i,-0.07591+0.044526i,-0.046603+0.04467i,-0.072754+0.028939i,-0.063935+0.046258i,-0.019599+0.043941i,-0.0051452+0.0063764i,-0.025974-0.025597i,-0.055457-0.028783i,-0.061973-0.0093452i,-0.043211+0.00751i,-0.029668+0.005784i,-0.015596-0.0004779i,0.0050124-0.012301i
-0.040271+0.22289i,-0.015141+0.33771i,-0.022915+0.2598i,-0.10267+0.11062i,-0.13297+0.11601i,-0.088961+0.18031i,-0.097087+0.15251i,-0.10466+0.092762i,-0.039822+0.056521i,0.0069907+0.060319i,0.026935+0.072527i,0.04545+0.030437i,0.031346-0.034886i,0.00048646-0.068527i,-0.013654-0.07306i,-0.010641-0.065391i,0.0074171-0.051105i,0.041292-0.042506i,0.059314-0.047921i,0.034126-0.05021i,-0.0030705-0.040369i,-0.033292-0.02928i,-0.053579-0.024746i
-0.4422+0.096445i,-0.71668+0.38151i,-0.57187+0.61005i,-0.10115+0.43851i,0.14253+0.02153i,0.060951-0.21443i,-0.0029539-0.17781i,0.096731-0.099946i,0.21745-0.16464i,0.17501-0.22731i,0.093857-0.084309i,0.16153+0.089392i,0.23456+0.07826i,0.18577+0.0052436i,0.10466-0.012146i,0.052215-0.0027699i,0.024493+0.0016904i,0.018729+0.0040859i,0.026525+0.0060917i,0.021987+0.0057327i,0.0033497+0.018501i,-0.0059059+0.022992i,-0.00871+0.007381i
0.13202-0.34601i,0.078036-0.58321i,-0.039915-0.43949i,0.0095492-0.029042i,0.23579+0.092367i,0.32451-0.1554i,0.1548-0.41394i,-0.052335-0.48688i,-0.080329-0.35809i,0.054955-0.15536i,0.11939-0.017661i,0.059309+0.092455i,0.013992+0.17394i,-0.013387+0.16577i,-0.059278+0.1234i,-0.089479+0.095579i,-0.1124+0.065104i,-0.13899+0.039232i,-0.1333+0.040281i,-0.078693+0.037589i,-0.014077+0.00054591i,0.032182-0.031326i,0.050417-0.020383i
0.42573+0.20888i,0.79478+0.22322i,0.84947+0.013098i,0.40642-0.27966i,-0.13603-0.33723i,-0.37261-0.18279i,-0.3362-0.11397i,-0.32518-0.24733i,-0.50072-0.33967i,-0.54236-0.15724i,-0.24635-0.048031i,-0.055993-0.22764i,-0.15854-0.28335i,-0.18503-0.11148i,-0.076947-0.019151i,-0.033929-0.052375i,-0.056542-0.084217i,-0.083714-0.08113i,-0.07884-0.045236i,-0.022534-0.0097732i,0.029858-0.0053383i,0.023202-0.013316i,-0.028628-0.027455i
-1.6613+5.6969i,-1.7967+3.9425i,0.93638+3.5008i,3.0578+1.4694i,3.4062-1.1272i,1.667-2.9854i,-0.57633-2.2245i,-1.1017-0.30826i,-0.075285+0.71029i,0.97332+0.49911i,0.93647-0.15232i,0.2895-0.40974i,-0.36285-0.17353i,-0.80015+0.41477i,-0.67764+0.83698i,-0.31483+0.79367i,-0.087939+0.54318i,-0.036235+0.23453i,-0.12985-0.050009i,-0.2416-0.19156i,-0.26707-0.20069i,-0.1917-0.1112i,-0.045575-0.030777i
-0.32109-0.20386i,-0.48075-0.21339i,-0.39989-0.14974i,-0.21527-0.050734i,-0.18915+0.047386i,-0.25612+0.15758i,-0.25456+0.27397i,-0.1624+0.29911i,-0.078862+0.12532i,-0.080226-0.10522i,-0.046904-0.1632i,0.090145-0.15197i,0.15478-0.17292i,0.12027-0.12894i,0.12435-0.063288i,0.15986-0.052846i,0.17427-0.059394i,0.1612-0.055139i,0.106-0.050677i,0.034033-0.039737i,-0.0027956-0.019512i,-0.032738-0.0095339i,-0.076941-0.0023647i
0.28434-0.31868i,0.47132-0.57944i,0.45237-0.68803i,0.13078-0.57467i,-0.26078-0.34927i,-0.35008-0.14159i,-0.063076-0.048623i,0.27757-0.075827i,0.35468-0.17463i,0.15716-0.25033i,-0.037916-0.215i,-0.047207-0.14522i,0.0018881-0.12815i,0.014081-0.10042i,0.034413-0.065222i,0.063219-0.049836i,0.078332-0.02398i,0.084594+0.022071i,0.097316+0.052957i,0.10783+0.040033i,0.099571+0.010727i,0.074755-0.0081053i,0.041475-0.0066045i
0.19222+0.17429i,0.27734+0.20733i,0.14634+0.14354i,-0.07169+0.20116i,-0.053843+0.44763i,0.12093+0.56354i,0.118+0.34692i,-0.099084+0.035334i,-0.25572-0.090359i,-0.21257-0.080549i,-0.10431-0.07013i,-0.025658-0.05986i,0.025404-0.040896i,0.031505-0.017294i,0.011035+0.013046i,-0.010092+0.02054i,-0.042137+0.001877i,-0.070967-0.012816i,-0.074515-0.015034i,-0.05354-0.00038535i,-0.02292+0.016123i,-0.00067431+0.013317i,0.006623+0.0087034i
-0.015901+0.18467i,0.11633+0.25772i,0.30205+0.13546i,0.38028-0.060129i,0.4036-0.09734i,0.42246-0.022754i,0.29149+0.073206i,0.091534+0.23162i,0.069339+0.32313i,0.14812+0.19952i,0.12+0.037837i,0.066036+0.011476i,0.085793+0.019147i,0.080935-0.012446i,0.044498-0.02614i,0.038317-0.02631i,0.042361-0.030399i,0.046191-0.032556i,0.044563-0.046104i,0.01659-0.065465i,-0.024449-0.065898i,-0.041846-0.03013i,-0.013791+0.0076712i
-0.36298-0.13972i,-0.62119-0.097789i,-0.5608+0.053201i,-0.21123+0.089487i,-0.029934-0.082673i,-0.081402-0.19346i,-0.0086829-0.060609i,0.24383+0.073315i,0.40434+0.0093252i,0.29676-0.11954i,0.093675-0.09543i,0.023496+0.0234i,0.03831+0.050227i,0.024612+0.0083858i,-0.0041077-0.0061067i,-0.015494+0.013204i,-0.015633+0.030475i,-0.014657+0.032446i,-0.0092089+0.026833i,0.0031915+0.022155i,0.018632+0.019954i,0.028833+0.0054955i,0.019945-0.019577i
0.3041-0.48014i,0.31052-0.94946i,-0.052711-1.0325i,-0.4993-0.4301i,-0.5476+0.36495i,-0.29212+0.70852i,-0.099385+0.53159i,-0.039066+0.20751i,-0.043617+0.048537i,-0.028979+0.031299i,-0.0061021+0.0055313i,-0.018157-0.013647i,-0.017411+0.014806i,-0.0034729+0.034786i,-0.012695+0.037189i,-0.019858+0.047504i,-0.01413+0.060827i,-0.020672+0.078622i,-0.030552+0.091755i,-0.02142+0.080896i,-0.0028861+0.049272i,0.0038706+0.022113i,-0.0045687+0.018497i
0.17382+0.46419i,0.4035+0.80386i,0.56271+0.80094i,0.55475+0.37066i,0.48893-0.12711i,0.456-0.41941i,0.33574-0.4723i,0.097644-0.29082i,-0.024827-0.046043i,0.0038203+0.043963i,0.010963+0.00086419i,-0.029328-0.027929i,-0.03277-0.019541i,0.003597-0.028872i,0.029518-0.048231i,0.034201-0.054435i,0.055516-0.058923i,0.10166-0.075435i,0.11928-0.091684i,0.082586-0.086995i,0.030256-0.058326i,0.0027149-0.020748i,0.0065981-0.0024998i
-0.38993+0.052701i,-0.63725+0.13421i,-0.59117+0.17392i,-0.30459+0.12087i,-0.14724+0.023396i,-0.19474-0.014455i,-0.20128+0.057808i,-0.066264+0.13369i,0.063871+0.12675i,0.078878+0.074576i,0.030191+0.053702i,0.0027875+0.054265i,-0.012388+0.033499i,-0.047604+0.020654i,-0.069707+0.029851i,-0.063953+0.031072i,-0.068848+0.017712i,-0.085321+0.010306i,-0.076356+0.021122i,-0.027733+0.044687i,0.027808+0.055658i,0.046926+0.036864i,0.031783+0.0090068i
-0.058387-0.25555i,-0.11555-0.41401i,-0.17568-0.40121i,-0.22634-0.11525i,-0.1979+0.36758i,-0.035238+0.72871i,0.15271+0.64505i,0.18366+0.2977i,0.084705+0.058822i,0.016274-0.023829i,0.0070082-0.047314i,0.015868-0.03825i,0.036818-0.0070329i,0.072489+0.0068257i,0.092923-0.01371i,0.081319-0.032778i,0.058404-0.016908i,0.03698+0.019914i,0.014752+0.03492i,-0.014582+0.01143i,-0.044713-0.020581i,-0.054811-0.026958i,-0.041627-0.014358i
0.36308-0.045717i,0.57872-0.060935i,0.58599-0.011384i,0.47677-0.02785i,0.48373-0.30155i,0.52323-0.62791i,0.3757-0.63032i,0.12504-0.3489i,-0.0099786-0.082986i,-0.035463+0.0012098i,-0.057439-0.025811i,-0.080349-0.037729i,-0.065099-0.031482i,-0.037103-0.045163i,-0.031813-0.056128i,-0.040301-0.042129i,-0.035135-0.02461i,-0.0080174-0.026374i,0.016235-0.034573i,0.027297-0.021404i,0.038375+0.0036158i,0.040364+0.012528i,0.026561+0.0087892i
