-0.00012243-0.00021911i,0.00069737-0.0013846i,0.0015597-0.0014499i,1.4733e-05-0.00049063i,-0.0028986+0.00056203i,-0.0034407+0.0014927i,-0.0024666+0.0014687i,-0.0018905+0.0012466i,-0.0015593+0.0016884i,-0.00061265+0.0016646i,-0.00019467+0.00034322i,-0.00048036-0.0010152i,-0.00043299-0.0014067i,-0.00037152-0.00056122i,-0.0007169-0.00046022i,-0.00062074-0.00049923i,6.9067e-05+0.00034077i,0.00057055+0.00037773i,0.00041573+0.00044028i,-0.00054127+0.00045552i,-0.00092496-0.00012595i,-0.00022212-0.00038398i,0.00053849-0.00082029i
0.0012406+0.0014868i,0.00093378+6.1502e-05i,0.0011977-0.0010437i,0.00054206-0.001317i,-0.00059703-0.0011964i,-0.00071786+0.00036247i,-0.0006565+0.0020188i,-0.00038788+0.0019987i,-0.000506+0.0018929i,-0.00078463+0.0012993i,-0.00066156-0.0003303i,-0.00064694-0.00072071i,-0.00073786-1.9379e-05i,-0.00018614-0.00035081i,0.00037726-0.00069951i,0.00015234-0.0003013i,0.00013642+0.00082838i,-0.00022761+0.0016658i,-0.00057285+0.0010502i,-0.00054158+0.00055747i,-0.00077181+0.00055092i,-0.0010077+0.00067948i,-0.00052033+0.000963i
-0.00072068+0.0011506i,-0.00040115+0.00048311i,-2.209e-05-0.00055727i,-0.00013452-0.0013083i,-0.00058358-5.6875e-05i,-0.0014623+0.0018284i,-0.00176+0.0025119i,-0.0019931+0.0023244i,-0.0016874+0.0017004i,-0.00013065+0.00035134i,0.00031466-0.00045171i,-0.00059335-0.00025607i,-0.0004396+0.00032343i,0.00046286+0.00054835i,0.00047131-4.6473e-05i,-8.1829e-05-1.4097e-05i,6.8553e-05+0.00011327i,2.8445e-06+0.00020561i,0.00031869+0.00078649i,0.00028778+0.00043721i,-0.00028417-0.00074635i,-0.00018873-0.00038305i,-5.2891e-05+0.00065592i
0.0026191-0.00033482i,0.0015925-0.00025809i,0.00049725-0.0013761i,-0.0013604-0.0016928i,-0.0021729-0.00047807i,-0.0018446+0.0024057i,-0.00063936+0.0039303i,0.00044977+0.0029441i,0.00071639+0.0017783i,0.00035845+0.00052834i,-0.00014894-0.00083444i,-0.00042816-0.00082178i,-0.00024853-6.9313e-05i,0.00065266-0.00012092i,0.00081883-0.00022442i,0.00037722+0.0002067i,0.00014848+0.00078883i,-0.00056409+0.00066698i,-0.001184+0.000698i,-0.00093593+0.00039247i,-0.00042965+0.00043984i,-8.2734e-05+0.0010651i,0.00019301+0.00063212i
0.0011858-0.0015933i,0.0012953-0.0017098i,0.00094861-0.001196i,0.00077-0.00068925i,0.00054776+0.00036025i,-0.00025593+0.0018587i,-0.0002799+0.0029408i,0.00011082+0.003187i,0.00012452+0.0025748i,8.3739e-05+0.0018827i,-0.00026189+0.00041995i,-0.00062568-0.00082123i,0.00046501-0.00045733i,0.00059748-5.506e-07i,-3.3897e-05+0.00086977i,-0.000105+0.00098606i,7.0032e-05+0.00032032i,0.00024684+0.00019128i,9.9134e-05+0.00065468i,-0.00049365+0.00015169i,-2.632e-05+0.00013611i,-3.3468e-05+0.0009558i,-0.00056648+0.00091384i
0.0028609+0.0010218i,0.0026188-0.00077752i,0.0029116-0.0019912i,0.0016147-0.0012835i,-0.00090059-1.4191e-05i,-0.0015706+0.00091451i,-0.00079443+0.0013347i,-0.0010419+0.0014408i,-0.0014927+0.0015562i,-0.00066111+0.00067025i,0.00039112-0.00068621i,0.00055051-0.00089658i,0.00012238-0.00065434i,0.00021813+0.00010234i,0.0012003+0.00032855i,0.0014134+0.00014715i,5.6758e-05+0.00025182i,-0.00090345+0.00030322i,-0.00075437+0.00027658i,-0.00044509+0.00029078i,-0.00088322+0.00026001i,-0.0005669+2.4104e-05i,6.6884e-05+0.00025308i
0.0012052+0.0013729i,0.00055294+0.00036832i,0.00078675-0.00070255i,0.00039398-0.00090942i,-0.0010391+0.00065045i,-0.0015379+0.0022446i,-0.0016907+0.0025628i,-0.0010569+0.0022335i,0.00010663+0.0017444i,0.00020999+0.00056672i,0.00053532-6.452e-06i,0.0003339+3.697e-05i,0.00024497+0.00015239i,0.00013067+0.00026121i,-9.5834e-05+1.9531e-05i,-0.00051014-4.0529e-05i,-0.001056-0.00042892i,-0.00099118-0.00060955i,-0.00032619-0.0010035i,0.00010659-0.0009046i,0.00066029-0.00025156i,-3.5195e-05-8.0526e-05i,-0.00086507-2.2729e-05i
-0.00022823-0.00074716i,-0.00011754-1.7311e-05i,0.00082491+0.00051788i,0.00084278-3.781e-05i,-0.0006169+0.00097392i,-0.0016636+0.0018268i,-0.0011603+0.0017207i,-0.00079748+0.0012933i,-0.00091856+0.0010676i,5.9273e-06+0.0010016i,0.00091623+0.00024688i,0.0001813+0.00016159i,-0.00062432+4.4267e-05i,-0.00076212-0.00058775i,-0.00028315-0.00057402i,0.00027825-0.0005279i,5.3568e-05-0.00085336i,1.3038e-05-0.00081814i,0.00038878-0.00038753i,0.00024529+0.00040871i,-0.00040454+0.00022879i,-0.00062373-0.00056363i,-0.00060116-0.00050027i
0.0014399-0.0017985i,0.0012022-0.0027069i,0.0009562-0.0021i,-0.00044541-0.0015041i,-0.0018839-0.00027589i,-0.0014785+0.0022129i,-0.00035042+0.0031441i,-0.0003253+0.0021627i,-0.00041326+0.00090818i,5.8987e-05-0.00031841i,0.00026951-0.0014264i,0.00014518-0.0012445i,-6.5695e-05-2.647e-06i,-0.00039225+0.00024002i,-0.00051329+0.00044288i,0.00013735+0.00036398i,0.0009401-7.2158e-06i,0.00070258+0.00010992i,-0.00027719+0.00048386i,-0.0014688+0.001046i,-0.0013222+0.0013942i,-0.00037006+0.0011712i,-0.0004995+0.00078145i
0.0004535-0.0011951i,0.00093216-0.0014119i,0.00084844-0.0014106i,0.00042706-0.0011427i,-0.00079172+8.3922e-05i,-0.0010704+0.0017829i,-0.00037523+0.0018716i,-0.00042283+0.0012909i,-0.00025795+0.0013568i,0.00013022+0.0011856i,0.00018955+0.00026821i,0.00015897-0.00082659i,-2.8273e-05-0.00093579i,-0.00032148-0.00013303i,-0.00051378-0.00015046i,-0.00067662-0.0011905i,0.00022657-0.0017029i,0.0006658-0.00080973i,7.6746e-05+0.00026693i,-0.00016484+0.00048858i,-0.00015025+9.0413e-05i,0.00029061-0.00024121i,0.00055159-0.00030835i
0.00041657+0.00097421i,0.00090341-0.00040349i,0.00085857-0.0015375i,0.00037742-0.0012366i,-0.00033485-0.00021301i,-0.00062631+0.00081605i,-0.00019962+0.0020884i,-0.00015445+0.0025468i,-0.00032968+0.0012924i,0.00049672+0.00086183i,0.00085055+0.00038835i,0.00012281-0.00063789i,-0.00037502-0.00012478i,-0.00024684+0.00089471i,0.00023839+0.00034802i,0.00068169-0.00011973i,0.00033496+0.00026082i,-0.00026958+0.00022011i,-0.00051629+0.00029981i,-0.00070181+0.00047472i,-0.00022907+0.00029045i,0.00026695-0.00061837i,-0.00056753-0.00043494i
-0.00066441-8.3203e-05i,-0.00024362-0.00030529i,0.00023077+0.0005093i,-4.1638e-05+0.0010984i,-0.00026813+0.0013796i,-0.00097667+0.0028769i,-0.00083359+0.0027478i,-0.00045982+0.0015473i,-0.00088706+0.0012717i,-0.00024153+0.0012766i,0.00060469+0.0011314i,0.00033114+0.00077156i,-0.00027831+0.00071192i,-0.0006376+0.00076777i,-0.00033562+0.00056921i,0.00086273+0.0010349i,0.0015551+0.00091655i,0.00098457+0.00075344i,-7.4613e-06+0.00069565i,0.00020622+0.00082069i,0.0007526+0.00065794i,0.00093591+0.00053085i,0.00056792+0.00072146i
-0.00018677-0.001017i,0.00033754-0.00097482i,-0.00031535-0.0012212i,-0.0015231-0.00060037i,-0.0020746+0.0012217i,-0.0021293+0.0029445i,-0.001804+0.0028414i,-0.0011274+0.0015946i,-0.00028107+0.0017632i,0.0001832+0.0014006i,0.00053173-0.00043967i,0.00053428-0.0014693i,0.00035935-0.00062528i,0.00034335+0.00032039i,0.00033444+0.00016288i,9.4472e-06-0.00028762i,-0.00015903-9.7368e-05i,-6.7977e-05+0.00046973i,-6.3843e-05-0.00012965i,-4.3828e-06-0.00018134i,4.8123e-05+0.00057159i,0.00010519+0.00051505i,0.00061798+0.00026584i
0.00038178-0.0031289i,0.00079342-0.0025221i,6.6415e-06-0.0014266i,-0.00062508-5.7699e-05i,-0.00073244+0.0013604i,-0.00070046+0.0022952i,-0.0005253+0.0019587i,-1.8986e-05+0.0011579i,0.00017638+0.00077427i,-0.00017293+0.00091315i,-0.00079201+0.00051557i,-0.0009428+3.3208e-05i,0.00015426-0.00019835i,0.0011998-0.0003608i,0.00069415-0.00065297i,1.6261e-05-0.001103i,-0.00021402-0.00052728i,-0.00067717+0.00062972i,-0.00032471+0.00096892i,0.00018678+4.0686e-05i,0.00062943-3.4174e-05i,0.00087691+0.00055465i,-4.9326e-06+0.00026789i
0.00019678+0.0012048i,0.00094485+0.00010907i,0.00069618-0.00018273i,-9.3841e-05+2.6242e-05i,-0.00076149+0.00054431i,-0.00068318+0.0020567i,-0.00066461+0.0032024i,-0.00079793+0.0031559i,-0.00044553+0.0018221i,0.0012229+0.0004287i,0.0017958-0.00040811i,0.00074439-0.00045626i,-0.00017244+0.00058702i,-0.00048074+6.6597e-05i,-0.00011217-0.00021176i,-2.9986e-06-0.00012995i,-0.0002231+0.0003569i,-0.00068308+0.0007182i,-0.00049518-0.00013719i,-8.2172e-05-0.0001859i,-0.00039776-0.00014189i,-0.00042722-0.00085959i,2.8053e-05-0.00075313i
0.0019322-0.00042575i,0.0016797-9.9798e-05i,0.0017017-0.00046392i,0.00081298-0.00042171i,-0.00043485+0.00029494i,-0.0017172+0.0014263i,-0.0016963+0.0025481i,-0.00095825+0.0027424i,-6.9918e-05+0.0016089i,0.00070675+0.00043623i,-2.5251e-05-0.0003758i,-0.00040558-0.00092793i,0.00033042-0.00027073i,0.00075056+0.00043619i,0.00087815+4.4632e-05i,0.00060002+0.00037044i,-0.00030013+0.00055053i,-0.00039741+0.00070038i,-0.00012736+0.00050036i,-1.1366e-05-0.00012532i,-8.8108e-05+0.00032119i,-0.00063357+0.00056977i,-0.00035441+0.00035471i
-0.0008163+0.00036539i,0.0011397-0.00064661i,0.0030264-0.00097193i,0.0028181-0.0007557i,0.00082107+0.00097773i,-0.00077183+0.0017419i,-0.00098623+0.00067834i,-0.00073447+0.00010162i,-0.00070757+0.00017645i,0.00052346+0.00034118i,0.0014098-0.00039057i,0.00058204-0.00075172i,-0.00020963-0.0001449i,-5.2027e-05-5.7889e-05i,0.00041899+8.4546e-05i,0.00044235+0.00062452i,0.00010091+0.00092312i,-0.00036301+0.00048363i,-0.00051389+0.00025314i,-0.00024046+0.00035342i,-0.00027053-8.1643e-05i,7.77e-05-0.00038748i,0.00055206+0.00050255i
0.00042944+0.00034122i,0.00016715+0.00093698i,-4.2954e-05+0.0015376i,-0.00075427+0.00068064i,-0.0018916+2.0047e-05i,-0.002147+0.0015148i,-0.00063982+0.0022465i,-4.0528e-05+0.0011045i,-0.00074771+0.0006283i,2.2451e-05+0.00045137i,0.00076401-0.00031602i,0.00072933-0.00045549i,0.00054477+0.00020216i,0.00062844+0.00027337i,0.00073503+0.00077111i,0.00055914+0.0014341i,7.6702e-05+0.00058724i,-0.00056876-0.00024029i,-0.0012898-0.00011565i,-0.0014793-0.00022627i,-0.00062215-5.9437e-06i,-0.00018019+0.00023659i,-0.00032218-0.00032354i
-0.0014469-0.00082046i,-0.00023557-0.0004498i,0.00036076-0.001156i,0.00033464-0.0015488i,0.00029841-0.00022934i,-0.00036767+0.0014415i,-0.0013468+0.0020268i,-0.0016746+0.0022142i,-0.001031+0.0019103i,-0.00014965+0.00093622i,0.00016794-1.2017e-05i,-7.8587e-05-0.00071115i,-0.00040098-0.00029287i,-0.00014242+0.00057482i,8.6069e-05+0.00061432i,0.00039043+9.4738e-05i,0.00054761-0.00023889i,-0.00023373+0.00028361i,-0.00045523-0.00010582i,2.7068e-05-0.00080763i,-0.00083407-0.0004192i,-0.0012359+9.8591e-05i,-0.00091461+0.000348i
-0.00019821-0.0011516i,-0.00064601-0.0022597i,-0.00073879-0.0027331i,-0.0014749-0.0013317i,-0.0014151+0.0014147i,-0.0010153+0.0031354i,-0.00094674+0.0027986i,-0.00037556+0.0014777i,-0.0002444+0.00045607i,9.0989e-05-9.9874e-05i,0.00085138-0.00070845i,0.00060521-0.0006957i,0.00020462-0.00018385i,0.00053114+0.0001019i,0.00028905-4.7685e-05i,-2.9507e-05-0.00035894i,0.00041291-0.00051288i,0.00087892+8.2551e-06i,0.00046806+5.518e-05i,-0.00037103-0.00073869i,-0.00069607-0.00089332i,-0.00082256-0.00042183i,-0.0006113-7.1894e-05i
0.001447-7.8736e-05i,0.0017931+0.00017391i,0.0033211+0.00019551i,0.0026713+0.00013649i,0.00013826+0.00061926i,-0.00092575+0.0013015i,-0.001016+0.0017058i,-0.0010828+0.0013669i,-0.0010625+0.0011025i,0.0001558+0.00021588i,0.0014497-0.00071486i,0.0010029-0.00046063i,7.8721e-06+3.3811e-05i,-0.00053041-0.0001392i,-0.00029181+0.00026315i,0.00023137+0.00066648i,0.00034265+0.00025037i,-0.00024346-2.6288e-05i,-0.00019934-0.00014368i,7.7202e-05+0.00034656i,-0.00023667+0.00054623i,-0.00087274+0.0002954i,-0.00042364-8.0849e-06i
-0.00086567+0.0028338i,-3.923e-05+0.0016657i,0.00051717+0.00090205i,0.00016232+0.00046196i,-0.00073559+0.0010507i,-0.00062052+0.0015508i,-0.00050783+0.0019948i,-0.0013247+0.0022443i,-0.0015115+0.0025004i,-0.0008069+0.0015405i,-0.00070656+4.534e-05i,-0.00024249-0.00042367i,0.00023431+0.00030589i,0.00026152+0.00070875i,0.00062764+0.00034793i,0.00079235+0.00024706i,0.00083149+0.0001504i,0.00087215+0.00014543i,3.5357e-05+0.0001093i,-0.0011503-0.00066779i,-0.0012166-0.0012457i,-0.00073891-0.00087667i,-0.00040821-0.00096288i
0.00038321-0.00065396i,0.0023055-0.0016087i,0.0022969-0.0027406i,-0.00076635-0.0014658i,-0.0026941+0.00039843i,-0.0019642+0.0020254i,-0.0011138+0.0025765i,-0.0004951+0.001355i,0.00077617+0.0010704i,0.001752+0.0011998i,0.0018689+0.00064861i,0.0018323-0.00011408i,0.0013784-0.00031976i,-0.00011493-3.7968e-06i,-0.00034156-7.7212e-06i,-0.00029342-0.00033434i,-0.00050146-0.00012386i,0.0002809-0.00023992i,0.00068128-0.00076188i,0.00013362-0.0010016i,0.00030403-0.00015094i,0.00050554+0.00020181i,0.00056433+0.00042326i
0.0014115-0.0016636i,0.0011152-0.00049966i,0.00052815-0.0013114i,-0.00034306-0.0016275i,-0.0017636+0.00066526i,-0.0017813+0.0034689i,-0.00068583+0.0036327i,0.00026575+0.0024116i,0.00077588+0.0019025i,0.00054833+0.00080195i,-0.00019429+0.00031972i,-0.0004255+0.00088578i,0.00081273+0.00044418i,0.001403-0.00024489i,0.00074597-0.00018386i,0.00036038+0.00014678i,-0.00015334+0.00057697i,-0.00049434+0.00051404i,-0.00061085+0.00086928i,-0.00061356+0.00058427i,-0.00050189+3.1474e-05i,-0.00099593-0.00026079i,-0.00061621-0.00034339i
0.0002283+0.00086i,0.00080242+0.00018027i,0.001732-0.0012071i,0.00088424-0.00053035i,-0.0012068+0.00060353i,-0.001554+0.0013054i,-0.0002162+0.0015443i,0.00021151+0.0014706i,-0.0004717+0.0013444i,-0.00033483+0.00053801i,0.0006048-0.00082314i,0.00063485-0.00098923i,0.00023005-0.00044015i,-0.00026552-0.00054352i,-0.00061792+1.5148e-05i,-0.00031433+0.0007596i,0.0003328+0.00072468i,0.00051668-7.7459e-05i,0.00020243-0.00083636i,0.00030611-0.00074953i,0.00041715+0.00038171i,-5.6468e-05+0.00061016i,-0.00040458+1.5177e-05i
0.0008131+0.0013208i,0.00093407+0.00021733i,0.0014635-0.0014704i,0.00020113-0.0023462i,-0.0015999-0.0014594i,-0.0021613+0.00037907i,-0.0022918+0.0019943i,-0.0014709+0.0021874i,0.0003508+0.001611i,0.0013554+0.00054375i,0.0011946+1.7972e-05i,-8.6482e-05+0.00046005i,-0.00096097+0.00063313i,0.00023594+0.0002724i,0.0009666-0.00024319i,0.00030126-0.00066717i,0.00022818+1.0761e-05i,-7.8196e-05+0.00049675i,-5.9496e-05-0.00013386i,0.00020576-0.00032047i,-0.00028533-0.00033654i,-0.0003979-0.00048785i,-0.00011958-0.00025501i
0.0010924+0.0011501i,0.0013671-0.0010765i,0.0028472-0.0034479i,0.0029939-0.0024298i,0.00089729-0.00042229i,-0.0012769+0.00032054i,-0.0011927+0.001016i,-0.00078297+0.0016959i,-0.0014283+0.0012384i,-0.00068885+9.7191e-06i,0.00088427-0.00068549i,0.00087589-0.0011377i,0.00033507-0.00069828i,0.00044882-0.00050061i,0.00073832-0.00058065i,0.00074521-0.00052557i,0.00099376-0.00066897i,0.0010173-0.00044325i,7.9324e-05+0.00055577i,-0.00048081+0.00086689i,-0.00046982+0.00014566i,-0.00083894-0.00023849i,-0.00055252-0.00036517i
0.001052-0.00024422i,0.0019358-0.00077831i,0.0017484-0.0015496i,-8.0701e-05-0.00072188i,-0.0021989+0.0010161i,-0.002954+0.0026793i,-0.0025195+0.0028112i,-0.0011204+0.0017879i,-0.00043743+0.001051i,-0.00035664+0.00026989i,0.00049984-0.00033132i,0.00072576-0.00014155i,0.00015991-7.4862e-05i,0.0006946-0.00045296i,0.00058319-0.00083806i,5.0738e-05-0.00089056i,-1.3818e-05-0.00049957i,0.00021721-0.00032345i,0.00033322-0.00032843i,-0.00046125-4.9181e-05i,-0.00017268+0.00017442i,0.00016306-0.00024763i,0.00013022-0.00013722i
0.0010313+0.00072043i,0.00067088+0.00079748i,2.3976e-05-0.00090873i,4.3699e-06-0.0016681i,-0.0011666-0.00050972i,-0.0019777+0.0015632i,-0.0010219+0.0028597i,-4.086e-05+0.0023318i,0.00011559+0.00093721i,0.00060936-0.00030488i,0.00074968-0.00073816i,-0.00042951-0.0007064i,-0.00075939-0.00044666i,-0.00056897+0.00054382i,-5.7668e-05+0.0019637i,-0.00026318+0.0016948i,-0.00056554+0.00079246i,0.00015491+0.00065846i,0.00096234+0.00047216i,0.00065896+0.00044874i,0.00020638+4.9884e-05i,0.00024583-0.00049059i,0.00064415-2.6257e-05i
-0.0018795+0.00038632i,-0.0013457+0.00084778i,-0.0005679+0.0004755i,-0.00062883+0.00055016i,-0.00088083+0.0011966i,-0.00026697+0.0018993i,0.00022585+0.0024064i,0.00012354+0.0015889i,-0.00038835+0.0011401i,-0.00047215+0.00046458i,0.00028592-0.0013571i,0.00073207-0.0013326i,0.00054478-0.00029275i,0.00026739-0.00060699i,-0.00028724-0.00067571i,-0.00063251-0.00042808i,-0.00065777-0.00019913i,0.0001301+0.00054356i,0.00058959+0.00034367i,0.00054656-0.00061167i,0.00053842-0.001407i,0.00017904-0.0011642i,-0.00029685-0.00032526i
0.00067089-0.0011121i,0.0012195-0.0017507i,0.0016502-0.0021276i,0.00065431-0.0011117i,-0.0011899+0.00027032i,-0.00143+0.0020015i,-0.00076665+0.002655i,-0.00074118+0.0019114i,-0.00097878+0.00099322i,-0.00044421+0.00028471i,0.0007188-0.00051722i,0.00043133-0.0010644i,-0.00045606-0.00036105i,-0.00037333+9.335e-05i,0.00060071-0.00079596i,0.001812-0.00075443i,0.0012833-0.00024068i,0.00043525+0.00012301i,0.00053263+0.00071895i,0.00016606+0.00045333i,-0.00051446+0.00039599i,-0.00021533-2.4642e-05i,0.00027039-0.00010409i
0.00012075+0.0010302i,0.0021262+1.5975e-05i,0.0022314-0.0011503i,0.00093529-0.0012679i,-0.0010842-0.00047718i,-0.0020546+0.00053179i,-0.00066717+0.001117i,-3.5757e-05+0.0013073i,-0.00085305+0.0017182i,-0.00063311+0.0011379i,-0.00030599-0.00052256i,-0.0002954-0.00081821i,5.8025e-05-0.00075604i,0.00034048-0.0004497i,0.00054186-0.00062566i,0.00021755-0.00078413i,-0.00020663-0.00036331i,-0.00033297-0.00027359i,-0.00022977+6.0217e-05i,-0.00028449+0.00053692i,-7.0176e-05+0.00044761i,0.00036586+0.00082768i,-2.0848e-05+0.00093592i
0.00046231+0.00048819i,0.0017147-0.00037224i,0.0023241-0.00071919i,0.0016272-0.0006913i,-0.00026382+0.00013944i,-0.0015392+0.001297i,-0.0014876+0.0015135i,-0.00086885+0.0019632i,-0.00062487+0.0023712i,-0.00080885+0.0018202i,-0.00067861+0.00049041i,0.00017661+0.00013521i,-0.00027715+0.00047701i,-0.0010109-0.00041139i,-0.00046629-0.00026075i,-4.9388e-05+0.00082805i,0.0003815+0.00065269i,0.00052669-3.9526e-05i,0.00035295-0.00044151i,0.00039053-0.00025741i,0.00029099+0.00010756i,9.6109e-05+0.00062506i,0.00055104+0.0012974i
-0.0015199-0.00076497i,-0.00020203+0.00026507i,0.00064822-0.00011237i,-0.00012033-9.4342e-05i,-0.0010578+0.0011554i,-0.00093216+0.0027344i,-0.00048979+0.0027349i,-0.00088236+0.0022654i,-0.00097188+0.0020793i,-8.7916e-05+0.0020131i,0.0003563+0.0010606i,0.00022135+0.00048986i,-1.2939e-05+0.00025985i,0.00016538-3.1378e-05i,0.00056757+0.000274i,0.00025143+8.2864e-05i,2.3065e-05-0.00017828i,5.1562e-05+0.00030415i,-0.00017958+0.00021039i,-7.3564e-05-0.00056984i,-3.2143e-05-0.00086437i,-0.00028043-0.00019613i,-0.00023772+0.00057708i
0.0011625-0.00087441i,0.00064084+0.0003186i,-0.00045371-0.0019542i,-0.0014633-0.0022019i,-0.0023674+0.00039356i,-0.0015317+0.0021873i,0.00020519+0.0023935i,0.00072303+0.0016672i,0.0010075+0.00089765i,0.0010135+0.00048457i,-8.6781e-05+0.00020483i,-0.00048856-5.5017e-05i,0.00047063-0.00031098i,0.00092729-0.00049573i,0.00046379-0.00025573i,0.00023871-0.00064667i,0.00035561-0.0007582i,0.00078861-3.0862e-05i,0.00075099+0.00042964i,0.00013044+0.00064254i,-0.00058285+0.00061558i,-0.00032912-4.7938e-06i,0.00058399-0.00073777i
0.0015302+0.00024043i,0.0014174-0.00042249i,0.0018222-0.0023425i,0.00034142-0.002114i,-0.0018589-0.00049137i,-0.0019679+0.0010346i,-0.0013406+0.0018564i,-0.00088079+0.0018823i,-0.00011969+0.0012581i,0.00017696+0.00088288i,0.00026191+0.00086064i,5.0285e-05+2.583e-05i,-8.3941e-05+0.00020838i,0.00018483+0.00078858i,0.00075033+0.00047378i,0.00056114+0.00060752i,-0.0004454+0.00053119i,-0.00050985+0.00052075i,0.00011213+0.00041501i,-0.00010048+0.00039393i,-0.00024588+0.00053908i,4.4209e-05+0.00065903i,-0.00048016+0.00038709i
0.0016227+0.00083806i,0.0024187-0.00024833i,0.0021523-0.0013431i,0.00058013-0.0014465i,-0.00062405-0.0007246i,-0.00091493+0.0012432i,-0.0003628+0.0024946i,0.00010518+0.0020805i,-0.00035023+0.0011481i,-0.00032035-0.00015555i,-0.00038411-0.00098047i,-0.00045585-0.00060424i,-0.00025822-0.00041149i,1.1233e-05+9.0731e-06i,0.00046694+2.4476e-05i,0.00024014+0.00035677i,-0.0003694+0.00064004i,-0.00013954+0.0013658i,-0.00027541+0.0016723i,-4.3872e-05+0.00019723i,0.00034012-0.00016064i,0.00014014+0.00042238i,-5.5593e-05+0.00051399i
-1.7578e-06-0.00028681i,0.00032414-0.0012961i,0.0012768-0.00012958i,0.0012076+0.0014306i,-0.00015734+0.0027167i,-0.00022301+0.0036243i,-0.00050217+0.0028987i,-0.00074152+0.0015696i,-0.00040381+0.0014446i,-0.00048812+0.0011761i,-0.00018752+0.00073743i,-0.00012326+0.00069526i,-0.00030007+0.00036951i,0.00034971-7.5644e-05i,0.0012005-0.00043767i,0.001003-0.0006458i,0.00010894-8.0991e-05i,-0.00051562+0.00036067i,-0.00068151-0.00011069i,-0.0001202-0.00026946i,0.00046991-6.951e-05i,0.00011443+0.00025515i,-0.0003914+0.00069852i
0.0022542+0.00036066i,0.0021004+0.00095837i,0.00109-3.3558e-06i,-0.0012694-0.00081465i,-0.0029728-0.00052129i,-0.0035507+0.00097399i,-0.0022022+0.0015471i,-0.00018026+0.0013567i,-0.00015323+0.0013401i,-0.0004311+0.00029134i,-0.00033023-0.00038679i,-0.00010886+9.3198e-05i,-0.00016887+0.00017296i,0.00024464-0.00024145i,0.00077849-0.00025434i,0.0003106-0.00034289i,-0.00026467-0.00036668i,-0.00015687+6.1923e-05i,-0.00026361+0.00054743i,-0.00029469+0.00084183i,9.4188e-05+0.00028164i,0.00032408-0.00011761i,0.00010622+0.00017696i
-0.00061265-0.00011718i,-0.00048666-0.00022441i,0.00031937-0.00065881i,4.0221e-05-0.00085643i,-0.00074752+0.0004875i,-0.00038581+0.0016234i,0.00024698+0.0018409i,-0.00033095+0.0023134i,-0.00092315+0.0019161i,-0.00055762+0.00062229i,-0.00010396-0.00041811i,-3.9649e-05-0.00059681i,0.00015776-4.2242e-05i,0.00087295-7.9871e-05i,0.00099553-0.00064548i,0.0010488-0.00080449i,0.00088538-0.0004907i,0.00016343-0.000131i,-0.0001268-0.00031178i,0.00042895-0.00029599i,0.00061527+0.00020176i,-6.0111e-05+0.00067669i,-0.00040196+0.00044667i
7.7136e-05-0.0011535i,-4.9893e-05-0.0015919i,-0.00093443-0.0020753i,-0.0011041-0.0026606i,-0.0013576-0.0014503i,-0.00097048+0.0004456i,-0.0001101+0.0017332i,-0.00047996+0.00188i,-0.00039784+0.0011983i,0.00050894+7.5713e-05i,0.00048847-0.00072497i,-0.00025231-0.001043i,0.00028024-0.00097015i,0.0008091-0.00050735i,-3.4397e-05-0.00017724i,-0.0012888-0.00010144i,-0.00058343+0.00020343i,0.00041474+0.00075467i,0.00071329+0.00087269i,0.00028178+0.00077053i,-0.00011838+0.00091548i,-0.00016763+0.00072743i,-9.7888e-05-0.00015593i
0.00012812+0.00095029i,0.00098765+0.00072576i,0.0016542+0.00043743i,0.00077917-0.00046811i,-0.00087116+0.00033317i,-0.002006+0.0015815i,-0.0015896+0.0015139i,-0.00091178+0.0017519i,-0.00062567+0.0016188i,-0.00012641+0.00032199i,0.00025543-0.00091073i,0.00065088-0.0012583i,0.0006632-0.00024416i,0.00015749+7.8498e-05i,0.0001061-4.9381e-05i,4.31e-05+0.00013226i,-0.00061433-0.00024094i,-0.00081869-0.00025359i,-0.0001864+0.00060162i,-0.00055763+0.00017333i,-0.00098131-0.00081276i,-0.0006188-0.00085144i,-0.00015351-0.00042585i
0.0016813-0.00065247i,0.0026813-0.0016327i,0.0023699-0.0030401i,0.00013302-0.0021242i,-0.0013145-0.00054477i,-0.0010124+0.00096117i,-0.00098657+0.0027076i,-0.00091882+0.0025635i,-0.00047946+0.00091162i,0.00020324-0.00022382i,0.00041694-4.887e-05i,0.00050176+0.00011645i,0.00072147+0.00013047i,0.00046262+0.00038706i,0.00036558+9.9283e-06i,-4.8905e-05-0.00081945i,-0.00011999-0.00096815i,0.00034107-0.00043535i,-0.0001372+0.00038983i,-0.0005373+0.00066212i,-0.00058143+0.00017561i,-2.421e-05-0.0002926i,0.00061819-0.00016525i
