-0.0017012+0.00089665i,-0.0010599+0.0017853i,-0.0011105+0.00050169i,-0.00091331-0.00092888i,-0.0019688+0.00046988i,-0.0017905+0.0016344i,-0.00091151+0.00083263i,-0.00057424-0.00031806i,0.0002723-0.00081295i,0.0006611-0.00054519i,0.00036487-0.00075908i,0.00022773-0.0011025i,-0.00038021-0.0013323i,-0.0011298-0.001024i,-0.001545-0.00052212i,-0.00047286-0.00020164i,0.0008009+9.5914e-05i,0.0015245-5.7538e-05i,0.0017168-0.00019211i,0.00094303+0.00014365i,-1.5451e-05+0.00068197i,-0.00077497+0.00078949i,-0.00038684+0.00028701i
0.24189-0.27221i,0.38588-0.47503i,0.36956-0.45642i,0.24447-0.16703i,0.19249+0.069954i,0.17903+0.087831i,0.11436+0.039676i,0.043892+0.027518i,0.0053497-0.0097612i,-0.023757-0.053458i,-0.038259-0.048825i,-0.03146-0.028512i,-0.032141-0.027774i,-0.057496-0.024832i,-0.071833-0.0021023i,-0.052395+0.016073i,-0.025091+0.030953i,-0.0053326+0.055618i,0.013254+0.070159i,0.024181+0.05923i,0.023692+0.031631i,0.018566+0.0076989i,0.011098-0.0016714i
0.11297+0.22914i,0.088716+0.43688i,-0.0078183+0.54936i,-0.061591+0.4641i,-0.016135+0.28738i,0.082202+0.12229i,0.11409-0.0049485i,0.066732-0.056827i,0.031581-0.042491i,0.022118-0.038251i,-0.0040165-0.053393i,-0.029997-0.044225i,-0.0096033-0.023734i,0.026581-0.025661i,0.025861-0.034495i,0.0037492-0.030527i,-0.021107-0.031198i,-0.04253-0.045774i,-0.044371-0.060228i,-0.031851-0.059472i,-0.012247-0.031458i,0.013116+0.0034834i,0.029073+0.017125i
-0.1454-0.093353i,-0.23762-0.19059i,-0.25444-0.18738i,-0.20078-0.019077i,-0.1518+0.13633i,-0.14352+0.14276i,-0.098985+0.11519i,0.015151+0.09095i,0.11308+0.039969i,0.14815-0.0011222i,0.13566-0.019269i,0.093901-0.013517i,0.042914+0.015614i,0.0081518+0.050377i,-0.00013285+0.071041i,0.0037358+0.074173i,0.022067+0.06546i,0.043702+0.042261i,0.041771+0.014947i,0.022641-0.0021531i,0.0038514-0.012328i,-0.0076619-0.013164i,-0.0096516+0.0010402i
0.00506-0.21577i,0.012765-0.27732i,0.0012543-0.305i,-0.070699-0.41873i,-0.15843-0.47523i,-0.17201-0.30522i,-0.10698-0.11664i,-0.058664-0.023962i,-0.028343+0.04416i,0.0004321+0.067886i,-0.0099691+0.052955i,-0.022341+0.04342i,-0.0082472+0.035061i,0.0015876+0.029261i,0.007449+0.02588i,0.012561+0.0088902i,0.0060472-0.014604i,0.0011559-0.018804i,0.024208-0.015918i,0.063268-0.022541i,0.074778-0.025155i,0.056411-0.022273i,0.033204-0.025251i
0.27582-0.30581i,0.27222-0.47311i,0.13643-0.39051i,0.12034-0.045221i,0.22398+0.24296i,0.23385+0.30566i,0.17453+0.28021i,0.16046+0.18709i,0.1256+0.046027i,0.080588-0.029416i,0.077566-0.057872i,0.048217-0.084775i,-0.014838-0.084773i,-0.059065-0.067406i,-0.0804-0.048431i,-0.087895-0.020519i,-0.082007+0.014761i,-0.061465+0.036346i,-0.032649+0.046688i,-0.014997+0.055087i,-0.024449+0.053592i,-0.046744+0.054024i,-0.044121+0.056875i
0.5244+0.55661i,0.81913+0.75231i,0.80523+0.64459i,0.51382+0.32361i,0.2509-0.025386i,0.10352-0.32202i,-0.017969-0.41547i,-0.075301-0.27703i,-0.064445-0.13442i,-0.08018-0.05388i,-0.084738+0.028583i,-0.022483+0.065781i,0.030704+0.037662i,0.031183+0.0033812i,0.016631-0.012948i,0.0045688-0.021899i,-0.010141-0.020869i,-0.016984-0.024214i,-0.015338-0.045984i,-0.018146-0.057577i,-0.015808-0.049244i,-0.0056588-0.037556i,-0.0064985-0.018533i
-0.48473+0.47573i,-0.67818+0.49975i,-0.66306+0.28657i,-0.43297+0.19758i,-0.1611+0.29627i,0.015221+0.34463i,0.06959+0.28025i,0.078924+0.15606i,0.12186+0.033086i,0.1715-0.049917i,0.14675-0.082714i,0.063995-0.053883i,0.01317-0.012247i,-0.0087352-0.011594i,-0.035168-0.018985i,-0.040034-0.0092006i,-0.015218-0.0049916i,0.011706+0.0044694i,0.028031+0.035427i,0.038002+0.063903i,0.040237+0.065959i,0.034432+0.04742i,0.026636+0.030608i
-0.39849-0.077062i,-0.26192-0.14463i,-0.0079741-0.33598i,-0.139-0.56746i,-0.42882-0.55i,-0.37264-0.29985i,-0.14339-0.087983i,-0.033299+0.047688i,-0.040252+0.15108i,-0.087071+0.2196i,-0.078031+0.22185i,-0.024782+0.15108i,0.01069+0.09332i,0.040825+0.071054i,0.063584+0.047112i,0.0711+0.034613i,0.06768+0.031012i,0.051898+0.012502i,0.033431-0.013508i,0.021527-0.030031i,0.010879-0.040436i,-0.012447-0.047095i,-0.034061-0.032649i
-0.25851-0.64287i,-0.47738-0.55278i,-0.41667-0.078074i,-0.011596+0.25239i,0.2912+0.24743i,0.26994+0.17636i,0.15947+0.094933i,0.054059+0.019414i,0.0060164+0.036653i,0.048632+0.028939i,0.040296-0.038399i,-0.046196-0.061071i,-0.12182-0.040883i,-0.16048-0.0062363i,-0.17139+0.027462i,-0.17567+0.053501i,-0.15771+0.086211i,-0.068202+0.10773i,0.064276+0.107i,0.13656+0.09481i,0.12314+0.072075i,0.078641+0.037964i,0.032718+0.0048257i
0.6934-0.26592i,0.8316-0.35851i,0.61022-0.28688i,0.26375-0.15328i,-0.030587-0.19159i,-0.27313-0.33526i,-0.35686-0.28049i,-0.21372-0.07932i,-0.054534+0.026896i,-0.048665+0.049127i,-0.05928+0.053568i,0.01511+0.0098219i,0.091678-0.067494i,0.11786-0.13453i,0.11841-0.18324i,0.097276-0.21655i,0.042598-0.20182i,-0.025512-0.10119i,-0.06998+0.019977i,-0.091457+0.061978i,-0.092897+0.052291i,-0.055883+0.048408i,-0.012584+0.0353i
0.13965+0.36474i,0.063682+0.48114i,-0.042131+0.45617i,0.074658+0.42755i,0.35778+0.45591i,0.54967+0.51199i,0.55452+0.50896i,0.41844+0.33327i,0.27871+0.092011i,0.22125-0.059965i,0.15666-0.098995i,0.061282-0.025284i,0.024346+0.068103i,0.024267+0.088672i,0.012776+0.075126i,0.016677+0.046173i,0.023871-0.023282i,-0.018231-0.086619i,-0.078952-0.07798i,-0.082112-0.023154i,-0.0428+0.0020318i,-0.019333-0.017089i,-0.013721-0.049171i
-0.3051+0.39346i,-0.010015+0.26308i,0.12583-0.28693i,-0.23037-0.57257i,-0.48558-0.35436i,-0.29754-0.13535i,-0.09435-0.10746i,-0.04657-0.04235i,-0.059284+0.041226i,-0.10646+0.058489i,-0.12085+0.050413i,-0.10012+0.021584i,-0.099837-0.0040305i,-0.11106-0.017191i,-0.11477-0.045663i,-0.11314-0.054347i,-0.10312-0.013106i,-0.068931+0.02996i,-0.037222+0.014213i,-0.063252-0.025461i,-0.097829-0.013085i,-0.084505+0.018732i,-0.054772+0.019686i
0.14752+5.1568i,2.0078+4.9223i,5.8409+5.356i,7.5733+2.8396i,6.6451-0.52583i,3.5826-2.8032i,0.26411-2.2673i,-0.88199-0.40291i,-0.0432+0.49058i,0.96354+0.020388i,0.77057-0.81197i,-0.32497-1.0227i,-1.3818-0.60937i,-1.8994+0.16938i,-1.5698+0.85914i,-0.67132+1.0279i,0.082795+0.71281i,0.29399+0.21501i,0.13619-0.048633i,0.014448+0.08254i,0.061244+0.30664i,0.089791+0.3875i,0.044529+0.34335i
0.035414-0.27492i,0.05097-0.25721i,0.035958-0.12057i,0.03387-0.0069984i,-0.059113-0.015117i,-0.22714+0.01458i,-0.25262+0.086389i,-0.18097+0.058409i,-0.20471+0.012343i,-0.25257+0.082235i,-0.17388+0.15152i,-0.077934+0.10347i,-0.076579+0.059788i,-0.083677+0.07314i,-0.085523+0.059284i,-0.12079+0.040594i,-0.12364+0.054033i,-0.0574+0.044053i,-0.0036037-0.023307i,-0.033238-0.081573i,-0.079743-0.076873i,-0.075613-0.056633i,-0.054001-0.049607i
0.29681+0.063538i,0.23881-0.094601i,0.016695-0.21334i,-0.063707-0.10943i,0.10237+0.11107i,0.32981+0.16112i,0.38561+0.025684i,0.20519-0.061124i,-0.044176-0.039199i,-0.17617+0.0059394i,-0.17591+0.053885i,-0.10638+0.099952i,-0.041987+0.12267i,-0.023551+0.13237i,-0.035399+0.11773i,-0.074209+0.064387i,-0.12123+0.012789i,-0.12373+0.0035424i,-0.049062+0.044887i,0.062349+0.092257i,0.133+0.10254i,0.14241+0.081343i,0.11206+0.047533i
0.10031+0.15743i,0.20928+0.090339i,0.15394+0.0018986i,-0.094383+0.018292i,-0.2103+0.040969i,-0.11374-0.066755i,-0.081521-0.18064i,-0.10098-0.11756i,-0.0096515+0.035666i,0.10561+0.066097i,0.12525+0.021219i,0.093134+0.015899i,0.062103+0.026908i,0.026335+0.041398i,-0.0039405+0.0696i,-0.014353+0.086452i,-0.021248+0.072987i,-0.04254+0.042804i,-0.0723+0.019023i,-0.070149+0.006324i,-0.04155-0.0028639i,-0.03087-0.0062536i,-0.037122-0.0059892i
-0.28569+0.1328i,-0.2607+0.29432i,-0.050478+0.29833i,0.17343+0.056137i,0.19014-0.18462i,0.069774-0.2052i,0.011635-0.079985i,-0.0032563+0.0049661i,-0.048794+0.025834i,-0.086508+0.050917i,-0.080855+0.056961i,-0.066413+0.048363i,-0.055414+0.074927i,-0.038868+0.11353i,-0.024361+0.12921i,0.003964+0.12646i,0.05199+0.10953i,0.084238+0.093004i,0.085775+0.082839i,0.072222+0.070399i,0.060644+0.046194i,0.039925+0.018265i,0.0051185+0.0094079i
0.17497-0.21317i,0.18764-0.30846i,0.11767-0.28593i,0.010875-0.16913i,-0.079176-0.0911i,-0.11346-0.076662i,-0.082227-0.072206i,-0.062825-0.034824i,-0.094914+0.047713i,-0.075671+0.13306i,0.015156+0.13866i,0.063482+0.054876i,0.061513-0.02311i,0.086577-0.054699i,0.11002-0.084844i,0.074289-0.1131i,0.027265-0.11472i,0.0082114-0.10974i,-0.014282-0.10156i,-0.041331-0.062182i,-0.052809+4.5628e-05i,-0.044421+0.048088i,-0.020534+0.058473i
0.013272+0.15461i,0.028024+0.13469i,0.03302+0.032115i,0.12733-0.023141i,0.30983+0.015008i,0.38851+0.032784i,0.27487-0.015922i,0.13485-0.046458i,0.084409-0.068859i,0.045087-0.10785i,0.015261-0.087418i,0.040707-0.031534i,0.053372-0.014154i,0.027273-0.019357i,0.0070671-0.022639i,0.0021755-0.032923i,-0.0063923-0.059085i,-0.034236-0.068329i,-0.067104-0.035423i,-0.074273+0.0034653i,-0.051728+0.01101i,-0.024428-0.0064672i,-0.013536-0.024629i
-0.0061488-0.05414i,-0.079072-0.19435i,-0.3262-0.23259i,-0.59558+0.0063583i,-0.50782+0.27191i,-0.17396+0.26531i,-0.021532+0.14891i,-0.033429+0.089473i,-0.025015+0.060132i,0.010497+0.047359i,0.026508+0.036836i,0.0068601+0.021676i,-0.015631+0.007036i,-0.040478-0.017137i,-0.078066-0.02332i,-0.083628+0.0073457i,-0.059387+0.056272i,-0.030447+0.095517i,0.0071647+0.099047i,0.03961+0.061781i,0.05091+0.0070735i,0.03519-0.030773i,0.0051911-0.023444i
-0.049033+0.087801i,0.14159+0.46939i,0.64901+0.75787i,1.0569+0.45071i,0.80241-0.09525i,0.21552-0.24395i,-0.054656-0.11776i,-0.10284-0.0097436i,-0.14114+0.096206i,-0.12186+0.15059i,-0.097622+0.10994i,-0.093792+0.07446i,-0.077339+0.081739i,-0.052194+0.10745i,-0.017462+0.12172i,0.013598+0.10974i,0.045019+0.073284i,0.080237+0.0089669i,0.10062-0.045302i,0.099958-0.049311i,0.07555-0.030727i,0.03707-0.022057i,0.010274-0.021945i
0.041956-0.41622i,-0.19844-0.82761i,-0.58191-1.0924i,-0.79076-0.85027i,-0.60564-0.29355i,-0.22747+0.048057i,-0.0056474+0.068722i,0.064169+0.026539i,0.10168+0.018716i,0.091982+0.021476i,0.081348+0.024893i,0.083731-0.029081i,0.041917-0.10669i,-0.017896-0.13473i,-0.069168-0.13458i,-0.11956-0.11893i,-0.14079-0.068848i,-0.12387+0.0024106i,-0.10911+0.05277i,-0.11144+0.066198i,-0.10112+0.062592i,-0.065621+0.052668i,-0.025877+0.032169i
0.084452+0.27131i,0.018981+0.47122i,-0.18025+0.72525i,-0.2785+0.88568i,-0.13142+0.72195i,0.0042018+0.38696i,0.0071764+0.18282i,0.011357+0.076304i,0.01828-0.045327i,0.0048775-0.12137i,-0.0037374-0.11482i,-0.0027883-0.057077i,0.020184+0.001221i,0.050328+0.022306i,0.063103+0.026843i,0.063022+0.026343i,0.044502+0.016114i,0.015605+0.010945i,0.012104+0.0046741i,0.035281-0.010355i,0.061537-0.014404i,0.076268-0.0094587i,0.064412-0.014435i
-0.041375+0.16741i,0.3317+0.24208i,0.89831+0.11735i,1.0591-0.16706i,0.62721-0.30036i,0.14958-0.17826i,-0.035137-0.034485i,-0.086452+0.031318i,-0.082232+0.091071i,-0.02575+0.10811i,-0.0050101+0.08385i,-0.0050482+0.083058i,0.0095422+0.074735i,0.0015793+0.039884i,-0.01386+0.0070225i,-0.0069052-0.020518i,0.0070713-0.046176i,0.0030272-0.06693i,-0.039697-0.065604i,-0.092578-0.036935i,-0.1067-0.017449i,-0.097622-0.027272i,-0.092975-0.030064i
-0.24143-0.13825i,-0.52119-0.27681i,-0.78289-0.49721i,-0.77643-0.60087i,-0.43469-0.3727i,-0.03191-0.082247i,0.13252+0.0035882i,0.097427+0.022286i,0.042417+0.06789i,0.016312+0.085701i,0.0028849+0.055024i,-0.016474+0.0038204i,-0.032503-0.013786i,-0.018779+0.0078255i,-0.0040682+0.025653i,-0.011148+0.028475i,-0.012921+0.026966i,0.0076849+0.029489i,0.045328+0.037327i,0.078466+0.040338i,0.079252+0.037955i,0.060309+0.04272i,0.051452+0.048423i
0.21588-0.093615i,0.17397+0.030266i,-0.022304+0.49064i,-0.17948+0.9528i,-0.21452+0.84871i,-0.24702+0.37545i,-0.25121+0.075217i,-0.16055-0.021709i,-0.094562-0.070299i,-0.10126-0.05085i,-0.086448+0.0013398i,-0.037736+0.010915i,0.0041099-0.022083i,0.029976-0.082903i,0.041647-0.14326i,0.024753-0.1647i,-0.02202-0.12743i,-0.060995-0.056163i,-0.067039-0.013485i,-0.057711-0.011928i,-0.048361-0.010761i,-0.033261-0.0041553i,-0.015819-0.014032i
0.19062+0.16301i,0.41378+0.075636i,0.66781-0.22971i,0.747-0.50042i,0.55644-0.41691i,0.3262-0.086924i,0.21945+0.11148i,0.12859+0.092994i,0.048998+0.050707i,0.063372+0.04006i,0.11075+0.029239i,0.1152+0.023291i,0.076675+0.02665i,0.02201+0.049902i,-0.019937+0.082538i,-0.03105+0.096059i,-0.016086+0.077251i,0.0032029+0.039801i,0.0077846+0.022536i,0.0073118+0.034488i,0.014994+0.036605i,0.023966+0.013311i,0.02592-0.0099507i
-0.16005-0.031483i,-0.2863-0.11622i,-0.53784-0.22848i,-0.78325-0.19719i,-0.6986-0.0054752i,-0.36197+0.12003i,-0.11494+0.1121i,-0.012556+0.10751i,0.062856+0.10239i,0.097305+0.016444i,0.046356-0.08692i,-0.02405-0.1131i,-0.043532-0.081872i,-0.022438-0.05266i,0.018126-0.035543i,0.072763-0.028083i,0.10285-0.030782i,0.075181-0.030574i,0.027443-0.032585i,-0.0030838-0.049611i,-0.015841-0.060036i,-0.01769-0.048023i,-0.016252-0.023974i
-0.1154-0.0083967i,-0.088111+0.28067i,0.18572+0.58366i,0.49096+0.46432i,0.41932+0.023763i,0.066718-0.25681i,-0.15263-0.26995i,-0.16555-0.21802i,-0.15354-0.1724i,-0.16932-0.08691i,-0.15014+0.0074132i,-0.097187+0.042586i,-0.061509+0.04016i,-0.044263+0.043451i,-0.039729+0.030115i,-0.055981-0.013764i,-0.067384-0.060914i,-0.047171-0.079628i,-0.015542-0.057284i,0.0038056-0.011432i,0.0082466+0.028171i,0.0017396+0.042251i,-0.0092076+0.033819i
0.086153-0.25753i,-0.047644-0.56849i,-0.2896-0.64487i,-0.37469-0.26627i,-0.20063+0.18136i,0.0093902+0.32435i,0.064683+0.2717i,0.028336+0.20302i,0.010016+0.16729i,0.053171+0.14737i,0.11033+0.093529i,0.10497+0.024606i,0.059545-0.018903i,0.023263-0.046015i,-0.0018198-0.042756i,-0.015944+0.0037961i,-0.014186+0.052206i,-0.010121+0.066752i,-0.020605+0.054476i,-0.039122+0.034601i,-0.044563+0.012973i,-0.024715+0.00070103i,0.0090506+0.0026621i
0.10787+0.33867i,0.32072+0.47552i,0.46896+0.33393i,0.33975-0.040046i,0.068116-0.27323i,-0.077811-0.24189i,-0.054441-0.15128i,0.013506-0.077812i,0.065558-0.024089i,0.061206-0.021019i,0.010898-0.0068221i,0.014152+0.040616i,0.067468+0.060938i,0.092897+0.046484i,0.094066+0.01802i,0.093338-0.025573i,0.071864-0.057777i,0.032214-0.051414i,0.0087039-0.032342i,0.0072709-0.022417i,0.0092826-0.013329i,0.0042026-0.0089156i,-0.01366-0.014682i
-0.211+0.014707i,-0.2953+0.041653i,-0.32568+0.043457i,-0.32631+0.054714i,-0.29938+0.073056i,-0.25258+0.0545i,-0.20693+0.026081i,-0.1463+0.0044548i,-0.08787-0.01126i,-0.042891+0.0022785i,0.0016906+0.0090597i,0.012113-0.020542i,-0.0094415-0.044892i,-0.026111-0.04182i,-0.042495-0.022441i,-0.050088+0.0017922i,-0.03384+0.0074593i,-0.014852-0.01175i,-0.017555-0.025131i,-0.027082-0.012168i,-0.020264+0.0021654i,-0.013018+0.0026442i,-0.010526+0.0046695i
-0.039988-0.13202i,-0.16358-0.055747i,-0.15816+0.15884i,0.093237+0.28767i,0.31145+0.21994i,0.29719+0.13058i,0.2063+0.11692i,0.1214+0.10616i,0.029397+0.10594i,-0.011228+0.11243i,-0.016179+0.085029i,-0.035495+0.05833i,-0.048433+0.061187i,-0.027904+0.065434i,0.015155+0.050351i,0.058744+0.028489i,0.094538+0.014524i,0.11065+0.0084163i,0.099022-0.0023157i,0.065457-0.028411i,0.023548-0.042342i,0.0049715-0.027177i,0.014304-0.014461i
0.35279-0.075772i,0.55451-0.32743i,0.46851-0.56785i,0.054556-0.51216i,-0.30122-0.25364i,-0.34439-0.10456i,-0.25077-0.080685i,-0.14598-0.036129i,-0.056125+0.0030165i,-0.026266+0.011426i,-0.0066713+0.021666i,0.035938+0.016429i,0.066036-0.019659i,0.065642-0.075819i,0.037337-0.12196i,-0.012777-0.12759i,-0.066857-0.089822i,-0.099721-0.028475i,-0.092179+0.022461i,-0.056619+0.037427i,-0.026553+0.023401i,-0.021762+0.0074587i,-0.033133+0.0081737i
-0.20438+0.28293i,-0.32755+0.53558i,-0.32278+0.6281i,-0.1238+0.39653i,0.10528+0.068919i,0.1851-0.069246i,0.15335-0.07854i,0.069184-0.086142i,-0.00559-0.082601i,-0.024237-0.073418i,-0.025922-0.065088i,-0.025677-0.046588i,-0.034749-0.020349i,-0.060283+0.036049i,-0.062658+0.10492i,-0.028806+0.13859i,0.015622+0.12628i,0.046834+0.075262i,0.055298+0.021365i,0.050423-0.0017901i,0.041523-0.0042417i,0.034969-0.0062969i,0.038772-0.016534i
-0.062316-0.23759i,0.0119-0.379i,0.1383-0.40976i,0.13493-0.27478i,-0.015406-0.11222i,-0.17041-0.045292i,-0.24932-0.006412i,-0.22676+0.051744i,-0.14619+0.081453i,-0.071351+0.073219i,-0.026556+0.039713i,-0.028715+0.0092404i,-0.033126+0.014078i,0.010332+0.017335i,0.063005-0.0050931i,0.092367-0.028061i,0.10227-0.042549i,0.07767-0.047423i,0.022187-0.046691i,-0.030164-0.046353i,-0.049598-0.038771i,-0.040329-0.022086i,-0.031282-0.003181i
0.014807-0.049234i,-0.11217+0.00076364i,-0.22304+0.074708i,-0.1282+0.07012i,0.088727+0.000919i,0.22009-0.050934i,0.2525-0.070827i,0.20966-0.090041i,0.10678-0.08869i,0.011508-0.048923i,-0.033304+0.0033226i,-0.031221+0.044929i,-0.0065582+0.059353i,0.011987+0.044432i,0.013102+0.0181i,-0.0062653-0.0021893i,-0.033327-0.011735i,-0.03407-0.014106i,0.0022701-0.0029274i,0.055043+0.018886i,0.082547+0.022514i,0.062822+0.0031938i,0.027374-0.0095972i
0.14518+0.1096i,0.2673+0.071525i,0.27516+0.0010389i,0.089016+0.0017513i,-0.11037+0.034853i,-0.14159-0.0017623i,-0.11125-0.068082i,-0.090668-0.07076i,-0.049602-0.042901i,-0.0052807-0.033045i,0.044655-0.031741i,0.097648-0.059115i,0.097874-0.10839i,0.044778-0.12093i,-0.0070947-0.085875i,-0.034865-0.031635i,-0.041281+0.023067i,-0.039989+0.05235i,-0.050116+0.045784i,-0.066144+0.022931i,-0.06686+0.0083025i,-0.04559+0.011361i,-0.012805+0.014471i
-0.17215+0.091609i,-0.22673+0.099062i,-0.21165-0.0036704i,-0.13675-0.13764i,-0.064671-0.14007i,-0.050713-0.0018169i,-0.043925+0.1229i,-0.018552+0.13959i,-0.019899+0.094788i,-0.035804+0.047873i,-0.055185+0.010201i,-0.084449+0.001606i,-0.094797+0.028473i,-0.079943+0.066623i,-0.046895+0.093024i,-0.0047881+0.090684i,0.023336+0.061861i,0.0369+0.03652i,0.041052+0.022677i,0.029576+0.016196i,0.018782+0.018555i,0.020958+0.015279i,0.022052+0.012217i
0.0060283-0.05636i,0.043607+0.083781i,0.14306+0.3067i,0.2258+0.36587i,0.21316+0.19529i,0.15059-0.015557i,0.086421-0.11843i,0.029875-0.1174i,0.02082-0.07404i,0.039421-0.015604i,0.049037+0.048516i,0.056489+0.095265i,0.080907+0.10256i,0.11848+0.065812i,0.13149+0.012894i,0.11708-0.0222i,0.092024-0.041531i,0.047362-0.062589i,0.0064946-0.067709i,0.0083853-0.049567i,0.025882-0.04122i,0.0091837-0.045617i,-0.027252-0.041309i
0.080105-0.14873i,-0.040952-0.35402i,-0.21622-0.46133i,-0.2257-0.31173i,-0.095324-0.067176i,-0.024596+0.074425i,-0.025014+0.11512i,-0.011885+0.096389i,0.0055655+0.047262i,0.006562-0.008179i,0.011564-0.054336i,0.018605-0.090391i,-0.014063-0.1144i,-0.084596-0.11518i,-0.14458-0.098978i,-0.17851-0.072404i,-0.16952-0.02716i,-0.1027+0.031449i,-0.026572+0.067419i,0.0018471+0.061385i,-0.0061928+0.045735i,0.00034733+0.042881i,0.023045+0.037425i
0.13906+0.2021i,0.34264+0.27355i,0.38726+0.21608i,0.13847+0.10097i,-0.077084+0.042369i,-0.030288-0.0063532i,0.05489-0.07532i,0.039959-0.079428i,0.011313-0.034003i,-0.005581-0.0053253i,-0.032539+0.0045251i,-0.054335+0.0062197i,-0.051825+0.016788i,-0.028797+0.04868i,-0.00089199+0.092889i,0.023597+0.12948i,0.027603+0.13578i,0.011634+0.098836i,-0.004555+0.040009i,-0.010997+0.0018347i,-0.0040553-0.0075296i,-0.00028284-0.007324i,-0.0062726-0.00063877i
-0.2774+0.005273i,-0.38444+0.10477i,-0.23226+0.12319i,0.078967-0.051723i,0.19149-0.21432i,0.059673-0.1642i,-0.046557-0.04023i,-0.060451-0.0033171i,-0.048899-0.0012495i,-0.013167+0.0097304i,0.015194+0.027959i,0.032742+0.064049i,0.07658+0.081433i,0.13229+0.056054i,0.17341+0.0030463i,0.19747-0.069991i,0.18622-0.13239i,0.12349-0.14108i,0.04869-0.095144i,0.01043-0.037897i,0.007591-0.0064658i,0.015842-0.0061576i,0.01546-0.018055i
0.039663-0.23989i,-0.077017-0.34948i,-0.24378-0.21498i,-0.25147+0.1064i,-0.071887+0.26691i,0.07944+0.14609i,0.088553-0.0019186i,0.05835-0.033686i,0.042594-0.014517i,0.026702+0.0098109i,0.027891+0.015402i,0.025525-0.0056737i,-0.012651-0.02818i,-0.074867-0.049332i,-0.15075-0.065887i,-0.2276-0.049676i,-0.24598-0.01347i,-0.1812+0.0084977i,-0.098921+0.010496i,-0.054731+0.0057472i,-0.042011+0.0057568i,-0.034341+0.0052947i,-0.023127-0.0050202i
0.24697+0.12278i,0.4406+0.032192i,0.43808-0.17968i,0.16007-0.28764i,-0.11664-0.1664i,-0.14798+0.018408i,-0.052637+0.067971i,-0.015606+0.035776i,-0.032648+0.020468i,-0.042633+0.010021i,-0.046927-0.013959i,-0.057344-0.037933i,-0.069216-0.039692i,-0.06321-5.7102e-05i,-0.015107+0.065262i,0.049293+0.12288i,0.076345+0.15624i,0.067329+0.14662i,0.055805+0.096525i,0.046352+0.040405i,0.031932+0.0084537i,0.015571+0.014428i,0.0064475+0.041443i
-0.23116+0.22915i,-0.28771+0.47263i,-0.19172+0.56381i,-0.049286+0.35049i,-0.032328+0.057471i,-0.095088-0.036321i,-0.10105+0.02541i,-0.055127+0.069522i,-0.01694+0.057115i,-0.011816+0.039658i,-0.0090073+0.051296i,0.025823+0.066292i,0.081455+0.049954i,0.12035+0.0095595i,0.12468-0.044905i,0.11508-0.1163i,0.10162-0.17557i,0.061438-0.17353i,0.003349-0.11124i,-0.028879-0.036361i,-0.021933+0.0050229i,-0.00055147-0.0021617i,0.010497-0.025297i
-0.080356-0.30883i,-0.18614-0.4609i,-0.1817-0.39318i,0.029098-0.17152i,0.24104-0.053648i,0.22697-0.071864i,0.10744-0.092809i,0.037376-0.10248i,0.0079648-0.095359i,0.010946-0.062027i,0.019999-0.038823i,-0.001468-0.016179i,-0.030042+0.016485i,-0.046987+0.03162i,-0.072102+0.040002i,-0.10734+0.060161i,-0.1226+0.067823i,-0.095885+0.055156i,-0.045956+0.04066i,-0.0093775+0.027507i,0.0016888+0.016909i,-0.00015476+0.0087516i,-0.010293-0.0054873i
0.30176+0.039403i,0.43635-0.002794i,0.28876-0.05602i,-0.068244+0.026803i,-0.24127+0.21356i,-0.1296+0.25275i,-0.0038188+0.15821i,0.03924+0.11039i,0.059129+0.0893i,0.043152+0.051153i,0.0085482+0.022399i,-0.008526-0.0089514i,-0.027794-0.035441i,-0.041904-0.037722i,-0.028288-0.02907i,0.00040212-0.0017221i,0.026276+0.045638i,0.043848+0.062409i,0.049022+0.020312i,0.036565-0.037715i,0.01117-0.060955i,-0.011651-0.037741i,-0.017837+0.0080372i
-0.13015+0.24495i,-0.1121+0.38168i,0.060414+0.29242i,0.20111-0.055656i,0.11006-0.33877i,-0.051373-0.31528i,-0.09094-0.15595i,-0.062322-0.063004i,-0.052859-0.025916i,-0.046017-0.0036447i,-0.026307+0.0019537i,-0.0012614+0.0034108i,0.026592+0.003505i,0.040497+0.011014i,0.040241+0.023631i,0.042856-0.0016405i,0.039187-0.059022i,0.011659-0.074834i,-0.024526-0.023897i,-0.036741+0.04028i,-0.020988+0.063679i,0.0056405+0.047128i,0.029132+0.015828i
-0.18602-0.21503i,-0.33296-0.27842i,-0.36222-0.14086i,-0.17343+0.093428i,0.098024+0.16743i,0.21824+0.064052i,0.13741-0.046147i,0.0063252-0.06639i,-0.041046-0.038931i,-0.023401-0.027994i,-0.0063184-0.019371i,0.0034716+0.0055881i,0.022799+0.02055i,0.043263-0.00079962i,0.039171-0.037842i,0.010798-0.045791i,-0.013868-0.027775i,-0.011651-0.013822i,0.0081512-0.021496i,0.017462-0.037434i,0.016288-0.034604i,0.016059-0.030369i,0.0029599-0.039413i
