-0.00077314-0.00040337i,-0.0011314-0.00049443i,-0.0015845-0.00098167i,-0.0012622-0.00058318i,-0.00057449+0.00057053i,9.3507e-05+0.0010211i,0.00068839+0.0017017i,0.0015297+0.0021512i,0.00097494+0.0014351i,-9.4399e-05-0.00011258i,-0.00073184-0.0011019i,-0.0011376-0.00082137i,-0.00015343-0.00071363i,0.00058991-0.00024621i,-0.00020778+2.6263e-05i,-0.0004394+8.8017e-05i,-0.00010555-0.00022482i,0.00011051-0.00033035i,0.00022735+0.00047751i,0.00016263+0.0011438i,0.00069257+0.0010492i,0.00065784+0.00048917i,-0.00027152+0.00021941i
0.043235-0.008683i,0.073086-0.052897i,0.080337-0.12303i,0.059658-0.15704i,0.030227-0.10718i,0.011192-0.034926i,0.0094522-0.0043457i,0.012727-0.0027552i,0.011317-0.0012791i,0.010551+0.0028393i,0.010198+0.00097442i,0.0068686-0.0028367i,0.0035872-0.0021503i,0.0034871-0.0010267i,0.0049487-0.00077999i,0.0042199+0.00038583i,0.0022325+0.0012611i,0.0012948+0.0011698i,0.00073462+0.00035987i,-0.00023721-0.00042518i,-0.0014317+3.715e-06i,-0.0019664+0.00085402i,-0.0016376+0.00082575i
-0.001086+0.04498i,-0.017368+0.055655i,-0.065869+0.020284i,-0.12065-0.030143i,-0.11462-0.032865i,-0.053177-0.0070489i,-0.0092408-0.004601i,-0.0019373-0.010287i,-0.0019046-0.0084439i,-0.0011396-0.0083098i,-0.0056415-0.0085995i,-0.0088138-0.0062871i,-0.0055007-0.0036995i,-0.0010751-0.003034i,-0.00030565+0.00054298i,-0.0016992+0.006357i,-0.002189+0.0092949i,-0.0012004+0.0092397i,0.0011334+0.0060848i,0.003693+0.0021328i,0.0047597+0.0011818i,0.0044238+0.0011447i,0.0035963+0.00023594i
-0.036564+0.033665i,-0.056572+0.085596i,-0.070478+0.14524i,-0.076155+0.16242i,-0.058459+0.11326i,-0.023913+0.044088i,-0.0070125+0.0066123i,-0.0075785+0.00082311i,-0.0073607+0.00065966i,-0.0082281-0.0037756i,-0.011222-0.0048871i,-0.011121-0.001831i,-0.0091806-0.0015073i,-0.0089169-0.0024617i,-0.0088553-0.00030331i,-0.0069583+0.0016531i,-0.0052401+0.0013506i,-0.0029601+0.0010549i,0.00026302+0.0018088i,0.0021178+0.0020346i,0.0042477+0.0019868i,0.0052147+0.0010209i,0.0042738-0.00037471i
-0.015739-0.028961i,-0.0035477-0.015284i,0.048981+0.040543i,0.10969+0.086804i,0.10879+0.06694i,0.054538+0.021072i,0.01431+0.0057963i,0.0043154+0.0090872i,0.0048418+0.0079019i,0.0042151+0.0057743i,0.0034368+0.0061301i,0.0039371+0.0050102i,0.0011682+0.001899i,-0.0030199-0.0002747i,-0.0040956-0.0027837i,-0.0033792-0.0067827i,-0.0013842-0.0085439i,-0.00088378-0.0069084i,-0.0030243-0.0031343i,-0.0033019+0.00060506i,-0.0023728+0.0016339i,-0.0017263+0.0014299i,-0.001372+0.0012357i
0.027483-0.04302i,0.046077-0.088791i,0.074167-0.133i,0.099726-0.14522i,0.083211-0.10366i,0.033626-0.038146i,0.0076221+0.0017269i,0.0085148+0.0064504i,0.0096271+0.0024832i,0.01076+0.003449i,0.012155+0.0041867i,0.011101+0.0029501i,0.008525+0.0031784i,0.0062332+0.0041311i,0.005724+0.00057688i,0.0047227-0.0037628i,0.0032679-0.0047116i,0.0022767-0.0048401i,-0.00013741-0.0036509i,-0.0025513-0.00063322i,-0.0039631+0.0017469i,-0.0055027+0.0019002i,-0.0058704+0.00077182i
0.018862+0.012826i,0.0074875-0.016029i,-0.0438-0.082359i,-0.099434-0.12861i,-0.10053-0.10096i,-0.057592-0.03627i,-0.02287-0.0029942i,-0.013025-0.0018911i,-0.010867-0.0016855i,-0.0038031+0.00036778i,0.0017863-0.0017649i,0.0021748-0.0039239i,0.0030252-0.00302i,0.0057111-0.0017962i,0.0079632-0.00099692i,0.0074573+0.0020346i,0.0041447+0.0064987i,0.0014619+0.0066601i,0.00090407+0.0031823i,0.00034801+0.00015126i,-0.0015485-0.00059675i,-0.0018832+9.5451e-05i,-0.00055846+0.0010325i
-0.015469+0.042106i,-0.03908+0.074715i,-0.084104+0.096925i,-0.128+0.10424i,-0.11652+0.08387i,-0.057177+0.039404i,-0.020252+0.0076932i,-0.013662+0.0032032i,-0.012742+0.0051233i,-0.0134+0.0030286i,-0.012101-0.00025375i,-0.008632-0.0016502i,-0.0036985-0.00074679i,-0.00090216-0.00043586i,-0.0011873+0.001965i,-0.0010433+0.0045347i,-0.0010094+0.0052588i,-0.00055182+0.0050762i,0.0012953+0.0021842i,0.0016219-0.0019944i,0.0017714-0.0039323i,0.0026848-0.003097i,0.0039857-0.00195i
-0.025468+0.003561i,-0.012869+0.036327i,0.03727+0.10205i,0.091573+0.15058i,0.098809+0.12205i,0.06378+0.046805i,0.030338+0.0012769i,0.015004-0.0035207i,0.0075142-0.00077694i,0.00013914+0.00064376i,-0.0041843+0.0030567i,-0.0051683+0.0032739i,-0.0056295+0.0019615i,-0.0066731+0.0015301i,-0.0080641+0.0016684i,-0.0070487-0.00034122i,-0.0033944-0.0049619i,-0.00046949-0.0068469i,0.00015385-0.0036666i,0.00058759-0.0016888i,0.0017555-0.0026804i,0.0024396-0.0039813i,0.0020513-0.0035624i
0.0064951-0.04571i,0.031886-0.06667i,0.093519-0.072369i,0.15717-0.072286i,0.15582-0.060296i,0.096574-0.035942i,0.047167-0.01969i,0.027285-0.016712i,0.016868-0.015514i,0.0098876-0.0084681i,0.0062302-0.00040022i,0.0044499+0.0022055i,0.001886+0.0012975i,-0.00045878+0.0020961i,6.56e-05+0.0010044i,0.00096573-0.0031962i,0.0015161-0.0054741i,0.00080403-0.0058007i,-5.3401e-05-0.0029603i,0.00096789+0.00095111i,0.00065158+0.0017353i,-0.002292+0.0019977i,-0.0050875+0.0028917i
0.033066-0.026585i,0.032378-0.066501i,-0.0057351-0.1232i,-0.054749-0.16028i,-0.064419-0.13172i,-0.038114-0.055605i,-0.013394-0.008961i,-0.0074808-0.0052718i,-0.0067842-0.0071341i,-0.0014651-0.0060325i,0.0017398-0.0042595i,0.0020263-0.0020716i,0.0013154-0.00072612i,0.0014217+0.00036777i,0.00349+0.00065374i,0.0045583+0.0017625i,0.0035463+0.0049442i,0.002394+0.0057259i,0.0026613+0.0043617i,0.0026918+0.0036897i,0.00081463+0.0032347i,-0.0022792+0.0038685i,-0.0044627+0.00422i
0.020313+0.037047i,-0.00081901+0.05195i,-0.075551+0.051155i,-0.16368+0.051645i,-0.18313+0.056032i,-0.12297+0.048355i,-0.060914+0.036656i,-0.03027+0.030851i,-0.013713+0.022019i,-0.0049654+0.0077871i,-0.0030902-0.0031894i,-0.0039721-0.0056805i,-0.002729-0.0029661i,-0.0011486-0.0011786i,-0.0011305+0.00093291i,-0.0011045+0.0045446i,-0.0015669+0.0074422i,-0.0011004+0.008014i,0.0013546+0.0052714i,0.0020569+0.0024084i,0.00074818+0.001005i,0.00053745-0.00046488i,0.0013759-0.0012209i
-0.019606+0.041456i,-0.024503+0.084698i,-0.012642+0.13127i,0.01161+0.16528i,0.018426+0.14625i,0.0019925+0.08167i,-0.0057787+0.039962i,0.0045527+0.02967i,0.012511+0.019378i,0.0078083+0.0083647i,0.0022239+0.0016456i,0.00053768-0.0010682i,0.00078532+0.00034345i,-0.00032945+0.0010526i,-0.003467+0.00016704i,-0.0057442-0.0014995i,-0.0058067-0.0040651i,-0.0043564-0.0049755i,-0.0028375-0.0036019i,-0.0013321-0.0019847i,0.00091765-0.0029447i,0.0034518-0.0054978i,0.0051763-0.006048i
-0.036879-0.017445i,-0.031145-0.019201i,0.037645-0.021458i,0.13358-0.037977i,0.16248-0.051372i,0.11338-0.044376i,0.059924-0.031059i,0.03322-0.023732i,0.017731-0.017071i,0.0073718-0.0070833i,0.0034024+0.001354i,0.0036183+0.0057968i,0.0042215+0.0046677i,0.0036861+0.0012021i,0.0023571-0.0024778i,0.0013502-0.0066677i,0.0010925-0.010019i,-0.00028869-0.010484i,-0.0028105-0.007475i,-0.0034682-0.0038049i,-0.0020328-0.0018535i,-3.974e-05-0.00067692i,0.0012697+0.00058475i
-0.0029643-0.055783i,-0.0074696-0.097378i,-0.013537-0.13715i,-0.019019-0.16799i,-0.0048113-0.15693i,0.016675-0.099013i,0.017151-0.055206i,-0.0016972-0.040091i,-0.015329-0.021656i,-0.011576-0.00385i,-0.0046474+0.0047325i,-0.0012792+0.0066092i,0.00090854+0.0049137i,0.003142+0.0036031i,0.0061286+0.0022159i,0.0088622+0.0017974i,0.0099572+0.002575i,0.0075875+0.0016912i,0.0040921+0.00057074i,0.0019253+0.00046929i,-0.0012819+0.0018581i,-0.0029661+0.006216i,-0.0035417+0.0083656i
0.039574-0.018448i,0.034548-0.036804i,-0.022632-0.034392i,-0.10653+0.0042035i,-0.13851+0.03943i,-0.091548+0.04082i,-0.043965+0.024284i,-0.033738+0.01759i,-0.027046+0.019072i,-0.014674+0.014682i,-0.0079331+0.0053823i,-0.0063983-0.00028356i,-0.0054067+0.00022567i,-0.0029831+0.00349i,0.0012126+0.0081635i,0.0039466+0.011947i,0.0050493+0.012616i,0.0057565+0.01071i,0.0059488+0.0066178i,0.0043159+0.0026386i,0.00075633+0.0012351i,-0.0022916+0.00216i,-0.0028639+0.003525i
0.027925+0.031469i,0.052719+0.055742i,0.064467+0.087565i,0.058581+0.13556i,0.036879+0.15584i,0.0041492+0.11504i,-0.010057+0.070812i,0.0020748+0.047077i,0.0121+0.023579i,0.009306+0.0063488i,0.0048617-0.002709i,0.00060943-0.0065039i,-0.00046833-0.0036682i,-0.00011543+0.00066556i,-0.0020145+0.0029822i,-0.0049849+0.0026138i,-0.0077361+0.0023408i,-0.0074429+0.0034206i,-0.0039576+0.00338i,-0.0015999+0.0012188i,-0.0010946-0.001719i,-0.00043159-0.005206i,1.5779e-05-0.0068969i
-0.015145+0.029397i,-0.0025258+0.050153i,0.052397+0.040294i,0.12531-0.0068857i,0.1397-0.042116i,0.08692-0.03417i,0.046305-0.014632i,0.040744-0.01463i,0.030719-0.025508i,0.013894-0.023248i,0.0073091-0.011594i,0.0057166-0.0053942i,0.0035814-0.0041391i,0.0015501-0.0035804i,-0.001691-0.0053008i,-0.0065239-0.0092918i,-0.0098857-0.011174i,-0.0098396-0.0077702i,-0.007139-0.0030403i,-0.0026716-0.00053018i,0.00024687-0.0022206i,-0.00058077-0.0056889i,-0.002482-0.0064242i
-0.029137-0.0058194i,-0.05074-0.0042063i,-0.07163-0.028366i,-0.083994-0.093716i,-0.064016-0.13701i,-0.025875-0.11163i,-0.0011387-0.072554i,7.9882e-05-0.054269i,-0.0083966-0.037214i,-0.010402-0.019524i,-0.0058435-0.0049412i,0.0019107+0.0024406i,0.0051185+0.0017275i,0.0023169-0.0007981i,0.00065191-0.0040418i,0.0022533-0.0060003i,0.0056944-0.006277i,0.005104-0.0063329i,0.00036436-0.0046422i,-0.00068741-0.0014621i,0.0019044+0.00039953i,0.0026367+0.0010524i,0.0013734+0.0011339i
0.0018286-0.023311i,-0.027332-0.015549i,-0.089548+0.028513i,-0.15577+0.082605i,-0.16335+0.088502i,-0.099074+0.051172i,-0.046729+0.01539i,-0.038653+0.0098379i,-0.028073+0.021717i,-0.012222+0.02023i,-0.007763+0.011756i,-0.0054693+0.0089311i,-0.00096102+0.0075125i,0.0021584+0.0053507i,0.0044407+0.0053006i,0.0074252+0.0076752i,0.011651+0.0080817i,0.012005+0.0044131i,0.0090864-0.00038117i,0.0054363-0.002221i,0.001897+0.0002982i,0.0020651+0.0032972i,0.0040027+0.0046331i
0.018516-0.0020161i,0.028512-0.0074831i,0.047021+0.015064i,0.070603+0.091487i,0.068349+0.15483i,0.038449+0.12961i,0.0076648+0.080855i,0.00088078+0.065742i,0.012918+0.052406i,0.01767+0.027106i,0.0077292+0.0069816i,-0.0027562+0.000196i,-0.0045994+0.00052489i,-0.0023461+0.001579i,-0.00078348+0.0043463i,-0.00066998+0.0077386i,-0.0015185+0.0081172i,0.00014541+0.0070567i,0.0030227+0.0059966i,0.0021221+0.0033458i,-0.00088374+0.0021987i,-0.0014752+0.0039276i,0.00061071+0.003892i
-0.012659+0.0063583i,0.0043343-0.028792i,0.060428-0.097199i,0.13917-0.14947i,0.16262-0.1368i,0.10642-0.066227i,0.055201-0.0044759i,0.041859+0.0069576i,0.030904-0.0047001i,0.018274-0.0084288i,0.01263-0.0082833i,0.0057538-0.0084704i,-0.00053736-0.005687i,-0.0021829-0.0033241i,-0.0023919-0.0036629i,-0.0053188-0.0048593i,-0.0096114-0.0034152i,-0.0086289+0.0021905i,-0.0030159+0.005137i,-0.00085248+0.0037138i,-0.0031435+0.0023506i,-0.0054711+0.0020528i,-0.0052478+0.00065394i
-0.030409-0.013795i,-0.048043-0.03268i,-0.073477-0.090976i,-0.10758-0.17648i,-0.10458-0.19863i,-0.05863-0.13694i,-0.016881-0.077432i,-0.0057991-0.059804i,-0.017366-0.046023i,-0.020358-0.019135i,-0.0073751-0.0022377i,0.0021203-0.001154i,0.002538-0.0016255i,0.0033031+9.43e-05i,0.0047229-0.00095735i,0.0042939-0.0056528i,0.0041321-0.0088215i,0.0032705-0.0075785i,-0.00087171-0.0034697i,-0.0027067-0.0012346i,-0.0016709-0.0020775i,-0.0016509-0.0031144i,-0.0022836-0.0024747i
0.017587-0.027027i,0.017829+0.0032922i,-0.029413+0.092091i,-0.11365+0.1687i,-0.14782+0.15215i,-0.10027+0.075909i,-0.052077+0.0085735i,-0.045387-0.016665i,-0.044137-0.0069697i,-0.032688+0.007053i,-0.018685+0.011748i,-0.0046691+0.0095151i,0.0048422+0.0073765i,0.0081766+0.0065526i,0.0092797+0.0046456i,0.011141+0.0020952i,0.011268-0.0011548i,0.005243-0.0054103i,-0.0023049-0.0068051i,-0.00422-0.0056047i,-0.00092292-0.005071i,0.0018075-0.0050846i,0.0021976-0.0043383i
0.065419+0.0041318i,0.11955+0.042828i,0.17297+0.12453i,0.20286+0.21384i,0.17287+0.22905i,0.099969+0.14821i,0.03611+0.068035i,0.0071341+0.043511i,0.0087751+0.031808i,0.0094488+0.012316i,-0.0017394+0.0022078i,-0.006015+0.0031249i,-0.002013+0.0021124i,-0.00084633-0.0008219i,-0.001137+0.0017705i,-0.0015046+0.0079193i,-0.0032286+0.01006i,-0.0046203+0.0058518i,-0.0040485+0.001358i,-0.0017982-0.00021816i,-7.4522e-05-0.00058646i,0.00025904-0.00037838i,0.0014513+0.00023878i
0.02627+0.050991i,0.051896+0.041725i,0.10809-0.036203i,0.18174-0.13022i,0.19298-0.15108i,0.11768-0.092928i,0.056035-0.022035i,0.050538+0.0058895i,0.04906-0.0028779i,0.03115-0.015569i,0.013769-0.016488i,0.0039534-0.010458i,-0.0027852-0.0070221i,-0.007825-0.0055167i,-0.010867-0.0018876i,-0.013594+0.0024562i,-0.014193+0.0045667i,-0.0089285+0.0052466i,-0.00064651+0.004606i,0.0036176+0.0023022i,0.0024369+0.0016819i,-0.00071492+0.0033576i,-0.0013739+0.0043371i
-0.077593+0.052119i,-0.15192+0.034598i,-0.21966-0.063571i,-0.25254-0.18886i,-0.22303-0.21729i,-0.13032-0.13768i,-0.041836-0.061343i,-0.0024338-0.034657i,0.0049416-0.025659i,0.006663-0.014681i,0.0091832-0.0070373i,0.0070387-0.0067032i,0.00050499-0.0066193i,-0.0030225-0.0032648i,-0.0033076-0.0028565i,-0.0029344-0.0057344i,0.00016375-0.0091i,0.0053735-0.0083994i,0.0080569-0.0042782i,0.005786-0.0016504i,0.0024439+0.00012624i,0.0013421+0.0013932i,0.00014692+0.00057371i
-0.097515-0.023644i,-0.17311-0.002177i,-0.26004+0.076825i,-0.31222+0.17511i,-0.25732+0.19462i,-0.14139+0.12637i,-0.06752+0.04994i,-0.047024+0.014264i,-0.036414+0.013606i,-0.020118+0.019137i,-0.0058561+0.015481i,0.0005868+0.007731i,0.0030714+0.0048982i,0.006881+0.004135i,0.01095-0.00028546i,0.013454-0.006063i,0.01426-0.0094479i,0.010629-0.0086302i,0.0043942-0.004794i,0.00064463-0.0024035i,-9.1627e-05-0.0010661i,0.00097153-0.00098678i,7.5664e-05-0.0016413i
0.011775-0.091995i,0.044541-0.093375i,0.11664+0.017363i,0.19543+0.17064i,0.20608+0.22325i,0.14198+0.15717i,0.059794+0.080004i,0.0066868+0.048947i,-0.0083804+0.037971i,-0.0054306+0.023552i,-0.0054933+0.0094391i,-0.006492+0.0056992i,0.00016056+0.0053665i,0.0056243+0.001534i,0.0069413+0.00020584i,0.0074582+0.0033281i,0.0053771+0.0075359i,0.0010127+0.0075438i,-0.0030876+0.0042266i,-0.0037878+0.0026594i,-0.0020298+0.00094616i,-0.0020259-0.0012934i,-0.0014648-0.0020911i
0.12305-0.065399i,0.22335-0.13657i,0.31137-0.21468i,0.34064-0.26397i,0.27556-0.23919i,0.14892-0.14296i,0.063442-0.051093i,0.040377-0.010389i,0.026249-0.0056235i,0.010229-0.010919i,7.681e-05-0.01051i,-0.0021707-0.0027331i,0.000774+0.00049496i,-0.00071078+0.00023793i,-0.0051292+0.0036773i,-0.008163+0.0084259i,-0.010694+0.012556i,-0.0097589+0.013483i,-0.0049106+0.010493i,-0.0012341+0.0067875i,-0.00052135+0.0036332i,-0.00063456+0.0024713i,0.0005159+0.0020083i
0.073136+0.056837i,0.095562+0.020736i,0.03785-0.11731i,-0.092554-0.26061i,-0.17981-0.27022i,-0.14373-0.16542i,-0.056502-0.080045i,-0.0099944-0.054854i,-0.00036077-0.039441i,0.00071162-0.017814i,0.003054-0.0045592i,0.0048251-0.0029262i,-5.881e-05-0.0037839i,-0.0042718-0.0019052i,-0.0047167-0.00016271i,-0.0052844-0.0026632i,-0.0061216-0.0072063i,-0.0053624-0.0075774i,-0.0023706-0.0040457i,-0.0008583-0.00088701i,-0.0008107+0.001623i,0.00023695+0.0039137i,0.002054+0.0032745i
-0.05102+0.1191i,-0.097991+0.20438i,-0.17346+0.25729i,-0.2423+0.27064i,-0.21874+0.2418i,-0.12314+0.14173i,-0.062266+0.039881i,-0.041101+0.0032986i,-0.024553-0.0022542i,-0.013492+0.00095477i,-0.0031535+0.0073977i,0.0034375+0.0015495i,0.0014791-0.0051221i,0.0010899-0.0057407i,0.0045869-0.0087861i,0.0084107-0.013148i,0.008061-0.017184i,0.0025508-0.018256i,-0.0035264-0.012694i,-0.0051141-0.0057788i,-0.0017456-0.0020307i,0.00089803-0.0010804i,-0.00032983-0.00025617i
-0.086021+0.04823i,-0.11219+0.15234i,-0.04743+0.30404i,0.10488+0.3793i,0.20421+0.29i,0.1677+0.13947i,0.078279+0.054341i,0.020879+0.031636i,0.00084243+0.02037i,-0.0040106+0.0070289i,-0.0041439-0.0010233i,-0.0033247-0.0027619i,-0.00054328-0.00033128i,0.00251+0.0016208i,0.0040434+0.0016884i,0.0067221+0.003821i,0.0095796+0.0063024i,0.0084519+0.0044302i,0.0041456-0.00089162i,0.00029575-0.0052564i,-0.00079226-0.0065607i,-0.0016799-0.0053484i,-0.0029356-0.0031096i
-0.026615-0.057397i,-0.01885-0.08191i,0.065247-0.10974i,0.17336-0.16258i,0.18383-0.18526i,0.10124-0.12405i,0.043341-0.036934i,0.03235+0.0022136i,0.023424+0.0048558i,0.013452-0.004559i,0.0028844-0.011772i,-0.0036993-0.0045227i,-0.0020569+0.0021864i,-0.0028948+0.003936i,-0.0052758+0.0097797i,-0.0054487+0.018091i,-0.0023648+0.023022i,0.0045148+0.019741i,0.0083979+0.010996i,0.0072355+0.0035007i,0.003579+0.00024301i,-0.00026533+0.00017061i,-0.0024905+0.00024847i
0.0068427-0.083422i,-0.018-0.1971i,-0.084805-0.30597i,-0.18486-0.32287i,-0.24378-0.22809i,-0.18867-0.089988i,-0.08037-0.018061i,-0.016675-0.015725i,0.0040418-0.010581i,0.014353-0.0011208i,0.014338-0.0016507i,0.0081845-0.00037273i,0.0037345+0.00050942i,0.00043017-8.5073e-05i,-0.0031873-0.0020898i,-0.0092679-0.0042623i,-0.013867-0.0032874i,-0.0097106-0.00060336i,-0.0012499+0.00080676i,0.0022889+0.0030221i,0.0018168+0.0066093i,0.0028824+0.0080392i,0.0041394+0.0056221i
0.0041779-0.040738i,-0.023666-0.1029i,-0.11689-0.10924i,-0.21245+0.011691i,-0.18946+0.15281i,-0.083585+0.1576i,-0.026351+0.078513i,-0.020522+0.032023i,-0.0099195+0.015916i,0.0024677+0.010821i,0.008543+0.010095i,0.0077943+0.0036633i,0.002999-0.0011064i,0.0012836-0.004308i,0.0016087-0.011349i,0.0013202-0.020147i,-0.0025458-0.024891i,-0.0072749-0.018011i,-0.0078239-0.004844i,-0.0039676+0.0018783i,-0.00012529+0.0025782i,0.0020089+0.00045568i,0.0028318-0.0011959i
0.042767+0.00087434i,0.093901+0.050829i,0.14074+0.13903i,0.19587+0.1905i,0.24306+0.13944i,0.19383+0.036916i,0.083224-0.0045208i,0.01958+0.0065234i,-0.0040947+0.0083553i,-0.019755+0.0065288i,-0.018981+0.008325i,-0.0092431+0.0039654i,-0.0026737-0.00083339i,0.0012156-0.0031158i,0.0042783-0.0038228i,0.0090839-0.0041969i,0.012237-0.0048762i,0.0083599-0.0044092i,0.0014129-0.001883i,-0.0028749-0.00013499i,-0.0045838-0.0029102i,-0.005532-0.0067981i,-0.0048658-0.007249i
0.10857+0.05744i,0.18825+0.12408i,0.25689+0.11689i,0.2618-0.028628i,0.17166-0.16999i,0.068648-0.17143i,0.024887-0.096633i,0.0099151-0.036954i,-0.0034774-0.010377i,-0.014955-0.0063564i,-0.022157-0.0047177i,-0.016766+0.0010943i,-0.0070945+0.0018581i,-0.0042375+0.0022755i,-0.0017974+0.0096029i,0.0048617+0.01828i,0.012015+0.021115i,0.013512+0.015723i,0.0069025+0.007691i,0.0007151+0.0029769i,-0.00044568+0.00032317i,-0.0008908-0.00090651i,-0.001535-0.0016404i
0.045673+0.1141i,0.065656+0.13602i,0.048125+0.059254i,-0.049345-0.048329i,-0.16652-0.065939i,-0.1817-0.012224i,-0.10551+0.0069822i,-0.042932-0.010316i,-0.011136-0.010342i,0.0088986-0.0082458i,0.010644-0.011608i,0.0046971-0.0086839i,-0.00224-0.0039157i,-0.0070053+0.00098471i,-0.0078138+0.0040107i,-0.009978+0.0068909i,-0.0097846+0.0091279i,-0.0063214+0.0054206i,-0.0031547-3.7169e-05i,-0.0014756+0.000443i,0.000705+0.0050674i,0.0033689+0.0081767i,0.0035069+0.0086982i
-0.15329+0.071589i,-0.24293+0.0561i,-0.26097+0.03886i,-0.19964+0.09528i,-0.10697+0.17461i,-0.024297+0.16672i,0.0063408+0.089987i,0.00030579+0.034068i,0.0073229+0.011669i,0.025651+0.00058484i,0.032229-0.0057486i,0.020125-0.008165i,0.0036796-0.0029908i,0.00070968+0.0010248i,0.0018197-0.0052612i,-0.0059747-0.012993i,-0.015978-0.014922i,-0.015034-0.011856i,-0.006665-0.0082311i,-0.0010871-0.0057959i,0.0010683-0.002254i,0.0018026+0.0012629i,0.0039231+0.0047565i
-0.19422-0.095859i,-0.26462-0.1318i,-0.218-0.079853i,-0.04829+0.0068217i,0.11433+0.01965i,0.13095-0.0082934i,0.066887+0.00037486i,0.031024+0.012534i,0.0076247+0.0055121i,-0.0088348+0.0063976i,-0.0063039+0.0071159i,-0.0029223+0.002993i,0.0014337+0.0019259i,0.0060152+0.0017288i,0.0050821+0.00066972i,0.0037498-0.0029759i,0.0037341-0.006974i,0.0018155-0.0057619i,-0.00027361-0.00078582i,-0.00027688-8.6595e-05i,-0.00045265-0.0042988i,-0.002739-0.0083495i,-0.0041742-0.0085974i
0.037176-0.17439i,0.051119-0.17801i,0.038739-0.10633i,0.016126-0.087027i,-0.0032124-0.13623i,-0.013771-0.13611i,-0.00023822-0.079211i,0.0096266-0.039916i,-0.0047959-0.016418i,-0.020406+0.0022447i,-0.022919+0.006922i,-0.011095+0.0060624i,0.0033164+0.00092294i,0.0051134-0.0043587i,0.0031097-0.00092497i,0.0092506+0.0042116i,0.01727+0.0064926i,0.016158+0.0069718i,0.0082627+0.0059344i,0.0025962+0.0032053i,-0.0015315-0.00012933i,-0.0047628-0.0029761i,-0.0075078-0.0067343i
0.26195-0.037566i,0.35017-0.041399i,0.27975-0.037969i,0.090289-0.0080573i,-0.06483+0.055585i,-0.088898+0.084467i,-0.049336+0.052947i,-0.020754+0.021602i,-0.00073944+0.0047983i,0.0065439-0.0075451i,0.0026509-0.0048145i,0.003062+0.00068671i,0.00072418-0.0019514i,-0.0074626-0.0034996i,-0.0092641+3.3267e-05i,-0.0054321+0.005541i,-0.002039+0.009076i,0.0008762+0.0065839i,0.0016146+0.0023002i,0.0006368+0.0023969i,0.0011604+0.0055855i,0.0028111+0.0079172i,0.0016286+0.0080388i
0.12806+0.17714i,0.17606+0.17619i,0.16796+0.10121i,0.12958+0.07376i,0.11481+0.093647i,0.096568+0.068966i,0.045597+0.024692i,0.009956+0.012568i,0.015906+0.0054129i,0.026835-0.0083659i,0.024402-0.011249i,0.011131-0.0065924i,-0.0045583+0.00040375i,-0.0098701+0.0023815i,-0.010586-0.003328i,-0.013965-0.0067341i,-0.016012-0.0053105i,-0.012557-0.0022797i,-0.0059309-0.0016917i,0.00033798-0.0027122i,0.0042714-0.00087413i,0.0066315+0.0010348i,0.009191+0.0030858i
-0.18621+0.13501i,-0.24132+0.1095i,-0.17619-0.0016099i,-0.050981-0.11035i,0.030682-0.14576i,0.042699-0.11229i,0.021586-0.047907i,0.011009-0.0021153i,0.0022031+0.011982i,-0.0070632+0.01593i,-0.0088379+0.012653i,-0.011552+0.0070642i,-0.0090215+0.00769i,0.0008822+0.0062435i,0.0061189+0.0013248i,0.0053492-0.003797i,0.0032204-0.007234i,-4.0805e-05-0.0054871i,-0.0040121+0.00080454i,-0.0053252+0.005323i,-0.0028468+0.003369i,-0.00085845-0.0011025i,0.00030732-0.0044143i
-0.19958-0.057258i,-0.24704-0.032325i,-0.22295+0.022292i,-0.1958+0.01228i,-0.19954-0.043468i,-0.17345-0.04814i,-0.10119-0.030752i,-0.05209-0.022774i,-0.035414-0.0035123i,-0.027455+0.0083756i,-0.024821+0.0033683i,-0.015031-0.0032302i,-0.001525-0.0078008i,0.004795-0.0058979i,0.008103-0.0024882i,0.012416-0.0029552i,0.014266-0.0043297i,0.0089581-0.0037616i,-0.00030314-0.00018636i,-0.0064924+0.0028438i,-0.0079451+0.0027599i,-0.0067532+0.0016942i,-0.0057677-0.0019039i
0.074507-0.13832i,0.11399-0.08849i,0.084818+0.031829i,0.01504+0.13207i,-0.020361+0.18715i,-0.0040276+0.17746i,0.019226+0.1028i,0.0082962+0.03315i,0.00076488+0.004945i,0.010521-0.0083396i,0.013743-0.011531i,0.01267-0.0073245i,0.0090437-0.0061954i,0.0043498-0.0038883i,0.0054194+0.0029077i,0.0065988+0.009174i,0.0055184+0.010087i,0.0049286+0.004501i,0.0038197-0.0036728i,0.0025464-0.0086274i,0.00087657-0.0078751i,-0.00047215-0.0027062i,-0.0029502+0.0032406i
0.20511+0.0064938i,0.26817+0.019627i,0.28497+0.029904i,0.28876+0.034779i,0.2629+0.028579i,0.17793+0.0077004i,0.077836+0.00052266i,0.031993+0.0018604i,0.019975-0.0089375i,0.016266-0.0118i,0.020452-0.0035425i,0.015077+0.0034797i,0.0023729+0.0087279i,-0.0036969+0.0096083i,-0.0094586+0.007796i,-0.017558+0.010325i,-0.018946+0.012942i,-0.011543+0.0091019i,-0.0019529-0.000794i,0.0033451-0.0076926i,0.004194-0.0077784i,0.0032935-0.0044243i,0.0021308+0.00011776i
