-0.00077314-0.00040337i,-0.0011314-0.00049443i,-0.0015845-0.00098167i,-0.0012622-0.00058318i,-0.00057449+0.00057053i,9.3507e-05+0.0010211i,0.00068839+0.0017017i,0.0015297+0.0021512i,0.00097494+0.0014351i,-9.4399e-05-0.00011258i,-0.00073184-0.0011019i,-0.0011376-0.00082137i,-0.00015343-0.00071363i,0.00058991-0.00024621i,-0.00020778+2.6263e-05i,-0.0004394+8.8017e-05i,-0.00010555-0.00022482i,0.00011051-0.00033035i,0.00022735+0.00047751i,0.00016263+0.0011438i,0.00069257+0.0010492i,0.00065784+0.00048917i,-0.00027152+0.00021941i
-0.045364+0.087128i,-0.10737+0.01405i,-0.1224-0.10586i,-0.067147-0.18331i,-0.0057734-0.22596i,0.012342-0.19359i,0.01974-0.098506i,0.026877-0.035238i,0.012502-0.0072468i,0.00030834+0.015281i,-0.00073609+0.020136i,-0.0030319+0.013262i,-0.00098954+0.0089608i,-0.0004079+0.0040787i,-0.0035387-0.0012725i,-0.003284-0.0072615i,-0.0027817-0.0096122i,-0.0031045-0.0041381i,-0.001867+0.0030801i,0.00015736+0.0058346i,0.0020829+0.0048647i,0.0033763+0.0019473i,0.0053285+0.00023042i
-0.17309-0.011594i,-0.24645-0.036533i,-0.25349-0.04489i,-0.23939-0.01727i,-0.22374+0.02639i,-0.17947+0.043119i,-0.1114+0.03553i,-0.057436+0.023451i,-0.032643+0.013396i,-0.027798+0.0034149i,-0.02803-0.0065544i,-0.022-0.013106i,-0.013518-0.014256i,-0.0078766-0.010077i,-4.172e-05-0.0057797i,0.0092778-0.0080674i,0.013738-0.012681i,0.0093615-0.011616i,0.0013886-0.0048627i,-0.0026313+0.0014127i,-0.0045596+0.0034336i,-0.0048902+0.0012476i,-0.0057936-0.0038364i
0.043697-0.065369i,0.062772-0.037177i,0.028788+0.072109i,-0.0048773+0.17765i,0.022351+0.20857i,0.061796+0.14881i,0.047076+0.057137i,0.012904+0.014984i,0.0071949-0.0019987i,0.0064132-0.026621i,-0.00079281-0.031893i,-0.0029824-0.023114i,-0.0062554-0.015954i,-0.0059451-0.0066481i,-0.0010319-0.00043219i,0.0014152+0.0015228i,0.0020242+0.0033898i,0.0044849+0.003684i,0.0084359+0.00048066i,0.0084511-0.0035331i,0.0054755-0.0049039i,0.0031353-0.0031806i,0.00098621+0.00044477i
0.20655+0.039461i,0.36371+0.042753i,0.40098-0.0021193i,0.31134-0.058778i,0.19993-0.06606i,0.11673-0.033014i,0.057268-0.0072814i,0.025755+0.0020219i,0.016209-0.00065753i,0.011401+0.00043729i,0.012475+0.011269i,0.014499+0.019013i,0.013803+0.018059i,0.0097692+0.01129i,-8.2944e-05+0.010159i,-0.0094535+0.01891i,-0.0089912+0.026044i,-0.0043866+0.020269i,-0.0026542+0.0088991i,-0.00097217+0.0041354i,0.0019759+0.0026987i,0.0031714+0.0014978i,0.0036447+0.0037002i
-0.05077+0.095125i,-0.059621+0.11094i,-0.046794+0.029707i,-0.067009-0.07835i,-0.11224-0.13073i,-0.11376-0.12055i,-0.068653-0.084623i,-0.026653-0.054855i,-0.0044453-0.015241i,0.01519+0.020295i,0.02436+0.026679i,0.023479+0.021258i,0.022227+0.012235i,0.016166-0.00023632i,0.0056878-0.0093111i,-0.0031301-0.015488i,-0.0082067-0.015683i,-0.0095396-0.008486i,-0.0088943+3.3745e-05i,-0.0090169+0.0046514i,-0.0092735+0.0057733i,-0.0071477+0.0046156i,-0.0035704+0.00052733i
-0.2399-0.06631i,-0.37313-0.077446i,-0.34599-0.053458i,-0.21223+0.0046764i,-0.12444+0.073705i,-0.068075+0.11702i,-0.017602+0.10263i,-0.0023477+0.061649i,-0.0041598+0.030272i,-0.0039788+0.010433i,-0.0049507-0.0014651i,-0.0081619-0.009708i,-0.010135-0.012338i,-0.0055958-0.0087147i,0.0050394-0.0080718i,0.014284-0.015709i,0.01275-0.022826i,0.0035347-0.019149i,-0.0026542-0.0093204i,-0.0034477-0.0023687i,-0.0027429+0.00061437i,-0.0035272+0.00031999i,-0.0064663-0.00091186i
0.018286-0.1154i,-0.022376-0.066127i,-0.042937+0.080187i,0.032064+0.16149i,0.13701+0.10325i,0.12791+0.018791i,0.057392+0.0034238i,0.025205+0.015506i,0.011012-0.0017523i,-0.013274-0.028081i,-0.030196-0.034155i,-0.032872-0.023718i,-0.029844-0.0060587i,-0.01962+0.0086521i,-0.0058159+0.014076i,0.0021402+0.014212i,0.0064343+0.011165i,0.0098234+0.006978i,0.012652+0.0012121i,0.013307-0.0054319i,0.01255-0.0093937i,0.011838-0.010592i,0.010608-0.00834i
0.29125+0.02303i,0.38134-0.029848i,0.31166-0.1104i,0.16259-0.17051i,0.070744-0.16613i,0.054635-0.11005i,0.058601-0.053568i,0.043402-0.026647i,0.012479-0.0059957i,-0.0034864+0.015533i,-0.0032559+0.019098i,-0.0028077+0.013905i,0.00096731+0.013013i,0.0053922+0.011867i,0.004361+0.014419i,0.0026473+0.019583i,0.0020828+0.020137i,0.0014371+0.013541i,-0.0010533+0.0060552i,-0.0031945+0.0044328i,-0.0031047+0.0063458i,-0.00072856+0.010361i,0.0052401+0.01189i
0.052182+0.1905i,0.14665+0.14489i,0.15592+0.035149i,0.025063+0.0039384i,-0.12062+0.03542i,-0.15882+0.036541i,-0.13103-0.0034185i,-0.098711-0.02579i,-0.056645-0.0076956i,-0.006915+0.013186i,0.021532+0.014801i,0.029659+0.0080813i,0.026346-0.0034267i,0.01306-0.011439i,-0.00077569-0.011657i,-0.01081-0.010305i,-0.01672-0.007042i,-0.018576-0.0054355i,-0.018918-0.0072204i,-0.019528-0.006266i,-0.019528-0.00017755i,-0.016377+0.0066571i,-0.012114+0.0079086i
-0.34895-0.0023725i,-0.4315+0.0071477i,-0.35133+0.0099018i,-0.18279+0.056213i,-0.025058+0.12254i,0.057584+0.11544i,0.048539+0.061449i,0.01016+0.032981i,0.0024192+0.017672i,0.011217-0.0026762i,0.014371-0.0085433i,0.011627-0.0060935i,0.0036896-0.0084084i,-0.0033171-0.0098326i,-0.0014191-0.011874i,0.0032841-0.016511i,0.0049645-0.017542i,0.0065997-0.0095516i,0.0077327-4.7366e-05i,0.0072453-0.0014136i,0.0046101-0.011356i,-0.0013671-0.019101i,-0.0089309-0.014601i
-0.11728-0.21326i,-0.14594-0.10847i,-0.040778+0.057254i,0.12538+0.057417i,0.16857-0.05635i,0.089773-0.069323i,0.041495+0.0068823i,0.051482+0.037339i,0.033804+0.0021077i,-0.020004-0.020555i,-0.044096-0.012986i,-0.039216-0.0048663i,-0.028446+0.0052349i,-0.013833+0.013459i,-0.0056706+0.017033i,0.0016423+0.021554i,0.014885+0.019297i,0.02442+0.0087155i,0.02521+0.0016637i,0.02121+0.0025917i,0.017015+0.0027298i,0.012649-0.0023988i,0.0056355-0.0075066i
0.32573-0.078794i,0.29531-0.058656i,0.11085-0.023668i,-0.062247-0.040789i,-0.11429-0.077609i,-0.070634-0.086426i,0.004356-0.07732i,0.044619-0.067294i,0.041047-0.040073i,0.02664-0.0094001i,0.011308+0.0016432i,0.0015688+0.0012863i,0.003618+0.00059492i,0.0088576+0.00092885i,0.0095261+0.0014927i,0.0051922+0.0022574i,-0.001996+0.0017843i,-0.0083518-0.00075652i,-0.0091067-0.0022102i,-0.0037168+0.00077937i,0.0035328+0.0088019i,0.010941+0.016123i,0.017719+0.013203i
0.23995+0.22102i,0.30789+0.097441i,0.22903-0.069012i,0.058858-0.045746i,-0.058876+0.097381i,-0.07685+0.14639i,-0.076647+0.080527i,-0.085232+0.020851i,-0.055203+0.013312i,0.002275+0.011747i,0.034723+0.00051632i,0.041672-0.0036949i,0.036706-0.0060744i,0.021294-0.007981i,0.0068476-0.0072504i,-0.0050992-0.0081594i,-0.016617-0.0052475i,-0.022576-0.00053572i,-0.023329-0.00044586i,-0.02278-0.0033812i,-0.022581-0.0048181i,-0.02121-0.0016499i,-0.016979+0.0028022i
-0.32475+0.15944i,-0.36487+0.12348i,-0.2801+0.073621i,-0.1168+0.082i,0.047843+0.064382i,0.094833-0.013901i,0.01761-0.046477i,-0.041123-0.0060905i,-0.028859+0.013717i,-0.0038841-0.0082848i,0.0021646-0.018899i,-0.00045278-0.0087523i,-0.0060393-0.0037775i,-0.013289-0.0054841i,-0.014881-0.0058457i,-0.010006-0.0073387i,-0.0034263-0.0044243i,0.0060276+0.0064972i,0.01597+0.013229i,0.016234+0.008932i,0.0069238-0.00057009i,-0.0034372-0.0079095i,-0.0087535-0.0070871i
-0.28821-0.24166i,-0.24297-0.20672i,-0.069361-0.15268i,0.043456-0.19355i,0.030922-0.22311i,6.3839e-05-0.11839i,0.041224+0.015979i,0.079935+0.047836i,0.039608+0.02672i,-0.024163+0.029775i,-0.050102+0.037288i,-0.047647+0.031027i,-0.031965+0.025239i,-0.011044+0.02004i,0.0061119+0.015998i,0.020076+0.014906i,0.029677+0.0079448i,0.025206-0.0025777i,0.012472-0.0053458i,0.0097273+0.00015342i,0.017122+0.003651i,0.021715+0.00076928i,0.018277-0.0035902i
0.25471-0.2122i,0.27527-0.083616i,0.20332+0.10259i,0.076366+0.14365i,-0.057198+0.097629i,-0.070598+0.062233i,0.011695+0.010137i,0.05535-0.038262i,0.046401-0.042788i,0.028821-0.020736i,0.016441-0.0044675i,0.0048719-0.0012824i,-0.00078451+0.002737i,0.0046681+0.0056006i,0.00675+2.2632e-05i,-0.0031846-0.0040927i,-0.016146-0.0046201i,-0.020387-0.0076631i,-0.020198-0.012066i,-0.020381-0.010989i,-0.013871-0.0041859i,-0.0015216+0.00095697i,0.0088895-0.0020952i
0.36684+0.16533i,0.34763+0.094592i,0.15811-0.037111i,0.023848-0.01721i,0.061733+0.10863i,0.11413+0.13058i,0.070677+0.056665i,-0.0030481+0.015276i,-0.016961+0.023468i,0.021832+0.019553i,0.048495-0.0065282i,0.045324-0.024867i,0.031-0.023945i,0.018107-0.013608i,0.010149-0.007921i,0.0028271-0.0077742i,-0.0059237-0.0060538i,-0.010357-0.0035525i,-0.0086595-0.0019477i,-0.0070784-8.5939e-06i,-0.009538+0.0039375i,-0.012972+0.0085847i,-0.014773+0.012795i
-0.18186+0.34642i,-0.24246+0.33088i,-0.16313+0.23892i,0.0032311+0.13591i,0.083042-0.0031782i,0.01021-0.10248i,-0.10362-0.068495i,-0.12277+0.0079016i,-0.077871+0.023258i,-0.048669+0.0035441i,-0.036809-0.0017378i,-0.026375+0.0053301i,-0.021677+0.0065079i,-0.021669+0.0029887i,-0.017482+0.0033084i,-0.0047+0.0035365i,0.0088158+0.00082944i,0.015619-0.00038733i,0.016608-0.00086274i,0.012433-0.003827i,0.0035051-0.0065263i,-0.0073165-0.0039227i,-0.012554+0.0010326i
-0.44452-0.1508i,-0.45364-0.17527i,-0.33076-0.13177i,-0.23028-0.10292i,-0.18076-0.091337i,-0.1243-0.034947i,-0.033385+0.014984i,0.030833+0.011965i,0.026748+0.0052618i,-0.0015511+0.021842i,-0.017584+0.03708i,-0.011489+0.03648i,0.0052753+0.018911i,0.011323+0.0026661i,0.011201+0.00061119i,0.013688+0.0025516i,0.012614+0.0003039i,0.0053656+0.00048739i,-0.00072656+0.0042215i,-0.00069757+0.0043819i,-0.00031798-1.4294e-05i,0.0012131-0.0013892i,0.0078207+0.00060875i
0.15066-0.3749i,0.29615-0.31967i,0.36289-0.15402i,0.27494-0.033699i,0.11478+0.046645i,0.036683+0.10228i,0.047852+0.076511i,0.048132+0.0059513i,0.025108-0.041311i,0.0070887-0.047769i,0.0071765-0.03275i,0.017639-0.023952i,0.023663-0.016078i,0.025562-0.0052242i,0.01787+0.0051178i,0.0023766+0.018337i,-0.0032215+0.026649i,0.002689+0.018501i,0.0047949+0.0022248i,0.00073834-0.0042174i,0.0023576-0.0022655i,0.0087578-0.004175i,0.007753-0.0081082i
0.37596+0.068338i,0.29329+0.07171i,0.064821-0.002788i,-0.044654-0.042106i,0.041908-0.022449i,0.14186-0.05368i,0.11219-0.0859i,0.037879-0.050512i,0.018458-0.010578i,0.033303-0.016497i,0.034493-0.041596i,0.0095517-0.048602i,-0.0183-0.033905i,-0.028486-0.016197i,-0.022621-0.0086312i,-0.016266-0.012843i,-0.013689-0.016388i,-0.0095385-0.011624i,-0.0030239-0.0045309i,0.0028957-0.0015923i,0.0041214-0.0037029i,6.9107e-06-0.0043961i,-0.0046012-0.0014574i
-0.057806+0.38901i,-0.12549+0.32456i,-0.14225+0.13422i,-0.12186-0.0076586i,-0.13539-0.089936i,-0.17511-0.092346i,-0.16769-0.02495i,-0.10991+0.019368i,-0.068738+0.025754i,-0.052284+0.026214i,-0.039721+0.027269i,-0.026116+0.032835i,-0.014928+0.038414i,-0.0075848+0.03633i,0.00046225+0.027858i,0.0086226+0.014489i,0.0084026+0.0023201i,0.0018926-0.00078979i,-0.0018581+0.0007429i,-0.0037055+0.0023232i,-0.0075595+0.005824i,-0.01077+0.010799i,-0.010523+0.010609i
-0.41985-0.044976i,-0.44564+0.021809i,-0.32536+0.18187i,-0.21552+0.28903i,-0.15713+0.29016i,-0.091561+0.21665i,-0.022076+0.098097i,0.0077945+0.0069496i,0.01929-0.019695i,0.01724-0.0096066i,0.0015209+0.014072i,0.0020903+0.027292i,0.016609+0.010493i,0.020762-0.015172i,0.012693-0.025834i,0.0045289-0.017219i,0.0052813-0.0024107i,0.0082338+0.0035018i,0.0056292+0.0029546i,0.0035404+0.0017463i,0.005474-0.0024038i,0.0062414-0.0087499i,0.0059062-0.012538i
0.15039-0.41748i,0.29138-0.48412i,0.35876-0.39236i,0.33494-0.23614i,0.28438-0.07406i,0.23391+0.036342i,0.17452+0.050587i,0.099937+0.018524i,0.027725+0.0033366i,-0.0023328+0.0076951i,0.003543+0.0034998i,0.011219-0.013345i,0.013471-0.021543i,0.010649-0.02028i,-0.00023916-0.01397i,-0.010887-0.0043229i,-0.013373-0.0011872i,-0.010835-0.0036701i,-0.003403-0.001954i,0.0054244+0.0018021i,0.0098811-0.00092156i,0.012478-0.0069572i,0.011711-0.008421i
0.34233+0.1285i,0.37345+0.16348i,0.26321+0.0891i,0.16804-0.04545i,0.13749-0.18146i,0.10907-0.23256i,0.065685-0.15959i,0.046121-0.055901i,0.045256-0.0029616i,0.040225-0.0013902i,0.027001-0.020402i,-0.0030494-0.024639i,-0.032101-0.0009574i,-0.032093+0.024921i,-0.014845+0.02804i,-0.0074211+0.013095i,-0.01153+0.004066i,-0.012257+0.0067669i,-0.0071833+0.0072565i,-0.0061646+0.0029592i,-0.0065181+0.0048789i,-0.003531+0.010727i,0.00096854+0.01041i
-0.2053+0.34629i,-0.32312+0.33416i,-0.35047+0.12216i,-0.33475-0.047496i,-0.32283-0.039325i,-0.27204+0.024707i,-0.18118+0.056989i,-0.096049+0.06536i,-0.03478+0.062844i,0.0069192+0.054866i,0.027202+0.039988i,0.033847+0.026106i,0.036125+0.012841i,0.032097-0.0013475i,0.030802-0.011594i,0.036555-0.019484i,0.034124-0.025364i,0.016903-0.027109i,-0.0032564-0.023535i,-0.013454-0.015971i,-0.016026-0.0085012i,-0.015498+0.00052105i,-0.0078247+0.010036i
-0.29322-0.16476i,-0.24737-0.097885i,-0.036635+0.099881i,0.11574+0.23205i,0.12561+0.22011i,0.054397+0.17009i,-0.010504+0.10734i,-0.029931+0.030737i,-0.014669-0.030565i,-0.0083028-0.05045i,-0.01118-0.020138i,0.0036629+0.0092738i,0.015474+0.006687i,0.0085481-0.0021671i,-0.0062871+0.0022543i,-0.013181+0.012545i,-0.0078254+0.013704i,-0.00095422+0.0072762i,0.0038839+0.0036841i,0.0052028+0.0049571i,0.0031693+0.0056275i,-0.00063224+0.0023888i,-0.0069366+0.00022298i
0.31628-0.36632i,0.30263-0.44392i,0.1395-0.33219i,0.033353-0.19038i,0.050946-0.097227i,0.1024-0.036051i,0.10731-0.00057455i,0.057838+0.020747i,0.0010706+0.032079i,-0.030157+0.024437i,-0.040053+0.0049389i,-0.040662-0.01098i,-0.027854-0.016048i,-0.0074314-0.0095333i,0.0059591+0.0013857i,0.0051868+0.011006i,-0.00085515+0.019908i,0.00055749+0.025577i,0.0073528+0.023562i,0.012354+0.016436i,0.015257+0.0095342i,0.016746+0.0016415i,0.011169-0.0075607i
0.29763+0.33357i,0.38143+0.30005i,0.2757+0.09659i,0.093861-0.056303i,-0.026619-0.11147i,-0.070745-0.14412i,-0.062725-0.13057i,-0.034899-0.082101i,-0.030454-0.039346i,-0.035892-0.011456i,-0.029643+0.00080349i,-0.019419+0.011499i,-0.018348+0.02636i,-0.018441+0.032078i,-0.0097164+0.021339i,-0.0013455+0.0035573i,0.0073854-0.011277i,0.010804-0.02203i,0.00042515-0.024318i,-0.011552-0.018199i,-0.017991-0.0090516i,-0.018676+0.0035704i,-0.012566+0.017709i
-0.48199+0.35653i,-0.58109+0.51026i,-0.47703+0.51422i,-0.28663+0.43684i,-0.1353+0.33726i,-0.042633+0.23164i,-0.0094097+0.10835i,-0.018805+0.020737i,-0.0067186+0.0068329i,0.028938+0.0072846i,0.040436-0.0084896i,0.023768-0.024154i,-0.00060835-0.029477i,-0.016316-0.02154i,-0.017955-0.0083983i,-0.013715-0.0014371i,-0.013963+0.00064562i,-0.015545+0.0019371i,-0.012062-0.00084476i,-0.0086009-0.0070404i,-0.0097302-0.010056i,-0.01258-0.010821i,-0.011046-0.010921i
-0.31707-0.43172i,-0.28024-0.44376i,-0.016161-0.33089i,0.18784-0.22652i,0.19839-0.12581i,0.126-0.035505i,0.043557+0.0085097i,-0.014589+0.0076933i,-0.046166-0.02924i,-0.061191-0.037398i,-0.045021-0.011493i,-0.015865+0.0025852i,0.0079159+0.0027526i,0.020198-0.0045818i,0.012453-0.0088544i,0.00178-0.00043335i,0.00135+0.0083007i,0.01097+0.011326i,0.024948+0.0098313i,0.03113+0.0054381i,0.028032-0.002464i,0.017539-0.012013i,0.0036534-0.01271i
0.59301-0.39915i,0.57532-0.42851i,0.31181-0.23056i,0.062887-0.075715i,-0.040075-0.070598i,-0.05373-0.068735i,-0.00013297-0.022303i,0.07121+0.0090039i,0.096239+0.025872i,0.074531+0.024805i,0.027155+0.015528i,-0.0067229+0.018555i,-0.011454+0.014447i,-0.0072434-0.00033037i,-0.0012868-0.009832i,0.0034542-0.015115i,0.0037265-0.017529i,0.0019647-0.015272i,-0.0015473-0.011202i,-0.0061502-0.0046367i,-0.0045734+0.0050781i,0.0056083+0.0064833i,0.010827-0.0063582i
0.32397+0.62142i,0.26432+0.44374i,-0.041516+0.08182i,-0.25215-0.035596i,-0.2444+0.050419i,-0.14074+0.094954i,-0.036918+0.063767i,0.0077957+0.0061623i,0.0029975-0.019229i,0.013141-0.017852i,0.037673-0.033558i,0.04194-0.043553i,0.034779-0.02265i,0.031316+0.0049615i,0.032101+0.018584i,0.026157+0.017634i,0.0062097+0.012219i,-0.014713+0.011506i,-0.022329+0.014607i,-0.016624+0.011889i,-0.010409+0.0043408i,-0.0030052+0.0062135i,0.017159+0.012567i
-0.76105+0.29409i,-0.63458+0.45855i,-0.17768+0.443i,0.18221+0.26486i,0.29926+0.077602i,0.25979-0.044234i,0.13215-0.090834i,0.030877-0.06652i,0.0087949-0.058872i,0.00090955-0.072227i,-0.017308-0.049374i,-0.020347-0.014864i,-0.022639-0.009085i,-0.034392-0.014051i,-0.033034-0.0092867i,-0.010606+0.003348i,0.016597+0.014307i,0.032344+0.014244i,0.030707+0.0043127i,0.018855-0.006685i,0.0041727-0.016555i,-0.016509-0.022991i,-0.038355-0.016509i
-0.20957-0.65575i,-0.28948-0.61165i,-0.23898-0.41526i,-0.15206-0.32236i,-0.11284-0.31i,-0.11403-0.23807i,-0.10065-0.12355i,-0.080702-0.031501i,-0.075469+0.050324i,-0.045386+0.1002i,-0.0080294+0.085989i,0.00071501+0.042579i,0.0020137+0.011351i,0.0024141-0.0078997i,-0.009605-0.018783i,-0.022402-0.025568i,-0.029579-0.031167i,-0.029065-0.02717i,-0.017116-0.016641i,-0.0038651-0.00771i,0.0050131-0.00045274i,0.011329-0.00095536i,0.0061058-0.012838i
0.63646-0.35155i,0.6381-0.44422i,0.44755-0.34744i,0.16563-0.16293i,-0.10327+0.0005779i,-0.17752+0.091425i,-0.082858+0.070166i,0.023101+0.006677i,0.092062-0.029806i,0.094851-0.027581i,0.07343+0.0039129i,0.065216+0.020441i,0.04558+0.023827i,0.027343+0.03413i,0.016671+0.027709i,-0.00088377+0.0088688i,-0.013044+0.00058514i,-0.017254+0.00040073i,-0.025835+0.0050584i,-0.031667+0.018466i,-0.021462+0.028991i,-0.0083431+0.024373i,-0.0095358+0.017729i
0.44481+0.76864i,0.36303+0.7215i,0.020191+0.52915i,-0.11511+0.44139i,0.011112+0.39231i,0.014052+0.3024i,-0.12316+0.26215i,-0.17372+0.24454i,-0.123+0.1724i,-0.066757+0.072921i,-0.044817+0.0094305i,-0.031345-0.0018302i,-0.0095373+0.0078591i,0.012897+0.016522i,0.029529+0.020466i,0.0304+0.017684i,0.019942+0.013385i,0.013392+0.011874i,0.013074+0.0070793i,0.010757-0.0048183i,0.0037051-0.0076561i,0.0064092+0.0097991i,0.029286+0.028368i
-0.92969+0.35238i,-0.69176+0.31682i,-0.13198+0.035915i,0.19879-0.20608i,0.3034-0.24919i,0.39367-0.18109i,0.4211-0.10064i,0.32486-0.073988i,0.13561-0.081437i,-0.0095766-0.056227i,-0.033888-0.038015i,-0.022725-0.053645i,-0.025976-0.059767i,-0.022702-0.047051i,-0.011964-0.018318i,0.0046555+0.011504i,0.016458+0.018974i,0.015173+0.010043i,0.012294+0.0028425i,0.015053-0.0049244i,0.013007-0.017193i,0.0004647-0.013485i,-0.0018511+0.0099192i
0.059581-0.96878i,0.065993-0.78334i,0.068528-0.26032i,0.021158+0.061645i,-0.082117+0.12453i,-0.10486+0.13809i,-0.0051506+0.11871i,0.071526+0.075683i,0.088847+0.058654i,0.076607+0.05046i,0.029185+0.044042i,-0.025414+0.051649i,-0.043195+0.040815i,-0.041542-0.0022261i,-0.040517-0.042059i,-0.029942-0.047442i,-0.012119-0.029442i,-0.0023838-0.016228i,0.0033753-0.011316i,0.01093-0.0042792i,0.02044+0.0027138i,0.026826-0.0084816i,0.01183-0.042073i
0.50908+0.12428i,0.33489-0.0058324i,0.038074-0.18206i,-0.085739-0.12261i,0.03584+0.081103i,0.225+0.036244i,0.20643-0.22405i,0.0054711-0.32886i,-0.097808-0.20903i,-0.05569-0.10113i,-0.025323-0.076607i,-0.010224-0.043494i,0.023435+0.0029174i,0.028677+0.031013i,0.0023211+0.041213i,-0.013912+0.037016i,-0.011921+0.016723i,-0.010411-0.0028629i,-0.0084228-0.0060535i,-0.0057314-0.0076941i,-0.011502-0.014656i,-0.01641-0.013434i,-0.010623-0.0029196i
0.12294+0.45146i,0.16891+0.49705i,0.20533+0.47927i,0.1645+0.25873i,-0.10446-0.046361i,-0.50702-0.041125i,-0.63729+0.19972i,-0.42416+0.28111i,-0.22569+0.16325i,-0.17236+0.09126i,-0.10555+0.12074i,-0.012387+0.11385i,0.013834+0.064235i,0.016239+0.04607i,0.059334+0.041271i,0.1004+0.020485i,0.097413+0.0041125i,0.066422+0.0012471i,0.036541+0.0023075i,0.014021+0.0071758i,-0.0025641+0.013553i,-0.0081422+0.0065214i,-0.010085-0.016242i
-0.58131+0.43783i,-0.45672+0.41091i,-0.31655+0.1756i,-0.26876+0.073917i,-0.094209+0.14172i,0.14647+0.092046i,0.15665-0.0079201i,0.035775+0.053817i,0.049052+0.11467i,0.10928+0.020933i,0.081287-0.062268i,0.052416-0.072684i,0.025231-0.088779i,-0.033403-0.075444i,-0.076553-0.044284i,-0.10458-0.03551i,-0.097587-0.023495i,-0.046781-0.010258i,0.00026246-0.013748i,0.015809-0.027053i,0.012663-0.020087i,0.019514+0.010359i,0.042433+0.033092i
-1.4711+5.6573i,1.0451+5.6626i,4.2342+5.0091i,4.9671+1.8708i,3.3575-1.2059i,0.70398-2.5592i,-1.2606-1.9131i,-1.6149-0.60177i,-0.59504+0.21928i,0.63151-0.078762i,0.80639-0.86525i,0.22576-1.2873i,-0.50565-1.7042i,-1.3174-2.2879i,-1.5965-2.2901i,-1.0018-1.3486i,-0.27688-0.38824i,-0.21338+0.0052942i,-0.61657+0.24273i,-0.63174+0.56738i,-0.092491+0.69893i,0.41361+0.38852i,0.40171-0.12583i
1.0692+0.42927i,0.81835+0.41521i,0.20734+0.30545i,-0.055088+0.28531i,0.098331+0.33858i,0.23178+0.43153i,0.21697+0.45966i,0.12712+0.30745i,0.041404+0.12486i,0.056313+0.016562i,0.1109-0.084968i,0.09714-0.14765i,0.056445-0.10157i,0.043569-0.02795i,0.021312-0.013161i,-0.033552-0.021306i,-0.06654-0.011855i,-0.054253-0.0012146i,-0.030143-0.0023756i,-0.02321-0.0046327i,-0.033616+0.0078762i,-0.033934+0.03069i,-0.017343+0.034859i
-0.77453+0.44191i,-0.77+0.37333i,-0.3926+0.1305i,-0.16715-0.12045i,-0.2186-0.17917i,-0.23062-0.029133i,-0.1432+0.13309i,-0.048411+0.18712i,0.022344+0.14166i,0.05218+0.043567i,0.073467-0.016993i,0.10653-0.040474i,0.10383-0.07396i,0.066459-0.098444i,0.030358-0.11125i,0.003281-0.10555i,-0.002377-0.0718i,0.0094789-0.047509i,0.0022716-0.045173i,-0.015769-0.035764i,-0.015179-0.020393i,-0.017005-0.0068849i,-0.035037+0.019009i
0.072738-0.29314i,0.2308-0.32179i,0.19137-0.12167i,0.10727+0.13862i,0.065942+0.20761i,-0.086127+0.071054i,-0.26338-0.066823i,-0.25563-0.10005i,-0.10513-0.084592i,0.0089855-0.063818i,0.036492-0.034173i,0.022601-0.017118i,-0.0044579-0.013816i,-0.0064069+0.0071866i,0.015798+0.028437i,0.014621+0.033507i,-0.005786+0.035961i,-0.0066672+0.034363i,0.011911+0.020173i,0.014832+0.00018973i,-0.00011146-0.01038i,-0.0048325-0.021139i,0.0013098-0.051605i
-0.26188-0.10877i,-0.30626+0.058477i,-0.19877+0.064724i,-0.008696+0.0078585i,0.18668+0.030451i,0.23126+0.0066718i,0.028107-0.054606i,-0.16464-0.024612i,-0.18+0.037973i,-0.11078+0.060228i,-0.018539+0.044558i,0.050222+0.002209i,0.067397-0.010054i,0.074935+0.023776i,0.083357+0.047718i,0.072567+0.035281i,0.049405+0.0097099i,0.035518-0.0075549i,0.030321-0.021786i,0.019549-0.029614i,0.00093754-0.018088i,-0.019228+0.00565i,-0.02791+0.033016i
0.61407-0.089987i,0.45378-0.080954i,0.16673+0.010147i,-0.067832-0.03838i,-0.33184-0.20597i,-0.48753-0.18091i,-0.35123+0.00065594i,-0.1404+0.10358i,-0.039108+0.11381i,-0.018024+0.09587i,-0.020586+0.080808i,-0.0068736+0.075444i,0.010083+0.055331i,-0.00072359+0.029542i,-0.015695+0.020859i,-0.018654+0.0092657i,-0.023398-0.010854i,-0.033821-0.022351i,-0.042254-0.019146i,-0.036539-0.0051837i,-0.011806+0.0045785i,0.0095024+0.0014477i,0.007581-0.0019059i
-0.38898+0.68659i,-0.3179+0.634i,-0.18517+0.44619i,-0.12107+0.46604i,0.016591+0.60743i,0.21175+0.47561i,0.24099+0.13161i,0.14971-0.061438i,0.10689-0.083668i,0.088778-0.081789i,0.054384-0.06317i,0.034581-0.040237i,0.010312-0.04084i,-0.021695-0.028283i,-0.027157-0.0007272i,-0.015769+0.0075864i,-0.0084739+0.0060505i,-0.00064637+0.016001i,0.011779+0.026916i,0.011394+0.018816i,-0.011733+0.00059706i,-0.035427-0.0087751i,-0.038277-0.0037391i
