0.00031094-0.00030164i,-0.00011129-8.8678e-05i,-0.0023782+0.00033819i,-0.0026654-0.00043541i,-0.0017844+0.00075308i,-0.0014372+0.0022579i,-0.0004494+0.0025943i,0.00043672+0.0018223i,0.00071193+0.0007333i,0.00032865-0.00024042i,0.00021529-0.0011193i,0.00051034-0.0013045i,0.00048364-0.00053813i,0.00043645-4.8276e-06i,0.000118+0.00032364i,0.00045486+0.00019726i,0.00085842-3.1236e-05i,0.00016513+0.00015715i,-0.00041923+0.00066927i,-0.00065018+0.00083693i,-0.00022677+0.00030125i,0.00022376-0.00043291i,0.00028378-0.00038703i
0.8086+0.49388i,0.41954-0.013524i,0.048759-0.21351i,0.080027-0.096239i,0.17626+0.10798i,0.12536+0.32038i,0.07302+0.37662i,0.054177+0.24752i,0.012531+0.14572i,0.010136+0.10517i,0.031051+0.046224i,0.01622+0.012756i,0.015052+0.03195i,0.050975+0.032276i,0.075028-0.0072929i,0.064512-0.0359i,0.039606-0.03646i,0.014093-0.028809i,-0.015729-0.015303i,-0.042536+0.0069931i,-0.054408+0.022072i,-0.046667+0.021619i,-0.023474+0.016357i
-0.7399+1.1608i,-0.24658+0.86327i,0.073619+0.45598i,0.076498+0.25264i,-0.17017+0.16649i,-0.48574+0.1602i,-0.48087+0.21641i,-0.20753+0.14849i,-0.084231-0.0012022i,-0.076868-0.012571i,-0.013078+0.023654i,0.0070812+0.006826i,-0.024687+0.019386i,0.0080308+0.045211i,0.076689+0.027491i,0.091799+0.0035098i,0.068027+0.0023476i,0.04985-0.0034193i,0.024668-0.024817i,-0.00994-0.036927i,-0.025037-0.031247i,-0.011449-0.0079023i,0.01447+0.02218i
-0.71761-0.73595i,-0.56819-0.36714i,-0.31409+0.014281i,-0.11564+0.093019i,-0.011995-0.076209i,0.022768-0.21216i,0.056486-0.11309i,0.12874+0.022898i,0.1349+0.01723i,0.052908+0.0024958i,0.021732+0.016183i,0.028612-0.0095631i,0.010204-0.024708i,-0.0063576-0.0076429i,-0.013244+0.0099901i,0.0027861+0.025119i,0.038642+0.032098i,0.057678+0.027222i,0.0524+0.0089327i,0.032218-0.011915i,0.018296-0.010155i,0.016427+0.0014657i,0.0058196+0.0072118i
0.29251-0.33714i,0.081443-0.52658i,-0.21312-0.47657i,-0.23247-0.1466i,-0.059288+0.16336i,-0.0014394+0.29825i,-0.11037+0.32714i,-0.17289+0.30622i,-0.11305+0.2269i,-0.038121+0.12035i,0.013938+0.034096i,0.031141-0.028982i,0.0057715-0.036969i,0.017026+0.0043036i,0.076665+0.01473i,0.094712-0.0096302i,0.052828-0.014483i,0.0083908-0.0046331i,-0.0034887-0.0045668i,0.0004342-0.011904i,-0.010094-0.020598i,-0.034228-0.026105i,-0.056955-0.019727i
-0.13689-0.13376i,-0.0088863+0.1033i,0.080137+0.10972i,-0.12012+0.019955i,-0.40787-0.01058i,-0.55229-0.0030714i,-0.49656+0.034755i,-0.30275+0.041555i,-0.14627-0.0061589i,-0.067357-0.0031899i,0.027035+0.03426i,0.099892+0.032852i,0.093584+0.050506i,0.086424+0.12858i,0.11291+0.20504i,0.11899+0.21226i,0.091211+0.15523i,0.059827+0.088175i,0.044046+0.038131i,0.03246+0.00048336i,0.016921-0.021533i,0.0057205-0.020519i,-0.0036926-0.0093555i
-1.1193+6.899i,1.0896+6.9732i,3.9077+5.9604i,4.7759+2.4478i,3.8045-0.86467i,1.6624-2.2869i,-0.24563-1.541i,-0.85007-0.19969i,-0.19148+0.51581i,0.73659+0.13734i,0.81449-0.71098i,0.27712-1.2683i,-0.37521-1.8639i,-1.1363-2.6079i,-1.4825-2.6473i,-1.0606-1.5813i,-0.46098-0.44734i,-0.38749+0.075332i,-0.69852+0.36592i,-0.65522+0.68054i,-0.11622+0.78963i,0.41058+0.48496i,0.48913-0.0080036i
0.36745+0.16576i,0.11465-0.051162i,-0.062196-0.18377i,-0.029054-0.24249i,0.015468-0.2614i,0.0080038-0.17982i,0.076597-0.077853i,0.12904-0.076176i,0.055956-0.081988i,-0.035826-0.058647i,-0.10256-0.058551i,-0.14044-0.046225i,-0.11537-0.023894i,-0.09073-0.026103i,-0.10275-0.022428i,-0.097848+0.0057671i,-0.062165+0.019128i,-0.037899+0.0048945i,-0.032603+0.00475i,-0.010066+0.029589i,0.034742+0.036956i,0.073003+0.0055914i,0.082493-0.036515i
0.070203+0.61506i,0.25465+0.44942i,0.39867+0.22731i,0.43663+0.12964i,0.48552+0.15904i,0.57645+0.099861i,0.47549-0.086304i,0.18771-0.15449i,0.0094687-0.082632i,-0.010481-0.05249i,-0.046226-0.048899i,-0.072362+0.0070768i,-0.029223+0.034392i,-0.013446+0.015092i,-0.027379+0.033443i,0.0013731+0.062734i,0.040369+0.049456i,0.034977+0.02771i,0.0139+0.030245i,0.010179+0.035545i,0.01173+0.02334i,0.013406+0.0046726i,0.015679-0.016323i
-0.31994+0.46682i,-0.20622+0.29844i,-0.14719+0.24245i,-0.11143+0.20182i,-0.1461-0.043482i,-0.26499-0.33707i,-0.34318-0.38591i,-0.29165-0.18996i,-0.15354+0.0040582i,-0.052275+0.091429i,-0.012755+0.1321i,0.006799+0.12783i,-9.1421e-05+0.083675i,-0.03033+0.063084i,-0.049002+0.066457i,-0.047702+0.050063i,-0.041791+0.022557i,-0.032082+0.0080821i,-0.010233+0.00041i,0.015874-0.011737i,0.032319-0.02118i,0.032049-0.021924i,0.012017-0.021247i
-0.63316-0.20572i,-0.35023-0.063408i,-0.19321+0.057004i,-0.11598+0.17598i,0.042756+0.28024i,0.15763+0.29554i,0.13695+0.22896i,0.066739+0.12669i,0.010925+0.043855i,-0.0080667+0.0088477i,-0.014619+0.0056591i,-0.026002+0.021029i,-0.017087+0.047525i,0.021099+0.070816i,0.064847+0.075744i,0.075702+0.052742i,0.044751+0.02279i,0.011678+0.011747i,-0.00011682+0.0086802i,-0.0082334+0.003715i,-0.027651+0.0059807i,-0.051433+0.012251i,-0.062329+0.020017i
0.5072-0.83042i,0.44141-0.7408i,0.21655-0.57572i,-0.059484-0.41516i,-0.27767-0.28296i,-0.35975-0.18011i,-0.3084-0.073982i,-0.17043+0.00047271i,-0.078093-0.0048628i,-0.0577-0.0095513i,-0.016084-0.0023661i,0.024111-0.017455i,0.026354-0.00075947i,0.025235+0.049136i,0.042954+0.087865i,0.064712+0.096415i,0.065788+0.06835i,0.049563+0.028387i,0.035588-0.0042141i,0.021071-0.021623i,0.0028867-0.015999i,-0.0025309+0.001615i,0.010024+0.012821i
0.20373+0.42575i,0.1333+0.42441i,0.059247+0.32903i,0.054906+0.28358i,0.14329+0.30271i,0.26206+0.34857i,0.29766+0.30683i,0.22378+0.18115i,0.15705+0.073321i,0.1194-0.011407i,0.071645-0.054093i,0.046657-0.05752i,0.039774-0.053045i,0.039085-0.031403i,0.034793-0.012731i,-0.0015577-0.0098414i,-0.042705-0.0070989i,-0.046548-0.0010546i,-0.023254+0.0029185i,-0.010501-0.0091096i,-0.031233-0.033175i,-0.057992-0.033869i,-0.048768-0.0063362i
-0.12736+0.061407i,-0.040889+0.32797i,0.12829+0.29652i,0.080183-0.026261i,-0.11165-0.29332i,-0.23397-0.39194i,-0.23763-0.35235i,-0.17872-0.21755i,-0.1225-0.078992i,-0.091647+0.017045i,-0.072485+0.073214i,-0.048365+0.087491i,-0.024866+0.067491i,-0.0089627+0.045488i,0.015151+0.038249i,0.04303+0.032351i,0.051939+0.02469i,0.043969+0.021261i,0.032001+0.015879i,0.023161+0.017102i,0.027656+0.030572i,0.03172+0.03397i,0.019909+0.020134i
0.60075-0.19601i,0.24955-0.44841i,0.08407-0.3849i,0.20193-0.17656i,0.28407+0.016646i,0.23195+0.18839i,0.16366+0.251i,0.12535+0.17994i,0.094576+0.087491i,0.086108+0.022232i,0.080355-0.035269i,0.057249-0.058155i,0.039162-0.036925i,0.02948-0.010794i,0.022911+0.0046722i,0.022118+0.010453i,0.02135+0.0020167i,0.0094313-0.010895i,-0.0036676-0.0089927i,-0.0051018-0.001811i,0.00039375-0.0035423i,0.017007-0.0065023i,0.04147-0.010221i
-0.11676+0.81127i,0.094472+0.52467i,0.13539+0.30573i,0.09193+0.21831i,0.080879+0.079356i,0.086444-0.089923i,0.068371-0.15015i,0.022005-0.097354i,-0.0036047-0.042538i,-0.010965-0.03816i,-0.021501-0.039501i,-0.019579-0.028298i,-0.00881-0.030379i,0.0042823-0.035361i,0.011536-0.029295i,-0.0021985-0.01367i,-0.024723+0.0072782i,-0.031747+0.013774i,-0.026613-0.00070577i,-0.027496-0.013087i,-0.03088-0.0095629i,-0.022263+0.0012297i,-0.0062256+0.0054709i
-0.64491-0.13674i,-0.41498+0.0019381i,-0.24944+0.10729i,-0.20209+0.18385i,-0.13808+0.24465i,-0.074917+0.22162i,-0.052553+0.1453i,-0.028741+0.078053i,-0.012892+0.043557i,-0.0050873+0.070554i,0.029016+0.10313i,0.053753+0.085996i,0.043441+0.064514i,0.029253+0.064076i,0.027563+0.052348i,0.03066+0.021902i,0.030643+0.0002999i,0.031137+0.0019178i,0.029874+0.010763i,0.02416+0.012599i,0.015446+0.010603i,-0.0022403+0.010267i,-0.017257+0.010971i
-0.16806-0.46761i,-0.26632-0.43403i,-0.35763-0.35208i,-0.34488-0.26744i,-0.27149-0.21751i,-0.1545-0.17773i,-0.049669-0.15284i,-0.040085-0.13957i,-0.064637-0.10544i,-0.066498-0.088653i,-0.087386-0.086713i,-0.10846-0.060745i,-0.091805-0.028697i,-0.052726-0.0059095i,-0.012682+0.0023151i,0.001265-0.00084028i,-0.009561-0.001373i,-0.017343-0.0081437i,-0.015974-0.021692i,-0.0076766-0.025945i,0.0081411-0.02409i,0.025457-0.03319i,0.025893-0.049913i
0.41122-0.30754i,0.56337-0.11241i,0.58144-0.097226i,0.39638-0.13873i,0.212-0.046147i,0.14443+0.072927i,0.10267+0.10583i,0.075026+0.095531i,0.077749+0.052908i,0.053658+0.0033253i,0.027722-0.008195i,0.037822-0.010954i,0.041706-0.033937i,0.012771-0.053648i,-0.014442-0.038662i,-0.006146-0.0080207i,0.012257+0.0066591i,0.015621+0.014529i,0.013101+0.023614i,0.0048098+0.027667i,-0.0080236+0.024084i,-0.0071388+0.011849i,0.0092054-0.0063598i
0.49584+0.11939i,0.13435+0.096418i,-0.070319+0.095088i,-0.045641-0.0020808i,-0.031147-0.21285i,-0.06809-0.31879i,-0.04037-0.26686i,0.0088586-0.1936i,0.027867-0.125i,0.047662-0.070831i,0.047725-0.059035i,0.017464-0.057651i,-0.001229-0.038757i,0.0096046-0.017114i,0.01477-0.016985i,-0.0081559-0.019948i,-0.028181-0.0064837i,-0.026773+0.001908i,-0.015226-0.0028448i,-0.0011565-0.0089022i,0.012012-0.0085686i,0.020859+0.0022587i,0.022314+0.011258i
-0.4194+0.68767i,-0.3798+0.50322i,-0.24204+0.25586i,-0.10888+0.20323i,0.036547+0.33017i,0.12863+0.38168i,0.09039+0.30124i,0.015663+0.22609i,-0.0062252+0.17216i,-0.0052005+0.10621i,-0.0061729+0.070793i,0.016149+0.064449i,0.03789+0.039451i,0.036708+0.0073591i,0.039747-0.012243i,0.045277-0.030023i,0.038529-0.04185i,0.026534-0.037139i,0.012994-0.019729i,0.0023166-0.00091081i,0.0023387+0.00042839i,-0.0001202-0.015627i,-0.013491-0.01919i
-0.19935-0.5735i,-0.12781-0.61102i,0.00047997-0.46019i,0.023646-0.37945i,-0.050504-0.38177i,-0.071208-0.31734i,-0.0044415-0.20437i,0.036566-0.14649i,0.011288-0.096078i,0.0058907-0.023101i,0.019293-0.0026218i,0.0054375-0.0091277i,-0.0013218+0.0050388i,0.0032883+0.029603i,0.0077169+0.05301i,0.011616+0.052234i,-0.00070308+0.036265i,-0.017914+0.029157i,-0.02107+0.024352i,-0.010822+0.02005i,0.0047624+0.020796i,0.014299+0.014467i,0.0090474-0.0078295i
0.22375+0.15778i,0.13121+0.13931i,-0.021753+0.27938i,-0.010816+0.38842i,0.0051278+0.34408i,-0.086402+0.21821i,-0.17771+0.11811i,-0.17073+0.099366i,-0.090787+0.059414i,-0.066718-0.021516i,-0.080493-0.029885i,-0.052945+0.0038893i,-0.024062+0.017567i,-0.022315+0.016894i,-0.040805+0.010635i,-0.048363+0.01845i,-0.016781+0.028987i,0.019424+0.01938i,0.025741+0.0029722i,0.0073432-0.0037125i,-0.010706+0.0017708i,-0.0052484+0.0053133i,0.014064-0.0021369i
-0.24062-0.0056531i,0.048219-0.062815i,0.069263-0.23021i,-0.050253-0.30523i,-0.032642-0.31191i,0.052627-0.27582i,0.076893-0.1797i,0.049583-0.10376i,0.018528-0.043758i,0.031318+0.0094643i,0.041801-0.00051676i,0.0058322-0.031214i,-0.024086-0.03547i,-0.025538-0.0415i,-0.011582-0.05991i,-0.0045412-0.079669i,-0.022012-0.078717i,-0.03629-0.051976i,-0.030532-0.026506i,-0.020932-0.011644i,-0.01779-0.0013972i,-0.021015+0.0085058i,-0.022485+0.017417i
-0.093493-0.29358i,-0.23876-0.065719i,-0.23305-0.037779i,-0.22382-0.017594i,-0.23141+0.14528i,-0.13231+0.21854i,-0.031664+0.10251i,-0.039797+0.002262i,-0.053117-0.018316i,-0.038143-0.04031i,-0.022055-0.05058i,0.0045732-0.041391i,0.020572-0.027574i,0.029806+0.0025195i,0.043426+0.033043i,0.050951+0.05107i,0.051835+0.055404i,0.041568+0.044945i,0.029626+0.030963i,0.029558+0.015814i,0.032182+0.00049169i,0.033063-0.0096804i,0.030609-0.013548i
0.48933+0.017179i,0.54663-0.021015i,0.61886-0.14616i,0.56563-0.35265i,0.40212-0.47407i,0.21808-0.37203i,0.11613-0.17196i,0.11497-0.084308i,0.099592-0.07296i,0.061958-0.029569i,0.051218+0.014723i,0.052336+0.023781i,0.044606+0.0045561i,0.020947-0.020752i,-0.00079971-0.029506i,-0.019794-0.035884i,-0.040516-0.042861i,-0.04388-0.036608i,-0.036428-0.022908i,-0.036595-0.01057i,-0.041608-0.0045778i,-0.046122-0.0022115i,-0.045957+0.0026293i
-0.013196+0.069263i,-0.41233+0.123i,-0.47982+0.36091i,-0.26666+0.44369i,-0.17174+0.33112i,-0.1793+0.21655i,-0.13643+0.14982i,-0.076899+0.12526i,-0.018238+0.099912i,0.014235+0.033179i,-0.0074874-0.010448i,-0.025713+0.0072016i,-0.0050723+0.03733i,0.015832+0.048218i,0.011455+0.047365i,0.0094489+0.04408i,0.021054+0.033891i,0.023719+0.016778i,0.019581+0.0017312i,0.022525-0.0053919i,0.031408-0.0081837i,0.036669-0.012154i,0.031679-0.015937i
0.047656+0.58787i,0.19987+0.10916i,0.10964-0.12828i,0.10777-0.033168i,0.28557+0.0021538i,0.31798-0.077374i,0.16884-0.088741i,0.051924-0.030734i,0.0092801+0.024412i,0.0073907+0.055928i,0.0239+0.039242i,0.0069849-0.002704i,-0.027398-0.0085726i,-0.026887+4.2298e-05i,-0.0086905-0.020095i,-0.01036-0.041121i,-0.017985-0.031065i,-0.0084776-0.0080003i,0.0020079+0.00072081i,-0.0034731+0.0010918i,-0.0088359+0.0095544i,-0.0032161+0.015634i,0.0025736+0.0074232i
-1.0216-0.21774i,-0.59406-0.10497i,-0.27303-0.13946i,-0.34577-0.10594i,-0.47483+0.084165i,-0.38898+0.17608i,-0.25441+0.096588i,-0.21541+0.026261i,-0.18102+0.022953i,-0.10703+0.021694i,-0.041638+0.013862i,0.0070008+0.0088283i,0.027009-0.0059669i,0.015149-0.0043314i,0.01001+0.023921i,0.02741+0.038059i,0.038487+0.020036i,0.023146-0.0037367i,0.0060999-0.0079563i,0.005639+0.00031088i,0.0046506+0.0054142i,-0.0018508+0.0088711i,-0.0019343+0.015735i
0.62403-0.70428i,0.60439-0.28483i,0.48215-0.048461i,0.3431-0.15496i,0.22513-0.27976i,0.14429-0.23651i,0.12876-0.14733i,0.14832-0.12442i,0.11943-0.12946i,0.051685-0.090451i,0.01563-0.034701i,0.0043311-0.009812i,-0.010678-0.0024679i,-0.026249-0.0056423i,-0.040444-0.017954i,-0.055582-0.018094i,-0.059888+0.00099819i,-0.046449+0.020735i,-0.026503+0.025954i,-0.014545+0.021139i,-0.011908+0.015849i,-0.010607+0.014272i,-0.008499+0.010373i
0.29794+0.12688i,-0.11564+0.054343i,-0.30205-0.0040301i,-0.20406-0.032721i,-0.10091-0.088841i,-0.076449-0.11571i,-0.050327-0.078971i,-0.031241-0.026983i,-0.011207+0.0016112i,0.0021763-0.0087698i,-0.016448-0.010484i,-0.017429+0.013067i,0.0087614+0.0080923i,0.021258-0.017007i,0.027383-0.031637i,0.029642-0.040507i,0.022981-0.043205i,0.018263-0.043976i,0.010333-0.044372i,-0.00057203-0.039072i,-0.008478-0.036684i,-0.0175-0.040406i,-0.023683-0.035121i
0.33382+0.40596i,0.3889+0.21774i,0.4297+0.071638i,0.44126+0.031967i,0.42364+0.061003i,0.32697+0.08447i,0.19077+0.093125i,0.11376+0.0862i,0.083938+0.066457i,0.079657+0.045496i,0.074618+0.0070453i,0.035521-0.0098706i,0.010999+0.021521i,0.026803+0.04367i,0.043948+0.040187i,0.045587+0.027928i,0.031768+0.012958i,0.014178+0.0064975i,0.0074643+0.0096484i,0.010687+0.011055i,0.02273+0.008698i,0.038311+0.0050073i,0.039185-0.0037249i
-0.68962+0.60538i,-0.56756+0.4659i,-0.359+0.34318i,-0.23107+0.30258i,-0.20161+0.24632i,-0.16535+0.13942i,-0.12368+0.054144i,-0.10703+0.044732i,-0.074043+0.062762i,-0.042215+0.064298i,-0.017187+0.061109i,0.0097185+0.039755i,0.006971+0.010248i,-0.015628+0.015379i,-0.029419+0.040723i,-0.024872+0.051648i,-0.0059656+0.041693i,0.010852+0.023205i,0.013949+0.0082351i,0.0075094+0.0026002i,0.00051147+0.0083603i,-0.0025823+0.014737i,0.0029588+0.016125i
-0.49111-0.60977i,-0.20879-0.37201i,-0.058167-0.16324i,-0.072317-0.09717i,-0.056895-0.074647i,-0.018521-0.065831i,-0.0077575-0.072973i,-0.0096031-0.075642i,-0.02313-0.054548i,-0.030398-0.02267i,-0.037162-0.0048132i,-0.055188+0.0088995i,-0.063733+0.012149i,-0.07001-0.0052638i,-0.073492-0.020628i,-0.058528-0.023287i,-0.041026-0.015599i,-0.029787-0.0028995i,-0.016361+0.0048554i,-0.0021127+0.0069057i,0.0067729+0.011031i,0.0075845+0.015048i,-0.0010554+0.012037i
0.47223-0.72542i,0.086017-0.57421i,-0.18369-0.33304i,-0.2016-0.19217i,-0.17314-0.12005i,-0.11408-0.04801i,-0.040287-0.00099604i,-0.018658+0.012541i,-0.025275+0.012792i,-0.027188+0.0026638i,-0.012574-0.0080783i,0.0094004-0.023629i,0.023269-0.030421i,0.033909-0.031177i,0.031217-0.039928i,0.015982-0.03298i,0.0093583-0.012802i,0.0088886-0.0034703i,0.0028225-0.0034456i,-0.0090563-0.0035823i,-0.022507-0.0034928i,-0.027367-0.0062648i,-0.015343-0.0094527i
0.68141+0.40548i,0.74502+0.17398i,0.62295-0.081906i,0.45717-0.1894i,0.32722-0.20323i,0.20315-0.13799i,0.129-0.059037i,0.097782-0.053776i,0.057566-0.067426i,0.034658-0.049637i,0.025342-0.019892i,0.017069+0.0059414i,0.012111+0.011108i,0.010118+0.0038549i,0.021626-0.00081484i,0.02344-0.012509i,-0.00085213-0.027112i,-0.021236-0.027775i,-0.018264-0.018217i,-0.0051969-0.014032i,0.00031169-0.017114i,-0.00067782-0.01407i,-0.002156-0.0013441i
-0.26787+0.57973i,-0.28349+0.68134i,-0.12109+0.61809i,0.035244+0.44215i,0.077067+0.27208i,0.041089+0.13839i,-0.0098035+0.064655i,-0.010248+0.057952i,0.027542+0.04568i,0.034651+0.019006i,0.014515+0.0024421i,-0.0034917-0.0082732i,-0.0089418-0.0034301i,0.0014823+0.017236i,0.010808+0.038208i,0.021225+0.049207i,0.044217+0.046103i,0.058021+0.032308i,0.0443+0.015042i,0.021369+0.001339i,0.013875-0.0072364i,0.016058-0.014907i,0.013915-0.019984i
-0.38038+0.24733i,-0.33183+0.076465i,-0.28721-0.027789i,-0.17717-0.007611i,-0.027809-0.013522i,0.015153-0.058952i,-0.016041-0.0448i,-0.016903+0.0020965i,-9.7349e-05+0.036808i,0.0043919+0.052116i,-0.0021165+0.052205i,-0.0082815+0.04548i,-0.017762+0.024213i,-0.044206+0.0041853i,-0.066076-0.00028394i,-0.067088-0.0035034i,-0.061528-0.0076251i,-0.052047-0.0065336i,-0.031626+0.00045619i,-0.0058565+0.010485i,0.0088317+0.018666i,0.0070602+0.021416i,-0.002165+0.017838i
-0.55512-0.69583i,-0.43824-0.54288i,-0.22371-0.30803i,-0.16478-0.081408i,-0.16182+0.1253i,-0.079009+0.1806i,-0.029983+0.097265i,-0.050921+0.043546i,-0.060251+0.032489i,-0.04727+0.0063812i,-0.038454-0.029167i,-0.032709-0.041784i,-0.010777-0.027164i,0.014117-0.023446i,0.016936-0.033659i,0.014363-0.027433i,0.017902-0.006708i,0.015347+0.0095482i,0.0068927+0.0097155i,-0.0019406-0.0010429i,-0.0029265-0.0060526i,0.0081609-0.0076907i,0.019386-0.013636i
0.85918-0.41807i,0.73463-0.39173i,0.44897-0.23725i,0.23608-0.20968i,0.078868-0.25699i,-0.0069852-0.19295i,0.011726-0.10291i,0.026727-0.072992i,0.0034767-0.046218i,0.0032983-0.0057035i,0.03164+0.015611i,0.039468+0.0054248i,0.009603-0.0079971i,-0.011696-0.0074529i,-0.0054906-0.0076373i,-0.0057172-0.011903i,-0.016089-0.014705i,-0.017242-0.016706i,-0.0078514-0.010769i,0.0012466+0.00080432i,-0.0039764+0.011566i,-0.014681+0.024443i,-0.012567+0.032377i
-0.025689+0.59535i,-0.042402+0.59249i,-0.045505+0.38322i,-0.021277+0.18228i,-0.0019061+0.066717i,-0.0096852-0.0016446i,-0.02008-0.020547i,-0.019318-0.020746i,-0.019405-0.032808i,-0.03265-0.038732i,-0.049377-0.019531i,-0.040852+0.006238i,-0.016913+0.010857i,-0.0017457+0.0065332i,0.0075777+0.0066214i,0.01424+0.00098945i,0.017427-0.0060829i,0.017554-0.0074681i,0.0091137-0.0063008i,-0.0030003-0.0075628i,-0.0099636-0.017206i,-0.015419-0.02571i,-0.020421-0.021614i
0.17436+0.022753i,0.12952-0.084384i,0.080427-0.12397i,0.14843-0.099815i,0.2417-0.11452i,0.20729-0.11863i,0.11374-0.06152i,0.080485-0.016962i,0.077633-0.010981i,0.058633-0.0056064i,0.033414+0.00017443i,0.019913-0.0046677i,0.018254-0.015502i,0.013303-0.015139i,0.0065326+0.0012875i,0.0074099+0.012569i,0.0057395+0.014696i,-0.0013557+0.019748i,0.0012253+0.020541i,0.010552+0.011178i,0.015772+0.00016578i,0.014602-0.0089179i,0.0079773-0.014345i
-0.47159+0.5264i,-0.30056+0.4902i,-0.095061+0.30445i,-0.078908+0.2592i,-0.12327+0.32713i,-0.10525+0.27853i,-0.095086+0.15459i,-0.091626+0.099004i,-0.0573+0.073257i,-0.03064+0.028172i,-0.025863-0.005901i,-0.025044-0.0017682i,-0.017769+0.019111i,-0.012794+0.021293i,-0.018913+0.011068i,-0.018534+0.0048008i,-0.0085203-0.0010071i,-0.0040553-0.0082011i,-0.0093115-0.0098794i,-0.011754-0.0038389i,-0.0011562+0.0012241i,0.013039+0.00023914i,0.018749-0.0045684i
-0.32595-0.82583i,-0.31502-0.62707i,-0.13543-0.26065i,0.0069242-0.13853i,0.03928-0.16318i,0.059023-0.13643i,0.081915-0.10996i,0.067525-0.090878i,0.047882-0.039614i,0.049563-0.0012625i,0.049249-0.0065484i,0.025425-0.027416i,-0.0018217-0.03218i,-0.0069545-0.024249i,-0.0016187-0.018429i,-0.00073262-0.012013i,-0.0042626-0.0059817i,-0.0059127-0.0032172i,0.0020806-0.0015909i,0.012948-0.00056887i,0.015776+0.0075515i,0.014222+0.02203i,0.017279+0.028487i
0.43319+0.096452i,0.25684+0.079929i,-0.044015+0.086245i,-0.19356+0.10721i,-0.21693+0.094059i,-0.19075+0.066891i,-0.12689+0.047906i,-0.097015+0.043178i,-0.093398+0.055422i,-0.072408+0.058008i,-0.039012+0.050236i,-0.0076074+0.034894i,0.0038288+0.016253i,0.0026244+0.007881i,0.0031647+0.0018413i,0.0010025-0.0022064i,0.0025459+0.00047259i,0.0067858+0.0034035i,0.0018234+0.0081854i,-0.010513+0.013615i,-0.028578+0.012398i,-0.044895+0.0096092i,-0.045588+0.011736i
0.068333-0.20164i,0.10829-0.34953i,0.13414-0.41069i,0.19578-0.39864i,0.25159-0.39087i,0.20802-0.32963i,0.12589-0.20475i,0.081355-0.13814i,0.03345-0.12758i,-0.013463-0.094425i,-0.025817-0.046099i,-0.010227-0.017497i,0.0080504-0.016162i,0.010708-0.020637i,0.0086282-0.014092i,0.0074473-0.0099329i,-0.00031786-0.0085031i,-0.0067705-0.0031923i,-0.006359-0.0041806i,-0.0050782-0.012624i,-0.0022873-0.024916i,0.0019943-0.038079i,0.0003708-0.038313i
0.5296+0.58844i,0.66085+0.61954i,0.5309+0.45212i,0.28005+0.37829i,0.13452+0.41168i,0.076255+0.34313i,0.020463+0.21954i,0.0045278+0.14544i,0.029103+0.083253i,0.039902+0.018202i,0.02533-0.016915i,0.0057447-0.012418i,-0.0010925+0.010506i,0.003025+0.022604i,0.0052024+0.023708i,0.011673+0.022697i,0.018369+0.012589i,0.0104-0.00069788i,-0.0010719-0.00084565i,0.0015746+0.0061924i,0.014497+0.0081579i,0.023112+0.0077094i,0.022842+0.0021055i
-0.92367+0.27214i,-0.90638+0.39973i,-0.53081+0.32926i,-0.21405+0.090272i,-0.10161-0.089549i,-0.048389-0.12651i,-0.0087768-0.11761i,0.0039016-0.093892i,0.015515-0.052214i,0.028953-0.017138i,0.02788-0.0029121i,0.014657-0.0051644i,-0.00061913-0.013304i,-0.012725-0.013889i,-0.020819-0.0074387i,-0.026915-0.00098669i,-0.028652+0.0052329i,-0.019799+0.0064037i,-0.0067528-0.00084158i,0.00046714-0.007652i,0.0030709-0.0029902i,0.0061719+0.0076698i,0.010221+0.014447i
-0.051136-0.64235i,-0.20802-0.60088i,-0.26287-0.2828i,-0.18319+0.022803i,-0.097033+0.16677i,-0.035262+0.17109i,-0.0011244+0.12288i,0.00083321+0.11448i,0.013562+0.12405i,0.02543+0.093323i,0.011901+0.047716i,-0.0048701+0.020742i,-0.0073134+0.0071625i,-0.0011876-0.0050728i,0.0037515-0.01735i,0.0079524-0.019151i,0.0143-0.015734i,0.017044-0.011802i,0.011441-0.0033921i,0.0028845+0.0062947i,-0.0079108+0.014925i,-0.018398+0.01922i,-0.022375+0.015823i
0.18388-0.17818i,0.17536-0.32788i,0.095461-0.368i,0.018433-0.36768i,-0.051642-0.37425i,-0.097777-0.29389i,-0.082461-0.17775i,-0.075144-0.12794i,-0.10643-0.08582i,-0.09902-0.027455i,-0.044104-0.0033149i,0.0056822-0.01013i,0.025348-0.016163i,0.024816-0.0079859i,0.019116+0.0045432i,0.0059686+0.011632i,-0.0096097+0.016432i,-0.014692+0.015859i,-0.013117+0.0068713i,-0.013099-0.004439i,-0.013921-0.018595i,-0.012555-0.030816i,-0.0070597-0.027921i
0.61989-0.021318i,0.74683-0.017646i,0.56729+0.025479i,0.36714+0.13652i,0.31654+0.19711i,0.26228+0.13445i,0.15471+0.072493i,0.091832+0.050153i,0.070098+0.0038613i,0.041339-0.034595i,0.014237-0.027291i,-0.0013126+0.0015971i,-0.0056201+0.018745i,-0.0047739+0.015747i,-0.001124+0.0080024i,0.0061085-0.0013182i,0.011091-0.010879i,0.0082416-0.0096998i,0.0046293-8.448e-05i,0.0076718+0.0031015i,0.013887-0.001556i,0.019487-0.0036518i,0.017002-0.0037892i
