0.00087126-0.00033647i,0.0020192-0.00069959i,0.0019804+1.699e-05i,0.00072942+0.0001078i,-0.00031884-9.6244e-05i,-0.0003401+0.00070172i,-0.00039551+0.001361i,0.00071993+0.0012577i,0.0015487+0.00099825i,0.00078884+0.00062136i,0.00053402-0.00037004i,-0.00011119-0.000415i,-0.00058067+0.0002553i,0.0001315-7.0277e-05i,0.00038181-0.00080892i,9.1805e-05-0.00048772i,0.00045453+0.00010016i,0.00033523-0.00049159i,-0.00026737-0.0010758i,-0.00052759-0.0011349i,-0.00038834-0.00083272i,-0.00018142-0.00050646i,-7.388e-05-0.00063554i
-0.30642-0.31615i,-0.83617-0.5127i,-1.2573-0.53411i,-1.1803-0.37313i,-0.80368-0.32517i,-0.55672-0.34528i,-0.40662-0.17891i,-0.21288+0.065775i,-0.044913+0.16354i,0.010986+0.10254i,-0.024189+0.039375i,-0.049332+0.041642i,-0.033913+0.037317i,-0.045804+0.0080372i,-0.087762-0.013073i,-0.1006-0.010159i,-0.060265+0.00094418i,0.0023174+0.0021321i,0.034517-0.0022901i,0.02326-0.0042482i,-0.0035609+0.00039221i,-0.021112+0.017788i,-0.015248+0.043193i
0.3362+0.085811i,0.67996+0.01934i,0.93563-0.15301i,0.85685-0.30921i,0.65357-0.26445i,0.47084-0.14552i,0.26339-0.12501i,0.12413-0.16343i,0.050056-0.19463i,-0.016071-0.14501i,0.0039271-0.055259i,0.060432-0.041264i,0.059165-0.050154i,0.066471-0.015877i,0.10753+0.0047135i,0.12249-0.014675i,0.10725-0.039304i,0.072956-0.042932i,0.025069-0.020956i,-0.015113+0.011355i,-0.037587+0.041788i,-0.029497+0.057506i,-0.0036597+0.041245i
-0.23217+0.11945i,-0.42594+0.19988i,-0.54216+0.22295i,-0.50893+0.15399i,-0.4393+0.0098913i,-0.38367-0.13696i,-0.32736-0.14624i,-0.28499-0.066544i,-0.26412-0.0077836i,-0.24284+0.063471i,-0.15182+0.12983i,-0.042331+0.11176i,-0.015754+0.059474i,-0.019808+0.041731i,-0.014233+0.037938i,-0.017826+0.028013i,-0.022367+0.0088258i,-0.020656-0.0020299i,-0.0096201+0.019257i,-0.0045621+0.042851i,-0.01648+0.041401i,-0.01944+0.025403i,-0.0052321+0.00042662i
0.13196-0.10694i,0.32949-0.15629i,0.4136-0.12257i,0.26424+0.035167i,0.082214+0.22184i,0.038629+0.29736i,-0.0015586+0.26161i,-0.10027+0.27629i,-0.13686+0.32622i,-0.075488+0.28815i,-0.017507+0.17902i,-0.023738+0.08556i,-0.051598+0.052844i,-0.049092+0.050478i,-0.029652+0.046941i,-0.018565+0.045365i,0.0041648+0.039686i,0.059294+0.012843i,0.10562-0.037871i,0.095828-0.070658i,0.064975-0.058347i,0.042799-0.035051i,0.010084-0.021254i
0.027715+0.045113i,0.020729+0.16828i,0.064974+0.34866i,0.25167+0.35252i,0.32897+0.074204i,0.14908-0.19929i,-0.0023831-0.26117i,-0.0052961-0.21356i,-0.024619-0.1519i,-0.075767-0.08004i,-0.067592-0.023855i,-0.011728+0.0016471i,0.032512+0.00077094i,0.047302-0.018288i,0.055296-0.031697i,0.059551-0.035949i,0.032226-0.043278i,-0.015821-0.046222i,-0.043261-0.025516i,-0.039911+0.014029i,-0.025869+0.038133i,-0.017579+0.034805i,-0.0052176+0.025591i
0.065599+0.08565i,0.09701-0.0016368i,0.025142-0.31389i,-0.12447-0.60317i,-0.19711-0.61932i,-0.182-0.45856i,-0.16175-0.30683i,-0.1456-0.1953i,-0.12009-0.085509i,-0.093538+0.025506i,-0.058846+0.083203i,-0.019413+0.085445i,0.011643+0.066856i,0.011214+0.05027i,-0.013464+0.04956i,-0.025848+0.049849i,-0.025704+0.035296i,-0.037665+0.0078238i,-0.052643-0.023044i,-0.043655-0.047429i,-0.023793-0.063995i,-0.011012-0.060778i,-0.0016549-0.040283i
-0.26531-0.049532i,-0.41424-0.036643i,-0.40524+0.095986i,-0.28943+0.35573i,-0.21558+0.54646i,-0.20987+0.51032i,-0.17298+0.41056i,-0.076606+0.34855i,0.028605+0.24879i,0.086008+0.10148i,0.064662-0.0090763i,0.022181-0.033306i,0.026823-0.019769i,0.060302-0.033253i,0.081975-0.067837i,0.076889-0.083123i,0.050647-0.062548i,0.010956-0.023254i,-0.016921+0.020865i,-0.0059609+0.053403i,0.020536+0.055004i,0.024995+0.039229i,0.0090363+0.021446i
0.059909-0.066257i,0.077995+0.0052079i,0.072871+0.13785i,0.0031975+0.15457i,-0.064638+0.10541i,0.041063+0.12039i,0.23711+0.08525i,0.29655-0.016233i,0.21408-0.054172i,0.13056-0.033664i,0.088096+0.0016227i,0.072272+0.029962i,0.046978+0.026005i,-0.0075123+0.023209i,-0.040007+0.041066i,-0.031912+0.037567i,-0.021153+0.014077i,-0.0021782+0.012681i,0.022286+0.019632i,0.012468+0.014846i,-0.01296+0.015623i,-0.015173+0.013127i,-0.009193-0.0015688i
0.22758-0.13271i,0.3905-0.33865i,0.50897-0.44322i,0.68527-0.35059i,0.8643-0.3304i,0.75168-0.45346i,0.391-0.48554i,0.1188-0.3988i,-0.0027173-0.27786i,-0.047129-0.13998i,-0.040421-0.078711i,-0.051769-0.091031i,-0.062688-0.081041i,-0.038271-0.078183i,-0.028933-0.097622i,-0.042382-0.088345i,-0.043888-0.048061i,-0.032142-0.013022i,-0.022739-0.007184i,-0.018318-0.016978i,-0.0064183-0.025484i,-0.0001474-0.026375i,-0.0075185-0.0092988i
-0.10993+0.45802i,-0.15061+0.95837i,-0.11032+1.2367i,-0.077943+0.96213i,-0.21478+0.45148i,-0.39987+0.18764i,-0.39001+0.16732i,-0.26254+0.18893i,-0.13322+0.16532i,-0.026887+0.094945i,0.010813+0.037014i,0.004318+0.03689i,0.0031635+0.067026i,0.011199+0.10459i,0.026862+0.12509i,0.033387+0.1118i,0.017+0.080842i,-0.0098815+0.044808i,-0.026158+0.027377i,-0.014242+0.033033i,0.0027666+0.035384i,0.007785+0.032754i,0.018465+0.024146i
-0.11626-0.30202i,-0.10668-0.67395i,0.024919-1.0125i,0.076945-1.009i,-0.063393-0.62271i,-0.16409-0.1326i,-0.067603+0.14126i,0.0056646+0.14907i,-0.049724+0.11058i,-0.075899+0.10885i,-0.03451+0.10055i,0.010791+0.090735i,0.042162+0.060143i,0.046376+0.0029216i,0.020577-0.029636i,0.00026801-0.019101i,0.016874+0.00016769i,0.05783+0.0070312i,0.082853+0.0041382i,0.068408-0.0074128i,0.031995-0.019786i,0.0082327-0.026842i,-0.0019181-0.031211i
0.17022-0.016117i,0.21156-0.015361i,0.0049685-0.032196i,-0.39806+0.039448i,-0.51742+0.2499i,-0.20316+0.2892i,0.043862+0.061316i,0.051392-0.093619i,0.043946-0.059085i,0.060811-0.0046206i,0.055928-0.019468i,0.028962-0.075634i,-0.0099123-0.099185i,-0.019908-0.085679i,-0.0025601-0.086151i,0.01172-0.095048i,0.014769-0.088122i,0.0055424-0.073154i,0.0018176-0.062803i,0.012879-0.057233i,0.02235-0.044631i,0.021689-0.025355i,0.016928-0.0088453i
0.018434+0.067105i,0.018187+0.18366i,0.1597+0.41912i,0.56117+0.51227i,0.83598+0.20847i,0.62436-0.13825i,0.26175-0.17595i,0.10108-0.088433i,0.079515-0.061018i,0.081478-0.05982i,0.054911-0.046091i,0.025755-0.0081277i,0.026661+0.017418i,0.01755+0.020475i,-0.0044382+0.034272i,-0.020731+0.045856i,-0.039457+0.038758i,-0.062269+0.028942i,-0.084034+0.028531i,-0.092392+0.034797i,-0.081721+0.034711i,-0.059319+0.024811i,-0.034425+0.012098i
-0.074809+0.0027205i,0.031609-0.12091i,0.23629-0.44943i,0.21422-0.70394i,-0.07278-0.51009i,-0.19108-0.13973i,-0.085255-0.045095i,-0.051456-0.093747i,-0.088384-0.080562i,-0.11168-0.053431i,-0.11507-0.011583i,-0.075653+0.022341i,-0.048541+0.0049663i,-0.062282-0.0042872i,-0.063436+0.017161i,-0.030284+0.035703i,0.015683+0.041805i,0.055733+0.041307i,0.083211+0.03342i,0.09014+0.019979i,0.075874+0.0087778i,0.050467+0.0026705i,0.024102+0.002064i
0.017788-0.17921i,-0.19621-0.37206i,-0.7742-0.5107i,-1.3141-0.4194i,-1.1724-0.1915i,-0.60627-0.083469i,-0.26972-0.078261i,-0.19567-0.044138i,-0.16909+0.0047431i,-0.13083+0.035625i,-0.068535+0.032978i,-0.028467+0.015089i,-0.015682+0.038107i,0.028129+0.068255i,0.084024+0.043173i,0.093112-0.015349i,0.057281-0.050134i,0.013747-0.043951i,-0.013086-0.014059i,-0.013537+0.010598i,-0.0028974+0.018736i,0.0040156+0.0169i,0.006519+0.0097294i
-0.074721+0.19685i,-0.19277+0.59094i,-0.087373+1.1561i,0.39467+1.4269i,0.75942+1.0428i,0.61288+0.41555i,0.30318+0.14477i,0.17954+0.11944i,0.13967+0.059977i,0.076776+0.014409i,0.026048+0.024481i,0.013168+0.045231i,0.026795+0.037129i,0.012007+0.00027204i,-0.045022-0.011112i,-0.087159+0.020434i,-0.080558+0.053804i,-0.044155+0.059777i,-0.013292+0.042637i,-0.0059722+0.016973i,-0.0085518-0.0085525i,-0.0083344-0.025471i,-0.0077715-0.030483i
0.14955-0.024645i,0.52575-0.23281i,0.90771-0.60312i,0.80863-0.81237i,0.30674-0.60692i,-0.018298-0.26395i,-0.067729-0.15345i,-0.062241-0.12492i,-0.0061511-0.043947i,0.068237-0.02956i,0.075117-0.06472i,0.054976-0.080952i,0.044606-0.074393i,0.055789-0.046786i,0.087555-0.027592i,0.098401-0.024375i,0.083687-0.01893i,0.060395-0.026903i,0.031584-0.054153i,0.0065105-0.06211i,-0.0037135-0.036626i,0.0018535-0.0095792i,0.0067045+0.0043851i
-0.30642-0.099594i,-0.77403-0.1167i,-1.2158-0.084396i,-1.2018-0.12203i,-0.8286-0.20489i,-0.5463-0.11389i,-0.36465+0.10957i,-0.18531+0.17566i,-0.11691+0.10799i,-0.11804+0.085034i,-0.093408+0.084619i,-0.07235+0.061372i,-0.072992+0.025105i,-0.086298-0.0090944i,-0.095847-0.013357i,-0.069568-0.0031656i,-0.029535-0.016512i,-0.01683-0.024488i,-0.027282+0.008951i,-0.031696+0.050668i,-0.023029+0.060292i,-0.019336+0.04681i,-0.013266+0.036949i
0.34643+0.11003i,0.72586+0.32678i,0.96056+0.63246i,0.84605+0.80584i,0.63394+0.66341i,0.5263+0.3549i,0.40474+0.15267i,0.27437+0.09351i,0.19216+0.048667i,0.11951+0.019471i,0.078472+0.037305i,0.06504+0.050023i,0.044737+0.062984i,0.030982+0.085547i,0.032984+0.082279i,0.035036+0.046965i,0.02084+0.011687i,0.00073462+0.003147i,-0.00248+0.0091531i,0.0076031+0.005841i,0.019683-0.0037628i,0.03-0.010961i,0.034233-0.025506i
-0.12953+0.024492i,-0.19853-0.085502i,-0.065908-0.32942i,0.20476-0.49622i,0.2473-0.4218i,0.077925-0.27148i,-0.015433-0.19955i,-0.02513-0.16488i,-0.026563-0.104i,0.001958-0.059469i,0.018524-0.068659i,0.0074682-0.067797i,0.017089-0.04775i,0.040572-0.057759i,0.040488-0.092263i,0.0035925-0.10676i,-0.036773-0.075834i,-0.028873-0.037555i,0.010544-0.036939i,0.02318-0.052541i,0.0033608-0.045776i,-0.015482-0.020101i,-0.024772-0.0012571i
-0.11629-0.037397i,-0.24937-0.0013453i,-0.41795+0.10625i,-0.54867+0.19426i,-0.5607+0.22302i,-0.44272+0.26045i,-0.23657+0.25075i,-0.086989+0.14137i,-0.067059+0.038449i,-0.08246+0.018836i,-0.064811+0.050389i,-0.027233+0.070445i,-0.010956+0.0499i,-0.040062+0.045772i,-0.075661+0.092964i,-0.071126+0.1335i,-0.041837+0.11951i,-0.038043+0.072689i,-0.057703+0.037466i,-0.059955+0.025722i,-0.038892+0.015331i,-0.022336+0.0026093i,-0.023634+0.0080146i
0.23637-0.16092i,0.49393-0.40664i,0.63824-0.67608i,0.5317-0.77488i,0.39459-0.64639i,0.36996-0.42137i,0.28518-0.24012i,0.1431-0.10881i,0.072851-0.020404i,0.055938+0.001946i,0.047128-0.02742i,0.034952-0.065532i,0.02364-0.069511i,0.041939-0.061167i,0.08148-0.071917i,0.10246-0.079058i,0.099526-0.058311i,0.083373-0.018392i,0.055753+0.018067i,0.032479+0.037843i,0.028044+0.038111i,0.038857+0.022788i,0.053259+0.0033152i
-0.14893+0.30156i,-0.33955+0.67365i,-0.45422+1.0193i,-0.33609+1.1226i,-0.15888+0.95172i,-0.09116+0.58735i,-0.054672+0.19703i,-0.03776-0.022696i,-0.024847-0.030264i,0.021671+0.018856i,0.033659+0.016048i,-0.0064467+0.0024884i,-0.039802+0.0066485i,-0.055582+0.0086449i,-0.063519+0.00021243i,-0.06113-0.019017i,-0.049198-0.042001i,-0.018528-0.057362i,0.023392-0.064332i,0.036056-0.064449i,0.010321-0.052731i,-0.024414-0.030733i,-0.034003-0.01406i
-0.03089-0.22809i,-0.0032499-0.50469i,0.059663-0.74432i,0.027779-0.80284i,-0.097735-0.70674i,-0.15283-0.5212i,-0.13307-0.28808i,-0.10535-0.086306i,-0.073572+0.0029093i,-0.047261-0.003586i,-0.03487-0.0020638i,-0.012201+0.033254i,0.021733+0.042986i,0.035497+0.028042i,0.020009+0.025848i,-0.013578+0.035126i,-0.053256+0.039379i,-0.087142+0.040859i,-0.093627+0.050997i,-0.055734+0.051831i,-0.0044283+0.029636i,0.021741+0.0075634i,0.018479-0.00312i
0.10752+0.019648i,0.16419+0.039183i,0.14292+0.034027i,0.13606-0.008563i,0.20021-0.050423i,0.14652-0.06131i,-0.0023164-0.02632i,-0.032019+0.0038952i,-0.01176-0.031099i,-0.061459-0.056407i,-0.085758-0.035371i,-0.05082-0.030818i,-0.019114-0.037506i,-0.0036419-0.044951i,-0.0023634-0.061864i,-0.00026298-0.04643i,0.029307+0.0038611i,0.062243+0.038006i,0.067149+0.033572i,0.044042+0.019901i,0.01453+0.02301i,0.0073865+0.028089i,0.014072+0.02461i
-0.057138+0.16318i,-0.14328+0.34934i,-0.24089+0.51528i,-0.31072+0.59712i,-0.3024+0.59989i,-0.17582+0.48366i,-0.058336+0.26099i,-0.052247+0.089324i,-0.037698+0.048256i,0.02297+0.052227i,0.046142+0.049553i,0.032217+0.050773i,0.017752+0.055486i,0.0151+0.07266i,0.027721+0.091318i,0.048718+0.077949i,0.06169+0.034037i,0.066576-0.0049866i,0.061148-0.021992i,0.037726-0.026546i,0.010431-0.023661i,-0.0092684-0.020613i,-0.020578-0.020204i
-0.073728-0.19092i,-0.10182-0.43369i,-0.034156-0.62495i,0.090432-0.67343i,0.12587-0.66421i,0.046736-0.54619i,-0.00016943-0.26479i,0.026762-0.018416i,0.032718+0.059974i,0.01021+0.053725i,-3.3384e-05+0.033559i,-0.0069676+0.0084777i,-0.019618-0.018162i,-0.032885-0.043461i,-0.030258-0.052171i,-0.012593-0.054332i,-0.011405-0.069651i,-0.033848-0.07935i,-0.04873-0.066328i,-0.032355-0.045282i,-0.00217-0.034299i,0.017413-0.02867i,0.024097-0.022119i
0.18533+0.071747i,0.35529+0.21439i,0.40086+0.38551i,0.2839+0.50333i,0.18321+0.55449i,0.15362+0.48301i,0.11155+0.28901i,0.065667+0.09899i,0.036474-0.011684i,0.016577-0.048914i,0.019787-0.054766i,0.028346-0.052555i,0.027804-0.025709i,0.038501+0.010186i,0.053735+0.0093171i,0.035765-0.0183i,-0.012723-0.019136i,-0.053286+0.00094369i,-0.073485+0.014566i,-0.080738+0.031681i,-0.073431+0.052461i,-0.05716+0.059735i,-0.043384+0.053367i
-0.12519+0.090321i,-0.26573+0.14656i,-0.33765+0.068204i,-0.28652-0.15971i,-0.19612-0.31959i,-0.08982-0.27537i,0.015184-0.17937i,0.021331-0.11168i,-0.010015-0.023308i,0.0050185+0.034027i,0.0063865+0.046716i,-0.0021551+0.06186i,0.0086009+0.058157i,0.0012202+0.031498i,-0.038859+0.024159i,-0.06832+0.04969i,-0.04299+0.081379i,0.017302+0.092936i,0.058658+0.076517i,0.065658+0.039642i,0.051163-0.00067594i,0.026751-0.023974i,0.0099408-0.020854i
-0.033924-0.12233i,-0.045751-0.21785i,0.0043317-0.14861i,0.11261+0.094958i,0.14912+0.21814i,0.070089+0.12568i,0.020223+0.040881i,0.045616+0.0052768i,0.019303-0.023194i,-0.034913-0.0013983i,-0.024878+0.015628i,0.0032571-0.013693i,0.0036297-0.040704i,-0.01151-0.040198i,-0.0094921-0.017703i,0.027032-0.0010998i,0.057155-0.015614i,0.044616-0.036044i,0.015405-0.032198i,0.0053288-0.019023i,0.0078211-0.012544i,0.010195-0.0042989i,0.020544-4.3709e-05i
0.12183+0.0098374i,0.21515-0.01056i,0.16261-0.10831i,-0.053879-0.2232i,-0.16081-0.19468i,-0.069362-0.067592i,-0.021831-0.028131i,-0.063417-0.030745i,-0.042647-0.021562i,0.005876-0.046498i,0.006916-0.065812i,-0.0069611-0.059146i,-0.0082983-0.045114i,0.020679-0.026202i,0.063446-0.023943i,0.063485-0.048007i,0.013133-0.061252i,-0.028918-0.04521i,-0.030952-0.025162i,-0.023248-0.010214i,-0.017+0.0073312i,-0.0023285+0.012657i,-0.0012493+0.00029068i
-0.061151+0.1056i,-0.07573+0.23634i,0.05312+0.31671i,0.2579+0.24669i,0.24855+0.085078i,0.044459-0.033185i,-0.063083-0.038556i,-0.035254+0.0012621i,-0.0014219+0.024064i,0.0015279+0.044204i,-0.01523+0.072038i,-0.03716+0.1039i,-0.048619+0.11516i,-0.062227+0.088191i,-0.089569+0.049686i,-0.10564+0.038708i,-0.075044+0.047256i,-0.017893+0.036459i,0.010271+0.0089341i,0.0072911-0.010404i,0.0022294-0.02366i,-0.0047157-0.032015i,-0.014239-0.024767i
-0.042731-0.12773i,-0.12407-0.27316i,-0.27293-0.33627i,-0.40547-0.19457i,-0.36634+0.020566i,-0.19151+0.13738i,-0.051946+0.14109i,0.0068525+0.087564i,0.015481+0.033346i,0.0084593+0.0014601i,0.021373-0.023223i,0.046782-0.040857i,0.063715-0.037507i,0.065448-0.031563i,0.058856-0.031498i,0.055466-0.027941i,0.041838-0.025257i,0.010141-0.0117i,-0.00095321+0.018329i,0.020796+0.038002i,0.032286+0.037547i,0.026205+0.03328i,0.025061+0.026194i
0.10566+0.046129i,0.23418+0.099904i,0.32386+0.093477i,0.31311-0.039942i,0.24919-0.19132i,0.15842-0.23695i,0.04697-0.18315i,-0.035078-0.095746i,-0.047285-0.039936i,-0.023351-0.028814i,-0.0073841-0.035846i,0.0014773-0.051695i,0.00062233-0.069714i,-0.012236-0.057252i,-0.022012-0.014869i,-0.024947+0.01715i,-0.024441+0.027233i,-0.016214+0.017557i,-0.0085535-0.015556i,-0.014626-0.04068i,-0.018798-0.031142i,-0.0097207-0.014656i,-0.005547-0.0086983i
-0.065945+0.06893i,-0.13569+0.15565i,-0.12919+0.26555i,-0.021037+0.36053i,0.035449+0.3809i,0.011445+0.31079i,0.019435+0.18784i,0.035621+0.074671i,0.012122+0.025081i,-0.011751+0.023198i,-0.023891+0.027218i,-0.04336+0.033705i,-0.050087+0.046002i,-0.023672+0.051737i,0.015154+0.040101i,0.04238+0.016957i,0.059013-0.0030295i,0.062382-0.010483i,0.039569+0.00032633i,0.0087536+0.014907i,-0.0053306+0.014734i,-0.009759+0.0089453i,-0.0090524+0.010523i
-0.057028-0.099893i,-0.14477-0.23772i,-0.26569-0.37277i,-0.34486-0.41725i,-0.27635-0.37186i,-0.10265-0.27679i,0.012099-0.1743i,0.04282-0.10094i,0.039314-0.052119i,0.02056-0.013476i,0.0072631+0.013279i,0.013405+0.03304i,0.024885+0.0388i,0.020763+0.0096753i,0.0063304-0.038327i,-0.010553-0.070631i,-0.031078-0.074284i,-0.040834-0.053143i,-0.024676-0.025686i,-0.0012034-0.012493i,0.0062274-0.012415i,0.004352-0.013026i,0.0059414-0.011518i
0.11963+0.003036i,0.30936+0.029382i,0.52092+0.072666i,0.60975+0.10486i,0.50152+0.10751i,0.27592+0.066207i,0.08003+0.015661i,-0.020313+0.010791i,-0.036399+0.02921i,-0.009977+0.031203i,0.020178+0.013034i,0.04119-0.016448i,0.043326-0.037985i,0.019596-0.021765i,-0.011355+0.031386i,-0.024472+0.086712i,-0.027645+0.10837i,-0.038729+0.089797i,-0.049206+0.057238i,-0.043222+0.037395i,-0.026588+0.029221i,-0.015635+0.022246i,-0.016441+0.01328i
-0.081124+0.081527i,-0.22929+0.17327i,-0.4427+0.21769i,-0.5962+0.19367i,-0.55212+0.16679i,-0.3348+0.14679i,-0.12249+0.10105i,-0.017032+0.0486i,0.011135+0.011165i,0.0060688-0.012076i,-0.014567-0.010443i,-0.040346-0.00043222i,-0.050624+0.00071265i,-0.02588-0.005111i,0.015803-0.020594i,0.050954-0.039973i,0.082591-0.043122i,0.10161-0.025314i,0.092899-0.010198i,0.063685-0.012253i,0.035306-0.01986i,0.021797-0.019418i,0.018271-0.010077i
-0.01254-0.066761i,0.032342-0.15882i,0.19157-0.23549i,0.39595-0.29034i,0.41907-0.3402i,0.22052-0.30977i,0.04151-0.19355i,-0.012698-0.1001i,-0.019844-0.048408i,-0.012507-0.0055138i,0.00032583+0.016026i,0.0017449+0.028759i,-0.0060735+0.042105i,-0.021446+0.037475i,-0.039996+0.014658i,-0.060692-0.0158i,-0.074551-0.049387i,-0.063339-0.070044i,-0.042711-0.062761i,-0.031499-0.038093i,-0.024865-0.015862i,-0.016596-0.0059213i,-0.0034272-0.0052715i
0.057978+0.0018071i,0.071129+0.031236i,-0.035688+0.11298i,-0.21511+0.26478i,-0.25209+0.38502i,-0.13404+0.34729i,-0.05397+0.22411i,-0.035237+0.14834i,-0.013924+0.091537i,-0.0055182+0.025051i,-0.0010548-0.012966i,0.017703-0.027674i,0.034372-0.027554i,0.041958-0.018534i,0.042606-0.010108i,0.030565+0.01236i,-0.0018617+0.043198i,-0.042169+0.051333i,-0.049219+0.044846i,-0.015935+0.043888i,0.018261+0.041553i,0.029116+0.030445i,0.019207+0.0087712i
-0.032947+0.060186i,-0.059356+0.10681i,-0.041832+0.059099i,0.00053113-0.1226i,-0.020646-0.26202i,-0.062332-0.21281i,-0.020612-0.10374i,0.03466-0.078771i,0.024517-0.077087i,0.0020764-0.042123i,-0.00026655-0.0097283i,0.0026221+7.1495e-06i,0.0048295-0.010747i,-0.0040895-0.019585i,-0.017099-0.015539i,-0.0084258-0.014246i,0.025197-0.0064232i,0.054011+0.012315i,0.044108+0.0092135i,0.0072915-0.013701i,-0.016022-0.027279i,-0.01598-0.025336i,-0.013067-0.010637i
-0.014253-0.078441i,-0.012008-0.14814i,0.047821-0.13386i,0.15816+0.0053117i,0.23708+0.11073i,0.21953+0.078449i,0.12751+0.028368i,0.050737+0.037534i,0.029854+0.056851i,0.024409+0.047984i,0.001206+0.022633i,-0.025427+0.0090556i,-0.031537+0.013474i,-0.01357+0.027676i,0.007706+0.043899i,0.013391+0.043161i,0.012229+0.016024i,0.016623-0.0046222i,0.021996+0.0057681i,0.020467+0.021296i,0.0072197+0.019073i,-0.012315+0.014541i,-0.018401+0.02087i
0.064358+0.020098i,0.10786+0.049209i,0.040065+0.073372i,-0.15369+0.082167i,-0.27516+0.098505i,-0.2107+0.10557i,-0.087791+0.067981i,-0.025721+0.031191i,-0.019009+0.017144i,-0.022004+0.011011i,-0.0067358+0.01272i,0.010326+0.013999i,0.01004+0.0094406i,0.00077051-0.0082803i,-0.0010373-0.029787i,0.0029587-0.0316i,-0.0051582-0.021779i,-0.019372-0.022901i,-0.018238-0.028542i,-0.0023584-0.021411i,0.012109-0.0065217i,0.016388+0.00049311i,0.015564-0.0024991i
-0.021871+0.044106i,-0.017361+0.057489i,0.086093-0.02891i,0.25183-0.22228i,0.29107-0.34854i,0.17697-0.30576i,0.062131-0.20973i,-0.0091301-0.15084i,-0.036175-0.093787i,-0.013709-0.043404i,0.0069304-0.028465i,0.010831-0.026204i,0.015753-0.02127i,0.014652-0.011392i,0.0027079-0.0020242i,-0.010076+0.0026183i,-0.014347+0.012418i,-0.014788+0.020544i,-0.018398+0.011211i,-0.022689-0.0065714i,-0.023326-0.014753i,-0.015867-0.010685i,-0.0058135-0.0060136i
-0.045957-0.041552i,-0.12637-0.047713i,-0.23403+0.08871i,-0.26842+0.35266i,-0.1743+0.46016i,-0.060454+0.31786i,-0.03259+0.16273i,-0.024682+0.10174i,-0.0001158+0.057718i,-0.0021867+0.020826i,-0.018967+0.013828i,-0.025516+0.016258i,-0.018375+0.019784i,-0.0013606+0.020488i,0.011366+0.011392i,0.016255-0.0025213i,0.019417-0.011961i,0.019781-0.0044042i,0.016009+0.010702i,0.013263+0.011161i,0.011446+0.0026505i,0.0068613-0.0050856i,-0.0024683-0.011702i
0.056174-0.012227i,0.13699-0.077089i,0.17991-0.24966i,0.097635-0.45825i,-0.04277-0.46835i,-0.09894-0.27168i,-0.052622-0.1201i,-0.011286-0.07874i,-0.011929-0.047022i,-0.0032592-0.012129i,0.01898-0.0001065i,0.027959-0.00038837i,0.010592-0.0036528i,-0.018733-0.0053872i,-0.033925-0.0037397i,-0.032044-0.0039705i,-0.024454-0.013166i,-0.014941-0.025457i,-0.0051122-0.023594i,0.0013188-0.0069574i,0.007147+0.0048611i,0.014202+0.0043606i,0.01754+0.0031387i
-0.028821+0.048972i,-0.067531+0.14255i,-0.053719+0.28366i,0.059361+0.3798i,0.16989+0.31253i,0.16822+0.14039i,0.089867+0.045138i,0.037587+0.03414i,0.033522+0.019582i,0.02299-0.0020375i,-0.0016175-0.0049691i,-0.0087474+0.0055013i,0.0098437+0.0090456i,0.034381-0.0033131i,0.043844-0.013869i,0.034184-0.0067681i,0.016427+0.009119i,0.0057128+0.014273i,0.0027589+0.0046392i,-0.0049269-0.003791i,-0.016071-0.00091924i,-0.018322+0.0063231i,-0.0078881+0.0066331i
-0.014635-0.03823i,-0.034853-0.10018i,-0.089349-0.15645i,-0.17288-0.13801i,-0.20948-0.031641i,-0.16381+0.079474i,-0.078721+0.11455i,-0.014184+0.092572i,-0.0031411+0.062149i,-0.007184+0.042658i,0.0034034+0.026478i,0.0082822+0.0093606i,-0.001567+0.0015624i,-0.017414+0.0078028i,-0.029893+0.016944i,-0.024943+0.015683i,-0.0085148+0.010775i,-0.0020072+0.0148i,-0.0046699+0.02691i,0.00087523+0.0359i,0.01441+0.030774i,0.017198+0.015367i,0.0082866+0.0016602i
0.040982+0.0050036i,0.10231+0.022448i,0.15928+0.011838i,0.15821-0.058741i,0.10104-0.13876i,0.04487-0.16207i,0.00991-0.13686i,-0.018036-0.094929i,-0.027789-0.054093i,-0.021375-0.031208i,-0.019284-0.026033i,-0.022162-0.023999i,-0.023444-0.019412i,-0.023173-0.012687i,-0.018733-0.0021054i,-0.012788+0.0089469i,-0.0067368+0.010561i,0.0039148+0.0017254i,0.013359-0.011875i,0.015716-0.025004i,0.013172-0.028786i,0.010267-0.020234i,0.0060143-0.0090579i
-0.032377+0.033795i,-0.071153+0.091505i,-0.072835+0.17668i,0.011412+0.24389i,0.093163+0.23029i,0.082055+0.15606i,0.029913+0.098215i,0.00096437+0.059332i,-0.010624+0.028957i,-0.014232+0.025126i,-0.0059206+0.032668i,0.0088466+0.03026i,0.023547+0.018188i,0.037371+0.0012812i,0.043923-0.016944i,0.03586-0.029573i,0.01709-0.031382i,-0.0015803-0.0256i,-0.018131-0.015585i,-0.030445-0.0036364i,-0.031973+0.0053678i,-0.030426+0.0085665i,-0.030805+0.01133i
