0.0034124+0.00019672i,0.0034184-0.0016915i,0.0020708-0.0034664i,-0.0003831-0.0028278i,-0.0021195-0.0017477i,-0.0026011+0.00033666i,-0.0013658+0.001366i,-9.9588e-06+0.0011664i,0.0013713+0.00091867i,0.0012763-4.5357e-05i,0.00077408-0.00055797i,0.00046029-0.00094656i,-0.00039019-0.000574i,-0.00099804-0.00017097i,-0.00085169-0.00065132i,-0.00017422-0.00056245i,2.1037e-05-0.00033048i,-0.00034795+0.00013627i,-0.00078133-0.00036241i,-0.0011778-0.00094027i,-0.00075489+3.6462e-05i,-0.00058029+0.00095067i,-0.0013703+0.00039378i
0.003016-0.0017229i,0.0033717-0.0019515i,0.00172-0.0027269i,-0.00032439-0.0033959i,-0.0011385-0.002741i,-0.0014303-0.0015487i,-0.0015132-0.00093817i,-0.0011047-0.00055337i,-0.00013735-0.00043917i,0.00021475-0.00085932i,-0.00049715-0.0014187i,-0.00058337-0.00094861i,-0.0003373-0.00023391i,-0.00040393-7.7174e-05i,7.6695e-05+0.00023349i,0.00041314+0.00064339i,-6.4587e-05+0.00055595i,-0.00059856+0.00070795i,-0.00014374+0.00031767i,0.00012477-0.00024315i,0.00015501-5.7167e-05i,0.00075096+0.0001037i,0.00052352+0.00020341i
0.00079079-0.0023672i,0.00031111-0.0026927i,-0.0010345-0.0015817i,-0.0014282-0.00061266i,-0.00091547-7.583e-05i,-0.00023148+0.00036353i,0.00014325+0.00015768i,-9.6134e-06+0.00016162i,-0.00012855+0.00032997i,-0.00032262+7.6409e-05i,-0.00034993-3.9273e-06i,-3.6703e-05+3.6664e-05i,-2.6009e-05+0.0004551i,7.0272e-05+0.0009243i,-6.3273e-05+4.6831e-05i,9.0884e-05-0.00084889i,-7.4928e-05-0.000388i,-0.00051588-0.00035981i,-0.00038112-0.00077821i,0.00040656-0.00043239i,0.0012327-0.00025563i,0.0016356-0.00013973i,0.00068791+0.00040685i
0.0012882+0.0016897i,0.0022518+0.00016239i,0.0035246-0.00039684i,0.0036093-0.00073642i,0.0018395-0.0013321i,0.00022962-0.00161i,0.00033459-0.0012918i,0.00054878-0.00036457i,-4.264e-05+0.00054299i,0.00034697+0.00040707i,0.00077258+9.0869e-06i,-3.4956e-07-0.00057843i,-0.0003128-0.00026199i,-0.00013684+0.00051168i,0.00015341+0.00044197i,0.00051224-8.4993e-05i,0.00056113+5.3424e-05i,0.00054205+6.3968e-05i,0.00078862-0.00031798i,0.00068586+3.625e-05i,0.00035866+0.00034815i,0.00051935+0.00054544i,0.00094226+0.00013498i
-0.0016194-0.0018398i,-0.0013823-0.0013225i,-0.0024641-0.00060758i,-0.002579+0.00084476i,-0.0013499+0.0015111i,0.00020637+0.00055922i,0.00045937-0.00053339i,3.624e-06-0.0010176i,-0.00017996-0.0011562i,0.00051659-0.001173i,0.0012404-0.00052934i,0.00051311+0.00010091i,-0.00026787-0.00032623i,-5.8754e-05-0.00057815i,-0.0005155-0.00041891i,-0.00089871-0.00064517i,-0.00040346-0.00075641i,-0.00020185+2.7403e-05i,-0.0004463+0.00020528i,-0.0005942-0.00023386i,-0.00069516+0.00019469i,-5.1085e-05+6.2582e-05i,0.00029966-0.00029428i
0.0025162+5.7507e-05i,0.0025169-0.0013155i,0.0015972-0.0021879i,0.0002091-0.0020226i,-0.00085293-0.0011052i,-0.0010073-0.00030965i,-0.00020551+6.1123e-05i,0.00040436+0.00054854i,0.00045839+0.0010435i,0.00020061+0.00072311i,-0.00010553+0.00044069i,-9.7072e-05+2.57e-05i,0.00033236+1.827e-05i,-0.00020882+6.0059e-05i,-0.00064152+7.6863e-05i,-0.00010111+0.00036701i,0.00039315+9.2227e-05i,0.00024632-1.9466e-05i,0.00011049-0.00042575i,0.00058319-0.00067579i,0.00032268-5.8391e-05i,-0.00044788-0.0001416i,-0.00070869-5.4852e-05i
0.00098678-0.00020993i,0.0012119+0.0013494i,0.00052477+0.0012155i,-0.00021755+0.00033273i,0.00014574+0.00039862i,0.00095833-0.00052719i,0.00052197-0.0013213i,0.00048782-0.00077137i,0.00033673-0.00088013i,2.0127e-05-0.0014474i,-9.3607e-05-0.00089323i,-0.0007412-0.00038992i,-0.00056722-0.00024578i,0.00015434-0.0004254i,0.0003314-0.00081966i,0.00024325-0.0007815i,0.0011501-0.00084404i,0.0015591-0.0013968i,0.00095886-0.0011344i,0.00058363-0.00044029i,0.00017355-0.00027358i,5.5471e-06-0.00031163i,-5.1415e-05-0.000195i
0.0016295+0.00073467i,0.0025428+0.0011951i,0.001421-0.00042265i,0.00025113-0.0018722i,0.00091352-0.001337i,0.0019059-0.00011661i,0.0015041+0.00023029i,0.0008725+0.00023212i,0.00091207-3.3312e-05i,0.00046509-0.0010533i,2.6423e-05-0.0011235i,0.0001338-0.0004209i,0.00062881+0.00054187i,0.00096576+0.0011213i,0.00074766+0.00053813i,0.00087201+0.0002806i,0.00076709-0.00015099i,-0.00036307-0.00057255i,-0.0010261+0.00019915i,-0.00065456+0.00068924i,9.1608e-05+0.00026i,6.9115e-05+0.00040791i,0.00013168+0.00048777i
0.0012833-0.00018989i,0.00050728-9.072e-05i,0.0011041-0.0010272i,0.0010421-0.001114i,0.00022785-0.0005178i,0.00022977-0.00050431i,0.00090751-0.0013384i,0.0010826-0.00092972i,0.00061619+0.0001405i,0.00044069+8.1881e-05i,0.00072992+0.00015731i,0.0002489+0.00052245i,2.8954e-05-0.00013622i,9.613e-06-0.00040611i,-0.00094061-0.0001154i,-0.00064134+0.00030314i,-7.6715e-05+0.00059141i,-1.6723e-06+0.00064917i,0.00058911+0.00065338i,0.00064191+0.00075347i,0.00038243+0.00065006i,0.00010022+0.00064508i,-0.00022359-9.2125e-05i
0.001275-0.0004759i,0.00060901-0.00079128i,0.00066695-0.00057405i,0.00081328-0.00020323i,0.0011852+0.00017142i,0.000967+0.00024626i,2.728e-05+7.0149e-05i,-0.00017588+0.00023854i,-0.00011986+0.00051928i,-0.00037998-0.00023696i,-0.00051178-0.00056404i,-0.0010065-0.00082685i,-0.0001542-0.00077437i,0.00068486-0.00058202i,0.0003364-0.00063932i,0.00044388-0.00018704i,0.00057601+0.00025958i,-0.00026811+0.00026283i,-0.0008515-6.6606e-05i,-0.00018276-0.00075671i,0.0004374-0.00020849i,0.00038942+0.00044644i,0.00021467+0.00040239i
-0.0027539+0.0026417i,-0.0016078+0.0025615i,-0.00036248+0.0036576i,0.0010027+0.0028981i,0.0021226+0.0010357i,0.0026262-0.00097957i,0.0017883-0.0010255i,0.00081108-0.000132i,0.00052479+0.00050568i,0.0010728+0.0010601i,0.0013341+0.00062746i,0.0009817-0.00039388i,0.00022442-0.0007108i,4.5117e-05-0.0013822i,0.00040411-0.0016521i,0.00026876-0.0011656i,0.00010251-1.3917e-05i,0.00041031-1.8485e-05i,-0.00017583-0.00053792i,-0.000541-0.00045495i,0.00021794-0.00047876i,0.00027925+0.00010713i,-0.00040973+0.00045425i
-0.0013399-0.0037613i,-0.001273-0.0024187i,-0.001008-0.0013035i,-0.00051539-0.00059315i,-0.0001596+0.00015435i,0.0011349+0.00023899i,0.0017519-0.00018906i,0.00081654+5.2917e-05i,-0.00025024+0.0003025i,-0.00087864-0.00012051i,-0.00068592+0.00014749i,0.00026739-0.00017446i,0.00064531+0.00014151i,0.00059996+5.6419e-05i,0.00063457-0.00092615i,0.00052008-0.00080381i,0.00069764-0.00057894i,0.00053413-0.00070639i,0.00083117-0.00039145i,0.00087633+1.8003e-06i,0.00016302+0.00019278i,2.6331e-06+0.0006272i,-3.6593e-05+0.00038157i
0.0028425+0.000972i,0.0025021-3.4561e-05i,0.00189-0.00099398i,0.001743-0.00038387i,0.001871-0.00032057i,0.00089952-0.0012871i,-0.00021261-0.00074168i,0.00017956+0.00080245i,0.00037068+0.00084297i,-7.5723e-05-0.00041086i,8.6583e-05-0.00099841i,6.809e-05-0.00054038i,-0.00035679-1.1823e-05i,-0.00058663+6.7452e-05i,-0.00028115-0.00025788i,0.00016924-0.00094348i,-0.0004971-0.00086551i,-0.00059579-0.00016297i,-0.0002388-5.3183e-05i,8.2121e-05-0.00066515i,-6.8424e-05-0.00038593i,0.00031532+0.00055247i,0.00053978+0.00034756i
0.00027743+0.00062681i,-0.00036902+0.00015134i,0.0011834-0.00099386i,0.001962-0.0011538i,0.0013135-0.0013056i,0.00033969-0.0014703i,5.9015e-05-0.00098041i,0.00018999-0.00013207i,0.00050686+0.0003386i,0.00080534+0.00049824i,0.00032425-0.00029711i,-0.0010583-0.0011734i,-0.0012914-0.0010159i,-0.00024891-0.00019972i,3.3961e-05+0.00031923i,-0.00027863-0.00047896i,-0.00082868-0.00076398i,-0.00017421-0.00027168i,0.0006134-0.00036068i,0.00043961-2.3211e-05i,0.00023305+0.00058768i,0.00026793+0.0007669i,0.00047526+0.00012682i
0.0024988+0.0014694i,0.0032131+0.00076826i,0.0033929-0.00022689i,0.0022178-0.0020866i,0.0008945-0.0030837i,0.00078138-0.0017956i,0.0005187+0.00038986i,-2.2906e-05+0.0010681i,-0.00021986-0.000285i,-0.00031476-0.00065922i,-0.00012263-7.4141e-05i,-2.7261e-05+0.00014274i,-0.00031207+0.00062403i,-0.00057019+0.0011364i,-0.00040862+0.0011556i,0.00011321+0.00016719i,0.00030903-6.1944e-05i,0.00020662+0.00035719i,0.00061065+0.00030964i,0.00088109+3.7622e-05i,-3.2733e-05-6.2845e-05i,-0.00038432+0.00051i,0.00049425+0.0010497i
-8.2366e-06-0.0022864i,-3.7449e-06-0.0031694i,-0.00036628-0.0020226i,0.00012616+0.00072915i,0.00085132+0.0016126i,0.0018756+0.00050357i,0.0021984-0.00035059i,0.0019977-0.00071809i,0.0012558-0.0011217i,0.00029656-0.0011639i,-0.00031695-0.00056907i,-0.00061359+0.000192i,-0.00069981+0.00041094i,0.00014051-0.0001971i,0.00018609-0.00084366i,-0.00063158-0.0010314i,-0.00026305-0.0008064i,-1.6041e-05-0.00072887i,-0.00067711-0.00059985i,-0.0011892+0.00031779i,-0.00068895+0.00084141i,0.00037792+3.6688e-05i,0.00037821-0.00022401i
-0.00093084+0.00046597i,-0.00041982+0.00064129i,-0.00014093+0.00087726i,0.00065512+0.00039948i,0.001398-7.198e-05i,0.0010603-0.00085437i,0.00071933-0.0012529i,0.00056798-0.00028226i,-4.709e-06+0.00036323i,-0.00029022+0.00035376i,-0.00035932+3.8618e-05i,-0.0007411-0.00024222i,-0.00059564-0.00036521i,7.4521e-05-0.00052628i,8.2473e-05-0.00075345i,0.000163-0.00025915i,0.00047133-6.9435e-05i,0.00062174+8.8515e-06i,0.00093319+0.00026836i,0.00083876+0.00014121i,0.00032818-0.00011096i,-2.3227e-05-0.00071686i,-0.000298-0.00074895i
0.0012202-0.00013198i,0.0022875-0.0008242i,0.0020559-0.0011158i,0.0010357-0.0017598i,0.00046713-0.0012487i,-0.00013143-0.00042621i,1.8361e-05+0.00026895i,0.00038024+0.00064235i,0.0001531+0.00047019i,0.00047481+3.1149e-05i,0.00059523+0.00017005i,-7.7403e-05+0.00037585i,4.9234e-05+0.00045195i,-0.00037743+0.0010964i,-0.00069714+0.001148i,-0.00043807+0.00081028i,-0.00043032-0.00024707i,-0.00030112-0.00078801i,-0.00083576-0.00051722i,-0.001182-0.00052867i,-0.00016472-0.00044619i,8.6225e-05+0.00026238i,0.00023015+0.0010195i
-2.9006e-05+0.00084719i,0.0009521+0.0011574i,0.00090873+0.0012644i,0.0008171+0.0010664i,0.0013003+0.00091425i,0.0014023+0.00016614i,0.0013057-0.00055907i,0.00079175-0.00024707i,0.00011833-7.4762e-05i,0.00027487-0.00026503i,0.00084704-0.00051502i,0.00063708-0.00015433i,0.00027786+0.00016909i,0.00022276-0.00055645i,0.00014525-0.0011335i,4.6913e-05-0.00048062i,0.00015297+0.00064646i,0.00022613+0.00081251i,2.36e-05+0.00075858i,-0.00042183+0.00082029i,-0.0010197+0.00043356i,-0.00078222+0.0006791i,-0.00065984+0.0005163i
0.0018182+0.00063147i,0.00012587+0.00074619i,-0.00058552-0.0010288i,7.8441e-05-0.0019816i,0.00084696-0.001397i,0.0011971-0.0013195i,0.00067971-0.0021428i,0.00082679-0.0014825i,0.00085797-3.2813e-05i,0.00066255+0.00021159i,0.00064794+1.8802e-05i,6.0447e-05-7.5892e-05i,-0.00017707-0.00015854i,9.4731e-05+0.00029549i,-0.0006903+0.00071077i,-0.00094373+0.00019212i,-0.00062092+8.4736e-05i,9.0047e-05+0.00024336i,0.00089144+0.00032706i,0.0013025+0.00038276i,0.00063426+0.00041504i,-0.00015156+0.00095204i,-0.0006692+0.0011904i
0.0021334+0.00083462i,0.0030051+0.0013878i,0.0028107+0.00066684i,0.0015257+9.61e-05i,0.00050701-0.00082387i,0.00034418-0.0012728i,0.00019098-0.00098361i,0.00039409-0.00048548i,0.00038589-0.00025554i,0.00034103-0.0004291i,0.00034943-0.00039601i,0.00022502-0.00015329i,0.00028118+0.00035583i,-0.00022093+8.4068e-05i,-0.0002522-0.00065604i,-7.0694e-05-0.0005744i,0.00021257-0.0004825i,0.00027226+0.000554i,-0.00041543+0.00092335i,-0.00045208+0.00050621i,5.5514e-05+0.00073683i,-0.00012795+0.00070698i,0.00019458+0.00045281i
0.0010186+4.1705e-05i,-0.00094188+0.00031052i,-0.0016582-4.9357e-05i,-0.00056923-0.0004965i,0.00011664-0.00051979i,-6.1582e-05-0.00039938i,0.00051706-0.0010481i,0.0011359-0.00085034i,0.0010295-0.00028962i,0.00032278+3.5311e-05i,-9.6257e-05+0.00059501i,-0.00043099+0.0012246i,-0.0010506+0.00026943i,-0.00028465-0.0006847i,0.00019123+6.2605e-05i,0.00059246+0.00042264i,0.00098585+0.00023913i,0.00059379-0.00010316i,0.00056636+0.00017933i,9.8706e-06+0.00025774i,-0.0006181-0.00023449i,5.6647e-05+7.5126e-05i,0.00094767+0.00035821i
0.0010321+0.00071506i,0.002057-0.00016285i,0.0023876-0.00095365i,0.0027261-0.0014487i,0.0017282-0.0011493i,0.00063375-0.0011171i,0.00044297-0.00033297i,0.00068297+0.0004574i,1.4265e-05+0.00045223i,-0.00013893+2.6661e-05i,0.00012805-0.000723i,0.00031151-0.00061541i,0.0012445+0.0010764i,0.0009899+0.0019153i,0.00012342+0.0010395i,-0.00021409+0.0005972i,-0.00031626+0.0012074i,0.00022752+0.00051817i,-1.5378e-06-0.00018892i,-0.00017496-0.00014876i,0.00035627-0.00022066i,-0.00020168+0.00028906i,-0.001126+0.00052179i
0.00078645+0.0010923i,0.00022435+0.0012173i,-8.4082e-05+0.0015603i,0.00012616+0.0014775i,0.0011688+0.001195i,0.0015959+0.00041122i,0.0011054-0.00010229i,0.00046367+9.4913e-06i,0.00046184-0.00049035i,0.00074507-0.0011781i,0.00105+0.00012368i,0.00049296+0.00094101i,-0.00020895+0.00042065i,0.00023906+0.00032595i,0.00044+0.00022694i,6.1253e-05+8.2062e-05i,-0.00038459-0.0001877i,-0.00041307-0.00084399i,0.00013793-0.0010329i,0.00082705-0.00061308i,0.00028535+0.00013829i,-0.00034319+0.00064068i,-5.1879e-05+7.5925e-05i
0.0023349+0.00058295i,0.0027132-3.2311e-05i,0.0026372-0.00080029i,0.0021853-0.0012775i,0.0021045-0.0016945i,0.0019117-0.0014048i,0.0012193-0.0011625i,0.0008143-0.0010484i,0.00018583-0.00057387i,-0.00034262-0.00081971i,0.00017902-0.0010852i,0.00068337-0.00048021i,0.00027153+0.00027044i,-0.00086846+0.00052044i,-0.00080955+0.00059021i,0.00017605+0.00037084i,-0.00059854-0.0001313i,-0.0011905-0.00030859i,-0.00045276-0.00042448i,0.00018545-0.00049912i,-0.00028383-0.00013526i,-0.00015511-0.00038953i,0.00055514-0.00053687i
-0.0011604-0.00057472i,-0.0010563+0.00016386i,-0.00094526+0.0010147i,-0.00084776+0.001427i,-0.00015944+0.0011617i,0.0007173-0.0001347i,0.0012058-0.00062961i,0.0010423-0.00019515i,0.00072004-0.00039241i,0.00089684-9.1052e-06i,0.00053496+0.00040703i,-0.00013411+3.0876e-05i,-3.5458e-05-0.00047059i,0.00050445-0.00092507i,0.00047928-0.00046304i,-0.00012752+0.00056151i,-0.00032194+0.00076123i,4.4934e-05+0.00047023i,0.0010133+0.00040886i,0.0013596+0.00042425i,0.0015993+0.00081966i,0.0014088+0.00046702i,0.00055674+3.2482e-05i
0.00029124-0.00054781i,-0.0010206-0.0016388i,-0.0014806-0.0007568i,-0.00013617+0.0012791i,0.0013327+0.0016187i,0.0021311+0.00053151i,0.0013609-0.00035704i,0.0002054-7.1362e-05i,0.00011375+0.00042623i,-0.00011966-0.00018184i,-6.3375e-05-0.00043275i,0.00036725-0.00028797i,0.0003007-0.00030101i,0.00073996-0.00031633i,0.0009129+0.00023505i,0.00092757+0.0010106i,0.00033716+0.00064134i,-3.2812e-05-0.00015026i,0.00040025-0.00047412i,6.0472e-05-0.00040155i,-0.00048557+0.00062577i,-0.00067834+0.00087883i,-8.2927e-05+0.00056888i
-0.00030759-0.00011415i,3.8242e-05-0.000547i,0.00013437-0.00084021i,0.00010959-0.0006374i,0.00034635-0.00011835i,0.00098796-0.00090737i,0.0016027-0.0011651i,0.0012362-0.00023515i,0.00031322+0.00019117i,-0.00013705-0.00069673i,0.00030085-0.0011734i,0.0011639-0.00024142i,0.00081891+0.00081744i,0.00022316+0.00045357i,0.00025975-0.00034139i,0.00035535-0.00036025i,5.8558e-05-0.00046726i,0.00012847-0.00038738i,-0.00022129-0.00015021i,-0.00048316-8.4798e-05i,-0.00018187-7.0305e-05i,-0.0002476-0.00050462i,-0.00032659-0.00096097i
0.00072689+0.0027604i,0.0021223+0.002743i,0.003308+0.0022377i,0.0032358+0.00011169i,0.002794-0.0011963i,0.0015761-0.0010786i,0.00037962-0.00022681i,-0.00018373+0.00042909i,0.00012238+0.00083274i,0.0011494+0.00058193i,0.00093295-6.9663e-05i,-0.00013991+0.000159i,-0.00061055+0.0003781i,-0.00072324+0.00023041i,-0.001156+3.5359e-05i,-0.00093986-0.00036453i,-0.00048755-0.00017064i,-0.00041011+0.00064125i,-9.9616e-05+0.00082457i,0.00065657+0.00045661i,0.00080644-6.1164e-05i,-1.0123e-05+3.0537e-05i,-0.00034401+0.00043103i
0.0019648+0.00032282i,0.0019942-0.0011778i,0.0011621-0.0021116i,1.1581e-05-0.0018352i,8.7797e-05-0.0017477i,0.0014993-0.0013914i,0.0020049-0.00044276i,0.0010276-0.00037315i,-8.6282e-05-0.0006965i,-0.00046683-0.00031454i,-0.000641-7.4309e-05i,-0.00062851-0.00033183i,0.0001428-0.00026993i,0.0010347-0.00031558i,0.00056154-0.00030981i,7.9555e-05+3.4627e-05i,-1.5382e-05-8.5461e-05i,2.9127e-05-0.00011791i,-0.00057692-0.00038056i,-0.00060662+0.00032109i,-0.00013361+0.00094252i,0.00013896+0.00058719i,0.00066932+0.00041124i
0.0012221+0.0017132i,0.0015347+0.0023338i,0.00087425+0.0025066i,0.00011238+0.0011528i,5.6298e-05-0.00042832i,-0.00011487-0.0017641i,-0.00042833-0.001344i,-0.00014569-0.00037527i,0.00095007+0.0001173i,0.00098469+9.4595e-05i,-0.0001165-8.9629e-05i,-0.00058787-5.8811e-05i,-0.00034113+0.00016756i,-0.0010853-0.00010556i,-0.00093571-0.00076821i,2.4688e-06+0.00018081i,0.00031083+0.0007359i,0.00010667-0.0001295i,-0.00044788+7.0415e-05i,-0.00019619+0.00080568i,-6.8026e-05+0.0010884i,-4.3627e-05+0.0013812i,0.00038415+0.0010855i
0.0020886-0.0019384i,0.00195-0.00106i,0.001795-0.00059152i,0.00077919-0.00026502i,4.5754e-05-0.00083446i,0.0004232-0.0004936i,0.00034212-0.00035905i,0.00040263-0.00062704i,0.00089982-0.00058722i,0.00049426+0.00021229i,-0.00057403+0.00042593i,-0.0010124+0.00057846i,-0.00056882+0.0012789i,0.00013311+0.00086538i,0.00059589-0.00023677i,-0.00034143+0.0003194i,-0.00143+0.0014188i,-0.00078533+0.0011305i,4.7288e-05+0.00012278i,0.0012633-0.00017483i,0.0014315+0.00019969i,0.00071319+0.00015897i,-3.9023e-06-0.00057539i
0.0022054-5.3955e-05i,0.0016703+0.00015132i,0.00081688+1.071e-05i,-0.00057031-0.00020509i,-0.000757-0.00013932i,0.00035963-0.00034567i,0.00068726-0.00073269i,9.0406e-05-0.00043503i,-2.1736e-05-0.00041566i,0.00017688-0.0011834i,0.00035844-0.0011791i,0.00055588-0.00030305i,0.00037771+0.00040407i,0.00038155+0.00046888i,0.00050831+0.00080536i,0.00024196+0.00060213i,-0.00024187-5.344e-05i,0.00032132-0.00050191i,0.00086784-0.00026054i,0.00023729-0.00028871i,-0.00012433-0.0010783i,0.00022806-0.00047268i,0.00029962+0.00075303i
-0.001804+0.00052184i,-0.00070637+0.0012044i,0.00043602+0.0015764i,0.00074434+0.0015615i,0.00083574+0.0010412i,0.001448+0.00016441i,0.0015707+3.392e-05i,0.0014282+0.00074899i,0.00050548+0.00074027i,-0.00051918-5.2247e-05i,-6.106e-05-9.1777e-05i,-1.055e-05+0.00028298i,-0.00018605+0.00014294i,-6.0989e-05+0.00054691i,-0.00068753+0.00052986i,-0.0011839-0.00044871i,-0.0011565-0.00068571i,-0.00075555-0.00028062i,-0.000321+0.00048793i,-0.00018414+0.0007957i,-8.8499e-06+0.00032416i,0.00034787-0.0001992i,0.00093321+0.00059917i
0.0017353+0.0016786i,0.0014477+0.0013069i,0.0015724+0.0004346i,0.0019234-0.00062009i,0.0017768-0.00090362i,0.0010484-0.00089162i,0.00097091-0.0012932i,0.0012476-0.0012705i,0.00096037-0.00029897i,0.00059614-0.00013565i,0.00089473-0.00049887i,0.0010413-0.00029469i,0.00011619+6.0496e-05i,-0.00042524+4.119e-05i,-0.0005781+0.00035888i,-0.00071259-0.00024623i,-0.00023746-0.00026987i,0.00015021+2.6152e-05i,8.7086e-05-0.00046125i,-0.00027273-0.00089264i,-0.00048079-0.00053998i,-0.00064843+5.4892e-06i,-0.00038755-8.7717e-05i
0.0012576-0.00032949i,0.002477+1.1693e-06i,0.0019275+0.00010208i,0.0013005+0.0004114i,0.0013802+0.00051967i,0.00042154-0.00046925i,-0.0001443-0.00057069i,-0.00017687-0.00015362i,-0.00011888+6.7701e-06i,0.00012211+0.00041437i,9.502e-05-9.4882e-06i,0.0003235+0.00033983i,0.00098629+0.00033701i,0.0015223-0.00026983i,0.0011233-0.00013868i,0.00099706+0.00064648i,0.00072856+0.00039138i,0.0002086-0.00094065i,0.00058421-0.00081776i,0.00088005+0.00016406i,0.00049892-8.0024e-05i,0.00026909-0.00045563i,9.7845e-05-0.00023265i
-0.00066317+0.00097629i,-0.0006302+0.00081901i,0.00088027+0.001399i,0.0018859+0.00094599i,0.0024254+4.9283e-05i,0.0019342-0.00062448i,0.00051005-0.00060975i,0.00014802-0.00014882i,-1.942e-05-0.00013464i,-0.0003337-0.00064814i,-0.00046829-0.00070776i,-0.00065858-0.00033266i,-0.0010333+0.00027702i,-0.0013565+0.0008688i,-0.00097639-0.00014014i,-0.00031648-0.0010161i,-0.00025237-0.00025602i,-7.6209e-06+0.00014746i,9.5378e-05+4.7609e-05i,-0.00042844+0.00026505i,-0.00035992+0.00055418i,0.00025029+0.00074685i,-4.994e-05+0.00082276i
-0.0010596-0.00033649i,-0.0002566-0.00029487i,-0.0011175-0.00014484i,-0.0017669-0.00010134i,-0.0012904-0.00014328i,-0.00028249-0.0007467i,0.00032417-0.0013029i,0.00026469-0.00083834i,0.00041779-0.00042899i,0.00047503-7.0507e-05i,-0.00031069+0.00037355i,-0.00070449+0.00061354i,-0.00072775+0.00055915i,-0.00062118+6.0184e-05i,-0.00033029+0.00046868i,-0.00025539+0.00092002i,-1.1844e-05+0.00044106i,-0.00011549+0.00017401i,-0.00059254+3.1428e-05i,-0.00082188+0.00017179i,-0.0006048+0.00052711i,-0.00042997-4.9394e-05i,-0.00024721-0.0011716i
0.0016572-0.0024877i,0.0022241-0.0019006i,0.0015961-0.00094481i,0.00032907-0.00072903i,6.1679e-05-0.00069055i,0.00057562-0.00031224i,0.0017075-0.00020773i,0.0017602+0.00047334i,0.00075197+0.00068394i,6.4066e-05-0.00065068i,0.00014887-0.001161i,0.00036863-0.0001674i,0.00020279+0.00061679i,9.8728e-05+0.00099202i,-0.00036992+0.0010846i,-0.00029615+0.00057415i,0.00053742+0.0002221i,0.001007+2.0553e-05i,0.00068498-0.00045278i,0.00024203-0.0003297i,2.1861e-05+0.00043027i,-0.0006066+0.00092767i,-0.0010425+0.00051869i
-0.0007219-0.00042368i,-0.00079398-0.00085334i,-0.00090196-0.0011451i,8.8237e-05-0.00044429i,0.0010368+5.6163e-05i,0.0012666+0.00050712i,0.00073372+0.00040276i,0.00017685-0.00094984i,0.00083011-0.0017544i,0.00095344-0.00099297i,0.0010252-0.00049679i,0.00093048+0.00047216i,-0.00059662+0.00049866i,-0.00080734-0.00059897i,5.1479e-05-0.00039795i,-0.00016078-0.00017951i,-0.0013155-7.9728e-05i,-0.0013236+0.00043721i,-0.00043486+0.00035702i,5.9089e-05+0.00010882i,-0.00012221+0.00026359i,-0.00042082+0.00014617i,-0.0010009+9.3262e-05i
-0.0014096+0.00039007i,-0.0015283-0.0005405i,-0.0011548-0.00029753i,-0.00031789+0.001249i,0.00057538+0.0013227i,0.0012697+0.00093987i,0.0018805+0.00062977i,0.0016151+0.00053215i,0.00046442+0.00024884i,0.0002371-0.00075088i,0.00075383-0.00087073i,0.00091275-0.00083996i,0.0010629-0.00063592i,0.00086775-0.00077373i,3.6271e-05-0.0010082i,-6.9889e-05-0.00064081i,0.00066889+0.00011907i,0.00085652+0.0001484i,0.00079845-0.00045081i,0.00014764-0.00072227i,0.00085256-0.00073804i,0.00098632-0.00068625i,9.0294e-05-0.00047015i
2.1835e-05-0.0010311i,0.00038026-0.00067262i,-0.00095779+8.3798e-05i,-0.0011835-0.00018524i,0.0003774+0.00024773i,0.0015825-2.8603e-05i,0.0008113-0.00048756i,0.00061068-0.00048928i,0.00066184-0.00012879i,-0.00045064-0.00028453i,-0.0007411-0.00053294i,-0.0004536-0.00018158i,-0.0006187-0.00018815i,-0.00059004+0.00015801i,-0.00037689+0.00025335i,-0.00017786-0.00044064i,0.00012352-0.00050171i,0.00022573-0.00020381i,0.00076921-0.0013288i,0.0010525-0.0015959i,0.0001547-0.00095461i,1.0326e-05-0.00041594i,-1.5999e-05-6.6843e-05i
-6.5935e-05-0.0017042i,-0.00035319-0.0013127i,-0.0006749-0.0013946i,-0.00059475-0.001292i,-0.00011255-0.00064873i,0.00081831+0.00031783i,0.0016008-7.0416e-05i,0.0018809-0.00047031i,0.0012617-5.3224e-05i,0.00064397+8.0963e-05i,0.0006166-0.00014562i,0.00042-0.00048888i,-0.00031369-0.00065087i,-0.00050597-0.00090001i,-0.00038161-0.00060356i,-0.00047693-0.00012499i,-0.00013744+0.00015117i,0.00030768-0.00049398i,0.00033739-0.0010778i,0.00021908-0.00023341i,-0.00046115+0.00030022i,-0.00018535+0.00023078i,0.0002248+0.00093901i
0.00078546+0.00071305i,0.00093159+0.0014668i,0.00026354+0.0023417i,-0.00055991+0.0016518i,-0.00020619+0.00089515i,0.0010144+9.8419e-05i,0.0015577-0.00030388i,0.00070313-0.00034546i,0.00048982-5.3566e-06i,0.00086259+0.00023086i,0.00020796-0.00036653i,-0.00043911-0.00047476i,-0.00019652-0.00063676i,0.00024552-0.00081439i,0.00011056-0.00040685i,-0.00028849-0.00039538i,0.00024534-0.00071089i,0.00025214-2.4674e-07i,0.00014192+0.00096269i,8.8528e-05+0.0011148i,-6.6852e-05+0.00095596i,0.00031512+0.00074452i,0.00051182-0.00027448i
