-0.0022015-0.00036557i,-0.00098688+0.0011231i,-0.0017036+0.0024549i,-0.002464+0.0024775i,-0.0026435+0.0026807i,-0.0024788+0.0028295i,-0.0016757+0.0010976i,-0.001235+0.0002446i,-0.0017739+0.00037781i,-0.0012882+0.00089356i,5.3071e-05+0.0005543i,0.0011855-0.00088393i,0.0015103-0.0013575i,0.0008127-0.0015071i,0.000246-0.0017547i,-0.00015114-0.001029i,-0.00031447-0.00070571i,-0.00014373-0.0010005i,3.0731e-05-0.00063773i,-0.00055424-0.00014179i,-0.00040504+7.6381e-05i,0.00010055+5.0424e-05i,0.0002656-0.00029483i
-0.0019138+0.14729i,-0.095275+0.162i,-0.29924+0.043632i,-0.4324-0.07308i,-0.3289-0.094103i,-0.16803-0.067131i,-0.14273-0.031759i,-0.19774-0.0010805i,-0.214+0.027891i,-0.14549+0.047387i,-0.050477+0.031705i,0.015406+0.015i,0.075288+0.023958i,0.10457+0.014637i,0.061705-0.013274i,-0.0084031-0.022574i,-0.060678-0.023055i,-0.090262-0.034407i,-0.088148-0.033698i,-0.051492-0.0068451i,-0.0085986+0.015228i,0.0076894+0.016398i,0.00041897+0.0086992i
-0.036554-0.13195i,-0.032062-0.077165i,0.060084+0.18308i,0.16745+0.42989i,0.16563+0.43612i,0.10217+0.29984i,0.066745+0.2045i,0.051984+0.18241i,0.051063+0.17701i,0.056957+0.11706i,0.030992+0.036113i,0.0083549-0.012301i,0.018679-0.063017i,0.013081-0.10001i,-0.022442-0.073758i,-0.048453-0.0078805i,-0.050068+0.054091i,-0.044421+0.093853i,-0.026848+0.094436i,0.0023006+0.051508i,0.014464+0.00075107i,0.0070562-0.018164i,-0.00027324-0.011011i
0.085076+0.14653i,0.19586+0.11419i,0.28431-0.13127i,0.28327-0.38754i,0.20476-0.42111i,0.099877-0.31232i,0.0086591-0.19462i,-0.00088895-0.086611i,0.046494-0.038433i,0.035953-0.025825i,0.00057871+0.0083805i,-0.013312+0.014679i,-0.054728-0.015973i,-0.096039-0.013272i,-0.070128+0.034781i,0.0060909+0.067045i,0.072854+0.056789i,0.1013+0.035738i,0.084945+0.01437i,0.035158-0.0033727i,-0.0076011+0.0020205i,-0.015028+0.019025i,-0.0006991+0.024579i
-0.11613-0.1914i,-0.29192-0.24514i,-0.46296-0.095342i,-0.47047+0.13788i,-0.33003+0.24348i,-0.18854+0.25155i,-0.059343+0.22379i,0.020461+0.11771i,0.0029613+0.023987i,-0.00013146+0.015899i,0.036629+0.014081i,0.031472+0.011455i,0.003379+0.051584i,0.014351+0.080873i,0.057317+0.032732i,0.066514-0.058941i,0.02616-0.11412i,-0.0056469-0.11295i,-0.0070614-0.076746i,0.0046937-0.030907i,0.020207-0.0065479i,0.030409-0.01059i,0.028112-0.022402i
0.11781+0.24997i,0.31423+0.394i,0.5375+0.32013i,0.57984+0.044998i,0.43175-0.14852i,0.3062-0.16404i,0.21713-0.14099i,0.10851-0.097587i,0.052545-0.038726i,0.038123-0.031907i,0.017031-0.043293i,0.017013-0.026545i,0.041631-0.01061i,0.041952-0.020537i,-0.02088-0.036796i,-0.096343-0.012233i,-0.11276+0.03614i,-0.084656+0.044914i,-0.050713+0.017653i,-0.028031-0.0057761i,-0.023142-0.012102i,-0.028723-0.0078249i,-0.029485-0.00094114i
-0.081739-0.29488i,-0.25002-0.5526i,-0.50441-0.62278i,-0.65874-0.38776i,-0.58605-0.11646i,-0.42666-0.056447i,-0.29153-0.088589i,-0.17231-0.094906i,-0.10804-0.084556i,-0.082096-0.057118i,-0.042064-0.044892i,-0.0068879-0.062966i,0.0066711-0.074606i,0.011566-0.047659i,0.025997+0.014768i,0.057948+0.058785i,0.076513+0.054723i,0.051272+0.036815i,0.0085497+0.025742i,-0.0096836+0.020403i,-0.00023848+0.020321i,0.014823+0.021503i,0.022717+0.018703i
0.023547+0.3223i,0.08763+0.65121i,0.23219+0.84819i,0.38043+0.72927i,0.39881+0.47806i,0.30614+0.3487i,0.17813+0.27604i,0.034798+0.1838i,-0.052605+0.13172i,-0.063484+0.095438i,-0.076248+0.044692i,-0.107+0.012091i,-0.11326+0.002096i,-0.081196-0.018856i,-0.036272-0.053118i,-0.013188-0.075851i,-0.0085328-0.072332i,0.004837-0.039331i,0.022004-0.00053034i,0.025682+0.010093i,0.018784-0.0043739i,0.0094336-0.018652i,0.00038733-0.023529i
0.050767-0.31141i,0.10818-0.6361i,0.09893-0.83933i,-0.01397-0.73988i,-0.11054-0.5016i,-0.11155-0.34528i,-0.062407-0.22499i,0.0012062-0.079099i,0.047383+0.021203i,0.046967+0.059814i,0.029077+0.085285i,0.025466+0.10369i,0.021496+0.10077i,-0.0045653+0.085613i,-0.030327+0.071241i,-0.031439+0.059918i,-0.017783+0.040223i,-0.0016687+0.004215i,0.0073906-0.031671i,-0.00041883-0.041033i,-0.01239-0.023855i,-0.012782-0.0050285i,-0.0081246+0.0029142i
-0.11171+0.27734i,-0.26689+0.5361i,-0.36751+0.68199i,-0.27888+0.60935i,-0.093284+0.45332i,0.030285+0.31295i,0.060432+0.15651i,0.036901+0.02001i,0.023037-0.029045i,0.045746-0.028535i,0.064646-0.039337i,0.059541-0.04698i,0.057731-0.033512i,0.066784-0.016783i,0.070621-0.020303i,0.058091-0.040598i,0.024769-0.048751i,-0.017184-0.034006i,-0.046173-0.0060984i,-0.045942+0.018613i,-0.024327+0.021134i,-0.0069418+0.0081342i,-0.0023279+0.0013526i
0.15537-0.21466i,0.35921-0.37252i,0.50575-0.39669i,0.43488-0.29427i,0.23543-0.22707i,0.065146-0.19288i,-0.031748-0.10145i,-0.050599-0.0054954i,-0.032921+0.010056i,-0.034208-0.010213i,-0.042879-0.00066175i,-0.030314+0.0092872i,-0.014321-0.010601i,-0.01894-0.032807i,-0.048391-0.03479i,-0.078068-0.015501i,-0.072193+0.011824i,-0.031813+0.030064i,0.013807+0.033652i,0.037931+0.023951i,0.031499+0.01168i,0.011025+0.0056029i,0.0010023+0.0065945i
-0.15737+0.16226i,-0.34051+0.22697i,-0.43914+0.16387i,-0.34042+0.069156i,-0.17933+0.087277i,-0.0912+0.13146i,-0.052325+0.088488i,-0.045161+0.023243i,-0.049296+0.020217i,-0.020532+0.032121i,0.016047+0.0088023i,0.014901-0.019549i,-0.01412-0.022579i,-0.025936+0.00075253i,-0.0011048+0.040971i,0.036478+0.06794i,0.051292+0.058224i,0.036123+0.02176i,0.0087491-0.017519i,-0.012105-0.037746i,-0.017567-0.031176i,-0.011912-0.0094552i,-0.0016883+0.0028039i
0.15424-0.12114i,0.29745-0.14269i,0.34133-0.051537i,0.25623+0.0267i,0.1995-0.016842i,0.20651-0.055406i,0.19203+0.0034177i,0.15827+0.060662i,0.12301+0.038684i,0.0607-0.0057417i,-0.00015052-0.012164i,-0.02243+0.010218i,-0.014056+0.036145i,0.0086255+0.030748i,0.03191-0.021871i,0.036793-0.080305i,0.023542-0.094983i,0.0052858-0.061353i,-0.01216-0.0092582i,-0.021161+0.028001i,-0.01334+0.037247i,0.0055064+0.027506i,0.014082+0.012874i
-0.12871+0.096864i,-0.22118+0.098432i,-0.19698-0.0084909i,-0.11538-0.11768i,-0.15291-0.11987i,-0.22629-0.090878i,-0.19137-0.12092i,-0.12854-0.15298i,-0.10989-0.1107i,-0.079842-0.025671i,-0.022223+0.020011i,0.02055+0.014816i,0.038267-0.0058453i,0.023503-0.020187i,-0.034198-0.016392i,-0.090888+0.0075046i,-0.0987+0.024974i,-0.062577+0.019267i,-0.0099758+0.0068634i,0.028532+0.00088211i,0.036439-0.0037047i,0.022969-0.012202i,0.0095642-0.017562i
0.11381-0.10152i,0.15644-0.1331i,0.049709-0.082931i,-0.092313+0.024305i,-0.038865+0.11554i,0.09148+0.14347i,0.08216+0.12414i,0.0037015+0.10993i,-0.010157+0.097971i,0.020117+0.045255i,0.022882-0.024201i,0.0001585-0.055519i,-0.017865-0.049612i,-0.017552-0.020328i,0.0098478+0.026015i,0.046703+0.055389i,0.053067+0.055365i,0.025229+0.040415i,-0.0028251+0.01552i,-0.011955-0.012081i,-0.010036-0.023295i,-0.0091692-0.011992i,-0.010572+0.0012618i
-0.11281+0.10247i,-0.15711+0.18583i,-0.056488+0.23343i,0.09746+0.18832i,0.092332+0.056555i,0.0018545-0.042441i,-0.0028642-0.037201i,0.041639-0.010474i,0.035606-0.010912i,-0.017279+0.0016292i,-0.055206+0.028618i,-0.058794+0.038784i,-0.041743+0.028301i,-0.015486-0.0010882i,0.0031412-0.042767i,0.0045044-0.068805i,0.0070804-0.063668i,0.018591-0.034726i,0.019756-0.0068717i,0.0050911+0.0034196i,-0.0054233+0.0020647i,0.001417-0.0029976i,0.011749-0.0042902i
0.12546-0.11114i,0.19809-0.22744i,0.13851-0.33124i,-0.014717-0.31114i,-0.087164-0.15032i,-0.070288-0.018253i,-0.067132-0.024215i,-0.086694-0.051613i,-0.065361-0.012837i,-0.00048342+0.02401i,0.039389+0.023999i,0.036973+0.021808i,0.015195+0.027237i,-0.017654+0.033499i,-0.042953+0.045953i,-0.048167+0.054434i,-0.044924+0.042655i,-0.034664+0.015334i,-0.017829-0.0070309i,-0.0089165-0.01058i,-0.013035-0.0054991i,-0.019965-0.0068419i,-0.018336-0.012804i
-0.14066+0.096562i,-0.2646+0.21682i,-0.27922+0.34993i,-0.14779+0.3812i,-0.0045041+0.264i,0.056512+0.13903i,0.059098+0.10829i,0.049339+0.095346i,0.035676+0.041078i,0.011141-0.0053714i,-0.0030111-0.018275i,0.0038034-0.025031i,0.019104-0.024878i,0.042553-0.010754i,0.067632-0.010255i,0.075972-0.020284i,0.065069-0.013641i,0.036883+0.0010734i,0.0045829+0.0090737i,-0.0092607+0.013597i,-0.0058943+0.020862i,-0.00041704+0.028306i,-0.0036106+0.028691i
0.15881-0.08077i,0.32716-0.1674i,0.40292-0.26527i,0.30102-0.28445i,0.13086-0.18523i,0.026554-0.083903i,-0.012092-0.045402i,-0.031085-0.011237i,-0.030416+0.025792i,-0.012259+0.032077i,-0.0058633+0.020203i,-0.016763+0.01879i,-0.020083+0.013088i,-0.023471-0.014986i,-0.045782-0.035591i,-0.061958-0.037642i,-0.048388-0.036216i,-0.019351-0.027502i,0.0029773-0.010823i,0.012034+0.00015072i,0.016974-0.00069376i,0.022617-0.0057764i,0.024434-0.004328i
-0.1755+0.036281i,-0.36677+0.075091i,-0.46626+0.12795i,-0.35828+0.15705i,-0.15554+0.11588i,-0.018523+0.05122i,0.046659+0.014544i,0.080892-0.01897i,0.066202-0.047052i,0.022941-0.045646i,0.010385-0.028927i,0.023982-0.023907i,0.016729-0.019108i,-0.00058183+0.007316i,0.0029564+0.035536i,0.011318+0.04293i,0.0014626+0.030778i,-0.01218+0.011155i,-0.012198-0.0038606i,-0.0057805-0.0098793i,-0.004466-0.011446i,-0.010418-0.011605i,-0.010093-0.010352i
0.16975+0.00048957i,0.36279+0.018705i,0.46591+0.021544i,0.37728-0.0085935i,0.20144-0.020819i,0.066472+0.0039679i,-0.017705+0.010744i,-0.082661+0.0056693i,-0.10038+0.028542i,-0.063397+0.049588i,-0.036273+0.032846i,-0.041187+0.011575i,-0.032864+0.011678i,-0.0051882+0.0033993i,0.011581-0.022217i,0.012399-0.038642i,0.00904-0.030976i,0.0020746-0.012999i,-0.0054833-0.0011431i,-0.0069921+0.004446i,-0.0050188+0.0093229i,0.0014717+0.015923i,0.0032769+0.014681i
-0.1625-0.039297i,-0.33016-0.11072i,-0.41361-0.17i,-0.32831-0.14858i,-0.15963-0.090765i,-0.017139-0.07095i,0.056898-0.048793i,0.08865-0.0035205i,0.097009+0.014413i,0.068759-0.00082996i,0.031382+0.00041526i,0.024529+0.02197i,0.03251+0.023597i,0.018943+0.0094431i,-0.01507+0.0062471i,-0.040323+0.011911i,-0.044531+0.014242i,-0.032713+0.012483i,-0.016479+0.0097315i,-0.0035047+0.0061513i,0.010105+0.00014094i,0.018674-0.010065i,0.014465-0.011932i
0.14464+0.07237i,0.26758+0.17427i,0.30355+0.2559i,0.20354+0.21139i,0.047003+0.094776i,-0.068224+0.027074i,-0.095396-0.019231i,-0.080751-0.075204i,-0.077046-0.084315i,-0.056203-0.033465i,-0.010387-0.0039678i,0.013989-0.028063i,0.0029808-0.048705i,-0.0062674-0.032495i,0.0083218-0.0012954i,0.027724+0.021072i,0.034037+0.027951i,0.028304+0.022783i,0.019825+0.013477i,0.012423+0.0031152i,-0.00077799-0.0092283i,-0.015802-0.013223i,-0.013919-0.0057468i
-0.11525-0.084021i,-0.19495-0.19802i,-0.20517-0.26831i,-0.13152-0.1807i,-0.026542-0.017095i,0.040199+0.062492i,0.013556+0.071749i,-0.048442+0.093891i,-0.043349+0.11066i,-0.00019736+0.062829i,-0.0033652+0.0052512i,-0.034021+0.0036091i,-0.037172+0.024209i,-0.020141+0.020282i,-0.0062-0.0034059i,0.0014778-0.025719i,0.006727-0.033347i,0.0086577-0.028705i,0.0058385-0.022839i,-0.0019383-0.013792i,-0.010126+0.0024678i,-0.0083461+0.017416i,-0.0024304+0.013749i
0.082555+0.098783i,0.12877+0.21546i,0.12596+0.27156i,0.087465+0.16695i,0.040394+0.004974i,0.0079746-0.065361i,0.027307-0.04098i,0.077384-0.020763i,0.073882-0.040441i,0.017346-0.03468i,-0.002518+7.9491e-05i,0.020407+0.010969i,0.02906-0.00067518i,0.014628-0.0053705i,-0.0041959-0.0013419i,-0.018541+1.9412e-05i,-0.026122-0.0024506i,-0.026392-0.0046227i,-0.023064-0.0034486i,-0.01368+0.0017443i,0.0052186+0.0041644i,0.0199-0.0020026i,0.016091-0.0036896i
-0.061579-0.096966i,-0.084973-0.20044i,-0.080219-0.22594i,-0.080576-0.10684i,-0.095968+0.043526i,-0.094708+0.11192i,-0.084506+0.080085i,-0.099119+0.028268i,-0.098791+0.031978i,-0.047128+0.044001i,-0.00766+0.015308i,-0.014954-0.015187i,-0.025109-0.016928i,-0.014913-0.0044978i,0.0013567+0.0062159i,0.010865+0.012754i,0.012872+0.017887i,0.010178+0.019902i,0.0064447+0.017098i,0.002533+0.009489i,-0.0055631-0.0022098i,-0.016414-0.0098141i,-0.015261-0.0076132i
0.040589+0.099808i,0.058302+0.19308i,0.062538+0.21151i,0.097532+0.13069i,0.17155+0.050387i,0.20825-0.0063379i,0.17116-0.021475i,0.12206+0.0070474i,0.095746+0.01568i,0.058833-0.0054321i,0.015246-0.0089175i,-0.0017562+0.01038i,0.0024396+0.019733i,0.006687+0.0070985i,0.0036452-0.010572i,-0.0014573-0.021316i,-0.003483-0.025095i,-0.00085867-0.02076i,0.0039234-0.011298i,0.0048964-0.0050977i,0.0023736+0.0026657i,0.00068042+0.01496i,0.002315+0.016962i
-0.024944-0.083259i,-0.029559-0.16687i,-0.023266-0.18462i,-0.047592-0.13805i,-0.11453-0.1078i,-0.15685-0.067845i,-0.1288-0.015726i,-0.074189-0.00638i,-0.055654-0.017884i,-0.051134-0.0042502i,-0.028252+0.013415i,-0.0058758+0.0081224i,-0.0021428-0.0048472i,-0.009891-0.0082513i,-0.013413-0.0027787i,-0.012256+0.0067282i,-0.012714+0.01279i,-0.011473+0.0090345i,-0.0086191+0.00013201i,-0.0078343-0.0013113i,-0.0019151+0.0013486i,0.011527-0.0025588i,0.018152-0.0099023i
0.01405+0.083167i,0.014036+0.15245i,0.0087835+0.16495i,0.027758+0.13542i,0.074749+0.12416i,0.11022+0.093213i,0.10271+0.018834i,0.0563-0.018607i,0.026721+0.010701i,0.030739+0.028784i,0.029771+0.010384i,0.013901-0.0012429i,0.0023996+0.0082474i,-0.00027612+0.017085i,-0.00026768+0.01389i,0.0027846+0.005488i,0.0062228-0.00018337i,0.0049234-0.00087056i,0.0022329+0.0022607i,0.00455+0.003631i,0.0051795-0.00070749i,-0.0042725-0.00747i,-0.017545-0.010673i
0.0039427-0.076018i,0.0099222-0.14064i,0.014511-0.16351i,-0.00097601-0.14658i,-0.017978-0.13091i,-0.022568-0.10623i,-0.032638-0.057642i,-0.030697-0.029256i,-0.014771-0.039038i,-0.010731-0.042868i,-0.014025-0.025231i,-0.0080548-0.0094321i,0.0052482-0.0076436i,0.014954-0.01118i,0.013068-0.013128i,0.0017624-0.013829i,-0.0087756-0.01219i,-0.010062-0.0091733i,-0.0061538-0.00841i,-0.0053006-0.011374i,-0.0061752-0.010449i,-0.0053696-0.0007215i,-0.00044676+0.015155i
-0.0077428+0.068863i,-0.027179+0.1263i,-0.040465+0.15048i,-0.040021+0.13235i,-0.054428+0.099803i,-0.075057+0.071369i,-0.072652+0.05077i,-0.064806+0.050624i,-0.059372+0.060604i,-0.043457+0.057234i,-0.021009+0.041107i,-0.0075019+0.020513i,-0.0075872+0.0034316i,-0.013851-0.00030423i,-0.017027+0.008998i,-0.013636+0.021919i,-0.0061659+0.02582i,-0.0033358+0.018636i,-0.0077861+0.013751i,-0.013234+0.016967i,-0.011989+0.019607i,-0.0031257+0.015744i,0.010539+0.0037088i
0.023-0.061103i,0.05438-0.11594i,0.065061-0.13799i,0.047315-0.10183i,0.049258-0.038789i,0.06808-0.0045762i,0.077606-0.010542i,0.075239-0.028487i,0.067693-0.028951i,0.064275-0.021193i,0.053101-0.026716i,0.029096-0.030565i,0.0078455-0.018959i,0.0053078-0.0050225i,0.018805-0.003446i,0.030434-0.012877i,0.027753-0.019548i,0.018254-0.014429i,0.017313-0.0049619i,0.024951-0.0022803i,0.02712-0.0040438i,0.02099-0.0041971i,0.0081901-0.007678i
-0.031702+0.057907i,-0.071423+0.10767i,-0.080657+0.13546i,-0.045852+0.11873i,-0.017317+0.078616i,-0.019658+0.047544i,-0.050929+0.036221i,-0.083828+0.036872i,-0.087438+0.024163i,-0.078153+0.0010273i,-0.06991+0.00056616i,-0.052085+0.015207i,-0.028871+0.019271i,-0.01261+0.0077264i,-0.011586-0.0091845i,-0.021479-0.017963i,-0.026147-0.016708i,-0.019616-0.014642i,-0.012531-0.01887i,-0.013665-0.023024i,-0.015489-0.021701i,-0.013166-0.018265i,-0.011907-0.0093341i
0.048726-0.04977i,0.098201-0.095954i,0.11491-0.12341i,0.083496-0.11692i,0.043063-0.1019i,0.012251-0.077495i,0.017052-0.029175i,0.051797+0.015533i,0.06009+0.041728i,0.046098+0.054844i,0.044732+0.041774i,0.040223+0.011402i,0.024739-0.0060468i,0.0083406-0.0053736i,-0.0037034+0.0038889i,-0.0075098+0.013869i,-0.0068819+0.017502i,-0.012132+0.015865i,-0.020391+0.016342i,-0.020866+0.019165i,-0.01649+0.019426i,-0.012584+0.018416i,-0.0050716+0.017048i
-0.043957+0.036102i,-0.10072+0.068583i,-0.12481+0.085431i,-0.10523+0.088052i,-0.074018+0.10851i,-0.021114+0.12413i,0.030323+0.071713i,0.026106-0.013893i,0.0035521-0.053312i,0.0021884-0.054703i,-0.0069536-0.046948i,-0.023546-0.027486i,-0.023713-0.0066286i,-0.0091834+0.00098637i,0.0048532-0.0052098i,0.0084612-0.015632i,0.0077843-0.015633i,0.012291-0.0034662i,0.019271+0.0065664i,0.020479+0.0054718i,0.016655+0.00201i,0.01464+0.0021755i,0.016244-0.00070899i
0.05448-0.027565i,0.11117-0.05472i,0.13796-0.070476i,0.12943-0.069463i,0.12634-0.083324i,0.096485-0.11364i,0.0071329-0.094814i,-0.055559-0.015248i,-0.053456+0.042296i,-0.043713+0.049882i,-0.032577+0.047781i,-0.0087439+0.041249i,0.0077018+0.023509i,0.0054052+0.0078073i,-0.007773+0.0038397i,-0.01812+0.0092262i,-0.017534+0.010822i,-0.011465+0.00021408i,-0.0087185-0.011481i,-0.0095744-0.010993i,-0.0099971-0.0047847i,-0.009378-0.0032846i,-0.010062-0.0071694i
-0.049185+0.014405i,-0.10781+0.027693i,-0.14263+0.030907i,-0.14856+0.015702i,-0.16516+0.0025156i,-0.16087+0.026572i,-0.06617+0.056788i,0.040005+0.028392i,0.065042-0.011592i,0.059474-0.01183i,0.055534-0.01391i,0.035493-0.026001i,0.0097149-0.024639i,-0.0045584-0.011738i,-0.0032141+0.0010014i,0.0085188+0.0049197i,0.01333+0.0046341i,0.0057833+0.008114i,-0.00014245+0.013918i,0.0036284+0.014146i,0.010467+0.0095368i,0.012241+0.0060145i,0.00695+0.0075169i
0.049202-0.0034286i,0.10298-0.0024628i,0.13094+0.005293i,0.11624+0.041921i,0.11711+0.1086i,0.14416+0.11829i,0.095625+0.033095i,-0.016905-0.023337i,-0.067088-0.011556i,-0.054578-0.0084754i,-0.044823-0.010687i,-0.034535+0.002812i,-0.014413+0.012357i,0.0046647+0.011317i,0.012276+0.002785i,0.0073687-0.0077148i,0.0030515-0.011502i,0.0077087-0.011084i,0.011686-0.014254i,0.006863-0.017904i,-0.0017142-0.017378i,-0.0069089-0.013851i,-0.0022476-0.0059846i
-0.044143-0.0091635i,-0.0952-0.021143i,-0.12114-0.025339i,-0.080047-0.042347i,-0.025585-0.12233i,-0.040414-0.18445i,-0.068464-0.1134i,-0.027768-0.0037426i,0.019825+0.03147i,0.021921+0.030217i,0.019203+0.02468i,0.018844+0.0069192i,0.0071022-0.0087854i,-0.0072821-0.013758i,-0.014885-0.010507i,-0.014584-0.0023168i,-0.012594+0.0010264i,-0.015983-0.00079243i,-0.021106+0.0011094i,-0.020084+0.0079804i,-0.013826+0.01516i,-0.0052607+0.016921i,0.0023515+0.0078894i
0.043244+0.013465i,0.088416+0.038665i,0.11417+0.04722i,0.059089+0.045016i,-0.050826+0.10433i,-0.083973+0.18969i,-0.014341+0.16448i,0.02346+0.052925i,-0.00097985-0.013386i,-0.008442-0.019581i,-0.0042477-0.017738i,-0.0111-0.010744i,-0.011041+0.0052368i,-0.0016287+0.015736i,0.0089184+0.013481i,0.01483+0.0043902i,0.013715+0.00086777i,0.011711+0.0049003i,0.012814+0.007995i,0.015781+0.006193i,0.019567-0.00073703i,0.020801-0.0095626i,0.01203-0.012888i
-0.033672-0.029865i,-0.07505-0.065655i,-0.10215-0.074916i,-0.049074-0.029608i,0.090234-0.0063398i,0.18129-0.060849i,0.11165-0.10416i,0.00093445-0.05448i,-0.022895+0.013683i,-0.012518+0.02148i,-0.011881+0.0085884i,-0.0054825+0.0065421i,0.0043192+0.0028283i,0.0094152-0.0066692i,0.0038656-0.016244i,-0.0070985-0.019703i,-0.011804-0.019015i,-0.010272-0.018383i,-0.008881-0.015944i,-0.011794-0.012055i,-0.017666-0.010989i,-0.023351-0.0095469i,-0.022012-0.0015439i
0.020833+0.028675i,0.053976+0.075258i,0.087494+0.09469i,0.079096+0.027558i,-0.015276-0.076353i,-0.13259-0.09069i,-0.12611-0.012029i,-0.027646+0.022236i,0.015016-0.0044419i,0.0043571-0.0036877i,-0.00011541+0.0091455i,-0.00037988+0.0050866i,-0.0031838+0.00075216i,-0.0072322+0.0010274i,-0.011775+0.0048248i,-0.012128+0.011481i,-0.010174+0.016286i,-0.0089278+0.017658i,-0.0043306+0.017229i,0.002518+0.015492i,0.0065877+0.016988i,0.0078346+0.019578i,0.009447+0.01742i
-0.021605-0.037572i,-0.043994-0.087771i,-0.079635-0.12649i,-0.12125-0.07681i,-0.10824+0.069932i,-0.010505+0.17276i,0.05755+0.12188i,0.020058+0.035904i,-0.024193+0.022325i,-0.011818+0.021308i,0.0033131+0.0058263i,0.003888+0.00045414i,0.0068106-0.001693i,0.0097601-0.0052127i,0.011603-0.0071211i,0.012635-0.009119i,0.012558-0.0099112i,0.012201-0.009229i,0.0091577-0.010273i,0.0053053-0.011998i,0.0052027-0.011824i,0.0063976-0.010247i,0.0074577-0.0087854i
0.0082729+0.036089i,0.012948+0.089553i,0.028191+0.15024i,0.085733+0.15077i,0.15635+0.035115i,0.14175-0.11288i,0.052331-0.13814i,0.012409-0.060313i,0.027002-0.010872i,0.017778-0.0090148i,-0.0019318-0.0078868i,-0.0058449-0.0053287i,-0.0071164-0.005756i,-0.010696-0.0071392i,-0.015095-0.0081648i,-0.019197-0.0044072i,-0.020236-0.00081327i,-0.017007+0.00053252i,-0.012331+0.0017555i,-0.0089209+0.0020012i,-0.0075393+0.0025993i,-0.0062232+0.0032821i,-0.0054845+0.00014792i
0.00086984-0.034663i,0.010878-0.084284i,0.018532-0.14937i,-0.026733-0.18983i,-0.13447-0.14124i,-0.19541-0.0093264i,-0.12957+0.077305i,-0.045354+0.046931i,-0.031496-0.0001923i,-0.024088+0.0079948i,-0.0013121+0.020951i,0.0047136+0.014393i,0.0010789+0.0066744i,-0.0027945+0.0054042i,-0.0030435+0.0096505i,0.0037564+0.012954i,0.0097147+0.013312i,0.010846+0.011624i,0.0091458+0.0066914i,0.007684+0.001148i,0.0082495-0.0020063i,0.0086371-0.0033889i,0.0050152-0.0009548i
-0.0071637+0.030971i,-0.032619+0.072192i,-0.073449+0.13145i,-0.08283+0.20413i,-0.0014383+0.2416i,0.11728+0.17325i,0.12925+0.046325i,0.05106-0.00023015i,0.016044+0.02192i,0.021397+0.0085656i,0.013667-0.021536i,0.0032526-0.023773i,-0.00086186-0.013601i,0.00069693-0.0061434i,0.0049577-0.0042546i,0.0044076-0.007767i,0.00072157-0.011997i,-0.0020454-0.012745i,-0.0043162-0.0099578i,-0.0084553-0.0059335i,-0.012053-0.0035996i,-0.011359-0.0025148i,-0.0054106-0.00070844i
0.0099945-0.02591i,0.046473-0.049374i,0.1141-0.070758i,0.18682-0.1088i,0.18284-0.17501i,0.069921-0.19707i,-0.028585-0.12229i,-0.026129-0.048221i,-0.0065166-0.035883i,-0.019016-0.01968i,-0.025222+0.0065276i,-0.019663+0.011592i,-0.014357+0.0082103i,-0.010116+0.0049791i,-0.0084022+0.0028044i,-0.0069204+0.0053714i,-0.0048938+0.0092986i,-0.002993+0.01004i,-0.0011292+0.0090287i,0.00093539+0.0087687i,0.003546+0.011014i,0.0069029+0.01243i,0.007645+0.0070519i
-0.02006+0.018144i,-0.056436+0.029201i,-0.12158+0.01304i,-0.21085-0.008847i,-0.26337+0.034598i,-0.1987+0.11382i,-0.076801+0.115i,-0.031288+0.058217i,-0.037109+0.035941i,-0.014476+0.031536i,0.010617+0.013194i,0.013432+0.0019213i,0.010186+0.0031306i,0.0084641+0.0072398i,0.010515+0.0072638i,0.013339+0.0015829i,0.012918-0.0026923i,0.0099483-0.0049427i,0.0059683-0.0060431i,0.0042949-0.0048839i,0.0066064-0.0079176i,0.0071863-0.013651i,0.0027446-0.0134i
0.019355-0.012593i,0.050478-0.011852i,0.093324+0.036714i,0.15712+0.12341i,0.22863+0.14575i,0.228+0.054219i,0.13265-0.031795i,0.054366-0.024667i,0.03882-0.00068614i,0.020321-0.010207i,-0.0079951-0.015196i,-0.015064-0.0088693i,-0.006939-0.0047574i,0.0026494-0.0066155i,0.0053928-0.014001i,0.0001695-0.018484i,-0.0061892-0.016778i,-0.0092444-0.012272i,-0.0083346-0.0076157i,-0.0071967-0.0041668i,-0.010147-0.0015111i,-0.014761+0.0016838i,-0.014768+0.0052839i
-0.02026+0.010851i,-0.04172+0.0013277i,-0.045043-0.057049i,-0.036682-0.17308i,-0.065598-0.25143i,-0.1156-0.1848i,-0.1042-0.05483i,-0.055016-0.0086181i,-0.039971-0.013036i,-0.031546+0.0079341i,-0.0086613+0.024831i,0.0040547+0.018306i,0.0050264+0.0086187i,0.00077735+0.0040331i,-0.0054504+0.0048574i,-0.0079216+0.0060794i,-0.0074634+0.0065281i,-0.0054857+0.0069487i,-0.0021562+0.0070058i,0.0010783+0.0075086i,0.0046932+0.0091019i,0.0096127+0.010307i,0.012904+0.010727i
