-0.0013121+0.0010764i,-0.00057795+1.5218e-05i,-0.001702+0.00081689i,-0.00178+0.0010984i,-0.00055038+0.00025092i,-0.0011792-0.00011115i,-0.0023801+0.00039575i,-0.0014551+0.0012688i,-2.1822e-05+0.0012209i,0.00068281+0.00053771i,0.0004256-1.8895e-05i,8.8907e-05-0.00019308i,0.00026826-0.00066641i,-0.00054698-0.00041644i,-0.0013277-0.00031692i,-0.0005299-0.0011266i,0.00010165-0.0011508i,0.00010387-0.0011191i,0.00036948-0.00091824i,0.0003339-0.0004191i,3.989e-06-0.00068508i,-0.00025284-0.00095511i,3.819e-05-0.00030054i
-0.070662+0.026492i,-0.20117+0.087328i,-0.33781+0.17955i,-0.34501+0.24562i,-0.23053+0.22786i,-0.13548+0.16033i,-0.094318+0.099297i,-0.063904+0.028157i,-0.041851-0.028908i,-0.027347-0.035227i,-0.015175-0.017738i,-0.014814+0.00015429i,-0.018169+0.016956i,-0.012145+0.024935i,0.0012692+0.022424i,0.012847+0.014023i,0.013666+0.0048309i,0.0060385+0.0017183i,0.00025293+0.0024928i,-0.00074142-0.00045228i,-0.0023554-0.0038672i,-0.0053464-0.0029725i,-0.0056541+0.0014211i
0.075953-0.015436i,0.21492-0.055133i,0.37022-0.122i,0.39551-0.17909i,0.28172-0.16699i,0.17893-0.089328i,0.12463-0.017068i,0.068138+0.036961i,0.024717+0.069282i,0.010231+0.060273i,0.0078063+0.032854i,0.013702+0.011391i,0.021064-0.0040258i,0.017871-0.013901i,0.0054-0.01923i,-0.0064664-0.018513i,-0.0098319-0.010231i,-0.0046777-0.0014158i,0.00017647+0.0020739i,0.000587+0.0039761i,0.0020704+0.0070658i,0.0055165+0.0078683i,0.0084455+0.0053605i
-0.077838+0.0046645i,-0.21493+0.021274i,-0.37625+0.057156i,-0.41236+0.094665i,-0.29914+0.076448i,-0.17422-0.0047267i,-0.088549-0.062164i,-0.0086832-0.072319i,0.040606-0.072776i,0.036685-0.063371i,0.013471-0.040993i,-0.0037372-0.019439i,-0.013822-0.0090078i,-0.017951-0.0046838i,-0.014231+0.0027044i,-0.0068805+0.0079106i,-0.0028533+0.0040788i,-0.0029767-0.0023136i,-0.0026919-0.0031972i,7.2308e-05-0.0021627i,0.0015208-0.0045908i,0.00074544-0.0093129i,-0.00067939-0.012066i
0.071418+0.0030029i,0.21223+0.010341i,0.38036+0.0048901i,0.41709-0.020057i,0.27482-0.0027442i,0.10288+0.075679i,-0.0037222+0.11544i,-0.071635+0.088978i,-0.10012+0.065911i,-0.072757+0.058421i,-0.027334+0.040058i,0.00093274+0.020932i,0.011577+0.014815i,0.014221+0.012171i,0.012858+0.0043353i,0.0089095-0.002569i,0.0047406+0.00043624i,0.0020238+0.00708i,0.0022459+0.0067555i,0.0015175+0.0024641i,-0.0013776+0.0022605i,-0.0047895+0.0058452i,-0.0076737+0.0087976i
-0.071712-0.017714i,-0.20439-0.049741i,-0.37188-0.075446i,-0.41176-0.060266i,-0.25016-0.047772i,-0.036354-0.079894i,0.087152-0.081468i,0.13554-0.029326i,0.14249-0.0061794i,0.10077-0.022684i,0.04174-0.02738i,0.0067867-0.018822i,-0.0052178-0.017268i,-0.011023-0.016676i,-0.015012-0.0076476i,-0.015782-0.00053659i,-0.010756-0.0034419i,-0.0043533-0.0088285i,-0.0025313-0.0075659i,-0.00038893-0.0021014i,0.0039217+0.00013671i,0.0081087-0.0017867i,0.010823-0.0042768i
0.065361+0.027264i,0.18963+0.080988i,0.34738+0.13653i,0.38308+0.11985i,0.21456+0.051597i,-0.015555+0.017471i,-0.12671-0.0045484i,-0.13279-0.047662i,-0.12143-0.057459i,-0.092591-0.023387i,-0.046406+0.001725i,-0.013013+0.007001i,-3.4634e-06+0.010337i,0.0050278+0.013267i,0.010054+0.010421i,0.012126+0.0060411i,0.0048887+0.0057224i,-0.0040824+0.0078489i,-0.0046889+0.0048924i,-0.0027021-0.0014774i,-0.0043019-0.0037076i,-0.0091777-0.0031099i,-0.012224-0.0035211i
-0.057731-0.036005i,-0.16848-0.10931i,-0.30967-0.18859i,-0.35154-0.17197i,-0.21773-0.049636i,-0.017425+0.07036i,0.077551+0.13025i,0.070233+0.15153i,0.066867+0.13607i,0.068124+0.081234i,0.044535+0.031591i,0.018254+0.010339i,0.0069155+0.0029168i,0.0038607-0.0019179i,-0.00076933-0.0043702i,-0.0040317-0.004718i,0.00062318-0.0059049i,0.0068927-0.0062713i,0.0044415-0.00297i,-0.00056079+0.0021215i,0.00044942+0.0053945i,0.0043342+0.0078425i,0.0061085+0.010441i
0.048028+0.046695i,0.14278+0.13806i,0.27026+0.24159i,0.3224+0.22298i,0.22782+0.050943i,0.079364-0.12903i,0.015303-0.19996i,0.023004-0.19366i,0.0091306-0.16461i,-0.025803-0.11083i,-0.032715-0.05276i,-0.017565-0.020002i,-0.0077015-0.0084649i,-0.0049912-0.0031653i,-0.0017267+0.0011003i,-0.00063452+0.0027138i,-0.0068448+0.0018194i,-0.013069+0.00021387i,-0.0088958-0.00017732i,-0.0004835-0.00082573i,0.0028324-0.0031396i,0.0022402-0.0073493i,0.0027783-0.011545i
-0.039009-0.049107i,-0.11112-0.1549i,-0.21039-0.28313i,-0.2754-0.28517i,-0.25804-0.095435i,-0.1846+0.12177i,-0.12975+0.20453i,-0.10593+0.19i,-0.064076+0.16098i,-0.0056496+0.11778i,0.021265+0.061938i,0.015707+0.025219i,0.0085477+0.012976i,0.0082705+0.0066451i,0.0070809-0.0016819i,0.0048956-0.0061614i,0.0083219-0.0019799i,0.010817+0.0040359i,0.0044752+0.0037388i,-0.0025806+0.0010439i,-0.0052694+0.00040041i,-0.0062162+0.0033691i,-0.0070279+0.0062279i
0.029031+0.052356i,0.082458+0.16786i,0.15256+0.31422i,0.22061+0.34383i,0.26715+0.17939i,0.25933-0.029916i,0.20976-0.11156i,0.15881-0.096007i,0.10563-0.088031i,0.043907-0.083163i,0.0048408-0.05335i,0.00014625-0.023356i,0.0030212-0.011709i,-0.0015998-0.0077757i,-0.0059789-0.0018626i,-0.0078547+0.0012788i,-0.011876-0.0033414i,-0.012645-0.0062211i,-0.0056663-0.0012208i,0.0025254+0.0034182i,0.0070444+0.0033462i,0.0095443+0.0011044i,0.012192+0.00023507i
-0.016524-0.056473i,-0.044876-0.17601i,-0.080478-0.3352i,-0.14215-0.39957i,-0.23629-0.293i,-0.29305-0.1186i,-0.25296-0.022625i,-0.17047-0.0069612i,-0.1125+0.013464i,-0.065109+0.039328i,-0.025667+0.035673i,-0.010419+0.016456i,-0.0066174+0.0062153i,-0.0016618+0.0027579i,0.001903-0.0028381i,0.0032909-0.0047668i,0.0040187+0.00088945i,0.0035166+0.006963i,0.0017324+0.0043632i,-0.0017701-0.0019635i,-0.0054135-0.0044126i,-0.008122-0.0052785i,-0.0099262-0.0089271i
0.010205+0.057895i,0.014362+0.17697i,0.016282+0.3374i,0.052481+0.42567i,0.14606+0.37426i,0.22714+0.26134i,0.21285+0.17471i,0.14794+0.11993i,0.11132+0.064168i,0.082932+0.0073259i,0.044777-0.016692i,0.020712-0.010745i,0.010668-0.0042572i,0.0017959-0.0027593i,-0.0050209+0.00055997i,-0.0079711+0.00093932i,-0.0075378-0.0039776i,-0.0044718-0.0065518i,-0.0010708-0.0021225i,0.00083955+0.004766i,0.0023732+0.0084392i,0.0038065+0.0095754i,0.0023135+0.011978i
-0.00025611-0.055598i,0.019259-0.16767i,0.060593-0.32369i,0.061216-0.43494i,-0.030674-0.43516i,-0.12522-0.35633i,-0.12952-0.25184i,-0.09261-0.16052i,-0.083864-0.088826i,-0.078088-0.026953i,-0.049732+0.0069822i,-0.023499+0.0091827i,-0.010306+0.004037i,-0.0025711+0.002341i,0.0012431+0.0013357i,0.0019791+0.0015208i,0.00037549+0.0038323i,-0.00057288+0.0037645i,0.0019625-0.0008397i,0.0040598-0.0062546i,0.0045854-0.0095258i,0.0041823-0.0093353i,0.004999-0.009228i
-0.010452+0.052889i,-0.048996+0.15333i,-0.12419+0.28678i,-0.17606+0.38684i,-0.1296+0.41929i,-0.033898+0.37599i,0.018163+0.26638i,0.031912+0.15941i,0.051946+0.091414i,0.063689+0.03879i,0.045387+0.0030335i,0.020735-0.0047331i,0.0050362-0.00095483i,-0.0039484+0.00174i,-0.0052198+0.0026458i,-0.0027206+0.0010252i,-0.0003238-0.0020439i,-0.00085055-0.0026176i,-0.0060252+0.00063347i,-0.0093654+0.0049801i,-0.0088166+0.007104i,-0.0077744+0.0068081i,-0.0092561+0.0041838i
0.020451-0.048259i,0.07665-0.13053i,0.17755-0.23336i,0.26287-0.30206i,0.26096-0.32981i,0.17411-0.30709i,0.081618-0.21011i,0.030771-0.1061i,-0.003989-0.057184i,-0.028302-0.033198i,-0.027405-0.010309i,-0.012279+0.0009231i,0.00062367+0.002142i,0.0072805+0.001066i,0.0075178+0.00063461i,0.0041596+0.00071224i,5.1745e-05+0.00045475i,-0.0019589+0.00046239i,0.0011996+0.00030967i,0.0077408-0.001651i,0.011765-0.0036231i,0.011944-0.0024945i,0.011441+0.0015385i
-0.024501+0.041229i,-0.092818+0.10628i,-0.20908+0.17451i,-0.31573+0.19673i,-0.34585+0.18841i,-0.28322+0.1784i,-0.16877+0.1298i,-0.078134+0.064029i,-0.029311+0.040697i,0.0023731+0.03617i,0.01639+0.01912i,0.01237+0.0043637i,0.0040525+3.1096e-05i,-0.00042389-0.0010866i,-0.0020132-0.0012048i,-0.00085417-0.0011865i,0.0014077-0.0013535i,-2.1588e-05+4.6848e-05i,-0.0048605+0.0015975i,-0.010049+0.0014477i,-0.012621+0.00050664i,-0.011291-0.0019264i,-0.0077732-0.0063624i
0.03213-0.03153i,0.10645-0.078716i,0.22991-0.10883i,0.33697-0.08571i,0.36122-0.050852i,0.30082-0.042169i,0.18789-0.031471i,0.093074-0.013989i,0.048339-0.020415i,0.018901-0.034923i,-0.0042293-0.026383i,-0.010339-0.0083535i,-0.0058613+0.00139i,0.00032271+0.0036863i,0.0046955+0.0016108i,0.0038062-0.0013841i,0.00032102-0.0017011i,-0.00082664-5.2058e-05i,0.0015814+0.0026808i,0.0054355+0.0056285i,0.0082022+0.0061354i,0.0082139+0.0056472i,0.0046634+0.0068904i
-0.033692+0.0273i,-0.10959+0.057421i,-0.21565+0.050112i,-0.2987-0.025134i,-0.32334-0.09062i,-0.27554-0.080369i,-0.17018-0.032591i,-0.079431+0.00094687i,-0.040809+0.023053i,-0.01912+0.036987i,0.0037295+0.029284i,0.015206+0.010532i,0.01401-0.0053225i,0.0049876-0.012244i,-0.004184-0.010392i,-0.0067651-0.0053385i,-0.004947-0.0026222i,-0.0027406-0.0026506i,-0.0015721-0.0039751i,-0.0017342-0.0072107i,-0.003554-0.0089991i,-0.0038196-0.0073415i,0.0004362-0.0046865i
0.034036-0.018911i,0.11036-0.03235i,0.19689-0.0053558i,0.23216+0.090383i,0.21883+0.18278i,0.17998+0.16879i,0.11267+0.08351i,0.05336+0.022351i,0.029759-0.0074495i,0.017022-0.024162i,-0.00076591-0.022756i,-0.012771-0.0096935i,-0.014158+0.0031942i,-0.0072261+0.0096638i,0.00087096+0.0076192i,0.0034201+0.0022867i,0.0021415+0.000192i,0.00012821+0.0016417i,-0.00064755+0.0053902i,0.0001508+0.009652i,-0.00013987+0.011408i,-0.0015311+0.009688i,-0.0045894+0.0047658i
-0.040132+0.010933i,-0.10551+0.011661i,-0.16742-0.026243i,-0.15306-0.12285i,-0.089621-0.21282i,-0.062836-0.19767i,-0.048321-0.098541i,-0.020895-0.027017i,-0.010848-0.0020381i,-0.010172+0.011621i,-0.00053216+0.017317i,0.0096082+0.011883i,0.01105+0.00047823i,0.0035102-0.0083811i,-0.0057659-0.0089186i,-0.0091255-0.0047273i,-0.00726-0.0022686i,-0.0029524-0.0026426i,0.00065472-0.0051519i,0.0028545-0.009157i,0.0042637-0.011674i,0.0041251-0.0093659i,0.0032435-0.0031478i
0.038869-0.0057302i,0.10026+0.0035502i,0.13823+0.045756i,0.078693+0.12221i,-0.026789+0.17898i,-0.051795+0.17064i,-0.014496+0.10475i,0.002602+0.047278i,0.0095441+0.025637i,0.018056+0.010543i,0.012645-0.0052213i,0.00092837-0.01091i,-0.0060766-0.0064774i,-0.0057993+0.0017151i,-0.00040177+0.0064945i,0.0041444+0.0057082i,0.0037323+0.0030165i,-0.00057053+0.0019332i,-0.002895+0.0036823i,-0.004458+0.006362i,-0.0058133+0.0082282i,-0.0047148+0.0070843i,-0.0023989+0.0028417i
-0.036792-0.0029298i,-0.08869-0.018573i,-0.10752-0.049903i,-0.022881-0.088656i,0.09132-0.11068i,0.10759-0.10375i,0.048758-0.06949i,0.0075954-0.03594i,-0.0071384-0.024589i,-0.017702-0.01605i,-0.017417+0.0011956i,-0.007185+0.015242i,0.0024451+0.015983i,0.0045653+0.0059456i,0.00076379-0.0029468i,-0.0029642-0.0048961i,-0.0034321-0.002467i,-0.0017437+0.00018942i,0.00072552-0.00044002i,0.0034736-0.0025077i,0.0059105-0.0037227i,0.0055762-0.0037287i,0.0017923-0.0018389i
0.034107+0.013705i,0.080335+0.033565i,0.09763+0.049435i,0.0072637+0.03434i,-0.12254+0.011785i,-0.14167+0.014779i,-0.069776+0.026108i,-0.013098+0.027108i,0.0095929+0.024183i,0.021339+0.016391i,0.023244-1.1539e-05i,0.016399-0.013428i,0.0058109-0.015535i,-0.0014335-0.0055018i,-3.1444e-05+0.0050306i,0.0038576+0.0067692i,0.0032887+0.0032158i,0.00050563-0.00040075i,-0.0013818-0.0012217i,-0.0031483-0.0011205i,-0.0043999-0.00052757i,-0.0041826-1.1897e-05i,-0.00075958-0.00030812i
-0.029558-0.014875i,-0.071642-0.039733i,-0.090291-0.048048i,-0.021978+0.0051478i,0.087679+0.075909i,0.1088+0.071202i,0.053818+0.026467i,0.016584+0.0082167i,0.0040565+0.0019751i,-0.0068139-0.003851i,-0.014294+0.00023736i,-0.011748+0.0082544i,-0.0031045+0.0095003i,0.0034339+0.0013778i,0.0036402-0.0081855i,-2.781e-05-0.011323i,-0.0037336-0.0076239i,-0.0040371-0.0015904i,-0.0016014+0.0027353i,0.0015535+0.0048878i,0.0032898+0.0036887i,0.0024294+0.0011579i,0.00037985-0.00088364i
0.025425+0.018626i,0.066026+0.04905i,0.094279+0.051983i,0.059538-0.031951i,-0.015219-0.14228i,-0.054672-0.13688i,-0.040903-0.059001i,-0.020892-0.024475i,-0.014106-0.01393i,-0.0058445+1.3321e-05i,0.0055881+0.0041291i,0.010744-0.00012723i,0.0079651-0.0018846i,0.0031883+0.0014743i,8.553e-05+0.0052349i,-0.00012729+0.0059748i,0.0021022+0.0036795i,0.0029825+0.00011739i,0.0018327-0.0022399i,-0.00058399-0.0035056i,-0.0026908-0.0033113i,-0.0023487-0.0015481i,8.2723e-05+0.00021713i
-0.020787-0.022825i,-0.054673-0.059259i,-0.094671-0.063635i,-0.10526+0.027814i,-0.080712+0.14544i,-0.033627+0.15723i,0.007342+0.090507i,0.02272+0.047766i,0.027687+0.02841i,0.0217+0.0070612i,0.0050489-0.0059716i,-0.0068463-0.0088787i,-0.0086675-0.0090407i,-0.0053832-0.0090549i,-0.0018443-0.0093624i,-0.0014098-0.0095964i,-0.0041395-0.0076112i,-0.0062399-0.0035053i,-0.0038236+0.00064689i,0.00037571+0.0022652i,0.0025613+0.0013397i,0.0018202-0.00019448i,0.00036879-0.0016509i
0.016252+0.024568i,0.045725+0.066853i,0.098995+0.083868i,0.15129+0.0030138i,0.15584-0.1147i,0.10014-0.13413i,0.030236-0.077677i,-0.0086882-0.035534i,-0.02119-0.015595i,-0.018782+0.0011792i,-0.0072025+0.013008i,0.0039283+0.017566i,0.0094947+0.01523i,0.0053082+0.0093332i,-0.0030344+0.0065579i,-0.0058142+0.0069525i,-0.0026996+0.0062503i,0.00089444+0.004262i,0.0011051+0.0023185i,-0.0011247+0.0012926i,-0.0026275+0.00119i,-0.0021168+0.0017459i,-0.0011244+0.0019794i
-0.0096644-0.025838i,-0.030018-0.073446i,-0.083312-0.11255i,-0.17012-0.069088i,-0.22392+0.032495i,-0.17249+0.073721i,-0.074226+0.053561i,-0.014971+0.033392i,0.0071291+0.017858i,0.013094+0.0015704i,0.0091555-0.011458i,0.0021405-0.016914i,-0.002334-0.014699i,-0.00090669-0.0083531i,0.0033548-0.0047456i,0.0045477-0.0056955i,0.0015641-0.0072175i,-0.0016088-0.0066551i,-0.0014036-0.0038035i,0.0018895-0.0024488i,0.0041669-0.0023826i,0.0029946-0.0024288i,0.0015299-0.0032224i
0.0026678+0.027954i,0.014508+0.080928i,0.060949+0.14034i,0.15859+0.13774i,0.23837+0.071228i,0.19718+0.012418i,0.096256-0.0070391i,0.042879-0.0078445i,0.021956-0.0057849i,0.0035125-0.00069i,-0.0067317+0.007472i,-0.0066829+0.012319i,-0.0046211+0.011227i,-0.0077964+0.0088316i,-0.01084+0.0085327i,-0.01012+0.0088137i,-0.0080483+0.0086363i,-0.0048868+0.0075042i,-0.0036855+0.0046361i,-0.0042847+0.0015553i,-0.0056288+0.00056954i,-0.0051567+0.0020989i,-0.002998+0.0038615i
0.0026835-0.028309i,0.0050146-0.082158i,-0.024342-0.15931i,-0.1169-0.2022i,-0.20923-0.17866i,-0.19599-0.10356i,-0.11335-0.030826i,-0.060568-0.0010359i,-0.035781+0.0073282i,-0.010702+0.0073899i,0.0075167-0.0001525i,0.014997-0.0051739i,0.017105-0.0058201i,0.018219-0.004765i,0.016308-0.0046611i,0.01239-0.0065907i,0.0094983-0.0086612i,0.0053042-0.0077455i,0.0016188-0.0043464i,0.0023587-0.00061496i,0.0058096+0.0022619i,0.0071645+0.0018998i,0.005138-0.0007241i
-0.0093012+0.022484i,-0.022634+0.076175i,-0.018653+0.16774i,0.048044+0.24737i,0.13115+0.25367i,0.14048+0.17735i,0.097695+0.080903i,0.063804+0.025823i,0.041692+0.003083i,0.015699-0.005319i,-0.0062521-0.0038434i,-0.017138-0.00055644i,-0.020052+0.0014644i,-0.017389+0.0016545i,-0.013176+0.0015556i,-0.011628+0.0024908i,-0.010556+0.0036134i,-0.0070812+0.0049462i,-0.0039295+0.003904i,-0.0033928-0.00052589i,-0.0053945-0.0048142i,-0.0073096-0.0045085i,-0.0060476-0.0010188i
0.011156-0.022223i,0.039873-0.070136i,0.067896-0.1595i,0.040489-0.25945i,-0.031244-0.29359i,-0.066337-0.21925i,-0.059842-0.10625i,-0.045886-0.034576i,-0.029147-0.0039776i,-0.010093+0.0070378i,0.0061786+0.0082384i,0.017767+0.0057846i,0.022351+0.0019608i,0.018181-0.00070086i,0.012318-0.00027838i,0.0096845+0.00039249i,0.0081399-0.00047498i,0.0053021-0.0017709i,0.0020968-0.00046632i,0.00095251+0.0044263i,0.0033486+0.0087613i,0.0064052+0.0083084i,0.0072033+0.0034517i
-0.01453+0.01683i,-0.054811+0.056112i,-0.11105+0.13418i,-0.12867+0.23299i,-0.088784+0.28377i,-0.036331+0.22649i,-0.00054509+0.12394i,0.016582+0.058714i,0.016815+0.024151i,0.0080708+0.002727i,-0.0026312-0.0079738i,-0.01168-0.010811i,-0.014201-0.0088667i,-0.011122-0.0081718i,-0.0079188-0.010161i,-0.0070256-0.010479i,-0.0073921-0.0078967i,-0.006737-0.003929i,-0.0033107-0.0018382i,0.00084324-0.0046048i,0.00032173-0.0088865i,-0.0036015-0.0098072i,-0.0060646-0.0064047i
0.019177-0.011969i,0.068692-0.037698i,0.14891-0.095673i,0.20477-0.18114i,0.19027-0.23426i,0.11818-0.19433i,0.046868-0.10943i,0.014326-0.055231i,0.0037226-0.027061i,-0.0014356-0.0057499i,-0.00090911+0.0087372i,0.0034568+0.014413i,0.00546+0.013848i,0.002975+0.013092i,0.00078338+0.012159i,0.00040766+0.010448i,0.00079409+0.0087687i,0.0011488+0.0060231i,-0.00037828+0.0039234i,-0.0027794+0.0058227i,-0.0037244+0.0092402i,-0.0021218+0.0097571i,0.0013221+0.0070029i
-0.020616+0.0085961i,-0.073769+0.019644i,-0.16793+0.047253i,-0.25238+0.097899i,-0.26154+0.13657i,-0.18769+0.12458i,-0.09246+0.086111i,-0.036011+0.056114i,-0.011079+0.034284i,0.0020671+0.012523i,0.0052488-0.0054049i,0.0034241-0.014772i,0.00088335-0.016871i,-0.0011503-0.016059i,-0.00055668-0.013867i,0.0010304-0.011267i,0.00035093-0.009918i,-0.0011291-0.006991i,0.00077857-0.0034209i,0.0047547-0.0037232i,0.0076141-0.0061768i,0.0065898-0.0076515i,0.0021272-0.0069129i
0.020585-0.0032831i,0.073348+0.0013474i,0.16995+0.0066217i,0.26282-0.0082322i,0.27743-0.036446i,0.2041-0.045179i,0.10859-0.038972i,0.047737-0.032057i,0.018175-0.021674i,0.0023408-0.0066066i,-0.0036401+0.007256i,-0.0038043+0.015969i,-0.0024226+0.019145i,-0.0015768+0.016403i,-0.0028175+0.011423i,-0.0050561+0.0073275i,-0.0057748+0.0058165i,-0.0042409+0.0053887i,-0.0032203+0.0031123i,-0.0056684+0.0013237i,-0.0099446+0.0017906i,-0.010909+0.0040827i,-0.0072782+0.005096i
-0.020272-0.0030082i,-0.066867-0.021834i,-0.1504-0.056865i,-0.23567-0.081312i,-0.2605-0.070252i,-0.19768-0.035491i,-0.10779-0.0019125i,-0.049235+0.013548i,-0.017913+0.012463i,-0.00074388+0.0056295i,0.0058882-0.002956i,0.0084186-0.01106i,0.0065038-0.01464i,0.00311-0.010361i,0.0035521-0.0037527i,0.0047221-0.00083103i,0.0048558-0.0014709i,0.0035148-0.0024522i,0.0021256-0.0011093i,0.0050244+0.0014272i,0.010053+0.0021599i,0.011391-0.00022609i,0.0090332-0.0027358i
0.015135+0.0059864i,0.054435+0.036004i,0.11927+0.095566i,0.18217+0.14986i,0.19707+0.15377i,0.14827+0.1022i,0.084311+0.042867i,0.044249+0.014857i,0.021075+0.0060871i,0.0064394+0.00090113i,-0.0021388+0.0010896i,-0.006267+0.0063765i,-0.0046803+0.0080984i,-0.001836+0.0034768i,-0.0023516-0.001342i,-0.0038141-0.0031291i,-0.0048387-0.0023619i,-0.0058919-0.0010834i,-0.0046675-0.0010333i,-0.0038492-0.0026097i,-0.0062803-0.0046926i,-0.0086722-0.0039629i,-0.0073672-0.0013388i
-0.013055-0.011846i,-0.036733-0.048804i,-0.074433-0.12285i,-0.1101-0.1947i,-0.11858-0.20322i,-0.09464-0.13758i,-0.061457-0.059784i,-0.035261-0.021227i,-0.017699-0.0075722i,-0.007508+0.0011829i,0.00083742+0.0038718i,0.007253+0.0006301i,0.009043-0.0018272i,0.0071412-0.0001448i,0.00468+0.0023893i,0.0031407+0.0040733i,0.0032883+0.0045302i,0.0037558+0.0031005i,0.0032514+0.0016964i,0.0029908+0.0038932i,0.0040951+0.007282i,0.0056369+0.0066261i,0.0058397+0.0028707i
0.0086489+0.014803i,0.020513+0.054246i,0.03064+0.13033i,0.034114+0.20307i,0.029775+0.20808i,0.025569+0.14417i,0.025992+0.074577i,0.023817+0.035621i,0.016908+0.01602i,0.0086504+0.0020085i,0.00074523-0.0047558i,-0.0051017-0.0045696i,-0.008028-0.0025242i,-0.0077176-0.0025236i,-0.0037142-0.0030818i,-0.00082523-0.0040801i,-0.0026597-0.0061223i,-0.0050584-0.0061i,-0.004357-0.0045203i,-0.0012399-0.0046827i,-0.00015064-0.0069842i,-0.0012234-0.0077657i,-0.0018436-0.0058495i
-0.0034904-0.01348i,-0.001797-0.052764i,0.014058-0.12267i,0.034882-0.18714i,0.038154-0.1895i,0.018552-0.12955i,-0.0047412-0.066545i,-0.013465-0.030351i,-0.010512-0.0096901i,-0.0057184+0.0025905i,-0.0011441+0.0061378i,0.0046628+0.0055045i,0.0088338+0.0044063i,0.0065915+0.0025126i,0.0012311+0.00067594i,-0.0017803+0.001808i,-0.0018075+0.0049251i,0.00045236+0.0056963i,0.001001+0.0045802i,-0.0017069+0.0045874i,-0.0036926+0.0065414i,-0.0032217+0.0076389i,-0.0019583+0.0060206i
0.00060714+0.01249i,-0.011854+0.047476i,-0.046066+0.1029i,-0.08735+0.14569i,-0.09712+0.13804i,-0.061611+0.094483i,-0.019227+0.057932i,0.00018936+0.034361i,0.005009+0.014751i,0.00451+0.0018731i,0.00085868-0.0030697i,-0.0039519-0.0042593i,-0.0073016-0.0034529i,-0.0058944-0.00047602i,-0.0010499+0.0010756i,0.0023637-0.00093301i,0.0016221-0.0043736i,-0.0016735-0.0059247i,-0.0028257-0.0045238i,0.00010761-0.0027297i,0.0036879-0.0035819i,0.004511-0.005252i,0.0030044-0.0043903i
0.0045969-0.011896i,0.025365-0.037503i,0.073045-0.074077i,0.12057-0.09583i,0.12102-0.082568i,0.072023-0.054795i,0.026618-0.036611i,0.010275-0.020542i,0.004839-0.0062039i,0.0013634+0.0002682i,0.00064089+0.002663i,0.0030992+0.004016i,0.00536+0.003286i,0.0028165-4.1537e-05i,-0.0013575-0.0026438i,-0.0038515-0.0020394i,-0.004326+0.00092833i,-0.0035537+0.0046103i,-0.0018397+0.0048067i,-0.0015049+0.0026488i,-0.0037685+0.0017177i,-0.0055247+0.0027486i,-0.0055331+0.0026676i
-0.0055845+0.0088534i,-0.03138+0.025889i,-0.081584+0.041209i,-0.12775+0.03847i,-0.12541+0.021639i,-0.079153+0.017421i,-0.037281+0.024448i,-0.017783+0.02072i,-0.0076866+0.011292i,-0.0017508+0.0052615i,-7.6015e-05+0.0011693i,-0.0015896-0.0012066i,-0.00164-0.0014196i,0.00082915+6.0589e-05i,0.0021831+0.0018914i,0.0024189+0.0019927i,0.0038422-0.00056742i,0.0040408-0.0034525i,0.0020444-0.0029199i,0.002229-0.00064723i,0.0056938-0.00058599i,0.007178-0.0013466i,0.0050564-0.0011676i
0.0085321-0.005i,0.033591-0.013452i,0.080692-0.012657i,0.11601+0.0030243i,0.10212+0.014824i,0.057825+0.005054i,0.030807-0.0081896i,0.02175-0.0079068i,0.012834-0.0045595i,0.0049574-0.0046177i,0.0010317-0.0040257i,0.00026075-0.001333i,-0.00035799+0.0011195i,-0.0022037+0.00075231i,-0.0020991-0.0010691i,-0.0016604-0.0020926i,-0.0033873-0.0012287i,-0.0046481+0.0017043i,-0.004177+0.0028394i,-0.0032781+0.0010616i,-0.0036326-0.00070932i,-0.0047143-0.0016338i,-0.0033545-0.0022542i
-0.010501+0.0047967i,-0.033374+0.0044247i,-0.0701-0.0097295i,-0.091421-0.036966i,-0.076849-0.046452i,-0.048451-0.02245i,-0.033537+0.0028334i,-0.02357+0.0079382i,-0.010774+0.0075157i,-0.0021101+0.0074281i,0.0011089+0.0048542i,0.0025288+0.0017066i,0.003063-0.0010962i,0.002215-0.0011735i,0.00075897+0.0012446i,0.00019577+0.0025237i,0.001978+0.0010347i,0.0043931-0.0021338i,0.0038753-0.0024811i,0.0022005-0.00041229i,0.0027747+0.001214i,0.0036216+0.002981i,0.0018307+0.003007i
0.006661-0.0019492i,0.026891+0.004107i,0.054605+0.027099i,0.062739+0.055199i,0.042884+0.054977i,0.026048+0.024962i,0.026185+0.0048457i,0.021874+0.0031977i,0.01097+0.0011248i,0.0028044-0.0022697i,-0.00083352-0.0024045i,-0.0015854+1.9777e-05i,-0.002048+0.0025572i,-0.0012909+0.001819i,0.0015424-0.00019585i,0.0020239-0.0016306i,-0.001182-0.0016648i,-0.0042834+7.418e-05i,-0.0040313+0.0014221i,-0.0025574+0.00087166i,-0.002134-0.0020209i,-0.0016089-0.0042148i,-0.00027749-0.0031135i
