-0.0013121+0.0010764i,-0.00057795+1.5218e-05i,-0.001702+0.00081689i,-0.00178+0.0010984i,-0.00055038+0.00025092i,-0.0011792-0.00011115i,-0.0023801+0.00039575i,-0.0014551+0.0012688i,-2.1822e-05+0.0012209i,0.00068281+0.00053771i,0.0004256-1.8895e-05i,8.8907e-05-0.00019308i,0.00026826-0.00066641i,-0.00054698-0.00041644i,-0.0013277-0.00031692i,-0.0005299-0.0011266i,0.00010165-0.0011508i,0.00010387-0.0011191i,0.00036948-0.00091824i,0.0003339-0.0004191i,3.989e-06-0.00068508i,-0.00025284-0.00095511i,3.819e-05-0.00030054i
-0.061521+0.027987i,-0.1015+0.050598i,-0.051524-0.0026763i,0.043746-0.15993i,-0.028249-0.25774i,-0.23351-0.19546i,-0.32562-0.1261i,-0.28811-0.11846i,-0.18496-0.063304i,-0.051433-9.763e-05i,0.031503+0.014617i,0.067026+0.046937i,0.097737+0.08844i,0.10909+0.078982i,0.093493+0.024004i,0.060043-0.024694i,0.041259-0.034387i,0.047532-0.017647i,0.043112+0.0013484i,0.030475+0.01217i,0.021499+0.0042983i,0.0043339-0.012973i,-0.0071761-0.019096i
0.078036-0.074305i,0.13081-0.21379i,0.024088-0.34183i,-0.25334-0.26792i,-0.37648-0.025796i,-0.24078+0.15534i,-0.11967+0.21842i,-0.070883+0.23051i,-0.0063393+0.17264i,0.024527+0.082544i,0.010387+0.035966i,0.013094+0.0055267i,0.029124-0.037032i,0.01509-0.065515i,-0.034283-0.059365i,-0.078038-0.033037i,-0.097976-0.021873i,-0.096169-0.025823i,-0.070365-0.021828i,-0.040042-0.012552i,-0.0241+0.0010882i,-0.014548+0.018824i,-0.0039778+0.022158i
-0.10193+0.088838i,-0.21065+0.27079i,-0.18655+0.50512i,0.057997+0.57353i,0.26924+0.40553i,0.29706+0.20482i,0.28035+0.11586i,0.22721+0.065553i,0.10898+0.013649i,0.026343-0.021295i,0.0090503-0.050141i,-0.0047618-0.074852i,-0.036817-0.085939i,-0.060979-0.059732i,-0.046748-0.002048i,-0.010542+0.04187i,0.0091913+0.064611i,0.0098444+0.073608i,0.0097449+0.058672i,0.013828+0.030091i,0.019668+0.0065429i,0.026235-0.0076047i,0.024253-0.011619i
0.090207-0.11072i,0.20968-0.33273i,0.24672-0.61219i,0.10007-0.69573i,-0.066545-0.50163i,-0.11001-0.27924i,-0.10013-0.17639i,-0.05933-0.092931i,-0.0012485-0.0056417i,0.006985+0.034667i,-0.021251+0.05152i,-0.045648+0.079664i,-0.056793+0.11826i,-0.036797+0.13448i,0.0098684+0.10632i,0.048458+0.057272i,0.070413+0.019552i,0.083179+0.0028995i,0.07024-0.0025884i,0.031054-0.0022887i,-0.0032454-0.0014965i,-0.021274-0.0082822i,-0.026542-0.014615i
-0.10825+0.13213i,-0.26666+0.37919i,-0.37178+0.65457i,-0.2808+0.6588i,-0.11624+0.37533i,-0.038479+0.16047i,0.028979+0.12647i,0.10581+0.086912i,0.11813+0.017736i,0.092836-0.0054349i,0.076392-0.0073447i,0.081205-0.017138i,0.10562-0.031365i,0.11514-0.053096i,0.08417-0.083192i,0.027432-0.10679i,-0.027723-0.11709i,-0.064148-0.11526i,-0.064821-0.086465i,-0.029494-0.039106i,0.0066291-0.0047526i,0.017717+0.011947i,0.014523+0.020461i
0.1038-0.12091i,0.26393-0.33663i,0.36744-0.56724i,0.2596-0.55773i,0.081793-0.31474i,0.035346-0.15259i,0.023277-0.17882i,-0.052628-0.20432i,-0.096433-0.13786i,-0.067641-0.07265i,-0.041355-0.052579i,-0.04208-0.040005i,-0.043273-0.033298i,-0.047737-0.036567i,-0.064083-0.023892i,-0.077112+0.011313i,-0.074687+0.056782i,-0.064113+0.087544i,-0.048449+0.079326i,-0.032117+0.038998i,-0.023791+0.00014675i,-0.019189-0.013333i,-0.0088789-0.0091523i
-0.086361+0.13126i,-0.22963+0.38267i,-0.31988+0.65924i,-0.2395+0.67659i,-0.13237+0.41526i,-0.15254+0.19545i,-0.20334+0.17296i,-0.15774+0.20252i,-0.052727+0.1513i,-0.0026963+0.062229i,-0.0080337+0.033762i,-0.0049715+0.042281i,-0.00658+0.026242i,-0.02627+0.01414i,-0.024381+0.036455i,0.011929+0.060852i,0.054772+0.06005i,0.081542+0.048438i,0.083577+0.036203i,0.061194+0.021835i,0.032403+0.013828i,0.017664+0.0087305i,0.01527-0.006929i
0.10064-0.12376i,0.28567-0.35287i,0.46426-0.60019i,0.45556-0.62815i,0.30317-0.41736i,0.20081-0.17667i,0.1933-0.033124i,0.18302+0.021033i,0.10794+0.026382i,0.030093+0.029288i,0.0091219+0.021512i,0.0078356+0.0038426i,-0.0022514+0.017673i,0.0079559+0.039113i,0.039789+0.01172i,0.051601-0.049513i,0.02886-0.096143i,-0.0043445-0.11216i,-0.027937-0.096789i,-0.03527-0.058118i,-0.026112-0.022931i,-0.014808-0.0061542i,-0.018326+0.0031714i
-0.087199+0.10794i,-0.23297+0.29091i,-0.37337+0.43935i,-0.40035+0.37734i,-0.33663+0.19942i,-0.2515+0.069953i,-0.16334-0.0096211i,-0.088269-0.055413i,-0.027385-0.050341i,0.016287-0.029683i,0.035628-0.012609i,0.052242+0.0066503i,0.073122+0.005322i,0.065542-0.016214i,0.01409-0.026796i,-0.040787-0.011226i,-0.060227+0.020408i,-0.053436+0.049222i,-0.035055+0.058684i,-0.012481+0.04508i,-0.0009582+0.021938i,-0.0034164+0.0078234i,-0.0017236+0.0065063i
0.084576-0.10627i,0.22128-0.29502i,0.33302-0.43618i,0.31078-0.33977i,0.20115-0.12626i,0.090914+0.0018777i,0.00011595+0.057979i,-0.033397+0.079543i,-0.022526+0.058142i,-0.019428+0.025271i,-0.026735-0.0068155i,-0.03718-0.041246i,-0.050079-0.058269i,-0.051598-0.050544i,-0.035964-0.027571i,-0.012737-0.012292i,0.0066379-0.016599i,0.018597-0.022118i,0.022865-0.018776i,0.019814-0.0078919i,0.015885+0.0061084i,0.018839+0.013952i,0.023957+0.0098488i
-0.088009+0.090468i,-0.21405+0.24605i,-0.30655+0.33851i,-0.26743+0.2203i,-0.15737+0.059838i,-0.054345+0.060233i,0.055094+0.11665i,0.1035+0.097582i,0.076141+0.047385i,0.044794+0.01399i,0.025177+0.0054061i,0.013556+0.014584i,0.0019744+0.017786i,-0.018221+0.016824i,-0.035796+0.024258i,-0.050521+0.033757i,-0.067091+0.037906i,-0.071397+0.036114i,-0.050875+0.028205i,-0.01598+0.011942i,0.00828-0.0062539i,0.010199-0.018531i,-0.00070123-0.024713i
0.079665-0.090708i,0.17347-0.2486i,0.20216-0.35046i,0.10842-0.2327i,0.019782-0.048156i,0.02354-0.019385i,0.021664-0.072673i,0.0041222-0.068205i,-0.0013941-0.03565i,-0.014382-0.012687i,-0.020945-0.0012162i,-0.024524+0.0027975i,-0.028008+0.025438i,-0.011324+0.054024i,0.02823+0.060263i,0.072034+0.053462i,0.10012+0.050214i,0.10369+0.044897i,0.079403+0.021076i,0.03458-0.010215i,-0.0043018-0.025412i,-0.022122-0.020914i,-0.026411-0.0032929i
-0.085463+0.096313i,-0.18702+0.27652i,-0.2028+0.42463i,-0.066243+0.32622i,0.047897+0.086941i,0.04139-0.023217i,0.038074-0.016756i,0.03795-0.014403i,0.01985+0.0006108i,0.021746+0.01971i,0.024535+0.021808i,0.031752+0.029451i,0.060812+0.022107i,0.078754-0.010465i,0.064456-0.050507i,0.03109-0.089569i,0.00083706-0.11551i,-0.016494-0.11488i,-0.026134-0.076722i,-0.02712-0.018539i,-0.019465+0.02156i,-0.0048917+0.035879i,0.014416+0.031521i
0.092837-0.085135i,0.1993-0.26451i,0.19803-0.44101i,0.0027045-0.39049i,-0.15467-0.15562i,-0.12572-0.01294i,-0.077084+0.0039843i,-0.038299+0.0186i,0.015895+0.013844i,0.022141-0.018302i,0.0036322-0.033051i,-0.0041006-0.043912i,-0.025037-0.056178i,-0.052268-0.050817i,-0.072762-0.026683i,-0.088924+0.0089522i,-0.099418+0.037845i,-0.09827+0.047407i,-0.069414+0.040297i,-0.025919+0.024232i,0.0053023+0.010343i,0.01728-0.0026416i,0.011088-0.018024i
-0.1029+0.098191i,-0.21429+0.31328i,-0.2019+0.57169i,0.020972+0.57948i,0.17277+0.29813i,0.08214+0.06466i,-0.010426+0.023321i,-0.01925+0.010132i,-0.029956-0.0088639i,-0.022264+0.0059889i,0.0010675+0.018993i,0.0087331+0.028513i,0.014278+0.037445i,0.022067+0.035248i,0.038864+0.033656i,0.065406+0.035487i,0.082411+0.038542i,0.080162+0.043461i,0.060699+0.037107i,0.038668+0.016174i,0.026253-0.0068359i,0.013425-0.017723i,-0.00094278-0.01016i
0.12288-0.095164i,0.30022-0.323i,0.38122-0.63429i,0.19591-0.72321i,-0.017579-0.47123i,-0.0047602-0.18644i,0.058632-0.093246i,0.037944-0.0546i,0.019314-0.002626i,0.0065172+0.0011752i,-0.018547-0.01029i,-0.025284-0.0099534i,-0.021299-0.0081967i,-0.017108-0.0073991i,-0.016749-0.025404i,-0.028022-0.054719i,-0.035273-0.069374i,-0.025278-0.065661i,-0.011221-0.046849i,-0.011259-0.02602i,-0.025527-0.012871i,-0.032431-0.0013353i,-0.019444+0.0052017i
-0.13772+0.085888i,-0.34705+0.3i,-0.49426+0.60138i,-0.38631+0.70521i,-0.21481+0.48604i,-0.21866+0.24013i,-0.23143+0.18866i,-0.12085+0.16328i,-0.019232+0.072897i,0.012309+0.023063i,0.03021+0.01977i,0.044919+0.010636i,0.041866-0.0093546i,0.018153-0.022129i,-0.013283-0.0062038i,-0.028978+0.028037i,-0.03076+0.047568i,-0.032732+0.040951i,-0.029121+0.021303i,-0.014437+0.010834i,0.00026914+0.017245i,0.008836+0.023407i,0.0091485+0.016952i
0.15448-0.080188i,0.41422-0.2857i,0.64389-0.59001i,0.57474-0.7131i,0.3379-0.48403i,0.25902-0.18016i,0.26055-0.086063i,0.15697-0.086362i,0.033614-0.045551i,-0.0071759-0.0097841i,-0.0096853-0.011795i,-0.022732-0.017118i,-0.035584-0.00011055i,-0.024839+0.022191i,0.0077454+0.024969i,0.039297+0.0070941i,0.053839-0.0090742i,0.050313-0.0050548i,0.032122+0.0086i,0.015151+0.013258i,0.015458+0.0069803i,0.023159-0.0041156i,0.020863-0.011963i
-0.1647+0.061785i,-0.46661+0.22017i,-0.77523+0.46646i,-0.75698+0.5824i,-0.45628+0.4043i,-0.25489+0.13432i,-0.20048+0.03835i,-0.11515+0.06183i,-0.010957+0.057659i,0.025204+0.018882i,0.012874+0.002732i,0.009504+0.01368i,0.018388+0.014846i,0.01204-0.0011053i,-0.014891-0.017335i,-0.047994-0.024118i,-0.06771-0.024045i,-0.057919-0.022135i,-0.024908-0.017236i,0.0020407-0.014347i,0.0036837-0.020318i,-0.012147-0.025399i,-0.024026-0.017377i
0.16933-0.039525i,0.48389-0.14889i,0.81926-0.32572i,0.81313-0.41379i,0.46596-0.26531i,0.18474-0.0038785i,0.12128+0.12152i,0.10461+0.07615i,0.046777+0.0066719i,0.003821-0.0033802i,0.00082658-0.0014385i,0.0034353-0.020012i,-0.0030199-0.027379i,-0.0049072-0.008093i,0.007981+0.024455i,0.0311+0.048046i,0.042008+0.051834i,0.027723+0.03944i,0.0025988+0.015665i,-0.017414-0.00031002i,-0.024952+0.0053036i,-0.018319+0.021686i,-0.0046179+0.027969i
-0.17457+0.018418i,-0.49593+0.079416i,-0.83494+0.18797i,-0.82036+0.22993i,-0.43679+0.099141i,-0.078945-0.10493i,0.038674-0.19599i,0.021283-0.13677i,0.0051464-0.042508i,0.0076573-0.011248i,-0.0039906-0.0074753i,-0.020724+0.017364i,-0.014688+0.038145i,0.0057102+0.028118i,0.015897-0.0069007i,0.0062862-0.04079i,-0.0032209-0.049342i,0.0031244-0.031624i,0.010831-0.0021726i,0.014689+0.017667i,0.021944+0.018215i,0.028773+0.0074124i,0.029503-0.0035755i
0.16676+0.0069532i,0.48+0.0070164i,0.80583-0.017469i,0.77764-0.02896i,0.38235+0.027405i,0.020762+0.10582i,-0.10215+0.12017i,-0.078081+0.077937i,-0.026656+0.035025i,-0.0071177+0.020888i,0.00085034+0.019569i,0.024691+0.006697i,0.034539-0.019238i,0.016058-0.031478i,-0.0052988-0.015674i,-0.013672+0.0083276i,-0.017049+0.013908i,-0.020363-0.0029663i,-0.018224-0.021451i,-0.012338-0.02837i,-0.010319-0.029268i,-0.015265-0.030585i,-0.021233-0.031449i
-0.1551-0.026685i,-0.43335-0.062486i,-0.7113-0.09335i,-0.67645-0.10304i,-0.35525-0.097087i,-0.082317-0.073985i,0.02435-0.015528i,0.045884+0.025724i,0.032746+0.01616i,0.020385-0.00030938i,0.015412-0.0068724i,-0.0035815-0.0086188i,-0.021739+0.0020994i,-0.017674+0.013539i,0.00040123+0.0090598i,0.012894-0.0027049i,0.0084479-0.00063756i,-0.0053164+0.019245i,-0.012919+0.036251i,-0.009086+0.037316i,-0.005356+0.032465i,-0.0080672+0.033155i,-0.010915+0.035615i
0.14787+0.047626i,0.40801+0.1116i,0.65688+0.16494i,0.61197+0.15027i,0.32402+0.074883i,0.098441-0.0034472i,0.019268-0.065876i,-0.00064744-0.07384i,-0.0049251-0.032768i,-0.0090657-0.0090432i,-0.012154-0.0037294i,0.0014227+0.0041429i,0.019004+0.003582i,0.020163-0.0073488i,0.0043047-0.018932i,-0.013359-0.020589i,-0.0092142-0.014702i,0.013371-0.014315i,0.03029-0.018601i,0.029144-0.021371i,0.019702-0.019703i,0.019267-0.014377i,0.02512-0.0092527i
-0.12884-0.058883i,-0.35657-0.1504i,-0.56593-0.22727i,-0.52771-0.19738i,-0.30864-0.072898i,-0.15878+0.052131i,-0.1031+0.12137i,-0.057731+0.10448i,-0.014607+0.048781i,0.014761+0.020396i,0.023315+0.0094615i,0.013667-0.005585i,-0.0013028-0.018251i,-0.015847-0.01674i,-0.020029-0.0013406i,-0.012114+0.011603i,-0.014303+0.010257i,-0.031206+0.0033862i,-0.042253+0.00060216i,-0.035234+0.0028035i,-0.020747+0.0059386i,-0.013819+0.0016907i,-0.014485-0.0088047i
0.11566+0.06881i,0.3162+0.16916i,0.49505+0.24467i,0.44073+0.18559i,0.2138+0.040312i,0.066494-0.036972i,0.042902-0.030125i,0.037907-0.0017573i,0.013966+0.0049698i,-0.01388-0.0043548i,-0.022714-0.0043475i,-0.019742+0.0036665i,-0.019517+0.017553i,-0.012175+0.026504i,-0.0015474+0.019675i,0.0023019+0.0081629i,0.0076894+0.0076864i,0.020005+0.017781i,0.029738+0.022051i,0.026649+0.013382i,0.016604+0.002896i,0.0090111+0.0034112i,0.0050686+0.010488i
-0.10804-0.076837i,-0.28423-0.186i,-0.43345-0.26239i,-0.37352-0.18731i,-0.15004-0.019407i,0.037361+0.053254i,0.090673+0.014976i,0.055574-0.018107i,0.02389-0.00013549i,0.028604+0.012954i,0.030219+5.8032e-05i,0.023905-0.0054963i,0.027896-0.0072873i,0.023053-0.01406i,0.0085354-0.011643i,0.0012644-0.0059752i,-0.0008387-0.011266i,-0.0039177-0.023262i,-0.0083104-0.026742i,-0.010125-0.016594i,-0.0075822-0.0084373i,-0.0043744-0.0089823i,-0.003176-0.010842i
0.0959+0.084027i,0.25215+0.19974i,0.38234+0.27582i,0.32009+0.19239i,0.10205+0.027629i,-0.092497-0.042436i,-0.14906-0.0010358i,-0.084199+0.042858i,-0.011653+0.01987i,-0.0058725-0.01079i,-0.018926-0.0053577i,-0.017163+0.0010502i,-0.019631+0.0026936i,-0.01768+0.013848i,-0.0047338+0.016979i,0.0024632+0.0075297i,-0.0013758+0.0044085i,-0.0080896+0.011006i,-0.0085319+0.016776i,-0.002623+0.014615i,-5.9142e-05+0.011344i,-3.6507e-05+0.012837i,0.00267+0.012342i
-0.083965-0.084355i,-0.21882-0.19873i,-0.33727-0.27822i,-0.29883-0.20445i,-0.12282-0.049935i,0.040651+0.03422i,0.10986+0.038115i,0.082457+0.011258i,0.018255+0.01092i,-0.00038007+0.028668i,0.010986+0.022406i,0.012564+0.011513i,0.016093+0.007728i,0.020389-0.0057842i,0.010691-0.01468i,-0.0039985-0.0094702i,-0.0075561-0.0061791i,7.2819e-05-0.008129i,0.0068202-0.0099071i,0.0083678-0.011329i,0.010109-0.013901i,0.010519-0.016492i,0.0059725-0.015701i
0.075507+0.09027i,0.20012+0.20612i,0.32183+0.29054i,0.31609+0.21869i,0.20246+0.053507i,0.096327-0.055913i,0.037791-0.095328i,0.017104-0.074545i,0.029306-0.036566i,0.028057-0.037263i,0.0023984-0.039685i,-0.0048879-0.022938i,-0.001439-0.012124i,-0.0059878-0.00098955i,-0.0022849+0.0090637i,0.0086558+0.0087996i,0.010088+0.0047062i,0.001076+0.0015085i,-0.0077476+0.00094422i,-0.01345+0.0012454i,-0.020427+0.00081155i,-0.023937+0.0011654i,-0.019554+0.00076737i
-0.066005-0.085091i,-0.17444-0.20467i,-0.28467-0.29062i,-0.31428-0.23543i,-0.29779-0.097365i,-0.29476+0.022257i,-0.2523+0.10542i,-0.14634+0.10742i,-0.062853+0.053176i,-0.028142+0.041233i,-0.00093454+0.05009i,0.009497+0.031663i,0.0019533+0.010387i,0.002159-0.0050708i,0.00083721-0.017408i,-0.010568-0.020338i,-0.020197-0.014579i,-0.019466-0.0048855i,-0.010536+0.003365i,-0.0020331+0.010638i,0.0046083+0.016755i,0.0092624+0.019348i,0.0093453+0.016977i
0.055016+0.085016i,0.15493+0.20507i,0.27292+0.2861i,0.3222+0.22363i,0.32372+0.1014i,0.355+0.020232i,0.33774-0.039192i,0.20629-0.050124i,0.081005-0.016346i,0.03429-0.015272i,0.011728-0.03297i,0.00058239-0.024851i,0.002997-0.0093074i,-0.0032518+0.0016633i,-0.0080029+0.013704i,0.00072672+0.022363i,0.0097949+0.023802i,0.012143+0.018212i,0.010493+0.0085366i,0.009662-0.0014626i,0.010787-0.0097096i,0.010563-0.014568i,0.0077623-0.014785i
-0.046083-0.084731i,-0.1326-0.20691i,-0.24252-0.29684i,-0.30406-0.24613i,-0.31733-0.13003i,-0.34038-0.067014i,-0.31273-0.025944i,-0.17591+0.00025857i,-0.050688-0.0096131i,-0.013954-0.010996i,-0.0077077+0.0034473i,-0.0038293+0.0059278i,-0.0048417+0.0017128i,0.0012558-0.0025963i,0.0091252-0.014803i,0.0064241-0.029054i,-0.00073592-0.032951i,-0.0065328-0.024019i,-0.0082407-0.010388i,-0.007129-0.0013042i,-0.0082209+0.0028831i,-0.0085829+0.0036653i,-0.0071972+0.0022993i
0.041379+0.085236i,0.1165+0.21179i,0.20963+0.30036i,0.24061+0.25145i,0.20366+0.15368i,0.16869+0.12831i,0.14019+0.12354i,0.071649+0.085252i,0.0094603+0.054498i,0.0023622+0.037682i,0.012425+0.019926i,0.013983+0.0096208i,0.0073408+0.0037896i,-0.0081315-0.0013279i,-0.021737+0.0025784i,-0.024232+0.014752i,-0.01949+0.022565i,-0.012033+0.020911i,-0.0039087+0.014078i,0.0019342+0.0064732i,0.005112+9.6215e-05i,0.0040688-0.0022904i,-0.00029908+0.00026008i
-0.030015-0.085964i,-0.091817-0.21242i,-0.17299-0.30232i,-0.19116-0.25475i,-0.11433-0.16287i,-0.018888-0.13039i,0.033161-0.11066i,0.047872-0.063937i,0.038064-0.02933i,0.01277-0.026845i,-0.0092012-0.02888i,-0.014461-0.018513i,-0.0041898-0.00076751i,0.0094036+0.013298i,0.019022+0.013866i,0.024821+0.0014808i,0.02513-0.0094786i,0.020848-0.011182i,0.012368-0.0095534i,0.0036263-0.0072051i,-0.00031733-0.0046795i,1.7787e-06-0.0032708i,0.0020355-0.0017274i
0.021974+0.086814i,0.077869+0.21635i,0.15452+0.31628i,0.16557+0.27607i,0.064169+0.17075i,-0.058307+0.11324i,-0.10329+0.074448i,-0.074493+0.033324i,-0.026392+0.015539i,3.4466e-05+0.017678i,0.0075164+0.021742i,0.0092281+0.016425i,0.0031077+0.00074909i,-0.0056196-0.015711i,-0.012819-0.022197i,-0.020462-0.018151i,-0.024181-0.011426i,-0.020978-0.0054801i,-0.013573+0.002563i,-0.0069677+0.0073403i,-0.0050714+0.004912i,-0.006654+0.00083451i,-0.0047854-5.9309e-05i
-0.016432-0.087333i,-0.059156-0.22051i,-0.12041-0.32634i,-0.13635-0.29693i,-0.074055-0.18971i,0.013773-0.10238i,0.050806-0.027338i,0.038668+0.020556i,0.013266+0.0173i,-4.8463e-05+0.0048577i,0.0011817-0.00035941i,0.0027595-0.0043911i,0.004694+0.0026124i,0.0051903+0.015928i,0.0028678+0.024696i,0.0026646+0.024891i,0.00439+0.018852i,0.0053483+0.011106i,0.0054432+0.0028129i,0.0048916-0.0019567i,0.0034311-0.00012655i,0.0020748+0.0039022i,0.0011462+0.0039168i
0.0093324+0.085623i,0.046325+0.22071i,0.10791+0.32783i,0.14+0.29754i,0.11083+0.19497i,0.069066+0.1129i,0.060511+0.037652i,0.052679-0.0089028i,0.033293-0.0054424i,0.017072-0.0046329i,-0.00058199-0.0090693i,-0.0059725+0.00055384i,0.00078861+0.00089829i,0.0059552-0.0099057i,0.010319-0.016076i,0.011369-0.017368i,0.0074381-0.016736i,0.002821-0.0133i,-0.00094768-0.0073623i,-0.0027883-0.0035715i,-0.0013528-0.0030862i,0.0020761-0.0044761i,0.0042513-0.0056722i
-0.0014148-0.083908i,-0.026527-0.21943i,-0.081066-0.33791i,-0.1339-0.32469i,-0.14867-0.23378i,-0.15573-0.16544i,-0.16291-0.097306i,-0.11486-0.038587i,-0.044483-0.022017i,-0.011253-0.007698i,0.0037195+0.0078971i,0.0088526+0.0004001i,-0.0023508-0.0064156i,-0.012833-0.0020617i,-0.017402+0.00087825i,-0.019642+0.0019372i,-0.019673+0.0022859i,-0.017892+0.0035562i,-0.011019+0.0071093i,-0.0035887+0.0093638i,-0.002487+0.0089306i,-0.0057421+0.0079651i,-0.0086716+0.0072612i
-0.0049816+0.086644i,0.0093495+0.22249i,0.053841+0.3441i,0.099567+0.3332i,0.11059+0.24762i,0.11306+0.21739i,0.13055+0.19509i,0.096635+0.12575i,0.029387+0.065969i,0.0048762+0.027217i,0.0037542+0.0017424i,0.0017061+0.0017245i,0.0089088+0.006902i,0.015115+0.0069458i,0.016647+0.010277i,0.01825+0.011523i,0.015557+0.010873i,0.010795+0.0076405i,0.0063286-0.00072287i,0.0052968-0.0063129i,0.0088078-0.0061765i,0.012518-0.0045345i,0.014024-0.0040995i
0.011279-0.085929i,0.011398-0.22017i,-0.019086-0.34528i,-0.062771-0.34019i,-0.060224-0.2609i,-0.025103-0.23804i,-0.022611-0.22267i,-0.010697-0.13828i,0.023385-0.056517i,0.020836-0.024962i,0.0010779-0.01161i,-0.0051665-0.0083459i,-0.011923-0.0096818i,-0.014977-0.010097i,-0.011032-0.018009i,-0.0089539-0.025335i,-0.006676-0.023661i,-0.0041387-0.014312i,-0.0029827-0.0012142i,-0.0035409+0.0038942i,-0.0064808-0.00050589i,-0.0098499-0.005641i,-0.013394-0.0081325i
-0.021678+0.081914i,-0.031698+0.21726i,-0.012485+0.35429i,0.017668+0.35455i,-0.029344+0.25677i,-0.12169+0.21442i,-0.13083+0.19877i,-0.086122+0.11586i,-0.062546+0.035144i,-0.035248+0.018264i,-0.004228+0.014852i,0.006114+0.0094173i,0.011795+0.010881i,0.011442+0.010143i,-0.0011494+0.013387i,-0.011253+0.020598i,-0.013673+0.021582i,-0.01031+0.015535i,-0.0041649+0.0056633i,0.00055769+5.915e-05i,0.0038331+0.0025132i,0.0038878+0.0080693i,0.0010977+0.014377i
0.028355-0.080545i,0.057697-0.21222i,0.059674-0.35347i,0.035459-0.3557i,0.082578-0.22243i,0.1987-0.11868i,0.22529-0.075688i,0.15187-0.017167i,0.089034+0.024912i,0.047834+0.0096583i,0.012733-0.008051i,8.603e-05-0.0088428i,-0.0057817-0.0097148i,-0.0080238-0.0067947i,0.0040204-0.0059248i,0.015382-0.011549i,0.01844-0.013901i,0.014992-0.0099718i,0.0060697-0.0036548i,-0.0010547-0.0023614i,-0.0023362-0.0066196i,0.00099316-0.010117i,0.0068253-0.01139i
-0.035646+0.072969i,-0.077554+0.20403i,-0.092054+0.34779i,-0.064694+0.34672i,-0.091716+0.18279i,-0.19048+0.021243i,-0.21086-0.04319i,-0.1268-0.05576i,-0.056282-0.047636i,-0.03056-0.017277i,-0.015913+0.0063557i,-0.0064627+0.012818i,0.0040169+0.012828i,0.0088271+0.0042013i,-0.0038109-0.0047513i,-0.019544-0.0045886i,-0.026292-0.0035647i,-0.022129-0.0025318i,-0.0096652+0.0019448i,-0.0027488+0.0067022i,-0.0047599+0.0095779i,-0.0078051+0.0084725i,-0.009693+0.0034405i
0.044841-0.065311i,0.1074-0.19069i,0.14177-0.33661i,0.096572-0.3437i,0.059779-0.16624i,0.090121+0.03895i,0.095755+0.12431i,0.04621+0.10382i,0.014181+0.060583i,0.016116+0.025595i,0.020279+0.0021999i,0.015409-0.0098257i,0.0023276-0.01303i,-0.0075477-0.0038568i,-0.0024943+0.010606i,0.010277+0.016807i,0.016192+0.015525i,0.012636+0.010818i,0.0050736+0.0037255i,0.0026902-0.0024311i,0.0061138-0.0047243i,0.0074521-0.002018i,0.0065092+0.0014097i
-0.051477+0.062053i,-0.12865+0.17789i,-0.17495+0.31663i,-0.11896+0.32514i,-0.030352+0.15008i,0.0057343-0.048924i,0.023417-0.11094i,0.045331-0.06816i,0.039635-0.028885i,0.0093576-0.015278i,-0.010429-0.0030096i,-0.010459+0.01045i,-0.0013531+0.015959i,0.0080708+0.0095924i,0.0085459-0.0064125i,-0.0012572-0.019732i,-0.0096926-0.023153i,-0.0083876-0.017132i,-0.0028164-0.0064927i,-0.0015972+4.4412e-05i,-0.0032472+0.0023506i,-0.003399+0.0015737i,-0.0013677-0.0014858i
0.055831-0.053263i,0.15-0.15995i,0.21981-0.29503i,0.16054-0.32705i,0.015596-0.19105i,-0.082096-0.018201i,-0.10365+0.042205i,-0.085518+0.019011i,-0.045952+0.0059712i,-0.0044376+0.010436i,0.01377+0.0030608i,0.012574-0.011197i,0.0067514-0.019641i,-0.0039139-0.017185i,-0.011928-0.0016096i,-0.0090913+0.014592i,-0.0041481+0.020934i,-0.0035808+0.016336i,-0.0039597+0.0062645i,-0.00020071+0.0010008i,0.005367-0.0012799i,0.0054246-0.0018265i,0.0020902+0.00017995i
-0.06234+0.044104i,-0.17014+0.13986i,-0.26352+0.26434i,-0.22142+0.31064i,-0.072481+0.22693i,0.045031+0.10926i,0.078966+0.060746i,0.059561+0.045372i,0.022543+0.015599i,-0.0059713-0.0074935i,-0.014301-0.005731i,-0.012878+0.0079885i,-0.011235+0.021168i,-0.0022109+0.025287i,0.011245+0.013427i,0.015631-0.0031668i,0.012161-0.011742i,0.0074385-0.009585i,0.0039187-0.0018916i,0.00075007-1.6245e-05i,-0.0036293-0.0014723i,-0.0047468-0.00064203i,-0.0022265-0.00095574i
0.069332-0.037549i,0.19251-0.11473i,0.30864-0.22534i,0.28454-0.28874i,0.14097-0.249i,0.027683-0.16372i,-0.0016935-0.10316i,0.010109-0.044682i,0.025998+0.0080145i,0.027781+0.021126i,0.017791+0.010576i,0.014433-0.0027831i,0.01735-0.018803i,0.0096785-0.028353i,-0.0060873-0.022728i,-0.016121-0.0097475i,-0.017873-0.00029421i,-0.012577+0.0013993i,-0.0060814-0.00073038i,-0.0024296+0.00064296i,0.0023217+0.0039832i,0.0052095+0.0035064i,0.0016138+0.00073046i
