-0.0013279+0.0010487i,-0.0020401+0.0013983i,-0.0031675+0.00097898i,-0.0023605+0.00087933i,-0.0019235+0.0017782i,-0.0018913+0.0019713i,-0.00054969+0.00083431i,0.00058529-3.6555e-05i,0.00083287+7.396e-05i,0.00098465-3.7392e-05i,0.00088661-6.9585e-05i,0.00019023+0.00027i,-2.0079e-05+0.00013199i,-0.00023965-0.00030354i,-0.00062546-0.00017309i,-0.00094946+0.00064786i,-0.0011355+0.00042566i,-0.001093-0.00031833i,-0.00038237-0.000624i,-0.00013925-0.00063151i,9.2763e-05-0.00042303i,0.00052042-6.4146e-05i,0.00022474-0.00029042i
-0.11983+0.036975i,-0.19027+0.035434i,-0.22515+0.013372i,-0.21068+0.019671i,-0.14515+0.038541i,-0.07067+0.020295i,-0.047321-0.0027203i,-0.046449+0.00042462i,-0.030424+0.0053627i,-0.020557+0.0019476i,-0.019085+0.0048425i,-0.011869+0.010389i,-0.00036304+0.011468i,0.0091119+0.0080088i,0.0092566+0.0026803i,0.0038681+5.623e-05i,-0.00048566-0.0014884i,-0.0028157-0.0040501i,-0.0016708-0.0040682i,-6.757e-05-0.0027247i,0.00028151-0.0028093i,0.00035667-0.0037489i,0.00099719-0.0058518i
0.095495+0.020428i,0.07613+0.052235i,0.0075822+0.10581i,-0.0099191+0.14994i,0.011041+0.13886i,0.00038621+0.094027i,-0.014873+0.074571i,-0.0057157+0.064301i,0.0053611+0.037369i,0.0060255+0.0095694i,-0.0021904-0.0071907i,-0.0099729-0.014127i,-0.0090605-0.019488i,-0.0071725-0.023467i,-0.007991-0.019574i,-0.0060738-0.012476i,-0.0027078-0.0066984i,-0.0017503-0.0016191i,-0.00088818+0.0017375i,5.222e-05+0.0017602i,-0.00043791-0.00055042i,-0.0012164-0.0036704i,-0.0036561-0.0072265i
0.006241+0.00042173i,0.063177+0.031781i,0.14631+0.046212i,0.19169-0.0017523i,0.16316-0.051878i,0.10457-0.045898i,0.076435-0.022593i,0.061799-0.015755i,0.034486-0.0087989i,0.014288+0.0094224i,0.016462+0.024326i,0.020814+0.023833i,0.011152+0.014248i,-0.0021925+0.008047i,-0.0052583+0.0084394i,-0.0025416+0.0090972i,-0.0026035+0.0084393i,-0.0013781+0.0080212i,0.0012678+0.0051077i,0.00045965+0.0013734i,-0.00209+0.00044324i,-0.0054094+0.0024501i,-0.0092183+0.0075268i
-0.025442-0.10678i,-0.040031-0.15513i,-0.055109-0.16081i,-0.083929-0.1412i,-0.092535-0.10396i,-0.058303-0.058541i,-0.023315-0.044864i,-0.012931-0.047172i,-0.0095587-0.037548i,-0.0035893-0.030147i,-0.0056701-0.028883i,-0.013325-0.02125i,-0.016498-0.0038434i,-0.01259+0.011119i,-0.0055074+0.011001i,-0.0013699+0.0032925i,0.0030754-0.002128i,0.0068455-0.0059299i,0.0058767-0.0079494i,0.0048481-0.0056481i,0.0057936-0.0012191i,0.0078408+0.0022902i,0.011093+0.0055596i
-0.069892+0.088269i,-0.089092+0.084784i,-0.087207+0.041022i,-0.093255+0.034364i,-0.091908+0.04706i,-0.070279+0.029191i,-0.064074+0.014611i,-0.06169+0.020504i,-0.040812+0.024229i,-0.01562+0.015034i,-0.0019761+0.0022473i,0.0035866-0.0024182i,0.013005-0.0011356i,0.020478-0.0036084i,0.017796-0.0068262i,0.010347-0.0060304i,0.0044177-0.0043125i,0.0008609-0.0031299i,-0.0020352-0.0011362i,-0.0039992+0.00017219i,-0.0041374+7.25e-05i,-0.0024619-0.00024932i,0.0016942-0.0035058i
0.036665+0.032335i,0.035895+0.079472i,0.034591+0.12526i,0.06671+0.14168i,0.085764+0.12538i,0.06688+0.095193i,0.051243+0.073317i,0.041838+0.054935i,0.022316+0.029534i,-0.005026+0.015006i,-0.023333+0.020838i,-0.021313+0.02537i,-0.0086172+0.013321i,-0.0018634-0.0016871i,-0.0045253-0.0049784i,-0.0080975-0.001614i,-0.0093219-0.0015368i,-0.010779-0.0013128i,-0.010059+0.0023523i,-0.0057736+0.0034922i,-0.00050063-0.0010936i,0.001778-0.0079189i,-0.0033269-0.01479i
0.092108-0.018059i,0.1105-0.057202i,0.08556-0.10563i,0.056325-0.13745i,0.049968-0.12575i,0.0453-0.08701i,0.045248-0.058452i,0.049047-0.044048i,0.040873-0.023724i,0.035526-0.0025944i,0.038509+0.0013538i,0.033337-0.0056732i,0.012342-0.011021i,-0.007959-0.0083287i,-0.010362-0.0023658i,-0.0029286+0.00049089i,0.0012287+0.0029075i,0.0055963+0.0039183i,0.010672+0.0029943i,0.0097091+0.0027862i,0.0035524+0.0059137i,-0.0041068+0.011023i,-0.01008+0.016324i
-0.056427-0.1214i,-0.06363-0.13257i,-0.057764-0.080061i,-0.073605-0.032888i,-0.081525-0.027568i,-0.058743-0.036048i,-0.049632-0.052091i,-0.062236-0.054772i,-0.051659-0.034729i,-0.024064-0.019481i,-0.0068979-0.014755i,-0.003507-0.011322i,-0.0051581-0.00097046i,-0.0019073+0.010113i,0.0034976+0.010163i,0.0047002+0.0042919i,0.0033196+0.0013428i,0.0028194+0.00070005i,0.0034625-0.00092656i,0.0039039-0.0036258i,0.0025593-0.0062541i,0.00095905-0.0063632i,0.0037094-0.001207i
-0.09193+0.062954i,-0.15246+0.096155i,-0.14861+0.11843i,-0.089017+0.136i,-0.049975+0.12562i,-0.050748+0.0893i,-0.05997+0.078396i,-0.04494+0.078347i,-0.019598+0.046599i,-0.011354+0.0041636i,-0.017975-0.019117i,-0.020857-0.018945i,-0.0084279-0.00577i,0.0071919+0.0011401i,0.0085755-0.0014399i,0.00073405-0.0040958i,-0.0035517-0.0049078i,-0.0061875-0.0063345i,-0.010746-0.0065483i,-0.010897-0.00429i,-0.0032012+0.00016104i,0.0081028+0.0038274i,0.018173+0.0018835i
0.010337+0.070057i,0.08142+0.084036i,0.15532+0.036326i,0.17442-0.022505i,0.14666-0.028812i,0.10965+0.0056203i,0.097013+0.035575i,0.089776+0.040594i,0.053796+0.033522i,0.011269+0.035689i,-0.0066483+0.043849i,-0.0026613+0.040685i,0.0046631+0.019254i,0.0043494-0.0027579i,0.00022243-0.0055168i,-0.00099292+0.0021329i,0.00016073+0.0050118i,0.0024463+0.004933i,0.0046545+0.0052754i,0.0023834+0.004209i,-0.0029005-0.00049965i,-0.008077-0.0072642i,-0.014925-0.014048i
0.14539+0.0094034i,0.15323-0.0061284i,0.072174-0.043419i,-0.014001-0.087425i,-0.041904-0.10057i,-0.015154-0.084998i,0.021946-0.090137i,0.026881-0.10306i,0.014837-0.076394i,0.016574-0.033301i,0.022554-0.013996i,0.017571-0.013403i,0.0048944-0.013756i,-0.0046967-0.0098121i,-0.0039542-0.0040716i,0.0025964-0.0013932i,0.0062+0.00059317i,0.0061693+0.003302i,0.006378+0.0061374i,0.007722+0.0081232i,0.0077538+0.0066782i,0.0050401+0.0029442i,-9.5551e-05+0.0021319i
-0.065088-0.16123i,-0.11721-0.23668i,-0.16322-0.19582i,-0.18088-0.063923i,-0.14828+0.017423i,-0.10919+0.0040271i,-0.11043-0.023887i,-0.11001-0.019312i,-0.067076-0.0047881i,-0.015387-0.0059302i,0.0099548-0.013518i,0.014079-0.011914i,0.0082678-0.0013243i,0.0020081+0.0090276i,0.00022835+0.0075751i,-0.0011557-0.0014698i,-0.0035966-0.0083108i,-0.0050898-0.013473i,-0.0053268-0.016377i,-0.0044347-0.015094i,-0.0045525-0.0082593i,-0.0088197+0.003562i,-0.0086606+0.016574i
-0.058804+0.011212i,-0.081927+0.1019i,-0.030904+0.19416i,0.060564+0.19961i,0.085682+0.14961i,0.04278+0.12434i,0.0063997+0.13137i,-0.0047807+0.12726i,-0.0075136+0.079611i,-0.02124+0.020608i,-0.040857-0.0038984i,-0.043112-0.0030412i,-0.026581+0.00052327i,-0.008194-0.000405i,-0.0034279-0.0026131i,-0.0070216-0.0017294i,-0.0062372+0.0023332i,-0.0026289+0.0082987i,0.00066191+0.0090994i,0.0027947+0.0028257i,0.0050124-0.0022993i,0.011342-0.0052415i,0.017853-0.011355i
-0.099421+0.1376i,-0.089144+0.16513i,-0.009399+0.088945i,0.059184-0.021885i,0.074608-0.065711i,0.080506-0.040576i,0.10624-0.013799i,0.11638-0.013271i,0.075265-0.012172i,0.02712+0.0095505i,0.017246+0.02652i,0.024189+0.020427i,0.023524+0.0051542i,0.016258-0.0037573i,0.010038-0.0005751i,0.007549+0.0080311i,0.0039558+0.011305i,-0.0003568+0.0093712i,-0.0033625+0.010083i,-0.0063228+0.011659i,-0.0071906+0.0095808i,-0.0049516+0.0059027i,-0.002621+0.0017064i
0.20414-0.030471i,0.30784-0.088293i,0.252-0.14895i,0.070289-0.15541i,-0.038824-0.11246i,-0.022268-0.099861i,-5.5779e-06-0.12965i,-0.013159-0.12825i,-0.016798-0.07411i,0.00020868-0.020297i,0.01093+0.00076117i,0.0039483+0.005216i,-0.0057395+0.0070809i,-0.0087047+0.0057148i,-0.0052295+0.0019518i,0.0012319-0.0032697i,0.0070759-0.0082554i,0.010652-0.012172i,0.011855-0.015093i,0.011127-0.012447i,0.008055-0.0096914i,0.00034407-0.013873i,-0.01128-0.014942i
-0.018854-0.037724i,-0.12357-0.072112i,-0.20447-0.043024i,-0.16504+0.055376i,-0.085237+0.10265i,-0.083526+0.071795i,-0.12725+0.053877i,-0.12744+0.058965i,-0.06945+0.045843i,-0.0093499+0.0070852i,0.0078721-0.025821i,0.0022326-0.032108i,0.00055857-0.023341i,0.001934-0.011438i,0.0028118-0.0054941i,0.00033836-0.0059841i,-0.0039111-0.0027244i,-0.0079706+0.0034882i,-0.0086544+0.005775i,-0.0041457+0.0038174i,-0.00039877+0.0050852i,0.00026486+0.012664i,0.0041428+0.018705i
-0.10091-0.1649i,-0.14938-0.16308i,-0.11497-0.065053i,-0.012027+0.0040361i,0.048359+0.0040277i,0.035833+0.027411i,0.03549+0.082116i,0.059626+0.091902i,0.046599+0.041508i,-0.0014814+0.002424i,-0.027379+0.0083397i,-0.019779+0.021748i,-0.0054528+0.020393i,0.0022927+0.012406i,0.0011954+0.0071161i,-0.0039403+0.0066315i,-0.0047172+0.0040144i,-0.0029522+0.0013993i,-0.0038121+0.0028355i,-0.005969+0.0012256i,-0.0060026-0.0039251i,-0.0052823-0.0057778i,-0.0023819-0.003315i
-0.026702+0.21587i,0.014985+0.35918i,0.086895+0.32441i,0.094288+0.11967i,0.048776-0.018847i,0.065194-0.026888i,0.12269-0.036104i,0.11516-0.067861i,0.05379-0.054161i,0.012908-0.01271i,0.0038018+0.0043233i,0.0012279-0.00010443i,-0.0034076-0.0043254i,-0.0032813-0.0042309i,0.0019515-0.0018215i,0.0078597+0.00076023i,0.012838+0.0014593i,0.018018-0.0005672i,0.019892-0.0021096i,0.013394+0.00031114i,0.0083315+0.0043301i,0.01185+0.0042808i,0.014338-0.0025821i
0.0089075-0.044263i,0.083958-0.13987i,0.097202-0.18931i,0.00081245-0.10734i,-0.075762-0.0045538i,-0.0808-0.011034i,-0.095364-0.074534i,-0.12028-0.076861i,-0.093986-0.020323i,-0.032007+0.019515i,0.0089281+0.021072i,0.019166+0.012336i,0.01807+0.0064289i,0.01117-1.3258e-05i,0.0028999-0.0037271i,-0.002534-0.0065663i,-0.0095991-0.010203i,-0.017132-0.012503i,-0.016566-0.013225i,-0.0088139-0.0098853i,-0.0056983-0.0059487i,-0.0098601-0.0048398i,-0.014197-0.0023006i
0.17224-0.0081363i,0.16603-0.079861i,0.080586-0.12507i,0.039466-0.07292i,0.059879-0.0062878i,0.032809+0.0032403i,-0.041669+0.034095i,-0.049458+0.086201i,0.0031612+0.06892i,0.023858+0.0070303i,0.0061825-0.022478i,-0.0089046-0.018545i,-0.01131-0.010631i,-0.0067846-0.0055343i,-0.004245-0.002749i,-0.0039918-0.00020151i,-0.001512+0.0041556i,-0.0039972+0.0091452i,-0.0094152+0.011308i,-0.0070257+0.0073935i,0.00063084+0.0025142i,0.0058458+2.0232e-05i,0.006094-0.00054151i
-0.20119-0.082405i,-0.35957-0.061961i,-0.37171+0.010651i,-0.20437+0.032945i,-0.049695-0.0036229i,0.0010063+0.02598i,0.054277+0.091636i,0.10529+0.07139i,0.080631+0.012495i,0.027471-0.0063426i,0.0074251-0.0013342i,0.0097258-0.0016315i,0.0070352-0.0052086i,-0.00051133-0.0027881i,-0.0032532+0.0053472i,-0.0017954+0.012316i,0.0020095+0.014056i,0.0094981+0.015328i,0.014416+0.015182i,0.0085291+0.0097412i,-0.0014381+0.0051574i,-0.0069815+0.0065186i,-0.0060923+0.0094058i
0.11031+0.011159i,0.1737+0.11052i,0.17328+0.17343i,0.077265+0.10579i,-0.036021+0.010777i,-0.041164-0.028851i,0.01916-0.072261i,0.018341-0.11195i,-0.026572-0.091382i,-0.042484-0.038527i,-0.033846-0.0076186i,-0.030779+0.0047172i,-0.024053+0.01542i,-0.0083005+0.015632i,0.0035317+0.0045184i,0.0092007-0.0081557i,0.009535-0.018433i,0.00911-0.025789i,0.011234-0.025099i,0.012411-0.014845i,0.011893-0.0073571i,0.012564-0.0075394i,0.011573-0.010358i
-0.10806+0.11957i,-0.026796+0.13538i,0.10425+0.078163i,0.12724+0.050185i,0.081857+0.086634i,0.055749+0.066624i,-0.0032852-0.0076577i,-0.073066-0.0074758i,-0.062999+0.042785i,-0.010783+0.046983i,0.0099734+0.023333i,0.013438+0.010968i,0.018374+0.0023218i,0.015681-0.0023132i,0.0081694-0.0016719i,0.0010623+0.0010572i,-0.0071849+0.005083i,-0.016445+0.0038434i,-0.021348-0.0017994i,-0.016974-0.0033962i,-0.0095464+0.0001068i,-0.0059103+0.0055644i,-0.0037505+0.0086i
0.092137-0.18322i,0.091197-0.34009i,0.020948-0.38197i,-0.016503-0.26556i,0.016978-0.14176i,0.01143-0.070619i,-0.024452+0.0098702i,0.0020052+0.067592i,0.04064+0.051138i,0.032932+0.016069i,0.015616+0.012133i,0.016029+0.016188i,0.01738+0.0075451i,0.010856-0.0044906i,0.0011063-0.0093934i,-0.004884-0.0063909i,-0.0045627+0.0031195i,-0.003571+0.015584i,-0.0034269+0.020508i,-0.0028103+0.011247i,-0.001721-0.0032142i,-0.0024705-0.012949i,-0.0071821-0.015461i
-0.032387+0.19299i,-0.14205+0.24327i,-0.2174+0.20078i,-0.1736+0.099744i,-0.09209+0.0057446i,-0.042474-0.025323i,0.0026454-0.0087301i,0.04313-0.01921i,0.04104-0.047201i,0.017753-0.045541i,0.011787-0.03614i,0.003512-0.042377i,-0.015669-0.037796i,-0.020234-0.016597i,-0.0090782-0.0018334i,0.0049061-0.0001731i,0.017028-0.0043715i,0.026326-0.0068233i,0.028152-0.003855i,0.018521+0.0014804i,0.0070259+0.0092699i,0.0027858+0.016581i,0.0060679+0.017073i
-0.046964-0.13691i,-0.051441-0.058823i,-0.022818+0.10082i,-0.0098583+0.16213i,-0.043562+0.12427i,-0.058785+0.085707i,-0.029507+0.033787i,-0.039454-0.020117i,-0.069604-0.017563i,-0.054367+0.0046417i,-0.030525+0.0048328i,-0.024876+0.010589i,-0.01508+0.022129i,-0.0051611+0.019164i,-0.004748+0.0094332i,-0.011152+0.00034498i,-0.017673-0.0079987i,-0.017438-0.016626i,-0.012155-0.023717i,-0.0068479-0.017835i,-0.0032923-0.0092067i,-0.0048494-0.0076437i,-0.0090044-0.004658i
0.15714+0.040772i,0.26209+0.032381i,0.30312-0.02309i,0.25546-0.061552i,0.18915-0.037134i,0.13831-0.0028994i,0.076296+0.011716i,0.028034+0.040908i,0.022559+0.059338i,0.0223+0.040409i,0.0022112+0.022489i,-0.0070252+0.024789i,0.0023022+0.025571i,0.0099708+0.01793i,0.011405+0.011441i,0.0068801+0.010363i,-0.0022965+0.014053i,-0.014807+0.016748i,-0.021612+0.015267i,-0.012453+0.0091323i,0.0020989+0.0023079i,0.013194-0.0011696i,0.018155-0.0052818i
-0.20221-0.065082i,-0.22915-0.14439i,-0.17236-0.19931i,-0.12156-0.18031i,-0.09179-0.12332i,-0.051274-0.08121i,-0.017739-0.053933i,0.013681-0.029391i,0.037902-0.020627i,0.032195-0.015901i,0.027702-0.0015433i,0.040897-0.004645i,0.038821-0.02105i,0.021194-0.021044i,0.011316-0.0090223i,0.012315+0.0018263i,0.018063+0.0095332i,0.022838+0.018234i,0.022978+0.021455i,0.014759+0.012507i,0.00026549+0.0027627i,-0.011855+0.00060268i,-0.015516+0.0026209i
0.053954+0.063363i,-0.013494+0.0878i,-0.13331+0.092699i,-0.16907+0.085452i,-0.1213+0.048763i,-0.086454-0.0070822i,-0.0716-0.033852i,-0.056122-0.045005i,-0.045439-0.048767i,-0.031922-0.034613i,-0.018613-0.027112i,-0.02353-0.026889i,-0.029818-0.017422i,-0.02022-0.011497i,-0.0078231-0.014944i,0.001853-0.022992i,0.0098841-0.029884i,0.015563-0.031126i,0.016626-0.027197i,0.0095844-0.017887i,0.0042455-0.0079214i,0.0043798-0.0040954i,0.0017072-0.0048804i
-0.0052397+0.067498i,0.016473+0.097667i,0.072229+0.1243i,0.11133+0.13401i,0.091325+0.13797i,0.042915+0.14806i,0.01051+0.13974i,-0.0065453+0.11039i,-0.01803+0.075895i,-0.0194+0.043486i,-0.018413+0.021274i,-0.019664+0.013196i,-0.018111+0.011171i,-0.016261+0.0096411i,-0.017891+0.0077087i,-0.023961+0.0051405i,-0.03037+0.00089155i,-0.032578-0.0073349i,-0.030399-0.013278i,-0.020039-0.0080668i,-0.0063939+0.00047827i,0.00070418+0.005095i,0.0026455+0.0087434i
0.1626-0.095225i,0.20039-0.10541i,0.16314-0.09717i,0.097093-0.11217i,0.064864-0.12113i,0.064377-0.091839i,0.078811-0.04559i,0.086775-0.0186i,0.069718-0.005866i,0.041621+0.0064035i,0.02475+0.019838i,0.022351+0.033414i,0.023927+0.037071i,0.016926+0.027153i,0.0056081+0.018373i,6.0914e-05+0.017418i,-0.0027761+0.020946i,-0.0058536+0.026646i,-0.0055106+0.02941i,-0.00067503+0.021282i,0.0027108+0.0059136i,0.0023043-0.0046928i,0.00054963-0.0077731i
-0.20466-0.023142i,-0.27613-0.056619i,-0.24726-0.066087i,-0.16726-0.028075i,-0.09423-0.0021241i,-0.024369-0.02311i,0.0091503-0.079378i,-0.012525-0.10553i,-0.02745-0.07201i,-0.0085787-0.034075i,0.010549-0.02805i,0.015432-0.039621i,0.010402-0.042296i,0.0072615-0.023042i,0.01208-0.0022025i,0.019463+0.0060629i,0.026577+0.0077082i,0.030446+0.0072313i,0.029384+0.0035529i,0.019792-0.0027709i,0.0040653-0.0032603i,-0.0059885+0.0021096i,-0.0045563+0.0041816i
0.055557-0.05472i,0.086851+0.012987i,0.10553+0.097699i,0.092071+0.10733i,0.033864+0.074098i,-0.053435+0.039491i,-0.11609+0.032078i,-0.11634+0.04808i,-0.071029+0.042996i,-0.031489+0.010924i,-0.02237-0.009979i,-0.024083-0.0055012i,-0.014738+0.00291i,0.00022273-0.00092162i,0.0039637-0.011397i,-0.0013733-0.022015i,-0.0061575-0.027776i,-0.0047296-0.029325i,-0.0026988-0.028219i,-0.0049028-0.019035i,-0.0022518-0.0047508i,0.0041615+0.00029866i,0.002383-0.0028862i
-0.01968+0.25923i,0.032737+0.22738i,0.073805+0.063419i,0.081457-0.054935i,0.09165-0.068045i,0.091075-0.016666i,0.068363+0.052563i,0.065769+0.091628i,0.067138+0.072301i,0.032816+0.03901i,-0.0023057+0.032205i,-0.013116+0.031137i,-0.016328+0.021352i,-0.016931+0.0091811i,-0.013222+0.0033299i,-0.010135+0.0055637i,-0.009841+0.006586i,-0.014568+0.0053453i,-0.01706+0.0078068i,-0.010866+0.0099311i,-0.0022342+0.0066274i,0.001185+0.0036405i,0.00060299+0.0028751i
0.01164-0.27061i,-0.032207-0.35398i,-0.082244-0.30476i,-0.1263-0.19532i,-0.14072-0.098616i,-0.077475-0.034993i,0.025221-0.025617i,0.06927-0.066091i,0.034469-0.078818i,0.0077581-0.039772i,0.020729-0.009135i,0.036342-0.0041422i,0.034866-0.0068969i,0.017665-0.0063864i,0.0020333-0.0010166i,-0.0022081+0.0043614i,-0.0018958+0.0099853i,0.0021857+0.015406i,0.0080484+0.016111i,0.010456+0.0090478i,0.0058196-0.0020523i,-0.0028212-0.0097498i,-0.0074666-0.0075312i
0.097036+0.14561i,-0.0026598+0.21046i,-0.14458+0.24318i,-0.14578+0.24125i,-0.052834+0.15928i,-0.019226+0.025974i,-0.03956-0.058248i,-0.071899-0.065399i,-0.069149-0.027933i,-0.027658-0.0065901i,-0.004122-0.015705i,-0.010371-0.01984i,-0.015609-0.0074577i,-0.0080885+0.0051812i,0.0042023+0.0062809i,0.012185-0.0030662i,0.014839-0.011191i,0.013303-0.014898i,0.0094517-0.017655i,0.002796-0.016761i,-0.0034493-0.0069035i,-0.0018995+0.0055615i,0.0037898+0.0078491i
-0.20044-0.065473i,-0.12545+0.013949i,0.079873+0.10292i,0.18875+0.083272i,0.13359+0.04546i,0.046884+0.057903i,-0.016206+0.065131i,-0.036161+0.082332i,-0.011918+0.079708i,-0.0044722+0.035061i,-0.020135+0.0086703i,-0.018341+0.004625i,-0.0075697-0.0035537i,-0.0038707-0.0067716i,-0.0065142-0.0052553i,-0.012325-0.0024941i,-0.01413+0.00096334i,-0.013519+0.00066014i,-0.015502+0.00024563i,-0.014103+0.0035324i,-0.0059416+0.0045749i,6.4847e-05+0.0007467i,0.00017664-0.0021116i
0.20239-0.021225i,0.29005-0.052181i,0.27043-0.12325i,0.14341-0.17263i,0.021794-0.14667i,-0.025825-0.06554i,-0.0037044+0.0073999i,0.042897+0.012603i,0.050397-0.012885i,0.026302-0.0043376i,0.01779+0.017177i,0.014478+0.021798i,0.0077188+0.021208i,0.0062888+0.014512i,0.0033908+0.0072862i,0.0017816+0.0050339i,0.0015572+0.001996i,-0.0014887+0.0045234i,0.00095997+0.01326i,0.0059072+0.015386i,0.007239+0.0080141i,0.006335-0.000463i,0.0023458-0.005163i
-0.19988+0.020042i,-0.27895-0.14399i,-0.30882-0.25423i,-0.2661-0.13722i,-0.13914+0.035158i,-0.0039418+0.06583i,0.041548+0.014237i,0.013507-0.025711i,-0.020869-0.031475i,-0.018721-0.016656i,0.00011694-0.01585i,0.00084403-0.02392i,-0.0061286-0.020165i,-0.0063784-0.0079107i,-3.2153e-05+0.0011904i,0.0054365+0.0034466i,0.005004+0.0037247i,0.0073425+0.0026708i,0.013527-0.0036179i,0.014539-0.010677i,0.0059657-0.012469i,-0.0060468-0.0076519i,-0.010306+0.00035884i
0.073497-0.021612i,-0.0050789+0.10676i,-0.082851+0.23532i,-0.021805+0.2203i,0.076822+0.10472i,0.078698+0.018366i,0.03757-0.0041891i,0.0048516+0.013939i,-0.0012338+0.037568i,0.010579+0.022466i,0.0025427-0.00055893i,-0.0060681+0.011104i,0.0057545+0.02062i,0.012664+0.0094436i,0.010128-0.0026852i,0.0048889-0.0080543i,-0.0010561-0.0065677i,-0.0028507-0.0051539i,-0.004941-0.0080371i,-0.008589-0.0074407i,-0.0063931+0.00037941i,0.0018111+0.0067854i,0.0059727+0.0068997i
-0.025717+0.14503i,-0.01469+0.20957i,0.055898+0.19912i,0.10265+0.066587i,0.062298-0.087256i,0.0070279-0.12984i,-0.0016056-0.087392i,0.022323-0.044696i,0.033754-0.02444i,0.010608-0.010416i,-0.0080366+0.0075469i,-2.5617e-05+0.0085849i,0.0013679-0.0042187i,-0.0067166-0.0079263i,-0.010624-0.0048698i,-0.0079338+0.0011958i,0.00074625+0.0044527i,0.0050405+0.0026357i,0.00064304+0.0049093i,-0.0034819+0.0075259i,-0.0035118+0.0033025i,-0.0028311-0.00083348i,-0.0003045-0.001557i
0.12888-0.21386i,0.27449-0.27557i,0.29495-0.26631i,0.11718-0.18603i,-0.062012-0.067066i,-0.10658+0.00057902i,-0.08706-0.011134i,-0.072905-0.035298i,-0.051542-0.038054i,-0.019865-0.024791i,0.0082061-0.013631i,0.016902-0.015869i,0.0079548-0.016878i,-0.0027344-0.008049i,-0.0052522-0.00084721i,-0.0011381-0.0047984i,-0.00051994-0.012484i,-0.00284-0.013441i,-9.2502e-05-0.009044i,0.0048067-0.004168i,0.0079044-0.0020418i,0.010168-0.0068427i,0.0077729-0.011571i
-0.14564+0.081024i,-0.26367+0.028975i,-0.29001-0.03131i,-0.18855+0.0082359i,-0.073312+0.086965i,-0.023736+0.11023i,-0.026261+0.10003i,-0.032968+0.089092i,-0.028992+0.070945i,-0.014694+0.044218i,-0.011294+0.015209i,-0.027199+0.0059102i,-0.02927+0.015882i,-0.0093166+0.020044i,0.004417+0.013872i,0.002068+0.006446i,-0.0061936+0.002886i,-0.010781+0.0025868i,-0.0088963+0.0018558i,-0.006009-0.0010108i,-0.007078-0.0020674i,-0.012116+0.00059087i,-0.014706+0.0025293i
-0.074704-0.099052i,-0.09564-0.066571i,-0.075613+0.0084928i,-0.015104+0.024651i,0.050445-0.014069i,0.065715-0.018369i,0.066225+0.022275i,0.080575+0.041006i,0.074982+0.02313i,0.038284-0.00095121i,0.010155-0.0006651i,0.016234+0.013924i,0.026816+0.010563i,0.019493-0.0042496i,0.0072528-0.009794i,-0.0025272-0.002484i,-0.0070929+0.0098001i,-0.0053806+0.017769i,-0.0016829+0.018788i,0.0018051+0.014943i,0.003543+0.0073959i,0.0016195+0.0010349i,-0.0027691+0.00053901i
0.12676+0.24378i,0.1642+0.29162i,0.13882+0.22285i,0.061232+0.11381i,-0.021526+0.048954i,-0.024984+0.020602i,0.014427-0.030142i,0.0098013-0.079773i,-0.018765-0.070982i,-0.018336-0.023798i,0.0012614+0.0017753i,0.0080726-0.0056262i,0.00089569-0.014122i,-0.0059891-0.013895i,-0.0065479-0.0087342i,0.0052332-0.00096253i,0.02144-0.0012673i,0.028878-0.0084862i,0.026556-0.013006i,0.016441-0.012555i,0.00538-0.0061804i,0.0042667+0.0057789i,0.0090345+0.014449i
-0.093085-0.23965i,-0.10938-0.30682i,-0.080004-0.26628i,-0.041241-0.135i,0.0040839-0.0078817i,0.028146+0.026559i,0.0051468+0.011102i,-0.028729+0.013091i,-0.036127+0.019134i,-0.019133+0.0067191i,-0.0069693-0.016561i,-0.012881-0.025368i,-0.018631-0.012287i,-0.014302+0.0053619i,-0.006209+0.011238i,-0.0023132+0.002835i,-0.0068937-0.0072579i,-0.013998-0.012324i,-0.015109-0.013915i,-0.010511-0.010542i,-0.0015311-0.0072793i,0.0061788-0.01114i,0.0089562-0.015378i
0.1606+0.072794i,0.11903+0.10834i,0.016278+0.12935i,0.0098563+0.090106i,0.071465+0.0035673i,0.071471-0.044773i,0.024933-0.019517i,0.0075893+0.032786i,0.026112+0.062979i,0.035733+0.048493i,0.012019+0.030755i,-0.0031763+0.039829i,0.010204+0.039138i,0.020931+0.019044i,0.017365+0.0038137i,0.0072366-0.0029743i,-0.0048044-0.0038538i,-0.014041+0.001466i,-0.01747+0.0098539i,-0.014457+0.014704i,-0.0093157+0.0093422i,-0.0071018-0.0015463i,-0.0078446-0.011112i
-0.28632-0.0017578i,-0.23701+0.061031i,-0.065478+0.084556i,0.0048799+0.023076i,-0.052582-0.049268i,-0.075961-0.056613i,-0.026772-0.050963i,0.012307-0.068605i,0.010229-0.081053i,-0.014667-0.058764i,-0.016808-0.021308i,0.0055964-0.015059i,0.011955-0.030462i,0.0042949-0.033577i,0.00084012-0.025207i,0.0019315-0.011457i,0.0083662+0.0055372i,0.01609+0.017352i,0.022163+0.018173i,0.023795+0.0091228i,0.012739-0.0014725i,-0.0064999-0.0031333i,-0.018967+0.0032239i
