-0.0013279+0.0010487i,-0.0020401+0.0013983i,-0.0031675+0.00097898i,-0.0023605+0.00087933i,-0.0019235+0.0017782i,-0.0018913+0.0019713i,-0.00054969+0.00083431i,0.00058529-3.6555e-05i,0.00083287+7.396e-05i,0.00098465-3.7392e-05i,0.00088661-6.9585e-05i,0.00019023+0.00027i,-2.0079e-05+0.00013199i,-0.00023965-0.00030354i,-0.00062546-0.00017309i,-0.00094946+0.00064786i,-0.0011355+0.00042566i,-0.001093-0.00031833i,-0.00038237-0.000624i,-0.00013925-0.00063151i,9.2763e-05-0.00042303i,0.00052042-6.4146e-05i,0.00022474-0.00029042i
0.0016803-3.7826e-05i,0.001416+0.0012076i,0.0011765+0.0016399i,0.0016546+0.00079873i,0.00035909+0.00032686i,-0.0012183+0.00078994i,-0.001276+0.00038529i,-0.0007126+0.00041007i,0.00016067+0.00020591i,-2.5306e-06-0.00061038i,-0.00024439+0.00032339i,-0.00012564+0.00048839i,0.00028842-0.00095436i,0.00040526-0.00061619i,-0.00023115+0.0002553i,-0.0010443+0.00085173i,-0.0011596+0.00084485i,-0.00043776+0.00016117i,0.00096675-0.0004306i,0.0017062+1.5805e-05i,0.00084681+0.00060382i,-7.3305e-06+0.00036712i,0.00016505+0.00066816i
-0.00010227+0.00095363i,0.00033478+0.0010183i,0.00044943+0.00042284i,-0.00018753-0.00016928i,-0.00033005-0.00039687i,-0.00073913-0.00015202i,-0.00082563+4.5924e-05i,-0.00060959+0.00046381i,-3.5592e-06+0.00040149i,0.00040281-0.00034908i,-0.00024035+0.00018983i,-0.00095785+0.00058977i,-0.00054913+0.00081963i,0.00047038+0.0013937i,0.00089582+0.00046948i,0.00046811-0.00070567i,-2.7195e-05-0.00045954i,-1.5797e-05-7.0861e-05i,-2.8232e-05-0.00043696i,-0.00050676-0.0006955i,-0.00053481-0.0003475i,-0.00033297-0.00017757i,-0.00042268-0.00069513i
-0.0011881+0.00012828i,-0.0011424+0.0011165i,-0.00050129+0.0020077i,-1.6051e-05+0.0016005i,0.00038595+0.00088537i,-0.00024031+0.00047422i,-0.0012873-0.00084151i,-0.0005807-0.0013847i,0.00020158-2.5987e-05i,0.00019334+0.00051356i,0.00095684+0.00036669i,0.001409+0.00061467i,0.00068913+0.00080065i,0.00023901+0.0010283i,0.00047426+0.0010124i,0.0004582+0.0005456i,0.00020689-0.00015444i,-0.0003668-0.0001993i,-0.00060251+0.00013342i,-0.0004364-8.1598e-06i,-0.00011089-0.00032182i,5.9719e-05-0.00018796i,-0.00030342-0.00018963i
0.0019745+0.0034219i,0.002385+0.0035335i,0.0031757+0.0025002i,0.0033155-2.3524e-05i,0.0029187-0.0018574i,0.0015133-0.0018504i,0.00057579-0.00025158i,9.1269e-05+0.0006822i,0.00024642+0.00037993i,-0.00014058-0.00032225i,-0.00034152-0.00044246i,-0.00014132+0.00028576i,-0.00037318+0.00039681i,-0.00048578+1.594e-05i,-0.00018739+0.00028216i,8.518e-05+0.00027694i,-3.1607e-06-5.6065e-05i,0.00010459+0.00031053i,-0.00022362+2.625e-05i,-0.00017269+0.00012257i,0.00018997+0.00026196i,0.00013562+0.00033508i,0.00020956+0.00024916i
-6.2966e-05+0.00038259i,0.00091407+0.0011567i,0.00057722+0.002728i,-0.00058407+0.0020611i,-0.00055179+0.00082705i,0.00042739+0.00040617i,0.00099447-2.4556e-05i,0.0010404+8.4606e-05i,0.00051496+0.00025734i,-0.0004509+1.6033e-05i,-0.00089378-0.00014776i,0.00018454+2.9033e-05i,0.00019415-8.5264e-06i,-0.00085372-6.5538e-07i,-0.00094281+0.00032049i,-0.00024269+0.00027587i,-0.00032378+0.00021936i,-0.00067999+9.4e-05i,0.00040786-0.00044356i,0.00054248+0.00020621i,-0.00015348+0.00083054i,5.1725e-05+4.2438e-06i,9.3478e-05+4.4576e-06i
-6.0976e-05+0.00050706i,-8.7426e-05+0.00049684i,-0.00022601+3.2475e-05i,-0.00040372-5.2738e-05i,-0.00064301-8.3028e-05i,3.4879e-05-0.00022948i,0.0004896-0.00032501i,0.0006458-0.00010917i,0.00033038+0.00048103i,-0.00010756+3.1296e-05i,0.00032051-0.00030132i,-2.3752e-05-0.0002063i,-0.00052324+0.00011192i,-0.00042207-1.8148e-06i,-0.00062702-0.00060004i,-0.00049862-0.00090477i,9.2323e-05-0.00043028i,0.0010243-5.4758e-05i,0.0011424-0.00044083i,0.00049435-0.00045872i,0.00036431-0.000221i,0.00049999+0.00040075i,0.00025555+0.00071355i
-0.00013028+0.0012193i,0.00042131+0.001259i,0.0011248+0.00095856i,0.00096753+0.0011538i,0.00069098+0.0009689i,0.0003127+0.00017012i,0.00014283-0.00074352i,0.00030979-0.00073475i,0.00032507-9.4084e-05i,0.00013602-0.00037356i,0.00050612-0.00057203i,0.00024187-5.4456e-05i,-0.00084949+0.00025096i,-0.00097661+0.00041398i,-0.00067484+0.00015607i,-0.00077712+0.00013752i,-0.00067837+1.3097e-05i,-8.3382e-05-0.00031905i,0.00075222+0.00040833i,0.00070649+0.0010143i,0.00014797+0.00062415i,0.0003298+0.00013719i,0.00071678+0.00024724i
0.00012316+0.00096356i,0.00053798+0.00089077i,0.00032461+0.0006769i,0.00057755+0.00074474i,0.00056065+4.2146e-06i,1.6826e-05-0.00071688i,0.00047493-0.00062591i,0.0011733-0.0004029i,0.0012679+2.1346e-05i,0.0014615+0.00015333i,0.00070192-0.00024796i,-0.00052112-0.00081546i,-0.00019634+5.8885e-05i,-0.00032888+0.00069483i,-0.00058701+0.00026468i,-0.0002439+0.00040643i,9.7046e-05+0.00029968i,0.00012112+0.00025598i,-0.00028666+0.00057483i,-0.00047448+0.00021251i,-0.00040134+0.00018666i,-0.00010479-0.00015109i,0.00092928-0.00056321i
0.00017283-0.00033413i,-0.00032054+0.00028296i,-9.6684e-05+0.00043161i,-0.00024472+0.00026962i,-0.00029388-0.00018205i,-0.00038374-0.0005678i,-0.000572+0.00013515i,-0.00096731+3.8049e-05i,-0.00066912+0.00021209i,0.00054407+0.00035077i,0.0010324+0.00038873i,0.00021379+3.144e-06i,-0.00065947-8.4755e-06i,0.00043841+0.0004347i,0.001041+0.00057121i,0.00085226+0.00088027i,0.0007947+0.00096718i,0.00041928+0.00040362i,0.00020941-0.00052915i,0.00021748-0.00074093i,0.00033029-0.00016779i,-0.00018912-0.00033717i,-0.00015305-0.00059482i
0.0011968+0.0011442i,0.0015576+0.0013085i,0.0011386+0.00036455i,0.0010629+0.00024649i,0.0009531+0.00054443i,0.00032576+0.00012881i,-9.5146e-06-5.7034e-05i,0.0003134+4.9139e-05i,0.00095081-2.0156e-06i,0.0009031+0.00041156i,-6.5843e-05+0.0010451i,-0.0011591+0.00059217i,-0.00058058-0.00053762i,0.00013563-0.00065422i,-0.00036184-6.9997e-05i,-0.00060837+6.2684e-05i,-0.0013127-0.00027707i,-0.001696-0.00038452i,-0.00084625-0.00035228i,-0.00084104-0.00040884i,-0.00067054-0.00044922i,0.00010392-7.6253e-05i,0.00056442-5.185e-05i
-0.00051571-0.00010747i,-0.0016968-0.001201i,-0.0010823-0.0013397i,-0.00086391-0.00053425i,-0.00064727+0.00064175i,0.00020534+0.00065742i,0.00052015+0.00014435i,0.0003492+8.6507e-05i,0.00024804-0.00021994i,-0.00036961+0.00013317i,-0.00056786-1.8038e-05i,-0.00043255-0.00074964i,-0.00069043-0.00043189i,2.919e-05-0.00010878i,0.00064814-0.00038181i,0.00038667-0.00010152i,-0.00012566+5.5178e-05i,-0.0009172-8.9872e-05i,-0.001478+0.0002739i,-0.00029536+7.9751e-05i,0.00055042+8.733e-05i,-3.6547e-05+0.00046555i,-2.9107e-05+4.2868e-05i
0.00049721+0.0019729i,2.9934e-05+0.0034416i,-0.0006926+0.0040081i,-0.00019906+0.0022438i,8.9228e-05+0.00094875i,8.5862e-05-0.0001189i,0.00020333-0.00069727i,-0.00077869+5.1208e-05i,-0.00095332+0.00058041i,-0.00034217+0.00044548i,0.00056097-8.0514e-05i,0.0012387+0.00050534i,0.00054878+0.00076356i,-0.00033179+0.00016076i,-0.00056095+0.00029032i,-0.001021-0.00019073i,-0.0012596-0.00010549i,-0.00044349+0.00024578i,0.00045965-0.00045996i,-0.0003132-0.0011867i,-0.00068277-0.0014892i,-0.00029942-0.0011579i,-0.00074583-0.00071959i
0.00081066+0.00025711i,0.0012478+1.1514e-05i,0.00098463-0.00048624i,0.00063562-0.00028024i,-5.473e-06-0.00045691i,-0.00048613-0.000757i,0.00034086-0.00057103i,0.00058423+0.0001275i,0.00029332-0.0002154i,0.00043366-0.00015306i,0.00057125+0.00045701i,0.00082677+0.00050034i,7.9749e-05+0.00061005i,-0.00082012+0.00032887i,-1.6162e-05-0.00014812i,0.00070509-0.00059074i,8.4786e-06-0.00041541i,-0.00044025+0.00038657i,0.00031737+0.00061149i,0.00087333+0.00042822i,0.00098283-2.7666e-05i,0.00081502+0.0001739i,-3.4374e-05+0.0002508i
-0.0013056-6.9551e-05i,-0.0021397+0.00067842i,-0.0018178+0.00090061i,-0.0010029+0.0011095i,-0.00012608+0.00099632i,0.00070522+0.00022659i,0.00055016-0.0006241i,0.00039164+1.0598e-05i,0.00096081+0.00028453i,0.00071131+0.00054773i,-0.00012936+0.00056969i,-0.00024879+0.00036718i,-0.00011634+0.00028802i,-0.00028371-2.4789e-06i,0.00012526+0.00016768i,0.00035928+0.000216i,0.0003524-0.00013963i,-0.00016111+1.5316e-05i,-0.00035608-1.5283e-05i,-6.9085e-05-0.00051752i,0.00059145-0.00035661i,0.00037213+0.00052721i,-0.00039347+0.00032577i
-0.0003832+0.00019584i,-0.00043176+0.001356i,-0.00033788+0.0031484i,-0.0002133+0.0023144i,0.00015691+0.0003397i,0.00075487-0.00030129i,0.00073509+6.8912e-05i,0.00076671+0.0005285i,0.00049776+0.00088905i,-0.00023983+0.00091932i,-0.00010068+0.00011448i,-0.00011575+0.00030316i,-0.00047532+0.0006669i,-0.00040966+0.00038932i,0.0008017-3.6111e-05i,0.0015666-0.00038915i,0.001184-0.00045362i,0.0004513+0.00013748i,-0.0002248+0.00036988i,0.00012552-0.00012403i,-1.5947e-05-0.00078593i,-0.0004785-0.0010684i,-0.00043838-0.00069201i
-0.00095706+0.001613i,-0.00073244+0.0020479i,0.00092822+0.0013257i,0.0012914+0.00084745i,0.00087445-0.00025696i,0.0010516-0.0010477i,0.0010757-0.00038289i,0.0013963+0.0002655i,0.001773+0.00065772i,0.00062278+0.00079038i,-0.00045606+0.00032326i,-0.00043474+6.531e-05i,-0.00078205+0.0001381i,-0.00081288+0.00034327i,0.00017444+0.00091028i,0.00013923+0.00089376i,2.0919e-05+0.00073503i,8.2341e-05+0.00025961i,0.00050415-0.00015301i,0.0011341-0.0003051i,0.0010345-0.00048478i,0.00020347-8.5797e-05i,-0.00059239+4.7063e-05i
-0.00019398+0.0010474i,8.4881e-05+0.0016923i,-6.5764e-05+0.0012485i,0.00060584+0.00024588i,0.00058131-4.2746e-05i,4.212e-05-0.0004219i,-0.00019244-0.00081801i,-0.0003281-0.00071879i,-0.00015551-0.00055263i,-4.2366e-05-0.00041227i,-0.00018052-0.00027039i,0.00038639+0.00023438i,0.00072308+0.00018227i,0.00011586-9.9082e-05i,-0.00032147+0.00024565i,0.00034715+0.00029331i,0.00067326+0.00021i,-0.00014233+0.00024544i,-2.8874e-05+0.00013246i,0.00019224-0.00025107i,3.9857e-05-3.7267e-05i,8.1064e-05+0.00065026i,-0.00026116+0.00078183i
0.00035426+0.0015812i,0.0015193+0.0021627i,0.0017886+0.0017141i,0.0012352+0.00061082i,0.00025543+0.00090517i,0.00019952+0.0013781i,0.00034894+0.0015563i,-0.00047871+0.0011238i,-0.0012866+1.9656e-05i,-0.0001628-0.00031216i,0.00058778-0.0002307i,0.00050613-0.00037251i,0.00023569-0.00010104i,-0.00049776+3.622e-05i,-0.00095264+0.00010637i,0.00010654-0.00065141i,0.0010924-0.0013796i,0.00084774-0.00057943i,0.00013254+3.0518e-06i,7.9654e-05+0.00010352i,-0.00010898-0.00041676i,-0.00016997-0.00093383i,7.7593e-05-0.0007023i
0.00092947+0.0006163i,-0.00064055-0.00039569i,-0.001227-0.0021859i,-0.00084405-0.0018111i,-0.00058827-0.0011282i,-0.00029676+0.00015006i,-0.00015344+0.0010074i,-0.00015695-0.00010749i,-0.00014293-0.0012733i,0.00024362-0.0016205i,5.7666e-05-0.00043272i,-0.00049802+0.00045579i,-0.00014642+6.1376e-05i,0.00077679+0.00044121i,0.00081592+0.0010723i,0.00064442+0.00087011i,0.0011354+0.0010963i,0.0010336+0.00070741i,0.00049053+8.2283e-05i,-0.00019009+0.00029274i,-0.00041301+0.0010862i,0.00031772+0.0009992i,0.00013523+0.0002394i
0.0017127+0.00061303i,0.0016523+0.0015771i,0.0017341+0.0014051i,0.0012626-0.00018376i,1.946e-05-0.00081556i,-0.00070621-0.00037656i,-0.00014521-0.00021432i,0.00059127+1.9831e-05i,0.00059574-0.00026078i,0.000756-0.00093i,0.00062417-0.00084574i,-0.00042533-0.0010357i,-0.00055084-0.00080794i,0.0003968+0.00073325i,0.00035215+0.0013877i,-0.00025655+0.00043136i,-0.00071204+0.00019844i,-0.00052098+0.00033483i,-0.00047288-8.3854e-05i,-0.0010271-0.00050946i,-0.00045984-0.00037955i,0.00064151+0.00014053i,0.0010406+1.2615e-05i
0.00017449+0.00042943i,-0.00026352-0.0001385i,-0.00085071-0.000831i,-0.0010655+0.00013676i,-0.00089472+0.0013861i,9.1312e-05+0.0012109i,0.0010883+1.0517e-05i,0.0013837-0.00052078i,0.00060182+0.00063798i,0.00035009+0.00038299i,0.00057446-0.00017576i,0.00048214+9.1962e-08i,-0.00054017-5.193e-05i,-0.00086144+0.00012468i,-3.069e-05+8.9587e-05i,0.00024164+0.00019576i,-0.00051891+0.00058826i,-0.0011651+2.1632e-05i,-0.0010522-0.0003499i,-0.00040587+0.00010803i,0.00024693-0.00049705i,0.00037139-0.00075277i,-0.00043437-0.00044273i
-0.0015997-0.00040834i,-0.0017663+0.001081i,-0.00084965+0.001909i,-0.00012599+0.0021401i,0.0004231+0.0010729i,0.00058486-9.6086e-05i,0.00058864-0.00019781i,0.00044068+0.00015514i,0.00040212+0.00035672i,0.00047171+0.0003186i,-0.00020233+8.7738e-05i,-0.00095408+0.00042864i,-0.00075421+0.00024847i,-0.0002749-0.00068804i,-0.00028842-0.00076127i,-0.00037411+6.3568e-06i,-8.1957e-05+0.0002064i,0.0001343-0.00042407i,-0.0003782+3.489e-06i,-0.00051015+0.00051614i,-0.00064525+0.00039931i,-0.00051112+0.0011548i,-9.4181e-05+0.0012623i
0.00068377-0.00050893i,0.0012749+0.0002249i,0.0010157+0.00081343i,-7.8481e-05+0.00041778i,-0.00028058+0.0004294i,0.00038692+0.00058843i,0.00010202+0.00029957i,-0.00054469-0.00064911i,-0.00103-0.00063922i,-0.00080481-0.00015624i,-5.055e-05-0.00013996i,0.00015968+0.00017501i,-8.0301e-05-3.2351e-05i,-6.7119e-05-0.00049877i,0.00075482-0.00024351i,0.00057394+3.397e-07i,0.00017577-0.00075208i,0.00053107-0.00090278i,0.00089213-0.00018085i,0.00061462+0.00028871i,0.00012799+0.00027044i,-0.00035584+0.00073545i,-0.00029652+0.00014726i
0.00032438+0.00027541i,-0.00024958+0.00034375i,-9.9343e-05+0.00042758i,0.00022435+0.0010304i,0.00040632+0.0011533i,0.00075889+0.001282i,0.0012839+0.0010857i,0.00089715+0.00024459i,-0.00010358+0.0003548i,-0.00033161-0.00052257i,-0.00071419-0.001013i,-0.00061123-0.00058006i,0.00066909-0.00047033i,0.0010608-0.00036199i,-0.00020025-3.9702e-05i,-0.00043842+0.00045375i,0.00029938+0.00052261i,0.00086589-0.00012092i,0.00082669-0.0004629i,0.00017603+0.000101i,-0.00020992+0.00037267i,-0.00079766+0.00019419i,-0.00042917-0.00023759i
-0.0024452+0.0019858i,-0.0017239+0.0025035i,-0.0010544+0.0017847i,-0.00053326+0.0010976i,-0.00042847+0.00083618i,-1.0092e-05+0.00022038i,0.00037811-0.00033638i,-0.00010524-0.00042101i,-0.00035971-0.00015636i,-0.00045825-0.00036937i,-0.00052727-0.00054919i,-0.00015452+0.0002709i,0.00053532+0.00024755i,0.00057891-0.00082216i,6.2458e-05-0.0014547i,-0.00062078-0.0017551i,-0.00078113-0.00093987i,-0.00011373+0.00053579i,-8.3439e-05+0.00041382i,-0.00051527+7.1816e-05i,1.1429e-05+0.00013055i,0.0004084+0.00016959i,0.00041739-8.9764e-05i
-0.00010623+0.0013678i,-4.4057e-05+0.0014669i,0.00049756+0.0012301i,3.7636e-05+0.00089507i,-3.4252e-05+0.0009768i,6.4418e-05+0.00067746i,6.1338e-06-0.00015081i,-3.1281e-05-0.00053737i,-0.00036613-0.00042885i,-0.00028818-0.00016391i,-0.00018086+0.00019943i,-0.00034731+0.00015691i,-0.00043537-0.000361i,-0.00051937-0.00070868i,0.00025123-0.00084554i,1.0391e-05-0.00036413i,-0.00075474+0.00012162i,-6.5271e-05+7.2973e-05i,0.00020325-4.5432e-05i,-8.4098e-05-0.00037602i,4.2245e-05-0.00058815i,0.00028937+6.276e-06i,-0.00017765+0.00027874i
-0.00011082+0.0032112i,0.00060336+0.0033413i,0.0010171+0.0027802i,0.0014305+0.0012312i,0.0010455-3.4087e-05i,0.00019721-0.00075433i,4.5117e-05-0.00041176i,0.00084778+4.2648e-06i,0.00077038+3.5175e-05i,-0.00075695+0.00042592i,-0.00062847-0.000107i,0.0002174-0.00074501i,0.0001932-9.6955e-05i,-0.00054981+0.00029917i,-0.00056015-0.00074198i,0.00021697-0.00078321i,-0.0002572-0.00023616i,-0.00012812-0.00045179i,0.00061549-0.00052906i,0.0003966-0.0005053i,0.00047722+4.3715e-05i,0.00016427+0.00025448i,-0.00057628-0.00062448i
-0.0011368-0.00084548i,-0.0018744-0.00035238i,-0.0019368+0.00029418i,-0.0011914+0.0015291i,-5.7165e-05+0.0014576i,0.00049876+0.0005123i,0.000123-2.3441e-05i,0.00035004-0.00019924i,0.00086391-0.00017043i,0.00062194+0.00039271i,0.00074111+0.0004018i,0.00070763-0.00011706i,0.00013854+0.00010126i,2.356e-05+0.00035509i,-3.7989e-05-0.00024976i,-0.00019572-0.00060854i,-0.00092478-0.00017526i,-0.0012385-0.00011775i,-0.0001521-0.00046849i,7.6482e-05-0.00043175i,-0.00071507-0.00024492i,-0.0013049+1.4366e-05i,-0.00026928-9.6175e-05i
-0.0019317-0.0016398i,-0.0023476+0.0003913i,-0.0022593+0.0013945i,-0.00080247+0.0013117i,0.00051293+0.0012285i,0.0011605+0.00023564i,0.00052109+0.00016185i,-0.0005046+0.00069274i,-0.00039728+0.00012398i,-0.00026053-0.00065718i,-0.00027657-0.00049668i,-1.0782e-06+0.00027192i,-0.00024983+0.00035386i,-0.00018105-0.00026764i,0.00053972-0.00074586i,0.0010809-0.00036275i,0.00061251+0.00047847i,-0.00024394+0.00076923i,-4.1479e-05+0.00070028i,0.00064792-0.00041374i,0.001246-0.00050759i,0.0012037+0.00015286i,0.0005166+0.00034995i
-0.00052293+0.00061422i,5.0937e-05+0.0012802i,0.00020738+0.0022773i,0.00042195+0.0014487i,0.0014213+0.00024706i,0.0019807+0.00015432i,0.0010254+0.0003206i,0.00012319+0.0006876i,-0.00013839+0.00062837i,-0.00085981+0.00089061i,-6.8411e-05+0.00038182i,0.00087516+0.0001328i,0.00016281-2.9394e-05i,-0.00041086-0.00082653i,-0.00067899-0.00075763i,-0.00091988+0.00036065i,-0.00021262+0.00040604i,0.0002314+9.1859e-05i,-0.00021738-8.4991e-06i,-8.2238e-05-0.00016512i,0.00075096-0.00030574i,0.00058079-0.00073884i,0.00046527-0.00025393i
0.0021235+0.00035441i,0.00097552+0.00037596i,0.00071013+0.00055411i,0.0012639-4.318e-05i,0.00082262-0.0005612i,8.3374e-05-0.00091875i,-7.3011e-05-0.00057367i,0.00045756-0.00013437i,5.0999e-05+0.00062028i,6.2416e-05+0.00055689i,0.00031938+0.00013836i,0.00042091-0.00010195i,0.00068493-3.4888e-05i,0.0010698-0.00010919i,0.0010844+2.0996e-05i,0.00055515+0.00019569i,9.0966e-05-0.00032149i,0.00025617+0.00023036i,0.00041908-3.6931e-05i,-7.5764e-05-0.00082037i,-0.00054372-0.00050007i,-0.00077228+0.00033397i,-0.00038705-7.2921e-05i
0.001945+0.00035917i,0.0015375-0.00065799i,0.00055507-0.0017672i,-0.00043848-0.0021384i,-0.00072101-0.001386i,-0.00072982-0.00043826i,-0.00053944-0.00027187i,-0.0010573+0.00021851i,-0.00070539+0.00029421i,-0.00018773+4.9003e-05i,-4.0247e-05-7.867e-06i,0.0005397-9.3768e-05i,0.00055208-2.21e-05i,0.00070235-0.00018991i,0.00087477-9.8697e-06i,0.00046873+0.00026119i,7.406e-05-0.00012384i,-0.00072944-0.00087534i,-0.00069106-0.00064922i,0.00013766-0.00025632i,0.00085036+0.00016095i,0.00054096+0.00051828i,8.5542e-07+0.0004661i
-0.0024126-0.0017819i,-0.0022042-4.5101e-05i,-0.0026723+0.00061214i,-0.0025059+0.00172i,-0.0014267+0.0024638i,-0.00034033+0.0017059i,-0.00022106+0.00049555i,-0.00042757+5.8543e-05i,-0.0004154+4.6633e-05i,-0.00051462+0.00035849i,-0.0005343+0.00029959i,-0.00020265-0.00019638i,0.0003384-0.00016811i,0.00086229-0.00022595i,0.0012486-0.0010382i,0.0012462-0.00065191i,0.0010243+0.00040722i,0.00057428+0.00047146i,0.00010639+8.4501e-05i,0.00037978+0.00048798i,0.00046266-0.00022645i,0.00069087-0.0010154i,0.00049535-0.00063421i
0.00044797+0.00067753i,0.00054984+0.0017284i,0.00056431+0.0016081i,0.0004511+0.00078044i,0.00031223+0.00060193i,0.00067758+0.00049408i,0.0005989+0.00028212i,0.00038312-0.00022601i,-7.4025e-05-0.00072859i,-0.00080742-0.00041659i,-0.00020879+0.00038734i,0.00065984+0.00097944i,0.00020551+0.00053134i,0.00010737-0.000612i,0.00073418-0.00069268i,0.00034403-0.00040136i,-0.00036845-5.7784e-05i,-0.00031593-1.0265e-05i,0.00019614-0.00050591i,0.00030235-0.00047362i,-0.00017316-0.0001943i,5.4943e-05-2.7255e-05i,0.000464+0.00018294i
0.00015245-0.00045026i,0.00084694-0.00010801i,0.00096502+2.7007e-05i,0.00025313-0.00023453i,-0.00043113-0.00053199i,-0.00031257-0.00085188i,-0.00028114-0.00097271i,-0.00049087-0.00089119i,-0.00042222-0.00079104i,-0.0001232+0.00045903i,0.00021728+0.001278i,0.00017763+0.00099834i,0.00030547+0.00013583i,0.00052422-0.00038807i,0.00045209-0.00031113i,0.00043026-0.00050459i,0.00028652-0.00015706i,-0.00097618+0.00086489i,-0.0010024+0.00086544i,0.00029579-0.00017605i,0.00029407+3.4575e-05i,-0.00043349+0.00043244i,-0.00091865+0.00020924i
-0.0016709+0.0014964i,-0.0020274+0.0018335i,-0.0018161+0.001867i,-0.0001965+0.0013631i,0.0002557+0.00048062i,0.00011763-0.0003593i,-0.00037104-0.00062268i,-0.00039798-0.0002504i,-3.924e-05+0.00043578i,0.0004074+0.00059067i,0.00048997+0.00082668i,0.0003096+0.0002837i,0.00020273+1.6341e-08i,-0.00031012+0.00063699i,-0.00031983+0.00088035i,-0.00035842+0.00016466i,-7.0015e-05+0.00016447i,0.00019498+0.0012488i,0.00018191+0.00065772i,0.00025853-0.00013364i,0.0003888+0.00031715i,0.00060776-0.00011209i,0.0010359-0.00060808i
-0.0012146-0.001111i,-0.0014188+0.00020642i,-0.0017497+0.0016057i,-0.00071614+0.0025495i,0.00035802+0.0018303i,0.0015974+8.2434e-05i,0.0013874-0.00024065i,0.0002516+0.00045701i,0.00073563+0.00071856i,0.00090137+0.00026008i,-0.00017812+0.00025748i,-0.00025451+0.00029004i,-2.7566e-05+0.00022077i,-0.00084483-0.00040491i,-0.00083047-0.0010321i,-0.00099436-0.00096748i,-0.00048467-0.0010212i,0.00034937-0.0011677i,-2.1057e-05-0.0011239i,-8.5557e-05-0.0005109i,-0.00017943-0.00036115i,-0.00015625-0.00054603i,-0.00012792-0.00077181i
-0.0022758+0.0011074i,-0.0024557+0.0018087i,-0.0013046+0.0022i,-0.00024006+0.0017809i,0.00046793+0.0012616i,0.00060921+0.00036659i,0.00056057-0.0011339i,0.00037516-0.0003828i,0.00036005+0.000591i,0.0013962+6.3728e-05i,0.0009796-0.00030033i,0.00011247-0.00032084i,8.6852e-05-0.0004018i,-8.1699e-06-0.00099424i,-7.7268e-05-0.00032411i,-0.00026686+0.00045283i,-0.00030411-3.2077e-05i,-0.00030926-0.0007038i,-0.00041906-0.0010849i,-0.000223-0.0011799i,0.00031207-0.001108i,0.00051992-0.00014854i,0.00026758+0.00046996i
0.0026018+0.0025679i,0.0042318+0.0022147i,0.0045844+0.001922i,0.003641+0.0011734i,0.0025594+0.00020459i,0.0015103-0.00077757i,0.0008463-0.00027165i,0.00025039+0.00061454i,0.00060018+0.00071095i,0.0005537+0.0005512i,-5.0612e-05+5.5861e-05i,-0.00011517-0.0003737i,-0.00020787-2.9102e-05i,-0.0012112+0.00048832i,-0.00092181+0.0015158i,-8.6453e-05+0.0016464i,-0.00030801+0.00056145i,-0.00010915+0.00021875i,0.00058441+0.00067552i,0.00042167+0.00066847i,0.00027148+0.00061537i,6.4334e-05+0.00076598i,-0.00032965+0.0010587i
-0.00261-0.00029544i,-0.0020533+9.7271e-05i,-0.0020481-0.00064825i,-0.0015759-0.00089124i,-0.0012048-0.00083021i,-0.00067547-0.00075842i,-0.00012321-0.00087889i,-0.00021926-0.00087446i,-0.00074104-0.00059653i,-0.00033079-0.00014182i,0.00053912-5.9276e-06i,0.00073493-0.0001087i,0.00031326+1.073e-06i,-3.6987e-05-0.00013861i,-0.00027105-0.00029794i,-0.00043119+0.00024772i,-0.00012716+0.00030293i,-7.4704e-05-0.0005214i,0.00019203-0.00026685i,0.00042567+0.00047813i,-0.00017839+4.8408e-05i,-0.00031739-0.00061494i,-4.4638e-05-0.00047606i
0.00030107+0.00137i,0.00015743+0.0015005i,-1.7973e-05+0.0017178i,5.356e-05+0.0017515i,-0.00054368+0.0012209i,-0.00083194+0.00025706i,-0.0014375+6.0388e-05i,-0.00081986+0.00064786i,5.871e-05+0.00054365i,-5.1446e-05-0.0006378i,0.00017761-0.00075489i,0.00051252+8.5113e-05i,7.1807e-05+0.00017522i,-9.7254e-05+7.5963e-05i,8.2703e-05+0.00033266i,-0.00032205-0.00039556i,-0.00059262-0.00097854i,-0.00064618-0.00095094i,-0.00054609-0.00036588i,-0.00070519+0.00071222i,-0.00044039+0.000654i,0.00042476+0.00011988i,0.00099887+0.000111i
-0.00033672-0.0015274i,-0.00042826-0.00084358i,3.6836e-05-0.00029841i,0.0007386-0.0011057i,0.00087895-0.0013985i,0.0011217-0.00097822i,0.0007185-7.7526e-05i,0.00076049+0.00043331i,0.00086669+0.00032658i,0.00047902+7.8224e-05i,0.00052151+0.00036959i,0.00087525+0.00022421i,0.0010665+3.2396e-05i,0.00038661+1.243e-05i,-0.00048903+0.00038024i,-0.00038052+0.00096317i,-9.5838e-06+0.00044275i,0.00039586-0.00051181i,0.0003447-0.00063272i,8.7923e-05-0.00053806i,0.00049868-0.00019564i,0.00045004+0.0005739i,-4.0609e-05+0.00039251i
