2.3923e-05+0.00029276i,-0.00027462-0.0012561i,-0.0010099-0.0012145i,-0.002103+0.00015959i,-0.0029817+0.0018703i,-0.0026679+0.0019071i,-0.0017904+0.0017211i,-0.00075943+0.0017712i,-0.00020603+0.00032661i,-0.00026687-0.0011024i,8.6806e-05-0.0015511i,0.00036309-0.00088295i,-0.00035202-0.00016941i,-0.00075767+0.00030176i,-0.00013002+0.00071208i,0.00062288+0.00029024i,0.001306+1.9162e-05i,0.00067939-0.00058426i,0.00047659-0.00072287i,0.00073391+0.00051457i,0.00073037+0.00055889i,0.00071124+0.00016115i,0.00013836-0.00025988i
-0.17307+0.18674i,-0.28476+0.33129i,-0.31151+0.35971i,-0.26342+0.27104i,-0.17373+0.19491i,-0.062441+0.11936i,-0.017126+0.035321i,-0.023354+0.035087i,-0.014701+0.052052i,-0.026134+0.013853i,-0.040242-0.0036951i,-0.015828-0.0099344i,0.0028403-0.043152i,-0.017558-0.07852i,-0.090789-0.088354i,-0.18594-0.04875i,-0.24289+0.026312i,-0.2501+0.080046i,-0.19912+0.081538i,-0.12115+0.052224i,-0.086818+0.038837i,-0.081177+0.062699i,-0.055719+0.073807i
-0.10012-0.20657i,-0.18023-0.29521i,-0.13357-0.1989i,0.025928-0.057174i,0.053867-0.063613i,-0.058251-0.069657i,-0.081399-0.0017731i,-0.043251+0.0063932i,-0.054622-0.0051789i,-0.050448+0.026043i,-0.026811+0.040905i,-0.03144+0.035136i,-0.043513+0.027548i,-0.034681+0.03612i,0.017541+0.079891i,0.10197+0.1201i,0.17253+0.12449i,0.20014+0.11291i,0.17548+0.082506i,0.12398+0.03195i,0.094661-0.0054288i,0.092587-0.027678i,0.079475-0.038887i
0.21869+0.036493i,0.34434-0.033017i,0.24053-0.17646i,-0.0015-0.22381i,-0.036168-0.13908i,0.061887-0.12213i,0.032208-0.16673i,-0.019954-0.11872i,0.027682-0.036042i,0.07547-0.013506i,0.066066-0.025952i,0.035935-0.020443i,0.019353+0.017581i,0.022162+0.036522i,0.027004-0.0022399i,0.014452-0.066936i,-0.010843-0.11794i,-0.030461-0.14941i,-0.042911-0.13565i,-0.051724-0.07871i,-0.058849-0.038607i,-0.071035-0.027009i,-0.073315-0.017019i
-0.12185+0.18304i,-0.12548+0.40338i,0.04864+0.56181i,0.24094+0.51203i,0.19492+0.38031i,0.053924+0.3576i,0.059311+0.36266i,0.09943+0.24424i,0.039452+0.073629i,-0.043916-0.013103i,-0.05964-0.015013i,-0.020133-0.013874i,0.010456-0.048084i,-0.0033055-0.077128i,-0.050941-0.059814i,-0.098842-0.004527i,-0.12566+0.058868i,-0.12581+0.10337i,-0.087097+0.10042i,-0.031632+0.063367i,0.0032981+0.043648i,0.023955+0.048782i,0.035001+0.050572i
-0.011721-0.17998i,-0.12304-0.38133i,-0.32725-0.50206i,-0.43859-0.44355i,-0.30027-0.34233i,-0.08402-0.32327i,-0.017447-0.3153i,-0.046025-0.21124i,-0.038134-0.053188i,0.012738+0.038399i,0.035355+0.040271i,0.0079775+0.025956i,-0.014571+0.033397i,-0.00013233+0.041389i,0.038231+0.034673i,0.07647+0.01227i,0.10764-0.01378i,0.12879-0.024199i,0.11419-0.018847i,0.072381-0.019133i,0.038131-0.031451i,0.016658-0.043392i,0.010472-0.048555i
0.10299+0.080364i,0.27567+0.18483i,0.49544+0.25596i,0.59415+0.2405i,0.4708+0.19804i,0.2471+0.1847i,0.093887+0.17714i,0.042072+0.13623i,0.040679+0.062631i,0.029358+0.0067248i,0.012358-0.0021209i,0.022233+0.005178i,0.033433+0.0039795i,0.025964-0.0016161i,0.015541-0.010825i,0.0042957-0.025693i,-0.026211-0.045195i,-0.066948-0.060733i,-0.076219-0.051079i,-0.054557-0.021649i,-0.039577-0.00024617i,-0.040241+0.013179i,-0.048817+0.023054i
-0.076435-0.058368i,-0.23268-0.12759i,-0.45566-0.16031i,-0.5718-0.10796i,-0.44276-0.023286i,-0.20124+0.0032859i,-0.034841-0.012967i,0.01793-0.02192i,-0.0049196-0.017028i,-0.021432-0.012037i,-0.0072953-0.019032i,-0.0081763-0.025051i,-0.018685-0.015159i,-0.015155-0.0039776i,-0.0097511+0.0013686i,-0.0053181+0.011915i,0.0088174+0.037995i,0.024277+0.065109i,0.01798+0.061616i,0.00041862+0.039051i,0.0049688+0.0286i,0.031947+0.017274i,0.054259+0.0014403i
0.087327+0.080633i,0.25795+0.14251i,0.49238+0.13573i,0.59701+0.022849i,0.43366-0.095732i,0.15039-0.124i,-0.049185-0.096588i,-0.10878-0.05971i,-0.072745-0.030012i,-0.038498-0.012095i,-0.0353+0.0085857i,-0.018707+0.020144i,-0.0018554+0.0071515i,-0.0097047-0.0040059i,-0.022296+0.0046924i,-0.021486+0.014738i,-0.0067274+0.0018737i,0.015473-0.025835i,0.034907-0.039749i,0.036567-0.039081i,0.013872-0.036972i,-0.021421-0.025226i,-0.042767-0.008428i
-0.16816-0.028478i,-0.38403-0.021092i,-0.59433+0.05995i,-0.61724+0.18224i,-0.41643+0.23335i,-0.14913+0.19793i,0.051047+0.13756i,0.12522+0.072054i,0.092643+0.021215i,0.047203+0.00060469i,0.02654-0.014983i,0.00098643-0.027084i,-0.017878-0.019919i,-0.0092095-0.012818i,0.0040873-0.018056i,-0.0035729-0.01429i,-0.027321+0.013849i,-0.04459+0.044982i,-0.039779+0.048901i,-0.021245+0.032463i,-0.004577+0.022444i,0.01632+0.021762i,0.034403+0.01726i
0.17598-0.05744i,0.39039-0.14293i,0.56036-0.25354i,0.53627-0.32765i,0.34975-0.30707i,0.13523-0.22419i,-0.028711-0.13169i,-0.093842-0.043559i,-0.064297+0.023836i,-0.011818+0.044982i,0.018189+0.042543i,0.039681+0.045455i,0.059422+0.044981i,0.061016+0.035084i,0.050783+0.015147i,0.043388-0.021051i,0.036947-0.062416i,0.026643-0.081336i,0.013626-0.060819i,0.011491-0.025685i,0.017608-0.015445i,0.0073649-0.03042i,-0.011879-0.038342i
-0.081124+0.15301i,-0.2022+0.30992i,-0.30536+0.42259i,-0.28566+0.42642i,-0.15142+0.36237i,-0.019852+0.28041i,0.044791+0.19757i,0.051371+0.11044i,0.015497+0.02442i,-0.027196-0.018948i,-0.044043-0.023413i,-0.050805-0.028455i,-0.065594-0.034436i,-0.071059-0.031984i,-0.063454-0.015208i,-0.051194+0.018943i,-0.038011+0.053036i,-0.028942+0.064364i,-0.02589+0.040282i,-0.034812+0.0051112i,-0.048394-0.00031116i,-0.044089+0.026146i,-0.02432+0.04683i
-0.0042722-0.1589i,0.020874-0.32315i,0.082326-0.40916i,0.12112-0.36127i,0.093003-0.28914i,0.05644-0.25146i,0.05732-0.21696i,0.059033-0.15242i,0.054044-0.062826i,0.057931-0.011954i,0.050331-0.0073874i,0.041537+0.0037779i,0.05083+0.020526i,0.056211+0.02451i,0.052687+0.018772i,0.053939+0.0037201i,0.060646-0.014557i,0.06645-0.020044i,0.063896-0.0055725i,0.054713+0.013417i,0.049844+0.015031i,0.051479-0.0068952i,0.048058-0.029935i
0.085993+0.098325i,0.1306+0.1958i,0.089184+0.2407i,0.0045561+0.20553i,-0.0082604+0.1724i,0.00060716+0.16847i,-0.043148+0.1653i,-0.070117+0.142i,-0.053235+0.085195i,-0.0376+0.041208i,-0.019687+0.028916i,-0.0079263+0.0046511i,-0.020844-0.024714i,-0.035967-0.035648i,-0.042743-0.034894i,-0.057633-0.025872i,-0.083215-0.012083i,-0.097496-0.0037122i,-0.078062-0.0067061i,-0.042127-0.015133i,-0.030211-0.017304i,-0.044115-0.010259i,-0.054142-0.0035667i
-0.094003-0.019939i,-0.15368-0.051216i,-0.10208-0.070743i,0.0082051-0.066817i,0.01461-0.064605i,-0.033722-0.075109i,-0.016347-0.09152i,0.010538-0.09969i,0.00083858-0.072655i,-0.0083171-0.041672i,-0.015398-0.029426i,-0.018344-0.0044008i,-0.0042006+0.024383i,0.013622+0.033507i,0.026834+0.0302i,0.042989+0.020784i,0.063651+0.0088866i,0.073124+0.0043886i,0.052607+0.0051322i,0.018939+0.0067098i,0.0090048+0.012292i,0.022154+0.020738i,0.033607+0.032834i
0.080859-0.030384i,0.12093-0.039857i,0.05482-0.021159i,-0.057702+0.014073i,-0.045825+0.022308i,0.029771+0.016512i,0.035257+0.027558i,0.013244+0.035233i,0.0097104+0.016238i,0.0072444-0.00023461i,0.0099936-0.0024796i,0.015551-0.013402i,0.011117-0.02621i,0.0040969-0.027887i,-0.0035725-0.026146i,-0.015651-0.024141i,-0.030425-0.019959i,-0.038527-0.019136i,-0.028423-0.019195i,-0.0082739-0.019078i,0.003374-0.023558i,0.0075666-0.029939i,0.011804-0.039237i
-0.047934+0.063208i,-0.067456+0.11273i,0.0043809+0.10407i,0.10759+0.043423i,0.087558+0.031789i,0.0062537+0.076191i,-0.0034291+0.098064i,0.02093+0.086433i,0.030606+0.068112i,0.026142+0.046852i,0.0068041+0.037382i,-0.0063099+0.049394i,-0.0048052+0.055964i,-0.0044604+0.046018i,-0.0013425+0.041251i,0.011154+0.049226i,0.028048+0.061302i,0.040892+0.067624i,0.038092+0.057101i,0.020621+0.037778i,0.0038354+0.024822i,-0.010764+0.015618i,-0.031247+0.0087051i
0.024262-0.086263i,0.011223-0.15928i,-0.070785-0.16217i,-0.16196-0.08757i,-0.13223-0.061778i,-0.04164-0.11569i,-0.026461-0.14479i,-0.049458-0.11224i,-0.056836-0.062246i,-0.041627-0.02502i,-0.011972-0.02189i,0.00078654-0.043813i,0.0026586-0.053412i,0.0089969-0.048635i,0.0062486-0.051813i,-0.014114-0.067567i,-0.043706-0.0843i,-0.062892-0.084753i,-0.054091-0.062859i,-0.031479-0.037952i,-0.022287-0.020007i,-0.019467+0.0044304i,0.001565+0.031042i
0.023741+0.089529i,0.092436+0.17436i,0.20711+0.18118i,0.29425+0.090481i,0.26391+0.04411i,0.164+0.075675i,0.10074+0.08415i,0.068994+0.051841i,0.048813+0.01771i,0.031778-0.0054707i,0.014456-0.0046205i,0.014379+0.010235i,0.011959+0.015771i,-0.0029088+0.018555i,-0.0098082+0.029222i,0.003064+0.045854i,0.028054+0.059567i,0.04227+0.055704i,0.032892+0.035188i,0.016138+0.019122i,0.0165+0.012953i,0.030262-0.001617i,0.033754-0.025786i
-0.067686-0.073152i,-0.17682-0.1423i,-0.31313-0.11812i,-0.36309+0.017317i,-0.26855+0.086782i,-0.1277+0.050492i,-0.033551+0.021806i,0.010181+0.013347i,0.01015+0.010761i,0.0020093+0.020165i,0.001595+0.01606i,-0.011205+0.0031315i,-0.015878-0.00035547i,-0.00014041-0.0083285i,0.014797-0.027197i,0.014444-0.047553i,0.00046592-0.057507i,-0.0068353-0.047992i,0.00026487-0.02775i,0.0094069-0.019645i,0.0061002-0.02578i,-0.015179-0.029611i,-0.041281-0.022492i
0.10129+0.046094i,0.25236+0.077139i,0.40545+0.021771i,0.40936-0.11725i,0.24996-0.17522i,0.063874-0.1251i,-0.069695-0.075295i,-0.11707-0.029258i,-0.074961-0.00078685i,-0.032187-0.011745i,-0.020193-0.011011i,-0.00052552+0.0028837i,0.012465+0.0041574i,0.0035871+0.0073284i,-0.010148+0.028106i,-0.01044+0.057962i,0.0026026+0.076064i,0.0077584+0.069395i,0.0010499+0.045867i,-0.010111+0.029468i,-0.017462+0.033962i,-0.00825+0.049081i,0.01446+0.060212i
-0.1131+0.0044847i,-0.28396+0.028136i,-0.43055+0.11737i,-0.3957+0.2287i,-0.21154+0.24098i,-0.021636+0.17432i,0.11612+0.11288i,0.15185+0.043211i,0.082923+0.00054824i,0.02717+0.0079469i,0.017326+0.0030428i,-0.00078668-0.0077443i,-0.015512+0.00096578i,-0.0075206+0.0041872i,0.0036812-0.015237i,-0.0015129-0.047665i,-0.022168-0.064307i,-0.033081-0.050531i,-0.02273-0.024419i,-0.001272-0.010468i,0.018617-0.016504i,0.025941-0.036455i,0.023836-0.059135i
0.11242-0.036787i,0.28346-0.11671i,0.42202-0.2421i,0.37558-0.32611i,0.21003-0.2913i,0.055922-0.20666i,-0.060528-0.13895i,-0.092596-0.058844i,-0.036156-0.0086628i,-0.0022401-0.0097335i,-0.0066342+0.0016408i,0.0095038+0.014993i,0.023473+0.0024094i,0.01225-0.005383i,-0.0032811+0.0084601i,-0.0035011+0.029535i,0.011466+0.032291i,0.019191+0.0085995i,0.010552-0.016847i,-0.0045807-0.025182i,-0.02024-0.016682i,-0.032808+0.0050427i,-0.043531+0.027071i
-0.079727+0.077242i,-0.21716+0.20655i,-0.32237+0.36072i,-0.27034+0.42045i,-0.14012+0.35181i,-0.051806+0.26867i,0.010041+0.21497i,0.028175+0.13477i,-0.0088226+0.064618i,-0.020409+0.038395i,-0.0062812+0.010578i,-0.017245-0.009713i,-0.026474-0.0039913i,-0.01209-0.0054976i,0.0072134-0.024099i,0.011977-0.041915i,0.0045814-0.037023i,0.0050373-0.007621i,0.012877+0.016633i,0.015866+0.021406i,0.013595+0.018989i,0.015568+0.016703i,0.028418+0.014875i
0.048897-0.097644i,0.14254-0.26189i,0.21466-0.43637i,0.17481-0.47432i,0.091558-0.39681i,0.055553-0.35526i,0.020429-0.34029i,0.003011-0.24889i,0.029011-0.13299i,0.037079-0.067737i,0.028777-0.027377i,0.037311-0.0060735i,0.043024-0.0050732i,0.032103+0.0023278i,0.015031+0.024412i,0.0078197+0.049059i,0.0097189+0.052818i,0.0045239+0.031673i,-0.0019394+0.0094324i,-0.0013121-0.0027354i,0.0010963-0.0084981i,0.00085066-0.016464i,-0.0038304-0.030068i
-0.012447+0.1146i,-0.046519+0.29942i,-0.069248+0.49535i,-0.027733+0.53621i,0.038659+0.46107i,0.059468+0.43592i,0.062473+0.42673i,0.035653+0.32041i,-0.019421+0.18369i,-0.035786+0.099234i,-0.025772+0.046909i,-0.03159+0.017279i,-0.043382+0.012154i,-0.040707+0.007872i,-0.028514-0.013022i,-0.026826-0.037099i,-0.035286-0.035966i,-0.034466-0.013449i,-0.023778+0.0046001i,-0.011719+0.0083495i,-0.0019799+0.00073612i,-0.0018977-0.0039705i,-0.010425+0.0046637i
-0.017513-0.11252i,-0.04143-0.29802i,-0.076796-0.49265i,-0.12439-0.51403i,-0.15952-0.40402i,-0.15259-0.35165i,-0.11505-0.33669i,-0.044899-0.25683i,0.019116-0.15576i,0.023902-0.086939i,0.0067919-0.038923i,0.012194-0.012018i,0.028074-0.01279i,0.028412-0.019059i,0.017537-0.0056141i,0.018997+0.014669i,0.029608+0.011669i,0.030094-0.0091954i,0.018297-0.021924i,0.0012904-0.018189i,-0.011082-0.00024791i,-0.0045642+0.01872i,0.013772+0.02325i
0.049943+0.095091i,0.12702+0.26215i,0.21541+0.43538i,0.25665+0.43579i,0.22876+0.29569i,0.15887+0.21631i,0.073173+0.20177i,-0.012926+0.16034i,-0.057959+0.10006i,-0.04736+0.049379i,-0.025622+0.013299i,-0.022269-0.0030463i,-0.022704+0.0025869i,-0.012044+0.0096326i,0.00013281-0.0030529i,-0.0048151-0.022683i,-0.01937-0.021882i,-0.021766+6.4673e-05i,-0.0095756+0.016298i,0.0035832+0.014337i,0.0067212+0.0014981i,-0.0012019-0.012197i,-0.0098238-0.022505i
-0.076602-0.066506i,-0.19314-0.18992i,-0.30568-0.32359i,-0.30878-0.32075i,-0.20395-0.20354i,-0.076912-0.13807i,0.027692-0.12736i,0.098945-0.10307i,0.11296-0.06773i,0.086153-0.031232i,0.060441-0.0023853i,0.047077+0.010052i,0.03548+0.010824i,0.017226+0.011458i,0.0052514+0.02328i,0.014063+0.037258i,0.02727+0.032484i,0.027149+0.011101i,0.018822-0.0074253i,0.012359-0.014222i,0.0088317-0.010687i,0.0048799-0.0037261i,-0.0030366+0.0037444i
0.089255+0.038585i,0.2378+0.11705i,0.37276+0.21181i,0.36369+0.22921i,0.24163+0.16989i,0.10065+0.12682i,-0.036359+0.10951i,-0.12851+0.092837i,-0.13293+0.076693i,-0.093958+0.053442i,-0.065722+0.028481i,-0.050999+0.0057079i,-0.041324-0.012795i,-0.02755-0.021686i,-0.016703-0.030573i,-0.026484-0.037072i,-0.042444-0.025833i,-0.04185-0.0047174i,-0.029163+0.011172i,-0.016872+0.017498i,-0.009923+0.014808i,-0.0028638+0.011254i,0.011317+0.010382i
-0.088641+0.0051589i,-0.23419-0.017723i,-0.37803-0.064112i,-0.38179-0.086257i,-0.26792-0.056879i,-0.12892-0.023648i,0.018207-0.024672i,0.11228-0.049562i,0.10594-0.059338i,0.068466-0.043171i,0.052072-0.028625i,0.047177-0.013251i,0.047238+0.0038728i,0.039608+0.0071867i,0.026097+0.011575i,0.029671+0.020657i,0.043098+0.016324i,0.043754+0.0013264i,0.030071-0.012649i,0.015293-0.01861i,0.0082146-0.013189i,0.0047562-0.0074043i,-0.0024285-0.011734i
0.071908-0.033735i,0.19754-0.057889i,0.33459-0.049781i,0.3537-0.025122i,0.25724-0.045907i,0.1445-0.083205i,0.02945-0.074292i,-0.048589-0.021556i,-0.050129+0.012457i,-0.036426+0.010418i,-0.040203+0.0097402i,-0.043486+0.0089137i,-0.04369+0.0059416i,-0.033164+0.0063627i,-0.018705-0.0038139i,-0.02184-0.017153i,-0.035322-0.015357i,-0.03906-0.00021214i,-0.028468+0.01459i,-0.014873+0.016364i,-0.0085835+0.006957i,-0.0078263+4.2958e-05i,-0.0074445+0.00386i
-0.03835+0.046567i,-0.13352+0.10256i,-0.24682+0.12591i,-0.26882+0.10397i,-0.19282+0.11704i,-0.11659+0.17073i,-0.051299+0.18427i,-0.0032575+0.12954i,0.00331+0.064032i,0.0096807+0.029236i,0.028463+0.0086749i,0.035451-0.0030563i,0.030635-0.007492i,0.016004-0.0080672i,0.0051486+0.0043649i,0.012713+0.018055i,0.024313+0.014644i,0.026515-0.0018829i,0.019905-0.014844i,0.01057-0.015081i,0.0053821-0.0060642i,0.0044315+0.0014933i,0.0050792+0.0015964i
0.017888-0.045067i,0.081552-0.11055i,0.17074-0.15379i,0.20405-0.13673i,0.16214-0.14452i,0.10013-0.22561i,0.035852-0.27431i,-3.7913e-06-0.21736i,0.0029191-0.12119i,-0.0048321-0.05537i,-0.025965-0.017077i,-0.030174-0.0013179i,-0.019646-0.0029055i,-0.0040887-0.0078166i,0.00079864-0.017274i,-0.012397-0.026459i,-0.026651-0.02342i,-0.02755-0.0079613i,-0.016795+0.0077804i,-0.0061665+0.012689i,-0.0011302+0.0078412i,0.00080005+0.0014255i,0.0031099-0.0038703i
0.0035583+0.043857i,-0.02398+0.10836i,-0.081292+0.16266i,-0.11789+0.15735i,-0.090809+0.16423i,-0.032488+0.24669i,0.02072+0.29248i,0.027594+0.22666i,0.0036499+0.13105i,0.0092766+0.064016i,0.030976+0.018045i,0.033197+0.0018467i,0.023136+0.011302i,0.013607+0.020276i,0.012085+0.025656i,0.022483+0.02898i,0.032323+0.023307i,0.029295+0.0086952i,0.017156-0.0080861i,0.0056034-0.017145i,-0.0018731-0.01461i,-0.0072853-0.0057674i,-0.012602+0.0031347i
-0.013766-0.03466i,-0.011902-0.091283i,0.019041-0.13853i,0.060118-0.12911i,0.060043-0.12739i,0.032148-0.18673i,0.013435-0.21631i,0.021063-0.16173i,0.033403-0.091422i,0.015554-0.042816i,-0.013659-0.0089737i,-0.026271+9.5006e-05i,-0.027591-0.0075223i,-0.022672-0.01357i,-0.018615-0.018723i,-0.023719-0.020819i,-0.029174-0.012937i,-0.02339+0.0029128i,-0.0087648+0.016885i,0.0036019+0.019575i,0.0092577+0.012137i,0.013509+0.0034179i,0.0192-0.0010292i
0.023653+0.025807i,0.041973+0.067189i,0.031014+0.10406i,-0.016326+0.099546i,-0.049979+0.10664i,-0.063625+0.16125i,-0.082753+0.18462i,-0.098519+0.14026i,-0.09113+0.082547i,-0.053197+0.041138i,-0.0091181+0.014297i,0.016982+0.003981i,0.026367+0.003238i,0.023364+0.00036208i,0.016743+0.0014308i,0.015957+0.0079434i,0.014947+0.0085969i,0.0060587+0.0013852i,-0.005282-0.006281i,-0.012661-0.0076344i,-0.016177-0.0027613i,-0.019619+0.0024494i,-0.022952+0.00056089i
-0.026884-0.010908i,-0.051917-0.028446i,-0.048179-0.050174i,0.0045233-0.060538i,0.0551-0.090031i,0.082105-0.15576i,0.11487-0.18328i,0.1375-0.14667i,0.11614-0.093859i,0.063359-0.051061i,0.016067-0.022234i,-0.009303-0.0069929i,-0.015354-0.0005852i,-0.0088103+0.0037118i,-0.00091854+0.00099262i,-0.0013855-0.010295i,-0.0043912-0.017933i,-0.00024124-0.014144i,0.0060466-0.0052754i,0.0096455-0.00069627i,0.013493-0.0022457i,0.018512-0.0057337i,0.021276-0.0046944i
0.022909+0.00037478i,0.052405+0.0022015i,0.058023+0.016311i,0.019371+0.038088i,-0.01405+0.070573i,-0.034153+0.11802i,-0.085812+0.13965i,-0.1298+0.12176i,-0.1087+0.088268i,-0.054449+0.048812i,-0.01326+0.018718i,0.0058966+0.0041819i,0.0061989-0.0011918i,-0.0033823-0.00073868i,-0.0094795+0.0052731i,-0.0061105+0.014594i,-0.0012906+0.018108i,-0.0038942+0.012484i,-0.0084264+0.0037955i,-0.01039-0.0010145i,-0.014082+0.00050003i,-0.018385+0.0050243i,-0.018089+0.0051868i
-0.017518+0.014901i,-0.030411+0.031716i,-0.026983+0.037654i,0.0079278+0.02137i,0.034671-0.003654i,0.049415-0.031133i,0.087721-0.051417i,0.11206-0.054523i,0.086919-0.044541i,0.047786-0.027463i,0.019939-0.015234i,0.0019721-0.010709i,-0.0025287-0.011638i,0.0013768-0.015225i,0.0050952-0.018343i,0.0043992-0.021595i,0.0027901-0.020198i,0.0087334-0.012066i,0.018078-0.0051127i,0.02133-0.0041721i,0.020382-0.0064075i,0.018813-0.0064039i,0.017295-0.0031856i
0.0066091-0.013311i,0.0086571-0.037087i,-0.0017825-0.050905i,-0.027819-0.035093i,-0.036448-0.012867i,-0.034015-0.012035i,-0.058582-0.022906i,-0.075536-0.021687i,-0.058565-0.010758i,-0.037065+0.0022195i,-0.019625+0.014985i,-0.00035203+0.020393i,0.010591+0.021632i,0.011212+0.020203i,0.0067421+0.016062i,0.0010858+0.016748i,-0.0045829+0.019345i,-0.012735+0.018238i,-0.016511+0.0156i,-0.013604+0.013346i,-0.012188+0.010004i,-0.014606+0.0050073i,-0.018069-0.00015147i
-0.00077374+0.012378i,0.013188+0.035981i,0.036383+0.05481i,0.060155+0.045978i,0.05689+0.04459i,0.042998+0.086445i,0.062794+0.12807i,0.077305+0.11862i,0.053103+0.07802i,0.02908+0.036067i,0.014333+0.0028341i,-0.004511-0.0099595i,-0.017503-0.010926i,-0.016805-0.0096956i,-0.0082462-0.0089161i,-0.00033227-0.013873i,0.0048252-0.017976i,0.0088595-0.016798i,0.0077739-0.013692i,0.004462-0.010513i,0.0055974-0.0078323i,0.010643-0.005325i,0.017387-0.0016143i
-0.0084989-0.0072546i,-0.032096-0.018495i,-0.061946-0.025466i,-0.074399-0.02133i,-0.05842-0.052155i,-0.055884-0.13564i,-0.091881-0.19215i,-0.10328-0.17065i,-0.070775-0.113i,-0.043628-0.055639i,-0.02238-0.010419i,0.0022338+0.0037133i,0.015831-5.9568e-05i,0.015302-0.0016733i,0.0052827+0.0010572i,-0.0049604+0.0085081i,-0.0098829+0.014479i,-0.012399+0.015062i,-0.010882+0.01131i,-0.0078326+0.0073503i,-0.0089862+0.0075068i,-0.011574+0.0091898i,-0.012572+0.0059542i
0.010787+0.0014545i,0.041332+0.0076523i,0.076795+0.0057494i,0.086218+0.0045592i,0.069952+0.050435i,0.073317+0.13994i,0.096851+0.1896i,0.084924+0.16651i,0.051801+0.11441i,0.037593+0.054887i,0.024871+0.0046383i,0.0043757-0.007865i,-0.0066128-0.00058i,-0.0058726+0.0011895i,0.0010273-0.0017015i,0.0084537-0.0089433i,0.012113-0.015533i,0.014153-0.016836i,0.013854-0.016294i,0.010778-0.015522i,0.0074081-0.014917i,0.0059374-0.013731i,0.0052871-0.0084202i
-0.012619+0.0046538i,-0.038577+0.013741i,-0.072959+0.030144i,-0.072923+0.034161i,-0.032824-0.017646i,-0.0088298-0.12087i,-0.014201-0.18731i,-0.010012-0.17392i,0.00039573-0.12447i,-0.0038831-0.06215i,-0.0074209-0.0092524i,0.0010248+0.005727i,0.006286-0.00025888i,0.0039348-0.0031301i,-0.0011265-0.00027242i,-0.0064386+0.0063006i,-0.00935+0.013315i,-0.009421+0.016778i,-0.0057653+0.016837i,0.00034304+0.014893i,0.0043855+0.012063i,0.0035151+0.0074049i,-0.00061316+0.0012422i
0.010299-0.0086473i,0.039657-0.02902i,0.071929-0.050494i,0.067427-0.037357i,0.025514+0.046256i,-0.010493+0.17644i,-0.02396+0.25304i,-0.02726+0.23696i,-0.021899+0.17307i,-0.0044993+0.091188i,0.0011095+0.02326i,-0.0088318-0.00095647i,-0.012238+0.0002085i,-0.0076095+0.0012676i,-0.0012644-8.6431e-05i,0.0052803-0.0045627i,0.0077316-0.0097002i,0.0048323-0.010612i,-0.0010328-0.0087216i,-0.0067632-0.0065945i,-0.0086109-0.0043019i,-0.004247-0.001609i,0.0038005+0.0013399i
-0.0079826+0.012298i,-0.028829+0.045439i,-0.050069+0.081415i,-0.043339+0.065317i,-0.018054-0.043094i,-0.0011774-0.19134i,0.011548-0.26948i,0.024414-0.2553i,0.013634-0.19163i,-0.0098385-0.10027i,-0.0046361-0.025004i,0.014297-0.0021148i,0.017646-0.0027923i,0.013401-0.0030163i,0.006089-0.0052571i,-0.004451-0.0021378i,-0.010403+0.0042561i,-0.0093179+0.0071823i,-0.0035927+0.0062184i,0.0025668+0.0024322i,0.0039876+0.0006658i,-0.0006174+0.0018252i,-0.0065484+0.0028448i
0.0027079-0.014028i,0.0093042-0.049235i,0.019338-0.094344i,0.016053-0.084873i,0.0074368+0.022939i,0.010284+0.16057i,0.00064862+0.23284i,-0.019985+0.22636i,-0.011532+0.17498i,0.0080276+0.096611i,0.0019849+0.034563i,-0.01147+0.019228i,-0.014308+0.019519i,-0.011719+0.017656i,-0.0030007+0.016644i,0.0065046+0.0089782i,0.0084889-0.00036736i,0.0055151-0.0037547i,0.0012585-0.0037785i,-0.0020613-0.0024952i,-0.0039559-0.0027964i,-0.002496-0.0044915i,0.0012996-0.0047316i
0.010577+0.02028i,0.022159+0.054539i,0.029977+0.096471i,0.032905+0.085479i,0.033806-0.0068492i,0.026509-0.11897i,0.028032-0.17892i,0.029936-0.17654i,0.0095487-0.14089i,-0.010668-0.08601i,-0.0096447-0.040933i,-0.0009696-0.027105i,0.0031402-0.026114i,0.0020641-0.024221i,-0.0047818-0.019415i,-0.010659-0.0098559i,-0.009172-0.0015086i,-0.0024861+0.0013237i,0.004017+0.0015938i,0.006656+0.0011381i,0.0073683+0.0006449i,0.0068797+0.0016876i,0.0038086+0.0012528i
-0.0097085-0.013014i,-0.031326-0.043869i,-0.057041-0.075971i,-0.065582-0.055703i,-0.051908+0.023195i,-0.045033+0.10277i,-0.059896+0.13757i,-0.053718+0.13744i,-0.011901+0.11271i,0.020276+0.061626i,0.019747+0.018573i,0.009267+0.0079112i,0.0077618+0.012584i,0.011672+0.016081i,0.01644+0.013772i,0.018614+0.0074114i,0.014666+0.0017542i,0.0065203+7.0529e-05i,-0.00046043+0.00078717i,-0.0053598+0.0014409i,-0.0080906+0.0027062i,-0.0058023+0.003382i,-0.00035888+0.0024944i
