2.3923e-05+0.00029276i,-0.00027462-0.0012561i,-0.0010099-0.0012145i,-0.002103+0.00015959i,-0.0029817+0.0018703i,-0.0026679+0.0019071i,-0.0017904+0.0017211i,-0.00075943+0.0017712i,-0.00020603+0.00032661i,-0.00026687-0.0011024i,8.6806e-05-0.0015511i,0.00036309-0.00088295i,-0.00035202-0.00016941i,-0.00075767+0.00030176i,-0.00013002+0.00071208i,0.00062288+0.00029024i,0.001306+1.9162e-05i,0.00067939-0.00058426i,0.00047659-0.00072287i,0.00073391+0.00051457i,0.00073037+0.00055889i,0.00071124+0.00016115i,0.00013836-0.00025988i
0.0017359+4.5249e-05i,0.00079624-0.00055552i,-1.2577e-06-0.00057809i,-0.00034625+4.759e-05i,-0.00012126+0.00080841i,-0.00035809+0.0022503i,-0.00091686+0.0022767i,-0.00051814+0.0005755i,0.00019928-0.0011073i,0.0001309-0.0009296i,-0.00046392-0.00030655i,-0.00011071-0.00074598i,-0.00036404-0.000384i,-0.00021511+4.4547e-05i,0.00067467+6.1383e-05i,0.0005447-0.00024838i,-0.00038129-0.00022704i,-0.00054769+4.2411e-05i,9.3994e-05+0.00021752i,0.00035659+0.00044596i,1.6063e-05+0.00057039i,6.3619e-05+0.00064784i,0.00051791+0.0011681i
0.00072522-0.00030897i,0.00076352+0.00035506i,0.00019184+0.001078i,-0.00084754+0.001273i,-0.0017358+0.0023399i,-0.0012247+0.0025685i,-0.00020693+0.0011i,0.00024653-0.00014711i,0.00036576-0.00064188i,0.00010137-0.00058141i,0.00037965+4.85e-05i,0.0002378+0.0011336i,0.00050317+0.0012205i,0.0010931-0.00021204i,0.0010231-0.00062641i,0.0003491+0.00013427i,-0.00045726+0.00031544i,-0.00025963+1.5367e-05i,-0.00061801-0.00026005i,-0.00046261-0.00049764i,0.00020984-0.00050321i,0.00010577-0.00029436i,-0.00022185-0.00044495i
-1.8463e-05-0.00061564i,-0.0017699-0.00049716i,-0.0026885-0.00041308i,-0.0020588+0.00069132i,-0.0014782+0.0021504i,-0.00073262+0.0024045i,0.00027372+0.0019472i,0.00015487+0.0012087i,-0.00084753+9.0991e-05i,-0.0009443-0.00040978i,0.00015704-0.00048488i,0.00042592-0.00051671i,0.00087785+0.00019184i,0.0010822+0.00046497i,0.00054392-0.0003618i,0.00059632-0.00069975i,0.0011501-0.00058878i,0.00089849+0.00010823i,-0.00014986+0.00046899i,-0.00040028+0.00020093i,3.0968e-05+0.00031762i,0.00025142-2.1061e-05i,-0.00013853-1.4609e-05i
-8.8156e-05-0.00069463i,-0.00067192-0.00066122i,-0.00063989-0.00027397i,-0.000916+0.00032861i,-0.0011298+0.00070219i,-0.00032948+0.0012454i,0.00013739+0.0010177i,0.00044398+0.00050163i,0.00060783+7.9773e-05i,0.00062335-0.00016022i,0.00044366+3.7265e-05i,0.0007551+7.6196e-05i,0.00078378+0.0001014i,-6.8623e-06+0.00064257i,0.00015013+0.00041329i,0.0011763+0.00021522i,0.001102+0.00081197i,0.00052111+0.0015227i,-0.0003608+0.0013322i,-0.00052723+0.0010399i,-0.00011459+0.00077383i,-3.1617e-05+0.00078312i,0.00026821+0.00068018i
0.001133-0.00083846i,0.00056838-0.0013817i,0.00024152-0.0014433i,0.00061086-0.00077703i,-5.2084e-05+0.0005874i,-0.00079174+0.001944i,-0.0010029+0.0016558i,-0.0011858+0.00086844i,-0.0009044-2.0154e-05i,-0.00046418-0.00034888i,0.00055901+0.00010682i,0.0011428+0.0008377i,0.00071481+0.00078515i,0.00058152+0.00023105i,0.00083819+0.00026879i,0.00029157+0.0007052i,-0.00042287+5.697e-05i,-0.00062385-0.00040006i,-0.00055909-0.00038904i,-0.00030461-0.00098097i,-0.00015132-0.0008211i,-0.00015439+0.00025458i,8.5785e-05+0.00041273i
-0.0002519+0.00091194i,-0.00059292+0.0010823i,5.1225e-05+0.0011723i,0.00022885+0.0010774i,-0.00064401+0.00081982i,-0.0011189+0.00052769i,-0.00080488+0.00065797i,-0.00070103+0.00069739i,-0.00033467-0.00021899i,0.00033543-0.00032875i,0.00035543-0.00010532i,-0.00022672-8.5545e-05i,-0.00025669+0.00048846i,-2.3402e-05+0.000544i,0.00054104+0.00044164i,0.00066503+0.00012671i,0.00045246-9.7313e-05i,0.00024111+0.00054367i,-0.00046872+0.00064973i,-0.00065733+0.00036891i,-0.00053424+0.00047983i,-0.00054628+0.00044219i,0.00012437-3.9179e-05i
0.0004543-0.00099513i,0.00017666-0.00040574i,-0.00030817+0.00028254i,-0.0006142+0.00041655i,-0.0005839+0.00059588i,6.4822e-05+0.0010313i,0.00041625+0.0010806i,-0.00019453+0.00084259i,-0.00033001+0.00061338i,0.00031946+0.00013411i,0.00053899-0.0001098i,0.00025592+0.00075989i,0.00035855+0.0014269i,0.00060144+0.00098233i,0.00076127+0.00064321i,0.00037453+0.00061887i,-2.5567e-05+0.00033412i,-0.00011469+7.1741e-05i,-0.00027052-0.00016071i,1.0376e-06-8.9568e-05i,-0.00090109+0.00012348i,-0.0011484+3.163e-05i,-0.00021514+0.00035201i
0.00065799-0.00068203i,-0.00058892+0.00052126i,-0.0015941+0.0015083i,-0.0021684+0.0015628i,-0.0023891+0.0019869i,-0.0020042+0.0019492i,-0.0014579+0.00090399i,-0.0010556-0.00025305i,-0.0003874-0.00020535i,5.1209e-07+0.00056421i,-0.00020498+0.00033047i,-0.0005269+3.2586e-05i,-0.00023634+0.00052514i,0.00041906+0.00020033i,0.0005994-0.00025535i,0.00048213-0.00090222i,0.0012156-0.00094958i,0.00070975+0.00010008i,-0.00095497+0.000501i,-0.00096149-0.00026796i,-0.00010964-0.00038859i,-0.00022594-0.00015514i,-9.9233e-05-1.7988e-05i
-0.00059103+0.000815i,-0.0013271+0.0010513i,-0.0010001+0.00034039i,0.00048742+0.00010252i,0.0011843+3.6539e-05i,0.00049024+0.00042649i,-0.00040429+0.0008795i,-0.0010905+0.00018222i,-0.00073915-0.00041224i,-0.00030762-0.00067005i,-0.00028092-0.0006328i,0.00078078+0.00027557i,0.0017787+0.000604i,0.0011272+1.868e-05i,-0.00030043-0.00049455i,-0.00015145-0.00034157i,0.00016301+0.00043583i,0.00015083+0.00069873i,6.1865e-05+0.00019991i,-0.00042844-5.3254e-05i,-0.00039098+0.00015016i,-0.00064925+8.9305e-05i,-0.00024289-5.8225e-05i
-0.00068267+0.00077176i,0.00016173+0.00043412i,0.00025221+0.0012579i,4.7731e-05+0.001573i,0.00014312+0.0019251i,-0.0006412+0.0022457i,-0.0012235+0.0011275i,-0.0011459+0.00033791i,-0.00068043-0.00022581i,-0.00015588-0.0002908i,-0.00065618+0.00049189i,-0.00053161+0.00018034i,0.00014255-0.00072323i,0.00031511-0.0004876i,0.00010031-0.00014411i,2.2464e-05-0.00017259i,-0.00040665+0.00027562i,-0.00054005+0.0003281i,6.0841e-05+0.00024723i,0.00013886-0.00010713i,0.00016166-0.00018991i,0.00051598-8.2806e-05i,0.00075991-0.00036178i
0.00033183+0.00047525i,0.0012454+0.0021098i,0.00107+0.002622i,5.3355e-05+0.0020126i,-0.00044564+0.0015162i,-0.00024626+0.0013078i,0.00028589+0.00083171i,0.00030769+3.2903e-05i,-0.00048041+0.00024289i,-0.00084072+0.00039413i,-0.00039719+0.00011579i,-0.00028082+0.0004866i,-0.00020294+0.00064126i,-0.00042744+0.00043955i,-0.00025098+0.00022903i,-4.7496e-05-0.00029389i,0.0003173-0.00069898i,0.00014589-0.00011088i,-0.00021232+0.00031456i,-0.00020307-0.00048392i,9.5891e-05-0.0011853i,-7.1724e-05-0.0012099i,-0.00050925-0.00052331i
-0.0014744-0.001007i,-0.00072965-0.00010498i,-0.00062414+0.00085829i,-0.001054+0.0014012i,-0.00053623+0.0017281i,0.00025975+0.0015132i,-5.6574e-05+0.00052178i,-0.00041706+0.00076232i,0.00018511+0.0010927i,0.00023048+0.00094986i,-0.00038579+0.0010857i,-0.00052823+0.0014355i,-0.00059228+0.0015068i,-0.00065555+0.00092317i,-0.00020825+0.00075809i,-0.00015895+0.00069299i,-0.00055288+7.372e-06i,-0.00058614-0.00016406i,-0.00013153+0.00034583i,0.00044959+0.0002999i,0.00041008-0.0002254i,-0.00049782-0.00061834i,-0.0012462-0.00040542i
-0.00054862-0.0011005i,-0.0011343-0.00015874i,-0.0017081-0.00038225i,-0.00089603+5.7276e-06i,-0.0013701+0.0014072i,-0.0014733+0.0022063i,-0.00049781+0.0016178i,-0.00010633+0.00054374i,-0.00023403+0.00023955i,0.00026871+0.00084247i,0.00039421+0.0014577i,0.0005657+0.00036049i,0.00066707-0.00037158i,0.00091824+9.2636e-05i,0.0013595-0.00014354i,0.0012181-0.00042625i,0.00028974-0.00041169i,-0.0012113+0.00045655i,-0.0011748+0.001325i,-0.00041987+0.0011049i,-0.00016305+0.00035795i,0.00039014+0.00025987i,0.00080136+0.0010581i
0.00063893-0.00027403i,-1.7065e-05+0.0013042i,-3.0869e-05+0.001741i,-0.0010277+0.0009823i,-0.0011652+0.00072328i,-0.0004431+0.0011074i,0.00023876+0.00046331i,0.00010201-0.00043779i,2.0327e-05-0.00048946i,0.00025012+0.0003114i,-0.0003918+0.00066918i,-0.0014133+0.0006261i,-0.0015647+0.00051906i,-0.00072319+0.00042026i,0.00013953+0.00019152i,0.00046815-0.0005885i,0.00050945-0.00035816i,0.00052614+0.00015545i,4.9778e-05-5.4009e-05i,-0.0001387+7.7289e-05i,-0.00020688+0.00048452i,2.3866e-05+0.00054223i,0.00041012+0.00039271i
-0.00026917+0.00015543i,-0.0010853-0.00024247i,-0.0011459+6.9817e-05i,-0.00034789-6.4918e-05i,-0.00019587+5.9398e-05i,-0.000657+0.0010202i,-0.0010258+0.0012327i,-0.0010659+0.00071416i,-0.0012776+0.00017608i,-0.00081046-0.00021244i,8.1125e-05-0.00041914i,0.0011817+0.00017863i,0.0010924+0.00076605i,0.00028719+0.0003038i,-0.00030419-0.00040786i,-0.00019845-0.00023538i,0.0002623+0.00079651i,-0.00027036+0.0012046i,-0.00040383+0.0006553i,8.2086e-05-0.00040002i,0.00054365-0.0012606i,0.00045239-0.0011645i,-0.00079682-0.00099837i
-0.00076845-0.0012342i,-0.0010745-0.0011098i,-0.0021455-0.00078446i,-0.0019254+0.00046538i,-0.00073524+0.0015878i,4.1726e-05+0.0023986i,-0.0002858+0.0020251i,-0.00076246+0.00065917i,-0.00046349+0.00030346i,0.0002672+0.00053507i,-0.00010095+0.00058912i,-0.00045349+0.00038895i,0.00038017+0.0008787i,0.00071528+0.0008987i,0.00060126+0.00083452i,0.00047268+0.00060326i,3.9424e-05-0.00035054i,-0.00029907-0.00023138i,-0.00012076+0.00066235i,-0.00020707+0.0013303i,-7.9835e-05+0.00061249i,0.00025254-4.3793e-05i,0.00017556+0.00057889i
0.0029341-0.0015518i,0.0011242-0.00052422i,-0.00072377-0.0008646i,-0.00097504-0.0012907i,-0.0013419-0.00048287i,-0.0018121+0.0017374i,-0.001137+0.0024911i,-0.00039889+0.0010258i,-0.00047373+6.3476e-05i,-0.00015344+0.00018295i,0.0002346+0.00052989i,0.00055497+0.00053056i,0.00033586+0.0010108i,0.00015207+0.0007491i,-2.0119e-05+0.00055479i,-4.6216e-05+0.0010159i,0.00040697+0.00083105i,1.9263e-05+6.8896e-05i,-0.0013582-0.00073586i,-0.0013267-0.0007702i,-0.00058179-0.00081056i,-0.00026247-0.00030767i,0.00029619+0.00050003i
-0.00059809-0.0013023i,-0.00024798+0.0010644i,-0.0011933+0.0012191i,-0.0015325+0.00051187i,-0.00059083+0.0013525i,0.0002152+0.0023155i,0.00016442+0.0014639i,-0.0002848+6.1341e-05i,-0.00050829-0.00071604i,-0.00022084-0.000275i,0.0005706-6.2208e-05i,0.0011078-0.0001394i,0.00069258+0.00031128i,0.00054269+0.00094265i,-1.1166e-05+0.00068864i,-0.00033629-0.00025877i,0.0005018+0.00048597i,0.00043616+0.00069639i,-0.0003866-2.8282e-05i,-0.00072179+0.0002239i,-0.00049764+0.00069265i,-0.00011833+0.0002051i,0.0002102+0.00013774i
-0.00039658-0.00034565i,-0.00055927-0.00061582i,-0.0002718-0.0003472i,-0.00056433+4.6257e-05i,-0.0012186+0.00042125i,-0.0010652+0.00026182i,-0.00077664-0.00012273i,-0.00047842+0.0001534i,-0.00041419-0.00015471i,-0.00090214-0.00098427i,-0.001197-0.0010194i,-0.0003443-0.00044764i,-0.00017444+0.00021328i,-0.00012748+0.00014044i,0.00027039+0.00028417i,0.00036316+8.6058e-05i,0.00060154-0.00034251i,5.4073e-05-0.00010395i,-7.2881e-05-0.00029026i,0.00082267-0.0001964i,0.00089885+0.00031189i,7.3409e-05+0.00086946i,0.00010978+0.00044516i
0.00066341-0.001348i,0.00068222-0.00011857i,-2.3522e-05-0.00076677i,-0.00070385-0.00026629i,-0.0012669+0.0013295i,-4.0535e-07+0.0019356i,0.0010652+0.0016158i,0.0010403+0.0008522i,0.00028612+0.00028615i,1.1089e-05+4.7662e-05i,-0.00020756+0.00033007i,-1.557e-05+0.00034191i,0.00096328+0.00030399i,0.00033611+0.00041405i,-0.00029244-0.00012288i,-5.1606e-05+3.8604e-05i,-0.00031773+0.00055714i,-0.0001116+0.0004247i,6.6315e-05-3.1158e-05i,-0.00050808+0.00020043i,-0.00068414+0.0004252i,-0.00045695+0.00023686i,-0.00069528+0.00043662i
-1.3484e-05+0.0013121i,0.00089549+0.0022628i,0.00098021+0.0022738i,0.00054126+0.0016126i,-0.00021282+0.0010064i,-0.00060702+0.00043868i,-0.00098966+0.00039907i,-0.00067853+0.00038173i,-0.00012589-4.0964e-05i,7.3294e-05+0.00028931i,0.00034301+0.00025916i,0.00072372+0.00051704i,0.0012668+0.00080493i,0.00042279+0.00097188i,-0.00071755+0.00095985i,-0.00055069+0.00046268i,-0.00011643+0.00036783i,-8.0454e-05+0.00029074i,-0.00080885+0.00034222i,-0.00092467+0.00041651i,-0.00027113-0.00019458i,-0.00037799-0.00060122i,-0.00049092-0.0011189i
-0.0010798-0.0010218i,-0.0011484+0.00041415i,-0.001546+0.0010443i,-0.0013563+0.0011638i,-0.00055035+0.0020722i,-0.00012437+0.0026902i,0.00011994+0.002115i,-0.00042858+0.0011472i,1.8183e-05+0.00054033i,0.00061063+0.0003124i,-3.2593e-05+0.00039622i,-2.8262e-05+0.00096556i,0.00095745+0.00090931i,0.00086565-0.00010048i,-0.00011501-0.00088178i,-0.00032138-0.00059637i,-0.0003598+0.00032945i,-0.00050847+0.00083811i,3.1359e-05+0.0010298i,5.1258e-05+0.00086759i,-0.00030196-8.9648e-05i,-0.00068688-0.00066669i,-0.0011615-0.00036027i
0.001382-0.0013312i,0.00084925-0.00086144i,-0.00032662+0.00024105i,-0.0017226+0.00042769i,-0.0028041+0.0014803i,-0.0019556+0.0024333i,-0.00042349+0.0020433i,-0.00012012+0.00073178i,-0.00030142-0.00011668i,-0.00018562+0.00062031i,0.00022552+0.00066106i,0.00028964+0.00051846i,0.00038233+0.000618i,0.00056544+0.0001778i,0.00089245+0.00012522i,0.0012642-0.00074315i,0.00049235-0.0011556i,-0.00037651-0.00066758i,-0.00028118-0.00034563i,3.4547e-05+0.00013291i,-0.00018256+0.0004175i,0.00011014-0.00032368i,0.00062448-0.0011532i
-0.001241+0.0011616i,-0.00075925+0.0021637i,-0.00093825+0.003022i,0.00034223+0.003426i,0.0013935+0.0035061i,0.0016838+0.0020694i,0.00094125+0.00063577i,-0.00033497+3.2042e-05i,-0.00037766-0.00018023i,-0.00023809-0.00058993i,0.00030786-0.00035254i,0.00073585+0.00012108i,-0.00015923-0.00015651i,-0.00037493-0.00020423i,-0.00043909+0.00016275i,-0.00049971-0.0001412i,0.00045991-0.00044289i,0.0009622-0.00059907i,0.00020994-0.00086384i,0.00044241-0.00067913i,0.00075246-0.00036896i,-0.00029994-0.00082493i,-0.00096918-0.0009505i
-0.00060319-0.0019128i,-0.0021886-0.0024363i,-0.0030265-0.0022108i,-0.0024349-0.001958i,-0.00081691-2.7527e-05i,-0.00020127+0.0015676i,-0.00044231+0.0012305i,-0.0010579+0.0011387i,-0.00073016+0.00082444i,6.8215e-05+0.00025018i,-0.00018794+0.00014767i,-7.264e-05+0.00012539i,0.0005044+0.00047322i,0.00023539+0.00062492i,0.0011075-0.00015635i,0.0012268+5.7057e-05i,0.00051613+0.0006216i,0.00057453+0.00053162i,0.00091463+0.0006606i,0.0001655+0.00028808i,0.00030268-3.7146e-06i,0.0011712-0.00068597i,6.9095e-05-0.0017966i
-0.00049516-0.00049152i,-0.0004211-0.00084502i,-0.00079257-0.00064418i,-0.001037-2.0851e-05i,-0.00041423+0.00011345i,6.5208e-05+0.00053584i,-0.00016908+0.0011655i,-0.00037281+0.00095545i,-0.00044967-0.00015654i,9.7846e-05-0.00027441i,0.00062846-0.00020808i,0.0010349-0.00012496i,0.00074331+0.00013571i,0.00018571+0.00058213i,0.00053673+0.00015423i,0.0007998+0.00047209i,-4.6454e-07+0.0015545i,-0.00082851+0.0014385i,-0.00090294+0.00084837i,-0.00015392+0.00045959i,0.00064511+0.00012166i,0.00062767-0.0005148i,-0.00021315-0.00040705i
1.8275e-05-0.00042311i,-0.00017233+9.3563e-05i,-0.00020049+0.0007767i,4.4875e-05+0.0011376i,0.0010922+0.0022365i,0.0012467+0.0026675i,0.0005305+0.001765i,-0.00038239+0.0006206i,-0.00019282+0.00012864i,-0.00065325+0.00020456i,-0.00079836-0.00033696i,0.00064405-0.00076096i,0.00080718-0.00015352i,2.4569e-05-0.00029052i,-0.00023818-0.00078953i,0.00019508+0.00011704i,0.00047014+0.0003825i,-2.9231e-05-0.00015577i,-0.00049296-0.00030489i,0.00016146-0.00046524i,-0.00028581-0.0012126i,-0.0010744-0.00072952i,-0.00095076+2.3838e-06i
-0.00083833+0.0020504i,-0.00049966+0.0025i,-0.00045655+0.0028451i,-0.00040331+0.0018306i,-0.00028339+0.00099304i,0.00054086+0.00075294i,1.6464e-05+0.00047053i,-0.00013506+0.00050577i,8.7511e-06+0.0001032i,-4.0495e-05-0.0004413i,-7.796e-05-0.00019238i,-9.2623e-05+0.00020856i,-0.00024761+0.00024448i,-0.00069627+0.00036022i,-0.00095466+0.00068694i,-0.00055315+0.00044634i,-0.00053573-6.469e-05i,-0.00042044+0.0001551i,0.00074772-0.00033694i,0.0014634-0.00047398i,0.00065455+9.8438e-05i,-0.000349-4.7588e-05i,5.383e-05-0.00029999i
0.0015614+0.00185i,0.0022958+0.0013635i,0.0021598+0.00060372i,0.00090185+0.0013791i,-4.313e-06+0.0023251i,0.00055329+0.0016343i,0.00097925+0.00027622i,-0.00016098-0.00024058i,-0.0010311+2.0223e-05i,-0.00085875-1.1732e-05i,-0.00059457-0.00037951i,-0.00016688-0.00038853i,-0.00028808-0.00013374i,-0.00055188-0.00078834i,0.00011182-0.0010517i,0.00058268-0.00075331i,-0.00011185-0.00056974i,-0.00071923-0.00058387i,-0.00046651-9.6542e-05i,-0.00022546+0.00056939i,-0.00010936+0.00090114i,-5.0153e-05+0.00094628i,0.00035103+0.00077665i
0.0019303+0.0013592i,0.0018536+0.0010648i,0.0001802+0.00047174i,-0.00082346+0.0010968i,-0.00051133+0.0019896i,-0.00051441+0.0015979i,-0.0011292+0.00056584i,-0.00070959-0.00017861i,-0.00063186+9.2903e-06i,-0.00047271+0.0001488i,3.6474e-05-2.2503e-05i,-9.0011e-05+0.00021449i,-0.00015407-0.00031823i,4.5513e-05-0.00063166i,-4.8102e-05-0.00051352i,-0.00043166-0.0003289i,-3.9414e-05+2.5615e-05i,0.00081605+1.4379e-05i,0.00039959+0.00022741i,-0.0003137+0.00032621i,-0.00084045+0.00063125i,-0.00085362+0.0010205i,-0.00013583+0.00060763i
0.00071207-0.0014294i,-0.0015531-0.00096491i,-0.0027621-0.0009585i,-0.0024379-0.0011429i,-0.0025215+0.0002231i,-0.0017393+0.0019129i,-0.00058957+0.00159i,-0.00077001+0.00038616i,-0.00053317+4.4254e-05i,0.00043739+0.00065567i,0.00059803+0.0010224i,3.4479e-05+0.0008562i,-0.00012486+0.00115i,0.00025865+0.0010988i,0.00070668+0.00078933i,0.00015434+0.00035538i,-0.00032722-8.5393e-05i,3.9439e-05-0.00011101i,0.00081354-0.00016679i,0.00080567-0.00026162i,0.00079601-0.0010211i,0.00036215-0.00095867i,0.00026958-0.00022382i
0.001603-0.0015947i,0.00071221-0.0018137i,2.5725e-05-0.0012145i,-0.00026185-0.0001388i,-5.7482e-05+0.00072221i,-0.00010735+0.00084698i,-0.00054231+0.00071735i,-0.00037775+0.00099632i,-0.00035962+0.00037947i,-0.00022034-0.0011531i,0.00034279-0.00112i,0.00025505+0.00037404i,-0.00045348+0.00041238i,-0.00077097-0.00035085i,-0.00011619-0.00073983i,0.00029482-0.00016433i,-7.6575e-05+0.00052923i,-0.00088995+0.00023668i,-0.00083132+0.00016727i,-0.00032644+6.057e-05i,-0.00061118-9.3274e-05i,-0.00043991+0.00024746i,-2.6962e-05+4.6971e-05i
-0.0012272+0.0021025i,-1.513e-05+0.001165i,0.00095192+0.0011716i,0.0016422+0.0022606i,0.0012693+0.0027817i,0.0002959+0.00056218i,0.00017704-0.00056516i,0.00050145+0.00023285i,0.0003389+0.0007588i,-5.1808e-06+0.00073461i,0.00027471+0.00049524i,0.00044809-0.00035857i,0.0007132-0.00058117i,0.00046503-7.695e-05i,0.00030563-9.1428e-05i,8.6666e-05+2.9551e-05i,-0.00036147+1.5007e-05i,0.00013582+0.00031207i,-2.0004e-05+0.00057695i,-0.00087431+0.00024631i,-0.00085251+0.00030869i,0.00047213+0.00070354i,0.0010634+0.00059238i
0.001012-0.00090557i,0.00017465-0.0013862i,-0.0015287-0.0016812i,-0.0018266-0.00068199i,-0.00081357+0.0001936i,-0.00048862+0.00067036i,0.00012558+0.0011709i,-0.00031301+0.0011924i,-0.0008163+0.00089837i,-0.00037372+0.00036231i,-0.00029093+7.4869e-06i,-0.0001243+0.00054552i,0.00064007+0.00057132i,0.00091179+0.00049309i,0.00081647+0.00086474i,0.00044918+0.00073947i,0.00019924+0.00014116i,0.0004188-0.0009431i,0.0010732-0.0016336i,0.0012721-0.00084169i,-8.3813e-05-7.9863e-05i,-0.0010701+4.979e-06i,-0.00042543+0.00033801i
0.0015435-0.0011541i,0.00090245-0.00052881i,0.00075025+0.000542i,-0.00039067+0.00087977i,-0.001347+0.0014862i,-0.00072166+0.0015795i,-6.7665e-05+0.00092344i,0.00021635+5.3807e-05i,0.00011242+0.00012099i,0.00024265+0.00061349i,0.00010767+0.00094474i,-0.00083054+0.00052958i,-0.00090328+0.00013717i,0.00032583-3.5958e-05i,0.00032284-0.00046124i,-0.00053744-9.2109e-05i,-0.00039918+0.0006228i,-0.00049839+0.00056895i,-0.00066018+0.00014015i,-8.5416e-05+0.00021351i,-3.3684e-05+0.00022633i,-0.00032547+0.00053649i,-0.00029899+0.0007029i
-0.0010405-0.00078073i,-0.0012273-2.6109e-06i,-0.0026169+0.00072383i,-0.0033589+0.0020297i,-0.0024605+0.002646i,-0.00076147+0.0018245i,0.00060339+0.00061532i,0.0005696+0.00013749i,0.00044892-0.00013958i,0.00020927+9.3577e-05i,-3.8999e-05+0.00037568i,0.00049307+0.00078122i,0.00086228+0.00073117i,0.00042047+0.00014513i,0.00021574-3.0804e-05i,0.00080254+0.0002621i,0.00026038-0.00038773i,-0.00025184-0.0014243i,-6.1339e-05-0.00049562i,-0.00044441+0.0003014i,-0.00092667+0.00031635i,-0.00061235+0.00044299i,-9.1714e-05+0.00018808i
0.00040997+0.0020512i,0.00094911+0.0014176i,0.00088202+0.00088887i,7.7425e-05+0.00066001i,-0.00068655+0.00056464i,-0.00044744+0.00013826i,-9.3523e-05+0.00017997i,-1.9082e-05+0.00022016i,8.3694e-06-0.00069696i,-1.0622e-05-0.0012099i,-0.00037608-0.00080374i,-0.00084131-0.00023581i,-0.00073692+0.00013111i,-6.4415e-05+0.00061823i,0.0003596-0.00017952i,0.0002381-0.00073772i,-4.2947e-07-0.00010578i,-0.00023819+0.00017573i,-0.00080925-0.00024658i,-0.00086409-0.0005915i,-4.2353e-05-0.00078561i,0.00010834-0.00096576i,-0.00015653-0.0010802i
-0.00014835-1.5022e-05i,4.0321e-05+5.7557e-05i,-0.00047307+0.00044124i,-0.0010543+0.0014911i,-0.0011185+0.0028944i,-0.0010343+0.0022167i,-0.00094214+0.00020068i,-0.00043305-0.00035151i,-0.00032301+0.00019302i,-0.00083489+0.00062711i,-0.00045614+0.00075296i,-0.00045494-7.1903e-05i,-0.00065829-0.00074144i,0.00045027-0.00053871i,0.00021379-0.00045753i,-0.00078102+0.00031136i,0.00068935+0.00089803i,0.0016424+0.00052764i,0.00068604+0.00062854i,-0.00034064+0.0009555i,0.00020819+0.00066948i,0.00064053-6.2468e-05i,5.2153e-05-0.00013157i
0.0016515+0.0034663i,0.0023693+0.0024902i,0.0022993+0.0013347i,0.0012645+0.00042029i,0.00065948-0.00026866i,-8.1699e-05+1.2521e-05i,-0.0011833+0.00082289i,-0.0019076+0.0013428i,-0.0012131+0.0011662i,-0.00030202+0.00060592i,-0.0001952+0.00046198i,9.3831e-05+0.00053982i,0.00015204+0.00061731i,-0.00039358+0.00097041i,-0.00076212+0.0002078i,-0.00020764-0.00019372i,0.00044574+0.00088548i,0.00028612+0.00086136i,-0.00018405+0.0001804i,-0.00056993-3.4214e-05i,-0.00069564-0.00071591i,-0.00088262-0.0011086i,-0.0012098-0.0004805i
-0.00013848-0.00026816i,-0.00082866-0.00081136i,-0.0014407-0.0001017i,-0.00085597+0.00054896i,3.9331e-05+0.00062577i,-0.00043512+0.001096i,-0.00053653+0.0010715i,-0.0001634+0.0011684i,-0.00016083+0.00080591i,3.3983e-05-0.00012525i,7.1318e-05+0.00029427i,6.6497e-05+0.00042113i,9.3244e-06+0.00038322i,-8.6461e-05+0.00055537i,-8.4317e-05-0.00022446i,0.0001109-0.00061229i,0.00013856-0.0002252i,1.3733e-05+0.00046578i,-0.00010979+0.001033i,-0.00039667+0.00095868i,-1.5475e-05+0.00081378i,0.00037869+0.00075081i,0.00024566+0.00048933i
0.0011464+0.00044504i,0.00035906-0.00012161i,0.0010804-0.0006635i,0.00014643-0.0012019i,-0.00078808-0.00096851i,-0.0010102-0.00062175i,-0.0012568+0.0001417i,-0.0009142+0.00027141i,-0.00067836-0.00028979i,-0.0010414-0.0015316i,-0.0012558-0.0011788i,-0.0006286+0.00011678i,-0.00011018-0.00011027i,-0.00042871-0.00054415i,-6.4704e-05-0.00019079i,0.00058495+0.00043705i,0.00011527+0.00059049i,-7.3422e-06+0.00024688i,0.00042675+0.00029136i,0.001016-7.674e-05i,0.0012793+0.0004451i,0.00033412+0.00083472i,-0.0002208+0.00089379i
0.00099121-1.8486e-05i,0.0006429-0.00029248i,-0.00025739-0.0010715i,-3.5565e-05-0.00057992i,-0.00015149+0.00062555i,-0.0010234+0.0017654i,-0.00080529+0.0013646i,-0.00041011+0.00052832i,-0.0002883+0.00053957i,-3.8464e-05+0.00028454i,0.00028825-0.00016393i,6.7e-05+2.7824e-05i,-0.00025653+6.1684e-05i,4.3234e-05+0.00040377i,2.1028e-05+0.00038106i,-0.00024892+0.00033049i,-0.00060753-0.00017011i,-0.00060908-0.0009213i,-0.00018387-0.0010488i,0.00053461+8.0892e-05i,0.0014345+0.0010019i,0.001489+0.0001928i,0.00069734-0.000877i
