-0.001158-0.00068566i,-0.00066474-0.0014666i,-0.00053601-0.0017254i,-0.0010061-0.0012268i,-0.0012209-0.00034115i,-0.0013493+0.00038493i,-0.00052311+0.0013338i,0.00018709+0.0012853i,0.00085137+0.00068269i,0.0014599+0.00016311i,0.00085368-2.4906e-05i,7.5422e-05-1.706e-05i,7.7816e-05-0.00060688i,0.00029935-0.00080901i,0.00034249+9.4411e-05i,0.00030994-8.7882e-05i,0.00081445-0.00043126i,0.0011464-1.7699e-05i,0.00057255-0.00033192i,-0.0004904-0.00022037i,-0.0013739-1.355e-05i,-0.0012698-0.00028417i,-0.00070867-0.00040775i
0.005542+0.0040664i,0.045628+0.004695i,0.14551+0.0069591i,0.28123-0.0031282i,0.33871-0.022723i,0.25152-0.021642i,0.11202+0.0017176i,0.035275+0.011537i,0.012048-0.0019045i,-0.00044927-0.0090842i,-0.0025702-0.0017803i,0.0020084+0.0044947i,0.0047743+0.0069938i,0.0059132+0.0075725i,0.0045989+0.0064185i,0.002104+0.0047407i,0.0012408+0.0032463i,0.0014313+0.0022898i,0.0022968+0.00097647i,0.00010937-0.0021138i,-0.0063561-0.0033901i,-0.009487-0.0012257i,-0.0057442+8.389e-05i
-0.010602+0.00082033i,-0.048753+0.00037529i,-0.14402-0.0063272i,-0.27583-0.01255i,-0.33572-0.010927i,-0.25088-0.0115i,-0.11341-0.016107i,-0.036469-0.0098659i,-0.011617+0.0063082i,-0.00023423+0.013045i,0.0020074+0.0066133i,-0.0015356-0.00060646i,-0.0045267-0.0043019i,-0.0057017-0.0053991i,-0.0046049-0.0053028i,-0.002209-0.0049355i,-0.00044188-0.0037454i,-0.0011955-0.0030714i,-0.0038078-0.0009431i,-0.0018882+0.0034192i,0.0047369+0.0072191i,0.0084683+0.0065297i,0.0064698+0.0042444i
0.0058147-0.00058379i,0.042805+0.0043907i,0.13887+0.018535i,0.26931+0.034487i,0.32697+0.042182i,0.23971+0.035286i,0.10213+0.021582i,0.030389+0.0049021i,0.0098555-0.01324i,-0.00025315-0.018449i,-0.0026465-0.010242i,0.0012394-0.0014977i,0.0048404+0.0019016i,0.0058185+0.0029136i,0.0040502+0.0035245i,0.002099+0.0028713i,0.0015274+0.0017431i,0.0021568+0.0011435i,0.0032234-0.00087794i,0.001143-0.0050527i,-0.0040267-0.0078384i,-0.0071534-0.0076138i,-0.005406-0.0048357i
-0.010452+0.00074357i,-0.046283-0.002577i,-0.13762-0.02015i,-0.25879-0.048709i,-0.30423-0.069183i,-0.21506-0.060888i,-0.083561-0.033107i,-0.017106-0.0084577i,-0.00080326+0.008706i,0.0076117+0.013673i,0.0084779+0.0067082i,0.0031021-3.827e-05i,-0.00052386-0.0024296i,-0.0012846-0.0032391i,-0.00028238-0.0032458i,0.00031317-0.0037974i,-0.00026208-0.0046419i,-0.0016633-0.0039883i,-0.0031084-0.00044919i,-0.0010712+0.0048889i,0.0043371+0.0080791i,0.0083627+0.0078085i,0.0074117+0.0057673i
0.0093059+0.00035298i,0.045205+0.0060554i,0.13355+0.029061i,0.24906+0.065747i,0.28705+0.092801i,0.19414+0.084998i,0.068594+0.050868i,0.010747+0.018757i,0.0014066-0.002366i,-0.0029694-0.0085921i,-0.0043241-0.0027083i,-0.00082791+0.0024981i,0.0021768+0.0047781i,0.002764+0.0049253i,0.0025164+0.0040254i,0.0013216+0.0030134i,-0.00070817+0.0025288i,-0.00049706+0.0032061i,0.00059569+0.0021132i,-0.0014661-0.0021299i,-0.0049364-0.0066898i,-0.0064118-0.0072398i,-0.0046493-0.005144i
-0.0074059+0.003348i,-0.04327-0.0031408i,-0.12609-0.030476i,-0.23124-0.079718i,-0.26432-0.12034i,-0.17665-0.11188i,-0.06156-0.066849i,-0.010116-0.025179i,-0.0018631-0.0018458i,0.00094404+0.0040662i,0.001838-0.00013691i,0.00040754-0.0035693i,-0.0012561-0.0043285i,-0.0020677-0.0041881i,-0.0011075-0.003203i,-7.8505e-05-0.0025058i,0.00019957-0.0029337i,-0.00030838-0.0042228i,-0.0018609-0.0028782i,-0.0014599+0.00082354i,0.0018359+0.0054098i,0.0041623+0.0075246i,0.0031775+0.0065744i
0.006153+0.001177i,0.039724+0.0082822i,0.12078+0.038362i,0.22114+0.091941i,0.24715+0.13431i,0.16085+0.11809i,0.055564+0.062258i,0.013701+0.018813i,0.010305-0.0030762i,0.0079292-0.0089644i,0.0048319-0.0053491i,0.0033645-0.00024858i,0.002283+0.001801i,0.0018763+0.001202i,0.0012333+0.00056345i,0.00049057+0.0012646i,0.00035225+0.0026024i,0.00099811+0.0039629i,0.0025957+0.0036551i,0.0030062-0.00051655i,0.00089896-0.0059753i,-0.001229-0.008683i,-0.0012763-0.0076754i
-0.0068042+0.00083513i,-0.041278-0.0035865i,-0.11613-0.035386i,-0.20442-0.096503i,-0.22055-0.14378i,-0.13832-0.12216i,-0.045516-0.056249i,-0.0091227-0.0099004i,-0.0060823+0.0087506i,-0.0040096+0.013162i,-0.0013733+0.0090339i,-0.00031864+0.0023418i,-0.00049412-0.00095897i,-0.00069071-0.00068374i,0.00026054+0.00016887i,0.0017067-0.00077419i,0.0019179-0.0038919i,-0.00011419-0.0059104i,-0.0034533-0.0040094i,-0.0052559+0.0015685i,-0.0032203+0.0081336i,-1.2428e-05+0.010814i,0.0006532+0.0093884i
0.0059591-0.00063435i,0.036184+0.0057374i,0.10573+0.039213i,0.18698+0.1011i,0.1942+0.14579i,0.10951+0.12087i,0.025771+0.053234i,-0.00095065+0.0068248i,0.001653-0.01037i,0.001338-0.013734i,-0.0014507-0.0095081i,-0.0018106-0.0030522i,-0.0012718+0.00069531i,-0.0009499+0.00025498i,-0.0015901-0.0001005i,-0.0015204+0.0014867i,-0.00052869+0.0031019i,0.0012834+0.004202i,0.0037443+0.0029545i,0.0037906-0.0019957i,0.00098702-0.0081795i,-0.0012264-0.010534i,-0.00087147-0.0085691i
-0.0090089+0.0035817i,-0.035345-0.0024282i,-0.096885-0.037242i,-0.16588-0.10458i,-0.16631-0.15598i,-0.084506-0.1308i,-0.0090144-0.059715i,0.010206-0.012725i,0.0058599+0.0035676i,0.0062924+0.0059889i,0.0077039+0.0016276i,0.0047467-0.003002i,0.0023944-0.0038399i,0.0021903-0.002047i,0.0027589-0.0008329i,0.0031474-0.0025241i,0.0021339-0.0049016i,0.00062775-0.005929i,-0.0018562-0.0043315i,-0.0034923+0.0012956i,-0.0012283+0.0082307i,0.0012838+0.011805i,0.00063046+0.010336i
0.0033506+0.00021002i,0.029997+0.0094586i,0.089415+0.045424i,0.15266+0.11111i,0.14658+0.15863i,0.068611+0.12966i,0.0039306+0.059441i,-0.0072382+0.015046i,0.00046523-0.00072289i,0.00076044-0.0027573i,-0.00082811+0.0019603i,0.00042012+0.0052499i,0.0016476+0.0032106i,0.0012539-0.00076361i,-0.0006174-0.0017712i,-0.0021133-2.809e-05i,-0.0021626+0.0025471i,-0.0014059+0.0037412i,-0.00015627+0.0036674i,0.00032308+0.00077146i,0.00018257-0.0053851i,-0.00011334-0.0085644i,0.001043-0.0071273i
-0.0055938+0.00083083i,-0.03096-0.00669i,-0.08381-0.042416i,-0.1363-0.1103i,-0.12507-0.15879i,-0.056643-0.12883i,-0.0071974-0.057214i,0.00029023-0.012359i,-0.004979+0.00099095i,-0.0057847+0.0018022i,-0.0039847-0.0004883i,-0.0023724-0.0018896i,-0.001409-0.00032503i,-0.00047203+0.0016246i,0.0015603+0.0021418i,0.0037372+0.00032202i,0.004133-0.0028676i,0.0022459-0.0052237i,-0.00039836-0.0045902i,-0.0019846-0.00064742i,-0.0028349+0.0052003i,-0.0032105+0.0085531i,-0.0032539+0.0076571i
0.0053033-0.0014193i,0.026994+0.0073799i,0.075728+0.043126i,0.12166+0.10753i,0.1063+0.14963i,0.041651+0.11549i,0.0032733+0.044128i,0.0051271+0.0026831i,0.012147-0.0087297i,0.011397-0.0084856i,0.0079624-0.0044963i,0.0046721-0.0023054i,0.0026015-0.0022959i,0.0014625-0.0031194i,-0.00015483-0.0029152i,-0.0022222-0.001433i,-0.0035854+0.00061956i,-0.0028832+0.003095i,0.00048578+0.0040303i,0.0030619+0.0007542i,0.0035939-0.0051139i,0.0038861-0.0094974i,0.0034467-0.0090982i
-0.010435+0.0021351i,-0.031286-0.0049427i,-0.074217-0.038291i,-0.10857-0.10128i,-0.084995-0.14275i,-0.023815-0.10552i,0.0077107-0.032556i,0.0034888+0.0060864i,-0.0035348+0.013513i,-0.0032773+0.012528i,-0.0011426+0.0091734i,0.0014171+0.0042294i,0.0021237+0.0010393i,0.0016073+0.0017681i,0.0027459+0.0026905i,0.0041251+0.0011278i,0.0044326-0.0012891i,0.0025545-0.0025053i,-0.00045321-0.0021602i,-0.0033477+0.0013418i,-0.0052719+0.0075902i,-0.0057282+0.011668i,-0.0050919+0.010754i
0.0040522-0.00043748i,0.023154+0.008811i,0.062753+0.043279i,0.094153+0.10197i,0.068037+0.13657i,0.0088558+0.09658i,-0.017999+0.026701i,-0.011058-0.0076301i,-0.001866-0.012649i,-0.00062605-0.01054i,-0.002046-0.0066236i,-0.0029687-0.0026203i,-0.0021242-0.0016413i,-0.0013043-0.0028903i,-0.0030802-0.0032805i,-0.0044857-0.0016607i,-0.0047479+0.00083227i,-0.0039616+0.0021189i,-0.0015606+0.0016005i,0.0016215-0.0016292i,0.0047617-0.007085i,0.0054995-0.0099463i,0.0040381-0.0086923i
-0.0023539+0.0037614i,-0.021082-0.0042298i,-0.055446-0.037659i,-0.079391-0.096491i,-0.051678-0.13092i,0.0013335-0.09455i,0.022618-0.031332i,0.015322-0.00033409i,0.00661+0.0036652i,0.0041282+0.0028401i,0.0043274+0.001302i,0.0039337-0.0010157i,0.001926-0.00069344i,0.0010826+0.001415i,0.0027196+0.0025674i,0.0036988+0.0014965i,0.0037955-0.00094451i,0.0029796-0.0027596i,0.00072805-0.0033746i,-0.0019754-0.00041264i,-0.0043757+0.0052546i,-0.0054882+0.0093956i,-0.004756+0.0090607i
0.0050449+0.00079007i,0.021014+0.0070583i,0.053908+0.035565i,0.07526+0.088245i,0.045866+0.11743i,-0.0031616+0.082075i,-0.018554+0.028439i,-0.007015+0.00564i,0.0020752+0.0031205i,0.0016474+0.002443i,0.00032648+0.0021088i,0.00028111+0.0024835i,-4.4953e-05+0.0012098i,-0.00054543-0.0014115i,-0.0013049-0.0025297i,-0.0024157-0.0015488i,-0.0021469-0.00074322i,-0.0012016+0.00070841i,0.00013353+0.0022184i,0.0022591+0.00024082i,0.0045552-0.0045543i,0.0061152-0.0075408i,0.0056508-0.0067736i
-0.0040412+0.0021757i,-0.02034-0.003787i,-0.046296-0.031293i,-0.059121-0.083364i,-0.030307-0.11188i,0.007639-0.07632i,0.012572-0.023858i,-0.0010256-0.0021852i,-0.00913-0.00050001i,-0.0066703-0.001385i,-0.0023596-0.002024i,-0.0010995-0.0020188i,-0.00068656-0.00061995i,1.1295e-05+0.0022601i,0.00084419+0.0037568i,0.0023076+0.0019406i,0.0028775-0.00055788i,0.0012443-0.0025945i,-0.0013447-0.0032672i,-0.0041627-0.0018154i,-0.0063883+0.0028032i,-0.0074182+0.0069206i,-0.0067003+0.0068857i
0.0034329-0.0020689i,0.015788+0.004693i,0.037951+0.0309i,0.048588+0.075319i,0.021596+0.095319i,-0.012144+0.058833i,-0.011395+0.010864i,0.0055164-0.0065011i,0.012106-0.0060034i,0.0095485-0.0045721i,0.0054425-0.0034324i,0.0032177-0.0022158i,0.0023227-0.0024013i,0.00092748-0.0041647i,-0.00094582-0.004977i,-0.0012341-0.0032747i,-0.00080988-0.0017636i,-0.00040333-0.00058458i,0.00014758+0.00094934i,0.0021452+0.00040006i,0.0054468-0.0024308i,0.007596-0.0056693i,0.0071667-0.0062389i
-0.0021937+0.0011842i,-0.014862-0.0037015i,-0.034375-0.027644i,-0.041007-0.071182i,-0.013564-0.090265i,0.016181-0.054195i,0.014102-0.0067253i,-0.00049023+0.01163i,-0.0055152+0.011106i,-0.0031011+0.0074089i,-0.0013155+0.0042861i,-0.0011122+0.0027077i,0.00018941+0.003063i,0.0021707+0.0047186i,0.0031911+0.004924i,0.003416+0.0030729i,0.0039093+0.0016246i,0.0034687+0.00095952i,0.00088124+0.00079939i,-0.0032879+0.0015269i,-0.0070623+0.0045078i,-0.0089873+0.0070566i,-0.0079616+0.0066252i
0.0017114+0.00058834i,0.011412+0.0062381i,0.029397+0.02923i,0.035667+0.066452i,0.00913+0.079789i,-0.019192+0.045596i,-0.018155+0.0048077i,-0.0045496-0.0096989i,0.0009318-0.0098972i,0.00021496-0.0070682i,-0.00036735-0.0041504i,-0.00042293-0.0025883i,-0.0013137-0.0032311i,-0.0026994-0.0049768i,-0.0035915-0.0055193i,-0.0038158-0.0047873i,-0.0033189-0.0037375i,-0.003182-0.0026709i,-0.0026508-0.00097896i,0.00062396-0.00048033i,0.0052371-0.0023684i,0.0075403-0.0044797i,0.0066616-0.0045718i
-0.0017484+0.001815i,-0.011452-0.0043514i,-0.024696-0.025703i,-0.02649-0.06138i,-0.002223-0.075864i,0.018625-0.044329i,0.014477-0.0063412i,0.0045929+0.0056417i,0.0019408+0.0035407i,0.0029043+0.0015645i,0.0029808+0.0011511i,0.0026538+0.00073074i,0.0020854+0.0014166i,0.0015972+0.003405i,0.0022873+0.004237i,0.0031628+0.0032531i,0.003413+0.00067554i,0.0024809-0.00092872i,0.00074489-0.0013444i,-0.0021988-0.00053484i,-0.0057409+0.0018825i,-0.0075755+0.0035369i,-0.0064974+0.0030228i
0.00063053-0.0018049i,0.0081465+0.0043379i,0.022647+0.023744i,0.025132+0.052765i,0.0011607+0.059935i,-0.018133+0.030515i,-0.011922+0.0019603i,-0.0011349-0.003165i,0.0011651+0.00033765i,0.00029027+0.00085117i,-0.00031187-0.00010658i,-0.00034401-0.00011843i,0.00049136-0.0012006i,0.00031928-0.0038032i,-0.000618-0.0045105i,-0.0013427-0.0034067i,-0.0019295-0.0027369i,-0.0014323-0.0017918i,0.00077602+0.00020498i,0.0026751+0.0017534i,0.0047729+0.00049278i,0.0071089-0.0017727i,0.0062705-0.0024308i
-0.0040235-0.0016442i,-0.013053-0.0044438i,-0.024872-0.020359i,-0.023226-0.045581i,0.00043738-0.051756i,0.017452-0.024113i,0.010485+0.0013508i,0.00014935+0.0030081i,-0.0013159-0.0019986i,-0.00032789-0.0021203i,0.00036546-0.00020633i,0.00093963+0.00059272i,0.00056485+0.0017662i,0.00043033+0.0036492i,0.001645+0.0048783i,0.0024502+0.0039513i,0.0014947+0.0019088i,0.00066383+0.0003289i,-0.0013198-0.00046508i,-0.0038385+2.3339e-05i,-0.0061287+0.0013076i,-0.0075983+0.0016867i,-0.0062394+0.0015607i
0.0016383+0.00167i,0.011257+0.0059479i,0.022572+0.020917i,0.020448+0.042405i,-0.0028401+0.045139i,-0.018816+0.019524i,-0.009406-0.0016661i,0.0046035-0.0024366i,0.0084325+0.00080133i,0.0058073+0.00011521i,0.0029167-0.00057964i,0.0018956-0.00042518i,0.0017974-0.0018532i,0.0014916-0.0048103i,0.00014487-0.005873i,-0.00038302-0.0044692i,0.00082748-0.0031757i,0.0016718-0.0020697i,0.00090737-0.00081347i,0.00094355-0.00020105i,0.0038591-0.00013475i,0.0062131-0.00030039i,0.0054696-0.0005781i
-0.0014471+0.0016082i,-0.0081059-0.00046506i,-0.017217-0.013114i,-0.01412-0.034618i,0.0073039-0.040657i,0.017811-0.020053i,0.0067042-0.0010635i,-0.0038173+0.0016953i,-0.0047044-0.00033698i,-0.0022277-0.00052916i,-0.00039453+0.00066501i,0.00072916+0.0018136i,0.00089222+0.0033799i,0.00061022+0.0054135i,0.0013391+0.0057845i,0.0017317+0.0043171i,0.00084341+0.002861i,4.1311e-06+0.0019512i,-0.00039317+0.00086519i,-0.0016178-2.3655e-06i,-0.0050806+0.00024706i,-0.0076327-0.0002417i,-0.0065957-0.00026148i
0.0012651-0.0019852i,0.005792+0.0011788i,0.01319+0.012578i,0.011002+0.030207i,-0.0060458+0.033564i,-0.013937+0.015036i,-0.0030856-0.00091974i,0.0068909-0.0044224i,0.007672-0.0033731i,0.0049013-0.0022519i,0.003331-0.0016971i,0.0033383-0.0014125i,0.0030444-0.0028971i,0.0011031-0.0051207i,-0.00049386-0.0055088i,-0.00013476-0.0040938i,0.00054597-0.0030025i,0.00038522-0.001994i,-0.00041078-0.00051806i,0.00034508+0.00071936i,0.0036047+0.0012015i,0.0061066+0.0015635i,0.0056229+0.0010518i
-0.0017241+4.1662e-05i,-0.0073691-0.00093798i,-0.013169-0.0084934i,-0.0093002-0.02348i,0.0066248-0.026991i,0.012385-0.0096647i,0.0020235+0.005474i,-0.0046942+0.0072098i,-0.0024839+0.0045316i,0.00027936+0.0021546i,0.0006038+0.0016967i,0.00015754+0.0027885i,-0.00058587+0.003604i,-0.00053445+0.004625i,0.00067644+0.0047462i,0.00080379+0.0029806i,8.6004e-05+0.0014437i,0.00055276+0.0011584i,0.00072683-1.7092e-05i,-0.001527-0.0010146i,-0.0040224-0.00086209i,-0.0055248-0.00017451i,-0.0056024+0.00055911i
0.00054029+0.0031305i,0.0053001+0.004453i,0.012271+0.011326i,0.01048+0.021637i,-0.0039368+0.019659i,-0.011217+0.0014994i,-0.0044864-0.010689i,0.00037949-0.0099006i,0.00049796-0.0057911i,0.00029719-0.0038515i,0.00085122-0.003025i,0.0011402-0.0026997i,0.0011387-0.0043154i,0.00072835-0.0058217i,0.00010898-0.0054752i,9.0235e-05-0.0036944i,-0.00024043-0.0026267i,-0.00017294-0.0024928i,-0.00031803-0.0017258i,0.00024881-0.00015009i,0.0020041+0.0010225i,0.0030253+0.0015512i,0.0031765+0.0017076i
0.00071316+0.0014494i,-0.0039927+0.0008124i,-0.0078467-0.0059926i,-0.0039525-0.018974i,0.0083502-0.02183i,0.013261-0.0074589i,0.0077699+0.0030234i,0.0038838+0.0027926i,0.0039845+0.00092262i,0.0042772+0.0010122i,0.0030705+0.0014055i,0.0015738+0.0024147i,-0.00063841+0.0042142i,-0.0025223+0.0047547i,-0.0021914+0.0038813i,-0.00068835+0.002174i,0.00036882+0.0013842i,0.00028562+0.0013507i,-0.00015492+0.00077312i,-0.00071627+0.00035082i,-0.0023767-0.00035049i,-0.0037976-0.0010334i,-0.0038896-0.00075733i
0.00071644-0.0010094i,0.0028075+0.00024473i,0.0058529+0.0055516i,0.0030908+0.015857i,-0.0078668+0.017226i,-0.012873+0.0066654i,-0.0071518+0.0012552i,-0.00105+0.0032099i,-0.00018286+0.0036453i,-0.0011046+0.0018942i,-0.00081257+0.00047909i,0.00057025-0.00053118i,0.0019685-0.0021289i,0.0020049-0.0040908i,0.00074911-0.0047445i,0.00026049-0.0030991i,0.00065486-0.0019484i,0.00011593-0.0020267i,-0.001457-0.0016395i,-0.0014983-0.00096307i,0.00079292+0.0012402i,0.0030037+0.0032772i,0.0038562+0.0030209i
-0.0012503+0.0014657i,-0.0028374+0.0024999i,-0.0047686-0.0019455i,-0.0011408-0.013314i,0.0080504-0.015869i,0.0093594-0.0073235i,0.0014713-0.0024974i,-0.0035318-0.0038984i,-0.0025818-0.0049821i,-0.00029461-0.0038523i,2.3839e-05-0.0026958i,-0.00081696-0.00058706i,-0.0020893+0.0021327i,-0.0026017+0.0034766i,-0.00085388+0.0041239i,0.00030558+0.003103i,0.00032548+0.0013607i,0.0001889+0.0010816i,0.00045202+0.00099054i,-0.00026021+7.0869e-06i,-0.0011923-0.001405i,-0.0019556-0.0022897i,-0.0024053-0.0020701i
-0.0012236+0.00028036i,0.00010017+0.0023965i,0.0036476+0.0078727i,0.0031012+0.013623i,-0.0027086+0.010549i,-0.0027745+0.00083395i,0.0044225-0.002725i,0.0092523+0.00033448i,0.0084797+0.00248i,0.0056218+0.0015257i,0.0037236+0.0003146i,0.0034644-0.00059686i,0.0048271-0.0023882i,0.0049523-0.0043268i,0.0031492-0.0049429i,0.0021514-0.0036165i,0.0017879-0.0015446i,0.00072072-0.0013946i,-0.00086101-0.0010956i,-0.0012129-0.0003879i,0.00036671+0.00050892i,0.0016803+0.0026327i,0.0010279+0.0035499i
-0.0043693+0.0019529i,-0.0048746+0.0030672i,-0.0050556+0.00041784i,-0.0023951-0.0063656i,0.0043497-0.0072057i,0.0042176-0.00066357i,-0.0034883+0.0046909i,-0.0068422+0.0050438i,-0.0045691+0.0032527i,-0.0019284+0.0019489i,-0.0009963+0.0015909i,-0.0015078+0.0019877i,-0.0031492+0.0022607i,-0.0041148+0.0023436i,-0.0031607+0.0023186i,-0.0024981+0.00058916i,-0.0018616-0.0011271i,-0.00013526-0.0010604i,0.00085439+0.00024908i,0.00044222+0.00052191i,-0.00044392-0.0010752i,-0.0014118-0.0021935i,-0.0015742-0.0018293i
-0.0010877+4.063e-05i,0.00064346+0.0020716i,0.0035891+0.0057307i,0.0043035+0.0097409i,-0.00078239+0.0071836i,-0.0029748-0.0015527i,0.00021372-0.0064132i,0.0028743-0.0050995i,0.0025623-0.0033503i,0.00086657-0.0029368i,0.00098325-0.0032202i,0.0026412-0.0035255i,0.0041216-0.0034941i,0.0049685-0.0032135i,0.0038585-0.0022225i,0.0019567-0.00063988i,0.0006554-0.00030468i,-0.00013531-0.0012715i,-0.000384-0.0017748i,9.1208e-05-0.0011908i,0.00068582+0.00087438i,0.00078413+0.0028943i,0.00063879+0.0032523i
0.00093949+0.002674i,-0.0016825+0.0024606i,-0.0027725-0.00073781i,-0.00039937-0.006362i,0.0044847-0.0075152i,0.0045412-0.0023095i,0.0026929+0.0017698i,0.0030185+0.0019753i,0.0041177+0.0014568i,0.0041833+0.001407i,0.0021323+0.0020092i,-0.00084961+0.0021494i,-0.003359+0.0021483i,-0.0041624+0.0024037i,-0.0024308+0.0015636i,-0.00064868-0.00024231i,-0.00036645-0.0004821i,-0.000512+0.00061117i,-0.00021959+0.00081472i,-0.00075396+0.00031206i,-0.0011291-0.00026974i,-0.00091973-0.0013979i,-0.001262-0.0024946i
0.00042349+0.0020818i,0.0017921+0.0022268i,0.0045575+0.0041512i,0.0054545+0.005096i,0.00086168+0.0022451i,-0.0027395-0.0018065i,-0.0017282-0.0008944i,-0.00097658+0.001385i,-0.0014937+0.0017283i,-0.0010382+0.00083842i,-0.00053493-0.00026378i,0.00081235-0.0016323i,0.0024505-0.0031206i,0.0031298-0.0030196i,0.0029083-0.0014095i,0.0014983+0.00041214i,0.00045779+0.00015112i,-0.00069061-0.0014699i,-0.0014471-0.002312i,-0.0008766-0.0012907i,-0.00083217+0.00080896i,-0.0010718+0.0020662i,-0.00046579+0.0024178i
-0.0025123+0.00066302i,-0.0037937+0.0014983i,-0.0047349+0.0013714i,-0.0032405-0.0011311i,0.0011207-0.003082i,0.0018579-0.0023396i,-0.0002168-0.0013955i,-0.00046434-0.0020056i,0.00057628-0.0031313i,0.00083924-0.0027489i,-0.00013267-0.0009544i,-0.0016734-0.00018574i,-0.0037727+0.00047761i,-0.0047841+0.0014587i,-0.0038806+0.00078137i,-0.0015079-0.00053427i,5.3262e-05-0.00073296i,0.00032987-8.4926e-05i,0.00028948+0.00031403i,2.3356e-05+0.00028564i,0.00031411-3.5904e-05i,0.00064549-0.0011729i,0.00051987-0.0025093i
-0.00018557+0.001339i,0.0012277+0.0024016i,0.0035359+0.0034744i,0.0041614+0.0032201i,0.0018419+0.0011985i,0.0015618-0.0026485i,0.0030567-0.0021855i,0.0027651+0.0013945i,0.0016752+0.0023442i,0.0013306+0.00059346i,0.001665-0.0012215i,0.0027043-0.0015632i,0.0045276-0.0012933i,0.0056598-0.00075748i,0.0043748-0.00028887i,0.0021596+0.00041568i,0.00078146+0.00068736i,0.00018085-0.0012179i,-0.00068762-0.0015151i,-0.0014355-0.00010432i,-0.0016273+0.00090743i,-0.0018695+0.002093i,-0.0013175+0.003267i
0.001555+0.0032988i,0.00067465+0.0014854i,0.00034834-0.00077243i,0.00057087-0.0039194i,0.0023637-0.0060274i,0.00042828-0.0034444i,-0.0024416-0.00039461i,-0.0020268-0.00059815i,-9.7017e-05-0.0010055i,0.00029795+0.00030902i,-0.00044254+0.00084566i,-0.0020145+0.0014091i,-0.0047092+0.0025726i,-0.005167+0.0024458i,-0.0035375+0.00074497i,-0.0014759-0.00083066i,-3.5829e-05-0.00030953i,0.00059867+0.00064905i,0.00087786+0.00015051i,0.00069079-0.0011079i,0.0008346-0.001557i,0.00078952-0.002485i,0.0004699-0.0034769i
-0.00030023+0.0019368i,0.00083582+0.0013836i,0.003176+0.0026184i,0.0038286+0.0032418i,0.001996+0.00063363i,0.0002966-0.0020273i,0.0010305-0.0016674i,0.0018728-0.00035675i,0.0017912-0.00050232i,0.001753-0.00066595i,0.0018245-0.00093439i,0.0023882-0.0010479i,0.0035276-0.00017255i,0.0039157+0.00029977i,0.0027704+0.0005325i,0.001215+0.0004694i,-0.0004791-0.00040841i,-0.0012114-0.00086191i,-0.0005299-0.00046828i,0.00024482-8.1882e-05i,-0.00014242+0.00034834i,-0.00093034+0.00173i,-0.00063876+0.0027779i
0.00020841-0.00084045i,-0.0015602-0.0013124i,-0.0026464-0.0020632i,-0.0036489-0.0039604i,-0.0031791-0.0041472i,-0.0025092-0.001776i,-0.0022527-0.00027487i,-0.0017034-0.00014484i,0.00025193+0.00068421i,0.0020617+0.00089683i,0.0013235+0.00057389i,-0.0008058+0.00015576i,-0.0029018-0.00020865i,-0.0036003+0.00013573i,-0.0027297+0.00010731i,-0.0015434+0.00018305i,-8.7064e-05+0.00017432i,0.00069919+0.00097434i,0.00063662+0.0010428i,-0.00037061+0.00069749i,-0.00017675+0.00062962i,0.00069377+0.00024457i,0.00080534-0.00026513i
-0.0015177+0.0024025i,0.00054243+0.0035412i,0.0025117+0.0054556i,0.0046783+0.0059102i,0.0049957+0.0032668i,0.0042597-0.00027265i,0.002242-0.0015079i,0.00011233-0.00063708i,-0.00064033-0.00015691i,-0.00017302-0.00045284i,0.0017539-0.0011748i,0.0036466-0.0014412i,0.0049307-0.0012497i,0.0046834-0.00041536i,0.0027041+0.00056116i,0.00030404+0.00043581i,-0.0002425-0.00064732i,-0.00016703-0.0014346i,-0.00033887-0.0013623i,-0.00086231-0.00065728i,-0.0021057+0.0001273i,-0.002206+0.0012755i,-0.0013988+0.0018014i
-0.0019385+0.0057769i,0.00032243+0.0056611i,0.0021561+0.0059995i,0.0026764+0.003437i,0.0032015+0.00012552i,0.002258-0.002183i,0.0012215-0.0011677i,0.0017123+6.5481e-05i,0.0024817-4.8972e-05i,0.0021947-0.00032208i,0.00070926-0.00020577i,-0.0023388-0.00060322i,-0.0053774-0.00085791i,-0.0061394-0.00070847i,-0.0041381-0.0011959i,-0.0013963-0.0014459i,0.00058197-0.00086694i,0.0016653-7.5425e-05i,0.0014591-5.8761e-05i,0.00090691-0.00038336i,0.0011075-0.00094119i,0.001568-0.0016077i,0.001184-0.0011943i
-0.0050417+0.019089i,0.0019827+0.018837i,0.016103+0.023294i,0.021839+0.015806i,0.020706+0.0022421i,0.013039-0.0086842i,0.0024692-0.0078686i,-0.0026853-0.001524i,-0.0027421+0.0020382i,0.0010319+0.0013997i,0.0033817-0.0018403i,0.0023201-0.0034226i,0.00095662-0.0036756i,-0.0009668-0.0022645i,-0.0025464+0.00036516i,-0.0024216+0.0014833i,-0.0014573+0.00015684i,-0.00087132-0.00099159i,-0.000354-0.00090774i,-1.2204e-05-0.00044513i,-0.00060574-0.00020919i,-0.0014048+2.4682e-05i,-0.0011156+0.0011833i
