-0.001158-0.00068566i,-0.00066474-0.0014666i,-0.00053601-0.0017254i,-0.0010061-0.0012268i,-0.0012209-0.00034115i,-0.0013493+0.00038493i,-0.00052311+0.0013338i,0.00018709+0.0012853i,0.00085137+0.00068269i,0.0014599+0.00016311i,0.00085368-2.4906e-05i,7.5422e-05-1.706e-05i,7.7816e-05-0.00060688i,0.00029935-0.00080901i,0.00034249+9.4411e-05i,0.00030994-8.7882e-05i,0.00081445-0.00043126i,0.0011464-1.7699e-05i,0.00057255-0.00033192i,-0.0004904-0.00022037i,-0.0013739-1.355e-05i,-0.0012698-0.00028417i,-0.00070867-0.00040775i
-0.0075066-0.010787i,-0.0083244-0.038777i,0.006311-0.077768i,0.028174-0.091846i,0.03814-0.081457i,0.036505-0.10591i,0.03508-0.15729i,0.042176-0.16924i,0.042256-0.12982i,0.024292-0.073313i,0.009167-0.031205i,0.0088896-0.017485i,0.0094582-0.018006i,0.0052539-0.014132i,0.0026061-0.0040945i,0.0055041+0.0059209i,0.0072034+0.011043i,0.001832+0.010429i,-0.0052985+0.0075165i,-0.0070375+0.0039098i,-0.0039135+0.00063109i,-0.0022055+0.00026575i,-0.0045526+0.0026621i
0.0080732+0.013126i,0.0086894+0.038385i,-0.0056641+0.070678i,-0.028498+0.082573i,-0.041986+0.082607i,-0.056001+0.1128i,-0.070957+0.15691i,-0.07703+0.15528i,-0.061382+0.11181i,-0.028882+0.059236i,-0.0097709+0.021804i,-0.011277+0.013939i,-0.012568+0.018052i,-0.0054782+0.0139i,0.0017965+0.0038858i,0.0026156-0.0089834i,-0.0009263-0.020489i,-0.0013315-0.023163i,0.001388-0.017255i,0.0015089-0.0090022i,-0.00059418-0.0032077i,0.00096321+8.9888e-05i,0.0058644+0.0022293i
-0.0019365-0.0052731i,0.00087561-0.027703i,0.012382-0.05555i,0.032855-0.067286i,0.057483-0.071006i,0.083398-0.091993i,0.10615-0.11775i,0.10708-0.11049i,0.078249-0.074979i,0.040037-0.034805i,0.021761-0.0090909i,0.021227-0.0073774i,0.017149-0.013325i,0.0061543-0.010707i,-0.0035549-0.00074509i,-0.0065372+0.012385i,-0.0015474+0.023408i,0.0026516+0.02641i,0.0014808+0.022077i,0.00029258+0.01591i,0.0014143+0.011348i,0.0014254+0.0073383i,-0.00011799+0.002331i
0.0026673+0.0089573i,-0.0028792+0.025676i,-0.01721+0.051149i,-0.040201+0.05878i,-0.080242+0.041925i,-0.12783+0.04211i,-0.14969+0.05579i,-0.12641+0.051197i,-0.076926+0.03209i,-0.036732+0.0083629i,-0.023346-0.005914i,-0.021842+0.00050906i,-0.015154+0.0094034i,-0.0027478+0.008222i,0.010569-0.00054979i,0.015589-0.01445i,0.0097215-0.024755i,0.0030698-0.026078i,0.00097566-0.020251i,0.00030556-0.013993i,-0.00070083-0.010592i,-0.0014901-0.0069632i,-0.00344-0.0023059i
-0.003174-0.0028801i,0.0036551-0.015742i,0.024729-0.038015i,0.061202-0.051875i,0.10858-0.044874i,0.15592-0.033658i,0.16341-0.019974i,0.12139-0.00532i,0.067925+0.0018598i,0.033893+0.0059331i,0.02508+0.0060864i,0.024017-0.0027229i,0.015965-0.0096999i,0.0040776-0.008585i,-0.0081235-0.0022617i,-0.015588+0.008559i,-0.014323+0.016626i,-0.0084793+0.015933i,-0.0039889+0.010416i,-0.0035032+0.0071419i,-0.0023071+0.0068854i,-7.4756e-05+0.0052063i,0.0027334+0.0033442i
-0.0040963+0.005084i,-0.0119+0.021877i,-0.028348+0.043766i,-0.060799+0.051554i,-0.11021+0.042921i,-0.14891+0.024308i,-0.13497-0.004403i,-0.078922-0.026825i,-0.028306-0.027052i,-0.007473-0.020423i,-0.0092816-0.015024i,-0.014553-0.0048415i,-0.011117+0.0021397i,-0.0022316+0.0034544i,0.0084834+0.0011856i,0.017747-0.0072475i,0.019749-0.015583i,0.014609-0.016913i,0.0088043-0.011913i,0.0051719-0.0065174i,0.0017722-0.0039845i,0.00045653-0.001079i,0.0025331+0.00054651i
0.00028305-0.0043849i,0.008666-0.01502i,0.023257-0.032492i,0.049894-0.039248i,0.093553-0.027478i,0.1174-0.0047501i,0.08525+0.02764i,0.027091+0.051118i,-0.0093284+0.042905i,-0.018115+0.027844i,-0.0071374+0.023498i,0.0078649+0.01559i,0.011236+0.0045389i,0.0048445-0.0037625i,-0.0058088-0.0071286i,-0.018247-0.0010977i,-0.024286+0.0072796i,-0.022545+0.0099631i,-0.018995+0.0077702i,-0.013956+0.0062726i,-0.0090463+0.0050771i,-0.007716+0.0011812i,-0.0094126-0.0019262i
0.00090128+0.0053844i,-0.0065031+0.015821i,-0.019187+0.028807i,-0.041194+0.026652i,-0.071824-0.0025233i,-0.082651-0.038279i,-0.041368-0.063265i,0.019554-0.067236i,0.047479-0.050689i,0.042381-0.038147i,0.02002-0.03557i,-0.0021275-0.024157i,-0.0086474-0.0091522i,-0.0036577+0.002579i,0.0076536+0.0099259i,0.02107+0.0072748i,0.026003-0.0011896i,0.021242-0.0065218i,0.01624-0.0071353i,0.013316-0.006117i,0.0099133-0.0041556i,0.0090441-0.00021815i,0.0099687+0.001462i
0.0018132-0.0055026i,0.0074457-0.012527i,0.02248-0.021703i,0.046044-0.017991i,0.068581+0.0069803i,0.064388+0.042951i,0.014085+0.065608i,-0.042069+0.05634i,-0.060985+0.034108i,-0.049077+0.029898i,-0.020615+0.037093i,0.0050478+0.028733i,0.010705+0.010927i,0.0032772-0.0021017i,-0.0078485-0.010459i,-0.018538-0.0099775i,-0.021643-0.003693i,-0.017499+0.00076567i,-0.014226+0.0042859i,-0.012452+0.0077218i,-0.0089054+0.0084839i,-0.007178+0.0057695i,-0.0070863+0.003983i
-0.0096507+0.0062758i,-0.017529+0.016782i,-0.028726+0.025268i,-0.047122+0.014548i,-0.070736-0.010731i,-0.062854-0.030899i,-0.0021218-0.02944i,0.059935-0.011152i,0.079819+0.00076975i,0.064316-0.010821i,0.030974-0.029731i,0.0022952-0.026975i,-0.0054936-0.010401i,0.00028458+0.0021313i,0.010723+0.0080802i,0.021282+0.0073044i,0.022986+0.0040102i,0.016132+0.0015859i,0.010413-0.0012159i,0.0084458-0.0034457i,0.0064782-0.0033893i,0.0050651-0.00093269i,0.0069548+0.00011321i
0.00022123-0.0023566i,0.011954-0.0056921i,0.026802-0.012425i,0.043035-0.011071i,0.059951+7.9808e-05i,0.045503-0.0024049i,-0.019485-0.025445i,-0.080295-0.043984i,-0.092807-0.039692i,-0.071157-0.011756i,-0.03521+0.017294i,-0.0054288+0.020318i,0.0031839+0.0070702i,-0.0013719-0.0026205i,-0.0093366-0.0072863i,-0.016854-0.0088308i,-0.017477-0.008577i,-0.011763-0.0088791i,-0.0090426-0.0070851i,-0.0089127-0.0026702i,-0.0060007-0.0009096i,-0.004617-0.0035183i,-0.0086733-0.0047164i
-0.0042886+0.0017187i,-0.016213+0.010105i,-0.02997+0.018497i,-0.037018+0.016818i,-0.037374+0.0071136i,-0.017557+0.017325i,0.037834+0.05157i,0.091298+0.07211i,0.10255+0.057362i,0.080665+0.019581i,0.045443-0.012948i,0.015134-0.018643i,0.004687-0.0099098i,0.0063489-0.003691i,0.010237+1.4311e-05i,0.013324+0.0025341i,0.01051+0.00384i,0.0041978+0.0055805i,0.0035757+0.0060155i,0.0065178+0.0030997i,0.0055245+0.0015667i,0.0048143+0.0046516i,0.0089966+0.0080719i
0.0091819-0.0060971i,0.016146-0.013589i,0.025867-0.017992i,0.028355-0.014125i,0.019098-0.012124i,-0.0022905-0.023854i,-0.037934-0.055142i,-0.070151-0.079385i,-0.081991-0.06827i,-0.07185-0.030962i,-0.045217+0.004662i,-0.016185+0.016947i,-0.0023702+0.012056i,-0.0026528+0.0057342i,-0.0061905+0.00034715i,-0.0081895-0.0038602i,-0.0050394-0.0058784i,-0.00074216-0.0072308i,-0.0034967-0.0059523i,-0.009559-0.00077797i,-0.010281+0.0032169i,-0.0079138+0.00042531i,-0.0088938-0.0037557i
-0.0085965+0.0078742i,-0.018337+0.017702i,-0.023001+0.023247i,-0.017777+0.014063i,-0.014306+0.0049727i,-0.0065517+0.019429i,0.012246+0.058033i,0.033221+0.08824i,0.054776+0.079102i,0.062452+0.039113i,0.045017+0.0016634i,0.018367-0.012135i,0.0041936-0.009365i,0.0018146-0.0035788i,0.0037684+0.0028493i,0.0067265+0.0072637i,0.0026017+0.0075197i,-0.0042248+0.0073799i,-0.0027258+0.0068316i,0.0045553+0.0027596i,0.0075325-0.0018619i,0.0059099-0.00070374i,0.0068618+0.0034269i
0.0039275-0.0042101i,0.013291-0.011567i,0.020779-0.016705i,0.019035-0.013126i,0.015734-0.010867i,0.015975-0.034698i,0.013845-0.075925i,-0.00066335-0.099801i,-0.031368-0.089732i,-0.053132-0.051386i,-0.044667-0.011231i,-0.018999+0.0060967i,-0.0030303+0.003805i,-0.0015592-0.003094i,-0.0044872-0.0085177i,-0.0067234-0.0099773i,-0.0012889-0.0091098i,0.00601-0.0092784i,0.0035349-0.0080784i,-0.0042347-0.0024995i,-0.0068395+0.0031198i,-0.0038275+0.0017929i,-0.003869-0.0035573i
-0.0071566+0.0059644i,-0.014804+0.017345i,-0.022569+0.023147i,-0.019138+0.019794i,-0.0067463+0.021669i,-0.0085307+0.040699i,-0.020053+0.070016i,-0.0089844+0.089942i,0.028164+0.083793i,0.055726+0.048526i,0.050042+0.01026i,0.026793-0.0058253i,0.010308-0.0031201i,0.0056745+0.0035886i,0.0078673+0.0077298i,0.0099631+0.0079159i,0.0042405+0.0046034i,-0.00442+0.003993i,-0.0030569+0.0066857i,0.0057475+0.0045458i,0.0081258-0.0002415i,0.0041603+0.00074889i,0.003723+0.0065634i
0.0034159-0.0029506i,0.011717-0.010827i,0.017467-0.014271i,0.013001-0.015864i,8.7717e-05-0.029957i,-0.0025586-0.041928i,0.014083-0.046328i,0.015754-0.058472i,-0.017134-0.062166i,-0.047356-0.037723i,-0.04288-0.0051328i,-0.021506+0.0087926i,-0.0089657+0.0050195i,-0.0068313-0.0025719i,-0.008748-0.0079745i,-0.00936-0.0085426i,-0.0028638-0.0056023i,0.0051103-0.0043141i,0.0031202-0.0064786i,-0.0058204-0.0053075i,-0.0096615+0.00021134i,-0.006103+0.00092276i,-0.0035019-0.0045407i
-0.0078458+0.0057592i,-0.016393+0.015275i,-0.018368+0.021708i,-0.0067+0.021778i,0.0076227+0.027248i,0.0085782+0.028455i,-0.012676+0.016113i,-0.024694+0.019651i,0.0067249+0.034619i,0.0408+0.024373i,0.037584-0.00051128i,0.018402-0.011465i,0.0079237-0.0069464i,0.0057416+0.0025489i,0.0070542+0.0080364i,0.006859+0.0071596i,0.00042874+0.0030297i,-0.0066638+0.00049896i,-0.0053098+0.0023443i,0.0038674+0.0028514i,0.01011-0.00088032i,0.0089329-0.0012868i,0.005772+0.0043245i
0.0051915-0.0060788i,0.0085237-0.012938i,0.011747-0.019243i,0.0061348-0.024906i,-0.0087889-0.035659i,-0.010005-0.034436i,0.015077-0.0097126i,0.033313-0.0011971i,0.0085481-0.022704i,-0.025572-0.026927i,-0.026554-0.0073501i,-0.01136+0.0057585i,-0.0020097+0.0046111i,-0.00061723-0.0033191i,-0.0028444-0.010126i,-0.0034494-0.01046i,0.00089928-0.0045773i,0.0063656-0.00038337i,0.0037344-0.0025828i,-0.0053285-0.0039607i,-0.011058-0.00072103i,-0.0095234+0.0014105i,-0.0058676-0.0014082i
-0.0052675+0.0088347i,-0.0088403+0.018939i,-0.010993+0.0238i,-0.0065482+0.025125i,0.0096636+0.040466i,0.018202+0.044667i,-0.00080921+0.015095i,-0.019672+2.7283e-05i,-0.0014951+0.021411i,0.02802+0.031207i,0.028666+0.015349i,0.013647+0.00046858i,0.0032728-0.00098384i,0.00036551+0.0052394i,0.0019304+0.010088i,0.0025183+0.0093064i,-0.00087188+0.0034678i,-0.0066129-0.0013487i,-0.0069085+0.00046546i,0.0010358+0.0044485i,0.008337+0.0032739i,0.0086197+0.0005271i,0.0055749+0.0026151i
-0.0011808-0.00080822i,0.0057498-0.0077633i,0.0092702-0.010723i,0.007828-0.018685i,-0.00756-0.049306i,-0.034105-0.064007i,-0.036818-0.024807i,-0.014047+0.00065395i,-0.015022-0.023147i,-0.036728-0.036128i,-0.03509-0.018227i,-0.015931-0.0028687i,-0.0028568-0.0026019i,0.0016833-0.0084847i,0.0018636-0.011113i,0.00055945-0.0078467i,0.0027582-0.0012954i,0.007396+0.0020751i,0.0066332-0.00038406i,-0.00055919-0.0043608i,-0.0063951-0.0046106i,-0.0062054-0.002137i,-0.0034769-0.0028902i
-0.0027612+0.0076533i,-0.0052927+0.015683i,-0.0071632+0.021318i,-0.0046735+0.027809i,0.014506+0.055499i,0.056675+0.068467i,0.078788+0.020009i,0.054614-0.013153i,0.040146+0.015029i,0.051092+0.032248i,0.045092+0.013241i,0.023849-0.0017668i,0.0071051-0.0017067i,-0.0029761+0.0022795i,-0.0052298+0.0050117i,-0.0021943+0.0035376i,-0.0020665-0.0015926i,-0.0055456-0.0036056i,-0.0062171+0.0015843i,-0.0010991+0.0075342i,0.0062782+0.0079828i,0.0081904+0.0053558i,0.0042185+0.0053976i
0.00090041-0.0061559i,0.00036611-0.014609i,0.0030705-0.016095i,0.0089458-0.020924i,-0.004462-0.057266i,-0.05275-0.077619i,-0.091969-0.025171i,-0.073488+0.019553i,-0.048406-0.0060645i,-0.05134-0.026548i,-0.043322-0.0087472i,-0.021355+0.0036571i,-0.0049114+0.001271i,0.0046858-0.003292i,0.007889-0.0068609i,0.0049517-0.0061692i,0.0021181-0.0026316i,0.0037341-0.00082056i,0.0052185-0.0044308i,0.00064167-0.0094205i,-0.0057547-0.0094673i,-0.0066929-0.0069373i,-0.0043378-0.0055611i
-0.00056213+0.0086587i,-0.00079483+0.01704i,0.00077869+0.017582i,-0.0062116+0.018519i,-0.0062602+0.053579i,0.032761+0.083353i,0.078601+0.04004i,0.075254-0.010505i,0.052832+0.0043935i,0.049675+0.021925i,0.040597+0.0057148i,0.020911-0.0058642i,0.0051573-0.0032651i,-0.0051215+0.0030318i,-0.0081479+0.0058596i,-0.0037435+0.0033321i,-0.00018462-0.00033997i,-0.0010309-0.0015277i,-0.0018364+0.0017462i,0.00053862+0.0066548i,0.004809+0.0077822i,0.0066224+0.0063358i,0.0054958+0.0059411i
0.00069793-0.0022801i,-0.0014764-0.0089075i,0.0014543-0.01058i,0.018302-0.018849i,0.026833-0.068997i,-0.013482-0.11856i,-0.069485-0.081063i,-0.071899-0.017995i,-0.044398-0.016866i,-0.036373-0.030626i,-0.031345-0.015185i,-0.018154+0.00031609i,-0.0052949+0.0024926i,0.0047372-0.0011476i,0.007107-0.0033343i,0.0018885-0.0011896i,-0.003137+0.0011232i,-0.0034349+0.0014513i,-0.0017711-0.0020727i,-0.0024619-0.005706i,-0.0040939-0.0061942i,-0.0052691-0.0049987i,-0.0046333-0.0044057i
0.00060806+0.0092902i,0.0051605+0.016867i,0.0047948+0.013962i,-0.017132+0.011334i,-0.039764+0.064491i,-0.0030104+0.13835i,0.06959+0.12144i,0.080307+0.050331i,0.047194+0.031155i,0.036211+0.038267i,0.033749+0.02049i,0.021864+0.001068i,0.0079792-0.0036902i,-0.0027171-0.0015675i,-0.0052225+0.0005208i,0.00011715-0.00063311i,0.0043696-0.0031233i,0.0023513-0.0045983i,-0.0029733-0.00080845i,-0.0047831+0.0050038i,-0.002235+0.0065242i,0.0011799+0.0058933i,0.0023083+0.0063902i
-0.0027056-0.0091205i,-0.0096367-0.013504i,-0.012301-0.0049256i,0.014411+0.0020901i,0.051226-0.052587i,0.020592-0.14501i,-0.063716-0.14872i,-0.084478-0.073186i,-0.046646-0.043471i,-0.033348-0.047979i,-0.03549-0.026464i,-0.023447-0.0038985i,-0.0074472+0.0018307i,0.0027667+0.002656i,0.0046988+0.0027201i,0.00047488+0.002842i,-0.0027356+0.003778i,-0.0014503+0.0045618i,0.0027662+0.0023361i,0.0051068-0.00261i,0.0030691-0.0067233i,0.00037123-0.0078306i,-0.00056222-0.0070639i
-0.0011565+0.0057906i,0.0052225+0.014036i,0.008751+0.0082314i,-0.016577-0.0059051i,-0.058834+0.0342i,-0.040887+0.12503i,0.041002+0.14318i,0.072176+0.076837i,0.039753+0.044245i,0.030029+0.046613i,0.036953+0.02566i,0.027053+0.0021059i,0.011747-0.0061401i,0.0011033-0.0080576i,-0.0015666-0.0071057i,0.0034967-0.0058381i,0.006299-0.0058285i,0.0023825-0.0042965i,-0.0036958-0.00026991i,-0.0057843+0.0040549i,-0.0038397+0.0081239i,-0.0006686+0.0096077i,0.0016327+0.0092273i
-0.0028417-0.0025036i,-0.013199-0.0064627i,-0.015564+0.0049809i,0.0223+0.024191i,0.082505-0.016586i,0.078595-0.11084i,-0.0024704-0.13476i,-0.044029-0.079313i,-0.021105-0.048321i,-0.017263-0.046331i,-0.028726-0.025868i,-0.022751-0.0045019i,-0.0097914+0.0036897i,-0.00012201+0.0070163i,0.0018805+0.0068441i,-0.0023219+0.0049049i,-0.0050152+0.0027731i,-0.0025162+2.9383e-05i,0.0029785-0.0036015i,0.0055251-0.0065565i,0.0036673-0.0079128i,0.00056314-0.0085493i,-0.00044939-0.0086069i
0.0033443+0.0080707i,0.015724+0.012427i,0.024417-0.0058109i,-0.014289-0.043452i,-0.098966-0.019786i,-0.12265+0.08278i,-0.04247+0.13443i,0.017378+0.092707i,0.011571+0.057176i,0.01252+0.049479i,0.02387+0.028393i,0.019489+0.007177i,0.0083619-0.0019433i,0.00045335-0.0071552i,-0.00074946-0.0075173i,0.0031229-0.0045409i,0.0066698-0.0011388i,0.0053784+0.00061911i,-0.001318+0.0016641i,-0.0054962+0.0046759i,-0.0037325+0.0067364i,5.691e-05+0.0082341i,0.0012076+0.0095003i
-0.0045138-0.0047177i,-0.017816-0.005957i,-0.029167+0.015056i,0.0085686+0.058923i,0.10336+0.047755i,0.14834-0.061783i,0.075469-0.13955i,-0.0010325-0.10568i,-0.0063091-0.061989i,-0.0047052-0.052556i,-0.01778-0.036066i,-0.017641-0.015607i,-0.0088966-0.0028079i,-0.0027244+0.0051533i,-0.0020208+0.0064029i,-0.0053284+0.0030052i,-0.0081708-0.00022769i,-0.0079217-0.001523i,-0.0027781-0.0016884i,0.0029423-0.0026536i,0.0040222-0.0049788i,0.001061-0.0065221i,-0.00087232-0.0076142i
0.0056663+0.0066072i,0.021035+0.0075712i,0.036672-0.017219i,0.0031151-0.072923i,-0.092816-0.078652i,-0.15341+0.022401i,-0.092715+0.1128i,-0.0046273+0.09292i,0.011742+0.048322i,0.0089927+0.041638i,0.020972+0.033559i,0.023426+0.01608i,0.016401+0.0040771i,0.0095944-0.0027166i,0.0064946-0.0042172i,0.0080656-0.0021218i,0.010158-0.00069088i,0.0082443-0.0013845i,0.0020345-0.0015216i,-0.0033473+0.00060712i,-0.0043453+0.0038424i,-0.0021535+0.0064665i,-0.001576+0.0071682i
-0.0091385-0.0015355i,-0.02581+0.00039859i,-0.04361+0.032956i,-0.010557+0.099043i,0.089593+0.11163i,0.15342+0.016561i,0.097053-0.073728i,0.016218-0.062911i,0.0017458-0.027054i,0.00087239-0.03121i,-0.01632-0.030627i,-0.022417-0.014666i,-0.017138-0.0035935i,-0.010307+0.0029935i,-0.0079929+0.0045007i,-0.010267+0.0018951i,-0.012102+0.00099906i,-0.0094197+0.0024366i,-0.0024342+0.0034804i,0.0030119+0.0018092i,0.0046414-0.0022674i,0.0025185-0.0049942i,0.0015632-0.0052722i
0.001782+0.0039044i,0.019995+0.0051963i,0.048003-0.027035i,0.031551-0.10962i,-0.068339-0.15485i,-0.14937-0.074242i,-0.10991+0.029924i,-0.037572+0.03578i,-0.020351+0.0099861i,-0.013392+0.020427i,0.01004+0.024902i,0.020367+0.01i,0.01714-0.0030304i,0.013253-0.008252i,0.011126-0.0075598i,0.012247-0.0050866i,0.011783-0.0032815i,0.0071873-0.0032991i,-0.00014509-0.0035001i,-0.0066556-0.0015801i,-0.0073702+0.0028111i,-0.00411+0.0072772i,-0.002238+0.0084264i
-0.0076352-0.0044038i,-0.027528-0.00051414i,-0.05945+0.034707i,-0.05128+0.12272i,0.040723+0.18928i,0.13939+0.12423i,0.12758+0.0043958i,0.06162-0.027285i,0.039716-0.012575i,0.029093-0.020868i,0.0037115-0.023586i,-0.0096832-0.009821i,-0.0098252+0.00086837i,-0.0095418+0.0046242i,-0.0099742+0.0039543i,-0.010905+0.0018991i,-0.0094606-0.00010345i,-0.0060009-0.0015994i,-0.001307-0.00064952i,0.0043467+0.0006104i,0.0078039-0.0025026i,0.0066313-0.0075074i,0.0045324-0.0085473i
0.011448+0.0024286i,0.034211+0.00063286i,0.071882-0.039106i,0.071391-0.13725i,-0.014041-0.21371i,-0.1203-0.16004i,-0.12645-0.031983i,-0.062966+0.025966i,-0.033963+0.020909i,-0.02523+0.024525i,-0.0059333+0.025736i,0.0065104+0.014501i,0.0098647+0.0048898i,0.01159-1.1766e-05i,0.012277-0.00066828i,0.011742-1.7377e-05i,0.0095716+0.00058414i,0.0054713+0.00053885i,0.00085951-0.00044414i,-0.0033018+0.00027704i,-0.005898+0.004407i,-0.0044058+0.0092777i,-0.0026137+0.0088684i
-0.012295-0.00065112i,-0.036482+0.0033945i,-0.082407+0.045583i,-0.0966+0.14725i,-0.0171+0.22916i,0.086333+0.17938i,0.093972+0.049189i,0.040006-0.018067i,0.019499-0.01984i,0.020487-0.025933i,0.0067406-0.028985i,-0.0059647-0.019188i,-0.011363-0.010227i,-0.014024-0.0042052i,-0.014653-0.0023647i,-0.01461-0.0034025i,-0.012252-0.0043149i,-0.0085124-0.0033677i,-0.0034383-0.00011704i,0.0017856+0.0015069i,0.0038533-0.0018842i,0.0031575-0.0070765i,0.0020566-0.0068695i
0.00064744-0.00033182i,0.028041+0.00020757i,0.083449-0.034075i,0.12098-0.13807i,0.065972-0.24039i,-0.034249-0.20488i,-0.055837-0.075045i,-0.013898-0.0077188i,-0.00052984-0.0025438i,-0.0091692+0.011021i,0.00020225+0.02197i,0.012984+0.015544i,0.017323+0.0062308i,0.018564+0.0014121i,0.017421+0.00091993i,0.015105+0.0018286i,0.01235+0.0032624i,0.0091346+0.0027586i,0.0040923-0.0011769i,-0.0019407-0.0026676i,-0.0047085+0.0011723i,-0.0036251+0.0061128i,-0.0019707+0.0062149i
-0.01106-0.0020467i,-0.042183+0.0032185i,-0.10297+0.042112i,-0.15138+0.1452i,-0.11727+0.25i,-0.015595+0.2286i,0.034768+0.10643i,0.012963+0.033512i,0.0049369+0.020948i,0.014331+0.0031051i,0.0048069-0.011631i,-0.0086517-0.0090845i,-0.013169-0.0036532i,-0.01456-0.0014552i,-0.014514-0.0028079i,-0.013518-0.0043335i,-0.011368-0.0038326i,-0.0082312-0.0025026i,-0.0042668+0.00017274i,0.0012693+0.0026994i,0.0061834+0.00058516i,0.0063406-0.0039144i,0.003794-0.0054604i
0.011381+0.004229i,0.043909+0.00050537i,0.11464-0.039147i,0.17931-0.14545i,0.15737-0.25284i,0.054738-0.2425i,-0.018098-0.12916i,-0.018315-0.047092i,-0.012251-0.027344i,-0.017385-0.010133i,-0.0085056+0.0050337i,0.0037369+0.0058165i,0.010206+0.0031996i,0.013134+0.0022207i,0.013537+0.0035789i,0.012521+0.0051958i,0.010111+0.0051443i,0.0067227+0.0025845i,0.0025853-0.0015651i,-0.002833-0.0031811i,-0.0084777+0.00028131i,-0.010133+0.0061127i,-0.0064465+0.0068079i
-0.0098458+0.0022523i,-0.043008+0.0050208i,-0.1175+0.038709i,-0.1962+0.13637i,-0.18855+0.24103i,-0.089843+0.23004i,-0.0044921+0.11676i,0.016151+0.035566i,0.018765+0.017934i,0.024565+0.0060278i,0.015948-0.0069356i,0.0032767-0.0090837i,-0.0050279-0.0075214i,-0.010688-0.0065101i,-0.012169-0.0064634i,-0.01135-0.0068027i,-0.0084978-0.0060638i,-0.004961-0.003583i,-0.0023461+0.00031781i,0.0024161+0.0019573i,0.007878-0.00078088i,0.0093627-0.0054374i,0.0059845-0.0058432i
0.0052646-4.201e-05i,0.040189-0.0010037i,0.12212-0.028634i,0.21856-0.11644i,0.23254-0.21924i,0.13489-0.21084i,0.034345-0.096676i,0.0035936-0.018548i,-0.0054135-0.0080867i,-0.016432-0.002254i,-0.011118+0.0091928i,0.0011697+0.011249i,0.0091438+0.0095331i,0.012736+0.0087788i,0.012339+0.0082512i,0.010755+0.0078456i,0.0080489+0.0071355i,0.0056316+0.0045696i,0.0033646+0.00020736i,-0.0015441-0.0015947i,-0.0074915+0.0019825i,-0.0090747+0.0076604i,-0.0055119+0.0080476i
-0.0082978+0.00057985i,-0.044813+0.0026696i,-0.13049+0.028336i,-0.23489+0.10347i,-0.26603+0.18578i,-0.17826+0.17878i,-0.068712+0.083451i,-0.02472+0.015547i,-0.0051955+0.0086364i,0.013173+0.0042022i,0.0097806-0.0078768i,-0.0029604-0.010674i,-0.0094142-0.0089175i,-0.011381-0.0090409i,-0.010737-0.0096326i,-0.008221-0.0096539i,-0.0048617-0.0083949i,-0.0031921-0.0047947i,-0.0032942-0.00084561i,-0.00029739+0.001008i,0.0051066-0.00050755i,0.0076811-0.0045556i,0.0052674-0.0053247i
0.0094812+0.00050458i,0.045775+0.00033419i,0.13787-0.019035i,0.25479-0.086399i,0.29361-0.16311i,0.21076-0.16122i,0.096213-0.08388i,0.038242-0.025322i,0.013225-0.016459i,-0.0053269-0.011498i,-0.0041949+3.4675e-05i,0.0055199+0.0052919i,0.010798+0.0062602i,0.012208+0.0068576i,0.010692+0.0075558i,0.0078477+0.006407i,0.0050677+0.0046472i,0.0025439+0.0023209i,0.00043639-0.0011105i,-0.0027117-0.0029504i,-0.006936-0.0015954i,-0.008259+0.002325i,-0.0052504+0.0045969i
-0.010131+0.0016129i,-0.048532+0.0044073i,-0.14153+0.019088i,-0.26524+0.069205i,-0.3155+0.13362i,-0.2316+0.134i,-0.10332+0.070697i,-0.033169+0.025713i,-0.0059742+0.01893i,0.010669+0.013912i,0.0098785+0.0030199i,0.00061654-0.0017241i,-0.0055869-0.0032459i,-0.0082209-0.0051903i,-0.0071941-0.0064455i,-0.0044697-0.0063484i,-0.0023008-0.0055934i,-0.0020902-0.0036983i,-0.0022685+0.00017033i,0.0016925+0.003817i,0.0082936+0.0040709i,0.010239+0.0010723i,0.0065508-0.0012319i
0.0088281+0.0010597i,0.046984+0.00069352i,0.14413-0.0089631i,0.27586-0.047516i,0.33366-0.099214i,0.24257-0.10179i,0.098556-0.051017i,0.024753-0.015823i,0.002733-0.014346i,-0.010597-0.012996i,-0.0097014-0.0036944i,-0.00083234+0.0024212i,0.0045627+0.0046557i,0.006495+0.0066952i,0.0063623+0.0072335i,0.0044957+0.0059393i,0.002023+0.0040911i,0.0013695+0.0022122i,0.00086739-0.0002492i,-0.0031598-0.0028437i,-0.0094961-0.0037273i,-0.012496-0.0010281i,-0.0092286+0.0022732i
-0.0097099-0.00013353i,-0.048179+0.00013762i,-0.14601+0.0044859i,-0.27764+0.026745i,-0.33482+0.054991i,-0.24588+0.054101i,-0.10126+0.02064i,-0.023967-0.0009256i,-0.0020542+0.005239i,0.009468+0.0079897i,0.010206-4.3352e-06i,0.0032292-0.0059146i,-0.0021761-0.0086455i,-0.0048138-0.0098581i,-0.0045238-0.0090578i,-0.002515-0.0071468i,-0.0010733-0.0057092i,-0.0014645-0.0043196i,-0.0018457-0.0018089i,0.0022602+0.0011004i,0.0083845+0.0027086i,0.010748+0.0010725i,0.0074982-0.00070004i
