-0.0026977-0.0016758i,-0.0024867+0.00017658i,-0.003185+0.0017245i,-0.0043914+0.0026803i,-0.0045122+0.0023255i,-0.0027816+0.0014639i,-0.001421+0.0020608i,-0.00088642+0.002577i,0.00013823+0.0026535i,0.00082205+0.002761i,0.0010527+0.0025965i,0.00076025+0.0021009i,0.00026208+0.001261i,-0.00010347+0.0007733i,-0.00017604+0.00061558i,0.00030718+0.00025587i,0.0003071-0.0002681i,-9.0954e-05-0.0002005i,0.00010024+0.00025816i,0.00039293+0.00077204i,1.3416e-05+0.00066835i,-0.0004315-0.00054898i,-0.00025141-0.0010848i
-0.00194+0.00058403i,-0.0018142+0.0015128i,-0.0015981+0.0022142i,-0.0020656+0.0028068i,-0.0022643+0.001069i,-0.001647-0.00078737i,-0.00058327-0.00077831i,-0.00077731+9.0049e-05i,-0.0006861+0.0008339i,-7.6692e-05+0.00099007i,-0.00066776+0.00078757i,-0.00067385+0.00033829i,0.00016664+0.00047303i,-0.00030924+0.00029526i,-0.00034221+0.00012366i,-0.00038592+0.00024931i,-0.00069957+0.00040823i,0.00036877+0.00079643i,0.0007715+0.0012907i,-1.0428e-05+0.001329i,7.5449e-05+0.00079564i,0.0002797+0.00037637i,0.00047145-9.5719e-05i
0.00060547+0.0008373i,-0.00030606+0.0018764i,-0.0019001+0.0022231i,-0.0019595+0.002594i,-0.0017578+0.0028031i,-0.0017873+0.0025967i,-0.00089385+0.0023745i,-0.00034872+0.0016136i,-0.00069444+0.0011518i,-0.00074309+0.00081209i,0.0004255+0.0012205i,0.00063142+0.0018139i,6.4589e-05+0.0012984i,0.00024365+0.00051615i,0.00044438+0.00036157i,0.00054244+0.00066015i,0.00032495+0.00018697i,0.00071656-0.00011532i,0.00079943+1.1851e-06i,0.00085984+0.0002156i,0.0011244+8.5854e-06i,0.00028353-0.0004952i,-0.00033669-0.00044149i
-0.0024238-0.0003478i,-0.0021916+0.00077985i,-0.0028534+0.0015681i,-0.0023208+0.0020103i,-0.0014562+0.0019294i,-0.00079955+0.0015167i,-7.2692e-05+0.0014373i,-8.4571e-05+0.0012278i,-0.00016515+0.0019359i,0.00049673+0.0027209i,0.0010553+0.0025412i,0.00020643+0.0018819i,7.0374e-05+0.0011689i,4.9695e-05+0.0013385i,-0.00013228+0.00088708i,-0.00033977-1.7418e-05i,-0.00041768+0.00016504i,0.00038732+0.0001089i,0.00041489-0.00048093i,-3.7939e-05-0.00092616i,-0.00016571-0.00083622i,-6.0579e-05-0.00056012i,-9.5473e-05-0.00039907i
0.0017567-0.0014349i,-3.869e-05-0.00066346i,-0.0018102-0.0010989i,-0.0030175-0.00045024i,-0.0029036+0.0011986i,-0.0021488+0.0018596i,-0.001034+0.0015203i,-0.00043498+0.0016055i,-0.00019658+0.0011952i,6.9175e-05+0.00072745i,0.00015115+0.00072038i,0.0001621+0.0007156i,-0.00041671+0.00092013i,-0.00078012+0.00049688i,-0.00051823-0.00049984i,-0.00018201-0.00041356i,0.00021022+0.000147i,0.00037602+7.0782e-05i,0.00083081-0.00057201i,0.0010974-0.00074404i,0.00012594-0.00046074i,-0.00075348-0.0004819i,-0.00056252-0.00045908i
-0.0011523+0.001393i,-0.0013143+0.0019339i,-0.0025678+0.002037i,-0.0025561+0.0010011i,-0.001584+0.0011206i,-0.0010947+0.0011902i,-0.00012525+0.00045181i,0.0010082-7.4504e-05i,0.00062363+0.00018772i,9.1999e-05+0.00077498i,0.00038662+0.00057305i,0.00061965+6.4538e-05i,0.00096931-0.00015548i,0.0009913-0.00016575i,0.00065664+5.9913e-05i,0.00035565+0.00017478i,0.00037475+0.00025872i,0.00035369+0.00064351i,0.00029916+0.00052413i,0.00040811+0.00032017i,0.00054587+0.00046075i,0.0005546+0.00038791i,0.0011046+2.6403e-05i
6.2308e-05+9.9502e-05i,-0.00054758-0.00052428i,-0.00063674+0.00024798i,-0.00061759+0.00077362i,-0.0014887+0.00044975i,-0.00095107+0.00012494i,-0.00061289+0.00010849i,-0.00046144+0.00021788i,-0.00046216+0.00052486i,-0.00065606+0.00065095i,-0.00034548+0.00048148i,5.1248e-05+0.00091502i,0.00072792+0.00073783i,0.0014717+0.00054995i,0.00093886+0.00050885i,-7.3495e-05+0.00035356i,-3.3625e-05+0.00011628i,0.00023615+0.00084214i,0.00010463+0.00081201i,-0.00028263-0.0004063i,-0.0002051-0.00031376i,-2.7876e-06+0.00025339i,1.9519e-05+0.00042971i
-0.00061126+0.00070257i,-0.00057903+0.0013456i,-0.0018091+0.001719i,-0.0023852+0.0014261i,-0.0016421+0.00048369i,-0.00091728+0.000264i,-0.00090194+3.2601e-05i,-0.00031867+0.00020003i,-0.00015337+0.00072578i,-0.00032048+0.00097067i,0.00021559+0.0013575i,0.00087776+0.0013934i,0.00042088+0.0011678i,0.00013148+0.0011137i,0.00024867+0.00048022i,-0.00018797-0.00044753i,-0.00049713-0.00048029i,-0.00062241+5.924e-05i,-0.00045099+0.00078529i,-0.00020067+0.0012315i,0.00049479+0.0011776i,0.0014903+0.0004466i,0.0017097-0.00034289i
-0.00099658-0.00085759i,-0.0015838+7.6366e-05i,-0.0030331+0.0017314i,-0.0025808+0.0023824i,-0.0014015+0.0022246i,-0.00067497+0.0009455i,-0.0004336-0.00052041i,-0.00039132+0.00017656i,-0.00070548+0.0012261i,-0.0009495+0.0016936i,1.4123e-05+0.0014867i,0.0013235+0.00072172i,0.0016182+0.00095381i,0.00096531+0.00059958i,0.00096825-0.00051283i,0.0010176-0.00021816i,0.00041402+0.00077502i,0.00051527+0.00028088i,0.00065834-0.00027258i,0.00065932+4.1963e-06i,0.00074659+0.00014291i,0.00051512-0.00026914i,-3.4782e-05-0.00027472i
-0.0016367-0.00055283i,-0.0018818-0.00070642i,-0.0029207+0.00069979i,-0.0032613+0.0019388i,-0.002675+0.0029261i,-0.0011086+0.0032343i,-0.00016147+0.0018251i,0.00018123+0.00098001i,0.00038924+0.00095838i,0.00015133+0.00096227i,0.00048304+0.00091423i,0.00047246+0.00051674i,0.00026829+3.573e-05i,0.00041178-0.0004129i,0.00029669-0.0010189i,0.00012473-0.00037906i,0.00038038+0.00013475i,0.00024606+4.9525e-05i,-0.00078651+0.00016827i,-0.0010337+7.9098e-05i,-0.00026418-2.5664e-05i,-0.00031054-8.576e-05i,-9.56e-05+0.00038597i
-0.0010341-0.00070776i,-0.0014645-0.00085354i,-0.0013192-0.000705i,-0.002433-0.00071762i,-0.0031891-0.00026913i,-0.0017517+0.0008958i,-0.0003548+0.0012298i,7.5894e-05+0.0013386i,-0.0004124+0.0016883i,-0.00071394+0.0015563i,-0.00066316+0.0014134i,-0.00014694+0.0012546i,0.00056448+0.00051957i,0.000376-0.0001226i,0.00067948+0.0003365i,0.0011644+0.00032504i,0.00084353-0.00013368i,0.00030024-0.0001485i,-0.00035797-1.2023e-05i,-0.00052744+6.1454e-05i,2.6585e-05-0.00047467i,-4.2193e-05-0.00065533i,-0.00060456+0.00011649i
-0.0021484-0.00092914i,-0.003091+0.00037427i,-0.0038408+0.0025565i,-0.0036194+0.0027584i,-0.0020698+0.0021716i,-0.00087499+0.0013504i,0.00031708-8.4925e-05i,0.00090785-0.00019436i,-0.00027025+0.00084994i,-0.00048174+0.00076011i,0.00090209+0.00013566i,0.00066869+0.00075441i,6.6527e-05+0.0013222i,0.00063061+0.00087575i,0.00075725+0.00023248i,0.00060336-9.6103e-06i,0.00028259+0.0002792i,-3.733e-05+0.00015124i,-0.00054607-0.00027861i,-0.00099678-3.0229e-05i,-0.00061044-5.8467e-07i,0.00012453-5.9411e-05i,-0.00019029+0.00058605i
-0.0010615+0.00088559i,-0.0021002+0.0013255i,-0.0026318+0.0017553i,-0.0026636+0.001937i,-0.0026189+0.002366i,-0.0019925+0.0026222i,-0.0011657+0.0018129i,-0.000643+0.00030234i,-0.00092352+0.00046147i,-0.0010958+0.0013879i,-0.00053561+0.0013924i,-0.00031823+0.0014429i,-4.1217e-06+0.00080752i,2.1556e-05-0.0003646i,0.00012136-0.00046624i,0.00067408+8.1644e-05i,0.00071528+0.00014251i,0.00046029+0.00010108i,6.1352e-05+0.00040741i,-0.0010606-1.2928e-05i,-0.0016773-0.00078078i,-0.0011641-0.00091882i,-0.00026779-0.00020996i
-0.0016338+0.00073741i,-0.0010429+0.0009589i,-0.0015539+0.00068768i,-0.0024464+0.00068727i,-0.0024983+0.0021041i,-0.0018394+0.0023601i,-0.0008591+0.0016981i,-0.00026206+0.0011816i,-0.0002654+0.0011998i,8.3411e-05+0.0011163i,0.0010081+0.001415i,0.00077646+0.0016698i,0.00025187+0.0011881i,0.00026136+0.00067873i,3.7359e-05+0.00047634i,0.00020626+1.5459e-05i,1.5358e-05-0.00041029i,-0.00062508-0.0005228i,-0.00035801-0.00039127i,0.00065318+0.00031383i,0.0009519-0.00053963i,-0.00032355-0.00087774i,-0.00092149+5.8094e-05i
-0.00024392+0.00018244i,-0.00072968+0.00085308i,-0.0017008+0.0018289i,-0.0024781+0.0010076i,-0.0016594-7.3722e-05i,-0.00031776+0.00068916i,0.00023373+0.0015362i,-0.00043495+0.0014596i,-0.00023624+0.001088i,0.00086991+0.0012988i,0.0012711+0.0017238i,0.00088587+0.0013687i,0.00076685+0.001375i,0.00051091+0.00143i,0.00056436+0.00031842i,0.00026819-0.000186i,0.0001379+0.00047371i,-0.00012565+0.00070795i,-0.00080123+0.00057779i,-0.00084785+0.00064492i,-0.00066445+0.00028925i,-0.00045039+5.2564e-06i,-0.00027745+0.00049272i
-0.00066969+0.00033772i,-0.0011024+0.00086246i,-0.0019058+0.0021673i,-0.003669+0.0015545i,-0.0035535+0.00072366i,-0.0024968+0.00065603i,-0.0014294+0.00081972i,-0.0001496+0.00097045i,6.6561e-06+0.0011387i,0.00040015+0.001493i,0.00044216+0.001322i,4.1855e-05+0.0013845i,7.489e-05+0.0010392i,-0.00035114+8.3863e-05i,0.00018442-1.7659e-06i,0.0012246+0.001041i,0.00092027+0.0016097i,0.00025251+0.0011097i,-0.00053182+0.00024121i,-0.00079605+0.00053343i,-0.00018204+0.00059939i,0.00040583+7.1238e-05i,0.00060636+9.3217e-05i
-0.00010618+0.0010384i,0.000195+0.0019705i,-0.00040266+0.0028439i,-0.0005347+0.0024605i,-0.0012861+0.0011165i,-0.0021024+0.00022898i,-0.0018435+0.00012507i,-0.0010434+0.00034753i,-0.00076602+0.0011744i,-0.00015399+0.0018498i,0.00028204+0.0012772i,0.00025987+0.00035055i,0.001187-0.00028538i,0.0013352-0.00026983i,0.00059451+3.3052e-05i,0.00040152+0.0001509i,0.00069148-0.00012106i,0.00089308+1.1922e-05i,-0.00027703+0.00059369i,-0.00068011+0.00025514i,0.00015613+0.00026091i,0.00069448+0.00043709i,0.00047575+0.0001963i
-0.00077555+0.00090699i,-0.0016136+0.0010036i,-0.0024074+0.0005598i,-0.0031908+0.00013062i,-0.003044+0.00010292i,-0.0027142+0.00063541i,-0.0018716+0.00030388i,-0.00142+0.00026876i,-0.00077172+0.0011956i,0.00042713+0.001477i,0.00051272+0.00092235i,0.00037917+0.00050866i,0.00080043+0.00053347i,0.00068752+0.0003065i,0.00038862+0.00052201i,0.00011785+0.00044054i,-0.00017459-5.2858e-06i,4.2755e-06+0.00027734i,0.00091338+0.00086556i,0.0012619+0.0012833i,0.00071563+0.0009513i,0.00030608+0.00019867i,0.00018252-0.00028393i
-0.0017537+0.0022696i,-0.0011653+0.0025644i,-0.0015784+0.0046129i,-0.0016679+0.0048605i,-0.00063511+0.0030027i,-0.00055144+0.0018307i,-0.00077739+0.0014353i,-0.0011714+0.0011102i,-0.0010199+0.0014667i,-4.7786e-05+0.001451i,0.00076223+0.00056078i,0.0012649+8.5569e-05i,0.0015419+0.00043963i,0.00032934+0.0011723i,-0.00018591+0.00077127i,0.00099021+0.00049357i,0.0012702+0.00083454i,0.00073952+0.00049851i,0.00041342-4.3957e-05i,-2.7953e-05+4.4725e-05i,-0.00025805+0.00084673i,0.00039784+0.0012667i,0.00031751+0.00092951i
-0.00085079+0.0027004i,0.00011303+0.0031128i,0.00040003+0.0036616i,-0.0001309+0.0023794i,0.00036561+0.00064475i,0.00049985-0.00014087i,-0.00011182-0.00031304i,-0.00065243+0.00052059i,-0.00089051+0.0018011i,-0.00029441+0.0013732i,0.00051314+0.0005396i,0.0010014+0.00017013i,0.0014361+3.2257e-05i,0.0014368+0.0002297i,0.0010985+0.00034336i,0.00059587+3.2628e-05i,0.00053062-0.00041835i,0.00022664-0.00087694i,-0.00028344-0.00039647i,-0.00024759-0.00040054i,-0.00034008-0.00037273i,-0.0005619+0.00030421i,-0.00048792-0.00024608i
-0.0013156+0.0015728i,-0.0018811+0.0015402i,-0.0020643+0.0020089i,-0.0016253+0.0021615i,-0.0014388+0.0014683i,-0.00062992+0.00089734i,0.00011551+0.00093502i,-0.00017876+0.00060969i,8.9097e-05+0.00050936i,0.00038752+0.00088435i,0.0014723+0.00038945i,0.001479-3.3079e-05i,-0.00022476-0.00012061i,-0.00056556+0.00041618i,0.00015684+0.0008278i,0.00024223+0.00020794i,8.1719e-05-0.00069383i,0.00010089-0.00044185i,0.00021432-0.0003467i,0.0006092-0.0006835i,0.00072894-0.00089816i,0.0010426-0.0008186i,0.00066778-0.00076981i
-0.00053123+0.0009684i,-0.0011623+0.00094262i,-0.002772+0.003296i,-0.0023396+0.0043841i,-0.0012023+0.0027347i,-0.0012275+0.0016988i,-0.0012891+0.0005947i,-0.00093107+0.00037831i,-0.00041727+0.0014266i,2.4273e-05+0.0012228i,0.00017871+0.00040186i,0.00032018+0.00028094i,0.00057414+0.00071257i,0.00048423+0.00057225i,0.0009078+0.0001012i,0.00087099-0.00029023i,0.00059704-0.00088492i,0.00039922-0.00062232i,-0.00017382-0.00015125i,-0.00056005+5.1591e-05i,-0.0001911+0.00021416i,0.00071209-0.00028994i,0.00020551-0.00049681i
0.0001298-0.00036143i,-0.0014513+6.5963e-05i,-0.0037736+0.002084i,-0.0027962+0.0025242i,-0.0012516+0.0017916i,-0.0010066+0.00078334i,-0.00037559+0.00025855i,-0.00054597+0.00065417i,-0.00095631+0.0011737i,-0.00028994+0.001624i,0.00060434+0.0015733i,0.0009039+0.0013248i,0.0010035+0.00086368i,0.00023518+0.00098944i,-0.00030782+0.00085161i,-0.00034417+0.00042746i,-6.3935e-05+0.00046101i,0.00013283+0.00045298i,2.2644e-05+0.00034451i,0.00021299+0.00020786i,0.00043378-0.00010873i,-0.00025405+0.0002726i,-0.00021538+0.00017963i
-0.0044739+0.0020799i,-0.0036115+0.0024959i,-0.0032837+0.0041181i,-0.0025686+0.0051589i,-0.001508+0.0047986i,-0.00043247+0.0024607i,6.5732e-06+0.00088592i,-0.0010309+0.0014866i,-0.0019606+0.0016892i,-0.0014092+0.0015904i,-0.00031651+0.0011883i,0.001226+0.00062352i,0.0021124+0.0011333i,0.0012256+0.0010913i,0.000858+0.00067444i,0.00084595+0.00019839i,0.00021812-0.00024524i,0.00046668-0.00012673i,8.6889e-05+0.00044821i,-0.00071311+0.00066472i,-0.00034908+0.00051449i,0.00010124+0.00051388i,-0.00030198-0.00022677i
0.00082671-0.0015599i,-0.0002976-0.0013274i,-0.00063266-0.0018258i,-0.0013221-0.0015831i,-0.0022626-0.0010555i,-0.0027637-0.00091634i,-0.0021523-0.00092391i,-0.00075703-0.00020404i,0.00015379+0.00044389i,-0.00015444+0.00038588i,-0.00024599+0.00020644i,-0.00011714+0.00014903i,0.00031544+0.00024243i,0.0011846-0.00010477i,0.00088245+0.00024674i,0.00074344+0.00067146i,0.0010474+3.0587e-05i,0.00056299-0.00017365i,5.2711e-05+0.00051101i,2.9903e-05+0.00085568i,0.00033701+0.00099498i,0.00067442+0.00013638i,0.00040944-0.00038169i
0.0011408+0.00019541i,-0.00056579-0.00021939i,-0.001226-0.00058293i,-0.0018866+0.00021173i,-0.0029054+0.0010057i,-0.0027411+0.0011771i,-0.0016013+0.00069388i,-0.0011705-0.00010719i,-0.00096719-0.0001653i,-0.00023891+0.00028637i,0.00076234+0.00080146i,0.00069704+0.0007167i,-4.0554e-05+0.00020787i,-0.00034886+0.00024029i,0.0004749+0.000533i,0.00056301+0.00019851i,-0.00028432+0.00022299i,7.8468e-05+0.00035169i,0.00051259-0.00018515i,-0.00012861-0.0004831i,-0.00030827-0.00038005i,-0.00028937-0.00021583i,-0.00021709-1.9193e-05i
9.0165e-05-0.00043872i,-0.00068833+0.00059964i,-0.00097103+0.0012163i,-0.0015616+0.0016546i,-0.0017959+0.0013545i,-0.0014171+0.0012902i,-0.00074416+0.0011082i,-0.00053239+0.00081637i,-0.00084974+0.00099451i,-0.00075405+0.00086931i,-0.000422+0.00047457i,0.00037473+0.00080342i,0.00079117+0.00076505i,0.00025735+0.0002882i,-0.00027696+0.00054208i,-7.8038e-05+0.00029346i,5.803e-05-0.00044863i,-0.00051726-0.00027958i,0.0003009-9.3252e-05i,0.0011551-0.00038032i,0.0010564-0.00039229i,0.00098378+0.00028366i,0.0010426+0.00030492i
0.00050215+0.0013713i,7.1337e-05+0.0018624i,9.4538e-05+0.0019957i,5.2379e-05+0.0004968i,-0.001352-0.0011593i,-0.0016128-0.00068884i,-0.00068631+0.00059784i,0.00012315+0.00062243i,0.0010282+0.00055578i,0.0013997+0.00082903i,0.001491+0.00049406i,0.0010584-0.00039547i,0.00075981-0.0003808i,0.0010112-0.00034714i,0.0010695-0.00091702i,0.000668-0.00037331i,9.2909e-05-2.4849e-05i,0.00050451-0.00014736i,0.0008329-0.00019276i,0.00063627-0.00026523i,8.7202e-05-0.00022912i,-1.7841e-05-0.00023709i,0.00074766+0.00020578i
0.001108-0.00098091i,0.00093084-0.00067934i,0.00050899+0.00077303i,-0.0015455+0.00069079i,-0.0022506+0.0009927i,-0.001254+0.0013344i,-0.00090874+0.0015317i,-0.00084415+0.0011675i,-0.00079685+0.00055782i,-0.00089863+0.00041416i,-0.00042229-0.00032789i,0.00059193-0.0010803i,0.00071402-0.00088596i,0.00060203-0.00026306i,0.0005228-0.00034184i,0.00029919-0.00048202i,-3.8795e-05-0.00041312i,-0.00028754-0.00027935i,-5.9316e-05-0.00048601i,0.00029217+0.00030546i,0.00022066+0.00010272i,-0.00015819-0.00031417i,-0.00018141+0.0001258i
0.00084382+0.0014688i,0.0014311+0.001579i,0.0010122+0.0021925i,-0.00052184+0.0019042i,-0.001647+0.00090824i,-0.0012749-0.00015597i,-0.00056789-0.00064425i,-0.00018421-0.00035256i,0.00035436+0.00036992i,0.00027431+0.0015404i,-0.00092576+0.0017914i,-0.00077804+0.00082787i,0.00038369+8.4683e-05i,0.00052251+0.0003525i,0.00027018+0.0006981i,-0.00028772+0.0004861i,-0.00073857+0.00019948i,-0.00021573-0.00013577i,0.00012323-0.00065078i,0.00013757-0.00086434i,-0.00029184-0.00084412i,-0.00023808-0.00081466i,0.00080522-0.000589i
-0.00070076-0.00068031i,-0.00072401-0.00039067i,-0.0026606+0.00056845i,-0.0028711+0.0010942i,-0.0019017+0.0013008i,-0.00063446+0.0016473i,0.00041006+0.00095389i,-8.3106e-05+0.00039729i,-0.001208+0.0016521i,-0.00097265+0.0026008i,-0.00040238+0.0019704i,1.4134e-05+0.0011242i,0.00030649+0.00068139i,0.00018279+0.0004869i,0.0002153+0.00068057i,0.00033166+0.00059373i,0.00052895+0.0002076i,6.727e-05-0.0004598i,-7.6697e-05+7.3433e-07i,0.00026578+0.00063451i,0.00055028+0.00060228i,0.00071099+0.00030338i,0.00040343-0.00038719i
-0.0012508+0.00061448i,-0.0013429+0.0013458i,-0.00074818+0.002252i,-0.00073735+0.002367i,-0.001059+0.0012577i,-0.0011905+0.00079765i,1.4716e-06-3.1502e-05i,0.00092692-0.00073396i,0.00044243-3.8261e-05i,0.00091996+0.00041117i,0.0019356+0.00092233i,0.0017121+0.0015322i,0.00078699+0.001303i,-0.00020704+0.00048711i,-0.0011912-0.00065174i,-0.00090261-0.0012256i,-6.5583e-06-0.00098458i,-0.00022228+3.0194e-05i,-0.00029999+0.00065067i,0.00037713+0.00083895i,0.00099744+0.0010968i,0.00067059+0.0014095i,0.00049437+0.0011806i
0.00016609+0.0013387i,-8.1581e-05+0.0010959i,-0.00053716-0.00036062i,-0.0010635+0.00014319i,-0.00083306+0.00071849i,-0.00070389+0.00055233i,-0.0014986+3.744e-05i,-0.0014894-0.00094651i,-0.00092114+0.00028358i,-0.00027931+0.0013067i,0.00049393+0.0010052i,0.00034786+0.00059226i,0.00060725+0.00014908i,0.00097674+0.00054419i,0.00091917+0.00086331i,0.0010308+6.0794e-05i,0.00072987-0.0001852i,0.00010587+6.4275e-05i,0.00020493+0.00059228i,0.00025484+0.0011189i,-0.0001974+0.00074881i,-6.129e-05+0.00011878i,0.00047244-0.00012873i
0.000105+0.0003732i,-0.00089735+0.00069536i,-0.0018987+0.0015795i,-0.0023955+0.0012817i,-0.0024751+0.00012091i,-0.00226+0.00089533i,-0.0014906+0.0011169i,-0.0014421+0.00067984i,-0.0017582+0.00067209i,-0.000957+0.0011897i,-5.4454e-05+0.001939i,0.00054851+0.0016412i,0.00064187+0.0006602i,0.00061339+0.00025319i,0.00066375+0.00011673i,0.0013095+6.6571e-05i,0.0014253-0.00019761i,0.00067516-0.00052978i,0.00017821-0.00040032i,-4.5045e-05+0.00019578i,0.00027121-8.5289e-05i,0.001005-0.0006201i,0.0011968+0.00014891i
-0.00030046+0.00086793i,-0.00098836+0.0011333i,-0.0020184+0.0016489i,-0.0025966+0.0014436i,-0.0019655+0.00080087i,-0.0012708+0.00075252i,-0.0008916+0.00021234i,-0.00047254+8.5978e-05i,-0.0005993+0.00072994i,-0.0010239+0.0009262i,-0.00040535+0.0011637i,0.000688+0.0012962i,0.0006246+0.00023053i,0.000135-0.00032322i,3.9124e-05+0.00028171i,0.00020009+0.00055311i,6.444e-05+0.00091563i,0.00044615+0.0012332i,0.00088733+0.00057109i,0.00029082+0.0001664i,-0.0001431+0.00052211i,-0.00022806+0.00071219i,-0.00032841+0.00010125i
0.0013384+7.6508e-05i,-0.00068073-0.00057574i,-0.0013298-9.7039e-05i,-0.0016331+0.00049641i,-0.0018402+0.00054924i,-0.0011217+0.00055919i,0.00034398+0.00088436i,0.00044965+0.00075187i,0.00026875+0.00022411i,0.00059363+7.7678e-05i,0.00066256+0.0004i,0.00087474+9.0914e-05i,0.00093941+0.00014185i,0.00037851+0.0010132i,-0.00013625+0.0014238i,-0.00019248+0.00082947i,-0.00032171+0.00037225i,-0.00054118-2.3016e-05i,-0.00017116-6.3665e-05i,0.00049122+0.00040562i,0.00029575-0.0003781i,0.00011877-0.00056316i,-5.1425e-05-2.6437e-05i
0.00052362+9.6272e-05i,0.00025107+0.00080657i,0.0004921+0.0018128i,0.0001194+0.0017525i,-0.00065871+0.00080838i,-0.00067143+0.00037211i,-0.00011047+0.00066921i,-0.00015442+0.00032328i,-0.00026925-3.5441e-05i,0.00029161+0.0001493i,0.00043101+0.00017618i,-3.3184e-05+0.00025535i,0.00051569+0.00071167i,0.00051459+0.00049479i,-7.7043e-05-0.00011985i,0.00021152-0.00063122i,0.00037028-0.00097093i,0.00066096-0.00075044i,0.0009385-0.00031766i,0.00040122-0.00078598i,-0.00021755-0.0011913i,0.00015974-0.00083695i,0.0003107-0.00033137i
0.00034485-0.00095983i,-0.00061532-0.0010674i,-0.0011372-0.0011194i,-0.0014097-0.00015024i,-0.0024237+0.00029605i,-0.0024186+0.0004227i,-0.00091901+0.00058762i,-0.00053+0.0005454i,-0.0012652+0.00034159i,-0.0010194+0.00022292i,-0.00041367+0.00037217i,0.0003652+0.00043325i,0.00053537+0.00094497i,0.00046407+0.0010705i,0.00070384+0.00048851i,0.00012274+0.00029101i,2.2384e-05+0.00055005i,-0.00012459+0.00044534i,-0.00066275-8.4683e-06i,-0.00010145-0.00013964i,0.00023694-0.00023002i,0.00010923-8.7061e-05i,-0.00064696+0.00051883i
0.0013581+0.0026937i,0.0012195+0.0029259i,-0.00023348+0.002065i,-0.001363+0.00047945i,-0.0013587+0.00063562i,-0.00069614+0.0012406i,-0.00040384+0.00068248i,-4.6742e-05+0.00068653i,-0.0002266+0.0011414i,-0.00047592+0.00052974i,-0.00040639+0.00018115i,9.025e-05+0.00025153i,0.0004807-0.00020393i,0.00048013-0.00078319i,0.00041838-0.0011698i,0.00051973-0.00080176i,0.0007109-0.00041137i,0.00078084-0.00044229i,0.00042144-0.00026782i,1.189e-05-0.00022324i,2.7314e-05-0.00023844i,0.00051737-0.00029096i,0.00075327-0.00054257i
-0.00053003-0.00034617i,-0.0016858-0.00072425i,-0.0025715-0.00031277i,-0.0024136+0.00052375i,-0.001968+0.0010755i,-0.00090059+0.00096477i,0.00062638+5.8393e-05i,0.001199-0.00070319i,0.0014709-0.00049502i,0.0015516-2.5011e-06i,0.0010256+6.6309e-05i,0.0010963-0.00012202i,0.00079555-0.00040458i,-6.0427e-05-0.00034084i,7.6639e-05-0.00029883i,0.00072913-0.0001995i,0.0003184+0.00014758i,-0.00023098+7.7746e-05i,-7.4275e-05+0.0004435i,-0.00012654+0.0006764i,-0.00069769-0.00040865i,-0.00056575-0.0013493i,0.00038981-0.00080133i
-0.0013767+0.001527i,-0.001535+0.0031596i,-0.00070649+0.0040737i,-0.00028687+0.0033302i,-0.00086622+0.0022284i,-0.0010888+0.0019053i,-0.00044601+0.0011916i,0.00014352+0.00031061i,0.00021016+0.00082897i,0.0002395+0.0018005i,0.00069646+0.0021369i,0.00066929+0.0011873i,0.00078711+8.6392e-05i,0.0013018+0.00030881i,0.0016168+0.00035184i,0.0014785+4.6032e-05i,0.00053263-0.00015355i,-0.00023412-7.7503e-05i,0.00026396+0.00014793i,0.00080175-9.4231e-06i,0.00039666-0.00041157i,-6.9139e-05-0.00037661i,-0.00025697+3.8588e-05i
0.00090357-0.0016177i,0.00031432-0.0011508i,-0.0017677+0.00036468i,-0.0024055+0.00037664i,-0.0015858-0.0005655i,-0.0015551+9.2214e-05i,-0.0012607+0.00036609i,-0.00091676+0.00021347i,-0.00055185+0.00092318i,7.1659e-06+0.00086924i,-0.00043645+0.00039444i,-0.0002949+0.00027562i,-3.8936e-05+0.00012555i,3.6582e-05+0.00012857i,-0.00013458+0.00018936i,-0.00011213+0.00044433i,-0.00033183+0.00024342i,-0.00047529-0.00013813i,0.00013462-0.00028343i,0.00012466-0.00030918i,-0.00021038-0.00025027i,-1.8854e-05-0.00011757i,9.4486e-05+0.00043763i
-0.0011204+0.00025016i,-0.0012712+0.00087826i,-0.00090414-2.6089e-05i,-0.00081005-0.00077724i,-0.0011587-6.9008e-05i,-0.00084928+0.00025948i,-3.0347e-05+0.0001565i,0.00031598+0.00065059i,0.00018416+0.0015921i,-0.00029523+0.0016099i,-0.00014739+0.0013764i,0.00051576+0.00073607i,0.00042614-2.7819e-05i,-9.3806e-06+0.00070744i,-0.00030511+0.00095157i,-0.00011366+0.00054772i,3.3875e-05+0.0006633i,-0.00018171+0.00096797i,-0.00016544+0.0010226i,-0.0001072+0.00056317i,-0.00018598-0.00013796i,-0.00064484-2.532e-05i,-0.0009033-0.00051703i
-0.0022622+0.0021519i,-0.0028749+0.002554i,-0.0027218+0.0029477i,-0.00258+0.002911i,-0.0018068+0.0024266i,-0.0005656+0.0013805i,-6.0781e-06+0.00065937i,0.00033748+0.00071876i,-0.00012099+0.0010368i,-0.00051166+0.0010702i,0.00071008+0.00082232i,0.0018809+0.00021501i,0.0017473-3.6299e-05i,0.0017359+0.00038354i,0.00087566+0.00086169i,0.00042392+6.2987e-05i,0.00030307-0.00036595i,-0.00047679+7.9028e-05i,-0.00046414+0.00049787i,4.6164e-05+0.00067611i,0.00050475+0.00014596i,0.00056952-0.00022266i,0.00025559+0.00031839i
