-0.00056079-0.00062083i,0.00073755-0.0010162i,-8.3848e-05-0.0017776i,-0.0019223-0.0014559i,-0.0036296+0.00028766i,-0.0043913+0.0010013i,-0.0022653+0.0013369i,-0.00078459+0.00085115i,-0.0014632-0.00019099i,-0.0021488-0.00047843i,-0.00065495-0.00037564i,0.00039326+0.00030236i,0.00066649+0.00018232i,0.00060259-0.00079634i,0.0001544-0.0014283i,0.00016099-0.0012845i,5.2711e-05-0.00019171i,0.00017945-0.00037931i,0.0003153-0.00038814i,0.00023266+0.00058466i,0.00075715-0.00027535i,-0.00011857-0.00091618i,-0.0010517-0.00045694i
0.0032523-0.0069716i,0.017768-0.020332i,0.033012-0.023148i,0.014232+0.0053494i,-0.051087+0.05257i,-0.11515+0.070915i,-0.12428+0.043832i,-0.084926+0.011997i,-0.0441+0.0031591i,-0.02168+0.0064143i,-0.0098596+0.0079632i,-0.0024404+0.0046727i,-0.00089528-0.00041508i,-0.0025328-0.0033193i,-0.0045776-0.0033324i,-0.005151-0.0025167i,-0.0031836-0.002225i,-0.0015924-0.002863i,-0.0021394-0.0026013i,-0.004836+0.0015365i,-0.0063075+0.0067162i,-0.0043002+0.0076142i,-0.0010209+0.0033451i
-0.0053102+0.0042119i,-0.022887+0.0097103i,-0.035458+0.011575i,-0.00539+0.012465i,0.070101+0.027594i,0.12897+0.057217i,0.12008+0.073947i,0.068923+0.058476i,0.027775+0.032159i,0.0107+0.016457i,0.0062544+0.0091222i,0.0047238+0.0039345i,0.0038485+0.00046684i,0.0038843-0.0011122i,0.0039755-0.0016707i,0.0030114-0.00118i,0.0005351-0.0020445i,-0.002075-0.002594i,-0.0010134-0.0011724i,0.0042225-0.0017264i,0.0085262-0.0047312i,0.0065975-0.0056011i,0.00081993-0.0031906i
0.0088114+0.001304i,0.025062+0.0032023i,0.036983+0.006262i,0.018074-0.0084902i,-0.025926-0.057456i,-0.050394-0.11026i,-0.033863-0.11731i,-0.0088545-0.075975i,4.221e-05-0.029108i,3.1099e-05-0.0070023i,-0.0018352-0.003867i,-0.0053572-0.0034812i,-0.007576-0.0019882i,-0.0077629-0.001573i,-0.0076641-0.0020792i,-0.0062554-0.0022934i,-0.0046722-0.0010163i,-0.0021042-0.00097774i,-0.00066997-0.0014532i,-0.0048239-0.0027678i,-0.0097268-0.0034745i,-0.0090853+4.6971e-05i,-0.0035482+0.0038805i
-0.0071554-0.00028655i,-0.016803-0.0073818i,-0.021768-0.013105i,-0.013051+0.011775i,-0.0069722+0.074896i,-0.021861+0.126i,-0.042212+0.11522i,-0.041731+0.06366i,-0.024178+0.024923i,-0.0079952+0.011238i,-0.00035513+0.0076698i,0.0024165+0.0056767i,0.00281+0.0040233i,0.0012749+0.0042875i,9.3458e-05+0.0057858i,0.00090918+0.0052694i,0.0019541+0.0033576i,0.00057333+0.0015802i,-0.00095596+0.00053002i,-0.00028982+0.0032595i,0.0032661+0.007056i,0.0058906+0.0058928i,0.0051846+0.00019514i
0.0058814+0.004137i,0.010146+0.015045i,0.015161+0.021654i,0.028721-0.0012944i,0.064164-0.050111i,0.10575-0.076125i,0.11166-0.053683i,0.074738-0.018321i,0.034342-0.0030031i,0.01356-0.0029027i,0.0042009-0.0051715i,-0.00092395-0.0052495i,-0.0033121-0.0029992i,-0.0034048-0.0016032i,-0.0016101-0.0018313i,0.00077947-0.002956i,0.0013903-0.0032821i,0.001033-0.0020097i,0.0021382-0.0012001i,0.0024736-0.0042415i,0.00028679-0.0095196i,-0.0036746-0.0096525i,-0.0058784-0.0042441i
-0.0026685-0.004297i,-0.0012561-0.015026i,-0.0022749-0.023421i,-0.026756-0.016675i,-0.081615-0.0046543i,-0.12482-0.012396i,-0.11185-0.032556i,-0.063898-0.034239i,-0.028757-0.019326i,-0.014487-0.005589i,-0.0076872+0.0018865i,-0.0033404+0.0054367i,-0.00075611+0.0077612i,0.0012104+0.0084219i,0.0021972+0.0069658i,0.0020867+0.0047065i,0.00242+0.0020265i,0.0016906-0.00098502i,-0.00062833-0.0020262i,-0.0045562+0.00095678i,-0.0081419+0.0071519i,-0.0056516+0.01124i,0.0011537+0.0094984i
-0.0025063+0.0050838i,-0.0083063+0.015066i,-0.012573+0.024134i,0.0052521+0.035234i,0.046377+0.060901i,0.070466+0.093997i,0.051774+0.097919i,0.01831+0.06244i,-0.0012662+0.025164i,-0.0051001+0.0086421i,-0.0020724+0.0032428i,0.00086152-0.0015792i,0.003132-0.0056526i,0.0052426-0.0073492i,0.0061925-0.007694i,0.0060864-0.0070986i,0.0040512-0.0062893i,0.0012322-0.0039387i,0.00093677-0.0011267i,0.004463-0.00075797i,0.0091388-0.0030207i,0.0095597-0.006437i,0.005055-0.0078408i
0.0022157-0.0038626i,0.009545-0.0084098i,0.015776-0.013254i,0.0062867-0.026679i,-0.012477-0.060758i,-0.0084576-0.094683i,0.014385-0.09057i,0.020575-0.054056i,0.0079538-0.020426i,-0.0026807-0.0037969i,-0.0050947+0.00089118i,-0.0047354+0.0038425i,-0.0036481+0.0067263i,-0.0021985+0.0067401i,-0.0022541+0.0034958i,-0.0023273-0.0004069i,-0.00069852-0.0020558i,0.0010505-0.0025768i,0.00040305-0.0034274i,-0.0034214-0.0047005i,-0.0091361-0.0042545i,-0.012242-0.00018691i,-0.00966+0.0038918i
-0.0021941+0.0019328i,-0.010388+0.002254i,-0.020755+0.0057016i,-0.027009+0.028553i,-0.03967+0.072378i,-0.062084+0.097513i,-0.070033+0.073523i,-0.053068+0.030546i,-0.029526+0.010311i,-0.013262+0.0084585i,-0.0034894+0.0059853i,0.0038266+0.0010094i,0.007982-0.0032711i,0.0080419-0.0056212i,0.0064294-0.0048611i,0.0055154-0.0041146i,0.0042909-0.0040391i,0.001616-0.0034843i,-0.00042446-0.0020361i,0.00029957+0.0022654i,0.0043337+0.0072137i,0.0083973+0.0077425i,0.0089024+0.0041104i
0.003079-0.0015888i,0.0096882+0.0031841i,0.019634+0.0068879i,0.037302+0.00021686i,0.070127-0.012835i,0.10113-0.010703i,0.093185+0.005199i,0.051275+0.015236i,0.016991+0.013586i,0.0052157+0.0075728i,0.0021404+0.0035789i,-0.0020342+0.00082354i,-0.0056434-0.00052878i,-0.0076407-0.0012246i,-0.0066191-0.0029676i,-0.0044097-0.0038214i,-0.0040196-0.0036218i,-0.0024491-0.0023592i,-3.7652e-05-0.001206i,0.001809-0.0039569i,0.0021388-0.010021i,-0.00050102-0.013514i,-0.0040135-0.009787i
-0.0016909+0.00072628i,-0.0044147-0.0044636i,-0.0090129-0.010625i,-0.022968-0.012538i,-0.051146-0.017884i,-0.069857-0.03539i,-0.056162-0.046498i,-0.02671-0.033963i,-0.0067005-0.013013i,-0.00042607-0.00094267i,-0.00012366+0.00311i,0.00084921+0.0045934i,0.0021659+0.0037952i,0.0026607+0.0027223i,0.0024832+0.003172i,0.001883+0.0026891i,0.0013088+0.00084715i,0.00062087-0.00099044i,-0.0013196-0.0021692i,-0.0053102-0.00046279i,-0.0094509+0.0046302i,-0.0099402+0.010007i,-0.0056603+0.011219i
0.0038766+0.0032048i,0.0040612+0.0066685i,0.0072417+0.013112i,0.018186+0.022303i,0.036856+0.042558i,0.037396+0.067713i,0.014373+0.069572i,-0.0025974+0.04402i,-0.0033142+0.01864i,0.00066108+0.0060623i,0.0012819+0.00061458i,-0.0011126-0.0028291i,-0.0038151-0.0043287i,-0.0047225-0.0048605i,-0.0033-0.0055795i,-0.0012813-0.0059203i,-0.00076095-0.0050927i,-0.001772-0.0027712i,-0.0010325-0.00023757i,0.0033829+0.00099403i,0.0092149-0.00019998i,0.012941-0.0025731i,0.010956-0.0041198i
0.0030762-0.0027948i,0.0044469-0.0062078i,0.006606-0.013176i,0.0040346-0.028536i,0.0017059-0.054769i,0.015038-0.070534i,0.031447-0.054873i,0.029422-0.026328i,0.014496-0.0093522i,0.003121-0.0045006i,-0.00075523-0.00065923i,-0.0013641+0.0052455i,-0.0011749+0.0086714i,-0.0013165+0.0097978i,-0.0012062+0.0084959i,-0.0010742+0.0059677i,-0.00090928+0.0039192i,8.5861e-05+0.001931i,0.00047352+0.00027187i,-0.0019528-0.0024587i,-0.0067767-0.005214i,-0.011279-0.0050449i,-0.011275-0.0031401i
-0.0011186+0.0011985i,-0.0045339+0.0035967i,-0.011579+0.0078534i,-0.021573+0.018009i,-0.03738+0.034545i,-0.055487+0.040254i,-0.054667+0.024097i,-0.033738+0.0033426i,-0.01542-0.0036462i,-0.0074314-0.0016551i,-0.0035777-0.00054137i,0.00051218-0.0020974i,0.0041935-0.0039396i,0.0062302-0.0045367i,0.0063884-0.0047932i,0.0057553-0.0043672i,0.0051191-0.0029337i,0.0030624-0.0019949i,0.00055742-0.0017376i,-0.00047334+0.0014812i,0.00087384+0.0075617i,0.0037502+0.011594i,0.0053956+0.011262i
0.0026887+0.0011134i,0.0072729+0.0020301i,0.013828+0.0040272i,0.021498+0.0038321i,0.035491+0.0040895i,0.049928+0.012967i,0.044622+0.020966i,0.02044+0.016137i,0.00081257+0.0078383i,-0.0040429+0.0050125i,-0.0027313+0.0041147i,-0.0023967+0.0032168i,-0.0028852+0.0028988i,-0.0033075+0.0027035i,-0.0031467+0.00086112i,-0.0021676-0.00138i,-0.0019979-0.0024605i,-0.00187-0.0015803i,-0.0010383-3.2329e-05i,0.001542-0.001605i,0.0044184-0.0065802i,0.0053184-0.011356i,0.0039508-0.011526i
-0.0015895-0.00026055i,-0.0051662-0.0026852i,-0.01055-0.0057659i,-0.020451-0.0051855i,-0.035061-0.0074659i,-0.038624-0.020115i,-0.023286-0.029405i,-0.008127-0.023171i,-0.0045035-0.0086524i,-0.0054757+0.00025861i,-0.0038324+0.0009024i,0.00016127-0.00064146i,0.0037546-0.0019871i,0.0052691-0.0016118i,0.0048968+0.00046308i,0.0044073+0.0013059i,0.004374+0.00044482i,0.0031037-0.00098518i,0.00051955-0.0024136i,-0.0029081-0.0022144i,-0.0075744+0.0008736i,-0.010474+0.0046713i,-0.0098718+0.0059452i
0.0024411+0.001281i,0.004789+0.0036492i,0.0075557+0.008746i,0.011634+0.020229i,0.017073+0.039347i,0.012093+0.053812i,-0.0024403+0.046125i,-0.011346+0.025533i,-0.010553+0.011994i,-0.0046987+0.007595i,-0.001176+0.0050877i,-0.0014951+0.0018029i,-0.0015404-0.00016962i,-0.0011957-0.0011715i,-1.402e-05-0.003496i,0.0016609-0.0052428i,0.0018194-0.0052292i,0.00044131-0.0035322i,-0.00024606-0.00098731i,0.0018315+0.0012916i,0.0061609+0.0023955i,0.011294+0.0017788i,0.012316+0.0011473i
-0.00047203-0.0020158i,-0.00067372-0.003625i,0.00039489-0.0063531i,0.0043856-0.010836i,0.012069-0.018331i,0.022212-0.024461i,0.026475-0.018806i,0.018207-0.0054939i,0.0052578+0.0028354i,-0.0014584+0.0050406i,-0.0012904+0.0056431i,0.00053705+0.0046902i,0.00036183+0.0020122i,-0.00087968+0.0004403i,-0.0020092+0.00070058i,-0.0020204+0.00095074i,-0.0017104-0.00014197i,-0.0015923-0.001595i,-0.0010992-0.0019814i,-0.0011683-0.0031522i,-0.0034423-0.0065555i,-0.0074732-0.010094i,-0.0088014-0.0090175i
0.00045128+0.0030196i,0.0013681+0.00439i,0.00073232+0.0063134i,-0.0028756+0.0090011i,-0.010491+0.013251i,-0.020901+0.014092i,-0.023268+0.0075077i,-0.013614+0.0014919i,-0.0040295+0.002104i,-0.00056047+0.0033082i,0.0004295+0.0018089i,0.00060407+0.00048552i,0.00033779+0.00016001i,0.00049165-0.00024749i,0.0011557-0.0013429i,0.0020462-0.0016582i,0.0026038-0.0020599i,0.0018159-0.0019282i,-0.00036211-0.00045259i,-0.0017622+0.0011231i,-0.0018596+0.004518i,-0.0014861+0.0095079i,-0.00023735+0.011657i
0.0010876+0.00077621i,0.0031183+0.00050266i,0.0065165-0.00092707i,0.011784-0.0023406i,0.019326-0.0019005i,0.025103+0.006907i,0.021964+0.016335i,0.011465+0.014195i,0.0031509+0.0071824i,0.001306+0.0037113i,0.0020895+0.0031136i,0.0018407+0.0033022i,-0.0002953+0.0026271i,-0.001198+0.0013464i,-0.00053731-0.0010874i,-0.0010032-0.0027961i,-0.0027427-0.0023799i,-0.0032821-0.0017774i,-0.0012042-0.00093836i,0.0013257-0.0008836i,0.0034671-0.0026242i,0.0056199-0.0048722i,0.006068-0.0062703i
0.0026352+0.00043513i,0.0017304-0.00011121i,-0.00039676-0.0031366i,-0.0075018-0.0072439i,-0.016373-0.011549i,-0.016099-0.017205i,-0.0052212-0.019785i,0.0032125-0.015515i,0.0032817-0.0085503i,-0.00049725-0.0048125i,-0.0017352-0.0034321i,-0.00079458-0.0016345i,0.00030117+0.0004012i,0.00079384+0.0013121i,0.00014176+0.002083i,-0.00024665+0.0024539i,0.00028636+0.0016189i,-0.00024341+0.00055441i,-0.0011746-0.0017813i,-0.0020098-0.0026727i,-0.004869-0.0014127i,-0.0085917+0.00011158i,-0.0093863+0.0016387i
0.0013055+0.0014351i,0.00077003+0.0026071i,0.0010759+0.0059714i,0.00057445+0.010349i,-0.0016177+0.017965i,-0.0051653+0.023982i,-0.0088105+0.01948i,-0.0090863+0.0088777i,-0.006918+0.001125i,-0.0040438-6.4331e-05i,-0.0013283+0.0012333i,0.00026486+0.00077043i,0.001317+0.00084173i,0.00283+0.0008121i,0.0035425-0.00082217i,0.0030369-0.0016469i,0.0021727-0.00165i,0.0012774-0.00092239i,-6.0424e-05+0.00084637i,-0.00027397+0.0015337i,0.0029061+0.0024334i,0.0073486+0.0052996i,0.0090362+0.0060284i
-0.0010309-6.973e-05i,-0.0010436-0.00010006i,0.00063824-0.00037119i,0.0019209-0.00050869i,0.0044296-0.00090736i,0.0090023-0.0028019i,0.01137-0.0034621i,0.0067039-0.00074706i,-0.0019439+0.0016009i,-0.0059353+0.0023662i,-0.004218+0.0023966i,-0.0018235+0.00075822i,-0.00040976-0.0012797i,-0.00050769-0.0020109i,-0.0021504-0.0015888i,-0.003028-0.00081206i,-0.002142-0.00075032i,-0.00023485-0.0016807i,0.0010696-0.0024729i,0.0009973-0.0024282i,-0.00026152-0.0039837i,-0.0015992-0.0073144i,-0.0030942-0.0080924i
-4.1399e-05+0.0030733i,0.00069556+0.0049034i,-0.00075905+0.0068363i,-0.0037102+0.0099159i,-0.0073541+0.01416i,-0.011807+0.013164i,-0.012283+0.0057786i,-0.009108+0.00014765i,-0.0079617+0.0013833i,-0.0060022+0.0042965i,-0.0035764+0.0036637i,-0.0027071+0.0023125i,-0.00073571+0.0020849i,0.0015907+0.0025757i,0.0030844+0.0023165i,0.0040469+0.0016116i,0.0032089+0.0009459i,0.0010412+0.00011235i,-0.00013291-0.0010989i,-0.00082942-0.0010996i,-0.0015856+0.0010305i,-0.0026295+0.0043788i,-0.0026405+0.005677i
-0.0017438+0.00020053i,-0.00033433+0.0013845i,0.001779+0.0042907i,0.0055901+0.0080797i,0.011203+0.012858i,0.015112+0.017264i,0.012366+0.016855i,0.0033442+0.011826i,-0.0040233+0.0089002i,-0.0043259+0.0084063i,-0.001093+0.0060967i,0.00093652+0.0019236i,0.0009471-0.0018486i,-1.6557e-06-0.0039737i,0.00026216-0.004568i,0.00099929-0.0057772i,0.001302-0.0060483i,0.0014295-0.0033107i,0.00071199-0.00052273i,0.00033416+0.00070092i,0.0011778-6.9089e-06i,0.0027139-0.0023026i,0.0033225-0.004132i
0.0010534+0.0023727i,0.0015993+0.0018068i,0.0020436-2.2779e-05i,0.0028476-0.0019477i,0.0026431-0.0029489i,0.0025159-0.004855i,0.0036192-0.0058399i,0.0024865-0.0032619i,0.00020911+0.00068775i,-0.00089701+0.0019381i,-0.0015574+0.0016018i,-0.0024066+0.0020108i,-0.0030222+0.0025978i,-0.0027937+0.002874i,-0.0014497+0.0020781i,-0.0004407+0.00077442i,-0.0004769-0.001217i,-0.00093362-0.0034789i,-0.0012662-0.0046761i,-0.00018165-0.0037376i,-0.00048041-0.0019702i,-0.0038679-0.0011388i,-0.0058011+0.00034557i
0.00060928-0.0012044i,-0.0004751-0.0028884i,-3.907e-05-0.0016978i,9.147e-05+0.0021357i,-0.00063706+0.007108i,-0.0014204+0.011042i,-0.0023766+0.00942i,-0.0029686+0.0049621i,-0.0010716+0.0027451i,0.0013605+0.0020874i,0.0014898+0.0016442i,0.0016227+0.00047364i,0.0021291-0.0012383i,0.0021448-0.0024445i,0.0031976-0.0026528i,0.0039748-0.0027776i,0.0034915-0.0017022i,0.0017737-1.6169e-05i,-0.00098215+0.00054253i,-0.0028405+0.00027074i,-0.0021864+0.0006842i,-0.00048345+0.0031602i,0.0011041+0.0039911i
0.0011337-0.0012881i,0.0012796-0.0024144i,0.002099-0.0047148i,0.0030512-0.0056645i,0.0034906-0.0045468i,0.0061927-0.0036307i,0.0082143-0.0020348i,0.0062629+0.0005387i,0.0019523+0.00088865i,-0.0013127+0.0004285i,-0.0022531+0.0012531i,-0.0020098+0.0019162i,-0.0019213+0.0017564i,-0.0023068+0.0012777i,-0.0028914+0.00010888i,-0.0030316-0.0014091i,-0.0028175-0.0039054i,-0.0011171-0.004957i,0.0012433-0.0038052i,0.0016502-0.001336i,0.00063303+0.00013184i,-0.00015204-0.00066809i,-0.0013119-0.0020787i
0.001982+0.0023363i,0.0031488+0.0025084i,0.0017526+0.0026602i,-0.0019316+0.0017261i,-0.005472+0.00087632i,-0.0080049+0.00026746i,-0.006755-0.0016417i,-0.0034037-0.0041364i,-0.0022138-0.004722i,-0.0017853-0.0028932i,-0.0013967-0.0012203i,0.00039453-0.00096448i,0.0020308-0.00063174i,0.001831+6.6173e-05i,0.0013849+0.00064426i,0.0011065+0.0011688i,-1.1315e-05+0.0015177i,-0.0013909+0.0012027i,-0.0021125-0.00065057i,-0.00143-0.0027552i,-0.00065655-0.0024605i,-0.0010924+6.0013e-05i,-0.00085285+0.0027268i
-0.00011439-0.00047696i,-0.00098346+9.6095e-05i,-0.0020296+0.0017506i,-0.003352+0.0049078i,-0.0033306+0.0086972i,-0.0013209+0.011822i,5.0911e-05+0.010478i,-0.0018929+0.0050629i,-0.0057848+0.0017249i,-0.0064306+0.0027494i,-0.0024413+0.0033913i,0.0009934+0.00097067i,0.0014431-0.001542i,0.0011453-0.0025846i,0.00074581-0.0031962i,0.00087643-0.0031705i,0.0024759-0.002285i,0.0031519-0.00044999i,0.0017564+0.0016419i,0.00035132+0.0025261i,0.00020553+0.0015241i,0.0015137-0.00030894i,0.0026347-0.0012741i
0.00031619-0.00044488i,0.0023918-0.00022801i,0.0022172+0.00025702i,-0.00012326+0.001413i,-0.0021016+0.0038313i,-0.0021761+0.0051507i,-0.00087336+0.0025457i,-0.0025513-0.00095831i,-0.0061119+2.3488e-06i,-0.0068632+0.001281i,-0.004148+0.00027479i,-0.0021191+0.0006936i,-0.0022214+0.0018285i,-0.0023878+0.0027513i,-0.0026153+0.0034369i,-0.0033656+0.0034733i,-0.0030828+0.002117i,-0.0021708-0.00065905i,-0.0003909-0.0024497i,0.0012045-0.0023879i,0.0015391-0.0013955i,0.00080295-0.00085113i,-0.00076053-0.00092869i
-0.00053284+0.00040201i,-0.0018809+0.0010997i,-0.002836+0.0037983i,-0.0019949+0.0080811i,-0.0016386+0.012183i,-0.00082516+0.013358i,-0.00022228+0.0103i,-0.0028073+0.005269i,-0.0038428+0.0042329i,-0.0020902+0.0048659i,-0.00068911+0.0028292i,0.0005165+0.00033099i,0.0016455-0.0016912i,0.0026533-0.0027732i,0.0036197-0.0019667i,0.0046003-0.00097281i,0.0053607+2.8621e-07i,0.004001+0.0010861i,0.0011056+0.0011932i,-0.0009537-0.00060726i,-0.0020508-0.0018254i,-0.0013461-0.001381i,0.00020349-0.00047801i
0.0010091+3.8282e-06i,0.0014472-0.00076184i,0.0036016-0.00011032i,0.005247+0.0021591i,0.0064323+0.0049689i,0.0078472+0.0064283i,0.0067014+0.0055624i,0.0017933+0.0057912i,-0.0019623+0.0070926i,-0.0018969+0.0070334i,-0.0016021+0.005778i,-0.0024798+0.0043888i,-0.0023623+0.0031089i,-0.0014456+0.001892i,-0.00047272+0.00047879i,-6.5006e-05-0.0011473i,0.00014559-0.003078i,0.0010425-0.0042784i,0.0022761-0.0037357i,0.00259-0.001038i,0.0013813+0.0017209i,0.00028052+0.0018176i,-0.00029082+0.00072054i
0.00035015+0.0016782i,-0.00032552+0.0018191i,-0.00011337+0.0010234i,0.0004128+0.0012794i,0.001028+0.0022594i,0.0010849+0.0019918i,-0.00014706-1.9407e-05i,-0.00046502-0.00049418i,-0.0002865+0.00045602i,-0.00056409+0.00078525i,-0.00074841+0.00041733i,-0.00047163-0.00096803i,-6.9691e-05-0.0019966i,0.00040315-0.0013676i,0.0014847-0.00069197i,0.0020715-0.00050857i,0.0012711-0.0008031i,0.00040032-0.0023363i,-0.00073666-0.0030759i,-0.0013982-0.0026728i,-0.0011093-0.0026989i,-0.0014583-0.0012913i,-0.00089498+0.00069941i
0.0020371-0.0018227i,0.0030933-0.0025298i,0.0031966-0.0035571i,0.0014536-0.0021981i,0.00077882+0.0019666i,0.0010034+0.0043291i,0.0018076+0.0042249i,0.0025246+0.0037547i,0.0020895+0.0028393i,0.00039973+0.0024941i,1.6063e-05+0.0027028i,0.00057398+0.0028992i,0.0006152+0.0026418i,0.0015365+0.0013048i,0.0026933-0.0012043i,0.0031899-0.0031169i,0.0032928-0.0039052i,0.0022681-0.0034641i,0.00057768-0.00098994i,-0.00054679+0.0012976i,-0.00093444+0.0018056i,-0.00066045+0.0015697i,0.00022544+0.0012065i
0.0014018-0.00021399i,0.00034529-0.00086026i,-6.9672e-05-0.0023418i,-0.00077537-0.0028471i,-0.0025886-0.0026268i,-0.0024647-0.001063i,-0.00043467+0.0001513i,0.0010493-0.0013104i,0.00034861-0.0022557i,-0.0013626-0.0015907i,-0.0016901-0.00045331i,-0.0013275+0.00049156i,-0.0011777+0.00090516i,-0.00088581+0.00050945i,-0.0018929+8.9752e-06i,-0.0034778-0.00052081i,-0.003242-0.0016405i,-0.0025984-0.0028279i,-0.0019526-0.003377i,-0.00073869-0.0029175i,0.00042532-0.0012263i,0.0010216+5.8382e-05i,0.00041549+0.00029771i
-0.00053851-0.0010274i,-0.00067493-0.0013037i,-0.00041159-0.00053312i,-0.0024012+0.0026917i,-0.005803+0.0062263i,-0.0052438+0.0074629i,-0.0024625+0.0042136i,-0.0017352-0.0017246i,-0.0026459-0.0034219i,-0.0024133-0.0002325i,-0.00080623+0.0016555i,0.00081364+0.0012743i,0.0019744+0.0007831i,0.0031993-0.00052596i,0.0039197-0.0013022i,0.0041379-0.00039572i,0.0025809+0.00039589i,0.00032308+0.00052354i,-0.00050864+0.00040175i,-0.0010649-6.4442e-06i,-0.0014175-0.00045087i,-0.0011374+0.00013838i,-0.00082665+0.00078214i
-0.00038758-0.00056453i,-0.0013516-0.00029074i,-0.00068083+0.00076164i,-0.00071323+0.0036521i,-0.0026676+0.0065825i,-0.0027008+0.007517i,-0.00093089+0.0054954i,-0.0021591+0.0019445i,-0.005106+7.5419e-05i,-0.004983+0.0007124i,-0.002692+0.00094893i,-0.0013306+0.00065636i,-0.00081631+0.00018975i,-0.0015874-0.00021394i,-0.0023362-0.00091708i,-0.0020265-0.0016709i,-0.0011116-0.0016659i,-0.0004255-0.0019873i,0.00024056-0.0017337i,0.0008916-0.00059169i,0.00060709+0.00015959i,0.00078644+0.0002964i,0.00098221+0.00049001i
0.0024613-0.0026739i,0.0010439-0.0027054i,-0.00065278-0.0022833i,-0.0032348+0.00075037i,-0.0051466+0.004558i,-0.0043383+0.0077925i,-0.0029888+0.0061977i,-0.0034498+0.0023069i,-0.0047816+0.0012635i,-0.0048914+0.0014897i,-0.0034708+0.00057882i,-0.0012064-0.00044291i,-0.00033683-4.06e-05i,0.000302+0.00028853i,0.0010173+0.00076342i,0.0011466+0.0016079i,0.0014825+0.00073375i,0.00073907-0.00045666i,-0.00057561-0.0011363i,-0.00035372-0.00093115i,0.00031958-0.00055817i,0.00038542-0.00082076i,9e-05-0.00047449i
0.00080364-0.00069842i,0.00068207-0.00066126i,0.00068438-2.3924e-05i,0.0011554+0.0028603i,0.0025179+0.0073095i,0.0039468+0.0095555i,0.0048066+0.0084769i,0.0020831+0.00594i,-0.0020289+0.0047378i,-0.0026654+0.0039746i,-0.0012388+0.0027607i,-0.0010507+0.0024113i,-0.00085634+0.0026106i,0.00067774+0.0016895i,0.0023352-0.00014847i,0.0032736-0.0010418i,0.0029445-0.0012615i,0.0013133-0.00048577i,0.00030073+5.7487e-05i,0.00060787-0.00091626i,0.000289-0.00088677i,-0.00028364-0.00025787i,-0.0006954-0.00049883i
0.0014544+0.00074695i,0.0016556+0.00076226i,0.0017364+9.4424e-05i,0.0016261-0.00034692i,0.0019024+0.001154i,0.0015353+0.0023932i,0.0014339+0.0020675i,0.001718+0.0021931i,0.00040901+0.003121i,-0.0011232+0.0025101i,-0.0016363+0.001218i,-0.0017302+0.00044023i,-0.0019107+0.00041614i,-0.0024315+0.00077096i,-0.0026588+0.0013139i,-0.0018731+0.00099773i,-0.00012671-0.0003995i,0.00071424-0.0018976i,5.4316e-05-0.0030166i,-0.00073481-0.0021725i,-0.00092032-0.00017101i,-0.00077313+0.0008307i,-0.00099635+0.00096094i
-0.0003073+0.00087085i,5.5375e-05+0.0033404i,0.0010109+0.0043003i,0.0010731+0.0045433i,0.0011979+0.004592i,0.0016582+0.004573i,0.0016323+0.0033454i,0.0015094+0.00098053i,0.00065595+0.00098526i,0.00016486+0.0019342i,0.00076841+0.0029074i,0.0010686+0.0035601i,0.0018713+0.0024087i,0.003324+0.00072313i,0.0045112-0.00063784i,0.0045342-0.0016562i,0.0027538-0.0015732i,0.00036104-0.0018163i,5.8144e-05-0.0010378i,0.00083175-3.9467e-05i,0.00075623-1.6543e-05i,-2.8411e-05+2.6781e-05i,-0.00037225+0.00032817i
0.00030923-0.00029718i,-0.00055446-0.00076182i,-0.00015585-0.0012854i,0.001028-0.0015466i,0.0019299+4.5667e-05i,0.0028775+0.0020124i,0.0031037+0.0010918i,0.0021108-0.00025878i,0.00058066-4.9487e-05i,-0.00029645+0.00056745i,-0.00049357+0.00071569i,-0.00082979+0.00065863i,-0.0014376+0.00046347i,-0.0020157-0.00090953i,-0.0018354-0.002322i,-0.00083518-0.0030402i,-1.6992e-05-0.002463i,0.00014785-0.0017124i,-0.00035625-0.0016396i,-0.0010487-0.0017511i,-0.0010406-0.00093279i,-0.00094147+0.00028702i,-0.00092438+0.00074197i
0.0011076+0.00044927i,0.0010278+0.0012617i,-7.5536e-05+0.0019701i,-0.0022073+0.0030936i,-0.0043858+0.0042331i,-0.0040529+0.0036611i,-0.0015927+0.00014849i,-0.00090485-0.0025679i,-0.0023492-0.002229i,-0.0035082-0.00019237i,-0.0026659+0.0017878i,5.774e-06+0.0017347i,0.0020888+0.0013728i,0.0024462+0.00075256i,0.0019823-5.6921e-05i,0.00069458+0.00047799i,-0.00058437+5.4155e-05i,-0.0005576-0.00071826i,-0.000287+1.2677e-06i,-3.9417e-05+0.00039914i,5.7547e-05+0.0007025i,0.00069769+0.0018641i,0.00083088+0.0019217i
-0.00026771+0.0024372i,0.00039734+0.0014122i,0.0022828+0.0015612i,0.0028128+0.0027742i,0.0012337+0.0047533i,-0.00038958+0.0054259i,-0.00087318+0.0035617i,-0.0022796-0.00030764i,-0.004729-0.0025606i,-0.0039165-0.0011357i,-0.00083832+0.0004151i,0.0012493+0.00044535i,0.00074925-0.00086449i,-0.00032034-0.0021937i,0.00026454-0.0027503i,0.00011435-0.0025348i,4.735e-05-0.0011316i,0.00043327-0.00010784i,0.00017571-0.00035912i,0.00030126-0.0010615i,-9.8023e-05-0.0018539i,-0.000219-0.0015348i,0.00075685-0.00039245i
