0.0007204+0.001354i,0.00097776-0.00048327i,0.00037201-0.0015277i,-0.00028177-0.0012896i,-0.0011581-0.0016178i,-0.0024226-0.00065978i,-0.0021224+0.0010037i,-0.00069274+0.001394i,-0.00023439+0.0008644i,0.00041518+0.00020388i,0.00098374-0.00020051i,0.00029677+0.00014989i,-0.00023215+0.00021756i,9.9332e-05+5.9094e-05i,-0.0001007+0.00021962i,-0.00043154+0.00049768i,-0.00011509+0.00078695i,0.00010964+0.00045558i,-0.00014222-0.00071119i,0.00034867-0.0015493i,0.00048187-0.0010452i,-0.00039795-0.0002345i,6.0131e-05+0.00041783i
-0.00052168+0.00029704i,-0.0010299+0.00055305i,-0.0010283+0.0015517i,-0.00038066+0.0024634i,-0.00038955+0.0021048i,-0.00083449+0.00010761i,-0.0011272-0.00052273i,-0.00083278-2.5569e-05i,-0.00052963+0.00015199i,-1.9349e-05+0.00036054i,-0.00011264+0.00075265i,-0.00055845+0.00052692i,-0.00032359-0.0002752i,-0.00041521-0.00014875i,-0.00058211-8.158e-05i,0.00044094-0.00080301i,0.00092292-0.00088334i,0.00021994-0.00096502i,0.00033398-0.0011764i,0.00045335-0.00079527i,0.00012483-0.00065283i,0.00038135-0.00060822i,0.00042117-0.00077933i
-0.0014242-0.0014901i,-0.00065002-0.0017773i,-0.00071909-0.00030782i,-0.00028568+0.00028831i,-0.00017971+0.00035484i,-0.00048381-0.00019191i,-0.00061294-0.00010989i,-0.0012808+0.00029751i,-0.0012318-0.00065598i,-0.00037796-0.00084042i,-0.00066625-0.0009621i,-0.00096454-0.0011901i,-0.00035854-0.00093204i,2.8153e-05-0.00016354i,5.7677e-05+0.00052273i,-0.00015169+0.00053886i,9.145e-05+0.00066078i,0.00067544+0.00059553i,0.00014243-0.00038795i,0.00015317-0.00073071i,0.00061946-1.5807e-05i,0.00014192+0.00029238i,-0.00025083+7.0506e-05i
0.0011505+0.00031976i,8.5836e-05-0.00093313i,0.00020023-0.0020535i,0.00059479-0.0019647i,-0.0004358-0.0014848i,-0.0015917-0.0003715i,-0.0016893+0.00030059i,-0.0013443+0.00044021i,-0.00040902-7.531e-05i,0.00026469-0.00051168i,0.00055797-0.00085777i,0.00042358-0.00032958i,0.00023982+2.6086e-05i,0.0004381-3.4573e-05i,0.00081038-7.4108e-05i,0.00041503-0.00016036i,-0.00022097-0.00078245i,0.00010318-0.0012937i,0.00068438-0.0011842i,0.00058923-0.00022814i,-4.769e-06+0.00019996i,-0.0006252-0.00011397i,-0.00062645+1.2505e-05i
0.0014189-0.0014624i,0.00041403-0.0015183i,0.0006639-0.00078299i,9.1358e-05+0.00011903i,-0.0010771+0.00051154i,-0.0010528+0.00048749i,-0.00057536+0.00063304i,-0.00023085+0.00032091i,-2.3793e-05+0.00019947i,0.00038283-0.00034236i,0.00031483-0.0017591i,0.00058302-0.0016962i,0.0011821-0.00093505i,0.0011049-0.00069709i,0.00054908-0.00011751i,0.00055564+0.00074685i,0.00032294+0.00040057i,-0.00055563+6.4837e-05i,-0.00085093-0.00032056i,-0.00042893-0.00054498i,-0.00038155+0.00019464i,-0.00010058+0.00046042i,0.00011532-0.00011873i
0.00087858+0.001075i,-0.00026649+0.0008422i,-0.0012005-0.00068957i,-0.00084351-0.0014828i,-0.00099621-0.00083699i,-0.001599-0.00010536i,-0.00075975+0.0006106i,0.00019154+0.0013189i,-7.8595e-05+0.0011433i,0.00024528+0.00098263i,0.00046047+7.6374e-05i,0.00027636-0.00034682i,0.00060309+0.00095296i,0.00042365+0.0015747i,0.00055531+0.00058222i,0.00045521-0.00036628i,-0.00010808-0.00080386i,0.00012989-0.0011203i,2.7274e-05-0.00076306i,-9.8646e-05-0.0011149i,-0.00060915-0.0013665i,-0.00017922-0.0010644i,0.00022464-0.00069996i
-0.00041924-0.00069502i,0.00074191-0.0012303i,0.00066082-0.00082713i,-0.00029518-0.00054621i,-0.00011624-0.00016831i,-0.00086254-0.00037116i,-0.00098973-0.00069556i,-0.00020798-9.1163e-05i,0.0004341-0.00016238i,9.7648e-05-0.00029625i,-0.00070588-0.00043112i,-0.00036716-0.00020097i,4.9389e-05-0.00063734i,0.00058696-0.0011965i,0.00076937-0.0008259i,0.00020176-0.00020983i,-0.00021642-0.0004575i,9.2853e-05-0.0013045i,0.00070422-0.0012475i,0.00050151-0.000288i,-0.00011318+0.00022452i,-0.00065138+0.00036143i,-0.00015864+0.00018131i
-0.0010844-0.00066294i,-0.00049387+0.00037777i,-0.00061469+0.0010003i,-0.00077577+0.0011797i,-0.00057014+0.0015195i,-0.00076257+0.0016354i,-0.00046077+0.00087769i,0.00016974+0.00048921i,-7.2019e-05-0.00022895i,-0.0010381-0.00096076i,-0.0012441-0.00026458i,-0.00082201+0.00058809i,-0.00059473+0.00073239i,-6.447e-05+0.0010656i,0.00048347+0.0003408i,-0.00022159-0.00037441i,-0.00052502-0.00046465i,0.00020373-0.00058353i,0.00024392-2.1401e-06i,-0.00013836+8.295e-05i,-4.001e-05-0.0008767i,0.00048484-0.00072759i,0.00066415-3.2986e-05i
-3.9525e-05-0.001375i,5.0534e-05-0.0015838i,-0.0012382-0.0019507i,-0.0019333-0.0011838i,-0.0013483-0.00043527i,-0.00056654+0.00026596i,6.1253e-05+0.00014466i,-0.00013051-0.00061632i,4.7939e-05-0.00017018i,0.00033109+0.00036581i,-0.00012489+0.0007815i,-0.00037443+0.00043996i,-0.00013464-0.00013174i,-0.00047207+9.5278e-05i,-0.00088057-0.00013947i,-0.00050489-0.00063908i,7.43e-05-0.00057187i,-0.00018767+0.00022234i,-0.00084169+0.0001349i,-0.0010408-0.00068942i,-0.00057922-0.00041557i,-0.00010208+0.00060649i,-1.8072e-05+0.0011356i
-0.00088479-0.00060792i,-0.00022952-0.0011492i,8.2427e-05-0.001956i,-0.00054862-0.0017791i,-0.00047489-0.00055614i,-0.00043374+0.00024803i,-0.00056396-0.00014659i,-0.00027281-0.00060852i,2.8873e-05+0.00011598i,-0.00011742+0.0010887i,-0.00022358+0.00029884i,-0.00022053-0.00046222i,-0.00033348-0.00042021i,-0.00028286-0.00016783i,-0.00031531+0.00028336i,-0.00060461+0.00011408i,-0.00086891+0.00039295i,-0.0010403+0.00048028i,-0.0013226-0.00041328i,-0.0011972-0.0007324i,-0.00074739-0.00044393i,-0.00044758-0.00022495i,-0.00085282+0.00015981i
-0.00097214-0.0017506i,-0.0013085-0.0020332i,-0.0017433-0.0015043i,-0.00041973-0.00065054i,0.00011539+0.00039717i,-0.00029415+0.00040657i,-0.00064399-0.00050665i,-0.00056417-0.000649i,0.00018231-0.00010177i,0.00039964+5.3332e-05i,0.00035389+0.00019539i,-0.00025724+0.00028704i,-0.00042561-0.00061297i,-9.2978e-05-0.00058739i,0.00041462+0.00024021i,0.00048666+0.00060357i,0.00069141+0.00045182i,0.00021819+3.2223e-05i,-0.00015401-1.6289e-05i,5.9355e-05-0.00021607i,-0.00010971-0.00056553i,-0.0010769-0.00053702i,-0.00074632-0.00084445i
0.00063183-0.0015515i,0.00021723-0.00082474i,-0.0011575-0.00020728i,-0.0020818+4.1087e-06i,-0.0017108+0.00020609i,-0.0016646-9.4403e-05i,-0.002237-0.00036549i,-0.00084538-0.00012846i,0.00067787+0.00021836i,0.00086289+0.0002569i,0.00027184-0.00067464i,0.00019851-0.00074934i,0.00033605-0.00024344i,-0.00053537-0.00035997i,-0.00060061-0.00049033i,-0.0001038-0.00089839i,-0.00068984-0.00089127i,-0.00062573-0.00058429i,-0.00012932-0.00087759i,0.00033255-0.00063013i,0.00029331-0.00035023i,2.3736e-05-0.00020344i,0.00016896-0.00039378i
-0.00080967-0.00098086i,-0.00031579-0.00071983i,-0.00046668-0.00036613i,-0.001206-0.0001012i,-0.0015974+0.00020094i,-0.0023634+0.00060972i,-0.0013897+0.00024778i,7.8799e-05+6.949e-05i,-1.0471e-05+0.00010098i,-0.00072115+0.00015078i,-0.0004692+0.0003221i,0.00030721-0.00065954i,0.00015572-0.0019474i,7.5298e-05-0.0018022i,-0.00019985-0.0014327i,-0.00082906-0.00097177i,-0.0011526-0.00013097i,-0.00055692-5.4875e-05i,-0.00029508-0.00014626i,-0.00027966-2.3349e-05i,2.8176e-06-4.4101e-05i,-0.00048286-0.00024734i,-0.00010836-0.0004195i
-0.00078283-5.9348e-05i,-0.00059606-0.00046444i,-0.0011309-0.00037671i,3.3199e-05+0.00044936i,0.00060776+0.0009823i,0.00010207+0.00090683i,0.0003726+0.00057409i,0.00041059+0.00013253i,0.00049934-0.00044683i,0.0006081-0.0010827i,-0.00047059-0.00102i,-0.00070411-0.0010037i,1.4188e-05-0.00092334i,0.00034034-0.00031779i,0.00055346-1.6254e-05i,0.00087908-0.00016001i,0.00073783-0.0002729i,0.0002319-0.00012591i,-0.00011626-0.00056899i,-4.2794e-05-0.00082872i,-1.3904e-05-0.00042449i,-4.8324e-05-0.00030685i,3.9942e-05-0.00039399i
-0.00019337+9.8583e-05i,-0.00062764-0.00021314i,-0.00098375-5.2811e-05i,-0.0011465-0.00035048i,-0.0005547-0.00033397i,-0.0005521+0.00093634i,-0.00033874+0.0013464i,-0.00027584+0.00034928i,-0.000388-0.00030475i,-0.00046268-8.7338e-05i,-0.00057851+0.00052538i,-7.1921e-05+0.00031067i,0.00019841-7.7989e-05i,2.5403e-05-0.00060099i,-0.00017613-0.00082495i,-0.00064171-0.00024192i,0.00011145-0.00010938i,0.00055865-0.00036898i,0.00067946+7.3623e-05i,0.00029655+2.2686e-05i,0.00050926-0.00040214i,0.00073594-0.00027122i,-0.00021199+0.00016767i
-0.00086458-0.00017097i,-0.00065976-0.00069395i,-0.00048359-0.00053693i,0.000566+1.589e-05i,0.00097037+0.00043495i,0.00063712+0.00024091i,0.0001821-0.00073278i,-0.00045172-0.0004014i,-0.00084806+0.0011078i,-0.00071849+0.0012856i,6.4506e-05-0.00042066i,0.00069633-0.0011579i,0.0003824-0.0001688i,-0.00045285+0.00010407i,-0.00092974-3.553e-06i,-0.00038639+6.9231e-05i,0.00036157-0.00014733i,0.0011504-0.00054102i,0.00062457-0.00088025i,0.00016024-0.00045191i,0.0002966+0.0001577i,0.00035379-7.5988e-05i,0.00080012-0.00044319i
-0.0008123+8.0574e-05i,-0.0017306+0.00012765i,-0.0020629+0.0002986i,-0.001813+0.00078723i,-0.0021169+0.00059232i,-0.0029976-0.0007975i,-0.0027809-0.00068643i,-0.0014823+0.00020798i,1.5029e-05-1.3253e-05i,0.00080065+0.00038116i,0.00035741+0.00087495i,-0.00041154+1.357e-05i,-0.00028872-0.00019772i,0.0004629+0.00045275i,0.00079604+0.00029173i,-8.7908e-05-0.00010956i,-0.00040576+0.00031109i,0.00028976+0.00019031i,0.00060366-0.00050569i,-0.00047105-0.00064763i,-0.00077192-0.0010529i,-0.00019036-0.00093621i,2.4993e-05-0.00017245i
-0.0013721-0.00097942i,-0.0013442-0.0013558i,-0.0010602-0.001428i,-0.00053658-0.00047915i,-0.00038451+0.00030974i,-0.00038701+0.00058086i,-0.00024676+0.00056502i,-0.00060253+0.00056439i,-0.001326+0.00032247i,-0.0010115+0.00026026i,-0.00094951+0.00020247i,-0.0004445+0.00029776i,0.00063695+0.00028531i,0.00030404-0.00035508i,-9.3275e-05-0.00068194i,0.00016936-0.00032169i,0.00021487+5.0311e-06i,0.00026748-0.00038963i,0.00032411-0.00023385i,0.0002701+0.00054772i,-0.0004718+0.00066783i,-0.00015275-0.00021362i,0.00090003-0.00062118i
0.00047065-0.00025814i,0.00012265+8.4951e-06i,-0.00020606-0.00099026i,-9.5177e-05-0.00060933i,-0.00040852+0.00014614i,-0.00080019-2.5753e-07i,-0.00071346-0.00012005i,-0.00081384-0.00051561i,-0.00023668-0.00037924i,0.00061538+9.7635e-05i,0.001056+0.00019614i,0.0004892-0.00029892i,-0.00011528-6.2929e-06i,-0.00034278-7.1867e-05i,-0.00064353+0.0001087i,-0.00014441+0.00024556i,-3.4957e-05-0.00015609i,-0.00027909+0.00032383i,-0.00062011+0.00088912i,-0.0011234+6.858e-05i,-0.00094225-0.00066898i,-1.1721e-05-0.00042967i,0.00039312-0.00044589i
0.00032291-0.0011819i,-0.00017576-0.00075123i,0.00022321-0.0018028i,-0.00055529-0.0017072i,-0.0011831-0.0012038i,-0.00054776+0.00050403i,0.00052357+0.0017163i,0.00019416+0.00087991i,-0.00077601-0.00061614i,-0.0011215-0.0010328i,-0.00092712-0.00071877i,-0.00073856-0.00021525i,-0.00068801+0.00023459i,-0.00063984+0.00024606i,-0.00022194-0.00057872i,4.0466e-05-0.00089157i,-5.9461e-05-0.00018175i,-0.00051134+0.00014147i,-0.00071969+0.00013722i,0.00012047+0.00029261i,0.00054811-7.0271e-05i,0.00012203-0.00071866i,0.00025722-0.00055864i
5.1987e-05-5.4997e-05i,-1.065e-05-5.9926e-05i,0.00016465+1.651e-05i,0.0011392-0.00015214i,0.0010472-0.00018245i,-0.00052406-0.00052333i,-0.001405+0.00014302i,-0.001011-2.9106e-05i,-0.00014122-0.00031954i,0.00010858-0.0005639i,0.00082754-0.00077776i,0.00084752-0.00067366i,9.6702e-05-0.00057626i,-0.00013399-0.00011561i,0.00037062+0.00026739i,0.00048227+0.00017354i,-5.4742e-05-9.5527e-05i,-0.00072721-0.00030779i,-0.00062293+2.1187e-05i,-0.0001079+0.00023502i,-0.00045744-4.2964e-05i,-0.00075917-0.00015234i,-0.00061466+0.0003597i
0.0011278-0.001867i,0.0005913-0.0025184i,-0.000197-0.0024239i,-0.0004638-0.0010152i,-1.1691e-05-0.00051502i,-0.00019338-0.00019098i,0.00011231-4.5452e-05i,0.00069996+0.00041365i,-0.00016377+8.9657e-05i,-0.00067276-0.00056636i,-0.00060993-0.00082544i,-0.00019845-0.00042185i,1.7093e-05+8.8e-05i,-0.00042868+0.00013592i,-0.00020988-0.00028212i,-9.7711e-05-8.225e-05i,-0.00040169+0.00085048i,-8.7883e-05+0.0011344i,0.00055037+0.00020327i,0.00076433-0.00082567i,0.0001405-0.00089881i,-0.00014134-0.0007447i,-0.00016029-0.00078349i
-0.00098869+0.00040867i,-0.001453-0.00026542i,-0.0013309+0.00018217i,-0.00088746+0.00087128i,-0.00040066+0.00028218i,-0.00083213+0.0001167i,-0.0012298+9.194e-05i,-0.0013539-0.00052031i,-0.0010467-0.0008666i,-0.00055252-0.0007406i,0.00023739-0.0011335i,0.0012055-0.0013199i,0.0011358-0.00090089i,0.00096085-0.00045811i,0.0010758-0.00021702i,0.00071543+0.0002321i,5.0881e-05+0.00053303i,-0.00016812+0.00041922i,-0.00035567+0.00020234i,0.00022789-0.00034019i,0.000299-0.00089078i,-0.0005375-0.00060938i,-0.00029269-0.00027238i
0.0013939-0.00092436i,0.00021802-0.00097493i,-0.00080108-0.0018698i,-0.0016529-0.0018521i,-0.0018827-0.00083884i,-0.001705+0.00075474i,-0.00041319+0.0014007i,0.00035318+0.00048768i,0.00036623-4.8095e-05i,0.00040775-2.2311e-06i,0.00051939-0.00017135i,0.00060237-0.00081717i,0.00035482-0.0011664i,0.00073354-0.00035544i,0.00083472-0.00043435i,0.00011862-0.0011225i,0.00012906-0.0007853i,-9.6126e-05+3.144e-06i,-0.00092255-0.0006643i,-0.00044254-0.00097065i,0.00068867+0.00021615i,0.00045783+0.0004144i,8.6598e-05+0.00010307i
0.00070888+0.00056964i,0.0006088+0.00049252i,0.0004631+0.00022592i,0.00082988-0.00069037i,0.0010851-0.00089167i,-0.0003694-0.0011087i,-0.0014022-0.00092638i,-0.00056813-0.00064467i,0.00049454-0.00087937i,0.00062941-0.0006581i,0.00033501-0.00043183i,0.00044386-0.00058318i,0.00073229-0.00061864i,0.00051093-0.00020266i,0.00020078+0.00021828i,0.0003557-7.1259e-06i,0.00036361-0.00049116i,0.00038252-0.00079323i,-0.00039225-0.00018141i,-0.00074596-0.00027067i,-0.00029244-0.00063561i,-0.00032602-0.00080481i,-0.0004669-0.0007884i
-0.00061179-2.585e-05i,-0.00036881+4.0604e-05i,-0.0010494-0.00025414i,-0.0010248-0.00079963i,-9.6714e-05-0.00059754i,0.00033469-0.00021669i,3.2096e-05+0.00024265i,0.00057501+0.00089166i,0.0014509+0.00069323i,0.00068339+0.00012286i,-0.0002262-0.00041969i,-0.00041449-0.0003714i,2.1625e-05-4.2167e-05i,0.00029721-0.0004097i,-0.00010999-0.00080331i,-0.00038901-0.00046985i,-0.00020331-0.00026346i,-0.00051288-0.00033486i,-0.0004386-0.00054612i,-0.00048486-0.00011379i,-0.00058307+0.00084945i,-0.00046773+0.00081856i,-0.00056675+0.00056355i
-0.0016367-0.0015737i,-0.0001976-0.0018182i,-0.00050967-0.0013496i,-0.0015069-0.00046061i,-0.0011754-0.00066639i,-0.00034955-0.00076703i,-0.00041098-0.00013905i,-0.00057948-0.0004806i,-0.0010365-0.00028537i,-0.00133+0.00073217i,-0.00064692+0.00046234i,0.00024734-0.00059867i,0.00038158-0.0012665i,8.8229e-05-0.00092277i,0.00049954-0.00026259i,0.00045849+0.00039298i,8.9577e-05+0.00037771i,0.00013196-0.00017576i,-0.00028459-0.00032112i,-0.00026105-0.00043674i,0.00072115-0.00039932i,0.00068999-0.00021541i,2.4111e-06+3.478e-05i
0.0016102+0.00057822i,0.00069983+0.00016618i,9.4608e-06-0.00034599i,-0.00011647-0.00020662i,-0.0003108-0.00027453i,-0.0010813-0.00063875i,-0.0013286+0.00058816i,-0.00053522+0.0012843i,1.65e-05-0.000304i,2.2809e-05-0.0007353i,0.00020115+0.00096012i,0.00026829+0.0010628i,-0.00030916-0.00010836i,-0.00059828-6.5431e-05i,-0.00040935-3.4213e-06i,-0.0004227-0.00013767i,0.0002528+0.00029947i,0.0010685+0.00080801i,0.00099145+0.00074692i,0.00011033+0.00089466i,-0.00015923+0.00022044i,-2.8075e-05-5.487e-05i,-5.9687e-05+0.0002725i
0.00014026-0.0003658i,-0.00045112-0.0016367i,-7.0712e-05-0.00078108i,0.00048635-0.00053811i,0.00040084-0.0011569i,0.00031537-0.00057571i,0.00067146+9.1056e-05i,0.0010471-1.8378e-06i,0.0008002-0.00034637i,0.00090635-0.00041151i,0.00049308-0.0004734i,-0.00031599-0.00064425i,-0.0003026-0.00059939i,0.00021723+6.8703e-05i,0.0009073+0.00046008i,0.00094716+0.00036372i,0.00090269+0.0002049i,0.00080495+9.8151e-05i,0.00019402-8.3057e-05i,-0.00011183-0.00059487i,0.00019359-0.00040762i,0.0003035+0.00041284i,8.8336e-05-2.9281e-05i
-8.6288e-05+0.00013977i,-0.0011574+0.00025097i,-0.0008492+0.0011284i,-0.00088495+0.0015477i,-0.00032896+0.0009795i,0.00058008+0.00034719i,0.00044028+0.00038464i,0.0004875+9.2852e-05i,0.00063161-0.00010756i,-9.2089e-05-0.00042407i,-0.00040897-0.00051242i,-0.0010173-0.00022734i,-0.001317-2.5926e-05i,-0.000564+0.00024442i,0.00016296-2.3785e-05i,0.00047526-0.00014301i,0.00010213+7.5029e-05i,-0.00051609+7.4775e-05i,-0.00045687-1.2713e-05i,-0.00015156-7.3029e-05i,-0.00018023-0.00047269i,-0.00016701-0.00074776i,-0.00011608-0.00046203i
0.00051293-9.982e-05i,-0.00070049-0.00046468i,-0.00017283+0.00032003i,0.0018941+0.00016359i,0.0020399-0.00051194i,4.6846e-05-0.00036555i,-0.00072368+0.00020037i,-0.00052191+0.00013616i,-0.00067048+0.00015965i,-7.4239e-06-7.045e-05i,0.00017696-0.00078806i,-0.0001845-0.0011147i,-0.00066847-0.0012165i,-0.00022955-0.001356i,0.0011011-0.0010703i,0.00083114-0.00087667i,0.00018339-0.00073211i,-0.00018615-0.00027247i,-0.00031077+0.0001695i,-0.00066687+0.00027281i,-0.001262+8.128e-05i,-0.000341-6.3838e-05i,0.00046702+0.0001185i
-0.00012035+0.00062959i,-8.7073e-05-5.4199e-05i,-0.00037361-0.00056866i,-0.00073631+2.685e-06i,-0.00080832+0.00081765i,-0.0017164+0.00068066i,-0.0022661-0.00015316i,-0.001123-0.00059212i,5.4765e-05-0.00022489i,-0.0001091-6.5375e-05i,-0.00046839-0.00090621i,-0.00029207-0.0015521i,-0.00027069-0.00078937i,-0.00067162-0.00047727i,-0.00069316-0.00050832i,-0.00020889-0.00027472i,4.082e-05-2.3656e-05i,-0.00010623+0.0003059i,0.00024742+0.00030297i,0.00056729+0.0004503i,0.00058051+2.8426e-05i,0.00019942-0.00018441i,-0.00042407-6.744e-05i
0.00058917+0.0016759i,-0.00034246+0.00041054i,0.00070697-0.00021039i,0.0015398+7.3166e-05i,0.0012421-0.00022761i,-0.00076484-0.00033858i,-0.0016033+8.6648e-05i,-0.00026784+2.097e-05i,0.0010334+0.00011045i,0.0012686-0.00020428i,0.00045081-0.00055312i,7.9196e-05-0.00028314i,-0.0002908+0.00020708i,-0.00035828+0.00059392i,0.00026268+0.00045993i,0.00044943-0.00042954i,0.00048121-0.00088966i,-3.6985e-05-0.00036536i,-2.2705e-05-3.6944e-05i,0.00072895-0.00035065i,0.00023355+0.00048901i,-0.00059686+0.0010851i,-0.00035316+0.0003008i
-0.00081539+0.0001294i,-0.0022307-0.00043745i,-0.0020521-0.00084461i,-0.0020783-0.00064255i,-0.001389+0.00061826i,-0.00051104+0.00011606i,-0.0001637+0.00030553i,-0.00036044+0.00040518i,-0.00027212-0.00028173i,2.5189e-05-0.00055399i,0.00024604-0.00077551i,-0.00029177-0.00090878i,-0.00073207-0.0010951i,0.00024183-0.00083415i,0.00016987-0.00020821i,-0.00061536+3.0656e-05i,-0.00065226-0.00012905i,-0.00019764-0.00095439i,3.5812e-05-0.00098288i,-0.00021254-0.00041726i,-0.0007955-0.00052151i,-0.00078342+0.00021942i,-0.00055893+0.00045051i
-0.00095303-0.0022388i,0.00022674-0.00072338i,-0.00055773+0.00036637i,-0.00081482+0.00089159i,-0.0010465+0.001322i,-0.0012541+0.001338i,-0.0013845+0.00099413i,-0.0014175+0.0004622i,-0.00091904-0.00015018i,-0.00097142-0.00088138i,-0.0016505-0.0011006i,-0.0018184-0.00054786i,-0.0014164+0.00010763i,-0.00089256+8.5527e-05i,-0.00089632+1.474e-05i,-0.00073825+0.00044092i,-0.00040475-4.1847e-05i,5.7138e-06-0.00067807i,0.00053431-0.0005958i,0.0006921-0.00024978i,0.00021742-0.00043647i,-0.00053449-0.00068249i,0.00014976-0.00084167i
0.0009361-0.0005084i,0.0002541-0.00039677i,-0.00049202-0.00060122i,-0.0010214-0.0010994i,-0.0011128-0.00083349i,-0.0014281-0.00027271i,-0.00036976+0.00029305i,-2.3465e-05+0.00069167i,-0.00087462+0.00042337i,-0.0013148-0.00045439i,-0.00098287-0.00078973i,-0.00061948-0.00032985i,-0.00031122-0.00058928i,2.4835e-05-0.00061436i,0.00027039+5.1117e-05i,0.00012209-0.00029859i,0.00028786-0.00063021i,0.0013714+0.00011168i,0.0015574+0.00041135i,0.0014625-0.00018465i,0.0013683-0.00087978i,0.00065018-0.00063661i,0.00059399-1.5084e-05i
-0.00078607-0.00025825i,-0.0012634-0.0012407i,-0.0021014-0.00094777i,-0.001681+0.00023788i,0.00037678-6.662e-05i,0.0011773-0.00076846i,-1.8489e-05-0.000651i,-0.0002441-0.00030759i,-0.00063098+0.00032615i,-0.00044428-2.2926e-05i,0.00046999-0.00045005i,0.00077342+3.4238e-05i,4.5282e-05+0.00059709i,-0.00030298+0.00076418i,0.00028872+6.9245e-05i,0.00077703-0.00066065i,-0.0003775-0.00048968i,-0.00078979-0.00082661i,0.00033493-0.0004888i,0.00071161+0.00020288i,0.00061917+0.00017559i,-0.00046596+0.00020795i,-0.0012295+8.2731e-06i
0.00050451-0.00077069i,0.00055172-0.0018327i,0.00077265-0.0017759i,0.00071251-0.00099212i,0.00041278-0.00046575i,-8.0372e-05+0.00034142i,-2.4103e-05+0.0011138i,-0.00015376+0.00098026i,-0.00052159+0.00032969i,-0.00075619-6.1942e-05i,-0.0002926+4.1713e-05i,0.00056437-0.00014519i,0.00028002-0.00032082i,-0.00014408-0.00035867i,0.00037751-0.00021786i,0.00041449+9.3761e-05i,0.00011584+0.00056487i,-0.00040659+0.00070564i,-0.00052478-5.3701e-05i,-0.00035147-0.00078292i,-0.00040109-0.00067891i,7.8868e-05-0.00023242i,0.00091205-0.00014365i
0.00072302-0.00029843i,-0.00097923+0.00095382i,-0.00099018+0.0018906i,-7.2707e-05+0.0015498i,0.00017208+2.5439e-05i,7.1424e-05-0.00024764i,1.0624e-05+0.00028204i,0.00023313-2.4333e-05i,0.0004751-7.8359e-05i,0.00037168-0.0001443i,0.00056286-0.00062448i,0.00068869-0.00044154i,0.00057639-6.3285e-05i,0.00046913+0.00026137i,0.0010601+4.5375e-05i,0.00085076-0.00039856i,0.00031971-0.00023312i,0.00025116-6.0761e-05i,0.00065539-0.00051464i,0.00028119-0.00020348i,-0.00052171+1.0675e-05i,-0.00032562-3.3029e-05i,-4.5956e-05+0.00016146i
0.0012724-0.0011262i,0.00057764-0.0017977i,-0.00010506-0.0014438i,-0.00039047-0.00021612i,-0.0007009+0.00023608i,-0.0010751+0.00060351i,-0.00079941+0.0010654i,-0.00053247+0.00037921i,-0.00061852-0.00066805i,-0.00041576-0.00054264i,-0.00013716-0.00036783i,-0.00019278-0.00051516i,0.00034571-0.00055974i,0.00065066-0.00065876i,0.00039527-0.00029789i,0.00044793+0.00036101i,0.00020654+0.00089374i,-0.0003715+0.00086316i,-0.00016939+0.00090127i,-6.1438e-07+0.00066438i,-8.2751e-05-0.00010408i,0.00011044-0.00062188i,-0.00015966-0.00027396i
0.00015249-0.0013268i,0.00050153-0.0017172i,0.00014314-0.0017744i,0.00035244-0.00062337i,-0.0003628+0.00033813i,-0.00056676-0.00047098i,-0.00018532-0.0012042i,6.8354e-05+6.8527e-05i,4.7996e-05+0.00084469i,1.8074e-05+0.00034924i,0.00016542-0.00036013i,-0.00012593-0.0012422i,-0.00012257-0.0014247i,8.8091e-05-0.00073634i,0.00056565-0.00042093i,0.00030848-0.00037919i,4.6324e-05-0.00077712i,-0.0001229-0.00074319i,-0.00018754+0.00013044i,0.00037507-3.2072e-05i,0.0005667-0.00046835i,0.00068359-8.788e-05i,0.00078854+0.00048155i
-0.0012237-0.00069723i,-0.0015568-0.00076352i,-0.001468+0.00020431i,-0.00065383-0.00016284i,-0.00018545-0.0006665i,-0.0012414-0.00016157i,-0.00097201-0.00086929i,0.00020017-0.00098745i,-7.5265e-05+0.00024863i,-0.00038832+0.00031104i,-0.00040733-0.00026721i,-0.00025241-0.00030638i,0.00064338-0.00055976i,0.0011714-0.00036565i,0.00071116+0.00023376i,0.00036052-0.00016279i,0.00078696-0.00097915i,0.00082468-0.00148i,0.00045301-0.00097401i,0.00035641-0.00058091i,-1.1792e-05-0.00090148i,-0.00071608-0.00040532i,-0.00064822+0.00051957i
0.00080146-0.0011797i,0.0003288-0.0014493i,4.0223e-05-0.0016728i,0.00053455-0.0015779i,0.0011304-0.0014204i,2.2753e-05-0.0005268i,-0.00058484+0.00074267i,-0.00053253+0.00051348i,-0.0008155-0.00037701i,-0.00064044-0.00066947i,-0.00071864-0.0010875i,-0.0006495-0.00099854i,-0.00072159-0.00028918i,-0.00057518-0.00033054i,0.00051204-0.00035093i,0.00091861-2.3603e-05i,0.00014328-7.993e-06i,-0.00092882-0.00058384i,-0.00081239-0.0001737i,0.00035966-0.00043784i,0.0010847-0.0010851i,0.0008657-0.00053734i,0.00065407-0.00019647i
